#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.05_up.bed
NR28--MA1107.1.KLF9	chr1	6519518	6519530	+	0.000	0.000	Merged-chr1-6519375-11
NR31256--MA1107.1.KLF9	chr18	35726963	35726975	-	0.000	0.000	Merged-chr18-35726871-27
NR3938--MA0741.1.KLF16	chr1	171916125	171916135	+	0.000	0.000	Merged-chr1-171916002-44
NR5560--MA0039.3.KLF4	chr10	30655800	30655810	-	0.000	0.000	Merged-chr10-30655945-56
NR1853--MA0742.1.Klf12	chr1	98589911	98589925	+	0.000	0.000	Merged-chr1-98589738-39
NR29170--MA1107.1.KLF9	chr17	46933195	46933207	-	0.000	0.000	Merged-chr17-46933316-17
NR39533--MA0599.1.KLF5	chr2	165854761	165854770	-	0.000	0.000	Merged-chr2-165854688-17
NR17848--MA0740.1.KLF14	chr13	89521652	89521665	+	0.000	0.000	Merged-chr13-89521757-30
NR14103--MA0493.1.Klf1	chr12	52383031	52383041	+	0.000	0.000	Merged-chr12-52383146-23
NR3606--MA0599.1.KLF5	chr1	165091991	165092000	+	0.000	0.000	Merged-chr1-165091937-36
NR7407--MA0741.1.KLF16	chr10	84440711	84440721	+	0.000	0.000	Merged-chr10-84440807-71
NR67480--MA0599.1.KLF5	chr8	126539620	126539629	-	0.000	0.000	Merged-chr8-126539798-23
NR16613--MA0039.3.KLF4	chr13	38145172	38145182	+	0.000	0.000	Merged-chr13-38145291-8
NR36034--MA1107.1.KLF9	chr2	44528765	44528777	+	0.000	0.000	Merged-chr2-44528768-19
NR39029--MA0742.1.Klf12	chr2	153325875	153325889	-	0.000	0.000	Merged-chr2-153325949-22
NR56838--MA0741.1.KLF16	chr6	108448394	108448404	+	0.000	0.000	Merged-chr6-108448378-58
NR72035--MA0741.1.KLF16	chrX	56374578	56374588	-	0.000	0.000	Merged-chrX-56374648-33
NR41761--MA1107.1.KLF9	chr3	89896721	89896733	+	0.000	0.000	Merged-chr3-89896775-17
NR59356--MA0493.1.Klf1	chr7	19837009	19837019	-	0.000	0.000	Merged-chr7-19837080-20
NR9805--MA0599.1.KLF5	chr11	33701956	33701965	-	0.000	0.000	Merged-chr11-33701915-7
NR7406--MA0599.1.KLF5	chr10	84440711	84440720	+	0.000	0.000	Merged-chr10-84440807-71
NR869--MA1107.1.KLF9	chr1	59163173	59163185	+	0.000	0.000	Merged-chr1-59163188-37
NR48908--MA0599.1.KLF5	chr4	152247436	152247445	+	0.000	0.000	Merged-chr4-152247398-23
NR48290--MA0599.1.KLF5	chr4	140833017	140833026	-	0.000	0.000	Merged-chr4-140833040-18
NR25375--MA1107.1.KLF9	chr16	14380126	14380138	-	0.000	0.000	Merged-chr16-14380008-54
NR29908--MA0741.1.KLF16	chr17	71118812	71118822	-	0.000	0.000	Merged-chr17-71118704-30
NR63997--MA0740.1.KLF14	chr8	8661410	8661423	+	0.000	0.000	Merged-chr8-8661451-105
NR54821--MA0740.1.KLF14	chr6	29853647	29853660	-	0.000	0.000	Merged-chr6-29853688-66
NR72034--MA0493.1.Klf1	chrX	56374554	56374564	-	0.000	0.000	Merged-chrX-56374648-33
NR63015--MA0741.1.KLF16	chr7	129774305	129774315	+	0.000	0.000	Merged-chr7-129774380-36
NR35594--MA0741.1.KLF16	chr2	30472068	30472078	+	0.000	0.000	Merged-chr2-30472114-26
NR17857--MA0599.1.KLF5	chr13	89539639	89539648	+	0.000	0.000	Merged-chr13-89539460-39
NR2338--MA0742.1.Klf12	chr1	128713043	128713057	+	0.000	0.000	Merged-chr1-128713010-21
NR28520--MA0493.1.Klf1	chr17	31693554	31693564	-	0.000	0.000	Merged-chr17-31693537-59
NR38374--MA0742.1.Klf12	chr2	132379893	132379907	-	0.000	0.000	Merged-chr2-132379852-19
NR20137--MA0493.1.Klf1	chr14	47740786	47740796	+	0.000	0.000	Merged-chr14-47740703-52
NR39300--MA0493.1.Klf1	chr2	160367182	160367192	-	0.000	0.000	Merged-chr2-160367322-62
NR31809--MA0741.1.KLF16	chr18	62267377	62267387	-	0.000	0.000	Merged-chr18-62267467-16
NR2775--MA1107.1.KLF9	chr1	139181143	139181155	-	0.000	0.000	Merged-chr1-139181025-29
NR463--MA0599.1.KLF5	chr1	38395439	38395448	+	0.000	0.000	Merged-chr1-38395375-19
NR31396--MA0493.1.Klf1	chr18	41753031	41753041	-	0.000	0.000	Merged-chr18-41752958-32
NR26683--MA0741.1.KLF16	chr16	76283302	76283312	+	0.000	0.000	Merged-chr16-76283420-1
NR43924--MA0493.1.Klf1	chr3	148465661	148465671	-	0.000	0.000	Merged-chr3-148465597-36
NR57503--MA0742.1.Klf12	chr6	125229075	125229089	-	0.000	0.000	Merged-chr6-125228994-3
NR55162--MA1107.1.KLF9	chr6	43619511	43619523	+	0.000	0.000	Merged-chr6-43619418-19
NR17849--MA0657.1.KLF13	chr13	89521651	89521668	+	0.000	0.000	Merged-chr13-89521757-30
NR47195--MA1107.1.KLF9	chr4	122829452	122829464	-	0.000	0.000	Merged-chr4-122829434-12
NR72343--MA0740.1.KLF14	chrX	99042583	99042596	-	0.000	0.000	Merged-chrX-99042663-22
NR9807--MA0741.1.KLF16	chr11	33702003	33702013	-	0.000	0.000	Merged-chr11-33701915-7
NR67493--MA1107.1.KLF9	chr8	126864493	126864505	+	0.000	0.000	Merged-chr8-126864545-1
NR19285--MA0599.1.KLF5	chr14	14633417	14633426	-	0.000	0.000	Merged-chr14-14633159-94
NR11251--MA0599.1.KLF5	chr11	78690770	78690779	+	0.000	0.000	Merged-chr11-78690691-3
NR65628--MA0599.1.KLF5	chr8	77376595	77376604	+	0.000	0.000	Merged-chr8-77376569-21
NR46414--MA0741.1.KLF16	chr4	101217266	101217276	-	0.000	0.000	Merged-chr4-101217167-64
NR13399--MA0493.1.Klf1	chr12	8496543	8496553	-	0.000	0.000	Merged-chr12-8496481-10
NR11438--MA1107.1.KLF9	chr11	83185910	83185922	-	0.000	0.000	Merged-chr11-83185820-16
NR45002--MA1107.1.KLF9	chr4	41295618	41295630	+	0.000	0.000	Merged-chr4-41295781-15
NR14762--MA0741.1.KLF16	chr12	82166463	82166473	-	0.000	0.000	Merged-chr12-82166286-58
NR7518--MA0493.1.Klf1	chr10	86786239	86786249	-	0.000	0.000	Merged-chr10-86786135-22
NR54322--MA0741.1.KLF16	chr5	149368226	149368236	-	0.000	0.000	Merged-chr5-149368318-30
NR40382--MA0599.1.KLF5	chr3	10351440	10351449	-	0.000	0.000	Merged-chr3-10351318-69
NR20809--MA0493.1.Klf1	chr14	68078500	68078510	+	0.000	0.000	Merged-chr14-68078565-20
NR37156--MA1107.1.KLF9	chr2	93454464	93454476	+	0.000	0.000	Merged-chr2-93454506-54
NR39775--MA0493.1.Klf1	chr2	169360429	169360439	-	0.000	0.000	Merged-chr2-169360551-6
NR27242--MA1107.1.KLF9	chr16	96208435	96208447	-	0.000	0.000	Merged-chr16-96208613-13
NR41561--MA0493.1.Klf1	chr3	84477663	84477673	+	0.000	0.000	Merged-chr3-84477603-8
NR5603--MA0599.1.KLF5	chr10	37207074	37207083	-	0.000	0.000	Merged-chr10-37207171-14
NR1687--MA0741.1.KLF16	chr1	91825519	91825529	-	0.000	0.000	Merged-chr1-91825474-20
NR36297--MA0741.1.KLF16	chr2	59332578	59332588	+	0.000	0.000	Merged-chr2-59332590-12
NR36294--MA0039.3.KLF4	chr2	59332403	59332413	-	0.000	0.000	Merged-chr2-59332590-12
NR4793--MA0741.1.KLF16	chr1	191111388	191111398	-	0.000	0.000	Merged-chr1-191111364-43
NR54822--MA0657.1.KLF13	chr6	29853644	29853661	-	0.000	0.000	Merged-chr6-29853688-66
NR51568--MA0039.3.KLF4	chr5	100929922	100929932	+	0.000	0.000	Merged-chr5-100929891-31
NR65632--MA0493.1.Klf1	chr8	77383805	77383815	+	0.000	0.000	Merged-chr8-77383968-15
NR5804--MA0493.1.Klf1	chr10	42849028	42849038	-	0.000	0.000	Merged-chr10-42848913-29
NR3485--MA0742.1.Klf12	chr1	162728256	162728270	-	0.000	0.000	Merged-chr1-162728182-59
NR17405--MA0493.1.Klf1	chr13	65070137	65070147	+	0.000	0.000	Merged-chr13-65070187-24
NR13403--MA1107.1.KLF9	chr12	8496541	8496553	-	0.000	0.000	Merged-chr12-8496481-10
NR46344--MA0599.1.KLF5	chr4	98243937	98243946	+	0.000	0.000	Merged-chr4-98243867-45
NR55785--MA0657.1.KLF13	chr6	67318013	67318030	-	0.000	0.000	Merged-chr6-67318064-30
NR14282--MA0039.3.KLF4	chr12	59170023	59170033	+	0.000	0.000	Merged-chr12-59170039-43
NR9110--MA0742.1.Klf12	chr11	3345222	3345236	-	0.000	0.000	Merged-chr11-3345059-26
NR14399--MA1107.1.KLF9	chr12	69502003	69502015	-	0.000	0.000	Merged-chr12-69501974-43
NR33916--MA1107.1.KLF9	chr19	41031265	41031277	-	0.000	0.000	Merged-chr19-41031181-46
NR41560--MA0039.3.KLF4	chr3	84477665	84477675	+	0.000	0.000	Merged-chr3-84477603-8
NR17507--MA0039.3.KLF4	chr13	70600157	70600167	-	0.000	0.000	Merged-chr13-70600282-8
NR25616--MA0741.1.KLF16	chr16	23100321	23100331	+	0.000	0.000	Merged-chr16-23100189-17
NR46456--MA0599.1.KLF5	chr4	101419676	101419685	-	0.000	0.000	Merged-chr4-101419713-70
NR23326--MA0742.1.Klf12	chr15	72859485	72859499	+	0.000	0.000	Merged-chr15-72859470-25
NR35599--MA0741.1.KLF16	chr2	30472073	30472083	+	0.000	0.000	Merged-chr2-30472114-26
NR12878--MA0493.1.Klf1	chr11	115751908	115751918	+	0.000	0.000	Merged-chr11-115751964-2
NR63162--MA0599.1.KLF5	chr7	132317313	132317322	+	0.000	0.000	Merged-chr7-132317352-2
NR39448--MA1107.1.KLF9	chr2	163203572	163203584	+	0.000	0.000	Merged-chr2-163203461-118
NR31541--MA0740.1.KLF14	chr18	53245578	53245591	+	0.000	0.000	Merged-chr18-53245593-51
NR44700--MA0039.3.KLF4	chr4	21752127	21752137	+	0.000	0.000	Merged-chr4-21752041-18
NR25860--MA0493.1.Klf1	chr16	34531734	34531744	-	0.000	0.000	Merged-chr16-34531790-5
NR1828--MA0741.1.KLF16	chr1	96871623	96871633	-	0.000	0.000	Merged-chr1-96871649-2
NR63063--MA0741.1.KLF16	chr7	130631892	130631902	-	0.000	0.000	Merged-chr7-130631867-47
NR22444--MA0741.1.KLF16	chr15	25673781	25673791	+	0.000	0.000	Merged-chr15-25673661-24
NR524--MA0741.1.KLF16	chr1	39702701	39702711	-	0.000	0.000	Merged-chr1-39702774-23
NR72019--MA0741.1.KLF16	chrX	53607883	53607893	+	0.000	0.000	Merged-chrX-53607978-28
NR1826--MA0599.1.KLF5	chr1	96871624	96871633	-	0.000	0.000	Merged-chr1-96871649-2
NR50771--MA0599.1.KLF5	chr5	66620373	66620382	-	0.000	0.000	Merged-chr5-66620441-17
NR29978--MA0742.1.Klf12	chr17	72854434	72854448	-	0.000	0.000	Merged-chr17-72854440-12
NR68934--MA0599.1.KLF5	chr9	58112461	58112470	+	0.000	0.000	Merged-chr9-58112486-25
NR65614--MA0740.1.KLF14	chr8	76902219	76902232	+	0.000	0.000	Merged-chr8-76902143-41
NR32434--MA0742.1.Klf12	chr18	79257499	79257513	-	0.000	0.000	Merged-chr18-79257508-110
NR30687--MA1107.1.KLF9	chr17	88597600	88597612	+	0.000	0.000	Merged-chr17-88597413-65
NR41770--MA0657.1.KLF13	chr3	89911444	89911461	+	0.000	0.000	Merged-chr3-89911440-10
NR52363--MA0741.1.KLF16	chr5	118661945	118661955	+	0.000	0.000	Merged-chr5-118661904-17
NR5411--MA0599.1.KLF5	chr10	21476441	21476450	+	0.000	0.000	Merged-chr10-21476462-10
NR50651--MA0740.1.KLF14	chr5	64684279	64684292	+	0.000	0.000	Merged-chr5-64684447-46
NR45262--MA0741.1.KLF16	chr4	45766156	45766166	-	0.000	0.000	Merged-chr4-45766216-17
NR62725--MA1107.1.KLF9	chr7	126230482	126230494	-	0.000	0.000	Merged-chr7-126230639-34
NR49036--MA0493.1.Klf1	chr4	155050347	155050357	+	0.000	0.000	Merged-chr4-155050218-26
NR36037--MA0741.1.KLF16	chr2	44953136	44953146	+	0.000	0.000	Merged-chr2-44953031-31
NR66614--MA0039.3.KLF4	chr8	109957366	109957376	+	0.000	0.000	Merged-chr8-109957445-42
NR39532--MA0742.1.Klf12	chr2	165854757	165854771	-	0.000	0.000	Merged-chr2-165854688-17
NR22837--MA0741.1.KLF16	chr15	44748516	44748526	+	0.000	0.000	Merged-chr15-44748463-50
NR70916--MA1107.1.KLF9	chr9	112185872	112185884	+	0.000	0.000	Merged-chr9-112185998-1
NR34599--MA1107.1.KLF9	chr19	59650731	59650743	-	0.000	0.000	Merged-chr19-59650746-15
NR60922--MA0741.1.KLF16	chr7	68189868	68189878	+	0.000	0.000	Merged-chr7-68190151-33
NR21049--MA0493.1.Klf1	chr14	74918735	74918745	-	0.000	0.000	Merged-chr14-74918775-39
NR46264--MA0599.1.KLF5	chr4	89137628	89137637	-	0.000	0.000	Merged-chr4-89137676-98
NR14767--MA0741.1.KLF16	chr12	82187382	82187392	+	0.000	0.000	Merged-chr12-82187311-20
NR22423--MA0741.1.KLF16	chr15	25269713	25269723	-	0.000	0.000	Merged-chr15-25269773-79
NR66780--MA1107.1.KLF9	chr8	115136875	115136887	+	0.000	0.000	Merged-chr8-115136921-34
NR12466--MA1107.1.KLF9	chr11	106057116	106057128	-	0.000	0.000	Merged-chr11-106057103-42
NR16920--MA0493.1.Klf1	chr13	51685365	51685375	-	0.000	0.000	Merged-chr13-51685389-6
NR58840--MA0740.1.KLF14	chr7	4964459	4964472	+	0.000	0.000	Merged-chr7-4964465-28
NR2257--MA1107.1.KLF9	chr1	127322311	127322323	+	0.000	0.000	Merged-chr1-127322582-29
NR24434--MA0039.3.KLF4	chr15	94255267	94255277	+	0.000	0.000	Merged-chr15-94255177-46
NR35177--MA0741.1.KLF16	chr2	23006373	23006383	+	0.000	0.000	Merged-chr2-23006422-36
NR68249--MA0493.1.Klf1	chr9	36905618	36905628	-	0.000	0.000	Merged-chr9-36905642-9
NR47108--MA0599.1.KLF5	chr4	120731326	120731335	-	0.000	0.000	Merged-chr4-120731377-66
NR39960--MA0599.1.KLF5	chr2	172977718	172977727	+	0.000	0.000	Merged-chr2-172977593-131
NR7742--MA0740.1.KLF14	chr10	93188644	93188657	+	0.000	0.000	Merged-chr10-93188465-33
NR2275--MA1107.1.KLF9	chr1	127796441	127796453	-	0.000	0.000	Merged-chr1-127796546-56
NR35491--MA0741.1.KLF16	chr2	28698442	28698452	+	0.000	0.000	Merged-chr2-28698593-11
NR39171--MA1107.1.KLF9	chr2	157119299	157119311	-	0.000	0.000	Merged-chr2-157119108-55
NR4321--MA0493.1.Klf1	chr1	181352593	181352603	-	0.000	0.000	Merged-chr1-181352639-14
NR2337--MA0740.1.KLF14	chr1	128713043	128713056	+	0.000	0.000	Merged-chr1-128713010-21
NR38373--MA0740.1.KLF14	chr2	132379894	132379907	-	0.000	0.000	Merged-chr2-132379852-19
NR2387--MA1107.1.KLF9	chr1	130522444	130522456	+	0.000	0.000	Merged-chr1-130522626-12
NR54383--MA0741.1.KLF16	chr5	150232878	150232888	+	0.000	0.000	Merged-chr5-150232910-1
NR39826--MA0599.1.KLF5	chr2	170216251	170216260	-	0.000	0.000	Merged-chr2-170216227-3
NR14110--MA0599.1.KLF5	chr12	52383142	52383151	-	0.000	0.000	Merged-chr12-52383146-23
NR9452--MA1107.1.KLF9	chr11	20035547	20035559	-	0.000	0.000	Merged-chr11-20035595-25
NR29720--MA0740.1.KLF14	chr17	64628987	64629000	-	0.000	0.000	Merged-chr17-64628994-21
NR1177--MA0493.1.Klf1	chr1	73940876	73940886	+	0.000	0.000	Merged-chr1-73940938-50
NR65615--MA0657.1.KLF13	chr8	76902218	76902235	+	0.000	0.000	Merged-chr8-76902143-41
NR5823--MA0740.1.KLF14	chr10	43520079	43520092	+	0.000	0.000	Merged-chr10-43520023-14
NR19641--MA0741.1.KLF16	chr14	27262416	27262426	+	0.000	0.000	Merged-chr14-27262535-17
NR4240--MA1107.1.KLF9	chr1	180483485	180483497	+	0.000	0.000	Merged-chr1-180483466-4
NR50652--MA0657.1.KLF13	chr5	64684278	64684295	+	0.000	0.000	Merged-chr5-64684447-46
NR64611--MA0599.1.KLF5	chr8	34818002	34818011	-	0.000	0.000	Merged-chr8-34817852-8
NR42026--MA0599.1.KLF5	chr3	95739603	95739612	+	0.000	0.000	Merged-chr3-95739473-23
NR71045--MA0599.1.KLF5	chr9	114592623	114592632	+	0.000	0.000	Merged-chr9-114592565-4
NR9687--MA0740.1.KLF14	chr11	29883365	29883378	-	0.000	0.000	Merged-chr11-29883287-9
NR10641--MA0493.1.Klf1	chr11	67017986	67017996	-	0.000	0.000	Merged-chr11-67017936-9
NR14236--MA0741.1.KLF16	chr12	55357493	55357503	-	0.000	0.000	Merged-chr12-55357452-12
NR13351--MA0493.1.Klf1	chr12	3835787	3835797	+	0.000	0.000	Merged-chr12-3835793-19
NR67265--MA0741.1.KLF16	chr8	122769451	122769461	-	0.000	0.000	Merged-chr8-122769435-21
NR24695--MA0741.1.KLF16	chr15	99065413	99065423	-	0.000	0.000	Merged-chr15-99065640-20
NR523--MA0599.1.KLF5	chr1	39702702	39702711	-	0.000	0.000	Merged-chr1-39702774-23
NR31728--MA0742.1.Klf12	chr18	58677039	58677053	+	0.000	0.000	Merged-chr18-58676991-24
NR57949--MA0599.1.KLF5	chr6	134451034	134451043	-	0.000	0.000	Merged-chr6-134450954-21
NR72782--MA0741.1.KLF16	chrX	159199697	159199707	+	0.000	0.000	Merged-chrX-159199808-53
NR7806--MA0493.1.Klf1	chr10	94378595	94378605	-	0.000	0.000	Merged-chr10-94378414-58
NR17137--MA1107.1.KLF9	chr13	56704044	56704056	-	0.000	0.000	Merged-chr13-56703613-154
NR58070--MA0741.1.KLF16	chr6	136944784	136944794	+	0.000	0.000	Merged-chr6-136944749-25
NR35265--MA0741.1.KLF16	chr2	25095203	25095213	+	0.000	0.000	Merged-chr2-25095278-14
NR12159--MA0599.1.KLF5	chr11	100610012	100610021	+	0.000	0.000	Merged-chr11-100610157-33
NR26--MA1107.1.KLF9	chr1	6519514	6519526	+	0.000	0.000	Merged-chr1-6519375-11
NR1728--MA0493.1.Klf1	chr1	93115248	93115258	+	0.000	0.000	Merged-chr1-93115270-41
NR14106--MA0599.1.KLF5	chr12	52383120	52383129	-	0.000	0.000	Merged-chr12-52383146-23
NR58841--MA0657.1.KLF13	chr7	4964458	4964475	+	0.000	0.000	Merged-chr7-4964465-28
NR32438--MA1107.1.KLF9	chr18	79257501	79257513	-	0.000	0.000	Merged-chr18-79257508-110
NR60927--MA0741.1.KLF16	chr7	68205950	68205960	-	0.000	0.000	Merged-chr7-68206033-25
NR5802--MA0740.1.KLF14	chr10	42849025	42849038	-	0.000	0.000	Merged-chr10-42848913-29
NR25910--MA1107.1.KLF9	chr16	36057601	36057613	+	0.000	0.000	Merged-chr16-36057640-19
NR22067--MA0039.3.KLF4	chr14	121291214	121291224	+	0.000	0.000	Merged-chr14-121291161-18
NR24396--MA0599.1.KLF5	chr15	93592088	93592097	+	0.000	0.000	Merged-chr15-93591966-21
NR68728--MA1107.1.KLF9	chr9	51162046	51162058	-	0.000	0.000	Merged-chr9-51161990-29
NR41177--MA1107.1.KLF9	chr3	60603217	60603229	-	0.000	0.000	Merged-chr3-60603394-48
NR70533--MA0599.1.KLF5	chr9	104337793	104337802	-	0.000	0.000	Merged-chr9-104337728-48
NR36337--MA0493.1.Klf1	chr2	60375320	60375330	-	0.000	0.000	Merged-chr2-60375404-17
NR46604--MA1107.1.KLF9	chr4	106841994	106842006	-	0.000	0.000	Merged-chr4-106841993-21
NR2504--MA1107.1.KLF9	chr1	133711222	133711234	-	0.000	0.000	Merged-chr1-133711440-47
NR14105--MA1107.1.KLF9	chr12	52383031	52383043	+	0.000	0.000	Merged-chr12-52383146-23
NR4394--MA0599.1.KLF5	chr1	183180653	183180662	-	0.000	0.000	Merged-chr1-183180587-56
NR11413--MA1107.1.KLF9	chr11	82961932	82961944	-	0.000	0.000	Merged-chr11-82962014-19
NR30841--MA0493.1.Klf1	chr18	5819883	5819893	+	0.000	0.000	Merged-chr18-5820020-28
NR55102--MA0493.1.Klf1	chr6	41559578	41559588	-	0.000	0.000	Merged-chr6-41559544-20
NR64072--MA0741.1.KLF16	chr8	11009006	11009016	+	0.000	0.000	Merged-chr8-11009107-63
NR54245--MA0493.1.Klf1	chr5	148379709	148379719	-	0.000	0.000	Merged-chr5-148379823-53
NR64614--MA0741.1.KLF16	chr8	34818008	34818018	-	0.000	0.000	Merged-chr8-34817852-8
NR65715--MA0599.1.KLF5	chr8	80493162	80493171	-	0.000	0.000	Merged-chr8-80493158-65
NR13397--MA0599.1.KLF5	chr12	8496537	8496546	-	0.000	0.000	Merged-chr12-8496481-10
NR40097--MA0493.1.Klf1	chr2	174566141	174566151	+	0.000	0.000	Merged-chr2-174566072-46
NR31255--MA0493.1.Klf1	chr18	35726965	35726975	-	0.000	0.000	Merged-chr18-35726871-27
NR51567--MA0599.1.KLF5	chr5	100929921	100929930	+	0.000	0.000	Merged-chr5-100929891-31
NR22333--MA0599.1.KLF5	chr15	9533531	9533540	-	0.000	0.000	Merged-chr15-9533546-44
NR32614--MA0741.1.KLF16	chr18	82532269	82532279	-	0.000	0.000	Merged-chr18-82532131-16
NR24060--MA0493.1.Klf1	chr15	84372964	84372974	-	0.000	0.000	Merged-chr15-84372915-18
NR72937--MA0599.1.KLF5	chrX	166329054	166329063	-	0.000	0.000	Merged-chrX-166329162-24
NR5470--MA0493.1.Klf1	chr10	25140439	25140449	-	0.000	0.000	Merged-chr10-25140477-16
NR46455--MA0742.1.Klf12	chr4	101419685	101419699	-	0.000	0.000	Merged-chr4-101419713-70
NR21118--MA0599.1.KLF5	chr14	76177401	76177410	+	0.000	0.000	Merged-chr14-76177407-12
NR17197--MA0599.1.KLF5	chr13	58067795	58067804	-	0.000	0.000	Merged-chr13-58067754-68
NR60081--MA1107.1.KLF9	chr7	35742599	35742611	-	0.000	0.000	Merged-chr7-35742502-39
NR6415--MA0741.1.KLF16	chr10	67891153	67891163	-	0.000	0.000	Merged-chr10-67891340-18
NR16474--MA0741.1.KLF16	chr13	30186557	30186567	-	0.000	0.000	Merged-chr13-30186492-12
NR36207--MA0740.1.KLF14	chr2	53095206	53095219	+	0.000	0.000	Merged-chr2-53095400-57
NR10638--MA0742.1.Klf12	chr11	67017982	67017996	-	0.000	0.000	Merged-chr11-67017936-9
NR42930--MA0741.1.KLF16	chr3	121982312	121982322	+	0.000	0.000	Merged-chr3-121982250-28
NR69760--MA1107.1.KLF9	chr9	80313761	80313773	-	0.000	0.000	Merged-chr9-80313733-27
NR44465--MA1107.1.KLF9	chr4	6930775	6930787	+	0.000	0.000	Merged-chr4-6930843-21
NR45532--MA0039.3.KLF4	chr4	55343395	55343405	+	0.000	0.000	Merged-chr4-55343422-62
NR24064--MA1107.1.KLF9	chr15	84372974	84372986	-	0.000	0.000	Merged-chr15-84372915-18
NR14115--MA0493.1.Klf1	chr12	52383148	52383158	-	0.000	0.000	Merged-chr12-52383146-23
NR7515--MA0742.1.Klf12	chr10	86786235	86786249	-	0.000	0.000	Merged-chr10-86786135-22
NR36807--MA1107.1.KLF9	chr2	77176680	77176692	+	0.000	0.000	Merged-chr2-77176488-48
NR67492--MA0599.1.KLF5	chr8	126839561	126839570	+	0.000	0.000	Merged-chr8-126839529-33
NR64988--MA0599.1.KLF5	chr8	57743791	57743800	+	0.000	0.000	Merged-chr8-57743874-24
NR65154--MA0039.3.KLF4	chr8	67860358	67860368	+	0.000	0.000	Merged-chr8-67860375-11
NR868--MA0493.1.Klf1	chr1	59163173	59163183	+	0.000	0.000	Merged-chr1-59163188-37
NR57505--MA0039.3.KLF4	chr6	125229077	125229087	-	0.000	0.000	Merged-chr6-125228994-3
NR18263--MA0039.3.KLF4	chr13	100790367	100790377	+	0.000	0.000	Merged-chr13-100790409-21
NR19237--MA1107.1.KLF9	chr14	12307775	12307787	-	0.000	0.000	Merged-chr14-12307905-40
NR38370--MA0599.1.KLF5	chr2	132292170	132292179	+	0.000	0.000	Merged-chr2-132292299-25
NR14119--MA1107.1.KLF9	chr12	52383146	52383158	-	0.000	0.000	Merged-chr12-52383146-23
NR32608--MA0740.1.KLF14	chr18	82532267	82532280	-	0.000	0.000	Merged-chr18-82532131-16
NR7409--MA0599.1.KLF5	chr10	84440962	84440971	+	0.000	0.000	Merged-chr10-84440807-71
NR46459--MA0741.1.KLF16	chr4	101419675	101419685	-	0.000	0.000	Merged-chr4-101419713-70
NR39531--MA0740.1.KLF14	chr2	165854758	165854771	-	0.000	0.000	Merged-chr2-165854688-17
NR55013--MA0493.1.Klf1	chr6	37564052	37564062	+	0.000	0.000	Merged-chr6-37564158-19
NR55497--MA0599.1.KLF5	chr6	53778915	53778924	-	0.000	0.000	Merged-chr6-53778855-8
NR28519--MA0599.1.KLF5	chr17	31693554	31693563	-	0.000	0.000	Merged-chr17-31693537-59
NR69551--MA0599.1.KLF5	chr9	75537181	75537190	+	0.000	0.000	Merged-chr9-75537156-9
NR8565--MA0741.1.KLF16	chr10	121300786	121300796	+	0.000	0.000	Merged-chr10-121300859-24
NR20367--MA0039.3.KLF4	chr14	55086052	55086062	+	0.000	0.000	Merged-chr14-55086185-11
NR23394--MA0740.1.KLF14	chr15	73833444	73833457	-	0.000	0.000	Merged-chr15-73833465-20
NR69034--MA0742.1.Klf12	chr9	61054576	61054590	-	0.000	0.000	Merged-chr9-61054632-26
NR55012--MA0039.3.KLF4	chr6	37564040	37564050	+	0.000	0.000	Merged-chr6-37564158-19
NR54333--MA0741.1.KLF16	chr5	149440189	149440199	-	0.000	0.000	Merged-chr5-149439971-46
NR1726--MA0742.1.Klf12	chr1	93115248	93115262	+	0.000	0.000	Merged-chr1-93115270-41
NR52448--MA0741.1.KLF16	chr5	121149422	121149432	-	0.000	0.000	Merged-chr5-121149467-5
NR66613--MA0599.1.KLF5	chr8	109957365	109957374	+	0.000	0.000	Merged-chr8-109957445-42
NR60561--MA0741.1.KLF16	chr7	49494958	49494968	+	0.000	0.000	Merged-chr7-49494921-17
NR56327--MA0493.1.Klf1	chr6	90629685	90629695	+	0.000	0.000	Merged-chr6-90629668-42
NR35597--MA0741.1.KLF16	chr2	30472071	30472081	+	0.000	0.000	Merged-chr2-30472114-26
NR37163--MA1107.1.KLF9	chr2	93454478	93454490	+	0.000	0.000	Merged-chr2-93454506-54
NR2253--MA0741.1.KLF16	chr1	127322312	127322322	+	0.000	0.000	Merged-chr1-127322582-29
NR7896--MA1107.1.KLF9	chr10	98745686	98745698	+	0.000	0.000	Merged-chr10-98745748-77
NR12088--MA0493.1.Klf1	chr11	99116021	99116031	-	0.000	0.000	Merged-chr11-99116157-23
NR18837--MA1107.1.KLF9	chr13	114086371	114086383	+	0.000	0.000	Merged-chr13-114086496-8
NR5282--MA1107.1.KLF9	chr10	14097855	14097867	+	0.000	0.000	Merged-chr10-14097983-8
NR39344--MA0599.1.KLF5	chr2	160746859	160746868	+	0.000	0.000	Merged-chr2-160746776-15
