#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/8_footprint/1_mpbs/2_mpbs_Runx/Bcl6KO_Th1_rep1_fp_mpbs.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1-pval-0.05_up.bed
MA0684.1.RUNX3--1341	chr3	59101838	59101847	-	0.000	0.000	
MA0684.1.RUNX3--1342	chr3	59203949	59203958	-	0.000	0.000	
MA0684.1.RUNX3--1343	chr3	59222393	59222402	+	0.000	0.000	
MA0684.1.RUNX3--1344	chr3	59261172	59261181	+	0.000	0.000	
MA0684.1.RUNX3--1345	chr3	60320647	60320656	+	0.000	0.000	
MA0684.1.RUNX3--1346	chr3	60603428	60603437	+	0.000	0.000	
MA0684.1.RUNX3--1347	chr3	69721638	69721647	-	0.000	0.000	
MA0684.1.RUNX3--1348	chr3	75714111	75714120	+	0.000	0.000	
MA0684.1.RUNX3--1349	chr3	75731404	75731413	+	0.000	0.000	
MA0684.1.RUNX3--1350	chr3	75930326	75930335	-	0.000	0.000	
MA0684.1.RUNX3--1351	chr3	75957295	75957304	+	0.000	0.000	
MA0684.1.RUNX3--1352	chr3	79227567	79227576	+	0.000	0.000	
MA0684.1.RUNX3--1353	chr3	84679038	84679047	+	0.000	0.000	
MA0684.1.RUNX3--1354	chr3	86837705	86837714	+	0.000	0.000	
MA0684.1.RUNX3--1356	chr3	87274420	87274429	-	0.000	0.000	
MA0684.1.RUNX3--1357	chr3	88296586	88296595	+	0.000	0.000	
MA0684.1.RUNX3--1358	chr3	88510193	88510202	-	0.000	0.000	
MA0684.1.RUNX3--1359	chr3	89228506	89228515	-	0.000	0.000	
MA0684.1.RUNX3--1360	chr3	89456991	89457000	-	0.000	0.000	
MA0684.1.RUNX3--1361	chr3	92978461	92978470	-	0.000	0.000	
MA0684.1.RUNX3--1362	chr3	93562850	93562859	+	0.000	0.000	
MA0684.1.RUNX3--1363	chr3	94851980	94851989	+	0.000	0.000	
MA0684.1.RUNX3--1364	chr3	95523865	95523874	-	0.000	0.000	
MA0684.1.RUNX3--1365	chr3	95651091	95651100	+	0.000	0.000	
MA0684.1.RUNX3--1366	chr3	95697805	95697814	+	0.000	0.000	
MA0684.1.RUNX3--1367	chr3	96263703	96263712	+	0.000	0.000	
MA0684.1.RUNX3--1368	chr3	96570750	96570759	+	0.000	0.000	
MA0684.1.RUNX3--1369	chr3	99292965	99292974	+	0.000	0.000	
MA0684.1.RUNX3--1370	chr3	100818947	100818956	+	0.000	0.000	
MA0684.1.RUNX3--1371	chr3	101098206	101098215	-	0.000	0.000	
MA0684.1.RUNX3--1372	chr3	101800520	101800529	+	0.000	0.000	
MA0684.1.RUNX3--1373	chr3	103740541	103740550	+	0.000	0.000	
MA0684.1.RUNX3--1374	chr3	103860283	103860292	+	0.000	0.000	
MA0684.1.RUNX3--1375	chr3	105806851	105806860	-	0.000	0.000	
MA0684.1.RUNX3--1376	chr3	106790392	106790401	+	0.000	0.000	
MA0684.1.RUNX3--1377	chr3	106996465	106996474	+	0.000	0.000	
MA0684.1.RUNX3--1378	chr3	107279017	107279026	-	0.000	0.000	
MA0684.1.RUNX3--1379	chr3	107761656	107761665	-	0.000	0.000	
MA0684.1.RUNX3--1380	chr3	108796221	108796230	+	0.000	0.000	
MA0684.1.RUNX3--1381	chr3	109421392	109421401	-	0.000	0.000	
MA0684.1.RUNX3--1382	chr3	109444248	109444257	-	0.000	0.000	
MA0684.1.RUNX3--1383	chr3	109454744	109454753	-	0.000	0.000	
MA0684.1.RUNX3--1384	chr3	114889914	114889923	+	0.000	0.000	
MA0684.1.RUNX3--1385	chr3	115692546	115692555	+	0.000	0.000	
MA0684.1.RUNX3--1386	chr3	115692658	115692667	+	0.000	0.000	
MA0684.1.RUNX3--1387	chr3	115715522	115715531	-	0.000	0.000	
MA0684.1.RUNX3--1388	chr3	115759693	115759702	-	0.000	0.000	
MA0684.1.RUNX3--1389	chr3	115793772	115793781	-	0.000	0.000	
MA0684.1.RUNX3--1390	chr3	115815790	115815799	+	0.000	0.000	
MA0684.1.RUNX3--1391	chr3	116200194	116200203	-	0.000	0.000	
MA0684.1.RUNX3--1392	chr3	116465929	116465938	-	0.000	0.000	
MA0684.1.RUNX3--1393	chr3	116487829	116487838	-	0.000	0.000	
MA0684.1.RUNX3--1394	chr3	121243153	121243162	-	0.000	0.000	
MA0684.1.RUNX3--1395	chr3	121377535	121377544	-	0.000	0.000	
MA0684.1.RUNX3--1396	chr3	121548093	121548102	-	0.000	0.000	
MA0684.1.RUNX3--1397	chr3	121938448	121938457	+	0.000	0.000	
MA0684.1.RUNX3--1398	chr3	122078983	122078992	+	0.000	0.000	
MA0684.1.RUNX3--1399	chr3	123192279	123192288	-	0.000	0.000	
MA0684.1.RUNX3--1400	chr3	123316239	123316248	-	0.000	0.000	
MA0684.1.RUNX3--1401	chr3	126573088	126573097	-	0.000	0.000	
MA0684.1.RUNX3--1402	chr3	126691154	126691163	+	0.000	0.000	
MA0684.1.RUNX3--1403	chr3	126919663	126919672	+	0.000	0.000	
MA0684.1.RUNX3--1404	chr3	127824038	127824047	+	0.000	0.000	
MA0684.1.RUNX3--1405	chr3	128925204	128925213	-	0.000	0.000	
MA0684.1.RUNX3--1406	chr3	129532409	129532418	+	0.000	0.000	
MA0684.1.RUNX3--1407	chr3	129553438	129553447	-	0.000	0.000	
MA0684.1.RUNX3--1408	chr3	130709970	130709979	+	0.000	0.000	
MA0684.1.RUNX3--1409	chr3	130900137	130900146	+	0.000	0.000	
MA0684.1.RUNX3--1410	chr3	130932422	130932431	+	0.000	0.000	
MA0684.1.RUNX3--1411	chr3	131065153	131065162	-	0.000	0.000	
MA0684.1.RUNX3--1412	chr3	133078627	133078636	+	0.000	0.000	
MA0684.1.RUNX3--1413	chr3	133328655	133328664	-	0.000	0.000	
MA0684.1.RUNX3--1414	chr3	133332483	133332492	-	0.000	0.000	
MA0684.1.RUNX3--1415	chr3	133624206	133624215	+	0.000	0.000	
MA0684.1.RUNX3--1416	chr3	136051102	136051111	+	0.000	0.000	
MA0684.1.RUNX3--1417	chr3	136688469	136688478	-	0.000	0.000	
MA0684.1.RUNX3--1418	chr3	137800438	137800447	+	0.000	0.000	
MA0684.1.RUNX3--1419	chr3	137968948	137968957	+	0.000	0.000	
MA0684.1.RUNX3--1420	chr3	138877038	138877047	+	0.000	0.000	
MA0684.1.RUNX3--1421	chr3	139354575	139354584	+	0.000	0.000	
MA0684.1.RUNX3--1422	chr3	140879216	140879225	-	0.000	0.000	
MA0684.1.RUNX3--1423	chr3	142892308	142892317	+	0.000	0.000	
MA0684.1.RUNX3--1424	chr3	143071045	143071054	-	0.000	0.000	
MA0684.1.RUNX3--1425	chr3	144411166	144411175	-	0.000	0.000	
MA0684.1.RUNX3--1426	chr3	144546612	144546621	+	0.000	0.000	
MA0684.1.RUNX3--1427	chr3	145118589	145118598	+	0.000	0.000	
MA0684.1.RUNX3--1428	chr3	145538007	145538016	+	0.000	0.000	
MA0684.1.RUNX3--1429	chr3	145942219	145942228	-	0.000	0.000	
MA0684.1.RUNX3--1430	chr3	146150716	146150725	-	0.000	0.000	
MA0684.1.RUNX3--1431	chr3	146152624	146152633	-	0.000	0.000	
MA0684.1.RUNX3--1432	chr3	149410447	149410456	+	0.000	0.000	
MA0684.1.RUNX3--1433	chr3	151818936	151818945	-	0.000	0.000	
MA0684.1.RUNX3--1434	chr3	152139731	152139740	-	0.000	0.000	
MA0684.1.RUNX3--1435	chr3	152442913	152442922	-	0.000	0.000	
MA0684.1.RUNX3--1436	chr3	152721289	152721298	-	0.000	0.000	
MA0684.1.RUNX3--1437	chr3	153895646	153895655	+	0.000	0.000	
MA0684.1.RUNX3--1438	chr3	153895679	153895688	+	0.000	0.000	
MA0684.1.RUNX3--1439	chr3	153943959	153943968	+	0.000	0.000	
MA0684.1.RUNX3--1440	chr3	154778979	154778988	+	0.000	0.000	
MA0684.1.RUNX3--1441	chr3	156452309	156452318	+	0.000	0.000	
MA0684.1.RUNX3--1442	chr3	157572188	157572197	-	0.000	0.000	
MA0684.1.RUNX3--1443	chr3	157803537	157803546	-	0.000	0.000	
MA0684.1.RUNX3--1444	chr4	6924977	6924986	+	0.000	0.000	
MA0684.1.RUNX3--1445	chr4	7207179	7207188	+	0.000	0.000	
MA0684.1.RUNX3--1446	chr4	8806069	8806078	+	0.000	0.000	
MA0684.1.RUNX3--1447	chr4	8907005	8907014	-	0.000	0.000	
MA0684.1.RUNX3--1448	chr4	10940895	10940904	-	0.000	0.000	
MA0684.1.RUNX3--1449	chr4	11147215	11147224	+	0.000	0.000	
MA0684.1.RUNX3--1450	chr4	11492628	11492637	-	0.000	0.000	
MA0684.1.RUNX3--1451	chr4	11507353	11507362	-	0.000	0.000	
MA0684.1.RUNX3--1452	chr4	12786322	12786331	-	0.000	0.000	
MA0684.1.RUNX3--1453	chr4	21842815	21842824	+	0.000	0.000	
MA0684.1.RUNX3--1454	chr4	24496516	24496525	-	0.000	0.000	
MA0684.1.RUNX3--1455	chr4	32165077	32165086	+	0.000	0.000	
MA0684.1.RUNX3--1456	chr4	32179943	32179952	+	0.000	0.000	
MA0684.1.RUNX3--1457	chr4	34615507	34615516	+	0.000	0.000	
MA0684.1.RUNX3--1458	chr4	34778239	34778248	+	0.000	0.000	
MA0684.1.RUNX3--1459	chr4	35155973	35155982	-	0.000	0.000	
MA0684.1.RUNX3--1460	chr4	35156254	35156263	+	0.000	0.000	
MA0684.1.RUNX3--1461	chr4	40218562	40218571	+	0.000	0.000	
MA0684.1.RUNX3--1462	chr4	40721127	40721136	+	0.000	0.000	
MA0684.1.RUNX3--1463	chr4	40823940	40823949	-	0.000	0.000	
MA0684.1.RUNX3--1464	chr4	41770520	41770529	+	0.000	0.000	
MA0684.1.RUNX3--1465	chr4	43937320	43937329	+	0.000	0.000	
MA0684.1.RUNX3--1466	chr4	45396408	45396417	+	0.000	0.000	
MA0684.1.RUNX3--1467	chr4	46442683	46442692	-	0.000	0.000	
MA0684.1.RUNX3--1468	chr4	46508331	46508340	+	0.000	0.000	
MA0684.1.RUNX3--1469	chr4	46568357	46568366	-	0.000	0.000	
MA0684.1.RUNX3--1470	chr4	47098638	47098647	+	0.000	0.000	
MA0684.1.RUNX3--1471	chr4	54734004	54734013	-	0.000	0.000	
MA0684.1.RUNX3--1472	chr4	55489498	55489507	-	0.000	0.000	
MA0684.1.RUNX3--1473	chr4	55899747	55899756	+	0.000	0.000	
MA0684.1.RUNX3--1474	chr4	56791659	56791668	-	0.000	0.000	
MA0684.1.RUNX3--1475	chr4	56947490	56947499	-	0.000	0.000	
MA0684.1.RUNX3--1476	chr4	57177418	57177427	+	0.000	0.000	
MA0684.1.RUNX3--1477	chr4	58273819	58273828	+	0.000	0.000	
MA0684.1.RUNX3--1478	chr4	59337928	59337937	+	0.000	0.000	
MA0684.1.RUNX3--1479	chr4	60479850	60479859	-	0.000	0.000	
MA0684.1.RUNX3--1480	chr4	61865946	61865955	-	0.000	0.000	
MA0684.1.RUNX3--1481	chr4	62367820	62367829	+	0.000	0.000	
MA0684.1.RUNX3--1482	chr4	62456763	62456772	+	0.000	0.000	
MA0684.1.RUNX3--1483	chr4	62757065	62757074	-	0.000	0.000	
MA0684.1.RUNX3--1484	chr4	63668486	63668495	-	0.000	0.000	
MA0684.1.RUNX3--1485	chr4	63941093	63941102	-	0.000	0.000	
MA0684.1.RUNX3--1486	chr4	68301682	68301691	-	0.000	0.000	
MA0684.1.RUNX3--1487	chr4	70410407	70410416	+	0.000	0.000	
MA0684.1.RUNX3--1488	chr4	82513408	82513417	-	0.000	0.000	
MA0684.1.RUNX3--1489	chr4	83234308	83234317	+	0.000	0.000	
MA0684.1.RUNX3--1490	chr4	83568057	83568066	+	0.000	0.000	
MA0684.1.RUNX3--1491	chr4	84702849	84702858	-	0.000	0.000	
MA0684.1.RUNX3--1492	chr4	85332693	85332702	+	0.000	0.000	
MA0684.1.RUNX3--1493	chr4	86722117	86722126	+	0.000	0.000	
MA0684.1.RUNX3--1494	chr4	88088936	88088945	-	0.000	0.000	
MA0684.1.RUNX3--1495	chr4	88088943	88088952	-	0.000	0.000	
MA0684.1.RUNX3--1497	chr4	89550724	89550733	-	0.000	0.000	
MA0684.1.RUNX3--1498	chr4	95205794	95205803	-	0.000	0.000	
MA0684.1.RUNX3--1499	chr4	95404619	95404628	+	0.000	0.000	
MA0684.1.RUNX3--1500	chr4	97831411	97831420	+	0.000	0.000	
MA0684.1.RUNX3--1501	chr4	97845159	97845168	+	0.000	0.000	
MA0684.1.RUNX3--1502	chr4	98101299	98101308	-	0.000	0.000	
MA0684.1.RUNX3--1503	chr4	98307833	98307842	+	0.000	0.000	
MA0684.1.RUNX3--1504	chr4	99829122	99829131	+	0.000	0.000	
MA0684.1.RUNX3--1505	chr4	101167965	101167974	+	0.000	0.000	
MA0684.1.RUNX3--1506	chr4	101509078	101509087	-	0.000	0.000	
MA0684.1.RUNX3--1507	chr4	102091759	102091768	-	0.000	0.000	
MA0684.1.RUNX3--1508	chr4	102507554	102507563	+	0.000	0.000	
MA0684.1.RUNX3--1509	chr4	102604209	102604218	+	0.000	0.000	
MA0684.1.RUNX3--1510	chr4	102712034	102712043	-	0.000	0.000	
MA0684.1.RUNX3--1511	chr4	103039297	103039306	-	0.000	0.000	
MA0684.1.RUNX3--1512	chr4	106909286	106909295	+	0.000	0.000	
MA0684.1.RUNX3--1513	chr4	107006388	107006397	-	0.000	0.000	
MA0684.1.RUNX3--1514	chr4	109000880	109000889	-	0.000	0.000	
MA0684.1.RUNX3--1515	chr4	109505045	109505054	-	0.000	0.000	
MA0684.1.RUNX3--1516	chr4	114743338	114743347	-	0.000	0.000	
MA0684.1.RUNX3--1517	chr4	114743435	114743444	-	0.000	0.000	
MA0684.1.RUNX3--1518	chr4	119897309	119897318	-	0.000	0.000	
MA0684.1.RUNX3--1519	chr4	120154114	120154123	-	0.000	0.000	
MA0684.1.RUNX3--1520	chr4	120984725	120984734	-	0.000	0.000	
MA0684.1.RUNX3--1521	chr4	121196424	121196433	+	0.000	0.000	
MA0684.1.RUNX3--1522	chr4	122873257	122873266	+	0.000	0.000	
MA0684.1.RUNX3--1523	chr4	122892361	122892370	+	0.000	0.000	
MA0684.1.RUNX3--1524	chr4	126053487	126053496	-	0.000	0.000	
MA0684.1.RUNX3--1525	chr4	126253864	126253873	+	0.000	0.000	
MA0684.1.RUNX3--1526	chr4	128811607	128811616	+	0.000	0.000	
MA0684.1.RUNX3--1527	chr4	129057970	129057979	+	0.000	0.000	
MA0684.1.RUNX3--1528	chr4	129146580	129146589	+	0.000	0.000	
MA0684.1.RUNX3--1529	chr4	129377052	129377061	-	0.000	0.000	
MA0684.1.RUNX3--1530	chr4	129496800	129496809	+	0.000	0.000	
MA0684.1.RUNX3--1531	chr4	129525572	129525581	+	0.000	0.000	
MA0684.1.RUNX3--1532	chr4	130939770	130939779	+	0.000	0.000	
MA0684.1.RUNX3--1533	chr4	131861156	131861165	-	0.000	0.000	
MA0684.1.RUNX3--1534	chr4	132040469	132040478	+	0.000	0.000	
MA0684.1.RUNX3--1535	chr4	132463884	132463893	+	0.000	0.000	
MA0684.1.RUNX3--1536	chr4	132533684	132533693	+	0.000	0.000	
MA0684.1.RUNX3--1537	chr4	132757286	132757295	+	0.000	0.000	
MA0684.1.RUNX3--1538	chr4	132976044	132976053	-	0.000	0.000	
MA0684.1.RUNX3--1539	chr4	133122362	133122371	-	0.000	0.000	
MA0684.1.RUNX3--1540	chr4	133159235	133159244	+	0.000	0.000	
MA0684.1.RUNX3--1541	chr4	133584286	133584295	-	0.000	0.000	
MA0684.1.RUNX3--1542	chr4	133907291	133907300	+	0.000	0.000	
MA0684.1.RUNX3--1543	chr4	134041640	134041649	+	0.000	0.000	
MA0684.1.RUNX3--1544	chr4	134043265	134043274	+	0.000	0.000	
MA0684.1.RUNX3--1545	chr4	134511127	134511136	-	0.000	0.000	
MA0684.1.RUNX3--1546	chr4	134642024	134642033	+	0.000	0.000	
MA0684.1.RUNX3--1547	chr4	134787153	134787162	-	0.000	0.000	
MA0684.1.RUNX3--1548	chr4	134853870	134853879	+	0.000	0.000	
MA0684.1.RUNX3--1549	chr4	135080077	135080086	+	0.000	0.000	
MA0684.1.RUNX3--1550	chr4	135108850	135108859	+	0.000	0.000	
MA0684.1.RUNX3--1551	chr4	135285999	135286008	-	0.000	0.000	
MA0684.1.RUNX3--1552	chr4	136266855	136266864	-	0.000	0.000	
MA0684.1.RUNX3--1553	chr4	136266862	136266871	-	0.000	0.000	
MA0684.1.RUNX3--1554	chr4	137313994	137314003	+	0.000	0.000	
MA0684.1.RUNX3--1555	chr4	137593730	137593739	+	0.000	0.000	
MA0684.1.RUNX3--1556	chr4	137854093	137854102	+	0.000	0.000	
MA0684.1.RUNX3--1557	chr4	138257515	138257524	+	0.000	0.000	
MA0684.1.RUNX3--1558	chr4	138259712	138259721	+	0.000	0.000	
MA0684.1.RUNX3--1559	chr4	139200122	139200131	-	0.000	0.000	
MA0684.1.RUNX3--1560	chr4	139208449	139208458	-	0.000	0.000	
MA0684.1.RUNX3--1561	chr4	139367696	139367705	-	0.000	0.000	
MA0684.1.RUNX3--1562	chr4	142471571	142471580	+	0.000	0.000	
MA0684.1.RUNX3--1563	chr4	144996003	144996012	+	0.000	0.000	
MA0684.1.RUNX3--1564	chr4	145240854	145240863	+	0.000	0.000	
MA0684.1.RUNX3--1565	chr4	145278502	145278511	+	0.000	0.000	
MA0684.1.RUNX3--1566	chr4	145341930	145341939	+	0.000	0.000	
MA0684.1.RUNX3--1567	chr4	145506813	145506822	-	0.000	0.000	
MA0684.1.RUNX3--1568	chr4	146092104	146092113	-	0.000	0.000	
MA0684.1.RUNX3--1569	chr4	147036020	147036029	-	0.000	0.000	
MA0684.1.RUNX3--1570	chr4	147511866	147511875	-	0.000	0.000	
MA0684.1.RUNX3--1571	chr4	147564220	147564229	-	0.000	0.000	
MA0684.1.RUNX3--1572	chr4	147936493	147936502	+	0.000	0.000	
MA0684.1.RUNX3--1573	chr4	150117478	150117487	-	0.000	0.000	
MA0684.1.RUNX3--1574	chr4	150269502	150269511	+	0.000	0.000	
MA0684.1.RUNX3--1575	chr4	150566267	150566276	+	0.000	0.000	
MA0684.1.RUNX3--1576	chr4	150692974	150692983	-	0.000	0.000	
MA0684.1.RUNX3--1577	chr4	150808644	150808653	-	0.000	0.000	
MA0684.1.RUNX3--1578	chr4	150915455	150915464	-	0.000	0.000	
MA0684.1.RUNX3--1579	chr4	150921506	150921515	+	0.000	0.000	
MA0684.1.RUNX3--1580	chr4	151811395	151811404	+	0.000	0.000	
MA0684.1.RUNX3--1581	chr4	152116071	152116080	+	0.000	0.000	
MA0684.1.RUNX3--1582	chr4	152131160	152131169	-	0.000	0.000	
MA0684.1.RUNX3--1583	chr4	152179166	152179175	-	0.000	0.000	
MA0684.1.RUNX3--1584	chr4	152197681	152197690	+	0.000	0.000	
MA0684.1.RUNX3--1585	chr4	152860841	152860850	-	0.000	0.000	
MA0684.1.RUNX3--1586	chr4	152894005	152894014	+	0.000	0.000	
MA0684.1.RUNX3--1587	chr4	152978911	152978920	-	0.000	0.000	
MA0684.1.RUNX3--1588	chr4	154065347	154065356	-	0.000	0.000	
MA0684.1.RUNX3--1589	chr4	154936711	154936720	+	0.000	0.000	
MA0684.1.RUNX3--1590	chr4	155095386	155095395	-	0.000	0.000	
MA0684.1.RUNX3--1591	chr4	155126718	155126727	+	0.000	0.000	
MA0684.1.RUNX3--1592	chr4	156022426	156022435	-	0.000	0.000	
MA0684.1.RUNX3--1593	chr5	3363602	3363611	-	0.000	0.000	
MA0684.1.RUNX3--1594	chr5	8894070	8894079	-	0.000	0.000	
MA0684.1.RUNX3--1595	chr5	9142610	9142619	+	0.000	0.000	
MA0684.1.RUNX3--1596	chr5	11416989	11416998	+	0.000	0.000	
MA0684.1.RUNX3--1597	chr5	11682599	11682608	+	0.000	0.000	
MA0684.1.RUNX3--1598	chr5	14921528	14921537	-	0.000	0.000	
MA0684.1.RUNX3--1599	chr5	14995966	14995975	-	0.000	0.000	
MA0684.1.RUNX3--1600	chr5	15481890	15481899	-	0.000	0.000	
MA0684.1.RUNX3--1601	chr5	15549659	15549668	-	0.000	0.000	
MA0684.1.RUNX3--1602	chr5	15555640	15555649	-	0.000	0.000	
MA0684.1.RUNX3--1603	chr5	17881570	17881579	-	0.000	0.000	
MA0684.1.RUNX3--1604	chr5	20942629	20942638	-	0.000	0.000	
MA0684.1.RUNX3--1605	chr5	21255938	21255947	-	0.000	0.000	
MA0684.1.RUNX3--1606	chr5	22360697	22360706	-	0.000	0.000	
MA0684.1.RUNX3--1607	chr5	23637511	23637520	+	0.000	0.000	
MA0684.1.RUNX3--1608	chr5	23719094	23719103	+	0.000	0.000	
MA0684.1.RUNX3--1609	chr5	23719225	23719234	+	0.000	0.000	
MA0684.1.RUNX3--1610	chr5	24393606	24393615	+	0.000	0.000	
MA0684.1.RUNX3--1611	chr5	29920360	29920369	+	0.000	0.000	
MA0684.1.RUNX3--1612	chr5	33629631	33629640	+	0.000	0.000	
MA0684.1.RUNX3--1613	chr5	34198700	34198709	-	0.000	0.000	
MA0684.1.RUNX3--1614	chr5	34466151	34466160	+	0.000	0.000	
MA0684.1.RUNX3--1615	chr5	34538613	34538622	-	0.000	0.000	
MA0684.1.RUNX3--1616	chr5	36722554	36722563	-	0.000	0.000	
MA0684.1.RUNX3--1617	chr5	37051582	37051591	-	0.000	0.000	
MA0684.1.RUNX3--1618	chr5	37067399	37067408	-	0.000	0.000	
MA0684.1.RUNX3--1619	chr5	43802881	43802890	-	0.000	0.000	
MA0684.1.RUNX3--1620	chr5	43869513	43869522	-	0.000	0.000	
MA0684.1.RUNX3--1621	chr5	43872018	43872027	+	0.000	0.000	
MA0684.1.RUNX3--1622	chr5	44217871	44217880	+	0.000	0.000	
MA0684.1.RUNX3--1623	chr5	53490904	53490913	+	0.000	0.000	
MA0684.1.RUNX3--1624	chr5	54045953	54045962	-	0.000	0.000	
MA0684.1.RUNX3--1625	chr5	62772103	62772112	+	0.000	0.000	
MA0684.1.RUNX3--1626	chr5	62909467	62909476	-	0.000	0.000	
MA0684.1.RUNX3--1627	chr5	64044909	64044918	+	0.000	0.000	
MA0684.1.RUNX3--1628	chr5	64959291	64959300	+	0.000	0.000	
MA0684.1.RUNX3--1629	chr5	64992790	64992799	+	0.000	0.000	
MA0684.1.RUNX3--1630	chr5	65217794	65217803	-	0.000	0.000	
MA0684.1.RUNX3--1631	chr5	67419889	67419898	+	0.000	0.000	
MA0684.1.RUNX3--1632	chr5	67634091	67634100	-	0.000	0.000	
MA0684.1.RUNX3--1633	chr5	72163388	72163397	+	0.000	0.000	
MA0684.1.RUNX3--1634	chr5	72636228	72636237	-	0.000	0.000	
MA0684.1.RUNX3--1635	chr5	75481895	75481904	+	0.000	0.000	
MA0684.1.RUNX3--1636	chr5	75691982	75691991	-	0.000	0.000	
MA0684.1.RUNX3--1637	chr5	75780590	75780599	+	0.000	0.000	
MA0684.1.RUNX3--1638	chr5	75830378	75830387	+	0.000	0.000	
MA0684.1.RUNX3--1639	chr5	88791669	88791678	-	0.000	0.000	
MA0684.1.RUNX3--1640	chr5	89198656	89198665	-	0.000	0.000	
MA0684.1.RUNX3--1641	chr5	89610147	89610156	-	0.000	0.000	
MA0684.1.RUNX3--1642	chr5	89907217	89907226	+	0.000	0.000	
MA0684.1.RUNX3--1643	chr5	92093402	92093411	+	0.000	0.000	
MA0684.1.RUNX3--1644	chr5	93229692	93229701	+	0.000	0.000	
MA0684.1.RUNX3--1645	chr5	96171825	96171834	-	0.000	0.000	
MA0684.1.RUNX3--1646	chr5	96219672	96219681	-	0.000	0.000	
MA0684.1.RUNX3--1647	chr5	96221459	96221468	-	0.000	0.000	
MA0684.1.RUNX3--1648	chr5	96997049	96997058	+	0.000	0.000	
MA0684.1.RUNX3--1649	chr5	97632946	97632955	-	0.000	0.000	
MA0684.1.RUNX3--1650	chr5	98016941	98016950	+	0.000	0.000	
MA0684.1.RUNX3--1651	chr5	99267982	99267991	+	0.000	0.000	
MA0684.1.RUNX3--1652	chr5	100466876	100466885	+	0.000	0.000	
MA0684.1.RUNX3--1653	chr5	100929866	100929875	+	0.000	0.000	
MA0684.1.RUNX3--1654	chr5	102778117	102778126	+	0.000	0.000	
MA0684.1.RUNX3--1655	chr5	103360549	103360558	+	0.000	0.000	
MA0684.1.RUNX3--1656	chr5	103975958	103975967	-	0.000	0.000	
MA0684.1.RUNX3--1657	chr5	105010567	105010576	+	0.000	0.000	
MA0684.1.RUNX3--1658	chr5	105137006	105137015	-	0.000	0.000	
MA0684.1.RUNX3--1659	chr5	105313659	105313668	+	0.000	0.000	
MA0684.1.RUNX3--1660	chr5	105541264	105541273	+	0.000	0.000	
MA0684.1.RUNX3--1661	chr5	105840058	105840067	-	0.000	0.000	
MA0684.1.RUNX3--1662	chr5	106609939	106609948	+	0.000	0.000	
MA0684.1.RUNX3--1663	chr5	106677005	106677014	+	0.000	0.000	
MA0684.1.RUNX3--1664	chr5	107080026	107080035	-	0.000	0.000	
MA0684.1.RUNX3--1665	chr5	107113598	107113607	+	0.000	0.000	
MA0684.1.RUNX3--1666	chr5	107288569	107288578	+	0.000	0.000	
MA0684.1.RUNX3--1667	chr5	107946666	107946675	+	0.000	0.000	
MA0684.1.RUNX3--1668	chr5	110735786	110735795	+	0.000	0.000	
MA0684.1.RUNX3--1669	chr5	111059457	111059466	-	0.000	0.000	
MA0684.1.RUNX3--1670	chr5	111124856	111124865	-	0.000	0.000	
MA0684.1.RUNX3--1671	chr5	111261396	111261405	-	0.000	0.000	
MA0684.1.RUNX3--1672	chr5	111341815	111341824	-	0.000	0.000	
MA0684.1.RUNX3--1673	chr5	112220447	112220456	+	0.000	0.000	
MA0684.1.RUNX3--1674	chr5	113614711	113614720	+	0.000	0.000	
MA0684.1.RUNX3--1675	chr5	113628199	113628208	+	0.000	0.000	
MA0684.1.RUNX3--1676	chr5	113787260	113787269	+	0.000	0.000	
MA0684.1.RUNX3--1677	chr5	114041829	114041838	+	0.000	0.000	
MA0684.1.RUNX3--1678	chr5	114695461	114695470	-	0.000	0.000	
MA0684.1.RUNX3--1679	chr5	114896826	114896835	-	0.000	0.000	
MA0684.1.RUNX3--1680	chr5	115538822	115538831	-	0.000	0.000	
MA0684.1.RUNX3--1681	chr5	118360181	118360190	-	0.000	0.000	
MA0684.1.RUNX3--1682	chr5	119563629	119563638	+	0.000	0.000	
MA0684.1.RUNX3--1683	chr5	121564717	121564726	+	0.000	0.000	
MA0684.1.RUNX3--1684	chr5	122391838	122391847	-	0.000	0.000	
MA0684.1.RUNX3--1685	chr5	122719386	122719395	+	0.000	0.000	
MA0684.1.RUNX3--1686	chr5	123765734	123765743	-	0.000	0.000	
MA0684.1.RUNX3--1687	chr5	124034658	124034667	+	0.000	0.000	
MA0684.1.RUNX3--1688	chr5	125067355	125067364	+	0.000	0.000	
MA0684.1.RUNX3--1689	chr5	125383434	125383443	+	0.000	0.000	
MA0684.1.RUNX3--1690	chr5	125383528	125383537	-	0.000	0.000	
MA0684.1.RUNX3--1691	chr5	134237016	134237025	+	0.000	0.000	
MA0684.1.RUNX3--1692	chr5	134878975	134878984	+	0.000	0.000	
