#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_I--ATAC_peaks.bed all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
Merged-chr10-111473804-5	chr10	111473674	111473915	+	0.000	0.000	Merged-chr10-111473804-5
Merged-chr1-135144075-7	chr1	135143907	135144233	+	0.000	0.000	Merged-chr1-135144075-7
Merged-chr17-24669740-50	chr17	24669484	24669963	+	0.000	0.000	Merged-chr17-24669740-50
Merged-chr4-101062472-1	chr4	101062374	101062572	+	0.000	0.000	Merged-chr4-101062472-1
Merged-chr5-105142095-6	chr5	105141973	105142214	+	0.000	0.000	Merged-chr5-105142095-6
Merged-chr6-99660644-7	chr6	99660425	99660788	+	0.000	0.000	Merged-chr6-99660644-7
Merged-chr8-115112311-24	chr8	115112095	115112537	+	0.000	0.000	Merged-chr8-115112311-24
Merged-chr19-57611672-6	chr19	57611557	57611801	+	0.000	0.000	Merged-chr19-57611672-6
Merged-chr7-142491449-1	chr7	142491351	142491549	+	0.000	0.000	Merged-chr7-142491449-1
Merged-chr8-115110593-29	chr8	115110390	115110816	+	0.000	0.000	Merged-chr8-115110593-29
Merged-chr7-139157777-16	chr7	139157593	139157983	+	0.000	0.000	Merged-chr7-139157777-16
Merged-chr15-59399326-17	chr15	59399017	59399492	+	0.000	0.000	Merged-chr15-59399326-17
Merged-chr18-56685238-50	chr18	56685012	56685494	+	0.000	0.000	Merged-chr18-56685238-50
Merged-chr1-37624443-7	chr1	37624269	37624650	+	0.000	0.000	Merged-chr1-37624443-7
Merged-chr2-11266630-41	chr2	11266362	11266870	+	0.000	0.000	Merged-chr2-11266630-41
Merged-chr6-108658696-65	chr6	108658209	108659067	+	0.000	0.000	Merged-chr6-108658696-65
Merged-chr17-73744139-30	chr17	73743917	73744518	+	0.000	0.000	Merged-chr17-73744139-30
Merged-chr17-44121634-62	chr17	44121367	44121915	+	0.000	0.000	Merged-chr17-44121634-62
Merged-chr19-8993101-26	chr19	8992775	8993290	+	0.000	0.000	Merged-chr19-8993101-26
Merged-chr14-102828632-27	chr14	102828242	102828874	+	0.000	0.000	Merged-chr14-102828632-27
Merged-chr2-13575594-1	chr2	13575496	13575694	+	0.000	0.000	Merged-chr2-13575594-1
Merged-chr7-80554988-53	chr7	80554759	80555237	+	0.000	0.000	Merged-chr7-80554988-53
Merged-chr11-46054514-2	chr11	46054366	46054664	+	0.000	0.000	Merged-chr11-46054514-2
Merged-chr18-75374196-25	chr18	75373898	75374376	+	0.000	0.000	Merged-chr18-75374196-25
Merged-chr13-30692529-2	chr13	30692431	30692629	+	0.000	0.000	Merged-chr13-30692529-2
Merged-chr5-77130540-43	chr5	77130337	77130721	+	0.000	0.000	Merged-chr5-77130540-43
Merged-chr18-83993380-25	chr18	83993106	83993602	+	0.000	0.000	Merged-chr18-83993380-25
Merged-chr5-151704265-4	chr5	151704150	151704382	+	0.000	0.000	Merged-chr5-151704265-4
Merged-chr2-128156895-3	chr2	128156768	128157048	+	0.000	0.000	Merged-chr2-128156895-3
Merged-chr7-3289873-15	chr7	3289709	3290055	+	0.000	0.000	Merged-chr7-3289873-15
Merged-chr8-115709016-1	chr8	115708918	115709116	+	0.000	0.000	Merged-chr8-115709016-1
Merged-chr9-64779197-1	chr9	64779099	64779297	+	0.000	0.000	Merged-chr9-64779197-1
Merged-chr10-79797598-16	chr10	79797417	79797755	+	0.000	0.000	Merged-chr10-79797598-16
Merged-chr2-90547379-40	chr2	90547106	90547632	+	0.000	0.000	Merged-chr2-90547379-40
Merged-chr6-35538818-1	chr6	35538720	35538918	+	0.000	0.000	Merged-chr6-35538818-1
Merged-chr2-9801686-39	chr2	9801488	9801902	+	0.000	0.000	Merged-chr2-9801686-39
Merged-chr1-171648969-45	chr1	171648523	171649226	+	0.000	0.000	Merged-chr1-171648969-45
Merged-chr16-58546287-56	chr16	58545929	58546518	+	0.000	0.000	Merged-chr16-58546287-56
Merged-chr14-25476250-18	chr14	25476005	25476480	+	0.000	0.000	Merged-chr14-25476250-18
Merged-chr6-135375334-1	chr6	135375236	135375434	+	0.000	0.000	Merged-chr6-135375334-1
Merged-chr18-56755769-1	chr18	56755671	56755869	+	0.000	0.000	Merged-chr18-56755769-1
Merged-chr10-81525209-7	chr10	81525075	81525363	+	0.000	0.000	Merged-chr10-81525209-7
Merged-chr2-29859180-2	chr2	29859082	29859280	+	0.000	0.000	Merged-chr2-29859180-2
Merged-chr16-78573118-8	chr16	78572974	78573264	+	0.000	0.000	Merged-chr16-78573118-8
Merged-chr15-82236756-16	chr15	82236517	82237049	+	0.000	0.000	Merged-chr15-82236756-16
Merged-chr6-127155147-8	chr6	127154873	127155495	+	0.000	0.000	Merged-chr6-127155147-8
Merged-chr14-20378658-57	chr14	20378380	20378869	+	0.000	0.000	Merged-chr14-20378658-57
Merged-chr2-66124733-150	chr2	66124417	66125379	+	0.000	0.000	Merged-chr2-66124733-150
Merged-chr2-70091832-100	chr2	70091479	70092223	+	0.000	0.000	Merged-chr2-70091832-100
Merged-chr4-132747733-48	chr4	132747461	132747970	+	0.000	0.000	Merged-chr4-132747733-48
Merged-chr11-98568407-8	chr11	98568186	98568591	+	0.000	0.000	Merged-chr11-98568407-8
Merged-chr6-108839644-6	chr6	108839496	108839773	+	0.000	0.000	Merged-chr6-108839644-6
Merged-chr1-172500115-14	chr1	172499864	172500398	+	0.000	0.000	Merged-chr1-172500115-14
Merged-chr10-44431690-1	chr10	44431592	44431790	+	0.000	0.000	Merged-chr10-44431690-1
Merged-chr18-56809274-1	chr18	56809176	56809374	+	0.000	0.000	Merged-chr18-56809274-1
Merged-chr7-109951636-55	chr7	109951262	109951878	+	0.000	0.000	Merged-chr7-109951636-55
Merged-chr8-64826546-37	chr8	64826322	64826811	+	0.000	0.000	Merged-chr8-64826546-37
Merged-chr18-74779251-150	chr18	74778674	74779612	+	0.000	0.000	Merged-chr18-74779251-150
Merged-chr2-71390068-6	chr2	71389866	71390293	+	0.000	0.000	Merged-chr2-71390068-6
Merged-chr13-45965786-1	chr13	45965688	45965886	+	0.000	0.000	Merged-chr13-45965786-1
Merged-chr11-59963967-1	chr11	59963869	59964067	+	0.000	0.000	Merged-chr11-59963967-1
Merged-chr13-102097534-1	chr13	102097436	102097634	+	0.000	0.000	Merged-chr13-102097534-1
Merged-chr4-107802887-31	chr4	107802581	107803171	+	0.000	0.000	Merged-chr4-107802887-31
Merged-chr3-38483771-17	chr3	38483544	38483963	+	0.000	0.000	Merged-chr3-38483771-17
Merged-chr17-73630898-3	chr17	73630662	73631099	+	0.000	0.000	Merged-chr17-73630898-3
Merged-chr8-111964548-16	chr8	111964373	111964811	+	0.000	0.000	Merged-chr8-111964548-16
Merged-chr7-109959908-136	chr7	109959164	109960638	+	0.000	0.000	Merged-chr7-109959908-136
Merged-chr17-23980482-41	chr17	23980215	23980693	+	0.000	0.000	Merged-chr17-23980482-41
Merged-chr15-78502753-19	chr15	78502470	78503020	+	0.000	0.000	Merged-chr15-78502753-19
Merged-chr2-150918832-31	chr2	150918631	150919041	+	0.000	0.000	Merged-chr2-150918832-31
Merged-chr13-43240074-40	chr13	43239866	43240281	+	0.000	0.000	Merged-chr13-43240074-40
Merged-chr9-57288731-24	chr9	57288455	57288956	+	0.000	0.000	Merged-chr9-57288731-24
Merged-chr15-90215054-29	chr15	90214563	90215348	+	0.000	0.000	Merged-chr15-90215054-29
Merged-chr14-121340948-17	chr14	121340622	121341186	+	0.000	0.000	Merged-chr14-121340948-17
Merged-chr10-95605167-17	chr10	95605010	95605385	+	0.000	0.000	Merged-chr10-95605167-17
Merged-chr11-53874992-1	chr11	53874894	53875092	+	0.000	0.000	Merged-chr11-53874992-1
Merged-chr18-83943530-62	chr18	83943244	83943737	+	0.000	0.000	Merged-chr18-83943530-62
Merged-chr14-102438465-1	chr14	102438367	102438565	+	0.000	0.000	Merged-chr14-102438465-1
Merged-chr2-11636185-10	chr2	11635895	11636405	+	0.000	0.000	Merged-chr2-11636185-10
Merged-chr19-53538967-10	chr19	53538786	53539141	+	0.000	0.000	Merged-chr19-53538967-10
Merged-chr6-86870427-33	chr6	86870181	86870634	+	0.000	0.000	Merged-chr6-86870427-33
Merged-chrX-134374482-26	chrX	134374224	134374968	+	0.000	0.000	Merged-chrX-134374482-26
Merged-chr7-139143987-13	chr7	139143715	139144194	+	0.000	0.000	Merged-chr7-139143987-13
Merged-chrX-159056201-53	chrX	159055929	159056430	+	0.000	0.000	Merged-chrX-159056201-53
Merged-chr10-81464665-32	chr10	81464436	81464922	+	0.000	0.000	Merged-chr10-81464665-32
Merged-chr4-135240576-11	chr4	135240392	135240767	+	0.000	0.000	Merged-chr4-135240576-11
Merged-chr8-115470563-30	chr8	115470311	115470893	+	0.000	0.000	Merged-chr8-115470563-30
Merged-chr7-74497245-28	chr7	74496784	74497525	+	0.000	0.000	Merged-chr7-74497245-28
Merged-chr17-79093476-55	chr17	79093184	79093708	+	0.000	0.000	Merged-chr17-79093476-55
Merged-chr11-97096321-4	chr11	97096134	97096491	+	0.000	0.000	Merged-chr11-97096321-4
Merged-chr5-77094655-3	chr5	77094531	77094773	+	0.000	0.000	Merged-chr5-77094655-3
Merged-chr19-9033588-10	chr19	9033420	9033758	+	0.000	0.000	Merged-chr19-9033588-10
Merged-chr14-70796253-25	chr14	70795986	70796572	+	0.000	0.000	Merged-chr14-70796253-25
Merged-chr10-95564638-1	chr10	95564540	95564738	+	0.000	0.000	Merged-chr10-95564638-1
Merged-chr4-46643613-5	chr4	46643496	46643746	+	0.000	0.000	Merged-chr4-46643613-5
Merged-chr9-64824731-59	chr9	64824478	64824977	+	0.000	0.000	Merged-chr9-64824731-59
Merged-chr10-30003315-1	chr10	30003217	30003415	+	0.000	0.000	Merged-chr10-30003315-1
Merged-chr15-58134232-6	chr15	58133960	58134419	+	0.000	0.000	Merged-chr15-58134232-6
Merged-chr15-12030440-19	chr15	12030210	12030627	+	0.000	0.000	Merged-chr15-12030440-19
Merged-chr17-87283968-13	chr17	87283754	87284172	+	0.000	0.000	Merged-chr17-87283968-13
Merged-chr3-136688298-63	chr3	136687959	136688491	+	0.000	0.000	Merged-chr3-136688298-63
Merged-chr9-13894754-54	chr9	13894467	13895039	+	0.000	0.000	Merged-chr9-13894754-54
Merged-chr1-40465740-44	chr1	40465543	40466068	+	0.000	0.000	Merged-chr1-40465740-44
Merged-chr14-25457767-37	chr14	25457564	25458035	+	0.000	0.000	Merged-chr14-25457767-37
Merged-chr9-44510535-66	chr9	44510063	44511038	+	0.000	0.000	Merged-chr9-44510535-66
Merged-chr3-84815623-16	chr3	84815377	84815871	+	0.000	0.000	Merged-chr3-84815623-16
Merged-chr9-44479958-61	chr9	44479566	44480273	+	0.000	0.000	Merged-chr9-44479958-61
Merged-chr14-102835640-1	chr14	102835542	102835740	+	0.000	0.000	Merged-chr14-102835640-1
Merged-chr1-191414541-3	chr1	191414412	191414672	+	0.000	0.000	Merged-chr1-191414541-3
Merged-chr5-107988008-32	chr5	107987868	107988141	+	0.000	0.000	Merged-chr5-107988008-32
Merged-chr4-8803354-28	chr4	8803142	8803504	+	0.000	0.000	Merged-chr4-8803354-28
Merged-chr17-12039403-15	chr17	12039175	12039618	+	0.000	0.000	Merged-chr17-12039403-15
Merged-chr11-53769580-6	chr11	53769482	53769680	+	0.000	0.000	Merged-chr11-53769580-6
Merged-chr2-9681902-51	chr2	9681648	9682105	+	0.000	0.000	Merged-chr2-9681902-51
Merged-chr13-102039937-1	chr13	102039839	102040037	+	0.000	0.000	Merged-chr13-102039937-1
Merged-chr13-30034755-10	chr13	30034606	30034924	+	0.000	0.000	Merged-chr13-30034755-10
Merged-chr14-100209925-32	chr14	100209674	100210142	+	0.000	0.000	Merged-chr14-100209925-32
Merged-chr1-74379433-14	chr1	74379241	74379655	+	0.000	0.000	Merged-chr1-74379433-14
Merged-chr16-58689854-8	chr16	58689699	58690073	+	0.000	0.000	Merged-chr16-58689854-8
Merged-chr10-44786456-11	chr10	44786294	44786653	+	0.000	0.000	Merged-chr10-44786456-11
Merged-chr2-90552172-12	chr2	90551959	90552465	+	0.000	0.000	Merged-chr2-90552172-12
Merged-chr9-75109370-6	chr9	75109202	75109514	+	0.000	0.000	Merged-chr9-75109370-6
Merged-chr2-9578093-49	chr2	9577889	9578350	+	0.000	0.000	Merged-chr2-9578093-49
Merged-chr2-27677278-63	chr2	27676656	27677568	+	0.000	0.000	Merged-chr2-27677278-63
Merged-chr2-24949801-67	chr2	24949451	24950217	+	0.000	0.000	Merged-chr2-24949801-67
Merged-chr6-108833192-4	chr6	108833080	108833303	+	0.000	0.000	Merged-chr6-108833192-4
Merged-chr7-97371025-1	chr7	97370927	97371125	+	0.000	0.000	Merged-chr7-97371025-1
Merged-chr7-118481991-1	chr7	118481893	118482091	+	0.000	0.000	Merged-chr7-118481991-1
Merged-chr14-102911294-3	chr14	102911187	102911404	+	0.000	0.000	Merged-chr14-102911294-3
Merged-chr2-126515407-5	chr2	126515209	126515555	+	0.000	0.000	Merged-chr2-126515407-5
Merged-chr2-27693880-30	chr2	27693599	27694122	+	0.000	0.000	Merged-chr2-27693880-30
Merged-chr2-105429792-1	chr2	105429694	105429892	+	0.000	0.000	Merged-chr2-105429792-1
Merged-chr10-81560875-4	chr10	81560771	81560982	+	0.000	0.000	Merged-chr10-81560875-4
Merged-chr5-104982699-45	chr5	104982522	104982918	+	0.000	0.000	Merged-chr5-104982699-45
Merged-chr18-4304643-2	chr18	4304545	4304743	+	0.000	0.000	Merged-chr18-4304643-2
Merged-chr1-189627696-1	chr1	189627598	189627796	+	0.000	0.000	Merged-chr1-189627696-1
Merged-chr9-111047494-21	chr9	111047335	111047679	+	0.000	0.000	Merged-chr9-111047494-21
Merged-chr7-114159410-1	chr7	114159312	114159510	+	0.000	0.000	Merged-chr7-114159410-1
Merged-chr10-80677293-45	chr10	80677093	80677493	+	0.000	0.000	Merged-chr10-80677293-45
Merged-chr8-46143151-89	chr8	46142374	46144392	+	0.000	0.000	Merged-chr8-46143151-89
Merged-chr1-74390771-3	chr1	74390648	74390911	+	0.000	0.000	Merged-chr1-74390771-3
Merged-chr2-167313317-1	chr2	167313219	167313417	+	0.000	0.000	Merged-chr2-167313317-1
Merged-chr17-12031441-20	chr17	12031178	12031710	+	0.000	0.000	Merged-chr17-12031441-20
Merged-chr1-191447574-5	chr1	191447442	191447711	+	0.000	0.000	Merged-chr1-191447574-5
Merged-chr17-79100085-51	chr17	79099883	79100302	+	0.000	0.000	Merged-chr17-79100085-51
Merged-chr2-180456418-79	chr2	180456201	180456645	+	0.000	0.000	Merged-chr2-180456418-79
Merged-chr13-45840049-15	chr13	45839834	45840246	+	0.000	0.000	Merged-chr13-45840049-15
Merged-chr8-94183356-48	chr8	94183192	94183563	+	0.000	0.000	Merged-chr8-94183356-48
Merged-chr4-135290466-2	chr4	135290368	135290566	+	0.000	0.000	Merged-chr4-135290466-2
Merged-chr7-110953237-23	chr7	110952939	110953425	+	0.000	0.000	Merged-chr7-110953237-23
Merged-chr5-62723558-34	chr5	62723173	62723820	+	0.000	0.000	Merged-chr5-62723558-34
Merged-chr15-88752223-5	chr15	88752084	88752360	+	0.000	0.000	Merged-chr15-88752223-5
Merged-chr1-134065529-27	chr1	134065278	134065718	+	0.000	0.000	Merged-chr1-134065529-27
Merged-chr2-180725398-50	chr2	180725002	180725826	+	0.000	0.000	Merged-chr2-180725398-50
Merged-chr4-135098629-27	chr4	135098386	135098861	+	0.000	0.000	Merged-chr4-135098629-27
Merged-chr9-32542397-6	chr9	32542234	32542598	+	0.000	0.000	Merged-chr9-32542397-6
Merged-chr5-8373673-6	chr5	8373495	8373904	+	0.000	0.000	Merged-chr5-8373673-6
Merged-chr2-101628862-31	chr2	101628478	101629118	+	0.000	0.000	Merged-chr2-101628862-31
Merged-chr3-109123436-101	chr3	109122813	109123949	+	0.000	0.000	Merged-chr3-109123436-101
Merged-chr8-115113135-10	chr8	115112911	115113283	+	0.000	0.000	Merged-chr8-115113135-10
Merged-chr5-105137049-3	chr5	105136913	105137182	+	0.000	0.000	Merged-chr5-105137049-3
Merged-chr13-74807108-27	chr13	74806934	74807258	+	0.000	0.000	Merged-chr13-74807108-27
Merged-chr2-128457951-31	chr2	128457678	128458237	+	0.000	0.000	Merged-chr2-128457951-31
Merged-chr18-4312168-63	chr18	4311303	4312768	+	0.000	0.000	Merged-chr18-4312168-63
Merged-chr9-32501500-3	chr9	32501323	32501656	+	0.000	0.000	Merged-chr9-32501500-3
Merged-chr2-75825835-11	chr2	75825700	75826006	+	0.000	0.000	Merged-chr2-75825835-11
Merged-chr2-163054784-63	chr2	163054391	163055158	+	0.000	0.000	Merged-chr2-163054784-63
Merged-chr16-78595924-17	chr16	78595725	78596187	+	0.000	0.000	Merged-chr16-78595924-17
Merged-chr5-21368960-21	chr5	21368727	21369179	+	0.000	0.000	Merged-chr5-21368960-21
Merged-chrX-7670799-56	chrX	7670353	7671435	+	0.000	0.000	Merged-chrX-7670799-56
Merged-chr4-133967780-121	chr4	133967035	133968361	+	0.000	0.000	Merged-chr4-133967780-121
Merged-chr10-111479597-3	chr10	111479452	111479742	+	0.000	0.000	Merged-chr10-111479597-3
Merged-chr17-28488439-21	chr17	28488223	28488626	+	0.000	0.000	Merged-chr17-28488439-21
Merged-chr14-121279286-44	chr14	121279004	121279581	+	0.000	0.000	Merged-chr14-121279286-44
Merged-chr14-103667035-88	chr14	103666598	103667412	+	0.000	0.000	Merged-chr14-103667035-88
Merged-chr3-136670608-109	chr3	136670393	136670981	+	0.000	0.000	Merged-chr3-136670608-109
Merged-chr2-84938594-55	chr2	84938292	84938766	+	0.000	0.000	Merged-chr2-84938594-55
Merged-chr3-98337979-1	chr3	98337881	98338079	+	0.000	0.000	Merged-chr3-98337979-1
Merged-chr18-73574339-6	chr18	73574133	73574500	+	0.000	0.000	Merged-chr18-73574339-6
Merged-chr2-109992727-6	chr2	109992585	109992916	+	0.000	0.000	Merged-chr2-109992727-6
Merged-chr9-44478148-15	chr9	44477751	44478568	+	0.000	0.000	Merged-chr9-44478148-15
Merged-chr1-74390334-35	chr1	74390012	74390581	+	0.000	0.000	Merged-chr1-74390334-35
Merged-chr1-176986467-25	chr1	176986211	176986679	+	0.000	0.000	Merged-chr1-176986467-25
Merged-chr7-135710341-5	chr7	135710187	135710475	+	0.000	0.000	Merged-chr7-135710341-5
Merged-chr13-108215571-1	chr13	108215473	108215671	+	0.000	0.000	Merged-chr13-108215571-1
Merged-chr4-46636226-8	chr4	46636007	46636431	+	0.000	0.000	Merged-chr4-46636226-8
Merged-chr3-159496342-1	chr3	159496244	159496442	+	0.000	0.000	Merged-chr3-159496342-1
Merged-chr2-30251853-47	chr2	30251671	30252105	+	0.000	0.000	Merged-chr2-30251853-47
Merged-chr5-107953037-18	chr5	107952858	107953287	+	0.000	0.000	Merged-chr5-107953037-18
Merged-chr17-44567062-33	chr17	44566399	44567401	+	0.000	0.000	Merged-chr17-44567062-33
Merged-chr17-28518412-47	chr17	28518075	28518910	+	0.000	0.000	Merged-chr17-28518412-47
Merged-chr16-17132166-88	chr16	17131962	17132634	+	0.000	0.000	Merged-chr16-17132166-88
Merged-chr7-74442520-32	chr7	74442231	74443006	+	0.000	0.000	Merged-chr7-74442520-32
Merged-chr6-108686198-23	chr6	108685964	108686478	+	0.000	0.000	Merged-chr6-108686198-23
Merged-chr19-8984601-50	chr19	8984374	8984805	+	0.000	0.000	Merged-chr19-8984601-50
Merged-chr12-70883960-5	chr12	70883814	70884146	+	0.000	0.000	Merged-chr12-70883960-5
Merged-chr10-8506114-87	chr10	8505780	8506299	+	0.000	0.000	Merged-chr10-8506114-87
Merged-chr4-154137270-21	chr4	154137080	154137491	+	0.000	0.000	Merged-chr4-154137270-21
Merged-chr11-67633953-18	chr11	67633636	67634156	+	0.000	0.000	Merged-chr11-67633953-18
Merged-chr1-172501169-211	chr1	172500441	172502226	+	0.000	0.000	Merged-chr1-172501169-211
Merged-chr17-86200490-5	chr17	86200310	86200716	+	0.000	0.000	Merged-chr17-86200490-5
Merged-chr8-115201867-1	chr8	115201769	115201967	+	0.000	0.000	Merged-chr8-115201867-1
Merged-chr3-144198735-28	chr3	144198518	144198934	+	0.000	0.000	Merged-chr3-144198735-28
Merged-chr4-135104073-17	chr4	135103827	135104340	+	0.000	0.000	Merged-chr4-135104073-17
Merged-chr6-35191420-18	chr6	35191176	35191762	+	0.000	0.000	Merged-chr6-35191420-18
Merged-chr4-89350457-2	chr4	89350332	89350585	+	0.000	0.000	Merged-chr4-89350457-2
Merged-chr2-58097168-10	chr2	58096994	58097354	+	0.000	0.000	Merged-chr2-58097168-10
Merged-chr2-9750115-49	chr2	9749898	9750300	+	0.000	0.000	Merged-chr2-9750115-49
Merged-chr9-52188310-18	chr9	52188011	52188493	+	0.000	0.000	Merged-chr9-52188310-18
Merged-chr7-80584144-22	chr7	80583754	80584439	+	0.000	0.000	Merged-chr7-80584144-22
Merged-chr3-9862653-1	chr3	9862555	9862753	+	0.000	0.000	Merged-chr3-9862653-1
Merged-chr1-136255836-2	chr1	136255732	136255943	+	0.000	0.000	Merged-chr1-136255836-2
Merged-chr14-56793532-6	chr14	56793394	56793668	+	0.000	0.000	Merged-chr14-56793532-6
Merged-chr10-83722684-72	chr10	83722372	83723013	+	0.000	0.000	Merged-chr10-83722684-72
Merged-chr10-70030263-1	chr10	70030165	70030363	+	0.000	0.000	Merged-chr10-70030263-1
Merged-chr4-89421061-13	chr4	89420826	89421262	+	0.000	0.000	Merged-chr4-89421061-13
Merged-chr13-114879368-1	chr13	114879270	114879468	+	0.000	0.000	Merged-chr13-114879368-1
Merged-chr9-122212743-25	chr9	122212426	122212996	+	0.000	0.000	Merged-chr9-122212743-25
Merged-chr17-83810384-8	chr17	83810254	83810531	+	0.000	0.000	Merged-chr17-83810384-8
Merged-chr8-115709479-13	chr8	115709294	115709636	+	0.000	0.000	Merged-chr8-115709479-13
Merged-chr1-139179878-22	chr1	139179662	139180103	+	0.000	0.000	Merged-chr1-139179878-22
Merged-chr14-20177932-18	chr14	20177716	20178079	+	0.000	0.000	Merged-chr14-20177932-18
Merged-chr2-11637334-22	chr2	11637078	11637549	+	0.000	0.000	Merged-chr2-11637334-22
Merged-chr8-115706159-26	chr8	115705813	115706778	+	0.000	0.000	Merged-chr8-115706159-26
Merged-chr5-24383650-55	chr5	24383396	24384149	+	0.000	0.000	Merged-chr5-24383650-55
Merged-chr14-70783979-3	chr14	70783833	70784123	+	0.000	0.000	Merged-chr14-70783979-3
Merged-chr18-13013955-24	chr18	13013693	13014173	+	0.000	0.000	Merged-chr18-13013955-24
Merged-chr2-65182113-27	chr2	65181955	65182300	+	0.000	0.000	Merged-chr2-65182113-27
Merged-chr13-98692096-35	chr13	98691891	98692284	+	0.000	0.000	Merged-chr13-98692096-35
Merged-chr10-80682185-27	chr10	80682033	80682338	+	0.000	0.000	Merged-chr10-80682185-27
Merged-chr13-75844274-45	chr13	75844060	75844675	+	0.000	0.000	Merged-chr13-75844274-45
Merged-chr1-184734389-32	chr1	184734180	184734662	+	0.000	0.000	Merged-chr1-184734389-32
Merged-chr7-74350972-116	chr7	74350724	74351138	+	0.000	0.000	Merged-chr7-74350972-116
Merged-chr12-24634074-29	chr12	24633692	24634293	+	0.000	0.000	Merged-chr12-24634074-29
Merged-chr13-24413373-17	chr13	24413217	24413508	+	0.000	0.000	Merged-chr13-24413373-17
Merged-chr10-81477667-3	chr10	81477558	81477786	+	0.000	0.000	Merged-chr10-81477667-3
Merged-chr16-46104681-28	chr16	46104418	46105087	+	0.000	0.000	Merged-chr16-46104681-28
Merged-chr10-91404961-1	chr10	91404863	91405061	+	0.000	0.000	Merged-chr10-91404961-1
Merged-chr9-52356728-32	chr9	52356376	52357382	+	0.000	0.000	Merged-chr9-52356728-32
Merged-chr18-62169369-48	chr18	62169186	62169539	+	0.000	0.000	Merged-chr18-62169369-48
Merged-chr2-128403401-18	chr2	128403211	128403737	+	0.000	0.000	Merged-chr2-128403401-18
Merged-chr17-44728434-62	chr17	44727753	44728931	+	0.000	0.000	Merged-chr17-44728434-62
Merged-chr4-135248593-35	chr4	135248390	135248817	+	0.000	0.000	Merged-chr4-135248593-35
Merged-chr5-100585262-59	chr5	100585044	100585500	+	0.000	0.000	Merged-chr5-100585262-59
Merged-chr9-123940412-12	chr9	123940172	123940603	+	0.000	0.000	Merged-chr9-123940412-12
Merged-chr15-78494389-18	chr15	78494219	78494622	+	0.000	0.000	Merged-chr15-78494389-18
Merged-chr14-100214627-1	chr14	100214529	100214727	+	0.000	0.000	Merged-chr14-100214627-1
