#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_IV--ATAC_peaks.bed all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Th1.dn.bed
Merged-chr19-46503388-7	chr19	46503238	46503527	+	0.000	0.000	Merged-chr19-46503388-7
Merged-chr8-111145545-75	chr8	111145306	111145849	+	0.000	0.000	Merged-chr8-111145545-75
Merged-chr4-145283676-27	chr4	145283472	145283890	+	0.000	0.000	Merged-chr4-145283676-27
Merged-chr5-107295347-25	chr5	107295132	107295636	+	0.000	0.000	Merged-chr5-107295347-25
Merged-chr1-172026301-2	chr1	172026199	172026406	+	0.000	0.000	Merged-chr1-172026301-2
Merged-chr17-24548853-30	chr17	24548447	24549128	+	0.000	0.000	Merged-chr17-24548853-30
Merged-chr19-46511275-84	chr19	46510944	46511555	+	0.000	0.000	Merged-chr19-46511275-84
Merged-chr6-134302283-40	chr6	134302066	134302464	+	0.000	0.000	Merged-chr6-134302283-40
Merged-chr10-121366107-5	chr10	121365861	121366251	+	0.000	0.000	Merged-chr10-121366107-5
Merged-chr16-33600368-1	chr16	33600270	33600468	+	0.000	0.000	Merged-chr16-33600368-1
Merged-chrX-12159068-128	chrX	12158652	12159480	+	0.000	0.000	Merged-chrX-12159068-128
Merged-chr4-95742443-25	chr4	95742191	95742731	+	0.000	0.000	Merged-chr4-95742443-25
Merged-chr10-55979883-1	chr10	55979785	55979983	+	0.000	0.000	Merged-chr10-55979883-1
Merged-chr13-112399178-4	chr13	112399047	112399319	+	0.000	0.000	Merged-chr13-112399178-4
Merged-chr17-45474910-44	chr17	45474702	45475089	+	0.000	0.000	Merged-chr17-45474910-44
Merged-chr13-112278340-26	chr13	112277804	112278699	+	0.000	0.000	Merged-chr13-112278340-26
Merged-chr2-156991957-57	chr2	156991617	156992316	+	0.000	0.000	Merged-chr2-156991957-57
Merged-chr5-125052528-23	chr5	125052100	125052760	+	0.000	0.000	Merged-chr5-125052528-23
Merged-chr17-87572921-1	chr17	87572823	87573021	+	0.000	0.000	Merged-chr17-87572921-1
Merged-chr1-180256121-75	chr1	180255902	180256434	+	0.000	0.000	Merged-chr1-180256121-75
Merged-chr16-76529943-9	chr16	76529753	76530174	+	0.000	0.000	Merged-chr16-76529943-9
Merged-chr2-62458913-1	chr2	62458815	62459013	+	0.000	0.000	Merged-chr2-62458913-1
Merged-chr9-84089705-1	chr9	84089607	84089805	+	0.000	0.000	Merged-chr9-84089705-1
Merged-chr15-77741818-4	chr15	77741669	77741950	+	0.000	0.000	Merged-chr15-77741818-4
Merged-chr4-126616521-5	chr4	126616333	126616699	+	0.000	0.000	Merged-chr4-126616521-5
Merged-chr11-22287125-73	chr11	22286765	22287440	+	0.000	0.000	Merged-chr11-22287125-73
Merged-chr13-36117623-83	chr13	36117287	36117814	+	0.000	0.000	Merged-chr13-36117623-83
Merged-chr15-6525619-49	chr15	6525274	6525880	+	0.000	0.000	Merged-chr15-6525619-49
Merged-chr18-35854632-7	chr18	35854518	35854744	+	0.000	0.000	Merged-chr18-35854632-7
Merged-chr10-59295561-38	chr10	59295322	59295780	+	0.000	0.000	Merged-chr10-59295561-38
Merged-chr10-14086090-94	chr10	14085799	14086519	+	0.000	0.000	Merged-chr10-14086090-94
Merged-chr2-76220899-10	chr2	76220708	76221137	+	0.000	0.000	Merged-chr2-76220899-10
Merged-chr1-69657362-23	chr1	69657036	69657721	+	0.000	0.000	Merged-chr1-69657362-23
Merged-chr4-116701085-12	chr4	116700811	116701265	+	0.000	0.000	Merged-chr4-116701085-12
Merged-chr14-120276616-45	chr14	120276247	120276929	+	0.000	0.000	Merged-chr14-120276616-45
Merged-chr15-64212030-69	chr15	64211456	64212630	+	0.000	0.000	Merged-chr15-64212030-69
Merged-chr4-150570161-6	chr4	150570011	150570380	+	0.000	0.000	Merged-chr4-150570161-6
Merged-chr14-75516404-45	chr14	75516074	75516663	+	0.000	0.000	Merged-chr14-75516404-45
Merged-chr15-64186821-18	chr15	64186589	64187086	+	0.000	0.000	Merged-chr15-64186821-18
Merged-chr10-17827503-1	chr10	17827405	17827603	+	0.000	0.000	Merged-chr10-17827503-1
Merged-chr6-115515938-20	chr6	115515686	115516127	+	0.000	0.000	Merged-chr6-115515938-20
Merged-chr6-146221533-3	chr6	146221427	146221649	+	0.000	0.000	Merged-chr6-146221533-3
Merged-chr2-76282336-1	chr2	76282238	76282436	+	0.000	0.000	Merged-chr2-76282336-1
Merged-chr11-88718407-109	chr11	88718122	88718760	+	0.000	0.000	Merged-chr11-88718407-109
Merged-chr4-95685695-3	chr4	95685472	95685882	+	0.000	0.000	Merged-chr4-95685695-3
Merged-chr1-156673751-1	chr1	156673653	156673851	+	0.000	0.000	Merged-chr1-156673751-1
Merged-chr9-61878988-2	chr9	61878875	61879104	+	0.000	0.000	Merged-chr9-61878988-2
Merged-chr11-100692444-17	chr11	100692152	100692713	+	0.000	0.000	Merged-chr11-100692444-17
Merged-chr2-6350220-1	chr2	6350122	6350320	+	0.000	0.000	Merged-chr2-6350220-1
Merged-chr11-116168194-50	chr11	116167985	116168411	+	0.000	0.000	Merged-chr11-116168194-50
Merged-chr3-138758070-1	chr3	138757972	138758170	+	0.000	0.000	Merged-chr3-138758070-1
Merged-chr8-111645920-27	chr8	111645728	111646121	+	0.000	0.000	Merged-chr8-111645920-27
Merged-chr13-44801680-1	chr13	44801582	44801780	+	0.000	0.000	Merged-chr13-44801680-1
Merged-chr15-79956690-35	chr15	79956485	79956920	+	0.000	0.000	Merged-chr15-79956690-35
Merged-chr19-29267645-6	chr19	29267506	29267792	+	0.000	0.000	Merged-chr19-29267645-6
Merged-chr3-84337779-55	chr3	84337550	84337966	+	0.000	0.000	Merged-chr3-84337779-55
Merged-chr3-106452835-3	chr3	106452727	106452943	+	0.000	0.000	Merged-chr3-106452835-3
Merged-chr6-99064474-4	chr6	99064342	99064607	+	0.000	0.000	Merged-chr6-99064474-4
Merged-chr3-132979446-1	chr3	132979348	132979546	+	0.000	0.000	Merged-chr3-132979446-1
Merged-chr16-45259857-2	chr16	45259737	45259980	+	0.000	0.000	Merged-chr16-45259857-2
Merged-chr10-121291758-1	chr10	121291660	121291858	+	0.000	0.000	Merged-chr10-121291758-1
Merged-chr1-192501036-1	chr1	192500938	192501136	+	0.000	0.000	Merged-chr1-192501036-1
Merged-chr6-146434496-35	chr6	146434257	146434765	+	0.000	0.000	Merged-chr6-146434496-35
Merged-chr4-134745409-1	chr4	134745311	134745509	+	0.000	0.000	Merged-chr4-134745409-1
Merged-chr15-102178456-8	chr15	102178285	102178653	+	0.000	0.000	Merged-chr15-102178456-8
Merged-chr6-146501949-126	chr6	146501495	146502218	+	0.000	0.000	Merged-chr6-146501949-126
Merged-chr2-131502191-12	chr2	131501772	131502597	+	0.000	0.000	Merged-chr2-131502191-12
Merged-chr19-41844644-1	chr19	41844546	41844744	+	0.000	0.000	Merged-chr19-41844644-1
Merged-chr15-66899064-14	chr15	66898888	66899249	+	0.000	0.000	Merged-chr15-66899064-14
Merged-chr2-103600577-48	chr2	103600374	103600827	+	0.000	0.000	Merged-chr2-103600577-48
Merged-chr19-29251639-67	chr19	29251111	29251903	+	0.000	0.000	Merged-chr19-29251639-67
Merged-chr14-122184184-1	chr14	122184086	122184284	+	0.000	0.000	Merged-chr14-122184184-1
Merged-chr9-61702629-64	chr9	61702389	61702803	+	0.000	0.000	Merged-chr9-61702629-64
Merged-chr19-60730529-28	chr19	60730253	60730736	+	0.000	0.000	Merged-chr19-60730529-28
Merged-chr6-134437142-33	chr6	134436914	134437367	+	0.000	0.000	Merged-chr6-134437142-33
Merged-chr4-150009127-129	chr4	150008894	150009521	+	0.000	0.000	Merged-chr4-150009127-129
Merged-chr3-87401572-16	chr3	87401427	87401808	+	0.000	0.000	Merged-chr3-87401572-16
Merged-chr2-117403597-27	chr2	117403294	117403920	+	0.000	0.000	Merged-chr2-117403597-27
Merged-chr4-152138737-60	chr4	152138467	152139020	+	0.000	0.000	Merged-chr4-152138737-60
Merged-chr6-94796845-1	chr6	94796747	94796945	+	0.000	0.000	Merged-chr6-94796845-1
Merged-chr16-45227412-11	chr16	45227063	45227765	+	0.000	0.000	Merged-chr16-45227412-11
Merged-chr9-61667646-8	chr9	61667503	61667790	+	0.000	0.000	Merged-chr9-61667646-8
Merged-chr11-120824190-112	chr11	120823781	120824657	+	0.000	0.000	Merged-chr11-120824190-112
Merged-chr14-65330788-23	chr14	65330609	65331060	+	0.000	0.000	Merged-chr14-65330788-23
Merged-chr7-19405612-30	chr7	19405368	19405804	+	0.000	0.000	Merged-chr7-19405612-30
Merged-chr13-35871308-48	chr13	35871049	35871648	+	0.000	0.000	Merged-chr13-35871308-48
Merged-chr7-30887782-39	chr7	30887493	30888019	+	0.000	0.000	Merged-chr7-30887782-39
Merged-chr19-11589394-31	chr19	11588874	11589846	+	0.000	0.000	Merged-chr19-11589394-31
Merged-chr14-21137112-4	chr14	21136949	21137268	+	0.000	0.000	Merged-chr14-21137112-4
Merged-chr1-93507138-11	chr1	93506970	93507319	+	0.000	0.000	Merged-chr1-93507138-11
Merged-chr2-117418172-100	chr2	117417958	117418335	+	0.000	0.000	Merged-chr2-117418172-100
Merged-chr13-44807320-10	chr13	44807138	44807515	+	0.000	0.000	Merged-chr13-44807320-10
Merged-chr7-64090173-26	chr7	64089839	64090520	+	0.000	0.000	Merged-chr7-64090173-26
Merged-chr2-18962712-7	chr2	18962487	18962861	+	0.000	0.000	Merged-chr2-18962712-7
Merged-chr2-6323498-5	chr2	6323370	6323632	+	0.000	0.000	Merged-chr2-6323498-5
Merged-chr19-29257455-1	chr19	29257357	29257555	+	0.000	0.000	Merged-chr19-29257455-1
Merged-chr15-53345253-9	chr15	53344882	53345475	+	0.000	0.000	Merged-chr15-53345253-9
Merged-chr14-75506397-3	chr14	75506222	75506594	+	0.000	0.000	Merged-chr14-75506397-3
Merged-chr19-4269199-28	chr19	4268996	4269427	+	0.000	0.000	Merged-chr19-4269199-28
Merged-chr7-51756471-16	chr7	51756277	51756713	+	0.000	0.000	Merged-chr7-51756471-16
Merged-chr2-93444548-55	chr2	93444166	93445114	+	0.000	0.000	Merged-chr2-93444548-55
Merged-chr2-181680413-89	chr2	181679853	181680778	+	0.000	0.000	Merged-chr2-181680413-89
Merged-chr7-64077333-49	chr7	64076845	64077970	+	0.000	0.000	Merged-chr7-64077333-49
Merged-chr17-47293551-33	chr17	47293206	47293943	+	0.000	0.000	Merged-chr17-47293551-33
Merged-chr18-79077668-1	chr18	79077570	79077768	+	0.000	0.000	Merged-chr18-79077668-1
Merged-chr7-16222009-56	chr7	16221821	16222286	+	0.000	0.000	Merged-chr7-16222009-56
Merged-chr2-70939242-30	chr2	70939026	70939424	+	0.000	0.000	Merged-chr2-70939242-30
Merged-chr8-70700782-34	chr8	70700435	70700989	+	0.000	0.000	Merged-chr8-70700782-34
Merged-chr1-164529252-1	chr1	164529154	164529352	+	0.000	0.000	Merged-chr1-164529252-1
Merged-chr7-83565043-35	chr7	83564808	83565445	+	0.000	0.000	Merged-chr7-83565043-35
Merged-chr11-100860484-55	chr11	100860208	100860748	+	0.000	0.000	Merged-chr11-100860484-55
Merged-chr12-82470292-137	chr12	82470019	82470528	+	0.000	0.000	Merged-chr12-82470292-137
Merged-chr2-28517976-42	chr2	28517830	28518101	+	0.000	0.000	Merged-chr2-28517976-42
Merged-chr6-90627776-24	chr6	90627499	90627974	+	0.000	0.000	Merged-chr6-90627776-24
Merged-chr7-120830904-87	chr7	120830691	120831145	+	0.000	0.000	Merged-chr7-120830904-87
Merged-chr5-114897174-86	chr5	114896892	114897583	+	0.000	0.000	Merged-chr5-114897174-86
Merged-chr12-85647596-21	chr12	85647404	85647893	+	0.000	0.000	Merged-chr12-85647596-21
Merged-chr12-69724974-63	chr12	69724682	69725262	+	0.000	0.000	Merged-chr12-69724974-63
Merged-chr8-81807701-6	chr8	81807487	81807896	+	0.000	0.000	Merged-chr8-81807701-6
Merged-chr5-139380615-34	chr5	139380168	139380852	+	0.000	0.000	Merged-chr5-139380615-34
Merged-chr4-53920197-1	chr4	53920099	53920297	+	0.000	0.000	Merged-chr4-53920197-1
Merged-chr6-129223687-1	chr6	129223589	129223787	+	0.000	0.000	Merged-chr6-129223687-1
Merged-chr10-67766338-13	chr10	67766119	67766509	+	0.000	0.000	Merged-chr10-67766338-13
Merged-chr18-50022640-10	chr18	50022472	50022815	+	0.000	0.000	Merged-chr18-50022640-10
Merged-chr15-86058836-53	chr15	86058614	86059128	+	0.000	0.000	Merged-chr15-86058836-53
Merged-chr2-91972267-13	chr2	91971897	91972504	+	0.000	0.000	Merged-chr2-91972267-13
Merged-chr18-34854566-31	chr18	34854408	34854819	+	0.000	0.000	Merged-chr18-34854566-31
Merged-chr16-91081677-19	chr16	91081385	91081850	+	0.000	0.000	Merged-chr16-91081677-19
Merged-chr4-6844197-28	chr4	6843930	6844490	+	0.000	0.000	Merged-chr4-6844197-28
Merged-chr18-55603675-1	chr18	55603577	55603775	+	0.000	0.000	Merged-chr18-55603675-1
Merged-chr2-150219002-1	chr2	150218904	150219102	+	0.000	0.000	Merged-chr2-150219002-1
Merged-chr3-106485995-50	chr3	106485550	106486244	+	0.000	0.000	Merged-chr3-106485995-50
Merged-chr9-57940360-49	chr9	57940009	57940890	+	0.000	0.000	Merged-chr9-57940360-49
Merged-chr16-89844804-6	chr16	89844652	89845078	+	0.000	0.000	Merged-chr16-89844804-6
Merged-chr2-61490794-61	chr2	61490323	61491130	+	0.000	0.000	Merged-chr2-61490794-61
Merged-chr15-93716708-1	chr15	93716610	93716808	+	0.000	0.000	Merged-chr15-93716708-1
Merged-chr4-59806755-11	chr4	59806597	59806936	+	0.000	0.000	Merged-chr4-59806755-11
Merged-chr14-55091739-1	chr14	55091641	55091839	+	0.000	0.000	Merged-chr14-55091739-1
Merged-chr19-60752945-1	chr19	60752847	60753045	+	0.000	0.000	Merged-chr19-60752945-1
Merged-chr1-164935888-24	chr1	164935672	164936289	+	0.000	0.000	Merged-chr1-164935888-24
Merged-chr7-64160970-41	chr7	64160774	64161145	+	0.000	0.000	Merged-chr7-64160970-41
Merged-chr10-68147068-31	chr10	68146883	68147281	+	0.000	0.000	Merged-chr10-68147068-31
Merged-chr7-143017120-1	chr7	143017022	143017220	+	0.000	0.000	Merged-chr7-143017120-1
Merged-chr19-11601912-62	chr19	11601269	11602307	+	0.000	0.000	Merged-chr19-11601912-62
Merged-chr5-23758811-10	chr5	23758675	23758993	+	0.000	0.000	Merged-chr5-23758811-10
Merged-chr5-114319155-4	chr5	114319044	114319266	+	0.000	0.000	Merged-chr5-114319155-4
Merged-chr19-46503921-48	chr19	46503605	46504154	+	0.000	0.000	Merged-chr19-46503921-48
Merged-chr11-113196456-7	chr11	113196270	113196614	+	0.000	0.000	Merged-chr11-113196456-7
Merged-chr4-139330878-48	chr4	139330649	139331083	+	0.000	0.000	Merged-chr4-139330878-48
Merged-chr1-69513618-39	chr1	69513244	69513983	+	0.000	0.000	Merged-chr1-69513618-39
Merged-chr14-14703073-95	chr14	14702763	14703393	+	0.000	0.000	Merged-chr14-14703073-95
Merged-chr2-18918911-3	chr2	18918802	18919030	+	0.000	0.000	Merged-chr2-18918911-3
Merged-chr7-120835357-135	chr7	120835125	120835652	+	0.000	0.000	Merged-chr7-120835357-135
Merged-chr11-6562258-1	chr11	6562160	6562358	+	0.000	0.000	Merged-chr11-6562258-1
Merged-chr2-117442936-10	chr2	117442797	117443060	+	0.000	0.000	Merged-chr2-117442936-10
Merged-chr10-17772596-52	chr10	17772339	17772906	+	0.000	0.000	Merged-chr10-17772596-52
Merged-chr10-99245013-5	chr10	99244830	99245168	+	0.000	0.000	Merged-chr10-99245013-5
Merged-chr6-122562700-28	chr6	122562425	122562909	+	0.000	0.000	Merged-chr6-122562700-28
Merged-chr15-76766886-28	chr15	76766605	76767089	+	0.000	0.000	Merged-chr15-76766886-28
Merged-chr8-61155609-1	chr8	61155511	61155709	+	0.000	0.000	Merged-chr8-61155609-1
Merged-chr10-80323044-2	chr10	80322913	80323178	+	0.000	0.000	Merged-chr10-80323044-2
Merged-chr15-80697819-49	chr15	80697564	80698042	+	0.000	0.000	Merged-chr15-80697819-49
Merged-chr12-82470743-2	chr12	82470581	82470908	+	0.000	0.000	Merged-chr12-82470743-2
Merged-chr6-134830106-68	chr6	134829928	134830412	+	0.000	0.000	Merged-chr6-134830106-68
Merged-chr2-165884678-116	chr2	165883770	165885765	+	0.000	0.000	Merged-chr2-165884678-116
Merged-chr3-55556892-1	chr3	55556794	55556992	+	0.000	0.000	Merged-chr3-55556892-1
Merged-chr13-73491277-13	chr13	73491104	73491496	+	0.000	0.000	Merged-chr13-73491277-13
Merged-chr12-17882336-1	chr12	17882238	17882436	+	0.000	0.000	Merged-chr12-17882336-1
Merged-chr4-6881171-35	chr4	6880947	6881428	+	0.000	0.000	Merged-chr4-6881171-35
Merged-chrX-42364370-9	chrX	42364207	42364527	+	0.000	0.000	Merged-chrX-42364370-9
Merged-chr10-12806040-40	chr10	12805805	12806219	+	0.000	0.000	Merged-chr10-12806040-40
Merged-chr16-57572005-26	chr16	57571750	57572310	+	0.000	0.000	Merged-chr16-57572005-26
Merged-chr10-13982392-2	chr10	13982270	13982517	+	0.000	0.000	Merged-chr10-13982392-2
Merged-chr11-19989399-61	chr11	19988953	19989674	+	0.000	0.000	Merged-chr11-19989399-61
Merged-chr13-44799264-1	chr13	44799166	44799364	+	0.000	0.000	Merged-chr13-44799264-1
Merged-chr2-71051882-1	chr2	71051784	71051982	+	0.000	0.000	Merged-chr2-71051882-1
Merged-chr2-131488945-1	chr2	131488847	131489045	+	0.000	0.000	Merged-chr2-131488945-1
Merged-chr16-57399739-13	chr16	57399467	57400009	+	0.000	0.000	Merged-chr16-57399739-13
Merged-chr4-106786398-2	chr4	106786284	106786514	+	0.000	0.000	Merged-chr4-106786398-2
Merged-chr10-68283043-76	chr10	68282786	68283379	+	0.000	0.000	Merged-chr10-68283043-76
Merged-chr6-134333133-48	chr6	134332890	134333458	+	0.000	0.000	Merged-chr6-134333133-48
Merged-chr7-19822815-38	chr7	19822637	19823080	+	0.000	0.000	Merged-chr7-19822815-38
Merged-chr4-57813095-3	chr4	57812975	57813228	+	0.000	0.000	Merged-chr4-57813095-3
Merged-chr16-57470563-3	chr16	57470448	57470686	+	0.000	0.000	Merged-chr16-57470563-3
Merged-chr4-150566221-49	chr4	150565981	150566447	+	0.000	0.000	Merged-chr4-150566221-49
Merged-chr10-60305430-32	chr10	60305173	60305705	+	0.000	0.000	Merged-chr10-60305430-32
Merged-chr19-4099401-31	chr19	4099127	4099883	+	0.000	0.000	Merged-chr19-4099401-31
Merged-chr7-51859551-1	chr7	51859453	51859651	+	0.000	0.000	Merged-chr7-51859551-1
Merged-chr18-54991212-15	chr18	54990904	54991547	+	0.000	0.000	Merged-chr18-54991212-15
Merged-chr11-100860985-2	chr11	100860887	100861085	+	0.000	0.000	Merged-chr11-100860985-2
Merged-chr1-156667693-16	chr1	156667455	156667894	+	0.000	0.000	Merged-chr1-156667693-16
Merged-chr7-19824278-64	chr7	19823979	19824635	+	0.000	0.000	Merged-chr7-19824278-64
Merged-chr1-155223277-24	chr1	155223099	155223460	+	0.000	0.000	Merged-chr1-155223277-24
Merged-chr11-116012098-1	chr11	116012000	116012198	+	0.000	0.000	Merged-chr11-116012098-1
Merged-chr2-135843653-2	chr2	135843515	135843794	+	0.000	0.000	Merged-chr2-135843653-2
Merged-chr16-32419758-44	chr16	32419567	32419981	+	0.000	0.000	Merged-chr16-32419758-44
Merged-chr9-75645586-46	chr9	75645393	75645860	+	0.000	0.000	Merged-chr9-75645586-46
Merged-chr6-125271757-35	chr6	125271545	125272096	+	0.000	0.000	Merged-chr6-125271757-35
Merged-chr2-144658858-18	chr2	144658632	144659083	+	0.000	0.000	Merged-chr2-144658858-18
Merged-chr9-118737460-19	chr9	118737111	118737740	+	0.000	0.000	Merged-chr9-118737460-19
Merged-chr15-66899723-44	chr15	66899339	66900056	+	0.000	0.000	Merged-chr15-66899723-44
Merged-chr15-76723517-65	chr15	76723045	76723982	+	0.000	0.000	Merged-chr15-76723517-65
Merged-chr1-69703794-17	chr1	69703489	69703992	+	0.000	0.000	Merged-chr1-69703794-17
Merged-chr9-57148301-53	chr9	57148036	57148559	+	0.000	0.000	Merged-chr9-57148301-53
Merged-chr15-93740486-1	chr15	93740388	93740586	+	0.000	0.000	Merged-chr15-93740486-1
Merged-chr7-19817599-46	chr7	19817314	19817795	+	0.000	0.000	Merged-chr7-19817599-46
Merged-chr12-85486103-52	chr12	85485863	85486497	+	0.000	0.000	Merged-chr12-85486103-52
Merged-chr2-112833809-1	chr2	112833711	112833909	+	0.000	0.000	Merged-chr2-112833809-1
Merged-chr15-53129555-9	chr15	53129432	53129707	+	0.000	0.000	Merged-chr15-53129555-9
Merged-chr5-64438649-29	chr5	64438413	64438897	+	0.000	0.000	Merged-chr5-64438649-29
Merged-chr19-29193940-1	chr19	29193842	29194040	+	0.000	0.000	Merged-chr19-29193940-1
Merged-chr15-97580335-5	chr15	97580187	97580586	+	0.000	0.000	Merged-chr15-97580335-5
Merged-chr2-160944399-11	chr2	160944130	160944759	+	0.000	0.000	Merged-chr2-160944399-11
Merged-chr9-110896831-29	chr9	110896640	110897023	+	0.000	0.000	Merged-chr9-110896831-29
Merged-chr2-103601590-5	chr2	103601383	103601770	+	0.000	0.000	Merged-chr2-103601590-5
Merged-chr2-169504323-1	chr2	169504225	169504423	+	0.000	0.000	Merged-chr2-169504323-1
Merged-chr12-82209904-12	chr12	82209712	82210164	+	0.000	0.000	Merged-chr12-82209904-12
Merged-chr1-156660698-35	chr1	156660390	156660962	+	0.000	0.000	Merged-chr1-156660698-35
Merged-chr11-113194847-27	chr11	113194599	113195039	+	0.000	0.000	Merged-chr11-113194847-27
Merged-chr3-52069313-2	chr3	52069128	52069501	+	0.000	0.000	Merged-chr3-52069313-2
Merged-chr13-46798338-1	chr13	46798240	46798438	+	0.000	0.000	Merged-chr13-46798338-1
Merged-chr7-127841775-106	chr7	127841328	127842092	+	0.000	0.000	Merged-chr7-127841775-106
Merged-chr6-99429138-37	chr6	99428820	99429549	+	0.000	0.000	Merged-chr6-99429138-37
Merged-chr14-21076122-62	chr14	21075923	21076332	+	0.000	0.000	Merged-chr14-21076122-62
Merged-chr3-55517605-60	chr3	55517232	55517909	+	0.000	0.000	Merged-chr3-55517605-60
Merged-chr19-5803308-79	chr19	5802716	5803753	+	0.000	0.000	Merged-chr19-5803308-79
Merged-chr10-14046177-98	chr10	14045741	14046632	+	0.000	0.000	Merged-chr10-14046177-98
Merged-chr1-164426485-2	chr1	164426342	164426631	+	0.000	0.000	Merged-chr1-164426485-2
Merged-chr15-64206221-85	chr15	64205687	64206666	+	0.000	0.000	Merged-chr15-64206221-85
Merged-chr2-32236605-69	chr2	32236254	32237057	+	0.000	0.000	Merged-chr2-32236605-69
Merged-chr12-82251542-24	chr12	82251271	82251764	+	0.000	0.000	Merged-chr12-82251542-24
Merged-chr15-76818018-57	chr15	76817642	76818411	+	0.000	0.000	Merged-chr15-76818018-57
Merged-chr11-44469765-3	chr11	44469642	44469905	+	0.000	0.000	Merged-chr11-44469765-3
Merged-chr8-120114148-66	chr8	120113835	120114381	+	0.000	0.000	Merged-chr8-120114148-66
Merged-chr18-34861019-147	chr18	34860601	34861772	+	0.000	0.000	Merged-chr18-34861019-147
Merged-chr15-74709474-59	chr15	74709226	74709698	+	0.000	0.000	Merged-chr15-74709474-59
Merged-chr11-94265551-26	chr11	94265218	94265978	+	0.000	0.000	Merged-chr11-94265551-26
Merged-chr1-192727187-32	chr1	192726954	192727425	+	0.000	0.000	Merged-chr1-192727187-32
Merged-chr13-41634696-29	chr13	41634524	41634931	+	0.000	0.000	Merged-chr13-41634696-29
Merged-chr10-60371779-3	chr10	60371647	60371896	+	0.000	0.000	Merged-chr10-60371779-3
Merged-chr17-32350115-11	chr17	32349938	32350312	+	0.000	0.000	Merged-chr17-32350115-11
Merged-chr8-94919490-5	chr8	94919263	94919681	+	0.000	0.000	Merged-chr8-94919490-5
Merged-chr17-5941304-51	chr17	5940915	5941742	+	0.000	0.000	Merged-chr17-5941304-51
Merged-chr2-5025454-23	chr2	5025173	5025654	+	0.000	0.000	Merged-chr2-5025454-23
Merged-chr8-81860915-27	chr8	81860615	81861412	+	0.000	0.000	Merged-chr8-81860915-27
Merged-chr13-99932700-36	chr13	99932392	99933169	+	0.000	0.000	Merged-chr13-99932700-36
