#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_IV--ATAC_peaks.bed all.df.numx.c5-STAT4_KO_Tfh_vs_Naive.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-STAT4_KO_Tfh_vs_Naive.dn.bed
Merged-chr2-135884792-12	chr2	135884622	135884974	+	0.000	0.000	Merged-chr2-135884792-12
Merged-chr3-152355609-21	chr3	152355434	152355764	+	0.000	0.000	Merged-chr3-152355609-21
Merged-chr9-84089705-1	chr9	84089607	84089805	+	0.000	0.000	Merged-chr9-84089705-1
Merged-chr11-90488376-19	chr11	90488132	90488606	+	0.000	0.000	Merged-chr11-90488376-19
Merged-chr2-59666734-4	chr2	59666561	59666906	+	0.000	0.000	Merged-chr2-59666734-4
Merged-chr9-110879779-1	chr9	110879681	110879879	+	0.000	0.000	Merged-chr9-110879779-1
Merged-chr11-22287125-73	chr11	22286765	22287440	+	0.000	0.000	Merged-chr11-22287125-73
Merged-chr15-6525619-49	chr15	6525274	6525880	+	0.000	0.000	Merged-chr15-6525619-49
Merged-chr3-121370505-2	chr3	121370377	121370635	+	0.000	0.000	Merged-chr3-121370505-2
Merged-chr10-59295561-38	chr10	59295322	59295780	+	0.000	0.000	Merged-chr10-59295561-38
Merged-chr3-37204884-40	chr3	37204697	37205025	+	0.000	0.000	Merged-chr3-37204884-40
Merged-chr2-76220899-10	chr2	76220708	76221137	+	0.000	0.000	Merged-chr2-76220899-10
Merged-chr3-130947294-56	chr3	130946737	130947598	+	0.000	0.000	Merged-chr3-130947294-56
Merged-chr12-26456420-53	chr12	26456211	26456672	+	0.000	0.000	Merged-chr12-26456420-53
Merged-chr1-69657362-23	chr1	69657036	69657721	+	0.000	0.000	Merged-chr1-69657362-23
Merged-chr17-7219325-4	chr17	7219164	7219517	+	0.000	0.000	Merged-chr17-7219325-4
Merged-chr8-14911636-31	chr8	14911335	14911927	+	0.000	0.000	Merged-chr8-14911636-31
Merged-chr2-169779005-37	chr2	169778732	169779241	+	0.000	0.000	Merged-chr2-169779005-37
Merged-chr2-76282336-1	chr2	76282238	76282436	+	0.000	0.000	Merged-chr2-76282336-1
Merged-chr4-95685695-3	chr4	95685472	95685882	+	0.000	0.000	Merged-chr4-95685695-3
Merged-chr13-112507882-42	chr13	112507702	112508092	+	0.000	0.000	Merged-chr13-112507882-42
Merged-chr11-100692444-17	chr11	100692152	100692713	+	0.000	0.000	Merged-chr11-100692444-17
Merged-chr2-6350220-1	chr2	6350122	6350320	+	0.000	0.000	Merged-chr2-6350220-1
Merged-chr5-65763434-2	chr5	65763262	65763609	+	0.000	0.000	Merged-chr5-65763434-2
Merged-chr2-135967319-31	chr2	135966996	135967623	+	0.000	0.000	Merged-chr2-135967319-31
Merged-chr7-49364720-42	chr7	49364502	49364916	+	0.000	0.000	Merged-chr7-49364720-42
Merged-chr12-103331678-52	chr12	103331473	103331892	+	0.000	0.000	Merged-chr12-103331678-52
Merged-chr2-112765248-29	chr2	112764970	112765505	+	0.000	0.000	Merged-chr2-112765248-29
Merged-chr8-111645920-27	chr8	111645728	111646121	+	0.000	0.000	Merged-chr8-111645920-27
Merged-chr15-79956690-35	chr15	79956485	79956920	+	0.000	0.000	Merged-chr15-79956690-35
Merged-chr3-84337779-55	chr3	84337550	84337966	+	0.000	0.000	Merged-chr3-84337779-55
Merged-chr7-82856391-1	chr7	82856293	82856491	+	0.000	0.000	Merged-chr7-82856391-1
Merged-chr10-121334819-22	chr10	121334659	121334973	+	0.000	0.000	Merged-chr10-121334819-22
Merged-chr3-106452835-3	chr3	106452727	106452943	+	0.000	0.000	Merged-chr3-106452835-3
Merged-chr6-99309583-50	chr6	99309356	99309793	+	0.000	0.000	Merged-chr6-99309583-50
Merged-chr18-78134058-1	chr18	78133960	78134158	+	0.000	0.000	Merged-chr18-78134058-1
Merged-chr6-146434496-35	chr6	146434257	146434765	+	0.000	0.000	Merged-chr6-146434496-35
Merged-chr10-96694028-12	chr10	96693869	96694220	+	0.000	0.000	Merged-chr10-96694028-12
Merged-chr10-11979586-2	chr10	11979476	11979699	+	0.000	0.000	Merged-chr10-11979586-2
Merged-chr1-94079226-38	chr1	94078810	94079495	+	0.000	0.000	Merged-chr1-94079226-38
Merged-chr2-59203652-25	chr2	59203396	59203889	+	0.000	0.000	Merged-chr2-59203652-25
Merged-chr3-129879420-1	chr3	129879322	129879520	+	0.000	0.000	Merged-chr3-129879420-1
Merged-chr19-41844644-1	chr19	41844546	41844744	+	0.000	0.000	Merged-chr19-41844644-1
Merged-chr19-29251639-67	chr19	29251111	29251903	+	0.000	0.000	Merged-chr19-29251639-67
Merged-chr6-147493132-1	chr6	147493034	147493232	+	0.000	0.000	Merged-chr6-147493132-1
Merged-chr9-61702629-64	chr9	61702389	61702803	+	0.000	0.000	Merged-chr9-61702629-64
Merged-chr2-71023092-4	chr2	71022968	71023213	+	0.000	0.000	Merged-chr2-71023092-4
Merged-chr3-87401572-16	chr3	87401427	87401808	+	0.000	0.000	Merged-chr3-87401572-16
Merged-chr18-9438774-6	chr18	9438625	9438901	+	0.000	0.000	Merged-chr18-9438774-6
Merged-chr11-75318979-50	chr11	75318686	75319224	+	0.000	0.000	Merged-chr11-75318979-50
Merged-chr14-65330788-23	chr14	65330609	65331060	+	0.000	0.000	Merged-chr14-65330788-23
Merged-chr13-35871308-48	chr13	35871049	35871648	+	0.000	0.000	Merged-chr13-35871308-48
Merged-chr6-147534000-4	chr6	147533864	147534196	+	0.000	0.000	Merged-chr6-147534000-4
Merged-chr10-76799092-57	chr10	76798881	76799359	+	0.000	0.000	Merged-chr10-76799092-57
Merged-chr12-36057875-8	chr12	36057691	36058051	+	0.000	0.000	Merged-chr12-36057875-8
Merged-chr14-21137112-4	chr14	21136949	21137268	+	0.000	0.000	Merged-chr14-21137112-4
Merged-chr1-155164568-4	chr1	155164456	155164686	+	0.000	0.000	Merged-chr1-155164568-4
Merged-chr1-93507138-11	chr1	93506970	93507319	+	0.000	0.000	Merged-chr1-93507138-11
Merged-chr4-95449018-19	chr4	95448738	95449338	+	0.000	0.000	Merged-chr4-95449018-19
Merged-chr11-52268561-57	chr11	52268362	52268767	+	0.000	0.000	Merged-chr11-52268561-57
Merged-chr7-64090173-26	chr7	64089839	64090520	+	0.000	0.000	Merged-chr7-64090173-26
Merged-chr2-18962712-7	chr2	18962487	18962861	+	0.000	0.000	Merged-chr2-18962712-7
Merged-chr2-6323498-5	chr2	6323370	6323632	+	0.000	0.000	Merged-chr2-6323498-5
Merged-chr14-75506397-3	chr14	75506222	75506594	+	0.000	0.000	Merged-chr14-75506397-3
Merged-chr3-83812218-7	chr3	83812063	83812375	+	0.000	0.000	Merged-chr3-83812218-7
Merged-chr3-51654881-32	chr3	51654601	51655074	+	0.000	0.000	Merged-chr3-51654881-32
Merged-chr7-64077333-49	chr7	64076845	64077970	+	0.000	0.000	Merged-chr7-64077333-49
Merged-chr18-79077668-1	chr18	79077570	79077768	+	0.000	0.000	Merged-chr18-79077668-1
Merged-chr7-16222009-56	chr7	16221821	16222286	+	0.000	0.000	Merged-chr7-16222009-56
Merged-chr8-70700782-34	chr8	70700435	70700989	+	0.000	0.000	Merged-chr8-70700782-34
Merged-chr1-192770762-94	chr1	192770523	192771071	+	0.000	0.000	Merged-chr1-192770762-94
Merged-chr1-164529252-1	chr1	164529154	164529352	+	0.000	0.000	Merged-chr1-164529252-1
Merged-chr11-20532387-59	chr11	20531886	20532693	+	0.000	0.000	Merged-chr11-20532387-59
Merged-chr8-13213750-72	chr8	13213542	13213910	+	0.000	0.000	Merged-chr8-13213750-72
Merged-chr12-16049748-36	chr12	16049421	16049997	+	0.000	0.000	Merged-chr12-16049748-36
Merged-chr12-82470292-137	chr12	82470019	82470528	+	0.000	0.000	Merged-chr12-82470292-137
Merged-chr13-100015738-57	chr13	100015525	100016059	+	0.000	0.000	Merged-chr13-100015738-57
Merged-chr6-90627776-24	chr6	90627499	90627974	+	0.000	0.000	Merged-chr6-90627776-24
Merged-chr9-98297722-8	chr9	98297527	98297964	+	0.000	0.000	Merged-chr9-98297722-8
Merged-chr4-53920197-1	chr4	53920099	53920297	+	0.000	0.000	Merged-chr4-53920197-1
Merged-chr10-67766338-13	chr10	67766119	67766509	+	0.000	0.000	Merged-chr10-67766338-13
Merged-chr10-96589944-15	chr10	96589693	96590126	+	0.000	0.000	Merged-chr10-96589944-15
Merged-chr6-129274682-33	chr6	129274481	129274955	+	0.000	0.000	Merged-chr6-129274682-33
Merged-chr2-174658579-30	chr2	174658369	174658806	+	0.000	0.000	Merged-chr2-174658579-30
Merged-chr2-91972267-13	chr2	91971897	91972504	+	0.000	0.000	Merged-chr2-91972267-13
Merged-chr6-71155122-4	chr6	71154911	71155318	+	0.000	0.000	Merged-chr6-71155122-4
Merged-chr18-55603675-1	chr18	55603577	55603775	+	0.000	0.000	Merged-chr18-55603675-1
Merged-chr6-94761021-48	chr6	94760796	94761267	+	0.000	0.000	Merged-chr6-94761021-48
Merged-chr2-135702062-1	chr2	135701964	135702162	+	0.000	0.000	Merged-chr2-135702062-1
Merged-chr3-106485995-50	chr3	106485550	106486244	+	0.000	0.000	Merged-chr3-106485995-50
Merged-chr11-20561447-13	chr11	20561285	20561614	+	0.000	0.000	Merged-chr11-20561447-13
Merged-chr6-90807713-14	chr6	90807533	90807859	+	0.000	0.000	Merged-chr6-90807713-14
Merged-chr13-34037610-57	chr13	34037353	34037909	+	0.000	0.000	Merged-chr13-34037610-57
Merged-chr14-8606330-1	chr14	8606232	8606430	+	0.000	0.000	Merged-chr14-8606330-1
Merged-chr1-164935888-24	chr1	164935672	164936289	+	0.000	0.000	Merged-chr1-164935888-24
Merged-chr16-76373959-5	chr16	76373804	76374137	+	0.000	0.000	Merged-chr16-76373959-5
Merged-chr16-48763464-5	chr16	48763312	48763589	+	0.000	0.000	Merged-chr16-48763464-5
Merged-chr7-64160970-41	chr7	64160774	64161145	+	0.000	0.000	Merged-chr7-64160970-41
Merged-chr7-143017120-1	chr7	143017022	143017220	+	0.000	0.000	Merged-chr7-143017120-1
Merged-chr10-96625914-6	chr10	96625754	96626075	+	0.000	0.000	Merged-chr10-96625914-6
Merged-chr19-46503921-48	chr19	46503605	46504154	+	0.000	0.000	Merged-chr19-46503921-48
Merged-chr11-113196456-7	chr11	113196270	113196614	+	0.000	0.000	Merged-chr11-113196456-7
Merged-chr6-146516138-30	chr6	146515845	146516544	+	0.000	0.000	Merged-chr6-146516138-30
Merged-chr1-69513618-39	chr1	69513244	69513983	+	0.000	0.000	Merged-chr1-69513618-39
Merged-chr9-84135836-1	chr9	84135738	84135936	+	0.000	0.000	Merged-chr9-84135836-1
Merged-chr14-14703073-95	chr14	14702763	14703393	+	0.000	0.000	Merged-chr14-14703073-95
Merged-chr7-120835357-135	chr7	120835125	120835652	+	0.000	0.000	Merged-chr7-120835357-135
Merged-chr12-8326967-30	chr12	8326629	8327207	+	0.000	0.000	Merged-chr12-8326967-30
Merged-chr6-83096074-55	chr6	83095858	83096294	+	0.000	0.000	Merged-chr6-83096074-55
Merged-chr6-37046555-33	chr6	37046279	37046851	+	0.000	0.000	Merged-chr6-37046555-33
Merged-chr6-122562700-28	chr6	122562425	122562909	+	0.000	0.000	Merged-chr6-122562700-28
Merged-chr15-76766886-28	chr15	76766605	76767089	+	0.000	0.000	Merged-chr15-76766886-28
Merged-chr8-61155609-1	chr8	61155511	61155709	+	0.000	0.000	Merged-chr8-61155609-1
Merged-chr15-80697819-49	chr15	80697564	80698042	+	0.000	0.000	Merged-chr15-80697819-49
Merged-chr12-76853895-20	chr12	76853476	76854185	+	0.000	0.000	Merged-chr12-76853895-20
Merged-chr1-74124917-117	chr1	74124332	74125509	+	0.000	0.000	Merged-chr1-74124917-117
Merged-chr6-134830106-68	chr6	134829928	134830412	+	0.000	0.000	Merged-chr6-134830106-68
Merged-chr4-156004272-37	chr4	156004010	156004488	+	0.000	0.000	Merged-chr4-156004272-37
Merged-chr5-35713868-16	chr5	35713722	35714016	+	0.000	0.000	Merged-chr5-35713868-16
Merged-chr16-45413665-6	chr16	45413523	45413790	+	0.000	0.000	Merged-chr16-45413665-6
Merged-chr3-55556892-1	chr3	55556794	55556992	+	0.000	0.000	Merged-chr3-55556892-1
Merged-chr12-53043748-2	chr12	53043647	53043851	+	0.000	0.000	Merged-chr12-53043748-2
Merged-chrX-42364370-9	chrX	42364207	42364527	+	0.000	0.000	Merged-chrX-42364370-9
Merged-chr4-95627579-1	chr4	95627481	95627679	+	0.000	0.000	Merged-chr4-95627579-1
Merged-chr11-19989399-61	chr11	19988953	19989674	+	0.000	0.000	Merged-chr11-19989399-61
Merged-chr2-71051882-1	chr2	71051784	71051982	+	0.000	0.000	Merged-chr2-71051882-1
Merged-chr16-57399739-13	chr16	57399467	57400009	+	0.000	0.000	Merged-chr16-57399739-13
Merged-chrX-42557488-6	chrX	42557350	42557634	+	0.000	0.000	Merged-chrX-42557488-6
Merged-chr12-98833494-13	chr12	98833207	98833718	+	0.000	0.000	Merged-chr12-98833494-13
Merged-chr6-134333133-48	chr6	134332890	134333458	+	0.000	0.000	Merged-chr6-134333133-48
Merged-chr4-57813095-3	chr4	57812975	57813228	+	0.000	0.000	Merged-chr4-57813095-3
Merged-chr4-150566221-49	chr4	150565981	150566447	+	0.000	0.000	Merged-chr4-150566221-49
Merged-chr7-83671717-3	chr7	83671586	83671861	+	0.000	0.000	Merged-chr7-83671717-3
Merged-chr14-101461025-37	chr14	101460746	101461252	+	0.000	0.000	Merged-chr14-101461025-37
Merged-chr2-140051762-17	chr2	140051560	140051984	+	0.000	0.000	Merged-chr2-140051762-17
Merged-chr4-130774769-43	chr4	130774416	130775130	+	0.000	0.000	Merged-chr4-130774769-43
Merged-chr7-68103220-16	chr7	68102842	68103473	+	0.000	0.000	Merged-chr7-68103220-16
Merged-chr12-40559185-9	chr12	40558905	40559427	+	0.000	0.000	Merged-chr12-40559185-9
Merged-chr1-155223277-24	chr1	155223099	155223460	+	0.000	0.000	Merged-chr1-155223277-24
Merged-chr2-135843653-2	chr2	135843515	135843794	+	0.000	0.000	Merged-chr2-135843653-2
Merged-chr9-75645586-46	chr9	75645393	75645860	+	0.000	0.000	Merged-chr9-75645586-46
Merged-chr2-18984447-62	chr2	18984199	18984786	+	0.000	0.000	Merged-chr2-18984447-62
Merged-chr9-118737460-19	chr9	118737111	118737740	+	0.000	0.000	Merged-chr9-118737460-19
Merged-chr9-57148301-53	chr9	57148036	57148559	+	0.000	0.000	Merged-chr9-57148301-53
Merged-chr15-93740486-1	chr15	93740388	93740586	+	0.000	0.000	Merged-chr15-93740486-1
Merged-chr15-39943134-5	chr15	39943007	39943285	+	0.000	0.000	Merged-chr15-39943134-5
Merged-chr11-22662312-4	chr11	22662157	22662451	+	0.000	0.000	Merged-chr11-22662312-4
Merged-chr7-19817599-46	chr7	19817314	19817795	+	0.000	0.000	Merged-chr7-19817599-46
Merged-chr2-112833809-1	chr2	112833711	112833909	+	0.000	0.000	Merged-chr2-112833809-1
Merged-chr13-28959721-31	chr13	28959428	28959904	+	0.000	0.000	Merged-chr13-28959721-31
Merged-chr15-97252790-15	chr15	97252548	97253020	+	0.000	0.000	Merged-chr15-97252790-15
Merged-chr2-172848362-2	chr2	172848199	172848527	+	0.000	0.000	Merged-chr2-172848362-2
Merged-chr15-86064998-16	chr15	86064736	86065197	+	0.000	0.000	Merged-chr15-86064998-16
Merged-chr14-65357987-5	chr14	65357869	65358116	+	0.000	0.000	Merged-chr14-65357987-5
Merged-chr1-155227469-2	chr1	155227366	155227575	+	0.000	0.000	Merged-chr1-155227469-2
Merged-chr6-14000243-1	chr6	14000145	14000343	+	0.000	0.000	Merged-chr6-14000243-1
Merged-chr12-17728171-5	chr12	17728043	17728301	+	0.000	0.000	Merged-chr12-17728171-5
Merged-chr2-160944399-11	chr2	160944130	160944759	+	0.000	0.000	Merged-chr2-160944399-11
Merged-chr7-29134852-30	chr7	29134611	29135113	+	0.000	0.000	Merged-chr7-29134852-30
Merged-chr9-110896831-29	chr9	110896640	110897023	+	0.000	0.000	Merged-chr9-110896831-29
Merged-chr4-154936813-27	chr4	154936667	154936954	+	0.000	0.000	Merged-chr4-154936813-27
Merged-chr6-99402547-2	chr6	99402444	99402652	+	0.000	0.000	Merged-chr6-99402547-2
Merged-chr2-169504323-1	chr2	169504225	169504423	+	0.000	0.000	Merged-chr2-169504323-1
Merged-chr9-103092391-37	chr9	103092243	103092558	+	0.000	0.000	Merged-chr9-103092391-37
Merged-chr1-156660698-35	chr1	156660390	156660962	+	0.000	0.000	Merged-chr1-156660698-35
Merged-chr8-111582684-27	chr8	111582471	111582920	+	0.000	0.000	Merged-chr8-111582684-27
Merged-chr1-113110801-1	chr1	113110703	113110901	+	0.000	0.000	Merged-chr1-113110801-1
Merged-chr6-94678639-1	chr6	94678541	94678739	+	0.000	0.000	Merged-chr6-94678639-1
Merged-chr3-159841536-62	chr3	159840740	159842339	+	0.000	0.000	Merged-chr3-159841536-62
Merged-chr6-99429138-37	chr6	99428820	99429549	+	0.000	0.000	Merged-chr6-99429138-37
Merged-chr14-21076122-62	chr14	21075923	21076332	+	0.000	0.000	Merged-chr14-21076122-62
Merged-chr10-14046177-98	chr10	14045741	14046632	+	0.000	0.000	Merged-chr10-14046177-98
Merged-chr2-59645072-13	chr2	59644705	59645304	+	0.000	0.000	Merged-chr2-59645072-13
Merged-chr1-164426485-2	chr1	164426342	164426631	+	0.000	0.000	Merged-chr1-164426485-2
Merged-chr4-150371969-29	chr4	150371648	150372197	+	0.000	0.000	Merged-chr4-150371969-29
Merged-chr11-44469765-3	chr11	44469642	44469905	+	0.000	0.000	Merged-chr11-44469765-3
Merged-chr1-74068657-12	chr1	74068356	74068874	+	0.000	0.000	Merged-chr1-74068657-12
Merged-chr7-120861265-21	chr7	120861069	120861626	+	0.000	0.000	Merged-chr7-120861265-21
Merged-chr18-34861019-147	chr18	34860601	34861772	+	0.000	0.000	Merged-chr18-34861019-147
Merged-chr15-64279105-53	chr15	64278788	64279517	+	0.000	0.000	Merged-chr15-64279105-53
Merged-chr16-45261551-46	chr16	45261264	45261826	+	0.000	0.000	Merged-chr16-45261551-46
Merged-chr2-135999681-5	chr2	135999481	135999862	+	0.000	0.000	Merged-chr2-135999681-5
Merged-chr19-57430178-33	chr19	57429961	57430389	+	0.000	0.000	Merged-chr19-57430178-33
Merged-chr16-45361455-26	chr16	45361258	45361652	+	0.000	0.000	Merged-chr16-45361455-26
Merged-chr14-8666263-45	chr14	8665953	8666589	+	0.000	0.000	Merged-chr14-8666263-45
Merged-chr1-172633006-61	chr1	172632795	172633241	+	0.000	0.000	Merged-chr1-172633006-61
Merged-chr10-60371779-3	chr10	60371647	60371896	+	0.000	0.000	Merged-chr10-60371779-3
Merged-chr2-172914225-30	chr2	172913957	172914558	+	0.000	0.000	Merged-chr2-172914225-30
Merged-chr3-159738889-1	chr3	159738791	159738989	+	0.000	0.000	Merged-chr3-159738889-1
Merged-chr17-84313962-71	chr17	84313453	84314833	+	0.000	0.000	Merged-chr17-84313962-71
Merged-chr14-120275634-49	chr14	120275365	120275951	+	0.000	0.000	Merged-chr14-120275634-49
Merged-chr13-99932700-36	chr13	99932392	99933169	+	0.000	0.000	Merged-chr13-99932700-36
Merged-chr10-76962071-59	chr10	76961870	76962292	+	0.000	0.000	Merged-chr10-76962071-59
Merged-chr19-41848121-99	chr19	41847841	41848450	+	0.000	0.000	Merged-chr19-41848121-99
Merged-chr10-96716619-11	chr10	96716455	96716764	+	0.000	0.000	Merged-chr10-96716619-11
Merged-chr2-112775034-24	chr2	112774821	112775240	+	0.000	0.000	Merged-chr2-112775034-24
Merged-chr15-53328390-15	chr15	53328132	53328660	+	0.000	0.000	Merged-chr15-53328390-15
Merged-chr17-43699457-36	chr17	43699213	43699736	+	0.000	0.000	Merged-chr17-43699457-36
Merged-chr4-10874494-112	chr4	10874105	10874925	+	0.000	0.000	Merged-chr4-10874494-112
Merged-chr16-59639250-60	chr16	59639025	59639459	+	0.000	0.000	Merged-chr16-59639250-60
Merged-chr5-147076568-5	chr5	147076422	147076729	+	0.000	0.000	Merged-chr5-147076568-5
Merged-chr7-44247299-2	chr7	44247193	44247408	+	0.000	0.000	Merged-chr7-44247299-2
Merged-chr12-76844811-17	chr12	76844530	76845053	+	0.000	0.000	Merged-chr12-76844811-17
Merged-chr7-68133865-25	chr7	68133669	68134147	+	0.000	0.000	Merged-chr7-68133865-25
Merged-chr2-18969243-14	chr2	18968990	18969648	+	0.000	0.000	Merged-chr2-18969243-14
Merged-chr7-19819165-4	chr7	19818953	19819326	+	0.000	0.000	Merged-chr7-19819165-4
Merged-chr2-135692831-27	chr2	135692563	135693178	+	0.000	0.000	Merged-chr2-135692831-27
Merged-chrX-12203140-6	chrX	12202935	12203313	+	0.000	0.000	Merged-chrX-12203140-6
Merged-chr4-95557414-63	chr4	95557174	95557759	+	0.000	0.000	Merged-chr4-95557414-63
Merged-chr9-44533307-45	chr9	44533117	44533517	+	0.000	0.000	Merged-chr9-44533307-45
Merged-chr8-111644525-27	chr8	111644312	111644713	+	0.000	0.000	Merged-chr8-111644525-27
Merged-chr6-118018748-9	chr6	118018604	118018934	+	0.000	0.000	Merged-chr6-118018748-9
Merged-chr3-37204357-45	chr3	37204057	37204628	+	0.000	0.000	Merged-chr3-37204357-45
Merged-chr5-135689128-71	chr5	135688834	135689366	+	0.000	0.000	Merged-chr5-135689128-71
Merged-chr17-32350599-47	chr17	32350357	32350838	+	0.000	0.000	Merged-chr17-32350599-47
Merged-chr12-76886981-34	chr12	76886822	76887206	+	0.000	0.000	Merged-chr12-76886981-34
Merged-chr16-42907502-34	chr16	42907304	42907731	+	0.000	0.000	Merged-chr16-42907502-34
Merged-chr9-25151697-74	chr9	25151378	25152043	+	0.000	0.000	Merged-chr9-25151697-74
Merged-chr1-35983511-1	chr1	35983413	35983611	+	0.000	0.000	Merged-chr1-35983511-1
Merged-chr6-99395873-4	chr6	99395735	99396010	+	0.000	0.000	Merged-chr6-99395873-4
Merged-chr1-69638287-51	chr1	69637932	69638637	+	0.000	0.000	Merged-chr1-69638287-51
Merged-chr13-64432516-70	chr13	64432200	64432778	+	0.000	0.000	Merged-chr13-64432516-70
Merged-chr2-70931049-24	chr2	70930823	70931286	+	0.000	0.000	Merged-chr2-70931049-24
Merged-chr18-79589307-27	chr18	79588905	79589570	+	0.000	0.000	Merged-chr18-79589307-27
Merged-chr1-89070221-114	chr1	89069927	89070639	+	0.000	0.000	Merged-chr1-89070221-114
Merged-chr14-10593654-13	chr14	10593449	10593897	+	0.000	0.000	Merged-chr14-10593654-13
Merged-chr10-60370964-39	chr10	60370587	60371588	+	0.000	0.000	Merged-chr10-60370964-39
Merged-chr6-146430124-17	chr6	146429816	146430383	+	0.000	0.000	Merged-chr6-146430124-17
Merged-chr12-69295159-8	chr12	69295001	69295329	+	0.000	0.000	Merged-chr12-69295159-8
Merged-chr2-19388892-38	chr2	19388676	19389176	+	0.000	0.000	Merged-chr2-19388892-38
Merged-chr1-89071066-2	chr1	89070965	89071169	+	0.000	0.000	Merged-chr1-89071066-2
Merged-chr9-86104993-10	chr9	86104776	86105211	+	0.000	0.000	Merged-chr9-86104993-10
Merged-chr11-20553238-64	chr11	20552986	20553381	+	0.000	0.000	Merged-chr11-20553238-64
Merged-chr14-10301500-37	chr14	10300900	10301891	+	0.000	0.000	Merged-chr14-10301500-37
Merged-chr17-34932523-2	chr17	34932394	34932654	+	0.000	0.000	Merged-chr17-34932523-2
Merged-chr5-64375816-4	chr5	64375613	64376017	+	0.000	0.000	Merged-chr5-64375816-4
Merged-chr7-51879410-58	chr7	51879187	51879695	+	0.000	0.000	Merged-chr7-51879410-58
Merged-chr10-13970545-12	chr10	13970379	13970743	+	0.000	0.000	Merged-chr10-13970545-12
Merged-chr7-128383933-89	chr7	128383614	128384196	+	0.000	0.000	Merged-chr7-128383933-89
Merged-chrX-151344027-1	chrX	151343929	151344127	+	0.000	0.000	Merged-chrX-151344027-1
Merged-chr11-72203127-2	chr11	72203027	72203229	+	0.000	0.000	Merged-chr11-72203127-2
Merged-chr16-20693394-48	chr16	20693155	20693598	+	0.000	0.000	Merged-chr16-20693394-48
Merged-chr16-89994066-43	chr16	89993804	89994394	+	0.000	0.000	Merged-chr16-89994066-43
Merged-chr4-119415497-57	chr4	119415276	119415782	+	0.000	0.000	Merged-chr4-119415497-57
Merged-chr2-75938366-51	chr2	75938149	75938674	+	0.000	0.000	Merged-chr2-75938366-51
Merged-chr7-49303959-15	chr7	49303628	49304349	+	0.000	0.000	Merged-chr7-49303959-15
Merged-chr16-57167122-88	chr16	57166944	57167453	+	0.000	0.000	Merged-chr16-57167122-88
Merged-chr14-61971472-73	chr14	61971172	61971703	+	0.000	0.000	Merged-chr14-61971472-73
