#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_II--ATAC_peaks.bed all.df.numx.c5-STAT4_WT_Tfh_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-STAT4_WT_Tfh_vs_WT_Th1.up.bed
Merged-chr7-67372198-2	chr7	67372080	67372319	+	0.000	0.000	Merged-chr7-67372198-2
Merged-chr18-24675128-36	chr18	24674526	24675733	+	0.000	0.000	Merged-chr18-24675128-36
Merged-chr1-135132862-98	chr1	135132519	135133256	+	0.000	0.000	Merged-chr1-135132862-98
Merged-chr1-60567269-3	chr1	60567056	60567463	+	0.000	0.000	Merged-chr1-60567269-3
Merged-chr10-75893293-53	chr10	75893076	75893482	+	0.000	0.000	Merged-chr10-75893293-53
Merged-chr8-70619084-21	chr8	70618892	70619297	+	0.000	0.000	Merged-chr8-70619084-21
Merged-chr11-63914482-33	chr11	63914199	63914663	+	0.000	0.000	Merged-chr11-63914482-33
Merged-chr5-74205707-4	chr5	74205596	74205826	+	0.000	0.000	Merged-chr5-74205707-4
Merged-chr1-71037099-26	chr1	71036883	71037322	+	0.000	0.000	Merged-chr1-71037099-26
Merged-chr19-41377174-2	chr19	41377052	41377298	+	0.000	0.000	Merged-chr19-41377174-2
Merged-chr11-11772227-1	chr11	11772129	11772327	+	0.000	0.000	Merged-chr11-11772227-1
Merged-chr9-106369380-1	chr9	106369282	106369480	+	0.000	0.000	Merged-chr9-106369380-1
Merged-chr17-73882367-30	chr17	73882126	73882575	+	0.000	0.000	Merged-chr17-73882367-30
Merged-chr11-11776895-24	chr11	11776258	11777432	+	0.000	0.000	Merged-chr11-11776895-24
Merged-chr11-97986398-8	chr11	97986197	97986647	+	0.000	0.000	Merged-chr11-97986398-8
Merged-chr13-13538788-21	chr13	13538597	13539020	+	0.000	0.000	Merged-chr13-13538788-21
Merged-chr12-32202872-9	chr12	32202667	32203035	+	0.000	0.000	Merged-chr12-32202872-9
Merged-chrX-167147015-87	chrX	167146562	167147952	+	0.000	0.000	Merged-chrX-167147015-87
Merged-chr8-83997144-69	chr8	83996785	83997474	+	0.000	0.000	Merged-chr8-83997144-69
Merged-chr9-22388345-1	chr9	22388247	22388445	+	0.000	0.000	Merged-chr9-22388345-1
Merged-chr14-78611005-3	chr14	78610883	78611131	+	0.000	0.000	Merged-chr14-78611005-3
Merged-chr1-172311226-24	chr1	172311032	172311456	+	0.000	0.000	Merged-chr1-172311226-24
Merged-chr13-23555593-105	chr13	23555023	23555867	+	0.000	0.000	Merged-chr13-23555593-105
Merged-chr9-48740358-13	chr9	48740146	48740525	+	0.000	0.000	Merged-chr9-48740358-13
Merged-chr5-100476590-14	chr5	100476359	100476744	+	0.000	0.000	Merged-chr5-100476590-14
Merged-chr17-35731700-41	chr17	35731054	35732289	+	0.000	0.000	Merged-chr17-35731700-41
Merged-chr2-163658491-43	chr2	163658225	163658862	+	0.000	0.000	Merged-chr2-163658491-43
Merged-chr3-88476622-1	chr3	88476524	88476722	+	0.000	0.000	Merged-chr3-88476622-1
Merged-chr14-67993349-29	chr14	67993066	67993693	+	0.000	0.000	Merged-chr14-67993349-29
Merged-chr9-107296279-104	chr9	107295681	107296922	+	0.000	0.000	Merged-chr9-107296279-104
Merged-chr8-33599880-76	chr8	33599591	33600320	+	0.000	0.000	Merged-chr8-33599880-76
Merged-chr15-56047041-38	chr15	56046827	56047331	+	0.000	0.000	Merged-chr15-56047041-38
Merged-chr17-73891792-6	chr17	73891645	73891971	+	0.000	0.000	Merged-chr17-73891792-6
Merged-chr17-35837655-1	chr17	35837557	35837755	+	0.000	0.000	Merged-chr17-35837655-1
Merged-chr9-78623608-19	chr9	78623331	78623864	+	0.000	0.000	Merged-chr9-78623608-19
Merged-chr13-52986067-1	chr13	52985969	52986167	+	0.000	0.000	Merged-chr13-52986067-1
Merged-chr1-135725509-1	chr1	135725411	135725609	+	0.000	0.000	Merged-chr1-135725509-1
Merged-chr13-107779728-7	chr13	107779587	107779876	+	0.000	0.000	Merged-chr13-107779728-7
Merged-chr14-122997826-59	chr14	122997442	122998094	+	0.000	0.000	Merged-chr14-122997826-59
Merged-chr13-62624100-54	chr13	62623917	62624344	+	0.000	0.000	Merged-chr13-62624100-54
Merged-chr10-7470291-37	chr10	7470065	7470458	+	0.000	0.000	Merged-chr10-7470291-37
Merged-chr1-135019182-17	chr1	135018919	135019382	+	0.000	0.000	Merged-chr1-135019182-17
Merged-chr1-21064468-17	chr1	21064190	21064833	+	0.000	0.000	Merged-chr1-21064468-17
Merged-chr11-115477258-1	chr11	115477160	115477358	+	0.000	0.000	Merged-chr11-115477258-1
Merged-chr11-115475686-55	chr11	115475360	115475978	+	0.000	0.000	Merged-chr11-115475686-55
Merged-chr4-132463983-61	chr4	132463720	132464249	+	0.000	0.000	Merged-chr4-132463983-61
Merged-chr6-51545421-58	chr6	51544879	51545711	+	0.000	0.000	Merged-chr6-51545421-58
Merged-chr18-70563321-13	chr18	70562895	70563673	+	0.000	0.000	Merged-chr18-70563321-13
Merged-chr5-8660427-82	chr5	8660170	8660706	+	0.000	0.000	Merged-chr5-8660427-82
Merged-chr7-44745286-34	chr7	44745136	44745438	+	0.000	0.000	Merged-chr7-44745286-34
Merged-chr5-66068562-28	chr5	66068025	66068902	+	0.000	0.000	Merged-chr5-66068562-28
Merged-chr4-133622529-51	chr4	133622139	133622769	+	0.000	0.000	Merged-chr4-133622529-51
Merged-chr9-54676759-26	chr9	54676498	54676970	+	0.000	0.000	Merged-chr9-54676759-26
Merged-chr7-67353153-2	chr7	67353052	67353256	+	0.000	0.000	Merged-chr7-67353153-2
Merged-chr3-88457403-6	chr3	88457268	88457567	+	0.000	0.000	Merged-chr3-88457403-6
Merged-chr18-66407896-2	chr18	66407751	66408044	+	0.000	0.000	Merged-chr18-66407896-2
Merged-chr10-118455940-5	chr10	118455790	118456061	+	0.000	0.000	Merged-chr10-118455940-5
Merged-chr12-69378733-25	chr12	69378475	69378953	+	0.000	0.000	Merged-chr12-69378733-25
Merged-chr9-94289746-1	chr9	94289648	94289846	+	0.000	0.000	Merged-chr9-94289746-1
Merged-chr13-23535335-61	chr13	23534997	23535563	+	0.000	0.000	Merged-chr13-23535335-61
Merged-chr17-35046725-56	chr17	35046445	35046965	+	0.000	0.000	Merged-chr17-35046725-56
Merged-chr7-63944147-8	chr7	63944000	63944293	+	0.000	0.000	Merged-chr7-63944147-8
Merged-chr11-98937757-69	chr11	98937361	98938298	+	0.000	0.000	Merged-chr11-98937757-69
Merged-chr10-76513442-30	chr10	76513275	76513598	+	0.000	0.000	Merged-chr10-76513442-30
Merged-chr13-35815122-13	chr13	35814864	35815439	+	0.000	0.000	Merged-chr13-35815122-13
Merged-chr9-21161494-64	chr9	21161253	21161786	+	0.000	0.000	Merged-chr9-21161494-64
Merged-chr12-24706987-8	chr12	24706796	24707240	+	0.000	0.000	Merged-chr12-24706987-8
Merged-chr1-97649720-2	chr1	97649599	97649844	+	0.000	0.000	Merged-chr1-97649720-2
Merged-chr15-103215427-34	chr15	103215211	103215633	+	0.000	0.000	Merged-chr15-103215427-34
Merged-chr1-43413195-24	chr1	43412962	43413554	+	0.000	0.000	Merged-chr1-43413195-24
Merged-chr5-21055956-115	chr5	21055565	21056436	+	0.000	0.000	Merged-chr5-21055956-115
Merged-chr5-135134293-53	chr5	135133937	135134532	+	0.000	0.000	Merged-chr5-135134293-53
Merged-chr7-89168777-23	chr7	89168446	89168999	+	0.000	0.000	Merged-chr7-89168777-23
Merged-chr17-80224526-64	chr17	80224296	80224830	+	0.000	0.000	Merged-chr17-80224526-64
Merged-chr13-41345949-16	chr13	41345706	41346170	+	0.000	0.000	Merged-chr13-41345949-16
Merged-chr10-89442853-1	chr10	89442755	89442953	+	0.000	0.000	Merged-chr10-89442853-1
Merged-chr17-47511428-58	chr17	47511109	47511637	+	0.000	0.000	Merged-chr17-47511428-58
Merged-chr13-62653213-52	chr13	62652974	62653519	+	0.000	0.000	Merged-chr13-62653213-52
Merged-chr10-7474458-4	chr10	7474272	7474657	+	0.000	0.000	Merged-chr10-7474458-4
Merged-chr15-36210746-43	chr15	36210524	36210960	+	0.000	0.000	Merged-chr15-36210746-43
Merged-chr15-97842393-22	chr15	97842012	97842930	+	0.000	0.000	Merged-chr15-97842393-22
Merged-chr7-63999373-46	chr7	63999059	63999767	+	0.000	0.000	Merged-chr7-63999373-46
Merged-chr4-11929622-28	chr4	11929392	11929831	+	0.000	0.000	Merged-chr4-11929622-28
Merged-chr10-17919188-12	chr10	17918978	17919388	+	0.000	0.000	Merged-chr10-17919188-12
Merged-chr11-87404473-69	chr11	87404232	87404694	+	0.000	0.000	Merged-chr11-87404473-69
Merged-chr14-78619032-26	chr14	78618865	78619278	+	0.000	0.000	Merged-chr14-78619032-26
Merged-chr15-96700302-2	chr15	96700204	96700403	+	0.000	0.000	Merged-chr15-96700302-2
Merged-chr1-133039631-33	chr1	133039315	133039834	+	0.000	0.000	Merged-chr1-133039631-33
Merged-chr7-75782185-80	chr7	75781519	75782854	+	0.000	0.000	Merged-chr7-75782185-80
Merged-chr16-95769994-72	chr16	95769540	95770493	+	0.000	0.000	Merged-chr16-95769994-72
Merged-chrX-7318785-1	chrX	7318687	7318885	+	0.000	0.000	Merged-chrX-7318785-1
Merged-chr15-74975391-7	chr15	74975230	74975551	+	0.000	0.000	Merged-chr15-74975391-7
Merged-chr15-55906885-1	chr15	55906787	55906985	+	0.000	0.000	Merged-chr15-55906885-1
Merged-chr7-81868327-26	chr7	81868086	81868532	+	0.000	0.000	Merged-chr7-81868327-26
Merged-chr17-44456765-2	chr17	44456572	44456960	+	0.000	0.000	Merged-chr17-44456765-2
Merged-chr6-82640375-11	chr6	82640162	82640553	+	0.000	0.000	Merged-chr6-82640375-11
Merged-chr17-26452765-1	chr17	26452667	26452865	+	0.000	0.000	Merged-chr17-26452765-1
Merged-chr9-106386415-18	chr9	106386170	106386717	+	0.000	0.000	Merged-chr9-106386415-18
Merged-chr2-5014812-2	chr2	5014706	5014920	+	0.000	0.000	Merged-chr2-5014812-2
Merged-chr4-140902578-11	chr4	140902410	140902768	+	0.000	0.000	Merged-chr4-140902578-11
Merged-chr19-41378616-18	chr19	41378341	41378821	+	0.000	0.000	Merged-chr19-41378616-18
Merged-chr15-75116670-38	chr15	75116481	75116894	+	0.000	0.000	Merged-chr15-75116670-38
Merged-chr2-157201456-52	chr2	157201132	157201706	+	0.000	0.000	Merged-chr2-157201456-52
Merged-chr11-76399136-77	chr11	76398678	76399502	+	0.000	0.000	Merged-chr11-76399136-77
Merged-chr12-25095376-8	chr12	25095175	25095568	+	0.000	0.000	Merged-chr12-25095376-8
Merged-chr5-120690669-7	chr5	120690434	120690845	+	0.000	0.000	Merged-chr5-120690669-7
Merged-chr17-12742568-5	chr17	12742384	12742774	+	0.000	0.000	Merged-chr17-12742568-5
Merged-chr14-122953434-8	chr14	122953292	122953555	+	0.000	0.000	Merged-chr14-122953434-8
Merged-chr6-97523334-26	chr6	97523156	97523523	+	0.000	0.000	Merged-chr6-97523334-26
Merged-chr7-126272963-1	chr7	126272865	126273063	+	0.000	0.000	Merged-chr7-126272963-1
Merged-chr11-98933379-5	chr11	98933242	98933500	+	0.000	0.000	Merged-chr11-98933379-5
Merged-chr2-35681101-1	chr2	35681003	35681201	+	0.000	0.000	Merged-chr2-35681101-1
Merged-chr7-45759440-1	chr7	45759342	45759540	+	0.000	0.000	Merged-chr7-45759440-1
Merged-chr9-20952794-68	chr9	20952558	20953062	+	0.000	0.000	Merged-chr9-20952794-68
Merged-chr7-80401862-1	chr7	80401764	80401962	+	0.000	0.000	Merged-chr7-80401862-1
Merged-chr7-90138521-54	chr7	90138267	90138769	+	0.000	0.000	Merged-chr7-90138521-54
Merged-chr7-67371922-2	chr7	67371813	67372034	+	0.000	0.000	Merged-chr7-67371922-2
Merged-chr5-140608276-19	chr5	140608033	140608653	+	0.000	0.000	Merged-chr5-140608276-19
Merged-chr7-75855225-21	chr7	75854950	75855464	+	0.000	0.000	Merged-chr7-75855225-21
Merged-chr14-78612334-35	chr14	78612114	78612532	+	0.000	0.000	Merged-chr14-78612334-35
Merged-chr7-38107855-98	chr7	38107559	38108136	+	0.000	0.000	Merged-chr7-38107855-98
Merged-chr6-128852954-26	chr6	128852691	128853305	+	0.000	0.000	Merged-chr6-128852954-26
Merged-chr1-151571914-118	chr1	151571378	151572270	+	0.000	0.000	Merged-chr1-151571914-118
Merged-chr5-124052164-23	chr5	124051835	124052487	+	0.000	0.000	Merged-chr5-124052164-23
Merged-chr11-120489529-9	chr11	120489368	120489702	+	0.000	0.000	Merged-chr11-120489529-9
Merged-chr4-109665283-1	chr4	109665185	109665383	+	0.000	0.000	Merged-chr4-109665283-1
Merged-chr18-37814980-94	chr18	37814370	37815490	+	0.000	0.000	Merged-chr18-37814980-94
Merged-chr4-9530459-1	chr4	9530361	9530559	+	0.000	0.000	Merged-chr4-9530459-1
Merged-chr18-56431859-87	chr18	56431206	56432248	+	0.000	0.000	Merged-chr18-56431859-87
Merged-chr13-115134930-1	chr13	115134832	115135030	+	0.000	0.000	Merged-chr13-115134930-1
Merged-chr19-45683733-12	chr19	45683535	45683911	+	0.000	0.000	Merged-chr19-45683733-12
Merged-chr5-74261883-3	chr5	74261632	74262100	+	0.000	0.000	Merged-chr5-74261883-3
Merged-chr12-73670833-29	chr12	73670519	73671092	+	0.000	0.000	Merged-chr12-73670833-29
Merged-chr7-101320129-1	chr7	101320031	101320229	+	0.000	0.000	Merged-chr7-101320129-1
Merged-chr5-146861329-3	chr5	146861231	146861429	+	0.000	0.000	Merged-chr5-146861329-3
Merged-chr19-8920533-75	chr19	8920176	8921351	+	0.000	0.000	Merged-chr19-8920533-75
Merged-chr17-26370842-31	chr17	26370632	26371201	+	0.000	0.000	Merged-chr17-26370842-31
Merged-chr2-121571994-29	chr2	121571772	121572158	+	0.000	0.000	Merged-chr2-121571994-29
Merged-chr14-123001594-21	chr14	123001388	123001778	+	0.000	0.000	Merged-chr14-123001594-21
Merged-chr5-107731657-37	chr5	107731425	107731892	+	0.000	0.000	Merged-chr5-107731657-37
Merged-chr4-133599931-47	chr4	133599598	133600411	+	0.000	0.000	Merged-chr4-133599931-47
Merged-chr8-120737013-1	chr8	120736915	120737113	+	0.000	0.000	Merged-chr8-120737013-1
Merged-chr16-78540656-92	chr16	78540365	78540927	+	0.000	0.000	Merged-chr16-78540656-92
Merged-chr5-100500432-105	chr5	100499691	100501177	+	0.000	0.000	Merged-chr5-100500432-105
Merged-chr5-140207385-4	chr5	140207243	140207513	+	0.000	0.000	Merged-chr5-140207385-4
Merged-chr5-110840510-1	chr5	110840412	110840610	+	0.000	0.000	Merged-chr5-110840510-1
Merged-chr17-35708124-19	chr17	35707981	35708335	+	0.000	0.000	Merged-chr17-35708124-19
Merged-chr2-167675209-1	chr2	167675111	167675309	+	0.000	0.000	Merged-chr2-167675209-1
Merged-chr18-70643793-15	chr18	70643506	70644141	+	0.000	0.000	Merged-chr18-70643793-15
Merged-chr17-78197418-9	chr17	78197264	78197683	+	0.000	0.000	Merged-chr17-78197418-9
Merged-chr11-98019407-17	chr11	98019134	98019597	+	0.000	0.000	Merged-chr11-98019407-17
Merged-chr12-73630813-4	chr12	73630684	73630959	+	0.000	0.000	Merged-chr12-73630813-4
Merged-chr17-35465783-7	chr17	35465598	35465957	+	0.000	0.000	Merged-chr17-35465783-7
Merged-chr3-79451498-29	chr3	79451349	79451678	+	0.000	0.000	Merged-chr3-79451498-29
Merged-chr18-89160072-9	chr18	89159882	89160280	+	0.000	0.000	Merged-chr18-89160072-9
Merged-chr9-80313733-27	chr9	80313552	80313979	+	0.000	0.000	Merged-chr9-80313733-27
Merged-chr13-13520497-22	chr13	13520131	13520791	+	0.000	0.000	Merged-chr13-13520497-22
Merged-chr6-54107486-10	chr6	54107310	54107673	+	0.000	0.000	Merged-chr6-54107486-10
Merged-chr15-80592878-14	chr15	80592699	80593091	+	0.000	0.000	Merged-chr15-80592878-14
Merged-chr11-78301552-46	chr11	78301292	78301761	+	0.000	0.000	Merged-chr11-78301552-46
Merged-chr19-5844711-1	chr19	5844613	5844811	+	0.000	0.000	Merged-chr19-5844711-1
Merged-chr16-10958757-32	chr16	10958281	10958997	+	0.000	0.000	Merged-chr16-10958757-32
Merged-chr7-4811616-1	chr7	4811518	4811716	+	0.000	0.000	Merged-chr7-4811616-1
Merged-chr7-89126708-35	chr7	89126360	89126971	+	0.000	0.000	Merged-chr7-89126708-35
Merged-chr10-40098735-11	chr10	40098492	40098951	+	0.000	0.000	Merged-chr10-40098735-11
Merged-chr2-125660253-45	chr2	125659976	125660720	+	0.000	0.000	Merged-chr2-125660253-45
Merged-chr18-70571488-11	chr18	70571160	70571745	+	0.000	0.000	Merged-chr18-70571488-11
Merged-chr9-123732762-3	chr9	123732604	123732925	+	0.000	0.000	Merged-chr9-123732762-3
Merged-chr3-19332723-17	chr3	19332355	19332963	+	0.000	0.000	Merged-chr3-19332723-17
Merged-chr6-54100438-2	chr6	54100325	54100553	+	0.000	0.000	Merged-chr6-54100438-2
Merged-chr12-73611858-36	chr12	73611655	73612056	+	0.000	0.000	Merged-chr12-73611858-36
Merged-chr11-76894349-1	chr11	76894251	76894449	+	0.000	0.000	Merged-chr11-76894349-1
Merged-chr17-29264522-1	chr17	29264424	29264622	+	0.000	0.000	Merged-chr17-29264522-1
Merged-chr4-11966313-126	chr4	11966102	11966731	+	0.000	0.000	Merged-chr4-11966313-126
Merged-chr11-69066364-1	chr11	69066266	69066464	+	0.000	0.000	Merged-chr11-69066364-1
Merged-chr15-66561010-60	chr15	66560790	66561277	+	0.000	0.000	Merged-chr15-66561010-60
Merged-chr19-53356212-16	chr19	53355980	53356416	+	0.000	0.000	Merged-chr19-53356212-16
Merged-chr17-73875557-33	chr17	73875139	73876129	+	0.000	0.000	Merged-chr17-73875557-33
Merged-chr4-109657561-112	chr4	109657062	109658125	+	0.000	0.000	Merged-chr4-109657561-112
Merged-chr11-106980669-2	chr11	106980540	106980801	+	0.000	0.000	Merged-chr11-106980669-2
Merged-chr19-53310769-25	chr19	53310391	53311229	+	0.000	0.000	Merged-chr19-53310769-25
Merged-chr7-80405135-5	chr7	80404983	80405271	+	0.000	0.000	Merged-chr7-80405135-5
Merged-chr11-117783374-7	chr11	117783210	117783638	+	0.000	0.000	Merged-chr11-117783374-7
Merged-chr1-151697460-1	chr1	151697362	151697560	+	0.000	0.000	Merged-chr1-151697460-1
Merged-chr1-97650227-42	chr1	97649984	97650474	+	0.000	0.000	Merged-chr1-97650227-42
Merged-chr3-40798769-19	chr3	40798508	40798996	+	0.000	0.000	Merged-chr3-40798769-19
Merged-chr15-80571771-3	chr15	80571559	80571932	+	0.000	0.000	Merged-chr15-80571771-3
Merged-chr4-59199602-33	chr4	59199386	59199783	+	0.000	0.000	Merged-chr4-59199602-33
Merged-chr2-60802993-21	chr2	60802727	60803281	+	0.000	0.000	Merged-chr2-60802993-21
Merged-chr12-32144696-20	chr12	32144535	32144929	+	0.000	0.000	Merged-chr12-32144696-20
Merged-chr7-110222148-3	chr7	110222041	110222266	+	0.000	0.000	Merged-chr7-110222148-3
Merged-chr10-77530396-56	chr10	77530135	77530884	+	0.000	0.000	Merged-chr10-77530396-56
Merged-chrX-101878716-19	chrX	101878527	101878926	+	0.000	0.000	Merged-chrX-101878716-19
Merged-chr8-35366715-10	chr8	35366517	35366896	+	0.000	0.000	Merged-chr8-35366715-10
Merged-chr12-73699174-126	chr12	73698464	73699906	+	0.000	0.000	Merged-chr12-73699174-126
Merged-chr12-24708482-79	chr12	24708242	24708778	+	0.000	0.000	Merged-chr12-24708482-79
Merged-chr11-114675736-70	chr11	114675303	114676182	+	0.000	0.000	Merged-chr11-114675736-70
Merged-chr18-89203104-1	chr18	89203006	89203204	+	0.000	0.000	Merged-chr18-89203104-1
Merged-chr2-129258918-25	chr2	129258723	129259108	+	0.000	0.000	Merged-chr2-129258918-25
Merged-chr1-60565512-22	chr1	60565329	60565658	+	0.000	0.000	Merged-chr1-60565512-22
Merged-chr6-50353551-1	chr6	50353453	50353651	+	0.000	0.000	Merged-chr6-50353551-1
Merged-chr17-47739612-38	chr17	47739359	47739879	+	0.000	0.000	Merged-chr17-47739612-38
Merged-chr5-31963887-11	chr5	31963723	31964107	+	0.000	0.000	Merged-chr5-31963887-11
Merged-chr16-58454678-22	chr16	58454489	58454882	+	0.000	0.000	Merged-chr16-58454678-22
Merged-chr4-132768439-67	chr4	132768154	132768753	+	0.000	0.000	Merged-chr4-132768439-67
Merged-chr11-11775406-1	chr11	11775308	11775506	+	0.000	0.000	Merged-chr11-11775406-1
Merged-chr11-69041736-2	chr11	69041637	69041837	+	0.000	0.000	Merged-chr11-69041736-2
Merged-chr10-117985120-21	chr10	117984854	117985329	+	0.000	0.000	Merged-chr10-117985120-21
Merged-chr8-33892285-10	chr8	33892107	33892470	+	0.000	0.000	Merged-chr8-33892285-10
Merged-chr8-35376301-90	chr8	35375960	35376733	+	0.000	0.000	Merged-chr8-35376301-90
Merged-chr10-110931193-1	chr10	110931095	110931293	+	0.000	0.000	Merged-chr10-110931193-1
Merged-chr1-153035726-22	chr1	153035470	153035972	+	0.000	0.000	Merged-chr1-153035726-22
Merged-chr5-107013528-15	chr5	107013263	107013723	+	0.000	0.000	Merged-chr5-107013528-15
Merged-chr12-69228126-55	chr12	69227913	69228284	+	0.000	0.000	Merged-chr12-69228126-55
Merged-chr17-5862427-6	chr17	5862268	5862572	+	0.000	0.000	Merged-chr17-5862427-6
Merged-chr1-161751186-94	chr1	161750699	161751700	+	0.000	0.000	Merged-chr1-161751186-94
Merged-chrX-167206681-1	chrX	167206583	167206781	+	0.000	0.000	Merged-chrX-167206681-1
Merged-chr7-80091619-59	chr7	80091380	80091870	+	0.000	0.000	Merged-chr7-80091619-59
Merged-chr2-121570231-16	chr2	121570028	121570519	+	0.000	0.000	Merged-chr2-121570231-16
Merged-chr14-61331424-24	chr14	61331264	61331607	+	0.000	0.000	Merged-chr14-61331424-24
Merged-chr10-83129879-12	chr10	83129621	83130046	+	0.000	0.000	Merged-chr10-83129879-12
Merged-chr14-122998304-4	chr14	122998112	122998459	+	0.000	0.000	Merged-chr14-122998304-4
Merged-chr10-110733582-30	chr10	110733362	110733807	+	0.000	0.000	Merged-chr10-110733582-30
Merged-chr2-5012765-52	chr2	5012522	5013063	+	0.000	0.000	Merged-chr2-5012765-52
Merged-chr6-8510772-30	chr6	8510528	8511202	+	0.000	0.000	Merged-chr6-8510772-30
Merged-chr2-125723245-2	chr2	125723109	125723383	+	0.000	0.000	Merged-chr2-125723245-2
Merged-chr13-62684862-62	chr13	62684422	62685097	+	0.000	0.000	Merged-chr13-62684862-62
Merged-chr15-81729902-65	chr15	81729641	81730224	+	0.000	0.000	Merged-chr15-81729902-65
Merged-chr6-116022269-11	chr6	116022124	116022412	+	0.000	0.000	Merged-chr6-116022269-11
Merged-chr5-140610811-7	chr5	140610632	140610973	+	0.000	0.000	Merged-chr5-140610811-7
Merged-chr14-105328689-43	chr14	105328347	105329258	+	0.000	0.000	Merged-chr14-105328689-43
Merged-chr10-54048184-13	chr10	54047914	54048428	+	0.000	0.000	Merged-chr10-54048184-13
Merged-chr17-6317306-106	chr17	6316727	6317833	+	0.000	0.000	Merged-chr17-6317306-106
Merged-chr8-124284137-1	chr8	124284039	124284237	+	0.000	0.000	Merged-chr8-124284137-1
Merged-chr15-93253355-6	chr15	93253109	93253567	+	0.000	0.000	Merged-chr15-93253355-6
Merged-chr10-110742149-12	chr10	110741962	110742372	+	0.000	0.000	Merged-chr10-110742149-12
Merged-chr10-54026892-40	chr10	54026692	54027162	+	0.000	0.000	Merged-chr10-54026892-40
Merged-chr2-60878156-51	chr2	60877950	60878423	+	0.000	0.000	Merged-chr2-60878156-51
Merged-chr11-63925389-36	chr11	63925004	63925605	+	0.000	0.000	Merged-chr11-63925389-36
Merged-chr15-99024884-16	chr15	99024677	99025066	+	0.000	0.000	Merged-chr15-99024884-16
Merged-chr13-12519654-2	chr13	12519502	12519809	+	0.000	0.000	Merged-chr13-12519654-2
Merged-chr17-33394557-61	chr17	33394306	33394792	+	0.000	0.000	Merged-chr17-33394557-61
Merged-chr1-43389283-10	chr1	43389079	43389494	+	0.000	0.000	Merged-chr1-43389283-10
Merged-chr2-29889935-111	chr2	29889541	29890203	+	0.000	0.000	Merged-chr2-29889935-111
Merged-chr8-122432345-1	chr8	122432247	122432445	+	0.000	0.000	Merged-chr8-122432345-1
Merged-chr7-127148384-5	chr7	127148146	127148548	+	0.000	0.000	Merged-chr7-127148384-5
Merged-chr10-83004537-63	chr10	83003955	83005328	+	0.000	0.000	Merged-chr10-83004537-63
Merged-chr1-43536962-38	chr1	43536312	43537338	+	0.000	0.000	Merged-chr1-43536962-38
Merged-chr12-17266603-58	chr12	17266313	17267028	+	0.000	0.000	Merged-chr12-17266603-58
Merged-chr18-70568486-71	chr18	70568061	70569228	+	0.000	0.000	Merged-chr18-70568486-71
Merged-chr6-148895325-3	chr6	148895113	148895515	+	0.000	0.000	Merged-chr6-148895325-3
Merged-chr9-120091582-103	chr9	120091009	120092337	+	0.000	0.000	Merged-chr9-120091582-103
Merged-chr7-127166256-51	chr7	127165794	127166875	+	0.000	0.000	Merged-chr7-127166256-51
Merged-chr5-140265304-19	chr5	140265088	140265563	+	0.000	0.000	Merged-chr5-140265304-19
Merged-chr8-120796426-26	chr8	120796216	120796692	+	0.000	0.000	Merged-chr8-120796426-26
Merged-chr16-34690700-62	chr16	34690449	34690982	+	0.000	0.000	Merged-chr16-34690700-62
Merged-chr1-136458989-12	chr1	136458771	136459205	+	0.000	0.000	Merged-chr1-136458989-12
Merged-chr7-105527524-9	chr7	105527373	105527722	+	0.000	0.000	Merged-chr7-105527524-9
Merged-chr17-47527808-3	chr17	47527689	47527948	+	0.000	0.000	Merged-chr17-47527808-3
Merged-chr3-94377332-17	chr3	94377081	94377562	+	0.000	0.000	Merged-chr3-94377332-17
Merged-chr15-75086276-144	chr15	75086134	75086398	+	0.000	0.000	Merged-chr15-75086276-144
Merged-chr2-144332205-1	chr2	144332107	144332305	+	0.000	0.000	Merged-chr2-144332205-1
Merged-chr16-36675926-1	chr16	36675828	36676026	+	0.000	0.000	Merged-chr16-36675926-1
Merged-chr15-80020745-7	chr15	80020535	80020930	+	0.000	0.000	Merged-chr15-80020745-7
Merged-chr7-64005371-3	chr7	64005255	64005482	+	0.000	0.000	Merged-chr7-64005371-3
Merged-chr18-56478306-5	chr18	56478090	56478450	+	0.000	0.000	Merged-chr18-56478306-5
Merged-chr7-44548102-1	chr7	44548004	44548202	+	0.000	0.000	Merged-chr7-44548102-1
Merged-chr1-133087779-16	chr1	133087562	133088038	+	0.000	0.000	Merged-chr1-133087779-16
Merged-chr9-80318250-48	chr9	80318006	80318519	+	0.000	0.000	Merged-chr9-80318250-48
Merged-chr2-158745133-50	chr2	158744827	158745563	+	0.000	0.000	Merged-chr2-158745133-50
Merged-chr9-120098457-1	chr9	120098359	120098557	+	0.000	0.000	Merged-chr9-120098457-1
Merged-chr4-152491569-49	chr4	152491198	152491769	+	0.000	0.000	Merged-chr4-152491569-49
Merged-chr12-84752223-5	chr12	84751971	84752439	+	0.000	0.000	Merged-chr12-84752223-5
Merged-chr4-132732449-43	chr4	132732039	132732711	+	0.000	0.000	Merged-chr4-132732449-43
Merged-chr12-112694173-1	chr12	112694075	112694273	+	0.000	0.000	Merged-chr12-112694173-1
Merged-chr8-124290903-2	chr8	124290800	124291009	+	0.000	0.000	Merged-chr8-124290903-2
