#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_IV--ATAC_peaks.bed all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh.up.bed
Merged-chr11-117114951-91	chr11	117114547	117115351	+	0.000	0.000	Merged-chr11-117114951-91
Merged-chr3-95707698-33	chr3	95707534	95707930	+	0.000	0.000	Merged-chr3-95707698-33
Merged-chr19-46503388-7	chr19	46503238	46503527	+	0.000	0.000	Merged-chr19-46503388-7
Merged-chr5-107295347-25	chr5	107295132	107295636	+	0.000	0.000	Merged-chr5-107295347-25
Merged-chr1-172026301-2	chr1	172026199	172026406	+	0.000	0.000	Merged-chr1-172026301-2
Merged-chr17-24548853-30	chr17	24548447	24549128	+	0.000	0.000	Merged-chr17-24548853-30
Merged-chr14-30248342-10	chr14	30248214	30248512	+	0.000	0.000	Merged-chr14-30248342-10
Merged-chr6-134302283-40	chr6	134302066	134302464	+	0.000	0.000	Merged-chr6-134302283-40
Merged-chr16-11063160-2	chr16	11063045	11063278	+	0.000	0.000	Merged-chr16-11063160-2
Merged-chr10-121366107-5	chr10	121365861	121366251	+	0.000	0.000	Merged-chr10-121366107-5
Merged-chr13-43866539-1	chr13	43866441	43866639	+	0.000	0.000	Merged-chr13-43866539-1
Merged-chr16-33600368-1	chr16	33600270	33600468	+	0.000	0.000	Merged-chr16-33600368-1
Merged-chrX-12159068-128	chrX	12158652	12159480	+	0.000	0.000	Merged-chrX-12159068-128
Merged-chr4-95742443-25	chr4	95742191	95742731	+	0.000	0.000	Merged-chr4-95742443-25
Merged-chr10-55979883-1	chr10	55979785	55979983	+	0.000	0.000	Merged-chr10-55979883-1
Merged-chr17-45474910-44	chr17	45474702	45475089	+	0.000	0.000	Merged-chr17-45474910-44
Merged-chr12-85468885-1	chr12	85468787	85468985	+	0.000	0.000	Merged-chr12-85468885-1
Merged-chr2-156991957-57	chr2	156991617	156992316	+	0.000	0.000	Merged-chr2-156991957-57
Merged-chr1-155217071-4	chr1	155216911	155217235	+	0.000	0.000	Merged-chr1-155217071-4
Merged-chr5-125052528-23	chr5	125052100	125052760	+	0.000	0.000	Merged-chr5-125052528-23
Merged-chr4-6970666-38	chr4	6970427	6970872	+	0.000	0.000	Merged-chr4-6970666-38
Merged-chr1-40271212-52	chr1	40270934	40271451	+	0.000	0.000	Merged-chr1-40271212-52
Merged-chr17-87572921-1	chr17	87572823	87573021	+	0.000	0.000	Merged-chr17-87572921-1
Merged-chr1-180256121-75	chr1	180255902	180256434	+	0.000	0.000	Merged-chr1-180256121-75
Merged-chr16-76529943-9	chr16	76529753	76530174	+	0.000	0.000	Merged-chr16-76529943-9
Merged-chr16-97461189-8	chr16	97460958	97461551	+	0.000	0.000	Merged-chr16-97461189-8
Merged-chr2-62458913-1	chr2	62458815	62459013	+	0.000	0.000	Merged-chr2-62458913-1
Merged-chr2-157567456-9	chr2	157567293	157567621	+	0.000	0.000	Merged-chr2-157567456-9
Merged-chr15-77741818-4	chr15	77741669	77741950	+	0.000	0.000	Merged-chr15-77741818-4
Merged-chr11-90488376-19	chr11	90488132	90488606	+	0.000	0.000	Merged-chr11-90488376-19
Merged-chr15-64234672-2	chr15	64234541	64234806	+	0.000	0.000	Merged-chr15-64234672-2
Merged-chr16-33560481-14	chr16	33560280	33560670	+	0.000	0.000	Merged-chr16-33560481-14
Merged-chr13-36117623-83	chr13	36117287	36117814	+	0.000	0.000	Merged-chr13-36117623-83
Merged-chr15-6525619-49	chr15	6525274	6525880	+	0.000	0.000	Merged-chr15-6525619-49
Merged-chr16-45286504-17	chr16	45286279	45286725	+	0.000	0.000	Merged-chr16-45286504-17
Merged-chr3-37204884-40	chr3	37204697	37205025	+	0.000	0.000	Merged-chr3-37204884-40
Merged-chr10-14086090-94	chr10	14085799	14086519	+	0.000	0.000	Merged-chr10-14086090-94
Merged-chr3-130947294-56	chr3	130946737	130947598	+	0.000	0.000	Merged-chr3-130947294-56
Merged-chr4-116701085-12	chr4	116700811	116701265	+	0.000	0.000	Merged-chr4-116701085-12
Merged-chr7-83654108-53	chr7	83653749	83654423	+	0.000	0.000	Merged-chr7-83654108-53
Merged-chr15-64212030-69	chr15	64211456	64212630	+	0.000	0.000	Merged-chr15-64212030-69
Merged-chr4-150570161-6	chr4	150570011	150570380	+	0.000	0.000	Merged-chr4-150570161-6
Merged-chr10-17827503-1	chr10	17827405	17827603	+	0.000	0.000	Merged-chr10-17827503-1
Merged-chr6-146221533-3	chr6	146221427	146221649	+	0.000	0.000	Merged-chr6-146221533-3
Merged-chr11-88718407-109	chr11	88718122	88718760	+	0.000	0.000	Merged-chr11-88718407-109
Merged-chr10-13475011-1	chr10	13474913	13475111	+	0.000	0.000	Merged-chr10-13475011-1
Merged-chr1-156673751-1	chr1	156673653	156673851	+	0.000	0.000	Merged-chr1-156673751-1
Merged-chr11-100692444-17	chr11	100692152	100692713	+	0.000	0.000	Merged-chr11-100692444-17
Merged-chr1-60016690-100	chr1	60016222	60016985	+	0.000	0.000	Merged-chr1-60016690-100
Merged-chr11-116168194-50	chr11	116167985	116168411	+	0.000	0.000	Merged-chr11-116168194-50
Merged-chr12-103331678-52	chr12	103331473	103331892	+	0.000	0.000	Merged-chr12-103331678-52
Merged-chr8-111645920-27	chr8	111645728	111646121	+	0.000	0.000	Merged-chr8-111645920-27
Merged-chr15-79956690-35	chr15	79956485	79956920	+	0.000	0.000	Merged-chr15-79956690-35
Merged-chr15-72864854-1	chr15	72864756	72864954	+	0.000	0.000	Merged-chr15-72864854-1
Merged-chr3-84337779-55	chr3	84337550	84337966	+	0.000	0.000	Merged-chr3-84337779-55
Merged-chr2-174644631-2	chr2	174644515	174644749	+	0.000	0.000	Merged-chr2-174644631-2
Merged-chr7-82856391-1	chr7	82856293	82856491	+	0.000	0.000	Merged-chr7-82856391-1
Merged-chr3-106452835-3	chr3	106452727	106452943	+	0.000	0.000	Merged-chr3-106452835-3
Merged-chr6-99064474-4	chr6	99064342	99064607	+	0.000	0.000	Merged-chr6-99064474-4
Merged-chr3-132979446-1	chr3	132979348	132979546	+	0.000	0.000	Merged-chr3-132979446-1
Merged-chr16-45259857-2	chr16	45259737	45259980	+	0.000	0.000	Merged-chr16-45259857-2
Merged-chr10-121291758-1	chr10	121291660	121291858	+	0.000	0.000	Merged-chr10-121291758-1
Merged-chr16-89849155-62	chr16	89848889	89849406	+	0.000	0.000	Merged-chr16-89849155-62
Merged-chr4-155091102-19	chr4	155090915	155091340	+	0.000	0.000	Merged-chr4-155091102-19
Merged-chr6-146434496-35	chr6	146434257	146434765	+	0.000	0.000	Merged-chr6-146434496-35
Merged-chr4-134745409-1	chr4	134745311	134745509	+	0.000	0.000	Merged-chr4-134745409-1
Merged-chr1-94079226-38	chr1	94078810	94079495	+	0.000	0.000	Merged-chr1-94079226-38
Merged-chr7-16193928-27	chr7	16193733	16194145	+	0.000	0.000	Merged-chr7-16193928-27
Merged-chr6-146501949-126	chr6	146501495	146502218	+	0.000	0.000	Merged-chr6-146501949-126
Merged-chr19-41844644-1	chr19	41844546	41844744	+	0.000	0.000	Merged-chr19-41844644-1
Merged-chr15-66899064-14	chr15	66898888	66899249	+	0.000	0.000	Merged-chr15-66899064-14
Merged-chr2-103600577-48	chr2	103600374	103600827	+	0.000	0.000	Merged-chr2-103600577-48
Merged-chr6-147493132-1	chr6	147493034	147493232	+	0.000	0.000	Merged-chr6-147493132-1
Merged-chr14-122184184-1	chr14	122184086	122184284	+	0.000	0.000	Merged-chr14-122184184-1
Merged-chr4-137795934-1	chr4	137795836	137796034	+	0.000	0.000	Merged-chr4-137795934-1
Merged-chr3-84305403-2	chr3	84305303	84305506	+	0.000	0.000	Merged-chr3-84305403-2
Merged-chr7-132415500-16	chr7	132415345	132415672	+	0.000	0.000	Merged-chr7-132415500-16
Merged-chr4-150009127-129	chr4	150008894	150009521	+	0.000	0.000	Merged-chr4-150009127-129
Merged-chr2-117403597-27	chr2	117403294	117403920	+	0.000	0.000	Merged-chr2-117403597-27
Merged-chr4-152138737-60	chr4	152138467	152139020	+	0.000	0.000	Merged-chr4-152138737-60
Merged-chr16-45227412-11	chr16	45227063	45227765	+	0.000	0.000	Merged-chr16-45227412-11
Merged-chr9-61667646-8	chr9	61667503	61667790	+	0.000	0.000	Merged-chr9-61667646-8
Merged-chr14-65330788-23	chr14	65330609	65331060	+	0.000	0.000	Merged-chr14-65330788-23
Merged-chr7-19405612-30	chr7	19405368	19405804	+	0.000	0.000	Merged-chr7-19405612-30
Merged-chr13-35871308-48	chr13	35871049	35871648	+	0.000	0.000	Merged-chr13-35871308-48
Merged-chr7-30887782-39	chr7	30887493	30888019	+	0.000	0.000	Merged-chr7-30887782-39
Merged-chr19-11589394-31	chr19	11588874	11589846	+	0.000	0.000	Merged-chr19-11589394-31
Merged-chr14-21137112-4	chr14	21136949	21137268	+	0.000	0.000	Merged-chr14-21137112-4
Merged-chr1-93507138-11	chr1	93506970	93507319	+	0.000	0.000	Merged-chr1-93507138-11
Merged-chr2-117418172-100	chr2	117417958	117418335	+	0.000	0.000	Merged-chr2-117418172-100
Merged-chr13-44807320-10	chr13	44807138	44807515	+	0.000	0.000	Merged-chr13-44807320-10
Merged-chr4-95449018-19	chr4	95448738	95449338	+	0.000	0.000	Merged-chr4-95449018-19
Merged-chr7-64090173-26	chr7	64089839	64090520	+	0.000	0.000	Merged-chr7-64090173-26
Merged-chr2-18962712-7	chr2	18962487	18962861	+	0.000	0.000	Merged-chr2-18962712-7
Merged-chr2-93444548-55	chr2	93444166	93445114	+	0.000	0.000	Merged-chr2-93444548-55
Merged-chr17-47293551-33	chr17	47293206	47293943	+	0.000	0.000	Merged-chr17-47293551-33
Merged-chr18-79077668-1	chr18	79077570	79077768	+	0.000	0.000	Merged-chr18-79077668-1
Merged-chr8-70700782-34	chr8	70700435	70700989	+	0.000	0.000	Merged-chr8-70700782-34
Merged-chr1-192770762-94	chr1	192770523	192771071	+	0.000	0.000	Merged-chr1-192770762-94
Merged-chr1-164529252-1	chr1	164529154	164529352	+	0.000	0.000	Merged-chr1-164529252-1
Merged-chr3-129565997-49	chr3	129565632	129566263	+	0.000	0.000	Merged-chr3-129565997-49
Merged-chr2-28517976-42	chr2	28517830	28518101	+	0.000	0.000	Merged-chr2-28517976-42
Merged-chr6-90627776-24	chr6	90627499	90627974	+	0.000	0.000	Merged-chr6-90627776-24
Merged-chr7-120830904-87	chr7	120830691	120831145	+	0.000	0.000	Merged-chr7-120830904-87
Merged-chr5-114897174-86	chr5	114896892	114897583	+	0.000	0.000	Merged-chr5-114897174-86
Merged-chr9-98297722-8	chr9	98297527	98297964	+	0.000	0.000	Merged-chr9-98297722-8
Merged-chr12-85647596-21	chr12	85647404	85647893	+	0.000	0.000	Merged-chr12-85647596-21
Merged-chr12-69724974-63	chr12	69724682	69725262	+	0.000	0.000	Merged-chr12-69724974-63
Merged-chr8-81807701-6	chr8	81807487	81807896	+	0.000	0.000	Merged-chr8-81807701-6
Merged-chr6-129262942-1	chr6	129262844	129263042	+	0.000	0.000	Merged-chr6-129262942-1
Merged-chr4-53920197-1	chr4	53920099	53920297	+	0.000	0.000	Merged-chr4-53920197-1
Merged-chr10-67766338-13	chr10	67766119	67766509	+	0.000	0.000	Merged-chr10-67766338-13
Merged-chr2-135890245-3	chr2	135890021	135890480	+	0.000	0.000	Merged-chr2-135890245-3
Merged-chr2-174658579-30	chr2	174658369	174658806	+	0.000	0.000	Merged-chr2-174658579-30
Merged-chr18-50022640-10	chr18	50022472	50022815	+	0.000	0.000	Merged-chr18-50022640-10
Merged-chr16-91081677-19	chr16	91081385	91081850	+	0.000	0.000	Merged-chr16-91081677-19
Merged-chr6-71155122-4	chr6	71154911	71155318	+	0.000	0.000	Merged-chr6-71155122-4
Merged-chr4-6844197-28	chr4	6843930	6844490	+	0.000	0.000	Merged-chr4-6844197-28
Merged-chr18-55603675-1	chr18	55603577	55603775	+	0.000	0.000	Merged-chr18-55603675-1
Merged-chr6-94761021-48	chr6	94760796	94761267	+	0.000	0.000	Merged-chr6-94761021-48
Merged-chr12-17471630-48	chr12	17471430	17471815	+	0.000	0.000	Merged-chr12-17471630-48
Merged-chr2-59167123-35	chr2	59166881	59167452	+	0.000	0.000	Merged-chr2-59167123-35
Merged-chr2-150219002-1	chr2	150218904	150219102	+	0.000	0.000	Merged-chr2-150219002-1
Merged-chr3-106485995-50	chr3	106485550	106486244	+	0.000	0.000	Merged-chr3-106485995-50
Merged-chr9-57940360-49	chr9	57940009	57940890	+	0.000	0.000	Merged-chr9-57940360-49
Merged-chr16-89844804-6	chr16	89844652	89845078	+	0.000	0.000	Merged-chr16-89844804-6
Merged-chr11-20561447-13	chr11	20561285	20561614	+	0.000	0.000	Merged-chr11-20561447-13
Merged-chr15-93716708-1	chr15	93716610	93716808	+	0.000	0.000	Merged-chr15-93716708-1
Merged-chr13-34037610-57	chr13	34037353	34037909	+	0.000	0.000	Merged-chr13-34037610-57
Merged-chr4-59806755-11	chr4	59806597	59806936	+	0.000	0.000	Merged-chr4-59806755-11
Merged-chr14-55091739-1	chr14	55091641	55091839	+	0.000	0.000	Merged-chr14-55091739-1
Merged-chr19-60752945-1	chr19	60752847	60753045	+	0.000	0.000	Merged-chr19-60752945-1
Merged-chr1-164935888-24	chr1	164935672	164936289	+	0.000	0.000	Merged-chr1-164935888-24
Merged-chr7-64160970-41	chr7	64160774	64161145	+	0.000	0.000	Merged-chr7-64160970-41
Merged-chr10-68147068-31	chr10	68146883	68147281	+	0.000	0.000	Merged-chr10-68147068-31
Merged-chr15-53311126-22	chr15	53310956	53311355	+	0.000	0.000	Merged-chr15-53311126-22
Merged-chr5-23758811-10	chr5	23758675	23758993	+	0.000	0.000	Merged-chr5-23758811-10
Merged-chr5-114319155-4	chr5	114319044	114319266	+	0.000	0.000	Merged-chr5-114319155-4
Merged-chr19-46503921-48	chr19	46503605	46504154	+	0.000	0.000	Merged-chr19-46503921-48
Merged-chr6-122560685-38	chr6	122560472	122560978	+	0.000	0.000	Merged-chr6-122560685-38
Merged-chr7-25106011-25	chr7	25105802	25106270	+	0.000	0.000	Merged-chr7-25106011-25
Merged-chr1-69513618-39	chr1	69513244	69513983	+	0.000	0.000	Merged-chr1-69513618-39
Merged-chr2-18918911-3	chr2	18918802	18919030	+	0.000	0.000	Merged-chr2-18918911-3
Merged-chr2-117442936-10	chr2	117442797	117443060	+	0.000	0.000	Merged-chr2-117442936-10
Merged-chr6-37046555-33	chr6	37046279	37046851	+	0.000	0.000	Merged-chr6-37046555-33
Merged-chr10-99245013-5	chr10	99244830	99245168	+	0.000	0.000	Merged-chr10-99245013-5
Merged-chr6-122562700-28	chr6	122562425	122562909	+	0.000	0.000	Merged-chr6-122562700-28
Merged-chr15-76766886-28	chr15	76766605	76767089	+	0.000	0.000	Merged-chr15-76766886-28
Merged-chrX-11840162-2	chrX	11840064	11840262	+	0.000	0.000	Merged-chrX-11840162-2
Merged-chr8-61155609-1	chr8	61155511	61155709	+	0.000	0.000	Merged-chr8-61155609-1
Merged-chr15-80697819-49	chr15	80697564	80698042	+	0.000	0.000	Merged-chr15-80697819-49
Merged-chr12-82470743-2	chr12	82470581	82470908	+	0.000	0.000	Merged-chr12-82470743-2
Merged-chr6-134830106-68	chr6	134829928	134830412	+	0.000	0.000	Merged-chr6-134830106-68
Merged-chr2-165884678-116	chr2	165883770	165885765	+	0.000	0.000	Merged-chr2-165884678-116
Merged-chr7-97081238-1	chr7	97081140	97081338	+	0.000	0.000	Merged-chr7-97081238-1
Merged-chr13-73491277-13	chr13	73491104	73491496	+	0.000	0.000	Merged-chr13-73491277-13
Merged-chr12-17882336-1	chr12	17882238	17882436	+	0.000	0.000	Merged-chr12-17882336-1
Merged-chrX-42364370-9	chrX	42364207	42364527	+	0.000	0.000	Merged-chrX-42364370-9
Merged-chr2-59168044-17	chr2	59167829	59168247	+	0.000	0.000	Merged-chr2-59168044-17
Merged-chr19-5018848-1	chr19	5018750	5018948	+	0.000	0.000	Merged-chr19-5018848-1
Merged-chr10-12806040-40	chr10	12805805	12806219	+	0.000	0.000	Merged-chr10-12806040-40
Merged-chr16-57572005-26	chr16	57571750	57572310	+	0.000	0.000	Merged-chr16-57572005-26
Merged-chr10-13982392-2	chr10	13982270	13982517	+	0.000	0.000	Merged-chr10-13982392-2
Merged-chr16-91061778-38	chr16	91061582	91062042	+	0.000	0.000	Merged-chr16-91061778-38
Merged-chr13-44799264-1	chr13	44799166	44799364	+	0.000	0.000	Merged-chr13-44799264-1
Merged-chr6-94699303-3	chr6	94699188	94699418	+	0.000	0.000	Merged-chr6-94699303-3
Merged-chr2-71051882-1	chr2	71051784	71051982	+	0.000	0.000	Merged-chr2-71051882-1
Merged-chr2-131488945-1	chr2	131488847	131489045	+	0.000	0.000	Merged-chr2-131488945-1
Merged-chr15-25623835-1	chr15	25623737	25623935	+	0.000	0.000	Merged-chr15-25623835-1
Merged-chr4-106786398-2	chr4	106786284	106786514	+	0.000	0.000	Merged-chr4-106786398-2
Merged-chrX-42557488-6	chrX	42557350	42557634	+	0.000	0.000	Merged-chrX-42557488-6
Merged-chr12-98833494-13	chr12	98833207	98833718	+	0.000	0.000	Merged-chr12-98833494-13
Merged-chr12-80069261-23	chr12	80068936	80069465	+	0.000	0.000	Merged-chr12-80069261-23
Merged-chr17-47150762-7	chr17	47150592	47150946	+	0.000	0.000	Merged-chr17-47150762-7
Merged-chr6-94555106-40	chr6	94554637	94555693	+	0.000	0.000	Merged-chr6-94555106-40
Merged-chr14-44990604-1	chr14	44990506	44990704	+	0.000	0.000	Merged-chr14-44990604-1
Merged-chr13-44800110-59	chr13	44799769	44800387	+	0.000	0.000	Merged-chr13-44800110-59
Merged-chr4-150566221-49	chr4	150565981	150566447	+	0.000	0.000	Merged-chr4-150566221-49
Merged-chr7-83671717-3	chr7	83671586	83671861	+	0.000	0.000	Merged-chr7-83671717-3
Merged-chr19-4099401-31	chr19	4099127	4099883	+	0.000	0.000	Merged-chr19-4099401-31
Merged-chr14-101461025-37	chr14	101460746	101461252	+	0.000	0.000	Merged-chr14-101461025-37
Merged-chr7-51859551-1	chr7	51859453	51859651	+	0.000	0.000	Merged-chr7-51859551-1
Merged-chr11-100860985-2	chr11	100860887	100861085	+	0.000	0.000	Merged-chr11-100860985-2
Merged-chr1-156667693-16	chr1	156667455	156667894	+	0.000	0.000	Merged-chr1-156667693-16
Merged-chr7-19824278-64	chr7	19823979	19824635	+	0.000	0.000	Merged-chr7-19824278-64
Merged-chr1-155223277-24	chr1	155223099	155223460	+	0.000	0.000	Merged-chr1-155223277-24
Merged-chr11-116012098-1	chr11	116012000	116012198	+	0.000	0.000	Merged-chr11-116012098-1
Merged-chr2-135843653-2	chr2	135843515	135843794	+	0.000	0.000	Merged-chr2-135843653-2
Merged-chr16-32419758-44	chr16	32419567	32419981	+	0.000	0.000	Merged-chr16-32419758-44
Merged-chr6-94682365-1	chr6	94682267	94682465	+	0.000	0.000	Merged-chr6-94682365-1
Merged-chr6-125271757-35	chr6	125271545	125272096	+	0.000	0.000	Merged-chr6-125271757-35
Merged-chr1-155201490-45	chr1	155201200	155201724	+	0.000	0.000	Merged-chr1-155201490-45
Merged-chr15-66899723-44	chr15	66899339	66900056	+	0.000	0.000	Merged-chr15-66899723-44
Merged-chr3-89906356-37	chr3	89906101	89906563	+	0.000	0.000	Merged-chr3-89906356-37
Merged-chr15-76723517-65	chr15	76723045	76723982	+	0.000	0.000	Merged-chr15-76723517-65
Merged-chr1-69703794-17	chr1	69703489	69703992	+	0.000	0.000	Merged-chr1-69703794-17
Merged-chr15-93740486-1	chr15	93740388	93740586	+	0.000	0.000	Merged-chr15-93740486-1
Merged-chr11-22662312-4	chr11	22662157	22662451	+	0.000	0.000	Merged-chr11-22662312-4
Merged-chr6-145073264-3	chr6	145073134	145073390	+	0.000	0.000	Merged-chr6-145073264-3
Merged-chr7-19817599-46	chr7	19817314	19817795	+	0.000	0.000	Merged-chr7-19817599-46
Merged-chr12-85486103-52	chr12	85485863	85486497	+	0.000	0.000	Merged-chr12-85486103-52
Merged-chr2-112833809-1	chr2	112833711	112833909	+	0.000	0.000	Merged-chr2-112833809-1
Merged-chr15-53129555-9	chr15	53129432	53129707	+	0.000	0.000	Merged-chr15-53129555-9
Merged-chr15-97665672-74	chr15	97665105	97666201	+	0.000	0.000	Merged-chr15-97665672-74
Merged-chr2-172848362-2	chr2	172848199	172848527	+	0.000	0.000	Merged-chr2-172848362-2
Merged-chr2-33203595-17	chr2	33203384	33203941	+	0.000	0.000	Merged-chr2-33203595-17
Merged-chr1-155227469-2	chr1	155227366	155227575	+	0.000	0.000	Merged-chr1-155227469-2
Merged-chr6-14000243-1	chr6	14000145	14000343	+	0.000	0.000	Merged-chr6-14000243-1
Merged-chr6-59451459-1	chr6	59451361	59451559	+	0.000	0.000	Merged-chr6-59451459-1
Merged-chr19-29193940-1	chr19	29193842	29194040	+	0.000	0.000	Merged-chr19-29193940-1
Merged-chr15-97580335-5	chr15	97580187	97580586	+	0.000	0.000	Merged-chr15-97580335-5
Merged-chr9-110896831-29	chr9	110896640	110897023	+	0.000	0.000	Merged-chr9-110896831-29
Merged-chr3-106482507-31	chr3	106482300	106482759	+	0.000	0.000	Merged-chr3-106482507-31
Merged-chr2-103601590-5	chr2	103601383	103601770	+	0.000	0.000	Merged-chr2-103601590-5
Merged-chr10-96622602-7	chr10	96622504	96622702	+	0.000	0.000	Merged-chr10-96622602-7
Merged-chr6-99402547-2	chr6	99402444	99402652	+	0.000	0.000	Merged-chr6-99402547-2
Merged-chr17-35295854-5	chr17	35295657	35296037	+	0.000	0.000	Merged-chr17-35295854-5
Merged-chr1-156660698-35	chr1	156660390	156660962	+	0.000	0.000	Merged-chr1-156660698-35
Merged-chr10-14066140-19	chr10	14065885	14066362	+	0.000	0.000	Merged-chr10-14066140-19
Merged-chr11-113194847-27	chr11	113194599	113195039	+	0.000	0.000	Merged-chr11-113194847-27
Merged-chr1-113110801-1	chr1	113110703	113110901	+	0.000	0.000	Merged-chr1-113110801-1
Merged-chr3-52069313-2	chr3	52069128	52069501	+	0.000	0.000	Merged-chr3-52069313-2
Merged-chr6-94678639-1	chr6	94678541	94678739	+	0.000	0.000	Merged-chr6-94678639-1
Merged-chr13-46798338-1	chr13	46798240	46798438	+	0.000	0.000	Merged-chr13-46798338-1
Merged-chr7-127841775-106	chr7	127841328	127842092	+	0.000	0.000	Merged-chr7-127841775-106
Merged-chr6-99429138-37	chr6	99428820	99429549	+	0.000	0.000	Merged-chr6-99429138-37
Merged-chr19-5803308-79	chr19	5802716	5803753	+	0.000	0.000	Merged-chr19-5803308-79
Merged-chr10-14046177-98	chr10	14045741	14046632	+	0.000	0.000	Merged-chr10-14046177-98
Merged-chr1-164426485-2	chr1	164426342	164426631	+	0.000	0.000	Merged-chr1-164426485-2
Merged-chr15-64206221-85	chr15	64205687	64206666	+	0.000	0.000	Merged-chr15-64206221-85
Merged-chr2-32236605-69	chr2	32236254	32237057	+	0.000	0.000	Merged-chr2-32236605-69
Merged-chr12-82251542-24	chr12	82251271	82251764	+	0.000	0.000	Merged-chr12-82251542-24
Merged-chr15-76818018-57	chr15	76817642	76818411	+	0.000	0.000	Merged-chr15-76818018-57
Merged-chr11-44469765-3	chr11	44469642	44469905	+	0.000	0.000	Merged-chr11-44469765-3
Merged-chr8-120114148-66	chr8	120113835	120114381	+	0.000	0.000	Merged-chr8-120114148-66
Merged-chr15-74709474-59	chr15	74709226	74709698	+	0.000	0.000	Merged-chr15-74709474-59
Merged-chr2-135999681-5	chr2	135999481	135999862	+	0.000	0.000	Merged-chr2-135999681-5
Merged-chr11-94265551-26	chr11	94265218	94265978	+	0.000	0.000	Merged-chr11-94265551-26
Merged-chr3-55520679-39	chr3	55520222	55521112	+	0.000	0.000	Merged-chr3-55520679-39
Merged-chr1-192727187-32	chr1	192726954	192727425	+	0.000	0.000	Merged-chr1-192727187-32
Merged-chr13-41634696-29	chr13	41634524	41634931	+	0.000	0.000	Merged-chr13-41634696-29
Merged-chr10-60371779-3	chr10	60371647	60371896	+	0.000	0.000	Merged-chr10-60371779-3
Merged-chr17-32350115-11	chr17	32349938	32350312	+	0.000	0.000	Merged-chr17-32350115-11
Merged-chr8-94919490-5	chr8	94919263	94919681	+	0.000	0.000	Merged-chr8-94919490-5
Merged-chr3-159738889-1	chr3	159738791	159738989	+	0.000	0.000	Merged-chr3-159738889-1
Merged-chr2-5025454-23	chr2	5025173	5025654	+	0.000	0.000	Merged-chr2-5025454-23
Merged-chr14-120275634-49	chr14	120275365	120275951	+	0.000	0.000	Merged-chr14-120275634-49
