#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TFH_Associated--ATAC_peaks.bed all.df.numx.c5-STAT4_WT_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-STAT4_WT_Tfh_vs_WT_Tfh.up.bed
Merged-chr6-67510918-34	chr6	67510660	67511144	+	0.000	0.000	Merged-chr6-67510918-34
Merged-chr2-25365450-71	chr2	25365239	25365679	+	0.000	0.000	Merged-chr2-25365450-71
Merged-chr4-156008555-53	chr4	156008365	156008911	+	0.000	0.000	Merged-chr4-156008555-53
Merged-chr11-80474343-1	chr11	80474245	80474443	+	0.000	0.000	Merged-chr11-80474343-1
Merged-chr17-32947455-52	chr17	32947273	32947642	+	0.000	0.000	Merged-chr17-32947455-52
Merged-chr12-102369498-1	chr12	102369400	102369598	+	0.000	0.000	Merged-chr12-102369498-1
Merged-chr11-75935950-26	chr11	75935676	75936156	+	0.000	0.000	Merged-chr11-75935950-26
Merged-chr15-64213245-15	chr15	64213087	64213428	+	0.000	0.000	Merged-chr15-64213245-15
Merged-chr9-61827170-3	chr9	61827054	61827287	+	0.000	0.000	Merged-chr9-61827170-3
Merged-chr10-67096873-126	chr10	67096581	67097355	+	0.000	0.000	Merged-chr10-67096873-126
Merged-chr5-34369838-94	chr5	34369400	34370191	+	0.000	0.000	Merged-chr5-34369838-94
Merged-chr11-103809111-3	chr11	103809013	103809211	+	0.000	0.000	Merged-chr11-103809111-3
Merged-chr1-155158917-88	chr1	155158459	155159169	+	0.000	0.000	Merged-chr1-155158917-88
Merged-chr17-26009700-29	chr17	26009525	26009898	+	0.000	0.000	Merged-chr17-26009700-29
Merged-chr14-61805692-18	chr14	61805432	61806006	+	0.000	0.000	Merged-chr14-61805692-18
Merged-chr3-138876270-3	chr3	138876141	138876399	+	0.000	0.000	Merged-chr3-138876270-3
Merged-chr13-43777700-1	chr13	43777602	43777800	+	0.000	0.000	Merged-chr13-43777700-1
Merged-chr1-138560961-36	chr1	138560752	138561197	+	0.000	0.000	Merged-chr1-138560961-36
Merged-chr15-64211294-3	chr15	64211196	64211394	+	0.000	0.000	Merged-chr15-64211294-3
Merged-chr6-134020995-11	chr6	134020777	134021236	+	0.000	0.000	Merged-chr6-134020995-11
Merged-chr16-45382071-4	chr16	45381864	45382237	+	0.000	0.000	Merged-chr16-45382071-4
Merged-chr6-129230524-2	chr6	129230378	129230673	+	0.000	0.000	Merged-chr6-129230524-2
Merged-chr1-131097779-22	chr1	131097583	131098023	+	0.000	0.000	Merged-chr1-131097779-22
Merged-chr16-18406410-19	chr16	18406122	18406708	+	0.000	0.000	Merged-chr16-18406410-19
Merged-chr10-39430541-24	chr10	39430319	39430875	+	0.000	0.000	Merged-chr10-39430541-24
Merged-chr17-8226900-7	chr17	8226741	8227140	+	0.000	0.000	Merged-chr17-8226900-7
Merged-chr11-79142530-5	chr11	79142358	79142718	+	0.000	0.000	Merged-chr11-79142530-5
Merged-chr8-122273382-29	chr8	122273173	122273604	+	0.000	0.000	Merged-chr8-122273382-29
Merged-chr8-14994534-59	chr8	14993948	14994900	+	0.000	0.000	Merged-chr8-14994534-59
Merged-chr9-59291508-66	chr9	59291224	59291774	+	0.000	0.000	Merged-chr9-59291508-66
Merged-chr8-106412256-7	chr8	106412031	106412429	+	0.000	0.000	Merged-chr8-106412256-7
Merged-chr9-61679928-43	chr9	61679710	61680228	+	0.000	0.000	Merged-chr9-61679928-43
Merged-chr5-150595556-1	chr5	150595458	150595656	+	0.000	0.000	Merged-chr5-150595556-1
Merged-chrX-12005261-5	chrX	12005100	12005435	+	0.000	0.000	Merged-chrX-12005261-5
Merged-chr7-4658968-69	chr7	4658614	4659213	+	0.000	0.000	Merged-chr7-4658968-69
Merged-chr13-9354010-25	chr13	9353813	9354214	+	0.000	0.000	Merged-chr13-9354010-25
Merged-chr9-118700946-3	chr9	118700796	118701122	+	0.000	0.000	Merged-chr9-118700946-3
Merged-chr11-77372347-7	chr11	77372194	77372510	+	0.000	0.000	Merged-chr11-77372347-7
Merged-chr1-36921922-6	chr1	36921659	36922131	+	0.000	0.000	Merged-chr1-36921922-6
Merged-chr8-119441018-36	chr8	119440691	119441289	+	0.000	0.000	Merged-chr8-119441018-36
Merged-chrX-42500778-7	chrX	42500632	42500958	+	0.000	0.000	Merged-chrX-42500778-7
Merged-chr16-30768105-2	chr16	30767961	30768252	+	0.000	0.000	Merged-chr16-30768105-2
Merged-chr1-138585695-6	chr1	138585495	138585845	+	0.000	0.000	Merged-chr1-138585695-6
Merged-chr11-22739134-3	chr11	22738943	22739281	+	0.000	0.000	Merged-chr11-22739134-3
Merged-chr11-29433069-1	chr11	29432971	29433169	+	0.000	0.000	Merged-chr11-29433069-1
Merged-chr2-33206193-4	chr2	33206046	33206348	+	0.000	0.000	Merged-chr2-33206193-4
Merged-chr10-96634736-7	chr10	96634415	96635004	+	0.000	0.000	Merged-chr10-96634736-7
Merged-chr15-12268204-21	chr15	12267923	12268474	+	0.000	0.000	Merged-chr15-12268204-21
Merged-chr2-170183975-1	chr2	170183877	170184075	+	0.000	0.000	Merged-chr2-170183975-1
Merged-chr7-80860752-81	chr7	80860561	80861122	+	0.000	0.000	Merged-chr7-80860752-81
Merged-chr5-65764429-153	chr5	65763767	65765209	+	0.000	0.000	Merged-chr5-65764429-153
Merged-chr3-89727230-25	chr3	89727058	89727449	+	0.000	0.000	Merged-chr3-89727230-25
Merged-chr2-75069533-44	chr2	75069285	75069838	+	0.000	0.000	Merged-chr2-75069533-44
Merged-chr12-85280315-60	chr12	85279980	85280591	+	0.000	0.000	Merged-chr12-85280315-60
Merged-chr10-13968250-6	chr10	13968087	13968432	+	0.000	0.000	Merged-chr10-13968250-6
Merged-chr12-55820347-2	chr12	55820249	55820447	+	0.000	0.000	Merged-chr12-55820347-2
Merged-chr4-63943077-12	chr4	63942870	63943414	+	0.000	0.000	Merged-chr4-63943077-12
Merged-chr3-130932446-30	chr3	130932216	130932642	+	0.000	0.000	Merged-chr3-130932446-30
Merged-chr4-11015435-4	chr4	11015300	11015581	+	0.000	0.000	Merged-chr4-11015435-4
Merged-chr3-37421110-3	chr3	37420838	37421361	+	0.000	0.000	Merged-chr3-37421110-3
Merged-chr1-105498636-1	chr1	105498538	105498736	+	0.000	0.000	Merged-chr1-105498636-1
Merged-chr6-99270140-8	chr6	99269961	99270336	+	0.000	0.000	Merged-chr6-99270140-8
Merged-chr4-155066874-90	chr4	155066563	155067296	+	0.000	0.000	Merged-chr4-155066874-90
Merged-chr7-142966626-1	chr7	142966528	142966726	+	0.000	0.000	Merged-chr7-142966626-1
Merged-chr10-81257726-38	chr10	81257264	81258062	+	0.000	0.000	Merged-chr10-81257726-38
Merged-chr15-41789101-130	chr15	41788492	41789363	+	0.000	0.000	Merged-chr15-41789101-130
Merged-chr11-20741434-157	chr11	20741091	20741807	+	0.000	0.000	Merged-chr11-20741434-157
Merged-chr6-116131973-10	chr6	116131842	116132128	+	0.000	0.000	Merged-chr6-116131973-10
Merged-chr11-109375148-3	chr11	109375010	109375295	+	0.000	0.000	Merged-chr11-109375148-3
Merged-chr9-108263764-60	chr9	108263531	108264032	+	0.000	0.000	Merged-chr9-108263764-60
Merged-chr6-125244741-5	chr6	125244596	125244864	+	0.000	0.000	Merged-chr6-125244741-5
Merged-chr2-18996923-12	chr2	18996698	18997163	+	0.000	0.000	Merged-chr2-18996923-12
Merged-chr11-116012659-52	chr11	116012306	116012978	+	0.000	0.000	Merged-chr11-116012659-52
Merged-chr9-61671176-5	chr9	61670915	61671355	+	0.000	0.000	Merged-chr9-61671176-5
Merged-chr12-28634627-1	chr12	28634529	28634727	+	0.000	0.000	Merged-chr12-28634627-1
Merged-chr16-77017999-2	chr16	77017888	77018113	+	0.000	0.000	Merged-chr16-77017999-2
Merged-chr3-88483869-13	chr3	88483665	88484065	+	0.000	0.000	Merged-chr3-88483869-13
Merged-chr9-44562997-28	chr9	44562622	44563304	+	0.000	0.000	Merged-chr9-44562997-28
Merged-chr16-23990093-2	chr16	23989994	23990194	+	0.000	0.000	Merged-chr16-23990093-2
Merged-chr8-79161716-60	chr8	79161373	79162151	+	0.000	0.000	Merged-chr8-79161716-60
Merged-chr11-115603871-66	chr11	115603565	115604143	+	0.000	0.000	Merged-chr11-115603871-66
Merged-chr16-94290109-67	chr16	94289564	94290541	+	0.000	0.000	Merged-chr16-94290109-67
Merged-chr13-58385617-1	chr13	58385519	58385717	+	0.000	0.000	Merged-chr13-58385617-1
Merged-chr7-101071323-36	chr7	101070997	101071865	+	0.000	0.000	Merged-chr7-101071323-36
Merged-chr5-122235047-97	chr5	122234322	122235639	+	0.000	0.000	Merged-chr5-122235047-97
Merged-chr11-69417885-4	chr11	69417675	69418165	+	0.000	0.000	Merged-chr11-69417885-4
Merged-chr15-99333202-49	chr15	99332951	99333481	+	0.000	0.000	Merged-chr15-99333202-49
Merged-chr10-68277544-1	chr10	68277446	68277644	+	0.000	0.000	Merged-chr10-68277544-1
Merged-chr9-21852740-52	chr9	21852500	21852951	+	0.000	0.000	Merged-chr9-21852740-52
Merged-chr14-61770099-34	chr14	61769836	61770492	+	0.000	0.000	Merged-chr14-61770099-34
Merged-chrX-169979163-27	chrX	169978799	169979469	+	0.000	0.000	Merged-chrX-169979163-27
Merged-chr15-27564399-10	chr15	27564165	27564546	+	0.000	0.000	Merged-chr15-27564399-10
Merged-chr11-54936551-30	chr11	54936067	54936944	+	0.000	0.000	Merged-chr11-54936551-30
Merged-chr12-117480283-1	chr12	117480185	117480383	+	0.000	0.000	Merged-chr12-117480283-1
Merged-chr9-106882262-1	chr9	106882164	106882362	+	0.000	0.000	Merged-chr9-106882262-1
Merged-chr5-65869699-1	chr5	65869601	65869799	+	0.000	0.000	Merged-chr5-65869699-1
Merged-chr15-59019141-20	chr15	59018813	59019380	+	0.000	0.000	Merged-chr15-59019141-20
Merged-chr16-35869380-49	chr16	35869108	35869715	+	0.000	0.000	Merged-chr16-35869380-49
Merged-chr16-33371009-21	chr16	33370735	33371215	+	0.000	0.000	Merged-chr16-33371009-21
Merged-chr1-64104949-20	chr1	64104677	64105359	+	0.000	0.000	Merged-chr1-64104949-20
Merged-chr3-52048299-17	chr3	52048066	52048459	+	0.000	0.000	Merged-chr3-52048299-17
Merged-chr15-36517945-17	chr15	36517774	36518147	+	0.000	0.000	Merged-chr15-36517945-17
Merged-chr8-84223534-1	chr8	84223436	84223634	+	0.000	0.000	Merged-chr8-84223534-1
Merged-chr19-29253972-33	chr19	29253697	29254158	+	0.000	0.000	Merged-chr19-29253972-33
Merged-chr11-68973679-52	chr11	68973483	68973990	+	0.000	0.000	Merged-chr11-68973679-52
Merged-chr11-113785541-1	chr11	113785443	113785641	+	0.000	0.000	Merged-chr11-113785541-1
Merged-chr2-170132015-1	chr2	170131917	170132115	+	0.000	0.000	Merged-chr2-170132015-1
Merged-chr15-27827084-13	chr15	27826868	27827284	+	0.000	0.000	Merged-chr15-27827084-13
Merged-chr12-8359734-34	chr12	8359429	8359921	+	0.000	0.000	Merged-chr12-8359734-34
Merged-chr1-40033526-12	chr1	40033319	40033726	+	0.000	0.000	Merged-chr1-40033526-12
Merged-chr15-53344767-1	chr15	53344669	53344867	+	0.000	0.000	Merged-chr15-53344767-1
Merged-chr8-111562609-2	chr8	111562493	111562727	+	0.000	0.000	Merged-chr8-111562609-2
Merged-chr8-70610135-145	chr8	70609419	70610872	+	0.000	0.000	Merged-chr8-70610135-145
Merged-chr1-182340410-9	chr1	182340213	182340656	+	0.000	0.000	Merged-chr1-182340410-9
Merged-chr2-91976155-25	chr2	91975746	91976527	+	0.000	0.000	Merged-chr2-91976155-25
Merged-chr9-55807553-3	chr9	55807389	55807687	+	0.000	0.000	Merged-chr9-55807553-3
Merged-chr3-126693084-1	chr3	126692986	126693184	+	0.000	0.000	Merged-chr3-126693084-1
Merged-chr14-121914815-1	chr14	121914717	121914915	+	0.000	0.000	Merged-chr14-121914815-1
Merged-chr11-6546769-84	chr11	6546433	6547101	+	0.000	0.000	Merged-chr11-6546769-84
Merged-chr1-72284360-53	chr1	72284138	72284575	+	0.000	0.000	Merged-chr1-72284360-53
Merged-chr5-92312461-16	chr5	92312277	92312668	+	0.000	0.000	Merged-chr5-92312461-16
Merged-chr13-30186492-12	chr13	30186306	30186786	+	0.000	0.000	Merged-chr13-30186492-12
Merged-chr15-53312552-7	chr15	53312353	53312695	+	0.000	0.000	Merged-chr15-53312552-7
Merged-chr2-181837910-46	chr2	181837633	181838211	+	0.000	0.000	Merged-chr2-181837910-46
Merged-chr10-75643156-15	chr10	75642966	75643363	+	0.000	0.000	Merged-chr10-75643156-15
Merged-chr16-5013441-63	chr16	5013165	5013664	+	0.000	0.000	Merged-chr16-5013441-63
Merged-chr10-53597724-2	chr10	53597544	53597907	+	0.000	0.000	Merged-chr10-53597724-2
Merged-chr14-21101763-12	chr14	21101498	21101942	+	0.000	0.000	Merged-chr14-21101763-12
Merged-chr11-60108451-2	chr11	60108353	60108551	+	0.000	0.000	Merged-chr11-60108451-2
Merged-chr3-87764209-5	chr3	87763976	87764441	+	0.000	0.000	Merged-chr3-87764209-5
Merged-chr9-71837773-1	chr9	71837675	71837873	+	0.000	0.000	Merged-chr9-71837773-1
Merged-chr3-95652031-1	chr3	95651933	95652131	+	0.000	0.000	Merged-chr3-95652031-1
Merged-chr12-113187707-36	chr12	113187449	113187889	+	0.000	0.000	Merged-chr12-113187707-36
Merged-chr9-107580743-57	chr9	107580474	107580998	+	0.000	0.000	Merged-chr9-107580743-57
Merged-chr1-134560564-90	chr1	134560010	134561017	+	0.000	0.000	Merged-chr1-134560564-90
Merged-chr13-43778178-5	chr13	43777891	43778403	+	0.000	0.000	Merged-chr13-43778178-5
Merged-chr11-119339874-18	chr11	119339613	119340113	+	0.000	0.000	Merged-chr11-119339874-18
Merged-chr2-160740993-22	chr2	160740744	160741194	+	0.000	0.000	Merged-chr2-160740993-22
Merged-chr17-84148977-32	chr17	84148808	84149291	+	0.000	0.000	Merged-chr17-84148977-32
Merged-chr3-95659542-11	chr3	95659327	95659713	+	0.000	0.000	Merged-chr3-95659542-11
Merged-chr19-40232056-31	chr19	40231823	40232327	+	0.000	0.000	Merged-chr19-40232056-31
Merged-chr7-128690319-14	chr7	128690152	128690494	+	0.000	0.000	Merged-chr7-128690319-14
Merged-chr2-91070387-59	chr2	91070079	91070700	+	0.000	0.000	Merged-chr2-91070387-59
Merged-chr16-76330706-5	chr16	76330573	76330851	+	0.000	0.000	Merged-chr16-76330706-5
Merged-chr14-57719476-1	chr14	57719378	57719576	+	0.000	0.000	Merged-chr14-57719476-1
Merged-chr1-171827855-20	chr1	171827543	171828093	+	0.000	0.000	Merged-chr1-171827855-20
Merged-chrY-90738694-13	chrY	90738592	90738831	+	0.000	0.000	Merged-chrY-90738694-13
Merged-chr5-146824723-50	chr5	146824383	146824944	+	0.000	0.000	Merged-chr5-146824723-50
Merged-chr2-71002742-5	chr2	71002608	71002877	+	0.000	0.000	Merged-chr2-71002742-5
Merged-chr9-20868781-38	chr9	20868411	20869154	+	0.000	0.000	Merged-chr9-20868781-38
Merged-chr10-19934283-96	chr10	19933853	19934575	+	0.000	0.000	Merged-chr10-19934283-96
Merged-chr4-106883409-11	chr4	106883233	106883619	+	0.000	0.000	Merged-chr4-106883409-11
Merged-chr19-12472166-33	chr19	12471950	12472448	+	0.000	0.000	Merged-chr19-12472166-33
Merged-chr2-117338190-1	chr2	117338092	117338290	+	0.000	0.000	Merged-chr2-117338190-1
Merged-chr7-143464012-1	chr7	143463914	143464112	+	0.000	0.000	Merged-chr7-143464012-1
Merged-chr2-163299110-16	chr2	163298772	163299308	+	0.000	0.000	Merged-chr2-163299110-16
Merged-chr2-61453921-1	chr2	61453823	61454021	+	0.000	0.000	Merged-chr2-61453921-1
Merged-chr12-3283135-27	chr12	3282907	3283365	+	0.000	0.000	Merged-chr12-3283135-27
Merged-chr12-80115734-50	chr12	80115536	80115970	+	0.000	0.000	Merged-chr12-80115734-50
Merged-chr10-94917729-28	chr10	94917355	94918318	+	0.000	0.000	Merged-chr10-94917729-28
Merged-chr13-117289795-31	chr13	117289547	117290063	+	0.000	0.000	Merged-chr13-117289795-31
Merged-chr14-10368196-11	chr14	10368048	10368339	+	0.000	0.000	Merged-chr14-10368196-11
Merged-chr2-59440647-15	chr2	59440443	59440868	+	0.000	0.000	Merged-chr2-59440647-15
Merged-chr15-12578540-2	chr15	12578420	12578662	+	0.000	0.000	Merged-chr15-12578540-2
Merged-chr18-79003729-2	chr18	79003569	79003891	+	0.000	0.000	Merged-chr18-79003729-2
Merged-chr9-56135710-8	chr9	56135510	56135944	+	0.000	0.000	Merged-chr9-56135710-8
Merged-chr11-115708587-76	chr11	115708046	115708927	+	0.000	0.000	Merged-chr11-115708587-76
Merged-chr3-9512516-14	chr3	9512189	9512949	+	0.000	0.000	Merged-chr3-9512516-14
Merged-chr14-52008925-52	chr14	52008617	52009198	+	0.000	0.000	Merged-chr14-52008925-52
Merged-chr19-43917229-61	chr19	43916991	43917552	+	0.000	0.000	Merged-chr19-43917229-61
Merged-chr19-57327761-18	chr19	57327531	57328013	+	0.000	0.000	Merged-chr19-57327761-18
Merged-chr17-24426748-47	chr17	24426548	24427043	+	0.000	0.000	Merged-chr17-24426748-47
Merged-chr3-101085208-1	chr3	101085110	101085308	+	0.000	0.000	Merged-chr3-101085208-1
Merged-chr8-9977855-46	chr8	9977600	9978196	+	0.000	0.000	Merged-chr8-9977855-46
Merged-chr10-14058867-1	chr10	14058769	14058967	+	0.000	0.000	Merged-chr10-14058867-1
Merged-chr8-101921114-1	chr8	101921016	101921214	+	0.000	0.000	Merged-chr8-101921114-1
Merged-chr19-40821418-1	chr19	40821320	40821518	+	0.000	0.000	Merged-chr19-40821418-1
Merged-chr13-9276872-75	chr13	9276526	9277272	+	0.000	0.000	Merged-chr13-9276872-75
Merged-chr4-138325997-97	chr4	138325525	138326575	+	0.000	0.000	Merged-chr4-138325997-97
Merged-chr9-14171965-37	chr9	14171683	14172314	+	0.000	0.000	Merged-chr9-14171965-37
Merged-chr9-70485119-27	chr9	70484692	70485501	+	0.000	0.000	Merged-chr9-70485119-27
Merged-chr12-82203383-15	chr12	82203126	82203566	+	0.000	0.000	Merged-chr12-82203383-15
Merged-chr8-84908616-54	chr8	84908382	84908840	+	0.000	0.000	Merged-chr8-84908616-54
Merged-chr9-61384765-16	chr9	61384568	61385009	+	0.000	0.000	Merged-chr9-61384765-16
Merged-chr5-31279559-18	chr5	31279270	31279794	+	0.000	0.000	Merged-chr5-31279559-18
Merged-chr12-103368122-22	chr12	103367858	103368393	+	0.000	0.000	Merged-chr12-103368122-22
Merged-chr3-126636640-1	chr3	126636542	126636740	+	0.000	0.000	Merged-chr3-126636640-1
Merged-chr16-96126914-2	chr16	96126776	96127054	+	0.000	0.000	Merged-chr16-96126914-2
Merged-chr4-102955684-33	chr4	102955507	102955903	+	0.000	0.000	Merged-chr4-102955684-33
Merged-chr8-88175492-13	chr8	88175292	88175660	+	0.000	0.000	Merged-chr8-88175492-13
Merged-chr1-180215191-30	chr1	180214964	180215399	+	0.000	0.000	Merged-chr1-180215191-30
Merged-chr11-4319663-56	chr11	4319385	4319960	+	0.000	0.000	Merged-chr11-4319663-56
Merged-chr11-75472911-35	chr11	75472703	75473131	+	0.000	0.000	Merged-chr11-75472911-35
Merged-chr11-90307207-17	chr11	90306973	90307456	+	0.000	0.000	Merged-chr11-90307207-17
Merged-chr13-55513377-73	chr13	55513081	55513708	+	0.000	0.000	Merged-chr13-55513377-73
Merged-chr4-138028832-1	chr4	138028734	138028932	+	0.000	0.000	Merged-chr4-138028832-1
Merged-chr19-5406821-115	chr19	5406405	5407085	+	0.000	0.000	Merged-chr19-5406821-115
Merged-chr1-128832499-81	chr1	128832182	128832831	+	0.000	0.000	Merged-chr1-128832499-81
Merged-chr8-61517791-23	chr8	61517541	61518001	+	0.000	0.000	Merged-chr8-61517791-23
Merged-chr13-43769048-23	chr13	43768788	43769324	+	0.000	0.000	Merged-chr13-43769048-23
Merged-chr1-52726970-124	chr1	52726705	52727380	+	0.000	0.000	Merged-chr1-52726970-124
Merged-chr7-128376440-37	chr7	128376165	128376622	+	0.000	0.000	Merged-chr7-128376440-37
Merged-chr1-82820383-4	chr1	82820198	82820588	+	0.000	0.000	Merged-chr1-82820383-4
Merged-chr11-88864546-48	chr11	88864274	88864770	+	0.000	0.000	Merged-chr11-88864546-48
Merged-chr11-88693086-1	chr11	88692988	88693186	+	0.000	0.000	Merged-chr11-88693086-1
Merged-chr1-171917626-52	chr1	171917265	171917945	+	0.000	0.000	Merged-chr1-171917626-52
Merged-chr2-59338660-28	chr2	59338465	59339009	+	0.000	0.000	Merged-chr2-59338660-28
Merged-chr19-5024003-73	chr19	5023776	5024275	+	0.000	0.000	Merged-chr19-5024003-73
Merged-chr6-67532380-20	chr6	67532216	67532611	+	0.000	0.000	Merged-chr6-67532380-20
Merged-chr17-28702869-12	chr17	28702653	28703146	+	0.000	0.000	Merged-chr17-28702869-12
Merged-chr5-100635444-18	chr5	100635204	100635786	+	0.000	0.000	Merged-chr5-100635444-18
Merged-chr11-78678960-17	chr11	78678758	78679208	+	0.000	0.000	Merged-chr11-78678960-17
Merged-chr7-83649000-10	chr7	83648668	83649196	+	0.000	0.000	Merged-chr7-83649000-10
Merged-chr12-69513488-22	chr12	69513230	69513684	+	0.000	0.000	Merged-chr12-69513488-22
Merged-chr12-3886470-4	chr12	3886308	3886635	+	0.000	0.000	Merged-chr12-3886470-4
Merged-chr9-61827917-16	chr9	61827740	61828120	+	0.000	0.000	Merged-chr9-61827917-16
Merged-chr6-73249266-1	chr6	73249168	73249366	+	0.000	0.000	Merged-chr6-73249266-1
Merged-chr10-78458040-65	chr10	78457749	78458245	+	0.000	0.000	Merged-chr10-78458040-65
Merged-chr5-65113500-21	chr5	65113319	65113702	+	0.000	0.000	Merged-chr5-65113500-21
Merged-chr16-33708965-6	chr16	33708800	33709150	+	0.000	0.000	Merged-chr16-33708965-6
Merged-chr4-149308329-1	chr4	149308231	149308429	+	0.000	0.000	Merged-chr4-149308329-1
Merged-chr11-117127577-3	chr11	117127425	117127727	+	0.000	0.000	Merged-chr11-117127577-3
Merged-chr15-64382690-41	chr15	64382215	64383010	+	0.000	0.000	Merged-chr15-64382690-41
Merged-chr11-113165385-7	chr11	113165247	113165551	+	0.000	0.000	Merged-chr11-113165385-7
Merged-chr14-54259345-44	chr14	54259062	54259589	+	0.000	0.000	Merged-chr14-54259345-44
Merged-chr11-52224357-50	chr11	52224032	52224648	+	0.000	0.000	Merged-chr11-52224357-50
Merged-chr3-101110048-73	chr3	101109615	101110519	+	0.000	0.000	Merged-chr3-101110048-73
Merged-chr9-83145628-1	chr9	83145530	83145728	+	0.000	0.000	Merged-chr9-83145628-1
Merged-chr13-28833525-21	chr13	28833245	28833770	+	0.000	0.000	Merged-chr13-28833525-21
Merged-chr11-22842055-1	chr11	22841957	22842155	+	0.000	0.000	Merged-chr11-22842055-1
Merged-chr16-90312588-7	chr16	90312403	90312810	+	0.000	0.000	Merged-chr16-90312588-7
Merged-chr11-102407562-21	chr11	102407363	102407799	+	0.000	0.000	Merged-chr11-102407562-21
Merged-chr1-40210867-7	chr1	40210620	40211023	+	0.000	0.000	Merged-chr1-40210867-7
Merged-chr11-22839667-4	chr11	22839542	22839815	+	0.000	0.000	Merged-chr11-22839667-4
Merged-chr9-101076730-24	chr9	101076501	101077066	+	0.000	0.000	Merged-chr9-101076730-24
Merged-chr11-4340171-6	chr11	4340005	4340448	+	0.000	0.000	Merged-chr11-4340171-6
Merged-chr16-36057150-3	chr16	36057052	36057250	+	0.000	0.000	Merged-chr16-36057150-3
Merged-chr12-36406215-5	chr12	36406083	36406334	+	0.000	0.000	Merged-chr12-36406215-5
Merged-chr10-18191943-2	chr10	18191831	18192057	+	0.000	0.000	Merged-chr10-18191943-2
Merged-chr10-84577519-1	chr10	84577421	84577619	+	0.000	0.000	Merged-chr10-84577519-1
Merged-chr13-95122847-5	chr13	95122732	95122963	+	0.000	0.000	Merged-chr13-95122847-5
Merged-chr1-52754097-20	chr1	52753941	52754255	+	0.000	0.000	Merged-chr1-52754097-20
Merged-chr5-54030727-3	chr5	54030593	54030866	+	0.000	0.000	Merged-chr5-54030727-3
Merged-chr17-83364959-1	chr17	83364861	83365059	+	0.000	0.000	Merged-chr17-83364959-1
Merged-chr2-120561719-10	chr2	120561544	120561953	+	0.000	0.000	Merged-chr2-120561719-10
Merged-chr14-101478839-3	chr14	101478693	101478967	+	0.000	0.000	Merged-chr14-101478839-3
Merged-chr19-53904120-5	chr19	53903971	53904252	+	0.000	0.000	Merged-chr19-53904120-5
