#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_III--ATAC_peaks.bed all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1.dn.bed
Merged-chr11-48874732-31	chr11	48874556	48874906	+	0.000	0.000	Merged-chr11-48874732-31
Merged-chr8-61410967-8	chr8	61410783	61411160	+	0.000	0.000	Merged-chr8-61410967-8
Merged-chr12-51971209-64	chr12	51970972	51971496	+	0.000	0.000	Merged-chr12-51971209-64
Merged-chr17-73822361-73	chr17	73822078	73822832	+	0.000	0.000	Merged-chr17-73822361-73
Merged-chr12-105069151-33	chr12	105068937	105069331	+	0.000	0.000	Merged-chr12-105069151-33
Merged-chr10-19194844-5	chr10	19194674	19194991	+	0.000	0.000	Merged-chr10-19194844-5
Merged-chr10-88826786-54	chr10	88826532	88827024	+	0.000	0.000	Merged-chr10-88826786-54
Merged-chr17-7902591-16	chr17	7902400	7902757	+	0.000	0.000	Merged-chr17-7902591-16
Merged-chr6-145250031-133	chr6	145249793	145250581	+	0.000	0.000	Merged-chr6-145250031-133
Merged-chr2-77237632-1	chr2	77237534	77237732	+	0.000	0.000	Merged-chr2-77237632-1
Merged-chr7-101113675-14	chr7	101113519	101113843	+	0.000	0.000	Merged-chr7-101113675-14
Merged-chr19-6871176-1	chr19	6871078	6871276	+	0.000	0.000	Merged-chr19-6871176-1
Merged-chr16-10542495-1	chr16	10542397	10542595	+	0.000	0.000	Merged-chr16-10542495-1
Merged-chr13-43365585-65	chr13	43365342	43365797	+	0.000	0.000	Merged-chr13-43365585-65
Merged-chr17-57194359-63	chr17	57194093	57194625	+	0.000	0.000	Merged-chr17-57194359-63
Merged-chr1-189914553-1	chr1	189914455	189914653	+	0.000	0.000	Merged-chr1-189914553-1
Merged-chr16-10541856-1	chr16	10541758	10541956	+	0.000	0.000	Merged-chr16-10541856-1
Merged-chr2-77343867-1	chr2	77343769	77343967	+	0.000	0.000	Merged-chr2-77343867-1
Merged-chr3-32529586-54	chr3	32529376	32529876	+	0.000	0.000	Merged-chr3-32529586-54
Merged-chr17-80718439-9	chr17	80718228	80718605	+	0.000	0.000	Merged-chr17-80718439-9
Merged-chr7-143626402-10	chr7	143626229	143626600	+	0.000	0.000	Merged-chr7-143626402-10
Merged-chr12-108635835-63	chr12	108635474	108636181	+	0.000	0.000	Merged-chr12-108635835-63
Merged-chr9-58260783-1	chr9	58260685	58260883	+	0.000	0.000	Merged-chr9-58260783-1
Merged-chr13-51837530-7	chr13	51837351	51837705	+	0.000	0.000	Merged-chr13-51837530-7
Merged-chr4-19534930-1	chr4	19534832	19535030	+	0.000	0.000	Merged-chr4-19534930-1
Merged-chr1-189886675-1	chr1	189886577	189886775	+	0.000	0.000	Merged-chr1-189886675-1
Merged-chr8-88633560-31	chr8	88633396	88633832	+	0.000	0.000	Merged-chr8-88633560-31
Merged-chr1-189867201-52	chr1	189866905	189867498	+	0.000	0.000	Merged-chr1-189867201-52
Merged-chr6-144182833-5	chr6	144182636	144183105	+	0.000	0.000	Merged-chr6-144182833-5
Merged-chr5-64884025-32	chr5	64883559	64884525	+	0.000	0.000	Merged-chr5-64884025-32
Merged-chr11-79366434-5	chr11	79366291	79366570	+	0.000	0.000	Merged-chr11-79366434-5
Merged-chr9-108597519-47	chr9	108597309	108597775	+	0.000	0.000	Merged-chr9-108597519-47
Merged-chr6-143868417-58	chr6	143868153	143868796	+	0.000	0.000	Merged-chr6-143868417-58
Merged-chr15-100182935-17	chr15	100182740	100183075	+	0.000	0.000	Merged-chr15-100182935-17
Merged-chrX-75758392-2	chrX	75758294	75758492	+	0.000	0.000	Merged-chrX-75758392-2
Merged-chr5-105700330-116	chr5	105700142	105700563	+	0.000	0.000	Merged-chr5-105700330-116
Merged-chr9-14276046-105	chr9	14275743	14276454	+	0.000	0.000	Merged-chr9-14276046-105
Merged-chr18-77065454-126	chr18	77064815	77066235	+	0.000	0.000	Merged-chr18-77065454-126
Merged-chr11-4458652-13	chr11	4458416	4458901	+	0.000	0.000	Merged-chr11-4458652-13
Merged-chr8-61436904-17	chr8	61436499	61437219	+	0.000	0.000	Merged-chr8-61436904-17
Merged-chr7-19322692-6	chr7	19322554	19322833	+	0.000	0.000	Merged-chr7-19322692-6
Merged-chr15-76577573-14	chr15	76577349	76577747	+	0.000	0.000	Merged-chr15-76577573-14
Merged-chr8-122315135-21	chr8	122314783	122315357	+	0.000	0.000	Merged-chr8-122315135-21
Merged-chr5-105830814-9	chr5	105830651	105830956	+	0.000	0.000	Merged-chr5-105830814-9
Merged-chr16-33056487-79	chr16	33056257	33056767	+	0.000	0.000	Merged-chr16-33056487-79
Merged-chr17-24850341-72	chr17	24850182	24850530	+	0.000	0.000	Merged-chr17-24850341-72
Merged-chr17-46711587-54	chr17	46711220	46712160	+	0.000	0.000	Merged-chr17-46711587-54
Merged-chr10-19127789-28	chr10	19127517	19128093	+	0.000	0.000	Merged-chr10-19127789-28
Merged-chr18-24185730-3	chr18	24185605	24185883	+	0.000	0.000	Merged-chr18-24185730-3
Merged-chr1-23924181-63	chr1	23923849	23924377	+	0.000	0.000	Merged-chr1-23924181-63
Merged-chr16-36098019-14	chr16	36097893	36098180	+	0.000	0.000	Merged-chr16-36098019-14
Merged-chr10-42860509-74	chr10	42860309	42860696	+	0.000	0.000	Merged-chr10-42860509-74
Merged-chr14-54894079-64	chr14	54893794	54894366	+	0.000	0.000	Merged-chr14-54894079-64
Merged-chr15-85977213-11	chr15	85976953	85977411	+	0.000	0.000	Merged-chr15-85977213-11
Merged-chr6-121238480-29	chr6	121238276	121238711	+	0.000	0.000	Merged-chr6-121238480-29
Merged-chr7-109519201-65	chr7	109518832	109519639	+	0.000	0.000	Merged-chr7-109519201-65
Merged-chr10-118884259-20	chr10	118884135	118884419	+	0.000	0.000	Merged-chr10-118884259-20
Merged-chr1-71576890-29	chr1	71576511	71577156	+	0.000	0.000	Merged-chr1-71576890-29
Merged-chr14-122796739-2	chr14	122796631	122796849	+	0.000	0.000	Merged-chr14-122796739-2
Merged-chr10-95017083-8	chr10	95016940	95017247	+	0.000	0.000	Merged-chr10-95017083-8
Merged-chr5-75660426-1	chr5	75660328	75660526	+	0.000	0.000	Merged-chr5-75660426-1
Merged-chr7-132659827-1	chr7	132659729	132659927	+	0.000	0.000	Merged-chr7-132659827-1
Merged-chr12-113230196-1	chr12	113230098	113230296	+	0.000	0.000	Merged-chr12-113230196-1
Merged-chr10-127655253-25	chr10	127655027	127655460	+	0.000	0.000	Merged-chr10-127655253-25
Merged-chr4-123420742-15	chr4	123420525	123420907	+	0.000	0.000	Merged-chr4-123420742-15
Merged-chr4-134496951-35	chr4	134496304	134497347	+	0.000	0.000	Merged-chr4-134496951-35
Merged-chr11-33162343-10	chr11	33162176	33162539	+	0.000	0.000	Merged-chr11-33162343-10
Merged-chr17-73814943-62	chr17	73814577	73815198	+	0.000	0.000	Merged-chr17-73814943-62
Merged-chr5-105662982-20	chr5	105662771	105663153	+	0.000	0.000	Merged-chr5-105662982-20
Merged-chr7-101060728-39	chr7	101060364	101061186	+	0.000	0.000	Merged-chr7-101060728-39
Merged-chr17-83397749-53	chr17	83397516	83397933	+	0.000	0.000	Merged-chr17-83397749-53
Merged-chr1-173451146-1	chr1	173451048	173451246	+	0.000	0.000	Merged-chr1-173451146-1
Merged-chr9-48983879-1	chr9	48983781	48983979	+	0.000	0.000	Merged-chr9-48983879-1
Merged-chr18-53862970-7	chr18	53862743	53863135	+	0.000	0.000	Merged-chr18-53862970-7
Merged-chr6-121228598-24	chr6	121228384	121228800	+	0.000	0.000	Merged-chr6-121228598-24
Merged-chr3-52270425-63	chr3	52269898	52270972	+	0.000	0.000	Merged-chr3-52270425-63
Merged-chr9-14499845-38	chr9	14499672	14500014	+	0.000	0.000	Merged-chr9-14499845-38
Merged-chr5-105876744-75	chr5	105876260	105877308	+	0.000	0.000	Merged-chr5-105876744-75
Merged-chr1-173451815-42	chr1	173451353	173452412	+	0.000	0.000	Merged-chr1-173451815-42
Merged-chr1-39944518-35	chr1	39944306	39944795	+	0.000	0.000	Merged-chr1-39944518-35
Merged-chr12-36157102-164	chr12	36156638	36157564	+	0.000	0.000	Merged-chr12-36157102-164
Merged-chr15-59599060-30	chr15	59598820	59599423	+	0.000	0.000	Merged-chr15-59599060-30
Merged-chrX-98301599-4	chrX	98301464	98301739	+	0.000	0.000	Merged-chrX-98301599-4
Merged-chr6-134105635-10	chr6	134105288	134106002	+	0.000	0.000	Merged-chr6-134105635-10
Merged-chr11-3188853-10	chr11	3188607	3189017	+	0.000	0.000	Merged-chr11-3188853-10
Merged-chr1-74788116-29	chr1	74787836	74788420	+	0.000	0.000	Merged-chr1-74788116-29
Merged-chr12-111165903-22	chr12	111165608	111166238	+	0.000	0.000	Merged-chr12-111165903-22
Merged-chr10-120618551-2	chr10	120618374	120618731	+	0.000	0.000	Merged-chr10-120618551-2
Merged-chr8-15027827-5	chr8	15027729	15027927	+	0.000	0.000	Merged-chr8-15027827-5
Merged-chr14-121898881-67	chr14	121898449	121899610	+	0.000	0.000	Merged-chr14-121898881-67
Merged-chr7-80033388-28	chr7	80033103	80033671	+	0.000	0.000	Merged-chr7-80033388-28
Merged-chr15-58823489-98	chr15	58823191	58823854	+	0.000	0.000	Merged-chr15-58823489-98
Merged-chr13-42049767-1	chr13	42049669	42049867	+	0.000	0.000	Merged-chr13-42049767-1
Merged-chr11-3135502-45	chr11	3135137	3135867	+	0.000	0.000	Merged-chr11-3135502-45
Merged-chr10-42832848-1	chr10	42832750	42832948	+	0.000	0.000	Merged-chr10-42832848-1
Merged-chr16-32593983-43	chr16	32593764	32594189	+	0.000	0.000	Merged-chr16-32593983-43
Merged-chr4-16163634-149	chr4	16163088	16163961	+	0.000	0.000	Merged-chr4-16163634-149
Merged-chr3-37153105-1	chr3	37153007	37153205	+	0.000	0.000	Merged-chr3-37153105-1
Merged-chr7-19589552-2	chr7	19589438	19589669	+	0.000	0.000	Merged-chr7-19589552-2
Merged-chr9-59431826-17	chr9	59431638	59432068	+	0.000	0.000	Merged-chr9-59431826-17
Merged-chr1-173491201-58	chr1	173490910	173491419	+	0.000	0.000	Merged-chr1-173491201-58
Merged-chr6-145267258-1	chr6	145267160	145267358	+	0.000	0.000	Merged-chr6-145267258-1
Merged-chr6-71500692-12	chr6	71500444	71500955	+	0.000	0.000	Merged-chr6-71500692-12
Merged-chr2-32396001-113	chr2	32395690	32396320	+	0.000	0.000	Merged-chr2-32396001-113
Merged-chr7-27838608-46	chr7	27838322	27838847	+	0.000	0.000	Merged-chr7-27838608-46
Merged-chr1-162547862-1	chr1	162547764	162547962	+	0.000	0.000	Merged-chr1-162547862-1
Merged-chr1-39932950-7	chr1	39932677	39933158	+	0.000	0.000	Merged-chr1-39932950-7
Merged-chr11-97830087-30	chr11	97829723	97830403	+	0.000	0.000	Merged-chr11-97830087-30
Merged-chr1-138449346-9	chr1	138449105	138449557	+	0.000	0.000	Merged-chr1-138449346-9
Merged-chr8-119412895-42	chr8	119412639	119413146	+	0.000	0.000	Merged-chr8-119412895-42
Merged-chr6-134078555-1	chr6	134078457	134078655	+	0.000	0.000	Merged-chr6-134078555-1
Merged-chr6-144358019-2	chr6	144357822	144358219	+	0.000	0.000	Merged-chr6-144358019-2
Merged-chr7-73541621-62	chr7	73541016	73541883	+	0.000	0.000	Merged-chr7-73541621-62
Merged-chr1-138550461-33	chr1	138550189	138550639	+	0.000	0.000	Merged-chr1-138550461-33
Merged-chr2-62382784-7	chr2	62382642	62382909	+	0.000	0.000	Merged-chr2-62382784-7
Merged-chr10-94913400-13	chr10	94913165	94913693	+	0.000	0.000	Merged-chr10-94913400-13
Merged-chr5-43802965-6	chr5	43802740	43803160	+	0.000	0.000	Merged-chr5-43802965-6
Merged-chr2-164075068-1	chr2	164074970	164075168	+	0.000	0.000	Merged-chr2-164075068-1
Merged-chr3-88493035-35	chr3	88492832	88493251	+	0.000	0.000	Merged-chr3-88493035-35
Merged-chr19-46039779-63	chr19	46039384	46040070	+	0.000	0.000	Merged-chr19-46039779-63
Merged-chr10-128625480-1	chr10	128625382	128625580	+	0.000	0.000	Merged-chr10-128625480-1
Merged-chr4-16102324-55	chr4	16102001	16102599	+	0.000	0.000	Merged-chr4-16102324-55
Merged-chr1-180318502-5	chr1	180318363	180318680	+	0.000	0.000	Merged-chr1-180318502-5
Merged-chr17-84188018-120	chr17	84187616	84188337	+	0.000	0.000	Merged-chr17-84188018-120
Merged-chr19-30113626-34	chr19	30113338	30113858	+	0.000	0.000	Merged-chr19-30113626-34
Merged-chr1-173412047-19	chr1	173411896	173412298	+	0.000	0.000	Merged-chr1-173412047-19
Merged-chr19-6871660-23	chr19	6871325	6872046	+	0.000	0.000	Merged-chr19-6871660-23
Merged-chr8-71537469-55	chr8	71537252	71537676	+	0.000	0.000	Merged-chr8-71537469-55
Merged-chr15-59646557-26	chr15	59646256	59646755	+	0.000	0.000	Merged-chr15-59646557-26
Merged-chr2-19201871-12	chr2	19201634	19202122	+	0.000	0.000	Merged-chr2-19201871-12
Merged-chr9-42098051-2	chr9	42097916	42098188	+	0.000	0.000	Merged-chr9-42098051-2
Merged-chr8-88592850-20	chr8	88592681	88593022	+	0.000	0.000	Merged-chr8-88592850-20
Merged-chr14-78432236-25	chr14	78432075	78432589	+	0.000	0.000	Merged-chr14-78432236-25
Merged-chr9-62374764-11	chr9	62374553	62375040	+	0.000	0.000	Merged-chr9-62374764-11
Merged-chr7-80026692-85	chr7	80026118	80027456	+	0.000	0.000	Merged-chr7-80026692-85
Merged-chr18-53950804-1	chr18	53950706	53950904	+	0.000	0.000	Merged-chr18-53950804-1
Merged-chr1-138587614-1	chr1	138587516	138587714	+	0.000	0.000	Merged-chr1-138587614-1
Merged-chr4-63846137-4	chr4	63845934	63846352	+	0.000	0.000	Merged-chr4-63846137-4
Merged-chr9-14499189-81	chr9	14499007	14499581	+	0.000	0.000	Merged-chr9-14499189-81
Merged-chr8-84592202-17	chr8	84591932	84592444	+	0.000	0.000	Merged-chr8-84592202-17
Merged-chr3-62459568-1	chr3	62459470	62459668	+	0.000	0.000	Merged-chr3-62459568-1
Merged-chr17-56289998-2	chr17	56289900	56290098	+	0.000	0.000	Merged-chr17-56289998-2
Merged-chr19-16777761-4	chr19	16777648	16777887	+	0.000	0.000	Merged-chr19-16777761-4
Merged-chr4-128727871-94	chr4	128727230	128728201	+	0.000	0.000	Merged-chr4-128727871-94
Merged-chr3-126662098-34	chr3	126661835	126662271	+	0.000	0.000	Merged-chr3-126662098-34
Merged-chr15-100079310-5	chr15	100079140	100079459	+	0.000	0.000	Merged-chr15-100079310-5
Merged-chr1-182358310-43	chr1	182358132	182358555	+	0.000	0.000	Merged-chr1-182358310-43
Merged-chrX-47912539-47	chrX	47912321	47912741	+	0.000	0.000	Merged-chrX-47912539-47
Merged-chr14-121903586-22	chr14	121903376	121903812	+	0.000	0.000	Merged-chr14-121903586-22
Merged-chr3-52297502-16	chr3	52297223	52297722	+	0.000	0.000	Merged-chr3-52297502-16
Merged-chr6-144066612-1	chr6	144066514	144066712	+	0.000	0.000	Merged-chr6-144066612-1
Merged-chr11-78165557-54	chr11	78165349	78165940	+	0.000	0.000	Merged-chr11-78165557-54
Merged-chr16-94254694-8	chr16	94254526	94254910	+	0.000	0.000	Merged-chr16-94254694-8
Merged-chr10-59919808-6	chr10	59919688	59919925	+	0.000	0.000	Merged-chr10-59919808-6
Merged-chr5-134373166-2	chr5	134373034	134373301	+	0.000	0.000	Merged-chr5-134373166-2
Merged-chr10-19209470-1	chr10	19209372	19209570	+	0.000	0.000	Merged-chr10-19209470-1
Merged-chr2-16132407-2	chr2	16132280	16132536	+	0.000	0.000	Merged-chr2-16132407-2
Merged-chr1-162521373-2	chr1	162521262	162521486	+	0.000	0.000	Merged-chr1-162521373-2
Merged-chr6-134035696-155	chr6	134035317	134036168	+	0.000	0.000	Merged-chr6-134035696-155
Merged-chr2-16645000-2	chr2	16644850	16645152	+	0.000	0.000	Merged-chr2-16645000-2
Merged-chr12-36136558-40	chr12	36136289	36136728	+	0.000	0.000	Merged-chr12-36136558-40
Merged-chr2-4367918-1	chr2	4367820	4368018	+	0.000	0.000	Merged-chr2-4367918-1
Merged-chr3-89764414-10	chr3	89764251	89764622	+	0.000	0.000	Merged-chr3-89764414-10
Merged-chr14-121937853-17	chr14	121937662	121938030	+	0.000	0.000	Merged-chr14-121937853-17
Merged-chr18-58662097-1	chr18	58661999	58662197	+	0.000	0.000	Merged-chr18-58662097-1
Merged-chr1-38694375-50	chr1	38694003	38694671	+	0.000	0.000	Merged-chr1-38694375-50
Merged-chr9-42097544-106	chr9	42097059	42097878	+	0.000	0.000	Merged-chr9-42097544-106
Merged-chr18-7702213-14	chr18	7702040	7702431	+	0.000	0.000	Merged-chr18-7702213-14
Merged-chr7-24890610-35	chr7	24890139	24890849	+	0.000	0.000	Merged-chr7-24890610-35
Merged-chr2-34961100-3	chr2	34960964	34961244	+	0.000	0.000	Merged-chr2-34961100-3
Merged-chr10-94847043-19	chr10	94846785	94847247	+	0.000	0.000	Merged-chr10-94847043-19
Merged-chr6-17922978-27	chr6	17922487	17923492	+	0.000	0.000	Merged-chr6-17922978-27
Merged-chr6-134124552-10	chr6	134124412	134124715	+	0.000	0.000	Merged-chr6-134124552-10
Merged-chr2-13237654-25	chr2	13237348	13238013	+	0.000	0.000	Merged-chr2-13237654-25
Merged-chr10-19209945-33	chr10	19209727	19210167	+	0.000	0.000	Merged-chr10-19209945-33
Merged-chr16-93560005-3	chr16	93559874	93560139	+	0.000	0.000	Merged-chr16-93560005-3
Merged-chr6-143886748-1	chr6	143886650	143886848	+	0.000	0.000	Merged-chr6-143886748-1
Merged-chr8-122304236-12	chr8	122304048	122304413	+	0.000	0.000	Merged-chr8-122304236-12
Merged-chr13-117311730-29	chr13	117311509	117311965	+	0.000	0.000	Merged-chr13-117311730-29
Merged-chr13-100668638-1	chr13	100668540	100668738	+	0.000	0.000	Merged-chr13-100668638-1
Merged-chr6-48086485-91	chr6	48086204	48086845	+	0.000	0.000	Merged-chr6-48086485-91
Merged-chr17-84166652-22	chr17	84166410	84166860	+	0.000	0.000	Merged-chr17-84166652-22
Merged-chr15-62139075-28	chr15	62138853	62139406	+	0.000	0.000	Merged-chr15-62139075-28
Merged-chr11-109363627-2	chr11	109363521	109363735	+	0.000	0.000	Merged-chr11-109363627-2
Merged-chr5-24100850-85	chr5	24100320	24101607	+	0.000	0.000	Merged-chr5-24100850-85
Merged-chr11-106098746-2	chr11	106098640	106098855	+	0.000	0.000	Merged-chr11-106098746-2
Merged-chr16-90331129-56	chr16	90330730	90331412	+	0.000	0.000	Merged-chr16-90331129-56
Merged-chr11-3124736-12	chr11	3124622	3124848	+	0.000	0.000	Merged-chr11-3124736-12
Merged-chr18-24178905-33	chr18	24178641	24179128	+	0.000	0.000	Merged-chr18-24178905-33
Merged-chr13-51964460-43	chr13	51964189	51964772	+	0.000	0.000	Merged-chr13-51964460-43
Merged-chr9-14090238-1	chr9	14090140	14090338	+	0.000	0.000	Merged-chr9-14090238-1
Merged-chr18-80495412-8	chr18	80495153	80495736	+	0.000	0.000	Merged-chr18-80495412-8
Merged-chr9-40342305-14	chr9	40342132	40342471	+	0.000	0.000	Merged-chr9-40342305-14
Merged-chr4-11147279-100	chr4	11146892	11148069	+	0.000	0.000	Merged-chr4-11147279-100
Merged-chr2-77327471-3	chr2	77327317	77327607	+	0.000	0.000	Merged-chr2-77327471-3
Merged-chr9-71897482-11	chr9	71897274	71897721	+	0.000	0.000	Merged-chr9-71897482-11
Merged-chr9-53806903-27	chr9	53806647	53807133	+	0.000	0.000	Merged-chr9-53806903-27
Merged-chr9-40321630-1	chr9	40321532	40321730	+	0.000	0.000	Merged-chr9-40321630-1
Merged-chr4-127015612-55	chr4	127015239	127015966	+	0.000	0.000	Merged-chr4-127015612-55
Merged-chr14-31399260-83	chr14	31398950	31399518	+	0.000	0.000	Merged-chr14-31399260-83
Merged-chr8-61438056-10	chr8	61437884	61438224	+	0.000	0.000	Merged-chr8-61438056-10
Merged-chr5-148502720-1	chr5	148502622	148502820	+	0.000	0.000	Merged-chr5-148502720-1
Merged-chr7-73556999-21	chr7	73556792	73557345	+	0.000	0.000	Merged-chr7-73556999-21
Merged-chr5-69557217-100	chr5	69556904	69557480	+	0.000	0.000	Merged-chr5-69557217-100
Merged-chr15-85956414-21	chr15	85956220	85956648	+	0.000	0.000	Merged-chr15-85956414-21
Merged-chr9-123366861-57	chr9	123366514	123367180	+	0.000	0.000	Merged-chr9-123366861-57
Merged-chr2-75704284-195	chr2	75703867	75704574	+	0.000	0.000	Merged-chr2-75704284-195
Merged-chr9-40397282-21	chr9	40397084	40397529	+	0.000	0.000	Merged-chr9-40397282-21
Merged-chr11-79142145-3	chr11	79142021	79142258	+	0.000	0.000	Merged-chr11-79142145-3
Merged-chr11-106666756-22	chr11	106666364	106667019	+	0.000	0.000	Merged-chr11-106666756-22
Merged-chr4-53178899-1	chr4	53178801	53178999	+	0.000	0.000	Merged-chr4-53178899-1
Merged-chr9-106476167-24	chr9	106475968	106476422	+	0.000	0.000	Merged-chr9-106476167-24
Merged-chr4-32132058-6	chr4	32131936	32132181	+	0.000	0.000	Merged-chr4-32132058-6
Merged-chr9-53381884-4	chr9	53381776	53382002	+	0.000	0.000	Merged-chr9-53381884-4
Merged-chr8-125725496-61	chr8	125725236	125725949	+	0.000	0.000	Merged-chr8-125725496-61
Merged-chr14-118691070-6	chr14	118690919	118691313	+	0.000	0.000	Merged-chr14-118691070-6
Merged-chr7-80209951-53	chr7	80209693	80210156	+	0.000	0.000	Merged-chr7-80209951-53
Merged-chr10-94991940-58	chr10	94991484	94992502	+	0.000	0.000	Merged-chr10-94991940-58
Merged-chr1-55431669-3	chr1	55431552	55431785	+	0.000	0.000	Merged-chr1-55431669-3
Merged-chr2-120563273-1	chr2	120563175	120563373	+	0.000	0.000	Merged-chr2-120563273-1
Merged-chr8-94005321-6	chr8	94005163	94005471	+	0.000	0.000	Merged-chr8-94005321-6
Merged-chr11-4594631-84	chr11	4594334	4595080	+	0.000	0.000	Merged-chr11-4594631-84
Merged-chr19-44069600-84	chr19	44069373	44070014	+	0.000	0.000	Merged-chr19-44069600-84
Merged-chr4-139616074-1	chr4	139615976	139616174	+	0.000	0.000	Merged-chr4-139616074-1
Merged-chr13-117217133-3	chr13	117217035	117217233	+	0.000	0.000	Merged-chr13-117217133-3
Merged-chr5-75518299-1	chr5	75518201	75518399	+	0.000	0.000	Merged-chr5-75518299-1
Merged-chr2-21187692-27	chr2	21187473	21187971	+	0.000	0.000	Merged-chr2-21187692-27
Merged-chr8-124021025-164	chr8	124020569	124021590	+	0.000	0.000	Merged-chr8-124021025-164
Merged-chr1-178337166-155	chr1	178336763	178337980	+	0.000	0.000	Merged-chr1-178337166-155
Merged-chr15-9596822-37	chr15	9596570	9597048	+	0.000	0.000	Merged-chr15-9596822-37
Merged-chr8-121907371-25	chr8	121907104	121907539	+	0.000	0.000	Merged-chr8-121907371-25
Merged-chr4-32248517-28	chr4	32248290	32248744	+	0.000	0.000	Merged-chr4-32248517-28
Merged-chr14-121710838-6	chr14	121710562	121711025	+	0.000	0.000	Merged-chr14-121710838-6
Merged-chr11-3332226-71	chr11	3331880	3332500	+	0.000	0.000	Merged-chr11-3332226-71
Merged-chr16-10741370-34	chr16	10741199	10741571	+	0.000	0.000	Merged-chr16-10741370-34
Merged-chr9-53452460-4	chr9	53452349	53452588	+	0.000	0.000	Merged-chr9-53452460-4
Merged-chr15-99457871-64	chr15	99457583	99458205	+	0.000	0.000	Merged-chr15-99457871-64
Merged-chr14-121830164-49	chr14	121829961	121830344	+	0.000	0.000	Merged-chr14-121830164-49
Merged-chr17-15705422-157	chr17	15705200	15705777	+	0.000	0.000	Merged-chr17-15705422-157
Merged-chr15-100180459-13	chr15	100180231	100180761	+	0.000	0.000	Merged-chr15-100180459-13
Merged-chr18-58659729-92	chr18	58659359	58660097	+	0.000	0.000	Merged-chr18-58659729-92
Merged-chr1-173441075-109	chr1	173440352	173441652	+	0.000	0.000	Merged-chr1-173441075-109
Merged-chr9-123377036-7	chr9	123376867	123377190	+	0.000	0.000	Merged-chr9-123377036-7
Merged-chr3-95666288-23	chr3	95666115	95666480	+	0.000	0.000	Merged-chr3-95666288-23
Merged-chr9-121316759-2	chr9	121316661	121316859	+	0.000	0.000	Merged-chr9-121316759-2
Merged-chr4-33261624-24	chr4	33261415	33261847	+	0.000	0.000	Merged-chr4-33261624-24
Merged-chr11-48935044-1	chr11	48934946	48935144	+	0.000	0.000	Merged-chr11-48935044-1
Merged-chr4-32365422-5	chr4	32365280	32365548	+	0.000	0.000	Merged-chr4-32365422-5
Merged-chr9-95151222-2	chr9	95151049	95151397	+	0.000	0.000	Merged-chr9-95151222-2
Merged-chr9-92499924-26	chr9	92499720	92500182	+	0.000	0.000	Merged-chr9-92499924-26
Merged-chr11-3147923-2	chr11	3147825	3148023	+	0.000	0.000	Merged-chr11-3147923-2
Merged-chr12-69516635-49	chr12	69516366	69516876	+	0.000	0.000	Merged-chr12-69516635-49
Merged-chr19-46045244-64	chr19	46044978	46045710	+	0.000	0.000	Merged-chr19-46045244-64
Merged-chr4-128711747-56	chr4	128711507	128712055	+	0.000	0.000	Merged-chr4-128711747-56
Merged-chr5-105844496-5	chr5	105844370	105844630	+	0.000	0.000	Merged-chr5-105844496-5
Merged-chr7-4866291-57	chr7	4865939	4866647	+	0.000	0.000	Merged-chr7-4866291-57
Merged-chr13-117284235-48	chr13	117283941	117284476	+	0.000	0.000	Merged-chr13-117284235-48
Merged-chr9-44717151-19	chr9	44716775	44717390	+	0.000	0.000	Merged-chr9-44717151-19
Merged-chr13-5170949-1	chr13	5170851	5171049	+	0.000	0.000	Merged-chr13-5170949-1
Merged-chr10-42934777-29	chr10	42934542	42935051	+	0.000	0.000	Merged-chr10-42934777-29
Merged-chr5-43824623-50	chr5	43824284	43824934	+	0.000	0.000	Merged-chr5-43824623-50
Merged-chr9-75312203-6	chr9	75312017	75312396	+	0.000	0.000	Merged-chr9-75312203-6
Merged-chr4-32363760-31	chr4	32363533	32363997	+	0.000	0.000	Merged-chr4-32363760-31
Merged-chr18-35553780-108	chr18	35553027	35554654	+	0.000	0.000	Merged-chr18-35553780-108
Merged-chr7-19320017-68	chr7	19319794	19320302	+	0.000	0.000	Merged-chr7-19320017-68
Merged-chr13-91453385-22	chr13	91453153	91453613	+	0.000	0.000	Merged-chr13-91453385-22
Merged-chr7-123124198-62	chr7	123123903	123124569	+	0.000	0.000	Merged-chr7-123124198-62
Merged-chr1-39936527-53	chr1	39936240	39936742	+	0.000	0.000	Merged-chr1-39936527-53
Merged-chr1-39368052-72	chr1	39367636	39368471	+	0.000	0.000	Merged-chr1-39368052-72
Merged-chr5-75790176-1	chr5	75790078	75790276	+	0.000	0.000	Merged-chr5-75790176-1
Merged-chr18-53862317-112	chr18	53861937	53862520	+	0.000	0.000	Merged-chr18-53862317-112
Merged-chr4-32153620-7	chr4	32153481	32153760	+	0.000	0.000	Merged-chr4-32153620-7
Merged-chr7-73558297-107	chr7	73557677	73558836	+	0.000	0.000	Merged-chr7-73558297-107
Merged-chr10-94939057-5	chr10	94938935	94939170	+	0.000	0.000	Merged-chr10-94939057-5
Merged-chr1-138618119-41	chr1	138617920	138618336	+	0.000	0.000	Merged-chr1-138618119-41
Merged-chr6-17694377-97	chr6	17694039	17694616	+	0.000	0.000	Merged-chr6-17694377-97
