#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_II--ATAC_peaks.bed all.df.numx.c5-DKO_Tfh_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Tfh_vs_WT_Th1.up.bed
Merged-chr13-41367378-61	chr13	41367155	41367655	+	0.000	0.000	Merged-chr13-41367378-61
Merged-chr10-110733582-30	chr10	110733362	110733807	+	0.000	0.000	Merged-chr10-110733582-30
Merged-chr2-129297355-75	chr2	129297116	129297675	+	0.000	0.000	Merged-chr2-129297355-75
Merged-chr16-36665954-31	chr16	36665792	36666213	+	0.000	0.000	Merged-chr16-36665954-31
Merged-chr6-8510772-30	chr6	8510528	8511202	+	0.000	0.000	Merged-chr6-8510772-30
Merged-chr13-62684862-62	chr13	62684422	62685097	+	0.000	0.000	Merged-chr13-62684862-62
Merged-chr15-81729902-65	chr15	81729641	81730224	+	0.000	0.000	Merged-chr15-81729902-65
Merged-chr6-116022269-11	chr6	116022124	116022412	+	0.000	0.000	Merged-chr6-116022269-11
Merged-chr18-89340691-47	chr18	89340437	89340966	+	0.000	0.000	Merged-chr18-89340691-47
Merged-chr14-105328689-43	chr14	105328347	105329258	+	0.000	0.000	Merged-chr14-105328689-43
Merged-chr10-54048184-13	chr10	54047914	54048428	+	0.000	0.000	Merged-chr10-54048184-13
Merged-chr4-41773956-119	chr4	41773310	41774358	+	0.000	0.000	Merged-chr4-41773956-119
Merged-chr19-40662053-10	chr19	40661874	40662222	+	0.000	0.000	Merged-chr19-40662053-10
Merged-chr8-124284137-1	chr8	124284039	124284237	+	0.000	0.000	Merged-chr8-124284137-1
Merged-chr7-75788525-69	chr7	75788198	75788888	+	0.000	0.000	Merged-chr7-75788525-69
Merged-chr7-110230215-12	chr7	110230049	110230364	+	0.000	0.000	Merged-chr7-110230215-12
Merged-chr10-110742149-12	chr10	110741962	110742372	+	0.000	0.000	Merged-chr10-110742149-12
Merged-chr5-107612497-14	chr5	107612355	107612696	+	0.000	0.000	Merged-chr5-107612497-14
Merged-chr10-54026892-40	chr10	54026692	54027162	+	0.000	0.000	Merged-chr10-54026892-40
Merged-chr2-60878156-51	chr2	60877950	60878423	+	0.000	0.000	Merged-chr2-60878156-51
Merged-chr3-27153710-91	chr3	27153328	27154225	+	0.000	0.000	Merged-chr3-27153710-91
Merged-chr13-12519654-2	chr13	12519502	12519809	+	0.000	0.000	Merged-chr13-12519654-2
Merged-chr1-43389283-10	chr1	43389079	43389494	+	0.000	0.000	Merged-chr1-43389283-10
Merged-chr2-127922822-4	chr2	127922710	127922937	+	0.000	0.000	Merged-chr2-127922822-4
Merged-chr1-43536962-38	chr1	43536312	43537338	+	0.000	0.000	Merged-chr1-43536962-38
Merged-chr9-119055783-1	chr9	119055685	119055883	+	0.000	0.000	Merged-chr9-119055783-1
Merged-chr12-17266603-58	chr12	17266313	17267028	+	0.000	0.000	Merged-chr12-17266603-58
Merged-chr17-47600829-80	chr17	47600098	47601183	+	0.000	0.000	Merged-chr17-47600829-80
Merged-chr7-127166256-51	chr7	127165794	127166875	+	0.000	0.000	Merged-chr7-127166256-51
Merged-chr7-90345081-52	chr7	90344874	90345304	+	0.000	0.000	Merged-chr7-90345081-52
Merged-chr5-140265304-19	chr5	140265088	140265563	+	0.000	0.000	Merged-chr5-140265304-19
Merged-chr1-136458989-12	chr1	136458771	136459205	+	0.000	0.000	Merged-chr1-136458989-12
Merged-chr7-105527524-9	chr7	105527373	105527722	+	0.000	0.000	Merged-chr7-105527524-9
Merged-chr16-36675926-1	chr16	36675828	36676026	+	0.000	0.000	Merged-chr16-36675926-1
Merged-chr1-144247641-22	chr1	144247443	144247823	+	0.000	0.000	Merged-chr1-144247641-22
Merged-chr15-80020745-7	chr15	80020535	80020930	+	0.000	0.000	Merged-chr15-80020745-7
Merged-chr7-64005371-3	chr7	64005255	64005482	+	0.000	0.000	Merged-chr7-64005371-3
Merged-chr18-56478306-5	chr18	56478090	56478450	+	0.000	0.000	Merged-chr18-56478306-5
Merged-chr9-80318250-48	chr9	80318006	80318519	+	0.000	0.000	Merged-chr9-80318250-48
Merged-chr2-158745133-50	chr2	158744827	158745563	+	0.000	0.000	Merged-chr2-158745133-50
Merged-chr4-152491569-49	chr4	152491198	152491769	+	0.000	0.000	Merged-chr4-152491569-49
Merged-chr12-84752223-5	chr12	84751971	84752439	+	0.000	0.000	Merged-chr12-84752223-5
Merged-chr12-112694173-1	chr12	112694075	112694273	+	0.000	0.000	Merged-chr12-112694173-1
Merged-chr12-100883431-51	chr12	100883177	100883657	+	0.000	0.000	Merged-chr12-100883431-51
Merged-chr8-124290903-2	chr8	124290800	124291009	+	0.000	0.000	Merged-chr8-124290903-2
Merged-chr12-99329663-1	chr12	99329565	99329763	+	0.000	0.000	Merged-chr12-99329663-1
Merged-chr10-117975083-3	chr10	117974979	117975193	+	0.000	0.000	Merged-chr10-117975083-3
Merged-chr1-153037964-21	chr1	153037601	153038400	+	0.000	0.000	Merged-chr1-153037964-21
Merged-chr7-75910458-70	chr7	75910267	75910630	+	0.000	0.000	Merged-chr7-75910458-70
Merged-chr3-146127552-12	chr3	146127392	146127740	+	0.000	0.000	Merged-chr3-146127552-12
Merged-chr12-73605389-1	chr12	73605291	73605489	+	0.000	0.000	Merged-chr12-73605389-1
Merged-chr8-116923775-40	chr8	116923413	116923963	+	0.000	0.000	Merged-chr8-116923775-40
Merged-chr16-45998415-40	chr16	45998182	45998636	+	0.000	0.000	Merged-chr16-45998415-40
Merged-chr14-77904427-51	chr14	77904164	77905098	+	0.000	0.000	Merged-chr14-77904427-51
Merged-chr11-76916716-1	chr11	76916618	76916816	+	0.000	0.000	Merged-chr11-76916716-1
Merged-chr5-63964753-8	chr5	63964544	63964968	+	0.000	0.000	Merged-chr5-63964753-8
Merged-chr1-60569405-18	chr1	60569049	60569694	+	0.000	0.000	Merged-chr1-60569405-18
Merged-chr12-16558216-24	chr12	16558034	16558401	+	0.000	0.000	Merged-chr12-16558216-24
Merged-chr2-127927965-70	chr2	127927762	127928150	+	0.000	0.000	Merged-chr2-127927965-70
Merged-chr2-127923410-36	chr2	127923155	127923614	+	0.000	0.000	Merged-chr2-127923410-36
Merged-chr13-13524158-36	chr13	13523767	13524363	+	0.000	0.000	Merged-chr13-13524158-36
Merged-chr7-139213268-54	chr7	139213054	139213476	+	0.000	0.000	Merged-chr7-139213268-54
Merged-chr5-32089637-4	chr5	32089495	32089789	+	0.000	0.000	Merged-chr5-32089637-4
Merged-chr4-114983263-1	chr4	114983165	114983363	+	0.000	0.000	Merged-chr4-114983263-1
Merged-chr10-118442657-4	chr10	118442512	118442805	+	0.000	0.000	Merged-chr10-118442657-4
Merged-chr14-67933517-151	chr14	67933056	67934128	+	0.000	0.000	Merged-chr14-67933517-151
Merged-chr11-94991977-26	chr11	94991676	94992263	+	0.000	0.000	Merged-chr11-94991977-26
Merged-chr1-43442506-4	chr1	43442359	43442675	+	0.000	0.000	Merged-chr1-43442506-4
Merged-chr4-15269482-1	chr4	15269384	15269582	+	0.000	0.000	Merged-chr4-15269482-1
Merged-chr5-107703649-53	chr5	107703405	107703889	+	0.000	0.000	Merged-chr5-107703649-53
Merged-chr17-27027661-33	chr17	27027473	27027876	+	0.000	0.000	Merged-chr17-27027661-33
Merged-chr5-74261391-1	chr5	74261293	74261491	+	0.000	0.000	Merged-chr5-74261391-1
Merged-chr5-21424961-52	chr5	21424726	21425196	+	0.000	0.000	Merged-chr5-21424961-52
Merged-chr10-21964511-16	chr10	21964307	21964668	+	0.000	0.000	Merged-chr10-21964511-16
Merged-chr10-69321352-47	chr10	69320939	69321628	+	0.000	0.000	Merged-chr10-69321352-47
Merged-chr16-95770718-9	chr16	95770552	95770884	+	0.000	0.000	Merged-chr16-95770718-9
Merged-chr15-31166017-1	chr15	31165919	31166117	+	0.000	0.000	Merged-chr15-31166017-1
Merged-chr9-94538046-220	chr9	94537850	94538264	+	0.000	0.000	Merged-chr9-94538046-220
Merged-chr16-8840803-39	chr16	8840505	8841094	+	0.000	0.000	Merged-chr16-8840803-39
Merged-chr10-21907242-40	chr10	21907067	21907553	+	0.000	0.000	Merged-chr10-21907242-40
Merged-chr12-99468213-62	chr12	99467934	99468510	+	0.000	0.000	Merged-chr12-99468213-62
Merged-chr3-109025792-30	chr3	109025592	109026015	+	0.000	0.000	Merged-chr3-109025792-30
Merged-chr1-71102907-125	chr1	71102423	71103170	+	0.000	0.000	Merged-chr1-71102907-125
Merged-chr7-75789865-6	chr7	75789731	75790021	+	0.000	0.000	Merged-chr7-75789865-6
Merged-chr14-73244258-38	chr14	73244012	73244523	+	0.000	0.000	Merged-chr14-73244258-38
Merged-chr1-60909043-49	chr1	60908850	60909303	+	0.000	0.000	Merged-chr1-60909043-49
Merged-chr12-73705441-25	chr12	73705202	73705710	+	0.000	0.000	Merged-chr12-73705441-25
Merged-chr6-128850040-2	chr6	128849900	128850183	+	0.000	0.000	Merged-chr6-128850040-2
Merged-chr6-82702849-35	chr6	82702684	82703077	+	0.000	0.000	Merged-chr6-82702849-35
Merged-chr1-144406748-33	chr1	144406538	144407073	+	0.000	0.000	Merged-chr1-144406748-33
Merged-chr9-120084612-20	chr9	120084370	120084807	+	0.000	0.000	Merged-chr9-120084612-20
Merged-chr16-95712235-1	chr16	95712137	95712335	+	0.000	0.000	Merged-chr16-95712235-1
Merged-chr2-125735684-57	chr2	125735371	125736055	+	0.000	0.000	Merged-chr2-125735684-57
Merged-chr9-94236731-9	chr9	94236365	94236988	+	0.000	0.000	Merged-chr9-94236731-9
Merged-chr9-114770446-32	chr9	114770267	114770670	+	0.000	0.000	Merged-chr9-114770446-32
Merged-chr1-144353515-5	chr1	144353376	144353638	+	0.000	0.000	Merged-chr1-144353515-5
Merged-chr7-66181272-9	chr7	66181141	66181429	+	0.000	0.000	Merged-chr7-66181272-9
Merged-chr10-89463405-2	chr10	89463294	89463518	+	0.000	0.000	Merged-chr10-89463405-2
Merged-chr13-24779175-40	chr13	24778909	24779508	+	0.000	0.000	Merged-chr13-24779175-40
Merged-chr15-55843342-6	chr15	55843149	55843513	+	0.000	0.000	Merged-chr15-55843342-6
Merged-chr7-89232776-19	chr7	89232598	89232980	+	0.000	0.000	Merged-chr7-89232776-19
Merged-chr17-86536077-41	chr17	86535861	86536327	+	0.000	0.000	Merged-chr17-86536077-41
Merged-chr1-171774158-19	chr1	171773900	171774405	+	0.000	0.000	Merged-chr1-171774158-19
Merged-chr1-60930618-28	chr1	60930415	60930832	+	0.000	0.000	Merged-chr1-60930618-28
Merged-chr1-161779312-20	chr1	161779066	161779635	+	0.000	0.000	Merged-chr1-161779312-20
Merged-chr16-34700432-30	chr16	34700199	34700671	+	0.000	0.000	Merged-chr16-34700432-30
Merged-chr12-73726209-37	chr12	73725825	73726539	+	0.000	0.000	Merged-chr12-73726209-37
Merged-chr19-10198987-5	chr19	10198858	10199160	+	0.000	0.000	Merged-chr19-10198987-5
Merged-chr2-157203644-2	chr2	157203544	157203747	+	0.000	0.000	Merged-chr2-157203644-2
Merged-chr13-113617465-5	chr13	113617318	113617695	+	0.000	0.000	Merged-chr13-113617465-5
Merged-chr10-77531961-9	chr10	77531772	77532135	+	0.000	0.000	Merged-chr10-77531961-9
Merged-chr13-32864701-28	chr13	32864556	32864952	+	0.000	0.000	Merged-chr13-32864701-28
Merged-chr13-93755316-1	chr13	93755218	93755416	+	0.000	0.000	Merged-chr13-93755316-1
Merged-chr1-135730462-2	chr1	135730352	135730574	+	0.000	0.000	Merged-chr1-135730462-2
Merged-chr15-96827730-24	chr15	96827494	96828013	+	0.000	0.000	Merged-chr15-96827730-24
Merged-chr1-161728798-12	chr1	161728607	161728999	+	0.000	0.000	Merged-chr1-161728798-12
Merged-chr13-115109340-1	chr13	115109242	115109440	+	0.000	0.000	Merged-chr13-115109340-1
Merged-chr14-122983276-115	chr14	122982987	122983584	+	0.000	0.000	Merged-chr14-122983276-115
Merged-chr8-116928093-15	chr8	116927929	116928260	+	0.000	0.000	Merged-chr8-116928093-15
Merged-chr1-33578784-30	chr1	33578493	33579065	+	0.000	0.000	Merged-chr1-33578784-30
Merged-chr12-99392184-7	chr12	99392051	99392308	+	0.000	0.000	Merged-chr12-99392184-7
Merged-chr1-161674719-1	chr1	161674621	161674819	+	0.000	0.000	Merged-chr1-161674719-1
Merged-chr2-103682751-112	chr2	103682300	103683289	+	0.000	0.000	Merged-chr2-103682751-112
Merged-chr6-97623549-1	chr6	97623451	97623649	+	0.000	0.000	Merged-chr6-97623549-1
Merged-chr5-100498698-59	chr5	100498541	100499009	+	0.000	0.000	Merged-chr5-100498698-59
Merged-chr13-5913367-24	chr13	5913003	5913578	+	0.000	0.000	Merged-chr13-5913367-24
Merged-chr9-21680027-16	chr9	21679754	21680280	+	0.000	0.000	Merged-chr9-21680027-16
Merged-chr13-64152248-20	chr13	64151955	64152528	+	0.000	0.000	Merged-chr13-64152248-20
Merged-chr13-95742219-17	chr13	95741997	95742661	+	0.000	0.000	Merged-chr13-95742219-17
Merged-chr18-70570683-1	chr18	70570585	70570783	+	0.000	0.000	Merged-chr18-70570683-1
Merged-chr18-66441212-1	chr18	66441114	66441312	+	0.000	0.000	Merged-chr18-66441212-1
Merged-chr5-66069157-15	chr5	66069003	66069464	+	0.000	0.000	Merged-chr5-66069157-15
Merged-chr11-21240879-2	chr11	21240781	21240979	+	0.000	0.000	Merged-chr11-21240879-2
Merged-chr9-21168542-62	chr9	21167998	21169120	+	0.000	0.000	Merged-chr9-21168542-62
Merged-chr1-144256856-41	chr1	144256581	144257145	+	0.000	0.000	Merged-chr1-144256856-41
Merged-chr11-101199720-6	chr11	101199540	101199897	+	0.000	0.000	Merged-chr11-101199720-6
Merged-chr8-72757495-2	chr8	72757390	72757603	+	0.000	0.000	Merged-chr8-72757495-2
Merged-chr7-105395581-59	chr7	105395102	105396046	+	0.000	0.000	Merged-chr7-105395581-59
Merged-chr14-122981392-1	chr14	122981294	122981492	+	0.000	0.000	Merged-chr14-122981392-1
Merged-chr17-47593583-60	chr17	47593275	47594014	+	0.000	0.000	Merged-chr17-47593583-60
Merged-chr1-92799887-22	chr1	92799698	92800322	+	0.000	0.000	Merged-chr1-92799887-22
Merged-chr16-95728966-56	chr16	95728779	95729195	+	0.000	0.000	Merged-chr16-95728966-56
Merged-chr12-69386095-60	chr12	69385840	69386400	+	0.000	0.000	Merged-chr12-69386095-60
Merged-chr2-80581097-101	chr2	80580650	80581395	+	0.000	0.000	Merged-chr2-80581097-101
Merged-chr7-63962798-3	chr7	63962695	63962907	+	0.000	0.000	Merged-chr7-63962798-3
Merged-chr15-93336302-2	chr15	93336191	93336415	+	0.000	0.000	Merged-chr15-93336302-2
Merged-chr8-75213221-41	chr8	75212988	75213533	+	0.000	0.000	Merged-chr8-75213221-41
Merged-chr13-41447189-7	chr13	41447010	41447351	+	0.000	0.000	Merged-chr13-41447189-7
Merged-chr14-56284057-2	chr14	56283955	56284161	+	0.000	0.000	Merged-chr14-56284057-2
Merged-chr5-107597762-77	chr5	107597540	107598050	+	0.000	0.000	Merged-chr5-107597762-77
Merged-chr13-113183502-60	chr13	113183097	113183819	+	0.000	0.000	Merged-chr13-113183502-60
Merged-chr12-32169009-55	chr12	32168726	32169220	+	0.000	0.000	Merged-chr12-32169009-55
Merged-chr18-70576272-1	chr18	70576174	70576372	+	0.000	0.000	Merged-chr18-70576272-1
Merged-chr2-127922166-31	chr2	127921982	127922400	+	0.000	0.000	Merged-chr2-127922166-31
Merged-chr11-83445098-22	chr11	83444917	83445259	+	0.000	0.000	Merged-chr11-83445098-22
Merged-chr10-17948244-7	chr10	17948009	17948434	+	0.000	0.000	Merged-chr10-17948244-7
Merged-chr11-46462115-37	chr11	46461811	46462376	+	0.000	0.000	Merged-chr11-46462115-37
Merged-chr1-134106892-31	chr1	134106677	134107108	+	0.000	0.000	Merged-chr1-134106892-31
Merged-chr7-63930938-2	chr7	63930823	63931055	+	0.000	0.000	Merged-chr7-63930938-2
Merged-chr11-76879949-25	chr11	76879735	76880147	+	0.000	0.000	Merged-chr11-76879949-25
Merged-chr5-100501456-4	chr5	100501343	100501592	+	0.000	0.000	Merged-chr5-100501456-4
Merged-chr12-73723981-2	chr12	73723865	73724100	+	0.000	0.000	Merged-chr12-73723981-2
Merged-chr1-128080659-1	chr1	128080561	128080759	+	0.000	0.000	Merged-chr1-128080659-1
Merged-chr5-8397712-7	chr5	8397580	8397851	+	0.000	0.000	Merged-chr5-8397712-7
Merged-chr17-12715294-20	chr17	12714995	12715507	+	0.000	0.000	Merged-chr17-12715294-20
Merged-chr1-43538951-30	chr1	43538788	43539116	+	0.000	0.000	Merged-chr1-43538951-30
Merged-chr12-16258722-16	chr12	16258325	16258950	+	0.000	0.000	Merged-chr12-16258722-16
Merged-chr6-48818082-13	chr6	48817945	48818226	+	0.000	0.000	Merged-chr6-48818082-13
Merged-chr7-132484598-7	chr7	132484438	132484725	+	0.000	0.000	Merged-chr7-132484598-7
Merged-chr10-111544120-26	chr10	111543887	111544335	+	0.000	0.000	Merged-chr10-111544120-26
Merged-chr12-73632828-29	chr12	73632456	73633081	+	0.000	0.000	Merged-chr12-73632828-29
Merged-chr10-110931585-1	chr10	110931487	110931685	+	0.000	0.000	Merged-chr10-110931585-1
Merged-chr7-128070068-7	chr7	128069861	128070310	+	0.000	0.000	Merged-chr7-128070068-7
Merged-chr9-114811408-9	chr9	114811212	114811571	+	0.000	0.000	Merged-chr9-114811408-9
Merged-chr17-47531666-50	chr17	47531477	47531842	+	0.000	0.000	Merged-chr17-47531666-50
Merged-chr6-115847146-35	chr6	115846898	115847364	+	0.000	0.000	Merged-chr6-115847146-35
Merged-chr5-107724104-22	chr5	107723739	107724338	+	0.000	0.000	Merged-chr5-107724104-22
Merged-chr1-144404771-1	chr1	144404673	144404871	+	0.000	0.000	Merged-chr1-144404771-1
Merged-chr6-66951960-6	chr6	66951828	66952134	+	0.000	0.000	Merged-chr6-66951960-6
Merged-chr13-23544060-54	chr13	23543861	23544236	+	0.000	0.000	Merged-chr13-23544060-54
Merged-chr1-153301480-1	chr1	153301382	153301580	+	0.000	0.000	Merged-chr1-153301480-1
Merged-chr13-5890173-33	chr13	5889922	5890432	+	0.000	0.000	Merged-chr13-5890173-33
Merged-chr4-145254618-54	chr4	145254264	145254860	+	0.000	0.000	Merged-chr4-145254618-54
Merged-chr11-46461605-1	chr11	46461507	46461705	+	0.000	0.000	Merged-chr11-46461605-1
Merged-chr14-56266355-1	chr14	56266257	56266455	+	0.000	0.000	Merged-chr14-56266355-1
Merged-chr7-127260763-55	chr7	127260470	127260997	+	0.000	0.000	Merged-chr7-127260763-55
Merged-chr5-66150771-6	chr5	66150493	66150964	+	0.000	0.000	Merged-chr5-66150771-6
Merged-chr10-110727955-39	chr10	110727615	110728281	+	0.000	0.000	Merged-chr10-110727955-39
Merged-chr12-84769728-1	chr12	84769630	84769828	+	0.000	0.000	Merged-chr12-84769728-1
Merged-chr13-33080550-2	chr13	33080424	33080679	+	0.000	0.000	Merged-chr13-33080550-2
Merged-chr5-106982609-23	chr5	106982386	106982948	+	0.000	0.000	Merged-chr5-106982609-23
Merged-chr1-133073641-31	chr1	133073421	133073865	+	0.000	0.000	Merged-chr1-133073641-31
Merged-chr13-107844268-8	chr13	107844099	107844546	+	0.000	0.000	Merged-chr13-107844268-8
Merged-chr12-73715902-65	chr12	73715721	73716151	+	0.000	0.000	Merged-chr12-73715902-65
Merged-chr8-120736370-59	chr8	120736060	120736662	+	0.000	0.000	Merged-chr8-120736370-59
Merged-chr2-152825903-49	chr2	152825689	152826151	+	0.000	0.000	Merged-chr2-152825903-49
Merged-chr13-13590526-88	chr13	13590232	13590754	+	0.000	0.000	Merged-chr13-13590526-88
Merged-chr11-90697864-33	chr11	90697544	90698126	+	0.000	0.000	Merged-chr11-90697864-33
Merged-chr15-83426605-52	chr15	83425783	83427145	+	0.000	0.000	Merged-chr15-83426605-52
Merged-chr14-77905612-16	chr14	77905332	77905857	+	0.000	0.000	Merged-chr14-77905612-16
Merged-chr1-153288080-22	chr1	153287873	153288316	+	0.000	0.000	Merged-chr1-153288080-22
Merged-chr3-146127848-1	chr3	146127750	146127948	+	0.000	0.000	Merged-chr3-146127848-1
Merged-chr13-4190380-2	chr13	4190252	4190510	+	0.000	0.000	Merged-chr13-4190380-2
Merged-chr5-66086978-39	chr5	66086701	66087211	+	0.000	0.000	Merged-chr5-66086978-39
Merged-chr10-61301236-13	chr10	61301105	61301405	+	0.000	0.000	Merged-chr10-61301236-13
Merged-chr10-118057722-24	chr10	118057449	118058118	+	0.000	0.000	Merged-chr10-118057722-24
Merged-chr15-80599512-51	chr15	80599094	80599787	+	0.000	0.000	Merged-chr15-80599512-51
Merged-chr13-35798845-1	chr13	35798747	35798945	+	0.000	0.000	Merged-chr13-35798845-1
Merged-chr18-55714748-1	chr18	55714650	55714848	+	0.000	0.000	Merged-chr18-55714748-1
Merged-chr7-28665750-36	chr7	28665467	28666199	+	0.000	0.000	Merged-chr7-28665750-36
Merged-chr1-157411088-8	chr1	157410862	157411295	+	0.000	0.000	Merged-chr1-157411088-8
Merged-chr8-35498509-11	chr8	35498301	35498669	+	0.000	0.000	Merged-chr8-35498509-11
Merged-chr4-132463334-1	chr4	132463236	132463434	+	0.000	0.000	Merged-chr4-132463334-1
Merged-chr16-46027069-1	chr16	46026971	46027169	+	0.000	0.000	Merged-chr16-46027069-1
Merged-chr2-103719021-38	chr2	103718765	103719285	+	0.000	0.000	Merged-chr2-103719021-38
Merged-chr13-12575154-46	chr13	12574860	12575446	+	0.000	0.000	Merged-chr13-12575154-46
Merged-chr19-37419795-20	chr19	37419614	37419985	+	0.000	0.000	Merged-chr19-37419795-20
Merged-chr5-66069851-51	chr5	66069541	66070065	+	0.000	0.000	Merged-chr5-66069851-51
Merged-chr9-107303282-14	chr9	107302993	107303473	+	0.000	0.000	Merged-chr9-107303282-14
Merged-chr11-11788755-45	chr11	11788599	11788967	+	0.000	0.000	Merged-chr11-11788755-45
Merged-chr3-107038872-1	chr3	107038774	107038972	+	0.000	0.000	Merged-chr3-107038872-1
Merged-chr2-103672845-28	chr2	103672681	103673073	+	0.000	0.000	Merged-chr2-103672845-28
Merged-chr10-17947093-1	chr10	17946995	17947193	+	0.000	0.000	Merged-chr10-17947093-1
Merged-chr9-80164813-89	chr9	80164628	80165035	+	0.000	0.000	Merged-chr9-80164813-89
Merged-chr13-113795476-8	chr13	113795259	113795711	+	0.000	0.000	Merged-chr13-113795476-8
Merged-chr6-124805887-69	chr6	124805554	124806262	+	0.000	0.000	Merged-chr6-124805887-69
Merged-chr7-38106884-1	chr7	38106786	38106984	+	0.000	0.000	Merged-chr7-38106884-1
Merged-chr15-55897197-36	chr15	55896924	55897487	+	0.000	0.000	Merged-chr15-55897197-36
Merged-chr6-148914162-22	chr6	148913870	148914398	+	0.000	0.000	Merged-chr6-148914162-22
Merged-chr13-41355770-5	chr13	41355646	41355915	+	0.000	0.000	Merged-chr13-41355770-5
Merged-chr1-60936469-13	chr1	60936212	60936812	+	0.000	0.000	Merged-chr1-60936469-13
Merged-chr7-76035036-15	chr7	76034852	76035249	+	0.000	0.000	Merged-chr7-76035036-15
Merged-chr16-8869938-27	chr16	8869766	8870175	+	0.000	0.000	Merged-chr16-8869938-27
Merged-chr13-12507577-43	chr13	12507209	12507848	+	0.000	0.000	Merged-chr13-12507577-43
Merged-chr4-15314991-2	chr4	15314847	15315138	+	0.000	0.000	Merged-chr4-15314991-2
Merged-chr8-75202303-18	chr8	75202049	75202701	+	0.000	0.000	Merged-chr8-75202303-18
Merged-chr15-93245731-28	chr15	93245474	93245974	+	0.000	0.000	Merged-chr15-93245731-28
Merged-chr1-43561326-30	chr1	43561044	43561797	+	0.000	0.000	Merged-chr1-43561326-30
Merged-chr12-99326248-34	chr12	99326004	99326516	+	0.000	0.000	Merged-chr12-99326248-34
Merged-chr7-110164691-100	chr7	110164511	110164891	+	0.000	0.000	Merged-chr7-110164691-100
Merged-chr7-63973470-12	chr7	63973152	63973737	+	0.000	0.000	Merged-chr7-63973470-12
Merged-chr5-74260801-106	chr5	74260380	74261177	+	0.000	0.000	Merged-chr5-74260801-106
Merged-chr6-54034662-29	chr6	54034362	54034833	+	0.000	0.000	Merged-chr6-54034662-29
Merged-chr4-116448916-26	chr4	116448674	116449102	+	0.000	0.000	Merged-chr4-116448916-26
Merged-chr10-99035968-2	chr10	99035866	99036072	+	0.000	0.000	Merged-chr10-99035968-2
Merged-chr2-125738439-9	chr2	125738243	125738606	+	0.000	0.000	Merged-chr2-125738439-9
Merged-chr10-76531480-72	chr10	76531273	76531703	+	0.000	0.000	Merged-chr10-76531480-72
Merged-chr3-79445460-10	chr3	79445104	79445703	+	0.000	0.000	Merged-chr3-79445460-10
Merged-chr14-105240325-24	chr14	105239997	105240602	+	0.000	0.000	Merged-chr14-105240325-24
Merged-chr12-100876279-15	chr12	100875983	100876516	+	0.000	0.000	Merged-chr12-100876279-15
Merged-chr7-80294519-58	chr7	80294245	80294798	+	0.000	0.000	Merged-chr7-80294519-58
Merged-chr1-161734917-117	chr1	161734567	161735143	+	0.000	0.000	Merged-chr1-161734917-117
Merged-chr8-85624614-13	chr8	85624443	85624801	+	0.000	0.000	Merged-chr8-85624614-13
Merged-chr19-9938920-69	chr19	9938642	9939356	+	0.000	0.000	Merged-chr19-9938920-69
Merged-chr4-15306603-4	chr4	15306505	15306703	+	0.000	0.000	Merged-chr4-15306603-4
Merged-chrX-101917936-6	chrX	101917775	101918092	+	0.000	0.000	Merged-chrX-101917936-6
Merged-chr17-35704869-55	chr17	35704604	35705053	+	0.000	0.000	Merged-chr17-35704869-55
Merged-chr1-144330572-51	chr1	144330277	144330812	+	0.000	0.000	Merged-chr1-144330572-51
Merged-chr13-107928012-13	chr13	107927745	107928286	+	0.000	0.000	Merged-chr13-107928012-13
Merged-chr13-107940409-34	chr13	107940212	107940617	+	0.000	0.000	Merged-chr13-107940409-34
Merged-chr15-96699959-14	chr15	96699710	96700128	+	0.000	0.000	Merged-chr15-96699959-14
Merged-chr6-66954248-9	chr6	66954082	66954388	+	0.000	0.000	Merged-chr6-66954248-9
Merged-chr5-45676772-9	chr5	45676532	45676933	+	0.000	0.000	Merged-chr5-45676772-9
Merged-chr15-55866381-1	chr15	55866283	55866481	+	0.000	0.000	Merged-chr15-55866381-1
Merged-chr4-15273435-28	chr4	15273189	15273750	+	0.000	0.000	Merged-chr4-15273435-28
Merged-chr13-113639155-24	chr13	113639031	113639294	+	0.000	0.000	Merged-chr13-113639155-24
Merged-chr6-54151623-52	chr6	54151306	54151939	+	0.000	0.000	Merged-chr6-54151623-52
Merged-chr10-40171372-15	chr10	40171162	40171567	+	0.000	0.000	Merged-chr10-40171372-15
Merged-chr13-33001523-50	chr13	33001307	33001757	+	0.000	0.000	Merged-chr13-33001523-50
Merged-chr5-107754930-37	chr5	107754519	107755124	+	0.000	0.000	Merged-chr5-107754930-37
Merged-chr6-97353387-24	chr6	97353220	97353551	+	0.000	0.000	Merged-chr6-97353387-24
Merged-chr2-29812614-1	chr2	29812516	29812714	+	0.000	0.000	Merged-chr2-29812614-1
Merged-chr7-142387872-67	chr7	142387457	142388207	+	0.000	0.000	Merged-chr7-142387872-67
Merged-chr15-73548216-5	chr15	73548099	73548356	+	0.000	0.000	Merged-chr15-73548216-5
Merged-chr2-167649435-16	chr2	167649227	167649625	+	0.000	0.000	Merged-chr2-167649435-16
Merged-chr1-161809504-48	chr1	161809130	161809832	+	0.000	0.000	Merged-chr1-161809504-48
