#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TH1_Associated--ATAC_peaks.bed all.df.numx.c5-DKO_Tfh_vs_Naive.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Tfh_vs_Naive.dn.bed
Merged-chr2-128464894-1	chr2	128464796	128464994	+	0.000	0.000	Merged-chr2-128464894-1
Merged-chr13-59557232-89	chr13	59556692	59557995	+	0.000	0.000	Merged-chr13-59557232-89
Merged-chr7-18893660-7	chr7	18893456	18893892	+	0.000	0.000	Merged-chr7-18893660-7
Merged-chr5-31596875-46	chr5	31596635	31597110	+	0.000	0.000	Merged-chr5-31596875-46
Merged-chr2-128126014-53	chr2	128125794	128126229	+	0.000	0.000	Merged-chr2-128126014-53
Merged-chr12-76404107-79	chr12	76403851	76404356	+	0.000	0.000	Merged-chr12-76404107-79
Merged-chr13-63261451-54	chr13	63261176	63261689	+	0.000	0.000	Merged-chr13-63261451-54
Merged-chr11-78038074-35	chr11	78037786	78038633	+	0.000	0.000	Merged-chr11-78038074-35
Merged-chr10-61297508-64	chr10	61297211	61297801	+	0.000	0.000	Merged-chr10-61297508-64
Merged-chr12-55080362-72	chr12	55080075	55080597	+	0.000	0.000	Merged-chr12-55080362-72
Merged-chr4-40853123-14	chr4	40852716	40853537	+	0.000	0.000	Merged-chr4-40853123-14
Merged-chr2-113914576-9	chr2	113914412	113914798	+	0.000	0.000	Merged-chr2-113914576-9
Merged-chr7-126862248-102	chr7	126861924	126862484	+	0.000	0.000	Merged-chr7-126862248-102
Merged-chr17-10301276-12	chr17	10301137	10301422	+	0.000	0.000	Merged-chr17-10301276-12
Merged-chr15-76639801-70	chr15	76639594	76639984	+	0.000	0.000	Merged-chr15-76639801-70
Merged-chr2-105380624-1	chr2	105380526	105380724	+	0.000	0.000	Merged-chr2-105380624-1
Merged-chr16-49848808-26	chr16	49848477	49849020	+	0.000	0.000	Merged-chr16-49848808-26
Merged-chr1-60907642-6	chr1	60907480	60907795	+	0.000	0.000	Merged-chr1-60907642-6
Merged-chr14-64639141-1	chr14	64639043	64639241	+	0.000	0.000	Merged-chr14-64639141-1
Merged-chr18-12809826-5	chr18	12809671	12809983	+	0.000	0.000	Merged-chr18-12809826-5
Merged-chr16-78606501-17	chr16	78606299	78606731	+	0.000	0.000	Merged-chr16-78606501-17
Merged-chr10-99097560-20	chr10	99097349	99097768	+	0.000	0.000	Merged-chr10-99097560-20
Merged-chr11-95379150-8	chr11	95378969	95379348	+	0.000	0.000	Merged-chr11-95379150-8
Merged-chr3-59120352-78	chr3	59120037	59120591	+	0.000	0.000	Merged-chr3-59120352-78
Merged-chr4-133873054-46	chr4	133872822	133873308	+	0.000	0.000	Merged-chr4-133873054-46
Merged-chr19-29047906-64	chr19	29047615	29048178	+	0.000	0.000	Merged-chr19-29047906-64
Merged-chr2-52633032-17	chr2	52632804	52633340	+	0.000	0.000	Merged-chr2-52633032-17
Merged-chr13-23531231-137	chr13	23530843	23531517	+	0.000	0.000	Merged-chr13-23531231-137
Merged-chr11-107465250-2	chr11	107465132	107465371	+	0.000	0.000	Merged-chr11-107465250-2
Merged-chr19-40685337-3	chr19	40685207	40685458	+	0.000	0.000	Merged-chr19-40685337-3
Merged-chr6-56704515-65	chr6	56704048	56704824	+	0.000	0.000	Merged-chr6-56704515-65
Merged-chr6-127178132-9	chr6	127177846	127178314	+	0.000	0.000	Merged-chr6-127178132-9
Merged-chr2-73313328-11	chr2	73313181	73313484	+	0.000	0.000	Merged-chr2-73313328-11
Merged-chr12-16509548-40	chr12	16509317	16509782	+	0.000	0.000	Merged-chr12-16509548-40
Merged-chr4-72142320-1	chr4	72142222	72142420	+	0.000	0.000	Merged-chr4-72142320-1
Merged-chr16-46119458-1	chr16	46119360	46119558	+	0.000	0.000	Merged-chr16-46119458-1
Merged-chr8-71988666-16	chr8	71988427	71988828	+	0.000	0.000	Merged-chr8-71988666-16
Merged-chr4-117110427-1	chr4	117110329	117110527	+	0.000	0.000	Merged-chr4-117110427-1
Merged-chr15-78810431-5	chr15	78810277	78810604	+	0.000	0.000	Merged-chr15-78810431-5
Merged-chr17-47536089-8	chr17	47535960	47536283	+	0.000	0.000	Merged-chr17-47536089-8
Merged-chr4-116123033-2	chr4	116122912	116123156	+	0.000	0.000	Merged-chr4-116123033-2
Merged-chr13-62964984-53	chr13	62964731	62965275	+	0.000	0.000	Merged-chr13-62964984-53
Merged-chr18-75410439-27	chr18	75410137	75410671	+	0.000	0.000	Merged-chr18-75410439-27
Merged-chr11-63920753-42	chr11	63920490	63920968	+	0.000	0.000	Merged-chr11-63920753-42
Merged-chr2-163048277-32	chr2	163048063	163048466	+	0.000	0.000	Merged-chr2-163048277-32
Merged-chr2-128325647-45	chr2	128325425	128325860	+	0.000	0.000	Merged-chr2-128325647-45
Merged-chr8-46663455-6	chr8	46663329	46663578	+	0.000	0.000	Merged-chr8-46663455-6
Merged-chr17-5885218-3	chr17	5885029	5885437	+	0.000	0.000	Merged-chr17-5885218-3
Merged-chrX-167182631-37	chrX	167182396	167182822	+	0.000	0.000	Merged-chrX-167182631-37
Merged-chr5-93094440-1	chr5	93094342	93094540	+	0.000	0.000	Merged-chr5-93094440-1
Merged-chr18-89197638-86	chr18	89196815	89198301	+	0.000	0.000	Merged-chr18-89197638-86
Merged-chr5-93129952-3	chr5	93129828	93130079	+	0.000	0.000	Merged-chr5-93129952-3
Merged-chr15-52887057-9	chr15	52886839	52887204	+	0.000	0.000	Merged-chr15-52887057-9
Merged-chr2-152030194-1	chr2	152030096	152030294	+	0.000	0.000	Merged-chr2-152030194-1
Merged-chr3-108730497-6	chr3	108730336	108730647	+	0.000	0.000	Merged-chr3-108730497-6
Merged-chr14-59943344-19	chr14	59943166	59943564	+	0.000	0.000	Merged-chr14-59943344-19
Merged-chr10-108110299-11	chr10	108110062	108110576	+	0.000	0.000	Merged-chr10-108110299-11
Merged-chr17-73869364-53	chr17	73869136	73869606	+	0.000	0.000	Merged-chr17-73869364-53
Merged-chr18-36801247-1	chr18	36801149	36801347	+	0.000	0.000	Merged-chr18-36801247-1
Merged-chr6-97458148-8	chr6	97457970	97458318	+	0.000	0.000	Merged-chr6-97458148-8
Merged-chr17-12759489-26	chr17	12759191	12759874	+	0.000	0.000	Merged-chr17-12759489-26
Merged-chr1-139179531-1	chr1	139179433	139179631	+	0.000	0.000	Merged-chr1-139179531-1
Merged-chr17-24686693-5	chr17	24686518	24686843	+	0.000	0.000	Merged-chr17-24686693-5
Merged-chr10-94378414-58	chr10	94378130	94378707	+	0.000	0.000	Merged-chr10-94378414-58
Merged-chr17-86969824-22	chr17	86969597	86970058	+	0.000	0.000	Merged-chr17-86969824-22
Merged-chr8-18899149-53	chr8	18898940	18899328	+	0.000	0.000	Merged-chr8-18899149-53
Merged-chr6-54040016-79	chr6	54039603	54040467	+	0.000	0.000	Merged-chr6-54040016-79
Merged-chr10-40141848-100	chr10	40140949	40142466	+	0.000	0.000	Merged-chr10-40141848-100
Merged-chr2-9871528-52	chr2	9871166	9871884	+	0.000	0.000	Merged-chr2-9871528-52
Merged-chr11-117777340-14	chr11	117777186	117777493	+	0.000	0.000	Merged-chr11-117777340-14
Merged-chr1-133688539-7	chr1	133688400	133688685	+	0.000	0.000	Merged-chr1-133688539-7
Merged-chr4-116735189-24	chr4	116734989	116735378	+	0.000	0.000	Merged-chr4-116735189-24
Merged-chr1-88641957-1	chr1	88641859	88642057	+	0.000	0.000	Merged-chr1-88641957-1
Merged-chr13-21779684-65	chr13	21779252	21780117	+	0.000	0.000	Merged-chr13-21779684-65
Merged-chr5-142902064-2	chr5	142901966	142902164	+	0.000	0.000	Merged-chr5-142902064-2
Merged-chr12-25096104-64	chr12	25095793	25096391	+	0.000	0.000	Merged-chr12-25096104-64
Merged-chr10-117831011-28	chr10	117830772	117831201	+	0.000	0.000	Merged-chr10-117831011-28
Merged-chr17-12210892-24	chr17	12210726	12211099	+	0.000	0.000	Merged-chr17-12210892-24
Merged-chr8-95612064-3	chr8	95611952	95612190	+	0.000	0.000	Merged-chr8-95612064-3
Merged-chr1-161713119-39	chr1	161712856	161713431	+	0.000	0.000	Merged-chr1-161713119-39
Merged-chr12-32207058-29	chr12	32206870	32207257	+	0.000	0.000	Merged-chr12-32207058-29
Merged-chr10-61231886-4	chr10	61231763	61232015	+	0.000	0.000	Merged-chr10-61231886-4
Merged-chr10-91147290-5	chr10	91147146	91147432	+	0.000	0.000	Merged-chr10-91147290-5
Merged-chr3-89963361-50	chr3	89963058	89963748	+	0.000	0.000	Merged-chr3-89963361-50
Merged-chr2-109334787-1	chr2	109334689	109334887	+	0.000	0.000	Merged-chr2-109334787-1
Merged-chr10-80917926-53	chr10	80917369	80918337	+	0.000	0.000	Merged-chr10-80917926-53
Merged-chr17-34981965-46	chr17	34981674	34982160	+	0.000	0.000	Merged-chr17-34981965-46
Merged-chr18-73836360-8	chr18	73836226	73836550	+	0.000	0.000	Merged-chr18-73836360-8
Merged-chr16-17619453-35	chr16	17618991	17619739	+	0.000	0.000	Merged-chr16-17619453-35
Merged-chr9-79790150-3	chr9	79790006	79790283	+	0.000	0.000	Merged-chr9-79790150-3
Merged-chr8-84847115-67	chr8	84846795	84847498	+	0.000	0.000	Merged-chr8-84847115-67
Merged-chr1-58392210-1	chr1	58392112	58392310	+	0.000	0.000	Merged-chr1-58392210-1
Merged-chr15-37791707-76	chr15	37791000	37792226	+	0.000	0.000	Merged-chr15-37791707-76
Merged-chr13-5871752-1	chr13	5871654	5871852	+	0.000	0.000	Merged-chr13-5871752-1
Merged-chr14-120407035-22	chr14	120406675	120407236	+	0.000	0.000	Merged-chr14-120407035-22
Merged-chr7-31177022-1	chr7	31176924	31177122	+	0.000	0.000	Merged-chr7-31177022-1
Merged-chr2-3726993-86	chr2	3726625	3727346	+	0.000	0.000	Merged-chr2-3726993-86
Merged-chr13-30549048-17	chr13	30548925	30549234	+	0.000	0.000	Merged-chr13-30549048-17
Merged-chr10-7663118-116	chr10	7662892	7663515	+	0.000	0.000	Merged-chr10-7663118-116
Merged-chr16-49859350-21	chr16	49859047	49859691	+	0.000	0.000	Merged-chr16-49859350-21
Merged-chr5-140149143-22	chr5	140148826	140149383	+	0.000	0.000	Merged-chr5-140149143-22
Merged-chr10-10108499-1	chr10	10108401	10108599	+	0.000	0.000	Merged-chr10-10108499-1
Merged-chr18-57356451-1	chr18	57356353	57356551	+	0.000	0.000	Merged-chr18-57356451-1
Merged-chr12-55079958-2	chr12	55079860	55080058	+	0.000	0.000	Merged-chr12-55079958-2
Merged-chr11-97702656-5	chr11	97702541	97702791	+	0.000	0.000	Merged-chr11-97702656-5
Merged-chr12-16339165-4	chr12	16338967	16339351	+	0.000	0.000	Merged-chr12-16339165-4
Merged-chr10-30357856-1	chr10	30357758	30357956	+	0.000	0.000	Merged-chr10-30357856-1
Merged-chr4-47746738-34	chr4	47746478	47747007	+	0.000	0.000	Merged-chr4-47746738-34
Merged-chr12-32208689-79	chr12	32208406	32208971	+	0.000	0.000	Merged-chr12-32208689-79
Merged-chr2-79180935-23	chr2	79180283	79181229	+	0.000	0.000	Merged-chr2-79180935-23
Merged-chr6-30048099-79	chr6	30047605	30048377	+	0.000	0.000	Merged-chr6-30048099-79
Merged-chr8-71602339-29	chr8	71602133	71602545	+	0.000	0.000	Merged-chr8-71602339-29
Merged-chr13-23519379-42	chr13	23518930	23519902	+	0.000	0.000	Merged-chr13-23519379-42
Merged-chr10-12922914-109	chr10	12922256	12923284	+	0.000	0.000	Merged-chr10-12922914-109
Merged-chr1-171763336-1	chr1	171763238	171763436	+	0.000	0.000	Merged-chr1-171763336-1
Merged-chrX-140457424-1	chrX	140457326	140457524	+	0.000	0.000	Merged-chrX-140457424-1
Merged-chr2-148563653-1	chr2	148563555	148563753	+	0.000	0.000	Merged-chr2-148563653-1
Merged-chr5-72202864-7	chr5	72202694	72203051	+	0.000	0.000	Merged-chr5-72202864-7
Merged-chr17-29032504-80	chr17	29032193	29032839	+	0.000	0.000	Merged-chr17-29032504-80
Merged-chr6-99660644-7	chr6	99660425	99660788	+	0.000	0.000	Merged-chr6-99660644-7
Merged-chr2-99830574-1	chr2	99830476	99830674	+	0.000	0.000	Merged-chr2-99830574-1
Merged-chr19-47581762-1	chr19	47581664	47581862	+	0.000	0.000	Merged-chr19-47581762-1
Merged-chr2-10142867-39	chr2	10142662	10143138	+	0.000	0.000	Merged-chr2-10142867-39
Merged-chr14-26969928-1	chr14	26969830	26970028	+	0.000	0.000	Merged-chr14-26969928-1
Merged-chr7-127149689-1	chr7	127149591	127149789	+	0.000	0.000	Merged-chr7-127149689-1
Merged-chr7-16366464-23	chr7	16366289	16366634	+	0.000	0.000	Merged-chr7-16366464-23
Merged-chr10-117859986-12	chr10	117859770	117860165	+	0.000	0.000	Merged-chr10-117859986-12
Merged-chr1-37624443-7	chr1	37624269	37624650	+	0.000	0.000	Merged-chr1-37624443-7
Merged-chr4-57886357-8	chr4	57886159	57886573	+	0.000	0.000	Merged-chr4-57886357-8
Merged-chr13-23621734-164	chr13	23621332	23622042	+	0.000	0.000	Merged-chr13-23621734-164
Merged-chr2-11266630-41	chr2	11266362	11266870	+	0.000	0.000	Merged-chr2-11266630-41
Merged-chr2-9878722-80	chr2	9878202	9879254	+	0.000	0.000	Merged-chr2-9878722-80
Merged-chr9-24503196-85	chr9	24502575	24503632	+	0.000	0.000	Merged-chr9-24503196-85
Merged-chr13-93756777-9	chr13	93756558	93756975	+	0.000	0.000	Merged-chr13-93756777-9
Merged-chr12-65172767-62	chr12	65172570	65173049	+	0.000	0.000	Merged-chr12-65172767-62
Merged-chr13-101759388-22	chr13	101759141	101759625	+	0.000	0.000	Merged-chr13-101759388-22
Merged-chr5-115359076-9	chr5	115358836	115359237	+	0.000	0.000	Merged-chr5-115359076-9
Merged-chr4-21727630-97	chr4	21727378	21728046	+	0.000	0.000	Merged-chr4-21727630-97
Merged-chr10-5800627-2	chr10	5800516	5800741	+	0.000	0.000	Merged-chr10-5800627-2
Merged-chr10-91270922-111	chr10	91270395	91271470	+	0.000	0.000	Merged-chr10-91270922-111
Merged-chr17-44121634-62	chr17	44121367	44121915	+	0.000	0.000	Merged-chr17-44121634-62
Merged-chr7-45154586-68	chr7	45154211	45154893	+	0.000	0.000	Merged-chr7-45154586-68
Merged-chr15-80619195-4	chr15	80618968	80619344	+	0.000	0.000	Merged-chr15-80619195-4
Merged-chr4-116627464-164	chr4	116627148	116628003	+	0.000	0.000	Merged-chr4-116627464-164
Merged-chrX-167210381-3	chrX	167210248	167210528	+	0.000	0.000	Merged-chrX-167210381-3
Merged-chr10-40179769-4	chr10	40179607	40180014	+	0.000	0.000	Merged-chr10-40179769-4
Merged-chr10-83219943-23	chr10	83219684	83220177	+	0.000	0.000	Merged-chr10-83219943-23
Merged-chr3-136611929-48	chr3	136611619	136612165	+	0.000	0.000	Merged-chr3-136611929-48
Merged-chr7-45921337-25	chr7	45920955	45921562	+	0.000	0.000	Merged-chr7-45921337-25
Merged-chr7-55962435-67	chr7	55962201	55962684	+	0.000	0.000	Merged-chr7-55962435-67
Merged-chr13-110511047-3	chr13	110510923	110511191	+	0.000	0.000	Merged-chr13-110511047-3
Merged-chr6-125355418-28	chr6	125355188	125355638	+	0.000	0.000	Merged-chr6-125355418-28
Merged-chr18-84028993-5	chr18	84028744	84029188	+	0.000	0.000	Merged-chr18-84028993-5
Merged-chr2-84936786-78	chr2	84936396	84937294	+	0.000	0.000	Merged-chr2-84936786-78
Merged-chr14-47298519-76	chr14	47298034	47298791	+	0.000	0.000	Merged-chr14-47298519-76
Merged-chr1-21078501-1	chr1	21078403	21078601	+	0.000	0.000	Merged-chr1-21078501-1
Merged-chr1-60883000-15	chr1	60882823	60883262	+	0.000	0.000	Merged-chr1-60883000-15
Merged-chr15-36769552-5	chr15	36769280	36769768	+	0.000	0.000	Merged-chr15-36769552-5
Merged-chr11-101551991-1	chr11	101551893	101552091	+	0.000	0.000	Merged-chr11-101551991-1
Merged-chr8-75108809-1	chr8	75108711	75108909	+	0.000	0.000	Merged-chr8-75108809-1
Merged-chr1-54909170-5	chr1	54909026	54909317	+	0.000	0.000	Merged-chr1-54909170-5
Merged-chr7-80554988-53	chr7	80554759	80555237	+	0.000	0.000	Merged-chr7-80554988-53
Merged-chr3-75517936-30	chr3	75517678	75518230	+	0.000	0.000	Merged-chr3-75517936-30
Merged-chr4-8927722-59	chr4	8927471	8928012	+	0.000	0.000	Merged-chr4-8927722-59
Merged-chr11-120492108-91	chr11	120491546	120492622	+	0.000	0.000	Merged-chr11-120492108-91
Merged-chr14-73119110-33	chr14	73118832	73119323	+	0.000	0.000	Merged-chr14-73119110-33
Merged-chr18-75374196-25	chr18	75373898	75374376	+	0.000	0.000	Merged-chr18-75374196-25
Merged-chr7-114087483-1	chr7	114087385	114087583	+	0.000	0.000	Merged-chr7-114087483-1
Merged-chr7-67445637-8	chr7	67445386	67445849	+	0.000	0.000	Merged-chr7-67445637-8
Merged-chr18-83993380-25	chr18	83993106	83993602	+	0.000	0.000	Merged-chr18-83993380-25
Merged-chr4-137358450-18	chr4	137358138	137358695	+	0.000	0.000	Merged-chr4-137358450-18
Merged-chr19-20362355-23	chr19	20362143	20362561	+	0.000	0.000	Merged-chr19-20362355-23
Merged-chr5-151704265-4	chr5	151704150	151704382	+	0.000	0.000	Merged-chr5-151704265-4
Merged-chr4-70601569-19	chr4	70601380	70601813	+	0.000	0.000	Merged-chr4-70601569-19
Merged-chr7-81855095-36	chr7	81854868	81855337	+	0.000	0.000	Merged-chr7-81855095-36
Merged-chr9-64779197-1	chr9	64779099	64779297	+	0.000	0.000	Merged-chr9-64779197-1
Merged-chr9-72441764-8	chr9	72441578	72441989	+	0.000	0.000	Merged-chr9-72441764-8
Merged-chr8-120589278-59	chr8	120589056	120589613	+	0.000	0.000	Merged-chr8-120589278-59
Merged-chr16-64873763-80	chr16	64873452	64873985	+	0.000	0.000	Merged-chr16-64873763-80
Merged-chr14-25476250-18	chr14	25476005	25476480	+	0.000	0.000	Merged-chr14-25476250-18
Merged-chr1-191480137-17	chr1	191479947	191480356	+	0.000	0.000	Merged-chr1-191480137-17
Merged-chr5-74277818-39	chr5	74277455	74278148	+	0.000	0.000	Merged-chr5-74277818-39
Merged-chr18-56755769-1	chr18	56755671	56755869	+	0.000	0.000	Merged-chr18-56755769-1
Merged-chr11-86201323-63	chr11	86201033	86201732	+	0.000	0.000	Merged-chr11-86201323-63
Merged-chr11-11763344-40	chr11	11762874	11763681	+	0.000	0.000	Merged-chr11-11763344-40
Merged-chr3-122924364-79	chr3	122924198	122924657	+	0.000	0.000	Merged-chr3-122924364-79
Merged-chr17-12916324-81	chr17	12915963	12916559	+	0.000	0.000	Merged-chr17-12916324-81
Merged-chr2-29859180-2	chr2	29859082	29859280	+	0.000	0.000	Merged-chr2-29859180-2
Merged-chr9-72962077-55	chr9	72961822	72962313	+	0.000	0.000	Merged-chr9-72962077-55
Merged-chr2-53330787-9	chr2	53330439	53331038	+	0.000	0.000	Merged-chr2-53330787-9
Merged-chr15-82236756-16	chr15	82236517	82237049	+	0.000	0.000	Merged-chr15-82236756-16
Merged-chr11-55067120-19	chr11	55066914	55067313	+	0.000	0.000	Merged-chr11-55067120-19
Merged-chr6-127155147-8	chr6	127154873	127155495	+	0.000	0.000	Merged-chr6-127155147-8
Merged-chr19-10695928-2	chr19	10695786	10696073	+	0.000	0.000	Merged-chr19-10695928-2
Merged-chr4-8822763-11	chr4	8822598	8822933	+	0.000	0.000	Merged-chr4-8822763-11
Merged-chr14-20378658-57	chr14	20378380	20378869	+	0.000	0.000	Merged-chr14-20378658-57
Merged-chr1-16106304-1	chr1	16106206	16106404	+	0.000	0.000	Merged-chr1-16106304-1
Merged-chr11-22969737-4	chr11	22969591	22969875	+	0.000	0.000	Merged-chr11-22969737-4
Merged-chr18-84085528-43	chr18	84085199	84085822	+	0.000	0.000	Merged-chr18-84085528-43
Merged-chr11-63922281-53	chr11	63922069	63922525	+	0.000	0.000	Merged-chr11-63922281-53
Merged-chr10-40084673-6	chr10	40084535	40084837	+	0.000	0.000	Merged-chr10-40084673-6
Merged-chr13-114896013-49	chr13	114895463	114896347	+	0.000	0.000	Merged-chr13-114896013-49
Merged-chr11-53851984-46	chr11	53851782	53852226	+	0.000	0.000	Merged-chr11-53851984-46
Merged-chr7-127042378-31	chr7	127042173	127042682	+	0.000	0.000	Merged-chr7-127042378-31
Merged-chr11-97700393-30	chr11	97700072	97700635	+	0.000	0.000	Merged-chr11-97700393-30
Merged-chr9-110653124-1	chr9	110653026	110653224	+	0.000	0.000	Merged-chr9-110653124-1
Merged-chr10-127176142-1	chr10	127176044	127176242	+	0.000	0.000	Merged-chr10-127176142-1
Merged-chr2-75659280-124	chr2	75658815	75659587	+	0.000	0.000	Merged-chr2-75659280-124
Merged-chr16-75877310-18	chr16	75877125	75877552	+	0.000	0.000	Merged-chr16-75877310-18
Merged-chr17-34627444-59	chr17	34626815	34627892	+	0.000	0.000	Merged-chr17-34627444-59
Merged-chr8-120811025-1	chr8	120810927	120811125	+	0.000	0.000	Merged-chr8-120811025-1
Merged-chr7-75914112-33	chr7	75913931	75914335	+	0.000	0.000	Merged-chr7-75914112-33
Merged-chr4-116464160-92	chr4	116463892	116464639	+	0.000	0.000	Merged-chr4-116464160-92
Merged-chr10-117829855-64	chr10	117829532	117830098	+	0.000	0.000	Merged-chr10-117829855-64
Merged-chr16-38352967-7	chr16	38352829	38353106	+	0.000	0.000	Merged-chr16-38352967-7
Merged-chr2-26933520-84	chr2	26933223	26933774	+	0.000	0.000	Merged-chr2-26933520-84
Merged-chr16-44357903-54	chr16	44357634	44358259	+	0.000	0.000	Merged-chr16-44357903-54
Merged-chr5-107101281-23	chr5	107101053	107101442	+	0.000	0.000	Merged-chr5-107101281-23
Merged-chr1-38902794-5	chr1	38902685	38902903	+	0.000	0.000	Merged-chr1-38902794-5
Merged-chr2-3723872-33	chr2	3723665	3724096	+	0.000	0.000	Merged-chr2-3723872-33
Merged-chrX-7657381-29	chrX	7657135	7657734	+	0.000	0.000	Merged-chrX-7657381-29
Merged-chr11-59963967-1	chr11	59963869	59964067	+	0.000	0.000	Merged-chr11-59963967-1
Merged-chr13-102097534-1	chr13	102097436	102097634	+	0.000	0.000	Merged-chr13-102097534-1
Merged-chr2-90678516-1	chr2	90678418	90678616	+	0.000	0.000	Merged-chr2-90678516-1
Merged-chr10-40177793-4	chr10	40177555	40177999	+	0.000	0.000	Merged-chr10-40177793-4
Merged-chr7-28677170-43	chr7	28676914	28677414	+	0.000	0.000	Merged-chr7-28677170-43
Merged-chr2-80638943-54	chr2	80638681	80639193	+	0.000	0.000	Merged-chr2-80638943-54
Merged-chr14-120525808-27	chr14	120525573	120526011	+	0.000	0.000	Merged-chr14-120525808-27
Merged-chr11-53663190-17	chr11	53662895	53663381	+	0.000	0.000	Merged-chr11-53663190-17
Merged-chr4-59167570-29	chr4	59167215	59167822	+	0.000	0.000	Merged-chr4-59167570-29
Merged-chr12-91789924-28	chr12	91789698	91790215	+	0.000	0.000	Merged-chr12-91789924-28
Merged-chr9-13195404-8	chr9	13195251	13195555	+	0.000	0.000	Merged-chr9-13195404-8
Merged-chr10-95605167-17	chr10	95605010	95605385	+	0.000	0.000	Merged-chr10-95605167-17
Merged-chr18-33214911-4	chr18	33214785	33215049	+	0.000	0.000	Merged-chr18-33214911-4
Merged-chr11-53874992-1	chr11	53874894	53875092	+	0.000	0.000	Merged-chr11-53874992-1
Merged-chr17-86674662-35	chr17	86674134	86675189	+	0.000	0.000	Merged-chr17-86674662-35
Merged-chr18-83943530-62	chr18	83943244	83943737	+	0.000	0.000	Merged-chr18-83943530-62
Merged-chr17-10317786-1	chr17	10317688	10317886	+	0.000	0.000	Merged-chr17-10317786-1
Merged-chr14-102438465-1	chr14	102438367	102438565	+	0.000	0.000	Merged-chr14-102438465-1
Merged-chr2-11636185-10	chr2	11635895	11636405	+	0.000	0.000	Merged-chr2-11636185-10
Merged-chr11-50371605-32	chr11	50371420	50371840	+	0.000	0.000	Merged-chr11-50371605-32
Merged-chr13-110592548-1	chr13	110592450	110592648	+	0.000	0.000	Merged-chr13-110592548-1
Merged-chr17-35836854-6	chr17	35836690	35837069	+	0.000	0.000	Merged-chr17-35836854-6
Merged-chr7-88279271-3	chr7	88279167	88279383	+	0.000	0.000	Merged-chr7-88279271-3
Merged-chr13-113794666-97	chr13	113794265	113794974	+	0.000	0.000	Merged-chr13-113794666-97
Merged-chr3-89476498-1	chr3	89476400	89476598	+	0.000	0.000	Merged-chr3-89476498-1
Merged-chr1-43353837-2	chr1	43353724	43353953	+	0.000	0.000	Merged-chr1-43353837-2
Merged-chr5-105589303-21	chr5	105589061	105589518	+	0.000	0.000	Merged-chr5-105589303-21
Merged-chr13-23745475-25	chr13	23745312	23745654	+	0.000	0.000	Merged-chr13-23745475-25
