#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TH1_Associated--ATAC_peaks.bed all.df.numx.c5-STAT4_KO_Tfh_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-STAT4_KO_Tfh_vs_WT_Th1.up.bed
Merged-chr15-36715304-1	chr15	36715206	36715404	+	0.000	0.000	Merged-chr15-36715304-1
Merged-chr8-116073444-1	chr8	116073346	116073544	+	0.000	0.000	Merged-chr8-116073444-1
Merged-chr8-70804819-59	chr8	70804458	70805134	+	0.000	0.000	Merged-chr8-70804819-59
Merged-chr16-59522266-50	chr16	59522070	59522702	+	0.000	0.000	Merged-chr16-59522266-50
Merged-chr8-13677465-97	chr8	13676722	13678002	+	0.000	0.000	Merged-chr8-13677465-97
Merged-chr1-127496963-18	chr1	127496756	127497177	+	0.000	0.000	Merged-chr1-127496963-18
Merged-chr9-66060111-53	chr9	66059914	66060376	+	0.000	0.000	Merged-chr9-66060111-53
Merged-chr19-8984128-7	chr19	8983970	8984282	+	0.000	0.000	Merged-chr19-8984128-7
Merged-chr10-43901198-1	chr10	43901100	43901298	+	0.000	0.000	Merged-chr10-43901198-1
Merged-chr12-99407209-65	chr12	99406786	99407529	+	0.000	0.000	Merged-chr12-99407209-65
Merged-chrX-157480291-10	chrX	157480147	157480452	+	0.000	0.000	Merged-chrX-157480291-10
Merged-chr13-23534768-3	chr13	23534670	23534868	+	0.000	0.000	Merged-chr13-23534768-3
Merged-chr7-140125748-70	chr7	140125517	140126207	+	0.000	0.000	Merged-chr7-140125748-70
Merged-chr17-35836476-5	chr17	35836204	35836655	+	0.000	0.000	Merged-chr17-35836476-5
Merged-chr18-62122524-1	chr18	62122426	62122624	+	0.000	0.000	Merged-chr18-62122524-1
Merged-chr14-78725077-79	chr14	78724702	78725358	+	0.000	0.000	Merged-chr14-78725077-79
Merged-chr3-101284134-38	chr3	101283829	101284472	+	0.000	0.000	Merged-chr3-101284134-38
Merged-chr5-100569697-15	chr5	100569444	100569991	+	0.000	0.000	Merged-chr5-100569697-15
Merged-chr1-43464156-11	chr1	43463980	43464416	+	0.000	0.000	Merged-chr1-43464156-11
Merged-chr1-43539531-10	chr1	43539424	43539654	+	0.000	0.000	Merged-chr1-43539531-10
Merged-chr1-74295587-31	chr1	74295385	74295820	+	0.000	0.000	Merged-chr1-74295587-31
Merged-chr1-75218958-120	chr1	75218677	75219499	+	0.000	0.000	Merged-chr1-75218958-120
Merged-chr7-25181593-26	chr7	25181344	25181860	+	0.000	0.000	Merged-chr7-25181593-26
Merged-chr6-51494596-1	chr6	51494498	51494696	+	0.000	0.000	Merged-chr6-51494596-1
Merged-chr10-92712081-1	chr10	92711983	92712181	+	0.000	0.000	Merged-chr10-92712081-1
Merged-chr7-18892441-33	chr7	18892163	18892794	+	0.000	0.000	Merged-chr7-18892441-33
Merged-chr17-44735161-2	chr17	44735063	44735261	+	0.000	0.000	Merged-chr17-44735161-2
Merged-chr11-107443890-34	chr11	107443679	107444101	+	0.000	0.000	Merged-chr11-107443890-34
Merged-chr1-160045410-8	chr1	160045207	160045717	+	0.000	0.000	Merged-chr1-160045410-8
Merged-chr8-115144349-1	chr8	115144251	115144449	+	0.000	0.000	Merged-chr8-115144349-1
Merged-chr7-45082426-1	chr7	45082328	45082526	+	0.000	0.000	Merged-chr7-45082426-1
Merged-chr9-124079982-9	chr9	124079773	124080265	+	0.000	0.000	Merged-chr9-124079982-9
Merged-chr1-170993660-17	chr1	170993466	170993838	+	0.000	0.000	Merged-chr1-170993660-17
Merged-chr1-193285975-30	chr1	193285567	193286229	+	0.000	0.000	Merged-chr1-193285975-30
Merged-chr3-90629503-15	chr3	90629302	90629735	+	0.000	0.000	Merged-chr3-90629503-15
Merged-chr15-36760800-24	chr15	36760450	36761032	+	0.000	0.000	Merged-chr15-36760800-24
Merged-chr9-32487034-1	chr9	32486936	32487134	+	0.000	0.000	Merged-chr9-32487034-1
Merged-chr13-63365525-19	chr13	63365292	63365799	+	0.000	0.000	Merged-chr13-63365525-19
Merged-chr11-109785498-8	chr11	109785200	109785751	+	0.000	0.000	Merged-chr11-109785498-8
Merged-chr15-52944849-44	chr15	52944560	52945164	+	0.000	0.000	Merged-chr15-52944849-44
Merged-chr2-151994902-45	chr2	151994603	151995128	+	0.000	0.000	Merged-chr2-151994902-45
Merged-chr9-64918803-19	chr9	64918566	64918989	+	0.000	0.000	Merged-chr9-64918803-19
Merged-chr3-9816471-2	chr3	9816362	9816583	+	0.000	0.000	Merged-chr3-9816471-2
Merged-chr13-38145291-8	chr13	38145066	38145476	+	0.000	0.000	Merged-chr13-38145291-8
Merged-chr11-120581690-77	chr11	120581369	120581986	+	0.000	0.000	Merged-chr11-120581690-77
Merged-chr10-44708515-1	chr10	44708417	44708615	+	0.000	0.000	Merged-chr10-44708515-1
Merged-chr1-191717287-2	chr1	191717143	191717434	+	0.000	0.000	Merged-chr1-191717287-2
Merged-chr19-20239652-7	chr19	20239476	20239933	+	0.000	0.000	Merged-chr19-20239652-7
Merged-chr1-181839725-20	chr1	181839390	181839991	+	0.000	0.000	Merged-chr1-181839725-20
Merged-chr17-32389394-69	chr17	32388980	32389750	+	0.000	0.000	Merged-chr17-32389394-69
Merged-chr9-13247214-63	chr9	13247014	13247437	+	0.000	0.000	Merged-chr9-13247214-63
Merged-chr4-46497640-25	chr4	46497461	46497908	+	0.000	0.000	Merged-chr4-46497640-25
Merged-chr4-116123762-43	chr4	116123465	116124091	+	0.000	0.000	Merged-chr4-116123762-43
Merged-chr11-46135797-4	chr11	46135633	46135933	+	0.000	0.000	Merged-chr11-46135797-4
Merged-chr1-135719840-41	chr1	135719565	135720300	+	0.000	0.000	Merged-chr1-135719840-41
Merged-chr12-16474710-17	chr12	16474418	16474912	+	0.000	0.000	Merged-chr12-16474710-17
Merged-chr9-124146419-55	chr9	124146124	124146614	+	0.000	0.000	Merged-chr9-124146419-55
Merged-chr4-8783505-39	chr4	8783290	8783738	+	0.000	0.000	Merged-chr4-8783505-39
Merged-chr13-55330050-91	chr13	55329780	55330319	+	0.000	0.000	Merged-chr13-55330050-91
Merged-chr7-119856675-7	chr7	119856361	119856960	+	0.000	0.000	Merged-chr7-119856675-7
Merged-chr5-93091648-2	chr5	93091479	93091820	+	0.000	0.000	Merged-chr5-93091648-2
Merged-chr14-62352043-4	chr14	62351890	62352164	+	0.000	0.000	Merged-chr14-62352043-4
Merged-chr17-12768899-10	chr17	12768663	12769075	+	0.000	0.000	Merged-chr17-12768899-10
Merged-chr18-75395041-5	chr18	75394892	75395217	+	0.000	0.000	Merged-chr18-75395041-5
Merged-chr2-3759706-8	chr2	3759498	3759867	+	0.000	0.000	Merged-chr2-3759706-8
Merged-chr14-61427434-25	chr14	61427119	61427735	+	0.000	0.000	Merged-chr14-61427434-25
Merged-chr4-24574483-23	chr4	24574297	24574666	+	0.000	0.000	Merged-chr4-24574483-23
Merged-chr4-153964142-1	chr4	153964044	153964242	+	0.000	0.000	Merged-chr4-153964142-1
Merged-chr2-57256678-17	chr2	57256386	57256929	+	0.000	0.000	Merged-chr2-57256678-17
Merged-chr3-40745600-114	chr3	40745279	40745851	+	0.000	0.000	Merged-chr3-40745600-114
Merged-chr13-22020871-44	chr13	22020390	22021239	+	0.000	0.000	Merged-chr13-22020871-44
Merged-chr14-122951933-82	chr14	122951637	122952556	+	0.000	0.000	Merged-chr14-122951933-82
Merged-chr18-56687770-38	chr18	56687340	56688034	+	0.000	0.000	Merged-chr18-56687770-38
Merged-chr2-128464894-1	chr2	128464796	128464994	+	0.000	0.000	Merged-chr2-128464894-1
Merged-chr7-18893660-7	chr7	18893456	18893892	+	0.000	0.000	Merged-chr7-18893660-7
Merged-chr2-80579794-1	chr2	80579696	80579894	+	0.000	0.000	Merged-chr2-80579794-1
Merged-chr19-55254695-10	chr19	55254510	55254861	+	0.000	0.000	Merged-chr19-55254695-10
Merged-chr13-63261451-54	chr13	63261176	63261689	+	0.000	0.000	Merged-chr13-63261451-54
Merged-chr11-78038074-35	chr11	78037786	78038633	+	0.000	0.000	Merged-chr11-78038074-35
Merged-chr6-88518035-1	chr6	88517937	88518135	+	0.000	0.000	Merged-chr6-88518035-1
Merged-chr12-55080362-72	chr12	55080075	55080597	+	0.000	0.000	Merged-chr12-55080362-72
Merged-chr4-40853123-14	chr4	40852716	40853537	+	0.000	0.000	Merged-chr4-40853123-14
Merged-chr1-182516993-6	chr1	182516833	182517166	+	0.000	0.000	Merged-chr1-182516993-6
Merged-chrX-104587558-7	chrX	104587427	104587755	+	0.000	0.000	Merged-chrX-104587558-7
Merged-chr2-113914576-9	chr2	113914412	113914798	+	0.000	0.000	Merged-chr2-113914576-9
Merged-chr9-69440174-25	chr9	69439808	69440664	+	0.000	0.000	Merged-chr9-69440174-25
Merged-chr7-30535126-64	chr7	30534955	30535383	+	0.000	0.000	Merged-chr7-30535126-64
Merged-chr15-102350778-51	chr15	102350344	102351118	+	0.000	0.000	Merged-chr15-102350778-51
Merged-chr2-121414603-1	chr2	121414505	121414703	+	0.000	0.000	Merged-chr2-121414603-1
Merged-chr7-126862248-102	chr7	126861924	126862484	+	0.000	0.000	Merged-chr7-126862248-102
Merged-chr2-10151704-4	chr2	10151578	10151833	+	0.000	0.000	Merged-chr2-10151704-4
Merged-chr15-76639801-70	chr15	76639594	76639984	+	0.000	0.000	Merged-chr15-76639801-70
Merged-chr16-49848808-26	chr16	49848477	49849020	+	0.000	0.000	Merged-chr16-49848808-26
Merged-chr1-60907642-6	chr1	60907480	60907795	+	0.000	0.000	Merged-chr1-60907642-6
Merged-chr8-13595614-1	chr8	13595516	13595714	+	0.000	0.000	Merged-chr8-13595614-1
Merged-chr18-12809826-5	chr18	12809671	12809983	+	0.000	0.000	Merged-chr18-12809826-5
Merged-chr6-82772203-1	chr6	82772105	82772303	+	0.000	0.000	Merged-chr6-82772203-1
Merged-chr11-55077805-107	chr11	55077345	55078321	+	0.000	0.000	Merged-chr11-55077805-107
Merged-chr15-74989113-124	chr15	74988505	74989667	+	0.000	0.000	Merged-chr15-74989113-124
Merged-chr10-99097560-20	chr10	99097349	99097768	+	0.000	0.000	Merged-chr10-99097560-20
Merged-chr11-95379150-8	chr11	95378969	95379348	+	0.000	0.000	Merged-chr11-95379150-8
Merged-chr1-180387589-46	chr1	180387343	180387812	+	0.000	0.000	Merged-chr1-180387589-46
Merged-chr2-72476477-116	chr2	72475992	72477389	+	0.000	0.000	Merged-chr2-72476477-116
Merged-chr2-52633032-17	chr2	52632804	52633340	+	0.000	0.000	Merged-chr2-52633032-17
Merged-chr1-191486758-12	chr1	191486494	191487003	+	0.000	0.000	Merged-chr1-191486758-12
Merged-chr9-106367223-2	chr9	106367115	106367334	+	0.000	0.000	Merged-chr9-106367223-2
Merged-chr9-65598978-11	chr9	65598851	65599158	+	0.000	0.000	Merged-chr9-65598978-11
Merged-chr1-71069065-19	chr1	71068883	71069318	+	0.000	0.000	Merged-chr1-71069065-19
Merged-chr11-107465250-2	chr11	107465132	107465371	+	0.000	0.000	Merged-chr11-107465250-2
Merged-chr6-127178132-9	chr6	127177846	127178314	+	0.000	0.000	Merged-chr6-127178132-9
Merged-chr2-73313328-11	chr2	73313181	73313484	+	0.000	0.000	Merged-chr2-73313328-11
Merged-chr12-16509548-40	chr12	16509317	16509782	+	0.000	0.000	Merged-chr12-16509548-40
Merged-chr3-40761563-9	chr3	40761405	40761710	+	0.000	0.000	Merged-chr3-40761563-9
Merged-chr4-72142320-1	chr4	72142222	72142420	+	0.000	0.000	Merged-chr4-72142320-1
Merged-chr19-5729609-19	chr19	5729370	5729916	+	0.000	0.000	Merged-chr19-5729609-19
Merged-chr4-8919592-3	chr4	8919435	8919726	+	0.000	0.000	Merged-chr4-8919592-3
Merged-chr8-71988666-16	chr8	71988427	71988828	+	0.000	0.000	Merged-chr8-71988666-16
Merged-chr9-107294520-3	chr9	107294390	107294662	+	0.000	0.000	Merged-chr9-107294520-3
Merged-chr4-117110427-1	chr4	117110329	117110527	+	0.000	0.000	Merged-chr4-117110427-1
Merged-chr17-47536089-8	chr17	47535960	47536283	+	0.000	0.000	Merged-chr17-47536089-8
Merged-chr18-75410439-27	chr18	75410137	75410671	+	0.000	0.000	Merged-chr18-75410439-27
Merged-chr11-63920753-42	chr11	63920490	63920968	+	0.000	0.000	Merged-chr11-63920753-42
Merged-chr2-163048277-32	chr2	163048063	163048466	+	0.000	0.000	Merged-chr2-163048277-32
Merged-chr2-153710877-23	chr2	153710659	153711078	+	0.000	0.000	Merged-chr2-153710877-23
Merged-chr15-78597789-44	chr15	78597334	78598072	+	0.000	0.000	Merged-chr15-78597789-44
Merged-chr8-46663455-6	chr8	46663329	46663578	+	0.000	0.000	Merged-chr8-46663455-6
Merged-chrX-167182631-37	chrX	167182396	167182822	+	0.000	0.000	Merged-chrX-167182631-37
Merged-chr4-124928290-22	chr4	124928102	124928481	+	0.000	0.000	Merged-chr4-124928290-22
Merged-chr5-93094440-1	chr5	93094342	93094540	+	0.000	0.000	Merged-chr5-93094440-1
Merged-chr18-89197638-86	chr18	89196815	89198301	+	0.000	0.000	Merged-chr18-89197638-86
Merged-chrX-85869463-11	chrX	85869298	85869712	+	0.000	0.000	Merged-chrX-85869463-11
Merged-chr15-52887057-9	chr15	52886839	52887204	+	0.000	0.000	Merged-chr15-52887057-9
Merged-chr2-152030194-1	chr2	152030096	152030294	+	0.000	0.000	Merged-chr2-152030194-1
Merged-chr3-108730497-6	chr3	108730336	108730647	+	0.000	0.000	Merged-chr3-108730497-6
Merged-chr11-107454779-3	chr11	107454632	107454933	+	0.000	0.000	Merged-chr11-107454779-3
Merged-chr14-59943344-19	chr14	59943166	59943564	+	0.000	0.000	Merged-chr14-59943344-19
Merged-chr13-30693070-31	chr13	30692750	30693461	+	0.000	0.000	Merged-chr13-30693070-31
Merged-chr18-36801247-1	chr18	36801149	36801347	+	0.000	0.000	Merged-chr18-36801247-1
Merged-chr6-97458148-8	chr6	97457970	97458318	+	0.000	0.000	Merged-chr6-97458148-8
Merged-chr2-131191019-12	chr2	131190736	131191322	+	0.000	0.000	Merged-chr2-131191019-12
Merged-chr2-29890513-1	chr2	29890415	29890613	+	0.000	0.000	Merged-chr2-29890513-1
Merged-chr1-139179531-1	chr1	139179433	139179631	+	0.000	0.000	Merged-chr1-139179531-1
Merged-chr9-27071000-11	chr9	27070772	27071316	+	0.000	0.000	Merged-chr9-27071000-11
Merged-chr17-35997756-9	chr17	35997619	35997896	+	0.000	0.000	Merged-chr17-35997756-9
Merged-chr10-94378414-58	chr10	94378130	94378707	+	0.000	0.000	Merged-chr10-94378414-58
Merged-chr16-59564268-14	chr16	59564066	59564443	+	0.000	0.000	Merged-chr16-59564268-14
Merged-chr8-18899149-53	chr8	18898940	18899328	+	0.000	0.000	Merged-chr8-18899149-53
Merged-chr6-54040016-79	chr6	54039603	54040467	+	0.000	0.000	Merged-chr6-54040016-79
Merged-chr10-81426897-5	chr10	81426557	81427169	+	0.000	0.000	Merged-chr10-81426897-5
Merged-chr11-69008506-45	chr11	69008192	69008709	+	0.000	0.000	Merged-chr11-69008506-45
Merged-chr10-40141848-100	chr10	40140949	40142466	+	0.000	0.000	Merged-chr10-40141848-100
Merged-chr11-102930777-13	chr11	102930534	102931029	+	0.000	0.000	Merged-chr11-102930777-13
Merged-chr1-133688539-7	chr1	133688400	133688685	+	0.000	0.000	Merged-chr1-133688539-7
Merged-chr3-90514906-78	chr3	90514405	90515252	+	0.000	0.000	Merged-chr3-90514906-78
Merged-chr1-9703144-1	chr1	9703046	9703244	+	0.000	0.000	Merged-chr1-9703144-1
Merged-chr19-18620358-3	chr19	18620236	18620471	+	0.000	0.000	Merged-chr19-18620358-3
Merged-chr7-114086836-1	chr7	114086738	114086936	+	0.000	0.000	Merged-chr7-114086836-1
Merged-chr3-98339396-153	chr3	98338541	98340078	+	0.000	0.000	Merged-chr3-98339396-153
Merged-chr4-116735189-24	chr4	116734989	116735378	+	0.000	0.000	Merged-chr4-116735189-24
Merged-chr1-60868540-23	chr1	60868393	60868749	+	0.000	0.000	Merged-chr1-60868540-23
Merged-chr1-88641957-1	chr1	88641859	88642057	+	0.000	0.000	Merged-chr1-88641957-1
Merged-chr2-90581282-19	chr2	90581090	90581515	+	0.000	0.000	Merged-chr2-90581282-19
Merged-chr13-21779684-65	chr13	21779252	21780117	+	0.000	0.000	Merged-chr13-21779684-65
Merged-chr5-142902064-2	chr5	142901966	142902164	+	0.000	0.000	Merged-chr5-142902064-2
Merged-chr10-117831011-28	chr10	117830772	117831201	+	0.000	0.000	Merged-chr10-117831011-28
Merged-chr16-52450198-3	chr16	52450070	52450356	+	0.000	0.000	Merged-chr16-52450198-3
Merged-chr2-151569776-39	chr2	151569616	151570017	+	0.000	0.000	Merged-chr2-151569776-39
Merged-chr1-161713119-39	chr1	161712856	161713431	+	0.000	0.000	Merged-chr1-161713119-39
Merged-chr10-61231886-4	chr10	61231763	61232015	+	0.000	0.000	Merged-chr10-61231886-4
Merged-chrX-164406476-50	chrX	164406103	164406761	+	0.000	0.000	Merged-chrX-164406476-50
Merged-chr8-70810538-1	chr8	70810440	70810638	+	0.000	0.000	Merged-chr8-70810538-1
Merged-chr2-129066183-78	chr2	129065796	129066413	+	0.000	0.000	Merged-chr2-129066183-78
Merged-chr3-89963361-50	chr3	89963058	89963748	+	0.000	0.000	Merged-chr3-89963361-50
Merged-chr2-109334787-1	chr2	109334689	109334887	+	0.000	0.000	Merged-chr2-109334787-1
Merged-chr8-111956180-5	chr8	111956034	111956306	+	0.000	0.000	Merged-chr8-111956180-5
Merged-chr10-80917926-53	chr10	80917369	80918337	+	0.000	0.000	Merged-chr10-80917926-53
Merged-chr17-34981965-46	chr17	34981674	34982160	+	0.000	0.000	Merged-chr17-34981965-46
Merged-chr2-90582416-2	chr2	90582288	90582547	+	0.000	0.000	Merged-chr2-90582416-2
Merged-chr18-73836360-8	chr18	73836226	73836550	+	0.000	0.000	Merged-chr18-73836360-8
Merged-chr16-17619453-35	chr16	17618991	17619739	+	0.000	0.000	Merged-chr16-17619453-35
Merged-chr9-79790150-3	chr9	79790006	79790283	+	0.000	0.000	Merged-chr9-79790150-3
Merged-chr2-128091141-1	chr2	128091043	128091241	+	0.000	0.000	Merged-chr2-128091141-1
Merged-chr15-37791707-76	chr15	37791000	37792226	+	0.000	0.000	Merged-chr15-37791707-76
Merged-chr13-5871752-1	chr13	5871654	5871852	+	0.000	0.000	Merged-chr13-5871752-1
Merged-chr12-100907082-32	chr12	100906664	100907329	+	0.000	0.000	Merged-chr12-100907082-32
Merged-chr16-95731226-1	chr16	95731128	95731326	+	0.000	0.000	Merged-chr16-95731226-1
Merged-chr8-120888773-7	chr8	120888636	120888926	+	0.000	0.000	Merged-chr8-120888773-7
Merged-chr12-16304947-30	chr12	16304632	16305175	+	0.000	0.000	Merged-chr12-16304947-30
Merged-chr7-31177022-1	chr7	31176924	31177122	+	0.000	0.000	Merged-chr7-31177022-1
Merged-chr2-3726993-86	chr2	3726625	3727346	+	0.000	0.000	Merged-chr2-3726993-86
Merged-chr10-59222853-4	chr10	59222673	59223019	+	0.000	0.000	Merged-chr10-59222853-4
Merged-chr9-21167831-1	chr9	21167733	21167931	+	0.000	0.000	Merged-chr9-21167831-1
Merged-chr13-30549048-17	chr13	30548925	30549234	+	0.000	0.000	Merged-chr13-30549048-17
Merged-chr16-49859350-21	chr16	49859047	49859691	+	0.000	0.000	Merged-chr16-49859350-21
Merged-chr5-140149143-22	chr5	140148826	140149383	+	0.000	0.000	Merged-chr5-140149143-22
Merged-chr16-52438425-1	chr16	52438327	52438525	+	0.000	0.000	Merged-chr16-52438425-1
Merged-chr10-10108499-1	chr10	10108401	10108599	+	0.000	0.000	Merged-chr10-10108499-1
Merged-chr18-57356451-1	chr18	57356353	57356551	+	0.000	0.000	Merged-chr18-57356451-1
Merged-chr12-55079958-2	chr12	55079860	55080058	+	0.000	0.000	Merged-chr12-55079958-2
Merged-chr11-97702656-5	chr11	97702541	97702791	+	0.000	0.000	Merged-chr11-97702656-5
Merged-chr12-16339165-4	chr12	16338967	16339351	+	0.000	0.000	Merged-chr12-16339165-4
Merged-chr10-30357856-1	chr10	30357758	30357956	+	0.000	0.000	Merged-chr10-30357856-1
Merged-chr12-32208689-79	chr12	32208406	32208971	+	0.000	0.000	Merged-chr12-32208689-79
Merged-chr2-158743835-27	chr2	158743461	158744193	+	0.000	0.000	Merged-chr2-158743835-27
Merged-chr16-59585036-2	chr16	59584934	59585141	+	0.000	0.000	Merged-chr16-59585036-2
Merged-chr2-79180935-23	chr2	79180283	79181229	+	0.000	0.000	Merged-chr2-79180935-23
Merged-chr10-111473804-5	chr10	111473674	111473915	+	0.000	0.000	Merged-chr10-111473804-5
Merged-chr2-60843166-7	chr2	60843024	60843328	+	0.000	0.000	Merged-chr2-60843166-7
Merged-chr1-54840313-21	chr1	54840036	54840516	+	0.000	0.000	Merged-chr1-54840313-21
Merged-chr8-71602339-29	chr8	71602133	71602545	+	0.000	0.000	Merged-chr8-71602339-29
Merged-chr13-23519379-42	chr13	23518930	23519902	+	0.000	0.000	Merged-chr13-23519379-42
Merged-chr10-12922914-109	chr10	12922256	12923284	+	0.000	0.000	Merged-chr10-12922914-109
Merged-chrX-140457424-1	chrX	140457326	140457524	+	0.000	0.000	Merged-chrX-140457424-1
Merged-chr2-148563653-1	chr2	148563555	148563753	+	0.000	0.000	Merged-chr2-148563653-1
Merged-chr5-72202864-7	chr5	72202694	72203051	+	0.000	0.000	Merged-chr5-72202864-7
Merged-chr17-29032504-80	chr17	29032193	29032839	+	0.000	0.000	Merged-chr17-29032504-80
Merged-chr2-99830574-1	chr2	99830476	99830674	+	0.000	0.000	Merged-chr2-99830574-1
Merged-chr3-152209810-2	chr3	152209705	152209917	+	0.000	0.000	Merged-chr3-152209810-2
Merged-chr8-115112311-24	chr8	115112095	115112537	+	0.000	0.000	Merged-chr8-115112311-24
Merged-chr11-98960328-34	chr11	98959928	98960669	+	0.000	0.000	Merged-chr11-98960328-34
Merged-chr7-28767283-1	chr7	28767185	28767383	+	0.000	0.000	Merged-chr7-28767283-1
Merged-chr8-115110593-29	chr8	115110390	115110816	+	0.000	0.000	Merged-chr8-115110593-29
Merged-chr8-13625662-3	chr8	13625532	13625799	+	0.000	0.000	Merged-chr8-13625662-3
Merged-chr19-47581762-1	chr19	47581664	47581862	+	0.000	0.000	Merged-chr19-47581762-1
Merged-chr12-100420665-18	chr12	100420331	100420948	+	0.000	0.000	Merged-chr12-100420665-18
Merged-chr7-127149689-1	chr7	127149591	127149789	+	0.000	0.000	Merged-chr7-127149689-1
Merged-chr15-59399326-17	chr15	59399017	59399492	+	0.000	0.000	Merged-chr15-59399326-17
Merged-chr1-43168451-1	chr1	43168353	43168551	+	0.000	0.000	Merged-chr1-43168451-1
Merged-chr10-117859986-12	chr10	117859770	117860165	+	0.000	0.000	Merged-chr10-117859986-12
Merged-chr1-37624443-7	chr1	37624269	37624650	+	0.000	0.000	Merged-chr1-37624443-7
Merged-chr7-48881820-4	chr7	48881712	48881929	+	0.000	0.000	Merged-chr7-48881820-4
Merged-chr4-57886357-8	chr4	57886159	57886573	+	0.000	0.000	Merged-chr4-57886357-8
Merged-chr13-23621734-164	chr13	23621332	23622042	+	0.000	0.000	Merged-chr13-23621734-164
Merged-chr2-11266630-41	chr2	11266362	11266870	+	0.000	0.000	Merged-chr2-11266630-41
Merged-chr2-9878722-80	chr2	9878202	9879254	+	0.000	0.000	Merged-chr2-9878722-80
Merged-chr7-120063262-12	chr7	120063092	120063490	+	0.000	0.000	Merged-chr7-120063262-12
Merged-chr13-101759388-22	chr13	101759141	101759625	+	0.000	0.000	Merged-chr13-101759388-22
Merged-chr3-89961129-7	chr3	89960972	89961270	+	0.000	0.000	Merged-chr3-89961129-7
Merged-chr5-115359076-9	chr5	115358836	115359237	+	0.000	0.000	Merged-chr5-115359076-9
Merged-chr10-5800627-2	chr10	5800516	5800741	+	0.000	0.000	Merged-chr10-5800627-2
Merged-chr17-83850809-47	chr17	83850485	83851004	+	0.000	0.000	Merged-chr17-83850809-47
Merged-chr14-64627240-35	chr14	64626967	64627589	+	0.000	0.000	Merged-chr14-64627240-35
Merged-chr8-115444869-2	chr8	115444704	115445037	+	0.000	0.000	Merged-chr8-115444869-2
Merged-chr12-80937807-11	chr12	80937570	80937988	+	0.000	0.000	Merged-chr12-80937807-11
Merged-chr17-73744139-30	chr17	73743917	73744518	+	0.000	0.000	Merged-chr17-73744139-30
Merged-chr7-45154586-68	chr7	45154211	45154893	+	0.000	0.000	Merged-chr7-45154586-68
Merged-chr15-80619195-4	chr15	80618968	80619344	+	0.000	0.000	Merged-chr15-80619195-4
Merged-chr4-116627464-164	chr4	116627148	116628003	+	0.000	0.000	Merged-chr4-116627464-164
Merged-chrX-167210381-3	chrX	167210248	167210528	+	0.000	0.000	Merged-chrX-167210381-3
