#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_I--ATAC_peaks.bed all.df.numx.c5-Bcl6KO_Th1_vs_Naive.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-Bcl6KO_Th1_vs_Naive.up.bed
Merged-chr7-25181593-26	chr7	25181344	25181860	+	0.000	0.000	Merged-chr7-25181593-26
Merged-chr2-52315890-51	chr2	52315363	52316267	+	0.000	0.000	Merged-chr2-52315890-51
Merged-chr17-44735161-2	chr17	44735063	44735261	+	0.000	0.000	Merged-chr17-44735161-2
Merged-chr8-115144349-1	chr8	115144251	115144449	+	0.000	0.000	Merged-chr8-115144349-1
Merged-chr2-125253658-21	chr2	125253336	125253843	+	0.000	0.000	Merged-chr2-125253658-21
Merged-chr14-70278888-38	chr14	70278675	70279286	+	0.000	0.000	Merged-chr14-70278888-38
Merged-chr4-149515822-34	chr4	149515652	149516020	+	0.000	0.000	Merged-chr4-149515822-34
Merged-chr1-74373535-14	chr1	74373168	74373825	+	0.000	0.000	Merged-chr1-74373535-14
Merged-chrX-93701009-42	chrX	93700821	93701239	+	0.000	0.000	Merged-chrX-93701009-42
Merged-chr15-52944849-44	chr15	52944560	52945164	+	0.000	0.000	Merged-chr15-52944849-44
Merged-chr8-91082333-75	chr8	91081893	91082696	+	0.000	0.000	Merged-chr8-91082333-75
Merged-chr15-102234091-17	chr15	102233864	102234419	+	0.000	0.000	Merged-chr15-102234091-17
Merged-chr3-93555296-85	chr3	93554862	93555694	+	0.000	0.000	Merged-chr3-93555296-85
Merged-chr3-104796074-2	chr3	104795881	104796270	+	0.000	0.000	Merged-chr3-104796074-2
Merged-chr1-191717287-2	chr1	191717143	191717434	+	0.000	0.000	Merged-chr1-191717287-2
Merged-chr19-20239652-7	chr19	20239476	20239933	+	0.000	0.000	Merged-chr19-20239652-7
Merged-chr8-123116961-1	chr8	123116863	123117061	+	0.000	0.000	Merged-chr8-123116961-1
Merged-chr1-181839725-20	chr1	181839390	181839991	+	0.000	0.000	Merged-chr1-181839725-20
Merged-chr19-56762004-4	chr19	56761902	56762110	+	0.000	0.000	Merged-chr19-56762004-4
Merged-chr18-74780023-15	chr18	74779834	74780257	+	0.000	0.000	Merged-chr18-74780023-15
Merged-chr8-115411945-32	chr8	115411704	115412165	+	0.000	0.000	Merged-chr8-115411945-32
Merged-chr10-8415419-33	chr10	8415231	8415610	+	0.000	0.000	Merged-chr10-8415419-33
Merged-chr5-62715704-38	chr5	62715419	62716249	+	0.000	0.000	Merged-chr5-62715704-38
Merged-chr14-62352043-4	chr14	62351890	62352164	+	0.000	0.000	Merged-chr14-62352043-4
Merged-chr2-128454709-13	chr2	128454524	128454902	+	0.000	0.000	Merged-chr2-128454709-13
Merged-chr13-22020871-44	chr13	22020390	22021239	+	0.000	0.000	Merged-chr13-22020871-44
Merged-chr18-56687770-38	chr18	56687340	56688034	+	0.000	0.000	Merged-chr18-56687770-38
Merged-chr2-128464894-1	chr2	128464796	128464994	+	0.000	0.000	Merged-chr2-128464894-1
Merged-chr19-11065390-31	chr19	11065212	11065604	+	0.000	0.000	Merged-chr19-11065390-31
Merged-chr3-84672358-8	chr3	84672181	84672589	+	0.000	0.000	Merged-chr3-84672358-8
Merged-chr8-86891702-1	chr8	86891604	86891802	+	0.000	0.000	Merged-chr8-86891702-1
Merged-chr2-128126014-53	chr2	128125794	128126229	+	0.000	0.000	Merged-chr2-128126014-53
Merged-chr12-104209958-42	chr12	104209624	104210335	+	0.000	0.000	Merged-chr12-104209958-42
Merged-chr19-55254695-10	chr19	55254510	55254861	+	0.000	0.000	Merged-chr19-55254695-10
Merged-chr10-81560396-28	chr10	81560175	81560642	+	0.000	0.000	Merged-chr10-81560396-28
Merged-chr1-171677833-5	chr1	171677709	171677980	+	0.000	0.000	Merged-chr1-171677833-5
Merged-chr2-64772163-1	chr2	64772065	64772263	+	0.000	0.000	Merged-chr2-64772163-1
Merged-chr9-69440174-25	chr9	69439808	69440664	+	0.000	0.000	Merged-chr9-69440174-25
Merged-chr7-30535126-64	chr7	30534955	30535383	+	0.000	0.000	Merged-chr7-30535126-64
Merged-chr15-102350778-51	chr15	102350344	102351118	+	0.000	0.000	Merged-chr15-102350778-51
Merged-chr9-95845141-41	chr9	95844931	95845343	+	0.000	0.000	Merged-chr9-95845141-41
Merged-chr7-126862248-102	chr7	126861924	126862484	+	0.000	0.000	Merged-chr7-126862248-102
Merged-chr19-11540460-39	chr19	11540187	11540646	+	0.000	0.000	Merged-chr19-11540460-39
Merged-chr11-53785670-24	chr11	53785421	53785918	+	0.000	0.000	Merged-chr11-53785670-24
Merged-chr10-41893478-1	chr10	41893380	41893578	+	0.000	0.000	Merged-chr10-41893478-1
Merged-chr5-21354717-33	chr5	21354417	21354961	+	0.000	0.000	Merged-chr5-21354717-33
Merged-chr14-72887877-24	chr14	72887678	72888084	+	0.000	0.000	Merged-chr14-72887877-24
Merged-chr1-181866572-42	chr1	181866235	181866855	+	0.000	0.000	Merged-chr1-181866572-42
Merged-chr4-8812564-41	chr4	8812355	8812727	+	0.000	0.000	Merged-chr4-8812564-41
Merged-chr11-109480065-23	chr11	109479728	109480388	+	0.000	0.000	Merged-chr11-109480065-23
Merged-chr19-41321209-31	chr19	41321056	41321425	+	0.000	0.000	Merged-chr19-41321209-31
Merged-chr2-167363421-42	chr2	167363167	167363627	+	0.000	0.000	Merged-chr2-167363421-42
Merged-chr6-82772203-1	chr6	82772105	82772303	+	0.000	0.000	Merged-chr6-82772203-1
Merged-chr7-132931475-89	chr7	132931025	132931721	+	0.000	0.000	Merged-chr7-132931475-89
Merged-chr16-78606501-17	chr16	78606299	78606731	+	0.000	0.000	Merged-chr16-78606501-17
Merged-chr1-191738954-40	chr1	191738562	191739234	+	0.000	0.000	Merged-chr1-191738954-40
Merged-chr15-78926202-1	chr15	78926104	78926302	+	0.000	0.000	Merged-chr15-78926202-1
Merged-chr2-72476477-116	chr2	72475992	72477389	+	0.000	0.000	Merged-chr2-72476477-116
Merged-chr8-115450993-14	chr8	115450776	115451162	+	0.000	0.000	Merged-chr8-115450993-14
Merged-chr19-53508292-1	chr19	53508194	53508392	+	0.000	0.000	Merged-chr19-53508292-1
Merged-chr7-97361642-27	chr7	97361441	97361844	+	0.000	0.000	Merged-chr7-97361642-27
Merged-chr1-134083206-23	chr1	134082999	134083451	+	0.000	0.000	Merged-chr1-134083206-23
Merged-chr8-115408581-14	chr8	115408428	115408760	+	0.000	0.000	Merged-chr8-115408581-14
Merged-chr1-189707798-1	chr1	189707700	189707898	+	0.000	0.000	Merged-chr1-189707798-1
Merged-chr9-54624263-10	chr9	54624043	54624500	+	0.000	0.000	Merged-chr9-54624263-10
Merged-chr13-37977241-6	chr13	37977026	37977408	+	0.000	0.000	Merged-chr13-37977241-6
Merged-chr19-5729609-19	chr19	5729370	5729916	+	0.000	0.000	Merged-chr19-5729609-19
Merged-chr4-8919592-3	chr4	8919435	8919726	+	0.000	0.000	Merged-chr4-8919592-3
Merged-chr1-127677775-57	chr1	127677316	127678093	+	0.000	0.000	Merged-chr1-127677775-57
Merged-chr10-112001683-11	chr10	112001525	112001952	+	0.000	0.000	Merged-chr10-112001683-11
Merged-chr15-78810431-5	chr15	78810277	78810604	+	0.000	0.000	Merged-chr15-78810431-5
Merged-chr3-144065281-1	chr3	144065183	144065381	+	0.000	0.000	Merged-chr3-144065281-1
Merged-chr8-46625183-1	chr8	46625085	46625283	+	0.000	0.000	Merged-chr8-46625183-1
Merged-chr2-65133825-19	chr2	65133661	65133990	+	0.000	0.000	Merged-chr2-65133825-19
Merged-chr2-156882642-42	chr2	156882429	156882823	+	0.000	0.000	Merged-chr2-156882642-42
Merged-chr4-124928290-22	chr4	124928102	124928481	+	0.000	0.000	Merged-chr4-124928290-22
Merged-chr13-29974387-22	chr13	29974208	29974673	+	0.000	0.000	Merged-chr13-29974387-22
Merged-chrX-85869463-11	chrX	85869298	85869712	+	0.000	0.000	Merged-chrX-85869463-11
Merged-chr8-111940598-130	chr8	111940325	111940810	+	0.000	0.000	Merged-chr8-111940598-130
Merged-chr11-98550765-163	chr11	98550476	98551161	+	0.000	0.000	Merged-chr11-98550765-163
Merged-chr2-131190116-33	chr2	131189929	131190339	+	0.000	0.000	Merged-chr2-131190116-33
Merged-chr10-69536721-21	chr10	69536302	69537075	+	0.000	0.000	Merged-chr10-69536721-21
Merged-chr8-104416222-18	chr8	104416032	104416638	+	0.000	0.000	Merged-chr8-104416222-18
Merged-chr2-167367514-3	chr2	167367384	167367642	+	0.000	0.000	Merged-chr2-167367514-3
Merged-chr13-30693070-31	chr13	30692750	30693461	+	0.000	0.000	Merged-chr13-30693070-31
Merged-chr10-128536413-59	chr10	128536074	128536648	+	0.000	0.000	Merged-chr10-128536413-59
Merged-chr11-101665520-54	chr11	101665316	101665764	+	0.000	0.000	Merged-chr11-101665520-54
Merged-chr17-12759489-26	chr17	12759191	12759874	+	0.000	0.000	Merged-chr17-12759489-26
Merged-chr2-131191019-12	chr2	131190736	131191322	+	0.000	0.000	Merged-chr2-131191019-12
Merged-chr9-95832946-23	chr9	95832709	95833318	+	0.000	0.000	Merged-chr9-95832946-23
Merged-chrX-153238117-61	chrX	153237808	153238464	+	0.000	0.000	Merged-chrX-153238117-61
Merged-chr2-65181294-54	chr2	65181028	65181579	+	0.000	0.000	Merged-chr2-65181294-54
Merged-chr15-52945349-8	chr15	52945199	52945471	+	0.000	0.000	Merged-chr15-52945349-8
Merged-chr9-75197363-8	chr9	75197197	75197522	+	0.000	0.000	Merged-chr9-75197363-8
Merged-chr17-35997756-9	chr17	35997619	35997896	+	0.000	0.000	Merged-chr17-35997756-9
Merged-chr17-24686693-5	chr17	24686518	24686843	+	0.000	0.000	Merged-chr17-24686693-5
Merged-chr1-131026004-32	chr1	131025629	131026250	+	0.000	0.000	Merged-chr1-131026004-32
Merged-chr16-59564268-14	chr16	59564066	59564443	+	0.000	0.000	Merged-chr16-59564268-14
Merged-chr17-86969824-22	chr17	86969597	86970058	+	0.000	0.000	Merged-chr17-86969824-22
Merged-chr5-140517781-72	chr5	140517336	140518078	+	0.000	0.000	Merged-chr5-140517781-72
Merged-chr10-81426897-5	chr10	81426557	81427169	+	0.000	0.000	Merged-chr10-81426897-5
Merged-chr2-9871528-52	chr2	9871166	9871884	+	0.000	0.000	Merged-chr2-9871528-52
Merged-chr2-105402351-10	chr2	105402231	105402474	+	0.000	0.000	Merged-chr2-105402351-10
Merged-chr19-18620358-3	chr19	18620236	18620471	+	0.000	0.000	Merged-chr19-18620358-3
Merged-chr7-114086836-1	chr7	114086738	114086936	+	0.000	0.000	Merged-chr7-114086836-1
Merged-chr3-98339396-153	chr3	98338541	98340078	+	0.000	0.000	Merged-chr3-98339396-153
Merged-chr1-131003466-39	chr1	131003276	131003629	+	0.000	0.000	Merged-chr1-131003466-39
Merged-chr2-90581282-19	chr2	90581090	90581515	+	0.000	0.000	Merged-chr2-90581282-19
Merged-chr16-52450198-3	chr16	52450070	52450356	+	0.000	0.000	Merged-chr16-52450198-3
Merged-chr17-12210892-24	chr17	12210726	12211099	+	0.000	0.000	Merged-chr17-12210892-24
Merged-chr5-139197126-38	chr5	139196907	139197464	+	0.000	0.000	Merged-chr5-139197126-38
Merged-chr10-81510447-46	chr10	81510147	81510629	+	0.000	0.000	Merged-chr10-81510447-46
Merged-chr13-60895855-39	chr13	60895392	60896102	+	0.000	0.000	Merged-chr13-60895855-39
Merged-chr8-115398205-61	chr8	115398015	115398493	+	0.000	0.000	Merged-chr8-115398205-61
Merged-chr2-66127129-8	chr2	66126971	66127255	+	0.000	0.000	Merged-chr2-66127129-8
Merged-chr13-45863976-9	chr13	45863791	45864123	+	0.000	0.000	Merged-chr13-45863976-9
Merged-chr10-91147290-5	chr10	91147146	91147432	+	0.000	0.000	Merged-chr10-91147290-5
Merged-chr2-29870260-12	chr2	29870045	29870456	+	0.000	0.000	Merged-chr2-29870260-12
Merged-chrX-164406476-50	chrX	164406103	164406761	+	0.000	0.000	Merged-chrX-164406476-50
Merged-chr8-70810538-1	chr8	70810440	70810638	+	0.000	0.000	Merged-chr8-70810538-1
Merged-chr2-129066183-78	chr2	129065796	129066413	+	0.000	0.000	Merged-chr2-129066183-78
Merged-chr8-111956180-5	chr8	111956034	111956306	+	0.000	0.000	Merged-chr8-111956180-5
Merged-chr2-90582416-2	chr2	90582288	90582547	+	0.000	0.000	Merged-chr2-90582416-2
Merged-chr8-122461195-3	chr8	122461097	122461295	+	0.000	0.000	Merged-chr8-122461195-3
Merged-chr2-128091141-1	chr2	128091043	128091241	+	0.000	0.000	Merged-chr2-128091141-1
Merged-chr8-115397759-2	chr8	115397616	115397905	+	0.000	0.000	Merged-chr8-115397759-2
Merged-chr18-46198687-121	chr18	46198140	46199081	+	0.000	0.000	Merged-chr18-46198687-121
Merged-chr2-129178755-1	chr2	129178657	129178855	+	0.000	0.000	Merged-chr2-129178755-1
Merged-chr10-81505422-22	chr10	81505272	81505563	+	0.000	0.000	Merged-chr10-81505422-22
Merged-chr14-34347243-1	chr14	34347145	34347343	+	0.000	0.000	Merged-chr14-34347243-1
Merged-chr16-32215312-15	chr16	32215155	32215485	+	0.000	0.000	Merged-chr16-32215312-15
Merged-chr2-52455990-26	chr2	52455757	52456210	+	0.000	0.000	Merged-chr2-52455990-26
Merged-chr2-131186955-76	chr2	131186625	131187207	+	0.000	0.000	Merged-chr2-131186955-76
Merged-chr13-114935699-10	chr13	114935563	114935818	+	0.000	0.000	Merged-chr13-114935699-10
Merged-chr10-59222853-4	chr10	59222673	59223019	+	0.000	0.000	Merged-chr10-59222853-4
Merged-chr10-44700385-25	chr10	44700199	44700567	+	0.000	0.000	Merged-chr10-44700385-25
Merged-chr2-128111932-19	chr2	128111671	128112262	+	0.000	0.000	Merged-chr2-128111932-19
Merged-chr16-52438425-1	chr16	52438327	52438525	+	0.000	0.000	Merged-chr16-52438425-1
Merged-chr10-30357856-1	chr10	30357758	30357956	+	0.000	0.000	Merged-chr10-30357856-1
Merged-chr2-27728680-76	chr2	27728283	27729332	+	0.000	0.000	Merged-chr2-27728680-76
Merged-chr10-111473804-5	chr10	111473674	111473915	+	0.000	0.000	Merged-chr10-111473804-5
Merged-chr6-70823527-3	chr6	70823410	70823646	+	0.000	0.000	Merged-chr6-70823527-3
Merged-chr17-24669740-50	chr17	24669484	24669963	+	0.000	0.000	Merged-chr17-24669740-50
Merged-chr4-101062472-1	chr4	101062374	101062572	+	0.000	0.000	Merged-chr4-101062472-1
Merged-chr1-191718229-88	chr1	191717807	191718487	+	0.000	0.000	Merged-chr1-191718229-88
Merged-chr8-115112311-24	chr8	115112095	115112537	+	0.000	0.000	Merged-chr8-115112311-24
Merged-chr19-57611672-6	chr19	57611557	57611801	+	0.000	0.000	Merged-chr19-57611672-6
Merged-chr7-142491449-1	chr7	142491351	142491549	+	0.000	0.000	Merged-chr7-142491449-1
Merged-chr8-106936767-1	chr8	106936669	106936867	+	0.000	0.000	Merged-chr8-106936767-1
Merged-chr8-115110593-29	chr8	115110390	115110816	+	0.000	0.000	Merged-chr8-115110593-29
Merged-chr7-139157777-16	chr7	139157593	139157983	+	0.000	0.000	Merged-chr7-139157777-16
Merged-chr8-91073966-44	chr8	91073781	91074170	+	0.000	0.000	Merged-chr8-91073966-44
Merged-chr12-100420665-18	chr12	100420331	100420948	+	0.000	0.000	Merged-chr12-100420665-18
Merged-chr13-23751838-6	chr13	23751725	23751953	+	0.000	0.000	Merged-chr13-23751838-6
Merged-chr15-59399326-17	chr15	59399017	59399492	+	0.000	0.000	Merged-chr15-59399326-17
Merged-chr10-19578163-111	chr10	19577963	19578561	+	0.000	0.000	Merged-chr10-19578163-111
Merged-chr18-56685238-50	chr18	56685012	56685494	+	0.000	0.000	Merged-chr18-56685238-50
Merged-chr1-43168451-1	chr1	43168353	43168551	+	0.000	0.000	Merged-chr1-43168451-1
Merged-chr15-52753697-52	chr15	52753445	52754065	+	0.000	0.000	Merged-chr15-52753697-52
Merged-chr2-9878722-80	chr2	9878202	9879254	+	0.000	0.000	Merged-chr2-9878722-80
Merged-chr3-89961129-7	chr3	89960972	89961270	+	0.000	0.000	Merged-chr3-89961129-7
Merged-chr11-88951020-7	chr11	88950826	88951230	+	0.000	0.000	Merged-chr11-88951020-7
Merged-chr17-83850809-47	chr17	83850485	83851004	+	0.000	0.000	Merged-chr17-83850809-47
Merged-chr6-108658696-65	chr6	108658209	108659067	+	0.000	0.000	Merged-chr6-108658696-65
Merged-chr8-115444869-2	chr8	115444704	115445037	+	0.000	0.000	Merged-chr8-115444869-2
Merged-chr17-44121634-62	chr17	44121367	44121915	+	0.000	0.000	Merged-chr17-44121634-62
Merged-chr11-110498998-24	chr11	110498746	110499342	+	0.000	0.000	Merged-chr11-110498998-24
Merged-chr5-112296984-3	chr5	112296886	112297084	+	0.000	0.000	Merged-chr5-112296984-3
Merged-chr3-136611929-48	chr3	136611619	136612165	+	0.000	0.000	Merged-chr3-136611929-48
Merged-chr19-8993101-26	chr19	8992775	8993290	+	0.000	0.000	Merged-chr19-8993101-26
Merged-chr2-181381593-77	chr2	181381136	181381910	+	0.000	0.000	Merged-chr2-181381593-77
Merged-chr2-13575594-1	chr2	13575496	13575694	+	0.000	0.000	Merged-chr2-13575594-1
Merged-chr11-101551991-1	chr11	101551893	101552091	+	0.000	0.000	Merged-chr11-101551991-1
Merged-chr5-100573419-26	chr5	100572858	100573732	+	0.000	0.000	Merged-chr5-100573419-26
Merged-chr5-134235688-1	chr5	134235590	134235788	+	0.000	0.000	Merged-chr5-134235688-1
Merged-chr4-24569297-30	chr4	24569036	24569499	+	0.000	0.000	Merged-chr4-24569297-30
Merged-chr4-89460036-10	chr4	89459657	89460437	+	0.000	0.000	Merged-chr4-89460036-10
Merged-chr4-8927722-59	chr4	8927471	8928012	+	0.000	0.000	Merged-chr4-8927722-59
Merged-chr11-46054514-2	chr11	46054366	46054664	+	0.000	0.000	Merged-chr11-46054514-2
Merged-chr11-87987352-78	chr11	87986917	87987836	+	0.000	0.000	Merged-chr11-87987352-78
Merged-chr4-89479151-44	chr4	89478849	89479373	+	0.000	0.000	Merged-chr4-89479151-44
Merged-chr8-115568627-19	chr8	115568366	115568854	+	0.000	0.000	Merged-chr8-115568627-19
Merged-chr4-149543277-27	chr4	149542980	149543462	+	0.000	0.000	Merged-chr4-149543277-27
Merged-chr5-113539366-106	chr5	113538836	113539864	+	0.000	0.000	Merged-chr5-113539366-106
Merged-chr5-77130540-43	chr5	77130337	77130721	+	0.000	0.000	Merged-chr5-77130540-43
Merged-chr18-75342916-86	chr18	75342527	75343244	+	0.000	0.000	Merged-chr18-75342916-86
Merged-chr2-90482782-2	chr2	90482672	90482895	+	0.000	0.000	Merged-chr2-90482782-2
Merged-chr12-98283519-64	chr12	98283239	98283806	+	0.000	0.000	Merged-chr12-98283519-64
Merged-chr3-85023059-16	chr3	85022856	85023240	+	0.000	0.000	Merged-chr3-85023059-16
Merged-chr5-151704265-4	chr5	151704150	151704382	+	0.000	0.000	Merged-chr5-151704265-4
Merged-chr13-115097149-22	chr13	115096968	115097328	+	0.000	0.000	Merged-chr13-115097149-22
Merged-chr7-3289873-15	chr7	3289709	3290055	+	0.000	0.000	Merged-chr7-3289873-15
Merged-chr2-154836645-24	chr2	154836360	154836825	+	0.000	0.000	Merged-chr2-154836645-24
Merged-chr10-79797598-16	chr10	79797417	79797755	+	0.000	0.000	Merged-chr10-79797598-16
Merged-chr2-90547379-40	chr2	90547106	90547632	+	0.000	0.000	Merged-chr2-90547379-40
Merged-chr6-35538818-1	chr6	35538720	35538918	+	0.000	0.000	Merged-chr6-35538818-1
Merged-chr2-9801686-39	chr2	9801488	9801902	+	0.000	0.000	Merged-chr2-9801686-39
Merged-chr1-171648969-45	chr1	171648523	171649226	+	0.000	0.000	Merged-chr1-171648969-45
Merged-chr16-58546287-56	chr16	58545929	58546518	+	0.000	0.000	Merged-chr16-58546287-56
Merged-chr7-28811425-1	chr7	28811327	28811525	+	0.000	0.000	Merged-chr7-28811425-1
Merged-chr10-81434944-1	chr10	81434846	81435044	+	0.000	0.000	Merged-chr10-81434944-1
Merged-chr6-135375334-1	chr6	135375236	135375434	+	0.000	0.000	Merged-chr6-135375334-1
Merged-chr10-44299380-7	chr10	44299174	44299640	+	0.000	0.000	Merged-chr10-44299380-7
Merged-chr18-56755769-1	chr18	56755671	56755869	+	0.000	0.000	Merged-chr18-56755769-1
Merged-chr10-111478939-8	chr10	111478794	111479089	+	0.000	0.000	Merged-chr10-111478939-8
Merged-chr5-34538812-69	chr5	34538447	34539145	+	0.000	0.000	Merged-chr5-34538812-69
Merged-chr10-81525209-7	chr10	81525075	81525363	+	0.000	0.000	Merged-chr10-81525209-7
Merged-chr8-115221545-40	chr8	115221229	115221957	+	0.000	0.000	Merged-chr8-115221545-40
Merged-chr2-128318457-15	chr2	128318281	128318599	+	0.000	0.000	Merged-chr2-128318457-15
Merged-chr4-136177885-58	chr4	136177525	136178356	+	0.000	0.000	Merged-chr4-136177885-58
Merged-chr2-29859180-2	chr2	29859082	29859280	+	0.000	0.000	Merged-chr2-29859180-2
Merged-chr16-58678885-20	chr16	58678631	58679089	+	0.000	0.000	Merged-chr16-58678885-20
Merged-chr9-72962077-55	chr9	72961822	72962313	+	0.000	0.000	Merged-chr9-72962077-55
Merged-chr1-191821568-61	chr1	191821233	191821827	+	0.000	0.000	Merged-chr1-191821568-61
Merged-chr16-78573118-8	chr16	78572974	78573264	+	0.000	0.000	Merged-chr16-78573118-8
Merged-chr6-66538111-1	chr6	66538013	66538211	+	0.000	0.000	Merged-chr6-66538111-1
Merged-chr12-111814044-70	chr12	111813750	111814389	+	0.000	0.000	Merged-chr12-111814044-70
Merged-chr4-8822763-11	chr4	8822598	8822933	+	0.000	0.000	Merged-chr4-8822763-11
Merged-chr14-20379904-27	chr14	20379609	20380142	+	0.000	0.000	Merged-chr14-20379904-27
Merged-chr8-115276533-28	chr8	115276251	115276793	+	0.000	0.000	Merged-chr8-115276533-28
Merged-chr2-66124733-150	chr2	66124417	66125379	+	0.000	0.000	Merged-chr2-66124733-150
Merged-chr2-70091832-100	chr2	70091479	70092223	+	0.000	0.000	Merged-chr2-70091832-100
Merged-chr11-53851984-46	chr11	53851782	53852226	+	0.000	0.000	Merged-chr11-53851984-46
Merged-chr4-132747733-48	chr4	132747461	132747970	+	0.000	0.000	Merged-chr4-132747733-48
Merged-chr11-98568407-8	chr11	98568186	98568591	+	0.000	0.000	Merged-chr11-98568407-8
Merged-chr7-25178960-8	chr7	25178841	25179099	+	0.000	0.000	Merged-chr7-25178960-8
Merged-chr9-122191366-2	chr9	122191206	122191528	+	0.000	0.000	Merged-chr9-122191366-2
Merged-chr1-172500115-14	chr1	172499864	172500398	+	0.000	0.000	Merged-chr1-172500115-14
Merged-chr10-117808296-55	chr10	117807977	117808737	+	0.000	0.000	Merged-chr10-117808296-55
Merged-chr19-53547766-23	chr19	53547480	53548001	+	0.000	0.000	Merged-chr19-53547766-23
Merged-chr10-44431690-1	chr10	44431592	44431790	+	0.000	0.000	Merged-chr10-44431690-1
Merged-chr14-102981769-6	chr14	102981562	102982075	+	0.000	0.000	Merged-chr14-102981769-6
Merged-chr12-100480184-15	chr12	100480014	100480355	+	0.000	0.000	Merged-chr12-100480184-15
Merged-chr1-189700187-1	chr1	189700089	189700287	+	0.000	0.000	Merged-chr1-189700187-1
Merged-chr18-74779251-150	chr18	74778674	74779612	+	0.000	0.000	Merged-chr18-74779251-150
Merged-chr7-4063118-30	chr7	4062680	4063432	+	0.000	0.000	Merged-chr7-4063118-30
Merged-chr2-71390068-6	chr2	71389866	71390293	+	0.000	0.000	Merged-chr2-71390068-6
Merged-chr13-45965786-1	chr13	45965688	45965886	+	0.000	0.000	Merged-chr13-45965786-1
Merged-chr2-154792651-1	chr2	154792553	154792751	+	0.000	0.000	Merged-chr2-154792651-1
Merged-chr4-107802887-31	chr4	107802581	107803171	+	0.000	0.000	Merged-chr4-107802887-31
Merged-chr3-38483771-17	chr3	38483544	38483963	+	0.000	0.000	Merged-chr3-38483771-17
Merged-chr18-4348193-25	chr18	4347975	4348485	+	0.000	0.000	Merged-chr18-4348193-25
Merged-chr8-111964548-16	chr8	111964373	111964811	+	0.000	0.000	Merged-chr8-111964548-16
Merged-chr5-134232433-54	chr5	134232081	134232820	+	0.000	0.000	Merged-chr5-134232433-54
Merged-chr7-109959908-136	chr7	109959164	109960638	+	0.000	0.000	Merged-chr7-109959908-136
