#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TFH_Associated--ATAC_peaks.bed all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh.up.bed
Merged-chr6-122587687-4	chr6	122587543	122587864	+	0.000	0.000	Merged-chr6-122587687-4
Merged-chr11-115158188-48	chr11	115158006	115158390	+	0.000	0.000	Merged-chr11-115158188-48
Merged-chr12-116283356-67	chr12	116282825	116283954	+	0.000	0.000	Merged-chr12-116283356-67
Merged-chr12-8359734-34	chr12	8359429	8359921	+	0.000	0.000	Merged-chr12-8359734-34
Merged-chr7-16207547-67	chr7	16207128	16207902	+	0.000	0.000	Merged-chr7-16207547-67
Merged-chr8-70610135-145	chr8	70609419	70610872	+	0.000	0.000	Merged-chr8-70610135-145
Merged-chr1-182340410-9	chr1	182340213	182340656	+	0.000	0.000	Merged-chr1-182340410-9
Merged-chr3-126693084-1	chr3	126692986	126693184	+	0.000	0.000	Merged-chr3-126693084-1
Merged-chr11-6546769-84	chr11	6546433	6547101	+	0.000	0.000	Merged-chr11-6546769-84
Merged-chr13-108976576-1	chr13	108976478	108976676	+	0.000	0.000	Merged-chr13-108976576-1
Merged-chr17-47922356-10	chr17	47922183	47922479	+	0.000	0.000	Merged-chr17-47922356-10
Merged-chr11-48933681-40	chr11	48933415	48933917	+	0.000	0.000	Merged-chr11-48933681-40
Merged-chr1-72284360-53	chr1	72284138	72284575	+	0.000	0.000	Merged-chr1-72284360-53
Merged-chr15-53312552-7	chr15	53312353	53312695	+	0.000	0.000	Merged-chr15-53312552-7
Merged-chr2-181837910-46	chr2	181837633	181838211	+	0.000	0.000	Merged-chr2-181837910-46
Merged-chr10-75643156-15	chr10	75642966	75643363	+	0.000	0.000	Merged-chr10-75643156-15
Merged-chr16-5013441-63	chr16	5013165	5013664	+	0.000	0.000	Merged-chr16-5013441-63
Merged-chr9-71837773-1	chr9	71837675	71837873	+	0.000	0.000	Merged-chr9-71837773-1
Merged-chr3-95652031-1	chr3	95651933	95652131	+	0.000	0.000	Merged-chr3-95652031-1
Merged-chr14-121731976-67	chr14	121731714	121732192	+	0.000	0.000	Merged-chr14-121731976-67
Merged-chr2-170131188-85	chr2	170130947	170131720	+	0.000	0.000	Merged-chr2-170131188-85
Merged-chr5-32734105-40	chr5	32733987	32734241	+	0.000	0.000	Merged-chr5-32734105-40
Merged-chr1-192598517-22	chr1	192598169	192598742	+	0.000	0.000	Merged-chr1-192598517-22
Merged-chr6-128793190-10	chr6	128793038	128793323	+	0.000	0.000	Merged-chr6-128793190-10
Merged-chr7-128690319-14	chr7	128690152	128690494	+	0.000	0.000	Merged-chr7-128690319-14
Merged-chr6-17737637-51	chr6	17737222	17737999	+	0.000	0.000	Merged-chr6-17737637-51
Merged-chr14-57719476-1	chr14	57719378	57719576	+	0.000	0.000	Merged-chr14-57719476-1
Merged-chr5-146824723-50	chr5	146824383	146824944	+	0.000	0.000	Merged-chr5-146824723-50
Merged-chr2-71002742-5	chr2	71002608	71002877	+	0.000	0.000	Merged-chr2-71002742-5
Merged-chr9-20868781-38	chr9	20868411	20869154	+	0.000	0.000	Merged-chr9-20868781-38
Merged-chr7-139412509-29	chr7	139412206	139412782	+	0.000	0.000	Merged-chr7-139412509-29
Merged-chr5-92337102-26	chr5	92336842	92337347	+	0.000	0.000	Merged-chr5-92337102-26
Merged-chr10-19934283-96	chr10	19933853	19934575	+	0.000	0.000	Merged-chr10-19934283-96
Merged-chr4-106883409-11	chr4	106883233	106883619	+	0.000	0.000	Merged-chr4-106883409-11
Merged-chr19-12472166-33	chr19	12471950	12472448	+	0.000	0.000	Merged-chr19-12472166-33
Merged-chr19-40257605-57	chr19	40257200	40257936	+	0.000	0.000	Merged-chr19-40257605-57
Merged-chr13-99385105-49	chr13	99384770	99385501	+	0.000	0.000	Merged-chr13-99385105-49
Merged-chr2-130473178-30	chr2	130472800	130473519	+	0.000	0.000	Merged-chr2-130473178-30
Merged-chr12-3283135-27	chr12	3282907	3283365	+	0.000	0.000	Merged-chr12-3283135-27
Merged-chr12-80115734-50	chr12	80115536	80115970	+	0.000	0.000	Merged-chr12-80115734-50
Merged-chr1-190562762-1	chr1	190562664	190562862	+	0.000	0.000	Merged-chr1-190562762-1
Merged-chr14-55092310-50	chr14	55092010	55092532	+	0.000	0.000	Merged-chr14-55092310-50
Merged-chr12-85945472-7	chr12	85945295	85945690	+	0.000	0.000	Merged-chr12-85945472-7
Merged-chr12-105684124-9	chr12	105683916	105684470	+	0.000	0.000	Merged-chr12-105684124-9
Merged-chr16-89872318-26	chr16	89872126	89872567	+	0.000	0.000	Merged-chr16-89872318-26
Merged-chr15-12578540-2	chr15	12578420	12578662	+	0.000	0.000	Merged-chr15-12578540-2
Merged-chr18-79003729-2	chr18	79003569	79003891	+	0.000	0.000	Merged-chr18-79003729-2
Merged-chr5-125183698-27	chr5	125183509	125183898	+	0.000	0.000	Merged-chr5-125183698-27
Merged-chr15-36282505-1	chr15	36282407	36282605	+	0.000	0.000	Merged-chr15-36282505-1
Merged-chr2-18920394-54	chr2	18920130	18920642	+	0.000	0.000	Merged-chr2-18920394-54
Merged-chr7-117982280-28	chr7	117981966	117982576	+	0.000	0.000	Merged-chr7-117982280-28
Merged-chr12-36019766-41	chr12	36019509	36020048	+	0.000	0.000	Merged-chr12-36019766-41
Merged-chr9-94691829-80	chr9	94691609	94692111	+	0.000	0.000	Merged-chr9-94691829-80
Merged-chr11-115708587-76	chr11	115708046	115708927	+	0.000	0.000	Merged-chr11-115708587-76
Merged-chr4-32343448-1	chr4	32343350	32343548	+	0.000	0.000	Merged-chr4-32343448-1
Merged-chr3-9512516-14	chr3	9512189	9512949	+	0.000	0.000	Merged-chr3-9512516-14
Merged-chr10-80149118-125	chr10	80148687	80149809	+	0.000	0.000	Merged-chr10-80149118-125
Merged-chr5-53946981-13	chr5	53946792	53947241	+	0.000	0.000	Merged-chr5-53946981-13
Merged-chr19-43917229-61	chr19	43916991	43917552	+	0.000	0.000	Merged-chr19-43917229-61
Merged-chr2-4196704-1	chr2	4196606	4196804	+	0.000	0.000	Merged-chr2-4196704-1
Merged-chrX-152352945-26	chrX	152352802	152353099	+	0.000	0.000	Merged-chrX-152352945-26
Merged-chr2-18917175-84	chr2	18916546	18917685	+	0.000	0.000	Merged-chr2-18917175-84
Merged-chr12-108601181-28	chr12	108600883	108601558	+	0.000	0.000	Merged-chr12-108601181-28
Merged-chr10-121429289-15	chr10	121429127	121429454	+	0.000	0.000	Merged-chr10-121429289-15
Merged-chr19-57327761-18	chr19	57327531	57328013	+	0.000	0.000	Merged-chr19-57327761-18
Merged-chr5-92375346-95	chr5	92375092	92375717	+	0.000	0.000	Merged-chr5-92375346-95
Merged-chr12-73904490-25	chr12	73904135	73904752	+	0.000	0.000	Merged-chr12-73904490-25
Merged-chr8-101921114-1	chr8	101921016	101921214	+	0.000	0.000	Merged-chr8-101921114-1
Merged-chr19-40821418-1	chr19	40821320	40821518	+	0.000	0.000	Merged-chr19-40821418-1
Merged-chr9-14171965-37	chr9	14171683	14172314	+	0.000	0.000	Merged-chr9-14171965-37
Merged-chr6-89678862-1	chr6	89678764	89678962	+	0.000	0.000	Merged-chr6-89678862-1
Merged-chr9-70485119-27	chr9	70484692	70485501	+	0.000	0.000	Merged-chr9-70485119-27
Merged-chr1-164405623-22	chr1	164405357	164405935	+	0.000	0.000	Merged-chr1-164405623-22
Merged-chr12-4065716-30	chr12	4065494	4065945	+	0.000	0.000	Merged-chr12-4065716-30
Merged-chr5-31279559-18	chr5	31279270	31279794	+	0.000	0.000	Merged-chr5-31279559-18
Merged-chr3-126636640-1	chr3	126636542	126636740	+	0.000	0.000	Merged-chr3-126636640-1
Merged-chr17-84632041-8	chr17	84631908	84632223	+	0.000	0.000	Merged-chr17-84632041-8
Merged-chr10-94848627-43	chr10	94848368	94849082	+	0.000	0.000	Merged-chr10-94848627-43
Merged-chr8-88175492-13	chr8	88175292	88175660	+	0.000	0.000	Merged-chr8-88175492-13
Merged-chr5-105642805-64	chr5	105642332	105643145	+	0.000	0.000	Merged-chr5-105642805-64
Merged-chr11-75472911-35	chr11	75472703	75473131	+	0.000	0.000	Merged-chr11-75472911-35
Merged-chr5-54105686-48	chr5	54105484	54105900	+	0.000	0.000	Merged-chr5-54105686-48
Merged-chr11-90307207-17	chr11	90306973	90307456	+	0.000	0.000	Merged-chr11-90307207-17
Merged-chr13-55513377-73	chr13	55513081	55513708	+	0.000	0.000	Merged-chr13-55513377-73
Merged-chr4-138028832-1	chr4	138028734	138028932	+	0.000	0.000	Merged-chr4-138028832-1
Merged-chr19-5406821-115	chr19	5406405	5407085	+	0.000	0.000	Merged-chr19-5406821-115
Merged-chr16-89974505-28	chr16	89974239	89974710	+	0.000	0.000	Merged-chr16-89974505-28
Merged-chr5-149229236-47	chr5	149229061	149229459	+	0.000	0.000	Merged-chr5-149229236-47
Merged-chr1-82820383-4	chr1	82820198	82820588	+	0.000	0.000	Merged-chr1-82820383-4
Merged-chr11-88864546-48	chr11	88864274	88864770	+	0.000	0.000	Merged-chr11-88864546-48
Merged-chr11-88693086-1	chr11	88692988	88693186	+	0.000	0.000	Merged-chr11-88693086-1
Merged-chr7-101095167-53	chr7	101094774	101095927	+	0.000	0.000	Merged-chr7-101095167-53
Merged-chr1-171917626-52	chr1	171917265	171917945	+	0.000	0.000	Merged-chr1-171917626-52
Merged-chr19-5024003-73	chr19	5023776	5024275	+	0.000	0.000	Merged-chr19-5024003-73
Merged-chr9-118750873-69	chr9	118750578	118751212	+	0.000	0.000	Merged-chr9-118750873-69
Merged-chr6-67532380-20	chr6	67532216	67532611	+	0.000	0.000	Merged-chr6-67532380-20
Merged-chr10-118854630-50	chr10	118854312	118854979	+	0.000	0.000	Merged-chr10-118854630-50
Merged-chr2-144646502-21	chr2	144646288	144646681	+	0.000	0.000	Merged-chr2-144646502-21
Merged-chr2-142766424-1	chr2	142766326	142766524	+	0.000	0.000	Merged-chr2-142766424-1
Merged-chr5-100635444-18	chr5	100635204	100635786	+	0.000	0.000	Merged-chr5-100635444-18
Merged-chr12-3886470-4	chr12	3886308	3886635	+	0.000	0.000	Merged-chr12-3886470-4
Merged-chr14-69979172-46	chr14	69978865	69979440	+	0.000	0.000	Merged-chr14-69979172-46
Merged-chr6-73249266-1	chr6	73249168	73249366	+	0.000	0.000	Merged-chr6-73249266-1
Merged-chr12-69102687-1	chr12	69102589	69102787	+	0.000	0.000	Merged-chr12-69102687-1
Merged-chr13-109230040-126	chr13	109229748	109230497	+	0.000	0.000	Merged-chr13-109230040-126
Merged-chr10-78458040-65	chr10	78457749	78458245	+	0.000	0.000	Merged-chr10-78458040-65
Merged-chr12-75727609-33	chr12	75727420	75727769	+	0.000	0.000	Merged-chr12-75727609-33
Merged-chr4-149308329-1	chr4	149308231	149308429	+	0.000	0.000	Merged-chr4-149308329-1
Merged-chr2-120502347-30	chr2	120502149	120502526	+	0.000	0.000	Merged-chr2-120502347-30
Merged-chr7-73557542-1	chr7	73557444	73557642	+	0.000	0.000	Merged-chr7-73557542-1
Merged-chr14-54259345-44	chr14	54259062	54259589	+	0.000	0.000	Merged-chr14-54259345-44
Merged-chr17-84330474-94	chr17	84329876	84330945	+	0.000	0.000	Merged-chr17-84330474-94
Merged-chr1-131074363-6	chr1	131074153	131074562	+	0.000	0.000	Merged-chr1-131074363-6
Merged-chr4-150545055-50	chr4	150544831	150545246	+	0.000	0.000	Merged-chr4-150545055-50
Merged-chr15-96543525-72	chr15	96543280	96543827	+	0.000	0.000	Merged-chr15-96543525-72
Merged-chr1-40210867-7	chr1	40210620	40211023	+	0.000	0.000	Merged-chr1-40210867-7
Merged-chr7-78909216-11	chr7	78909051	78909406	+	0.000	0.000	Merged-chr7-78909216-11
Merged-chr11-22839667-4	chr11	22839542	22839815	+	0.000	0.000	Merged-chr11-22839667-4
Merged-chr9-101076730-24	chr9	101076501	101077066	+	0.000	0.000	Merged-chr9-101076730-24
Merged-chr10-18191943-2	chr10	18191831	18192057	+	0.000	0.000	Merged-chr10-18191943-2
Merged-chr3-87389051-8	chr3	87388722	87389316	+	0.000	0.000	Merged-chr3-87389051-8
Merged-chr1-52754097-20	chr1	52753941	52754255	+	0.000	0.000	Merged-chr1-52754097-20
Merged-chr4-32179914-44	chr4	32179707	32180111	+	0.000	0.000	Merged-chr4-32179914-44
Merged-chr6-6225651-1	chr6	6225553	6225751	+	0.000	0.000	Merged-chr6-6225651-1
Merged-chr1-173440041-1	chr1	173439943	173440141	+	0.000	0.000	Merged-chr1-173440041-1
Merged-chr13-91541138-52	chr13	91540842	91541373	+	0.000	0.000	Merged-chr13-91541138-52
Merged-chr18-54900599-82	chr18	54900310	54900956	+	0.000	0.000	Merged-chr18-54900599-82
Merged-chr5-124598742-26	chr5	124598543	124598918	+	0.000	0.000	Merged-chr5-124598742-26
Merged-chr3-121478757-1	chr3	121478659	121478857	+	0.000	0.000	Merged-chr3-121478757-1
Merged-chr5-105643528-15	chr5	105643390	105643665	+	0.000	0.000	Merged-chr5-105643528-15
Merged-chr2-60037299-59	chr2	60037061	60037497	+	0.000	0.000	Merged-chr2-60037299-59
Merged-chr5-75442290-1	chr5	75442192	75442390	+	0.000	0.000	Merged-chr5-75442290-1
Merged-chr2-62390818-100	chr2	62390239	62391312	+	0.000	0.000	Merged-chr2-62390818-100
Merged-chr1-192536022-1	chr1	192535924	192536122	+	0.000	0.000	Merged-chr1-192536022-1
Merged-chr4-128729726-2	chr4	128729619	128729836	+	0.000	0.000	Merged-chr4-128729726-2
Merged-chr10-7816759-33	chr10	7816513	7817016	+	0.000	0.000	Merged-chr10-7816759-33
Merged-chr10-14018063-54	chr10	14017726	14018615	+	0.000	0.000	Merged-chr10-14018063-54
Merged-chr17-56289493-28	chr17	56289231	56289674	+	0.000	0.000	Merged-chr17-56289493-28
Merged-chr10-12823956-45	chr10	12823694	12824209	+	0.000	0.000	Merged-chr10-12823956-45
Merged-chr15-99341315-43	chr15	99341073	99341631	+	0.000	0.000	Merged-chr15-99341315-43
Merged-chr2-170127658-5	chr2	170127444	170127810	+	0.000	0.000	Merged-chr2-170127658-5
Merged-chr6-147570106-1	chr6	147570008	147570206	+	0.000	0.000	Merged-chr6-147570106-1
Merged-chr2-131492046-74	chr2	131491669	131492541	+	0.000	0.000	Merged-chr2-131492046-74
Merged-chr12-16133558-59	chr12	16133177	16133934	+	0.000	0.000	Merged-chr12-16133558-59
Merged-chr6-17696709-3	chr6	17696604	17696823	+	0.000	0.000	Merged-chr6-17696709-3
Merged-chr12-8974083-47	chr12	8973859	8974314	+	0.000	0.000	Merged-chr12-8974083-47
Merged-chr4-116018022-133	chr4	116017600	116018286	+	0.000	0.000	Merged-chr4-116018022-133
Merged-chr18-79257508-110	chr18	79257201	79257744	+	0.000	0.000	Merged-chr18-79257508-110
Merged-chr13-110044092-2	chr13	110043987	110044199	+	0.000	0.000	Merged-chr13-110044092-2
Merged-chr7-132367272-1	chr7	132367174	132367372	+	0.000	0.000	Merged-chr7-132367272-1
Merged-chr8-61480025-26	chr8	61479812	61480242	+	0.000	0.000	Merged-chr8-61480025-26
Merged-chr11-5542012-76	chr11	5541661	5542437	+	0.000	0.000	Merged-chr11-5542012-76
Merged-chr9-102835165-61	chr9	102834947	102835517	+	0.000	0.000	Merged-chr9-102835165-61
Merged-chr2-135891354-60	chr2	135890945	135891686	+	0.000	0.000	Merged-chr2-135891354-60
Merged-chr2-130450157-78	chr2	130449850	130450454	+	0.000	0.000	Merged-chr2-130450157-78
Merged-chr15-79740875-4	chr15	79740692	79741015	+	0.000	0.000	Merged-chr15-79740875-4
Merged-chr1-94376031-2	chr1	94375922	94376142	+	0.000	0.000	Merged-chr1-94376031-2
Merged-chr2-28536150-1	chr2	28536052	28536250	+	0.000	0.000	Merged-chr2-28536150-1
Merged-chr11-99155104-54	chr11	99154465	99155357	+	0.000	0.000	Merged-chr11-99155104-54
Merged-chrX-134804510-14	chrX	134804220	134804709	+	0.000	0.000	Merged-chrX-134804510-14
Merged-chr4-148041532-21	chr4	148041118	148041928	+	0.000	0.000	Merged-chr4-148041532-21
Merged-chr5-32713886-83	chr5	32713665	32714151	+	0.000	0.000	Merged-chr5-32713886-83
Merged-chr1-58421250-1	chr1	58421152	58421350	+	0.000	0.000	Merged-chr1-58421250-1
Merged-chr10-99203814-2	chr10	99203678	99203953	+	0.000	0.000	Merged-chr10-99203814-2
Merged-chr9-114468375-1	chr9	114468277	114468475	+	0.000	0.000	Merged-chr9-114468375-1
Merged-chr19-29252593-51	chr19	29251917	29253174	+	0.000	0.000	Merged-chr19-29252593-51
Merged-chr1-155195240-7	chr1	155195038	155195497	+	0.000	0.000	Merged-chr1-155195240-7
Merged-chr12-105722863-24	chr12	105722596	105723071	+	0.000	0.000	Merged-chr12-105722863-24
Merged-chr15-100411281-12	chr15	100411123	100411494	+	0.000	0.000	Merged-chr15-100411281-12
Merged-chr7-64196267-19	chr7	64196111	64196400	+	0.000	0.000	Merged-chr7-64196267-19
Merged-chr14-55617983-9	chr14	55617817	55618141	+	0.000	0.000	Merged-chr14-55617983-9
Merged-chr14-31383444-4	chr14	31383283	31383600	+	0.000	0.000	Merged-chr14-31383444-4
Merged-chr2-26235322-12	chr2	26235146	26235464	+	0.000	0.000	Merged-chr2-26235322-12
Merged-chr13-35870796-1	chr13	35870698	35870896	+	0.000	0.000	Merged-chr13-35870796-1
Merged-chr15-93519280-70	chr15	93519021	93519512	+	0.000	0.000	Merged-chr15-93519280-70
Merged-chr5-125443672-1	chr5	125443574	125443772	+	0.000	0.000	Merged-chr5-125443672-1
Merged-chr8-84759322-6	chr8	84759133	84759497	+	0.000	0.000	Merged-chr8-84759322-6
Merged-chr15-27948126-6	chr15	27947965	27948331	+	0.000	0.000	Merged-chr15-27948126-6
Merged-chr10-20865092-37	chr10	20864878	20865406	+	0.000	0.000	Merged-chr10-20865092-37
Merged-chr12-3823687-29	chr12	3823424	3824056	+	0.000	0.000	Merged-chr12-3823687-29
Merged-chr4-148060529-23	chr4	148060188	148060791	+	0.000	0.000	Merged-chr4-148060529-23
Merged-chr8-70572293-1	chr8	70572195	70572393	+	0.000	0.000	Merged-chr8-70572293-1
Merged-chr18-15246537-6	chr18	15246312	15246752	+	0.000	0.000	Merged-chr18-15246537-6
Merged-chr14-8214738-3	chr14	8214633	8214842	+	0.000	0.000	Merged-chr14-8214738-3
Merged-chr8-126585164-25	chr8	126585015	126585400	+	0.000	0.000	Merged-chr8-126585164-25
Merged-chr3-121982250-28	chr3	121982001	121982453	+	0.000	0.000	Merged-chr3-121982250-28
Merged-chrX-152342586-50	chrX	152342350	152342816	+	0.000	0.000	Merged-chrX-152342586-50
Merged-chr14-31830494-112	chr14	31830270	31830963	+	0.000	0.000	Merged-chr14-31830494-112
Merged-chr2-146498425-8	chr2	146498163	146498646	+	0.000	0.000	Merged-chr2-146498425-8
Merged-chr12-28635830-80	chr12	28635554	28636061	+	0.000	0.000	Merged-chr12-28635830-80
Merged-chr11-4825222-5	chr11	4825102	4825359	+	0.000	0.000	Merged-chr11-4825222-5
Merged-chr1-94040599-7	chr1	94040485	94040715	+	0.000	0.000	Merged-chr1-94040599-7
Merged-chr9-123366078-3	chr9	123365920	123366281	+	0.000	0.000	Merged-chr9-123366078-3
Merged-chr16-76337291-62	chr16	76337040	76337718	+	0.000	0.000	Merged-chr16-76337291-62
Merged-chr1-127304219-34	chr1	127303763	127304635	+	0.000	0.000	Merged-chr1-127304219-34
Merged-chr4-148774974-1	chr4	148774876	148775074	+	0.000	0.000	Merged-chr4-148774974-1
Merged-chr1-155646912-20	chr1	155646660	155647216	+	0.000	0.000	Merged-chr1-155646912-20
Merged-chr10-39402648-48	chr10	39402239	39402941	+	0.000	0.000	Merged-chr10-39402648-48
Merged-chr11-54973823-46	chr11	54973472	54974169	+	0.000	0.000	Merged-chr11-54973823-46
Merged-chr1-155140247-32	chr1	155140043	155140459	+	0.000	0.000	Merged-chr1-155140247-32
Merged-chr8-122285200-46	chr8	122284658	122285686	+	0.000	0.000	Merged-chr8-122285200-46
Merged-chr2-155673832-12	chr2	155673643	155673977	+	0.000	0.000	Merged-chr2-155673832-12
Merged-chr7-16205032-23	chr7	16204861	16205326	+	0.000	0.000	Merged-chr7-16205032-23
Merged-chr1-60409634-93	chr1	60409314	60409994	+	0.000	0.000	Merged-chr1-60409634-93
Merged-chrX-42502698-84	chrX	42502460	42503133	+	0.000	0.000	Merged-chrX-42502698-84
Merged-chr7-83654975-2	chr7	83654877	83655075	+	0.000	0.000	Merged-chr7-83654975-2
Merged-chr11-52284254-21	chr11	52283826	52284506	+	0.000	0.000	Merged-chr11-52284254-21
Merged-chrX-136616157-16	chrX	136615958	136616372	+	0.000	0.000	Merged-chrX-136616157-16
Merged-chr18-61400402-28	chr18	61400217	61400610	+	0.000	0.000	Merged-chr18-61400402-28
Merged-chr6-144773768-18	chr6	144773414	144773992	+	0.000	0.000	Merged-chr6-144773768-18
Merged-chr2-170219301-96	chr2	170218924	170219726	+	0.000	0.000	Merged-chr2-170219301-96
Merged-chr1-64136457-23	chr1	64136143	64136764	+	0.000	0.000	Merged-chr1-64136457-23
Merged-chr16-3859586-8	chr16	3859414	3859740	+	0.000	0.000	Merged-chr16-3859586-8
Merged-chr11-96944830-2	chr11	96944707	96944955	+	0.000	0.000	Merged-chr11-96944830-2
Merged-chr2-93459421-90	chr2	93458860	93459897	+	0.000	0.000	Merged-chr2-93459421-90
Merged-chr1-192736716-7	chr1	192736497	192736870	+	0.000	0.000	Merged-chr1-192736716-7
Merged-chr8-81856442-3	chr8	81856223	81856609	+	0.000	0.000	Merged-chr8-81856442-3
Merged-chr2-160733337-52	chr2	160733168	160733564	+	0.000	0.000	Merged-chr2-160733337-52
Merged-chr6-145249454-6	chr6	145249318	145249585	+	0.000	0.000	Merged-chr6-145249454-6
Merged-chr16-35769856-16	chr16	35769729	35769996	+	0.000	0.000	Merged-chr16-35769856-16
Merged-chr2-144645645-1	chr2	144645547	144645745	+	0.000	0.000	Merged-chr2-144645645-1
Merged-chr17-53479369-95	chr17	53479039	53479615	+	0.000	0.000	Merged-chr17-53479369-95
Merged-chr2-103651832-1	chr2	103651734	103651932	+	0.000	0.000	Merged-chr2-103651832-1
Merged-chr2-103634168-14	chr2	103633924	103634386	+	0.000	0.000	Merged-chr2-103634168-14
Merged-chr11-52281162-6	chr11	52281038	52281300	+	0.000	0.000	Merged-chr11-52281162-6
Merged-chr11-4160376-54	chr11	4160154	4160774	+	0.000	0.000	Merged-chr11-4160376-54
Merged-chr1-189933791-26	chr1	189933483	189934149	+	0.000	0.000	Merged-chr1-189933791-26
Merged-chr1-119477051-49	chr1	119476778	119477429	+	0.000	0.000	Merged-chr1-119477051-49
Merged-chr6-143953954-1	chr6	143953856	143954054	+	0.000	0.000	Merged-chr6-143953954-1
Merged-chr5-88675879-91	chr5	88675522	88676148	+	0.000	0.000	Merged-chr5-88675879-91
Merged-chr2-132022406-1	chr2	132022308	132022506	+	0.000	0.000	Merged-chr2-132022406-1
Merged-chr6-134256563-23	chr6	134256152	134256797	+	0.000	0.000	Merged-chr6-134256563-23
Merged-chr9-65215225-58	chr9	65215027	65215506	+	0.000	0.000	Merged-chr9-65215225-58
Merged-chr13-85289179-92	chr13	85288832	85289616	+	0.000	0.000	Merged-chr13-85289179-92
Merged-chr18-50009042-56	chr18	50008466	50009440	+	0.000	0.000	Merged-chr18-50009042-56
Merged-chr4-16162187-1	chr4	16162089	16162287	+	0.000	0.000	Merged-chr4-16162187-1
Merged-chr13-108860435-34	chr13	108860091	108860895	+	0.000	0.000	Merged-chr13-108860435-34
Merged-chr4-33227166-36	chr4	33226650	33227542	+	0.000	0.000	Merged-chr4-33227166-36
Merged-chr19-24181781-1	chr19	24181683	24181881	+	0.000	0.000	Merged-chr19-24181781-1
Merged-chr2-93443945-1	chr2	93443847	93444045	+	0.000	0.000	Merged-chr2-93443945-1
Merged-chr11-117114951-91	chr11	117114547	117115351	+	0.000	0.000	Merged-chr11-117114951-91
Merged-chr11-70592019-3	chr11	70591908	70592139	+	0.000	0.000	Merged-chr11-70592019-3
Merged-chr2-29622559-44	chr2	29622362	29622732	+	0.000	0.000	Merged-chr2-29622559-44
Merged-chr5-144126158-36	chr5	144125898	144126385	+	0.000	0.000	Merged-chr5-144126158-36
Merged-chrX-98266025-47	chrX	98265757	98266305	+	0.000	0.000	Merged-chrX-98266025-47
Merged-chr9-62344675-54	chr9	62344346	62345005	+	0.000	0.000	Merged-chr9-62344675-54
