#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_IV--ATAC_peaks.bed all.df.numx.c5-STAT4_WT_Tfh_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-STAT4_WT_Tfh_vs_WT_Th1.dn.bed
Merged-chr12-103331678-52	chr12	103331473	103331892	+	0.000	0.000	Merged-chr12-103331678-52
Merged-chr8-111645920-27	chr8	111645728	111646121	+	0.000	0.000	Merged-chr8-111645920-27
Merged-chr13-44801680-1	chr13	44801582	44801780	+	0.000	0.000	Merged-chr13-44801680-1
Merged-chr15-79956690-35	chr15	79956485	79956920	+	0.000	0.000	Merged-chr15-79956690-35
Merged-chr3-84337779-55	chr3	84337550	84337966	+	0.000	0.000	Merged-chr3-84337779-55
Merged-chr6-99064474-4	chr6	99064342	99064607	+	0.000	0.000	Merged-chr6-99064474-4
Merged-chr3-132979446-1	chr3	132979348	132979546	+	0.000	0.000	Merged-chr3-132979446-1
Merged-chr16-45259857-2	chr16	45259737	45259980	+	0.000	0.000	Merged-chr16-45259857-2
Merged-chr1-192501036-1	chr1	192500938	192501136	+	0.000	0.000	Merged-chr1-192501036-1
Merged-chr18-78134058-1	chr18	78133960	78134158	+	0.000	0.000	Merged-chr18-78134058-1
Merged-chr16-89849155-62	chr16	89848889	89849406	+	0.000	0.000	Merged-chr16-89849155-62
Merged-chr6-146434496-35	chr6	146434257	146434765	+	0.000	0.000	Merged-chr6-146434496-35
Merged-chr4-134745409-1	chr4	134745311	134745509	+	0.000	0.000	Merged-chr4-134745409-1
Merged-chr6-146501949-126	chr6	146501495	146502218	+	0.000	0.000	Merged-chr6-146501949-126
Merged-chr15-66899064-14	chr15	66898888	66899249	+	0.000	0.000	Merged-chr15-66899064-14
Merged-chr2-103600577-48	chr2	103600374	103600827	+	0.000	0.000	Merged-chr2-103600577-48
Merged-chr19-29251639-67	chr19	29251111	29251903	+	0.000	0.000	Merged-chr19-29251639-67
Merged-chr6-147493132-1	chr6	147493034	147493232	+	0.000	0.000	Merged-chr6-147493132-1
Merged-chr14-122184184-1	chr14	122184086	122184284	+	0.000	0.000	Merged-chr14-122184184-1
Merged-chr9-61702629-64	chr9	61702389	61702803	+	0.000	0.000	Merged-chr9-61702629-64
Merged-chr6-134437142-33	chr6	134436914	134437367	+	0.000	0.000	Merged-chr6-134437142-33
Merged-chr2-71023092-4	chr2	71022968	71023213	+	0.000	0.000	Merged-chr2-71023092-4
Merged-chr7-132415500-16	chr7	132415345	132415672	+	0.000	0.000	Merged-chr7-132415500-16
Merged-chr4-150009127-129	chr4	150008894	150009521	+	0.000	0.000	Merged-chr4-150009127-129
Merged-chr3-87401572-16	chr3	87401427	87401808	+	0.000	0.000	Merged-chr3-87401572-16
Merged-chr2-117403597-27	chr2	117403294	117403920	+	0.000	0.000	Merged-chr2-117403597-27
Merged-chr4-152138737-60	chr4	152138467	152139020	+	0.000	0.000	Merged-chr4-152138737-60
Merged-chr6-94796845-1	chr6	94796747	94796945	+	0.000	0.000	Merged-chr6-94796845-1
Merged-chr2-91948987-1	chr2	91948889	91949087	+	0.000	0.000	Merged-chr2-91948987-1
Merged-chr14-65330788-23	chr14	65330609	65331060	+	0.000	0.000	Merged-chr14-65330788-23
Merged-chr13-35871308-48	chr13	35871049	35871648	+	0.000	0.000	Merged-chr13-35871308-48
Merged-chr6-147534000-4	chr6	147533864	147534196	+	0.000	0.000	Merged-chr6-147534000-4
Merged-chr10-76799092-57	chr10	76798881	76799359	+	0.000	0.000	Merged-chr10-76799092-57
Merged-chr7-30887782-39	chr7	30887493	30888019	+	0.000	0.000	Merged-chr7-30887782-39
Merged-chr19-11589394-31	chr19	11588874	11589846	+	0.000	0.000	Merged-chr19-11589394-31
Merged-chr14-21137112-4	chr14	21136949	21137268	+	0.000	0.000	Merged-chr14-21137112-4
Merged-chr2-117418172-100	chr2	117417958	117418335	+	0.000	0.000	Merged-chr2-117418172-100
Merged-chr13-44807320-10	chr13	44807138	44807515	+	0.000	0.000	Merged-chr13-44807320-10
Merged-chr4-95449018-19	chr4	95448738	95449338	+	0.000	0.000	Merged-chr4-95449018-19
Merged-chr7-64090173-26	chr7	64089839	64090520	+	0.000	0.000	Merged-chr7-64090173-26
Merged-chr2-18962712-7	chr2	18962487	18962861	+	0.000	0.000	Merged-chr2-18962712-7
Merged-chr15-53345253-9	chr15	53344882	53345475	+	0.000	0.000	Merged-chr15-53345253-9
Merged-chr14-75506397-3	chr14	75506222	75506594	+	0.000	0.000	Merged-chr14-75506397-3
Merged-chr3-51654881-32	chr3	51654601	51655074	+	0.000	0.000	Merged-chr3-51654881-32
Merged-chr7-51756471-16	chr7	51756277	51756713	+	0.000	0.000	Merged-chr7-51756471-16
Merged-chr5-147021953-34	chr5	147021757	147022170	+	0.000	0.000	Merged-chr5-147021953-34
Merged-chr2-93444548-55	chr2	93444166	93445114	+	0.000	0.000	Merged-chr2-93444548-55
Merged-chr7-64077333-49	chr7	64076845	64077970	+	0.000	0.000	Merged-chr7-64077333-49
Merged-chr17-47293551-33	chr17	47293206	47293943	+	0.000	0.000	Merged-chr17-47293551-33
Merged-chr18-79077668-1	chr18	79077570	79077768	+	0.000	0.000	Merged-chr18-79077668-1
Merged-chr7-16222009-56	chr7	16221821	16222286	+	0.000	0.000	Merged-chr7-16222009-56
Merged-chr2-70939242-30	chr2	70939026	70939424	+	0.000	0.000	Merged-chr2-70939242-30
Merged-chr1-192770762-94	chr1	192770523	192771071	+	0.000	0.000	Merged-chr1-192770762-94
Merged-chr1-164529252-1	chr1	164529154	164529352	+	0.000	0.000	Merged-chr1-164529252-1
Merged-chr7-83565043-35	chr7	83564808	83565445	+	0.000	0.000	Merged-chr7-83565043-35
Merged-chr8-13213750-72	chr8	13213542	13213910	+	0.000	0.000	Merged-chr8-13213750-72
Merged-chr3-7612148-1	chr3	7612050	7612248	+	0.000	0.000	Merged-chr3-7612148-1
Merged-chr3-129565997-49	chr3	129565632	129566263	+	0.000	0.000	Merged-chr3-129565997-49
Merged-chr3-131117856-77	chr3	131117604	131118120	+	0.000	0.000	Merged-chr3-131117856-77
Merged-chr11-100860484-55	chr11	100860208	100860748	+	0.000	0.000	Merged-chr11-100860484-55
Merged-chr12-82470292-137	chr12	82470019	82470528	+	0.000	0.000	Merged-chr12-82470292-137
Merged-chr2-28517976-42	chr2	28517830	28518101	+	0.000	0.000	Merged-chr2-28517976-42
Merged-chr6-90627776-24	chr6	90627499	90627974	+	0.000	0.000	Merged-chr6-90627776-24
Merged-chr12-85647596-21	chr12	85647404	85647893	+	0.000	0.000	Merged-chr12-85647596-21
Merged-chr4-53920197-1	chr4	53920099	53920297	+	0.000	0.000	Merged-chr4-53920197-1
Merged-chr6-129274682-33	chr6	129274481	129274955	+	0.000	0.000	Merged-chr6-129274682-33
Merged-chr18-50022640-10	chr18	50022472	50022815	+	0.000	0.000	Merged-chr18-50022640-10
Merged-chr18-34854566-31	chr18	34854408	34854819	+	0.000	0.000	Merged-chr18-34854566-31
Merged-chr6-71155122-4	chr6	71154911	71155318	+	0.000	0.000	Merged-chr6-71155122-4
Merged-chr4-6844197-28	chr4	6843930	6844490	+	0.000	0.000	Merged-chr4-6844197-28
Merged-chr18-55603675-1	chr18	55603577	55603775	+	0.000	0.000	Merged-chr18-55603675-1
Merged-chr2-150219002-1	chr2	150218904	150219102	+	0.000	0.000	Merged-chr2-150219002-1
Merged-chr2-135702062-1	chr2	135701964	135702162	+	0.000	0.000	Merged-chr2-135702062-1
Merged-chr3-106485995-50	chr3	106485550	106486244	+	0.000	0.000	Merged-chr3-106485995-50
Merged-chr16-89844804-6	chr16	89844652	89845078	+	0.000	0.000	Merged-chr16-89844804-6
Merged-chr2-61490794-61	chr2	61490323	61491130	+	0.000	0.000	Merged-chr2-61490794-61
Merged-chr8-116945322-3	chr8	116945156	116945467	+	0.000	0.000	Merged-chr8-116945322-3
Merged-chr15-93716708-1	chr15	93716610	93716808	+	0.000	0.000	Merged-chr15-93716708-1
Merged-chr4-59806755-11	chr4	59806597	59806936	+	0.000	0.000	Merged-chr4-59806755-11
Merged-chr14-8606330-1	chr14	8606232	8606430	+	0.000	0.000	Merged-chr14-8606330-1
Merged-chr1-164935888-24	chr1	164935672	164936289	+	0.000	0.000	Merged-chr1-164935888-24
Merged-chr16-76373959-5	chr16	76373804	76374137	+	0.000	0.000	Merged-chr16-76373959-5
Merged-chr16-48763464-5	chr16	48763312	48763589	+	0.000	0.000	Merged-chr16-48763464-5
Merged-chr7-64160970-41	chr7	64160774	64161145	+	0.000	0.000	Merged-chr7-64160970-41
Merged-chr10-68147068-31	chr10	68146883	68147281	+	0.000	0.000	Merged-chr10-68147068-31
Merged-chr7-143017120-1	chr7	143017022	143017220	+	0.000	0.000	Merged-chr7-143017120-1
Merged-chr5-114319155-4	chr5	114319044	114319266	+	0.000	0.000	Merged-chr5-114319155-4
Merged-chr19-46503921-48	chr19	46503605	46504154	+	0.000	0.000	Merged-chr19-46503921-48
Merged-chr6-146516138-30	chr6	146515845	146516544	+	0.000	0.000	Merged-chr6-146516138-30
Merged-chr4-139330878-48	chr4	139330649	139331083	+	0.000	0.000	Merged-chr4-139330878-48
Merged-chr1-69513618-39	chr1	69513244	69513983	+	0.000	0.000	Merged-chr1-69513618-39
Merged-chr14-14703073-95	chr14	14702763	14703393	+	0.000	0.000	Merged-chr14-14703073-95
Merged-chr2-18918911-3	chr2	18918802	18919030	+	0.000	0.000	Merged-chr2-18918911-3
Merged-chr7-120835357-135	chr7	120835125	120835652	+	0.000	0.000	Merged-chr7-120835357-135
Merged-chr2-117442936-10	chr2	117442797	117443060	+	0.000	0.000	Merged-chr2-117442936-10
Merged-chr10-17772596-52	chr10	17772339	17772906	+	0.000	0.000	Merged-chr10-17772596-52
Merged-chr1-192537162-38	chr1	192536490	192537570	+	0.000	0.000	Merged-chr1-192537162-38
Merged-chr7-80715487-14	chr7	80715303	80715658	+	0.000	0.000	Merged-chr7-80715487-14
Merged-chr8-61155609-1	chr8	61155511	61155709	+	0.000	0.000	Merged-chr8-61155609-1
Merged-chr15-80697819-49	chr15	80697564	80698042	+	0.000	0.000	Merged-chr15-80697819-49
Merged-chr6-134830106-68	chr6	134829928	134830412	+	0.000	0.000	Merged-chr6-134830106-68
Merged-chr3-55556892-1	chr3	55556794	55556992	+	0.000	0.000	Merged-chr3-55556892-1
Merged-chr13-73491277-13	chr13	73491104	73491496	+	0.000	0.000	Merged-chr13-73491277-13
Merged-chr12-53043748-2	chr12	53043647	53043851	+	0.000	0.000	Merged-chr12-53043748-2
Merged-chr4-6881171-35	chr4	6880947	6881428	+	0.000	0.000	Merged-chr4-6881171-35
Merged-chrX-42364370-9	chrX	42364207	42364527	+	0.000	0.000	Merged-chrX-42364370-9
Merged-chr2-59168044-17	chr2	59167829	59168247	+	0.000	0.000	Merged-chr2-59168044-17
Merged-chr1-52421827-14	chr1	52421603	52422023	+	0.000	0.000	Merged-chr1-52421827-14
Merged-chr16-57572005-26	chr16	57571750	57572310	+	0.000	0.000	Merged-chr16-57572005-26
Merged-chr10-13982392-2	chr10	13982270	13982517	+	0.000	0.000	Merged-chr10-13982392-2
Merged-chr4-95627579-1	chr4	95627481	95627679	+	0.000	0.000	Merged-chr4-95627579-1
Merged-chr11-19989399-61	chr11	19988953	19989674	+	0.000	0.000	Merged-chr11-19989399-61
Merged-chr13-44799264-1	chr13	44799166	44799364	+	0.000	0.000	Merged-chr13-44799264-1
Merged-chr2-71051882-1	chr2	71051784	71051982	+	0.000	0.000	Merged-chr2-71051882-1
Merged-chr15-25623835-1	chr15	25623737	25623935	+	0.000	0.000	Merged-chr15-25623835-1
Merged-chr16-57399739-13	chr16	57399467	57400009	+	0.000	0.000	Merged-chr16-57399739-13
Merged-chr4-106786398-2	chr4	106786284	106786514	+	0.000	0.000	Merged-chr4-106786398-2
Merged-chr12-98833494-13	chr12	98833207	98833718	+	0.000	0.000	Merged-chr12-98833494-13
Merged-chr1-94055175-17	chr1	94054996	94055372	+	0.000	0.000	Merged-chr1-94055175-17
Merged-chr10-68283043-76	chr10	68282786	68283379	+	0.000	0.000	Merged-chr10-68283043-76
Merged-chr6-134333133-48	chr6	134332890	134333458	+	0.000	0.000	Merged-chr6-134333133-48
Merged-chr4-57813095-3	chr4	57812975	57813228	+	0.000	0.000	Merged-chr4-57813095-3
Merged-chr16-57470563-3	chr16	57470448	57470686	+	0.000	0.000	Merged-chr16-57470563-3
Merged-chr4-150566221-49	chr4	150565981	150566447	+	0.000	0.000	Merged-chr4-150566221-49
Merged-chr7-83671717-3	chr7	83671586	83671861	+	0.000	0.000	Merged-chr7-83671717-3
Merged-chr10-60305430-32	chr10	60305173	60305705	+	0.000	0.000	Merged-chr10-60305430-32
Merged-chr7-51859551-1	chr7	51859453	51859651	+	0.000	0.000	Merged-chr7-51859551-1
Merged-chr2-140051762-17	chr2	140051560	140051984	+	0.000	0.000	Merged-chr2-140051762-17
Merged-chr1-156667693-16	chr1	156667455	156667894	+	0.000	0.000	Merged-chr1-156667693-16
Merged-chr1-155223277-24	chr1	155223099	155223460	+	0.000	0.000	Merged-chr1-155223277-24
Merged-chr2-135843653-2	chr2	135843515	135843794	+	0.000	0.000	Merged-chr2-135843653-2
Merged-chr9-75645586-46	chr9	75645393	75645860	+	0.000	0.000	Merged-chr9-75645586-46
Merged-chr15-25726973-5	chr15	25726837	25727106	+	0.000	0.000	Merged-chr15-25726973-5
Merged-chr2-144658858-18	chr2	144658632	144659083	+	0.000	0.000	Merged-chr2-144658858-18
Merged-chr9-118737460-19	chr9	118737111	118737740	+	0.000	0.000	Merged-chr9-118737460-19
Merged-chr1-155201490-45	chr1	155201200	155201724	+	0.000	0.000	Merged-chr1-155201490-45
Merged-chr15-66899723-44	chr15	66899339	66900056	+	0.000	0.000	Merged-chr15-66899723-44
Merged-chr1-69703794-17	chr1	69703489	69703992	+	0.000	0.000	Merged-chr1-69703794-17
Merged-chr15-93740486-1	chr15	93740388	93740586	+	0.000	0.000	Merged-chr15-93740486-1
Merged-chr6-145073264-3	chr6	145073134	145073390	+	0.000	0.000	Merged-chr6-145073264-3
Merged-chr7-19817599-46	chr7	19817314	19817795	+	0.000	0.000	Merged-chr7-19817599-46
Merged-chr5-64438649-29	chr5	64438413	64438897	+	0.000	0.000	Merged-chr5-64438649-29
Merged-chr15-97580335-5	chr15	97580187	97580586	+	0.000	0.000	Merged-chr15-97580335-5
Merged-chr2-160944399-11	chr2	160944130	160944759	+	0.000	0.000	Merged-chr2-160944399-11
Merged-chr9-110896831-29	chr9	110896640	110897023	+	0.000	0.000	Merged-chr9-110896831-29
Merged-chr2-103601590-5	chr2	103601383	103601770	+	0.000	0.000	Merged-chr2-103601590-5
Merged-chr2-169504323-1	chr2	169504225	169504423	+	0.000	0.000	Merged-chr2-169504323-1
Merged-chr12-82209904-12	chr12	82209712	82210164	+	0.000	0.000	Merged-chr12-82209904-12
Merged-chr10-14066140-19	chr10	14065885	14066362	+	0.000	0.000	Merged-chr10-14066140-19
Merged-chr11-113194847-27	chr11	113194599	113195039	+	0.000	0.000	Merged-chr11-113194847-27
Merged-chr3-52069313-2	chr3	52069128	52069501	+	0.000	0.000	Merged-chr3-52069313-2
Merged-chr3-159841536-62	chr3	159840740	159842339	+	0.000	0.000	Merged-chr3-159841536-62
Merged-chr10-14046177-98	chr10	14045741	14046632	+	0.000	0.000	Merged-chr10-14046177-98
Merged-chr1-164426485-2	chr1	164426342	164426631	+	0.000	0.000	Merged-chr1-164426485-2
Merged-chr15-64206221-85	chr15	64205687	64206666	+	0.000	0.000	Merged-chr15-64206221-85
Merged-chr12-82251542-24	chr12	82251271	82251764	+	0.000	0.000	Merged-chr12-82251542-24
Merged-chr11-44469765-3	chr11	44469642	44469905	+	0.000	0.000	Merged-chr11-44469765-3
Merged-chr8-120114148-66	chr8	120113835	120114381	+	0.000	0.000	Merged-chr8-120114148-66
Merged-chr18-34861019-147	chr18	34860601	34861772	+	0.000	0.000	Merged-chr18-34861019-147
Merged-chr11-94265551-26	chr11	94265218	94265978	+	0.000	0.000	Merged-chr11-94265551-26
Merged-chr1-192727187-32	chr1	192726954	192727425	+	0.000	0.000	Merged-chr1-192727187-32
Merged-chr1-172633006-61	chr1	172632795	172633241	+	0.000	0.000	Merged-chr1-172633006-61
Merged-chr17-5941304-51	chr17	5940915	5941742	+	0.000	0.000	Merged-chr17-5941304-51
Merged-chr14-120275634-49	chr14	120275365	120275951	+	0.000	0.000	Merged-chr14-120275634-49
Merged-chr8-81860915-27	chr8	81860615	81861412	+	0.000	0.000	Merged-chr8-81860915-27
Merged-chr13-99932700-36	chr13	99932392	99933169	+	0.000	0.000	Merged-chr13-99932700-36
Merged-chr3-88771967-123	chr3	88771432	88772304	+	0.000	0.000	Merged-chr3-88771967-123
Merged-chr1-164461963-1	chr1	164461865	164462063	+	0.000	0.000	Merged-chr1-164461963-1
Merged-chr10-96716619-11	chr10	96716455	96716764	+	0.000	0.000	Merged-chr10-96716619-11
Merged-chr2-112775034-24	chr2	112774821	112775240	+	0.000	0.000	Merged-chr2-112775034-24
Merged-chr12-85973794-44	chr12	85973583	85974025	+	0.000	0.000	Merged-chr12-85973794-44
Merged-chr16-59639250-60	chr16	59639025	59639459	+	0.000	0.000	Merged-chr16-59639250-60
Merged-chr5-147076568-5	chr5	147076422	147076729	+	0.000	0.000	Merged-chr5-147076568-5
Merged-chr7-68133865-25	chr7	68133669	68134147	+	0.000	0.000	Merged-chr7-68133865-25
Merged-chr4-95557414-63	chr4	95557174	95557759	+	0.000	0.000	Merged-chr4-95557414-63
Merged-chr9-119978389-36	chr9	119978110	119978591	+	0.000	0.000	Merged-chr9-119978389-36
Merged-chr6-118018748-9	chr6	118018604	118018934	+	0.000	0.000	Merged-chr6-118018748-9
Merged-chr3-37204357-45	chr3	37204057	37204628	+	0.000	0.000	Merged-chr3-37204357-45
Merged-chr13-112418540-102	chr13	112417787	112419387	+	0.000	0.000	Merged-chr13-112418540-102
Merged-chr12-76886981-34	chr12	76886822	76887206	+	0.000	0.000	Merged-chr12-76886981-34
Merged-chr1-128808726-38	chr1	128808383	128808952	+	0.000	0.000	Merged-chr1-128808726-38
Merged-chr9-61680502-13	chr9	61680264	61680684	+	0.000	0.000	Merged-chr9-61680502-13
Merged-chr9-96583315-51	chr9	96583047	96583741	+	0.000	0.000	Merged-chr9-96583315-51
Merged-chr3-7613271-98	chr3	7612878	7613827	+	0.000	0.000	Merged-chr3-7613271-98
Merged-chr9-25151697-74	chr9	25151378	25152043	+	0.000	0.000	Merged-chr9-25151697-74
Merged-chr2-76255082-31	chr2	76254730	76255292	+	0.000	0.000	Merged-chr2-76255082-31
Merged-chr1-69638287-51	chr1	69637932	69638637	+	0.000	0.000	Merged-chr1-69638287-51
Merged-chr1-89070221-114	chr1	89069927	89070639	+	0.000	0.000	Merged-chr1-89070221-114
Merged-chr14-10593654-13	chr14	10593449	10593897	+	0.000	0.000	Merged-chr14-10593654-13
Merged-chr7-116608000-3	chr7	116607889	116608126	+	0.000	0.000	Merged-chr7-116608000-3
Merged-chr9-86104993-10	chr9	86104776	86105211	+	0.000	0.000	Merged-chr9-86104993-10
Merged-chr7-143822961-65	chr7	143822738	143823209	+	0.000	0.000	Merged-chr7-143822961-65
Merged-chr13-73488653-40	chr13	73488211	73489143	+	0.000	0.000	Merged-chr13-73488653-40
Merged-chr10-13970545-12	chr10	13970379	13970743	+	0.000	0.000	Merged-chr10-13970545-12
Merged-chr7-128383933-89	chr7	128383614	128384196	+	0.000	0.000	Merged-chr7-128383933-89
Merged-chrX-151344027-1	chrX	151343929	151344127	+	0.000	0.000	Merged-chrX-151344027-1
Merged-chr11-72203127-2	chr11	72203027	72203229	+	0.000	0.000	Merged-chr11-72203127-2
Merged-chr2-172926508-28	chr2	172926309	172926943	+	0.000	0.000	Merged-chr2-172926508-28
Merged-chrX-167318499-4	chrX	167318387	167318615	+	0.000	0.000	Merged-chrX-167318499-4
Merged-chr16-89994066-43	chr16	89993804	89994394	+	0.000	0.000	Merged-chr16-89994066-43
Merged-chr15-73642732-1	chr15	73642634	73642832	+	0.000	0.000	Merged-chr15-73642732-1
Merged-chr4-154927887-94	chr4	154927597	154928290	+	0.000	0.000	Merged-chr4-154927887-94
Merged-chr12-40536190-67	chr12	40535721	40536456	+	0.000	0.000	Merged-chr12-40536190-67
Merged-chr10-75860008-84	chr10	75859819	75860364	+	0.000	0.000	Merged-chr10-75860008-84
Merged-chr7-51913756-51	chr7	51913481	51914080	+	0.000	0.000	Merged-chr7-51913756-51
Merged-chr4-95693766-3	chr4	95693591	95693908	+	0.000	0.000	Merged-chr4-95693766-3
Merged-chr10-14016576-40	chr10	14016442	14016725	+	0.000	0.000	Merged-chr10-14016576-40
Merged-chr6-147582675-1	chr6	147582577	147582775	+	0.000	0.000	Merged-chr6-147582675-1
Merged-chr6-146500519-4	chr6	146500306	146500799	+	0.000	0.000	Merged-chr6-146500519-4
Merged-chr6-145001690-1	chr6	145001592	145001790	+	0.000	0.000	Merged-chr6-145001690-1
Merged-chr1-192493045-1	chr1	192492947	192493145	+	0.000	0.000	Merged-chr1-192493045-1
Merged-chr2-77088171-1	chr2	77088073	77088271	+	0.000	0.000	Merged-chr2-77088171-1
Merged-chr15-86051383-21	chr15	86051213	86051609	+	0.000	0.000	Merged-chr15-86051383-21
Merged-chr5-65737481-18	chr5	65737288	65737673	+	0.000	0.000	Merged-chr5-65737481-18
Merged-chr18-78146988-36	chr18	78146726	78147208	+	0.000	0.000	Merged-chr18-78146988-36
Merged-chr3-68789660-34	chr3	68789280	68789849	+	0.000	0.000	Merged-chr3-68789660-34
Merged-chr10-25200658-62	chr10	25199865	25201139	+	0.000	0.000	Merged-chr10-25200658-62
Merged-chr4-106804422-78	chr4	106804155	106804740	+	0.000	0.000	Merged-chr4-106804422-78
Merged-chr4-33073054-38	chr4	33072859	33073264	+	0.000	0.000	Merged-chr4-33073054-38
Merged-chr10-60168777-18	chr10	60168380	60169102	+	0.000	0.000	Merged-chr10-60168777-18
Merged-chr18-49982392-61	chr18	49982096	49982738	+	0.000	0.000	Merged-chr18-49982392-61
Merged-chr16-76416397-52	chr16	76416039	76416774	+	0.000	0.000	Merged-chr16-76416397-52
Merged-chr19-57361016-100	chr19	57360537	57361336	+	0.000	0.000	Merged-chr19-57361016-100
Merged-chr2-61593525-121	chr2	61593246	61593763	+	0.000	0.000	Merged-chr2-61593525-121
Merged-chr4-6882868-33	chr4	6882683	6883141	+	0.000	0.000	Merged-chr4-6882868-33
Merged-chr9-67851346-1	chr9	67851248	67851446	+	0.000	0.000	Merged-chr9-67851346-1
Merged-chr8-34735280-15	chr8	34735077	34735460	+	0.000	0.000	Merged-chr8-34735280-15
Merged-chr12-85478872-23	chr12	85478553	85479081	+	0.000	0.000	Merged-chr12-85478872-23
Merged-chr11-113174221-33	chr11	113173972	113174425	+	0.000	0.000	Merged-chr11-113174221-33
Merged-chr1-128830861-23	chr1	128830689	128831021	+	0.000	0.000	Merged-chr1-128830861-23
Merged-chr4-155161514-2	chr4	155161415	155161616	+	0.000	0.000	Merged-chr4-155161514-2
Merged-chr16-89960655-20	chr16	89960442	89960990	+	0.000	0.000	Merged-chr16-89960655-20
Merged-chr2-6462544-11	chr2	6462341	6462726	+	0.000	0.000	Merged-chr2-6462544-11
Merged-chr13-112425641-6	chr13	112425504	112425780	+	0.000	0.000	Merged-chr13-112425641-6
Merged-chr2-103657968-40	chr2	103657682	103658424	+	0.000	0.000	Merged-chr2-103657968-40
Merged-chr19-17296295-2	chr19	17296192	17296400	+	0.000	0.000	Merged-chr19-17296295-2
Merged-chr1-155196106-8	chr1	155195925	155196236	+	0.000	0.000	Merged-chr1-155196106-8
Merged-chr16-76449016-10	chr16	76448779	76449220	+	0.000	0.000	Merged-chr16-76449016-10
Merged-chr12-80211304-22	chr12	80210887	80211602	+	0.000	0.000	Merged-chr12-80211304-22
Merged-chr4-95410490-3	chr4	95410339	95410630	+	0.000	0.000	Merged-chr4-95410490-3
Merged-chr4-118359462-1	chr4	118359364	118359562	+	0.000	0.000	Merged-chr4-118359462-1
Merged-chr10-95781275-17	chr10	95780992	95781566	+	0.000	0.000	Merged-chr10-95781275-17
Merged-chr3-101056914-14	chr3	101056712	101057186	+	0.000	0.000	Merged-chr3-101056914-14
Merged-chr4-53915467-55	chr4	53915212	53915697	+	0.000	0.000	Merged-chr4-53915467-55
Merged-chr9-66680312-15	chr9	66680126	66680543	+	0.000	0.000	Merged-chr9-66680312-15
Merged-chr7-112183404-37	chr7	112183218	112183644	+	0.000	0.000	Merged-chr7-112183404-37
