#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_II--ATAC_peaks.bed all.df.numx.c5-Prdm1KO_Tfh_vs_Naive.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-Prdm1KO_Tfh_vs_Naive.up.bed
Merged-chr10-5800627-2	chr10	5800516	5800741	+	0.000	0.000	Merged-chr10-5800627-2
Merged-chr9-123749851-10	chr9	123749651	123750014	+	0.000	0.000	Merged-chr9-123749851-10
Merged-chr16-93906476-30	chr16	93906159	93906791	+	0.000	0.000	Merged-chr16-93906476-30
Merged-chr15-80619195-4	chr15	80618968	80619344	+	0.000	0.000	Merged-chr15-80619195-4
Merged-chr13-107825758-24	chr13	107825219	107826113	+	0.000	0.000	Merged-chr13-107825758-24
Merged-chrX-167210381-3	chrX	167210248	167210528	+	0.000	0.000	Merged-chrX-167210381-3
Merged-chr13-23751250-51	chr13	23751028	23751594	+	0.000	0.000	Merged-chr13-23751250-51
Merged-chr1-171782037-1	chr1	171781939	171782137	+	0.000	0.000	Merged-chr1-171782037-1
Merged-chr11-46454823-30	chr11	46454547	46455041	+	0.000	0.000	Merged-chr11-46454823-30
Merged-chr5-107079881-73	chr5	107079160	107080327	+	0.000	0.000	Merged-chr5-107079881-73
Merged-chr11-62820764-65	chr11	62820171	62821323	+	0.000	0.000	Merged-chr11-62820764-65
Merged-chr13-53109766-29	chr13	53109612	53110133	+	0.000	0.000	Merged-chr13-53109766-29
Merged-chr7-67390968-9	chr7	67390792	67391125	+	0.000	0.000	Merged-chr7-67390968-9
Merged-chr14-73119110-33	chr14	73118832	73119323	+	0.000	0.000	Merged-chr14-73119110-33
Merged-chr4-140906055-77	chr4	140905749	140906420	+	0.000	0.000	Merged-chr4-140906055-77
Merged-chr5-23722080-21	chr5	23721829	23722288	+	0.000	0.000	Merged-chr5-23722080-21
Merged-chr16-75894553-32	chr16	75894247	75894910	+	0.000	0.000	Merged-chr16-75894553-32
Merged-chr7-66108179-1	chr7	66108081	66108279	+	0.000	0.000	Merged-chr7-66108179-1
Merged-chr15-55884580-27	chr15	55884349	55884808	+	0.000	0.000	Merged-chr15-55884580-27
Merged-chr1-43431434-34	chr1	43431201	43431651	+	0.000	0.000	Merged-chr1-43431434-34
Merged-chr8-117052997-27	chr8	117052823	117053123	+	0.000	0.000	Merged-chr8-117052997-27
Merged-chr16-64789852-34	chr16	64789642	64790138	+	0.000	0.000	Merged-chr16-64789852-34
Merged-chr11-101984579-31	chr11	101984160	101985049	+	0.000	0.000	Merged-chr11-101984579-31
Merged-chr10-118002133-33	chr10	118001860	118002620	+	0.000	0.000	Merged-chr10-118002133-33
Merged-chr17-34628097-3	chr17	34627978	34628230	+	0.000	0.000	Merged-chr17-34628097-3
Merged-chr11-16977596-64	chr11	16977046	16978163	+	0.000	0.000	Merged-chr11-16977596-64
Merged-chr6-122758915-39	chr6	122758627	122759139	+	0.000	0.000	Merged-chr6-122758915-39
Merged-chr7-67372898-115	chr7	67372439	67373470	+	0.000	0.000	Merged-chr7-67372898-115
Merged-chr14-78687431-2	chr14	78687333	78687532	+	0.000	0.000	Merged-chr14-78687431-2
Merged-chr8-33968508-27	chr8	33968362	33968699	+	0.000	0.000	Merged-chr8-33968508-27
Merged-chr6-122764645-81	chr6	122763958	122764977	+	0.000	0.000	Merged-chr6-122764645-81
Merged-chr11-21238010-12	chr11	21237782	21238324	+	0.000	0.000	Merged-chr11-21238010-12
Merged-chr9-109058492-4	chr9	109058278	109058683	+	0.000	0.000	Merged-chr9-109058492-4
Merged-chr6-125353566-72	chr6	125353149	125353998	+	0.000	0.000	Merged-chr6-125353566-72
Merged-chr6-51544589-23	chr6	51544400	51544750	+	0.000	0.000	Merged-chr6-51544589-23
Merged-chr13-33077340-51	chr13	33077068	33077604	+	0.000	0.000	Merged-chr13-33077340-51
Merged-chr2-30794786-46	chr2	30794550	30795021	+	0.000	0.000	Merged-chr2-30794786-46
Merged-chr10-118495376-34	chr10	118494881	118495775	+	0.000	0.000	Merged-chr10-118495376-34
Merged-chr7-110122221-130	chr7	110121732	110122573	+	0.000	0.000	Merged-chr7-110122221-130
Merged-chr7-89247089-1	chr7	89246991	89247189	+	0.000	0.000	Merged-chr7-89247089-1
Merged-chr7-80410451-25	chr7	80410230	80410683	+	0.000	0.000	Merged-chr7-80410451-25
Merged-chr11-55067120-19	chr11	55066914	55067313	+	0.000	0.000	Merged-chr11-55067120-19
Merged-chr10-118100825-27	chr10	118100629	118101062	+	0.000	0.000	Merged-chr10-118100825-27
Merged-chr18-66457995-2	chr18	66457833	66458160	+	0.000	0.000	Merged-chr18-66457995-2
Merged-chr9-120068302-33	chr9	120068061	120068499	+	0.000	0.000	Merged-chr9-120068302-33
Merged-chr8-72491775-5	chr8	72491635	72491899	+	0.000	0.000	Merged-chr8-72491775-5
Merged-chr17-34627444-59	chr17	34626815	34627892	+	0.000	0.000	Merged-chr17-34627444-59
Merged-chr10-118481218-38	chr10	118480824	118481774	+	0.000	0.000	Merged-chr10-118481218-38
Merged-chr10-80569916-4	chr10	80569717	80570085	+	0.000	0.000	Merged-chr10-80569916-4
Merged-chr9-114781541-135	chr9	114781247	114781852	+	0.000	0.000	Merged-chr9-114781541-135
Merged-chr7-75914112-33	chr7	75913931	75914335	+	0.000	0.000	Merged-chr7-75914112-33
Merged-chr9-124100646-41	chr9	124100246	124100938	+	0.000	0.000	Merged-chr9-124100646-41
Merged-chr6-97312147-29	chr6	97311921	97312379	+	0.000	0.000	Merged-chr6-97312147-29
Merged-chr15-99030209-74	chr15	99029890	99030533	+	0.000	0.000	Merged-chr15-99030209-74
Merged-chrX-164034499-8	chrX	164034332	164034684	+	0.000	0.000	Merged-chrX-164034499-8
Merged-chr4-153957284-72	chr4	153957046	153957571	+	0.000	0.000	Merged-chr4-153957284-72
Merged-chr1-43469252-2	chr1	43469138	43469369	+	0.000	0.000	Merged-chr1-43469252-2
Merged-chr14-54553576-3	chr14	54553376	54553771	+	0.000	0.000	Merged-chr14-54553576-3
Merged-chr18-56399965-54	chr18	56399333	56400527	+	0.000	0.000	Merged-chr18-56399965-54
Merged-chr7-98309453-63	chr7	98309174	98309694	+	0.000	0.000	Merged-chr7-98309453-63
Merged-chr9-123717670-55	chr9	123717426	123717841	+	0.000	0.000	Merged-chr9-123717670-55
Merged-chr15-93298411-30	chr15	93298216	93298642	+	0.000	0.000	Merged-chr15-93298411-30
Merged-chr17-35706172-14	chr17	35705914	35706384	+	0.000	0.000	Merged-chr17-35706172-14
Merged-chr8-105795532-5	chr8	105795354	105795674	+	0.000	0.000	Merged-chr8-105795532-5
Merged-chr10-118050458-52	chr10	118050241	118050648	+	0.000	0.000	Merged-chr10-118050458-52
Merged-chr12-73631279-56	chr12	73631008	73631514	+	0.000	0.000	Merged-chr12-73631279-56
Merged-chr2-152831091-132	chr2	152830463	152831654	+	0.000	0.000	Merged-chr2-152831091-132
Merged-chr2-165653935-20	chr2	165653599	165654276	+	0.000	0.000	Merged-chr2-165653935-20
Merged-chr13-113828996-78	chr13	113828560	113829452	+	0.000	0.000	Merged-chr13-113828996-78
Merged-chr4-120570179-83	chr4	120569819	120570402	+	0.000	0.000	Merged-chr4-120570179-83
Merged-chr1-16177879-53	chr1	16177648	16178115	+	0.000	0.000	Merged-chr1-16177879-53
Merged-chr5-74068600-91	chr5	74068401	74068859	+	0.000	0.000	Merged-chr5-74068600-91
Merged-chr18-89245724-52	chr18	89245442	89246038	+	0.000	0.000	Merged-chr18-89245724-52
Merged-chr5-134615003-13	chr5	134614668	134615233	+	0.000	0.000	Merged-chr5-134615003-13
Merged-chr19-8919271-13	chr19	8919066	8919652	+	0.000	0.000	Merged-chr19-8919271-13
Merged-chr16-95749920-139	chr16	95749460	95750565	+	0.000	0.000	Merged-chr16-95749920-139
Merged-chr1-85959700-32	chr1	85959358	85959912	+	0.000	0.000	Merged-chr1-85959700-32
Merged-chr10-18064784-37	chr10	18064543	18064978	+	0.000	0.000	Merged-chr10-18064784-37
Merged-chr8-85699289-9	chr8	85699148	85699491	+	0.000	0.000	Merged-chr8-85699289-9
Merged-chr13-113794666-97	chr13	113794265	113794974	+	0.000	0.000	Merged-chr13-113794666-97
Merged-chr3-89476498-1	chr3	89476400	89476598	+	0.000	0.000	Merged-chr3-89476498-1
Merged-chr11-107447883-19	chr11	107447427	107448333	+	0.000	0.000	Merged-chr11-107447883-19
Merged-chr12-69372654-1	chr12	69372556	69372754	+	0.000	0.000	Merged-chr12-69372654-1
Merged-chr12-76534684-1	chr12	76534586	76534784	+	0.000	0.000	Merged-chr12-76534684-1
Merged-chr9-106373149-39	chr9	106372948	106373356	+	0.000	0.000	Merged-chr9-106373149-39
Merged-chr1-43478113-25	chr1	43477916	43478358	+	0.000	0.000	Merged-chr1-43478113-25
Merged-chr7-128050955-25	chr7	128050762	128051148	+	0.000	0.000	Merged-chr7-128050955-25
Merged-chr6-50378072-56	chr6	50377888	50378475	+	0.000	0.000	Merged-chr6-50378072-56
Merged-chr19-41366765-21	chr19	41366454	41367071	+	0.000	0.000	Merged-chr19-41366765-21
Merged-chr4-59214886-25	chr4	59214682	59215142	+	0.000	0.000	Merged-chr4-59214886-25
Merged-chr7-128166555-30	chr7	128166302	128166838	+	0.000	0.000	Merged-chr7-128166555-30
Merged-chr12-73628008-1	chr12	73627910	73628108	+	0.000	0.000	Merged-chr12-73628008-1
Merged-chr5-66055841-4	chr5	66055716	66055980	+	0.000	0.000	Merged-chr5-66055841-4
Merged-chr5-8674986-4	chr5	8674774	8675177	+	0.000	0.000	Merged-chr5-8674986-4
Merged-chr11-83185820-16	chr11	83185613	83185994	+	0.000	0.000	Merged-chr11-83185820-16
Merged-chr18-80265634-1	chr18	80265536	80265734	+	0.000	0.000	Merged-chr18-80265634-1
Merged-chr16-95769391-4	chr16	95769264	95769514	+	0.000	0.000	Merged-chr16-95769391-4
Merged-chr10-82780687-69	chr10	82780003	82781325	+	0.000	0.000	Merged-chr10-82780687-69
Merged-chr18-89238973-8	chr18	89238824	89239182	+	0.000	0.000	Merged-chr18-89238973-8
Merged-chr10-118441059-64	chr10	118440705	118441536	+	0.000	0.000	Merged-chr10-118441059-64
Merged-chr14-67932655-1	chr14	67932557	67932755	+	0.000	0.000	Merged-chr14-67932655-1
Merged-chr6-50394261-50	chr6	50393994	50394496	+	0.000	0.000	Merged-chr6-50394261-50
Merged-chr11-90686948-2	chr11	90686847	90687051	+	0.000	0.000	Merged-chr11-90686948-2
Merged-chr9-45291923-45	chr9	45291642	45292109	+	0.000	0.000	Merged-chr9-45291923-45
Merged-chr1-134121587-3	chr1	134121457	134121743	+	0.000	0.000	Merged-chr1-134121587-3
Merged-chr7-67353683-35	chr7	67353368	67354040	+	0.000	0.000	Merged-chr7-67353683-35
Merged-chr19-10688915-74	chr19	10688699	10689175	+	0.000	0.000	Merged-chr19-10688915-74
Merged-chrX-155338312-80	chrX	155337942	155338553	+	0.000	0.000	Merged-chrX-155338312-80
Merged-chr3-108718262-42	chr3	108718095	108718475	+	0.000	0.000	Merged-chr3-108718262-42
Merged-chr14-78732883-76	chr14	78732416	78733362	+	0.000	0.000	Merged-chr14-78732883-76
Merged-chr4-145240066-1	chr4	145239968	145240166	+	0.000	0.000	Merged-chr4-145240066-1
Merged-chr12-73708938-21	chr12	73708530	73709249	+	0.000	0.000	Merged-chr12-73708938-21
Merged-chr6-97294114-106	chr6	97293617	97294519	+	0.000	0.000	Merged-chr6-97294114-106
Merged-chr12-16532570-85	chr12	16532238	16533070	+	0.000	0.000	Merged-chr12-16532570-85
Merged-chr1-43451172-17	chr1	43450889	43451663	+	0.000	0.000	Merged-chr1-43451172-17
Merged-chr1-43544775-22	chr1	43544626	43544933	+	0.000	0.000	Merged-chr1-43544775-22
Merged-chr11-57805317-26	chr11	57805113	57805586	+	0.000	0.000	Merged-chr11-57805317-26
Merged-chr19-40640084-33	chr19	40639855	40640300	+	0.000	0.000	Merged-chr19-40640084-33
Merged-chr15-36214970-54	chr15	36214777	36215148	+	0.000	0.000	Merged-chr15-36214970-54
Merged-chr4-145250198-42	chr4	145250014	145250401	+	0.000	0.000	Merged-chr4-145250198-42
Merged-chr14-67716598-2	chr14	67716493	67716705	+	0.000	0.000	Merged-chr14-67716598-2
Merged-chr3-69006115-39	chr3	69005734	69006415	+	0.000	0.000	Merged-chr3-69006115-39
Merged-chr4-109658760-1	chr4	109658662	109658860	+	0.000	0.000	Merged-chr4-109658760-1
Merged-chr6-82652821-79	chr6	82652548	82653040	+	0.000	0.000	Merged-chr6-82652821-79
Merged-chr13-32965785-122	chr13	32965273	32966053	+	0.000	0.000	Merged-chr13-32965785-122
Merged-chr6-119159656-11	chr6	119159477	119159838	+	0.000	0.000	Merged-chr6-119159656-11
Merged-chr1-161693596-37	chr1	161693358	161693809	+	0.000	0.000	Merged-chr1-161693596-37
Merged-chr12-69367768-3	chr12	69367633	69367901	+	0.000	0.000	Merged-chr12-69367768-3
Merged-chr12-73702200-1	chr12	73702102	73702300	+	0.000	0.000	Merged-chr12-73702200-1
Merged-chr4-133611218-1	chr4	133611120	133611318	+	0.000	0.000	Merged-chr4-133611218-1
Merged-chr13-25020260-54	chr13	25019995	25020597	+	0.000	0.000	Merged-chr13-25020260-54
Merged-chr12-100887966-36	chr12	100887731	100888247	+	0.000	0.000	Merged-chr12-100887966-36
Merged-chr9-123717146-2	chr9	123717048	123717246	+	0.000	0.000	Merged-chr9-123717146-2
Merged-chr13-53010811-5	chr13	53010683	53010987	+	0.000	0.000	Merged-chr13-53010811-5
Merged-chr6-51612673-21	chr6	51612406	51612926	+	0.000	0.000	Merged-chr6-51612673-21
Merged-chr16-58480300-20	chr16	58480060	58480775	+	0.000	0.000	Merged-chr16-58480300-20
Merged-chr4-145262431-6	chr4	145262238	145262601	+	0.000	0.000	Merged-chr4-145262431-6
Merged-chr11-94990972-56	chr11	94990581	94991480	+	0.000	0.000	Merged-chr11-94990972-56
Merged-chr7-13288748-17	chr7	13288575	13288955	+	0.000	0.000	Merged-chr7-13288748-17
Merged-chr5-100466890-43	chr5	100466671	100467182	+	0.000	0.000	Merged-chr5-100466890-43
Merged-chr10-118166257-15	chr10	118166090	118166454	+	0.000	0.000	Merged-chr10-118166257-15
Merged-chr5-43915438-14	chr5	43915202	43915676	+	0.000	0.000	Merged-chr5-43915438-14
Merged-chr9-107309334-10	chr9	107309186	107309486	+	0.000	0.000	Merged-chr9-107309334-10
Merged-chr6-129623841-1	chr6	129623743	129623941	+	0.000	0.000	Merged-chr6-129623841-1
Merged-chr10-80623813-27	chr10	80623640	80624081	+	0.000	0.000	Merged-chr10-80623813-27
Merged-chr9-120073346-13	chr9	120072986	120073548	+	0.000	0.000	Merged-chr9-120073346-13
Merged-chr7-80386700-56	chr7	80386204	80387303	+	0.000	0.000	Merged-chr7-80386700-56
Merged-chr6-50392107-8	chr6	50391872	50392279	+	0.000	0.000	Merged-chr6-50392107-8
Merged-chr12-112679131-59	chr12	112678691	112679482	+	0.000	0.000	Merged-chr12-112679131-59
Merged-chr2-45188309-1	chr2	45188211	45188409	+	0.000	0.000	Merged-chr2-45188309-1
Merged-chr1-172186610-1	chr1	172186512	172186710	+	0.000	0.000	Merged-chr1-172186610-1
Merged-chr12-100849659-36	chr12	100849392	100849897	+	0.000	0.000	Merged-chr12-100849659-36
Merged-chr12-73693021-6	chr12	73692897	73693130	+	0.000	0.000	Merged-chr12-73693021-6
Merged-chr3-146123164-55	chr3	146122908	146123450	+	0.000	0.000	Merged-chr3-146123164-55
Merged-chr12-24709466-20	chr12	24709260	24709770	+	0.000	0.000	Merged-chr12-24709466-20
Merged-chr3-54727097-9	chr3	54726939	54727265	+	0.000	0.000	Merged-chr3-54727097-9
Merged-chr10-21905847-47	chr10	21905483	21906216	+	0.000	0.000	Merged-chr10-21905847-47
Merged-chr5-146861818-11	chr5	146861619	146861971	+	0.000	0.000	Merged-chr5-146861818-11
Merged-chr6-113660705-11	chr6	113660487	113661015	+	0.000	0.000	Merged-chr6-113660705-11
Merged-chr8-105991112-25	chr8	105990866	105991391	+	0.000	0.000	Merged-chr8-105991112-25
Merged-chr14-67934297-2	chr14	67934180	67934417	+	0.000	0.000	Merged-chr14-67934297-2
Merged-chr12-32146746-11	chr12	32146524	32146956	+	0.000	0.000	Merged-chr12-32146746-11
Merged-chr1-97660989-15	chr1	97660743	97661173	+	0.000	0.000	Merged-chr1-97660989-15
Merged-chr18-89219555-25	chr18	89218913	89220008	+	0.000	0.000	Merged-chr18-89219555-25
Merged-chr8-105794398-26	chr8	105794163	105794694	+	0.000	0.000	Merged-chr8-105794398-26
Merged-chr5-107726965-11	chr5	107726716	107727201	+	0.000	0.000	Merged-chr5-107726965-11
Merged-chr4-156255097-67	chr4	156254460	156255544	+	0.000	0.000	Merged-chr4-156255097-67
Merged-chr7-132551728-76	chr7	132551548	132551960	+	0.000	0.000	Merged-chr7-132551728-76
Merged-chr11-49978330-26	chr11	49978125	49978596	+	0.000	0.000	Merged-chr11-49978330-26
Merged-chr18-89159613-61	chr18	89159164	89159875	+	0.000	0.000	Merged-chr18-89159613-61
Merged-chr6-54956270-34	chr6	54956001	54956685	+	0.000	0.000	Merged-chr6-54956270-34
Merged-chr10-21993045-28	chr10	21992634	21993396	+	0.000	0.000	Merged-chr10-21993045-28
Merged-chr18-89325469-1	chr18	89325371	89325569	+	0.000	0.000	Merged-chr18-89325469-1
Merged-chr16-64824096-19	chr16	64823880	64824297	+	0.000	0.000	Merged-chr16-64824096-19
Merged-chr10-118454981-1	chr10	118454883	118455081	+	0.000	0.000	Merged-chr10-118454981-1
Merged-chr7-113369471-104	chr7	113369288	113369681	+	0.000	0.000	Merged-chr7-113369471-104
Merged-chr17-44337024-21	chr17	44336813	44337270	+	0.000	0.000	Merged-chr17-44337024-21
Merged-chr7-89296974-11	chr7	89296777	89297184	+	0.000	0.000	Merged-chr7-89296974-11
Merged-chr6-54224603-8	chr6	54224428	54224782	+	0.000	0.000	Merged-chr6-54224603-8
Merged-chr2-101762991-1	chr2	101762893	101763091	+	0.000	0.000	Merged-chr2-101762991-1
Merged-chr19-10203304-1	chr19	10203206	10203404	+	0.000	0.000	Merged-chr19-10203304-1
Merged-chr1-144215493-29	chr1	144215260	144215722	+	0.000	0.000	Merged-chr1-144215493-29
Merged-chr1-120073802-51	chr1	120073443	120074096	+	0.000	0.000	Merged-chr1-120073802-51
Merged-chr2-121509743-3	chr2	121509597	121509895	+	0.000	0.000	Merged-chr2-121509743-3
Merged-chr8-120890385-4	chr8	120890206	120890525	+	0.000	0.000	Merged-chr8-120890385-4
Merged-chr9-65587090-27	chr9	65586866	65587326	+	0.000	0.000	Merged-chr9-65587090-27
Merged-chr7-66292206-13	chr7	66292062	66292456	+	0.000	0.000	Merged-chr7-66292206-13
Merged-chr1-151698105-31	chr1	151697862	151698324	+	0.000	0.000	Merged-chr1-151698105-31
Merged-chr6-112879624-4	chr6	112879479	112879767	+	0.000	0.000	Merged-chr6-112879624-4
Merged-chr12-73709842-1	chr12	73709744	73709942	+	0.000	0.000	Merged-chr12-73709842-1
Merged-chr12-73715551-1	chr12	73715453	73715651	+	0.000	0.000	Merged-chr12-73715551-1
Merged-chr7-141009170-22	chr7	141008819	141009480	+	0.000	0.000	Merged-chr7-141009170-22
Merged-chr14-78678601-3	chr14	78678442	78678779	+	0.000	0.000	Merged-chr14-78678601-3
Merged-chr6-87670230-13	chr6	87670027	87670403	+	0.000	0.000	Merged-chr6-87670230-13
Merged-chr5-146867667-49	chr5	146867394	146867914	+	0.000	0.000	Merged-chr5-146867667-49
Merged-chr7-67355950-12	chr7	67355790	67356142	+	0.000	0.000	Merged-chr7-67355950-12
Merged-chr11-121706633-48	chr11	121706410	121706815	+	0.000	0.000	Merged-chr11-121706633-48
Merged-chr6-97387514-39	chr6	97387239	97387817	+	0.000	0.000	Merged-chr6-97387514-39
Merged-chr1-120264126-1	chr1	120264028	120264226	+	0.000	0.000	Merged-chr1-120264126-1
Merged-chr11-106999428-68	chr11	106999066	106999787	+	0.000	0.000	Merged-chr11-106999428-68
Merged-chr10-118460418-18	chr10	118460110	118460635	+	0.000	0.000	Merged-chr10-118460418-18
Merged-chr2-151996585-55	chr2	151996336	151996820	+	0.000	0.000	Merged-chr2-151996585-55
Merged-chr19-5846760-17	chr19	5846577	5846979	+	0.000	0.000	Merged-chr19-5846760-17
Merged-chr1-133046313-74	chr1	133046039	133046692	+	0.000	0.000	Merged-chr1-133046313-74
Merged-chr1-135128901-1	chr1	135128803	135129001	+	0.000	0.000	Merged-chr1-135128901-1
Merged-chr17-35468957-34	chr17	35468454	35469418	+	0.000	0.000	Merged-chr17-35468957-34
Merged-chr12-16526382-42	chr12	16526095	16526718	+	0.000	0.000	Merged-chr12-16526382-42
Merged-chr10-17919848-1	chr10	17919750	17919948	+	0.000	0.000	Merged-chr10-17919848-1
Merged-chr4-145236206-52	chr4	145235956	145236502	+	0.000	0.000	Merged-chr4-145236206-52
Merged-chr7-75892999-26	chr7	75892829	75893182	+	0.000	0.000	Merged-chr7-75892999-26
Merged-chr1-85958439-33	chr1	85958005	85958936	+	0.000	0.000	Merged-chr1-85958439-33
Merged-chr4-150802022-1	chr4	150801924	150802122	+	0.000	0.000	Merged-chr4-150802022-1
Merged-chr8-122436475-8	chr8	122436221	122436723	+	0.000	0.000	Merged-chr8-122436475-8
Merged-chr2-127890802-7	chr2	127890616	127890997	+	0.000	0.000	Merged-chr2-127890802-7
Merged-chr10-77627323-3	chr10	77627195	77627484	+	0.000	0.000	Merged-chr10-77627323-3
Merged-chr1-153332830-168	chr1	153332276	153333179	+	0.000	0.000	Merged-chr1-153332830-168
Merged-chr19-41365730-30	chr19	41365539	41366036	+	0.000	0.000	Merged-chr19-41365730-30
Merged-chr1-85986038-7	chr1	85985839	85986220	+	0.000	0.000	Merged-chr1-85986038-7
Merged-chr4-133631611-28	chr4	133631322	133631944	+	0.000	0.000	Merged-chr4-133631611-28
Merged-chr5-100719694-58	chr5	100719308	100720017	+	0.000	0.000	Merged-chr5-100719694-58
Merged-chr12-112699364-12	chr12	112699142	112699539	+	0.000	0.000	Merged-chr12-112699364-12
Merged-chr18-70644482-115	chr18	70644235	70645045	+	0.000	0.000	Merged-chr18-70644482-115
Merged-chr1-136466320-50	chr1	136465898	136466539	+	0.000	0.000	Merged-chr1-136466320-50
Merged-chr1-43534760-23	chr1	43534512	43534989	+	0.000	0.000	Merged-chr1-43534760-23
Merged-chr4-103109726-1	chr4	103109628	103109826	+	0.000	0.000	Merged-chr4-103109726-1
Merged-chr10-128704934-88	chr10	128704456	128705318	+	0.000	0.000	Merged-chr10-128704934-88
Merged-chr4-133614553-6	chr4	133614391	133614681	+	0.000	0.000	Merged-chr4-133614553-6
Merged-chr10-75798089-61	chr10	75797745	75798575	+	0.000	0.000	Merged-chr10-75798089-61
Merged-chr7-140999347-54	chr7	140999185	140999517	+	0.000	0.000	Merged-chr7-140999347-54
Merged-chr7-142399305-21	chr7	142399067	142399568	+	0.000	0.000	Merged-chr7-142399305-21
Merged-chr14-78748366-21	chr14	78748132	78748648	+	0.000	0.000	Merged-chr14-78748366-21
Merged-chr7-66233598-56	chr7	66233270	66233860	+	0.000	0.000	Merged-chr7-66233598-56
Merged-chr6-113658309-12	chr6	113658081	113658477	+	0.000	0.000	Merged-chr6-113658309-12
Merged-chr8-124278652-26	chr8	124278478	124278909	+	0.000	0.000	Merged-chr8-124278652-26
Merged-chr18-24673740-54	chr18	24673104	24674492	+	0.000	0.000	Merged-chr18-24673740-54
Merged-chr9-83440532-1	chr9	83440434	83440632	+	0.000	0.000	Merged-chr9-83440532-1
Merged-chr11-68502596-20	chr11	68502368	68502808	+	0.000	0.000	Merged-chr11-68502596-20
Merged-chr12-100856491-28	chr12	100856073	100856810	+	0.000	0.000	Merged-chr12-100856491-28
Merged-chr17-8388700-3	chr17	8388460	8388899	+	0.000	0.000	Merged-chr17-8388700-3
Merged-chr5-120710597-12	chr5	120710051	120710953	+	0.000	0.000	Merged-chr5-120710597-12
Merged-chr16-10979660-46	chr16	10979434	10979866	+	0.000	0.000	Merged-chr16-10979660-46
Merged-chr10-110760691-41	chr10	110760225	110760954	+	0.000	0.000	Merged-chr10-110760691-41
Merged-chr1-97613912-17	chr1	97613716	97614073	+	0.000	0.000	Merged-chr1-97613912-17
Merged-chr13-113831003-7	chr13	113830866	113831133	+	0.000	0.000	Merged-chr13-113831003-7
