#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_III--ATAC_peaks.bed all.df.numx.c5-Bcl6KO_Th1_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-Bcl6KO_Th1_vs_WT_Tfh.dn.bed
Merged-chr2-10372789-48	chr2	10372270	10373310	+	0.000	0.000	Merged-chr2-10372789-48
Merged-chr15-100598688-62	chr15	100598346	100599113	+	0.000	0.000	Merged-chr15-100598688-62
Merged-chr7-68749226-75	chr7	68748514	68749531	+	0.000	0.000	Merged-chr7-68749226-75
Merged-chr4-63862999-40	chr4	63862557	63863335	+	0.000	0.000	Merged-chr4-63862999-40
Merged-chr9-40343546-1	chr9	40343448	40343646	+	0.000	0.000	Merged-chr9-40343546-1
Merged-chr7-132638923-17	chr7	132638745	132639122	+	0.000	0.000	Merged-chr7-132638923-17
Merged-chr13-3636993-50	chr13	3636816	3637198	+	0.000	0.000	Merged-chr13-3636993-50
Merged-chrX-134808077-16	chrX	134807874	134808293	+	0.000	0.000	Merged-chrX-134808077-16
Merged-chr6-89362332-93	chr6	89361204	89363142	+	0.000	0.000	Merged-chr6-89362332-93
Merged-chr8-126699390-72	chr8	126698941	126699824	+	0.000	0.000	Merged-chr8-126699390-72
Merged-chr1-189887694-38	chr1	189887427	189887912	+	0.000	0.000	Merged-chr1-189887694-38
Merged-chr11-61564144-31	chr11	61563911	61564378	+	0.000	0.000	Merged-chr11-61564144-31
Merged-chr9-44733785-2	chr9	44733591	44733982	+	0.000	0.000	Merged-chr9-44733785-2
Merged-chrX-134843146-21	chrX	134842937	134843397	+	0.000	0.000	Merged-chrX-134843146-21
Merged-chr11-4373215-8	chr11	4372960	4373460	+	0.000	0.000	Merged-chr11-4373215-8
Merged-chr2-77250040-39	chr2	77249754	77250320	+	0.000	0.000	Merged-chr2-77250040-39
Merged-chr11-3148447-2	chr11	3148349	3148547	+	0.000	0.000	Merged-chr11-3148447-2
Merged-chr7-69071291-1	chr7	69071193	69071391	+	0.000	0.000	Merged-chr7-69071291-1
Merged-chr2-16523956-1	chr2	16523858	16524056	+	0.000	0.000	Merged-chr2-16523956-1
Merged-chr2-3925386-29	chr2	3925075	3925839	+	0.000	0.000	Merged-chr2-3925386-29
Merged-chr8-61487849-59	chr8	61487647	61488061	+	0.000	0.000	Merged-chr8-61487849-59
Merged-chr6-121225960-1	chr6	121225862	121226060	+	0.000	0.000	Merged-chr6-121225960-1
Merged-chr7-123189982-13	chr7	123189762	123190132	+	0.000	0.000	Merged-chr7-123189982-13
Merged-chr12-116047777-53	chr12	116047595	116047985	+	0.000	0.000	Merged-chr12-116047777-53
Merged-chr11-3162952-22	chr11	3162740	3163180	+	0.000	0.000	Merged-chr11-3162952-22
Merged-chr10-42868418-11	chr10	42868198	42868597	+	0.000	0.000	Merged-chr10-42868418-11
Merged-chr12-117534127-69	chr12	117533656	117534366	+	0.000	0.000	Merged-chr12-117534127-69
Merged-chr5-75709666-1	chr5	75709568	75709766	+	0.000	0.000	Merged-chr5-75709666-1
Merged-chr6-134205882-4	chr6	134205752	134205997	+	0.000	0.000	Merged-chr6-134205882-4
Merged-chr18-7703691-3	chr18	7703537	7703849	+	0.000	0.000	Merged-chr18-7703691-3
Merged-chr2-172977593-131	chr2	172977303	172978026	+	0.000	0.000	Merged-chr2-172977593-131
Merged-chr15-5108448-64	chr15	5108211	5108718	+	0.000	0.000	Merged-chr15-5108448-64
Merged-chr9-114451867-49	chr9	114451650	114452248	+	0.000	0.000	Merged-chr9-114451867-49
Merged-chr14-118681179-25	chr14	118680922	118681379	+	0.000	0.000	Merged-chr14-118681179-25
Merged-chr6-144181602-1	chr6	144181504	144181702	+	0.000	0.000	Merged-chr6-144181602-1
Merged-chr6-121130438-70	chr6	121130017	121130751	+	0.000	0.000	Merged-chr6-121130438-70
Merged-chr12-73895828-22	chr12	73895345	73896152	+	0.000	0.000	Merged-chr12-73895828-22
Merged-chr1-106714260-74	chr1	106713864	106714484	+	0.000	0.000	Merged-chr1-106714260-74
Merged-chr4-144893886-50	chr4	144893508	144894237	+	0.000	0.000	Merged-chr4-144893886-50
Merged-chr6-89391141-1	chr6	89391043	89391241	+	0.000	0.000	Merged-chr6-89391141-1
Merged-chr7-35757232-9	chr7	35757014	35757404	+	0.000	0.000	Merged-chr7-35757232-9
Merged-chr6-143816694-7	chr6	143816363	143817036	+	0.000	0.000	Merged-chr6-143816694-7
Merged-chr8-79046826-18	chr8	79046617	79047052	+	0.000	0.000	Merged-chr8-79046826-18
Merged-chr5-148548286-6	chr5	148548115	148548460	+	0.000	0.000	Merged-chr5-148548286-6
Merged-chr1-171963786-30	chr1	171963537	171964011	+	0.000	0.000	Merged-chr1-171963786-30
Merged-chr9-42108628-57	chr9	42108396	42108936	+	0.000	0.000	Merged-chr9-42108628-57
Merged-chr11-52241119-15	chr11	52240884	52241350	+	0.000	0.000	Merged-chr11-52241119-15
Merged-chr8-79161059-1	chr8	79160961	79161159	+	0.000	0.000	Merged-chr8-79161059-1
Merged-chr2-77277826-6	chr2	77277641	77278003	+	0.000	0.000	Merged-chr2-77277826-6
Merged-chr2-77309396-29	chr2	77309097	77309636	+	0.000	0.000	Merged-chr2-77309396-29
Merged-chr9-42101214-6	chr9	42100981	42101387	+	0.000	0.000	Merged-chr9-42101214-6
Merged-chr18-77063988-2	chr18	77063890	77064088	+	0.000	0.000	Merged-chr18-77063988-2
Merged-chr13-5100349-2	chr13	5100243	5100458	+	0.000	0.000	Merged-chr13-5100349-2
Merged-chr4-136123235-13	chr4	136122996	136123440	+	0.000	0.000	Merged-chr4-136123235-13
Merged-chr11-3158996-1	chr11	3158898	3159096	+	0.000	0.000	Merged-chr11-3158996-1
Merged-chr12-117589977-10	chr12	117589783	117590185	+	0.000	0.000	Merged-chr12-117589977-10
Merged-chr10-30655945-56	chr10	30655582	30656209	+	0.000	0.000	Merged-chr10-30655945-56
Merged-chr2-156841447-76	chr2	156840741	156842139	+	0.000	0.000	Merged-chr2-156841447-76
Merged-chr9-62372688-11	chr9	62372438	62373146	+	0.000	0.000	Merged-chr9-62372688-11
Merged-chr13-91509519-32	chr13	91509221	91509849	+	0.000	0.000	Merged-chr13-91509519-32
Merged-chr11-87724985-4	chr11	87724850	87725134	+	0.000	0.000	Merged-chr11-87724985-4
Merged-chr1-74803242-57	chr1	74803021	74803479	+	0.000	0.000	Merged-chr1-74803242-57
Merged-chr2-37443185-70	chr2	37442975	37443477	+	0.000	0.000	Merged-chr2-37443185-70
Merged-chr9-21546518-115	chr9	21546195	21546764	+	0.000	0.000	Merged-chr9-21546518-115
Merged-chr11-3166687-4	chr11	3166443	3166860	+	0.000	0.000	Merged-chr11-3166687-4
Merged-chr11-3163369-4	chr11	3163187	3163553	+	0.000	0.000	Merged-chr11-3163369-4
Merged-chr1-39913129-1	chr1	39913031	39913229	+	0.000	0.000	Merged-chr1-39913129-1
Merged-chr1-105565114-33	chr1	105564910	105565342	+	0.000	0.000	Merged-chr1-105565114-33
Merged-chr6-89462778-1	chr6	89462680	89462878	+	0.000	0.000	Merged-chr6-89462778-1
Merged-chr10-117677545-62	chr10	117676940	117677998	+	0.000	0.000	Merged-chr10-117677545-62
Merged-chr6-144773171-3	chr6	144773043	144773317	+	0.000	0.000	Merged-chr6-144773171-3
Merged-chr5-75667340-22	chr5	75667068	75667605	+	0.000	0.000	Merged-chr5-75667340-22
Merged-chr10-117659981-30	chr10	117659805	117660257	+	0.000	0.000	Merged-chr10-117659981-30
Merged-chr10-116511368-18	chr10	116511047	116511666	+	0.000	0.000	Merged-chr10-116511368-18
Merged-chr7-24457903-49	chr7	24457713	24458131	+	0.000	0.000	Merged-chr7-24457903-49
Merged-chr11-86993619-64	chr11	86993302	86993866	+	0.000	0.000	Merged-chr11-86993619-64
Merged-chr6-89365227-1	chr6	89365129	89365327	+	0.000	0.000	Merged-chr6-89365227-1
Merged-chr10-108446364-45	chr10	108446114	108446653	+	0.000	0.000	Merged-chr10-108446364-45
Merged-chr13-3893477-54	chr13	3893149	3893743	+	0.000	0.000	Merged-chr13-3893477-54
Merged-chr2-27028033-48	chr2	27027737	27028249	+	0.000	0.000	Merged-chr2-27028033-48
Merged-chr17-35425917-24	chr17	35425572	35426180	+	0.000	0.000	Merged-chr17-35425917-24
Merged-chr16-24160333-1	chr16	24160235	24160433	+	0.000	0.000	Merged-chr16-24160333-1
Merged-chr15-9567519-26	chr15	9567337	9567706	+	0.000	0.000	Merged-chr15-9567519-26
Merged-chr3-135886754-21	chr3	135886533	135886942	+	0.000	0.000	Merged-chr3-135886754-21
Merged-chr1-189028545-3	chr1	189028428	189028668	+	0.000	0.000	Merged-chr1-189028545-3
Merged-chr9-123333714-19	chr9	123333535	123333996	+	0.000	0.000	Merged-chr9-123333714-19
Merged-chr2-148681151-73	chr2	148680845	148681401	+	0.000	0.000	Merged-chr2-148681151-73
Merged-chr2-4454837-7	chr2	4454667	4455020	+	0.000	0.000	Merged-chr2-4454837-7
Merged-chr8-79374732-2	chr8	79374623	79374843	+	0.000	0.000	Merged-chr8-79374732-2
Merged-chr17-80772766-52	chr17	80772581	80772972	+	0.000	0.000	Merged-chr17-80772766-52
Merged-chr1-55448277-23	chr1	55448030	55448498	+	0.000	0.000	Merged-chr1-55448277-23
Merged-chr2-68384071-20	chr2	68383919	68384242	+	0.000	0.000	Merged-chr2-68384071-20
Merged-chr1-127230692-27	chr1	127230501	127230885	+	0.000	0.000	Merged-chr1-127230692-27
Merged-chr1-171961701-8	chr1	171961531	171961900	+	0.000	0.000	Merged-chr1-171961701-8
Merged-chr9-94620917-97	chr9	94620623	94621455	+	0.000	0.000	Merged-chr9-94620917-97
Merged-chr6-134207914-21	chr6	134207629	134208177	+	0.000	0.000	Merged-chr6-134207914-21
Merged-chr2-68297003-34	chr2	68296751	68297298	+	0.000	0.000	Merged-chr2-68297003-34
Merged-chr5-66337636-49	chr5	66337367	66337867	+	0.000	0.000	Merged-chr5-66337636-49
Merged-chr9-114498447-24	chr9	114498261	114498618	+	0.000	0.000	Merged-chr9-114498447-24
Merged-chr7-73523382-8	chr7	73523202	73523550	+	0.000	0.000	Merged-chr7-73523382-8
Merged-chr16-70421204-38	chr16	70420924	70421518	+	0.000	0.000	Merged-chr16-70421204-38
Merged-chr12-13269296-75	chr12	13268972	13269786	+	0.000	0.000	Merged-chr12-13269296-75
Merged-chr12-73904866-1	chr12	73904768	73904966	+	0.000	0.000	Merged-chr12-73904866-1
Merged-chr13-30137230-3	chr13	30137079	30137430	+	0.000	0.000	Merged-chr13-30137230-3
Merged-chr2-34994045-1	chr2	34993947	34994145	+	0.000	0.000	Merged-chr2-34994045-1
Merged-chr11-106122400-1	chr11	106122302	106122500	+	0.000	0.000	Merged-chr11-106122400-1
Merged-chr9-35423425-41	chr9	35423119	35423622	+	0.000	0.000	Merged-chr9-35423425-41
Merged-chr6-89422834-19	chr6	89422558	89423192	+	0.000	0.000	Merged-chr6-89422834-19
Merged-chr10-130344274-29	chr10	130344101	130344539	+	0.000	0.000	Merged-chr10-130344274-29
Merged-chr13-3918065-66	chr13	3917753	3918279	+	0.000	0.000	Merged-chr13-3918065-66
Merged-chr5-43808144-44	chr5	43807930	43808337	+	0.000	0.000	Merged-chr5-43808144-44
Merged-chr7-25297702-69	chr7	25297385	25298082	+	0.000	0.000	Merged-chr7-25297702-69
Merged-chr6-128889092-57	chr6	128888819	128889360	+	0.000	0.000	Merged-chr6-128889092-57
Merged-chr18-58615336-24	chr18	58615021	58615554	+	0.000	0.000	Merged-chr18-58615336-24
Merged-chr5-105198197-37	chr5	105198006	105198482	+	0.000	0.000	Merged-chr5-105198197-37
Merged-chr1-74794765-31	chr1	74794520	74795036	+	0.000	0.000	Merged-chr1-74794765-31
Merged-chr10-59970161-26	chr10	59969797	59970582	+	0.000	0.000	Merged-chr10-59970161-26
Merged-chr9-101073611-17	chr9	101073385	101073859	+	0.000	0.000	Merged-chr9-101073611-17
Merged-chr5-134456399-53	chr5	134455537	134456934	+	0.000	0.000	Merged-chr5-134456399-53
Merged-chr2-68466295-74	chr2	68465822	68466588	+	0.000	0.000	Merged-chr2-68466295-74
Merged-chr4-109471151-19	chr4	109470839	109471466	+	0.000	0.000	Merged-chr4-109471151-19
Merged-chr6-121243330-24	chr6	121243143	121243516	+	0.000	0.000	Merged-chr6-121243330-24
Merged-chr2-3922894-15	chr2	3922700	3923078	+	0.000	0.000	Merged-chr2-3922894-15
Merged-chr13-117018398-6	chr13	117018265	117018544	+	0.000	0.000	Merged-chr13-117018398-6
Merged-chr15-59041198-10	chr15	59041014	59041368	+	0.000	0.000	Merged-chr15-59041198-10
Merged-chr10-118870493-2	chr10	118870391	118870598	+	0.000	0.000	Merged-chr10-118870493-2
Merged-chr11-99131567-85	chr11	99130749	99132179	+	0.000	0.000	Merged-chr11-99131567-85
Merged-chr17-15706137-17	chr17	15705929	15706391	+	0.000	0.000	Merged-chr17-15706137-17
Merged-chr7-35741117-8	chr7	35740934	35741241	+	0.000	0.000	Merged-chr7-35741117-8
Merged-chr10-61649284-2	chr10	61649186	61649384	+	0.000	0.000	Merged-chr10-61649284-2
Merged-chr5-75717896-2	chr5	75717713	75718082	+	0.000	0.000	Merged-chr5-75717896-2
Merged-chr15-59106207-41	chr15	59105953	59106642	+	0.000	0.000	Merged-chr15-59106207-41
Merged-chr10-75744246-21	chr10	75744019	75744422	+	0.000	0.000	Merged-chr10-75744246-21
Merged-chr17-73813260-38	chr17	73813068	73813466	+	0.000	0.000	Merged-chr17-73813260-38
Merged-chr16-24160756-32	chr16	24160444	24161049	+	0.000	0.000	Merged-chr16-24160756-32
Merged-chr9-94670459-1	chr9	94670361	94670559	+	0.000	0.000	Merged-chr9-94670459-1
Merged-chr6-143957629-72	chr6	143957002	143958284	+	0.000	0.000	Merged-chr6-143957629-72
Merged-chr16-95994791-31	chr16	95994572	95995025	+	0.000	0.000	Merged-chr16-95994791-31
Merged-chr14-8003012-65	chr14	8002589	8003355	+	0.000	0.000	Merged-chr14-8003012-65
Merged-chr10-80150505-2	chr10	80150407	80150605	+	0.000	0.000	Merged-chr10-80150505-2
Merged-chr9-114480387-11	chr9	114480158	114480571	+	0.000	0.000	Merged-chr9-114480387-11
Merged-chrX-75750426-2	chrX	75750321	75750534	+	0.000	0.000	Merged-chrX-75750426-2
Merged-chr13-5185100-1	chr13	5185002	5185200	+	0.000	0.000	Merged-chr13-5185100-1
Merged-chr10-23787173-89	chr10	23786804	23787708	+	0.000	0.000	Merged-chr10-23787173-89
Merged-chr18-24203899-3	chr18	24203765	24204028	+	0.000	0.000	Merged-chr18-24203899-3
Merged-chrX-150813149-62	chrX	150812922	150813399	+	0.000	0.000	Merged-chrX-150813149-62
Merged-chr10-120616812-55	chr10	120616480	120617149	+	0.000	0.000	Merged-chr10-120616812-55
Merged-chr17-33981468-57	chr17	33981198	33981854	+	0.000	0.000	Merged-chr17-33981468-57
Merged-chr9-94614117-31	chr9	94613884	94614358	+	0.000	0.000	Merged-chr9-94614117-31
Merged-chr13-30085305-34	chr13	30085087	30085497	+	0.000	0.000	Merged-chr13-30085305-34
Merged-chr14-78307471-124	chr14	78306894	78307750	+	0.000	0.000	Merged-chr14-78307471-124
Merged-chr4-125127397-1	chr4	125127299	125127497	+	0.000	0.000	Merged-chr4-125127397-1
Merged-chr4-109471713-1	chr4	109471615	109471813	+	0.000	0.000	Merged-chr4-109471713-1
Merged-chr17-15816733-57	chr17	15816495	15817044	+	0.000	0.000	Merged-chr17-15816733-57
Merged-chr4-41135735-138	chr4	41135175	41136469	+	0.000	0.000	Merged-chr4-41135735-138
Merged-chr6-125476284-5	chr6	125476172	125476415	+	0.000	0.000	Merged-chr6-125476284-5
Merged-chr1-127242597-91	chr1	127242279	127242972	+	0.000	0.000	Merged-chr1-127242597-91
Merged-chr12-113220525-36	chr12	113220250	113220788	+	0.000	0.000	Merged-chr12-113220525-36
Merged-chr13-117225787-2	chr13	117225668	117225909	+	0.000	0.000	Merged-chr13-117225787-2
Merged-chr11-86993041-2	chr11	86992879	86993205	+	0.000	0.000	Merged-chr11-86993041-2
Merged-chr14-78438304-11	chr14	78438128	78438465	+	0.000	0.000	Merged-chr14-78438304-11
Merged-chr18-41951172-76	chr18	41950912	41951461	+	0.000	0.000	Merged-chr18-41951172-76
Merged-chr4-33248647-4	chr4	33248495	33248801	+	0.000	0.000	Merged-chr4-33248647-4
Merged-chr9-41048392-23	chr9	41048085	41048660	+	0.000	0.000	Merged-chr9-41048392-23
Merged-chr7-101092793-9	chr7	101092644	101092963	+	0.000	0.000	Merged-chr7-101092793-9
Merged-chr4-128807038-7	chr4	128806822	128807265	+	0.000	0.000	Merged-chr4-128807038-7
Merged-chr9-94659852-5	chr9	94659719	94660007	+	0.000	0.000	Merged-chr9-94659852-5
Merged-chr18-24237197-17	chr18	24236927	24237643	+	0.000	0.000	Merged-chr18-24237197-17
Merged-chr19-16802256-9	chr19	16801957	16802417	+	0.000	0.000	Merged-chr19-16802256-9
Merged-chr11-4345330-1	chr11	4345232	4345430	+	0.000	0.000	Merged-chr11-4345330-1
Merged-chr10-53629829-112	chr10	53629535	53630173	+	0.000	0.000	Merged-chr10-53629829-112
Merged-chr18-53904421-2	chr18	53904271	53904574	+	0.000	0.000	Merged-chr18-53904421-2
Merged-chr19-21274362-20	chr19	21274224	21274533	+	0.000	0.000	Merged-chr19-21274362-20
Merged-chr8-66914324-25	chr8	66914051	66914609	+	0.000	0.000	Merged-chr8-66914324-25
Merged-chr10-19139466-5	chr10	19139335	19139617	+	0.000	0.000	Merged-chr10-19139466-5
Merged-chr1-82879357-31	chr1	82879180	82879666	+	0.000	0.000	Merged-chr1-82879357-31
Merged-chr19-16780432-1	chr19	16780334	16780532	+	0.000	0.000	Merged-chr19-16780432-1
Merged-chr16-96127768-94	chr16	96127388	96128190	+	0.000	0.000	Merged-chr16-96127768-94
Merged-chr10-108333731-6	chr10	108333514	108333921	+	0.000	0.000	Merged-chr10-108333731-6
Merged-chr11-3150044-7	chr11	3149876	3150239	+	0.000	0.000	Merged-chr11-3150044-7
Merged-chr10-30655353-2	chr10	30655164	30655545	+	0.000	0.000	Merged-chr10-30655353-2
Merged-chr6-17675018-5	chr6	17674784	17675231	+	0.000	0.000	Merged-chr6-17675018-5
Merged-chr12-108636667-1	chr12	108636569	108636767	+	0.000	0.000	Merged-chr12-108636667-1
Merged-chr1-82898470-7	chr1	82898323	82898605	+	0.000	0.000	Merged-chr1-82898470-7
Merged-chr16-24152137-5	chr16	24152011	24152255	+	0.000	0.000	Merged-chr16-24152137-5
Merged-chr9-92542439-104	chr9	92542088	92542735	+	0.000	0.000	Merged-chr9-92542439-104
Merged-chr7-25297148-3	chr7	25297033	25297281	+	0.000	0.000	Merged-chr7-25297148-3
Merged-chr15-59641442-25	chr15	59641150	59641719	+	0.000	0.000	Merged-chr15-59641442-25
Merged-chr4-125160619-27	chr4	125160390	125160870	+	0.000	0.000	Merged-chr4-125160619-27
Merged-chr9-41064471-7	chr9	41064324	41064646	+	0.000	0.000	Merged-chr9-41064471-7
Merged-chr8-88637468-1	chr8	88637370	88637568	+	0.000	0.000	Merged-chr8-88637468-1
Merged-chr7-68885558-1	chr7	68885460	68885658	+	0.000	0.000	Merged-chr7-68885558-1
Merged-chr2-172976797-9	chr2	172976572	172976982	+	0.000	0.000	Merged-chr2-172976797-9
Merged-chr3-126570904-20	chr3	126570652	126571235	+	0.000	0.000	Merged-chr3-126570904-20
Merged-chr1-186749354-72	chr1	186749060	186749646	+	0.000	0.000	Merged-chr1-186749354-72
Merged-chr13-3897020-16	chr13	3896807	3897158	+	0.000	0.000	Merged-chr13-3897020-16
Merged-chr6-122669601-34	chr6	122669365	122669823	+	0.000	0.000	Merged-chr6-122669601-34
Merged-chr6-17731851-7	chr6	17731685	17732012	+	0.000	0.000	Merged-chr6-17731851-7
Merged-chr6-144041035-1	chr6	144040937	144041135	+	0.000	0.000	Merged-chr6-144041035-1
Merged-chr8-122283780-2	chr8	122283618	122283944	+	0.000	0.000	Merged-chr8-122283780-2
Merged-chr5-66618614-86	chr5	66618373	66619108	+	0.000	0.000	Merged-chr5-66618614-86
Merged-chr19-61266710-124	chr19	61266112	61267021	+	0.000	0.000	Merged-chr19-61266710-124
Merged-chr12-73746193-23	chr12	73745902	73746385	+	0.000	0.000	Merged-chr12-73746193-23
Merged-chr2-25620603-21	chr2	25620293	25620901	+	0.000	0.000	Merged-chr2-25620603-21
Merged-chr5-75604922-2	chr5	75604795	75605051	+	0.000	0.000	Merged-chr5-75604922-2
Merged-chr17-8225447-9	chr17	8225245	8225738	+	0.000	0.000	Merged-chr17-8225447-9
Merged-chr19-44281022-35	chr19	44280804	44281186	+	0.000	0.000	Merged-chr19-44281022-35
Merged-chr14-52014497-76	chr14	52013835	52015190	+	0.000	0.000	Merged-chr14-52014497-76
Merged-chr7-123135451-42	chr7	123134515	123136062	+	0.000	0.000	Merged-chr7-123135451-42
Merged-chr11-86958277-1	chr11	86958179	86958377	+	0.000	0.000	Merged-chr11-86958277-1
Merged-chr9-101099532-8	chr9	101099352	101099706	+	0.000	0.000	Merged-chr9-101099532-8
Merged-chr17-35420549-18	chr17	35420329	35420736	+	0.000	0.000	Merged-chr17-35420549-18
Merged-chr7-122034614-1	chr7	122034516	122034714	+	0.000	0.000	Merged-chr7-122034614-1
Merged-chr10-59921087-38	chr10	59920781	59921472	+	0.000	0.000	Merged-chr10-59921087-38
Merged-chr4-63840132-1	chr4	63840034	63840232	+	0.000	0.000	Merged-chr4-63840132-1
Merged-chr5-100643875-96	chr5	100643216	100644447	+	0.000	0.000	Merged-chr5-100643875-96
Merged-chr11-79339786-62	chr11	79339373	79340244	+	0.000	0.000	Merged-chr11-79339786-62
Merged-chr2-77272026-8	chr2	77271813	77272203	+	0.000	0.000	Merged-chr2-77272026-8
Merged-chr7-79715462-56	chr7	79714872	79715922	+	0.000	0.000	Merged-chr7-79715462-56
Merged-chr6-143938728-3	chr6	143938599	143938874	+	0.000	0.000	Merged-chr6-143938728-3
Merged-chr9-95121353-17	chr9	95121076	95121561	+	0.000	0.000	Merged-chr9-95121353-17
Merged-chr7-132672749-42	chr7	132672511	132672959	+	0.000	0.000	Merged-chr7-132672749-42
Merged-chr3-37126124-62	chr3	37125670	37126642	+	0.000	0.000	Merged-chr3-37126124-62
Merged-chr11-3134670-2	chr11	3134572	3134770	+	0.000	0.000	Merged-chr11-3134670-2
Merged-chr1-164069393-6	chr1	164069267	164069532	+	0.000	0.000	Merged-chr1-164069393-6
Merged-chr1-164073445-60	chr1	164072779	164074108	+	0.000	0.000	Merged-chr1-164073445-60
Merged-chr2-68426201-4	chr2	68426050	68426328	+	0.000	0.000	Merged-chr2-68426201-4
Merged-chr4-63906254-14	chr4	63906093	63906421	+	0.000	0.000	Merged-chr4-63906254-14
Merged-chr8-128357359-22	chr8	128357209	128357557	+	0.000	0.000	Merged-chr8-128357359-22
Merged-chr16-24155121-14	chr16	24154916	24155341	+	0.000	0.000	Merged-chr16-24155121-14
Merged-chr12-111239020-11	chr12	111238829	111239190	+	0.000	0.000	Merged-chr12-111239020-11
Merged-chr14-78436741-6	chr14	78436572	78436995	+	0.000	0.000	Merged-chr14-78436741-6
Merged-chr15-58750240-28	chr15	58750052	58750520	+	0.000	0.000	Merged-chr15-58750240-28
Merged-chr19-46305023-124	chr19	46304551	46305322	+	0.000	0.000	Merged-chr19-46305023-124
Merged-chr3-52269240-36	chr3	52268867	52269644	+	0.000	0.000	Merged-chr3-52269240-36
Merged-chr12-81845150-28	chr12	81844903	81845444	+	0.000	0.000	Merged-chr12-81845150-28
Merged-chr7-81345131-68	chr7	81344646	81345505	+	0.000	0.000	Merged-chr7-81345131-68
Merged-chr19-36538686-27	chr19	36538382	36538960	+	0.000	0.000	Merged-chr19-36538686-27
Merged-chr2-3910596-12	chr2	3910395	3910821	+	0.000	0.000	Merged-chr2-3910596-12
Merged-chr6-121109326-10	chr6	121109078	121109648	+	0.000	0.000	Merged-chr6-121109326-10
Merged-chr4-63849353-15	chr4	63849205	63849520	+	0.000	0.000	Merged-chr4-63849353-15
Merged-chr10-94922247-13	chr10	94922045	94922436	+	0.000	0.000	Merged-chr10-94922247-13
Merged-chr9-62342214-1	chr9	62342116	62342314	+	0.000	0.000	Merged-chr9-62342214-1
Merged-chr11-33932389-100	chr11	33931639	33933084	+	0.000	0.000	Merged-chr11-33932389-100
Merged-chr6-89430061-1	chr6	89429963	89430161	+	0.000	0.000	Merged-chr6-89430061-1
Merged-chr6-145274256-8	chr6	145274111	145274448	+	0.000	0.000	Merged-chr6-145274256-8
Merged-chr4-152119602-1	chr4	152119504	152119702	+	0.000	0.000	Merged-chr4-152119602-1
Merged-chr13-30098717-1	chr13	30098619	30098817	+	0.000	0.000	Merged-chr13-30098717-1
Merged-chr17-8242346-5	chr17	8242213	8242484	+	0.000	0.000	Merged-chr17-8242346-5
