#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval-0.05_up.bed
NR64438--MA0599.1.KLF5	chr9	61377802	61377811	+	0.000	0.000	Merged-chr9-61377853-34
NR25324--MA0740.1.KLF14	chr16	91588231	91588244	+	0.000	0.000	Merged-chr16-91588038-25
NR25397--MA0493.1.Klf1	chr16	93552856	93552866	+	0.000	0.000	Merged-chr16-93552984-42
NR42999--MA0599.1.KLF5	chr4	46641486	46641495	-	0.000	0.000	Merged-chr4-46641506-27
NR24231--MA0741.1.KLF16	chr16	32812978	32812988	-	0.000	0.000	Merged-chr16-32813091-39
NR50957--MA0599.1.KLF5	chr5	143976872	143976881	-	0.000	0.000	Merged-chr5-143976902-14
NR11904--MA0741.1.KLF16	chr11	101171556	101171566	-	0.000	0.000	Merged-chr11-101171521-37
NR7341--MA1107.1.KLF9	chr10	94551758	94551770	-	0.000	0.000	Merged-chr10-94551623-4
NR9896--MA0742.1.Klf12	chr11	55131242	55131256	+	0.000	0.000	Merged-chr11-55131266-10
NR14515--MA0740.1.KLF14	chr12	94083629	94083642	+	0.000	0.000	Merged-chr12-94083592-14
NR4076--MA1107.1.KLF9	chr1	184005775	184005787	+	0.000	0.000	Merged-chr1-184005889-70
NR2123--MA0741.1.KLF16	chr1	128608350	128608360	-	0.000	0.000	Merged-chr1-128608288-19
NR40930--MA1107.1.KLF9	chr3	127892091	127892103	-	0.000	0.000	Merged-chr3-127892051-37
NR41232--MA1107.1.KLF9	chr3	135440446	135440458	-	0.000	0.000	Merged-chr3-135440382-31
NR26831--MA1107.1.KLF9	chr17	31326298	31326310	-	0.000	0.000	Merged-chr17-31326302-35
NR63262--MA1107.1.KLF9	chr8	128552382	128552394	+	0.000	0.000	Merged-chr8-128552310-6
NR65880--MA0039.3.KLF4	chr9	106430931	106430941	+	0.000	0.000	Merged-chr9-106430870-17
NR37620--MA1107.1.KLF9	chr2	166610465	166610477	+	0.000	0.000	Merged-chr2-166610595-30
NR51253--MA0039.3.KLF4	chr5	149583725	149583735	-	0.000	0.000	Merged-chr5-149583571-10
NR30122--MA0599.1.KLF5	chr18	65107251	65107260	+	0.000	0.000	Merged-chr18-65107334-45
NR20790--MA0599.1.KLF5	chr14	120313645	120313654	+	0.000	0.000	Merged-chr14-120313531-118
NR33033--MA0493.1.Klf1	chr2	7254633	7254643	-	0.000	0.000	Merged-chr2-7254714-17
NR41456--MA0741.1.KLF16	chr3	142281223	142281233	+	0.000	0.000	Merged-chr3-142281213-32
NR49951--MA1107.1.KLF9	chr5	125052282	125052294	+	0.000	0.000	Merged-chr5-125052528-23
NR54716--MA0657.1.KLF13	chr6	142955192	142955209	+	0.000	0.000	Merged-chr6-142955079-5
NR37613--MA0657.1.KLF13	chr2	166607044	166607061	+	0.000	0.000	Merged-chr2-166607083-27
NR64562--MA0039.3.KLF4	chr9	65491692	65491702	+	0.000	0.000	Merged-chr9-65491594-16
NR20961--MA0740.1.KLF14	chr14	122852467	122852480	-	0.000	0.000	Merged-chr14-122852603-67
NR52921--MA1107.1.KLF9	chr6	86607664	86607676	-	0.000	0.000	Merged-chr6-86607706-49
NR63930--MA0741.1.KLF16	chr9	43785134	43785144	-	0.000	0.000	Merged-chr9-43784994-20
NR39222--MA0039.3.KLF4	chr3	68784319	68784329	-	0.000	0.000	Merged-chr3-68784168-43
NR67717--MA0599.1.KLF5	chrX	102037222	102037231	-	0.000	0.000	Merged-chrX-102037181-28
NR51388--MA1107.1.KLF9	chr6	3536249	3536261	+	0.000	0.000	Merged-chr6-3536376-27
NR38966--MA0741.1.KLF16	chr3	52297524	52297534	+	0.000	0.000	Merged-chr3-52297502-16
NR10611--MA0740.1.KLF14	chr11	73132360	73132373	+	0.000	0.000	Merged-chr11-73132319-6
NR23490--MA1107.1.KLF9	chr16	3962965	3962977	+	0.000	0.000	Merged-chr16-3962878-14
NR61902--MA0741.1.KLF16	chr8	94973447	94973457	-	0.000	0.000	Merged-chr8-94973516-27
NR58453--MA1107.1.KLF9	chr7	117406358	117406370	-	0.000	0.000	Merged-chr7-117406595-16
NR42408--MA0493.1.Klf1	chr4	11684322	11684332	-	0.000	0.000	Merged-chr4-11684265-15
NR41022--MA1107.1.KLF9	chr3	131157636	131157648	-	0.000	0.000	Merged-chr3-131157614-46
NR34337--MA0039.3.KLF4	chr2	59513731	59513741	-	0.000	0.000	Merged-chr2-59513816-12
NR7476--MA1107.1.KLF9	chr10	98776717	98776729	-	0.000	0.000	Merged-chr10-98776574-38
NR11347--MA0039.3.KLF4	chr11	88993828	88993838	-	0.000	0.000	Merged-chr11-88993773-46
NR34253--MA0493.1.Klf1	chr2	53067203	53067213	+	0.000	0.000	Merged-chr2-53067376-9
NR23370--MA0493.1.Klf1	chr15	102110645	102110655	-	0.000	0.000	Merged-chr15-102110732-12
NR35468--MA0742.1.Klf12	chr2	103703459	103703473	-	0.000	0.000	Merged-chr2-103703560-39
NR37845--MA0493.1.Klf1	chr2	168591377	168591387	-	0.000	0.000	Merged-chr2-168591388-1
NR45938--MA0599.1.KLF5	chr4	144898352	144898361	+	0.000	0.000	Merged-chr4-144898190-46
NR54718--MA0741.1.KLF16	chr6	142955194	142955204	+	0.000	0.000	Merged-chr6-142955079-5
NR26678--MA0741.1.KLF16	chr17	28488300	28488310	+	0.000	0.000	Merged-chr17-28488439-21
NR19848--MA0741.1.KLF16	chr14	67911768	67911778	-	0.000	0.000	Merged-chr14-67911920-26
NR21750--MA0493.1.Klf1	chr15	59805086	59805096	+	0.000	0.000	Merged-chr15-59805045-21
NR41386--MA0599.1.KLF5	chr3	139042557	139042566	+	0.000	0.000	Merged-chr3-139042568-80
NR35469--MA0599.1.KLF5	chr2	103703463	103703472	-	0.000	0.000	Merged-chr2-103703560-39
NR15824--MA0493.1.Klf1	chr13	24599653	24599663	-	0.000	0.000	Merged-chr13-24599752-50
NR53327--MA0493.1.Klf1	chr6	100879712	100879722	+	0.000	0.000	Merged-chr6-100879682-24
NR8213--MA0493.1.Klf1	chr10	121382684	121382694	-	0.000	0.000	Merged-chr10-121382753-17
NR37844--MA0039.3.KLF4	chr2	168591375	168591385	-	0.000	0.000	Merged-chr2-168591388-1
NR23495--MA1107.1.KLF9	chr16	3962975	3962987	+	0.000	0.000	Merged-chr16-3962878-14
NR26828--MA0493.1.Klf1	chr17	31326300	31326310	-	0.000	0.000	Merged-chr17-31326302-35
NR25536--MA1107.1.KLF9	chr16	96089729	96089741	+	0.000	0.000	Merged-chr16-96089683-18
NR17611--MA0741.1.KLF16	chr13	98692032	98692042	-	0.000	0.000	Merged-chr13-98692096-35
NR21754--MA1107.1.KLF9	chr15	60120080	60120092	-	0.000	0.000	Merged-chr15-60120172-38
NR19839--MA0493.1.Klf1	chr14	67818435	67818445	+	0.000	0.000	Merged-chr14-67818328-11
NR33634--MA0599.1.KLF5	chr2	29870317	29870326	-	0.000	0.000	Merged-chr2-29870260-12
NR19614--MA0039.3.KLF4	chr14	59553393	59553403	-	0.000	0.000	Merged-chr14-59553394-22
NR16437--MA0741.1.KLF16	chr13	51776417	51776427	+	0.000	0.000	Merged-chr13-51776600-43
NR29669--MA0740.1.KLF14	chr18	46917803	46917816	-	0.000	0.000	Merged-chr18-46917814-10
NR61223--MA0599.1.KLF5	chr8	72162988	72162997	+	0.000	0.000	Merged-chr8-72162977-17
NR45368--MA0039.3.KLF4	chr4	134734843	134734853	+	0.000	0.000	Merged-chr4-134734669-83
NR49221--MA0657.1.KLF13	chr5	112301908	112301925	+	0.000	0.000	Merged-chr5-112301937-36
NR62540--MA1107.1.KLF9	chr8	117052565	117052577	-	0.000	0.000	Merged-chr8-117052612-3
NR35463--MA0039.3.KLF4	chr2	103658760	103658770	-	0.000	0.000	Merged-chr2-103658723-12
NR37792--MA0599.1.KLF5	chr2	167996069	167996078	-	0.000	0.000	Merged-chr2-167996083-9
NR63268--MA0493.1.Klf1	chr8	128650605	128650615	+	0.000	0.000	Merged-chr8-128650569-21
NR16--MA0599.1.KLF5	chr1	6467070	6467079	-	0.000	0.000	Merged-chr1-6467226-38
NR37616--MA0039.3.KLF4	chr2	166607047	166607057	+	0.000	0.000	Merged-chr2-166607083-27
NR17154--MA0599.1.KLF5	chr13	81402028	81402037	+	0.000	0.000	Merged-chr13-81401902-10
NR26871--MA0742.1.Klf12	chr17	31873455	31873469	-	0.000	0.000	Merged-chr17-31873313-29
NR32517--MA0493.1.Klf1	chr19	53395943	53395953	-	0.000	0.000	Merged-chr19-53395914-16
NR20003--MA0599.1.KLF5	chr14	73596755	73596764	+	0.000	0.000	Merged-chr14-73596722-14
NR53833--MA0742.1.Klf12	chr6	120264381	120264395	-	0.000	0.000	Merged-chr6-120264409-18
NR7378--MA1107.1.KLF9	chr10	95009210	95009222	-	0.000	0.000	Merged-chr10-95009173-43
NR32977--MA0039.3.KLF4	chr2	5003274	5003284	+	0.000	0.000	Merged-chr2-5003396-19
NR6713--MA0039.3.KLF4	chr10	81127652	81127662	+	0.000	0.000	Merged-chr10-81127720-40
NR51254--MA0741.1.KLF16	chr5	149583726	149583736	-	0.000	0.000	Merged-chr5-149583571-10
NR1976--MA1107.1.KLF9	chr1	121241528	121241540	-	0.000	0.000	Merged-chr1-121241343-38
NR8095--MA0741.1.KLF16	chr10	119001819	119001829	+	0.000	0.000	Merged-chr10-119001692-38
NR66920--MA0742.1.Klf12	chr9	123931794	123931808	-	0.000	0.000	Merged-chr9-123931993-21
NR11173--MA0039.3.KLF4	chr11	86078229	86078239	+	0.000	0.000	Merged-chr11-86078174-26
NR13224--MA0493.1.Klf1	chr12	17511203	17511213	+	0.000	0.000	Merged-chr12-17511273-48
NR52510--MA1107.1.KLF9	chr6	67339543	67339555	+	0.000	0.000	Merged-chr6-67339720-32
NR44419--MA0599.1.KLF5	chr4	119127270	119127279	+	0.000	0.000	Merged-chr4-119127359-48
NR37662--MA0493.1.Klf1	chr2	166740624	166740634	-	0.000	0.000	Merged-chr2-166740656-12
NR62536--MA1107.1.KLF9	chr8	117052557	117052569	-	0.000	0.000	Merged-chr8-117052612-3
NR53834--MA0599.1.KLF5	chr6	120264385	120264394	-	0.000	0.000	Merged-chr6-120264409-18
NR46925--MA0493.1.Klf1	chr5	21370420	21370430	-	0.000	0.000	Merged-chr5-21370599-51
NR28316--MA0741.1.KLF16	chr17	74865013	74865023	-	0.000	0.000	Merged-chr17-74864979-18
NR37078--MA0741.1.KLF16	chr2	154615973	154615983	+	0.000	0.000	Merged-chr2-154615883-15
NR40430--MA1107.1.KLF9	chr3	108727619	108727631	-	0.000	0.000	Merged-chr3-108727524-22
NR9898--MA0039.3.KLF4	chr11	55131244	55131254	+	0.000	0.000	Merged-chr11-55131266-10
NR11612--MA0039.3.KLF4	chr11	97146174	97146184	+	0.000	0.000	Merged-chr11-97146058-3
NR48487--MA0740.1.KLF14	chr5	92961722	92961735	+	0.000	0.000	Merged-chr5-92961688-16
NR20106--MA0741.1.KLF16	chr14	75820041	75820051	-	0.000	0.000	Merged-chr14-75819905-19
NR14591--MA1107.1.KLF9	chr12	99642764	99642776	+	0.000	0.000	Merged-chr12-99642640-25
NR43443--MA0742.1.Klf12	chr4	63704363	63704377	+	0.000	0.000	Merged-chr4-63704429-30
NR21353--MA0599.1.KLF5	chr15	34389240	34389249	-	0.000	0.000	Merged-chr15-34389092-27
NR14519--MA0742.1.Klf12	chr12	94083667	94083681	+	0.000	0.000	Merged-chr12-94083592-14
NR62448--MA0599.1.KLF5	chr8	115232563	115232572	-	0.000	0.000	Merged-chr8-115232618-16
NR64625--MA0741.1.KLF16	chr9	66158205	66158215	+	0.000	0.000	Merged-chr9-66158396-48
NR13528--MA0741.1.KLF16	chr12	41040117	41040127	-	0.000	0.000	Merged-chr12-41040097-12
NR50788--MA0493.1.Klf1	chr5	140839008	140839018	+	0.000	0.000	Merged-chr5-140838792-15
NR3041--MA0039.3.KLF4	chr1	159812977	159812987	-	0.000	0.000	Merged-chr1-159812982-41
NR39215--MA0740.1.KLF14	chr3	68784301	68784314	-	0.000	0.000	Merged-chr3-68784168-43
NR18700--MA1107.1.KLF9	chr14	20168669	20168681	-	0.000	0.000	Merged-chr14-20168649-33
NR8061--MA1107.1.KLF9	chr10	118556519	118556531	-	0.000	0.000	Merged-chr10-118556627-31
NR18592--MA0039.3.KLF4	chr14	12243816	12243826	+	0.000	0.000	Merged-chr14-12243878-61
NR24963--MA0599.1.KLF5	chr16	75920944	75920953	+	0.000	0.000	Merged-chr16-75921068-56
NR19610--MA0741.1.KLF16	chr14	59553211	59553221	+	0.000	0.000	Merged-chr14-59553394-22
NR22399--MA0741.1.KLF16	chr15	80192529	80192539	+	0.000	0.000	Merged-chr15-80192413-58
NR41244--MA0741.1.KLF16	chr3	135590639	135590649	+	0.000	0.000	Merged-chr3-135590750-10
NR63505--MA0039.3.KLF4	chr9	21419887	21419897	-	0.000	0.000	Merged-chr9-21419783-26
NR7620--MA0039.3.KLF4	chr10	107872815	107872825	+	0.000	0.000	Merged-chr10-107872809-21
NR9893--MA0741.1.KLF16	chr11	55131214	55131224	+	0.000	0.000	Merged-chr11-55131266-10
NR65072--MA1107.1.KLF9	chr9	78074213	78074225	+	0.000	0.000	Merged-chr9-78074095-46
NR57442--MA0599.1.KLF5	chr7	84166085	84166094	-	0.000	0.000	Merged-chr7-84166236-11
NR51252--MA0599.1.KLF5	chr5	149583727	149583736	-	0.000	0.000	Merged-chr5-149583571-10
NR39418--MA0599.1.KLF5	chr3	84630926	84630935	-	0.000	0.000	Merged-chr3-84630888-13
NR28874--MA1107.1.KLF9	chr17	88479191	88479203	-	0.000	0.000	Merged-chr17-88479234-18
NR6819--MA0741.1.KLF16	chr10	81525255	81525265	-	0.000	0.000	Merged-chr10-81525209-7
NR4463--MA0742.1.Klf12	chr1	191118122	191118136	+	0.000	0.000	Merged-chr1-191118105-3
NR3158--MA0039.3.KLF4	chr1	162565218	162565228	+	0.000	0.000	Merged-chr1-162565187-22
NR9917--MA1107.1.KLF9	chr11	57669657	57669669	-	0.000	0.000	Merged-chr11-57669677-39
NR28580--MA0657.1.KLF13	chr17	83824027	83824044	+	0.000	0.000	Merged-chr17-83824004-16
NR49013--MA1107.1.KLF9	chr5	107926651	107926663	+	0.000	0.000	Merged-chr5-107926816-56
NR10125--MA1107.1.KLF9	chr11	60937981	60937993	-	0.000	0.000	Merged-chr11-60937827-26
NR62466--MA0493.1.Klf1	chr8	115728735	115728745	+	0.000	0.000	Merged-chr8-115728663-11
NR32155--MA1107.1.KLF9	chr19	42149846	42149858	+	0.000	0.000	Merged-chr19-42149753-11
NR8093--MA1107.1.KLF9	chr10	119001584	119001596	-	0.000	0.000	Merged-chr10-119001692-38
NR34336--MA0599.1.KLF5	chr2	59513733	59513742	-	0.000	0.000	Merged-chr2-59513816-12
NR11901--MA0599.1.KLF5	chr11	101171546	101171555	-	0.000	0.000	Merged-chr11-101171521-37
NR12203--MA0599.1.KLF5	chr11	106961922	106961931	-	0.000	0.000	Merged-chr11-106961822-47
NR50040--MA0039.3.KLF4	chr5	129192021	129192031	+	0.000	0.000	Merged-chr5-129191899-21
NR31853--MA0741.1.KLF16	chr19	31337344	31337354	-	0.000	0.000	Merged-chr19-31337298-1
NR54159--MA0493.1.Klf1	chr6	128796576	128796586	-	0.000	0.000	Merged-chr6-128796510-47
NR33018--MA0599.1.KLF5	chr2	6444948	6444957	+	0.000	0.000	Merged-chr2-6444990-17
NR53969--MA0493.1.Klf1	chr6	125067859	125067869	-	0.000	0.000	Merged-chr6-125067765-41
NR41455--MA0599.1.KLF5	chr3	142281223	142281232	+	0.000	0.000	Merged-chr3-142281213-32
NR16810--MA0741.1.KLF16	chr13	63189569	63189579	-	0.000	0.000	Merged-chr13-63189715-33
NR49475--MA0493.1.Klf1	chr5	115516815	115516825	-	0.000	0.000	Merged-chr5-115516638-85
NR39217--MA0599.1.KLF5	chr3	68784304	68784313	-	0.000	0.000	Merged-chr3-68784168-43
NR37843--MA0599.1.KLF5	chr2	168591377	168591386	-	0.000	0.000	Merged-chr2-168591388-1
NR64543--MA0493.1.Klf1	chr9	64797331	64797341	+	0.000	0.000	Merged-chr9-64797561-46
NR36184--MA0493.1.Klf1	chr2	128392480	128392490	+	0.000	0.000	Merged-chr2-128392502-21
NR12454--MA0599.1.KLF5	chr11	113802537	113802546	-	0.000	0.000	Merged-chr11-113802652-27
NR53629--MA0493.1.Klf1	chr6	115021461	115021471	+	0.000	0.000	Merged-chr6-115021349-12
NR5119--MA0039.3.KLF4	chr10	21975566	21975576	+	0.000	0.000	Merged-chr10-21975536-24
NR56044--MA0599.1.KLF5	chr7	28820817	28820826	-	0.000	0.000	Merged-chr7-28820769-1
NR52319--MA0657.1.KLF13	chr6	54925958	54925975	+	0.000	0.000	Merged-chr6-54926058-40
NR20001--MA0657.1.KLF13	chr14	73596753	73596770	+	0.000	0.000	Merged-chr14-73596722-14
NR47403--MA0493.1.Klf1	chr5	35176572	35176582	-	0.000	0.000	Merged-chr5-35176446-65
NR19846--MA0599.1.KLF5	chr14	67911777	67911786	-	0.000	0.000	Merged-chr14-67911920-26
NR14728--MA0599.1.KLF5	chr12	102627699	102627708	+	0.000	0.000	Merged-chr12-102627698-2
NR37615--MA0599.1.KLF5	chr2	166607046	166607055	+	0.000	0.000	Merged-chr2-166607083-27
NR29673--MA0741.1.KLF16	chr18	46917801	46917811	-	0.000	0.000	Merged-chr18-46917814-10
NR22283--MA0599.1.KLF5	chr15	78926265	78926274	+	0.000	0.000	Merged-chr15-78926202-1
NR39234--MA1107.1.KLF9	chr3	68784296	68784308	-	0.000	0.000	Merged-chr3-68784168-43
NR32976--MA0599.1.KLF5	chr2	5003273	5003282	+	0.000	0.000	Merged-chr2-5003396-19
NR29849--MA0493.1.Klf1	chr18	56871835	56871845	-	0.000	0.000	Merged-chr18-56871976-16
NR6712--MA0599.1.KLF5	chr10	81127651	81127660	+	0.000	0.000	Merged-chr10-81127720-40
NR61403--MA1107.1.KLF9	chr8	82782549	82782561	+	0.000	0.000	Merged-chr8-82782643-15
NR54442--MA0599.1.KLF5	chr6	137491893	137491902	-	0.000	0.000	Merged-chr6-137492060-50
NR37526--MA0742.1.Klf12	chr2	164828985	164828999	+	0.000	0.000	Merged-chr2-164829091-12
NR56029--MA0741.1.KLF16	chr7	28792591	28792601	+	0.000	0.000	Merged-chr7-28792616-46
NR23676--MA0039.3.KLF4	chr16	11475669	11475679	+	0.000	0.000	Merged-chr16-11475731-38
NR34255--MA1107.1.KLF9	chr2	53067448	53067460	-	0.000	0.000	Merged-chr2-53067376-9
NR55679--MA0741.1.KLF16	chr7	19790020	19790030	+	0.000	0.000	Merged-chr7-19790098-49
NR33497--MA0493.1.Klf1	chr2	27487406	27487416	-	0.000	0.000	Merged-chr2-27487515-13
NR19607--MA0741.1.KLF16	chr14	59553207	59553217	+	0.000	0.000	Merged-chr14-59553394-22
NR26689--MA0741.1.KLF16	chr17	28590946	28590956	-	0.000	0.000	Merged-chr17-28590948-24
NR39226--MA0493.1.Klf1	chr3	68784315	68784325	-	0.000	0.000	Merged-chr3-68784168-43
NR60281--MA0742.1.Klf12	chr8	25059855	25059869	+	0.000	0.000	Merged-chr8-25059963-13
NR48520--MA0493.1.Klf1	chr5	93152193	93152203	-	0.000	0.000	Merged-chr5-93152431-86
NR39476--MA1107.1.KLF9	chr3	87266829	87266841	-	0.000	0.000	Merged-chr3-87266700-20
NR32869--MA0599.1.KLF5	chr19	60183111	60183120	+	0.000	0.000	Merged-chr19-60182957-49
NR26817--MA0493.1.Klf1	chr17	31077832	31077842	-	0.000	0.000	Merged-chr17-31077750-28
NR51387--MA0493.1.Klf1	chr6	3536249	3536259	+	0.000	0.000	Merged-chr6-3536376-27
NR13526--MA0493.1.Klf1	chr12	41040123	41040133	-	0.000	0.000	Merged-chr12-41040097-12
NR32046--MA0741.1.KLF16	chr19	38746189	38746199	-	0.000	0.000	Merged-chr19-38746267-36
NR26503--MA1107.1.KLF9	chr17	25584053	25584065	-	0.000	0.000	Merged-chr17-25583989-33
NR24453--MA1107.1.KLF9	chr16	44337716	44337728	-	0.000	0.000	Merged-chr16-44337753-20
NR58452--MA0493.1.Klf1	chr7	117406360	117406370	-	0.000	0.000	Merged-chr7-117406595-16
NR8215--MA1107.1.KLF9	chr10	121382682	121382694	-	0.000	0.000	Merged-chr10-121382753-17
NR39906--MA1107.1.KLF9	chr3	96338267	96338279	+	0.000	0.000	Merged-chr3-96338308-3
NR31097--MA0039.3.KLF4	chr19	3976115	3976125	+	0.000	0.000	Merged-chr19-3976009-22
NR20379--MA0740.1.KLF14	chr14	99266181	99266194	-	0.000	0.000	Merged-chr14-99266048-28
NR20792--MA1107.1.KLF9	chr14	120313644	120313656	+	0.000	0.000	Merged-chr14-120313531-118
NR9897--MA0599.1.KLF5	chr11	55131243	55131252	+	0.000	0.000	Merged-chr11-55131266-10
NR11611--MA0599.1.KLF5	chr11	97146173	97146182	+	0.000	0.000	Merged-chr11-97146058-3
NR23369--MA0599.1.KLF5	chr15	102110645	102110654	-	0.000	0.000	Merged-chr15-102110732-12
NR6909--MA0493.1.Klf1	chr10	83733946	83733956	-	0.000	0.000	Merged-chr10-83733897-13
NR3042--MA0741.1.KLF16	chr1	159812978	159812988	-	0.000	0.000	Merged-chr1-159812982-41
NR14512--MA0039.3.KLF4	chr12	94083600	94083610	+	0.000	0.000	Merged-chr12-94083592-14
NR182--MA0740.1.KLF14	chr1	21870788	21870801	+	0.000	0.000	Merged-chr1-21870806-15
NR26867--MA0599.1.KLF5	chr17	31873301	31873310	-	0.000	0.000	Merged-chr17-31873313-29
NR21749--MA0599.1.KLF5	chr15	59805087	59805096	+	0.000	0.000	Merged-chr15-59805045-21
NR59654--MA0493.1.Klf1	chr7	141579225	141579235	-	0.000	0.000	Merged-chr7-141579078-48
NR3040--MA0599.1.KLF5	chr1	159812979	159812988	-	0.000	0.000	Merged-chr1-159812982-41
NR18591--MA0599.1.KLF5	chr14	12243815	12243824	+	0.000	0.000	Merged-chr14-12243878-61
NR12239--MA0742.1.Klf12	chr11	108052551	108052565	-	0.000	0.000	Merged-chr11-108052517-16
NR32519--MA1107.1.KLF9	chr19	53407589	53407601	+	0.000	0.000	Merged-chr19-53407600-23
NR1974--MA1107.1.KLF9	chr1	121241524	121241536	-	0.000	0.000	Merged-chr1-121241343-38
NR63504--MA0599.1.KLF5	chr9	21419889	21419898	-	0.000	0.000	Merged-chr9-21419783-26
NR47659--MA0493.1.Klf1	chr5	54111079	54111089	+	0.000	0.000	Merged-chr5-54110931-21
NR62463--MA0742.1.Klf12	chr8	115728735	115728749	+	0.000	0.000	Merged-chr8-115728663-11
NR39904--MA0741.1.KLF16	chr3	96338268	96338278	+	0.000	0.000	Merged-chr3-96338308-3
NR24458--MA1107.1.KLF9	chr16	44362191	44362203	+	0.000	0.000	Merged-chr16-44362356-45
NR29209--MA1107.1.KLF9	chr18	23733805	23733817	+	0.000	0.000	Merged-chr18-23733972-8
NR29678--MA0741.1.KLF16	chr18	46917806	46917816	-	0.000	0.000	Merged-chr18-46917814-10
NR17964--MA0740.1.KLF14	chr13	106999703	106999716	-	0.000	0.000	Merged-chr13-106999635-1
NR65878--MA0741.1.KLF16	chr9	106430881	106430891	-	0.000	0.000	Merged-chr9-106430870-17
NR32973--MA0740.1.KLF14	chr2	5003272	5003285	+	0.000	0.000	Merged-chr2-5003396-19
NR32000--MA0742.1.Klf12	chr19	37333607	37333621	+	0.000	0.000	Merged-chr19-37333490-26
NR53823--MA0599.1.KLF5	chr6	120199683	120199692	+	0.000	0.000	Merged-chr6-120199707-32
NR10516--MA1107.1.KLF9	chr11	70597422	70597434	-	0.000	0.000	Merged-chr11-70597550-26
NR1065--MA0039.3.KLF4	chr1	74570563	74570573	+	0.000	0.000	Merged-chr1-74570528-25
NR32667--MA1107.1.KLF9	chr19	56756822	56756834	-	0.000	0.000	Merged-chr19-56756635-43
NR47327--MA0039.3.KLF4	chr5	33468920	33468930	+	0.000	0.000	Merged-chr5-33468852-15
NR3157--MA0599.1.KLF5	chr1	162565217	162565226	+	0.000	0.000	Merged-chr1-162565187-22
NR9539--MA0493.1.Klf1	chr11	46454881	46454891	-	0.000	0.000	Merged-chr11-46454823-30
NR38964--MA0039.3.KLF4	chr3	52297523	52297533	+	0.000	0.000	Merged-chr3-52297502-16
NR50370--MA0599.1.KLF5	chr5	135115315	135115324	+	0.000	0.000	Merged-chr5-135115482-49
NR49222--MA0742.1.Klf12	chr5	112301909	112301923	+	0.000	0.000	Merged-chr5-112301937-36
NR48502--MA0741.1.KLF16	chr5	92967508	92967518	+	0.000	0.000	Merged-chr5-92967427-8
NR50371--MA0741.1.KLF16	chr5	135115297	135115307	+	0.000	0.000	Merged-chr5-135115482-49
NR25329--MA1107.1.KLF9	chr16	91588231	91588243	+	0.000	0.000	Merged-chr16-91588038-25
NR24109--MA0741.1.KLF16	chr16	24975253	24975263	+	0.000	0.000	Merged-chr16-24975123-11
NR7717--MA1107.1.KLF9	chr10	111031828	111031840	+	0.000	0.000	Merged-chr10-111031729-43
NR29380--MA0493.1.Klf1	chr18	34783618	34783628	-	0.000	0.000	Merged-chr18-34783714-45
NR37664--MA0039.3.KLF4	chr2	166753248	166753258	+	0.000	0.000	Merged-chr2-166753164-6
NR37316--MA0493.1.Klf1	chr2	160657973	160657983	-	0.000	0.000	Merged-chr2-160657923-30
NR38778--MA0599.1.KLF5	chr3	37387238	37387247	+	0.000	0.000	Merged-chr3-37387338-33
NR37208--MA1107.1.KLF9	chr2	157147996	157148008	-	0.000	0.000	Merged-chr2-157147783-53
NR17965--MA0657.1.KLF13	chr13	106999700	106999717	-	0.000	0.000	Merged-chr13-106999635-1
NR32974--MA0657.1.KLF13	chr2	5003271	5003288	+	0.000	0.000	Merged-chr2-5003396-19
NR37315--MA0039.3.KLF4	chr2	160657971	160657981	-	0.000	0.000	Merged-chr2-160657923-30
NR61225--MA0039.3.KLF4	chr8	72163002	72163012	+	0.000	0.000	Merged-chr8-72162977-17
NR32001--MA0493.1.Klf1	chr19	37333607	37333617	+	0.000	0.000	Merged-chr19-37333490-26
NR40433--MA1107.1.KLF9	chr3	108727625	108727637	-	0.000	0.000	Merged-chr3-108727524-22
NR25134--MA0741.1.KLF16	chr16	87497083	87497093	-	0.000	0.000	Merged-chr16-87497296-12
NR35513--MA0599.1.KLF5	chr2	104179788	104179797	-	0.000	0.000	Merged-chr2-104179856-4
NR53630--MA1107.1.KLF9	chr6	115021461	115021473	+	0.000	0.000	Merged-chr6-115021349-12
NR63745--MA0039.3.KLF4	chr9	32740971	32740981	+	0.000	0.000	Merged-chr9-32741073-58
NR60284--MA0493.1.Klf1	chr8	25059855	25059865	+	0.000	0.000	Merged-chr8-25059963-13
NR16089--MA1107.1.KLF9	chr13	38503553	38503565	+	0.000	0.000	Merged-chr13-38503650-43
NR9906--MA1107.1.KLF9	chr11	55131273	55131285	+	0.000	0.000	Merged-chr11-55131266-10
NR44872--MA0742.1.Klf12	chr4	129060102	129060116	-	0.000	0.000	Merged-chr4-129060075-18
NR44350--MA0493.1.Klf1	chr4	117220903	117220913	+	0.000	0.000	Merged-chr4-117221015-24
NR41454--MA0740.1.KLF14	chr3	142281222	142281235	+	0.000	0.000	Merged-chr3-142281213-32
