#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Tcf7/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval0.3-log2fc0.5_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval0.3-log2fc0.5_up.bed
NR2637--MA0769.1.Tcf7	chr16	70421261	70421272	-	0.000	0.000	Merged-chr16-70421204-38
NR6628--MA0523.1.TCF7L2	chrX	166805811	166805824	-	0.000	0.000	Merged-chrX-166805944-25
NR879--MA0769.1.Tcf7	chr11	11506412	11506423	+	0.000	0.000	Merged-chr11-11506320-40
NR5199--MA1421.1.TCF7L1	chr6	88782959	88782970	-	0.000	0.000	Merged-chr6-88783083-54
NR2539--MA0523.1.TCF7L2	chr16	33499241	33499254	-	0.000	0.000	Merged-chr16-33499243-20
NR6159--MA0523.1.TCF7L2	chr9	35498053	35498066	+	0.000	0.000	Merged-chr9-35498014-17
NR4387--MA0769.1.Tcf7	chr4	89169078	89169089	-	0.000	0.000	Merged-chr4-89169046-30
NR1113--MA0769.1.Tcf7	chr11	102393512	102393523	+	0.000	0.000	Merged-chr11-102393451-21
NR1991--MA1421.1.TCF7L1	chr14	49089838	49089849	-	0.000	0.000	Merged-chr14-49089916-20
NR1710--MA0523.1.TCF7L2	chr13	73491212	73491225	-	0.000	0.000	Merged-chr13-73491277-13
NR341--MA0523.1.TCF7L2	chr1	161671054	161671067	-	0.000	0.000	Merged-chr1-161671075-50
NR6571--MA0523.1.TCF7L2	chrX	101878836	101878849	+	0.000	0.000	Merged-chrX-101878716-19
NR5089--MA0523.1.TCF7L2	chr6	39348076	39348089	+	0.000	0.000	Merged-chr6-39348126-65
NR3094--MA1421.1.TCF7L1	chr18	65819070	65819081	-	0.000	0.000	Merged-chr18-65819211-50
NR819--MA0523.1.TCF7L2	chr10	121580561	121580574	+	0.000	0.000	Merged-chr10-121580464-25
NR872--MA1421.1.TCF7L1	chr11	5415750	5415761	+	0.000	0.000	Merged-chr11-5415987-23
NR2526--MA0523.1.TCF7L2	chr16	25587908	25587921	-	0.000	0.000	Merged-chr16-25587871-42
NR5598--MA0769.1.Tcf7	chr7	89712886	89712897	+	0.000	0.000	Merged-chr7-89712844-48
NR4714--MA0769.1.Tcf7	chr5	45790462	45790473	-	0.000	0.000	Merged-chr5-45790409-20
NR4715--MA1421.1.TCF7L1	chr5	52245288	52245299	-	0.000	0.000	Merged-chr5-52245311-7
NR5764--MA0523.1.TCF7L2	chr7	125511553	125511566	+	0.000	0.000	Merged-chr7-125511628-40
NR2100--MA0769.1.Tcf7	chr14	73057907	73057918	+	0.000	0.000	Merged-chr14-73058003-24
NR2287--MA1421.1.TCF7L1	chr15	50098731	50098742	+	0.000	0.000	Merged-chr15-50098581-5
NR3651--MA0769.1.Tcf7	chr2	125422355	125422366	+	0.000	0.000	Merged-chr2-125422559-12
NR6411--MA1421.1.TCF7L1	chr9	107675904	107675915	-	0.000	0.000	Merged-chr9-107676090-54
NR6209--MA0769.1.Tcf7	chr9	52259807	52259818	+	0.000	0.000	Merged-chr9-52259787-26
NR1323--MA0523.1.TCF7L2	chr12	73670853	73670866	+	0.000	0.000	Merged-chr12-73670833-29
NR1155--MA0523.1.TCF7L2	chr11	111056295	111056308	+	0.000	0.000	Merged-chr11-111056370-11
NR4620--MA0769.1.Tcf7	chr4	150517644	150517655	-	0.000	0.000	Merged-chr4-150517532-35
NR1420--MA1421.1.TCF7L1	chr12	100276855	100276866	-	0.000	0.000	Merged-chr12-100277058-24
NR5392--MA1421.1.TCF7L1	chr6	144333302	144333313	+	0.000	0.000	Merged-chr6-144333219-22
NR2564--MA0523.1.TCF7L2	chr16	44735811	44735824	+	0.000	0.000	Merged-chr16-44735956-40
NR4488--MA0523.1.TCF7L2	chr4	129565410	129565423	+	0.000	0.000	Merged-chr4-129565342-28
NR1355--MA0769.1.Tcf7	chr12	78198827	78198838	-	0.000	0.000	Merged-chr12-78198818-9
NR4065--MA0769.1.Tcf7	chr3	109421018	109421029	+	0.000	0.000	Merged-chr3-109421125-43
NR3043--MA1421.1.TCF7L1	chr18	53411604	53411615	+	0.000	0.000	Merged-chr18-53411654-14
NR79--MA0769.1.Tcf7	chr1	60158510	60158521	-	0.000	0.000	Merged-chr1-60158664-37
NR4304--MA0523.1.TCF7L2	chr4	41241025	41241038	+	0.000	0.000	Merged-chr4-41241074-39
NR575--MA0769.1.Tcf7	chr10	58354866	58354877	-	0.000	0.000	Merged-chr10-58354769-20
NR160--MA0523.1.TCF7L2	chr1	89090379	89090392	-	0.000	0.000	Merged-chr1-89090487-27
NR5710--MA0769.1.Tcf7	chr7	115310907	115310918	-	0.000	0.000	Merged-chr7-115311049-7
NR2998--MA0523.1.TCF7L2	chr18	19483681	19483694	-	0.000	0.000	Merged-chr18-19483716-13
NR1467--MA0769.1.Tcf7	chr12	107560345	107560356	-	0.000	0.000	Merged-chr12-107560295-13
NR2770--MA0523.1.TCF7L2	chr17	17792225	17792238	-	0.000	0.000	Merged-chr17-17792149-13
NR1109--MA0769.1.Tcf7	chr11	101199604	101199615	+	0.000	0.000	Merged-chr11-101199720-6
NR3028--MA0523.1.TCF7L2	chr18	39657208	39657221	-	0.000	0.000	Merged-chr18-39657147-8
NR4298--MA0769.1.Tcf7	chr4	33791678	33791689	+	0.000	0.000	Merged-chr4-33791808-5
NR6124--MA0769.1.Tcf7	chr9	7576736	7576747	+	0.000	0.000	Merged-chr9-7576753-19
NR1128--MA1421.1.TCF7L1	chr11	107539141	107539152	+	0.000	0.000	Merged-chr11-107539158-14
NR97--MA0769.1.Tcf7	chr1	64486515	64486526	-	0.000	0.000	Merged-chr1-64486540-36
NR2351--MA0769.1.Tcf7	chr15	67196442	67196453	+	0.000	0.000	Merged-chr15-67196543-23
NR4607--MA0769.1.Tcf7	chr4	148683801	148683812	-	0.000	0.000	Merged-chr4-148683681-71
NR337--MA0523.1.TCF7L2	chr1	161436585	161436598	-	0.000	0.000	Merged-chr1-161436721-21
NR1485--MA0769.1.Tcf7	chr12	110939502	110939513	-	0.000	0.000	Merged-chr12-110939619-21
NR4719--MA0769.1.Tcf7	chr5	52615665	52615676	-	0.000	0.000	Merged-chr5-52615674-28
NR2383--MA0523.1.TCF7L2	chr15	78683743	78683756	-	0.000	0.000	Merged-chr15-78683730-20
NR1166--MA1421.1.TCF7L1	chr11	113174338	113174349	-	0.000	0.000	Merged-chr11-113174221-33
NR6399--MA0523.1.TCF7L2	chr9	104277092	104277105	+	0.000	0.000	Merged-chr9-104277160-2
NR338--MA0769.1.Tcf7	chr1	161436587	161436598	-	0.000	0.000	Merged-chr1-161436721-21
NR3836--MA0523.1.TCF7L2	chr2	173452363	173452376	+	0.000	0.000	Merged-chr2-173452276-60
NR3668--MA0523.1.TCF7L2	chr2	129285384	129285397	-	0.000	0.000	Merged-chr2-129285453-11
NR4410--MA0769.1.Tcf7	chr4	101217141	101217152	+	0.000	0.000	Merged-chr4-101217167-64
NR4218--MA0523.1.TCF7L2	chr3	146192789	146192802	+	0.000	0.000	Merged-chr3-146192596-55
NR2985--MA0523.1.TCF7L2	chr18	6106798	6106811	+	0.000	0.000	Merged-chr18-6106813-28
NR244--MA0769.1.Tcf7	chr1	135117133	135117144	-	0.000	0.000	Merged-chr1-135117180-5
NR3199--MA0523.1.TCF7L2	chr19	8518419	8518432	+	0.000	0.000	Merged-chr19-8518636-102
NR5397--MA0769.1.Tcf7	chr6	145002330	145002341	-	0.000	0.000	Merged-chr6-145002461-23
NR2164--MA0523.1.TCF7L2	chr14	103532698	103532711	-	0.000	0.000	Merged-chr14-103532610-9
NR6160--MA0769.1.Tcf7	chr9	35498053	35498064	+	0.000	0.000	Merged-chr9-35498014-17
NR1051--MA0769.1.Tcf7	chr11	88455691	88455702	-	0.000	0.000	Merged-chr11-88455545-42
NR6445--MA1421.1.TCF7L1	chr9	116284010	116284021	+	0.000	0.000	Merged-chr9-116283998-37
NR324--MA0523.1.TCF7L2	chr1	159938619	159938632	+	0.000	0.000	Merged-chr1-159938641-24
NR5709--MA0523.1.TCF7L2	chr7	115310905	115310918	-	0.000	0.000	Merged-chr7-115311049-7
NR5145--MA0523.1.TCF7L2	chr6	61263669	61263682	+	0.000	0.000	Merged-chr6-61263601-18
NR5169--MA1421.1.TCF7L1	chr6	71638554	71638565	-	0.000	0.000	Merged-chr6-71638648-13
NR3683--MA0769.1.Tcf7	chr2	132180715	132180726	+	0.000	0.000	Merged-chr2-132180846-32
NR5724--MA0769.1.Tcf7	chr7	117404664	117404675	+	0.000	0.000	Merged-chr7-117404576-18
NR406--MA0523.1.TCF7L2	chr1	180252833	180252846	-	0.000	0.000	Merged-chr1-180252895-14
NR1275--MA0769.1.Tcf7	chr12	39649118	39649129	-	0.000	0.000	Merged-chr12-39649191-14
NR1094--MA0523.1.TCF7L2	chr11	99116123	99116136	-	0.000	0.000	Merged-chr11-99116157-23
NR5845--MA0769.1.Tcf7	chr8	25098101	25098112	+	0.000	0.000	Merged-chr8-25098127-7
NR4773--MA0769.1.Tcf7	chr5	74261230	74261241	-	0.000	0.000	Merged-chr5-74261391-1
NR4568--MA1421.1.TCF7L1	chr4	145361316	145361327	-	0.000	0.000	Merged-chr4-145361226-45
NR3560--MA0523.1.TCF7L2	chr2	84582511	84582524	+	0.000	0.000	Merged-chr2-84582461-28
NR3628--MA1421.1.TCF7L1	chr2	117418888	117418899	-	0.000	0.000	Merged-chr2-117418760-26
NR4677--MA0523.1.TCF7L2	chr5	22587657	22587670	-	0.000	0.000	Merged-chr5-22587622-39
NR2381--MA1421.1.TCF7L1	chr15	78683698	78683709	-	0.000	0.000	Merged-chr15-78683730-20
NR5760--MA0769.1.Tcf7	chr7	125186632	125186643	+	0.000	0.000	Merged-chr7-125186656-23
NR4349--MA1421.1.TCF7L1	chr4	63928487	63928498	-	0.000	0.000	Merged-chr4-63928441-11
NR5194--MA1421.1.TCF7L1	chr6	86754831	86754842	+	0.000	0.000	Merged-chr6-86754818-10
NR2534--MA0523.1.TCF7L2	chr16	30769353	30769366	+	0.000	0.000	Merged-chr16-30769529-58
NR2198--MA0523.1.TCF7L2	chr14	118828073	118828086	+	0.000	0.000	Merged-chr14-118827968-19
NR1780--MA1421.1.TCF7L1	chr13	101569251	101569262	-	0.000	0.000	Merged-chr13-101569413-14
NR5867--MA0523.1.TCF7L2	chr8	36028575	36028588	-	0.000	0.000	Merged-chr8-36028490-56
NR130--MA0523.1.TCF7L2	chr1	80416614	80416627	-	0.000	0.000	Merged-chr1-80416536-28
NR2968--MA0523.1.TCF7L2	chr17	88480580	88480593	-	0.000	0.000	Merged-chr17-88480530-23
NR6080--MA0769.1.Tcf7	chr8	126200360	126200371	-	0.000	0.000	Merged-chr8-126200294-39
NR3447--MA1421.1.TCF7L1	chr2	38548329	38548340	+	0.000	0.000	Merged-chr2-38548313-22
NR2155--MA0769.1.Tcf7	chr14	103017271	103017282	-	0.000	0.000	Merged-chr14-103017290-44
NR182--MA0769.1.Tcf7	chr1	105565176	105565187	-	0.000	0.000	Merged-chr1-105565114-33
NR889--MA1421.1.TCF7L1	chr11	16952417	16952428	+	0.000	0.000	Merged-chr11-16952284-5
NR1298--MA0769.1.Tcf7	chr12	52831026	52831037	-	0.000	0.000	Merged-chr12-52830906-26
NR2412--MA1421.1.TCF7L1	chr15	84372947	84372958	+	0.000	0.000	Merged-chr15-84372915-18
NR4504--MA1421.1.TCF7L1	chr4	131901421	131901432	-	0.000	0.000	Merged-chr4-131901332-16
NR2052--MA0769.1.Tcf7	chr14	62928379	62928390	-	0.000	0.000	Merged-chr14-62928345-50
NR6622--MA0769.1.Tcf7	chrX	164070760	164070771	+	0.000	0.000	Merged-chrX-164070772-1
NR4938--MA1421.1.TCF7L1	chr5	129191994	129192005	-	0.000	0.000	Merged-chr5-129191899-21
NR4277--MA0523.1.TCF7L2	chr4	7455298	7455311	+	0.000	0.000	Merged-chr4-7455242-36
NR1245--MA0523.1.TCF7L2	chr12	26059328	26059341	-	0.000	0.000	Merged-chr12-26059295-22
NR2391--MA0523.1.TCF7L2	chr15	80149781	80149794	-	0.000	0.000	Merged-chr15-80149719-49
NR3469--MA0769.1.Tcf7	chr2	48379938	48379949	-	0.000	0.000	Merged-chr2-48379752-8
NR2979--MA1421.1.TCF7L1	chr18	4280613	4280624	+	0.000	0.000	Merged-chr18-4280777-15
NR5033--MA0523.1.TCF7L2	chr6	5997666	5997679	+	0.000	0.000	Merged-chr6-5997718-16
NR551--MA0523.1.TCF7L2	chr10	43783356	43783369	+	0.000	0.000	Merged-chr10-43783399-14
NR3160--MA0769.1.Tcf7	chr18	82607534	82607545	+	0.000	0.000	Merged-chr18-82607647-23
NR5396--MA1421.1.TCF7L1	chr6	144953040	144953051	-	0.000	0.000	Merged-chr6-144953133-29
NR4866--MA0523.1.TCF7L2	chr5	103746717	103746730	-	0.000	0.000	Merged-chr5-103746858-38
NR4219--MA0769.1.Tcf7	chr3	146192789	146192800	+	0.000	0.000	Merged-chr3-146192596-55
NR1108--MA0523.1.TCF7L2	chr11	101199604	101199617	+	0.000	0.000	Merged-chr11-101199720-6
NR2517--MA0523.1.TCF7L2	chr16	21689397	21689410	-	0.000	0.000	Merged-chr16-21689391-19
NR2121--MA0523.1.TCF7L2	chr14	78448463	78448476	-	0.000	0.000	Merged-chr14-78448544-66
NR2075--MA0769.1.Tcf7	chr14	68078402	68078413	-	0.000	0.000	Merged-chr14-68078565-20
NR2980--MA0523.1.TCF7L2	chr18	4280613	4280626	+	0.000	0.000	Merged-chr18-4280777-15
NR509--MA0523.1.TCF7L2	chr10	19406885	19406898	-	0.000	0.000	Merged-chr10-19406936-14
NR3720--MA0769.1.Tcf7	chr2	144860599	144860610	-	0.000	0.000	Merged-chr2-144860708-1
NR6430--MA0769.1.Tcf7	chr9	114455646	114455657	-	0.000	0.000	Merged-chr9-114455654-16
NR4069--MA1421.1.TCF7L1	chr3	115584852	115584863	-	0.000	0.000	Merged-chr3-115584831-13
NR4022--MA0769.1.Tcf7	chr3	101029429	101029440	+	0.000	0.000	Merged-chr3-101029545-28
NR36--MA0769.1.Tcf7	chr1	38723949	38723960	-	0.000	0.000	Merged-chr1-38723833-22
NR4744--MA1421.1.TCF7L1	chr5	64764617	64764628	+	0.000	0.000	Merged-chr5-64764597-23
NR2086--MA0523.1.TCF7L2	chr14	71075870	71075883	+	0.000	0.000	Merged-chr14-71075875-24
NR2989--MA0523.1.TCF7L2	chr18	13010852	13010865	-	0.000	0.000	Merged-chr18-13010968-6
NR1447--MA0523.1.TCF7L2	chr12	105538381	105538394	+	0.000	0.000	Merged-chr12-105538395-6
NR4319--MA1421.1.TCF7L1	chr4	48039831	48039842	+	0.000	0.000	Merged-chr4-48039854-22
NR1376--MA1421.1.TCF7L1	chr12	84933886	84933897	+	0.000	0.000	Merged-chr12-84934066-14
NR3468--MA1421.1.TCF7L1	chr2	48379938	48379949	-	0.000	0.000	Merged-chr2-48379752-8
NR5224--MA0769.1.Tcf7	chr6	94681555	94681566	+	0.000	0.000	Merged-chr6-94681460-83
NR5934--MA1421.1.TCF7L1	chr8	81492064	81492075	-	0.000	0.000	Merged-chr8-81491835-29
NR100--MA0523.1.TCF7L2	chr1	66552807	66552820	-	0.000	0.000	Merged-chr1-66552771-47
NR1769--MA0769.1.Tcf7	chr13	97439971	97439982	+	0.000	0.000	Merged-chr13-97439792-27
NR3880--MA1421.1.TCF7L1	chr2	181483763	181483774	-	0.000	0.000	Merged-chr2-181483913-67
NR3510--MA0769.1.Tcf7	chr2	68882159	68882170	-	0.000	0.000	Merged-chr2-68882205-16
NR3526--MA0523.1.TCF7L2	chr2	75148121	75148134	+	0.000	0.000	Merged-chr2-75148078-33
NR5569--MA0769.1.Tcf7	chr7	79300946	79300957	+	0.000	0.000	Merged-chr7-79300921-71
NR5547--MA1421.1.TCF7L1	chr7	74343749	74343760	+	0.000	0.000	Merged-chr7-74343758-7
NR1009--MA0523.1.TCF7L2	chr11	75154336	75154349	-	0.000	0.000	Merged-chr11-75154404-32
NR1868--MA0523.1.TCF7L2	chr13	112809879	112809892	+	0.000	0.000	Merged-chr13-112809842-36
NR764--MA1421.1.TCF7L1	chr10	111578772	111578783	+	0.000	0.000	Merged-chr10-111578564-64
NR6507--MA0523.1.TCF7L2	chrX	17521301	17521314	-	0.000	0.000	Merged-chrX-17521323-26
NR3889--MA1421.1.TCF7L1	chr3	10212024	10212035	-	0.000	0.000	Merged-chr3-10212114-17
NR5656--MA0523.1.TCF7L2	chr7	107659352	107659365	-	0.000	0.000	Merged-chr7-107659322-39
NR3949--MA0769.1.Tcf7	chr3	79336242	79336253	+	0.000	0.000	Merged-chr3-79336264-23
NR6444--MA0769.1.Tcf7	chr9	116283893	116283904	-	0.000	0.000	Merged-chr9-116283998-37
NR1496--MA1421.1.TCF7L1	chr12	112855156	112855167	-	0.000	0.000	Merged-chr12-112855098-63
NR1312--MA1421.1.TCF7L1	chr12	59170104	59170115	-	0.000	0.000	Merged-chr12-59170039-43
NR5484--MA0769.1.Tcf7	chr7	29251385	29251396	-	0.000	0.000	Merged-chr7-29251339-19
NR3967--MA0769.1.Tcf7	chr3	84595450	84595461	-	0.000	0.000	Merged-chr3-84595329-34
NR5269--MA0523.1.TCF7L2	chr6	108526365	108526378	+	0.000	0.000	Merged-chr6-108526296-8
NR6216--MA0769.1.Tcf7	chr9	53856645	53856656	+	0.000	0.000	Merged-chr9-53856540-10
NR1784--MA1421.1.TCF7L1	chr13	101866944	101866955	-	0.000	0.000	Merged-chr13-101867000-14
NR231--MA1421.1.TCF7L1	chr1	133012465	133012476	+	0.000	0.000	Merged-chr1-133012523-20
NR3770--MA0769.1.Tcf7	chr2	157746753	157746764	+	0.000	0.000	Merged-chr2-157746803-36
NR6480--MA0769.1.Tcf7	chr9	121925042	121925053	+	0.000	0.000	Merged-chr9-121925182-15
NR2744--MA0523.1.TCF7L2	chr17	5748008	5748021	-	0.000	0.000	Merged-chr17-5748141-46
NR1359--MA1421.1.TCF7L1	chr12	81780110	81780121	+	0.000	0.000	Merged-chr12-81780116-20
NR5499--MA1421.1.TCF7L1	chr7	43481485	43481496	-	0.000	0.000	Merged-chr7-43481332-27
NR1893--MA0523.1.TCF7L2	chr13	117230515	117230528	-	0.000	0.000	Merged-chr13-117230467-15
NR5050--MA0769.1.Tcf7	chr6	15716969	15716980	-	0.000	0.000	Merged-chr6-15716932-11
NR1483--MA0769.1.Tcf7	chr12	110759071	110759082	-	0.000	0.000	Merged-chr12-110759192-38
NR2319--MA0523.1.TCF7L2	chr15	59805125	59805138	-	0.000	0.000	Merged-chr15-59805045-21
NR4296--MA1421.1.TCF7L1	chr4	33791678	33791689	+	0.000	0.000	Merged-chr4-33791808-5
NR4874--MA0523.1.TCF7L2	chr5	105010601	105010614	+	0.000	0.000	Merged-chr5-105010527-49
NR408--MA1421.1.TCF7L1	chr1	180547985	180547996	+	0.000	0.000	Merged-chr1-180548194-33
NR2525--MA0523.1.TCF7L2	chr16	25587915	25587928	+	0.000	0.000	Merged-chr16-25587871-42
NR233--MA0769.1.Tcf7	chr1	133012465	133012476	+	0.000	0.000	Merged-chr1-133012523-20
NR121--MA0523.1.TCF7L2	chr1	78591518	78591531	-	0.000	0.000	Merged-chr1-78591432-38
NR2153--MA1421.1.TCF7L1	chr14	103017271	103017282	-	0.000	0.000	Merged-chr14-103017290-44
NR1346--MA1421.1.TCF7L1	chr12	76950384	76950395	+	0.000	0.000	Merged-chr12-76950525-26
NR1246--MA0769.1.Tcf7	chr12	26059330	26059341	-	0.000	0.000	Merged-chr12-26059295-22
NR4838--MA0769.1.Tcf7	chr5	98018288	98018299	+	0.000	0.000	Merged-chr5-98018284-53
NR4679--MA1421.1.TCF7L1	chr5	22740159	22740170	-	0.000	0.000	Merged-chr5-22740212-9
NR5292--MA0769.1.Tcf7	chr6	119749241	119749252	+	0.000	0.000	Merged-chr6-119749325-22
NR2306--MA0523.1.TCF7L2	chr15	55897178	55897191	-	0.000	0.000	Merged-chr15-55897197-36
NR4002--MA0523.1.TCF7L2	chr3	96847893	96847906	-	0.000	0.000	Merged-chr3-96847710-69
NR4861--MA0523.1.TCF7L2	chr5	103404714	103404727	+	0.000	0.000	Merged-chr5-103404747-49
NR2336--MA0769.1.Tcf7	chr15	63989862	63989873	+	0.000	0.000	Merged-chr15-63989879-13
NR1083--MA1421.1.TCF7L1	chr11	97905703	97905714	-	0.000	0.000	Merged-chr11-97905718-19
NR6484--MA0523.1.TCF7L2	chr9	122398993	122399006	+	0.000	0.000	Merged-chr9-122399009-31
NR785--MA1421.1.TCF7L1	chr10	117660059	117660070	-	0.000	0.000	Merged-chr10-117659981-30
NR4650--MA0769.1.Tcf7	chr5	8807409	8807420	+	0.000	0.000	Merged-chr5-8807445-55
NR4994--MA0523.1.TCF7L2	chr5	146974238	146974251	-	0.000	0.000	Merged-chr5-146974233-28
NR6324--MA1421.1.TCF7L1	chr9	84030870	84030881	+	0.000	0.000	Merged-chr9-84030961-27
NR2742--MA1421.1.TCF7L1	chr17	5748002	5748013	-	0.000	0.000	Merged-chr17-5748141-46
NR4569--MA0523.1.TCF7L2	chr4	145361314	145361327	-	0.000	0.000	Merged-chr4-145361226-45
NR6530--MA1421.1.TCF7L1	chrX	57189512	57189523	-	0.000	0.000	Merged-chrX-57189507-26
NR1767--MA1421.1.TCF7L1	chr13	97439971	97439982	+	0.000	0.000	Merged-chr13-97439792-27
NR976--MA0523.1.TCF7L2	chr11	63146800	63146813	-	0.000	0.000	Merged-chr11-63146790-18
NR4995--MA0769.1.Tcf7	chr5	146974240	146974251	-	0.000	0.000	Merged-chr5-146974233-28
NR1466--MA1421.1.TCF7L1	chr12	107560345	107560356	-	0.000	0.000	Merged-chr12-107560295-13
NR5086--MA1421.1.TCF7L1	chr6	37037504	37037515	+	0.000	0.000	Merged-chr6-37037443-39
NR6347--MA0523.1.TCF7L2	chr9	89900360	89900373	+	0.000	0.000	Merged-chr9-89900406-12
NR4447--MA1421.1.TCF7L1	chr4	118449812	118449823	-	0.000	0.000	Merged-chr4-118449765-23
NR1672--MA1421.1.TCF7L1	chr13	52915457	52915468	-	0.000	0.000	Merged-chr13-52915528-4
NR4051--MA1421.1.TCF7L1	chr3	108124345	108124356	+	0.000	0.000	Merged-chr3-108124378-33
NR6143--MA1421.1.TCF7L1	chr9	14995766	14995777	+	0.000	0.000	Merged-chr9-14995745-32
NR1730--MA0769.1.Tcf7	chr13	84769229	84769240	-	0.000	0.000	Merged-chr13-84769190-19
NR2957--MA1421.1.TCF7L1	chr17	86187975	86187986	+	0.000	0.000	Merged-chr17-86187981-35
NR288--MA0523.1.TCF7L2	chr1	152053525	152053538	+	0.000	0.000	Merged-chr1-152053412-31
NR3749--MA0523.1.TCF7L2	chr2	150578759	150578772	-	0.000	0.000	Merged-chr2-150578789-44
NR3521--MA0523.1.TCF7L2	chr2	71360383	71360396	-	0.000	0.000	Merged-chr2-71360379-16
NR5613--MA0523.1.TCF7L2	chr7	96910488	96910501	+	0.000	0.000	Merged-chr7-96910268-22
NR2714--MA0523.1.TCF7L2	chr16	94454260	94454273	-	0.000	0.000	Merged-chr16-94454291-19
NR1004--MA0523.1.TCF7L2	chr11	74100878	74100891	-	0.000	0.000	Merged-chr11-74100988-13
NR538--MA0523.1.TCF7L2	chr10	36158105	36158118	-	0.000	0.000	Merged-chr10-36158337-60
NR5848--MA0769.1.Tcf7	chr8	25625527	25625538	-	0.000	0.000	Merged-chr8-25625343-73
NR4266--MA1421.1.TCF7L1	chr3	157938813	157938824	+	0.000	0.000	Merged-chr3-157938783-43
NR3158--MA1421.1.TCF7L1	chr18	82607534	82607545	+	0.000	0.000	Merged-chr18-82607647-23
NR6467--MA0523.1.TCF7L2	chr9	120082887	120082900	+	0.000	0.000	Merged-chr9-120082843-44
NR2885--MA0523.1.TCF7L2	chr17	52468547	52468560	+	0.000	0.000	Merged-chr17-52468640-52
NR4215--MA1421.1.TCF7L1	chr3	146192742	146192753	-	0.000	0.000	Merged-chr3-146192596-55
NR4047--MA1421.1.TCF7L1	chr3	108124309	108124320	-	0.000	0.000	Merged-chr3-108124378-33
NR877--MA0523.1.TCF7L2	chr11	10516286	10516299	+	0.000	0.000	Merged-chr11-10516316-25
NR2028--MA0769.1.Tcf7	chr14	55745071	55745082	+	0.000	0.000	Merged-chr14-55745136-2
NR974--MA1421.1.TCF7L1	chr11	63146787	63146798	-	0.000	0.000	Merged-chr11-63146790-18
NR3364--MA0769.1.Tcf7	chr2	6569286	6569297	+	0.000	0.000	Merged-chr2-6569390-16
NR1990--MA0769.1.Tcf7	chr14	48427779	48427790	-	0.000	0.000	Merged-chr14-48427656-16
NR40--MA0523.1.TCF7L2	chr1	39895712	39895725	-	0.000	0.000	Merged-chr1-39895697-26
NR3517--MA0523.1.TCF7L2	chr2	70922774	70922787	+	0.000	0.000	Merged-chr2-70922738-17
NR153--MA1421.1.TCF7L1	chr1	87637227	87637238	-	0.000	0.000	Merged-chr1-87637275-111
NR4687--MA1421.1.TCF7L1	chr5	30240864	30240875	-	0.000	0.000	Merged-chr5-30240775-35
NR1463--MA0523.1.TCF7L2	chr12	107182176	107182189	+	0.000	0.000	Merged-chr12-107182241-26
NR5479--MA0523.1.TCF7L2	chr7	29141614	29141627	-	0.000	0.000	Merged-chr7-29141670-31
NR2872--MA0523.1.TCF7L2	chr17	50485168	50485181	-	0.000	0.000	Merged-chr17-50485186-33
NR1487--MA1421.1.TCF7L1	chr12	111367215	111367226	+	0.000	0.000	Merged-chr12-111367204-5
NR6513--MA0769.1.Tcf7	chrX	41400781	41400792	-	0.000	0.000	Merged-chrX-41400640-20
NR4678--MA0769.1.Tcf7	chr5	22587659	22587670	-	0.000	0.000	Merged-chr5-22587622-39
NR4072--MA1421.1.TCF7L1	chr3	115584912	115584923	-	0.000	0.000	Merged-chr3-115584831-13
NR3336--MA0523.1.TCF7L2	chr19	60877250	60877263	+	0.000	0.000	Merged-chr19-60877259-13
NR140--MA1421.1.TCF7L1	chr1	84742384	84742395	+	0.000	0.000	Merged-chr1-84742431-28
NR5481--MA1421.1.TCF7L1	chr7	29251319	29251330	-	0.000	0.000	Merged-chr7-29251339-19
NR5200--MA0523.1.TCF7L2	chr6	88782957	88782970	-	0.000	0.000	Merged-chr6-88783083-54
NR4745--MA0523.1.TCF7L2	chr5	64764617	64764630	+	0.000	0.000	Merged-chr5-64764597-23
NR2228--MA0523.1.TCF7L2	chr14	122902341	122902354	-	0.000	0.000	Merged-chr14-122902262-49
NR5658--MA1421.1.TCF7L1	chr7	107703474	107703485	+	0.000	0.000	Merged-chr7-107703296-29
NR3073--MA0523.1.TCF7L2	chr18	60375884	60375897	-	0.000	0.000	Merged-chr18-60375896-42
NR1646--MA0769.1.Tcf7	chr13	43191846	43191857	+	0.000	0.000	Merged-chr13-43191968-21
NR2363--MA1421.1.TCF7L1	chr15	73318832	73318843	-	0.000	0.000	Merged-chr15-73318798-19
NR3719--MA0523.1.TCF7L2	chr2	144471435	144471448	+	0.000	0.000	Merged-chr2-144471486-9
NR187--MA1421.1.TCF7L1	chr1	106374908	106374919	-	0.000	0.000	Merged-chr1-106375068-41
NR3420--MA1421.1.TCF7L1	chr2	29666799	29666810	-	0.000	0.000	Merged-chr2-29666836-9
NR5247--MA0523.1.TCF7L2	chr6	100255577	100255590	+	0.000	0.000	Merged-chr6-100255672-12
