#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval0.3-log2fc0.5_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval0.3-log2fc0.5_up.bed
NR51796--MA1107.1.KLF9	chr6	34497750	34497762	-	0.000	0.000	Merged-chr6-34497714-15
NR62801--MA0599.1.KLF5	chr8	122315250	122315259	+	0.000	0.000	Merged-chr8-122315135-21
NR53837--MA1107.1.KLF9	chr6	120264383	120264395	-	0.000	0.000	Merged-chr6-120264409-18
NR14064--MA0742.1.Klf12	chr12	77077945	77077959	+	0.000	0.000	Merged-chr12-77077923-9
NR58499--MA0493.1.Klf1	chr7	118276889	118276899	+	0.000	0.000	Merged-chr7-118276887-4
NR25319--MA0742.1.Klf12	chr16	91588189	91588203	+	0.000	0.000	Merged-chr16-91588038-25
NR2250--MA0741.1.KLF16	chr1	133801282	133801292	-	0.000	0.000	Merged-chr1-133801271-79
NR35706--MA0493.1.Klf1	chr2	114153385	114153395	-	0.000	0.000	Merged-chr2-114153480-37
NR23368--MA0742.1.Klf12	chr15	102110641	102110655	-	0.000	0.000	Merged-chr15-102110732-12
NR55475--MA1107.1.KLF9	chr7	16760502	16760514	+	0.000	0.000	Merged-chr7-16760447-23
NR40099--MA0493.1.Klf1	chr3	101297440	101297450	-	0.000	0.000	Merged-chr3-101297395-20
NR31041--MA0039.3.KLF4	chr18	89212432	89212442	-	0.000	0.000	Merged-chr18-89212381-24
NR47404--MA0741.1.KLF16	chr5	35176571	35176581	-	0.000	0.000	Merged-chr5-35176446-65
NR19983--MA0741.1.KLF16	chr14	73290097	73290107	-	0.000	0.000	Merged-chr14-73290096-39
NR37765--MA0740.1.KLF14	chr2	167831832	167831845	-	0.000	0.000	Merged-chr2-167831852-3
NR56032--MA0742.1.Klf12	chr7	28803042	28803056	+	0.000	0.000	Merged-chr7-28802927-28
NR17754--MA0599.1.KLF5	chr13	101782749	101782758	-	0.000	0.000	Merged-chr13-101782630-7
NR32170--MA0741.1.KLF16	chr19	43509686	43509696	+	0.000	0.000	Merged-chr19-43509487-13
NR11639--MA1107.1.KLF9	chr11	97404224	97404236	-	0.000	0.000	Merged-chr11-97404114-1
NR62796--MA0493.1.Klf1	chr8	121995346	121995356	-	0.000	0.000	Merged-chr8-121995236-25
NR1337--MA0599.1.KLF5	chr1	85680402	85680411	+	0.000	0.000	Merged-chr1-85680352-18
NR27565--MA0599.1.KLF5	chr17	47225650	47225659	+	0.000	0.000	Merged-chr17-47225554-43
NR16619--MA0493.1.Klf1	chr13	55513542	55513552	+	0.000	0.000	Merged-chr13-55513377-73
NR52426--MA0740.1.KLF14	chr6	59265331	59265344	-	0.000	0.000	Merged-chr6-59265419-13
NR39426--MA0599.1.KLF5	chr3	84630976	84630985	-	0.000	0.000	Merged-chr3-84630888-13
NR19887--MA0741.1.KLF16	chr14	70276656	70276666	+	0.000	0.000	Merged-chr14-70276833-36
NR30400--MA0493.1.Klf1	chr18	70599001	70599011	+	0.000	0.000	Merged-chr18-70598988-36
NR20392--MA0493.1.Klf1	chr14	100235722	100235732	+	0.000	0.000	Merged-chr14-100235821-25
NR29851--MA1107.1.KLF9	chr18	56871833	56871845	-	0.000	0.000	Merged-chr18-56871976-16
NR42552--MA0741.1.KLF16	chr4	33147016	33147026	+	0.000	0.000	Merged-chr4-33147019-23
NR37558--MA0741.1.KLF16	chr2	164943139	164943149	-	0.000	0.000	Merged-chr2-164943047-31
NR63876--MA0039.3.KLF4	chr9	41143989	41143999	+	0.000	0.000	Merged-chr9-41144055-32
NR5476--MA1107.1.KLF9	chr10	43004694	43004706	+	0.000	0.000	Merged-chr10-43004823-13
NR3978--MA0599.1.KLF5	chr1	182383261	182383270	-	0.000	0.000	Merged-chr1-182383219-38
NR43534--MA0741.1.KLF16	chr4	83321985	83321995	+	0.000	0.000	Merged-chr4-83321868-23
NR49581--MA0493.1.Klf1	chr5	118478260	118478270	+	0.000	0.000	Merged-chr5-118478208-82
NR45746--MA0742.1.Klf12	chr4	140833013	140833027	-	0.000	0.000	Merged-chr4-140833040-18
NR36162--MA0741.1.KLF16	chr2	128111917	128111927	+	0.000	0.000	Merged-chr2-128111932-19
NR35089--MA0599.1.KLF5	chr2	85060752	85060761	-	0.000	0.000	Merged-chr2-85060915-54
NR9930--MA0493.1.Klf1	chr11	57958376	57958386	-	0.000	0.000	Merged-chr11-57958407-27
NR57353--MA0741.1.KLF16	chr7	81075554	81075564	-	0.000	0.000	Merged-chr7-81075371-56
NR3082--MA0493.1.Klf1	chr1	160307373	160307383	+	0.000	0.000	Merged-chr1-160307254-61
NR15006--MA0599.1.KLF5	chr12	107144554	107144563	-	0.000	0.000	Merged-chr12-107144688-5
NR44025--MA0599.1.KLF5	chr4	106935044	106935053	-	0.000	0.000	Merged-chr4-106934885-1
NR53749--MA0599.1.KLF5	chr6	119199111	119199120	+	0.000	0.000	Merged-chr6-119199024-52
NR47074--MA1107.1.KLF9	chr5	24517981	24517993	+	0.000	0.000	Merged-chr5-24518156-18
NR34979--MA0493.1.Klf1	chr2	79122753	79122763	+	0.000	0.000	Merged-chr2-79122721-3
NR47402--MA0599.1.KLF5	chr5	35176572	35176581	-	0.000	0.000	Merged-chr5-35176446-65
NR49251--MA0740.1.KLF14	chr5	112483181	112483194	+	0.000	0.000	Merged-chr5-112483145-18
NR19853--MA0741.1.KLF16	chr14	67911782	67911792	-	0.000	0.000	Merged-chr14-67911920-26
NR62558--MA0039.3.KLF4	chr8	117278225	117278235	-	0.000	0.000	Merged-chr8-117278352-17
NR62568--MA0493.1.Klf1	chr8	117481972	117481982	-	0.000	0.000	Merged-chr8-117482001-12
NR29530--MA0599.1.KLF5	chr18	39141876	39141885	-	0.000	0.000	Merged-chr18-39141814-16
NR42096--MA0599.1.KLF5	chr3	154628448	154628457	+	0.000	0.000	Merged-chr3-154628476-23
NR33031--MA0742.1.Klf12	chr2	7254629	7254643	-	0.000	0.000	Merged-chr2-7254714-17
NR39420--MA0039.3.KLF4	chr3	84630935	84630945	-	0.000	0.000	Merged-chr3-84630888-13
NR24966--MA1107.1.KLF9	chr16	75920943	75920955	+	0.000	0.000	Merged-chr16-75921068-56
NR42405--MA0599.1.KLF5	chr4	11684322	11684331	-	0.000	0.000	Merged-chr4-11684265-15
NR54704--MA0493.1.Klf1	chr6	142752669	142752679	+	0.000	0.000	Merged-chr6-142752635-30
NR38779--MA0493.1.Klf1	chr3	37387237	37387247	+	0.000	0.000	Merged-chr3-37387338-33
NR3117--MA0740.1.KLF14	chr1	161251141	161251154	-	0.000	0.000	Merged-chr1-161251267-91
NR32039--MA0599.1.KLF5	chr19	38746129	38746138	-	0.000	0.000	Merged-chr19-38746267-36
NR18980--MA0741.1.KLF16	chr14	33099301	33099311	+	0.000	0.000	Merged-chr14-33099452-34
NR31137--MA0741.1.KLF16	chr19	4294652	4294662	+	0.000	0.000	Merged-chr19-4294616-52
NR35774--MA0599.1.KLF5	chr2	117418841	117418850	-	0.000	0.000	Merged-chr2-117418760-26
NR64681--MA0742.1.Klf12	chr9	66916321	66916335	-	0.000	0.000	Merged-chr9-66916538-54
NR28809--MA0741.1.KLF16	chr17	87365448	87365458	-	0.000	0.000	Merged-chr17-87365443-26
NR21280--MA1107.1.KLF9	chr15	27578971	27578983	-	0.000	0.000	Merged-chr15-27579137-17
NR1354--MA1107.1.KLF9	chr1	85720770	85720782	+	0.000	0.000	Merged-chr1-85720773-26
NR3081--MA0039.3.KLF4	chr1	160307375	160307385	+	0.000	0.000	Merged-chr1-160307254-61
NR65076--MA1107.1.KLF9	chr9	78074221	78074233	+	0.000	0.000	Merged-chr9-78074095-46
NR66143--MA0039.3.KLF4	chr9	110641167	110641177	+	0.000	0.000	Merged-chr9-110641188-21
NR22106--MA1107.1.KLF9	chr15	76299956	76299968	+	0.000	0.000	Merged-chr15-76299697-39
NR42399--MA0039.3.KLF4	chr4	11077626	11077636	-	0.000	0.000	Merged-chr4-11077783-17
NR9907--MA0039.3.KLF4	chr11	55131334	55131344	+	0.000	0.000	Merged-chr11-55131266-10
NR13165--MA0039.3.KLF4	chr12	13508948	13508958	-	0.000	0.000	Merged-chr12-13508859-14
NR47960--MA0657.1.KLF13	chr5	72163104	72163121	+	0.000	0.000	Merged-chr5-72163190-22
NR29087--MA0599.1.KLF5	chr18	10182140	10182149	-	0.000	0.000	Merged-chr18-10182266-3
NR52667--MA1107.1.KLF9	chr6	72841929	72841941	+	0.000	0.000	Merged-chr6-72841906-9
NR43404--MA0741.1.KLF16	chr4	62630049	62630059	-	0.000	0.000	Merged-chr4-62630130-56
NR51184--MA0741.1.KLF16	chr5	148489557	148489567	+	0.000	0.000	Merged-chr5-148489625-52
NR56805--MA0742.1.Klf12	chr7	56202989	56203003	-	0.000	0.000	Merged-chr7-56202998-14
NR22237--MA0599.1.KLF5	chr15	78515790	78515799	-	0.000	0.000	Merged-chr15-78515914-15
NR28897--MA0599.1.KLF5	chr17	88654073	88654082	-	0.000	0.000	Merged-chr17-88654141-3
NR22576--MA1107.1.KLF9	chr15	83474241	83474253	+	0.000	0.000	Merged-chr15-83474258-63
NR64890--MA0039.3.KLF4	chr9	73176858	73176868	-	0.000	0.000	Merged-chr9-73176903-12
NR34456--MA0599.1.KLF5	chr2	65022852	65022861	-	0.000	0.000	Merged-chr2-65022793-47
NR15112--MA0039.3.KLF4	chr12	109445245	109445255	+	0.000	0.000	Merged-chr12-109445419-17
NR8838--MA0741.1.KLF16	chr11	4160307	4160317	-	0.000	0.000	Merged-chr11-4160376-54
NR12332--MA0599.1.KLF5	chr11	110897081	110897090	-	0.000	0.000	Merged-chr11-110897111-25
NR681--MA0039.3.KLF4	chr1	52578410	52578420	+	0.000	0.000	Merged-chr1-52578518-39
NR57324--MA1107.1.KLF9	chr7	80782500	80782512	+	0.000	0.000	Merged-chr7-80782374-50
NR18297--MA1107.1.KLF9	chr13	113556697	113556709	+	0.000	0.000	Merged-chr13-113556743-10
NR19374--MA0493.1.Klf1	chr14	54061508	54061518	+	0.000	0.000	Merged-chr14-54061633-25
NR30373--MA0741.1.KLF16	chr18	69537639	69537649	-	0.000	0.000	Merged-chr18-69537623-22
NR31652--MA0599.1.KLF5	chr19	21785256	21785265	+	0.000	0.000	Merged-chr19-21785424-37
NR49371--MA0493.1.Klf1	chr5	114041787	114041797	-	0.000	0.000	Merged-chr5-114041714-24
NR11108--MA0599.1.KLF5	chr11	83746226	83746235	+	0.000	0.000	Merged-chr11-83746367-9
NR1225--MA0493.1.Klf1	chr1	80703445	80703455	-	0.000	0.000	Merged-chr1-80703457-36
NR58728--MA0493.1.Klf1	chr7	123218375	123218385	-	0.000	0.000	Merged-chr7-123218226-57
NR50972--MA0599.1.KLF5	chr5	144295025	144295034	-	0.000	0.000	Merged-chr5-144295152-24
NR64207--MA0599.1.KLF5	chr9	54624196	54624205	-	0.000	0.000	Merged-chr9-54624263-10
NR62913--MA0493.1.Klf1	chr8	123341780	123341790	-	0.000	0.000	Merged-chr8-123341706-13
NR28071--MA0741.1.KLF16	chr17	65929563	65929573	-	0.000	0.000	Merged-chr17-65929405-47
NR54199--MA0599.1.KLF5	chr6	130627449	130627458	-	0.000	0.000	Merged-chr6-130627344-1
NR36187--MA1107.1.KLF9	chr2	128392480	128392492	+	0.000	0.000	Merged-chr2-128392502-21
NR18974--MA0740.1.KLF14	chr14	33099300	33099313	+	0.000	0.000	Merged-chr14-33099452-34
NR49533--MA0741.1.KLF16	chr5	117126111	117126121	+	0.000	0.000	Merged-chr5-117125989-17
NR40113--MA0493.1.Klf1	chr3	101588934	101588944	+	0.000	0.000	Merged-chr3-101588946-10
NR1346--MA0493.1.Klf1	chr1	85720671	85720681	-	0.000	0.000	Merged-chr1-85720773-26
NR54866--MA0599.1.KLF5	chr6	144664962	144664971	+	0.000	0.000	Merged-chr6-144664964-20
NR26901--MA0740.1.KLF14	chr17	32363863	32363876	-	0.000	0.000	Merged-chr17-32364018-2
NR51255--MA1107.1.KLF9	chr5	149583725	149583737	-	0.000	0.000	Merged-chr5-149583571-10
NR39901--MA0599.1.KLF5	chr3	96338272	96338281	+	0.000	0.000	Merged-chr3-96338308-3
NR8416--MA0599.1.KLF5	chr10	122976232	122976241	+	0.000	0.000	Merged-chr10-122976254-31
NR45123--MA1107.1.KLF9	chr4	132749106	132749118	-	0.000	0.000	Merged-chr4-132748989-25
NR35810--MA0741.1.KLF16	chr2	118554470	118554480	+	0.000	0.000	Merged-chr2-118554697-72
NR56015--MA0741.1.KLF16	chr7	28548827	28548837	+	0.000	0.000	Merged-chr7-28548591-17
NR20190--MA0039.3.KLF4	chr14	78679090	78679100	-	0.000	0.000	Merged-chr14-78679093-56
NR64113--MA0599.1.KLF5	chr9	50325541	50325550	-	0.000	0.000	Merged-chr9-50325609-2
NR19213--MA0741.1.KLF16	chr14	49115799	49115809	-	0.000	0.000	Merged-chr14-49115788-13
NR17428--MA0599.1.KLF5	chr13	93990393	93990402	-	0.000	0.000	Merged-chr13-93990352-84
NR4078--MA0741.1.KLF16	chr1	184013531	184013541	-	0.000	0.000	Merged-chr1-184013369-24
NR33020--MA0039.3.KLF4	chr2	6462508	6462518	+	0.000	0.000	Merged-chr2-6462544-11
NR47783--MA0599.1.KLF5	chr5	64864833	64864842	+	0.000	0.000	Merged-chr5-64864889-25
NR29672--MA0741.1.KLF16	chr18	46917800	46917810	-	0.000	0.000	Merged-chr18-46917814-10
NR8719--MA0039.3.KLF4	chr10	128750442	128750452	-	0.000	0.000	Merged-chr10-128750381-16
NR17510--MA0657.1.KLF13	chr13	97205532	97205549	+	0.000	0.000	Merged-chr13-97205463-63
NR48761--MA0599.1.KLF5	chr5	100572397	100572406	-	0.000	0.000	Merged-chr5-100572278-24
NR31424--MA0599.1.KLF5	chr19	8984279	8984288	-	0.000	0.000	Merged-chr19-8984128-7
NR19047--MA1107.1.KLF9	chr14	36952971	36952983	+	0.000	0.000	Merged-chr14-36952927-121
NR52270--MA0599.1.KLF5	chr6	54096498	54096507	+	0.000	0.000	Merged-chr6-54096523-11
NR39439--MA1107.1.KLF9	chr3	84772121	84772133	-	0.000	0.000	Merged-chr3-84772067-31
NR57821--MA0741.1.KLF16	chr7	100448846	100448856	+	0.000	0.000	Merged-chr7-100448653-1
NR6374--MA1107.1.KLF9	chr10	78243966	78243978	-	0.000	0.000	Merged-chr10-78243898-1
NR53454--MA0599.1.KLF5	chr6	108630898	108630907	+	0.000	0.000	Merged-chr6-108631007-44
NR36654--MA0599.1.KLF5	chr2	144173864	144173873	-	0.000	0.000	Merged-chr2-144174021-12
NR18987--MA0740.1.KLF14	chr14	33099380	33099393	+	0.000	0.000	Merged-chr14-33099452-34
NR47661--MA1107.1.KLF9	chr5	54111079	54111091	+	0.000	0.000	Merged-chr5-54110931-21
NR32651--MA0741.1.KLF16	chr19	56721991	56722001	-	0.000	0.000	Merged-chr19-56721958-31
NR16436--MA0740.1.KLF14	chr13	51776416	51776429	+	0.000	0.000	Merged-chr13-51776600-43
NR63941--MA0599.1.KLF5	chr9	44037384	44037393	-	0.000	0.000	Merged-chr9-44037294-17
NR32717--MA0741.1.KLF16	chr19	57343924	57343934	+	0.000	0.000	Merged-chr19-57344006-22
NR30749--MA0039.3.KLF4	chr18	80629046	80629056	+	0.000	0.000	Merged-chr18-80629168-11
NR58174--MA0742.1.Klf12	chr7	110202890	110202904	+	0.000	0.000	Merged-chr7-110202943-8
NR20154--MA0742.1.Klf12	chr14	76700943	76700957	-	0.000	0.000	Merged-chr14-76701003-15
NR19379--MA0493.1.Klf1	chr14	54146702	54146712	+	0.000	0.000	Merged-chr14-54146707-32
NR60324--MA0741.1.KLF16	chr8	25423550	25423560	+	0.000	0.000	Merged-chr8-25423506-11
NR25605--MA0493.1.Klf1	chr16	97462527	97462537	-	0.000	0.000	Merged-chr16-97462478-3
NR28315--MA0493.1.Klf1	chr17	74865014	74865024	-	0.000	0.000	Merged-chr17-74864979-18
NR3043--MA0740.1.KLF14	chr1	159812994	159813007	-	0.000	0.000	Merged-chr1-159812982-41
NR35989--MA0493.1.Klf1	chr2	122673094	122673104	+	0.000	0.000	Merged-chr2-122673136-39
NR34339--MA1107.1.KLF9	chr2	59513731	59513743	-	0.000	0.000	Merged-chr2-59513816-12
NR11906--MA0741.1.KLF16	chr11	101171558	101171568	-	0.000	0.000	Merged-chr11-101171521-37
NR35121--MA0599.1.KLF5	chr2	90581356	90581365	-	0.000	0.000	Merged-chr2-90581282-19
NR32150--MA0742.1.Klf12	chr19	42149846	42149860	+	0.000	0.000	Merged-chr19-42149753-11
NR27910--MA0493.1.Klf1	chr17	57126046	57126056	+	0.000	0.000	Merged-chr17-57126152-41
NR51795--MA0741.1.KLF16	chr6	34497751	34497761	-	0.000	0.000	Merged-chr6-34497714-15
NR15699--MA0039.3.KLF4	chr13	15982599	15982609	+	0.000	0.000	Merged-chr13-15982553-21
NR6902--MA0039.3.KLF4	chr10	83733821	83733831	-	0.000	0.000	Merged-chr10-83733897-13
NR42414--MA0741.1.KLF16	chr4	11900137	11900147	-	0.000	0.000	Merged-chr4-11900204-55
NR62496--MA0039.3.KLF4	chr8	116526104	116526114	+	0.000	0.000	Merged-chr8-116526092-12
NR53452--MA0657.1.KLF13	chr6	108630896	108630913	+	0.000	0.000	Merged-chr6-108631007-44
NR10614--MA0599.1.KLF5	chr11	73132361	73132370	+	0.000	0.000	Merged-chr11-73132319-6
NR7473--MA1107.1.KLF9	chr10	98776711	98776723	-	0.000	0.000	Merged-chr10-98776574-38
NR33179--MA0742.1.Klf12	chr2	17712687	17712701	+	0.000	0.000	Merged-chr2-17712795-10
NR13324--MA0599.1.KLF5	chr12	25216881	25216890	-	0.000	0.000	Merged-chr12-25216883-29
NR57215--MA0741.1.KLF16	chr7	80032535	80032545	+	0.000	0.000	Merged-chr7-80032517-2
NR5074--MA1107.1.KLF9	chr10	19594670	19594682	-	0.000	0.000	Merged-chr10-19594652-16
NR52278--MA0657.1.KLF13	chr6	54116480	54116497	+	0.000	0.000	Merged-chr6-54116572-22
NR11610--MA0742.1.Klf12	chr11	97146172	97146186	+	0.000	0.000	Merged-chr11-97146058-3
NR52449--MA0493.1.Klf1	chr6	61270505	61270515	+	0.000	0.000	Merged-chr6-61270558-8
NR10267--MA0740.1.KLF14	chr11	66961665	66961678	+	0.000	0.000	Merged-chr11-66961666-9
NR17557--MA1107.1.KLF9	chr13	98124605	98124617	+	0.000	0.000	Merged-chr13-98124541-43
NR29203--MA1107.1.KLF9	chr18	23733793	23733805	+	0.000	0.000	Merged-chr18-23733972-8
NR45165--MA0599.1.KLF5	chr4	133058025	133058034	+	0.000	0.000	Merged-chr4-133057911-45
NR62847--MA0599.1.KLF5	chr8	122678196	122678205	+	0.000	0.000	Merged-chr8-122678075-1
NR19976--MA0742.1.Klf12	chr14	73112608	73112622	-	0.000	0.000	Merged-chr14-73112682-7
NR33809--MA1107.1.KLF9	chr2	32493473	32493485	-	0.000	0.000	Merged-chr2-32493543-52
NR55722--MA0039.3.KLF4	chr7	24407305	24407315	+	0.000	0.000	Merged-chr7-24407263-37
NR53897--MA0493.1.Klf1	chr6	122270365	122270375	+	0.000	0.000	Merged-chr6-122270304-33
NR26919--MA0493.1.Klf1	chr17	32402084	32402094	+	0.000	0.000	Merged-chr17-32402116-14
NR24517--MA0741.1.KLF16	chr16	46027240	46027250	-	0.000	0.000	Merged-chr16-46027069-1,Merged-chr16-46027426-16
NR64485--MA0599.1.KLF5	chr9	62420134	62420143	-	0.000	0.000	Merged-chr9-62420075-10
NR6155--MA1107.1.KLF9	chr10	74823550	74823562	-	0.000	0.000	Merged-chr10-74823662-27
NR22263--MA0740.1.KLF14	chr15	78835206	78835219	-	0.000	0.000	Merged-chr15-78835387-37
NR9541--MA1107.1.KLF9	chr11	46454879	46454891	-	0.000	0.000	Merged-chr11-46454823-30
NR53759--MA0741.1.KLF16	chr6	119199105	119199115	+	0.000	0.000	Merged-chr6-119199024-52
NR30481--MA1107.1.KLF9	chr18	73816985	73816997	+	0.000	0.000	Merged-chr18-73816843-39
NR365--MA0493.1.Klf1	chr1	37286806	37286816	-	0.000	0.000	Merged-chr1-37286924-34
NR56034--MA0493.1.Klf1	chr7	28803042	28803052	+	0.000	0.000	Merged-chr7-28802927-28
NR43405--MA1107.1.KLF9	chr4	62630046	62630058	-	0.000	0.000	Merged-chr4-62630130-56
NR24564--MA1107.1.KLF9	chr16	49982434	49982446	-	0.000	0.000	Merged-chr16-49982447-38
NR2249--MA0599.1.KLF5	chr1	133801283	133801292	-	0.000	0.000	Merged-chr1-133801271-79
NR61299--MA0039.3.KLF4	chr8	77482258	77482268	+	0.000	0.000	Merged-chr8-77482121-16
NR49254--MA0741.1.KLF16	chr5	112483182	112483192	+	0.000	0.000	Merged-chr5-112483145-18
NR39493--MA1107.1.KLF9	chr3	87742761	87742773	+	0.000	0.000	Merged-chr3-87742894-18
NR33500--MA1107.1.KLF9	chr2	27487404	27487416	-	0.000	0.000	Merged-chr2-27487515-13
NR32154--MA0741.1.KLF16	chr19	42149847	42149857	+	0.000	0.000	Merged-chr19-42149753-11
NR23492--MA1107.1.KLF9	chr16	3962969	3962981	+	0.000	0.000	Merged-chr16-3962878-14
NR35802--MA0741.1.KLF16	chr2	118499667	118499677	+	0.000	0.000	Merged-chr2-118499587-16
NR15117--MA0741.1.KLF16	chr12	109446513	109446523	-	0.000	0.000	Merged-chr12-109446341-43
NR38269--MA1107.1.KLF9	chr2	178479330	178479342	-	0.000	0.000	Merged-chr2-178479240-1
NR29221--MA1107.1.KLF9	chr18	23828651	23828663	-	0.000	0.000	Merged-chr18-23828715-22
NR47563--MA1107.1.KLF9	chr5	43824747	43824759	-	0.000	0.000	Merged-chr5-43824623-50
NR42115--MA0599.1.KLF5	chr3	154628507	154628516	+	0.000	0.000	Merged-chr3-154628476-23
NR16812--MA1107.1.KLF9	chr13	63189528	63189540	-	0.000	0.000	Merged-chr13-63189715-33
NR36765--MA0741.1.KLF16	chr2	146198154	146198164	-	0.000	0.000	Merged-chr2-146198137-48
NR47998--MA0493.1.Klf1	chr5	72202164	72202174	+	0.000	0.000	Merged-chr5-72202096-40
NR39238--MA1107.1.KLF9	chr3	68784321	68784333	-	0.000	0.000	Merged-chr3-68784168-43
NR10935--MA0039.3.KLF4	chr11	79658787	79658797	-	0.000	0.000	Merged-chr11-79658610-54
NR11614--MA0741.1.KLF16	chr11	97146173	97146183	+	0.000	0.000	Merged-chr11-97146058-3
NR64484--MA1107.1.KLF9	chr9	62412491	62412503	+	0.000	0.000	Merged-chr9-62412387-14
NR63932--MA0741.1.KLF16	chr9	43785136	43785146	-	0.000	0.000	Merged-chr9-43784994-20
NR32540--MA1107.1.KLF9	chr19	53760461	53760473	-	0.000	0.000	Merged-chr19-53760542-10
NR57822--MA0742.1.Klf12	chr7	100449184	100449198	+	0.000	0.000	Merged-chr7-100449076-60
NR18450--MA1107.1.KLF9	chr13	119657283	119657295	+	0.000	0.000	Merged-chr13-119657260-10
NR24539--MA0742.1.Klf12	chr16	49854433	49854447	-	0.000	0.000	Merged-chr16-49854418-36
NR15226--MA0741.1.KLF16	chr12	111810006	111810016	+	0.000	0.000	Merged-chr12-111809959-15
NR4798--MA0741.1.KLF16	chr10	5448762	5448772	-	0.000	0.000	Merged-chr10-5448562-35
NR57542--MA0741.1.KLF16	chr7	90473779	90473789	+	0.000	0.000	Merged-chr7-90473655-8
NR35470--MA0493.1.Klf1	chr2	103703463	103703473	-	0.000	0.000	Merged-chr2-103703560-39
NR56620--MA1107.1.KLF9	chr7	45771292	45771304	-	0.000	0.000	Merged-chr7-45771241-24
NR46273--MA0599.1.KLF5	chr4	150995151	150995160	-	0.000	0.000	Merged-chr4-150995020-21
NR49189--MA0599.1.KLF5	chr5	112227387	112227396	+	0.000	0.000	Merged-chr5-112227442-20
NR50959--MA0493.1.Klf1	chr5	143976872	143976882	-	0.000	0.000	Merged-chr5-143976902-14
NR57823--MA0599.1.KLF5	chr7	100466455	100466464	+	0.000	0.000	Merged-chr7-100466615-10
NR14069--MA0493.1.Klf1	chr12	77130758	77130768	+	0.000	0.000	Merged-chr12-77130787-68
NR25413--MA0493.1.Klf1	chr16	93777383	93777393	+	0.000	0.000	Merged-chr16-93777222-1
NR42339--MA0599.1.KLF5	chr4	8913759	8913768	-	0.000	0.000	Merged-chr4-8913815-2
NR46385--MA0599.1.KLF5	chr4	152185553	152185562	-	0.000	0.000	Merged-chr4-152185660-92
NR32514--MA0493.1.Klf1	chr19	53277083	53277093	+	0.000	0.000	Merged-chr19-53277179-10
NR24331--MA0039.3.KLF4	chr16	35984019	35984029	-	0.000	0.000	Merged-chr16-35984000-4
NR14637--MA1107.1.KLF9	chr12	100992616	100992628	+	0.000	0.000	Merged-chr12-100992713-6
NR18294--MA0740.1.KLF14	chr13	113556697	113556710	+	0.000	0.000	Merged-chr13-113556743-10
NR18414--MA0039.3.KLF4	chr13	118383765	118383775	+	0.000	0.000	Merged-chr13-118383663-25
NR41271--MA0742.1.Klf12	chr3	136730173	136730187	-	0.000	0.000	Merged-chr3-136730222-15
NR52611--MA0599.1.KLF5	chr6	72410875	72410884	+	0.000	0.000	Merged-chr6-72410796-13
NR40499--MA0493.1.Klf1	chr3	115673895	115673905	-	0.000	0.000	Merged-chr3-115673863-61
NR40551--MA0741.1.KLF16	chr3	116434979	116434989	-	0.000	0.000	Merged-chr3-116434903-21
NR7712--MA0599.1.KLF5	chr10	111031824	111031833	+	0.000	0.000	Merged-chr10-111031729-43
NR25318--MA0740.1.KLF14	chr16	91588189	91588202	+	0.000	0.000	Merged-chr16-91588038-25
NR20105--MA0740.1.KLF14	chr14	75820045	75820058	-	0.000	0.000	Merged-chr14-75819905-19
NR54912--MA0741.1.KLF16	chr6	145256794	145256804	-	0.000	0.000	Merged-chr6-145256997-16
NR24225--MA0741.1.KLF16	chr16	32434127	32434137	+	0.000	0.000	Merged-chr16-32434269-25
NR53329--MA0493.1.Klf1	chr6	100879806	100879816	-	0.000	0.000	Merged-chr6-100879682-24
NR17995--MA0741.1.KLF16	chr13	108170105	108170115	+	0.000	0.000	Merged-chr13-108170237-20
NR35237--MA1107.1.KLF9	chr2	92243968	92243980	-	0.000	0.000	Merged-chr2-92243919-9
NR56031--MA0740.1.KLF14	chr7	28803042	28803055	+	0.000	0.000	Merged-chr7-28802927-28
NR45137--MA0039.3.KLF4	chr4	132808283	132808293	-	0.000	0.000	Merged-chr4-132808337-17
NR34254--MA0039.3.KLF4	chr2	53067448	53067458	-	0.000	0.000	Merged-chr2-53067376-9
NR2163--MA1107.1.KLF9	chr1	131161255	131161267	-	0.000	0.000	Merged-chr1-131161352-21
NR42340--MA0741.1.KLF16	chr4	8913758	8913768	-	0.000	0.000	Merged-chr4-8913815-2
NR13319--MA1107.1.KLF9	chr12	25092720	25092732	-	0.000	0.000	Merged-chr12-25092783-66
NR52093--MA0742.1.Klf12	chr6	48684494	48684508	-	0.000	0.000	Merged-chr6-48684465-16
NR18790--MA0039.3.KLF4	chr14	25421977	25421987	+	0.000	0.000	Merged-chr14-25421957-44
NR36206--MA1107.1.KLF9	chr2	129180044	129180056	-	0.000	0.000	Merged-chr2-129180074-1
NR25323--MA1107.1.KLF9	chr16	91588189	91588201	+	0.000	0.000	Merged-chr16-91588038-25
