#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval0.3-log2fc0.5_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval0.3-log2fc0.5_up.bed
NR1037--MA0501.1.MAF::NFE2	chr10	12978052	12978066	-	0.000	0.000	Merged-chr10-12977910-46
NR3053--MA0591.1.Bach1::Mafk	chr13	5890181	5890195	-	0.000	0.000	Merged-chr13-5890173-33
NR6683--MA0117.2.Mafb	chr2	90552034	90552045	-	0.000	0.000	Merged-chr2-90552172-12
NR12197--MA0117.2.Mafb	chr9	94945738	94945749	+	0.000	0.000	Merged-chr9-94945890-45
NR10744--MA0501.1.MAF::NFE2	chr7	84196453	84196467	+	0.000	0.000	Merged-chr7-84196453-50
NR1973--MA0501.1.MAF::NFE2	chr11	61564298	61564312	+	0.000	0.000	Merged-chr11-61564144-31
NR6104--MA0495.2.MAFF	chr19	33429569	33429589	-	0.000	0.000	Merged-chr19-33429713-40
NR4800--MA0089.1.MAFG::NFE2L1	chr16	50305353	50305358	-	0.000	0.000	Merged-chr16-50305396-32
NR10274--MA0089.1.MAFG::NFE2L1	chr6	140548147	140548152	+	0.000	0.000	Merged-chr6-140548189-34
NR10689--MA0117.2.Mafb	chr7	78721725	78721736	-	0.000	0.000	Merged-chr7-78721730-59
NR112--MA0495.2.MAFF	chr1	39196872	39196892	-	0.000	0.000	Merged-chr1-39196974-45
NR2561--MA0117.2.Mafb	chr12	26187583	26187594	-	0.000	0.000	Merged-chr12-26187652-24
NR6480--MA0495.2.MAFF	chr2	38548156	38548176	-	0.000	0.000	Merged-chr2-38548313-22
NR555--MA0501.1.MAF::NFE2	chr1	138952349	138952363	+	0.000	0.000	Merged-chr1-138952405-35
NR10361--MA0089.1.MAFG::NFE2L1	chr6	146081106	146081111	-	0.000	0.000	Merged-chr6-146081045-99
NR3596--MA0501.1.MAF::NFE2	chr13	112318425	112318439	+	0.000	0.000	Merged-chr13-112318352-37
NR2593--MA0501.1.MAF::NFE2	chr12	35534167	35534181	+	0.000	0.000	Merged-chr12-35534275-3
NR12352--MA0501.1.MAF::NFE2	chr9	118361134	118361148	-	0.000	0.000	Merged-chr9-118361138-26
NR7501--MA0591.1.Bach1::Mafk	chr3	16227583	16227597	+	0.000	0.000	Merged-chr3-16227487-10
NR226--MA0659.1.MAFG	chr1	64601371	64601391	+	0.000	0.000	Merged-chr1-64601532-28
NR9672--MA0089.1.MAFG::NFE2L1	chr6	37055249	37055254	+	0.000	0.000	Merged-chr6-37055038-92
NR11699--MA0591.1.Bach1::Mafk	chr8	125344035	125344049	+	0.000	0.000	Merged-chr8-125344095-45
NR4711--MA0089.1.MAFG::NFE2L1	chr16	31205968	31205973	+	0.000	0.000	Merged-chr16-31205914-4
NR7120--MA0659.1.MAFG	chr2	148537465	148537485	-	0.000	0.000	Merged-chr2-148537326-5
NR1255--MA0495.2.MAFF	chr10	60162722	60162742	-	0.000	0.000	Merged-chr10-60162645-38
NR11466--MA0501.1.MAF::NFE2	chr8	91545802	91545816	-	0.000	0.000	Merged-chr8-91545805-43
NR11697--MA0495.2.MAFF	chr8	125344032	125344052	-	0.000	0.000	Merged-chr8-125344095-45
NR1015--MA0117.2.Mafb	chr10	5448533	5448544	+	0.000	0.000	Merged-chr10-5448562-35
NR10479--MA0117.2.Mafb	chr7	19239705	19239716	+	0.000	0.000	Merged-chr7-19239613-31
NR6395--MA0089.1.MAFG::NFE2L1	chr2	25620596	25620601	-	0.000	0.000	Merged-chr2-25620603-21
NR799--MA0117.2.Mafb	chr1	179169976	179169987	-	0.000	0.000	Merged-chr1-179169843-56
NR1176--MA0501.1.MAF::NFE2	chr10	42962644	42962658	-	0.000	0.000	Merged-chr10-42962570-74
NR3752--MA0496.2.MAFK	chr14	33400262	33400280	-	0.000	0.000	Merged-chr14-33400156-27
NR365--MA0659.1.MAFG	chr1	92119341	92119361	-	0.000	0.000	Merged-chr1-92119439-48
NR1938--MA0089.1.MAFG::NFE2L1	chr11	54163129	54163134	+	0.000	0.000	Merged-chr11-54163174-10
NR10776--MA0089.1.MAFG::NFE2L1	chr7	97067531	97067536	-	0.000	0.000	Merged-chr7-97067401-28
NR3293--MA0591.1.Bach1::Mafk	chr13	58453732	58453746	-	0.000	0.000	Merged-chr13-58453789-10
NR5390--MA0496.2.MAFK	chr17	73810262	73810280	+	0.000	0.000	Merged-chr17-73810198-2
NR9206--MA0089.1.MAFG::NFE2L1	chr5	96825067	96825072	+	0.000	0.000	Merged-chr5-96825060-50
NR7575--MA0495.2.MAFF	chr3	55419474	55419494	-	0.000	0.000	Merged-chr3-55419547-37
NR6016--MA0089.1.MAFG::NFE2L1	chr19	16255497	16255502	+	0.000	0.000	Merged-chr19-16255427-25
NR6976--MA0591.1.Bach1::Mafk	chr2	132230562	132230576	-	0.000	0.000	Merged-chr2-132230330-32
NR1829--MA0591.1.Bach1::Mafk	chr11	32542361	32542375	-	0.000	0.000	Merged-chr11-32542195-1
NR4939--MA0089.1.MAFG::NFE2L1	chr16	89872268	89872273	+	0.000	0.000	Merged-chr16-89872318-26
NR9179--MA0117.2.Mafb	chr5	92963210	92963221	+	0.000	0.000	Merged-chr5-92963069-8
NR3594--MA0089.1.MAFG::NFE2L1	chr13	111655550	111655555	+	0.000	0.000	Merged-chr13-111655433-3
NR2174--MA0089.1.MAFG::NFE2L1	chr11	88132167	88132172	-	0.000	0.000	Merged-chr11-88132051-21
NR3152--MA0501.1.MAF::NFE2	chr13	33003652	33003666	+	0.000	0.000	Merged-chr13-33003757-27
NR4943--MA0501.1.MAF::NFE2	chr16	89974511	89974525	+	0.000	0.000	Merged-chr16-89974505-28
NR1689--MA0496.2.MAFK	chr10	127607205	127607223	-	0.000	0.000	Merged-chr10-127607308-16
NR12071--MA0501.1.MAF::NFE2	chr9	75541743	75541757	+	0.000	0.000	Merged-chr9-75541698-38
NR1547--MA0089.1.MAFG::NFE2L1	chr10	111214815	111214820	-	0.000	0.000	Merged-chr10-111214498-109
NR822--MA0659.1.MAFG	chr1	181157216	181157236	-	0.000	0.000	Merged-chr1-181157308-13
NR2135--MA0495.2.MAFF	chr11	83828747	83828767	+	0.000	0.000	Merged-chr11-83828814-21
NR2634--MA0501.1.MAF::NFE2	chr12	52644368	52644382	+	0.000	0.000	Merged-chr12-52644289-23
NR2081--MA0591.1.Bach1::Mafk	chr11	74973442	74973456	+	0.000	0.000	Merged-chr11-74973432-13
NR2459--MA0117.2.Mafb	chr11	120013376	120013387	+	0.000	0.000	Merged-chr11-120013327-19
NR8061--MA0089.1.MAFG::NFE2L1	chr3	152355557	152355562	+	0.000	0.000	Merged-chr3-152355609-21
NR8334--MA0495.2.MAFF	chr4	88079188	88079208	-	0.000	0.000	Merged-chr4-88079193-33
NR2360--MA0591.1.Bach1::Mafk	chr11	113009445	113009459	-	0.000	0.000	Merged-chr11-113009621-13
NR2137--MA0659.1.MAFG	chr11	83828747	83828767	+	0.000	0.000	Merged-chr11-83828814-21
NR10742--MA0495.2.MAFF	chr7	84196447	84196467	-	0.000	0.000	Merged-chr7-84196453-50
NR4885--MA0117.2.Mafb	chr16	70421351	70421362	+	0.000	0.000	Merged-chr16-70421204-38
NR1960--MA0117.2.Mafb	chr11	59293985	59293996	-	0.000	0.000	Merged-chr11-59293910-11
NR7374--MA0495.2.MAFF	chr2	172392428	172392448	+	0.000	0.000	Merged-chr2-172392373-19
NR7158--MA0089.1.MAFG::NFE2L1	chr2	150918919	150918924	-	0.000	0.000	Merged-chr2-150918832-31
NR2383--MA0117.2.Mafb	chr11	114883427	114883438	+	0.000	0.000	Merged-chr11-114883420-19
NR3999--MA0496.2.MAFK	chr14	87050400	87050418	+	0.000	0.000	Merged-chr14-87050365-8
NR4552--MA0591.1.Bach1::Mafk	chr15	100600093	100600107	-	0.000	0.000	Merged-chr15-100600141-58
NR11331--MA0501.1.MAF::NFE2	chr8	68674322	68674336	+	0.000	0.000	Merged-chr8-68674402-29
NR5502--MA0501.1.MAF::NFE2	chr17	87300509	87300523	+	0.000	0.000	Merged-chr17-87300519-3
NR5677--MA0089.1.MAFG::NFE2L1	chr18	41949350	41949355	+	0.000	0.000	Merged-chr18-41949316-38
NR7392--MA0495.2.MAFF	chr2	173452102	173452122	+	0.000	0.000	Merged-chr2-173452276-60
NR9634--MA0496.2.MAFK	chr6	29735987	29736005	-	0.000	0.000	Merged-chr6-29735888-24
NR12188--MA0591.1.Bach1::Mafk	chr9	93131714	93131728	-	0.000	0.000	Merged-chr9-93131866-17
NR685--MA0501.1.MAF::NFE2	chr1	162215974	162215988	-	0.000	0.000	Merged-chr1-162215888-4
NR11962--MA0495.2.MAFF	chr9	61187130	61187150	+	0.000	0.000	Merged-chr9-61187199-16
NR11424--MA0089.1.MAFG::NFE2L1	chr8	83740305	83740310	-	0.000	0.000	Merged-chr8-83740218-49
NR2610--MA0495.2.MAFF	chr12	40244074	40244094	+	0.000	0.000	Merged-chr12-40244001-31
NR368--MA0496.2.MAFK	chr1	92119342	92119360	-	0.000	0.000	Merged-chr1-92119439-48
NR2612--MA0659.1.MAFG	chr12	40244074	40244094	+	0.000	0.000	Merged-chr12-40244001-31
NR6962--MA0501.1.MAF::NFE2	chr2	130030038	130030052	-	0.000	0.000	Merged-chr2-130029976-28
NR2167--MA0495.2.MAFF	chr11	87724906	87724926	+	0.000	0.000	Merged-chr11-87724985-4
NR7156--MA0089.1.MAFG::NFE2L1	chr2	150910463	150910468	-	0.000	0.000	Merged-chr2-150910563-2
NR7869--MA0501.1.MAF::NFE2	chr3	123192159	123192173	+	0.000	0.000	Merged-chr3-123192207-28
NR3136--MA0495.2.MAFF	chr13	31505464	31505484	-	0.000	0.000	Merged-chr13-31505526-12
NR11853--MA0501.1.MAF::NFE2	chr9	35475640	35475654	-	0.000	0.000	Merged-chr9-35475679-27
NR9402--MA0089.1.MAFG::NFE2L1	chr5	124953214	124953219	+	0.000	0.000	Merged-chr5-124953215-25
NR4668--MA0501.1.MAF::NFE2	chr16	22794961	22794975	+	0.000	0.000	Merged-chr16-22794765-7
NR4544--MA0089.1.MAFG::NFE2L1	chr15	100189188	100189193	+	0.000	0.000	Merged-chr15-100189073-42
NR9956--MA0501.1.MAF::NFE2	chr6	100314332	100314346	-	0.000	0.000	Merged-chr6-100314409-23
NR7273--MA0591.1.Bach1::Mafk	chr2	166035997	166036011	+	0.000	0.000	Merged-chr2-166035871-23
NR5473--MA0089.1.MAFG::NFE2L1	chr17	84635862	84635867	-	0.000	0.000	Merged-chr17-84635720-1
NR7970--MA0495.2.MAFF	chr3	142533310	142533330	-	0.000	0.000	Merged-chr3-142533345-44
NR5752--MA0501.1.MAF::NFE2	chr18	61626446	61626460	+	0.000	0.000	Merged-chr18-61626581-16
NR12125--MA0496.2.MAFK	chr9	83564271	83564289	-	0.000	0.000	Merged-chr9-83564254-44
NR4344--MA0117.2.Mafb	chr15	64173598	64173609	-	0.000	0.000	Merged-chr15-64173635-34
NR7919--MA0501.1.MAF::NFE2	chr3	133626798	133626812	-	0.000	0.000	Merged-chr3-133626779-42
NR11389--MA0501.1.MAF::NFE2	chr8	77376674	77376688	+	0.000	0.000	Merged-chr8-77376569-21
NR9919--MA0089.1.MAFG::NFE2L1	chr6	97447145	97447150	+	0.000	0.000	Merged-chr6-97447180-22
NR4470--MA0591.1.Bach1::Mafk	chr15	85477770	85477784	+	0.000	0.000	Merged-chr15-85477783-17
NR2616--MA0501.1.MAF::NFE2	chr12	41090047	41090061	+	0.000	0.000	Merged-chr12-41090116-16
NR597--MA0089.1.MAFG::NFE2L1	chr1	151236796	151236801	+	0.000	0.000	Merged-chr1-151236737-36
NR825--MA0496.2.MAFK	chr1	181157217	181157235	-	0.000	0.000	Merged-chr1-181157308-13
NR6791--MA0089.1.MAFG::NFE2L1	chr2	114059831	114059836	-	0.000	0.000	Merged-chr2-114059851-34
NR6548--MA0501.1.MAF::NFE2	chr2	52955277	52955291	+	0.000	0.000	Merged-chr2-52955279-28
NR3270--MA0496.2.MAFK	chr13	52915690	52915708	-	0.000	0.000	Merged-chr13-52915528-4
NR4922--MA0659.1.MAFG	chr16	84879329	84879349	-	0.000	0.000	Merged-chr16-84879378-33
NR2598--MA0089.1.MAFG::NFE2L1	chr12	36423453	36423458	-	0.000	0.000	Merged-chr12-36423339-1
NR4669--MA0496.2.MAFK	chr16	22794956	22794974	+	0.000	0.000	Merged-chr16-22794765-7
NR2396--MA0501.1.MAF::NFE2	chr11	115172982	115172996	+	0.000	0.000	Merged-chr11-115173098-6
NR5338--MA0501.1.MAF::NFE2	chr17	63362388	63362402	-	0.000	0.000	Merged-chr17-63362357-31
NR11824--MA0089.1.MAFG::NFE2L1	chr9	15104004	15104009	+	0.000	0.000	Merged-chr9-15103870-28
NR2993--MA0659.1.MAFG	chr12	116315653	116315673	+	0.000	0.000	Merged-chr12-116315725-53
NR10970--MA0089.1.MAFG::NFE2L1	chr7	117428880	117428885	-	0.000	0.000	Merged-chr7-117429043-56
NR7084--MA0495.2.MAFF	chr2	145804907	145804927	+	0.000	0.000	Merged-chr2-145804796-32
NR11311--MA0659.1.MAFG	chr8	54660905	54660925	-	0.000	0.000	Merged-chr8-54660891-16
NR8724--MA0591.1.Bach1::Mafk	chr4	144916724	144916738	+	0.000	0.000	Merged-chr4-144916675-7
NR1212--MA0495.2.MAFF	chr10	53346649	53346669	-	0.000	0.000	Merged-chr10-53346835-25
NR7469--MA0089.1.MAFG::NFE2L1	chr3	8971816	8971821	+	0.000	0.000	Merged-chr3-8971852-23
NR10653--MA0496.2.MAFK	chr7	73517588	73517606	-	0.000	0.000	Merged-chr7-73517689-25
NR554--MA0591.1.Bach1::Mafk	chr1	138952346	138952360	+	0.000	0.000	Merged-chr1-138952405-35
NR1943--MA0089.1.MAFG::NFE2L1	chr11	54237148	54237153	+	0.000	0.000	Merged-chr11-54237226-5
NR3056--MA0495.2.MAFF	chr13	6626710	6626730	+	0.000	0.000	Merged-chr13-6626818-32
NR11043--MA0591.1.Bach1::Mafk	chr7	126725177	126725191	-	0.000	0.000	Merged-chr7-126725257-13
NR11909--MA0501.1.MAF::NFE2	chr9	51961322	51961336	+	0.000	0.000	Merged-chr9-51961362-1
NR6547--MA0659.1.MAFG	chr2	52955271	52955291	-	0.000	0.000	Merged-chr2-52955279-28
NR1214--MA0659.1.MAFG	chr10	53346649	53346669	-	0.000	0.000	Merged-chr10-53346835-25
NR9426--MA0089.1.MAFG::NFE2L1	chr5	134304058	134304063	-	0.000	0.000	Merged-chr5-134304232-28
NR9999--MA0501.1.MAF::NFE2	chr6	108454700	108454714	+	0.000	0.000	Merged-chr6-108454895-45
NR9992--MA0089.1.MAFG::NFE2L1	chr6	107749923	107749928	-	0.000	0.000	Merged-chr6-107750047-3
NR4696--MA0496.2.MAFK	chr16	24854664	24854682	+	0.000	0.000	Merged-chr16-24854563-13
NR5482--MA0495.2.MAFF	chr17	86206502	86206522	+	0.000	0.000	Merged-chr17-86206449-38
NR2082--MA0496.2.MAFK	chr11	74973440	74973458	+	0.000	0.000	Merged-chr11-74973432-13
NR7995--MA0659.1.MAFG	chr3	144134643	144134663	-	0.000	0.000	Merged-chr3-144134560-2
NR5674--MA0496.2.MAFK	chr18	39877922	39877940	-	0.000	0.000	Merged-chr18-39877975-43
NR4386--MA0591.1.Bach1::Mafk	chr15	73318870	73318884	-	0.000	0.000	Merged-chr15-73318798-19
NR3151--MA0591.1.Bach1::Mafk	chr13	33003649	33003663	-	0.000	0.000	Merged-chr13-33003757-27
NR5093--MA0089.1.MAFG::NFE2L1	chr17	8305956	8305961	+	0.000	0.000	Merged-chr17-8305975-23
NR216--MA0089.1.MAFG::NFE2L1	chr1	61203263	61203268	-	0.000	0.000	Merged-chr1-61203375-24
NR10345--MA0591.1.Bach1::Mafk	chr6	145256833	145256847	+	0.000	0.000	Merged-chr6-145256997-16
NR1572--MA0117.2.Mafb	chr10	115332621	115332632	-	0.000	0.000	Merged-chr10-115332593-43
NR10459--MA0659.1.MAFG	chr7	16343735	16343755	-	0.000	0.000	Merged-chr7-16343810-22
NR4806--MA0117.2.Mafb	chr16	51691084	51691095	+	0.000	0.000	Merged-chr16-51690993-50
NR9890--MA0089.1.MAFG::NFE2L1	chr6	91156637	91156642	+	0.000	0.000	Merged-chr6-91156791-33
NR5021--MA0591.1.Bach1::Mafk	chr16	95893617	95893631	+	0.000	0.000	Merged-chr16-95893684-47
NR9918--MA0495.2.MAFF	chr6	97447130	97447150	-	0.000	0.000	Merged-chr6-97447180-22
NR9411--MA0089.1.MAFG::NFE2L1	chr5	125340799	125340804	+	0.000	0.000	Merged-chr5-125340767-86
NR5587--MA0117.2.Mafb	chr18	13787133	13787144	-	0.000	0.000	Merged-chr18-13787099-71
NR10692--MA0089.1.MAFG::NFE2L1	chr7	79190874	79190879	-	0.000	0.000	Merged-chr7-79190820-25
NR1219--MA0659.1.MAFG	chr10	53348580	53348600	-	0.000	0.000	Merged-chr10-53348557-41
NR5050--MA0659.1.MAFG	chr16	97442080	97442100	+	0.000	0.000	Merged-chr16-97442198-19
NR9337--MA0089.1.MAFG::NFE2L1	chr5	114024791	114024796	-	0.000	0.000	Merged-chr5-114024714-10
NR9172--MA0117.2.Mafb	chr5	92353787	92353798	-	0.000	0.000	Merged-chr5-92353751-46
NR7528--MA0495.2.MAFF	chr3	30952367	30952387	-	0.000	0.000	Merged-chr3-30952502-53
NR6386--MA0591.1.Bach1::Mafk	chr2	23006517	23006531	+	0.000	0.000	Merged-chr2-23006422-36
NR7567--MA0089.1.MAFG::NFE2L1	chr3	52791171	52791176	-	0.000	0.000	Merged-chr3-52791161-46
NR10461--MA0496.2.MAFK	chr7	16343736	16343754	+	0.000	0.000	Merged-chr7-16343810-22
NR4936--MA0117.2.Mafb	chr16	89835822	89835833	+	0.000	0.000	Merged-chr16-89835915-50
NR8174--MA0496.2.MAFK	chr4	32387816	32387834	+	0.000	0.000	Merged-chr4-32387941-10
NR9611--MA0659.1.MAFG	chr6	22314618	22314638	-	0.000	0.000	Merged-chr6-22314730-22
NR11444--MA0089.1.MAFG::NFE2L1	chr8	86484982	86484987	-	0.000	0.000	Merged-chr8-86484982-16
NR5366--MA0501.1.MAF::NFE2	chr17	70746963	70746977	+	0.000	0.000	Merged-chr17-70746811-20
NR6106--MA0591.1.Bach1::Mafk	chr19	33429572	33429586	+	0.000	0.000	Merged-chr19-33429713-40
NR9148--MA0089.1.MAFG::NFE2L1	chr5	90612243	90612248	+	0.000	0.000	Merged-chr5-90612116-89
NR8199--MA0501.1.MAF::NFE2	chr4	41295746	41295760	+	0.000	0.000	Merged-chr4-41295781-15
NR1221--MA0496.2.MAFK	chr10	53348581	53348599	+	0.000	0.000	Merged-chr10-53348557-41
NR4551--MA0089.1.MAFG::NFE2L1	chr15	100600100	100600105	-	0.000	0.000	Merged-chr15-100600141-58
NR5351--MA0501.1.MAF::NFE2	chr17	65826440	65826454	+	0.000	0.000	Merged-chr17-65826425-32
NR3741--MA0496.2.MAFK	chr14	31368009	31368027	-	0.000	0.000	Merged-chr14-31367995-29
NR6912--MA0089.1.MAFG::NFE2L1	chr2	122380907	122380912	+	0.000	0.000	Merged-chr2-122381013-5
NR7465--MA0089.1.MAFG::NFE2L1	chr3	8718376	8718381	-	0.000	0.000	Merged-chr3-8718167-60
NR805--MA0089.1.MAFG::NFE2L1	chr1	179578778	179578783	-	0.000	0.000	Merged-chr1-179578897-31
NR4944--MA0501.1.MAF::NFE2	chr16	89974505	89974519	-	0.000	0.000	Merged-chr16-89974505-28
NR8972--MA0089.1.MAFG::NFE2L1	chr5	28382568	28382573	-	0.000	0.000	Merged-chr5-28382451-39
NR2013--MA0089.1.MAFG::NFE2L1	chr11	68447539	68447544	+	0.000	0.000	Merged-chr11-68447453-15
NR5418--MA0089.1.MAFG::NFE2L1	chr17	74864912	74864917	-	0.000	0.000	Merged-chr17-74864979-18
NR1904--MA0117.2.Mafb	chr11	49271586	49271597	+	0.000	0.000	Merged-chr11-49271409-24
NR1009--MA0659.1.MAFG	chr10	3238612	3238632	-	0.000	0.000	Merged-chr10-3238463-21
NR591--MA0089.1.MAFG::NFE2L1	chr1	147237318	147237323	+	0.000	0.000	Merged-chr1-147237183-6
NR4966--MA0495.2.MAFF	chr16	91545685	91545705	-	0.000	0.000	Merged-chr16-91545855-29
NR6111--MA0496.2.MAFK	chr19	33429570	33429588	+	0.000	0.000	Merged-chr19-33429713-40
NR5505--MA0089.1.MAFG::NFE2L1	chr17	87513843	87513848	-	0.000	0.000	Merged-chr17-87513976-28
NR8898--MA0089.1.MAFG::NFE2L1	chr5	10245992	10245997	-	0.000	0.000	Merged-chr5-10245943-14
NR6796--MA0496.2.MAFK	chr2	114059829	114059847	-	0.000	0.000	Merged-chr2-114059851-34
NR8106--MA0591.1.Bach1::Mafk	chr3	157802965	157802979	-	0.000	0.000	Merged-chr3-157802919-1
NR8419--MA0089.1.MAFG::NFE2L1	chr4	102981887	102981892	-	0.000	0.000	Merged-chr4-102981884-20
NR3822--MA0089.1.MAFG::NFE2L1	chr14	55745065	55745070	+	0.000	0.000	Merged-chr14-55745136-2
NR1011--MA0496.2.MAFK	chr10	3238613	3238631	+	0.000	0.000	Merged-chr10-3238463-21
NR9657--MA0501.1.MAF::NFE2	chr6	31495466	31495480	-	0.000	0.000	Merged-chr6-31495545-14
NR6382--MA0117.2.Mafb	chr2	19634169	19634180	-	0.000	0.000	Merged-chr2-19634112-21
NR4677--MA0089.1.MAFG::NFE2L1	chr16	23272310	23272315	+	0.000	0.000	Merged-chr16-23272438-10
NR859--MA0591.1.Bach1::Mafk	chr1	183052784	183052798	-	0.000	0.000	Merged-chr1-183052837-15
NR9401--MA0117.2.Mafb	chr5	124943817	124943828	+	0.000	0.000	Merged-chr5-124943788-2
NR484--MA0117.2.Mafb	chr1	127322598	127322609	+	0.000	0.000	Merged-chr1-127322582-29
NR225--MA0089.1.MAFG::NFE2L1	chr1	64301355	64301360	+	0.000	0.000	Merged-chr1-64301347-19
NR601--MA0089.1.MAFG::NFE2L1	chr1	151698037	151698042	+	0.000	0.000	Merged-chr1-151698105-31
NR9795--MA0591.1.Bach1::Mafk	chr6	67668207	67668221	+	0.000	0.000	Merged-chr6-67668321-12
NR5329--MA0089.1.MAFG::NFE2L1	chr17	56884950	56884955	-	0.000	0.000	Merged-chr17-56885050-19
NR6258--MA0089.1.MAFG::NFE2L1	chr19	58850844	58850849	+	0.000	0.000	Merged-chr19-58850860-26
NR1776--MA0089.1.MAFG::NFE2L1	chr11	11825896	11825901	+	0.000	0.000	Merged-chr11-11826008-38
NR1285--MA0089.1.MAFG::NFE2L1	chr10	67498177	67498182	+	0.000	0.000	Merged-chr10-67498312-2
NR1673--MA0591.1.Bach1::Mafk	chr10	124138701	124138715	-	0.000	0.000	Merged-chr10-124138683-21
NR12223--MA0117.2.Mafb	chr9	101249844	101249855	+	0.000	0.000	Merged-chr9-101249791-43
NR10990--MA0089.1.MAFG::NFE2L1	chr7	120934778	120934783	-	0.000	0.000	Merged-chr7-120934804-24
NR11179--MA0089.1.MAFG::NFE2L1	chr7	143625360	143625365	+	0.000	0.000	Merged-chr7-143625204-46
NR11555--MA0089.1.MAFG::NFE2L1	chr8	111527337	111527342	-	0.000	0.000	Merged-chr8-111527388-53
NR4662--MA0495.2.MAFF	chr16	22794955	22794975	+	0.000	0.000	Merged-chr16-22794765-7
NR10135--MA0089.1.MAFG::NFE2L1	chr6	125433759	125433764	+	0.000	0.000	Merged-chr6-125433874-28
NR9259--MA0089.1.MAFG::NFE2L1	chr5	103680584	103680589	-	0.000	0.000	Merged-chr5-103680526-14
NR9635--MA0089.1.MAFG::NFE2L1	chr6	29838691	29838696	-	0.000	0.000	Merged-chr6-29838666-29
NR4693--MA0591.1.Bach1::Mafk	chr16	24854666	24854680	+	0.000	0.000	Merged-chr16-24854563-13
NR9782--MA0659.1.MAFG	chr6	65765317	65765337	+	0.000	0.000	Merged-chr6-65765316-29
NR11857--MA0089.1.MAFG::NFE2L1	chr9	37244836	37244841	+	0.000	0.000	Merged-chr9-37244873-24
NR2528--MA0089.1.MAFG::NFE2L1	chr12	17511194	17511199	-	0.000	0.000	Merged-chr12-17511273-48
NR5053--MA0496.2.MAFK	chr16	97442081	97442099	+	0.000	0.000	Merged-chr16-97442198-19
NR2904--MA0089.1.MAFG::NFE2L1	chr12	110454620	110454625	-	0.000	0.000	Merged-chr12-110454424-31
NR1007--MA0591.1.Bach1::Mafk	chr10	3238615	3238629	-	0.000	0.000	Merged-chr10-3238463-21
NR1183--MA0089.1.MAFG::NFE2L1	chr10	44402219	44402224	+	0.000	0.000	Merged-chr10-44402226-5
NR4785--MA0659.1.MAFG	chr16	45310575	45310595	-	0.000	0.000	Merged-chr16-45310615-7
NR6027--MA0501.1.MAF::NFE2	chr19	17256650	17256664	+	0.000	0.000	Merged-chr19-17256835-48
NR5879--MA0501.1.MAF::NFE2	chr18	80980252	80980266	-	0.000	0.000	Merged-chr18-80980321-3
NR11805--MA0117.2.Mafb	chr9	14171987	14171998	-	0.000	0.000	Merged-chr9-14171965-37
NR10931--MA0591.1.Bach1::Mafk	chr7	115311006	115311020	-	0.000	0.000	Merged-chr7-115311049-7
NR7121--MA0496.2.MAFK	chr2	148537466	148537484	+	0.000	0.000	Merged-chr2-148537326-5
NR1137--MA0591.1.Bach1::Mafk	chr10	37321080	37321094	-	0.000	0.000	Merged-chr10-37320977-4
NR12371--MA0117.2.Mafb	chr9	120116469	120116480	+	0.000	0.000	Merged-chr9-120116499-4
NR7098--MA0089.1.MAFG::NFE2L1	chr2	146265178	146265183	-	0.000	0.000	Merged-chr2-146265229-24
NR2395--MA0659.1.MAFG	chr11	115172976	115172996	-	0.000	0.000	Merged-chr11-115173098-6
NR604--MA0591.1.Bach1::Mafk	chr1	152053410	152053424	+	0.000	0.000	Merged-chr1-152053412-31
NR9796--MA0501.1.MAF::NFE2	chr6	67668210	67668224	+	0.000	0.000	Merged-chr6-67668321-12
NR12328--MA0591.1.Bach1::Mafk	chr9	116283901	116283915	-	0.000	0.000	Merged-chr9-116283998-37
NR9169--MA0501.1.MAF::NFE2	chr5	92245625	92245639	-	0.000	0.000	Merged-chr5-92245649-42
NR1258--MA0496.2.MAFK	chr10	60162723	60162741	-	0.000	0.000	Merged-chr10-60162645-38
NR10610--MA0496.2.MAFK	chr7	58730409	58730427	-	0.000	0.000	Merged-chr7-58730426-6
NR4418--MA0117.2.Mafb	chr15	78515770	78515781	+	0.000	0.000	Merged-chr15-78515914-15
NR7776--MA0089.1.MAFG::NFE2L1	chr3	101651486	101651491	+	0.000	0.000	Merged-chr3-101651434-38
NR6356--MA0089.1.MAFG::NFE2L1	chr2	14992631	14992636	-	0.000	0.000	Merged-chr2-14992808-37
NR9431--MA0089.1.MAFG::NFE2L1	chr5	135115443	135115448	-	0.000	0.000	Merged-chr5-135115482-49
NR12330--MA0591.1.Bach1::Mafk	chr9	116319687	116319701	+	0.000	0.000	Merged-chr9-116319642-35
NR6732--MA0089.1.MAFG::NFE2L1	chr2	102701607	102701612	-	0.000	0.000	Merged-chr2-102701497-15
NR9794--MA0495.2.MAFF	chr6	67668204	67668224	-	0.000	0.000	Merged-chr6-67668321-12
NR6972--MA0591.1.Bach1::Mafk	chr2	131386615	131386629	+	0.000	0.000	Merged-chr2-131386542-16
