#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval0.3-log2fc0.5_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval0.3-log2fc0.5_up.bed
NR5746--MA0511.2.RUNX2	chr2	154754296	154754304	+	0.000	0.000	Merged-chr2-154754253-27
NR1860--MA0002.2.RUNX1	chr11	111056292	111056302	-	0.000	0.000	Merged-chr11-111056370-11
NR2571--MA0002.2.RUNX1	chr13	41774151	41774161	+	0.000	0.000	Merged-chr13-41774048-23
NR6997--MA0684.1.RUNX3	chr4	121231419	121231428	+	0.000	0.000	Merged-chr4-121231330-50
NR1069--MA0684.1.RUNX3	chr10	60162575	60162584	-	0.000	0.000	Merged-chr10-60162645-38
NR10049--MA0002.2.RUNX1	chr9	124146417	124146427	-	0.000	0.000	Merged-chr9-124146419-55
NR744--MA0002.2.RUNX1	chr1	180922600	180922610	+	0.000	0.000	Merged-chr1-180922382-17
NR8766--MA0002.2.RUNX1	chr7	88459937	88459947	+	0.000	0.000	Merged-chr7-88459917-15
NR1287--MA0684.1.RUNX3	chr10	95973385	95973394	-	0.000	0.000	Merged-chr10-95973477-5
NR7277--MA0511.2.RUNX2	chr5	22740148	22740156	+	0.000	0.000	Merged-chr5-22740212-9
NR125--MA0002.2.RUNX1	chr1	43766500	43766510	-	0.000	0.000	Merged-chr1-43766514-14
NR4787--MA0002.2.RUNX1	chr18	73648551	73648561	-	0.000	0.000	Merged-chr18-73648637-9
NR999--MA0511.2.RUNX2	chr10	39005776	39005784	+	0.000	0.000	Merged-chr10-39005753-18
NR982--MA0684.1.RUNX3	chr10	30537424	30537433	+	0.000	0.000	Merged-chr10-30537547-6
NR7386--MA0511.2.RUNX2	chr5	57719065	57719073	-	0.000	0.000	Merged-chr5-57718956-1
NR3199--MA0002.2.RUNX1	chr14	78474145	78474155	-	0.000	0.000	Merged-chr14-78474159-29
NR234--MA0002.2.RUNX1	chr1	71594452	71594462	-	0.000	0.000	Merged-chr1-71594444-22
NR7164--MA0684.1.RUNX3	chr4	148509632	148509641	-	0.000	0.000	Merged-chr4-148509676-49
NR6532--MA0511.2.RUNX2	chr3	148844474	148844482	+	0.000	0.000	Merged-chr3-148844306-23
NR9638--MA0684.1.RUNX3	chr9	48562592	48562601	-	0.000	0.000	Merged-chr9-48562670-30
NR8735--MA0511.2.RUNX2	chr7	80680396	80680404	-	0.000	0.000	Merged-chr7-80680474-47
NR5259--MA0002.2.RUNX1	chr2	29453882	29453892	+	0.000	0.000	Merged-chr2-29453953-15
NR4961--MA0511.2.RUNX2	chr19	21199930	21199938	-	0.000	0.000	Merged-chr19-21199898-12
NR4534--MA0684.1.RUNX3	chr18	11883342	11883351	-	0.000	0.000	Merged-chr18-11883419-27
NR10028--MA0002.2.RUNX1	chr9	120943830	120943840	+	0.000	0.000	Merged-chr9-120943869-18
NR124--MA0684.1.RUNX3	chr1	43403618	43403627	+	0.000	0.000	Merged-chr1-43403565-20
NR8997--MA0002.2.RUNX1	chr7	130448313	130448323	-	0.000	0.000	Merged-chr7-130448231-21
NR2963--MA0684.1.RUNX3	chr14	15011569	15011578	-	0.000	0.000	Merged-chr14-15011517-9
NR8649--MA0002.2.RUNX1	chr7	58181740	58181750	-	0.000	0.000	Merged-chr7-58181650-26
NR3055--MA0684.1.RUNX3	chr14	48246460	48246469	-	0.000	0.000	Merged-chr14-48246381-22
NR8711--MA0002.2.RUNX1	chr7	75596204	75596214	+	0.000	0.000	Merged-chr7-75596193-49
NR2423--MA0511.2.RUNX2	chr13	6652639	6652647	+	0.000	0.000	Merged-chr13-6652733-20
NR342--MA0684.1.RUNX3	chr1	94092013	94092022	-	0.000	0.000	Merged-chr1-94091974-43
NR4256--MA0002.2.RUNX1	chr17	42997955	42997965	+	0.000	0.000	Merged-chr17-42997897-25
NR2576--MA0002.2.RUNX1	chr13	43775229	43775239	+	0.000	0.000	Merged-chr13-43775108-65
NR865--MA0684.1.RUNX3	chr10	7041205	7041214	-	0.000	0.000	Merged-chr10-7041240-23
NR1279--MA0684.1.RUNX3	chr10	94334100	94334109	-	0.000	0.000	Merged-chr10-94333972-2
NR2704--MA0002.2.RUNX1	chr13	76858199	76858209	+	0.000	0.000	Merged-chr13-76858306-6
NR2956--MA0002.2.RUNX1	chr14	14294694	14294704	+	0.000	0.000	Merged-chr14-14294680-54
NR8601--MA0684.1.RUNX3	chr7	44528088	44528097	-	0.000	0.000	Merged-chr7-44527953-37
NR8519--MA0002.2.RUNX1	chr7	4949609	4949619	+	0.000	0.000	Merged-chr7-4949541-1
NR2323--MA0684.1.RUNX3	chr12	110701622	110701631	-	0.000	0.000	Merged-chr12-110701636-6
NR8691--MA0684.1.RUNX3	chr7	67911936	67911945	+	0.000	0.000	Merged-chr7-67912081-16
NR2717--MA0002.2.RUNX1	chr13	81705689	81705699	-	0.000	0.000	Merged-chr13-81705633-6
NR735--MA0684.1.RUNX3	chr1	179493151	179493160	+	0.000	0.000	Merged-chr1-179493163-27
NR4583--MA0002.2.RUNX1	chr18	32149482	32149492	+	0.000	0.000	Merged-chr18-32149405-13
NR4854--MA0002.2.RUNX1	chr18	83465305	83465315	+	0.000	0.000	Merged-chr18-83465273-18
NR2303--MA0002.2.RUNX1	chr12	107721104	107721114	+	0.000	0.000	Merged-chr12-107721179-46
NR4810--MA0511.2.RUNX2	chr18	77121745	77121753	+	0.000	0.000	Merged-chr18-77121790-35
NR444--MA0002.2.RUNX1	chr1	128399307	128399317	-	0.000	0.000	Merged-chr1-128399248-36
NR2555--MA0002.2.RUNX1	chr13	38949092	38949102	+	0.000	0.000	Merged-chr13-38949137-15
NR2492--MA0511.2.RUNX2	chr13	24866804	24866812	+	0.000	0.000	Merged-chr13-24866887-32
NR1953--MA0002.2.RUNX1	chr12	16165140	16165150	-	0.000	0.000	Merged-chr12-16165159-14
NR8260--MA0511.2.RUNX2	chr6	119509054	119509062	-	0.000	0.000	Merged-chr6-119509030-36
NR10238--MA0002.2.RUNX1	chrX	159828383	159828393	-	0.000	0.000	Merged-chrX-159828290-35
NR7830--MA0002.2.RUNX1	chr5	150717959	150717969	-	0.000	0.000	Merged-chr5-150717955-23
NR6533--MA0684.1.RUNX3	chr3	148844474	148844483	+	0.000	0.000	Merged-chr3-148844306-23
NR936--MA0511.2.RUNX2	chr10	21504626	21504634	+	0.000	0.000	Merged-chr10-21504659-28
NR8670--MA0684.1.RUNX3	chr7	64005455	64005464	+	0.000	0.000	Merged-chr7-64005371-3
NR7118--MA0511.2.RUNX2	chr4	144916650	144916658	+	0.000	0.000	Merged-chr4-144916675-7
NR6513--MA0002.2.RUNX1	chr3	146045005	146045015	+	0.000	0.000	Merged-chr3-146045142-29
NR251--MA0511.2.RUNX2	chr1	78537715	78537723	+	0.000	0.000	Merged-chr1-78537773-101
NR9299--MA0002.2.RUNX1	chr8	77341124	77341134	-	0.000	0.000	Merged-chr8-77341017-10
NR7099--MA0511.2.RUNX2	chr4	139242158	139242166	-	0.000	0.000	Merged-chr4-139242159-17
NR2534--MA0002.2.RUNX1	chr13	34914836	34914846	+	0.000	0.000	Merged-chr13-34914852-26
NR2120--MA0002.2.RUNX1	chr12	76753078	76753088	-	0.000	0.000	Merged-chr12-76753055-50
NR8283--MA0002.2.RUNX1	chr6	121230099	121230109	-	0.000	0.000	Merged-chr6-121230042-8
NR2438--MA0002.2.RUNX1	chr13	9353969	9353979	+	0.000	0.000	Merged-chr13-9354010-25
NR7952--MA0002.2.RUNX1	chr6	49354750	49354760	+	0.000	0.000	Merged-chr6-49354722-8
NR4531--MA0511.2.RUNX2	chr18	11883355	11883363	-	0.000	0.000	Merged-chr18-11883419-27
NR8458--MA0002.2.RUNX1	chr6	144953072	144953082	-	0.000	0.000	Merged-chr6-144953133-29
NR4290--MA0684.1.RUNX3	chr17	47508151	47508160	+	0.000	0.000	Merged-chr17-47508113-61
NR1422--MA0002.2.RUNX1	chr10	121282663	121282673	+	0.000	0.000	Merged-chr10-121282719-28
NR168--MA0511.2.RUNX2	chr1	55630385	55630393	-	0.000	0.000	Merged-chr1-55630357-14
NR4479--MA0002.2.RUNX1	chr17	86872889	86872899	+	0.000	0.000	Merged-chr17-86872864-48
NR8173--MA0684.1.RUNX3	chr6	99811595	99811604	-	0.000	0.000	Merged-chr6-99811499-44
NR8567--MA0002.2.RUNX1	chr7	28423074	28423084	+	0.000	0.000	Merged-chr7-28423189-12
NR230--MA0511.2.RUNX2	chr1	71594393	71594401	+	0.000	0.000	Merged-chr1-71594444-22
NR896--MA0511.2.RUNX2	chr10	12824078	12824086	+	0.000	0.000	Merged-chr10-12823956-45
NR5398--MA0511.2.RUNX2	chr2	65871110	65871118	-	0.000	0.000	Merged-chr2-65871141-19
NR482--MA0511.2.RUNX2	chr1	135019149	135019157	+	0.000	0.000	Merged-chr1-135019182-17
NR277--MA0511.2.RUNX2	chr1	82819631	82819639	+	0.000	0.000	Merged-chr1-82819589-51
NR6873--MA0684.1.RUNX3	chr4	97657874	97657883	+	0.000	0.000	Merged-chr4-97657761-27
NR6397--MA0684.1.RUNX3	chr3	132863315	132863324	-	0.000	0.000	Merged-chr3-132863176-3
NR6996--MA0002.2.RUNX1	chr4	121231419	121231429	-	0.000	0.000	Merged-chr4-121231330-50
NR2437--MA0684.1.RUNX3	chr13	9203619	9203628	-	0.000	0.000	Merged-chr13-9203705-17
NR6681--MA0511.2.RUNX2	chr4	34429173	34429181	-	0.000	0.000	Merged-chr4-34429163-2
NR7822--MA0002.2.RUNX1	chr5	149368333	149368343	+	0.000	0.000	Merged-chr5-149368318-30
NR6747--MA0511.2.RUNX2	chr4	53826424	53826432	-	0.000	0.000	Merged-chr4-53826364-82
NR4796--MA0511.2.RUNX2	chr18	75374182	75374190	-	0.000	0.000	Merged-chr18-75374196-25
NR6777--MA0684.1.RUNX3	chr4	59275681	59275690	+	0.000	0.000	Merged-chr4-59275689-14
NR4283--MA0002.2.RUNX1	chr17	46848673	46848683	+	0.000	0.000	Merged-chr17-46848771-22
NR9340--MA0002.2.RUNX1	chr8	94240484	94240494	-	0.000	0.000	Merged-chr8-94240399-13
NR7660--MA0002.2.RUNX1	chr5	118601660	118601670	+	0.000	0.000	Merged-chr5-118601665-20
NR2083--MA0511.2.RUNX2	chr12	69863727	69863735	+	0.000	0.000	Merged-chr12-69863671-25
NR147--MA0511.2.RUNX2	chr1	52650256	52650264	-	0.000	0.000	Merged-chr1-52650227-37
NR319--MA0002.2.RUNX1	chr1	91755270	91755280	+	0.000	0.000	Merged-chr1-91755348-8
NR4587--MA0684.1.RUNX3	chr18	32192320	32192329	-	0.000	0.000	Merged-chr18-32192400-28
NR382--MA0684.1.RUNX3	chr1	105443391	105443400	+	0.000	0.000	Merged-chr1-105443622-43
NR5470--MA0002.2.RUNX1	chr2	79276549	79276559	-	0.000	0.000	Merged-chr2-79276460-24
NR6518--MA0002.2.RUNX1	chr3	146345378	146345388	+	0.000	0.000	Merged-chr3-146345390-35
NR2016--MA0002.2.RUNX1	chr12	34248929	34248939	-	0.000	0.000	Merged-chr12-34249045-49
NR6504--MA0684.1.RUNX3	chr3	145538099	145538108	+	0.000	0.000	Merged-chr3-145538069-30
NR4824--MA0684.1.RUNX3	chr18	79092884	79092893	-	0.000	0.000	Merged-chr18-79092831-54
NR6627--MA0002.2.RUNX1	chr4	11492627	11492637	+	0.000	0.000	Merged-chr4-11492586-1
NR2125--MA0002.2.RUNX1	chr12	76923257	76923267	+	0.000	0.000	Merged-chr12-76923289-32
NR1000--MA0002.2.RUNX1	chr10	39005776	39005786	-	0.000	0.000	Merged-chr10-39005753-18
NR8688--MA0684.1.RUNX3	chr7	67500545	67500554	-	0.000	0.000	Merged-chr7-67500556-27
NR5962--MA0511.2.RUNX2	chr3	21996142	21996150	-	0.000	0.000	Merged-chr3-21996009-51
NR126--MA0511.2.RUNX2	chr1	43768757	43768765	-	0.000	0.000	Merged-chr1-43768657-50
NR4437--MA0002.2.RUNX1	chr17	79817129	79817139	-	0.000	0.000	Merged-chr17-79817109-13
NR2429--MA0684.1.RUNX3	chr13	6688964	6688973	-	0.000	0.000	Merged-chr13-6689153-22
NR7543--MA0002.2.RUNX1	chr5	105010567	105010577	-	0.000	0.000	Merged-chr5-105010527-49
NR1090--MA0002.2.RUNX1	chr10	67065738	67065748	+	0.000	0.000	Merged-chr10-67065679-35
NR378--MA0511.2.RUNX2	chr1	105435212	105435220	-	0.000	0.000	Merged-chr1-105435161-34
NR10016--MA0511.2.RUNX2	chr9	119823983	119823991	+	0.000	0.000	Merged-chr9-119823942-29
NR2138--MA0002.2.RUNX1	chr12	80273210	80273220	-	0.000	0.000	Merged-chr12-80273315-49
NR156--MA0684.1.RUNX3	chr1	54279844	54279853	-	0.000	0.000	Merged-chr1-54279813-25
NR6498--MA0684.1.RUNX3	chr3	145538007	145538016	+	0.000	0.000	Merged-chr3-145538069-30
NR1741--MA0002.2.RUNX1	chr11	85407856	85407866	+	0.000	0.000	Merged-chr11-85407928-27
NR2124--MA0684.1.RUNX3	chr12	76853982	76853991	-	0.000	0.000	Merged-chr12-76853895-20
NR2247--MA0002.2.RUNX1	chr12	99322169	99322179	-	0.000	0.000	Merged-chr12-99322326-28
NR3821--MA0684.1.RUNX3	chr16	31683859	31683868	-	0.000	0.000	Merged-chr16-31683796-20
NR388--MA0002.2.RUNX1	chr1	106268547	106268557	+	0.000	0.000	Merged-chr1-106268464-31
NR122--MA0684.1.RUNX3	chr1	43207414	43207423	+	0.000	0.000	Merged-chr1-43207362-30
NR6587--MA0002.2.RUNX1	chr3	157617157	157617167	+	0.000	0.000	Merged-chr3-157617038-24
NR1374--MA0002.2.RUNX1	chr10	118090064	118090074	-	0.000	0.000	Merged-chr10-118090052-13
NR8001--MA0684.1.RUNX3	chr6	65141051	65141060	-	0.000	0.000	Merged-chr6-65140933-63
NR5462--MA0002.2.RUNX1	chr2	76406572	76406582	-	0.000	0.000	Merged-chr2-76406847-76
NR6239--MA0002.2.RUNX1	chr3	101884383	101884393	-	0.000	0.000	Merged-chr3-101884248-30
NR5862--MA0684.1.RUNX3	chr2	172977498	172977507	+	0.000	0.000	Merged-chr2-172977593-131
NR897--MA0684.1.RUNX3	chr10	12824078	12824087	+	0.000	0.000	Merged-chr10-12823956-45
NR8253--MA0684.1.RUNX3	chr6	118621847	118621856	-	0.000	0.000	Merged-chr6-118621968-6
NR5985--MA0002.2.RUNX1	chr3	30930037	30930047	-	0.000	0.000	Merged-chr3-30930063-19
NR4515--MA0511.2.RUNX2	chr18	6106732	6106740	+	0.000	0.000	Merged-chr18-6106813-28
NR8633--MA0684.1.RUNX3	chr7	51621951	51621960	+	0.000	0.000	Merged-chr7-51621902-16
NR9311--MA0002.2.RUNX1	chr8	79534571	79534581	+	0.000	0.000	Merged-chr8-79534488-18
NR3400--MA0002.2.RUNX1	chr15	28021819	28021829	-	0.000	0.000	Merged-chr15-28021766-8
NR4654--MA0684.1.RUNX3	chr18	49721779	49721788	+	0.000	0.000	Merged-chr18-49721855-41
NR8759--MA0511.2.RUNX2	chr7	84740072	84740080	-	0.000	0.000	Merged-chr7-84740151-41
NR2749--MA0002.2.RUNX1	chr13	89889237	89889247	-	0.000	0.000	Merged-chr13-89889254-28
NR1723--MA0511.2.RUNX2	chr11	80484436	80484444	-	0.000	0.000	Merged-chr11-80484398-4
NR9771--MA0511.2.RUNX2	chr9	80313776	80313784	-	0.000	0.000	Merged-chr9-80313733-27
NR5540--MA0511.2.RUNX2	chr2	103652251	103652259	-	0.000	0.000	Merged-chr2-103652335-51
NR8868--MA0511.2.RUNX2	chr7	112180310	112180318	-	0.000	0.000	Merged-chr7-112180328-30
NR4637--MA0511.2.RUNX2	chr18	39758461	39758469	+	0.000	0.000	Merged-chr18-39758407-11
NR1561--MA0511.2.RUNX2	chr11	31999989	31999997	+	0.000	0.000	Merged-chr11-32000120-91
NR4223--MA0511.2.RUNX2	chr17	30363571	30363579	-	0.000	0.000	Merged-chr17-30363504-27
NR3413--MA0002.2.RUNX1	chr15	31649791	31649801	+	0.000	0.000	Merged-chr15-31649789-27
NR8106--MA0511.2.RUNX2	chr6	90782604	90782612	+	0.000	0.000	Merged-chr6-90782586-39
NR4524--MA0684.1.RUNX3	chr18	10154729	10154738	-	0.000	0.000	Merged-chr18-10154788-16
NR1941--MA0511.2.RUNX2	chr12	8847370	8847378	-	0.000	0.000	Merged-chr12-8847092-48
NR8070--MA0684.1.RUNX3	chr6	83096108	83096117	+	0.000	0.000	Merged-chr6-83096074-55
NR2619--MA0002.2.RUNX1	chr13	55255485	55255495	+	0.000	0.000	Merged-chr13-55255412-37
NR1223--MA0002.2.RUNX1	chr10	86795037	86795047	+	0.000	0.000	Merged-chr10-86794881-42
NR9271--MA0002.2.RUNX1	chr8	70160137	70160147	+	0.000	0.000	Merged-chr8-70160118-32
NR9542--MA0002.2.RUNX1	chr9	15004571	15004581	+	0.000	0.000	Merged-chr9-15004523-21
NR1680--MA0002.2.RUNX1	chr11	73267422	73267432	+	0.000	0.000	Merged-chr11-73267242-14
NR5933--MA0511.2.RUNX2	chr3	16227503	16227511	-	0.000	0.000	Merged-chr3-16227487-10
NR7991--MA0684.1.RUNX3	chr6	60940542	60940551	+	0.000	0.000	Merged-chr6-60940563-22
NR6422--MA0684.1.RUNX3	chr3	135629097	135629106	+	0.000	0.000	Merged-chr3-135628984-19
NR1998--MA0002.2.RUNX1	chr12	26057915	26057925	-	0.000	0.000	Merged-chr12-26057851-43
NR7100--MA0002.2.RUNX1	chr4	139242139	139242149	+	0.000	0.000	Merged-chr4-139242159-17
NR8625--MA0684.1.RUNX3	chr7	49364549	49364558	+	0.000	0.000	Merged-chr7-49364720-42
NR8477--MA0002.2.RUNX1	chr6	145980992	145981002	+	0.000	0.000	Merged-chr6-145981176-43
NR4123--MA0684.1.RUNX3	chr17	7164084	7164093	-	0.000	0.000	Merged-chr17-7164154-31
NR9969--MA0002.2.RUNX1	chr9	115088474	115088484	-	0.000	0.000	Merged-chr9-115088492-13
NR379--MA0684.1.RUNX3	chr1	105435211	105435220	-	0.000	0.000	Merged-chr1-105435161-34
NR3787--MA0002.2.RUNX1	chr16	22640015	22640025	-	0.000	0.000	Merged-chr16-22640032-11
NR9760--MA0002.2.RUNX1	chr9	77592576	77592586	+	0.000	0.000	Merged-chr9-77592652-18
NR4498--MA0002.2.RUNX1	chr17	88429221	88429231	+	0.000	0.000	Merged-chr17-88429158-10
NR8463--MA0684.1.RUNX3	chr6	144962172	144962181	-	0.000	0.000	Merged-chr6-144962023-22
NR4725--MA0511.2.RUNX2	chr18	65297352	65297360	+	0.000	0.000	Merged-chr18-65297305-30
NR1570--MA0684.1.RUNX3	chr11	32486695	32486704	-	0.000	0.000	Merged-chr11-32486832-15
NR4977--MA0511.2.RUNX2	chr19	29261912	29261920	+	0.000	0.000	Merged-chr19-29261826-30
NR2155--MA0511.2.RUNX2	chr12	85177263	85177271	-	0.000	0.000	Merged-chr12-85177311-38
NR3896--MA0002.2.RUNX1	chr16	48594584	48594594	-	0.000	0.000	Merged-chr16-48594719-53
NR2426--MA0511.2.RUNX2	chr13	6688972	6688980	-	0.000	0.000	Merged-chr13-6689153-22
NR9812--MA0684.1.RUNX3	chr9	85680203	85680212	-	0.000	0.000	Merged-chr9-85680180-31
NR1616--MA0002.2.RUNX1	chr11	54153013	54153023	+	0.000	0.000	Merged-chr11-54152969-5
NR9393--MA0002.2.RUNX1	chr8	114264133	114264143	+	0.000	0.000	Merged-chr8-114264109-12
NR4087--MA0511.2.RUNX2	chr16	97111599	97111607	+	0.000	0.000	Merged-chr16-97111615-1
NR8638--MA0684.1.RUNX3	chr7	55890219	55890228	-	0.000	0.000	Merged-chr7-55890160-26
NR6766--MA0511.2.RUNX2	chr4	57091492	57091500	+	0.000	0.000	Merged-chr4-57091525-28
NR7907--MA0002.2.RUNX1	chr6	38581834	38581844	+	0.000	0.000	Merged-chr6-38581914-20
NR1997--MA0684.1.RUNX3	chr12	25784513	25784522	+	0.000	0.000	Merged-chr12-25784585-45
NR6396--MA0002.2.RUNX1	chr3	132863314	132863324	+	0.000	0.000	Merged-chr3-132863176-3
NR7430--MA0511.2.RUNX2	chr5	73340419	73340427	-	0.000	0.000	Merged-chr5-73340408-13
NR7701--MA0511.2.RUNX2	chr5	124302983	124302991	+	0.000	0.000	Merged-chr5-124303032-6
NR4354--MA0684.1.RUNX3	chr17	62784252	62784261	+	0.000	0.000	Merged-chr17-62784192-42
NR9643--MA0002.2.RUNX1	chr9	50966604	50966614	-	0.000	0.000	Merged-chr9-50966454-25
NR6017--MA0511.2.RUNX2	chr3	51495783	51495791	-	0.000	0.000	Merged-chr3-51495816-13
NR4066--MA0511.2.RUNX2	chr16	94374362	94374370	-	0.000	0.000	Merged-chr16-94374445-4
NR9772--MA0684.1.RUNX3	chr9	80313775	80313784	-	0.000	0.000	Merged-chr9-80313733-27
NR2435--MA0684.1.RUNX3	chr13	9107230	9107239	-	0.000	0.000	Merged-chr13-9107382-45
NR7820--MA0002.2.RUNX1	chr5	149368243	149368253	+	0.000	0.000	Merged-chr5-149368318-30
NR3113--MA0002.2.RUNX1	chr14	63104030	63104040	-	0.000	0.000	Merged-chr14-63104126-25
NR4224--MA0684.1.RUNX3	chr17	30363570	30363579	-	0.000	0.000	Merged-chr17-30363504-27
NR8107--MA0684.1.RUNX3	chr6	90984209	90984218	+	0.000	0.000	Merged-chr6-90984346-4
NR5839--MA0002.2.RUNX1	chr2	169360519	169360529	-	0.000	0.000	Merged-chr2-169360551-6
NR4476--MA0684.1.RUNX3	chr17	86038397	86038406	+	0.000	0.000	Merged-chr17-86038391-20
NR1608--MA0002.2.RUNX1	chr11	52224161	52224171	-	0.000	0.000	Merged-chr11-52224357-50
NR9927--MA0002.2.RUNX1	chr9	108617515	108617525	+	0.000	0.000	Merged-chr9-108617434-16
NR9785--MA0684.1.RUNX3	chr9	80754780	80754789	-	0.000	0.000	Merged-chr9-80754738-24
NR9242--MA0002.2.RUNX1	chr8	61234559	61234569	+	0.000	0.000	Merged-chr8-61234542-15
NR3602--MA0002.2.RUNX1	chr15	83076228	83076238	+	0.000	0.000	Merged-chr15-83076168-47
NR5904--MA0511.2.RUNX2	chr3	9567028	9567036	+	0.000	0.000	Merged-chr3-9567055-14
NR4508--MA0684.1.RUNX3	chr17	93158627	93158636	-	0.000	0.000	Merged-chr17-93158612-24
NR9417--MA0002.2.RUNX1	chr8	117395352	117395362	+	0.000	0.000	Merged-chr8-117395323-13
NR7737--MA0002.2.RUNX1	chr5	134282794	134282804	+	0.000	0.000	Merged-chr5-134282688-60
NR8177--MA0002.2.RUNX1	chr6	100255528	100255538	-	0.000	0.000	Merged-chr6-100255672-12
NR9480--MA0684.1.RUNX3	chr8	125667472	125667481	-	0.000	0.000	Merged-chr8-125667402-39
NR3791--MA0511.2.RUNX2	chr16	23181796	23181804	-	0.000	0.000	Merged-chr16-23181616-66
NR3840--MA0684.1.RUNX3	chr16	35742396	35742405	-	0.000	0.000	Merged-chr16-35742622-74
NR2395--MA0684.1.RUNX3	chr12	117586385	117586394	-	0.000	0.000	Merged-chr12-117586270-30
NR1207--MA0002.2.RUNX1	chr10	84897547	84897557	-	0.000	0.000	Merged-chr10-84897526-62
NR3615--MA0002.2.RUNX1	chr15	84372841	84372851	+	0.000	0.000	Merged-chr15-84372915-18
NR4869--MA0684.1.RUNX3	chr18	84302688	84302697	+	0.000	0.000	Merged-chr18-84302803-33
NR1459--MA0002.2.RUNX1	chr10	128637206	128637216	+	0.000	0.000	Merged-chr10-128637070-78
NR5917--MA0511.2.RUNX2	chr3	10151851	10151859	-	0.000	0.000	Merged-chr3-10151750-17
NR7161--MA0002.2.RUNX1	chr4	148509631	148509641	+	0.000	0.000	Merged-chr4-148509676-49
NR1521--MA0002.2.RUNX1	chr11	16858836	16858846	+	0.000	0.000	Merged-chr11-16858803-1
NR6258--MA0002.2.RUNX1	chr3	104678928	104678938	-	0.000	0.000	Merged-chr3-104679005-14
NR9635--MA0002.2.RUNX1	chr9	48404003	48404013	-	0.000	0.000	Merged-chr9-48403880-28
NR7955--MA0002.2.RUNX1	chr6	50009527	50009537	+	0.000	0.000	Merged-chr6-50009459-48
NR3519--MA0002.2.RUNX1	chr15	59669846	59669856	+	0.000	0.000	Merged-chr15-59669905-17
NR2156--MA0684.1.RUNX3	chr12	85177262	85177271	-	0.000	0.000	Merged-chr12-85177311-38
NR7812--MA0002.2.RUNX1	chr5	148709295	148709305	-	0.000	0.000	Merged-chr5-148709171-35
NR10154--MA0002.2.RUNX1	chrX	77522909	77522919	+	0.000	0.000	Merged-chrX-77522857-17
NR9125--MA0002.2.RUNX1	chr8	9811411	9811421	-	0.000	0.000	Merged-chr8-9811294-16
NR1362--MA0511.2.RUNX2	chr10	117494385	117494393	-	0.000	0.000	Merged-chr10-117494286-56
NR9853--MA0002.2.RUNX1	chr9	92611076	92611086	+	0.000	0.000	Merged-chr9-92611125-19
NR8556--MA0684.1.RUNX3	chr7	24457834	24457843	+	0.000	0.000	Merged-chr7-24457903-49
NR5622--MA0002.2.RUNX1	chr2	128117811	128117821	+	0.000	0.000	Merged-chr2-128117807-36
NR329--MA0684.1.RUNX3	chr1	92371736	92371745	+	0.000	0.000	Merged-chr1-92371802-28
NR3200--MA0684.1.RUNX3	chr14	78474145	78474154	+	0.000	0.000	Merged-chr14-78474159-29
NR3052--MA0002.2.RUNX1	chr14	48236301	48236311	+	0.000	0.000	Merged-chr14-48236278-24
NR3674--MA0511.2.RUNX2	chr15	94565196	94565204	-	0.000	0.000	Merged-chr15-94565077-32
NR9486--MA0002.2.RUNX1	chr8	125871176	125871186	-	0.000	0.000	Merged-chr8-125871015-13
NR1567--MA0684.1.RUNX3	chr11	32138417	32138426	-	0.000	0.000	Merged-chr11-32138495-33
NR6952--MA0002.2.RUNX1	chr4	109274052	109274062	+	0.000	0.000	Merged-chr4-109273984-17
NR7663--MA0002.2.RUNX1	chr5	118678867	118678877	-	0.000	0.000	Merged-chr5-118678760-15
NR5734--MA0511.2.RUNX2	chr2	153336331	153336339	-	0.000	0.000	Merged-chr2-153336329-40
NR7315--MA0002.2.RUNX1	chr5	31964050	31964060	+	0.000	0.000	Merged-chr5-31963887-11
NR9551--MA0511.2.RUNX2	chr9	20765500	20765508	-	0.000	0.000	Merged-chr9-20765445-35
NR8648--MA0511.2.RUNX2	chr7	58181740	58181748	+	0.000	0.000	Merged-chr7-58181650-26
NR7296--MA0002.2.RUNX1	chr5	25092799	25092809	-	0.000	0.000	Merged-chr5-25092896-11
NR1070--MA0511.2.RUNX2	chr10	60162675	60162683	-	0.000	0.000	Merged-chr10-60162645-38
NR9660--MA0511.2.RUNX2	chr9	53854919	53854927	+	0.000	0.000	Merged-chr9-53854971-17
NR3941--MA0684.1.RUNX3	chr16	57495697	57495706	-	0.000	0.000	Merged-chr16-57495758-66
NR5744--MA0002.2.RUNX1	chr2	154754252	154754262	+	0.000	0.000	Merged-chr2-154754253-27
NR3859--MA0002.2.RUNX1	chr16	42907565	42907575	+	0.000	0.000	Merged-chr16-42907502-34
NR6822--MA0002.2.RUNX1	chr4	84118723	84118733	+	0.000	0.000	Merged-chr4-84118627-8
NR3401--MA0511.2.RUNX2	chr15	28081354	28081362	+	0.000	0.000	Merged-chr15-28081319-36
