#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1-pval0.3-log2fc0.5_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1-pval0.3-log2fc0.5_dn.bed
NR21028--MA0039.3.KLF4	chr14	79236478	79236488	+	0.000	0.000	Merged-chr14-79236608-48
NR34916--MA0599.1.KLF5	chr2	26237438	26237447	+	0.000	0.000	Merged-chr2-26237317-65
NR34015--MA1107.1.KLF9	chr19	54115023	54115035	-	0.000	0.000	Merged-chr19-54115142-50
NR11133--MA0493.1.Klf1	chr11	82424780	82424790	-	0.000	0.000	Merged-chr11-82424845-7
NR19969--MA0599.1.KLF5	chr14	46578517	46578526	+	0.000	0.000	Merged-chr14-46578431-37
NR37244--MA0742.1.Klf12	chr2	118256754	118256768	+	0.000	0.000	Merged-chr2-118256887-65
NR8536--MA0741.1.KLF16	chr10	122047895	122047905	+	0.000	0.000	Merged-chr10-122047923-4
NR19064--MA0493.1.Klf1	chr13	113466826	113466836	+	0.000	0.000	Merged-chr13-113466791-29
NR2354--MA0741.1.KLF16	chr1	136117144	136117154	-	0.000	0.000	Merged-chr1-136117046-63
NR1282--MA0493.1.Klf1	chr1	78422500	78422510	+	0.000	0.000	Merged-chr1-78422740-38
NR66477--MA0741.1.KLF16	chr9	54501294	54501304	-	0.000	0.000	Merged-chr9-54501243-1
NR21624--MA1107.1.KLF9	chr14	118700616	118700628	+	0.000	0.000	Merged-chr14-118700795-2
NR15713--MA0741.1.KLF16	chr12	111406895	111406905	+	0.000	0.000	Merged-chr12-111406868-16
NR802--MA0493.1.Klf1	chr1	58304558	58304568	-	0.000	0.000	Merged-chr1-58304515-8
NR17579--MA0599.1.KLF5	chr13	73265752	73265761	+	0.000	0.000	Merged-chr13-73265684-17
NR66089--MA1107.1.KLF9	chr9	40746881	40746893	+	0.000	0.000	Merged-chr9-40746987-16
NR1838--MA0599.1.KLF5	chr1	118627897	118627906	+	0.000	0.000	Merged-chr1-118628003-42
NR45238--MA0039.3.KLF4	chr4	63374450	63374460	-	0.000	0.000	Merged-chr4-63374421-2
NR44096--MA0599.1.KLF5	chr4	6941241	6941250	+	0.000	0.000	Merged-chr4-6941109-33
NR13210--MA0493.1.Klf1	chr11	120581252	120581262	-	0.000	0.000	Merged-chr11-120581105-4
NR55111--MA0741.1.KLF16	chr6	98609336	98609346	+	0.000	0.000	Merged-chr6-98609321-36
NR7136--MA1107.1.KLF9	chr10	83898173	83898185	+	0.000	0.000	Merged-chr10-83898059-2
NR65251--MA0599.1.KLF5	chr8	124434605	124434614	+	0.000	0.000	Merged-chr8-124434522-47
NR5086--MA1107.1.KLF9	chr10	13446829	13446841	-	0.000	0.000	Merged-chr10-13446841-15
NR60687--MA1107.1.KLF9	chr7	112679301	112679313	+	0.000	0.000	Merged-chr7-112679423-49
NR59118--MA0740.1.KLF14	chr7	49246033	49246046	+	0.000	0.000	Merged-chr7-49246156-57
NR25309--MA0599.1.KLF5	chr16	30722532	30722541	-	0.000	0.000	Merged-chr16-30722513-29
NR40049--MA1107.1.KLF9	chr3	9500015	9500027	-	0.000	0.000	Merged-chr3-9499976-58
NR62187--MA0493.1.Klf1	chr8	3221121	3221131	+	0.000	0.000	Merged-chr8-3221344-66
NR41177--MA0741.1.KLF16	chr3	86915462	86915472	-	0.000	0.000	Merged-chr3-86915418-7
NR30830--MA0599.1.KLF5	chr18	43493012	43493021	-	0.000	0.000	Merged-chr18-43493033-11
NR60151--MA0599.1.KLF5	chr7	99267465	99267474	-	0.000	0.000	Merged-chr7-99267525-22
NR62407--MA0599.1.KLF5	chr8	13200678	13200687	-	0.000	0.000	Merged-chr8-13200567-28
NR70041--MA0039.3.KLF4	chrX	99136008	99136018	-	0.000	0.000	Merged-chrX-99136067-62
NR6082--MA1107.1.KLF9	chr10	67891358	67891370	+	0.000	0.000	Merged-chr10-67891340-18
NR50035--MA0740.1.KLF14	chr5	86783215	86783228	+	0.000	0.000	Merged-chr5-86783243-43
NR7318--MA0657.1.KLF13	chr10	88875135	88875152	-	0.000	0.000	Merged-chr10-88875114-36
NR12698--MA0493.1.Klf1	chr11	114219808	114219818	+	0.000	0.000	Merged-chr11-114219775-1
NR56945--MA0740.1.KLF14	chr6	142507958	142507971	-	0.000	0.000	Merged-chr6-142507875-63
NR23052--MA1107.1.KLF9	chr15	74538492	74538504	-	0.000	0.000	Merged-chr15-74538442-18
NR45970--MA0657.1.KLF13	chr4	107434696	107434713	-	0.000	0.000	Merged-chr4-107434749-32
NR52614--MA0599.1.KLF5	chr5	140951974	140951983	+	0.000	0.000	Merged-chr5-140952028-23
NR25799--MA0740.1.KLF14	chr16	58465451	58465464	+	0.000	0.000	Merged-chr16-58465503-54
NR22881--MA0599.1.KLF5	chr15	64163724	64163733	-	0.000	0.000	Merged-chr15-64163684-42
NR52695--MA0740.1.KLF14	chr5	142551114	142551127	-	0.000	0.000	Merged-chr5-142551043-31
NR49528--MA0741.1.KLF16	chr5	64230288	64230298	+	0.000	0.000	Merged-chr5-64230393-49
NR25313--MA0493.1.Klf1	chr16	31035494	31035504	-	0.000	0.000	Merged-chr16-31035448-26
NR60178--MA0741.1.KLF16	chr7	99795660	99795670	+	0.000	0.000	Merged-chr7-99795499-24
NR52183--MA1107.1.KLF9	chr5	135780572	135780584	-	0.000	0.000	Merged-chr5-135780527-18
NR50407--MA0493.1.Klf1	chr5	99728343	99728353	-	0.000	0.000	Merged-chr5-99728250-10
NR11965--MA0741.1.KLF16	chr11	100397824	100397834	+	0.000	0.000	Merged-chr11-100397787-45
NR45754--MA0741.1.KLF16	chr4	101217268	101217278	-	0.000	0.000	Merged-chr4-101217167-64
NR19580--MA0599.1.KLF5	chr14	21683001	21683010	-	0.000	0.000	Merged-chr14-21683018-22
NR11967--MA0599.1.KLF5	chr11	100397896	100397905	-	0.000	0.000	Merged-chr11-100397787-45
NR12697--MA0039.3.KLF4	chr11	114219810	114219820	+	0.000	0.000	Merged-chr11-114219775-1
NR65247--MA0599.1.KLF5	chr8	124434540	124434549	-	0.000	0.000	Merged-chr8-124434522-47
NR44754--MA0493.1.Klf1	chr4	45530838	45530848	+	0.000	0.000	Merged-chr4-45530813-118
NR34674--MA0741.1.KLF16	chr2	17597920	17597930	-	0.000	0.000	Merged-chr2-17597899-18
NR14574--MA0599.1.KLF5	chr12	80069209	80069218	-	0.000	0.000	Merged-chr12-80069261-23
NR11203--MA0741.1.KLF16	chr11	83785615	83785625	-	0.000	0.000	Merged-chr11-83785542-9
NR68258--MA0741.1.KLF16	chr9	105683528	105683538	-	0.000	0.000	Merged-chr9-105683443-1
NR60676--MA0742.1.Klf12	chr7	112679260	112679274	+	0.000	0.000	Merged-chr7-112679423-49
NR596--MA0741.1.KLF16	chr1	42953062	42953072	+	0.000	0.000	Merged-chr1-42953184-68
NR53802--MA0493.1.Klf1	chr6	37564052	37564062	+	0.000	0.000	Merged-chr6-37564158-19
NR51609--MA0493.1.Klf1	chr5	124961818	124961828	+	0.000	0.000	Merged-chr5-124961637-18
NR14480--MA0599.1.KLF5	chr12	76196204	76196213	+	0.000	0.000	Merged-chr12-76196138-3
NR30135--MA0039.3.KLF4	chr17	88668532	88668542	+	0.000	0.000	Merged-chr17-88668603-31
NR26680--MA1107.1.KLF9	chr16	95341507	95341519	+	0.000	0.000	Merged-chr16-95341696-48
NR49855--MA0741.1.KLF16	chr5	75143470	75143480	+	0.000	0.000	Merged-chr5-75143306-22
NR65562--MA0741.1.KLF16	chr9	8134484	8134494	-	0.000	0.000	Merged-chr9-8134379-62
NR40739--MA1107.1.KLF9	chr3	60128381	60128393	-	0.000	0.000	Merged-chr3-60128494-15
NR14487--MA0742.1.Klf12	chr12	76324803	76324817	+	0.000	0.000	Merged-chr12-76324931-27
NR39720--MA0039.3.KLF4	chr2	174566143	174566153	+	0.000	0.000	Merged-chr2-174566072-46
NR59119--MA0657.1.KLF13	chr7	49246032	49246049	+	0.000	0.000	Merged-chr7-49246156-57
NR53803--MA0741.1.KLF16	chr6	37564053	37564063	+	0.000	0.000	Merged-chr6-37564158-19
NR33686--MA0740.1.KLF14	chr19	44078470	44078483	+	0.000	0.000	Merged-chr19-44078434-18
NR60822--MA1107.1.KLF9	chr7	116484540	116484552	-	0.000	0.000	Merged-chr7-116484434-42
NR7975--MA0599.1.KLF5	chr10	111562800	111562809	+	0.000	0.000	Merged-chr10-111562842-26
NR64192--MA1107.1.KLF9	chr8	95154908	95154920	+	0.000	0.000	Merged-chr8-95154872-23
NR65170--MA1107.1.KLF9	chr8	123163073	123163085	+	0.000	0.000	Merged-chr8-123163099-40
NR40772--MA0741.1.KLF16	chr3	62338922	62338932	-	0.000	0.000	Merged-chr3-62339060-22
NR58649--MA0741.1.KLF16	chr7	34630506	34630516	-	0.000	0.000	Merged-chr7-34630517-24
NR43462--MA0039.3.KLF4	chr3	145942165	145942175	-	0.000	0.000	Merged-chr3-145942154-31
NR18199--MA0741.1.KLF16	chr13	98299066	98299076	+	0.000	0.000	Merged-chr13-98299222-33
NR50036--MA0657.1.KLF13	chr5	86783214	86783231	+	0.000	0.000	Merged-chr5-86783243-43
NR6442--MA0599.1.KLF5	chr10	76962207	76962216	-	0.000	0.000	Merged-chr10-76962071-59
NR22903--MA0742.1.Klf12	chr15	66285835	66285849	-	0.000	0.000	Merged-chr15-66285886-5
NR54467--MA0493.1.Klf1	chr6	71322741	71322751	+	0.000	0.000	Merged-chr6-71322825-41
NR16344--MA0740.1.KLF14	chr13	17993397	17993410	-	0.000	0.000	Merged-chr13-17993273-57
NR65556--MA0740.1.KLF14	chr9	8042872	8042885	-	0.000	0.000	Merged-chr9-8042887-59
NR25368--MA0599.1.KLF5	chr16	32516544	32516553	-	0.000	0.000	Merged-chr16-32516451-30
NR39413--MA0599.1.KLF5	chr2	168741484	168741493	+	0.000	0.000	Merged-chr2-168741453-11
NR36442--MA0741.1.KLF16	chr2	79124390	79124400	-	0.000	0.000	Merged-chr2-79124485-40
NR44768--MA0493.1.Klf1	chr4	45530892	45530902	+	0.000	0.000	Merged-chr4-45530813-118
NR21371--MA0599.1.KLF5	chr14	103620025	103620034	-	0.000	0.000	Merged-chr14-103620031-34
NR24081--MA0599.1.KLF5	chr15	94404234	94404243	+	0.000	0.000	Merged-chr15-94404282-43
NR28372--MA0741.1.KLF16	chr17	37028702	37028712	-	0.000	0.000	Merged-chr17-37028850-28
NR45657--MA0599.1.KLF5	chr4	97657693	97657702	+	0.000	0.000	Merged-chr4-97657761-27
NR6317--MA0599.1.KLF5	chr10	74967331	74967340	+	0.000	0.000	Merged-chr10-74967177-57
NR8531--MA0740.1.KLF14	chr10	122047888	122047901	+	0.000	0.000	Merged-chr10-122047923-4
NR66318--MA0741.1.KLF16	chr9	47530158	47530168	+	0.000	0.000	Merged-chr9-47530154-53
NR50483--MA1107.1.KLF9	chr5	100916656	100916668	-	0.000	0.000	Merged-chr5-100916697-39
NR59823--MA0599.1.KLF5	chr7	84605956	84605965	+	0.000	0.000	Merged-chr7-84605972-68
NR543--MA1107.1.KLF9	chr1	39954920	39954932	-	0.000	0.000	Merged-chr1-39954782-26
NR38483--MA0741.1.KLF16	chr2	151748514	151748524	-	0.000	0.000	Merged-chr2-151748481-30
NR39412--MA1107.1.KLF9	chr2	168741429	168741441	+	0.000	0.000	Merged-chr2-168741453-11
NR41987--MA0740.1.KLF14	chr3	105052970	105052983	+	0.000	0.000	Merged-chr3-105053022-65
NR16530--MA0493.1.Klf1	chr13	28959737	28959747	-	0.000	0.000	Merged-chr13-28959721-31
NR49438--MA1107.1.KLF9	chr5	53437811	53437823	+	0.000	0.000	Merged-chr5-53437793-20
NR38340--MA1107.1.KLF9	chr2	147832629	147832641	+	0.000	0.000	Merged-chr2-147832545-2
NR65166--MA1107.1.KLF9	chr8	123163065	123163077	+	0.000	0.000	Merged-chr8-123163099-40
NR68204--MA0599.1.KLF5	chr9	104373476	104373485	-	0.000	0.000	Merged-chr9-104373447-21
NR41301--MA1107.1.KLF9	chr3	89378430	89378442	-	0.000	0.000	Merged-chr3-89378543-26
NR43468--MA0493.1.Klf1	chr3	146039645	146039655	-	0.000	0.000	Merged-chr3-146039588-29
NR55618--MA0741.1.KLF16	chr6	115134918	115134928	+	0.000	0.000	Merged-chr6-115134991-29
NR70561--MA0741.1.KLF16	chrX	166239310	166239320	-	0.000	0.000	Merged-chrX-166239352-36
NR52305--MA1107.1.KLF9	chr5	137425541	137425553	+	0.000	0.000	Merged-chr5-137425710-17
NR34013--MA0741.1.KLF16	chr19	54115005	54115015	-	0.000	0.000	Merged-chr19-54115142-50
NR66476--MA0493.1.Klf1	chr9	54501301	54501311	-	0.000	0.000	Merged-chr9-54501243-1
NR57554--MA0599.1.KLF5	chr7	3290417	3290426	-	0.000	0.000	Merged-chr7-3290343-35
NR1540--MA0741.1.KLF16	chr1	89070319	89070329	+	0.000	0.000	Merged-chr1-89070221-114
NR6819--MA0741.1.KLF16	chr10	80629067	80629077	-	0.000	0.000	Merged-chr10-80629091-37
NR44343--MA0493.1.Klf1	chr4	32932231	32932241	-	0.000	0.000	Merged-chr4-32932259-41
NR70213--MA0741.1.KLF16	chrX	134963381	134963391	+	0.000	0.000	Merged-chrX-134963484-45
NR53753--MA1107.1.KLF9	chr6	34497703	34497715	-	0.000	0.000	Merged-chr6-34497714-15
NR33687--MA0657.1.KLF13	chr19	44078469	44078486	+	0.000	0.000	Merged-chr19-44078434-18
NR68577--MA0741.1.KLF16	chr9	110880112	110880122	+	0.000	0.000	Merged-chr9-110880207-47
NR31163--MA0039.3.KLF4	chr18	60625569	60625579	-	0.000	0.000	Merged-chr18-60625535-13
NR15405--MA0741.1.KLF16	chr12	105981752	105981762	-	0.000	0.000	Merged-chr12-105981568-18
NR1225--MA1107.1.KLF9	chr1	74807218	74807230	-	0.000	0.000	Merged-chr1-74806913-73
NR38336--MA1107.1.KLF9	chr2	147832621	147832633	+	0.000	0.000	Merged-chr2-147832545-2
NR70559--MA0599.1.KLF5	chrX	166239311	166239320	-	0.000	0.000	Merged-chrX-166239352-36
NR48268--MA1107.1.KLF9	chr4	154246626	154246638	-	0.000	0.000	Merged-chr4-154246608-23
NR50406--MA0742.1.Klf12	chr5	99728339	99728353	-	0.000	0.000	Merged-chr5-99728250-10
NR5912--MA0493.1.Klf1	chr10	60305570	60305580	+	0.000	0.000	Merged-chr10-60305430-32
NR63710--MA0741.1.KLF16	chr8	81881728	81881738	+	0.000	0.000	Merged-chr8-81881786-34
NR45237--MA0599.1.KLF5	chr4	63374452	63374461	-	0.000	0.000	Merged-chr4-63374421-2
NR61520--MA0741.1.KLF16	chr7	132317313	132317323	+	0.000	0.000	Merged-chr7-132317352-2
NR37157--MA1107.1.KLF9	chr2	115856206	115856218	+	0.000	0.000	Merged-chr2-115856078-28
NR25158--MA0493.1.Klf1	chr16	21204698	21204708	-	0.000	0.000	Merged-chr16-21204669-33
NR35680--MA1107.1.KLF9	chr2	50303433	50303445	+	0.000	0.000	Merged-chr2-50303497-2
NR38345--MA0741.1.KLF16	chr2	147832656	147832666	-	0.000	0.000	Merged-chr2-147832545-2
NR26381--MA0039.3.KLF4	chr16	90329847	90329857	+	0.000	0.000	Merged-chr16-90329904-1
NR24785--MA0599.1.KLF5	chr16	5030007	5030016	+	0.000	0.000	Merged-chr16-5030081-11
NR70040--MA0599.1.KLF5	chrX	99136010	99136019	-	0.000	0.000	Merged-chrX-99136067-62
NR70043--MA0741.1.KLF16	chrX	99136009	99136019	-	0.000	0.000	Merged-chrX-99136067-62
NR51606--MA0742.1.Klf12	chr5	124961818	124961832	+	0.000	0.000	Merged-chr5-124961637-18
NR54862--MA0493.1.Klf1	chr6	89008508	89008518	-	0.000	0.000	Merged-chr6-89008559-1
NR26807--MA1107.1.KLF9	chr16	97002527	97002539	+	0.000	0.000	Merged-chr16-97002537-1
NR60675--MA0740.1.KLF14	chr7	112679260	112679273	+	0.000	0.000	Merged-chr7-112679423-49
NR61804--MA0741.1.KLF16	chr7	139398840	139398850	-	0.000	0.000	Merged-chr7-139398663-1
NR23121--MA1107.1.KLF9	chr15	76208343	76208355	+	0.000	0.000	Merged-chr15-76208287-12
NR61864--MA1107.1.KLF9	chr7	140063398	140063410	-	0.000	0.000	Merged-chr7-140063234-12
NR16366--MA0599.1.KLF5	chr13	20140193	20140202	-	0.000	0.000	Merged-chr13-20140166-30
NR23762--MA0741.1.KLF16	chr15	86016264	86016274	+	0.000	0.000	Merged-chr15-86016177-43
NR40253--MA0493.1.Klf1	chr3	27984086	27984096	-	0.000	0.000	Merged-chr3-27984101-47
NR44334--MA0741.1.KLF16	chr4	32424687	32424697	-	0.000	0.000	Merged-chr4-32424580-38
NR4196--MA0493.1.Klf1	chr1	185613533	185613543	+	0.000	0.000	Merged-chr1-185613484-1
NR14486--MA0740.1.KLF14	chr12	76324803	76324816	+	0.000	0.000	Merged-chr12-76324931-27
NR8537--MA1107.1.KLF9	chr10	122047894	122047906	+	0.000	0.000	Merged-chr10-122047923-4
NR64110--MA0740.1.KLF14	chr8	93810528	93810541	+	0.000	0.000	Merged-chr8-93810346-59
NR19066--MA1107.1.KLF9	chr13	113466826	113466838	+	0.000	0.000	Merged-chr13-113466791-29
NR17353--MA0599.1.KLF5	chr13	63541775	63541784	+	0.000	0.000	Merged-chr13-63541673-31
NR51610--MA1107.1.KLF9	chr5	124961818	124961830	+	0.000	0.000	Merged-chr5-124961637-18
NR1284--MA1107.1.KLF9	chr1	78422500	78422512	+	0.000	0.000	Merged-chr1-78422740-38
NR22078--MA0741.1.KLF16	chr15	12375802	12375812	+	0.000	0.000	Merged-chr15-12375841-43
NR4195--MA0039.3.KLF4	chr1	185613535	185613545	+	0.000	0.000	Merged-chr1-185613484-1
NR16945--MA0741.1.KLF16	chr13	51391536	51391546	-	0.000	0.000	Merged-chr13-51391583-19
NR19065--MA0741.1.KLF16	chr13	113466827	113466837	+	0.000	0.000	Merged-chr13-113466791-29
NR804--MA1107.1.KLF9	chr1	58304556	58304568	-	0.000	0.000	Merged-chr1-58304515-8
NR46503--MA0741.1.KLF16	chr4	123342953	123342963	+	0.000	0.000	Merged-chr4-123342949-82
NR70036--MA0599.1.KLF5	chrX	99042586	99042595	-	0.000	0.000	Merged-chrX-99042663-22
NR65320--MA0493.1.Klf1	chr8	125558862	125558872	+	0.000	0.000	Merged-chr8-125558804-33
NR7125--MA1107.1.KLF9	chr10	83898133	83898145	+	0.000	0.000	Merged-chr10-83898059-2
NR56952--MA1107.1.KLF9	chr6	142659040	142659052	+	0.000	0.000	Merged-chr6-142659170-20
NR7640--MA0741.1.KLF16	chr10	98782186	98782196	+	0.000	0.000	Merged-chr10-98782064-50
NR22073--MA0599.1.KLF5	chr15	12375673	12375682	-	0.000	0.000	Merged-chr15-12375841-43
NR24888--MA0493.1.Klf1	chr16	10814915	10814925	+	0.000	0.000	Merged-chr16-10814720-1
NR49193--MA1107.1.KLF9	chr5	35893236	35893248	+	0.000	0.000	Merged-chr5-35893424-58
NR8140--MA0599.1.KLF5	chr10	117118630	117118639	-	0.000	0.000	Merged-chr10-117118585-40
NR40748--MA0741.1.KLF16	chr3	61002699	61002709	+	0.000	0.000	Merged-chr3-61002853-90
NR44770--MA0741.1.KLF16	chr4	45530893	45530903	+	0.000	0.000	Merged-chr4-45530813-118
NR6441--MA0742.1.Klf12	chr10	76962203	76962217	-	0.000	0.000	Merged-chr10-76962071-59
NR70035--MA0741.1.KLF16	chrX	99042530	99042540	-	0.000	0.000	Merged-chrX-99042663-22
NR15505--MA0599.1.KLF5	chr12	108275585	108275594	+	0.000	0.000	Merged-chr12-108275445-64
NR21618--MA1107.1.KLF9	chr14	118700604	118700616	+	0.000	0.000	Merged-chr14-118700795-2
NR57124--MA0039.3.KLF4	chr6	144781933	144781943	-	0.000	0.000	Merged-chr6-144781870-85
NR41025--MA1107.1.KLF9	chr3	79451642	79451654	-	0.000	0.000	Merged-chr3-79451498-29
NR1862--MA0657.1.KLF13	chr1	119504861	119504878	-	0.000	0.000	Merged-chr1-119504796-62
NR42904--MA0599.1.KLF5	chr3	132928123	132928132	-	0.000	0.000	Merged-chr3-132927951-20
NR52181--MA1107.1.KLF9	chr5	135780568	135780580	-	0.000	0.000	Merged-chr5-135780527-18
NR67797--MA0741.1.KLF16	chr9	89909838	89909848	-	0.000	0.000	Merged-chr9-89909785-17
NR41813--MA1107.1.KLF9	chr3	100421688	100421700	+	0.000	0.000	Merged-chr3-100421832-10
NR397--MA1107.1.KLF9	chr1	37300935	37300947	-	0.000	0.000	Merged-chr1-37301008-22
NR23658--MA0741.1.KLF16	chr15	84168812	84168822	-	0.000	0.000	Merged-chr15-84168860-11
NR12700--MA1107.1.KLF9	chr11	114219808	114219820	+	0.000	0.000	Merged-chr11-114219775-1
NR48000--MA0741.1.KLF16	chr4	150087351	150087361	-	0.000	0.000	Merged-chr4-150087480-81
NR53805--MA0599.1.KLF5	chr6	37564088	37564097	+	0.000	0.000	Merged-chr6-37564158-19
NR21086--MA0493.1.Klf1	chr14	84443428	84443438	+	0.000	0.000	Merged-chr14-84443299-57
NR39715--MA0599.1.KLF5	chr2	174556048	174556057	-	0.000	0.000	Merged-chr2-174555978-36
NR65560--MA0741.1.KLF16	chr9	8042874	8042884	-	0.000	0.000	Merged-chr9-8042887-59
NR9360--MA0599.1.KLF5	chr11	22936586	22936595	+	0.000	0.000	Merged-chr11-22936648-30
NR15522--MA1107.1.KLF9	chr12	108450256	108450268	-	0.000	0.000	Merged-chr12-108450147-23
NR40048--MA0493.1.Klf1	chr3	9500017	9500027	-	0.000	0.000	Merged-chr3-9499976-58
NR13537--MA0657.1.KLF13	chr12	16999372	16999389	-	0.000	0.000	Merged-chr12-16999389-4
NR53804--MA1107.1.KLF9	chr6	37564052	37564064	+	0.000	0.000	Merged-chr6-37564158-19
NR69143--MA0493.1.Klf1	chr9	120116454	120116464	-	0.000	0.000	Merged-chr9-120116499-4
NR66312--MA0742.1.Klf12	chr9	47530157	47530171	+	0.000	0.000	Merged-chr9-47530154-53
NR1832--MA0740.1.KLF14	chr1	118627882	118627895	+	0.000	0.000	Merged-chr1-118628003-42
NR69810--MA0493.1.Klf1	chrX	56374554	56374564	-	0.000	0.000	Merged-chrX-56374648-33
NR65321--MA0741.1.KLF16	chr8	125558863	125558873	+	0.000	0.000	Merged-chr8-125558804-33
NR49759--MA0599.1.KLF5	chr5	73223277	73223286	+	0.000	0.000	Merged-chr5-73223278-33
NR27715--MA0493.1.Klf1	chr17	27564908	27564918	-	0.000	0.000	Merged-chr17-27564806-2
NR33735--MA0741.1.KLF16	chr19	45079936	45079946	-	0.000	0.000	Merged-chr19-45079804-49
NR49190--MA0742.1.Klf12	chr5	35893236	35893250	+	0.000	0.000	Merged-chr5-35893424-58
NR52172--MA0039.3.KLF4	chr5	135780568	135780578	-	0.000	0.000	Merged-chr5-135780527-18
NR30860--MA0599.1.KLF5	chr18	46176324	46176333	-	0.000	0.000	Merged-chr18-46176178-68
NR27714--MA0039.3.KLF4	chr17	27564906	27564916	-	0.000	0.000	Merged-chr17-27564806-2
NR40751--MA0493.1.Klf1	chr3	61002747	61002757	+	0.000	0.000	Merged-chr3-61002853-90
NR1537--MA0599.1.KLF5	chr1	89070319	89070328	+	0.000	0.000	Merged-chr1-89070221-114
NR2183--MA0742.1.Klf12	chr1	133053259	133053273	+	0.000	0.000	Merged-chr1-133053249-27
NR26768--MA1107.1.KLF9	chr16	96357847	96357859	+	0.000	0.000	Merged-chr16-96358039-35
NR24737--MA0742.1.Klf12	chr16	4469938	4469952	+	0.000	0.000	Merged-chr16-4469915-27
NR19583--MA0599.1.KLF5	chr14	21683036	21683045	-	0.000	0.000	Merged-chr14-21683018-22
NR20941--MA0741.1.KLF16	chr14	76165444	76165454	-	0.000	0.000	Merged-chr14-76165391-21
NR44757--MA0493.1.Klf1	chr4	45530857	45530867	+	0.000	0.000	Merged-chr4-45530813-118
NR62066--MA0741.1.KLF16	chr7	143052736	143052746	-	0.000	0.000	Merged-chr7-143052544-1
NR33794--MA0599.1.KLF5	chr19	46148529	46148538	-	0.000	0.000	Merged-chr19-46148494-21
NR59738--MA0741.1.KLF16	chr7	81454612	81454622	+	0.000	0.000	Merged-chr7-81454544-19
NR67789--MA0741.1.KLF16	chr9	89687972	89687982	+	0.000	0.000	Merged-chr9-89687782-18
NR53828--MA0599.1.KLF5	chr6	38524014	38524023	-	0.000	0.000	Merged-chr6-38524100-15
NR48611--MA0741.1.KLF16	chr5	14514926	14514936	-	0.000	0.000	Merged-chr5-14515082-42
NR1843--MA0741.1.KLF16	chr1	118627897	118627907	+	0.000	0.000	Merged-chr1-118628003-42
NR69059--MA0599.1.KLF5	chr9	118821830	118821839	-	0.000	0.000	Merged-chr9-118821695-53
NR1224--MA0741.1.KLF16	chr1	74807223	74807233	-	0.000	0.000	Merged-chr1-74806913-73
NR40250--MA0657.1.KLF13	chr3	27984080	27984097	-	0.000	0.000	Merged-chr3-27984101-47
NR2187--MA0741.1.KLF16	chr1	133053260	133053270	+	0.000	0.000	Merged-chr1-133053249-27
NR58721--MA1107.1.KLF9	chr7	35729562	35729574	+	0.000	0.000	Merged-chr7-35729754-35
NR34977--MA1107.1.KLF9	chr2	27289286	27289298	+	0.000	0.000	Merged-chr2-27289230-26
NR26795--MA1107.1.KLF9	chr16	97002489	97002501	+	0.000	0.000	Merged-chr16-97002537-1
NR1206--MA0599.1.KLF5	chr1	74794592	74794601	+	0.000	0.000	Merged-chr1-74794765-31
NR40747--MA0493.1.Klf1	chr3	61002323	61002333	-	0.000	0.000	Merged-chr3-61002220-1
NR56946--MA0741.1.KLF16	chr6	142507960	142507970	-	0.000	0.000	Merged-chr6-142507875-63
NR21333--MA0493.1.Klf1	chr14	102811709	102811719	-	0.000	0.000	Merged-chr14-102811644-20
NR15121--MA0599.1.KLF5	chr12	100277002	100277011	-	0.000	0.000	Merged-chr12-100277058-24
NR36388--MA0599.1.KLF5	chr2	77175979	77175988	-	0.000	0.000	Merged-chr2-77175946-2
NR62188--MA0741.1.KLF16	chr8	3221122	3221132	+	0.000	0.000	Merged-chr8-3221344-66
NR38908--MA0740.1.KLF14	chr2	160421739	160421752	+	0.000	0.000	Merged-chr2-160421769-26
NR65173--MA1107.1.KLF9	chr8	123163079	123163091	+	0.000	0.000	Merged-chr8-123163099-40
NR69977--MA0599.1.KLF5	chrX	77810715	77810724	+	0.000	0.000	Merged-chrX-77810805-25
NR44763--MA0742.1.Klf12	chr4	45530876	45530890	+	0.000	0.000	Merged-chr4-45530813-118
NR59181--MA0599.1.KLF5	chr7	52005847	52005856	+	0.000	0.000	Merged-chr7-52005667-2
NR66478--MA1107.1.KLF9	chr9	54501293	54501305	-	0.000	0.000	Merged-chr9-54501243-1
NR33481--MA0599.1.KLF5	chr19	38298432	38298441	-	0.000	0.000	Merged-chr19-38298328-29
NR14488--MA0599.1.KLF5	chr12	76324804	76324813	+	0.000	0.000	Merged-chr12-76324931-27
NR16529--MA0599.1.KLF5	chr13	28959737	28959746	-	0.000	0.000	Merged-chr13-28959721-31
NR50482--MA0493.1.Klf1	chr5	100916658	100916668	-	0.000	0.000	Merged-chr5-100916697-39
NR23763--MA1107.1.KLF9	chr15	86016255	86016267	+	0.000	0.000	Merged-chr15-86016177-43
