#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Tcf7/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval0.3-log2fc0.5_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval0.3-log2fc0.5_dn.bed
NR7854--MA1421.1.TCF7L1	chr7	90081893	90081904	-	0.000	0.000	Merged-chr7-90081975-11
NR5612--MA0769.1.Tcf7	chr3	89892614	89892625	-	0.000	0.000	Merged-chr3-89892725-25
NR7193--MA0523.1.TCF7L2	chr6	55256721	55256734	-	0.000	0.000	Merged-chr6-55256807-22
NR2598--MA0523.1.TCF7L2	chr14	7832268	7832281	-	0.000	0.000	Merged-chr14-7832137-26
NR5145--MA0523.1.TCF7L2	chr2	139925146	139925159	+	0.000	0.000	Merged-chr2-139925145-30
NR7290--MA1421.1.TCF7L1	chr6	83437430	83437441	-	0.000	0.000	Merged-chr6-83437448-19
NR4630--MA0523.1.TCF7L2	chr2	30648125	30648138	+	0.000	0.000	Merged-chr2-30648109-4
NR7839--MA0523.1.TCF7L2	chr7	84143204	84143217	-	0.000	0.000	Merged-chr7-84143230-35
NR1275--MA0769.1.Tcf7	chr10	122604119	122604130	+	0.000	0.000	Merged-chr10-122604110-13
NR4134--MA1421.1.TCF7L1	chr18	53411604	53411615	+	0.000	0.000	Merged-chr18-53411654-14
NR280--MA0769.1.Tcf7	chr1	95375654	95375665	-	0.000	0.000	Merged-chr1-95375799-8
NR7689--MA0769.1.Tcf7	chr7	24468103	24468114	-	0.000	0.000	Merged-chr7-24468111-23
NR2365--MA0769.1.Tcf7	chr13	73772886	73772897	+	0.000	0.000	Merged-chr13-73772920-55
NR9163--MA1421.1.TCF7L1	chrX	153375286	153375297	-	0.000	0.000	Merged-chrX-153375365-26
NR8890--MA0523.1.TCF7L2	chr9	102587425	102587438	-	0.000	0.000	Merged-chr9-102587549-11
NR5299--MA0769.1.Tcf7	chr2	164534498	164534509	-	0.000	0.000	Merged-chr2-164534526-17
NR5760--MA0769.1.Tcf7	chr3	115704660	115704671	-	0.000	0.000	Merged-chr3-115704719-34
NR8318--MA0769.1.Tcf7	chr8	81735892	81735903	-	0.000	0.000	Merged-chr8-81736050-71
NR8208--MA0523.1.TCF7L2	chr8	36010599	36010612	+	0.000	0.000	Merged-chr8-36010714-39
NR5758--MA1421.1.TCF7L1	chr3	115704660	115704671	-	0.000	0.000	Merged-chr3-115704719-34
NR5265--MA0523.1.TCF7L2	chr2	158723985	158723998	+	0.000	0.000	Merged-chr2-158724013-3
NR7622--MA1421.1.TCF7L1	chr6	146481568	146481579	+	0.000	0.000	Merged-chr6-146481511-38
NR3775--MA0523.1.TCF7L2	chr17	21661845	21661858	+	0.000	0.000	Merged-chr17-21661730-8
NR4442--MA0769.1.Tcf7	chr19	40665897	40665908	-	0.000	0.000	Merged-chr19-40666029-20
NR130--MA0523.1.TCF7L2	chr1	60883020	60883033	-	0.000	0.000	Merged-chr1-60883000-15
NR3585--MA0769.1.Tcf7	chr16	58553483	58553494	-	0.000	0.000	Merged-chr16-58553585-23
NR8130--MA0769.1.Tcf7	chr8	8343178	8343189	+	0.000	0.000	Merged-chr8-8343206-7
NR5515--MA0523.1.TCF7L2	chr3	61368867	61368880	+	0.000	0.000	Merged-chr3-61368860-22
NR7607--MA0523.1.TCF7L2	chr6	145285831	145285844	-	0.000	0.000	Merged-chr6-145285757-35
NR7660--MA1421.1.TCF7L1	chr7	12987584	12987595	-	0.000	0.000	Merged-chr7-12987633-12
NR732--MA0523.1.TCF7L2	chr10	6954707	6954720	-	0.000	0.000	Merged-chr10-6954726-16
NR8452--MA0523.1.TCF7L2	chr8	120890474	120890487	-	0.000	0.000	Merged-chr8-120890385-4
NR706--MA0769.1.Tcf7	chr1	191486653	191486664	-	0.000	0.000	Merged-chr1-191486758-12
NR4102--MA0769.1.Tcf7	chr18	38701046	38701057	+	0.000	0.000	Merged-chr18-38700911-27
NR192--MA1421.1.TCF7L1	chr1	82429188	82429199	+	0.000	0.000	Merged-chr1-82429225-23
NR818--MA0769.1.Tcf7	chr10	25918280	25918291	+	0.000	0.000	Merged-chr10-25918351-16
NR7176--MA0523.1.TCF7L2	chr6	53706591	53706604	+	0.000	0.000	Merged-chr6-53706669-3
NR1898--MA0523.1.TCF7L2	chr12	76932795	76932808	-	0.000	0.000	Merged-chr12-76932922-30
NR6537--MA0523.1.TCF7L2	chr5	9107427	9107440	+	0.000	0.000	Merged-chr5-9107352-33
NR345--MA0523.1.TCF7L2	chr1	119795335	119795348	-	0.000	0.000	Merged-chr1-119795246-28
NR7778--MA0523.1.TCF7L2	chr7	67911887	67911900	+	0.000	0.000	Merged-chr7-67912081-16
NR2955--MA0523.1.TCF7L2	chr14	108374020	108374033	+	0.000	0.000	Merged-chr14-108373968-8
NR5502--MA0523.1.TCF7L2	chr3	60124187	60124200	+	0.000	0.000	Merged-chr3-60124423-36
NR4073--MA1421.1.TCF7L1	chr18	33060123	33060134	-	0.000	0.000	Merged-chr18-33060171-12
NR8014--MA0769.1.Tcf7	chr7	125561321	125561332	-	0.000	0.000	Merged-chr7-125561411-29
NR779--MA0523.1.TCF7L2	chr10	19406885	19406898	-	0.000	0.000	Merged-chr10-19406936-14
NR4590--MA0769.1.Tcf7	chr2	17855732	17855743	-	0.000	0.000	Merged-chr2-17855738-13
NR3844--MA0523.1.TCF7L2	chr17	44336877	44336890	+	0.000	0.000	Merged-chr17-44337024-21
NR6599--MA1421.1.TCF7L1	chr5	36140747	36140758	+	0.000	0.000	Merged-chr5-36140594-4
NR9146--MA1421.1.TCF7L1	chrX	134301655	134301666	-	0.000	0.000	Merged-chrX-134301547-11
NR3375--MA0769.1.Tcf7	chr16	10399306	10399317	-	0.000	0.000	Merged-chr16-10399279-20
NR2993--MA0523.1.TCF7L2	chr14	121353971	121353984	-	0.000	0.000	Merged-chr14-121354142-24
NR6781--MA0523.1.TCF7L2	chr5	96254009	96254022	-	0.000	0.000	Merged-chr5-96254113-8
NR7207--MA0523.1.TCF7L2	chr6	59451110	59451123	-	0.000	0.000	Merged-chr6-59451158-16
NR7092--MA1421.1.TCF7L1	chr6	28622361	28622372	-	0.000	0.000	Merged-chr6-28622467-8
NR3047--MA1421.1.TCF7L1	chr15	11489301	11489312	-	0.000	0.000	Merged-chr15-11489207-4
NR5649--MA0769.1.Tcf7	chr3	97274117	97274128	+	0.000	0.000	Merged-chr3-97274158-19
NR2196--MA1421.1.TCF7L1	chr13	21940593	21940604	+	0.000	0.000	Merged-chr13-21940583-52
NR3702--MA0769.1.Tcf7	chr16	95900264	95900275	+	0.000	0.000	Merged-chr16-95900278-53
NR6618--MA0769.1.Tcf7	chr5	38632724	38632735	-	0.000	0.000	Merged-chr5-38632599-22
NR1108--MA0523.1.TCF7L2	chr10	96201432	96201445	+	0.000	0.000	Merged-chr10-96201472-66
NR4538--MA1421.1.TCF7L1	chr2	4298905	4298916	+	0.000	0.000	Merged-chr2-4299012-15
NR8860--MA0523.1.TCF7L2	chr9	96696536	96696549	-	0.000	0.000	Merged-chr9-96696442-50
NR4904--MA0769.1.Tcf7	chr2	84837928	84837939	+	0.000	0.000	Merged-chr2-84838147-43
NR8489--MA0769.1.Tcf7	chr8	126687068	126687079	+	0.000	0.000	Merged-chr8-126687126-29
NR8950--MA0769.1.Tcf7	chr9	114592577	114592588	-	0.000	0.000	Merged-chr9-114592565-4
NR6511--MA0523.1.TCF7L2	chr4	150517642	150517655	-	0.000	0.000	Merged-chr4-150517532-35
NR1791--MA0769.1.Tcf7	chr12	41168055	41168066	+	0.000	0.000	Merged-chr12-41167989-46
NR8435--MA0523.1.TCF7L2	chr8	115237246	115237259	+	0.000	0.000	Merged-chr8-115237313-17
NR6175--MA0523.1.TCF7L2	chr4	56944535	56944548	-	0.000	0.000	Merged-chr4-56944579-16
NR5704--MA0523.1.TCF7L2	chr3	103640395	103640408	-	0.000	0.000	Merged-chr3-103640406-6
NR6015--MA1421.1.TCF7L1	chr3	157083255	157083266	-	0.000	0.000	Merged-chr3-157083390-6
NR5500--MA1421.1.TCF7L1	chr3	59277951	59277962	+	0.000	0.000	Merged-chr3-59277984-20
NR2514--MA0769.1.Tcf7	chr13	108763551	108763562	-	0.000	0.000	Merged-chr13-108763497-25
NR1157--MA1421.1.TCF7L1	chr10	106614442	106614453	-	0.000	0.000	Merged-chr10-106614389-7
NR4264--MA0769.1.Tcf7	chr18	77121613	77121624	+	0.000	0.000	Merged-chr18-77121790-35
NR9105--MA0523.1.TCF7L2	chrX	85737705	85737718	-	0.000	0.000	Merged-chrX-85737636-10
NR5113--MA1421.1.TCF7L1	chr2	132691812	132691823	+	0.000	0.000	Merged-chr2-132691913-20
NR2117--MA0523.1.TCF7L2	chr12	117761967	117761980	-	0.000	0.000	Merged-chr12-117761862-24
NR8050--MA1421.1.TCF7L1	chr7	132356463	132356474	-	0.000	0.000	Merged-chr7-132356427-27
NR4599--MA0523.1.TCF7L2	chr2	19050361	19050374	+	0.000	0.000	Merged-chr2-19050158-33
NR2816--MA1421.1.TCF7L1	chr14	64182429	64182440	+	0.000	0.000	Merged-chr14-64182620-14
NR6538--MA0769.1.Tcf7	chr5	9107427	9107438	+	0.000	0.000	Merged-chr5-9107352-33
NR5260--MA0769.1.Tcf7	chr2	157746753	157746764	+	0.000	0.000	Merged-chr2-157746803-36
NR1899--MA0769.1.Tcf7	chr12	76932797	76932808	-	0.000	0.000	Merged-chr12-76932922-30
NR7352--MA0523.1.TCF7L2	chr6	95682809	95682822	-	0.000	0.000	Merged-chr6-95682989-10
NR8593--MA0523.1.TCF7L2	chr9	36802533	36802546	+	0.000	0.000	Merged-chr9-36802612-8
NR2288--MA0523.1.TCF7L2	chr13	52144227	52144240	-	0.000	0.000	Merged-chr13-52144310-15
NR1746--MA1421.1.TCF7L1	chr12	31756178	31756189	-	0.000	0.000	Merged-chr12-31756239-29
NR7626--MA1421.1.TCF7L1	chr6	146960265	146960276	-	0.000	0.000	Merged-chr6-146960171-26
NR8624--MA0769.1.Tcf7	chr9	42463999	42464010	+	0.000	0.000	Merged-chr9-42464013-7
NR2310--MA0523.1.TCF7L2	chr13	55255379	55255392	-	0.000	0.000	Merged-chr13-55255412-37
NR1687--MA0523.1.TCF7L2	chr12	8817860	8817873	+	0.000	0.000	Merged-chr12-8817903-12
NR4175--MA0769.1.Tcf7	chr18	60502491	60502502	-	0.000	0.000	Merged-chr18-60502470-34
NR3770--MA0769.1.Tcf7	chr17	21438160	21438171	-	0.000	0.000	Merged-chr17-21438248-5
NR3619--MA1421.1.TCF7L1	chr16	78595989	78596000	-	0.000	0.000	Merged-chr16-78595924-17
NR1034--MA0523.1.TCF7L2	chr10	82728184	82728197	-	0.000	0.000	Merged-chr10-82728321-8
NR7407--MA1421.1.TCF7L1	chr6	103565084	103565095	+	0.000	0.000	Merged-chr6-103565102-16
NR2275--MA0523.1.TCF7L2	chr13	51712203	51712216	-	0.000	0.000	Merged-chr13-51712212-27
NR4199--MA0523.1.TCF7L2	chr18	65327447	65327460	-	0.000	0.000	Merged-chr18-65327246-34
NR1689--MA0769.1.Tcf7	chr12	8817860	8817871	+	0.000	0.000	Merged-chr12-8817903-12
NR4015--MA0523.1.TCF7L2	chr18	5820059	5820072	-	0.000	0.000	Merged-chr18-5820020-28
NR196--MA1421.1.TCF7L1	chr1	82900858	82900869	-	0.000	0.000	Merged-chr1-82900738-32
NR5424--MA0523.1.TCF7L2	chr3	21995859	21995872	+	0.000	0.000	Merged-chr3-21996009-51
NR2481--MA0523.1.TCF7L2	chr13	101713894	101713907	+	0.000	0.000	Merged-chr13-101713890-21
NR9056--MA0769.1.Tcf7	chrX	37141905	37141916	-	0.000	0.000	Merged-chrX-37141960-22
NR966--MA1421.1.TCF7L1	chr10	67697939	67697950	+	0.000	0.000	Merged-chr10-67697981-39
NR8589--MA0523.1.TCF7L2	chr9	35007272	35007285	+	0.000	0.000	Merged-chr9-35007274-11
NR1842--MA0523.1.TCF7L2	chr12	69446034	69446047	+	0.000	0.000	Merged-chr12-69446107-1
NR798--MA1421.1.TCF7L1	chr10	24111229	24111240	-	0.000	0.000	Merged-chr10-24111264-14
NR3370--MA0523.1.TCF7L2	chr16	8709013	8709026	-	0.000	0.000	Merged-chr16-8708953-12
NR1880--MA0523.1.TCF7L2	chr12	75494814	75494827	-	0.000	0.000	Merged-chr12-75494766-18
NR6006--MA0769.1.Tcf7	chr3	154694068	154694079	-	0.000	0.000	Merged-chr3-154694103-10
NR1922--MA0769.1.Tcf7	chr12	82187507	82187518	-	0.000	0.000	Merged-chr12-82187311-20
NR5896--MA0523.1.TCF7L2	chr3	138649917	138649930	+	0.000	0.000	Merged-chr3-138649925-12
NR2797--MA0769.1.Tcf7	chr14	59202012	59202023	-	0.000	0.000	Merged-chr14-59201879-5
NR2439--MA0769.1.Tcf7	chr13	92639031	92639042	-	0.000	0.000	Merged-chr13-92639220-17
NR3547--MA0523.1.TCF7L2	chr16	50555181	50555194	-	0.000	0.000	Merged-chr16-50555141-20
NR4077--MA0769.1.Tcf7	chr18	33781014	33781025	+	0.000	0.000	Merged-chr18-33781041-12
NR4861--MA0523.1.TCF7L2	chr2	74887204	74887217	-	0.000	0.000	Merged-chr2-74887240-10
NR4959--MA0769.1.Tcf7	chr2	103668301	103668312	-	0.000	0.000	Merged-chr2-103668249-32
NR4788--MA0523.1.TCF7L2	chr2	61494270	61494283	-	0.000	0.000	Merged-chr2-61494309-57
NR8996--MA0769.1.Tcf7	chr9	118890390	118890401	-	0.000	0.000	Merged-chr9-118890241-21
NR3753--MA0523.1.TCF7L2	chr17	12810475	12810488	-	0.000	0.000	Merged-chr17-12810584-23
NR7866--MA1421.1.TCF7L1	chr7	97067539	97067550	-	0.000	0.000	Merged-chr7-97067401-28
NR6803--MA0769.1.Tcf7	chr5	98018288	98018299	+	0.000	0.000	Merged-chr5-98018284-53
NR3381--MA1421.1.TCF7L1	chr16	11577691	11577702	-	0.000	0.000	Merged-chr16-11577786-44
NR4642--MA0523.1.TCF7L2	chr2	32181552	32181565	-	0.000	0.000	Merged-chr2-32181600-13
NR5473--MA1421.1.TCF7L1	chr3	52397970	52397981	+	0.000	0.000	Merged-chr3-52398143-17
NR8430--MA0523.1.TCF7L2	chr8	115126874	115126887	+	0.000	0.000	Merged-chr8-115126776-11
NR8622--MA1421.1.TCF7L1	chr9	42463999	42464010	+	0.000	0.000	Merged-chr9-42464013-7
NR1274--MA0523.1.TCF7L2	chr10	122604119	122604132	+	0.000	0.000	Merged-chr10-122604110-13
NR2683--MA0523.1.TCF7L2	chr14	34670398	34670411	+	0.000	0.000	Merged-chr14-34670464-10
NR1712--MA0769.1.Tcf7	chr12	21172236	21172247	+	0.000	0.000	Merged-chr12-21172304-14
NR675--MA0523.1.TCF7L2	chr1	184235830	184235843	+	0.000	0.000	Merged-chr1-184235792-37
NR256--MA0769.1.Tcf7	chr1	91626307	91626318	-	0.000	0.000	Merged-chr1-91626193-21
NR8316--MA0769.1.Tcf7	chr8	81735844	81735855	-	0.000	0.000	Merged-chr8-81736050-71
NR8660--MA1421.1.TCF7L1	chr9	51185634	51185645	+	0.000	0.000	Merged-chr9-51185836-35
NR8704--MA1421.1.TCF7L1	chr9	65084569	65084580	-	0.000	0.000	Merged-chr9-65084631-10
NR5496--MA0523.1.TCF7L2	chr3	58516800	58516813	-	0.000	0.000	Merged-chr3-58516835-3
NR7588--MA0523.1.TCF7L2	chr6	143420007	143420020	+	0.000	0.000	Merged-chr6-143420125-29
NR5503--MA0769.1.Tcf7	chr3	60124187	60124198	+	0.000	0.000	Merged-chr3-60124423-36
NR8813--MA0523.1.TCF7L2	chr9	85680210	85680223	-	0.000	0.000	Merged-chr9-85680180-31
NR3917--MA0523.1.TCF7L2	chr17	70702351	70702364	+	0.000	0.000	Merged-chr17-70702396-15
NR2995--MA1421.1.TCF7L1	chr14	121354191	121354202	+	0.000	0.000	Merged-chr14-121354142-24
NR4806--MA0523.1.TCF7L2	chr2	65422035	65422048	+	0.000	0.000	Merged-chr2-65422005-11
NR3328--MA0769.1.Tcf7	chr15	100145188	100145199	-	0.000	0.000	Merged-chr15-100145354-14
NR7589--MA0769.1.Tcf7	chr6	143420007	143420018	+	0.000	0.000	Merged-chr6-143420125-29
NR6783--MA1421.1.TCF7L1	chr5	96825232	96825243	+	0.000	0.000	Merged-chr5-96825060-50
NR292--MA0769.1.Tcf7	chr1	98088346	98088357	+	0.000	0.000	Merged-chr1-98088226-2
NR538--MA0523.1.TCF7L2	chr1	161480190	161480203	-	0.000	0.000	Merged-chr1-161480099-19
NR3592--MA0769.1.Tcf7	chr16	70007129	70007140	+	0.000	0.000	Merged-chr16-70007136-17
NR4570--MA0769.1.Tcf7	chr2	11320205	11320216	+	0.000	0.000	Merged-chr2-11320345-22
NR5226--MA0523.1.TCF7L2	chr2	150578759	150578772	-	0.000	0.000	Merged-chr2-150578789-44
NR744--MA0523.1.TCF7L2	chr10	7995742	7995755	-	0.000	0.000	Merged-chr10-7995784-10
NR1090--MA0769.1.Tcf7	chr10	93050744	93050755	-	0.000	0.000	Merged-chr10-93050674-1
NR4472--MA1421.1.TCF7L1	chr19	47915525	47915536	+	0.000	0.000	Merged-chr19-47915460-18
NR7034--MA0769.1.Tcf7	chr5	151416717	151416728	+	0.000	0.000	Merged-chr5-151416725-1
NR8559--MA0523.1.TCF7L2	chr9	25549248	25549261	-	0.000	0.000	Merged-chr9-25549394-11
NR2274--MA0769.1.Tcf7	chr13	51690452	51690463	+	0.000	0.000	Merged-chr13-51690450-25
NR8824--MA1421.1.TCF7L1	chr9	88332675	88332686	-	0.000	0.000	Merged-chr9-88332643-26
NR3904--MA0523.1.TCF7L2	chr17	63460227	63460240	-	0.000	0.000	Merged-chr17-63460148-16
NR5828--MA0523.1.TCF7L2	chr3	129545375	129545388	-	0.000	0.000	Merged-chr3-129545403-15
NR5508--MA0769.1.Tcf7	chr3	60496543	60496554	-	0.000	0.000	Merged-chr3-60496424-34
NR1059--MA0769.1.Tcf7	chr10	85050898	85050909	-	0.000	0.000	Merged-chr10-85050856-11
NR877--MA0523.1.TCF7L2	chr10	45132355	45132368	+	0.000	0.000	Merged-chr10-45132499-25
NR1850--MA0523.1.TCF7L2	chr12	70713663	70713676	+	0.000	0.000	Merged-chr12-70713725-41
NR8594--MA0769.1.Tcf7	chr9	36802533	36802544	+	0.000	0.000	Merged-chr9-36802612-8
NR194--MA0769.1.Tcf7	chr1	82429188	82429199	+	0.000	0.000	Merged-chr1-82429225-23
NR2158--MA0769.1.Tcf7	chr13	9107246	9107257	+	0.000	0.000	Merged-chr13-9107382-45
NR864--MA0523.1.TCF7L2	chr10	41822714	41822727	+	0.000	0.000	Merged-chr10-41822812-15
NR696--MA0523.1.TCF7L2	chr1	189602526	189602539	+	0.000	0.000	Merged-chr1-189602384-14
NR5275--MA1421.1.TCF7L1	chr2	160383112	160383123	-	0.000	0.000	Merged-chr2-160383104-3
NR6910--MA0523.1.TCF7L2	chr5	119348498	119348511	+	0.000	0.000	Merged-chr5-119348448-39
NR5481--MA1421.1.TCF7L1	chr3	54400017	54400028	-	0.000	0.000	Merged-chr3-54399982-24
NR7573--MA1421.1.TCF7L1	chr6	142567726	142567737	-	0.000	0.000	Merged-chr6-142567710-6
NR7983--MA0523.1.TCF7L2	chr7	121064492	121064505	-	0.000	0.000	Merged-chr7-121064521-21
NR7048--MA0769.1.Tcf7	chr6	6189133	6189144	-	0.000	0.000	Merged-chr6-6189088-9
NR4123--MA0769.1.Tcf7	chr18	46381113	46381124	-	0.000	0.000	Merged-chr18-46381195-31
NR1846--MA0523.1.TCF7L2	chr12	69825403	69825416	-	0.000	0.000	Merged-chr12-69825253-21
NR991--MA0769.1.Tcf7	chr10	74952959	74952970	+	0.000	0.000	Merged-chr10-74953108-5
NR1678--MA0523.1.TCF7L2	chr12	3990028	3990041	-	0.000	0.000	Merged-chr12-3989980-1
NR3266--MA0769.1.Tcf7	chr15	86064928	86064939	-	0.000	0.000	Merged-chr15-86064998-16
NR3374--MA0523.1.TCF7L2	chr16	10399304	10399317	-	0.000	0.000	Merged-chr16-10399279-20
NR4783--MA0523.1.TCF7L2	chr2	60803054	60803067	+	0.000	0.000	Merged-chr2-60802993-21
NR5658--MA1421.1.TCF7L1	chr3	98031083	98031094	-	0.000	0.000	Merged-chr3-98031258-17
NR745--MA0769.1.Tcf7	chr10	7995744	7995755	-	0.000	0.000	Merged-chr10-7995784-10
NR5262--MA1421.1.TCF7L1	chr2	158673178	158673189	-	0.000	0.000	Merged-chr2-158673458-23
NR727--MA0523.1.TCF7L2	chr10	4512824	4512837	+	0.000	0.000	Merged-chr10-4512791-21
NR9050--MA1421.1.TCF7L1	chrX	23710264	23710275	-	0.000	0.000	Merged-chrX-23710216-10
NR8639--MA1421.1.TCF7L1	chr9	46083734	46083745	-	0.000	0.000	Merged-chr9-46083625-49
NR3816--MA1421.1.TCF7L1	chr17	33456822	33456833	+	0.000	0.000	Merged-chr17-33456861-18
NR978--MA0769.1.Tcf7	chr10	71362094	71362105	-	0.000	0.000	Merged-chr10-71362071-33
NR2472--MA0523.1.TCF7L2	chr13	100806006	100806019	-	0.000	0.000	Merged-chr13-100805989-18
NR6782--MA0769.1.Tcf7	chr5	96254011	96254022	-	0.000	0.000	Merged-chr5-96254113-8
NR4661--MA1421.1.TCF7L1	chr2	35445582	35445593	+	0.000	0.000	Merged-chr2-35445506-29
NR789--MA1421.1.TCF7L1	chr10	20231315	20231326	+	0.000	0.000	Merged-chr10-20231392-7
NR4016--MA0769.1.Tcf7	chr18	5820061	5820072	-	0.000	0.000	Merged-chr18-5820020-28
NR5343--MA0769.1.Tcf7	chr2	172937510	172937521	+	0.000	0.000	Merged-chr2-172937621-25
NR4998--MA0523.1.TCF7L2	chr2	112656428	112656441	+	0.000	0.000	Merged-chr2-112656502-8
NR8935--MA0769.1.Tcf7	chr9	112175259	112175270	+	0.000	0.000	Merged-chr9-112175419-1
NR1505--MA1421.1.TCF7L1	chr11	84529299	84529310	-	0.000	0.000	Merged-chr11-84529361-2
NR3056--MA0769.1.Tcf7	chr15	18951828	18951839	-	0.000	0.000	Merged-chr15-18951851-25
NR2253--MA0523.1.TCF7L2	chr13	44210324	44210337	+	0.000	0.000	Merged-chr13-44210381-13
NR4034--MA0769.1.Tcf7	chr18	12876590	12876601	+	0.000	0.000	Merged-chr18-12876665-8
NR2199--MA0769.1.Tcf7	chr13	23734524	23734535	+	0.000	0.000	Merged-chr13-23734534-7
NR2866--MA0769.1.Tcf7	chr14	73472603	73472614	+	0.000	0.000	Merged-chr14-73472602-8
NR2855--MA0523.1.TCF7L2	chr14	72807291	72807304	-	0.000	0.000	Merged-chr14-72807438-29
NR1794--MA0769.1.Tcf7	chr12	41337048	41337059	-	0.000	0.000	Merged-chr12-41336902-7
NR5688--MA0769.1.Tcf7	chr3	101029429	101029440	+	0.000	0.000	Merged-chr3-101029545-28
NR451--MA0523.1.TCF7L2	chr1	144141067	144141080	-	0.000	0.000	Merged-chr1-144141131-13
NR5115--MA0769.1.Tcf7	chr2	132691812	132691823	+	0.000	0.000	Merged-chr2-132691913-20
NR3768--MA1421.1.TCF7L1	chr17	21438160	21438171	-	0.000	0.000	Merged-chr17-21438248-5
NR2311--MA0769.1.Tcf7	chr13	55255381	55255392	-	0.000	0.000	Merged-chr13-55255412-37
NR5464--MA1421.1.TCF7L1	chr3	41077509	41077520	+	0.000	0.000	Merged-chr3-41077638-22
NR3616--MA0769.1.Tcf7	chr16	78247905	78247916	-	0.000	0.000	Merged-chr16-78247900-23
NR557--MA1421.1.TCF7L1	chr1	165063212	165063223	+	0.000	0.000	Merged-chr1-165063084-17
NR4061--MA0769.1.Tcf7	chr18	24237172	24237183	+	0.000	0.000	Merged-chr18-24237197-17
NR5617--MA0523.1.TCF7L2	chr3	90629498	90629511	-	0.000	0.000	Merged-chr3-90629503-15
NR7868--MA0769.1.Tcf7	chr7	97067539	97067550	-	0.000	0.000	Merged-chr7-97067401-28
NR4370--MA0523.1.TCF7L2	chr19	16274718	16274731	-	0.000	0.000	Merged-chr19-16274697-6
NR8386--MA0523.1.TCF7L2	chr8	104416244	104416257	+	0.000	0.000	Merged-chr8-104416222-18
NR2656--MA0769.1.Tcf7	chr14	22270838	22270849	-	0.000	0.000	Merged-chr14-22271018-1
NR3992--MA0769.1.Tcf7	chr17	87983328	87983339	-	0.000	0.000	Merged-chr17-87983353-13
NR4042--MA1421.1.TCF7L1	chr18	15331926	15331937	-	0.000	0.000	Merged-chr18-15331866-28
NR8129--MA0523.1.TCF7L2	chr8	8343178	8343191	+	0.000	0.000	Merged-chr8-8343206-7
NR3094--MA0523.1.TCF7L2	chr15	35917965	35917978	+	0.000	0.000	Merged-chr15-35918069-6
NR4603--MA0769.1.Tcf7	chr2	19316122	19316133	-	0.000	0.000	Merged-chr2-19316159-10
NR7050--MA0523.1.TCF7L2	chr6	8490163	8490176	-	0.000	0.000	Merged-chr6-8490222-10
NR95--MA0523.1.TCF7L2	chr1	43475214	43475227	-	0.000	0.000	Merged-chr1-43475284-1
NR279--MA0523.1.TCF7L2	chr1	95375652	95375665	-	0.000	0.000	Merged-chr1-95375799-8
NR8976--MA0769.1.Tcf7	chr9	117400612	117400623	+	0.000	0.000	Merged-chr9-117400417-34
NR343--MA0769.1.Tcf7	chr1	119469563	119469574	-	0.000	0.000	Merged-chr1-119469584-5
NR119--MA1421.1.TCF7L1	chr1	57952719	57952730	+	0.000	0.000	Merged-chr1-57952740-16
NR485--MA0523.1.TCF7L2	chr1	151167830	151167843	+	0.000	0.000	Merged-chr1-151167792-22
NR6107--MA0769.1.Tcf7	chr4	34429185	34429196	+	0.000	0.000	Merged-chr4-34429163-2
NR4425--MA1421.1.TCF7L1	chr19	34510905	34510916	+	0.000	0.000	Merged-chr19-34511025-19
NR281--MA1421.1.TCF7L1	chr1	95451071	95451082	+	0.000	0.000	Merged-chr1-95451081-31
NR3574--MA1421.1.TCF7L1	chr16	57319958	57319969	+	0.000	0.000	Merged-chr16-57319907-20
NR8975--MA0523.1.TCF7L2	chr9	117400612	117400625	+	0.000	0.000	Merged-chr9-117400417-34
NR8891--MA0769.1.Tcf7	chr9	102587427	102587438	-	0.000	0.000	Merged-chr9-102587549-11
NR759--MA1421.1.TCF7L1	chr10	13467072	13467083	+	0.000	0.000	Merged-chr10-13467057-15
NR8251--MA1421.1.TCF7L1	chr8	60954792	60954803	+	0.000	0.000	Merged-chr8-60954738-34
NR7103--MA0769.1.Tcf7	chr6	33056066	33056077	-	0.000	0.000	Merged-chr6-33055928-12
NR2114--MA1421.1.TCF7L1	chr12	117679066	117679077	-	0.000	0.000	Merged-chr12-117679056-43
NR3536--MA0769.1.Tcf7	chr16	48745642	48745653	-	0.000	0.000	Merged-chr16-48745701-29
