#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval0.3-log2fc0.5_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval0.3-log2fc0.5_up.bed
NR2203--MA0599.1.KLF5	chr1	136255439	136255448	-	0.000	0.000	Merged-chr1-136255292-47
NR66341--MA0740.1.KLF14	chrX	99042495	99042508	+	0.000	0.000	Merged-chrX-99042663-22
NR12100--MA0657.1.KLF13	chr11	115172928	115172945	-	0.000	0.000	Merged-chr11-115173098-6
NR13841--MA1107.1.KLF9	chr12	82166462	82166474	-	0.000	0.000	Merged-chr12-82166286-58
NR6799--MA0741.1.KLF16	chr10	94087495	94087505	+	0.000	0.000	Merged-chr10-94087553-20
NR59543--MA0741.1.KLF16	chr8	69822511	69822521	-	0.000	0.000	Merged-chr8-69822616-46
NR59089--MA0742.1.Klf12	chr8	40963168	40963182	-	0.000	0.000	Merged-chr8-40963134-88
NR52206--MA0741.1.KLF16	chr6	106981294	106981304	-	0.000	0.000	Merged-chr6-106981432-3
NR28761--MA1107.1.KLF9	chr17	88480559	88480571	-	0.000	0.000	Merged-chr17-88480530-23
NR14173--MA0742.1.Klf12	chr12	98628097	98628111	-	0.000	0.000	Merged-chr12-98628210-48
NR40877--MA0039.3.KLF4	chr3	146063219	146063229	-	0.000	0.000	Merged-chr3-146063322-20
NR51952--MA0741.1.KLF16	chr6	91156752	91156762	-	0.000	0.000	Merged-chr6-91156791-33
NR25611--MA0741.1.KLF16	chr17	5138646	5138656	-	0.000	0.000	Merged-chr17-5138884-51
NR45638--MA0493.1.Klf1	chr5	5573937	5573947	-	0.000	0.000	Merged-chr5-5574084-22
NR5364--MA1107.1.KLF9	chr10	60225620	60225632	+	0.000	0.000	Merged-chr10-60225461-7
NR14274--MA0599.1.KLF5	chr12	100994931	100994940	-	0.000	0.000	Merged-chr12-100994584-90
NR17936--MA0039.3.KLF4	chr13	112809921	112809931	+	0.000	0.000	Merged-chr13-112809842-36
NR31731--MA1107.1.KLF9	chr19	40821548	40821560	+	0.000	0.000	Merged-chr19-40821418-1
NR15590--MA0741.1.KLF16	chr13	24467828	24467838	+	0.000	0.000	Merged-chr13-24467982-34
NR15591--MA1107.1.KLF9	chr13	24467827	24467839	+	0.000	0.000	Merged-chr13-24467982-34
NR54190--MA0742.1.Klf12	chr7	4964459	4964473	+	0.000	0.000	Merged-chr7-4964465-28
NR42834--MA0493.1.Klf1	chr4	102908262	102908272	-	0.000	0.000	Merged-chr4-102908208-33
NR7485--MA0742.1.Klf12	chr10	117651083	117651097	-	0.000	0.000	Merged-chr10-117651194-26
NR16221--MA0599.1.KLF5	chr13	52915434	52915443	-	0.000	0.000	Merged-chr13-52915528-4
NR46640--MA0741.1.KLF16	chr5	64230418	64230428	+	0.000	0.000	Merged-chr5-64230393-49
NR20053--MA0742.1.Klf12	chr14	101504726	101504740	+	0.000	0.000	Merged-chr14-101504867-40
NR13801--MA0740.1.KLF14	chr12	80885787	80885800	-	0.000	0.000	Merged-chr12-80885869-36
NR31242--MA0742.1.Klf12	chr19	16998095	16998109	-	0.000	0.000	Merged-chr19-16998164-33
NR46639--MA0599.1.KLF5	chr5	64230269	64230278	+	0.000	0.000	Merged-chr5-64230393-49
NR55944--MA0741.1.KLF16	chr7	68205950	68205960	-	0.000	0.000	Merged-chr7-68206033-25
NR53819--MA0039.3.KLF4	chr6	144890402	144890412	+	0.000	0.000	Merged-chr6-144890317-11
NR7442--MA0599.1.KLF5	chr10	117118630	117118639	-	0.000	0.000	Merged-chr10-117118585-40
NR50129--MA1107.1.KLF9	chr5	148266877	148266889	-	0.000	0.000	Merged-chr5-148266957-7
NR39783--MA1107.1.KLF9	chr3	116024477	116024489	-	0.000	0.000	Merged-chr3-116024547-26
NR62426--MA0741.1.KLF16	chr9	42423876	42423886	+	0.000	0.000	Merged-chr9-42423784-11
NR40243--MA0599.1.KLF5	chr3	129879505	129879514	-	0.000	0.000	Merged-chr3-129879420-1
NR52677--MA0599.1.KLF5	chr6	121110180	121110189	-	0.000	0.000	Merged-chr6-121110104-77
NR63581--MA0741.1.KLF16	chr9	77683657	77683667	+	0.000	0.000	Merged-chr9-77683679-29
NR66055--MA0599.1.KLF5	chrX	56374554	56374563	-	0.000	0.000	Merged-chrX-56374648-33
NR13147--MA0039.3.KLF4	chr12	35481001	35481011	-	0.000	0.000	Merged-chr12-35480950-10
NR6012--MA0599.1.KLF5	chr10	79897734	79897743	-	0.000	0.000	Merged-chr10-79897818-26
NR11988--MA0039.3.KLF4	chr11	113174317	113174327	-	0.000	0.000	Merged-chr11-113174221-33
NR20838--MA0741.1.KLF16	chr15	25269713	25269723	-	0.000	0.000	Merged-chr15-25269773-79
NR21374--MA1107.1.KLF9	chr15	59618498	59618510	-	0.000	0.000	Merged-chr15-59618561-44
NR64358--MA0741.1.KLF16	chr9	104002483	104002493	+	0.000	0.000	Merged-chr9-104002686-98
NR28015--MA0741.1.KLF16	chr17	71118812	71118822	-	0.000	0.000	Merged-chr17-71118704-30
NR49922--MA0599.1.KLF5	chr5	144358186	144358195	-	0.000	0.000	Merged-chr5-144358177-56
NR47523--MA0599.1.KLF5	chr5	103579887	103579896	-	0.000	0.000	Merged-chr5-103579979-7
NR11425--MA0493.1.Klf1	chr11	101618064	101618074	-	0.000	0.000	Merged-chr11-101618107-1
NR10133--MA1107.1.KLF9	chr11	75154326	75154338	+	0.000	0.000	Merged-chr11-75154404-32
NR52663--MA0493.1.Klf1	chr6	120666242	120666252	+	0.000	0.000	Merged-chr6-120666537-45
NR40362--MA0741.1.KLF16	chr3	132928114	132928124	-	0.000	0.000	Merged-chr3-132927951-20
NR29731--MA0493.1.Klf1	chr18	60632874	60632884	-	0.000	0.000	Merged-chr18-60633052-25
NR51346--MA0741.1.KLF16	chr6	61271206	61271216	+	0.000	0.000	Merged-chr6-61271177-5
NR13269--MA0493.1.Klf1	chr12	52503833	52503843	-	0.000	0.000	Merged-chr12-52504054-125
NR41548--MA0599.1.KLF5	chr4	14930488	14930497	+	0.000	0.000	Merged-chr4-14930557-36
NR24872--MA1107.1.KLF9	chr16	76283384	76283396	-	0.000	0.000	Merged-chr16-76283420-1
NR22356--MA0741.1.KLF16	chr15	84663161	84663171	-	0.000	0.000	Merged-chr15-84663201-26
NR58303--MA0599.1.KLF5	chr7	143052737	143052746	-	0.000	0.000	Merged-chr7-143052544-1
NR21804--MA1107.1.KLF9	chr15	77071701	77071713	-	0.000	0.000	Merged-chr15-77071598-27
NR58642--MA1107.1.KLF9	chr8	13964675	13964687	+	0.000	0.000	Merged-chr8-13964796-20
NR54069--MA0599.1.KLF5	chr7	3290417	3290426	-	0.000	0.000	Merged-chr7-3290343-35
NR53739--MA1107.1.KLF9	chr6	144329597	144329609	+	0.000	0.000	Merged-chr6-144329601-7
NR1689--MA0740.1.KLF14	chr1	119504864	119504877	-	0.000	0.000	Merged-chr1-119504796-62
NR55190--MA0599.1.KLF5	chr7	34630507	34630516	-	0.000	0.000	Merged-chr7-34630517-24
NR25841--MA1107.1.KLF9	chr17	8562353	8562365	-	0.000	0.000	Merged-chr17-8562551-56
NR35322--MA0599.1.KLF5	chr2	124610509	124610518	-	0.000	0.000	Merged-chr2-124610315-43
NR6217--MA1107.1.KLF9	chr10	80662318	80662330	+	0.000	0.000	Merged-chr10-80662335-4
NR212--MA0493.1.Klf1	chr1	23383258	23383268	+	0.000	0.000	Merged-chr1-23383198-84
NR4479--MA0741.1.KLF16	chr10	5795623	5795633	+	0.000	0.000	Merged-chr10-5795457-7
NR37405--MA0657.1.KLF13	chr2	173449000	173449017	+	0.000	0.000	Merged-chr2-173448878-59
NR9067--MA0599.1.KLF5	chr11	46474416	46474425	+	0.000	0.000	Merged-chr11-46474391-31
NR14045--MA1107.1.KLF9	chr12	91643036	91643048	+	0.000	0.000	Merged-chr12-91642897-8
NR1033--MA0599.1.KLF5	chr1	74791534	74791543	+	0.000	0.000	Merged-chr1-74791717-28
NR59360--MA0741.1.KLF16	chr8	57743796	57743806	+	0.000	0.000	Merged-chr8-57743874-24
NR39089--MA0039.3.KLF4	chr3	95542442	95542452	+	0.000	0.000	Merged-chr3-95542441-7
NR60289--MA0039.3.KLF4	chr8	91801926	91801936	-	0.000	0.000	Merged-chr8-91801634-28
NR66833--MA1107.1.KLF9	chrX	159199702	159199714	+	0.000	0.000	Merged-chrX-159199808-53
NR56486--MA0599.1.KLF5	chr7	97788435	97788444	+	0.000	0.000	Merged-chr7-97788658-80
NR19518--MA0741.1.KLF16	chr14	68078501	68078511	+	0.000	0.000	Merged-chr14-68078565-20
NR63596--MA0599.1.KLF5	chr9	77939192	77939201	+	0.000	0.000	Merged-chr9-77938986-43
NR38693--MA0039.3.KLF4	chr3	84809205	84809215	+	0.000	0.000	Merged-chr3-84809112-18
NR14176--MA0599.1.KLF5	chr12	98628101	98628110	-	0.000	0.000	Merged-chr12-98628210-48
NR13270--MA0741.1.KLF16	chr12	52503832	52503842	-	0.000	0.000	Merged-chr12-52504054-125
NR3759--MA0599.1.KLF5	chr1	182100596	182100605	+	0.000	0.000	Merged-chr1-182100503-13
NR62908--MA1107.1.KLF9	chr9	58271294	58271306	+	0.000	0.000	Merged-chr9-58271289-37
NR27631--MA0741.1.KLF16	chr17	56425180	56425190	-	0.000	0.000	Merged-chr17-56425045-2
NR29968--MA1107.1.KLF9	chr18	67255881	67255893	-	0.000	0.000	Merged-chr18-67255745-40
NR47765--MA0599.1.KLF5	chr5	110343025	110343034	-	0.000	0.000	Merged-chr5-110342964-29
NR50629--MA0740.1.KLF14	chr6	29694166	29694179	-	0.000	0.000	Merged-chr6-29694169-43
NR37655--MA0742.1.Klf12	chr2	181081014	181081028	-	0.000	0.000	Merged-chr2-181081085-14
NR4174--MA0741.1.KLF16	chr1	191097790	191097800	+	0.000	0.000	Merged-chr1-191097986-4
NR14299--MA0741.1.KLF16	chr12	101718574	101718584	+	0.000	0.000	Merged-chr12-101718493-65
NR61831--MA0039.3.KLF4	chr9	20610050	20610060	+	0.000	0.000	Merged-chr9-20609876-14
NR31530--MA1107.1.KLF9	chr19	33053394	33053406	+	0.000	0.000	Merged-chr19-33053321-32
NR30277--MA0741.1.KLF16	chr18	75322573	75322583	-	0.000	0.000	Merged-chr18-75322404-42
NR39989--MA0039.3.KLF4	chr3	122202472	122202482	+	0.000	0.000	Merged-chr3-122202498-54
NR54185--MA0493.1.Klf1	chr7	4948750	4948760	-	0.000	0.000	Merged-chr7-4948568-26
NR8895--MA0599.1.KLF5	chr11	30986477	30986486	+	0.000	0.000	Merged-chr11-30986417-66
NR47234--MA0741.1.KLF16	chr5	92967507	92967517	+	0.000	0.000	Merged-chr5-92967427-8
NR16573--MA0742.1.Klf12	chr13	64432380	64432394	+	0.000	0.000	Merged-chr13-64432516-70
NR32187--MA0599.1.KLF5	chr19	55401900	55401909	-	0.000	0.000	Merged-chr19-55401887-30
NR287--MA0741.1.KLF16	chr1	34831628	34831638	-	0.000	0.000	Merged-chr1-34831505-37
NR64868--MA0039.3.KLF4	chr9	114613220	114613230	-	0.000	0.000	Merged-chr9-114613191-38
NR14718--MA0599.1.KLF5	chr12	109445244	109445253	+	0.000	0.000	Merged-chr12-109445419-17
NR19736--MA0741.1.KLF16	chr14	75820047	75820057	-	0.000	0.000	Merged-chr14-75819905-19
NR24868--MA1107.1.KLF9	chr16	76283301	76283313	+	0.000	0.000	Merged-chr16-76283420-1
NR12030--MA0740.1.KLF14	chr11	114068450	114068463	+	0.000	0.000	Merged-chr11-114068502-5
NR18530--MA1107.1.KLF9	chr14	25481160	25481172	-	0.000	0.000	Merged-chr14-25481230-34
NR23536--MA0039.3.KLF4	chr16	3872306	3872316	+	0.000	0.000	Merged-chr16-3872425-54
NR22596--MA0742.1.Klf12	chr15	91573240	91573254	-	0.000	0.000	Merged-chr15-91573061-60
NR19190--MA1107.1.KLF9	chr14	55745032	55745044	+	0.000	0.000	Merged-chr14-55745136-2
NR63368--MA0599.1.KLF5	chr9	69174239	69174248	+	0.000	0.000	Merged-chr9-69174203-32
NR58607--MA0742.1.Klf12	chr8	13494533	13494547	-	0.000	0.000	Merged-chr8-13494435-15
NR1815--MA0741.1.KLF16	chr1	127322325	127322335	-	0.000	0.000	Merged-chr1-127322582-29
NR57074--MA0741.1.KLF16	chr7	115217061	115217071	-	0.000	0.000	Merged-chr7-115217038-43
NR59410--MA1107.1.KLF9	chr8	61283224	61283236	+	0.000	0.000	Merged-chr8-61283229-50
NR42189--MA0039.3.KLF4	chr4	47251263	47251273	+	0.000	0.000	Merged-chr4-47251279-48
NR13420--MA0742.1.Klf12	chr12	65258704	65258718	-	0.000	0.000	Merged-chr12-65258774-28
NR58778--MA0599.1.KLF5	chr8	22544874	22544883	-	0.000	0.000	Merged-chr8-22544867-25
NR32931--MA0742.1.Klf12	chr2	25395858	25395872	-	0.000	0.000	Merged-chr2-25395887-13
NR1041--MA1107.1.KLF9	chr1	74854897	74854909	-	0.000	0.000	Merged-chr1-74854969-34
NR19854--MA0742.1.Klf12	chr14	79141817	79141831	+	0.000	0.000	Merged-chr14-79141631-1
NR15808--MA0599.1.KLF5	chr13	35129645	35129654	-	0.000	0.000	Merged-chr13-35129636-40
NR20056--MA0039.3.KLF4	chr14	101510851	101510861	-	0.000	0.000	Merged-chr14-101510851-45
NR35442--MA1107.1.KLF9	chr2	128156776	128156788	-	0.000	0.000	Merged-chr2-128156895-3
NR54188--MA0740.1.KLF14	chr7	4964459	4964472	+	0.000	0.000	Merged-chr7-4964465-28
NR32285--MA0493.1.Klf1	chr19	56858595	56858605	-	0.000	0.000	Merged-chr19-56858435-39
NR22366--MA1107.1.KLF9	chr15	84663176	84663188	-	0.000	0.000	Merged-chr15-84663201-26
NR13672--MA0742.1.Klf12	chr12	75818293	75818307	-	0.000	0.000	Merged-chr12-75818494-81
NR4176--MA0039.3.KLF4	chr1	191152613	191152623	-	0.000	0.000	Merged-chr1-191152485-1
NR2901--MA1107.1.KLF9	chr1	162476923	162476935	+	0.000	0.000	Merged-chr1-162477062-12
NR32717--MA0741.1.KLF16	chr2	17855801	17855811	-	0.000	0.000	Merged-chr2-17855738-13
NR53842--MA0741.1.KLF16	chr6	145002406	145002416	-	0.000	0.000	Merged-chr6-145002461-23
NR49931--MA0493.1.Klf1	chr5	144358278	144358288	-	0.000	0.000	Merged-chr5-144358177-56
NR37962--MA1107.1.KLF9	chr3	28402421	28402433	-	0.000	0.000	Merged-chr3-28402386-46
NR60321--MA1107.1.KLF9	chr8	93810271	93810283	-	0.000	0.000	Merged-chr8-93810346-59
NR54250--MA0740.1.KLF14	chr7	6343624	6343637	+	0.000	0.000	Merged-chr7-6343741-28
NR44856--MA0741.1.KLF16	chr4	145353998	145354008	+	0.000	0.000	Merged-chr4-145353914-49
NR55740--MA1107.1.KLF9	chr7	58759360	58759372	+	0.000	0.000	Merged-chr7-58759463-23
NR50631--MA1107.1.KLF9	chr6	29735941	29735953	-	0.000	0.000	Merged-chr6-29735888-24
NR38601--MA0599.1.KLF5	chr3	81835918	81835927	-	0.000	0.000	Merged-chr3-81835793-30
NR60756--MA0493.1.Klf1	chr8	113669808	113669818	-	0.000	0.000	Merged-chr8-113669969-10
NR18415--MA0599.1.KLF5	chr14	18893963	18893972	-	0.000	0.000	Merged-chr14-18893829-80
NR58880--MA0741.1.KLF16	chr8	27201025	27201035	+	0.000	0.000	Merged-chr8-27201067-26
NR30352--MA0741.1.KLF16	chr18	77822611	77822621	+	0.000	0.000	Merged-chr18-77822747-6
NR14642--MA0599.1.KLF5	chr12	108275432	108275441	+	0.000	0.000	Merged-chr12-108275445-64
NR55360--MA0741.1.KLF16	chr7	44311306	44311316	-	0.000	0.000	Merged-chr7-44311321-7
NR4687--MA0657.1.KLF13	chr10	19009535	19009552	-	0.000	0.000	Merged-chr10-19009477-32
NR55728--MA0599.1.KLF5	chr7	58758633	58758642	+	0.000	0.000	Merged-chr7-58758564-8
NR35460--MA1107.1.KLF9	chr2	128392471	128392483	+	0.000	0.000	Merged-chr2-128392502-21
NR157--MA0741.1.KLF16	chr1	20740725	20740735	-	0.000	0.000	Merged-chr1-20740658-39
NR44826--MA1107.1.KLF9	chr4	144906817	144906829	-	0.000	0.000	Merged-chr4-144906777-28
NR44694--MA0741.1.KLF16	chr4	141296034	141296044	+	0.000	0.000	Merged-chr4-141296105-4
NR21223--MA0741.1.KLF16	chr15	51730329	51730339	-	0.000	0.000	Merged-chr15-51730224-2
NR59540--MA1107.1.KLF9	chr8	69822491	69822503	-	0.000	0.000	Merged-chr8-69822616-46
NR60000--MA0599.1.KLF5	chr8	81881728	81881737	+	0.000	0.000	Merged-chr8-81881786-34
NR49930--MA0039.3.KLF4	chr5	144358276	144358286	-	0.000	0.000	Merged-chr5-144358177-56
NR4997--MA0599.1.KLF5	chr10	40713392	40713401	+	0.000	0.000	Merged-chr10-40713251-44
NR2134--MA0742.1.Klf12	chr1	134747712	134747726	+	0.000	0.000	Merged-chr1-134747834-30
NR44831--MA0493.1.Klf1	chr4	144996133	144996143	-	0.000	0.000	Merged-chr4-144996009-47
NR25040--MA0741.1.KLF16	chr16	89849250	89849260	-	0.000	0.000	Merged-chr16-89849155-62
NR39779--MA0039.3.KLF4	chr3	116024475	116024485	-	0.000	0.000	Merged-chr3-116024547-26
NR13663--MA1107.1.KLF9	chr12	75143742	75143754	+	0.000	0.000	Merged-chr12-75143712-1
NR43345--MA0740.1.KLF14	chr4	120288020	120288033	+	0.000	0.000	Merged-chr4-120287807-68
NR39108--MA1107.1.KLF9	chr3	96040727	96040739	+	0.000	0.000	Merged-chr3-96040740-50
NR61663--MA0599.1.KLF5	chr8	128433381	128433390	+	0.000	0.000	Merged-chr8-128433570-8
NR2768--MA0657.1.KLF13	chr1	157020050	157020067	+	0.000	0.000	Merged-chr1-157020072-9
NR40126--MA0039.3.KLF4	chr3	126660888	126660898	+	0.000	0.000	Merged-chr3-126660767-126
NR24104--MA0599.1.KLF5	chr16	24834895	24834904	+	0.000	0.000	Merged-chr16-24834930-16
NR45175--MA0742.1.Klf12	chr4	150518992	150519006	+	0.000	0.000	Merged-chr4-150519164-27
NR48827--MA0039.3.KLF4	chr5	129192021	129192031	+	0.000	0.000	Merged-chr5-129191899-21
NR10871--MA0741.1.KLF16	chr11	94210225	94210235	+	0.000	0.000	Merged-chr11-94210319-4
NR22730--MA0599.1.KLF5	chr15	94404234	94404243	+	0.000	0.000	Merged-chr15-94404282-43
NR50295--MA0039.3.KLF4	chr5	149647680	149647690	+	0.000	0.000	Merged-chr5-149647772-15
NR66893--MA0599.1.KLF5	chrX	162643608	162643617	+	0.000	0.000	Merged-chrX-162643590-34
NR49002--MA0741.1.KLF16	chr5	134099977	134099987	+	0.000	0.000	Merged-chr5-134099725-50
NR59406--MA1107.1.KLF9	chr8	61283216	61283228	+	0.000	0.000	Merged-chr8-61283229-50
NR55644--MA0741.1.KLF16	chr7	49494957	49494967	+	0.000	0.000	Merged-chr7-49494921-17
NR39797--MA0039.3.KLF4	chr3	116341198	116341208	-	0.000	0.000	Merged-chr3-116341192-33
NR30222--MA0741.1.KLF16	chr18	74442354	74442364	+	0.000	0.000	Merged-chr18-74442456-61
NR14159--MA0657.1.KLF13	chr12	98572410	98572427	+	0.000	0.000	Merged-chr12-98572483-18
NR13422--MA0493.1.Klf1	chr12	65258708	65258718	-	0.000	0.000	Merged-chr12-65258774-28
NR66357--MA0741.1.KLF16	chrX	99135989	99135999	+	0.000	0.000	Merged-chrX-99136067-62
NR14297--MA0493.1.Klf1	chr12	101718561	101718571	+	0.000	0.000	Merged-chr12-101718493-65
NR343--MA0740.1.KLF14	chr1	37029241	37029254	-	0.000	0.000	Merged-chr1-37029325-41
NR33804--MA0039.3.KLF4	chr2	53067448	53067458	-	0.000	0.000	Merged-chr2-53067376-9
NR5715--MA0493.1.Klf1	chr10	71399679	71399689	+	0.000	0.000	Merged-chr10-71399794-69
NR11292--MA0599.1.KLF5	chr11	99549733	99549742	-	0.000	0.000	Merged-chr11-99549700-12
NR4423--MA1107.1.KLF9	chr1	194626246	194626258	+	0.000	0.000	Merged-chr1-194626204-2
NR64272--MA0742.1.Klf12	chr9	101251889	101251903	+	0.000	0.000	Merged-chr9-101251656-72
NR50515--MA1107.1.KLF9	chr6	17901355	17901367	-	0.000	0.000	Merged-chr6-17901265-19
NR952--MA0599.1.KLF5	chr1	72870373	72870382	-	0.000	0.000	Merged-chr1-72870469-25
NR11273--MA1107.1.KLF9	chr11	99132667	99132679	-	0.000	0.000	Merged-chr11-99132520-18
NR47369--MA0741.1.KLF16	chr5	99728258	99728268	+	0.000	0.000	Merged-chr5-99728250-10
NR17316--MA0493.1.Klf1	chr13	99411959	99411969	+	0.000	0.000	Merged-chr13-99411845-11
NR6276--MA1107.1.KLF9	chr10	80848715	80848727	+	0.000	0.000	Merged-chr10-80848752-35
NR14650--MA1107.1.KLF9	chr12	108275619	108275631	-	0.000	0.000	Merged-chr12-108275445-64
NR61662--MA1107.1.KLF9	chr8	128421100	128421112	-	0.000	0.000	Merged-chr8-128420826-46
NR64033--MA0599.1.KLF5	chr9	92274696	92274705	-	0.000	0.000	Merged-chr9-92274591-56
NR47224--MA0599.1.KLF5	chr5	92245585	92245594	-	0.000	0.000	Merged-chr5-92245649-42
NR54629--MA0493.1.Klf1	chr7	19819226	19819236	-	0.000	0.000	Merged-chr7-19819165-4
NR32131--MA0657.1.KLF13	chr19	54115019	54115036	-	0.000	0.000	Merged-chr19-54115142-50
NR34281--MA1107.1.KLF9	chr2	74681776	74681788	-	0.000	0.000	Merged-chr2-74681883-2
NR19880--MA1107.1.KLF9	chr14	84443462	84443474	-	0.000	0.000	Merged-chr14-84443299-57
NR3835--MA0741.1.KLF16	chr1	183180652	183180662	-	0.000	0.000	Merged-chr1-183180587-56
NR66553--MA0599.1.KLF5	chrX	133689118	133689127	-	0.000	0.000	Merged-chrX-133688960-40
NR58666--MA0493.1.Klf1	chr8	15018751	15018761	+	0.000	0.000	Merged-chr8-15018606-116
NR62506--MA0741.1.KLF16	chr9	44708542	44708552	-	0.000	0.000	Merged-chr9-44708535-22
NR52028--MA0741.1.KLF16	chr6	97300923	97300933	-	0.000	0.000	Merged-chr6-97300820-20
NR57924--MA0740.1.KLF14	chr7	136894428	136894441	+	0.000	0.000	Merged-chr7-136894538-85
NR24998--MA0657.1.KLF13	chr16	87597698	87597715	-	0.000	0.000	Merged-chr16-87597793-27
NR33076--MA0599.1.KLF5	chr2	27442307	27442316	+	0.000	0.000	Merged-chr2-27442428-51
NR8092--MA0741.1.KLF16	chr10	127607316	127607326	-	0.000	0.000	Merged-chr10-127607308-16
NR66052--MA0741.1.KLF16	chrX	56346459	56346469	-	0.000	0.000	Merged-chrX-56346415-28
NR5733--MA0493.1.Klf1	chr10	74967330	74967340	+	0.000	0.000	Merged-chr10-74967177-57
NR13566--MA0599.1.KLF5	chr12	71577482	71577491	-	0.000	0.000	Merged-chr12-71577475-38
NR28575--MA0493.1.Klf1	chr17	85800163	85800173	-	0.000	0.000	Merged-chr17-85800006-20
NR60578--MA0599.1.KLF5	chr8	106292671	106292680	+	0.000	0.000	Merged-chr8-106292794-10
NR44401--MA1107.1.KLF9	chr4	137714170	137714182	-	0.000	0.000	Merged-chr4-137714339-14
NR34054--MA0599.1.KLF5	chr2	68289276	68289285	-	0.000	0.000	Merged-chr2-68289327-28
NR64304--MA0742.1.Klf12	chr9	103092407	103092421	-	0.000	0.000	Merged-chr9-103092391-37
NR7497--MA0599.1.KLF5	chr10	117651142	117651151	-	0.000	0.000	Merged-chr10-117651194-26
NR2779--MA0742.1.Klf12	chr1	157458567	157458581	+	0.000	0.000	Merged-chr1-157458519-40
NR3673--MA0741.1.KLF16	chr1	180548102	180548112	-	0.000	0.000	Merged-chr1-180548194-33
NR37618--MA1107.1.KLF9	chr2	180307989	180308001	+	0.000	0.000	Merged-chr2-180307978-23
NR53016--MA0599.1.KLF5	chr6	129049281	129049290	-	0.000	0.000	Merged-chr6-129049251-27
NR51722--MA0493.1.Klf1	chr6	85075160	85075170	+	0.000	0.000	Merged-chr6-85075148-16
NR53834--MA0741.1.KLF16	chr6	145002398	145002408	-	0.000	0.000	Merged-chr6-145002461-23
NR38411--MA0741.1.KLF16	chr3	62338940	62338950	-	0.000	0.000	Merged-chr3-62339060-22
NR64276--MA0741.1.KLF16	chr9	101251870	101251880	+	0.000	0.000	Merged-chr9-101251656-72
NR20080--MA0742.1.Klf12	chr14	101879180	101879194	+	0.000	0.000	Merged-chr14-101879110-69
NR40946--MA1107.1.KLF9	chr3	148488426	148488438	+	0.000	0.000	Merged-chr3-148488399-75
NR1645--MA0741.1.KLF16	chr1	111864955	111864965	-	0.000	0.000	Merged-chr1-111864716-124
NR49692--MA0740.1.KLF14	chr5	141241508	141241521	-	0.000	0.000	Merged-chr5-141241462-54
NR15297--MA1107.1.KLF9	chr12	119148007	119148019	-	0.000	0.000	Merged-chr12-119148040-28
NR54189--MA0657.1.KLF13	chr7	4964458	4964475	+	0.000	0.000	Merged-chr7-4964465-28
NR47239--MA0741.1.KLF16	chr5	92967512	92967522	+	0.000	0.000	Merged-chr5-92967427-8
NR61471--MA0741.1.KLF16	chr8	125727533	125727543	-	0.000	0.000	Merged-chr8-125727602-12
NR22927--MA0740.1.KLF14	chr15	98167840	98167853	+	0.000	0.000	Merged-chr15-98167848-50
NR25230--MA0599.1.KLF5	chr16	93153252	93153261	+	0.000	0.000	Merged-chr16-93153200-34
NR836--MA0599.1.KLF5	chr1	61016827	61016836	+	0.000	0.000	Merged-chr1-61016858-25
NR36112--MA0741.1.KLF16	chr2	150910398	150910408	+	0.000	0.000	Merged-chr2-150910563-2
NR43223--MA0599.1.KLF5	chr4	118060378	118060387	+	0.000	0.000	Merged-chr4-118060227-12
NR24453--MA0493.1.Klf1	chr16	44210824	44210834	+	0.000	0.000	Merged-chr16-44210859-20
NR24859--MA0740.1.KLF14	chr16	76283301	76283314	+	0.000	0.000	Merged-chr16-76283420-1
NR52037--MA1107.1.KLF9	chr6	97447099	97447111	+	0.000	0.000	Merged-chr6-97447180-22
NR7496--MA1107.1.KLF9	chr10	117651103	117651115	-	0.000	0.000	Merged-chr10-117651194-26
NR11377--MA0493.1.Klf1	chr11	101199803	101199813	-	0.000	0.000	Merged-chr11-101199720-6
NR53911--MA0740.1.KLF14	chr6	145992967	145992980	+	0.000	0.000	Merged-chr6-145993129-56
NR8573--MA0493.1.Klf1	chr11	6658465	6658475	-	0.000	0.000	Merged-chr11-6658459-18
NR5416--MA0599.1.KLF5	chr10	61233350	61233359	+	0.000	0.000	Merged-chr10-61233317-40
NR63601--MA0493.1.Klf1	chr9	77966057	77966067	+	0.000	0.000	Merged-chr9-77966049-24
NR41266--MA1107.1.KLF9	chr3	154683885	154683897	-	0.000	0.000	Merged-chr3-154683777-15
NR18692--MA1107.1.KLF9	chr14	31398285	31398297	-	0.000	0.000	Merged-chr14-31398460-1
NR41809--MA0599.1.KLF5	chr4	41295619	41295628	+	0.000	0.000	Merged-chr4-41295781-15
NR66996--MA0493.1.Klf1	chrX	166672851	166672861	+	0.000	0.000	Merged-chrX-166672902-11
NR5537--MA0599.1.KLF5	chr10	63175382	63175391	+	0.000	0.000	Merged-chr10-63175316-22
