#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval0.3-log2fc0.5_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval0.3-log2fc0.5_dn.bed
NR40168--MA0599.1.KLF5	chr3	103280603	103280612	-	0.000	0.000	Merged-chr3-103280513-5
NR2486--MA0741.1.KLF16	chr1	139423049	139423059	+	0.000	0.000	Merged-chr1-139423119-2
NR18388--MA0742.1.Klf12	chr13	117198859	117198873	-	0.000	0.000	Merged-chr13-117198790-41
NR63731--MA0599.1.KLF5	chr9	32672295	32672304	-	0.000	0.000	Merged-chr9-32672440-49
NR45043--MA1107.1.KLF9	chr4	131696143	131696155	-	0.000	0.000	Merged-chr4-131696229-22
NR41011--MA0493.1.Klf1	chr3	130894555	130894565	-	0.000	0.000	Merged-chr3-130894407-22
NR17903--MA0599.1.KLF5	chr13	105047444	105047453	-	0.000	0.000	Merged-chr13-105047400-59
NR36308--MA0741.1.KLF16	chr2	132180654	132180664	+	0.000	0.000	Merged-chr2-132180846-32
NR55530--MA1107.1.KLF9	chr7	18892404	18892416	+	0.000	0.000	Merged-chr7-18892441-33
NR53695--MA1107.1.KLF9	chr6	116682494	116682506	-	0.000	0.000	Merged-chr6-116682504-22
NR37587--MA0740.1.KLF14	chr2	165983253	165983266	-	0.000	0.000	Merged-chr2-165983267-1
NR37019--MA0741.1.KLF16	chr2	153325878	153325888	-	0.000	0.000	Merged-chr2-153325949-22
NR46241--MA0493.1.Klf1	chr4	150518992	150519002	+	0.000	0.000	Merged-chr4-150519164-27
NR56714--MA1107.1.KLF9	chr7	48137406	48137418	+	0.000	0.000	Merged-chr7-48137318-1
NR26857--MA0599.1.KLF5	chr17	31753549	31753558	+	0.000	0.000	Merged-chr17-31753653-23
NR34054--MA0599.1.KLF5	chr2	43737912	43737921	-	0.000	0.000	Merged-chr2-43737811-44
NR13546--MA0741.1.KLF16	chr12	46818529	46818539	-	0.000	0.000	Merged-chr12-46818433-12
NR66575--MA0741.1.KLF16	chr9	118512858	118512868	-	0.000	0.000	Merged-chr9-118512920-16
NR19187--MA0493.1.Klf1	chr14	47533729	47533739	-	0.000	0.000	Merged-chr14-47533897-41
NR30506--MA0741.1.KLF16	chr18	74216956	74216966	-	0.000	0.000	Merged-chr18-74216878-3
NR59474--MA0741.1.KLF16	chr7	139295886	139295896	-	0.000	0.000	Merged-chr7-139295944-32
NR18562--MA1107.1.KLF9	chr14	7929179	7929191	-	0.000	0.000	Merged-chr14-7929252-11
NR49095--MA0599.1.KLF5	chr5	110343040	110343049	+	0.000	0.000	Merged-chr5-110342964-29
NR6949--MA0599.1.KLF5	chr10	84904054	84904063	+	0.000	0.000	Merged-chr10-84904074-24
NR46733--MA0741.1.KLF16	chr5	14514856	14514866	-	0.000	0.000	Merged-chr5-14515082-42
NR67924--MA0741.1.KLF16	chrX	137038097	137038107	+	0.000	0.000	Merged-chrX-137038164-54
NR38521--MA0599.1.KLF5	chr3	19459143	19459152	-	0.000	0.000	Merged-chr3-19459037-66
NR10640--MA1107.1.KLF9	chr11	74443987	74443999	+	0.000	0.000	Merged-chr11-74444076-12
NR38631--MA0740.1.KLF14	chr3	27984083	27984096	-	0.000	0.000	Merged-chr3-27984101-47
NR43429--MA0599.1.KLF5	chr4	63486710	63486719	+	0.000	0.000	Merged-chr4-63486767-20
NR19186--MA0039.3.KLF4	chr14	47533727	47533737	-	0.000	0.000	Merged-chr14-47533897-41
NR6030--MA0741.1.KLF16	chr10	69571684	69571694	-	0.000	0.000	Merged-chr10-69571391-44
NR54298--MA0657.1.KLF13	chr6	134183956	134183973	+	0.000	0.000	Merged-chr6-134184108-53
NR5416--MA0599.1.KLF5	chr10	41690301	41690310	-	0.000	0.000	Merged-chr10-41690253-38
NR56701--MA0741.1.KLF16	chr7	47104264	47104274	-	0.000	0.000	Merged-chr7-47104097-36
NR47381--MA0599.1.KLF5	chr5	34637180	34637189	+	0.000	0.000	Merged-chr5-34637135-1
NR64210--MA0740.1.KLF14	chr9	54699490	54699503	+	0.000	0.000	Merged-chr9-54699684-60
NR6733--MA1107.1.KLF9	chr10	81247992	81248004	+	0.000	0.000	Merged-chr10-81248090-40
NR34972--MA0599.1.KLF5	chr2	78973958	78973967	+	0.000	0.000	Merged-chr2-78973866-41
NR52369--MA0493.1.Klf1	chr6	57449423	57449433	-	0.000	0.000	Merged-chr6-57449516-18
NR25826--MA0741.1.KLF16	chr17	6961216	6961226	+	0.000	0.000	Merged-chr17-6961334-74
NR57935--MA0741.1.KLF16	chr7	102347591	102347601	+	0.000	0.000	Merged-chr7-102347477-20
NR32210--MA0740.1.KLF14	chr19	44078470	44078483	+	0.000	0.000	Merged-chr19-44078434-18
NR6388--MA0039.3.KLF4	chr10	78372833	78372843	+	0.000	0.000	Merged-chr10-78372862-56
NR45643--MA0742.1.Klf12	chr4	138262423	138262437	+	0.000	0.000	Merged-chr4-138262353-56
NR17724--MA0740.1.KLF14	chr13	101569398	101569411	-	0.000	0.000	Merged-chr13-101569413-14
NR15205--MA0741.1.KLF16	chr12	111007861	111007871	+	0.000	0.000	Merged-chr12-111007914-34
NR65843--MA0741.1.KLF16	chr9	106071782	106071792	+	0.000	0.000	Merged-chr9-106071900-22
NR22287--MA0741.1.KLF16	chr15	78928325	78928335	-	0.000	0.000	Merged-chr15-78928209-40
NR21505--MA0039.3.KLF4	chr15	38590182	38590192	+	0.000	0.000	Merged-chr15-38590219-18
NR37202--MA1107.1.KLF9	chr2	157119293	157119305	-	0.000	0.000	Merged-chr2-157119108-55
NR27807--MA0039.3.KLF4	chr17	56425191	56425201	-	0.000	0.000	Merged-chr17-56425045-2
NR47032--MA0599.1.KLF5	chr5	24348289	24348298	+	0.000	0.000	Merged-chr5-24348360-46
NR14008--MA0657.1.KLF13	chr12	76312170	76312187	+	0.000	0.000	Merged-chr12-76312183-20
NR56567--MA0740.1.KLF14	chr7	45370725	45370738	+	0.000	0.000	Merged-chr7-45370625-47
NR41623--MA0740.1.KLF14	chr3	146039642	146039655	-	0.000	0.000	Merged-chr3-146039588-29
NR48644--MA0741.1.KLF16	chr5	96219746	96219756	+	0.000	0.000	Merged-chr5-96219655-31
NR965--MA1107.1.KLF9	chr1	69499064	69499076	-	0.000	0.000	Merged-chr1-69499196-51
NR13015--MA0741.1.KLF16	chr12	3781586	3781596	+	0.000	0.000	Merged-chr12-3781537-41
NR2933--MA0039.3.KLF4	chr1	156522400	156522410	-	0.000	0.000	Merged-chr1-156522298-40
NR41630--MA0599.1.KLF5	chr3	146045219	146045228	-	0.000	0.000	Merged-chr3-146045142-29
NR960--MA0039.3.KLF4	chr1	69499064	69499074	-	0.000	0.000	Merged-chr1-69499196-51
NR41164--MA0493.1.Klf1	chr3	133411741	133411751	-	0.000	0.000	Merged-chr3-133411903-38
NR22403--MA1107.1.KLF9	chr15	80219311	80219323	-	0.000	0.000	Merged-chr15-80219438-40
NR53698--MA0741.1.KLF16	chr6	116682512	116682522	-	0.000	0.000	Merged-chr6-116682504-22
NR6729--MA1107.1.KLF9	chr10	81247984	81247996	+	0.000	0.000	Merged-chr10-81248090-40
NR38412--MA0742.1.Klf12	chr3	8717392	8717406	+	0.000	0.000	Merged-chr3-8717539-26
NR58721--MA0599.1.KLF5	chr7	123189954	123189963	+	0.000	0.000	Merged-chr7-123189982-13
NR7753--MA0741.1.KLF16	chr10	111619936	111619946	-	0.000	0.000	Merged-chr10-111620030-35
NR28925--MA0493.1.Klf1	chr17	88668541	88668551	+	0.000	0.000	Merged-chr17-88668603-31
NR66571--MA0493.1.Klf1	chr9	118512760	118512770	+	0.000	0.000	Merged-chr9-118512920-16
NR7707--MA1107.1.KLF9	chr10	110952116	110952128	+	0.000	0.000	Merged-chr10-110952029-21
NR38069--MA0493.1.Klf1	chr2	173038220	173038230	-	0.000	0.000	Merged-chr2-173038301-38
NR35064--MA0599.1.KLF5	chr2	84733969	84733978	+	0.000	0.000	Merged-chr2-84734073-60
NR37444--MA1107.1.KLF9	chr2	163298968	163298980	+	0.000	0.000	Merged-chr2-163299110-16
NR39386--MA0039.3.KLF4	chr3	84039284	84039294	+	0.000	0.000	Merged-chr3-84039248-13
NR13902--MA0493.1.Klf1	chr12	71577482	71577492	-	0.000	0.000	Merged-chr12-71577475-38
NR47031--MA0742.1.Klf12	chr5	24348299	24348313	+	0.000	0.000	Merged-chr5-24348360-46
NR11852--MA0493.1.Klf1	chr11	100622943	100622953	+	0.000	0.000	Merged-chr11-100622972-47
NR40663--MA0657.1.KLF13	chr3	121872947	121872964	+	0.000	0.000	Merged-chr3-121872910-8
NR630--MA0493.1.Klf1	chr1	50927414	50927424	+	0.000	0.000	Merged-chr1-50927546-47
NR40089--MA0742.1.Klf12	chr3	101066372	101066386	-	0.000	0.000	Merged-chr3-101066330-34
NR2729--MA0599.1.KLF5	chr1	152292082	152292091	+	0.000	0.000	Merged-chr1-152292152-42
NR10202--MA1107.1.KLF9	chr11	62574655	62574667	-	0.000	0.000	Merged-chr11-62574522-33
NR54904--MA0741.1.KLF16	chr6	144922866	144922876	-	0.000	0.000	Merged-chr6-144923057-24
NR33259--MA0742.1.Klf12	chr2	19715774	19715788	+	0.000	0.000	Merged-chr2-19715961-49
NR4622--MA0742.1.Klf12	chr1	193146634	193146648	-	0.000	0.000	Merged-chr1-193146532-29
NR33882--MA0493.1.Klf1	chr2	33215874	33215884	+	0.000	0.000	Merged-chr2-33215987-37
NR6408--MA0599.1.KLF5	chr10	78591495	78591504	+	0.000	0.000	Merged-chr10-78591628-19
NR56689--MA0740.1.KLF14	chr7	47104262	47104275	-	0.000	0.000	Merged-chr7-47104097-36
NR38632--MA0657.1.KLF13	chr3	27984080	27984097	-	0.000	0.000	Merged-chr3-27984101-47
NR47919--MA0599.1.KLF5	chr5	67450383	67450392	+	0.000	0.000	Merged-chr5-67450291-36
NR7725--MA1107.1.KLF9	chr10	111102965	111102977	+	0.000	0.000	Merged-chr10-111102896-60
NR38068--MA0039.3.KLF4	chr2	173038218	173038228	-	0.000	0.000	Merged-chr2-173038301-38
NR21201--MA0039.3.KLF4	chr15	25216705	25216715	+	0.000	0.000	Merged-chr15-25216736-38
NR36008--MA0741.1.KLF16	chr2	122765301	122765311	-	0.000	0.000	Merged-chr2-122765389-48
NR17280--MA0039.3.KLF4	chr13	89521654	89521664	+	0.000	0.000	Merged-chr13-89521757-30
NR38440--MA1107.1.KLF9	chr3	9500015	9500027	-	0.000	0.000	Merged-chr3-9499976-58
NR54926--MA0599.1.KLF5	chr6	145469422	145469431	-	0.000	0.000	Merged-chr6-145469437-17
NR28065--MA1107.1.KLF9	chr17	65884521	65884533	+	0.000	0.000	Merged-chr17-65884407-1
NR17725--MA0599.1.KLF5	chr13	101569401	101569410	-	0.000	0.000	Merged-chr13-101569413-14
NR68369--MA0741.1.KLF16	chrY	90799069	90799079	-	0.000	0.000	Merged-chrY-90799205-23
NR65397--MA0599.1.KLF5	chr9	94607631	94607640	-	0.000	0.000	Merged-chr9-94607543-65
NR14020--MA1107.1.KLF9	chr12	76527554	76527566	-	0.000	0.000	Merged-chr12-76527633-28
NR57360--MA0742.1.Klf12	chr7	81454606	81454620	+	0.000	0.000	Merged-chr7-81454544-19
NR47526--MA0740.1.KLF14	chr5	38684790	38684803	-	0.000	0.000	Merged-chr5-38684647-63
NR43385--MA0599.1.KLF5	chr4	62502282	62502291	+	0.000	0.000	Merged-chr4-62502251-45
NR37592--MA1107.1.KLF9	chr2	165983254	165983266	-	0.000	0.000	Merged-chr2-165983267-1
NR67353--MA0741.1.KLF16	chrX	48314745	48314755	+	0.000	0.000	Merged-chrX-48314836-34
NR15674--MA1107.1.KLF9	chr13	13492082	13492094	+	0.000	0.000	Merged-chr13-13492146-24
NR50804--MA0599.1.KLF5	chr5	140944722	140944731	-	0.000	0.000	Merged-chr5-140944857-24
NR28481--MA0657.1.KLF13	chr17	81045916	81045933	+	0.000	0.000	Merged-chr17-81046015-1
NR39200--MA0599.1.KLF5	chr3	68543313	68543322	+	0.000	0.000	Merged-chr3-68543251-15
NR11327--MA0741.1.KLF16	chr11	88595871	88595881	+	0.000	0.000	Merged-chr11-88595910-28
NR63374--MA0741.1.KLF16	chr9	14926828	14926838	+	0.000	0.000	Merged-chr9-14926732-51
NR29049--MA0599.1.KLF5	chr18	5819923	5819932	+	0.000	0.000	Merged-chr18-5820020-28
NR23753--MA1107.1.KLF9	chr16	14380126	14380138	-	0.000	0.000	Merged-chr16-14380008-54
NR7892--MA0599.1.KLF5	chr10	116930685	116930694	+	0.000	0.000	Merged-chr10-116930621-65
NR56694--MA0599.1.KLF5	chr7	47104250	47104259	-	0.000	0.000	Merged-chr7-47104097-36
NR4824--MA0599.1.KLF5	chr10	7212249	7212258	-	0.000	0.000	Merged-chr10-7212223-140
NR38682--MA1107.1.KLF9	chr3	31095080	31095092	-	0.000	0.000	Merged-chr3-31095271-1
NR36064--MA0741.1.KLF16	chr2	125189305	125189315	+	0.000	0.000	Merged-chr2-125189398-33
NR29840--MA1107.1.KLF9	chr18	56621016	56621028	-	0.000	0.000	Merged-chr18-56620960-32
NR36489--MA1107.1.KLF9	chr2	137114970	137114982	+	0.000	0.000	Merged-chr2-137114905-4
NR18067--MA0742.1.Klf12	chr13	109213212	109213226	-	0.000	0.000	Merged-chr13-109213117-28
NR28929--MA0039.3.KLF4	chr17	88668755	88668765	+	0.000	0.000	Merged-chr17-88668603-31
NR4507--MA0657.1.KLF13	chr1	191662419	191662436	+	0.000	0.000	Merged-chr1-191662407-14
NR32162--MA0599.1.KLF5	chr19	42770733	42770742	-	0.000	0.000	Merged-chr19-42770693-24
NR60512--MA0599.1.KLF5	chr8	36249517	36249526	+	0.000	0.000	Merged-chr8-36249558-6
NR66147--MA0599.1.KLF5	chr9	110732701	110732710	-	0.000	0.000	Merged-chr9-110732795-38
NR33999--MA0493.1.Klf1	chr2	36091472	36091482	+	0.000	0.000	Merged-chr2-36091401-36
NR15938--MA0741.1.KLF16	chr13	34046645	34046655	+	0.000	0.000	Merged-chr13-34046570-24
NR27572--MA0599.1.KLF5	chr17	47395706	47395715	-	0.000	0.000	Merged-chr17-47395645-41
NR32356--MA0741.1.KLF16	chr19	46148528	46148538	-	0.000	0.000	Merged-chr19-46148494-21
NR45645--MA0493.1.Klf1	chr4	138262423	138262433	+	0.000	0.000	Merged-chr4-138262353-56
NR53738--MA0599.1.KLF5	chr6	118593943	118593952	+	0.000	0.000	Merged-chr6-118593680-90
NR9579--MA0493.1.Klf1	chr11	49051306	49051316	+	0.000	0.000	Merged-chr11-49051380-85
NR32354--MA0493.1.Klf1	chr19	46148516	46148526	+	0.000	0.000	Merged-chr19-46148494-21
NR8963--MA1107.1.KLF9	chr11	6000759	6000771	+	0.000	0.000	Merged-chr11-6000952-1
NR57364--MA0741.1.KLF16	chr7	81454607	81454617	+	0.000	0.000	Merged-chr7-81454544-19
NR47601--MA0740.1.KLF14	chr5	51552660	51552673	+	0.000	0.000	Merged-chr5-51552540-96
NR51889--MA0493.1.Klf1	chr6	38551356	38551366	-	0.000	0.000	Merged-chr6-38551188-3
NR67022--MA0599.1.KLF5	chrX	8892338	8892347	+	0.000	0.000	Merged-chrX-8892389-3
NR5698--MA1107.1.KLF9	chr10	60077960	60077972	-	0.000	0.000	Merged-chr10-60077857-9
NR59811--MA0493.1.Klf1	chr7	144896407	144896417	-	0.000	0.000	Merged-chr7-144896188-46
NR29200--MA0741.1.KLF16	chr18	21300192	21300202	+	0.000	0.000	Merged-chr18-21300237-62
NR60454--MA0740.1.KLF14	chr8	34689188	34689201	-	0.000	0.000	Merged-chr8-34689039-1
NR9190--MA0599.1.KLF5	chr11	23124544	23124553	+	0.000	0.000	Merged-chr11-23124595-33
NR5303--MA0741.1.KLF16	chr10	39505708	39505718	-	0.000	0.000	Merged-chr10-39505827-10
NR7720--MA0742.1.Klf12	chr10	111102953	111102967	+	0.000	0.000	Merged-chr10-111102896-60
NR25906--MA0741.1.KLF16	chr17	8525165	8525175	-	0.000	0.000	Merged-chr17-8525059-23
NR35744--MA1107.1.KLF9	chr2	115729945	115729957	-	0.000	0.000	Merged-chr2-115730038-1
NR15679--MA1107.1.KLF9	chr13	13492092	13492104	+	0.000	0.000	Merged-chr13-13492146-24
NR1455--MA1107.1.KLF9	chr1	88205751	88205763	+	0.000	0.000	Merged-chr1-88205704-31
NR10800--MA0741.1.KLF16	chr11	77887856	77887866	+	0.000	0.000	Merged-chr11-77887652-60
NR10448--MA0740.1.KLF14	chr11	69919795	69919808	+	0.000	0.000	Merged-chr11-69919909-46
NR41340--MA0599.1.KLF5	chr3	137867815	137867824	+	0.000	0.000	Merged-chr3-137867826-61
NR17469--MA0741.1.KLF16	chr13	95765257	95765267	-	0.000	0.000	Merged-chr13-95765232-46
NR49715--MA0742.1.Klf12	chr5	122209816	122209830	+	0.000	0.000	Merged-chr5-122209892-38
NR7182--MA0741.1.KLF16	chr10	90969597	90969607	-	0.000	0.000	Merged-chr10-90969735-47
NR7724--MA0741.1.KLF16	chr10	111102954	111102964	+	0.000	0.000	Merged-chr10-111102896-60
NR63733--MA0741.1.KLF16	chr9	32672294	32672304	-	0.000	0.000	Merged-chr9-32672440-49
NR354--MA0599.1.KLF5	chr1	36919867	36919876	+	0.000	0.000	Merged-chr1-36919930-2
NR9861--MA0741.1.KLF16	chr11	54936435	54936445	-	0.000	0.000	Merged-chr11-54936551-30
NR10799--MA0493.1.Klf1	chr11	77887855	77887865	+	0.000	0.000	Merged-chr11-77887652-60
NR57340--MA1107.1.KLF9	chr7	80889954	80889966	-	0.000	0.000	Merged-chr7-80889840-60
NR37915--MA0741.1.KLF16	chr2	170055613	170055623	-	0.000	0.000	Merged-chr2-170055593-21
NR25691--MA0741.1.KLF16	chr17	5138646	5138656	-	0.000	0.000	Merged-chr17-5138884-51
NR65057--MA0493.1.Klf1	chr9	77954647	77954657	-	0.000	0.000	Merged-chr9-77954587-30
NR60973--MA0493.1.Klf1	chr8	70152711	70152721	-	0.000	0.000	Merged-chr8-70152708-31
NR57686--MA0599.1.KLF5	chr7	96920647	96920656	-	0.000	0.000	Merged-chr7-96920782-38
NR39335--MA0599.1.KLF5	chr3	79451644	79451653	-	0.000	0.000	Merged-chr3-79451498-29
NR1437--MA0039.3.KLF4	chr1	87847399	87847409	-	0.000	0.000	Merged-chr1-87847290-68
NR63912--MA0599.1.KLF5	chr9	42488261	42488270	+	0.000	0.000	Merged-chr9-42488247-23
NR52334--MA1107.1.KLF9	chr6	55057675	55057687	-	0.000	0.000	Merged-chr6-55057514-12
NR65765--MA0599.1.KLF5	chr9	104373466	104373475	+	0.000	0.000	Merged-chr9-104373447-21
NR19224--MA0741.1.KLF16	chr14	50062046	50062056	+	0.000	0.000	Merged-chr14-50062274-71
NR31708--MA0493.1.Klf1	chr19	24166912	24166922	+	0.000	0.000	Merged-chr19-24166764-51
NR3887--MA0599.1.KLF5	chr1	180280034	180280043	+	0.000	0.000	Merged-chr1-180279893-43
NR43927--MA0493.1.Klf1	chr4	102908262	102908272	-	0.000	0.000	Merged-chr4-102908208-33
NR57085--MA0741.1.KLF16	chr7	75397646	75397656	+	0.000	0.000	Merged-chr7-75397713-20
NR62897--MA0657.1.KLF13	chr8	123236303	123236320	-	0.000	0.000	Merged-chr8-123236103-61
NR66179--MA0599.1.KLF5	chr9	111439057	111439066	-	0.000	0.000	Merged-chr9-111439119-15
NR11329--MA1107.1.KLF9	chr11	88595863	88595875	+	0.000	0.000	Merged-chr11-88595910-28
NR37591--MA0741.1.KLF16	chr2	165983255	165983265	-	0.000	0.000	Merged-chr2-165983267-1
NR35428--MA0599.1.KLF5	chr2	102050138	102050147	-	0.000	0.000	Merged-chr2-102050053-17
NR34001--MA1107.1.KLF9	chr2	36091472	36091484	+	0.000	0.000	Merged-chr2-36091401-36
NR16578--MA0599.1.KLF5	chr13	54789206	54789215	-	0.000	0.000	Merged-chr13-54789340-56
NR18752--MA1107.1.KLF9	chr14	21078650	21078662	-	0.000	0.000	Merged-chr14-21078723-20
NR2693--MA1107.1.KLF9	chr1	151125220	151125232	+	0.000	0.000	Merged-chr1-151125310-30
NR51823--MA0599.1.KLF5	chr6	35381370	35381379	-	0.000	0.000	Merged-chr6-35381159-33
NR29766--MA0599.1.KLF5	chr18	54992555	54992564	-	0.000	0.000	Merged-chr18-54992765-44
NR47544--MA0599.1.KLF5	chr5	43355361	43355370	-	0.000	0.000	Merged-chr5-43355421-55
NR58766--MA1107.1.KLF9	chr7	125034731	125034743	-	0.000	0.000	Merged-chr7-125034795-1
NR59843--MA0493.1.Klf1	chr8	3467656	3467666	-	0.000	0.000	Merged-chr8-3467584-41
NR60571--MA0599.1.KLF5	chr8	45410379	45410388	-	0.000	0.000	Merged-chr8-45410262-39
NR46133--MA0741.1.KLF16	chr4	148444834	148444844	-	0.000	0.000	Merged-chr4-148444677-50
NR59397--MA0741.1.KLF16	chr7	136164719	136164729	+	0.000	0.000	Merged-chr7-136164647-23
NR49092--MA0740.1.KLF14	chr5	110343022	110343035	-	0.000	0.000	Merged-chr5-110342964-29
NR19075--MA0741.1.KLF16	chr14	41013865	41013875	+	0.000	0.000	Merged-chr14-41013855-53
NR52428--MA0039.3.KLF4	chr6	59363660	59363670	+	0.000	0.000	Merged-chr6-59363496-31
NR61947--MA0493.1.Klf1	chr8	95534038	95534048	-	0.000	0.000	Merged-chr8-95534115-30
NR20414--MA0599.1.KLF5	chr14	100461639	100461648	+	0.000	0.000	Merged-chr14-100461621-38
NR56699--MA0493.1.Klf1	chr7	47104265	47104275	-	0.000	0.000	Merged-chr7-47104097-36
NR4829--MA0493.1.Klf1	chr10	7212276	7212286	-	0.000	0.000	Merged-chr10-7212223-140
NR62258--MA0493.1.Klf1	chr8	108887219	108887229	-	0.000	0.000	Merged-chr8-108887120-78
NR5479--MA0039.3.KLF4	chr10	43706426	43706436	-	0.000	0.000	Merged-chr10-43706280-54
NR6032--MA1107.1.KLF9	chr10	69571690	69571702	-	0.000	0.000	Merged-chr10-69571391-44
NR29765--MA1107.1.KLF9	chr18	54822926	54822938	+	0.000	0.000	Merged-chr18-54822886-30
NR41241--MA1107.1.KLF9	chr3	135579493	135579505	-	0.000	0.000	Merged-chr3-135579457-44
NR23898--MA0493.1.Klf1	chr16	18733719	18733729	-	0.000	0.000	Merged-chr16-18733506-32
NR6387--MA0599.1.KLF5	chr10	78372832	78372841	+	0.000	0.000	Merged-chr10-78372862-56
NR38411--MA0740.1.KLF14	chr3	8717392	8717405	+	0.000	0.000	Merged-chr3-8717539-26
NR51934--MA1107.1.KLF9	chr6	41177284	41177296	+	0.000	0.000	Merged-chr6-41177322-23
NR21504--MA0599.1.KLF5	chr15	38535549	38535558	+	0.000	0.000	Merged-chr15-38535554-39
NR56282--MA1107.1.KLF9	chr7	35119048	35119060	-	0.000	0.000	Merged-chr7-35119008-87
NR27806--MA0599.1.KLF5	chr17	56425193	56425202	-	0.000	0.000	Merged-chr17-56425045-2
NR43819--MA0039.3.KLF4	chr4	99120545	99120555	-	0.000	0.000	Merged-chr4-99120724-28
NR26776--MA0740.1.KLF14	chr17	29717071	29717084	-	0.000	0.000	Merged-chr17-29717022-42
NR47030--MA0740.1.KLF14	chr5	24348299	24348312	+	0.000	0.000	Merged-chr5-24348360-46
NR5417--MA0741.1.KLF16	chr10	41690298	41690308	-	0.000	0.000	Merged-chr10-41690253-38
NR54299--MA0039.3.KLF4	chr6	134183959	134183969	+	0.000	0.000	Merged-chr6-134184108-53
NR22285--MA0599.1.KLF5	chr15	78928309	78928318	+	0.000	0.000	Merged-chr15-78928209-40
NR33258--MA0740.1.KLF14	chr2	19715774	19715787	+	0.000	0.000	Merged-chr2-19715961-49
NR5193--MA1107.1.KLF9	chr10	26373346	26373358	+	0.000	0.000	Merged-chr10-26373188-33
NR56918--MA1107.1.KLF9	chr7	64012076	64012088	-	0.000	0.000	Merged-chr7-64011985-78
NR56703--MA1107.1.KLF9	chr7	47104263	47104275	-	0.000	0.000	Merged-chr7-47104097-36
NR1914--MA0741.1.KLF16	chr1	119637161	119637171	+	0.000	0.000	Merged-chr1-119636990-21
NR42878--MA0493.1.Klf1	chr4	44672759	44672769	+	0.000	0.000	Merged-chr4-44672853-18
NR14608--MA1107.1.KLF9	chr12	100277000	100277012	-	0.000	0.000	Merged-chr12-100277058-24
NR63813--MA1107.1.KLF9	chr9	37236228	37236240	-	0.000	0.000	Merged-chr9-37236124-32
NR21841--MA0742.1.Klf12	chr15	66558935	66558949	+	0.000	0.000	Merged-chr15-66559012-25
NR2932--MA0599.1.KLF5	chr1	156522402	156522411	-	0.000	0.000	Merged-chr1-156522298-40
NR19990--MA1107.1.KLF9	chr14	73377970	73377982	-	0.000	0.000	Merged-chr14-73378030-18
NR27809--MA0741.1.KLF16	chr17	56425180	56425190	-	0.000	0.000	Merged-chr17-56425045-2
NR67698--MA0741.1.KLF16	chrX	100777163	100777173	+	0.000	0.000	Merged-chrX-100777014-69
NR21723--MA0493.1.Klf1	chr15	59019026	59019036	+	0.000	0.000	Merged-chr15-59019141-20
NR13837--MA0742.1.Klf12	chr12	69853616	69853630	+	0.000	0.000	Merged-chr12-69853558-20
NR65797--MA0599.1.KLF5	chr9	105078826	105078835	-	0.000	0.000	Merged-chr9-105078921-24
NR13442--MA1107.1.KLF9	chr12	33220641	33220653	-	0.000	0.000	Merged-chr12-33220672-27
NR21213--MA0741.1.KLF16	chr15	25269713	25269723	-	0.000	0.000	Merged-chr15-25269773-79
NR65399--MA0741.1.KLF16	chr9	94607630	94607640	-	0.000	0.000	Merged-chr9-94607543-65
NR65998--MA0493.1.Klf1	chr9	107719431	107719441	+	0.000	0.000	Merged-chr9-107719377-27
NR41237--MA1107.1.KLF9	chr3	135579485	135579497	-	0.000	0.000	Merged-chr3-135579457-44
NR9518--MA0741.1.KLF16	chr11	46275403	46275413	-	0.000	0.000	Merged-chr11-46275497-31
NR56709--MA0599.1.KLF5	chr7	48137396	48137405	-	0.000	0.000	Merged-chr7-48137318-1
NR56746--MA0741.1.KLF16	chr7	49494958	49494968	+	0.000	0.000	Merged-chr7-49494921-17
NR43899--MA0742.1.Klf12	chr4	101419685	101419699	-	0.000	0.000	Merged-chr4-101419713-70
NR19987--MA0599.1.KLF5	chr14	73377972	73377981	-	0.000	0.000	Merged-chr14-73378030-18
NR52496--MA0741.1.KLF16	chr6	66973327	66973337	+	0.000	0.000	Merged-chr6-66973310-7
NR2485--MA0742.1.Klf12	chr1	139423048	139423062	+	0.000	0.000	Merged-chr1-139423119-2
NR35664--MA0741.1.KLF16	chr2	112240500	112240510	+	0.000	0.000	Merged-chr2-112240570-1
NR65997--MA0039.3.KLF4	chr9	107719433	107719443	+	0.000	0.000	Merged-chr9-107719377-27
NR10195--MA1107.1.KLF9	chr11	62574641	62574653	-	0.000	0.000	Merged-chr11-62574522-33
NR18557--MA0599.1.KLF5	chr14	7929181	7929190	-	0.000	0.000	Merged-chr14-7929252-11
NR18561--MA0741.1.KLF16	chr14	7929186	7929196	-	0.000	0.000	Merged-chr14-7929252-11
NR49093--MA0657.1.KLF13	chr5	110343019	110343036	-	0.000	0.000	Merged-chr5-110342964-29
NR13900--MA0599.1.KLF5	chr12	71577482	71577491	-	0.000	0.000	Merged-chr12-71577475-38
