#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval0.3-log2fc0.5_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval0.3-log2fc0.5_dn.bed
NR13594--MA1107.1.KLF9	chr12	72674465	72674477	+	0.000	0.000	Merged-chr12-72674596-16
NR27410--MA0740.1.KLF14	chr17	47505029	47505042	+	0.000	0.000	Merged-chr17-47504977-46
NR37030--MA0741.1.KLF16	chr2	167932243	167932253	+	0.000	0.000	Merged-chr2-167932380-64
NR19699--MA0742.1.Klf12	chr14	75069086	75069100	+	0.000	0.000	Merged-chr14-75069229-133
NR51416--MA0742.1.Klf12	chr6	66929669	66929683	+	0.000	0.000	Merged-chr6-66929752-32
NR46369--MA0493.1.Klf1	chr5	36590909	36590919	+	0.000	0.000	Merged-chr5-36590712-21
NR38863--MA0493.1.Klf1	chr3	89183123	89183133	+	0.000	0.000	Merged-chr3-89183015-64
NR44240--MA0741.1.KLF16	chr4	135475597	135475607	+	0.000	0.000	Merged-chr4-135475652-18
NR9990--MA0740.1.KLF14	chr11	70622582	70622595	-	0.000	0.000	Merged-chr11-70622499-26
NR9114--MA1107.1.KLF9	chr11	49100587	49100599	-	0.000	0.000	Merged-chr11-49100506-9
NR18915--MA0599.1.KLF5	chr14	47534006	47534015	+	0.000	0.000	Merged-chr14-47533897-41
NR8952--MA0599.1.KLF5	chr11	33162346	33162355	+	0.000	0.000	Merged-chr11-33162343-10
NR26540--MA0039.3.KLF4	chr17	28442851	28442861	+	0.000	0.000	Merged-chr17-28442863-20
NR50666--MA0493.1.Klf1	chr6	30230375	30230385	-	0.000	0.000	Merged-chr6-30230479-12
NR52402--MA1107.1.KLF9	chr6	114679344	114679356	-	0.000	0.000	Merged-chr6-114679499-19
NR24055--MA0657.1.KLF13	chr16	24238376	24238393	-	0.000	0.000	Merged-chr16-24238458-30
NR48493--MA0742.1.Klf12	chr5	122158214	122158228	+	0.000	0.000	Merged-chr5-122158258-63
NR1313--MA1107.1.KLF9	chr1	87847222	87847234	-	0.000	0.000	Merged-chr1-87847290-68
NR734--MA0039.3.KLF4	chr1	58303861	58303871	-	0.000	0.000	Merged-chr1-58304012-69
NR32901--MA1107.1.KLF9	chr2	25148073	25148085	+	0.000	0.000	Merged-chr2-25148103-14
NR5132--MA0599.1.KLF5	chr10	43998143	43998152	-	0.000	0.000	Merged-chr10-43998227-1
NR13913--MA0493.1.Klf1	chr12	85632521	85632531	-	0.000	0.000	Merged-chr12-85632486-20
NR17292--MA0493.1.Klf1	chr13	98737375	98737385	+	0.000	0.000	Merged-chr13-98737529-22
NR1322--MA1107.1.KLF9	chr1	87847240	87847252	-	0.000	0.000	Merged-chr1-87847290-68
NR45632--MA0039.3.KLF4	chr5	5420286	5420296	+	0.000	0.000	Merged-chr5-5420247-39
NR15551--MA0493.1.Klf1	chr13	23453843	23453853	+	0.000	0.000	Merged-chr13-23453663-42
NR28480--MA0741.1.KLF16	chr17	84064031	84064041	+	0.000	0.000	Merged-chr17-84064049-48
NR36841--MA0599.1.KLF5	chr2	166457611	166457620	+	0.000	0.000	Merged-chr2-166457571-13
NR51787--MA1107.1.KLF9	chr6	86823893	86823905	+	0.000	0.000	Merged-chr6-86823898-7
NR47029--MA1107.1.KLF9	chr5	77092712	77092724	+	0.000	0.000	Merged-chr5-77092743-13
NR21666--MA0741.1.KLF16	chr15	75633557	75633567	+	0.000	0.000	Merged-chr15-75633579-27
NR35289--MA1107.1.KLF9	chr2	122356415	122356427	-	0.000	0.000	Merged-chr2-122356412-11
NR1340--MA1107.1.KLF9	chr1	88267859	88267871	+	0.000	0.000	Merged-chr1-88267879-42
NR17291--MA0039.3.KLF4	chr13	98737377	98737387	+	0.000	0.000	Merged-chr13-98737529-22
NR16533--MA1107.1.KLF9	chr13	63566155	63566167	-	0.000	0.000	Merged-chr13-63566288-41
NR13018--MA0493.1.Klf1	chr12	25155530	25155540	-	0.000	0.000	Merged-chr12-25155613-40
NR56533--MA0741.1.KLF16	chr7	99152958	99152968	-	0.000	0.000	Merged-chr7-99152763-21
NR19463--MA0493.1.Klf1	chr14	66241492	66241502	-	0.000	0.000	Merged-chr14-66241484-22
NR1309--MA1107.1.KLF9	chr1	87847214	87847226	-	0.000	0.000	Merged-chr1-87847290-68
NR618--MA0039.3.KLF4	chr1	52578410	52578420	+	0.000	0.000	Merged-chr1-52578518-39
NR3722--MA0493.1.Klf1	chr1	181228987	181228997	+	0.000	0.000	Merged-chr1-181229140-10
NR46750--MA0493.1.Klf1	chr5	65850929	65850939	-	0.000	0.000	Merged-chr5-65850971-35
NR52626--MA0039.3.KLF4	chr6	120264383	120264393	-	0.000	0.000	Merged-chr6-120264409-18
NR21679--MA0741.1.KLF16	chr15	75894413	75894423	+	0.000	0.000	Merged-chr15-75894455-46
NR2026--MA0740.1.KLF14	chr1	132342003	132342016	-	0.000	0.000	Merged-chr1-132341932-46
NR11795--MA0742.1.Klf12	chr11	108268680	108268694	+	0.000	0.000	Merged-chr11-108268786-21
NR58835--MA0493.1.Klf1	chr8	25578494	25578504	-	0.000	0.000	Merged-chr8-25578502-39
NR38585--MA0740.1.KLF14	chr3	79181734	79181747	-	0.000	0.000	Merged-chr3-79181699-42
NR64609--MA0493.1.Klf1	chr9	108144674	108144684	+	0.000	0.000	Merged-chr9-108144717-30
NR2506--MA0039.3.KLF4	chr1	151382183	151382193	+	0.000	0.000	Merged-chr1-151382217-13
NR47853--MA1107.1.KLF9	chr5	112239654	112239666	-	0.000	0.000	Merged-chr5-112239781-12
NR8326--MA0657.1.KLF13	chr11	3703858	3703875	-	0.000	0.000	Merged-chr11-3703654-26
NR61173--MA1107.1.KLF9	chr8	121898639	121898651	-	0.000	0.000	Merged-chr8-121898554-47
NR50290--MA1107.1.KLF9	chr5	149594190	149594202	+	0.000	0.000	Merged-chr5-149594297-11
NR43919--MA1107.1.KLF9	chr4	132775197	132775209	-	0.000	0.000	Merged-chr4-132775105-24
NR55923--MA1107.1.KLF9	chr7	67425608	67425620	+	0.000	0.000	Merged-chr7-67425669-21
NR46177--MA0741.1.KLF16	chr5	33520516	33520526	+	0.000	0.000	Merged-chr5-33520453-4
NR3777--MA0742.1.Klf12	chr1	182358271	182358285	+	0.000	0.000	Merged-chr1-182358310-43
NR15574--MA0493.1.Klf1	chr13	23739621	23739631	-	0.000	0.000	Merged-chr13-23739426-131
NR2529--MA1107.1.KLF9	chr1	151582186	151582198	+	0.000	0.000	Merged-chr1-151582085-10
NR38587--MA0599.1.KLF5	chr3	79181737	79181746	-	0.000	0.000	Merged-chr3-79181699-42
NR62497--MA0599.1.KLF5	chr9	44582654	44582663	-	0.000	0.000	Merged-chr9-44582588-15
NR10565--MA0741.1.KLF16	chr11	86580724	86580734	+	0.000	0.000	Merged-chr11-86580662-12
NR20933--MA0039.3.KLF4	chr15	27800441	27800451	+	0.000	0.000	Merged-chr15-27800406-19
NR51041--MA0599.1.KLF5	chr6	48693970	48693979	-	0.000	0.000	Merged-chr6-48693973-35
NR7553--MA0740.1.KLF14	chr10	117925748	117925761	+	0.000	0.000	Merged-chr10-117925903-63
NR14621--MA0740.1.KLF14	chr12	107961261	107961274	+	0.000	0.000	Merged-chr12-107961222-28
NR32172--MA1107.1.KLF9	chr19	55260945	55260957	+	0.000	0.000	Merged-chr19-55260920-21
NR32119--MA0741.1.KLF16	chr19	53479907	53479917	-	0.000	0.000	Merged-chr19-53479762-36
NR29986--MA0742.1.Klf12	chr18	67443945	67443959	-	0.000	0.000	Merged-chr18-67443843-22
NR31723--MA0493.1.Klf1	chr19	40665958	40665968	-	0.000	0.000	Merged-chr19-40666029-20
NR63014--MA0599.1.KLF5	chr9	61619053	61619062	+	0.000	0.000	Merged-chr9-61618943-7
NR30786--MA0599.1.KLF5	chr19	4943128	4943137	+	0.000	0.000	Merged-chr19-4942974-44
NR5143--MA0741.1.KLF16	chr10	44368932	44368942	-	0.000	0.000	Merged-chr10-44368737-26
NR62496--MA1107.1.KLF9	chr9	44582590	44582602	+	0.000	0.000	Merged-chr9-44582588-15
NR11363--MA0599.1.KLF5	chr11	101082555	101082564	+	0.000	0.000	Merged-chr11-101082516-61
NR1337--MA0493.1.Klf1	chr1	88267859	88267869	+	0.000	0.000	Merged-chr1-88267879-42
NR53864--MA0039.3.KLF4	chr6	145249540	145249550	-	0.000	0.000	Merged-chr6-145249454-6
NR21930--MA0493.1.Klf1	chr15	78926535	78926545	-	0.000	0.000	Merged-chr15-78926468-45
NR1248--MA0599.1.KLF5	chr1	86007951	86007960	+	0.000	0.000	Merged-chr1-86007914-23
NR901--MA1107.1.KLF9	chr1	66878637	66878649	+	0.000	0.000	Merged-chr1-66878572-10
NR55928--MA1107.1.KLF9	chr7	67444544	67444556	-	0.000	0.000	Merged-chr7-67444614-20
NR8969--MA0742.1.Klf12	chr11	34782599	34782613	-	0.000	0.000	Merged-chr11-34782610-2
NR30790--MA0493.1.Klf1	chr19	4943153	4943163	+	0.000	0.000	Merged-chr19-4942974-44
NR8979--MA1107.1.KLF9	chr11	34782728	34782740	+	0.000	0.000	Merged-chr11-34782610-2
NR24873--MA0493.1.Klf1	chr16	76357373	76357383	+	0.000	0.000	Merged-chr16-76357413-27
NR39326--MA0741.1.KLF16	chr3	101570912	101570922	+	0.000	0.000	Merged-chr3-101570775-35
NR66075--MA0740.1.KLF14	chrX	57253874	57253887	+	0.000	0.000	Merged-chrX-57253722-63
NR27260--MA1107.1.KLF9	chr17	44690582	44690594	+	0.000	0.000	Merged-chr17-44690721-49
NR5836--MA0599.1.KLF5	chr10	77264472	77264481	+	0.000	0.000	Merged-chr10-77264465-20
NR54423--MA0599.1.KLF5	chr7	16784876	16784885	+	0.000	0.000	Merged-chr7-16784780-17
NR38746--MA0742.1.Klf12	chr3	87804336	87804350	-	0.000	0.000	Merged-chr3-87804293-33
NR22139--MA0599.1.KLF5	chr15	81510682	81510691	-	0.000	0.000	Merged-chr15-81510764-17
NR52494--MA0599.1.KLF5	chr6	115972940	115972949	-	0.000	0.000	Merged-chr6-115972922-11
NR38586--MA0657.1.KLF13	chr3	79181731	79181748	-	0.000	0.000	Merged-chr3-79181699-42
NR9994--MA0599.1.KLF5	chr11	70622648	70622657	+	0.000	0.000	Merged-chr11-70622499-26
NR35407--MA0493.1.Klf1	chr2	127304896	127304906	+	0.000	0.000	Merged-chr2-127304764-20
NR11796--MA0039.3.KLF4	chr11	108268682	108268692	+	0.000	0.000	Merged-chr11-108268786-21
NR46374--MA0741.1.KLF16	chr5	36590910	36590920	+	0.000	0.000	Merged-chr5-36590712-21
NR11368--MA0599.1.KLF5	chr11	101171546	101171555	-	0.000	0.000	Merged-chr11-101171521-37
NR30548--MA1107.1.KLF9	chr18	84159103	84159115	+	0.000	0.000	Merged-chr18-84159275-32
NR67037--MA1107.1.KLF9	chrX	169973429	169973441	+	0.000	0.000	Merged-chrX-169973362-71
NR42409--MA1107.1.KLF9	chr4	59531339	59531351	-	0.000	0.000	Merged-chr4-59531324-24
NR24636--MA0493.1.Klf1	chr16	55924216	55924226	+	0.000	0.000	Merged-chr16-55924140-18
NR28324--MA0493.1.Klf1	chr17	80169132	80169142	+	0.000	0.000	Merged-chr17-80169005-20
NR47859--MA0493.1.Klf1	chr5	112239791	112239801	-	0.000	0.000	Merged-chr5-112239781-12
NR10717--MA0599.1.KLF5	chr11	88718619	88718628	-	0.000	0.000	Merged-chr11-88718407-109
NR904--MA0741.1.KLF16	chr1	66897062	66897072	+	0.000	0.000	Merged-chr1-66897217-4
NR63493--MA0493.1.Klf1	chr9	73176872	73176882	-	0.000	0.000	Merged-chr9-73176903-12
NR22842--MA0599.1.KLF5	chr15	97727232	97727241	-	0.000	0.000	Merged-chr15-97727348-17
NR30114--MA1107.1.KLF9	chr18	70462737	70462749	+	0.000	0.000	Merged-chr18-70462917-22
NR1436--MA0742.1.Klf12	chr1	92190675	92190689	+	0.000	0.000	Merged-chr1-92190679-18
NR48492--MA0740.1.KLF14	chr5	122158214	122158227	+	0.000	0.000	Merged-chr5-122158258-63
NR54419--MA0599.1.KLF5	chr7	16783491	16783500	-	0.000	0.000	Merged-chr7-16783425-42
NR61887--MA0599.1.KLF5	chr9	21225125	21225134	+	0.000	0.000	Merged-chr9-21225292-34
NR34909--MA0599.1.KLF5	chr2	112222790	112222799	-	0.000	0.000	Merged-chr2-112222905-42
NR9663--MA0599.1.KLF5	chr11	61762114	61762123	-	0.000	0.000	Merged-chr11-61762062-61
NR47662--MA0493.1.Klf1	chr5	107554525	107554535	-	0.000	0.000	Merged-chr5-107554534-24
NR27256--MA0741.1.KLF16	chr17	44690566	44690576	+	0.000	0.000	Merged-chr17-44690721-49
NR43710--MA0741.1.KLF16	chr4	129189733	129189743	+	0.000	0.000	Merged-chr4-129189596-96
NR29558--MA0599.1.KLF5	chr18	53817619	53817628	+	0.000	0.000	Merged-chr18-53817599-8
NR5767--MA0741.1.KLF16	chr10	75536381	75536391	-	0.000	0.000	Merged-chr10-75536310-39
NR36748--MA0493.1.Klf1	chr2	164867101	164867111	+	0.000	0.000	Merged-chr2-164866998-31
NR27906--MA0493.1.Klf1	chr17	65954068	65954078	-	0.000	0.000	Merged-chr17-65954196-36
NR19118--MA0742.1.Klf12	chr14	53878470	53878484	-	0.000	0.000	Merged-chr14-53878640-27
NR22991--MA0740.1.KLF14	chr15	98907988	98908001	+	0.000	0.000	Merged-chr15-98907951-8
NR6828--MA0599.1.KLF5	chr10	95009039	95009048	+	0.000	0.000	Merged-chr10-95009173-43
NR52588--MA0493.1.Klf1	chr6	119199130	119199140	+	0.000	0.000	Merged-chr6-119199024-52
NR58620--MA0741.1.KLF16	chr8	13593538	13593548	-	0.000	0.000	Merged-chr8-13593648-27
NR11937--MA0599.1.KLF5	chr11	110911215	110911224	+	0.000	0.000	Merged-chr11-110911126-2
NR6519--MA0742.1.Klf12	chr10	83336546	83336560	-	0.000	0.000	Merged-chr10-83336542-10
NR36747--MA0039.3.KLF4	chr2	164867103	164867113	+	0.000	0.000	Merged-chr2-164866998-31
NR53849--MA0740.1.KLF14	chr6	145135517	145135530	+	0.000	0.000	Merged-chr6-145135361-11
NR14623--MA0039.3.KLF4	chr12	107961263	107961273	+	0.000	0.000	Merged-chr12-107961222-28
NR10494--MA0657.1.KLF13	chr11	83637040	83637057	-	0.000	0.000	Merged-chr11-83637048-8
NR26852--MA0493.1.Klf1	chr17	33550435	33550445	+	0.000	0.000	Merged-chr17-33550477-13
NR47251--MA0599.1.KLF5	chr5	93136899	93136908	-	0.000	0.000	Merged-chr5-93137054-42
NR42406--MA0741.1.KLF16	chr4	59331051	59331061	+	0.000	0.000	Merged-chr4-59331068-10
NR733--MA0599.1.KLF5	chr1	58303863	58303872	-	0.000	0.000	Merged-chr1-58304012-69
NR54548--MA1107.1.KLF9	chr7	19332843	19332855	-	0.000	0.000	Merged-chr7-19332998-44
NR58227--MA1107.1.KLF9	chr7	141270823	141270835	+	0.000	0.000	Merged-chr7-141270891-9
NR59778--MA1107.1.KLF9	chr8	71668275	71668287	-	0.000	0.000	Merged-chr8-71668308-31
NR45631--MA0599.1.KLF5	chr5	5420285	5420294	+	0.000	0.000	Merged-chr5-5420247-39
NR17599--MA0599.1.KLF5	chr13	104937966	104937975	-	0.000	0.000	Merged-chr13-104937983-19
NR20983--MA0742.1.Klf12	chr15	34050335	34050349	-	0.000	0.000	Merged-chr15-34050417-28
NR17290--MA0599.1.KLF5	chr13	98737376	98737385	+	0.000	0.000	Merged-chr13-98737529-22
NR10496--MA0741.1.KLF16	chr11	83637045	83637055	-	0.000	0.000	Merged-chr11-83637048-8
NR10633--MA0742.1.Klf12	chr11	87808382	87808396	+	0.000	0.000	Merged-chr11-87808482-18
NR2574--MA0741.1.KLF16	chr1	153317786	153317796	+	0.000	0.000	Merged-chr1-153317776-35
NR49882--MA1107.1.KLF9	chr5	143976870	143976882	-	0.000	0.000	Merged-chr5-143976902-14
NR11046--MA0493.1.Klf1	chr11	97104199	97104209	+	0.000	0.000	Merged-chr11-97104187-33
NR46367--MA0493.1.Klf1	chr5	36590897	36590907	+	0.000	0.000	Merged-chr5-36590712-21
NR22179--MA1107.1.KLF9	chr15	81872354	81872366	+	0.000	0.000	Merged-chr15-81872198-88
NR14629--MA0493.1.Klf1	chr12	107961289	107961299	+	0.000	0.000	Merged-chr12-107961222-28
NR30071--MA0599.1.KLF5	chr18	69196485	69196494	+	0.000	0.000	Merged-chr18-69196479-70
NR31130--MA0741.1.KLF16	chr19	10980019	10980029	-	0.000	0.000	Merged-chr19-10979908-59
NR64257--MA0493.1.Klf1	chr9	100540497	100540507	-	0.000	0.000	Merged-chr9-100540480-23
NR52625--MA0599.1.KLF5	chr6	120264385	120264394	-	0.000	0.000	Merged-chr6-120264409-18
NR49561--MA0599.1.KLF5	chr5	139377553	139377562	-	0.000	0.000	Merged-chr5-139377554-24
NR16163--MA0039.3.KLF4	chr13	51726391	51726401	-	0.000	0.000	Merged-chr13-51726299-41
NR33855--MA0493.1.Klf1	chr2	58137897	58137907	+	0.000	0.000	Merged-chr2-58137903-53
NR38865--MA1107.1.KLF9	chr3	89183123	89183135	+	0.000	0.000	Merged-chr3-89183015-64
NR50825--MA0742.1.Klf12	chr6	38551312	38551326	-	0.000	0.000	Merged-chr6-38551188-3
NR420--MA0599.1.KLF5	chr1	38987627	38987636	+	0.000	0.000	Merged-chr1-38987666-67
NR18704--MA0741.1.KLF16	chr14	31684574	31684584	-	0.000	0.000	Merged-chr14-31684671-64
NR29218--MA0493.1.Klf1	chr18	35771548	35771558	+	0.000	0.000	Merged-chr18-35771673-87
NR47246--MA1107.1.KLF9	chr5	93115637	93115649	-	0.000	0.000	Merged-chr5-93115776-9
NR47922--MA1107.1.KLF9	chr5	112311048	112311060	+	0.000	0.000	Merged-chr5-112310969-9
NR11045--MA0740.1.KLF14	chr11	97104220	97104233	+	0.000	0.000	Merged-chr11-97104187-33
NR50888--MA0493.1.Klf1	chr6	42343613	42343623	-	0.000	0.000	Merged-chr6-42343728-43
NR42136--MA0742.1.Klf12	chr4	46564119	46564133	-	0.000	0.000	Merged-chr4-46564109-30
NR35291--MA1107.1.KLF9	chr2	122356419	122356431	-	0.000	0.000	Merged-chr2-122356412-11
NR31143--MA0741.1.KLF16	chr19	11045225	11045235	-	0.000	0.000	Merged-chr19-11045347-81
NR37767--MA0493.1.Klf1	chr3	9947825	9947835	+	0.000	0.000	Merged-chr3-9947852-23
NR21775--MA0493.1.Klf1	chr15	76799671	76799681	+	0.000	0.000	Merged-chr15-76799596-17
NR43316--MA0039.3.KLF4	chr4	119947766	119947776	-	0.000	0.000	Merged-chr4-119947761-47
NR9668--MA0493.1.Klf1	chr11	61762130	61762140	-	0.000	0.000	Merged-chr11-61762062-61
NR1127--MA0741.1.KLF16	chr1	78478154	78478164	-	0.000	0.000	Merged-chr1-78478073-15
NR19895--MA0493.1.Klf1	chr14	86744697	86744707	-	0.000	0.000	Merged-chr14-86744622-36
NR21667--MA1107.1.KLF9	chr15	75633556	75633568	+	0.000	0.000	Merged-chr15-75633579-27
NR1320--MA1107.1.KLF9	chr1	87847236	87847248	-	0.000	0.000	Merged-chr1-87847290-68
NR22138--MA0740.1.KLF14	chr15	81510679	81510692	-	0.000	0.000	Merged-chr15-81510764-17
NR19437--MA0742.1.Klf12	chr14	64628279	64628293	-	0.000	0.000	Merged-chr14-64628307-21
NR62547--MA1107.1.KLF9	chr9	45079229	45079241	-	0.000	0.000	Merged-chr9-45079244-29
NR24587--MA0039.3.KLF4	chr16	52470453	52470463	+	0.000	0.000	Merged-chr16-52470408-42
NR746--MA1107.1.KLF9	chr1	58392870	58392882	+	0.000	0.000	Merged-chr1-58392729-1
NR57500--MA0741.1.KLF16	chr7	127218494	127218504	-	0.000	0.000	Merged-chr7-127218487-51
NR47959--MA0741.1.KLF16	chr5	113641177	113641187	+	0.000	0.000	Merged-chr5-113641373-25
NR44416--MA0493.1.Klf1	chr4	137890766	137890776	+	0.000	0.000	Merged-chr4-137890747-20
NR3719--MA0742.1.Klf12	chr1	181228987	181229001	+	0.000	0.000	Merged-chr1-181229140-10
NR46171--MA0742.1.Klf12	chr5	33468918	33468932	+	0.000	0.000	Merged-chr5-33468852-15
NR9673--MA0742.1.Klf12	chr11	61762192	61762206	-	0.000	0.000	Merged-chr11-61762062-61
NR7224--MA0740.1.KLF14	chr10	111571231	111571244	+	0.000	0.000	Merged-chr10-111571158-21
NR48494--MA0599.1.KLF5	chr5	122158215	122158224	+	0.000	0.000	Merged-chr5-122158258-63
NR425--MA0599.1.KLF5	chr1	38987727	38987736	+	0.000	0.000	Merged-chr1-38987666-67
NR40432--MA1107.1.KLF9	chr3	133583908	133583920	-	0.000	0.000	Merged-chr3-133583850-2
NR44414--MA0742.1.Klf12	chr4	137890766	137890780	+	0.000	0.000	Merged-chr4-137890747-20
NR53863--MA0599.1.KLF5	chr6	145249542	145249551	-	0.000	0.000	Merged-chr6-145249454-6
NR58540--MA0740.1.KLF14	chr8	11107238	11107251	-	0.000	0.000	Merged-chr8-11107220-18
NR31800--MA0039.3.KLF4	chr19	43809536	43809546	+	0.000	0.000	Merged-chr19-43809499-23
NR10123--MA0599.1.KLF5	chr11	74925821	74925830	-	0.000	0.000	Merged-chr11-74926072-90
NR728--MA0039.3.KLF4	chr1	58303841	58303851	-	0.000	0.000	Merged-chr1-58304012-69
NR19250--MA1107.1.KLF9	chr14	57769259	57769271	-	0.000	0.000	Merged-chr14-57769251-39
NR32900--MA0493.1.Klf1	chr2	25148102	25148112	+	0.000	0.000	Merged-chr2-25148103-14
NR14351--MA0039.3.KLF4	chr12	102725373	102725383	+	0.000	0.000	Merged-chr12-102725313-9
NR1316--MA1107.1.KLF9	chr1	87847228	87847240	-	0.000	0.000	Merged-chr1-87847290-68
NR9677--MA0741.1.KLF16	chr11	61762195	61762205	-	0.000	0.000	Merged-chr11-61762062-61
NR28880--MA1107.1.KLF9	chr18	7869135	7869147	-	0.000	0.000	Merged-chr18-7869140-116
NR17183--MA0493.1.Klf1	chr13	95524226	95524236	+	0.000	0.000	Merged-chr13-95524264-2
NR19439--MA0493.1.Klf1	chr14	64628283	64628293	-	0.000	0.000	Merged-chr14-64628307-21
NR33910--MA0599.1.KLF5	chr2	60165925	60165934	+	0.000	0.000	Merged-chr2-60166003-27
NR11784--MA0741.1.KLF16	chr11	107444015	107444025	-	0.000	0.000	Merged-chr11-107443890-34
NR63231--MA0599.1.KLF5	chr9	65587088	65587097	+	0.000	0.000	Merged-chr9-65587090-27
NR577--MA0741.1.KLF16	chr1	43562529	43562539	+	0.000	0.000	Merged-chr1-43562449-72
NR57868--MA1107.1.KLF9	chr7	135669494	135669506	+	0.000	0.000	Merged-chr7-135669447-32
NR5835--MA0742.1.Klf12	chr10	77264471	77264485	+	0.000	0.000	Merged-chr10-77264465-20
NR51786--MA0493.1.Klf1	chr6	86823893	86823903	+	0.000	0.000	Merged-chr6-86823898-7
NR11370--MA0741.1.KLF16	chr11	101171550	101171560	-	0.000	0.000	Merged-chr11-101171521-37
NR21665--MA0742.1.Klf12	chr15	75633556	75633570	+	0.000	0.000	Merged-chr15-75633579-27
NR58837--MA1107.1.KLF9	chr8	25578492	25578504	-	0.000	0.000	Merged-chr8-25578502-39
NR8633--MA0599.1.KLF5	chr11	16987919	16987928	+	0.000	0.000	Merged-chr11-16987963-24
NR36839--MA0740.1.KLF14	chr2	166457610	166457623	+	0.000	0.000	Merged-chr2-166457571-13
NR31524--MA0742.1.Klf12	chr19	32957100	32957114	+	0.000	0.000	Merged-chr19-32957163-34
NR47860--MA1107.1.KLF9	chr5	112239780	112239792	-	0.000	0.000	Merged-chr5-112239781-12
NR52581--MA0599.1.KLF5	chr6	119199121	119199130	+	0.000	0.000	Merged-chr6-119199024-52
NR15595--MA0599.1.KLF5	chr13	24515171	24515180	+	0.000	0.000	Merged-chr13-24515324-15
NR1228--MA0599.1.KLF5	chr1	85720716	85720725	+	0.000	0.000	Merged-chr1-85720773-26
NR14593--MA0039.3.KLF4	chr12	107139250	107139260	-	0.000	0.000	Merged-chr12-107139139-48
NR19559--MA0039.3.KLF4	chr14	69774963	69774973	-	0.000	0.000	Merged-chr14-69774788-96
NR17770--MA0741.1.KLF16	chr13	109239170	109239180	-	0.000	0.000	Merged-chr13-109239401-35
NR24938--MA0493.1.Klf1	chr16	78606460	78606470	+	0.000	0.000	Merged-chr16-78606501-17
NR9665--MA0742.1.Klf12	chr11	61762147	61762161	-	0.000	0.000	Merged-chr11-61762062-61
NR21933--MA0599.1.KLF5	chr15	78926669	78926678	-	0.000	0.000	Merged-chr15-78926468-45
NR1326--MA0493.1.Klf1	chr1	87847401	87847411	-	0.000	0.000	Merged-chr1-87847290-68
NR18632--MA0599.1.KLF5	chr14	29978687	29978696	+	0.000	0.000	Merged-chr14-29978635-65
NR20512--MA0740.1.KLF14	chr14	121405484	121405497	+	0.000	0.000	Merged-chr14-121405440-45
NR52448--MA0741.1.KLF16	chr6	115515938	115515948	+	0.000	0.000	Merged-chr6-115515938-20
NR52719--MA0741.1.KLF16	chr6	122742682	122742692	+	0.000	0.000	Merged-chr6-122742614-91
NR1339--MA1107.1.KLF9	chr1	88267857	88267869	+	0.000	0.000	Merged-chr1-88267879-42
NR60356--MA0741.1.KLF16	chr8	94447719	94447729	-	0.000	0.000	Merged-chr8-94447653-43
NR24642--MA1107.1.KLF9	chr16	55924237	55924249	+	0.000	0.000	Merged-chr16-55924140-18
NR63484--MA0742.1.Klf12	chr9	73176793	73176807	-	0.000	0.000	Merged-chr9-73176903-12
NR61092--MA0599.1.KLF5	chr8	120668183	120668192	+	0.000	0.000	Merged-chr8-120668120-83
NR55922--MA0493.1.Klf1	chr7	67425608	67425618	+	0.000	0.000	Merged-chr7-67425669-21
NR31525--MA0599.1.KLF5	chr19	32957101	32957110	+	0.000	0.000	Merged-chr19-32957163-34
NR9669--MA0741.1.KLF16	chr11	61762129	61762139	-	0.000	0.000	Merged-chr11-61762062-61
NR57866--MA0741.1.KLF16	chr7	135669501	135669511	+	0.000	0.000	Merged-chr7-135669447-32
NR47864--MA0741.1.KLF16	chr5	112242597	112242607	+	0.000	0.000	Merged-chr5-112242517-49
NR65774--MA0599.1.KLF5	chrX	13552351	13552360	-	0.000	0.000	Merged-chrX-13552455-23
NR36746--MA0599.1.KLF5	chr2	164867102	164867111	+	0.000	0.000	Merged-chr2-164866998-31
NR32171--MA0493.1.Klf1	chr19	55260945	55260955	+	0.000	0.000	Merged-chr19-55260920-21
NR19700--MA0741.1.KLF16	chr14	75069087	75069097	+	0.000	0.000	Merged-chr14-75069229-133
NR32118--MA0742.1.Klf12	chr19	53479904	53479918	-	0.000	0.000	Merged-chr19-53479762-36
NR21395--MA1107.1.KLF9	chr15	60120082	60120094	-	0.000	0.000	Merged-chr15-60120172-38
NR67164--MA0740.1.KLF14	chrY	90799067	90799080	-	0.000	0.000	Merged-chrY-90799205-23
NR30546--MA1107.1.KLF9	chr18	84159099	84159111	+	0.000	0.000	Merged-chr18-84159275-32
NR426--MA0741.1.KLF16	chr1	38987768	38987778	-	0.000	0.000	Merged-chr1-38987666-67
NR62495--MA0493.1.Klf1	chr9	44582590	44582600	+	0.000	0.000	Merged-chr9-44582588-15
