#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval0.3-log2fc0.5_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval0.3-log2fc0.5_up.bed
NR42946--MA0599.1.KLF5	chr3	122619752	122619761	-	0.000	0.000	Merged-chr3-122619797-100
NR43676--MA0039.3.KLF4	chr3	141690689	141690699	+	0.000	0.000	Merged-chr3-141690828-16
NR57945--MA0039.3.KLF4	chr6	134450906	134450916	-	0.000	0.000	Merged-chr6-134450954-21
NR58919--MA1107.1.KLF9	chr7	7130764	7130776	+	0.000	0.000	Merged-chr7-7130705-50
NR63998--MA0599.1.KLF5	chr8	8661411	8661420	+	0.000	0.000	Merged-chr8-8661451-105
NR31004--MA0740.1.KLF14	chr18	21300233	21300246	+	0.000	0.000	Merged-chr18-21300237-62
NR53281--MA0039.3.KLF4	chr5	135015605	135015615	-	0.000	0.000	Merged-chr5-135015671-24
NR62229--MA0741.1.KLF16	chr7	115217065	115217075	-	0.000	0.000	Merged-chr7-115217038-43
NR24411--MA0741.1.KLF16	chr15	93756158	93756168	+	0.000	0.000	Merged-chr15-93756205-23
NR33781--MA0493.1.Klf1	chr19	37523772	37523782	-	0.000	0.000	Merged-chr19-37523720-44
NR19590--MA0741.1.KLF16	chr14	25719559	25719569	+	0.000	0.000	Merged-chr14-25719567-22
NR16723--MA0740.1.KLF14	chr13	43192068	43192081	+	0.000	0.000	Merged-chr13-43191968-21
NR65811--MA0741.1.KLF16	chr8	83899251	83899261	-	0.000	0.000	Merged-chr8-83899135-1
NR26439--MA0599.1.KLF5	chr16	62854179	62854188	+	0.000	0.000	Merged-chr16-62854139-85
NR15630--MA0741.1.KLF16	chr12	109067991	109068001	+	0.000	0.000	Merged-chr12-109068052-48
NR30839--MA0599.1.KLF5	chr18	5819884	5819893	+	0.000	0.000	Merged-chr18-5820020-28
NR46606--MA1107.1.KLF9	chr4	106841998	106842010	-	0.000	0.000	Merged-chr4-106841993-21
NR22666--MA0599.1.KLF5	chr15	37100245	37100254	+	0.000	0.000	Merged-chr15-37100344-35
NR69033--MA0657.1.KLF13	chr9	61054574	61054591	-	0.000	0.000	Merged-chr9-61054632-26
NR36821--MA0741.1.KLF16	chr2	77249874	77249884	+	0.000	0.000	Merged-chr2-77250040-39
NR26072--MA0741.1.KLF16	chr16	44140634	44140644	-	0.000	0.000	Merged-chr16-44140552-3
NR60024--MA0039.3.KLF4	chr7	34630505	34630515	-	0.000	0.000	Merged-chr7-34630517-24
NR23048--MA0493.1.Klf1	chr15	58213948	58213958	+	0.000	0.000	Merged-chr15-58214039-16
NR48263--MA0599.1.KLF5	chr4	140601397	140601406	-	0.000	0.000	Merged-chr4-140601329-15
NR65044--MA1107.1.KLF9	chr8	61283228	61283240	+	0.000	0.000	Merged-chr8-61283229-50
NR24384--MA0493.1.Klf1	chr15	93443907	93443917	+	0.000	0.000	Merged-chr15-93443797-12
NR45534--MA1107.1.KLF9	chr4	55343391	55343403	+	0.000	0.000	Merged-chr4-55343422-62
NR31808--MA0599.1.KLF5	chr18	62267378	62267387	-	0.000	0.000	Merged-chr18-62267467-16
NR29808--MA0742.1.Klf12	chr17	66110756	66110770	-	0.000	0.000	Merged-chr17-66110861-3
NR41352--MA0741.1.KLF16	chr3	69524995	69525005	+	0.000	0.000	Merged-chr3-69525025-15
NR8680--MA0742.1.Klf12	chr10	122778157	122778171	+	0.000	0.000	Merged-chr10-122778014-1
NR41771--MA0599.1.KLF5	chr3	89911450	89911459	+	0.000	0.000	Merged-chr3-89911440-10
NR48911--MA1107.1.KLF9	chr4	152247435	152247447	+	0.000	0.000	Merged-chr4-152247398-23
NR47191--MA0599.1.KLF5	chr4	122829454	122829463	-	0.000	0.000	Merged-chr4-122829434-12
NR26595--MA0741.1.KLF16	chr16	72663658	72663668	-	0.000	0.000	Merged-chr16-72663616-18
NR13602--MA0741.1.KLF16	chr12	17736625	17736635	-	0.000	0.000	Merged-chr12-17736753-13
NR23616--MA1107.1.KLF9	chr15	77306643	77306655	+	0.000	0.000	Merged-chr15-77306793-46
NR34522--MA0741.1.KLF16	chr19	57430074	57430084	-	0.000	0.000	Merged-chr19-57430178-33
NR25488--MA0599.1.KLF5	chr16	18426562	18426571	-	0.000	0.000	Merged-chr16-18426465-56
NR16726--MA0493.1.Klf1	chr13	43192068	43192078	+	0.000	0.000	Merged-chr13-43191968-21
NR14676--MA0740.1.KLF14	chr12	79130727	79130740	-	0.000	0.000	Merged-chr12-79130814-35
NR5347--MA0599.1.KLF5	chr10	19009541	19009550	-	0.000	0.000	Merged-chr10-19009477-32
NR14327--MA0493.1.Klf1	chr12	65258708	65258718	-	0.000	0.000	Merged-chr12-65258774-28
NR50419--MA0740.1.KLF14	chr5	53605579	53605592	-	0.000	0.000	Merged-chr5-53605625-25
NR20684--MA0741.1.KLF16	chr14	63906104	63906114	-	0.000	0.000	Merged-chr14-63906056-16
NR14112--MA0493.1.Klf1	chr12	52383127	52383137	-	0.000	0.000	Merged-chr12-52383146-23
NR68843--MA0742.1.Klf12	chr9	56098021	56098035	+	0.000	0.000	Merged-chr9-56098023-21
NR72285--MA0599.1.KLF5	chrX	93911289	93911298	+	0.000	0.000	Merged-chrX-93911345-24
NR65156--MA1107.1.KLF9	chr8	67860356	67860368	+	0.000	0.000	Merged-chr8-67860375-11
NR43421--MA0742.1.Klf12	chr3	133758585	133758599	+	0.000	0.000	Merged-chr3-133758511-65
NR60047--MA1107.1.KLF9	chr7	35172052	35172064	-	0.000	0.000	Merged-chr7-35172078-26
NR48017--MA0599.1.KLF5	chr4	136123306	136123315	-	0.000	0.000	Merged-chr4-136123235-13
NR64200--MA0657.1.KLF13	chr8	13869764	13869781	-	0.000	0.000	Merged-chr8-13869901-54
NR57526--MA0599.1.KLF5	chr6	125433809	125433818	+	0.000	0.000	Merged-chr6-125433874-28
NR60929--MA1107.1.KLF9	chr7	68205947	68205959	-	0.000	0.000	Merged-chr7-68206033-25
NR24058--MA0599.1.KLF5	chr15	84372976	84372985	-	0.000	0.000	Merged-chr15-84372915-18
NR57507--MA1107.1.KLF9	chr6	125229077	125229089	-	0.000	0.000	Merged-chr6-125228994-3
NR12845--MA1107.1.KLF9	chr11	115461900	115461912	-	0.000	0.000	Merged-chr11-115461970-11
NR22450--MA1107.1.KLF9	chr15	25812123	25812135	-	0.000	0.000	Merged-chr15-25812163-56
NR49575--MA0741.1.KLF16	chr5	23413835	23413845	+	0.000	0.000	Merged-chr5-23413835-21
NR48003--MA0493.1.Klf1	chr4	136081945	136081955	-	0.000	0.000	Merged-chr4-136081901-45
NR24392--MA0039.3.KLF4	chr15	93530754	93530764	-	0.000	0.000	Merged-chr15-93530912-20
NR60767--MA0741.1.KLF16	chr7	63755273	63755283	+	0.000	0.000	Merged-chr7-63755494-56
NR44179--MA0742.1.Klf12	chr3	153276259	153276273	+	0.000	0.000	Merged-chr3-153276398-51
NR19234--MA1107.1.KLF9	chr14	12307769	12307781	-	0.000	0.000	Merged-chr14-12307905-40
NR11415--MA1107.1.KLF9	chr11	82961944	82961956	-	0.000	0.000	Merged-chr11-82962014-19
NR25008--MA1107.1.KLF9	chr16	4469938	4469950	+	0.000	0.000	Merged-chr16-4469915-27
NR31807--MA1107.1.KLF9	chr18	62169309	62169321	-	0.000	0.000	Merged-chr18-62169369-48
NR21245--MA0599.1.KLF5	chr14	84443429	84443438	+	0.000	0.000	Merged-chr14-84443299-57
NR56328--MA0741.1.KLF16	chr6	90629686	90629696	+	0.000	0.000	Merged-chr6-90629668-42
NR71047--MA0493.1.Klf1	chr9	114613181	114613191	-	0.000	0.000	Merged-chr9-114613191-38
NR19589--MA0599.1.KLF5	chr14	25719559	25719568	+	0.000	0.000	Merged-chr14-25719567-22
NR14050--MA0599.1.KLF5	chr12	41566225	41566234	-	0.000	0.000	Merged-chr12-41566300-31
NR57614--MA0039.3.KLF4	chr6	127365545	127365555	-	0.000	0.000	Merged-chr6-127365482-29
NR17642--MA0599.1.KLF5	chr13	74166919	74166928	+	0.000	0.000	Merged-chr13-74166987-58
NR36822--MA1107.1.KLF9	chr2	77249873	77249885	+	0.000	0.000	Merged-chr2-77250040-39
NR72492--MA0741.1.KLF16	chrX	114474273	114474283	-	0.000	0.000	Merged-chrX-114474330-36
NR32034--MA0599.1.KLF5	chr18	67390114	67390123	+	0.000	0.000	Merged-chr18-67389985-1
NR44468--MA0599.1.KLF5	chr4	6941241	6941250	+	0.000	0.000	Merged-chr4-6941109-33
NR35083--MA1107.1.KLF9	chr2	19630761	19630773	+	0.000	0.000	Merged-chr2-19630844-34
NR55475--MA1107.1.KLF9	chr6	53038243	53038255	+	0.000	0.000	Merged-chr6-53038389-13
NR45311--MA0493.1.Klf1	chr4	46497497	46497507	-	0.000	0.000	Merged-chr4-46497640-25
NR8187--MA0599.1.KLF5	chr10	111378272	111378281	+	0.000	0.000	Merged-chr10-111378501-63
NR64661--MA0740.1.KLF14	chr8	36249516	36249529	+	0.000	0.000	Merged-chr8-36249558-6
NR40408--MA0493.1.Klf1	chr3	14381736	14381746	+	0.000	0.000	Merged-chr3-14381825-37
NR40328--MA0599.1.KLF5	chr3	8667155	8667164	-	0.000	0.000	Merged-chr3-8667385-80
NR41754--MA0742.1.Klf12	chr3	89892865	89892879	-	0.000	0.000	Merged-chr3-89892725-25
NR11433--MA1107.1.KLF9	chr11	83185900	83185912	-	0.000	0.000	Merged-chr11-83185820-16
NR39197--MA0493.1.Klf1	chr2	158179184	158179194	-	0.000	0.000	Merged-chr2-158179183-18
NR33697--MA0599.1.KLF5	chr19	33053382	33053391	+	0.000	0.000	Merged-chr19-33053321-32
NR64074--MA0741.1.KLF16	chr8	11009081	11009091	-	0.000	0.000	Merged-chr8-11009107-63
NR28002--MA0741.1.KLF16	chr17	23786240	23786250	-	0.000	0.000	Merged-chr17-23786178-32
NR72938--MA0741.1.KLF16	chrX	166329051	166329061	-	0.000	0.000	Merged-chrX-166329162-24
NR52360--MA0740.1.KLF14	chr5	118661941	118661954	+	0.000	0.000	Merged-chr5-118661904-17
NR40798--MA0599.1.KLF5	chr3	36613428	36613437	+	0.000	0.000	Merged-chr3-36613405-48
NR31750--MA0599.1.KLF5	chr18	60632874	60632883	-	0.000	0.000	Merged-chr18-60633052-25
NR26689--MA1107.1.KLF9	chr16	76283384	76283396	-	0.000	0.000	Merged-chr16-76283420-1
NR64958--MA0493.1.Klf1	chr8	57402498	57402508	-	0.000	0.000	Merged-chr8-57402577-20
NR6242--MA0741.1.KLF16	chr10	61657978	61657988	+	0.000	0.000	Merged-chr10-61658061-29
NR64868--MA0741.1.KLF16	chr8	48109937	48109947	-	0.000	0.000	Merged-chr8-48110185-80
NR64663--MA0599.1.KLF5	chr8	36249517	36249526	+	0.000	0.000	Merged-chr8-36249558-6
NR13976--MA0741.1.KLF16	chr12	35770599	35770609	+	0.000	0.000	Merged-chr12-35770526-40
NR32821--MA0741.1.KLF16	chr18	89769540	89769550	-	0.000	0.000	Merged-chr18-89769377-55
NR39323--MA0599.1.KLF5	chr2	160451807	160451816	+	0.000	0.000	Merged-chr2-160451916-68
NR9183--MA0599.1.KLF5	chr11	4462996	4463005	+	0.000	0.000	Merged-chr11-4463139-8
NR13562--MA0741.1.KLF16	chr12	16533751	16533761	-	0.000	0.000	Merged-chr12-16533665-29
NR23835--MA0741.1.KLF16	chr15	80930406	80930416	-	0.000	0.000	Merged-chr15-80930587-88
NR47093--MA0599.1.KLF5	chr4	120288021	120288030	+	0.000	0.000	Merged-chr4-120287807-68
NR62241--MA0493.1.Klf1	chr7	115416123	115416133	-	0.000	0.000	Merged-chr7-115416169-1
NR34773--MA0493.1.Klf1	chr2	6379102	6379112	+	0.000	0.000	Merged-chr2-6378947-26
NR43483--MA0740.1.KLF14	chr3	135636497	135636510	+	0.000	0.000	Merged-chr3-135636443-43
NR40332--MA0493.1.Klf1	chr3	8667338	8667348	+	0.000	0.000	Merged-chr3-8667385-80
NR6417--MA0741.1.KLF16	chr10	67891156	67891166	-	0.000	0.000	Merged-chr10-67891340-18
NR11304--MA0493.1.Klf1	chr11	79460472	79460482	-	0.000	0.000	Merged-chr11-79460483-1
NR17884--MA0599.1.KLF5	chr13	91038226	91038235	-	0.000	0.000	Merged-chr13-91038224-15
NR51465--MA1107.1.KLF9	chr5	99339969	99339981	-	0.000	0.000	Merged-chr5-99339913-40
NR65734--MA1107.1.KLF9	chr8	81012396	81012408	+	0.000	0.000	Merged-chr8-81012350-63
NR35957--MA0493.1.Klf1	chr2	37765371	37765381	-	0.000	0.000	Merged-chr2-37765232-35
NR19239--MA1107.1.KLF9	chr14	12307779	12307791	-	0.000	0.000	Merged-chr14-12307905-40
NR19700--MA1107.1.KLF9	chr14	30014619	30014631	-	0.000	0.000	Merged-chr14-30014704-42
NR37160--MA1107.1.KLF9	chr2	93454472	93454484	+	0.000	0.000	Merged-chr2-93454506-54
NR36259--MA0493.1.Klf1	chr2	57253112	57253122	-	0.000	0.000	Merged-chr2-57253205-15
NR41758--MA0741.1.KLF16	chr3	89892868	89892878	-	0.000	0.000	Merged-chr3-89892725-25
NR22308--MA0493.1.Klf1	chr15	8234375	8234385	-	0.000	0.000	Merged-chr15-8234402-16
NR13910--MA0740.1.KLF14	chr12	33048566	33048579	-	0.000	0.000	Merged-chr12-33048598-27
NR27337--MA0599.1.KLF5	chr17	3246813	3246822	-	0.000	0.000	Merged-chr17-3246798-10
NR70334--MA0741.1.KLF16	chr9	98973277	98973287	-	0.000	0.000	Merged-chr9-98973397-16
NR43144--MA0039.3.KLF4	chr3	127845179	127845189	+	0.000	0.000	Merged-chr3-127845262-14
NR51112--MA0493.1.Klf1	chr5	88499998	88500008	-	0.000	0.000	Merged-chr5-88499946-26
NR57692--MA0599.1.KLF5	chr6	128318435	128318444	+	0.000	0.000	Merged-chr6-128318516-29
NR13510--MA1107.1.KLF9	chr12	12176281	12176293	+	0.000	0.000	Merged-chr12-12176537-33
NR18387--MA0493.1.Klf1	chr13	102773322	102773332	-	0.000	0.000	Merged-chr13-102773383-12
NR66734--MA0740.1.KLF14	chr8	113669799	113669812	-	0.000	0.000	Merged-chr8-113669969-10
NR57673--MA1107.1.KLF9	chr6	127970130	127970142	+	0.000	0.000	Merged-chr6-127970293-20
NR1015--MA0599.1.KLF5	chr1	66175162	66175171	+	0.000	0.000	Merged-chr1-66175300-68
NR52057--MA0741.1.KLF16	chr5	113873212	113873222	-	0.000	0.000	Merged-chr5-113873174-24
NR42770--MA0741.1.KLF16	chr3	115897929	115897939	+	0.000	0.000	Merged-chr3-115897908-5
NR16636--MA0039.3.KLF4	chr13	38958320	38958330	+	0.000	0.000	Merged-chr13-38958304-24
NR2690--MA1107.1.KLF9	chr1	136617578	136617590	-	0.000	0.000	Merged-chr1-136617404-40
NR22627--MA0741.1.KLF16	chr15	36438863	36438873	-	0.000	0.000	Merged-chr15-36438812-16
NR11457--MA0599.1.KLF5	chr11	84066327	84066336	+	0.000	0.000	Merged-chr11-84066314-23
NR20644--MA0740.1.KLF14	chr14	61744089	61744102	-	0.000	0.000	Merged-chr14-61744186-5
NR15255--MA0741.1.KLF16	chr12	101011276	101011286	-	0.000	0.000	Merged-chr12-101011261-18
NR20966--MA0599.1.KLF5	chr14	73049216	73049225	-	0.000	0.000	Merged-chr14-73049322-54
NR69068--MA0039.3.KLF4	chr9	61779442	61779452	-	0.000	0.000	Merged-chr9-61779248-32
NR24505--MA1107.1.KLF9	chr15	95885008	95885020	+	0.000	0.000	Merged-chr15-95885143-33
NR43923--MA0039.3.KLF4	chr3	148465659	148465669	-	0.000	0.000	Merged-chr3-148465597-36
NR65619--MA0599.1.KLF5	chr8	76902283	76902292	+	0.000	0.000	Merged-chr8-76902143-41
NR61044--MA0493.1.Klf1	chr7	76035022	76035032	+	0.000	0.000	Merged-chr7-76035036-15
NR565--MA1107.1.KLF9	chr1	39954924	39954936	-	0.000	0.000	Merged-chr1-39954782-26
NR12098--MA1107.1.KLF9	chr11	99124251	99124263	-	0.000	0.000	Merged-chr11-99124300-22
NR64636--MA0493.1.Klf1	chr8	35826693	35826703	+	0.000	0.000	Merged-chr8-35826884-2
NR2938--MA0657.1.KLF13	chr1	150465583	150465600	+	0.000	0.000	Merged-chr1-150465561-21
NR64547--MA0599.1.KLF5	chr8	33517166	33517175	-	0.000	0.000	Merged-chr8-33517413-71
NR15803--MA0599.1.KLF5	chr12	112629101	112629110	-	0.000	0.000	Merged-chr12-112629266-49
NR41426--MA1107.1.KLF9	chr3	79129206	79129218	-	0.000	0.000	Merged-chr3-79129160-12
NR48007--MA0742.1.Klf12	chr4	136081972	136081986	+	0.000	0.000	Merged-chr4-136081901-45
NR59751--MA0599.1.KLF5	chr7	28677346	28677355	-	0.000	0.000	Merged-chr7-28677170-43
NR14740--MA0599.1.KLF5	chr12	81845220	81845229	-	0.000	0.000	Merged-chr12-81845150-28
NR62600--MA0599.1.KLF5	chr7	121734723	121734732	-	0.000	0.000	Merged-chr7-121734819-1
NR60079--MA1107.1.KLF9	chr7	35742595	35742607	-	0.000	0.000	Merged-chr7-35742502-39
NR34795--MA1107.1.KLF9	chr2	9536041	9536053	+	0.000	0.000	Merged-chr2-9536121-12
NR57691--MA1107.1.KLF9	chr6	128318396	128318408	+	0.000	0.000	Merged-chr6-128318516-29
NR60540--MA1107.1.KLF9	chr7	49303810	49303822	-	0.000	0.000	Merged-chr7-49303959-15
NR17995--MA1107.1.KLF9	chr13	94567551	94567563	-	0.000	0.000	Merged-chr13-94567668-9
NR30683--MA0599.1.KLF5	chr17	88509221	88509230	+	0.000	0.000	Merged-chr17-88509228-29
NR38506--MA0741.1.KLF16	chr2	136917805	136917815	-	0.000	0.000	Merged-chr2-136917960-10
NR7405--MA0039.3.KLF4	chr10	84438247	84438257	+	0.000	0.000	Merged-chr10-84438225-18
NR13874--MA0599.1.KLF5	chr12	32144666	32144675	-	0.000	0.000	Merged-chr12-32144696-20
NR2385--MA0741.1.KLF16	chr1	130522445	130522455	+	0.000	0.000	Merged-chr1-130522626-12
NR17990--MA0039.3.KLF4	chr13	94567555	94567565	-	0.000	0.000	Merged-chr13-94567668-9
NR32324--MA0741.1.KLF16	chr18	76222424	76222434	+	0.000	0.000	Merged-chr18-76222464-24
NR459--MA0599.1.KLF5	chr1	37889350	37889359	+	0.000	0.000	Merged-chr1-37889517-3
NR66779--MA0741.1.KLF16	chr8	114986178	114986188	-	0.000	0.000	Merged-chr8-114986195-32
NR64162--MA0741.1.KLF16	chr8	13200677	13200687	-	0.000	0.000	Merged-chr8-13200567-28
NR47625--MA1107.1.KLF9	chr4	131696143	131696155	-	0.000	0.000	Merged-chr4-131696229-22
NR13270--MA0741.1.KLF16	chr11	120981078	120981088	+	0.000	0.000	Merged-chr11-120981125-9
NR41530--MA0740.1.KLF14	chr3	84039276	84039289	+	0.000	0.000	Merged-chr3-84039248-13
NR36295--MA0493.1.Klf1	chr2	59332405	59332415	-	0.000	0.000	Merged-chr2-59332590-12
NR23327--MA0599.1.KLF5	chr15	72859486	72859495	+	0.000	0.000	Merged-chr15-72859470-25
NR39198--MA0741.1.KLF16	chr2	158179183	158179193	-	0.000	0.000	Merged-chr2-158179183-18
NR6930--MA0599.1.KLF5	chr10	78591552	78591561	-	0.000	0.000	Merged-chr10-78591628-19
NR57332--MA0741.1.KLF16	chr6	121110179	121110189	-	0.000	0.000	Merged-chr6-121110104-77
NR72350--MA0742.1.Klf12	chrX	99136006	99136020	-	0.000	0.000	Merged-chrX-99136067-62
NR56677--MA0039.3.KLF4	chr6	99811604	99811614	+	0.000	0.000	Merged-chr6-99811499-44
NR42783--MA0741.1.KLF16	chr3	116200268	116200278	+	0.000	0.000	Merged-chr3-116200281-40
NR68250--MA0741.1.KLF16	chr9	36905617	36905627	-	0.000	0.000	Merged-chr9-36905642-9
NR7517--MA0039.3.KLF4	chr10	86786237	86786247	-	0.000	0.000	Merged-chr10-86786135-22
NR32576--MA0741.1.KLF16	chr18	81797172	81797182	-	0.000	0.000	Merged-chr18-81797137-21
NR51569--MA0493.1.Klf1	chr5	100929920	100929930	+	0.000	0.000	Merged-chr5-100929891-31
NR36819--MA0493.1.Klf1	chr2	77249873	77249883	+	0.000	0.000	Merged-chr2-77250040-39
NR20689--MA0741.1.KLF16	chr14	63940966	63940976	-	0.000	0.000	Merged-chr14-63940977-13
NR36604--MA0493.1.Klf1	chr2	72137078	72137088	+	0.000	0.000	Merged-chr2-72136999-23
NR36393--MA0741.1.KLF16	chr2	62409040	62409050	+	0.000	0.000	Merged-chr2-62408986-36
NR19804--MA0493.1.Klf1	chr14	31934164	31934174	-	0.000	0.000	Merged-chr14-31934172-18
NR17969--MA0493.1.Klf1	chr13	94144784	94144794	-	0.000	0.000	Merged-chr13-94144726-31
NR45357--MA0599.1.KLF5	chr4	46794957	46794966	+	0.000	0.000	Merged-chr4-46794898-7
NR20808--MA0039.3.KLF4	chr14	68078502	68078512	+	0.000	0.000	Merged-chr14-68078565-20
NR28408--MA0741.1.KLF16	chr17	29264986	29264996	+	0.000	0.000	Merged-chr17-29264893-3
NR61841--MA0493.1.Klf1	chr7	102347594	102347604	+	0.000	0.000	Merged-chr7-102347477-20
NR37165--MA1107.1.KLF9	chr2	93454482	93454494	+	0.000	0.000	Merged-chr2-93454506-54
NR43625--MA0599.1.KLF5	chr3	138649839	138649848	-	0.000	0.000	Merged-chr3-138649925-12
NR3320--MA0741.1.KLF16	chr1	157039111	157039121	-	0.000	0.000	Merged-chr1-157039058-34
NR50600--MA0493.1.Klf1	chr5	63943576	63943586	-	0.000	0.000	Merged-chr5-63943362-36
NR72864--MA0741.1.KLF16	chrX	162643608	162643618	+	0.000	0.000	Merged-chrX-162643590-34
NR9733--MA1107.1.KLF9	chr11	32011888	32011900	+	0.000	0.000	Merged-chr11-32012025-22
NR59960--MA0740.1.KLF14	chr7	30717402	30717415	+	0.000	0.000	Merged-chr7-30717543-30
NR10307--MA0740.1.KLF14	chr11	57791222	57791235	+	0.000	0.000	Merged-chr11-57791276-17
NR61609--MA0599.1.KLF5	chr7	97842918	97842927	+	0.000	0.000	Merged-chr7-97843006-38
NR4697--MA0741.1.KLF16	chr1	189830916	189830926	-	0.000	0.000	Merged-chr1-189831018-42
NR57170--MA0741.1.KLF16	chr6	118593643	118593653	-	0.000	0.000	Merged-chr6-118593680-90
NR44809--MA0599.1.KLF5	chr4	32950900	32950909	+	0.000	0.000	Merged-chr4-32950743-79
NR26677--MA0740.1.KLF14	chr16	76283306	76283319	+	0.000	0.000	Merged-chr16-76283420-1
NR40341--MA0741.1.KLF16	chr3	9038554	9038564	+	0.000	0.000	Merged-chr3-9038464-31
NR13515--MA1107.1.KLF9	chr12	12176291	12176303	+	0.000	0.000	Merged-chr12-12176537-33
NR19879--MA0741.1.KLF16	chr14	34661934	34661944	-	0.000	0.000	Merged-chr14-34661835-65
NR67588--MA0493.1.Klf1	chr8	127993899	127993909	+	0.000	0.000	Merged-chr8-127993892-1
NR64589--MA0741.1.KLF16	chr8	34108540	34108550	-	0.000	0.000	Merged-chr8-34108671-3
NR36773--MA0741.1.KLF16	chr2	75965080	75965090	+	0.000	0.000	Merged-chr2-75964949-43
NR57669--MA1107.1.KLF9	chr6	127970122	127970134	+	0.000	0.000	Merged-chr6-127970293-20
NR70357--MA0599.1.KLF5	chr9	99469933	99469942	+	0.000	0.000	Merged-chr9-99469936-29
NR33328--MA0742.1.Klf12	chr19	10845737	10845751	-	0.000	0.000	Merged-chr19-10845657-6
NR56347--MA0493.1.Klf1	chr6	91115061	91115071	+	0.000	0.000	Merged-chr6-91115037-38
NR62184--MA0599.1.KLF5	chr7	114088139	114088148	+	0.000	0.000	Merged-chr7-114088152-53
NR16359--MA0741.1.KLF16	chr13	24640000	24640010	+	0.000	0.000	Merged-chr13-24639879-87
NR65620--MA0741.1.KLF16	chr8	76902283	76902293	+	0.000	0.000	Merged-chr8-76902143-41
NR13726--MA0493.1.Klf1	chr12	25118074	25118084	-	0.000	0.000	Merged-chr12-25118118-8
NR65631--MA0039.3.KLF4	chr8	77383807	77383817	+	0.000	0.000	Merged-chr8-77383968-15
NR36818--MA0039.3.KLF4	chr2	77249881	77249891	+	0.000	0.000	Merged-chr2-77250040-39
NR7231--MA1107.1.KLF9	chr10	81253300	81253312	-	0.000	0.000	Merged-chr10-81253220-18
NR25441--MA0741.1.KLF16	chr16	17276800	17276810	-	0.000	0.000	Merged-chr16-17276702-76
NR3348--MA0740.1.KLF14	chr1	157555236	157555249	+	0.000	0.000	Merged-chr1-157555103-45
NR54400--MA0493.1.Klf1	chr5	150458079	150458089	+	0.000	0.000	Merged-chr5-150458118-21
NR5724--MA0599.1.KLF5	chr10	40674379	40674388	-	0.000	0.000	Merged-chr10-40674400-11
NR17404--MA0039.3.KLF4	chr13	65070139	65070149	+	0.000	0.000	Merged-chr13-65070187-24
NR32299--MA0599.1.KLF5	chr18	75819198	75819207	-	0.000	0.000	Merged-chr18-75819270-8
NR15499--MA0599.1.KLF5	chr12	107086351	107086360	+	0.000	0.000	Merged-chr12-107086324-32
NR2255--MA0741.1.KLF16	chr1	127322325	127322335	-	0.000	0.000	Merged-chr1-127322582-29
NR68263--MA0741.1.KLF16	chr9	37420871	37420881	-	0.000	0.000	Merged-chr9-37420944-37
NR67386--MA1107.1.KLF9	chr8	125080717	125080729	+	0.000	0.000	Merged-chr8-125080812-18
NR59753--MA0741.1.KLF16	chr7	28677345	28677355	-	0.000	0.000	Merged-chr7-28677170-43
NR72354--MA0741.1.KLF16	chrX	99136009	99136019	-	0.000	0.000	Merged-chrX-99136067-62
NR11255--MA0741.1.KLF16	chr11	78690775	78690785	+	0.000	0.000	Merged-chr11-78690691-3
NR53220--MA1107.1.KLF9	chr5	134373283	134373295	+	0.000	0.000	Merged-chr5-134373166-2
NR36814--MA0742.1.Klf12	chr2	77249879	77249893	+	0.000	0.000	Merged-chr2-77250040-39
NR50433--MA0740.1.KLF14	chr5	54098364	54098377	-	0.000	0.000	Merged-chr5-54098374-26
NR467--MA1107.1.KLF9	chr1	38395438	38395450	+	0.000	0.000	Merged-chr1-38395375-19
NR14736--MA0599.1.KLF5	chr12	81807360	81807369	+	0.000	0.000	Merged-chr12-81807409-36
NR71082--MA0740.1.KLF14	chr9	115205646	115205659	+	0.000	0.000	Merged-chr9-115205642-30
NR71213--MA1107.1.KLF9	chr9	118196826	118196838	-	0.000	0.000	Merged-chr9-118196833-13
NR52104--MA0493.1.Klf1	chr5	113994149	113994159	+	0.000	0.000	Merged-chr5-113994160-2
NR14860--MA1107.1.KLF9	chr12	85746478	85746490	-	0.000	0.000	Merged-chr12-85746223-36
NR60536--MA1107.1.KLF9	chr7	49303802	49303814	-	0.000	0.000	Merged-chr7-49303959-15
NR25469--MA0740.1.KLF14	chr16	18066414	18066427	-	0.000	0.000	Merged-chr16-18066490-64
NR14717--MA1107.1.KLF9	chr12	80885786	80885798	-	0.000	0.000	Merged-chr12-80885869-36
NR44790--MA0741.1.KLF16	chr4	32388775	32388785	-	0.000	0.000	Merged-chr4-32388738-7
NR70326--MA0741.1.KLF16	chr9	98339848	98339858	-	0.000	0.000	Merged-chr9-98339700-17
NR60021--MA0740.1.KLF14	chr7	34630504	34630517	-	0.000	0.000	Merged-chr7-34630517-24
