#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval0.3-log2fc0.5_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval0.3-log2fc0.5_dn.bed
NR52570--MA0741.1.KLF16	chr5	140575807	140575817	+	0.000	0.000	Merged-chr5-140575709-24
NR42905--MA0741.1.KLF16	chr3	132928114	132928124	-	0.000	0.000	Merged-chr3-132927951-20
NR61874--MA0741.1.KLF16	chr7	140264977	140264987	-	0.000	0.000	Merged-chr7-140265035-12
NR45286--MA0742.1.Klf12	chr4	70307108	70307122	-	0.000	0.000	Merged-chr4-70307334-49
NR34028--MA1107.1.KLF9	chr19	55263485	55263497	-	0.000	0.000	Merged-chr19-55263325-12
NR16921--MA0039.3.KLF4	chr13	49298652	49298662	-	0.000	0.000	Merged-chr13-49298668-48
NR25783--MA0741.1.KLF16	chr16	57176554	57176564	-	0.000	0.000	Merged-chr16-57176339-30
NR17527--MA0741.1.KLF16	chr13	69821615	69821625	-	0.000	0.000	Merged-chr13-69821460-47
NR46387--MA0599.1.KLF5	chr4	119947768	119947777	-	0.000	0.000	Merged-chr4-119947761-47
NR14443--MA0599.1.KLF5	chr12	74009610	74009619	+	0.000	0.000	Merged-chr12-74009516-16
NR67402--MA1107.1.KLF9	chr9	79895082	79895094	+	0.000	0.000	Merged-chr9-79895109-7
NR27711--MA0657.1.KLF13	chr17	27564902	27564919	-	0.000	0.000	Merged-chr17-27564806-2
NR54466--MA0599.1.KLF5	chr6	71322742	71322751	+	0.000	0.000	Merged-chr6-71322825-41
NR16282--MA0493.1.Klf1	chr13	12499360	12499370	-	0.000	0.000	Merged-chr13-12499306-22
NR15748--MA0599.1.KLF5	chr12	111944520	111944529	-	0.000	0.000	Merged-chr12-111944395-37
NR66238--MA0742.1.Klf12	chr9	44582650	44582664	-	0.000	0.000	Merged-chr9-44582588-15
NR27832--MA0493.1.Klf1	chr17	28590947	28590957	-	0.000	0.000	Merged-chr17-28590948-24
NR22919--MA0039.3.KLF4	chr15	66899019	66899029	-	0.000	0.000	Merged-chr15-66899064-14
NR62109--MA0740.1.KLF14	chr7	143666916	143666929	+	0.000	0.000	Merged-chr7-143666979-29
NR63296--MA0741.1.KLF16	chr8	70072889	70072899	-	0.000	0.000	Merged-chr8-70072773-24
NR64710--MA1107.1.KLF9	chr8	115531346	115531358	+	0.000	0.000	Merged-chr8-115531430-21
NR66283--MA0657.1.KLF13	chr9	45247774	45247791	+	0.000	0.000	Merged-chr9-45247703-45
NR1500--MA0039.3.KLF4	chr1	88267861	88267871	+	0.000	0.000	Merged-chr1-88267879-42
NR5735--MA0741.1.KLF16	chr10	45635524	45635534	-	0.000	0.000	Merged-chr10-45635407-27
NR22079--MA0599.1.KLF5	chr15	12397272	12397281	-	0.000	0.000	Merged-chr15-12397193-17
NR33452--MA0741.1.KLF16	chr19	37333674	37333684	-	0.000	0.000	Merged-chr19-37333490-26
NR5883--MA0493.1.Klf1	chr10	59965012	59965022	-	0.000	0.000	Merged-chr10-59964870-60
NR4591--MA1107.1.KLF9	chr1	191802745	191802757	-	0.000	0.000	Merged-chr1-191802759-25
NR13697--MA1107.1.KLF9	chr12	25362960	25362972	-	0.000	0.000	Merged-chr12-25363030-6
NR7524--MA0741.1.KLF16	chr10	95195970	95195980	-	0.000	0.000	Merged-chr10-95195945-40
NR2435--MA0740.1.KLF14	chr1	138291655	138291668	-	0.000	0.000	Merged-chr1-138291729-27
NR46395--MA1107.1.KLF9	chr4	120053612	120053624	-	0.000	0.000	Merged-chr4-120053646-59
NR5995--MA0493.1.Klf1	chr10	62248022	62248032	-	0.000	0.000	Merged-chr10-62247968-20
NR26136--MA0657.1.KLF13	chr16	77099361	77099378	-	0.000	0.000	Merged-chr16-77099308-12
NR24271--MA1107.1.KLF9	chr15	98793194	98793206	-	0.000	0.000	Merged-chr15-98793364-7
NR11435--MA0740.1.KLF14	chr11	90182637	90182650	+	0.000	0.000	Merged-chr11-90182579-9
NR69139--MA1107.1.KLF9	chr9	120057134	120057146	-	0.000	0.000	Merged-chr9-120057282-6
NR12022--MA0741.1.KLF16	chr11	101082555	101082565	+	0.000	0.000	Merged-chr11-101082516-61
NR19690--MA1107.1.KLF9	chr14	27351722	27351734	-	0.000	0.000	Merged-chr14-27351647-44
NR5962--MA0742.1.Klf12	chr10	61465213	61465227	+	0.000	0.000	Merged-chr10-61465182-15
NR5887--MA1107.1.KLF9	chr10	59965010	59965022	-	0.000	0.000	Merged-chr10-59964870-60
NR67397--MA0741.1.KLF16	chr9	79895077	79895087	+	0.000	0.000	Merged-chr9-79895109-7
NR56821--MA0742.1.Klf12	chr6	140684616	140684630	+	0.000	0.000	Merged-chr6-140684445-39
NR69134--MA0039.3.KLF4	chr9	120039505	120039515	-	0.000	0.000	Merged-chr9-120039595-19
NR30932--MA0493.1.Klf1	chr18	50022487	50022497	+	0.000	0.000	Merged-chr18-50022640-10
NR53348--MA0039.3.KLF4	chr6	3346060	3346070	-	0.000	0.000	Merged-chr6-3346173-35
NR23723--MA1107.1.KLF9	chr15	85653827	85653839	-	0.000	0.000	Merged-chr15-85653877-74
NR27994--MA0599.1.KLF5	chr17	31326300	31326309	-	0.000	0.000	Merged-chr17-31326302-35
NR35603--MA0599.1.KLF5	chr2	45117052	45117061	+	0.000	0.000	Merged-chr2-45117109-39
NR9002--MA1107.1.KLF9	chr11	3703670	3703682	+	0.000	0.000	Merged-chr11-3703654-26
NR70758--MA0740.1.KLF14	chrY	90800452	90800465	-	0.000	0.000	Merged-chrY-90800606-25
NR34718--MA1107.1.KLF9	chr2	18524721	18524733	+	0.000	0.000	Merged-chr2-18524516-29
NR46055--MA1107.1.KLF9	chr4	109136942	109136954	+	0.000	0.000	Merged-chr4-109136872-28
NR15662--MA1107.1.KLF9	chr12	110559537	110559549	+	0.000	0.000	Merged-chr12-110559537-7
NR61338--MA1107.1.KLF9	chr7	127895645	127895657	+	0.000	0.000	Merged-chr7-127895657-49
NR68399--MA0493.1.Klf1	chr9	107630089	107630099	-	0.000	0.000	Merged-chr9-107629977-18
NR4604--MA0740.1.KLF14	chr1	191999105	191999118	-	0.000	0.000	Merged-chr1-191999183-26
NR42084--MA0741.1.KLF16	chr3	107357413	107357423	-	0.000	0.000	Merged-chr3-107357315-31
NR44323--MA1107.1.KLF9	chr4	32062931	32062943	-	0.000	0.000	Merged-chr4-32062856-11
NR50677--MA0741.1.KLF16	chr5	107533757	107533767	+	0.000	0.000	Merged-chr5-107533890-8
NR1626--MA0741.1.KLF16	chr1	92258932	92258942	+	0.000	0.000	Merged-chr1-92258987-8
NR52951--MA0742.1.Klf12	chr5	146757566	146757580	-	0.000	0.000	Merged-chr5-146757539-9
NR48795--MA0493.1.Klf1	chr5	24384610	24384620	+	0.000	0.000	Merged-chr5-24384639-15
NR8252--MA0039.3.KLF4	chr10	117969967	117969977	-	0.000	0.000	Merged-chr10-117970017-9
NR66189--MA0741.1.KLF16	chr9	44013972	44013982	+	0.000	0.000	Merged-chr9-44013875-7
NR17519--MA0741.1.KLF16	chr13	69821334	69821344	+	0.000	0.000	Merged-chr13-69821460-47
NR63863--MA0493.1.Klf1	chr8	84825809	84825819	-	0.000	0.000	Merged-chr8-84825845-44
NR40609--MA0493.1.Klf1	chr3	54567483	54567493	+	0.000	0.000	Merged-chr3-54567528-25
NR34469--MA0742.1.Klf12	chr2	6522535	6522549	+	0.000	0.000	Merged-chr2-6522633-5
NR62433--MA0493.1.Klf1	chr8	13593539	13593549	-	0.000	0.000	Merged-chr8-13593648-27
NR25367--MA0599.1.KLF5	chr16	32516539	32516548	-	0.000	0.000	Merged-chr16-32516451-30
NR1891--MA0493.1.Klf1	chr1	120073818	120073828	-	0.000	0.000	Merged-chr1-120073802-51
NR20373--MA1107.1.KLF9	chr14	57769259	57769271	-	0.000	0.000	Merged-chr14-57769251-39
NR1050--MA0741.1.KLF16	chr1	66897067	66897077	+	0.000	0.000	Merged-chr1-66897217-4
NR32592--MA1107.1.KLF9	chr19	4942972	4942984	+	0.000	0.000	Merged-chr19-4942974-44
NR59468--MA0741.1.KLF16	chr7	72339612	72339622	-	0.000	0.000	Merged-chr7-72339570-17
NR9459--MA1107.1.KLF9	chr11	32582952	32582964	+	0.000	0.000	Merged-chr11-32583029-49
NR35611--MA1107.1.KLF9	chr2	45117127	45117139	+	0.000	0.000	Merged-chr2-45117109-39
NR60137--MA0493.1.Klf1	chr7	98995318	98995328	-	0.000	0.000	Merged-chr7-98995432-21
NR46390--MA0741.1.KLF16	chr4	119947767	119947777	-	0.000	0.000	Merged-chr4-119947761-47
NR65823--MA1107.1.KLF9	chr9	22650745	22650757	+	0.000	0.000	Merged-chr9-22650978-25
NR6101--MA0599.1.KLF5	chr10	68136635	68136644	+	0.000	0.000	Merged-chr10-68136775-17
NR16621--MA0742.1.Klf12	chr13	35741216	35741230	+	0.000	0.000	Merged-chr13-35741035-13
NR5727--MA0741.1.KLF16	chr10	44529546	44529556	+	0.000	0.000	Merged-chr10-44529535-56
NR42157--MA1107.1.KLF9	chr3	108727623	108727635	-	0.000	0.000	Merged-chr3-108727524-22
NR52948--MA0039.3.KLF4	chr5	146655614	146655624	-	0.000	0.000	Merged-chr5-146655552-37
NR18181--MA0599.1.KLF5	chr13	97442319	97442328	+	0.000	0.000	Merged-chr13-97442585-64
NR48982--MA0742.1.Klf12	chr5	31251872	31251886	+	0.000	0.000	Merged-chr5-31251770-31
NR752--MA0039.3.KLF4	chr1	55215604	55215614	+	0.000	0.000	Merged-chr1-55215600-38
NR44319--MA1107.1.KLF9	chr4	32062870	32062882	-	0.000	0.000	Merged-chr4-32062856-11
NR3081--MA1107.1.KLF9	chr1	162565216	162565228	+	0.000	0.000	Merged-chr1-162565187-22
NR46991--MA1107.1.KLF9	chr4	133601887	133601899	-	0.000	0.000	Merged-chr4-133601958-40
NR52550--MA1107.1.KLF9	chr5	140389318	140389330	+	0.000	0.000	Merged-chr5-140389352-56
NR20812--MA0741.1.KLF16	chr14	73349361	73349371	-	0.000	0.000	Merged-chr14-73349439-20
NR52770--MA0493.1.Klf1	chr5	143975186	143975196	+	0.000	0.000	Merged-chr5-143975077-1
NR20809--MA0599.1.KLF5	chr14	73349362	73349371	-	0.000	0.000	Merged-chr14-73349439-20
NR17726--MA1107.1.KLF9	chr13	83608480	83608492	+	0.000	0.000	Merged-chr13-83608381-13
NR29223--MA0741.1.KLF16	chr17	65954067	65954077	-	0.000	0.000	Merged-chr17-65954196-36
NR22330--MA0741.1.KLF16	chr15	36375000	36375010	+	0.000	0.000	Merged-chr15-36375084-60
NR62115--MA1107.1.KLF9	chr7	143666916	143666928	+	0.000	0.000	Merged-chr7-143666979-29
NR25387--MA0741.1.KLF16	chr16	32658893	32658903	+	0.000	0.000	Merged-chr16-32659000-27
NR7894--MA0599.1.KLF5	chr10	108110416	108110425	-	0.000	0.000	Merged-chr10-108110299-11
NR8249--MA0742.1.Klf12	chr10	117925748	117925762	+	0.000	0.000	Merged-chr10-117925903-63
NR62761--MA0741.1.KLF16	chr8	35428949	35428959	-	0.000	0.000	Merged-chr8-35428921-45
NR70759--MA0657.1.KLF13	chrY	90800449	90800466	-	0.000	0.000	Merged-chrY-90800606-25
NR27763--MA0740.1.KLF14	chr17	27909767	27909780	-	0.000	0.000	Merged-chr17-27909900-10
NR56462--MA1107.1.KLF9	chr6	134437135	134437147	-	0.000	0.000	Merged-chr6-134437142-33
NR66577--MA0039.3.KLF4	chr9	57577531	57577541	-	0.000	0.000	Merged-chr9-57577523-17
NR70762--MA0039.3.KLF4	chrY	90800453	90800463	-	0.000	0.000	Merged-chrY-90800606-25
NR9000--MA0741.1.KLF16	chr11	3703673	3703683	+	0.000	0.000	Merged-chr11-3703654-26
NR52556--MA0599.1.KLF5	chr5	140389371	140389380	+	0.000	0.000	Merged-chr5-140389352-56
NR47299--MA0599.1.KLF5	chr4	138166655	138166664	-	0.000	0.000	Merged-chr4-138166790-8
NR51484--MA0599.1.KLF5	chr5	122987511	122987520	+	0.000	0.000	Merged-chr5-122987462-4
NR19243--MA0742.1.Klf12	chr13	117198859	117198873	-	0.000	0.000	Merged-chr13-117198790-41
NR17517--MA0599.1.KLF5	chr13	69821334	69821343	+	0.000	0.000	Merged-chr13-69821460-47
NR69718--MA0493.1.Klf1	chrX	48147978	48147988	+	0.000	0.000	Merged-chrX-48147927-58
NR42087--MA0599.1.KLF5	chr3	107577981	107577990	+	0.000	0.000	Merged-chr3-107578034-11
NR1051--MA0742.1.Klf12	chr1	66932105	66932119	+	0.000	0.000	Merged-chr1-66932043-30
NR38335--MA1107.1.KLF9	chr2	147832619	147832631	+	0.000	0.000	Merged-chr2-147832545-2
NR50908--MA1107.1.KLF9	chr5	112239639	112239651	-	0.000	0.000	Merged-chr5-112239781-12
NR17522--MA0740.1.KLF14	chr13	69821613	69821626	-	0.000	0.000	Merged-chr13-69821460-47
NR43805--MA0741.1.KLF16	chr3	152943152	152943162	+	0.000	0.000	Merged-chr3-152943273-41
NR20817--MA1107.1.KLF9	chr14	73349364	73349376	-	0.000	0.000	Merged-chr14-73349439-20
NR88--MA0599.1.KLF5	chr1	13560130	13560139	+	0.000	0.000	Merged-chr1-13560165-1
NR16431--MA0493.1.Klf1	chr13	24547273	24547283	-	0.000	0.000	Merged-chr13-24547194-39
NR65977--MA0599.1.KLF5	chr9	32695961	32695970	+	0.000	0.000	Merged-chr9-32696080-66
NR799--MA0740.1.KLF14	chr1	58304555	58304568	-	0.000	0.000	Merged-chr1-58304515-8
NR52766--MA0493.1.Klf1	chr5	143975134	143975144	+	0.000	0.000	Merged-chr5-143975077-1
NR48052--MA1107.1.KLF9	chr4	150894771	150894783	+	0.000	0.000	Merged-chr4-150894695-19
NR19409--MA0741.1.KLF16	chr14	8214801	8214811	-	0.000	0.000	Merged-chr14-8214738-3
NR22675--MA0493.1.Klf1	chr15	57921705	57921715	+	0.000	0.000	Merged-chr15-57921644-21
NR803--MA0741.1.KLF16	chr1	58304557	58304567	-	0.000	0.000	Merged-chr1-58304515-8
NR36855--MA0599.1.KLF5	chr2	103750420	103750429	+	0.000	0.000	Merged-chr2-103750485-21
NR15439--MA0742.1.Klf12	chr12	106777832	106777846	-	0.000	0.000	Merged-chr12-106777834-6
NR13488--MA0742.1.Klf12	chr12	12320718	12320732	+	0.000	0.000	Merged-chr12-12320871-15
NR56346--MA1107.1.KLF9	chr6	131382784	131382796	+	0.000	0.000	Merged-chr6-131382883-4
NR42081--MA0039.3.KLF4	chr3	107357412	107357422	-	0.000	0.000	Merged-chr3-107357315-31
NR10488--MA0599.1.KLF5	chr11	69997337	69997346	-	0.000	0.000	Merged-chr11-69997202-48
NR7974--MA0742.1.Klf12	chr10	111562799	111562813	+	0.000	0.000	Merged-chr10-111562842-26
NR20760--MA0599.1.KLF5	chr14	70994738	70994747	-	0.000	0.000	Merged-chr14-70994576-24
NR36609--MA0599.1.KLF5	chr2	91187604	91187613	+	0.000	0.000	Merged-chr2-91187616-14
NR61161--MA0742.1.Klf12	chr7	125620282	125620296	-	0.000	0.000	Merged-chr7-125620287-12
NR11438--MA1107.1.KLF9	chr11	90182637	90182649	+	0.000	0.000	Merged-chr11-90182579-9
NR38327--MA0493.1.Klf1	chr2	147832613	147832623	+	0.000	0.000	Merged-chr2-147832545-2
NR3529--MA0741.1.KLF16	chr1	173508871	173508881	-	0.000	0.000	Merged-chr1-173508831-21
NR65819--MA0039.3.KLF4	chr9	22650012	22650022	-	0.000	0.000	Merged-chr9-22649822-33
NR52458--MA0599.1.KLF5	chr5	139377553	139377562	-	0.000	0.000	Merged-chr5-139377554-24
NR35605--MA0741.1.KLF16	chr2	45117054	45117064	+	0.000	0.000	Merged-chr2-45117109-39
NR10487--MA1107.1.KLF9	chr11	69997296	69997308	-	0.000	0.000	Merged-chr11-69997202-48
NR40573--MA0039.3.KLF4	chr3	52297523	52297533	+	0.000	0.000	Merged-chr3-52297502-16
NR11191--MA0740.1.KLF14	chr11	83637043	83637056	-	0.000	0.000	Merged-chr11-83637048-8
NR49175--MA0742.1.Klf12	chr5	35771276	35771290	-	0.000	0.000	Merged-chr5-35771159-16
NR36627--MA0599.1.KLF5	chr2	91957285	91957294	-	0.000	0.000	Merged-chr2-91957300-36
NR25744--MA0599.1.KLF5	chr16	55815605	55815614	+	0.000	0.000	Merged-chr16-55815632-3
NR66237--MA0740.1.KLF14	chr9	44582651	44582664	-	0.000	0.000	Merged-chr9-44582588-15
NR8652--MA1107.1.KLF9	chr10	125333674	125333686	+	0.000	0.000	Merged-chr10-125333760-2
NR48978--MA0741.1.KLF16	chr5	31251613	31251623	-	0.000	0.000	Merged-chr5-31251770-31
NR33731--MA0740.1.KLF14	chr19	45079934	45079947	-	0.000	0.000	Merged-chr19-45079804-49
NR57566--MA1107.1.KLF9	chr7	3449896	3449908	+	0.000	0.000	Merged-chr7-3449845-14
NR61165--MA0741.1.KLF16	chr7	125620285	125620295	-	0.000	0.000	Merged-chr7-125620287-12
NR67396--MA0599.1.KLF5	chr9	79895087	79895096	+	0.000	0.000	Merged-chr9-79895109-7
NR10544--MA0741.1.KLF16	chr11	70654678	70654688	-	0.000	0.000	Merged-chr11-70654589-122
NR48277--MA0493.1.Klf1	chr4	154499148	154499158	-	0.000	0.000	Merged-chr4-154499165-2
NR19239--MA0039.3.KLF4	chr13	117195926	117195936	+	0.000	0.000	Merged-chr13-117196008-56
NR26806--MA1107.1.KLF9	chr16	97002525	97002537	+	0.000	0.000	Merged-chr16-97002537-1
NR15476--MA0493.1.Klf1	chr12	107961261	107961271	+	0.000	0.000	Merged-chr12-107961222-28
NR58745--MA0039.3.KLF4	chr7	35774223	35774233	+	0.000	0.000	Merged-chr7-35774249-18
NR69136--MA0741.1.KLF16	chr9	120039506	120039516	-	0.000	0.000	Merged-chr9-120039595-19
NR46385--MA0657.1.KLF13	chr4	119947762	119947779	-	0.000	0.000	Merged-chr4-119947761-47
NR364--MA1107.1.KLF9	chr1	36571855	36571867	-	0.000	0.000	Merged-chr1-36571820-13
NR23317--MA0741.1.KLF16	chr15	78713013	78713023	-	0.000	0.000	Merged-chr15-78712965-35
NR39233--MA1107.1.KLF9	chr2	166664666	166664678	-	0.000	0.000	Merged-chr2-166664771-14
NR25193--MA0493.1.Klf1	chr16	22548404	22548414	+	0.000	0.000	Merged-chr16-22548400-52
NR52466--MA1107.1.KLF9	chr5	139377603	139377615	-	0.000	0.000	Merged-chr5-139377554-24
NR56820--MA0740.1.KLF14	chr6	140684616	140684629	+	0.000	0.000	Merged-chr6-140684445-39
NR62352--MA0741.1.KLF16	chr8	11107240	11107250	-	0.000	0.000	Merged-chr8-11107220-18
NR27928--MA0741.1.KLF16	chr17	29500858	29500868	-	0.000	0.000	Merged-chr17-29500871-30
NR7577--MA0741.1.KLF16	chr10	96408139	96408149	+	0.000	0.000	Merged-chr10-96408012-53
NR48994--MA0599.1.KLF5	chr5	31602559	31602568	-	0.000	0.000	Merged-chr5-31602596-35
NR56266--MA1107.1.KLF9	chr6	128798431	128798443	-	0.000	0.000	Merged-chr6-128798454-9
NR40581--MA0742.1.Klf12	chr3	52470107	52470121	-	0.000	0.000	Merged-chr3-52470194-16
NR8648--MA1107.1.KLF9	chr10	125333666	125333678	+	0.000	0.000	Merged-chr10-125333760-2
NR33017--MA0493.1.Klf1	chr19	16373317	16373327	+	0.000	0.000	Merged-chr19-16373273-16
NR48980--MA0493.1.Klf1	chr5	31251672	31251682	-	0.000	0.000	Merged-chr5-31251770-31
NR1047--MA0741.1.KLF16	chr1	66897064	66897074	+	0.000	0.000	Merged-chr1-66897217-4
NR15474--MA0742.1.Klf12	chr12	107961261	107961275	+	0.000	0.000	Merged-chr12-107961222-28
NR59367--MA0740.1.KLF14	chr7	66273697	66273710	+	0.000	0.000	Merged-chr7-66273667-10
NR5505--MA0599.1.KLF5	chr10	39522166	39522175	-	0.000	0.000	Merged-chr10-39522157-23
NR10532--MA0742.1.Klf12	chr11	70622581	70622595	-	0.000	0.000	Merged-chr11-70622499-26
NR62604--MA1107.1.KLF9	chr8	25578421	25578433	+	0.000	0.000	Merged-chr8-25578502-39
NR22912--MA0039.3.KLF4	chr15	66786734	66786744	+	0.000	0.000	Merged-chr15-66786864-7
NR5112--MA0657.1.KLF13	chr10	17512289	17512306	+	0.000	0.000	Merged-chr10-17512175-6
NR40613--MA0742.1.Klf12	chr3	54567550	54567564	+	0.000	0.000	Merged-chr3-54567528-25
NR47662--MA0493.1.Klf1	chr4	145305931	145305941	-	0.000	0.000	Merged-chr4-145306183-45
NR26860--MA1107.1.KLF9	chr17	3156424	3156436	+	0.000	0.000	Merged-chr17-3156318-34
NR60271--MA0741.1.KLF16	chr7	101466453	101466463	-	0.000	0.000	Merged-chr7-101466620-78
NR31561--MA0742.1.Klf12	chr18	68969465	68969479	-	0.000	0.000	Merged-chr18-68969498-74
NR11126--MA0493.1.Klf1	chr11	82239651	82239661	+	0.000	0.000	Merged-chr11-82239644-20
NR53347--MA0599.1.KLF5	chr6	3346062	3346071	-	0.000	0.000	Merged-chr6-3346173-35
NR54405--MA0493.1.Klf1	chr6	66313066	66313076	+	0.000	0.000	Merged-chr6-66313006-24
NR23336--MA0493.1.Klf1	chr15	78903594	78903604	-	0.000	0.000	Merged-chr15-78903471-19
NR1055--MA1107.1.KLF9	chr1	66932105	66932117	+	0.000	0.000	Merged-chr1-66932043-30
NR29682--MA1107.1.KLF9	chr17	80561194	80561206	-	0.000	0.000	Merged-chr17-80561065-39
NR33048--MA1107.1.KLF9	chr19	17152620	17152632	-	0.000	0.000	Merged-chr19-17152711-1
NR62602--MA0741.1.KLF16	chr8	25578422	25578432	+	0.000	0.000	Merged-chr8-25578502-39
NR16620--MA0740.1.KLF14	chr13	35741216	35741229	+	0.000	0.000	Merged-chr13-35741035-13
NR9323--MA0599.1.KLF5	chr11	21108293	21108302	+	0.000	0.000	Merged-chr11-21108325-26
NR63294--MA0741.1.KLF16	chr8	70072887	70072897	-	0.000	0.000	Merged-chr8-70072773-24
NR46250--MA0493.1.Klf1	chr4	116701028	116701038	-	0.000	0.000	Merged-chr4-116701085-12
NR67400--MA1107.1.KLF9	chr9	79895076	79895088	+	0.000	0.000	Merged-chr9-79895109-7
NR59309--MA0599.1.KLF5	chr7	64048785	64048794	-	0.000	0.000	Merged-chr7-64048843-48
NR29218--MA0599.1.KLF5	chr17	65954073	65954082	-	0.000	0.000	Merged-chr17-65954196-36
NR31568--MA0599.1.KLF5	chr18	69196480	69196489	+	0.000	0.000	Merged-chr18-69196479-70
NR11923--MA0493.1.Klf1	chr11	99012471	99012481	-	0.000	0.000	Merged-chr11-99012536-12
NR42903--MA0599.1.KLF5	chr3	132928115	132928124	-	0.000	0.000	Merged-chr3-132927951-20
NR30351--MA0039.3.KLF4	chr18	12473229	12473239	-	0.000	0.000	Merged-chr18-12473315-14
NR30003--MA0493.1.Klf1	chr17	86760407	86760417	-	0.000	0.000	Merged-chr17-86760300-15
NR3240--MA0493.1.Klf1	chr1	165816642	165816652	-	0.000	0.000	Merged-chr1-165816619-40
NR13154--MA0742.1.Klf12	chr11	119894899	119894913	+	0.000	0.000	Merged-chr11-119894940-18
NR61542--MA0493.1.Klf1	chr7	133003568	133003578	-	0.000	0.000	Merged-chr7-133003648-18
NR39122--MA0741.1.KLF16	chr2	164868527	164868537	-	0.000	0.000	Merged-chr2-164868622-33
NR26524--MA0741.1.KLF16	chr16	92400130	92400140	-	0.000	0.000	Merged-chr16-92400195-21
NR25739--MA0039.3.KLF4	chr16	55815575	55815585	+	0.000	0.000	Merged-chr16-55815632-3
NR12020--MA0741.1.KLF16	chr11	101082545	101082555	+	0.000	0.000	Merged-chr11-101082516-61
NR8248--MA0740.1.KLF14	chr10	117925748	117925761	+	0.000	0.000	Merged-chr10-117925903-63
NR61789--MA0599.1.KLF5	chr7	139295866	139295875	-	0.000	0.000	Merged-chr7-139295944-32
NR52947--MA0599.1.KLF5	chr5	146655616	146655625	-	0.000	0.000	Merged-chr5-146655552-37
NR57155--MA1107.1.KLF9	chr6	144927006	144927018	+	0.000	0.000	Merged-chr6-144927007-1
NR751--MA0599.1.KLF5	chr1	55215603	55215612	+	0.000	0.000	Merged-chr1-55215600-38
NR40929--MA0493.1.Klf1	chr3	69156742	69156752	-	0.000	0.000	Merged-chr3-69156652-55
NR28276--MA0599.1.KLF5	chr17	35706200	35706209	-	0.000	0.000	Merged-chr17-35706172-14
NR55026--MA0742.1.Klf12	chr6	95552789	95552803	+	0.000	0.000	Merged-chr6-95552744-18
NR55769--MA0599.1.KLF5	chr6	119199126	119199135	+	0.000	0.000	Merged-chr6-119199024-52
NR53346--MA0742.1.Klf12	chr6	3346058	3346072	-	0.000	0.000	Merged-chr6-3346173-35
NR29226--MA1107.1.KLF9	chr17	65954080	65954092	-	0.000	0.000	Merged-chr17-65954196-36
NR29799--MA0741.1.KLF16	chr17	83824029	83824039	+	0.000	0.000	Merged-chr17-83824004-16
NR16155--MA0493.1.Klf1	chr13	4191114	4191124	-	0.000	0.000	Merged-chr13-4191269-39
NR41029--MA1107.1.KLF9	chr3	79504655	79504667	+	0.000	0.000	Merged-chr3-79504650-9
NR5507--MA0741.1.KLF16	chr10	39522163	39522173	-	0.000	0.000	Merged-chr10-39522157-23
NR15745--MA1107.1.KLF9	chr12	111855478	111855490	+	0.000	0.000	Merged-chr12-111855656-21
NR52464--MA0741.1.KLF16	chr5	139377608	139377618	-	0.000	0.000	Merged-chr5-139377554-24
NR7070--MA0740.1.KLF14	chr10	82961549	82961562	+	0.000	0.000	Merged-chr10-82961512-14
NR40839--MA1107.1.KLF9	chr3	65985108	65985120	+	0.000	0.000	Merged-chr3-65985116-9
NR7081--MA0599.1.KLF5	chr10	83154017	83154026	-	0.000	0.000	Merged-chr10-83154095-25
NR49180--MA0741.1.KLF16	chr5	35771279	35771289	-	0.000	0.000	Merged-chr5-35771159-16
NR13119--MA0599.1.KLF5	chr11	119238576	119238585	+	0.000	0.000	Merged-chr11-119238341-66
NR55773--MA0493.1.Klf1	chr6	119199125	119199135	+	0.000	0.000	Merged-chr6-119199024-52
NR66576--MA0599.1.KLF5	chr9	57577533	57577542	-	0.000	0.000	Merged-chr9-57577523-17
NR70761--MA0599.1.KLF5	chrY	90800455	90800464	-	0.000	0.000	Merged-chrY-90800606-25
NR52817--MA0493.1.Klf1	chr5	144254629	144254639	-	0.000	0.000	Merged-chr5-144254762-7
NR13308--MA0742.1.Klf12	chr12	3237178	3237192	+	0.000	0.000	Merged-chr12-3237056-2
NR43209--MA1107.1.KLF9	chr3	138867308	138867320	+	0.000	0.000	Merged-chr3-138867429-26
NR1508--MA1107.1.KLF9	chr1	88497697	88497709	-	0.000	0.000	Merged-chr1-88497619-10
NR60273--MA1107.1.KLF9	chr7	101466456	101466468	-	0.000	0.000	Merged-chr7-101466620-78
NR63865--MA1107.1.KLF9	chr8	84825807	84825819	-	0.000	0.000	Merged-chr8-84825845-44
NR51571--MA0599.1.KLF5	chr5	124497011	124497020	+	0.000	0.000	Merged-chr5-124497096-41
NR64387--MA0493.1.Klf1	chr8	106007473	106007483	-	0.000	0.000	Merged-chr8-106007407-44
NR11302--MA0599.1.KLF5	chr11	87760531	87760540	+	0.000	0.000	Merged-chr11-87760646-1
