#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval0.3-log2fc0.5_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval0.3-log2fc0.5_up.bed
NR9247--MA0002.2.RUNX1	chr7	65373500	65373510	-	0.000	0.000	Merged-chr7-65373607-20
NR971--MA0002.2.RUNX1	chr10	30716172	30716182	+	0.000	0.000	Merged-chr10-30716378-49
NR7252--MA0511.2.RUNX2	chr4	102712035	102712043	-	0.000	0.000	Merged-chr4-102711875-43
NR1385--MA0002.2.RUNX1	chr10	118100858	118100868	-	0.000	0.000	Merged-chr10-118100825-27
NR1656--MA0002.2.RUNX1	chr11	54627046	54627056	-	0.000	0.000	Merged-chr11-54627034-23
NR9918--MA0684.1.RUNX3	chr8	77292724	77292733	-	0.000	0.000	Merged-chr8-77292720-71
NR5539--MA0002.2.RUNX1	chr2	9688430	9688440	+	0.000	0.000	Merged-chr2-9688295-16
NR1785--MA0684.1.RUNX3	chr11	78780187	78780196	+	0.000	0.000	Merged-chr11-78780322-31
NR7775--MA0511.2.RUNX2	chr5	63943498	63943506	+	0.000	0.000	Merged-chr5-63943362-36
NR10861--MA0002.2.RUNX1	chrX	37141939	37141949	+	0.000	0.000	Merged-chrX-37141960-22
NR7824--MA0684.1.RUNX3	chr5	72941143	72941152	-	0.000	0.000	Merged-chr5-72941102-35
NR5952--MA0511.2.RUNX2	chr2	107006055	107006063	-	0.000	0.000	Merged-chr2-107005967-12
NR7410--MA0684.1.RUNX3	chr4	135520640	135520649	+	0.000	0.000	Merged-chr4-135520643-13
NR10593--MA0511.2.RUNX2	chr9	96416168	96416176	-	0.000	0.000	Merged-chr9-96416210-33
NR10721--MA0511.2.RUNX2	chr9	115387674	115387682	-	0.000	0.000	Merged-chr9-115387656-46
NR3411--MA0002.2.RUNX1	chr14	73087901	73087911	-	0.000	0.000	Merged-chr14-73088018-78
NR9722--MA0684.1.RUNX3	chr7	143154070	143154079	+	0.000	0.000	Merged-chr7-143154031-30
NR10460--MA0002.2.RUNX1	chr9	75246527	75246537	-	0.000	0.000	Merged-chr9-75246433-36
NR9355--MA0684.1.RUNX3	chr7	96818602	96818611	+	0.000	0.000	Merged-chr7-96818578-56
NR2790--MA0002.2.RUNX1	chr13	45695086	45695096	+	0.000	0.000	Merged-chr13-45695027-25
NR6328--MA0511.2.RUNX2	chr2	172977498	172977506	+	0.000	0.000	Merged-chr2-172977593-131
NR602--MA0002.2.RUNX1	chr1	165722680	165722690	-	0.000	0.000	Merged-chr1-165722797-48
NR6930--MA0684.1.RUNX3	chr3	153895679	153895688	+	0.000	0.000	Merged-chr3-153895730-42
NR791--MA0511.2.RUNX2	chr1	191097492	191097500	+	0.000	0.000	Merged-chr1-191097500-32
NR3933--MA0684.1.RUNX3	chr15	94453041	94453050	+	0.000	0.000	Merged-chr15-94453103-20
NR10999--MA0511.2.RUNX2	chrX	167025097	167025105	+	0.000	0.000	Merged-chrX-167025120-15
NR5322--MA0002.2.RUNX1	chr19	29659958	29659968	+	0.000	0.000	Merged-chr19-29659961-30
NR6228--MA0684.1.RUNX3	chr2	158450879	158450888	+	0.000	0.000	Merged-chr2-158450944-19
NR724--MA0002.2.RUNX1	chr1	182537113	182537123	+	0.000	0.000	Merged-chr1-182537225-11
NR853--MA0684.1.RUNX3	chr10	4357605	4357614	-	0.000	0.000	Merged-chr10-4357640-28
NR10409--MA0002.2.RUNX1	chr9	66274930	66274940	-	0.000	0.000	Merged-chr9-66274857-15
NR9665--MA0511.2.RUNX2	chr7	137476760	137476768	-	0.000	0.000	Merged-chr7-137476773-22
NR691--MA0684.1.RUNX3	chr1	179578841	179578850	+	0.000	0.000	Merged-chr1-179578897-31
NR7908--MA0511.2.RUNX2	chr5	97075719	97075727	-	0.000	0.000	Merged-chr5-97075788-14
NR10247--MA0002.2.RUNX1	chr9	14568450	14568460	-	0.000	0.000	Merged-chr9-14568666-36
NR5735--MA0684.1.RUNX3	chr2	59364679	59364688	+	0.000	0.000	Merged-chr2-59364601-33
NR7267--MA0002.2.RUNX1	chr4	106935045	106935055	+	0.000	0.000	Merged-chr4-106934885-1
NR1899--MA0684.1.RUNX3	chr11	99136609	99136618	+	0.000	0.000	Merged-chr11-99136684-32
