#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Tcf7/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval0.3-log2fc0.5_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval0.3-log2fc0.5_up.bed
NR8985--MA1421.1.TCF7L1	chr9	118512768	118512779	-	0.000	0.000	Merged-chr9-118512920-16
NR7491--MA0769.1.Tcf7	chr6	125355587	125355598	+	0.000	0.000	Merged-chr6-125355418-28
NR1037--MA0769.1.Tcf7	chr10	82887568	82887579	-	0.000	0.000	Merged-chr10-82887554-36
NR7697--MA0769.1.Tcf7	chr7	29141616	29141627	-	0.000	0.000	Merged-chr7-29141670-31
NR4376--MA1421.1.TCF7L1	chr19	16998204	16998215	+	0.000	0.000	Merged-chr19-16998164-33
NR3557--MA0769.1.Tcf7	chr16	52362378	52362389	+	0.000	0.000	Merged-chr16-52362398-3
NR4051--MA0523.1.TCF7L2	chr18	23773256	23773269	+	0.000	0.000	Merged-chr18-23773308-23
NR1825--MA0769.1.Tcf7	chr12	59170104	59170115	-	0.000	0.000	Merged-chr12-59170039-43
NR4535--MA0769.1.Tcf7	chr2	3925386	3925397	+	0.000	0.000	Merged-chr2-3925386-29
NR7030--MA0769.1.Tcf7	chr5	150223852	150223863	-	0.000	0.000	Merged-chr5-150223706-44
NR2393--MA0523.1.TCF7L2	chr13	83566289	83566302	-	0.000	0.000	Merged-chr13-83566220-57
NR6379--MA0769.1.Tcf7	chr4	120044777	120044788	-	0.000	0.000	Merged-chr4-120044912-16
NR3436--MA1421.1.TCF7L1	chr16	28517966	28517977	-	0.000	0.000	Merged-chr16-28518091-55
NR9124--MA0523.1.TCF7L2	chrX	104485819	104485832	-	0.000	0.000	Merged-chrX-104485808-11
NR6674--MA1421.1.TCF7L1	chr5	64455558	64455569	-	0.000	0.000	Merged-chr5-64455679-15
NR2033--MA0769.1.Tcf7	chr12	107159263	107159274	-	0.000	0.000	Merged-chr12-107159246-9
NR2065--MA1421.1.TCF7L1	chr12	113220011	113220022	-	0.000	0.000	Merged-chr12-113220068-2
NR1843--MA0769.1.Tcf7	chr12	69446034	69446045	+	0.000	0.000	Merged-chr12-69446107-1
NR8509--MA1421.1.TCF7L1	chr8	128788556	128788567	-	0.000	0.000	Merged-chr8-128788432-17
NR4691--MA0523.1.TCF7L2	chr2	44557374	44557387	+	0.000	0.000	Merged-chr2-44557255-38
NR4903--MA0523.1.TCF7L2	chr2	84837928	84837941	+	0.000	0.000	Merged-chr2-84838147-43
NR5566--MA1421.1.TCF7L1	chr3	79129256	79129267	-	0.000	0.000	Merged-chr3-79129160-12
NR8590--MA0769.1.Tcf7	chr9	35007272	35007283	+	0.000	0.000	Merged-chr9-35007274-11
NR7658--MA1421.1.TCF7L1	chr7	12422538	12422549	-	0.000	0.000	Merged-chr7-12422521-72
NR2812--MA0769.1.Tcf7	chr14	62342732	62342743	+	0.000	0.000	Merged-chr14-62342844-35
NR3687--MA0769.1.Tcf7	chr16	94374317	94374328	-	0.000	0.000	Merged-chr16-94374445-4
NR7262--MA1421.1.TCF7L1	chr6	70911287	70911298	-	0.000	0.000	Merged-chr6-70911347-11
NR9089--MA0523.1.TCF7L2	chrX	71378627	71378640	-	0.000	0.000	Merged-chrX-71378738-26
NR2174--MA0523.1.TCF7L2	chr13	13493735	13493748	-	0.000	0.000	Merged-chr13-13493678-12
NR4531--MA1421.1.TCF7L1	chr2	3277676	3277687	+	0.000	0.000	Merged-chr2-3277691-9
NR2198--MA1421.1.TCF7L1	chr13	23734524	23734535	+	0.000	0.000	Merged-chr13-23734534-7
NR7599--MA0523.1.TCF7L2	chr6	144922982	144922995	-	0.000	0.000	Merged-chr6-144923057-24
NR1185--MA0769.1.Tcf7	chr10	111422566	111422577	+	0.000	0.000	Merged-chr10-111422684-38
NR7439--MA1421.1.TCF7L1	chr6	113668968	113668979	-	0.000	0.000	Merged-chr6-113668955-38
NR8488--MA0523.1.TCF7L2	chr8	126687068	126687081	+	0.000	0.000	Merged-chr8-126687126-29
NR4683--MA0769.1.Tcf7	chr2	43992734	43992745	-	0.000	0.000	Merged-chr2-43992698-17
NR4496--MA1421.1.TCF7L1	chr19	55792731	55792742	-	0.000	0.000	Merged-chr19-55792789-50
NR4708--MA1421.1.TCF7L1	chr2	45946382	45946393	+	0.000	0.000	Merged-chr2-45946471-14
NR8577--MA0769.1.Tcf7	chr9	32592068	32592079	-	0.000	0.000	Merged-chr9-32592064-58
NR159--MA0769.1.Tcf7	chr1	66552833	66552844	-	0.000	0.000	Merged-chr1-66552771-47
NR3012--MA0523.1.TCF7L2	chr14	122908309	122908322	-	0.000	0.000	Merged-chr14-122908322-32
NR5104--MA0523.1.TCF7L2	chr2	132180715	132180728	+	0.000	0.000	Merged-chr2-132180846-32
NR2654--MA1421.1.TCF7L1	chr14	22270838	22270849	-	0.000	0.000	Merged-chr14-22271018-1
NR7028--MA0523.1.TCF7L2	chr5	149846647	149846660	+	0.000	0.000	Merged-chr5-149846777-12
NR4746--MA1421.1.TCF7L1	chr2	52176534	52176545	-	0.000	0.000	Merged-chr2-52176630-15
NR1633--MA0769.1.Tcf7	chr11	113508493	113508504	-	0.000	0.000	Merged-chr11-113508478-30
NR6274--MA1421.1.TCF7L1	chr4	89524613	89524624	-	0.000	0.000	Merged-chr4-89524865-47
NR4549--MA0769.1.Tcf7	chr2	5061514	5061525	+	0.000	0.000	Merged-chr2-5061621-34
NR2229--MA1421.1.TCF7L1	chr13	36448618	36448629	-	0.000	0.000	Merged-chr13-36448727-20
NR7851--MA1421.1.TCF7L1	chr7	89712886	89712897	+	0.000	0.000	Merged-chr7-89712844-48
NR2763--MA0523.1.TCF7L2	chr14	54056893	54056906	+	0.000	0.000	Merged-chr14-54056823-18
NR2860--MA1421.1.TCF7L1	chr14	73334090	73334101	+	0.000	0.000	Merged-chr14-73334058-7
NR6017--MA1421.1.TCF7L1	chr3	157617194	157617205	-	0.000	0.000	Merged-chr3-157617038-24
NR1745--MA0769.1.Tcf7	chr12	31621765	31621776	+	0.000	0.000	Merged-chr12-31621788-10
NR8968--MA1421.1.TCF7L1	chr9	116284010	116284021	+	0.000	0.000	Merged-chr9-116283998-37
NR6093--MA0769.1.Tcf7	chr4	32560452	32560463	-	0.000	0.000	Merged-chr4-32560610-21
NR7836--MA0523.1.TCF7L2	chr7	82715863	82715876	+	0.000	0.000	Merged-chr7-82715837-23
NR4202--MA0523.1.TCF7L2	chr18	65465759	65465772	+	0.000	0.000	Merged-chr18-65465716-25
NR8315--MA1421.1.TCF7L1	chr8	81735844	81735855	-	0.000	0.000	Merged-chr8-81736050-71
NR793--MA0523.1.TCF7L2	chr10	21911701	21911714	-	0.000	0.000	Merged-chr10-21911694-25
NR4636--MA0523.1.TCF7L2	chr2	31042978	31042991	-	0.000	0.000	Merged-chr2-31043017-22
NR8917--MA1421.1.TCF7L1	chr9	108617523	108617534	+	0.000	0.000	Merged-chr9-108617434-16
NR536--MA0523.1.TCF7L2	chr1	161378552	161378565	+	0.000	0.000	Merged-chr1-161378762-23
NR1790--MA1421.1.TCF7L1	chr12	41168055	41168066	+	0.000	0.000	Merged-chr12-41167989-46
NR401--MA0769.1.Tcf7	chr1	136609083	136609094	-	0.000	0.000	Merged-chr1-136609076-3
NR1302--MA0769.1.Tcf7	chr10	130340352	130340363	-	0.000	0.000	Merged-chr10-130340277-13
NR2177--MA0769.1.Tcf7	chr13	13582035	13582046	-	0.000	0.000	Merged-chr13-13582107-29
NR4842--MA0523.1.TCF7L2	chr2	72479236	72479249	-	0.000	0.000	Merged-chr2-72479150-8
NR2582--MA0523.1.TCF7L2	chr13	119649600	119649613	+	0.000	0.000	Merged-chr13-119649440-22
NR880--MA0769.1.Tcf7	chr10	50650808	50650819	-	0.000	0.000	Merged-chr10-50650757-16
NR7221--MA0523.1.TCF7L2	chr6	65569962	65569975	+	0.000	0.000	Merged-chr6-65569933-17
NR728--MA0769.1.Tcf7	chr10	4512824	4512835	+	0.000	0.000	Merged-chr10-4512791-21
NR574--MA0523.1.TCF7L2	chr1	167296110	167296123	-	0.000	0.000	Merged-chr1-167296095-13
NR5321--MA1421.1.TCF7L1	chr2	169634799	169634810	-	0.000	0.000	Merged-chr2-169634826-15
NR8462--MA0523.1.TCF7L2	chr8	123404746	123404759	-	0.000	0.000	Merged-chr8-123404693-24
NR2298--MA0769.1.Tcf7	chr13	52628151	52628162	+	0.000	0.000	Merged-chr13-52628204-1
NR5959--MA0523.1.TCF7L2	chr3	146564287	146564300	-	0.000	0.000	Merged-chr3-146564462-25
NR7077--MA1421.1.TCF7L1	chr6	18840340	18840351	+	0.000	0.000	Merged-chr6-18840381-6
NR2157--MA0523.1.TCF7L2	chr13	9107246	9107259	+	0.000	0.000	Merged-chr13-9107382-45
NR5460--MA0769.1.Tcf7	chr3	38280379	38280390	-	0.000	0.000	Merged-chr3-38280395-39
NR1518--MA0523.1.TCF7L2	chr11	88493961	88493974	+	0.000	0.000	Merged-chr11-88493877-11
NR4880--MA0523.1.TCF7L2	chr2	79276536	79276549	+	0.000	0.000	Merged-chr2-79276460-24
NR6089--MA0769.1.Tcf7	chr4	32405727	32405738	-	0.000	0.000	Merged-chr4-32405773-79
NR8806--MA0769.1.Tcf7	chr9	85011576	85011587	+	0.000	0.000	Merged-chr9-85011578-31
NR355--MA0523.1.TCF7L2	chr1	127230616	127230629	+	0.000	0.000	Merged-chr1-127230692-27
NR6877--MA0769.1.Tcf7	chr5	110594705	110594716	-	0.000	0.000	Merged-chr5-110594723-25
NR5344--MA0523.1.TCF7L2	chr2	172977458	172977471	-	0.000	0.000	Merged-chr2-172977593-131
NR7436--MA0523.1.TCF7L2	chr6	113487274	113487287	-	0.000	0.000	Merged-chr6-113487219-11
NR3612--MA1421.1.TCF7L1	chr16	76765862	76765873	+	0.000	0.000	Merged-chr16-76765749-14
NR1184--MA1421.1.TCF7L1	chr10	111422573	111422584	+	0.000	0.000	Merged-chr10-111422684-38
NR2989--MA1421.1.TCF7L1	chr14	121137384	121137395	+	0.000	0.000	Merged-chr14-121137502-35
NR5590--MA0769.1.Tcf7	chr3	81489543	81489554	-	0.000	0.000	Merged-chr3-81489616-14
NR5043--MA0523.1.TCF7L2	chr2	117441225	117441238	+	0.000	0.000	Merged-chr2-117441143-41
NR7085--MA0769.1.Tcf7	chr6	22412083	22412094	-	0.000	0.000	Merged-chr6-22412021-48
NR2241--MA1421.1.TCF7L1	chr13	41453789	41453800	-	0.000	0.000	Merged-chr13-41453592-40
NR6425--MA1421.1.TCF7L1	chr4	135911656	135911667	+	0.000	0.000	Merged-chr4-135911703-15
NR6791--MA0523.1.TCF7L2	chr5	97090319	97090332	+	0.000	0.000	Merged-chr5-97090318-20
NR6895--MA0769.1.Tcf7	chr5	115340642	115340653	-	0.000	0.000	Merged-chr5-115340643-2
NR8980--MA1421.1.TCF7L1	chr9	118285718	118285729	-	0.000	0.000	Merged-chr9-118285683-37
NR1036--MA0523.1.TCF7L2	chr10	82887566	82887579	-	0.000	0.000	Merged-chr10-82887554-36
NR2350--MA0523.1.TCF7L2	chr13	70600460	70600473	-	0.000	0.000	Merged-chr13-70600282-8
NR997--MA0769.1.Tcf7	chr10	75406146	75406157	+	0.000	0.000	Merged-chr10-75406076-29
NR5250--MA0769.1.Tcf7	chr2	154797094	154797105	+	0.000	0.000	Merged-chr2-154797130-17
NR8842--MA0769.1.Tcf7	chr9	92217746	92217757	-	0.000	0.000	Merged-chr9-92217904-40
NR1711--MA0523.1.TCF7L2	chr12	21172236	21172249	+	0.000	0.000	Merged-chr12-21172304-14
NR3591--MA0523.1.TCF7L2	chr16	70007129	70007142	+	0.000	0.000	Merged-chr16-70007136-17
NR342--MA0523.1.TCF7L2	chr1	119469561	119469574	-	0.000	0.000	Merged-chr1-119469584-5
NR7013--MA1421.1.TCF7L1	chr5	149203177	149203188	-	0.000	0.000	Merged-chr5-149203183-18
NR1567--MA1421.1.TCF7L1	chr11	100824191	100824202	-	0.000	0.000	Merged-chr11-100824336-61
NR198--MA1421.1.TCF7L1	chr1	82974104	82974115	-	0.000	0.000	Merged-chr1-82974163-36
NR3169--MA0769.1.Tcf7	chr15	61423138	61423149	+	0.000	0.000	Merged-chr15-61423219-20
NR3845--MA0769.1.Tcf7	chr17	44336877	44336888	+	0.000	0.000	Merged-chr17-44337024-21
NR6740--MA0523.1.TCF7L2	chr5	89154560	89154573	-	0.000	0.000	Merged-chr5-89154576-11
NR776--MA0523.1.TCF7L2	chr10	19188546	19188559	-	0.000	0.000	Merged-chr10-19188580-55
NR8832--MA0523.1.TCF7L2	chr9	89900360	89900373	+	0.000	0.000	Merged-chr9-89900406-12
NR6572--MA0523.1.TCF7L2	chr5	22747519	22747532	+	0.000	0.000	Merged-chr5-22747535-33
NR5355--MA1421.1.TCF7L1	chr2	174389704	174389715	-	0.000	0.000	Merged-chr2-174389676-5
NR5483--MA0769.1.Tcf7	chr3	54400017	54400028	-	0.000	0.000	Merged-chr3-54399982-24
NR6596--MA1421.1.TCF7L1	chr5	36140702	36140713	-	0.000	0.000	Merged-chr5-36140594-4
NR3075--MA0769.1.Tcf7	chr15	28081291	28081302	+	0.000	0.000	Merged-chr15-28081319-36
NR8688--MA1421.1.TCF7L1	chr9	61013359	61013370	-	0.000	0.000	Merged-chr9-61013238-65
NR2990--MA0523.1.TCF7L2	chr14	121137384	121137397	+	0.000	0.000	Merged-chr14-121137502-35
NR6667--MA0769.1.Tcf7	chr5	63943505	63943516	+	0.000	0.000	Merged-chr5-63943362-36
NR5957--MA1421.1.TCF7L1	chr3	146192742	146192753	-	0.000	0.000	Merged-chr3-146192596-55
NR3697--MA1421.1.TCF7L1	chr16	95869617	95869628	+	0.000	0.000	Merged-chr16-95869616-44
NR8504--MA1421.1.TCF7L1	chr8	128474086	128474097	-	0.000	0.000	Merged-chr8-128474080-29
NR5296--MA0523.1.TCF7L2	chr2	163719402	163719415	-	0.000	0.000	Merged-chr2-163719480-37
NR4926--MA0769.1.Tcf7	chr2	94245413	94245424	-	0.000	0.000	Merged-chr2-94245520-16
NR4079--MA1421.1.TCF7L1	chr18	34103049	34103060	-	0.000	0.000	Merged-chr18-34103168-40
NR3608--MA1421.1.TCF7L1	chr16	76575446	76575457	-	0.000	0.000	Merged-chr16-76575582-30
NR3044--MA1421.1.TCF7L1	chr15	10447302	10447313	+	0.000	0.000	Merged-chr15-10447359-14
NR5898--MA0523.1.TCF7L2	chr3	138746758	138746771	-	0.000	0.000	Merged-chr3-138746730-15
NR2997--MA0769.1.Tcf7	chr14	121354191	121354202	+	0.000	0.000	Merged-chr14-121354142-24
NR161--MA0523.1.TCF7L2	chr1	66814146	66814159	+	0.000	0.000	Merged-chr1-66814050-6
NR2999--MA0523.1.TCF7L2	chr14	121992792	121992805	-	0.000	0.000	Merged-chr14-121992584-62
NR8511--MA0769.1.Tcf7	chr8	128788556	128788567	-	0.000	0.000	Merged-chr8-128788432-17
NR1289--MA0523.1.TCF7L2	chr10	128039313	128039326	-	0.000	0.000	Merged-chr10-128039274-35
NR4863--MA0523.1.TCF7L2	chr2	75148121	75148134	+	0.000	0.000	Merged-chr2-75148078-33
NR185--MA1421.1.TCF7L1	chr1	80416616	80416627	-	0.000	0.000	Merged-chr1-80416536-28
NR2545--MA0769.1.Tcf7	chr13	112970440	112970451	+	0.000	0.000	Merged-chr13-112970510-24
NR931--MA0523.1.TCF7L2	chr10	60000163	60000176	-	0.000	0.000	Merged-chr10-60000232-10
NR5040--MA0769.1.Tcf7	chr2	117352887	117352898	-	0.000	0.000	Merged-chr2-117352784-31
NR3250--MA1421.1.TCF7L1	chr15	84168879	84168890	-	0.000	0.000	Merged-chr15-84168860-11
NR2795--MA1421.1.TCF7L1	chr14	59202012	59202023	-	0.000	0.000	Merged-chr14-59201879-5
NR8651--MA0523.1.TCF7L2	chr9	48538518	48538531	+	0.000	0.000	Merged-chr9-48538454-59
NR4887--MA1421.1.TCF7L1	chr2	84016489	84016500	-	0.000	0.000	Merged-chr2-84016424-23
NR8632--MA0769.1.Tcf7	chr9	44548856	44548867	-	0.000	0.000	Merged-chr9-44549007-18
NR3729--MA0769.1.Tcf7	chr17	3260885	3260896	+	0.000	0.000	Merged-chr17-3260977-28
NR1679--MA0769.1.Tcf7	chr12	3990035	3990046	+	0.000	0.000	Merged-chr12-3989980-1
NR4389--MA0769.1.Tcf7	chr19	21507751	21507762	+	0.000	0.000	Merged-chr19-21507788-24
NR7099--MA0769.1.Tcf7	chr6	30677300	30677311	+	0.000	0.000	Merged-chr6-30677356-3
NR6583--MA1421.1.TCF7L1	chr5	28269931	28269942	-	0.000	0.000	Merged-chr5-28269924-54
NR3755--MA0523.1.TCF7L2	chr17	13479935	13479948	+	0.000	0.000	Merged-chr17-13479919-17
NR2442--MA0769.1.Tcf7	chr13	93175668	93175679	+	0.000	0.000	Merged-chr13-93175751-12
NR3852--MA1421.1.TCF7L1	chr17	45342331	45342342	-	0.000	0.000	Merged-chr17-45342322-7
NR110--MA0523.1.TCF7L2	chr1	54179463	54179476	+	0.000	0.000	Merged-chr1-54179404-9
NR111--MA0769.1.Tcf7	chr1	54179463	54179474	+	0.000	0.000	Merged-chr1-54179404-9
NR3420--MA0769.1.Tcf7	chr16	24092283	24092294	-	0.000	0.000	Merged-chr16-24092313-3
NR1227--MA0769.1.Tcf7	chr10	117377578	117377589	-	0.000	0.000	Merged-chr10-117377577-5
NR1012--MA0769.1.Tcf7	chr10	77677796	77677807	-	0.000	0.000	Merged-chr10-77677865-23
NR7419--MA0523.1.TCF7L2	chr6	108334843	108334856	-	0.000	0.000	Merged-chr6-108334788-1
NR7472--MA1421.1.TCF7L1	chr6	120006467	120006478	+	0.000	0.000	Merged-chr6-120006378-7
NR869--MA1421.1.TCF7L1	chr10	43745949	43745960	-	0.000	0.000	Merged-chr10-43745944-8
NR1124--MA0769.1.Tcf7	chr10	98976104	98976115	-	0.000	0.000	Merged-chr10-98976063-31
NR5018--MA0769.1.Tcf7	chr2	114153413	114153424	+	0.000	0.000	Merged-chr2-114153480-37
NR4682--MA0523.1.TCF7L2	chr2	43992732	43992745	-	0.000	0.000	Merged-chr2-43992698-17
NR5725--MA1421.1.TCF7L1	chr3	108124345	108124356	+	0.000	0.000	Merged-chr3-108124378-33
NR3140--MA0523.1.TCF7L2	chr15	51842468	51842481	+	0.000	0.000	Merged-chr15-51842617-12
NR1019--MA0523.1.TCF7L2	chr10	80629186	80629199	-	0.000	0.000	Merged-chr10-80629091-37
NR6517--MA0523.1.TCF7L2	chr4	152190028	152190041	-	0.000	0.000	Merged-chr4-152190053-24
NR8301--MA0769.1.Tcf7	chr8	77435082	77435093	+	0.000	0.000	Merged-chr8-77435130-10
NR3671--MA1421.1.TCF7L1	chr16	92307632	92307643	+	0.000	0.000	Merged-chr16-92307633-7
NR6980--MA0523.1.TCF7L2	chr5	142891542	142891555	-	0.000	0.000	Merged-chr5-142891617-16
NR5498--MA0523.1.TCF7L2	chr3	58658549	58658562	-	0.000	0.000	Merged-chr3-58658570-11
NR5918--MA0769.1.Tcf7	chr3	142533254	142533265	-	0.000	0.000	Merged-chr3-142533345-44
NR6372--MA0769.1.Tcf7	chr4	118293174	118293185	+	0.000	0.000	Merged-chr4-118293036-10
NR4179--MA0769.1.Tcf7	chr18	60767437	60767448	-	0.000	0.000	Merged-chr18-60767339-28
NR927--MA0523.1.TCF7L2	chr10	60000108	60000121	+	0.000	0.000	Merged-chr10-60000232-10
NR2232--MA0769.1.Tcf7	chr13	38938673	38938684	+	0.000	0.000	Merged-chr13-38938571-13
NR9126--MA1421.1.TCF7L1	chrX	106608147	106608158	+	0.000	0.000	Merged-chrX-106608183-10
NR7612--MA0523.1.TCF7L2	chr6	145469522	145469535	+	0.000	0.000	Merged-chr6-145469437-17
NR2138--MA1421.1.TCF7L1	chr13	3479835	3479846	+	0.000	0.000	Merged-chr13-3479941-4
NR4197--MA0769.1.Tcf7	chr18	65016107	65016118	-	0.000	0.000	Merged-chr18-65016159-16
NR9067--MA0523.1.TCF7L2	chrX	50836443	50836456	+	0.000	0.000	Merged-chrX-50836312-60
NR6504--MA0523.1.TCF7L2	chr4	149880118	149880131	-	0.000	0.000	Merged-chr4-149880219-52
NR7001--MA0769.1.Tcf7	chr5	147063481	147063492	+	0.000	0.000	Merged-chr5-147063758-85
NR3393--MA0523.1.TCF7L2	chr16	15910370	15910383	+	0.000	0.000	Merged-chr16-15910429-9
NR7842--MA1421.1.TCF7L1	chr7	84624645	84624656	+	0.000	0.000	Merged-chr7-84624790-8
NR1537--MA1421.1.TCF7L1	chr11	96058765	96058776	+	0.000	0.000	Merged-chr11-96058605-21
NR8056--MA1421.1.TCF7L1	chr7	132773117	132773128	+	0.000	0.000	Merged-chr7-132773147-79
NR746--MA0523.1.TCF7L2	chr10	8130862	8130875	-	0.000	0.000	Merged-chr10-8130916-73
NR6050--MA0769.1.Tcf7	chr4	7987509	7987520	-	0.000	0.000	Merged-chr4-7987596-39
NR1290--MA0769.1.Tcf7	chr10	128039315	128039326	-	0.000	0.000	Merged-chr10-128039274-35
NR7417--MA1421.1.TCF7L1	chr6	108314137	108314148	-	0.000	0.000	Merged-chr6-108314157-48
NR4377--MA0523.1.TCF7L2	chr19	16998204	16998217	+	0.000	0.000	Merged-chr19-16998164-33
NR3811--MA0523.1.TCF7L2	chr17	31693694	31693707	-	0.000	0.000	Merged-chr17-31693537-59
NR2116--MA0769.1.Tcf7	chr12	117679066	117679077	-	0.000	0.000	Merged-chr12-117679056-43
NR5266--MA0523.1.TCF7L2	chr2	158723966	158723979	-	0.000	0.000	Merged-chr2-158724013-3
NR7346--MA0769.1.Tcf7	chr6	94681555	94681566	+	0.000	0.000	Merged-chr6-94681460-83
NR2535--MA0523.1.TCF7L2	chr13	112133937	112133950	+	0.000	0.000	Merged-chr13-112133906-22
NR6719--MA0523.1.TCF7L2	chr5	75661050	75661063	-	0.000	0.000	Merged-chr5-75660966-11
NR1852--MA0523.1.TCF7L2	chr12	70880742	70880755	+	0.000	0.000	Merged-chr12-70880653-9
NR2066--MA0523.1.TCF7L2	chr12	113220009	113220022	-	0.000	0.000	Merged-chr12-113220068-2
NR8247--MA0523.1.TCF7L2	chr8	56398906	56398919	+	0.000	0.000	Merged-chr8-56398896-15
NR5059--MA0769.1.Tcf7	chr2	121570240	121570251	+	0.000	0.000	Merged-chr2-121570231-16
NR7889--MA1421.1.TCF7L1	chr7	102417600	102417611	-	0.000	0.000	Merged-chr7-102417609-26
NR8436--MA0769.1.Tcf7	chr8	115237246	115237257	+	0.000	0.000	Merged-chr8-115237313-17
NR8221--MA0769.1.Tcf7	chr8	41334274	41334285	-	0.000	0.000	Merged-chr8-41334366-24
NR4665--MA0523.1.TCF7L2	chr2	38068469	38068482	+	0.000	0.000	Merged-chr2-38068550-14
NR1890--MA0523.1.TCF7L2	chr12	76853351	76853364	-	0.000	0.000	Merged-chr12-76853290-4
NR901--MA0523.1.TCF7L2	chr10	54255357	54255370	+	0.000	0.000	Merged-chr10-54255218-57
NR7006--MA0769.1.Tcf7	chr5	148373460	148373471	+	0.000	0.000	Merged-chr5-148373511-17
NR2246--MA0769.1.Tcf7	chr13	42049142	42049153	+	0.000	0.000	Merged-chr13-42049130-34
NR565--MA0523.1.TCF7L2	chr1	165869958	165869971	-	0.000	0.000	Merged-chr1-165869909-3
NR7192--MA1421.1.TCF7L1	chr6	55256723	55256734	-	0.000	0.000	Merged-chr6-55256807-22
NR4196--MA0523.1.TCF7L2	chr18	65016105	65016118	-	0.000	0.000	Merged-chr18-65016159-16
NR6601--MA0769.1.Tcf7	chr5	36140747	36140758	+	0.000	0.000	Merged-chr5-36140594-4
NR4012--MA0523.1.TCF7L2	chr18	5816632	5816645	+	0.000	0.000	Merged-chr18-5816511-9
NR999--MA0523.1.TCF7L2	chr10	75417807	75417820	+	0.000	0.000	Merged-chr10-75417748-37
NR3161--MA0523.1.TCF7L2	chr15	59010907	59010920	+	0.000	0.000	Merged-chr15-59010782-34
NR7838--MA1421.1.TCF7L1	chr7	84143206	84143217	-	0.000	0.000	Merged-chr7-84143230-35
NR918--MA0769.1.Tcf7	chr10	59435691	59435702	-	0.000	0.000	Merged-chr10-59435699-1
NR7345--MA0523.1.TCF7L2	chr6	94681555	94681568	+	0.000	0.000	Merged-chr6-94681460-83
NR6046--MA0769.1.Tcf7	chr4	7455298	7455309	+	0.000	0.000	Merged-chr4-7455242-36
NR7610--MA1421.1.TCF7L1	chr6	145379548	145379559	-	0.000	0.000	Merged-chr6-145379467-36
NR3229--MA1421.1.TCF7L1	chr15	79729194	79729205	+	0.000	0.000	Merged-chr15-79729133-34
NR3931--MA0523.1.TCF7L2	chr17	74354547	74354560	-	0.000	0.000	Merged-chr17-74354475-5
NR89--MA0523.1.TCF7L2	chr1	43389274	43389287	-	0.000	0.000	Merged-chr1-43389283-10
NR3807--MA0523.1.TCF7L2	chr17	29552550	29552563	-	0.000	0.000	Merged-chr17-29552502-38
NR5687--MA0523.1.TCF7L2	chr3	101029429	101029442	+	0.000	0.000	Merged-chr3-101029545-28
NR815--MA0769.1.Tcf7	chr10	25387446	25387457	-	0.000	0.000	Merged-chr10-25387454-21
NR6158--MA0769.1.Tcf7	chr4	54855960	54855971	+	0.000	0.000	Merged-chr4-54855897-1
NR4999--MA0769.1.Tcf7	chr2	112656428	112656439	+	0.000	0.000	Merged-chr2-112656502-8
NR4820--MA0523.1.TCF7L2	chr2	68932316	68932329	-	0.000	0.000	Merged-chr2-68932401-28
NR3110--MA0523.1.TCF7L2	chr15	38634664	38634677	+	0.000	0.000	Merged-chr15-38634612-4
NR6946--MA0769.1.Tcf7	chr5	134482452	134482463	+	0.000	0.000	Merged-chr5-134482403-23
NR8584--MA0769.1.Tcf7	chr9	33186575	33186586	-	0.000	0.000	Merged-chr9-33186543-16
NR3260--MA0769.1.Tcf7	chr15	85042792	85042803	-	0.000	0.000	Merged-chr15-85042702-72
NR3544--MA0523.1.TCF7L2	chr16	50070627	50070640	+	0.000	0.000	Merged-chr16-50070751-51
NR2159--MA1421.1.TCF7L1	chr13	9203629	9203640	-	0.000	0.000	Merged-chr13-9203705-17
NR2036--MA0769.1.Tcf7	chr12	107721079	107721090	+	0.000	0.000	Merged-chr12-107721179-46
NR8696--MA0769.1.Tcf7	chr9	61745157	61745168	-	0.000	0.000	Merged-chr9-61745239-9
NR1886--MA0523.1.TCF7L2	chr12	76385174	76385187	-	0.000	0.000	Merged-chr12-76385327-16
NR2929--MA1421.1.TCF7L1	chr14	103017271	103017282	-	0.000	0.000	Merged-chr14-103017290-44
NR184--MA0769.1.Tcf7	chr1	80321411	80321422	+	0.000	0.000	Merged-chr1-80321528-19
NR4625--MA1421.1.TCF7L1	chr2	29666799	29666810	-	0.000	0.000	Merged-chr2-29666836-9
NR1629--MA0523.1.TCF7L2	chr11	113206337	113206350	+	0.000	0.000	Merged-chr11-113206318-17
NR357--MA1421.1.TCF7L1	chr1	127297164	127297175	-	0.000	0.000	Merged-chr1-127297024-52
NR3157--MA0523.1.TCF7L2	chr15	58145494	58145507	-	0.000	0.000	Merged-chr15-58145479-45
NR6731--MA0523.1.TCF7L2	chr5	89036460	89036473	-	0.000	0.000	Merged-chr5-89036442-30
NR972--MA0769.1.Tcf7	chr10	68795228	68795239	+	0.000	0.000	Merged-chr10-68795469-52
