#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-log2fc-1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_1_selected/log2fc_1_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-log2fc-1_up.bed
NR52677--MA0599.1.KLF5	chr6	121110180	121110189	-	0.000	0.000	Merged-chr6-121110104-77
NR63581--MA0741.1.KLF16	chr9	77683657	77683667	+	0.000	0.000	Merged-chr9-77683679-29
NR66055--MA0599.1.KLF5	chrX	56374554	56374563	-	0.000	0.000	Merged-chrX-56374648-33
NR14559--MA0740.1.KLF14	chr12	106614643	106614656	+	0.000	0.000	Merged-chr12-106614679-1
NR13147--MA0039.3.KLF4	chr12	35481001	35481011	-	0.000	0.000	Merged-chr12-35480950-10
NR21374--MA1107.1.KLF9	chr15	59618498	59618510	-	0.000	0.000	Merged-chr15-59618561-44
NR28015--MA0741.1.KLF16	chr17	71118812	71118822	-	0.000	0.000	Merged-chr17-71118704-30
NR49922--MA0599.1.KLF5	chr5	144358186	144358195	-	0.000	0.000	Merged-chr5-144358177-56
NR47523--MA0599.1.KLF5	chr5	103579887	103579896	-	0.000	0.000	Merged-chr5-103579979-7
NR11425--MA0493.1.Klf1	chr11	101618064	101618074	-	0.000	0.000	Merged-chr11-101618107-1
NR10133--MA1107.1.KLF9	chr11	75154326	75154338	+	0.000	0.000	Merged-chr11-75154404-32
NR52663--MA0493.1.Klf1	chr6	120666242	120666252	+	0.000	0.000	Merged-chr6-120666537-45
NR40362--MA0741.1.KLF16	chr3	132928114	132928124	-	0.000	0.000	Merged-chr3-132927951-20
NR29731--MA0493.1.Klf1	chr18	60632874	60632884	-	0.000	0.000	Merged-chr18-60633052-25
NR51346--MA0741.1.KLF16	chr6	61271206	61271216	+	0.000	0.000	Merged-chr6-61271177-5
NR28711--MA0740.1.KLF14	chr17	87797392	87797405	-	0.000	0.000	Merged-chr17-87797480-2
NR41548--MA0599.1.KLF5	chr4	14930488	14930497	+	0.000	0.000	Merged-chr4-14930557-36
NR24891--MA0599.1.KLF5	chr16	77360456	77360465	-	0.000	0.000	Merged-chr16-77360376-19
NR17619--MA1107.1.KLF9	chr13	105156498	105156510	-	0.000	0.000	Merged-chr13-105156682-2
NR24036--MA0741.1.KLF16	chr16	23549181	23549191	+	0.000	0.000	Merged-chr16-23549215-2
NR24872--MA1107.1.KLF9	chr16	76283384	76283396	-	0.000	0.000	Merged-chr16-76283420-1
NR22356--MA0741.1.KLF16	chr15	84663161	84663171	-	0.000	0.000	Merged-chr15-84663201-26
NR58303--MA0599.1.KLF5	chr7	143052737	143052746	-	0.000	0.000	Merged-chr7-143052544-1
NR21804--MA1107.1.KLF9	chr15	77071701	77071713	-	0.000	0.000	Merged-chr15-77071598-27
NR58642--MA1107.1.KLF9	chr8	13964675	13964687	+	0.000	0.000	Merged-chr8-13964796-20
NR54069--MA0599.1.KLF5	chr7	3290417	3290426	-	0.000	0.000	Merged-chr7-3290343-35
NR53739--MA1107.1.KLF9	chr6	144329597	144329609	+	0.000	0.000	Merged-chr6-144329601-7
NR55190--MA0599.1.KLF5	chr7	34630507	34630516	-	0.000	0.000	Merged-chr7-34630517-24
NR35322--MA0599.1.KLF5	chr2	124610509	124610518	-	0.000	0.000	Merged-chr2-124610315-43
NR6217--MA1107.1.KLF9	chr10	80662318	80662330	+	0.000	0.000	Merged-chr10-80662335-4
NR4479--MA0741.1.KLF16	chr10	5795623	5795633	+	0.000	0.000	Merged-chr10-5795457-7
NR14045--MA1107.1.KLF9	chr12	91643036	91643048	+	0.000	0.000	Merged-chr12-91642897-8
NR1033--MA0599.1.KLF5	chr1	74791534	74791543	+	0.000	0.000	Merged-chr1-74791717-28
NR59360--MA0741.1.KLF16	chr8	57743796	57743806	+	0.000	0.000	Merged-chr8-57743874-24
NR47948--MA0493.1.Klf1	chr5	113164989	113164999	+	0.000	0.000	Merged-chr5-113165071-16
NR39089--MA0039.3.KLF4	chr3	95542442	95542452	+	0.000	0.000	Merged-chr3-95542441-7
NR60289--MA0039.3.KLF4	chr8	91801926	91801936	-	0.000	0.000	Merged-chr8-91801634-28
NR37814--MA1107.1.KLF9	chr3	18054895	18054907	+	0.000	0.000	Merged-chr3-18054823-5
NR43499--MA0493.1.Klf1	chr4	123686654	123686664	+	0.000	0.000	Merged-chr4-123686542-1
NR33365--MA1107.1.KLF9	chr2	31950225	31950237	-	0.000	0.000	Merged-chr2-31950269-16
NR19518--MA0741.1.KLF16	chr14	68078501	68078511	+	0.000	0.000	Merged-chr14-68078565-20
NR63596--MA0599.1.KLF5	chr9	77939192	77939201	+	0.000	0.000	Merged-chr9-77938986-43
NR38693--MA0039.3.KLF4	chr3	84809205	84809215	+	0.000	0.000	Merged-chr3-84809112-18
NR3759--MA0599.1.KLF5	chr1	182100596	182100605	+	0.000	0.000	Merged-chr1-182100503-13
NR33838--MA0742.1.Klf12	chr2	57102709	57102723	+	0.000	0.000	Merged-chr2-57102684-19
NR27631--MA0741.1.KLF16	chr17	56425180	56425190	-	0.000	0.000	Merged-chr17-56425045-2
NR47765--MA0599.1.KLF5	chr5	110343025	110343034	-	0.000	0.000	Merged-chr5-110342964-29
NR37655--MA0742.1.Klf12	chr2	181081014	181081028	-	0.000	0.000	Merged-chr2-181081085-14
NR4174--MA0741.1.KLF16	chr1	191097790	191097800	+	0.000	0.000	Merged-chr1-191097986-4
NR61831--MA0039.3.KLF4	chr9	20610050	20610060	+	0.000	0.000	Merged-chr9-20609876-14
NR31530--MA1107.1.KLF9	chr19	33053394	33053406	+	0.000	0.000	Merged-chr19-33053321-32
NR30277--MA0741.1.KLF16	chr18	75322573	75322583	-	0.000	0.000	Merged-chr18-75322404-42
NR54185--MA0493.1.Klf1	chr7	4948750	4948760	-	0.000	0.000	Merged-chr7-4948568-26,Merged-chr7-4948937-4
NR43498--MA0039.3.KLF4	chr4	123686656	123686666	+	0.000	0.000	Merged-chr4-123686542-1
NR47234--MA0741.1.KLF16	chr5	92967507	92967517	+	0.000	0.000	Merged-chr5-92967427-8
NR287--MA0741.1.KLF16	chr1	34831628	34831638	-	0.000	0.000	Merged-chr1-34831505-37
NR64868--MA0039.3.KLF4	chr9	114613220	114613230	-	0.000	0.000	Merged-chr9-114613191-38
NR14718--MA0599.1.KLF5	chr12	109445244	109445253	+	0.000	0.000	Merged-chr12-109445419-17
NR64184--MA0742.1.Klf12	chr9	98755059	98755073	+	0.000	0.000	Merged-chr9-98754922-2
NR52875--MA0740.1.KLF14	chr6	127289134	127289147	+	0.000	0.000	Merged-chr6-127288958-1
NR19736--MA0741.1.KLF16	chr14	75820047	75820057	-	0.000	0.000	Merged-chr14-75819905-19
NR24868--MA1107.1.KLF9	chr16	76283301	76283313	+	0.000	0.000	Merged-chr16-76283420-1
NR12030--MA0740.1.KLF14	chr11	114068450	114068463	+	0.000	0.000	Merged-chr11-114068502-5
NR18530--MA1107.1.KLF9	chr14	25481160	25481172	-	0.000	0.000	Merged-chr14-25481230-34
NR22596--MA0742.1.Klf12	chr15	91573240	91573254	-	0.000	0.000	Merged-chr15-91573061-60
NR19190--MA1107.1.KLF9	chr14	55745032	55745044	+	0.000	0.000	Merged-chr14-55745136-2
NR58607--MA0742.1.Klf12	chr8	13494533	13494547	-	0.000	0.000	Merged-chr8-13494435-15
NR1815--MA0741.1.KLF16	chr1	127322325	127322335	-	0.000	0.000	Merged-chr1-127322582-29
NR59410--MA1107.1.KLF9	chr8	61283224	61283236	+	0.000	0.000	Merged-chr8-61283229-50
NR13420--MA0742.1.Klf12	chr12	65258704	65258718	-	0.000	0.000	Merged-chr12-65258774-28
NR58778--MA0599.1.KLF5	chr8	22544874	22544883	-	0.000	0.000	Merged-chr8-22544867-25
NR32931--MA0742.1.Klf12	chr2	25395858	25395872	-	0.000	0.000	Merged-chr2-25395887-13
NR1041--MA1107.1.KLF9	chr1	74854897	74854909	-	0.000	0.000	Merged-chr1-74854969-34
NR19854--MA0742.1.Klf12	chr14	79141817	79141831	+	0.000	0.000	Merged-chr14-79141631-1
NR15808--MA0599.1.KLF5	chr13	35129645	35129654	-	0.000	0.000	Merged-chr13-35129636-40
NR20056--MA0039.3.KLF4	chr14	101510851	101510861	-	0.000	0.000	Merged-chr14-101510851-45
NR35442--MA1107.1.KLF9	chr2	128156776	128156788	-	0.000	0.000	Merged-chr2-128156895-3
NR54188--MA0740.1.KLF14	chr7	4964459	4964472	+	0.000	0.000	Merged-chr7-4964465-28
NR34997--MA0741.1.KLF16	chr2	115636169	115636179	+	0.000	0.000	Merged-chr2-115636218-2
NR54512--MA0493.1.Klf1	chr7	18925383	18925393	-	0.000	0.000	Merged-chr7-18925390-20
NR22366--MA1107.1.KLF9	chr15	84663176	84663188	-	0.000	0.000	Merged-chr15-84663201-26
NR4176--MA0039.3.KLF4	chr1	191152613	191152623	-	0.000	0.000	Merged-chr1-191152485-1
NR2901--MA1107.1.KLF9	chr1	162476923	162476935	+	0.000	0.000	Merged-chr1-162477062-12
NR32717--MA0741.1.KLF16	chr2	17855801	17855811	-	0.000	0.000	Merged-chr2-17855738-13
NR53842--MA0741.1.KLF16	chr6	145002406	145002416	-	0.000	0.000	Merged-chr6-145002461-23
NR49931--MA0493.1.Klf1	chr5	144358278	144358288	-	0.000	0.000	Merged-chr5-144358177-56
NR37962--MA1107.1.KLF9	chr3	28402421	28402433	-	0.000	0.000	Merged-chr3-28402386-46
NR60321--MA1107.1.KLF9	chr8	93810271	93810283	-	0.000	0.000	Merged-chr8-93810346-59
NR54250--MA0740.1.KLF14	chr7	6343624	6343637	+	0.000	0.000	Merged-chr7-6343741-28
NR55740--MA1107.1.KLF9	chr7	58759360	58759372	+	0.000	0.000	Merged-chr7-58759463-23
NR50631--MA1107.1.KLF9	chr6	29735941	29735953	-	0.000	0.000	Merged-chr6-29735888-24
NR38601--MA0599.1.KLF5	chr3	81835918	81835927	-	0.000	0.000	Merged-chr3-81835793-30
NR60756--MA0493.1.Klf1	chr8	113669808	113669818	-	0.000	0.000	Merged-chr8-113669969-10
NR23564--MA0493.1.Klf1	chr16	4469938	4469948	+	0.000	0.000	Merged-chr16-4469915-27
NR58880--MA0741.1.KLF16	chr8	27201025	27201035	+	0.000	0.000	Merged-chr8-27201067-26
NR30352--MA0741.1.KLF16	chr18	77822611	77822621	+	0.000	0.000	Merged-chr18-77822747-6
NR38737--MA0741.1.KLF16	chr3	87385417	87385427	-	0.000	0.000	Merged-chr3-87385488-4
NR55360--MA0741.1.KLF16	chr7	44311306	44311316	-	0.000	0.000	Merged-chr7-44311321-7
NR55728--MA0599.1.KLF5	chr7	58758633	58758642	+	0.000	0.000	Merged-chr7-58758564-8
NR157--MA0741.1.KLF16	chr1	20740725	20740735	-	0.000	0.000	Merged-chr1-20740658-39
NR15181--MA0741.1.KLF16	chr12	117834790	117834800	-	0.000	0.000	Merged-chr12-117834906-3
NR44826--MA1107.1.KLF9	chr4	144906817	144906829	-	0.000	0.000	Merged-chr4-144906777-28
NR44694--MA0741.1.KLF16	chr4	141296034	141296044	+	0.000	0.000	Merged-chr4-141296105-4
NR28712--MA0657.1.KLF13	chr17	87797389	87797406	-	0.000	0.000	Merged-chr17-87797480-2
NR2712--MA0740.1.KLF14	chr1	156076615	156076628	-	0.000	0.000	Merged-chr1-156076663-15
NR60000--MA0599.1.KLF5	chr8	81881728	81881737	+	0.000	0.000	Merged-chr8-81881786-34
NR49930--MA0039.3.KLF4	chr5	144358276	144358286	-	0.000	0.000	Merged-chr5-144358177-56
NR4997--MA0599.1.KLF5	chr10	40713392	40713401	+	0.000	0.000	Merged-chr10-40713251-44
NR2134--MA0742.1.Klf12	chr1	134747712	134747726	+	0.000	0.000	Merged-chr1-134747834-30
NR13897--MA0599.1.KLF5	chr12	84885168	84885177	-	0.000	0.000	Merged-chr12-84885277-1
NR18757--MA0657.1.KLF13	chr14	34188722	34188739	-	0.000	0.000	Merged-chr14-34188764-7
NR13663--MA1107.1.KLF9	chr12	75143742	75143754	+	0.000	0.000	Merged-chr12-75143712-1
NR23563--MA0039.3.KLF4	chr16	4469940	4469950	+	0.000	0.000	Merged-chr16-4469915-27
NR39108--MA1107.1.KLF9	chr3	96040727	96040739	+	0.000	0.000	Merged-chr3-96040740-50
NR61663--MA0599.1.KLF5	chr8	128433381	128433390	+	0.000	0.000	Merged-chr8-128433570-8
NR2768--MA0657.1.KLF13	chr1	157020050	157020067	+	0.000	0.000	Merged-chr1-157020072-9
NR24104--MA0599.1.KLF5	chr16	24834895	24834904	+	0.000	0.000	Merged-chr16-24834930-16
NR45175--MA0742.1.Klf12	chr4	150518992	150519006	+	0.000	0.000	Merged-chr4-150519164-27
NR48827--MA0039.3.KLF4	chr5	129192021	129192031	+	0.000	0.000	Merged-chr5-129191899-21
NR22730--MA0599.1.KLF5	chr15	94404234	94404243	+	0.000	0.000	Merged-chr15-94404282-43
NR50295--MA0039.3.KLF4	chr5	149647680	149647690	+	0.000	0.000	Merged-chr5-149647772-15
NR66893--MA0599.1.KLF5	chrX	162643608	162643617	+	0.000	0.000	Merged-chrX-162643590-34
NR10035--MA0039.3.KLF4	chr11	70949173	70949183	-	0.000	0.000	Merged-chr11-70949142-6
NR59406--MA1107.1.KLF9	chr8	61283216	61283228	+	0.000	0.000	Merged-chr8-61283229-50
NR55644--MA0741.1.KLF16	chr7	49494957	49494967	+	0.000	0.000	Merged-chr7-49494921-17
NR12088--MA0741.1.KLF16	chr11	114965660	114965670	-	0.000	0.000	Merged-chr11-114965534-1
NR14159--MA0657.1.KLF13	chr12	98572410	98572427	+	0.000	0.000	Merged-chr12-98572483-18
NR13422--MA0493.1.Klf1	chr12	65258708	65258718	-	0.000	0.000	Merged-chr12-65258774-28
NR66357--MA0741.1.KLF16	chrX	99135989	99135999	+	0.000	0.000	Merged-chrX-99136067-62
NR33804--MA0039.3.KLF4	chr2	53067448	53067458	-	0.000	0.000	Merged-chr2-53067376-9
NR46115--MA1107.1.KLF9	chr5	32089528	32089540	-	0.000	0.000	Merged-chr5-32089637-4
NR5715--MA0493.1.Klf1	chr10	71399679	71399689	+	0.000	0.000	Merged-chr10-71399794-69
NR11292--MA0599.1.KLF5	chr11	99549733	99549742	-	0.000	0.000	Merged-chr11-99549700-12
NR4423--MA1107.1.KLF9	chr1	194626246	194626258	+	0.000	0.000	Merged-chr1-194626204-2
NR50515--MA1107.1.KLF9	chr6	17901355	17901367	-	0.000	0.000	Merged-chr6-17901265-19
NR952--MA0599.1.KLF5	chr1	72870373	72870382	-	0.000	0.000	Merged-chr1-72870469-25
NR11273--MA1107.1.KLF9	chr11	99132667	99132679	-	0.000	0.000	Merged-chr11-99132520-18
NR47369--MA0741.1.KLF16	chr5	99728258	99728268	+	0.000	0.000	Merged-chr5-99728250-10
NR17316--MA0493.1.Klf1	chr13	99411959	99411969	+	0.000	0.000	Merged-chr13-99411845-11
NR6276--MA1107.1.KLF9	chr10	80848715	80848727	+	0.000	0.000	Merged-chr10-80848752-35
NR6098--MA0741.1.KLF16	chr10	80179632	80179642	-	0.000	0.000	Merged-chr10-80179611-9
NR61662--MA1107.1.KLF9	chr8	128421100	128421112	-	0.000	0.000	Merged-chr8-128420826-46
NR64033--MA0599.1.KLF5	chr9	92274696	92274705	-	0.000	0.000	Merged-chr9-92274591-56
NR54629--MA0493.1.Klf1	chr7	19819226	19819236	-	0.000	0.000	Merged-chr7-19819165-4
NR34281--MA1107.1.KLF9	chr2	74681776	74681788	-	0.000	0.000	Merged-chr2-74681883-2
NR3835--MA0741.1.KLF16	chr1	183180652	183180662	-	0.000	0.000	Merged-chr1-183180587-56
NR6129--MA0493.1.Klf1	chr10	80371802	80371812	-	0.000	0.000	Merged-chr10-80371641-4
NR62506--MA0741.1.KLF16	chr9	44708542	44708552	-	0.000	0.000	Merged-chr9-44708535-22
NR6716--MA0599.1.KLF5	chr10	89832412	89832421	+	0.000	0.000	Merged-chr10-89832604-4
NR57924--MA0740.1.KLF14	chr7	136894428	136894441	+	0.000	0.000	Merged-chr7-136894538-85
NR57016--MA1107.1.KLF9	chr7	113706171	113706183	+	0.000	0.000	Merged-chr7-113706067-2
NR24998--MA0657.1.KLF13	chr16	87597698	87597715	-	0.000	0.000	Merged-chr16-87597793-27
NR8092--MA0741.1.KLF16	chr10	127607316	127607326	-	0.000	0.000	Merged-chr10-127607308-16
NR66052--MA0741.1.KLF16	chrX	56346459	56346469	-	0.000	0.000	Merged-chrX-56346415-28
NR13566--MA0599.1.KLF5	chr12	71577482	71577491	-	0.000	0.000	Merged-chr12-71577475-38
NR22793--MA0742.1.Klf12	chr15	95838545	95838559	-	0.000	0.000	Merged-chr15-95838556-4
NR28575--MA0493.1.Klf1	chr17	85800163	85800173	-	0.000	0.000	Merged-chr17-85800006-20
NR60578--MA0599.1.KLF5	chr8	106292671	106292680	+	0.000	0.000	Merged-chr8-106292794-10
NR44401--MA1107.1.KLF9	chr4	137714170	137714182	-	0.000	0.000	Merged-chr4-137714339-14
NR9975--MA0039.3.KLF4	chr11	70473450	70473460	-	0.000	0.000	Merged-chr11-70473545-6
NR34054--MA0599.1.KLF5	chr2	68289276	68289285	-	0.000	0.000	Merged-chr2-68289327-28
NR7497--MA0599.1.KLF5	chr10	117651142	117651151	-	0.000	0.000	Merged-chr10-117651194-26
NR53016--MA0599.1.KLF5	chr6	129049281	129049290	-	0.000	0.000	Merged-chr6-129049251-27
NR51722--MA0493.1.Klf1	chr6	85075160	85075170	+	0.000	0.000	Merged-chr6-85075148-16
NR53834--MA0741.1.KLF16	chr6	145002398	145002408	-	0.000	0.000	Merged-chr6-145002461-23
NR38411--MA0741.1.KLF16	chr3	62338940	62338950	-	0.000	0.000	Merged-chr3-62339060-22
NR12042--MA0599.1.KLF5	chr11	114079606	114079615	-	0.000	0.000	Merged-chr11-114079654-1
NR63166--MA1107.1.KLF9	chr9	64564727	64564739	+	0.000	0.000	Merged-chr9-64564548-10
NR40946--MA1107.1.KLF9	chr3	148488426	148488438	+	0.000	0.000	Merged-chr3-148488399-75
NR49692--MA0740.1.KLF14	chr5	141241508	141241521	-	0.000	0.000	Merged-chr5-141241462-54
NR15297--MA1107.1.KLF9	chr12	119148007	119148019	-	0.000	0.000	Merged-chr12-119148040-28
NR54189--MA0657.1.KLF13	chr7	4964458	4964475	+	0.000	0.000	Merged-chr7-4964465-28
NR38736--MA0599.1.KLF5	chr3	87385418	87385427	-	0.000	0.000	Merged-chr3-87385488-4
NR47239--MA0741.1.KLF16	chr5	92967512	92967522	+	0.000	0.000	Merged-chr5-92967427-8
NR61471--MA0741.1.KLF16	chr8	125727533	125727543	-	0.000	0.000	Merged-chr8-125727602-12
NR57174--MA0599.1.KLF5	chr7	118470639	118470648	-	0.000	0.000	Merged-chr7-118470727-6
NR25230--MA0599.1.KLF5	chr16	93153252	93153261	+	0.000	0.000	Merged-chr16-93153200-34
NR836--MA0599.1.KLF5	chr1	61016827	61016836	+	0.000	0.000	Merged-chr1-61016858-25
NR43223--MA0599.1.KLF5	chr4	118060378	118060387	+	0.000	0.000	Merged-chr4-118060227-12
NR24453--MA0493.1.Klf1	chr16	44210824	44210834	+	0.000	0.000	Merged-chr16-44210859-20
NR24859--MA0740.1.KLF14	chr16	76283301	76283314	+	0.000	0.000	Merged-chr16-76283420-1
NR52037--MA1107.1.KLF9	chr6	97447099	97447111	+	0.000	0.000	Merged-chr6-97447180-22
NR7496--MA1107.1.KLF9	chr10	117651103	117651115	-	0.000	0.000	Merged-chr10-117651194-26
NR11377--MA0493.1.Klf1	chr11	101199803	101199813	-	0.000	0.000	Merged-chr11-101199720-6
NR53911--MA0740.1.KLF14	chr6	145992967	145992980	+	0.000	0.000	Merged-chr6-145993129-56
NR8573--MA0493.1.Klf1	chr11	6658465	6658475	-	0.000	0.000	Merged-chr11-6658459-18
NR5416--MA0599.1.KLF5	chr10	61233350	61233359	+	0.000	0.000	Merged-chr10-61233317-40
NR63601--MA0493.1.Klf1	chr9	77966057	77966067	+	0.000	0.000	Merged-chr9-77966049-24
NR55995--MA0657.1.KLF13	chr7	73771830	73771847	-	0.000	0.000	Merged-chr7-73771720-13
NR40964--MA1107.1.KLF9	chr3	148799635	148799647	+	0.000	0.000	Merged-chr3-148799603-2
NR41266--MA1107.1.KLF9	chr3	154683885	154683897	-	0.000	0.000	Merged-chr3-154683777-15
NR62628--MA0741.1.KLF16	chr9	50438204	50438214	+	0.000	0.000	Merged-chr9-50438268-18
NR18692--MA1107.1.KLF9	chr14	31398285	31398297	-	0.000	0.000	Merged-chr14-31398460-1
NR41809--MA0599.1.KLF5	chr4	41295619	41295628	+	0.000	0.000	Merged-chr4-41295781-15
NR66996--MA0493.1.Klf1	chrX	166672851	166672861	+	0.000	0.000	Merged-chrX-166672902-11
NR5537--MA0599.1.KLF5	chr10	63175382	63175391	+	0.000	0.000	Merged-chr10-63175316-22
NR62636--MA1107.1.KLF9	chr9	50512108	50512120	-	0.000	0.000	Merged-chr9-50512107-7
NR62421--MA1107.1.KLF9	chr9	42423816	42423828	+	0.000	0.000	Merged-chr9-42423784-11
NR8914--MA0599.1.KLF5	chr11	32020367	32020376	-	0.000	0.000	Merged-chr11-32020422-50
NR159--MA1107.1.KLF9	chr1	20825296	20825308	+	0.000	0.000	Merged-chr1-20825313-33
NR20093--MA0742.1.Klf12	chr14	102811705	102811719	-	0.000	0.000	Merged-chr14-102811644-20
NR17138--MA0599.1.KLF5	chr13	95063712	95063721	-	0.000	0.000	Merged-chr13-95063599-48
NR66343--MA0599.1.KLF5	chrX	99042496	99042505	+	0.000	0.000	Merged-chrX-99042663-22
NR32564--MA0599.1.KLF5	chr2	6622319	6622328	-	0.000	0.000	Merged-chr2-6622331-33
NR43235--MA0742.1.Klf12	chr4	118260692	118260706	+	0.000	0.000	Merged-chr4-118260858-21
NR44400--MA0741.1.KLF16	chr4	137714171	137714181	-	0.000	0.000	Merged-chr4-137714339-14
NR29142--MA0599.1.KLF5	chr18	34119163	34119172	+	0.000	0.000	Merged-chr18-34119023-1
NR32545--MA1107.1.KLF9	chr2	5003272	5003284	+	0.000	0.000	Merged-chr2-5003396-19
NR24033--MA0599.1.KLF5	chr16	23549181	23549190	+	0.000	0.000	Merged-chr16-23549215-2
NR32513--MA0741.1.KLF16	chr2	3925319	3925329	+	0.000	0.000	Merged-chr2-3925386-29
NR20052--MA0740.1.KLF14	chr14	101504726	101504739	+	0.000	0.000	Merged-chr14-101504867-40
NR23461--MA0741.1.KLF16	chr15	102746860	102746870	+	0.000	0.000	Merged-chr15-102746842-41
NR43648--MA0493.1.Klf1	chr4	128713452	128713462	-	0.000	0.000	Merged-chr4-128713412-15
NR23993--MA0742.1.Klf12	chr16	21245996	21246010	+	0.000	0.000	Merged-chr16-21246157-22
NR66535--MA0493.1.Klf1	chrX	113298203	113298213	-	0.000	0.000	Merged-chrX-113298172-75
NR55642--MA0039.3.KLF4	chr7	49494867	49494877	-	0.000	0.000	Merged-chr7-49494921-17
NR33057--MA0039.3.KLF4	chr2	27187613	27187623	-	0.000	0.000	Merged-chr2-27187639-44
NR39369--MA0493.1.Klf1	chr3	101933741	101933751	-	0.000	0.000	Merged-chr3-101933748-15
NR1848--MA1107.1.KLF9	chr1	127796437	127796449	-	0.000	0.000	Merged-chr1-127796546-56
NR13262--MA0599.1.KLF5	chr12	52383032	52383041	+	0.000	0.000	Merged-chr12-52383146-23
NR18119--MA0741.1.KLF16	chr13	117707524	117707534	-	0.000	0.000	Merged-chr13-117707656-2
NR28477--MA0493.1.Klf1	chr17	84056508	84056518	-	0.000	0.000	Merged-chr17-84056540-29
NR27596--MA0741.1.KLF16	chr17	53463519	53463529	+	0.000	0.000	Merged-chr17-53463323-32
NR33179--MA0493.1.Klf1	chr2	30064067	30064077	-	0.000	0.000	Merged-chr2-30064013-1
NR54682--MA0039.3.KLF4	chr7	24481811	24481821	+	0.000	0.000	Merged-chr7-24481860-36
NR19131--MA0741.1.KLF16	chr14	54165074	54165084	-	0.000	0.000	Merged-chr14-54165125-24
NR18679--MA1107.1.KLF9	chr14	31398259	31398271	-	0.000	0.000	Merged-chr14-31398460-1
NR63130--MA0741.1.KLF16	chr9	63698636	63698646	+	0.000	0.000	Merged-chr9-63698652-22
NR5089--MA0740.1.KLF14	chr10	42887288	42887301	-	0.000	0.000	Merged-chr10-42887187-18
NR24905--MA1107.1.KLF9	chr16	78295028	78295040	-	0.000	0.000	Merged-chr16-78294970-14
NR46963--MA0599.1.KLF5	chr5	75978515	75978524	-	0.000	0.000	Merged-chr5-75978410-42
NR34049--MA1107.1.KLF9	chr2	66634846	66634858	-	0.000	0.000	Merged-chr2-66634909-17
NR21608--MA0741.1.KLF16	chr15	73523272	73523282	-	0.000	0.000	Merged-chr15-73523297-26
NR4380--MA0599.1.KLF5	chr1	193589281	193589290	-	0.000	0.000	Merged-chr1-193589231-21
NR55997--MA0741.1.KLF16	chr7	73771835	73771845	-	0.000	0.000	Merged-chr7-73771720-13
NR20097--MA0741.1.KLF16	chr14	102811714	102811724	-	0.000	0.000	Merged-chr14-102811644-20
NR35713--MA0599.1.KLF5	chr2	135659233	135659242	+	0.000	0.000	Merged-chr2-135659291-148
NR33878--MA0599.1.KLF5	chr2	59482659	59482668	+	0.000	0.000	Merged-chr2-59482840-22
NR61768--MA0741.1.KLF16	chr9	14185735	14185745	-	0.000	0.000	Merged-chr9-14185865-8
NR43239--MA0741.1.KLF16	chr4	118260693	118260703	+	0.000	0.000	Merged-chr4-118260858-21
NR52709--MA1107.1.KLF9	chr6	122491809	122491821	+	0.000	0.000	Merged-chr6-122491726-37
NR53163--MA1107.1.KLF9	chr6	134184204	134184216	+	0.000	0.000	Merged-chr6-134184108-53
NR6270--MA0742.1.Klf12	chr10	80848715	80848729	+	0.000	0.000	Merged-chr10-80848752-35
NR52704--MA0039.3.KLF4	chr6	122491817	122491827	+	0.000	0.000	Merged-chr6-122491726-37
NR44531--MA0039.3.KLF4	chr4	139242236	139242246	-	0.000	0.000	Merged-chr4-139242159-17
NR51352--MA0741.1.KLF16	chr6	61271212	61271222	+	0.000	0.000	Merged-chr6-61271177-5
NR4419--MA0039.3.KLF4	chr1	194626248	194626258	+	0.000	0.000	Merged-chr1-194626204-2
NR42491--MA0493.1.Klf1	chr4	63928473	63928483	+	0.000	0.000	Merged-chr4-63928441-11
NR17146--MA1107.1.KLF9	chr13	95063708	95063720	-	0.000	0.000	Merged-chr13-95063599-48
NR23997--MA0741.1.KLF16	chr16	21245997	21246007	+	0.000	0.000	Merged-chr16-21246157-22
NR46841--MA1107.1.KLF9	chr5	72269982	72269994	+	0.000	0.000	Merged-chr5-72269840-12
NR62699--MA0740.1.KLF14	chr9	53706253	53706266	-	0.000	0.000	Merged-chr9-53706205-55
NR53818--MA0599.1.KLF5	chr6	144890401	144890410	+	0.000	0.000	Merged-chr6-144890317-11
NR18124--MA1107.1.KLF9	chr13	117707688	117707700	-	0.000	0.000	Merged-chr13-117707656-2
NR48355--MA0599.1.KLF5	chr5	118817873	118817882	-	0.000	0.000	Merged-chr5-118817732-16
NR644--MA0599.1.KLF5	chr1	52952744	52952753	-	0.000	0.000	Merged-chr1-52952796-56
NR28169--MA0599.1.KLF5	chr17	74865014	74865023	-	0.000	0.000	Merged-chr17-74864979-18
NR20215--MA0493.1.Klf1	chr14	105897605	105897615	+	0.000	0.000	Merged-chr14-105897458-44
