#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
NR9807--MA0035.3.Gata1	chr9	123928902	123928912	+	0.000	0.000	Merged-chr9-123928756-104
NR8543--MA0482.1.Gata4	chr6	144573068	144573078	-	0.000	0.000	Merged-chr6-144572880-43
NR4041--MA0482.1.Gata4	chr16	64766975	64766985	+	0.000	0.000	Merged-chr16-64766994-6
NR2308--MA0035.3.Gata1	chr12	108763691	108763701	-	0.000	0.000	Merged-chr12-108763648-15
NR1758--MA0766.1.GATA5	chr11	106430743	106430750	-	0.000	0.000	Merged-chr11-106430638-37
NR8355--MA1104.1.GATA6	chr6	129210606	129210618	+	0.000	0.000	Merged-chr6-129210550-50
NR5550--MA1104.1.GATA6	chr2	119742114	119742126	+	0.000	0.000	Merged-chr2-119742331-93
NR1063--MA0036.3.GATA2	chr10	53889744	53889754	+	0.000	0.000	Merged-chr10-53889619-14
NR9392--MA0766.1.GATA5	chr8	117548685	117548692	-	0.000	0.000	Merged-chr8-117548585-70
NR8212--MA1104.1.GATA6	chr6	99220739	99220751	-	0.000	0.000	Merged-chr6-99220619-12
NR4468--MA0482.1.Gata4	chr17	62784084	62784094	+	0.000	0.000	Merged-chr17-62784192-42
NR3752--MA0766.1.GATA5	chr15	97790278	97790285	+	0.000	0.000	Merged-chr15-97790248-21
NR4054--MA0482.1.Gata4	chr16	65448997	65449007	-	0.000	0.000	Merged-chr16-65448972-5
NR2696--MA0037.3.GATA3	chr13	81659056	81659063	+	0.000	0.000	Merged-chr13-81658891-4
NR442--MA0037.3.GATA3	chr1	105803095	105803102	+	0.000	0.000	Merged-chr1-105803155-19
NR5326--MA0036.3.GATA2	chr2	60418236	60418246	-	0.000	0.000	Merged-chr2-60418304-27
NR7862--MA1104.1.GATA6	chr6	12785360	12785372	-	0.000	0.000	Merged-chr6-12785179-11
NR9414--MA0036.3.GATA2	chr8	124520719	124520729	+	0.000	0.000	Merged-chr8-124520851-52
NR1680--MA1104.1.GATA6	chr11	75282787	75282799	-	0.000	0.000	Merged-chr11-75282753-54
NR6114--MA0482.1.Gata4	chr3	60954220	60954230	-	0.000	0.000	Merged-chr3-60954370-10
NR3898--MA0036.3.GATA2	chr16	29856392	29856402	+	0.000	0.000	Merged-chr16-29856280-19
NR6274--MA1104.1.GATA6	chr3	96580267	96580279	-	0.000	0.000	Merged-chr3-96580278-43
NR1603--MA1104.1.GATA6	chr11	33932387	33932399	+	0.000	0.000	Merged-chr11-33932389-100
NR7004--MA0037.3.GATA3	chr4	95197266	95197273	+	0.000	0.000	Merged-chr4-95197383-10
NR7843--MA0036.3.GATA2	chr6	8365059	8365069	+	0.000	0.000	Merged-chr6-8365103-3
NR1491--MA0035.3.Gata1	chr10	127135639	127135649	+	0.000	0.000	Merged-chr10-127135675-65
NR2901--MA0036.3.GATA2	chr13	113023933	113023943	+	0.000	0.000	Merged-chr13-113023939-34
NR3992--MA1104.1.GATA6	chr16	55907184	55907196	+	0.000	0.000	Merged-chr16-55907118-61
NR7234--MA0766.1.GATA5	chr4	156022069	156022076	-	0.000	0.000	Merged-chr4-156022073-120
NR660--MA0037.3.GATA3	chr1	151973294	151973301	+	0.000	0.000	Merged-chr1-151973357-25
NR3864--MA0036.3.GATA2	chr16	24826502	24826512	+	0.000	0.000	Merged-chr16-24826564-20
NR8216--MA0766.1.GATA5	chr6	99220741	99220748	-	0.000	0.000	Merged-chr6-99220619-12
NR9710--MA0140.2.GATA1::TAL1	chr9	87027721	87027738	-	0.000	0.000	Merged-chr9-87027785-39
NR1313--MA0036.3.GATA2	chr10	99393612	99393622	-	0.000	0.000	Merged-chr10-99393384-65
NR9371--MA0766.1.GATA5	chr8	111566113	111566120	-	0.000	0.000	Merged-chr8-111566005-2
NR5231--MA0035.3.Gata1	chr2	35445343	35445353	+	0.000	0.000	Merged-chr2-35445506-29
NR4973--MA0140.2.GATA1::TAL1	chr18	82513708	82513725	-	0.000	0.000	Merged-chr18-82513500-48
NR8733--MA0140.2.GATA1::TAL1	chr7	58741233	58741250	-	0.000	0.000	Merged-chr7-58741027-24
NR3931--MA0035.3.Gata1	chr16	42172735	42172745	-	0.000	0.000	Merged-chr16-42172689-43
NR4556--MA0482.1.Gata4	chr17	80419076	80419086	+	0.000	0.000	Merged-chr17-80418993-27
NR6117--MA0035.3.Gata1	chr3	60954221	60954231	-	0.000	0.000	Merged-chr3-60954370-10
NR146--MA0482.1.Gata4	chr1	36920487	36920497	+	0.000	0.000	Merged-chr1-36920402-81
NR9916--MA0036.3.GATA2	chrX	140537798	140537808	+	0.000	0.000	Merged-chrX-140537922-35
NR1384--MA0482.1.Gata4	chr10	108333780	108333790	+	0.000	0.000	Merged-chr10-108333731-6
NR4569--MA0482.1.Gata4	chr17	84061871	84061881	+	0.000	0.000	Merged-chr17-84061758-18
NR8932--MA0037.3.GATA3	chr7	113419587	113419594	+	0.000	0.000	Merged-chr7-113419557-35
NR7761--MA0035.3.Gata1	chr5	139483516	139483526	+	0.000	0.000	Merged-chr5-139483495-36
NR6776--MA0037.3.GATA3	chr4	33189443	33189450	-	0.000	0.000	Merged-chr4-33189254-36
NR6362--MA0037.3.GATA3	chr3	122419826	122419833	+	0.000	0.000	Merged-chr3-122419865-81
NR6358--MA0482.1.Gata4	chr3	121444112	121444122	+	0.000	0.000	Merged-chr3-121444097-11
NR9345--MA0035.3.Gata1	chr8	107164413	107164423	+	0.000	0.000	Merged-chr8-107164486-19
NR149--MA0035.3.Gata1	chr1	36920486	36920496	+	0.000	0.000	Merged-chr1-36920402-81
NR8326--MA1104.1.GATA6	chr6	126849234	126849246	+	0.000	0.000	Merged-chr6-126849069-62
NR8713--MA0140.2.GATA1::TAL1	chr7	48795300	48795317	-	0.000	0.000	Merged-chr7-48795353-37
NR6119--MA0482.1.Gata4	chr3	60954282	60954292	-	0.000	0.000	Merged-chr3-60954370-10
NR3452--MA0766.1.GATA5	chr15	8280450	8280457	-	0.000	0.000	Merged-chr15-8280344-8
NR3976--MA0140.2.GATA1::TAL1	chr16	49962625	49962642	-	0.000	0.000	Merged-chr16-49962562-39
NR1676--MA0766.1.GATA5	chr11	70594812	70594819	-	0.000	0.000	Merged-chr11-70594778-39
NR8365--MA0482.1.Gata4	chr6	129680395	129680405	+	0.000	0.000	Merged-chr6-129680529-50
NR8544--MA1104.1.GATA6	chr6	144573068	144573080	+	0.000	0.000	Merged-chr6-144572880-43
NR710--MA0482.1.Gata4	chr1	164366711	164366721	+	0.000	0.000	Merged-chr1-164366862-30
NR2885--MA0037.3.GATA3	chr13	110790486	110790493	+	0.000	0.000	Merged-chr13-110790449-2
NR3665--MA0035.3.Gata1	chr15	64031987	64031997	+	0.000	0.000	Merged-chr15-64031961-34
NR8007--MA0035.3.Gata1	chr6	54119122	54119132	+	0.000	0.000	Merged-chr6-54119085-6
NR4469--MA1104.1.GATA6	chr17	62784082	62784094	-	0.000	0.000	Merged-chr17-62784192-42
NR1935--MA1104.1.GATA6	chr12	36057886	36057898	-	0.000	0.000	Merged-chr12-36057875-8
NR4055--MA1104.1.GATA6	chr16	65448997	65449009	+	0.000	0.000	Merged-chr16-65448972-5
NR9727--MA0482.1.Gata4	chr9	92274454	92274464	+	0.000	0.000	Merged-chr9-92274591-56
NR3820--MA0037.3.GATA3	chr16	10732546	10732553	-	0.000	0.000	Merged-chr16-10732689-38
NR6115--MA1104.1.GATA6	chr3	60954220	60954232	+	0.000	0.000	Merged-chr3-60954370-10
NR9589--MA0035.3.Gata1	chr9	48538518	48538528	-	0.000	0.000	Merged-chr9-48538454-59
NR6188--MA0482.1.Gata4	chr3	79664920	79664930	+	0.000	0.000	Merged-chr3-79664975-26
NR9759--MA0036.3.GATA2	chr9	107986401	107986411	+	0.000	0.000	Merged-chr9-107986494-4
NR8666--MA0037.3.GATA3	chr7	30333117	30333124	+	0.000	0.000	Merged-chr7-30333026-1
NR6320--MA0037.3.GATA3	chr3	115693560	115693567	-	0.000	0.000	Merged-chr3-115693579-13
NR3848--MA0036.3.GATA2	chr16	18075422	18075432	-	0.000	0.000	Merged-chr16-18075425-17
NR3173--MA0766.1.GATA5	chr14	60131692	60131699	-	0.000	0.000	Merged-chr14-60131750-51
NR6572--MA0037.3.GATA3	chr3	152919363	152919370	-	0.000	0.000	Merged-chr3-152919231-7
NR1278--MA0036.3.GATA2	chr10	96201432	96201442	-	0.000	0.000	Merged-chr10-96201472-66
NR3121--MA0035.3.Gata1	chr14	45155708	45155718	-	0.000	0.000	Merged-chr14-45155731-26
NR2100--MA0140.2.GATA1::TAL1	chr12	72461799	72461816	+	0.000	0.000	Merged-chr12-72461937-61
NR5899--MA0766.1.GATA5	chr3	19305553	19305560	-	0.000	0.000	Merged-chr3-19305697-23
NR1759--MA0035.3.Gata1	chr11	106430742	106430752	+	0.000	0.000	Merged-chr11-106430638-37
NR7426--MA0036.3.GATA2	chr5	37083246	37083256	+	0.000	0.000	Merged-chr5-37083387-28
NR24--MA0036.3.GATA2	chr1	6453562	6453572	-	0.000	0.000	Merged-chr1-6453471-6
NR8862--MA0766.1.GATA5	chr7	92420482	92420489	-	0.000	0.000	Merged-chr7-92420666-38
NR3753--MA0035.3.Gata1	chr15	97790276	97790286	-	0.000	0.000	Merged-chr15-97790248-21
NR2497--MA0037.3.GATA3	chr13	20094995	20095002	-	0.000	0.000	Merged-chr13-20095026-36
NR9911--MA0482.1.Gata4	chrX	137019421	137019431	-	0.000	0.000	Merged-chrX-137019593-29
NR9435--MA0482.1.Gata4	chr8	127589470	127589480	+	0.000	0.000	Merged-chr8-127589399-43
NR1123--MA0140.2.GATA1::TAL1	chr10	67097003	67097020	-	0.000	0.000	Merged-chr10-67096873-126
NR147--MA1104.1.GATA6	chr1	36920485	36920497	-	0.000	0.000	Merged-chr1-36920402-81
NR7806--MA0036.3.GATA2	chr5	150593212	150593222	+	0.000	0.000	Merged-chr5-150593583-231
NR8118--MA0482.1.Gata4	chr6	67184853	67184863	-	0.000	0.000	Merged-chr6-67184785-39
NR7121--MA0036.3.GATA2	chr4	129960257	129960267	+	0.000	0.000	Merged-chr4-129960127-71
NR1385--MA1104.1.GATA6	chr10	108333778	108333790	-	0.000	0.000	Merged-chr10-108333731-6
NR9796--MA0482.1.Gata4	chr9	123021045	123021055	-	0.000	0.000	Merged-chr9-123021299-81
NR9948--MA0035.3.Gata1	chrX	169979119	169979129	-	0.000	0.000	Merged-chrX-169979163-27
NR720--MA0140.2.GATA1::TAL1	chr1	164972974	164972991	+	0.000	0.000	Merged-chr1-164973033-32
NR7235--MA0035.3.Gata1	chr4	156022068	156022078	+	0.000	0.000	Merged-chr4-156022073-120
NR6359--MA1104.1.GATA6	chr3	121444110	121444122	-	0.000	0.000	Merged-chr3-121444097-11
NR5183--MA0036.3.GATA2	chr2	17644734	17644744	-	0.000	0.000	Merged-chr2-17644831-25
NR9372--MA0035.3.Gata1	chr8	111566112	111566122	+	0.000	0.000	Merged-chr8-111566005-2
NR3646--MA0482.1.Gata4	chr15	59010878	59010888	+	0.000	0.000	Merged-chr15-59010782-34
NR7764--MA0140.2.GATA1::TAL1	chr5	140702194	140702211	+	0.000	0.000	Merged-chr5-140702131-51
NR7928--MA0036.3.GATA2	chr6	34364727	34364737	-	0.000	0.000	Merged-chr6-34364838-25
NR8005--MA1104.1.GATA6	chr6	54119121	54119133	-	0.000	0.000	Merged-chr6-54119085-6
NR1599--MA0482.1.Gata4	chr11	32162426	32162436	+	0.000	0.000	Merged-chr11-32162378-27
NR7776--MA0766.1.GATA5	chr5	148596595	148596602	-	0.000	0.000	Merged-chr5-148596681-29
NR8353--MA0037.3.GATA3	chr6	129210609	129210616	+	0.000	0.000	Merged-chr6-129210550-50
NR5839--MA0035.3.Gata1	chr2	179369438	179369448	-	0.000	0.000	Merged-chr2-179369287-1
NR8210--MA0037.3.GATA3	chr6	99220741	99220748	-	0.000	0.000	Merged-chr6-99220619-12
NR6325--MA0037.3.GATA3	chr3	115729287	115729294	-	0.000	0.000	Merged-chr3-115729400-55
NR74--MA0482.1.Gata4	chr1	14514550	14514560	-	0.000	0.000	Merged-chr1-14514684-1
NR8187--MA0482.1.Gata4	chr6	91125077	91125087	-	0.000	0.000	Merged-chr6-91125010-35
NR5104--MA1104.1.GATA6	chr19	58376991	58377003	+	0.000	0.000	Merged-chr19-58376963-7
NR5008--MA0037.3.GATA3	chr19	6015318	6015325	-	0.000	0.000	Merged-chr19-6015500-73
NR711--MA1104.1.GATA6	chr1	164366709	164366721	-	0.000	0.000	Merged-chr1-164366862-30
NR7860--MA0037.3.GATA3	chr6	12785362	12785369	-	0.000	0.000	Merged-chr6-12785179-11
NR7789--MA0766.1.GATA5	chr5	149392281	149392288	+	0.000	0.000	Merged-chr5-149392157-30
NR8637--MA0037.3.GATA3	chr7	24451980	24451987	+	0.000	0.000	Merged-chr7-24452185-33
NR665--MA0035.3.Gata1	chr1	151973292	151973302	-	0.000	0.000	Merged-chr1-151973357-25
NR6272--MA0037.3.GATA3	chr3	96580269	96580276	-	0.000	0.000	Merged-chr3-96580278-43
NR7694--MA0482.1.Gata4	chr5	118069582	118069592	-	0.000	0.000	Merged-chr5-118069472-39
NR3386--MA0036.3.GATA2	chr14	118796305	118796315	+	0.000	0.000	Merged-chr14-118796395-16
NR5051--MA1104.1.GATA6	chr19	31210682	31210694	-	0.000	0.000	Merged-chr19-31210653-54
NR7846--MA0035.3.Gata1	chr6	8365160	8365170	+	0.000	0.000	Merged-chr6-8365103-3
NR7755--MA0766.1.GATA5	chr5	137787618	137787625	+	0.000	0.000	Merged-chr5-137787536-7
NR1849--MA0482.1.Gata4	chr12	16185623	16185633	+	0.000	0.000	Merged-chr12-16185844-40
NR2421--MA0037.3.GATA3	chr13	8457034	8457041	-	0.000	0.000	Merged-chr13-8457184-81
NR9391--MA1104.1.GATA6	chr8	117548683	117548695	-	0.000	0.000	Merged-chr8-117548585-70
NR9728--MA1104.1.GATA6	chr9	92274452	92274464	-	0.000	0.000	Merged-chr9-92274591-56
NR1021--MA0482.1.Gata4	chr10	39909004	39909014	-	0.000	0.000	Merged-chr10-39908965-34
NR3453--MA0035.3.Gata1	chr15	8280449	8280459	+	0.000	0.000	Merged-chr15-8280344-8
NR5313--MA0766.1.GATA5	chr2	58137935	58137942	+	0.000	0.000	Merged-chr2-58137903-53
NR9936--MA0140.2.GATA1::TAL1	chrX	164318731	164318748	+	0.000	0.000	Merged-chrX-164318746-35
NR8762--MA0035.3.Gata1	chr7	67672916	67672926	-	0.000	0.000	Merged-chr7-67672812-28
NR6189--MA1104.1.GATA6	chr3	79664918	79664930	-	0.000	0.000	Merged-chr3-79664975-26
NR9787--MA0140.2.GATA1::TAL1	chr9	117653905	117653922	+	0.000	0.000	Merged-chr9-117653773-19
NR1677--MA0035.3.Gata1	chr11	70594811	70594821	+	0.000	0.000	Merged-chr11-70594778-39
NR8990--MA0482.1.Gata4	chr7	127144582	127144592	+	0.000	0.000	Merged-chr7-127144596-50
NR3636--MA0036.3.GATA2	chr15	53267117	53267127	-	0.000	0.000	Merged-chr15-53267286-91
NR8703--MA0766.1.GATA5	chr7	45526451	45526458	-	0.000	0.000	Merged-chr7-45526317-62
NR1066--MA0036.3.GATA2	chr10	54032772	54032782	+	0.000	0.000	Merged-chr10-54032709-48
NR9395--MA0766.1.GATA5	chr8	117801966	117801973	+	0.000	0.000	Merged-chr8-117802067-74
NR9436--MA1104.1.GATA6	chr8	127589468	127589480	-	0.000	0.000	Merged-chr8-127589399-43
NR5011--MA0036.3.GATA2	chr19	6015317	6015327	+	0.000	0.000	Merged-chr19-6015500-73
NR761--MA0036.3.GATA2	chr1	172526890	172526900	+	0.000	0.000	Merged-chr1-172526755-50
NR5549--MA0482.1.Gata4	chr2	119742114	119742124	-	0.000	0.000	Merged-chr2-119742331-93
NR8119--MA1104.1.GATA6	chr6	67184853	67184865	+	0.000	0.000	Merged-chr6-67184785-39
NR8921--MA0766.1.GATA5	chr7	110625218	110625225	+	0.000	0.000	Merged-chr7-110625167-10
NR5016--MA0035.3.Gata1	chr19	8019877	8019887	+	0.000	0.000	Merged-chr19-8019847-106
NR7543--MA0482.1.Gata4	chr5	65867408	65867418	+	0.000	0.000	Merged-chr5-65867573-52
NR5837--MA1104.1.GATA6	chr2	179369437	179369449	+	0.000	0.000	Merged-chr2-179369287-1
NR1540--MA1104.1.GATA6	chr11	11564364	11564376	-	0.000	0.000	Merged-chr11-11564485-53
NR1207--MA0036.3.GATA2	chr10	82811967	82811977	+	0.000	0.000	Merged-chr10-82812084-42
NR3174--MA0035.3.Gata1	chr14	60131691	60131701	+	0.000	0.000	Merged-chr14-60131750-51
NR1679--MA0482.1.Gata4	chr11	75282789	75282799	+	0.000	0.000	Merged-chr11-75282753-54
NR2904--MA0036.3.GATA2	chr13	113580115	113580125	-	0.000	0.000	Merged-chr13-113580257-62
NR5234--MA0035.3.Gata1	chr2	39325860	39325870	-	0.000	0.000	Merged-chr2-39325876-70
NR3739--MA0482.1.Gata4	chr15	94235270	94235280	-	0.000	0.000	Merged-chr15-94235397-15
NR8542--MA0037.3.GATA3	chr6	144573071	144573078	+	0.000	0.000	Merged-chr6-144572880-43
NR3248--MA0036.3.GATA2	chr14	87439912	87439922	+	0.000	0.000	Merged-chr14-87439901-5
NR2700--MA0035.3.Gata1	chr13	81659054	81659064	-	0.000	0.000	Merged-chr13-81658891-4
NR3054--MA0482.1.Gata4	chr14	27384254	27384264	+	0.000	0.000	Merged-chr14-27384235-54
NR934--MA1104.1.GATA6	chr10	21092869	21092881	-	0.000	0.000	Merged-chr10-21092817-9
NR8863--MA0035.3.Gata1	chr7	92420481	92420491	+	0.000	0.000	Merged-chr7-92420666-38
NR5191--MA0482.1.Gata4	chr2	20969346	20969356	-	0.000	0.000	Merged-chr2-20969092-180
NR7689--MA0035.3.Gata1	chr5	112271064	112271074	+	0.000	0.000	Merged-chr5-112271148-61
NR6887--MA0766.1.GATA5	chr4	63405247	63405254	-	0.000	0.000	Merged-chr4-63405214-23
NR4467--MA0037.3.GATA3	chr17	62784084	62784091	-	0.000	0.000	Merged-chr17-62784192-42
NR75--MA1104.1.GATA6	chr1	14514550	14514562	+	0.000	0.000	Merged-chr1-14514684-1
NR1933--MA0037.3.GATA3	chr12	36019796	36019803	+	0.000	0.000	Merged-chr12-36019766-41
NR8188--MA1104.1.GATA6	chr6	91125077	91125089	+	0.000	0.000	Merged-chr6-91125010-35
NR9029--MA0036.3.GATA2	chr7	140207132	140207142	+	0.000	0.000	Merged-chr7-140207191-19
NR8760--MA1104.1.GATA6	chr7	67672915	67672927	+	0.000	0.000	Merged-chr7-67672812-28
NR5255--MA0036.3.GATA2	chr2	45972083	45972093	+	0.000	0.000	Merged-chr2-45972102-2
NR8913--MA0766.1.GATA5	chr7	110265937	110265944	+	0.000	0.000	Merged-chr7-110265938-33
NR4411--MA0766.1.GATA5	chr17	42782413	42782420	+	0.000	0.000	Merged-chr17-42782364-40
NR9409--MA0036.3.GATA2	chr8	122951687	122951697	-	0.000	0.000	Merged-chr8-122951774-1
NR5093--MA0036.3.GATA2	chr19	53185683	53185693	+	0.000	0.000	Merged-chr19-53185705-40
NR7695--MA1104.1.GATA6	chr5	118069582	118069594	+	0.000	0.000	Merged-chr5-118069472-39
NR6474--MA0037.3.GATA3	chr3	136742960	136742967	-	0.000	0.000	Merged-chr3-136742959-57
NR2887--MA0766.1.GATA5	chr13	110790486	110790493	+	0.000	0.000	Merged-chr13-110790449-2
NR7777--MA0035.3.Gata1	chr5	148596594	148596604	+	0.000	0.000	Merged-chr5-148596681-29
NR9386--MA0140.2.GATA1::TAL1	chr8	114879805	114879822	-	0.000	0.000	Merged-chr8-114879936-19
