#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/Prdm1KO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
NR2746--MA0741.1.KLF16	chr1	153304230	153304240	-	0.000	0.000	Merged-chr1-153304263-23
NR51402--MA0599.1.KLF5	chr6	3399473	3399482	-	0.000	0.000	Merged-chr6-3399502-52
NR2697--MA0039.3.KLF4	chr1	152733293	152733303	+	0.000	0.000	Merged-chr1-152733286-16
NR33291--MA0039.3.KLF4	chr2	31759846	31759856	-	0.000	0.000	Merged-chr2-31759968-18
NR47629--MA0741.1.KLF16	chr5	67155878	67155888	+	0.000	0.000	Merged-chr5-67155759-12
NR37627--MA0741.1.KLF16	chr2	181319621	181319631	+	0.000	0.000	Merged-chr2-181319811-50
NR38267--MA0493.1.Klf1	chr3	41083091	41083101	-	0.000	0.000	Merged-chr3-41083179-113
NR45851--MA0740.1.KLF14	chr4	149896410	149896423	-	0.000	0.000	Merged-chr4-149896301-4
NR35676--MA0741.1.KLF16	chr2	132263111	132263121	+	0.000	0.000	Merged-chr2-132263342-118
NR63292--MA0742.1.Klf12	chr8	128420724	128420738	+	0.000	0.000	Merged-chr8-128420826-46
NR65309--MA0742.1.Klf12	chr9	92374641	92374655	-	0.000	0.000	Merged-chr9-92374703-37
NR35262--MA0599.1.KLF5	chr2	120076483	120076492	+	0.000	0.000	Merged-chr2-120076463-27
NR53605--MA0741.1.KLF16	chr6	108630898	108630908	+	0.000	0.000	Merged-chr6-108631007-44
NR8514--MA0741.1.KLF16	chr11	14142561	14142571	-	0.000	0.000	Merged-chr11-14142731-31
NR38782--MA0741.1.KLF16	chr3	83841648	83841658	+	0.000	0.000	Merged-chr3-83841450-68
NR56293--MA0740.1.KLF14	chr7	27487255	27487268	-	0.000	0.000	Merged-chr7-27487024-65
NR47696--MA0599.1.KLF5	chr5	71658021	71658030	+	0.000	0.000	Merged-chr5-71657956-24
NR21526--MA0599.1.KLF5	chr15	66286837	66286846	-	0.000	0.000	Merged-chr15-66286791-54
NR7163--MA0599.1.KLF5	chr10	94426525	94426534	-	0.000	0.000	Merged-chr10-94426440-41
NR58413--MA0742.1.Klf12	chr7	110221661	110221675	-	0.000	0.000	Merged-chr7-110221778-96
NR24236--MA0599.1.KLF5	chr16	44016450	44016459	+	0.000	0.000	Merged-chr16-44016321-50
NR61767--MA1107.1.KLF9	chr8	86838933	86838945	+	0.000	0.000	Merged-chr8-86839061-45
NR46086--MA0740.1.KLF14	chr4	152341102	152341115	+	0.000	0.000	Merged-chr4-152341132-7
NR18693--MA0657.1.KLF13	chr14	41013863	41013880	+	0.000	0.000	Merged-chr14-41013855-53
NR39190--MA0740.1.KLF14	chr3	94786588	94786601	-	0.000	0.000	Merged-chr3-94786570-53
NR46255--MA0742.1.Klf12	chr4	155761108	155761122	+	0.000	0.000	Merged-chr4-155761063-52
NR67277--MA0740.1.KLF14	chrX	48439329	48439342	+	0.000	0.000	Merged-chrX-48439360-33
NR34551--MA0741.1.KLF16	chr2	90940423	90940433	+	0.000	0.000	Merged-chr2-90940332-6
NR56528--MA0742.1.Klf12	chr7	30717590	30717604	+	0.000	0.000	Merged-chr7-30717543-30
NR11475--MA0741.1.KLF16	chr11	106674700	106674710	-	0.000	0.000	Merged-chr11-106674818-63
NR64805--MA0599.1.KLF5	chr9	70542724	70542733	-	0.000	0.000	Merged-chr9-70542837-79
NR42158--MA0741.1.KLF16	chr4	41348062	41348072	+	0.000	0.000	Merged-chr4-41348000-22
NR47068--MA0740.1.KLF14	chr5	35757849	35757862	-	0.000	0.000	Merged-chr5-35757894-103
NR14895--MA0599.1.KLF5	chr12	118836995	118837004	-	0.000	0.000	Merged-chr12-118836898-44
NR28488--MA0599.1.KLF5	chr17	86732183	86732192	+	0.000	0.000	Merged-chr17-86732314-48
NR32000--MA0741.1.KLF16	chr19	47537137	47537147	+	0.000	0.000	Merged-chr19-47537261-82
NR30801--MA1107.1.KLF9	chr19	3708228	3708240	+	0.000	0.000	Merged-chr19-3708316-49
NR31337--MA0599.1.KLF5	chr19	16781131	16781140	+	0.000	0.000	Merged-chr19-16781022-84
NR63812--MA0039.3.KLF4	chr9	32910807	32910817	-	0.000	0.000	Merged-chr9-32910829-64
NR45535--MA0741.1.KLF16	chr4	145254608	145254618	-	0.000	0.000	Merged-chr4-145254618-54
NR41380--MA0493.1.Klf1	chr3	152165564	152165574	+	0.000	0.000	Merged-chr3-152165890-42
NR56182--MA0741.1.KLF16	chr7	25395747	25395757	-	0.000	0.000	Merged-chr7-25395796-56
NR30986--MA0741.1.KLF16	chr19	6015379	6015389	+	0.000	0.000	Merged-chr19-6015500-73
NR12630--MA0740.1.KLF14	chr12	21543468	21543481	-	0.000	0.000	Merged-chr12-21543416-58
NR35463--MA0493.1.Klf1	chr2	127319253	127319263	-	0.000	0.000	Merged-chr2-127319189-56
NR37745--MA0742.1.Klf12	chr3	10439627	10439641	-	0.000	0.000	Merged-chr3-10439565-1
NR51853--MA1107.1.KLF9	chr6	34364842	34364854	-	0.000	0.000	Merged-chr6-34364838-25
NR61637--MA0740.1.KLF14	chr8	84148020	84148033	-	0.000	0.000	Merged-chr8-84147896-59
NR3023--MA0599.1.KLF5	chr1	157555237	157555246	+	0.000	0.000	Merged-chr1-157555103-45
NR35659--MA0039.3.KLF4	chr2	131955383	131955393	+	0.000	0.000	Merged-chr2-131955415-30
NR15834--MA0741.1.KLF16	chr13	49421217	49421227	-	0.000	0.000	Merged-chr13-49421289-67
NR66658--MA0599.1.KLF5	chr9	121241969	121241978	-	0.000	0.000	Merged-chr9-121242030-1
NR32879--MA0599.1.KLF5	chr2	21205657	21205666	-	0.000	0.000	Merged-chr2-21205632-118
NR67166--MA0741.1.KLF16	chrX	36645013	36645023	-	0.000	0.000	Merged-chrX-36645202-80
NR41228--MA0493.1.Klf1	chr3	148419634	148419644	-	0.000	0.000	Merged-chr3-148419698-33
NR18793--MA0740.1.KLF14	chr14	46832094	46832107	-	0.000	0.000	Merged-chr14-46832058-73
NR36754--MA0741.1.KLF16	chr2	163472702	163472712	-	0.000	0.000	Merged-chr2-163472521-59
NR26752--MA0741.1.KLF16	chr17	34898548	34898558	-	0.000	0.000	Merged-chr17-34898484-39
NR17914--MA0599.1.KLF5	chr13	117025575	117025584	+	0.000	0.000	Merged-chr13-117025711-44
NR26880--MA1107.1.KLF9	chr17	35980315	35980327	-	0.000	0.000	Merged-chr17-35980235-1
NR26276--MA0741.1.KLF16	chr17	26069586	26069596	+	0.000	0.000	Merged-chr17-26069503-58
NR44534--MA0740.1.KLF14	chr4	129513534	129513547	+	0.000	0.000	Merged-chr4-129513609-16
NR11061--MA0741.1.KLF16	chr11	98358351	98358361	-	0.000	0.000	Merged-chr11-98358396-75
NR32100--MA0599.1.KLF5	chr19	53329628	53329637	-	0.000	0.000	Merged-chr19-53329659-91
NR6400--MA0599.1.KLF5	chr10	78438291	78438300	+	0.000	0.000	Merged-chr10-78438290-27
NR62750--MA0493.1.Klf1	chr8	120702102	120702112	-	0.000	0.000	Merged-chr8-120702084-56
NR9868--MA0657.1.KLF13	chr11	70029664	70029681	+	0.000	0.000	Merged-chr11-70029581-88
NR47943--MA0741.1.KLF16	chr5	77092713	77092723	+	0.000	0.000	Merged-chr5-77092743-13
NR2855--MA0741.1.KLF16	chr1	155040345	155040355	+	0.000	0.000	Merged-chr1-155040391-76
NR9343--MA0742.1.Klf12	chr11	55131273	55131287	+	0.000	0.000	Merged-chr11-55131266-10
NR60815--MA0741.1.KLF16	chr8	54509173	54509183	-	0.000	0.000	Merged-chr8-54509024-1
NR2031--MA0493.1.Klf1	chr1	126817822	126817832	+	0.000	0.000	Merged-chr1-126817924-65
NR50066--MA0741.1.KLF16	chr5	134175899	134175909	+	0.000	0.000	Merged-chr5-134175740-2
NR9614--MA0742.1.Klf12	chr11	62248939	62248953	+	0.000	0.000	Merged-chr11-62248917-36
NR21423--MA0599.1.KLF5	chr15	60141705	60141714	-	0.000	0.000	Merged-chr15-60141822-49
NR64589--MA1107.1.KLF9	chr9	65461183	65461195	-	0.000	0.000	Merged-chr9-65461064-58
NR7663--MA0742.1.Klf12	chr10	117629429	117629443	-	0.000	0.000	Merged-chr10-117629481-71
NR39011--MA0742.1.Klf12	chr3	89430208	89430222	-	0.000	0.000	Merged-chr3-89430392-53
NR45787--MA0741.1.KLF16	chr4	149426454	149426464	+	0.000	0.000	Merged-chr4-149426470-77
NR36432--MA0493.1.Klf1	chr2	155811963	155811973	+	0.000	0.000	Merged-chr2-155812086-49
NR17591--MA0493.1.Klf1	chr13	109232235	109232245	-	0.000	0.000	Merged-chr13-109232171-58
NR6292--MA0493.1.Klf1	chr10	77259137	77259147	+	0.000	0.000	Merged-chr10-77259226-56
NR44525--MA0599.1.KLF5	chr4	129500953	129500962	-	0.000	0.000	Merged-chr4-129500863-48
NR12043--MA0741.1.KLF16	chr11	117783315	117783325	-	0.000	0.000	Merged-chr11-117783374-7
NR2721--MA0742.1.Klf12	chr1	153085239	153085253	-	0.000	0.000	Merged-chr1-153085366-59
NR48178--MA0741.1.KLF16	chr5	93268207	93268217	+	0.000	0.000	Merged-chr5-93268238-3
NR14628--MA0740.1.KLF14	chr12	112629098	112629111	-	0.000	0.000	Merged-chr12-112629266-49
NR47911--MA0599.1.KLF5	chr5	76184458	76184467	-	0.000	0.000	Merged-chr5-76184561-3
NR11813--MA0493.1.Klf1	chr11	115276976	115276986	+	0.000	0.000	Merged-chr11-115277112-67
NR125--MA0741.1.KLF16	chr1	16656887	16656897	+	0.000	0.000	Merged-chr1-16656979-64
NR51763--MA0741.1.KLF16	chr6	30160690	30160700	+	0.000	0.000	Merged-chr6-30160673-4
NR11396--MA1107.1.KLF9	chr11	104599938	104599950	-	0.000	0.000	Merged-chr11-104599870-16
NR10158--MA0741.1.KLF16	chr11	76399197	76399207	+	0.000	0.000	Merged-chr11-76399136-77
NR34905--MA0039.3.KLF4	chr2	104493456	104493466	+	0.000	0.000	Merged-chr2-104493462-8
NR54210--MA0493.1.Klf1	chr6	125433808	125433818	+	0.000	0.000	Merged-chr6-125433874-28
NR54345--MA0599.1.KLF5	chr6	128424676	128424685	+	0.000	0.000	Merged-chr6-128424700-55
NR20566--MA0599.1.KLF5	chr14	121931749	121931758	+	0.000	0.000	Merged-chr14-121931841-19
NR2138--MA1107.1.KLF9	chr1	130717429	130717441	+	0.000	0.000	Merged-chr1-130717492-49
NR14504--MA0039.3.KLF4	chr12	110375397	110375407	-	0.000	0.000	Merged-chr12-110375416-20
NR5524--MA1107.1.KLF9	chr10	45635523	45635535	-	0.000	0.000	Merged-chr10-45635407-27
NR62747--MA0741.1.KLF16	chr8	120668178	120668188	+	0.000	0.000	Merged-chr8-120668120-83
NR17698--MA1107.1.KLF9	chr13	112792072	112792084	-	0.000	0.000	Merged-chr13-112792096-28
NR54020--MA0742.1.Klf12	chr6	120483447	120483461	-	0.000	0.000	Merged-chr6-120483394-54
NR39668--MA0741.1.KLF16	chr3	103809502	103809512	+	0.000	0.000	Merged-chr3-103809484-100
NR48552--MA1107.1.KLF9	chr5	105110329	105110341	+	0.000	0.000	Merged-chr5-105110402-76
NR26868--MA0599.1.KLF5	chr17	35919116	35919125	-	0.000	0.000	Merged-chr17-35919087-27
NR34826--MA0599.1.KLF5	chr2	103073688	103073697	+	0.000	0.000	Merged-chr2-103073644-68
NR6807--MA0493.1.Klf1	chr10	83360081	83360091	+	0.000	0.000	Merged-chr10-83360220-61
NR50491--MA0740.1.KLF14	chr5	138161010	138161023	+	0.000	0.000	Merged-chr5-138161091-53
NR29578--MA0599.1.KLF5	chr18	56562513	56562522	-	0.000	0.000	Merged-chr18-56562419-49
NR2507--MA0741.1.KLF16	chr1	139423049	139423059	+	0.000	0.000	Merged-chr1-139423119-2
NR29158--MA0740.1.KLF14	chr18	34887441	34887454	+	0.000	0.000	Merged-chr18-34887458-62
NR4471--MA0599.1.KLF5	chr1	191802743	191802752	-	0.000	0.000	Merged-chr1-191802759-25
NR43649--MA1107.1.KLF9	chr4	107923662	107923674	+	0.000	0.000	Merged-chr4-107923581-50
NR21544--MA0599.1.KLF5	chr15	66969693	66969702	+	0.000	0.000	Merged-chr15-66969620-75
NR32766--MA1107.1.KLF9	chr2	14074078	14074090	+	0.000	0.000	Merged-chr2-14074039-78
NR18480--MA0599.1.KLF5	chr14	27114835	27114844	+	0.000	0.000	Merged-chr14-27114945-21
NR394--MA0493.1.Klf1	chr1	37884551	37884561	+	0.000	0.000	Merged-chr1-37884608-6
NR35166--MA0741.1.KLF16	chr2	118598278	118598288	-	0.000	0.000	Merged-chr2-118598188-51
NR61785--MA1107.1.KLF9	chr8	87472689	87472701	+	0.000	0.000	Merged-chr8-87472817-24
NR64156--MA0599.1.KLF5	chr9	48480756	48480765	+	0.000	0.000	Merged-chr9-48480601-54
NR40826--MA0740.1.KLF14	chr3	138489498	138489511	+	0.000	0.000	Merged-chr3-138489271-105
NR22839--MA0741.1.KLF16	chr15	97315505	97315515	-	0.000	0.000	Merged-chr15-97315612-5
NR3120--MA0740.1.KLF14	chr1	161035003	161035016	-	0.000	0.000	Merged-chr1-161035022-99
NR58239--MA0599.1.KLF5	chr7	105581544	105581553	-	0.000	0.000	Merged-chr7-105581404-62
NR3786--MA0740.1.KLF14	chr1	175692863	175692876	+	0.000	0.000	Merged-chr1-175692845-123
NR15412--MA0599.1.KLF5	chr13	34002811	34002820	-	0.000	0.000	Merged-chr13-34002683-127
NR43932--MA0740.1.KLF14	chr4	117220835	117220848	-	0.000	0.000	Merged-chr4-117221015-24
NR48096--MA0493.1.Klf1	chr5	91083243	91083253	-	0.000	0.000	Merged-chr5-91083328-13
NR42596--MA0599.1.KLF5	chr4	53385069	53385078	-	0.000	0.000	Merged-chr4-53384912-31
NR35804--MA0599.1.KLF5	chr2	139678120	139678129	-	0.000	0.000	Merged-chr2-139678179-108
NR33969--MA0599.1.KLF5	chr2	65022800	65022809	-	0.000	0.000	Merged-chr2-65022793-47
NR41981--MA0740.1.KLF14	chr4	32950899	32950912	+	0.000	0.000	Merged-chr4-32950743-79
NR4319--MA0599.1.KLF5	chr1	189817216	189817225	-	0.000	0.000	Merged-chr1-189817182-23
NR36592--MA0741.1.KLF16	chr2	158717756	158717766	-	0.000	0.000	Merged-chr2-158717764-33
NR30358--MA1107.1.KLF9	chr18	77686977	77686989	+	0.000	0.000	Merged-chr18-77686913-10
NR47347--MA0599.1.KLF5	chr5	53998506	53998515	-	0.000	0.000	Merged-chr5-53998390-11
NR23247--MA0740.1.KLF14	chr15	102722233	102722246	-	0.000	0.000	Merged-chr15-102722024-72
NR31774--MA0740.1.KLF14	chr19	42129074	42129087	-	0.000	0.000	Merged-chr19-42129370-104
NR60454--MA0493.1.Klf1	chr8	33385518	33385528	+	0.000	0.000	Merged-chr8-33385483-94
NR54131--MA0657.1.KLF13	chr6	124733138	124733155	-	0.000	0.000	Merged-chr6-124733019-56
NR30143--MA1107.1.KLF9	chr18	73815543	73815555	-	0.000	0.000	Merged-chr18-73815538-67
NR13960--MA0740.1.KLF14	chr12	98628087	98628100	-	0.000	0.000	Merged-chr12-98628210-48
NR14625--MA0039.3.KLF4	chr12	112589074	112589084	-	0.000	0.000	Merged-chr12-112588954-88
NR63299--MA0599.1.KLF5	chr8	128505934	128505943	+	0.000	0.000	Merged-chr8-128506100-25
NR1080--MA0493.1.Klf1	chr1	74390163	74390173	-	0.000	0.000	Merged-chr1-74390334-35
NR52694--MA0740.1.KLF14	chr6	72391045	72391058	-	0.000	0.000	Merged-chr6-72391108-3
NR26927--MA0741.1.KLF16	chr17	36229293	36229303	+	0.000	0.000	Merged-chr17-36229276-20
NR8365--MA0599.1.KLF5	chr11	4497632	4497641	-	0.000	0.000	Merged-chr11-4497649-38
NR34312--MA0741.1.KLF16	chr2	76070764	76070774	+	0.000	0.000	Merged-chr2-76070778-23
NR18595--MA0742.1.Klf12	chr14	32165735	32165749	-	0.000	0.000	Merged-chr14-32165639-52
NR26110--MA0657.1.KLF13	chr17	23774174	23774191	+	0.000	0.000	Merged-chr17-23774333-41
NR48683--MA0599.1.KLF5	chr5	107513663	107513672	+	0.000	0.000	Merged-chr5-107513784-34
NR60177--MA0741.1.KLF16	chr8	14911499	14911509	-	0.000	0.000	Merged-chr8-14911636-31
NR31467--MA0742.1.Klf12	chr19	29251589	29251603	+	0.000	0.000	Merged-chr19-29251639-67
NR35481--MA0493.1.Klf1	chr2	127335993	127336003	+	0.000	0.000	Merged-chr2-127336140-52
NR4510--MA0742.1.Klf12	chr1	192092600	192092614	-	0.000	0.000	Merged-chr1-192092599-105
NR50446--MA0741.1.KLF16	chr5	137533588	137533598	+	0.000	0.000	Merged-chr5-137533458-74
NR38181--MA0039.3.KLF4	chr3	37982742	37982752	+	0.000	0.000	Merged-chr3-37982628-4
NR34947--MA0599.1.KLF5	chr2	106194374	106194383	+	0.000	0.000	Merged-chr2-106194531-13
NR6991--MA0599.1.KLF5	chr10	89731582	89731591	-	0.000	0.000	Merged-chr10-89731594-1
NR10176--MA0039.3.KLF4	chr11	76791507	76791517	-	0.000	0.000	Merged-chr11-76791431-20
NR37512--MA0039.3.KLF4	chr2	179100167	179100177	+	0.000	0.000	Merged-chr2-179100345-1
NR37657--MA0599.1.KLF5	chr2	181659732	181659741	-	0.000	0.000	Merged-chr2-181659700-65
NR58583--MA0493.1.Klf1	chr7	114356566	114356576	-	0.000	0.000	Merged-chr7-114356592-29
NR50414--MA0740.1.KLF14	chr5	137338372	137338385	+	0.000	0.000	Merged-chr5-137338498-22
NR30568--MA0039.3.KLF4	chr18	82868018	82868028	-	0.000	0.000	Merged-chr18-82868234-58
NR42004--MA1107.1.KLF9	chr4	33209616	33209628	-	0.000	0.000	Merged-chr4-33209549-46
NR45864--MA0740.1.KLF14	chr4	149989068	149989081	-	0.000	0.000	Merged-chr4-149989064-38
NR35689--MA0741.1.KLF16	chr2	132511666	132511676	-	0.000	0.000	Merged-chr2-132511544-14
NR18887--MA0493.1.Klf1	chr14	50870604	50870614	-	0.000	0.000	Merged-chr14-50870513-68
NR59332--MA1107.1.KLF9	chr7	133383519	133383531	-	0.000	0.000	Merged-chr7-133383605-1
NR63947--MA1107.1.KLF9	chr9	41141287	41141299	+	0.000	0.000	Merged-chr9-41141262-26
NR33311--MA0740.1.KLF14	chr2	32288142	32288155	+	0.000	0.000	Merged-chr2-32288192-62
NR31187--MA0741.1.KLF16	chr19	8966958	8966968	-	0.000	0.000	Merged-chr19-8966988-63
NR65899--MA0493.1.Klf1	chr9	107526849	107526859	-	0.000	0.000	Merged-chr9-107526799-38
NR28859--MA0741.1.KLF16	chr18	12947546	12947556	+	0.000	0.000	Merged-chr18-12947466-4
NR31458--MA0741.1.KLF16	chr19	28964342	28964352	-	0.000	0.000	Merged-chr19-28964471-1
NR9292--MA0657.1.KLF13	chr11	54522778	54522795	+	0.000	0.000	Merged-chr11-54522854-80
NR66309--MA0599.1.KLF5	chr9	114933886	114933895	+	0.000	0.000	Merged-chr9-114933914-87
NR48874--MA0039.3.KLF4	chr5	112274132	112274142	-	0.000	0.000	Merged-chr5-112274120-60
NR53027--MA0599.1.KLF5	chr6	86397198	86397207	+	0.000	0.000	Merged-chr6-86397021-74
NR60873--MA0740.1.KLF14	chr8	57653226	57653239	+	0.000	0.000	Merged-chr8-57652766-224
NR7255--MA0740.1.KLF14	chr10	98782184	98782197	+	0.000	0.000	Merged-chr10-98782064-50
NR42144--MA0599.1.KLF5	chr4	41275168	41275177	-	0.000	0.000	Merged-chr4-41275221-94
NR24357--MA0741.1.KLF16	chr16	50026821	50026831	+	0.000	0.000	Merged-chr16-50026731-2
NR24530--MA0740.1.KLF14	chr16	58465451	58465464	+	0.000	0.000	Merged-chr16-58465503-54
NR37794--MA0740.1.KLF14	chr3	14641714	14641727	+	0.000	0.000	Merged-chr3-14641669-50
NR50395--MA0740.1.KLF14	chr5	137045961	137045974	+	0.000	0.000	Merged-chr5-137046129-67
NR19570--MA0599.1.KLF5	chr14	70336494	70336503	-	0.000	0.000	Merged-chr14-70336398-19
NR50423--MA0657.1.KLF13	chr5	137502622	137502639	-	0.000	0.000	Merged-chr5-137502544-104
NR45548--MA0741.1.KLF16	chr4	145342060	145342070	+	0.000	0.000	Merged-chr4-145342099-62
NR16502--MA0599.1.KLF5	chr13	73265742	73265751	+	0.000	0.000	Merged-chr13-73265684-17
NR37849--MA0493.1.Klf1	chr3	21936143	21936153	-	0.000	0.000	Merged-chr3-21936128-91
NR48264--MA0657.1.KLF13	chr5	98186459	98186476	+	0.000	0.000	Merged-chr5-98186387-9
NR16841--MA1107.1.KLF9	chr13	90931172	90931184	-	0.000	0.000	Merged-chr13-90931322-30
NR27756--MA0742.1.Klf12	chr17	65951184	65951198	+	0.000	0.000	Merged-chr17-65951140-56
NR57279--MA0599.1.KLF5	chr7	65644766	65644775	+	0.000	0.000	Merged-chr7-65644925-69
NR55985--MA0493.1.Klf1	chr7	19816466	19816476	-	0.000	0.000	Merged-chr7-19816339-50
NR54354--MA0599.1.KLF5	chr6	128480083	128480092	+	0.000	0.000	Merged-chr6-128479977-49
NR48570--MA1107.1.KLF9	chr5	105139611	105139623	+	0.000	0.000	Merged-chr5-105139642-65
NR56434--MA0740.1.KLF14	chr7	29289120	29289133	+	0.000	0.000	Merged-chr7-29289173-29
NR46259--MA0741.1.KLF16	chr4	155761109	155761119	+	0.000	0.000	Merged-chr4-155761063-52
NR59572--MA0741.1.KLF16	chr7	140036676	140036686	-	0.000	0.000	Merged-chr7-140036517-83
NR28445--MA0741.1.KLF16	chr17	86145233	86145243	-	0.000	0.000	Merged-chr17-86145064-83
NR25205--MA0742.1.Klf12	chr16	93767204	93767218	-	0.000	0.000	Merged-chr16-93767130-58
NR62713--MA0741.1.KLF16	chr8	120276610	120276620	+	0.000	0.000	Merged-chr8-120276586-37
NR20350--MA1107.1.KLF9	chr14	118982581	118982593	+	0.000	0.000	Merged-chr14-118982661-72
NR62508--MA1107.1.KLF9	chr8	116980262	116980274	-	0.000	0.000	Merged-chr8-116980258-35
NR9290--MA0742.1.Klf12	chr11	54522661	54522675	+	0.000	0.000	Merged-chr11-54522854-80
NR52235--MA0741.1.KLF16	chr6	50261886	50261896	-	0.000	0.000	Merged-chr6-50261833-23
NR23525--MA0742.1.Klf12	chr16	15984636	15984650	-	0.000	0.000	Merged-chr16-15984577-12
NR10965--MA0493.1.Klf1	chr11	97362381	97362391	+	0.000	0.000	Merged-chr11-97362524-68
NR49773--MA0599.1.KLF5	chr5	129020170	129020179	+	0.000	0.000	Merged-chr5-129020147-99
NR13047--MA0742.1.Klf12	chr12	56345920	56345934	+	0.000	0.000	Merged-chr12-56345725-68
NR58112--MA0039.3.KLF4	chr7	101466456	101466466	-	0.000	0.000	Merged-chr7-101466620-78
NR5076--MA0039.3.KLF4	chr10	20952521	20952531	-	0.000	0.000	Merged-chr10-20952486-81
NR2868--MA0741.1.KLF16	chr1	155050469	155050479	+	0.000	0.000	Merged-chr1-155050378-11
NR32741--MA0741.1.KLF16	chr2	13573878	13573888	+	0.000	0.000	Merged-chr2-13573939-7
NR53013--MA0493.1.Klf1	chr6	86004518	86004528	+	0.000	0.000	Merged-chr6-86004473-33
NR393--MA0039.3.KLF4	chr1	37884553	37884563	+	0.000	0.000	Merged-chr1-37884608-6
NR47924--MA0740.1.KLF14	chr5	76779463	76779476	-	0.000	0.000	Merged-chr5-76779382-27
NR65365--MA0742.1.Klf12	chr9	95750404	95750418	-	0.000	0.000	Merged-chr9-95750219-56
NR45134--MA0741.1.KLF16	chr4	137890767	137890777	+	0.000	0.000	Merged-chr4-137890747-20
NR14007--MA0741.1.KLF16	chr12	99883549	99883559	-	0.000	0.000	Merged-chr12-99883517-13
NR15636--MA0599.1.KLF5	chr13	41453668	41453677	+	0.000	0.000	Merged-chr13-41453592-40
NR24605--MA0657.1.KLF13	chr16	64873904	64873921	+	0.000	0.000	Merged-chr16-64873763-80
NR8841--MA0741.1.KLF16	chr11	31808296	31808306	-	0.000	0.000	Merged-chr11-31808102-31
NR15975--MA1107.1.KLF9	chr13	54247676	54247688	+	0.000	0.000	Merged-chr13-54247705-6
NR50429--MA0599.1.KLF5	chr5	137502668	137502677	-	0.000	0.000	Merged-chr5-137502544-104
NR614--MA0741.1.KLF16	chr1	44101592	44101602	+	0.000	0.000	Merged-chr1-44101717-6
NR138--MA0741.1.KLF16	chr1	16688741	16688751	-	0.000	0.000	Merged-chr1-16688563-89
NR56118--MA0741.1.KLF16	chr7	25107108	25107118	-	0.000	0.000	Merged-chr7-25107253-25
NR19682--MA0599.1.KLF5	chr14	74732255	74732264	-	0.000	0.000	Merged-chr14-74732316-54
NR13482--MA0741.1.KLF16	chr12	79580449	79580459	+	0.000	0.000	Merged-chr12-79580500-49
NR9076--MA0741.1.KLF16	chr11	49202765	49202775	-	0.000	0.000	Merged-chr11-49202721-8
NR8105--MA0493.1.Klf1	chr10	127263152	127263162	-	0.000	0.000	Merged-chr10-127263127-11
NR57185--MA0599.1.KLF5	chr7	59228648	59228657	-	0.000	0.000	Merged-chr7-59228579-6
NR34830--MA0493.1.Klf1	chr2	103485175	103485185	+	0.000	0.000	Merged-chr2-103485172-63
NR57922--MA0039.3.KLF4	chr7	97081545	97081555	-	0.000	0.000	Merged-chr7-97081446-1
NR8364--MA1107.1.KLF9	chr11	4344284	4344296	-	0.000	0.000	Merged-chr11-4344147-20
NR39716--MA0599.1.KLF5	chr3	104968046	104968055	-	0.000	0.000	Merged-chr3-104968115-29
NR9441--MA0493.1.Klf1	chr11	59228293	59228303	+	0.000	0.000	Merged-chr11-59228312-60
NR49613--MA0657.1.KLF13	chr5	124084528	124084545	-	0.000	0.000	Merged-chr5-124084583-83
NR24910--MA0740.1.KLF14	chr16	87642460	87642473	+	0.000	0.000	Merged-chr16-87642367-32
NR63373--MA0740.1.KLF14	chr9	7764018	7764031	+	0.000	0.000	Merged-chr9-7764239-129
NR41184--MA0599.1.KLF5	chr3	146308448	146308457	+	0.000	0.000	Merged-chr3-146308303-21
NR32961--MA0740.1.KLF14	chr2	25422771	25422784	-	0.000	0.000	Merged-chr2-25422687-75
NR35384--MA0741.1.KLF16	chr2	122738447	122738457	-	0.000	0.000	Merged-chr2-122738590-87
NR66782--MA0741.1.KLF16	chr9	122311026	122311036	+	0.000	0.000	Merged-chr9-122310830-40
NR58526--MA0741.1.KLF16	chr7	113256230	113256240	+	0.000	0.000	Merged-chr7-113256129-11
NR24998--MA0742.1.Klf12	chr16	90220988	90221002	+	0.000	0.000	Merged-chr16-90220998-103
NR66460--MA1107.1.KLF9	chr9	117927094	117927106	-	0.000	0.000	Merged-chr9-117927282-85
NR35623--MA0740.1.KLF14	chr2	131352952	131352965	+	0.000	0.000	Merged-chr2-131352831-82
NR61361--MA0599.1.KLF5	chr8	72723226	72723235	+	0.000	0.000	Merged-chr8-72723384-47
NR33467--MA0740.1.KLF14	chr2	35109486	35109499	+	0.000	0.000	Merged-chr2-35109643-133
NR13419--MA0039.3.KLF4	chr12	76953717	76953727	+	0.000	0.000	Merged-chr12-76953735-9
NR38827--MA0741.1.KLF16	chr3	84345590	84345600	+	0.000	0.000	Merged-chr3-84345416-77
NR9333--MA1107.1.KLF9	chr11	55131066	55131078	+	0.000	0.000	Merged-chr11-55131266-10
