#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR40397--MA1107.1.KLF9	chr2	178593190	178593202	+	0.000	0.000	Merged-chr2-178593347-6
NR39926--MA0599.1.KLF5	chr2	167621618	167621627	-	0.000	0.000	Merged-chr2-167621504-22
NR34099--MA0657.1.KLF13	chr19	10577353	10577370	+	0.000	0.000	Merged-chr19-10577280-70
NR54666--MA1107.1.KLF9	chr6	31114861	31114873	+	0.000	0.000	Merged-chr6-31114957-72
NR55885--MA0741.1.KLF16	chr6	87810842	87810852	+	0.000	0.000	Merged-chr6-87810946-16
NR11960--MA0742.1.Klf12	chr11	96777439	96777453	+	0.000	0.000	Merged-chr11-96777630-53
NR20672--MA1107.1.KLF9	chr14	48246375	48246387	+	0.000	0.000	Merged-chr14-48246381-22
NR60911--MA0599.1.KLF5	chr7	105581306	105581315	-	0.000	0.000	Merged-chr7-105581404-62
NR53693--MA0493.1.Klf1	chr5	142909256	142909266	-	0.000	0.000	Merged-chr5-142909413-47
NR58720--MA0740.1.KLF14	chr7	25316869	25316882	+	0.000	0.000	Merged-chr7-25316715-33
NR37518--MA0599.1.KLF5	chr2	84727432	84727441	-	0.000	0.000	Merged-chr2-84727435-53
NR6709--MA0599.1.KLF5	chr10	59911890	59911899	-	0.000	0.000	Merged-chr10-59911749-1
NR48037--MA0740.1.KLF14	chr4	129189469	129189482	+	0.000	0.000	Merged-chr4-129189596-96
NR69162--MA0740.1.KLF14	chrX	101274115	101274128	+	0.000	0.000	Merged-chrX-101274015-74
NR32748--MA1107.1.KLF9	chr18	60844159	60844171	-	0.000	0.000	Merged-chr18-60844209-77
NR44771--MA0599.1.KLF5	chr3	155093415	155093424	+	0.000	0.000	Merged-chr3-155093462-79
NR1474--MA0740.1.KLF14	chr1	71557128	71557141	-	0.000	0.000	Merged-chr1-71557349-80
NR47418--MA0493.1.Klf1	chr4	107923618	107923628	+	0.000	0.000	Merged-chr4-107923581-50
NR50884--MA1107.1.KLF9	chr5	64519009	64519021	+	0.000	0.000	Merged-chr5-64519093-9
NR54884--MA0740.1.KLF14	chr6	42373230	42373243	+	0.000	0.000	Merged-chr6-42373286-40
NR69228--MA0740.1.KLF14	chrX	107816437	107816450	+	0.000	0.000	Merged-chrX-107816203-60
NR9543--MA1107.1.KLF9	chr10	128646001	128646013	-	0.000	0.000	Merged-chr10-128645990-43
NR56990--MA0599.1.KLF5	chr6	124965311	124965320	+	0.000	0.000	Merged-chr6-124965445-57
NR28300--MA0657.1.KLF13	chr17	6948670	6948687	+	0.000	0.000	Merged-chr17-6948507-80
NR52365--MA0741.1.KLF16	chr5	114707609	114707619	+	0.000	0.000	Merged-chr5-114707863-50
NR26024--MA0741.1.KLF16	chr16	17234317	17234327	-	0.000	0.000	Merged-chr16-17234262-7
NR42578--MA0599.1.KLF5	chr3	90052824	90052833	-	0.000	0.000	Merged-chr3-90052542-109
NR54577--MA0742.1.Klf12	chr6	28421775	28421789	-	0.000	0.000	Merged-chr6-28421757-53
NR16656--MA0740.1.KLF14	chr13	34149080	34149093	+	0.000	0.000	Merged-chr13-34149148-30
NR68340--MA0741.1.KLF16	chr9	120691793	120691803	-	0.000	0.000	Merged-chr9-120691973-52
NR56632--MA0599.1.KLF5	chr6	113668772	113668781	+	0.000	0.000	Merged-chr6-113668955-38
NR24615--MA0741.1.KLF16	chr15	83122211	83122221	+	0.000	0.000	Merged-chr15-83122079-5
NR39912--MA0493.1.Klf1	chr2	167349612	167349622	-	0.000	0.000	Merged-chr2-167349371-94
NR28488--MA0599.1.KLF5	chr17	12318866	12318875	-	0.000	0.000	Merged-chr17-12318588-111
NR52253--MA0039.3.KLF4	chr5	113772626	113772636	+	0.000	0.000	Merged-chr5-113772716-49
NR16936--MA0599.1.KLF5	chr13	48842400	48842409	-	0.000	0.000	Merged-chr13-48842323-16
NR39495--MA1107.1.KLF9	chr2	155050906	155050918	-	0.000	0.000	Merged-chr2-155050840-76
NR61095--MA0740.1.KLF14	chr7	114276156	114276169	+	0.000	0.000	Merged-chr7-114276213-86
NR14537--MA0599.1.KLF5	chr12	73647844	73647853	-	0.000	0.000	Merged-chr12-73647879-51
NR54439--MA0599.1.KLF5	chr6	21949876	21949885	-	0.000	0.000	Merged-chr6-21949884-124
NR13110--MA1107.1.KLF9	chr12	4595215	4595227	+	0.000	0.000	Merged-chr12-4595269-5
NR3677--MA0740.1.KLF14	chr1	156474387	156474400	+	0.000	0.000	Merged-chr1-156474258-59
NR43895--MA1107.1.KLF9	chr3	135581792	135581804	+	0.000	0.000	Merged-chr3-135581925-8
NR712--MA0740.1.KLF14	chr1	36603531	36603544	-	0.000	0.000	Merged-chr1-36603504-5
NR37639--MA0599.1.KLF5	chr2	91639108	91639117	+	0.000	0.000	Merged-chr2-91639045-3
NR56519--MA0741.1.KLF16	chr6	108783059	108783069	-	0.000	0.000	Merged-chr6-108783235-52
NR34714--MA0599.1.KLF5	chr19	46039676	46039685	-	0.000	0.000	Merged-chr19-46039779-63
NR61404--MA0039.3.KLF4	chr7	126285447	126285457	-	0.000	0.000	Merged-chr7-126285441-83
NR58485--MA0599.1.KLF5	chr7	19749761	19749770	+	0.000	0.000	Merged-chr7-19749873-53
NR21810--MA0741.1.KLF16	chr14	98169361	98169371	+	0.000	0.000	Merged-chr14-98169356-45
NR39804--MA1107.1.KLF9	chr2	164403067	164403079	-	0.000	0.000	Merged-chr2-164403168-19
NR20426--MA1107.1.KLF9	chr14	41013864	41013876	+	0.000	0.000	Merged-chr14-41013855-53
NR39984--MA0740.1.KLF14	chr2	168159010	168159023	+	0.000	0.000	Merged-chr2-168159188-34
NR46032--MA1107.1.KLF9	chr4	46138443	46138455	+	0.000	0.000	Merged-chr4-46138589-84
NR44197--MA1107.1.KLF9	chr3	143493064	143493076	+	0.000	0.000	Merged-chr3-143493127-1
NR68592--MA0741.1.KLF16	chrX	12151842	12151852	+	0.000	0.000	Merged-chrX-12151801-24
NR55202--MA0599.1.KLF5	chr6	53986475	53986484	-	0.000	0.000	Merged-chr6-53986314-10
NR10540--MA0599.1.KLF5	chr11	50388467	50388476	-	0.000	0.000	Merged-chr11-50388359-2
NR9138--MA0742.1.Klf12	chr10	121796148	121796162	+	0.000	0.000	Merged-chr10-121796258-28
NR24133--MA0599.1.KLF5	chr15	76207824	76207833	+	0.000	0.000	Merged-chr15-76207708-52
NR24472--MA1107.1.KLF9	chr15	80722063	80722075	-	0.000	0.000	Merged-chr15-80722026-5
NR26728--MA1107.1.KLF9	chr16	48763307	48763319	-	0.000	0.000	Merged-chr16-48763464-5
NR64711--MA0599.1.KLF5	chr8	106935641	106935650	+	0.000	0.000	Merged-chr8-106935801-152
NR30932--MA0599.1.KLF5	chr17	84136667	84136676	-	0.000	0.000	Merged-chr17-84136663-5
NR65147--MA0742.1.Klf12	chr8	120668216	120668230	-	0.000	0.000	Merged-chr8-120668120-83
NR5758--MA0599.1.KLF5	chr10	19117124	19117133	+	0.000	0.000	Merged-chr10-19117189-32
NR66312--MA0741.1.KLF16	chr9	44379433	44379443	-	0.000	0.000	Merged-chr9-44379436-63
NR7729--MA0742.1.Klf12	chr10	81606091	81606105	+	0.000	0.000	Merged-chr10-81606133-64
NR2833--MA0599.1.KLF5	chr1	131153166	131153175	+	0.000	0.000	Merged-chr1-131153253-37
NR33234--MA0741.1.KLF16	chr18	73703886	73703896	+	0.000	0.000	Merged-chr18-73704007-8
NR14526--MA0742.1.Klf12	chr12	73610050	73610064	-	0.000	0.000	Merged-chr12-73609839-27
NR62518--MA0599.1.KLF5	chr8	22228790	22228799	+	0.000	0.000	Merged-chr8-22228766-14
NR64632--MA0741.1.KLF16	chr8	105605513	105605523	+	0.000	0.000	Merged-chr8-105605382-75
NR53133--MA1107.1.KLF9	chr5	134373283	134373295	+	0.000	0.000	Merged-chr5-134373166-2
NR33029--MA0741.1.KLF16	chr18	67986098	67986108	-	0.000	0.000	Merged-chr18-67985977-11
NR10727--MA1107.1.KLF9	chr11	55098011	55098023	-	0.000	0.000	Merged-chr11-55097968-86
NR63934--MA0493.1.Klf1	chr8	77383805	77383815	+	0.000	0.000	Merged-chr8-77383968-15
NR64427--MA0741.1.KLF16	chr8	95320970	95320980	+	0.000	0.000	Merged-chr8-95320775-75
NR25450--MA1107.1.KLF9	chr15	102257618	102257630	-	0.000	0.000	Merged-chr15-102257531-48
NR45166--MA1107.1.KLF9	chr4	10706829	10706841	+	0.000	0.000	Merged-chr4-10706741-1
NR9697--MA0740.1.KLF14	chr11	4637689	4637702	-	0.000	0.000	Merged-chr11-4637853-53
NR68062--MA1107.1.KLF9	chr9	112186614	112186626	+	0.000	0.000	Merged-chr9-112186441-37
NR48213--MA0599.1.KLF5	chr4	132768503	132768512	-	0.000	0.000	Merged-chr4-132768439-67
NR502--MA0599.1.KLF5	chr1	24100331	24100340	+	0.000	0.000	Merged-chr1-24100239-49
NR14434--MA0599.1.KLF5	chr12	69790737	69790746	-	0.000	0.000	Merged-chr12-69790971-62
NR24182--MA0741.1.KLF16	chr15	76698125	76698135	+	0.000	0.000	Merged-chr15-76698046-57
NR31420--MA0742.1.Klf12	chr18	12168715	12168729	-	0.000	0.000	Merged-chr18-12168747-122
NR49088--MA0599.1.KLF5	chr4	152178079	152178088	-	0.000	0.000	Merged-chr4-152178295-75
NR64236--MA0493.1.Klf1	chr8	88633489	88633499	-	0.000	0.000	Merged-chr8-88633560-31
NR29158--MA0740.1.KLF14	chr17	29347827	29347840	+	0.000	0.000	Merged-chr17-29347843-56
NR37685--MA0740.1.KLF14	chr2	92458643	92458656	+	0.000	0.000	Merged-chr2-92458693-6
NR68244--MA0741.1.KLF16	chr9	118884670	118884680	-	0.000	0.000	Merged-chr9-118884641-26
NR53695--MA0741.1.KLF16	chr5	142909261	142909271	-	0.000	0.000	Merged-chr5-142909413-47
NR58091--MA0657.1.KLF13	chr7	6191495	6191512	-	0.000	0.000	Merged-chr7-6191566-11
NR6851--MA1107.1.KLF9	chr10	62984205	62984217	+	0.000	0.000	Merged-chr10-62984405-51
NR48750--MA0741.1.KLF16	chr4	144404708	144404718	-	0.000	0.000	Merged-chr4-144404562-1
NR67818--MA0039.3.KLF4	chr9	106071861	106071871	+	0.000	0.000	Merged-chr9-106071900-22
NR35708--MA0741.1.KLF16	chr2	23002934	23002944	+	0.000	0.000	Merged-chr2-23002862-6
NR28270--MA0741.1.KLF16	chr17	6601744	6601754	-	0.000	0.000	Merged-chr17-6601656-57
NR6053--MA0741.1.KLF16	chr10	34207261	34207271	-	0.000	0.000	Merged-chr10-34207023-88
NR63119--MA0742.1.Klf12	chr8	46617374	46617388	-	0.000	0.000	Merged-chr8-46617433-87
NR56865--MA0599.1.KLF5	chr6	120364034	120364043	+	0.000	0.000	Merged-chr6-120364169-90
NR28065--MA0741.1.KLF16	chr16	95990966	95990976	+	0.000	0.000	Merged-chr16-95990846-67
NR36592--MA0741.1.KLF16	chr2	48950281	48950291	-	0.000	0.000	Merged-chr2-48950246-1
NR40062--MA0493.1.Klf1	chr2	169634035	169634045	+	0.000	0.000	Merged-chr2-169634008-43
NR28336--MA0741.1.KLF16	chr17	7170098	7170108	-	0.000	0.000	Merged-chr17-7169938-73
NR21296--MA0740.1.KLF14	chr14	70520456	70520469	-	0.000	0.000	Merged-chr14-70520372-68
NR39254--MA0741.1.KLF16	chr2	148637052	148637062	+	0.000	0.000	Merged-chr2-148637070-3
NR60382--MA0741.1.KLF16	chr7	84149144	84149154	-	0.000	0.000	Merged-chr7-84149073-24
NR45287--MA1107.1.KLF9	chr4	14922325	14922337	-	0.000	0.000	Merged-chr4-14922203-28
NR32771--MA0493.1.Klf1	chr18	61555163	61555173	-	0.000	0.000	Merged-chr18-61555267-68
NR60177--MA0741.1.KLF16	chr7	79592293	79592303	-	0.000	0.000	Merged-chr7-79592418-20
NR14498--MA0741.1.KLF16	chr12	72014611	72014621	+	0.000	0.000	Merged-chr12-72014638-4
NR54581--MA1107.1.KLF9	chr6	28421777	28421789	-	0.000	0.000	Merged-chr6-28421757-53
NR32897--MA0599.1.KLF5	chr18	65924896	65924905	-	0.000	0.000	Merged-chr18-65924997-33
NR47442--MA0742.1.Klf12	chr4	108619854	108619868	+	0.000	0.000	Merged-chr4-108619917-75
NR42004--MA1107.1.KLF9	chr3	65974830	65974842	+	0.000	0.000	Merged-chr3-65974924-71
NR35862--MA0740.1.KLF14	chr2	27427041	27427054	-	0.000	0.000	Merged-chr2-27426949-82
NR33288--MA0493.1.Klf1	chr18	75472068	75472078	-	0.000	0.000	Merged-chr18-75472003-6
NR61159--MA0741.1.KLF16	chr7	116443469	116443479	+	0.000	0.000	Merged-chr7-116443522-66
NR68717--MA0599.1.KLF5	chrX	36598159	36598168	+	0.000	0.000	Merged-chrX-36598230-66
NR505--MA0741.1.KLF16	chr1	24100349	24100359	+	0.000	0.000	Merged-chr1-24100239-49
NR66216--MA0741.1.KLF16	chr9	41105528	41105538	+	0.000	0.000	Merged-chr9-41105401-34
NR63608--MA0599.1.KLF5	chr8	70282943	70282952	+	0.000	0.000	Merged-chr8-70282994-37
NR51001--MA0741.1.KLF16	chr5	66618860	66618870	-	0.000	0.000	Merged-chr5-66618614-86
NR10440--MA0740.1.KLF14	chr11	45944884	45944897	+	0.000	0.000	Merged-chr11-45944686-83
NR10538--MA0741.1.KLF16	chr11	50236973	50236983	+	0.000	0.000	Merged-chr11-50236980-65
NR46007--MA0741.1.KLF16	chr4	45530893	45530903	+	0.000	0.000	Merged-chr4-45530813-118
NR43207--MA0599.1.KLF5	chr3	108961731	108961740	+	0.000	0.000	Merged-chr3-108961882-10
NR24231--MA0493.1.Klf1	chr15	77406709	77406719	+	0.000	0.000	Merged-chr15-77406567-38
NR6847--MA0741.1.KLF16	chr10	62886856	62886866	-	0.000	0.000	Merged-chr10-62886738-45
NR35710--MA0599.1.KLF5	chr2	23006373	23006382	+	0.000	0.000	Merged-chr2-23006422-36
NR11693--MA0741.1.KLF16	chr11	87404511	87404521	+	0.000	0.000	Merged-chr11-87404473-69
NR31426--MA0740.1.KLF14	chr18	12236553	12236566	+	0.000	0.000	Merged-chr18-12236569-102
NR52378--MA0741.1.KLF16	chr5	114813962	114813972	+	0.000	0.000	Merged-chr5-114813829-62
NR11964--MA0741.1.KLF16	chr11	96777434	96777444	+	0.000	0.000	Merged-chr11-96777630-53
NR59137--MA0742.1.Klf12	chr7	34313561	34313575	+	0.000	0.000	Merged-chr7-34313409-64
NR50698--MA0741.1.KLF16	chr5	52910466	52910476	-	0.000	0.000	Merged-chr5-52910384-60
NR23579--MA0039.3.KLF4	chr15	44836445	44836455	+	0.000	0.000	Merged-chr15-44836465-32
NR50102--MA0599.1.KLF5	chr5	30814686	30814695	+	0.000	0.000	Merged-chr5-30814661-60
NR22677--MA0741.1.KLF16	chr15	6624690	6624700	-	0.000	0.000	Merged-chr15-6625020-114
NR58146--MA0741.1.KLF16	chr7	7130765	7130775	+	0.000	0.000	Merged-chr7-7130705-50
NR62660--MA1107.1.KLF9	chr8	27161530	27161542	-	0.000	0.000	Merged-chr8-27161535-3
NR38381--MA0741.1.KLF16	chr2	121296414	121296424	-	0.000	0.000	Merged-chr2-121296352-13
NR38652--MA0741.1.KLF16	chr2	128818001	128818011	+	0.000	0.000	Merged-chr2-128818111-117
NR11742--MA0599.1.KLF5	chr11	88576465	88576474	+	0.000	0.000	Merged-chr11-88576499-74
NR22964--MA1107.1.KLF9	chr15	25812123	25812135	-	0.000	0.000	Merged-chr15-25812163-56
NR56737--MA0741.1.KLF16	chr6	116264123	116264133	+	0.000	0.000	Merged-chr6-116264225-57
NR40628--MA0742.1.Klf12	chr3	9500013	9500027	-	0.000	0.000	Merged-chr3-9499976-58
NR54693--MA1107.1.KLF9	chr6	32342385	32342397	+	0.000	0.000	Merged-chr6-32342276-1
NR59572--MA0741.1.KLF16	chr7	48898567	48898577	+	0.000	0.000	Merged-chr7-48898692-36
NR31044--MA0741.1.KLF16	chr17	87602383	87602393	+	0.000	0.000	Merged-chr17-87602344-31
NR4482--MA0741.1.KLF16	chr1	177442139	177442149	-	0.000	0.000	Merged-chr1-177442185-139
NR41885--MA0740.1.KLF14	chr3	61002698	61002711	+	0.000	0.000	Merged-chr3-61002853-90
NR23356--MA0740.1.KLF14	chr15	38078880	38078893	-	0.000	0.000	Merged-chr15-38078784-97
NR48776--MA1107.1.KLF9	chr4	145286884	145286896	+	0.000	0.000	Merged-chr4-145286857-37
NR26494--MA0741.1.KLF16	chr16	34690563	34690573	-	0.000	0.000	Merged-chr16-34690700-62
NR62237--MA0741.1.KLF16	chr8	11009758	11009768	+	0.000	0.000	Merged-chr8-11009747-8
NR10955--MA0039.3.KLF4	chr11	61855321	61855331	+	0.000	0.000	Merged-chr11-61855241-5
NR14433--MA1107.1.KLF9	chr12	69583025	69583037	+	0.000	0.000	Merged-chr12-69582922-61
NR12598--MA1107.1.KLF9	chr11	113612167	113612179	+	0.000	0.000	Merged-chr11-113612276-39
NR28026--MA1107.1.KLF9	chr16	94371681	94371693	-	0.000	0.000	Merged-chr16-94371721-8
NR39158--MA0741.1.KLF16	chr2	146214807	146214817	+	0.000	0.000	Merged-chr2-146214775-43
NR64174--MA0599.1.KLF5	chr8	84966250	84966259	+	0.000	0.000	Merged-chr8-84966052-54
NR65196--MA0740.1.KLF14	chr8	122343966	122343979	-	0.000	0.000	Merged-chr8-122343961-16
NR55886--MA1107.1.KLF9	chr6	87810839	87810851	+	0.000	0.000	Merged-chr6-87810946-16
NR26902--MA0742.1.Klf12	chr16	55895430	55895444	-	0.000	0.000	Merged-chr16-55895336-85
NR53390--MA0741.1.KLF16	chr5	137510645	137510655	+	0.000	0.000	Merged-chr5-137510550-66
NR48203--MA1107.1.KLF9	chr4	132533703	132533715	-	0.000	0.000	Merged-chr4-132533524-64
NR35146--MA0599.1.KLF5	chr2	5714426	5714435	+	0.000	0.000	Merged-chr2-5714351-135
NR39487--MA0493.1.Klf1	chr2	155050841	155050851	-	0.000	0.000	Merged-chr2-155050840-76
NR7676--MA0742.1.Klf12	chr10	81357424	81357438	+	0.000	0.000	Merged-chr10-81357608-63
NR13380--MA0599.1.KLF5	chr12	17737292	17737301	+	0.000	0.000	Merged-chr12-17737331-11
NR58003--MA0741.1.KLF16	chr7	4464436	4464446	-	0.000	0.000	Merged-chr7-4464501-45
NR68129--MA0740.1.KLF14	chr9	114731177	114731190	+	0.000	0.000	Merged-chr9-114731222-121
NR43183--MA0741.1.KLF16	chr3	108381763	108381773	-	0.000	0.000	Merged-chr3-108381595-4
NR57712--MA1107.1.KLF9	chr6	143065787	143065799	-	0.000	0.000	Merged-chr6-143065826-5
NR47365--MA0599.1.KLF5	chr4	106841946	106841955	+	0.000	0.000	Merged-chr4-106841993-21
NR13237--MA0599.1.KLF5	chr12	12302020	12302029	+	0.000	0.000	Merged-chr12-12302009-51
NR34163--MA0493.1.Klf1	chr19	14641675	14641685	+	0.000	0.000	Merged-chr19-14641589-4
NR41720--MA1107.1.KLF9	chr3	53259039	53259051	+	0.000	0.000	Merged-chr3-53259029-2
NR8636--MA0741.1.KLF16	chr10	110920129	110920139	+	0.000	0.000	Merged-chr10-110920143-70
NR64374--MA0741.1.KLF16	chr8	93810534	93810544	+	0.000	0.000	Merged-chr8-93810346-59
NR33247--MA0741.1.KLF16	chr18	74283089	74283099	-	0.000	0.000	Merged-chr18-74283060-15
NR30704--MA0599.1.KLF5	chr17	79355136	79355145	-	0.000	0.000	Merged-chr17-79355271-160
NR6956--MA0741.1.KLF16	chr10	67891257	67891267	+	0.000	0.000	Merged-chr10-67891340-18
NR1201--MA0740.1.KLF14	chr1	59912954	59912967	-	0.000	0.000	Merged-chr1-59913244-100
NR7028--MA1107.1.KLF9	chr10	68908239	68908251	+	0.000	0.000	Merged-chr10-68908384-20
NR23879--MA0740.1.KLF14	chr15	64113259	64113272	+	0.000	0.000	Merged-chr15-64113403-29
NR4610--MA0741.1.KLF16	chr1	180936917	180936927	-	0.000	0.000	Merged-chr1-180936862-28
NR65143--MA0599.1.KLF5	chr8	120668178	120668187	+	0.000	0.000	Merged-chr8-120668120-83
NR21089--MA0741.1.KLF16	chr14	60705240	60705250	+	0.000	0.000	Merged-chr14-60705209-36
NR9044--MA0740.1.KLF14	chr10	118782172	118782185	-	0.000	0.000	Merged-chr10-118782211-4
NR26146--MA0741.1.KLF16	chr16	21423247	21423257	-	0.000	0.000	Merged-chr16-21423316-65
NR47542--MA0741.1.KLF16	chr4	115047844	115047854	+	0.000	0.000	Merged-chr4-115047935-22
NR4896--MA0493.1.Klf1	chr1	189500039	189500049	+	0.000	0.000	Merged-chr1-189499965-39
NR59565--MA1107.1.KLF9	chr7	48137254	48137266	-	0.000	0.000	Merged-chr7-48137318-1
NR40187--MA1107.1.KLF9	chr2	172392452	172392464	-	0.000	0.000	Merged-chr2-172392373-19
NR39379--MA1107.1.KLF9	chr2	152197553	152197565	+	0.000	0.000	Merged-chr2-152197442-27
NR24737--MA0741.1.KLF16	chr15	85735368	85735378	-	0.000	0.000	Merged-chr15-85735483-51
NR12165--MA0599.1.KLF5	chr11	98939811	98939820	-	0.000	0.000	Merged-chr11-98939717-1
NR63289--MA1107.1.KLF9	chr8	57503828	57503840	-	0.000	0.000	Merged-chr8-57503871-22
NR45928--MA0741.1.KLF16	chr4	43875778	43875788	-	0.000	0.000	Merged-chr4-43875709-66
NR66121--MA0599.1.KLF5	chr9	35176013	35176022	+	0.000	0.000	Merged-chr9-35175859-80
NR57157--MA1107.1.KLF9	chr6	128839162	128839174	+	0.000	0.000	Merged-chr6-128839257-138
NR38490--MA0741.1.KLF16	chr2	125135989	125135999	-	0.000	0.000	Merged-chr2-125136116-38
NR15757--MA0599.1.KLF5	chr12	118836995	118837004	-	0.000	0.000	Merged-chr12-118836898-44
NR68994--MA0742.1.Klf12	chrX	73921994	73922008	-	0.000	0.000	Merged-chrX-73921958-51
NR12832--MA0599.1.KLF5	chr11	116643517	116643526	+	0.000	0.000	Merged-chr11-116643471-18
NR1533--MA0599.1.KLF5	chr1	74391761	74391770	+	0.000	0.000	Merged-chr1-74391638-119
NR26425--MA0599.1.KLF5	chr16	32593807	32593816	-	0.000	0.000	Merged-chr16-32593983-43
NR43431--MA0657.1.KLF13	chr3	121370592	121370609	-	0.000	0.000	Merged-chr3-121370505-2
NR30905--MA0493.1.Klf1	chr17	83880345	83880355	-	0.000	0.000	Merged-chr17-83880471-24
NR12818--MA0740.1.KLF14	chr11	116490428	116490441	-	0.000	0.000	Merged-chr11-116490389-61
NR3031--MA0742.1.Klf12	chr1	136234166	136234180	-	0.000	0.000	Merged-chr1-136234299-43
NR23194--MA0740.1.KLF14	chr15	35155952	35155965	-	0.000	0.000	Merged-chr15-35155762-73
NR10596--MA0740.1.KLF14	chr11	53096960	53096973	-	0.000	0.000	Merged-chr11-53097142-34
NR35934--MA0599.1.KLF5	chr2	30048877	30048886	+	0.000	0.000	Merged-chr2-30048939-51
NR4591--MA0741.1.KLF16	chr1	180548105	180548115	-	0.000	0.000	Merged-chr1-180548194-33
NR9548--MA1107.1.KLF9	chr10	128646011	128646023	-	0.000	0.000	Merged-chr10-128645990-43
NR28825--MA0741.1.KLF16	chr17	23677485	23677495	+	0.000	0.000	Merged-chr17-23677473-43
NR20101--MA0742.1.Klf12	chr14	26579505	26579519	+	0.000	0.000	Merged-chr14-26579365-2
NR50120--MA0599.1.KLF5	chr5	31241308	31241317	-	0.000	0.000	Merged-chr5-31241193-89
NR6608--MA0741.1.KLF16	chr10	57486354	57486364	-	0.000	0.000	Merged-chr10-57486406-88
NR7835--MA0599.1.KLF5	chr10	84440812	84440821	-	0.000	0.000	Merged-chr10-84440807-71
NR4657--MA0741.1.KLF16	chr1	183134609	183134619	+	0.000	0.000	Merged-chr1-183134644-18
NR41832--MA1107.1.KLF9	chr3	59042502	59042514	+	0.000	0.000	Merged-chr3-59042548-4
NR39980--MA0599.1.KLF5	chr2	168154561	168154570	+	0.000	0.000	Merged-chr2-168154639-40
NR11454--MA0741.1.KLF16	chr11	78165632	78165642	+	0.000	0.000	Merged-chr11-78165557-54
NR46029--MA0742.1.Klf12	chr4	46138443	46138457	+	0.000	0.000	Merged-chr4-46138589-84
NR55210--MA1107.1.KLF9	chr6	54228990	54229002	-	0.000	0.000	Merged-chr6-54229087-24
NR7221--MA0740.1.KLF14	chr10	75517436	75517449	+	0.000	0.000	Merged-chr10-75517574-101
NR753--MA0599.1.KLF5	chr1	38129662	38129671	+	0.000	0.000	Merged-chr1-38129687-97
NR9736--MA0742.1.Klf12	chr11	5444995	5445009	+	0.000	0.000	Merged-chr11-5444767-95
NR17260--MA0493.1.Klf1	chr13	59585302	59585312	-	0.000	0.000	Merged-chr13-59585318-80
NR68721--MA0493.1.Klf1	chrX	36689871	36689881	+	0.000	0.000	Merged-chrX-36689951-23
NR22643--MA0741.1.KLF16	chr15	5143797	5143807	+	0.000	0.000	Merged-chr15-5143962-110
NR14407--MA0493.1.Klf1	chr12	69361568	69361578	+	0.000	0.000	Merged-chr12-69361444-60
NR18900--MA1107.1.KLF9	chr13	107700677	107700689	-	0.000	0.000	Merged-chr13-107700458-32
NR45059--MA1107.1.KLF9	chr4	8774984	8774996	-	0.000	0.000	Merged-chr4-8775093-51
NR13115--MA1107.1.KLF9	chr12	4841424	4841436	+	0.000	0.000	Merged-chr12-4841599-31
NR50894--MA0493.1.Klf1	chr5	64764567	64764577	-	0.000	0.000	Merged-chr5-64764597-23
NR11617--MA0599.1.KLF5	chr11	82908270	82908279	+	0.000	0.000	Merged-chr11-82908298-45
NR35307--MA0741.1.KLF16	chr2	11100445	11100455	-	0.000	0.000	Merged-chr2-11100320-38
NR33507--MA1107.1.KLF9	chr18	82532268	82532280	-	0.000	0.000	Merged-chr18-82532131-16
NR58746--MA0740.1.KLF14	chr7	25756186	25756199	+	0.000	0.000	Merged-chr7-25756161-11
NR11741--MA1107.1.KLF9	chr11	88425679	88425691	-	0.000	0.000	Merged-chr11-88425684-6
NR12277--MA0599.1.KLF5	chr11	101316301	101316310	-	0.000	0.000	Merged-chr11-101316251-71
NR65236--MA1107.1.KLF9	chr8	122576999	122577011	-	0.000	0.000	Merged-chr8-122576792-51
NR25939--MA0740.1.KLF14	chr16	14159325	14159338	+	0.000	0.000	Merged-chr16-14159517-83
NR64278--MA0741.1.KLF16	chr8	91134003	91134013	+	0.000	0.000	Merged-chr8-91133941-78
NR33324--MA0740.1.KLF14	chr18	76929990	76930003	-	0.000	0.000	Merged-chr18-76929986-57
NR67178--MA0039.3.KLF4	chr9	80313761	80313771	-	0.000	0.000	Merged-chr9-80313733-27
NR25566--MA0742.1.Klf12	chr16	5352403	5352417	-	0.000	0.000	Merged-chr16-5352310-61
NR20878--MA0657.1.KLF13	chr14	54464157	54464174	+	0.000	0.000	Merged-chr14-54464203-140
NR48437--MA0742.1.Klf12	chr4	136021797	136021811	+	0.000	0.000	Merged-chr4-136021705-51
NR4243--MA0741.1.KLF16	chr1	172455586	172455596	-	0.000	0.000	Merged-chr1-172455714-32
NR37759--MA1107.1.KLF9	chr2	94273450	94273462	+	0.000	0.000	Merged-chr2-94273480-55
NR26526--MA0741.1.KLF16	chr16	36828375	36828385	+	0.000	0.000	Merged-chr16-36828275-76
