#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR4056--MA0766.1.GATA5	chr2	84868763	84868770	-	0.000	0.000	Merged-chr2-84868738-21
NR2366--MA0036.3.GATA2	chr14	73117310	73117320	-	0.000	0.000	Merged-chr14-73117167-52
NR5753--MA0766.1.GATA5	chr5	134330252	134330259	+	0.000	0.000	Merged-chr5-134330271-35
NR4599--MA0140.2.GATA1::TAL1	chr3	73046478	73046495	-	0.000	0.000	Merged-chr3-73046425-26
NR5013--MA0037.3.GATA3	chr4	33189443	33189450	-	0.000	0.000	Merged-chr4-33189254-36
NR1719--MA0037.3.GATA3	chr12	116177228	116177235	-	0.000	0.000	Merged-chr12-116177118-24
NR7339--MA0140.2.GATA1::TAL1	chr9	77954549	77954566	-	0.000	0.000	Merged-chr9-77954587-30
NR2337--MA0035.3.Gata1	chr14	62342732	62342742	-	0.000	0.000	Merged-chr14-62342844-35
NR1828--MA0037.3.GATA3	chr13	23756947	23756954	+	0.000	0.000	Merged-chr13-23757090-56
NR776--MA1104.1.GATA6	chr10	81137367	81137379	-	0.000	0.000	Merged-chr10-81137276-7
NR4772--MA1104.1.GATA6	chr3	132791513	132791525	+	0.000	0.000	Merged-chr3-132791387-40
NR3662--MA0036.3.GATA2	chr19	29067133	29067143	+	0.000	0.000	Merged-chr19-29067288-42
NR2016--MA1104.1.GATA6	chr13	94966146	94966158	-	0.000	0.000	Merged-chr13-94966148-17
NR3620--MA0035.3.Gata1	chr19	5088431	5088441	+	0.000	0.000	Merged-chr19-5088339-71
NR5671--MA0482.1.Gata4	chr5	107978460	107978470	-	0.000	0.000	Merged-chr5-107978348-39
NR3872--MA0035.3.Gata1	chr2	25111312	25111322	+	0.000	0.000	Merged-chr2-25111409-51
NR7141--MA0766.1.GATA5	chr9	11397026	11397033	-	0.000	0.000	Merged-chr9-11397041-28
NR10--MA0766.1.GATA5	chr1	13267649	13267656	+	0.000	0.000	Merged-chr1-13267455-62
NR1886--MA0036.3.GATA2	chr13	49188129	49188139	-	0.000	0.000	Merged-chr13-49188113-1
NR7020--MA0037.3.GATA3	chr8	115064800	115064807	-	0.000	0.000	Merged-chr8-115064848-48
NR5661--MA0035.3.Gata1	chr5	105699708	105699718	-	0.000	0.000	Merged-chr5-105699890-8
NR6709--MA0035.3.Gata1	chr7	123378037	123378047	+	0.000	0.000	Merged-chr7-123378098-56
NR4758--MA0035.3.Gata1	chr3	127759488	127759498	+	0.000	0.000	Merged-chr3-127759429-25
NR2234--MA1104.1.GATA6	chr14	20938523	20938535	+	0.000	0.000	Merged-chr14-20938430-1
NR1980--MA1104.1.GATA6	chr13	85505143	85505155	-	0.000	0.000	Merged-chr13-85505133-53
NR5496--MA0037.3.GATA3	chr5	63768124	63768131	-	0.000	0.000	Merged-chr5-63767981-25
NR6547--MA0035.3.Gata1	chr7	105527416	105527426	+	0.000	0.000	Merged-chr7-105527524-9
NR3990--MA0140.2.GATA1::TAL1	chr2	66184996	66185013	-	0.000	0.000	Merged-chr2-66184903-51
NR6456--MA0766.1.GATA5	chr7	78583904	78583911	+	0.000	0.000	Merged-chr7-78583930-15
NR4546--MA1104.1.GATA6	chr3	37738508	37738520	+	0.000	0.000	Merged-chr3-37738517-40
NR2866--MA1104.1.GATA6	chr16	50839800	50839812	-	0.000	0.000	Merged-chr16-50839866-11
NR6032--MA0036.3.GATA2	chr6	98843187	98843197	+	0.000	0.000	Merged-chr6-98843089-22
NR2568--MA0035.3.Gata1	chr15	56046943	56046953	+	0.000	0.000	Merged-chr15-56047041-38
NR4418--MA0036.3.GATA2	chr2	163102175	163102185	+	0.000	0.000	Merged-chr2-163102101-1
NR6294--MA0766.1.GATA5	chr7	6127302	6127309	-	0.000	0.000	Merged-chr7-6127268-44
NR6090--MA0482.1.Gata4	chr6	117166982	117166992	-	0.000	0.000	Merged-chr6-117167105-10
NR1993--MA1104.1.GATA6	chr13	89889161	89889173	-	0.000	0.000	Merged-chr13-89889254-28
NR218--MA0035.3.Gata1	chr1	104986203	104986213	-	0.000	0.000	Merged-chr1-104986299-37
NR4214--MA0035.3.Gata1	chr2	121457052	121457062	+	0.000	0.000	Merged-chr2-121457132-54
NR2085--MA1104.1.GATA6	chr13	102875199	102875211	+	0.000	0.000	Merged-chr13-102875123-19
NR2448--MA0482.1.Gata4	chr14	104517162	104517172	+	0.000	0.000	Merged-chr14-104517244-7
NR1722--MA0036.3.GATA2	chr12	116177227	116177237	+	0.000	0.000	Merged-chr12-116177118-24
NR4856--MA0482.1.Gata4	chr3	139024692	139024702	+	0.000	0.000	Merged-chr3-139024771-15
NR2832--MA0037.3.GATA3	chr16	43661710	43661717	+	0.000	0.000	Merged-chr16-43661789-37
NR5791--MA0036.3.GATA2	chr5	147063477	147063487	+	0.000	0.000	Merged-chr5-147063758-85
NR1432--MA0482.1.Gata4	chr12	31997091	31997101	-	0.000	0.000	Merged-chr12-31997107-37
NR3763--MA0036.3.GATA2	chr19	57079574	57079584	-	0.000	0.000	Merged-chr19-57079445-11
NR1878--MA0036.3.GATA2	chr13	43191921	43191931	+	0.000	0.000	Merged-chr13-43191968-21
NR4621--MA0037.3.GATA3	chr3	84570697	84570704	-	0.000	0.000	Merged-chr3-84570776-21
NR6897--MA0482.1.Gata4	chr8	61283357	61283367	-	0.000	0.000	Merged-chr8-61283229-50
NR1684--MA0482.1.Gata4	chr12	112001284	112001294	-	0.000	0.000	Merged-chr12-112001420-10
NR6945--MA0140.2.GATA1::TAL1	chr8	85025511	85025528	-	0.000	0.000	Merged-chr8-85025499-64
NR2276--MA0035.3.Gata1	chr14	49155694	49155704	-	0.000	0.000	Merged-chr14-49155726-21
NR4136--MA0766.1.GATA5	chr2	103652312	103652319	-	0.000	0.000	Merged-chr2-103652335-51
NR1812--MA0482.1.Gata4	chr13	20094995	20095005	+	0.000	0.000	Merged-chr13-20095026-36
NR2799--MA0035.3.Gata1	chr16	24151676	24151686	-	0.000	0.000	Merged-chr16-24151708-115
NR7484--MA0036.3.GATA2	chr9	112186686	112186696	+	0.000	0.000	Merged-chr9-112186441-37
NR6314--MA1104.1.GATA6	chr7	19332939	19332951	-	0.000	0.000	Merged-chr7-19332998-44
NR1854--MA0766.1.GATA5	chr13	34864587	34864594	+	0.000	0.000	Merged-chr13-34864620-19
NR1650--MA0482.1.Gata4	chr12	104069807	104069817	-	0.000	0.000	Merged-chr12-104069872-17
NR7168--MA0037.3.GATA3	chr9	32706422	32706429	-	0.000	0.000	Merged-chr9-32706237-53
NR2519--MA0140.2.GATA1::TAL1	chr15	25216780	25216797	+	0.000	0.000	Merged-chr15-25216736-38
NR5727--MA0036.3.GATA2	chr5	123132811	123132821	+	0.000	0.000	Merged-chr5-123132961-7
NR2335--MA1104.1.GATA6	chr14	62342731	62342743	+	0.000	0.000	Merged-chr14-62342844-35
NR5616--MA0037.3.GATA3	chr5	96201946	96201953	-	0.000	0.000	Merged-chr5-96201907-44
NR6101--MA0482.1.Gata4	chr6	119902591	119902601	-	0.000	0.000	Merged-chr6-119902691-53
NR2540--MA0037.3.GATA3	chr15	50667571	50667578	-	0.000	0.000	Merged-chr15-50667671-62
NR2265--MA0482.1.Gata4	chr14	45041136	45041146	+	0.000	0.000	Merged-chr14-45041159-62
NR3870--MA1104.1.GATA6	chr2	25111311	25111323	-	0.000	0.000	Merged-chr2-25111409-51
NR5151--MA0036.3.GATA2	chr4	95530934	95530944	-	0.000	0.000	Merged-chr4-95530923-13
NR2788--MA0482.1.Gata4	chr16	23151491	23151501	-	0.000	0.000	Merged-chr16-23151647-12
NR4054--MA0482.1.Gata4	chr2	84868763	84868773	+	0.000	0.000	Merged-chr2-84868738-21
NR7610--MA1104.1.GATA6	chrX	75475362	75475374	-	0.000	0.000	Merged-chrX-75475461-22
NR4799--MA0140.2.GATA1::TAL1	chr3	135513419	135513436	-	0.000	0.000	Merged-chr3-135513515-51
NR5802--MA0036.3.GATA2	chr5	149392279	149392289	-	0.000	0.000	Merged-chr5-149392157-30
NR713--MA0037.3.GATA3	chr10	59392117	59392124	-	0.000	0.000	Merged-chr10-59392092-23
NR1653--MA0035.3.Gata1	chr12	104069808	104069818	-	0.000	0.000	Merged-chr12-104069872-17
NR7603--MA0140.2.GATA1::TAL1	chrX	42337106	42337123	-	0.000	0.000	Merged-chrX-42336875-23
NR5788--MA0035.3.Gata1	chr5	146897120	146897130	+	0.000	0.000	Merged-chr5-146897155-34
NR4180--MA1104.1.GATA6	chr2	115855976	115855988	-	0.000	0.000	Merged-chr2-115856078-28
NR1942--MA0766.1.GATA5	chr13	73505476	73505483	+	0.000	0.000	Merged-chr13-73505560-1
NR5672--MA1104.1.GATA6	chr5	107978460	107978472	+	0.000	0.000	Merged-chr5-107978348-39
NR1932--MA0036.3.GATA2	chr13	67360422	67360432	-	0.000	0.000	Merged-chr13-67360485-68
NR1323--MA0766.1.GATA5	chr11	106438888	106438895	-	0.000	0.000	Merged-chr11-106438995-31
NR3548--MA0037.3.GATA3	chr18	79353031	79353038	+	0.000	0.000	Merged-chr18-79353064-26
NR5754--MA0035.3.Gata1	chr5	134330250	134330260	-	0.000	0.000	Merged-chr5-134330271-35
NR7343--MA0766.1.GATA5	chr9	78024981	78024988	-	0.000	0.000	Merged-chr9-78024957-31
NR4033--MA0482.1.Gata4	chr2	80324388	80324398	+	0.000	0.000	Merged-chr2-80324472-29
NR3983--MA0766.1.GATA5	chr2	65552090	65552097	+	0.000	0.000	Merged-chr2-65551988-12
NR3112--MA0766.1.GATA5	chr17	13654911	13654918	+	0.000	0.000	Merged-chr17-13654932-70
NR7595--MA0766.1.GATA5	chrX	12007355	12007362	+	0.000	0.000	Merged-chrX-12007363-15
NR7171--MA0036.3.GATA2	chr9	32706421	32706431	+	0.000	0.000	Merged-chr9-32706237-53
NR50--MA0766.1.GATA5	chr1	44101608	44101615	+	0.000	0.000	Merged-chr1-44101717-6
NR4587--MA0140.2.GATA1::TAL1	chr3	68240085	68240102	-	0.000	0.000	Merged-chr3-68240034-18
NR7508--MA0036.3.GATA2	chr9	116138612	116138622	+	0.000	0.000	Merged-chr9-116138726-20
NR5010--MA0766.1.GATA5	chr4	32615369	32615376	-	0.000	0.000	Merged-chr4-32615355-52
NR6091--MA1104.1.GATA6	chr6	117166982	117166994	+	0.000	0.000	Merged-chr6-117167105-10
NR2449--MA1104.1.GATA6	chr14	104517160	104517172	-	0.000	0.000	Merged-chr14-104517244-7
NR1231--MA0035.3.Gata1	chr11	86590341	86590351	-	0.000	0.000	Merged-chr11-86590452-15
NR4857--MA1104.1.GATA6	chr3	139024690	139024702	-	0.000	0.000	Merged-chr3-139024771-15
NR5437--MA0766.1.GATA5	chr5	30887493	30887500	+	0.000	0.000	Merged-chr5-30887642-12
NR5412--MA1104.1.GATA6	chr5	20792369	20792381	+	0.000	0.000	Merged-chr5-20792282-29
NR1939--MA0482.1.Gata4	chr13	73505473	73505483	-	0.000	0.000	Merged-chr13-73505560-1
NR4860--MA0035.3.Gata1	chr3	139024691	139024701	+	0.000	0.000	Merged-chr3-139024771-15
NR3062--MA0036.3.GATA2	chr17	8206780	8206790	-	0.000	0.000	Merged-chr17-8206780-14
NR763--MA0036.3.GATA2	chr10	75417898	75417908	+	0.000	0.000	Merged-chr10-75417748-37
NR7248--MA0037.3.GATA3	chr9	52259627	52259634	+	0.000	0.000	Merged-chr9-52259787-26
NR1433--MA1104.1.GATA6	chr12	31997091	31997103	+	0.000	0.000	Merged-chr12-31997107-37
NR2225--MA0140.2.GATA1::TAL1	chr14	15100029	15100046	-	0.000	0.000	Merged-chr14-15100120-43
NR7105--MA0037.3.GATA3	chr8	127589470	127589477	-	0.000	0.000	Merged-chr8-127589399-43
NR2759--MA0482.1.Gata4	chr16	17015616	17015626	+	0.000	0.000	Merged-chr16-17015762-57
NR3723--MA0766.1.GATA5	chr19	40477468	40477475	+	0.000	0.000	Merged-chr19-40477377-1
NR830--MA0035.3.Gata1	chr10	96204410	96204420	+	0.000	0.000	Merged-chr10-96204406-28
NR1813--MA1104.1.GATA6	chr13	20094993	20095005	-	0.000	0.000	Merged-chr13-20095026-36
NR3551--MA0036.3.GATA2	chr18	79353029	79353039	-	0.000	0.000	Merged-chr18-79353064-26
NR1651--MA1104.1.GATA6	chr12	104069807	104069819	+	0.000	0.000	Merged-chr12-104069872-17
NR7511--MA0482.1.Gata4	chr9	116283895	116283905	+	0.000	0.000	Merged-chr9-116283998-37
NR1057--MA0766.1.GATA5	chr11	22824246	22824253	-	0.000	0.000	Merged-chr11-22824173-55
NR885--MA0036.3.GATA2	chr10	111583205	111583215	-	0.000	0.000	Merged-chr10-111583294-13
NR5786--MA1104.1.GATA6	chr5	146897119	146897131	-	0.000	0.000	Merged-chr5-146897155-34
NR6102--MA1104.1.GATA6	chr6	119902591	119902603	+	0.000	0.000	Merged-chr6-119902691-53
NR2266--MA1104.1.GATA6	chr14	45041134	45041146	-	0.000	0.000	Merged-chr14-45041159-62
NR3988--MA0766.1.GATA5	chr2	66185007	66185014	+	0.000	0.000	Merged-chr2-66184903-51
NR7410--MA0766.1.GATA5	chr9	95113475	95113482	-	0.000	0.000	Merged-chr9-95113538-34
NR2789--MA1104.1.GATA6	chr16	23151491	23151503	+	0.000	0.000	Merged-chr16-23151647-12
NR4055--MA1104.1.GATA6	chr2	84868761	84868773	-	0.000	0.000	Merged-chr2-84868738-21
NR6207--MA0482.1.Gata4	chr6	135418446	135418456	+	0.000	0.000	Merged-chr6-135418528-77
NR4677--MA0140.2.GATA1::TAL1	chr3	103378212	103378229	-	0.000	0.000	Merged-chr3-103378248-34
NR7633--MA0482.1.Gata4	chrX	106171387	106171397	-	0.000	0.000	Merged-chrX-106171533-49
NR3402--MA0482.1.Gata4	chr18	46448738	46448748	-	0.000	0.000	Merged-chr18-46448750-18
NR5629--MA0035.3.Gata1	chr5	100798624	100798634	-	0.000	0.000	Merged-chr5-100798615-58
NR2232--MA0037.3.GATA3	chr14	20938526	20938533	+	0.000	0.000	Merged-chr14-20938430-1
NR3301--MA0766.1.GATA5	chr17	79615213	79615220	-	0.000	0.000	Merged-chr17-79615226-63
NR1406--MA0036.3.GATA2	chr12	16474653	16474663	-	0.000	0.000	Merged-chr12-16474710-17
NR5966--MA0482.1.Gata4	chr6	87009199	87009209	-	0.000	0.000	Merged-chr6-87009216-1
NR1991--MA0037.3.GATA3	chr13	89889163	89889170	-	0.000	0.000	Merged-chr13-89889254-28
NR1321--MA0482.1.Gata4	chr11	106438888	106438898	+	0.000	0.000	Merged-chr11-106438995-31
NR3381--MA0036.3.GATA2	chr18	38700837	38700847	+	0.000	0.000	Merged-chr18-38700911-27
NR7636--MA0035.3.Gata1	chrX	106171388	106171398	-	0.000	0.000	Merged-chrX-106171533-49
NR2083--MA0037.3.GATA3	chr13	102875202	102875209	+	0.000	0.000	Merged-chr13-102875123-19
NR1092--MA0766.1.GATA5	chr11	46389539	46389546	-	0.000	0.000	Merged-chr11-46389577-59
NR3110--MA0482.1.Gata4	chr17	13654908	13654918	-	0.000	0.000	Merged-chr17-13654932-70
NR4740--MA0766.1.GATA5	chr3	122419826	122419833	+	0.000	0.000	Merged-chr3-122419865-81
NR1040--MA0035.3.Gata1	chr11	11836981	11836991	+	0.000	0.000	Merged-chr11-11837020-26
NR1528--MA0036.3.GATA2	chr12	76527617	76527627	-	0.000	0.000	Merged-chr12-76527633-28
NR3675--MA0766.1.GATA5	chr19	29418706	29418713	-	0.000	0.000	Merged-chr19-29418635-70
NR1114--MA0036.3.GATA2	chr11	53141383	53141393	-	0.000	0.000	Merged-chr11-53141237-14
NR3808--MA0482.1.Gata4	chr2	6711290	6711300	+	0.000	0.000	Merged-chr2-6711188-63
NR3399--MA0035.3.Gata1	chr18	46013366	46013376	-	0.000	0.000	Merged-chr18-46013388-48
NR7134--MA0036.3.GATA2	chr9	7576785	7576795	-	0.000	0.000	Merged-chr9-7576753-19
NR1509--MA0482.1.Gata4	chr12	73598433	73598443	+	0.000	0.000	Merged-chr12-73598343-51
NR333--MA0036.3.GATA2	chr1	151346962	151346972	+	0.000	0.000	Merged-chr1-151346878-17
NR6312--MA0037.3.GATA3	chr7	19332941	19332948	-	0.000	0.000	Merged-chr7-19332998-44
NR3851--MA0482.1.Gata4	chr2	19579637	19579647	-	0.000	0.000	Merged-chr2-19579753-13
NR185--MA0140.2.GATA1::TAL1	chr1	91065254	91065271	-	0.000	0.000	Merged-chr1-91065226-49
NR3232--MA0482.1.Gata4	chr17	62784084	62784094	+	0.000	0.000	Merged-chr17-62784192-42
NR3898--MA0482.1.Gata4	chr2	31180408	31180418	-	0.000	0.000	Merged-chr2-31180309-64
NR7596--MA0035.3.Gata1	chrX	12007353	12007363	-	0.000	0.000	Merged-chrX-12007363-15
NR694--MA0036.3.GATA2	chr10	46011984	46011994	+	0.000	0.000	Merged-chr10-46012127-41
NR51--MA0035.3.Gata1	chr1	44101606	44101616	-	0.000	0.000	Merged-chr1-44101717-6
NR7224--MA0482.1.Gata4	chr9	48538517	48538527	-	0.000	0.000	Merged-chr9-48538454-59
NR1517--MA0766.1.GATA5	chr12	75494881	75494888	+	0.000	0.000	Merged-chr12-75494766-18
NR1979--MA0482.1.Gata4	chr13	85505145	85505155	+	0.000	0.000	Merged-chr13-85505133-53
NR2933--MA0036.3.GATA2	chr16	78265277	78265287	+	0.000	0.000	Merged-chr16-78265078-57
NR7384--MA1104.1.GATA6	chr9	89842483	89842495	+	0.000	0.000	Merged-chr9-89842601-13
NR5011--MA0035.3.Gata1	chr4	32615368	32615378	+	0.000	0.000	Merged-chr4-32615355-52
NR761--MA0035.3.Gata1	chr10	75406253	75406263	-	0.000	0.000	Merged-chr10-75406076-29
NR670--MA0766.1.GATA5	chr10	28674113	28674120	+	0.000	0.000	Merged-chr10-28674060-27
NR1853--MA1104.1.GATA6	chr13	34864584	34864596	+	0.000	0.000	Merged-chr13-34864620-19
NR5--MA0035.3.Gata1	chr1	9883248	9883258	+	0.000	0.000	Merged-chr1-9883358-36
NR5618--MA0766.1.GATA5	chr5	96201946	96201953	-	0.000	0.000	Merged-chr5-96201907-44
NR2542--MA0766.1.GATA5	chr15	50667571	50667578	-	0.000	0.000	Merged-chr15-50667671-62
NR5670--MA0037.3.GATA3	chr5	107978463	107978470	+	0.000	0.000	Merged-chr5-107978348-39
NR6916--MA0140.2.GATA1::TAL1	chr8	71542801	71542818	+	0.000	0.000	Merged-chr8-71542903-45
NR1629--MA0036.3.GATA2	chr12	98674785	98674795	-	0.000	0.000	Merged-chr12-98674935-52
NR6208--MA1104.1.GATA6	chr6	135418444	135418456	-	0.000	0.000	Merged-chr6-135418528-77
NR3519--MA0035.3.Gata1	chr18	75489365	75489375	-	0.000	0.000	Merged-chr18-75489446-39
NR5698--MA0036.3.GATA2	chr5	114505393	114505403	+	0.000	0.000	Merged-chr5-114505492-44
NR53--MA0482.1.Gata4	chr1	51597407	51597417	-	0.000	0.000	Merged-chr1-51597319-48
NR7634--MA1104.1.GATA6	chrX	106171387	106171399	+	0.000	0.000	Merged-chrX-106171533-49
NR1196--MA0036.3.GATA2	chr11	72550343	72550353	+	0.000	0.000	Merged-chr11-72550348-34
NR3403--MA1104.1.GATA6	chr18	46448738	46448750	+	0.000	0.000	Merged-chr18-46448750-18
NR4531--MA0035.3.Gata1	chr3	33956365	33956375	-	0.000	0.000	Merged-chr3-33956471-94
NR1053--MA0036.3.GATA2	chr11	22813643	22813653	-	0.000	0.000	Merged-chr11-22813643-1
NR301--MA0766.1.GATA5	chr1	143202926	143202933	+	0.000	0.000	Merged-chr1-143203062-8
NR7445--MA0035.3.Gata1	chr9	103180919	103180929	+	0.000	0.000	Merged-chr9-103181088-53
NR5289--MA0035.3.Gata1	chr4	145200596	145200606	-	0.000	0.000	Merged-chr4-145200481-37
NR1290--MA1104.1.GATA6	chr11	101604891	101604903	-	0.000	0.000	Merged-chr11-101604778-40
NR1172--MA0766.1.GATA5	chr11	64899065	64899072	-	0.000	0.000	Merged-chr11-64899021-36
NR1286--MA0482.1.Gata4	chr11	100545861	100545871	+	0.000	0.000	Merged-chr11-100545700-39
NR3989--MA0035.3.Gata1	chr2	66185005	66185015	-	0.000	0.000	Merged-chr2-66184903-51
NR3397--MA1104.1.GATA6	chr18	46013365	46013377	+	0.000	0.000	Merged-chr18-46013388-48
NR4520--MA0482.1.Gata4	chr3	21996047	21996057	-	0.000	0.000	Merged-chr3-21996009-51
NR1281--MA0140.2.GATA1::TAL1	chr11	99024215	99024232	+	0.000	0.000	Merged-chr11-99024246-49
NR2447--MA0037.3.GATA3	chr14	104517162	104517169	-	0.000	0.000	Merged-chr14-104517244-7
NR4855--MA0037.3.GATA3	chr3	139024692	139024699	-	0.000	0.000	Merged-chr3-139024771-15
NR3869--MA0482.1.Gata4	chr2	25111313	25111323	+	0.000	0.000	Merged-chr2-25111409-51
NR3111--MA1104.1.GATA6	chr17	13654908	13654920	+	0.000	0.000	Merged-chr17-13654932-70
NR3479--MA0035.3.Gata1	chr18	68465693	68465703	-	0.000	0.000	Merged-chr18-68465705-17
NR3982--MA0037.3.GATA3	chr2	65552090	65552097	+	0.000	0.000	Merged-chr2-65551988-12
NR2601--MA0482.1.Gata4	chr15	72928856	72928866	-	0.000	0.000	Merged-chr15-72929064-48
NR7609--MA0482.1.Gata4	chrX	75475364	75475374	+	0.000	0.000	Merged-chrX-75475461-22
NR6351--MA0766.1.GATA5	chr7	30280502	30280509	+	0.000	0.000	Merged-chr7-30280528-94
NR5658--MA0482.1.Gata4	chr5	105699707	105699717	-	0.000	0.000	Merged-chr5-105699890-8
NR2904--MA0036.3.GATA2	chr16	58670209	58670219	+	0.000	0.000	Merged-chr16-58670422-58
NR5024--MA0036.3.GATA2	chr4	40183011	40183021	+	0.000	0.000	Merged-chr4-40183077-21
NR1811--MA0037.3.GATA3	chr13	20094995	20095002	-	0.000	0.000	Merged-chr13-20095026-36
NR2569--MA0037.3.GATA3	chr15	56047196	56047203	+	0.000	0.000	Merged-chr15-56047041-38
NR4775--MA0035.3.Gata1	chr3	132791514	132791524	-	0.000	0.000	Merged-chr3-132791387-40
NR3233--MA1104.1.GATA6	chr17	62784082	62784094	-	0.000	0.000	Merged-chr17-62784192-42
NR1817--MA0140.2.GATA1::TAL1	chr13	20094996	20095013	+	0.000	0.000	Merged-chr13-20095026-36
NR365--MA0035.3.Gata1	chr1	156901951	156901961	-	0.000	0.000	Merged-chr1-156901975-24
NR612--MA0482.1.Gata4	chr10	12806117	12806127	+	0.000	0.000	Merged-chr10-12806040-40
NR3848--MA0482.1.Gata4	chr2	19320161	19320171	+	0.000	0.000	Merged-chr2-19320316-15
NR5138--MA0035.3.Gata1	chr4	89486086	89486096	-	0.000	0.000	Merged-chr4-89486149-23
NR7588--MA0036.3.GATA2	chrX	11664674	11664684	+	0.000	0.000	Merged-chrX-11664686-45
NR131--MA0766.1.GATA5	chr1	74726885	74726892	-	0.000	0.000	Merged-chr1-74726770-27
NR6100--MA0037.3.GATA3	chr6	119902594	119902601	+	0.000	0.000	Merged-chr6-119902691-53
NR6463--MA0036.3.GATA2	chr7	79728347	79728357	+	0.000	0.000	Merged-chr7-79728407-21
NR6734--MA0036.3.GATA2	chr7	127288040	127288050	-	0.000	0.000	Merged-chr7-127288112-51
NR2264--MA0037.3.GATA3	chr14	45041136	45041143	-	0.000	0.000	Merged-chr14-45041159-62
NR1093--MA0035.3.Gata1	chr11	46389538	46389548	+	0.000	0.000	Merged-chr11-46389577-59
NR43--MA0036.3.GATA2	chr1	39702783	39702793	+	0.000	0.000	Merged-chr1-39702774-23
NR6150--MA0035.3.Gata1	chr6	128001277	128001287	+	0.000	0.000	Merged-chr6-128001424-1
NR2503--MA0036.3.GATA2	chr15	5108583	5108593	+	0.000	0.000	Merged-chr15-5108448-64
NR4741--MA0035.3.Gata1	chr3	122419824	122419834	-	0.000	0.000	Merged-chr3-122419865-81
NR7225--MA1104.1.GATA6	chr9	48538517	48538529	+	0.000	0.000	Merged-chr9-48538454-59
NR2787--MA0037.3.GATA3	chr16	23151494	23151501	+	0.000	0.000	Merged-chr16-23151647-12
NR511--MA0766.1.GATA5	chr1	179169880	179169887	-	0.000	0.000	Merged-chr1-179169843-56
NR4053--MA0037.3.GATA3	chr2	84868763	84868770	-	0.000	0.000	Merged-chr2-84868738-21
NR2965--MA0035.3.Gata1	chr16	89835833	89835843	-	0.000	0.000	Merged-chr16-89835915-50
NR4815--MA0036.3.GATA2	chr3	136611952	136611962	-	0.000	0.000	Merged-chr3-136611929-48
NR1515--MA0482.1.Gata4	chr12	75494878	75494888	-	0.000	0.000	Merged-chr12-75494766-18
NR4401--MA0036.3.GATA2	chr2	157131307	157131317	+	0.000	0.000	Merged-chr2-157131278-25
NR7197--MA0766.1.GATA5	chr9	41118252	41118259	+	0.000	0.000	Merged-chr9-41118206-38
NR2450--MA0036.3.GATA2	chr14	104517161	104517171	+	0.000	0.000	Merged-chr14-104517244-7
NR66--MA0766.1.GATA5	chr1	54421814	54421821	+	0.000	0.000	Merged-chr1-54421982-33
NR56--MA0036.3.GATA2	chr1	51820734	51820744	-	0.000	0.000	Merged-chr1-51820806-47
NR6614--MA0766.1.GATA5	chr7	113419587	113419594	+	0.000	0.000	Merged-chr7-113419557-35
NR6430--MA0140.2.GATA1::TAL1	chr7	65705261	65705278	-	0.000	0.000	Merged-chr7-65705151-59
NR1876--MA0482.1.Gata4	chr13	43191922	43191932	+	0.000	0.000	Merged-chr13-43191968-21
NR3142--MA0482.1.Gata4	chr17	26532842	26532852	-	0.000	0.000	Merged-chr17-26532798-20
NR1688--MA1104.1.GATA6	chr12	112606009	112606021	-	0.000	0.000	Merged-chr12-112605824-36
NR7482--MA0482.1.Gata4	chr9	112186687	112186697	+	0.000	0.000	Merged-chr9-112186441-37
NR6627--MA0766.1.GATA5	chr7	114095575	114095582	+	0.000	0.000	Merged-chr7-114095651-34
NR4353--MA0035.3.Gata1	chr2	150748923	150748933	-	0.000	0.000	Merged-chr2-150749158-47
NR5725--MA0482.1.Gata4	chr5	123132812	123132822	+	0.000	0.000	Merged-chr5-123132961-7
NR4262--MA0766.1.GATA5	chr2	129385622	129385629	-	0.000	0.000	Merged-chr2-129385556-29
