#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR1742--MA0002.2.RUNX1	chr11	118209711	118209721	-	0.000	0.000	Merged-chr11-118209707-5
NR537--MA0684.1.RUNX3	chr1	144283483	144283492	+	0.000	0.000	Merged-chr1-144283563-68
NR4328--MA0684.1.RUNX3	chr17	70986059	70986068	+	0.000	0.000	Merged-chr17-70986158-26
NR9171--MA0002.2.RUNX1	chr9	71616267	71616277	+	0.000	0.000	Merged-chr9-71616371-23
NR6194--MA0684.1.RUNX3	chr3	145538145	145538154	+	0.000	0.000	Merged-chr3-145538069-30
NR1851--MA0002.2.RUNX1	chr12	24565554	24565564	-	0.000	0.000	Merged-chr12-24565518-17
NR1646--MA0002.2.RUNX1	chr11	95666865	95666875	-	0.000	0.000	Merged-chr11-95666991-65
NR7414--MA0002.2.RUNX1	chr6	5436826	5436836	+	0.000	0.000	Merged-chr6-5436735-3
NR3660--MA0684.1.RUNX3	chr16	23264253	23264262	+	0.000	0.000	Merged-chr16-23264212-1
NR5192--MA0002.2.RUNX1	chr2	75825726	75825736	+	0.000	0.000	Merged-chr2-75825835-11
NR7970--MA0511.2.RUNX2	chr6	136804318	136804326	-	0.000	0.000	Merged-chr6-136804130-108
NR1503--MA0002.2.RUNX1	chr11	50849510	50849520	+	0.000	0.000	Merged-chr11-50849600-5
NR1361--MA0684.1.RUNX3	chr11	5541337	5541346	+	0.000	0.000	Merged-chr11-5541384-26
NR6719--MA0511.2.RUNX2	chr4	134642024	134642032	+	0.000	0.000	Merged-chr4-134642170-32
NR5638--MA0002.2.RUNX1	chr3	20260587	20260597	-	0.000	0.000	Merged-chr3-20260761-8
NR3687--MA0002.2.RUNX1	chr16	30599762	30599772	-	0.000	0.000	Merged-chr16-30599765-51
NR1070--MA0002.2.RUNX1	chr10	67503597	67503607	-	0.000	0.000	Merged-chr10-67503707-61
NR2118--MA0002.2.RUNX1	chr12	98269813	98269823	-	0.000	0.000	Merged-chr12-98269804-132
NR8429--MA0684.1.RUNX3	chr7	118895608	118895617	-	0.000	0.000	Merged-chr7-118895692-11
NR8508--MA0511.2.RUNX2	chr7	141194085	141194093	-	0.000	0.000	Merged-chr7-141194198-81
NR7903--MA0002.2.RUNX1	chr6	128007301	128007311	-	0.000	0.000	Merged-chr6-128007455-5
NR2227--MA0002.2.RUNX1	chr12	118836199	118836209	+	0.000	0.000	Merged-chr12-118836221-3
NR8538--MA0684.1.RUNX3	chr8	9448009	9448018	+	0.000	0.000	Merged-chr8-9448002-4
NR5604--MA0002.2.RUNX1	chr3	9817239	9817249	-	0.000	0.000	Merged-chr3-9817216-3
NR1850--MA0684.1.RUNX3	chr12	21451579	21451588	+	0.000	0.000	Merged-chr12-21451589-67
NR3653--MA0002.2.RUNX1	chr16	22461876	22461886	+	0.000	0.000	Merged-chr16-22461951-26
NR3924--MA0002.2.RUNX1	chr16	91076468	91076478	-	0.000	0.000	Merged-chr16-91076341-10
NR6044--MA0002.2.RUNX1	chr3	116380635	116380645	-	0.000	0.000	Merged-chr3-116380638-41
NR9421--MA0002.2.RUNX1	chrX	11647196	11647206	-	0.000	0.000	Merged-chrX-11647127-35
NR6666--MA0511.2.RUNX2	chr4	121231419	121231427	+	0.000	0.000	Merged-chr4-121231330-50
NR7536--MA0002.2.RUNX1	chr6	38848073	38848083	+	0.000	0.000	Merged-chr6-38848269-41
NR3510--MA0002.2.RUNX1	chr15	88828460	88828470	+	0.000	0.000	Merged-chr15-88828677-52
NR940--MA0002.2.RUNX1	chr10	30716172	30716182	+	0.000	0.000	Merged-chr10-30716378-49
NR1502--MA0684.1.RUNX3	chr11	50371494	50371503	+	0.000	0.000	Merged-chr11-50371605-32
NR8518--MA0002.2.RUNX1	chr7	143624769	143624779	-	0.000	0.000	Merged-chr7-143624807-1
NR1354--MA0002.2.RUNX1	chr11	4135370	4135380	+	0.000	0.000	Merged-chr11-4135322-68
NR7870--MA0684.1.RUNX3	chr6	120957518	120957527	-	0.000	0.000	Merged-chr6-120957473-22
NR1310--MA0511.2.RUNX2	chr10	121282665	121282673	-	0.000	0.000	Merged-chr10-121282719-28
NR5171--MA0002.2.RUNX1	chr2	70701784	70701794	-	0.000	0.000	Merged-chr2-70701811-22
NR3705--MA0684.1.RUNX3	chr16	35741828	35741837	-	0.000	0.000	Merged-chr16-35741769-10
NR3762--MA0002.2.RUNX1	chr16	49818780	49818790	-	0.000	0.000	Merged-chr16-49818889-55
NR1877--MA0002.2.RUNX1	chr12	34248929	34248939	-	0.000	0.000	Merged-chr12-34249045-49
NR4539--MA0002.2.RUNX1	chr18	49239896	49239906	-	0.000	0.000	Merged-chr18-49239793-1
NR7850--MA0002.2.RUNX1	chr6	119521547	119521557	+	0.000	0.000	Merged-chr6-119521532-2
NR1833--MA0511.2.RUNX2	chr12	16532566	16532574	+	0.000	0.000	Merged-chr12-16532570-85
NR7916--MA0002.2.RUNX1	chr6	129284635	129284645	-	0.000	0.000	Merged-chr6-129284661-64
NR8028--MA0684.1.RUNX3	chr6	143067015	143067024	+	0.000	0.000	Merged-chr6-143067094-13
NR3957--MA0684.1.RUNX3	chr16	94485295	94485304	-	0.000	0.000	Merged-chr16-94485171-25
NR6348--MA0684.1.RUNX3	chr4	21777263	21777272	-	0.000	0.000	Merged-chr4-21777140-4
NR129--MA0002.2.RUNX1	chr1	39736300	39736310	-	0.000	0.000	Merged-chr1-39736225-9
NR4668--MA0684.1.RUNX3	chr18	75374181	75374190	-	0.000	0.000	Merged-chr18-75374196-25
NR7897--MA0002.2.RUNX1	chr6	127434325	127434335	+	0.000	0.000	Merged-chr6-127434285-47
NR3871--MA0002.2.RUNX1	chr16	78546726	78546736	-	0.000	0.000	Merged-chr16-78546881-68
NR3937--MA0002.2.RUNX1	chr16	92621220	92621230	-	0.000	0.000	Merged-chr16-92621073-48
NR5603--MA0684.1.RUNX3	chr3	9633481	9633490	-	0.000	0.000	Merged-chr3-9633388-6
NR2349--MA0002.2.RUNX1	chr13	30933106	30933116	+	0.000	0.000	Merged-chr13-30933157-53
NR3381--MA0684.1.RUNX3	chr15	53235522	53235531	+	0.000	0.000	Merged-chr15-53235617-41
NR7406--MA0002.2.RUNX1	chr5	151190178	151190188	-	0.000	0.000	Merged-chr5-151190007-65
NR6314--MA0684.1.RUNX3	chr4	11492628	11492637	-	0.000	0.000	Merged-chr4-11492586-1
NR8117--MA0002.2.RUNX1	chr7	19404180	19404190	+	0.000	0.000	Merged-chr7-19404013-49
NR6166--MA0002.2.RUNX1	chr3	143647010	143647020	+	0.000	0.000	Merged-chr3-143647123-49
NR8197--MA0511.2.RUNX2	chr7	46839006	46839014	-	0.000	0.000	Merged-chr7-46838931-53
NR7929--MA0002.2.RUNX1	chr6	130387068	130387078	-	0.000	0.000	Merged-chr6-130387166-57
NR1353--MA0684.1.RUNX3	chr11	3371445	3371454	-	0.000	0.000	Merged-chr11-3371528-30
NR2828--MA0511.2.RUNX2	chr14	15273276	15273284	-	0.000	0.000	Merged-chr14-15273135-43
NR4015--MA0684.1.RUNX3	chr17	8988442	8988451	-	0.000	0.000	Merged-chr17-8988548-64
NR7515--MA0002.2.RUNX1	chr6	34277855	34277865	-	0.000	0.000	Merged-chr6-34277890-22
NR7972--MA0002.2.RUNX1	chr6	136944726	136944736	-	0.000	0.000	Merged-chr6-136944749-25
NR5421--MA0002.2.RUNX1	chr2	143063121	143063131	+	0.000	0.000	Merged-chr2-143063164-73
NR8478--MA0002.2.RUNX1	chr7	132226872	132226882	-	0.000	0.000	Merged-chr7-132226896-31
NR3807--MA0002.2.RUNX1	chr16	59517567	59517577	-	0.000	0.000	Merged-chr16-59517652-60
NR5550--MA0684.1.RUNX3	chr2	173455382	173455391	-	0.000	0.000	Merged-chr2-173455329-43
NR3665--MA0684.1.RUNX3	chr16	23838335	23838344	-	0.000	0.000	Merged-chr16-23838386-46
NR3936--MA0684.1.RUNX3	chr16	92038190	92038199	+	0.000	0.000	Merged-chr16-92038114-2
NR6036--MA0002.2.RUNX1	chr3	115815790	115815800	-	0.000	0.000	Merged-chr3-115815828-66
NR9413--MA0002.2.RUNX1	chr9	124068589	124068599	+	0.000	0.000	Merged-chr9-124068612-53
NR3502--MA0002.2.RUNX1	chr15	84212294	84212304	-	0.000	0.000	Merged-chr15-84212289-37
NR1075--MA0002.2.RUNX1	chr10	68147063	68147073	-	0.000	0.000	Merged-chr10-68147068-31
NR5977--MA0684.1.RUNX3	chr3	98281077	98281086	-	0.000	0.000	Merged-chr3-98281152-46
NR4293--MA0511.2.RUNX2	chr17	65541199	65541207	+	0.000	0.000	Merged-chr17-65540988-64
NR9350--MA0511.2.RUNX2	chr9	110907689	110907697	+	0.000	0.000	Merged-chr9-110907689-47
NR8368--MA0684.1.RUNX3	chr7	99536408	99536417	+	0.000	0.000	Merged-chr7-99536356-6
NR6496--MA0511.2.RUNX2	chr4	62757066	62757074	-	0.000	0.000	Merged-chr4-62756958-63
NR7842--MA0002.2.RUNX1	chr6	117431695	117431705	-	0.000	0.000	Merged-chr6-117431708-65
NR7095--MA0002.2.RUNX1	chr5	72761424	72761434	-	0.000	0.000	Merged-chr5-72761381-14
NR3949--MA0684.1.RUNX3	chr16	93585975	93585984	-	0.000	0.000	Merged-chr16-93586026-137
NR8348--MA0002.2.RUNX1	chr7	90476341	90476351	+	0.000	0.000	Merged-chr7-90476243-63
NR2109--MA0684.1.RUNX3	chr12	93867945	93867954	-	0.000	0.000	Merged-chr12-93868132-2
NR3929--MA0002.2.RUNX1	chr16	91553923	91553933	-	0.000	0.000	Merged-chr16-91553850-20
NR8556--MA0511.2.RUNX2	chr8	14090514	14090522	-	0.000	0.000	Merged-chr8-14090395-62
NR3515--MA0002.2.RUNX1	chr15	89147125	89147135	-	0.000	0.000	Merged-chr15-89146991-62
NR1507--MA0684.1.RUNX3	chr11	51644500	51644509	+	0.000	0.000	Merged-chr11-51644413-4
NR9012--MA0002.2.RUNX1	chr9	22155685	22155695	+	0.000	0.000	Merged-chr9-22155812-33
NR1520--MA0511.2.RUNX2	chr11	53097005	53097013	+	0.000	0.000	Merged-chr11-53097142-34
NR2026--MA0511.2.RUNX2	chr12	77788442	77788450	-	0.000	0.000	Merged-chr12-77788504-44
NR6158--MA0002.2.RUNX1	chr3	142899426	142899436	+	0.000	0.000	Merged-chr3-142899348-46
NR2199--MA0684.1.RUNX3	chr12	115980716	115980725	+	0.000	0.000	Merged-chr12-115980801-30
NR8189--MA0511.2.RUNX2	chr7	42642552	42642560	+	0.000	0.000	Merged-chr7-42642590-33
NR4007--MA0684.1.RUNX3	chr17	7889095	7889104	+	0.000	0.000	Merged-chr17-7889151-33
NR1739--MA0002.2.RUNX1	chr11	117952394	117952404	+	0.000	0.000	Merged-chr11-117952385-45
NR7712--MA0002.2.RUNX1	chr6	84617147	84617157	-	0.000	0.000	Merged-chr6-84617241-46
NR5285--MA0002.2.RUNX1	chr2	105017085	105017095	-	0.000	0.000	Merged-chr2-105016984-58
NR3290--MA0511.2.RUNX2	chr15	35529530	35529538	-	0.000	0.000	Merged-chr15-35529547-26
NR8298--MA0511.2.RUNX2	chr7	75796666	75796674	+	0.000	0.000	Merged-chr7-75796614-49
NR7964--MA0002.2.RUNX1	chr6	136468538	136468548	-	0.000	0.000	Merged-chr6-136468663-37
NR86--MA0002.2.RUNX1	chr1	23272301	23272311	-	0.000	0.000	Merged-chr1-23272204-17
NR3257--MA0002.2.RUNX1	chr15	25406109	25406119	+	0.000	0.000	Merged-chr15-25406052-6
NR4116--MA0684.1.RUNX3	chr17	21733926	21733935	+	0.000	0.000	Merged-chr17-21733799-41
NR1848--MA0002.2.RUNX1	chr12	20815955	20815965	+	0.000	0.000	Merged-chr12-20815724-27
NR3114--MA0002.2.RUNX1	chr14	105272269	105272279	-	0.000	0.000	Merged-chr14-105272291-16
NR4639--MA0684.1.RUNX3	chr18	69196343	69196352	-	0.000	0.000	Merged-chr18-69196479-70
NR4540--MA0002.2.RUNX1	chr18	49643954	49643964	+	0.000	0.000	Merged-chr18-49643888-28
NR9277--MA0002.2.RUNX1	chr9	94607589	94607599	-	0.000	0.000	Merged-chr9-94607543-65
NR2860--MA0002.2.RUNX1	chr14	20785459	20785469	-	0.000	0.000	Merged-chr14-20785376-56
NR7202--MA0002.2.RUNX1	chr5	100916620	100916630	-	0.000	0.000	Merged-chr5-100916697-39
NR3514--MA0684.1.RUNX3	chr15	89131568	89131577	+	0.000	0.000	Merged-chr15-89131620-40
NR3322--MA0511.2.RUNX2	chr15	40131072	40131080	-	0.000	0.000	Merged-chr15-40131241-26
NR5774--MA0002.2.RUNX1	chr3	52396551	52396561	+	0.000	0.000	Merged-chr3-52396424-47
NR9263--MA0684.1.RUNX3	chr9	92217819	92217828	-	0.000	0.000	Merged-chr9-92217904-40
NR1543--MA0002.2.RUNX1	chr11	58978064	58978074	+	0.000	0.000	Merged-chr11-58978003-101
NR5155--MA0002.2.RUNX1	chr2	62664267	62664277	+	0.000	0.000	Merged-chr2-62664337-55
NR2178--MA0684.1.RUNX3	chr12	115145501	115145510	+	0.000	0.000	Merged-chr12-115145586-48
NR7292--MA0002.2.RUNX1	chr5	120577171	120577181	-	0.000	0.000	Merged-chr5-120577035-13
NR5012--MA0002.2.RUNX1	chr2	32047599	32047609	-	0.000	0.000	Merged-chr2-32047446-8
NR762--MA0002.2.RUNX1	chr1	189795637	189795647	+	0.000	0.000	Merged-chr1-189795440-7
NR9372--MA0684.1.RUNX3	chr9	115611928	115611937	-	0.000	0.000	Merged-chr9-115612034-68
NR9100--MA0002.2.RUNX1	chr9	50966404	50966414	+	0.000	0.000	Merged-chr9-50966454-25
NR8198--MA0684.1.RUNX3	chr7	46839005	46839014	-	0.000	0.000	Merged-chr7-46838931-53
NR3584--MA0002.2.RUNX1	chr16	4475355	4475365	+	0.000	0.000	Merged-chr16-4475244-54
NR1304--MA0002.2.RUNX1	chr10	120625617	120625627	+	0.000	0.000	Merged-chr10-120625660-31
NR4509--MA0684.1.RUNX3	chr18	39559518	39559527	+	0.000	0.000	Merged-chr18-39559520-6
NR3540--MA0511.2.RUNX2	chr15	94478962	94478970	+	0.000	0.000	Merged-chr15-94478905-44
NR9352--MA0002.2.RUNX1	chr9	110946916	110946926	+	0.000	0.000	Merged-chr9-110946775-46
NR7672--MA0002.2.RUNX1	chr6	72391086	72391096	+	0.000	0.000	Merged-chr6-72391108-3
NR3984--MA0684.1.RUNX3	chr16	97326252	97326261	+	0.000	0.000	Merged-chr16-97326270-33
NR7423--MA0511.2.RUNX2	chr6	8352888	8352896	-	0.000	0.000	Merged-chr6-8352802-16
NR9004--MA0002.2.RUNX1	chr9	20385316	20385326	-	0.000	0.000	Merged-chr9-20385191-56
NR5250--MA0684.1.RUNX3	chr2	91042847	91042856	+	0.000	0.000	Merged-chr2-91042928-59
NR9560--MA0511.2.RUNX2	chrX	140531491	140531499	-	0.000	0.000	Merged-chrX-140531486-7
NR3907--MA0684.1.RUNX3	chr16	87657462	87657471	-	0.000	0.000	Merged-chr16-87657392-20
NR9461--MA0002.2.RUNX1	chrX	48713030	48713040	+	0.000	0.000	Merged-chrX-48713049-46
NR3222--MA0684.1.RUNX3	chr15	5144622	5144631	-	0.000	0.000	Merged-chr15-5144505-4
NR1813--MA0684.1.RUNX3	chr12	12354509	12354518	-	0.000	0.000	Merged-chr12-12354547-3
NR1394--MA0002.2.RUNX1	chr11	11808839	11808849	-	0.000	0.000	Merged-chr11-11809003-59
NR1665--MA0002.2.RUNX1	chr11	98909882	98909892	+	0.000	0.000	Merged-chr11-98909769-23
NR5154--MA0684.1.RUNX3	chr2	62332034	62332043	-	0.000	0.000	Merged-chr2-62332140-9
NR5482--MA0002.2.RUNX1	chr2	158160114	158160124	+	0.000	0.000	Merged-chr2-158160127-37
NR1416--MA0511.2.RUNX2	chr11	20644340	20644348	-	0.000	0.000	Merged-chr11-20644270-6
NR5548--MA0002.2.RUNX1	chr2	173275559	173275569	-	0.000	0.000	Merged-chr2-173275795-145
NR903--MA0002.2.RUNX1	chr10	19167847	19167857	+	0.000	0.000	Merged-chr10-19167953-53
NR5504--MA0511.2.RUNX2	chr2	164087549	164087557	+	0.000	0.000	Merged-chr2-164087575-6
NR7562--MA0684.1.RUNX3	chr6	43619393	43619402	+	0.000	0.000	Merged-chr6-43619418-19
NR5882--MA0684.1.RUNX3	chr3	75930326	75930335	-	0.000	0.000	Merged-chr3-75930291-55
NR5134--MA0002.2.RUNX1	chr2	59716626	59716636	+	0.000	0.000	Merged-chr2-59716624-17
NR1922--MA0684.1.RUNX3	chr12	40427672	40427681	-	0.000	0.000	Merged-chr12-40427719-34
NR5690--MA0511.2.RUNX2	chr3	31145912	31145920	-	0.000	0.000	Merged-chr3-31145985-42
NR8147--MA0511.2.RUNX2	chr7	28943733	28943741	-	0.000	0.000	Merged-chr7-28943644-10
NR2995--MA0002.2.RUNX1	chr14	66281025	66281035	-	0.000	0.000	Merged-chr14-66280950-46
NR2600--MA0002.2.RUNX1	chr13	96030864	96030874	+	0.000	0.000	Merged-chr13-96030885-26
NR7893--MA0511.2.RUNX2	chr6	127307411	127307419	-	0.000	0.000	Merged-chr6-127307394-44
NR9351--MA0684.1.RUNX3	chr9	110907689	110907698	+	0.000	0.000	Merged-chr9-110907689-47
NR7589--MA0002.2.RUNX1	chr6	50009527	50009537	+	0.000	0.000	Merged-chr6-50009459-48
NR8620--MA0002.2.RUNX1	chr8	25720137	25720147	+	0.000	0.000	Merged-chr8-25720196-50
NR3629--MA0002.2.RUNX1	chr16	14361918	14361928	+	0.000	0.000	Merged-chr16-14361818-86
NR1678--MA0002.2.RUNX1	chr11	101732986	101732996	+	0.000	0.000	Merged-chr11-101732937-48
NR1363--MA0511.2.RUNX2	chr11	6569373	6569381	-	0.000	0.000	Merged-chr11-6569400-3
NR1634--MA0511.2.RUNX2	chr11	89100994	89101002	-	0.000	0.000	Merged-chr11-89100844-64
NR7446--MA0002.2.RUNX1	chr6	12081954	12081964	+	0.000	0.000	Merged-chr6-12082002-27
NR7717--MA0002.2.RUNX1	chr6	85333392	85333402	+	0.000	0.000	Merged-chr6-85333277-106
NR3963--MA0684.1.RUNX3	chr16	95705087	95705096	-	0.000	0.000	Merged-chr16-95704955-1
NR9583--MA0002.2.RUNX1	chrX	159021643	159021653	-	0.000	0.000	Merged-chrX-159021727-36
NR4641--MA0002.2.RUNX1	chr18	69547155	69547165	-	0.000	0.000	Merged-chr18-69547283-22
NR4912--MA0002.2.RUNX1	chr2	12439743	12439753	-	0.000	0.000	Merged-chr2-12439797-45
NR2961--MA0002.2.RUNX1	chr14	54651169	54651179	+	0.000	0.000	Merged-chr14-54651264-25
NR8094--MA0511.2.RUNX2	chr7	12949616	12949624	-	0.000	0.000	Merged-chr7-12949725-56
NR5769--MA0511.2.RUNX2	chr3	51583739	51583747	-	0.000	0.000	Merged-chr3-51583913-17
NR631--MA0684.1.RUNX3	chr1	165154336	165154345	+	0.000	0.000	Merged-chr1-165154267-24
NR8209--MA0684.1.RUNX3	chr7	49335377	49335386	-	0.000	0.000	Merged-chr7-49335315-27
NR1045--MA0684.1.RUNX3	chr10	59793005	59793014	+	0.000	0.000	Merged-chr10-59792922-6
NR5355--MA0511.2.RUNX2	chr2	129816172	129816180	+	0.000	0.000	Merged-chr2-129816219-15
NR3675--MA0511.2.RUNX2	chr16	25426504	25426512	-	0.000	0.000	Merged-chr16-25426499-60
NR710--MA0511.2.RUNX2	chr1	179578841	179578849	+	0.000	0.000	Merged-chr1-179578897-31
NR6066--MA0511.2.RUNX2	chr3	122202354	122202362	+	0.000	0.000	Merged-chr3-122202498-54
NR7492--MA0511.2.RUNX2	chr6	28949422	28949430	+	0.000	0.000	Merged-chr6-28949446-17
NR1839--MA0684.1.RUNX3	chr12	17511243	17511252	-	0.000	0.000	Merged-chr12-17511273-48
NR7336--MA0684.1.RUNX3	chr5	134444617	134444626	-	0.000	0.000	Merged-chr5-134444752-37
NR3162--MA0002.2.RUNX1	chr14	118658446	118658456	-	0.000	0.000	Merged-chr14-118658326-68
NR1425--MA0684.1.RUNX3	chr11	22762816	22762825	+	0.000	0.000	Merged-chr11-22762651-14
NR1548--MA0002.2.RUNX1	chr11	62576731	62576741	+	0.000	0.000	Merged-chr11-62576695-29
NR4925--MA0002.2.RUNX1	chr2	14712031	14712041	+	0.000	0.000	Merged-chr2-14711970-14
NR3291--MA0684.1.RUNX3	chr15	35529529	35529538	-	0.000	0.000	Merged-chr15-35529547-26
NR8299--MA0684.1.RUNX3	chr7	75796666	75796675	+	0.000	0.000	Merged-chr7-75796614-49
NR9552--MA0511.2.RUNX2	chrX	136646126	136646134	-	0.000	0.000	Merged-chrX-136646048-6
NR7872--MA0511.2.RUNX2	chr6	122533103	122533111	+	0.000	0.000	Merged-chr6-122533116-39
NR5321--MA0511.2.RUNX2	chr2	117996365	117996373	+	0.000	0.000	Merged-chr2-117996446-10
NR5844--MA0511.2.RUNX2	chr3	65650569	65650577	-	0.000	0.000	Merged-chr3-65650597-39
NR4911--MA0684.1.RUNX3	chr2	12302048	12302057	-	0.000	0.000	Merged-chr2-12301937-47
NR3893--MA0511.2.RUNX2	chr16	84995833	84995841	+	0.000	0.000	Merged-chr16-84995665-26
NR1786--MA0684.1.RUNX3	chr12	3547755	3547764	-	0.000	0.000	Merged-chr12-3547708-30
NR353--MA0002.2.RUNX1	chr1	88641939	88641949	+	0.000	0.000	Merged-chr1-88641957-1
NR5701--MA0511.2.RUNX2	chr3	35306266	35306274	-	0.000	0.000	Merged-chr3-35306167-21
NR9562--MA0002.2.RUNX1	chrX	140537818	140537828	+	0.000	0.000	Merged-chrX-140537922-35
NR4620--MA0002.2.RUNX1	chr18	65512477	65512487	+	0.000	0.000	Merged-chr18-65512491-27
NR3446--MA0002.2.RUNX1	chr15	73154792	73154802	+	0.000	0.000	Merged-chr15-73154747-19
NR1766--MA0002.2.RUNX1	chr11	119385129	119385139	-	0.000	0.000	Merged-chr11-119385060-32
NR7140--MA0684.1.RUNX3	chr5	89198656	89198665	-	0.000	0.000	Merged-chr5-89198704-31
NR7534--MA0002.2.RUNX1	chr6	38810253	38810263	-	0.000	0.000	Merged-chr6-38810070-95
NR1517--MA0511.2.RUNX2	chr11	52320786	52320794	-	0.000	0.000	Merged-chr11-52320694-9
NR5378--MA0002.2.RUNX1	chr2	135824599	135824609	+	0.000	0.000	Merged-chr2-135824469-2
NR9343--MA0684.1.RUNX3	chr9	108617516	108617525	-	0.000	0.000	Merged-chr9-108617434-16
NR7392--MA0684.1.RUNX3	chr5	149016051	149016060	+	0.000	0.000	Merged-chr5-149015984-54
NR1147--MA0002.2.RUNX1	chr10	85035479	85035489	+	0.000	0.000	Merged-chr10-85035484-19
NR3925--MA0511.2.RUNX2	chr16	91476001	91476009	+	0.000	0.000	Merged-chr16-91475994-53
NR9200--MA0684.1.RUNX3	chr9	79810687	79810696	+	0.000	0.000	Merged-chr9-79810670-36
NR7520--MA0684.1.RUNX3	chr6	34495210	34495219	-	0.000	0.000	Merged-chr6-34495216-31
NR9052--MA0002.2.RUNX1	chr9	37554455	37554465	+	0.000	0.000	Merged-chr9-37554470-32
NR941--MA0511.2.RUNX2	chr10	30716232	30716240	-	0.000	0.000	Merged-chr10-30716378-49
NR9323--MA0002.2.RUNX1	chr9	103708758	103708768	-	0.000	0.000	Merged-chr9-103708759-48
NR7315--MA0684.1.RUNX3	chr5	125339640	125339649	+	0.000	0.000	Merged-chr5-125339591-35
NR5635--MA0684.1.RUNX3	chr3	20034915	20034924	-	0.000	0.000	Merged-chr3-20035006-57
NR1626--MA0511.2.RUNX2	chr11	87240397	87240405	+	0.000	0.000	Merged-chr11-87240422-3
NR6790--MA0684.1.RUNX3	chr4	147936493	147936502	+	0.000	0.000	Merged-chr4-147936725-45
NR1799--MA0684.1.RUNX3	chr12	8818046	8818055	+	0.000	0.000	Merged-chr12-8817903-12
NR1256--MA0002.2.RUNX1	chr10	110742184	110742194	-	0.000	0.000	Merged-chr10-110742149-12
NR1527--MA0002.2.RUNX1	chr11	54105210	54105220	+	0.000	0.000	Merged-chr11-54105258-8
NR5887--MA0684.1.RUNX3	chr3	76268630	76268639	-	0.000	0.000	Merged-chr3-76268438-1
NR9260--MA0511.2.RUNX2	chr9	92217820	92217828	-	0.000	0.000	Merged-chr9-92217904-40
NR5344--MA0002.2.RUNX1	chr2	128087932	128087942	+	0.000	0.000	Merged-chr2-128088091-23
NR7851--MA0511.2.RUNX2	chr6	119848058	119848066	-	0.000	0.000	Merged-chr6-119848153-79
NR3459--MA0002.2.RUNX1	chr15	75033764	75033774	-	0.000	0.000	Merged-chr15-75033830-3
NR5473--MA0684.1.RUNX3	chr2	155518068	155518077	+	0.000	0.000	Merged-chr2-155518074-63
NR951--MA0002.2.RUNX1	chr10	34118005	34118015	+	0.000	0.000	Merged-chr10-34117997-36
NR6422--MA0002.2.RUNX1	chr4	44097942	44097952	+	0.000	0.000	Merged-chr4-44098042-4
NR3938--MA0511.2.RUNX2	chr16	92801760	92801768	-	0.000	0.000	Merged-chr16-92801827-54
NR1987--MA0511.2.RUNX2	chr12	70123785	70123793	+	0.000	0.000	Merged-chr12-70123693-6
NR5182--MA0002.2.RUNX1	chr2	72283020	72283030	-	0.000	0.000	Merged-chr2-72282934-17
NR9164--MA0511.2.RUNX2	chr9	70524447	70524455	-	0.000	0.000	Merged-chr9-70524539-1
NR5519--MA0002.2.RUNX1	chr2	167421605	167421615	-	0.000	0.000	Merged-chr2-167421787-62
NR3568--MA0002.2.RUNX1	chr15	100461456	100461466	+	0.000	0.000	Merged-chr15-100461368-57
NR6088--MA0684.1.RUNX3	chr3	127553408	127553417	-	0.000	0.000	Merged-chr3-127553183-75
NR7341--MA0511.2.RUNX2	chr5	136199098	136199106	-	0.000	0.000	Merged-chr5-136198958-58
NR1622--MA0684.1.RUNX3	chr11	85324192	85324201	-	0.000	0.000	Merged-chr11-85324179-42
NR9194--MA0684.1.RUNX3	chr9	77966099	77966108	-	0.000	0.000	Merged-chr9-77966049-24
NR4580--MA0002.2.RUNX1	chr18	56718578	56718588	+	0.000	0.000	Merged-chr18-56718597-44
NR8118--MA0511.2.RUNX2	chr7	19405547	19405555	+	0.000	0.000	Merged-chr7-19405612-30
NR5357--MA0002.2.RUNX1	chr2	130291707	130291717	-	0.000	0.000	Merged-chr2-130291664-33
NR170--MA0002.2.RUNX1	chr1	53774180	53774190	-	0.000	0.000	Merged-chr1-53774073-61
NR3948--MA0002.2.RUNX1	chr16	93585974	93585984	+	0.000	0.000	Merged-chr16-93586026-137
NR1126--MA0002.2.RUNX1	chr10	80682118	80682128	+	0.000	0.000	Merged-chr10-80682185-27
NR9174--MA0002.2.RUNX1	chr9	72097284	72097294	+	0.000	0.000	Merged-chr9-72097262-35
NR9130--MA0511.2.RUNX2	chr9	59959390	59959398	-	0.000	0.000	Merged-chr9-59959525-42
NR8986--MA0002.2.RUNX1	chr9	14172082	14172092	-	0.000	0.000	Merged-chr9-14171965-37
NR9574--MA0684.1.RUNX3	chrX	151344071	151344080	-	0.000	0.000	Merged-chrX-151344027-1
NR920--MA0511.2.RUNX2	chr10	23812342	23812350	+	0.000	0.000	Merged-chr10-23812313-29
NR5072--MA0684.1.RUNX3	chr2	49313370	49313379	+	0.000	0.000	Merged-chr2-49313171-56
