#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR39036--MA0741.1.KLF16	chr2	139776490	139776500	-	0.000	0.000	Merged-chr2-139776654-18
NR26438--MA0741.1.KLF16	chr16	32658892	32658902	+	0.000	0.000	Merged-chr16-32659000-27
NR31010--MA0599.1.KLF5	chr17	86969786	86969795	-	0.000	0.000	Merged-chr17-86969824-22
NR5310--MA0599.1.KLF5	chr10	5805596	5805605	+	0.000	0.000	Merged-chr10-5805785-87
NR42232--MA1107.1.KLF9	chr3	79178356	79178368	+	0.000	0.000	Merged-chr3-79178280-26
NR65074--MA0740.1.KLF14	chr8	120114018	120114031	-	0.000	0.000	Merged-chr8-120114148-66
NR55885--MA0741.1.KLF16	chr6	87810842	87810852	+	0.000	0.000	Merged-chr6-87810946-16
NR20672--MA1107.1.KLF9	chr14	48246375	48246387	+	0.000	0.000	Merged-chr14-48246381-22
NR58720--MA0740.1.KLF14	chr7	25316869	25316882	+	0.000	0.000	Merged-chr7-25316715-33
NR57028--MA0599.1.KLF5	chr6	125378327	125378336	+	0.000	0.000	Merged-chr6-125378342-13
NR32891--MA1107.1.KLF9	chr18	65512461	65512473	-	0.000	0.000	Merged-chr18-65512491-27
NR6709--MA0599.1.KLF5	chr10	59911890	59911899	-	0.000	0.000	Merged-chr10-59911749-1
NR48037--MA0740.1.KLF14	chr4	129189469	129189482	+	0.000	0.000	Merged-chr4-129189596-96
NR69162--MA0740.1.KLF14	chrX	101274115	101274128	+	0.000	0.000	Merged-chrX-101274015-74
NR32748--MA1107.1.KLF9	chr18	60844159	60844171	-	0.000	0.000	Merged-chr18-60844209-77
NR18462--MA0599.1.KLF5	chr13	96388236	96388245	+	0.000	0.000	Merged-chr13-96388323-49
NR65769--MA0493.1.Klf1	chr9	21131300	21131310	+	0.000	0.000	Merged-chr9-21131280-55
NR50884--MA1107.1.KLF9	chr5	64519009	64519021	+	0.000	0.000	Merged-chr5-64519093-9
NR69228--MA0740.1.KLF14	chrX	107816437	107816450	+	0.000	0.000	Merged-chrX-107816203-60
NR63808--MA1107.1.KLF9	chr8	71665702	71665714	-	0.000	0.000	Merged-chr8-71665590-47
NR9543--MA1107.1.KLF9	chr10	128646001	128646013	-	0.000	0.000	Merged-chr10-128645990-43
NR28300--MA0657.1.KLF13	chr17	6948670	6948687	+	0.000	0.000	Merged-chr17-6948507-80
NR52365--MA0741.1.KLF16	chr5	114707609	114707619	+	0.000	0.000	Merged-chr5-114707863-50
NR26024--MA0741.1.KLF16	chr16	17234317	17234327	-	0.000	0.000	Merged-chr16-17234262-7
NR42578--MA0599.1.KLF5	chr3	90052824	90052833	-	0.000	0.000	Merged-chr3-90052542-109
NR61409--MA1107.1.KLF9	chr7	126369629	126369641	+	0.000	0.000	Merged-chr7-126369585-49
NR54577--MA0742.1.Klf12	chr6	28421775	28421789	-	0.000	0.000	Merged-chr6-28421757-53
NR39902--MA0039.3.KLF4	chr2	167313902	167313912	+	0.000	0.000	Merged-chr2-167313855-44
NR56632--MA0599.1.KLF5	chr6	113668772	113668781	+	0.000	0.000	Merged-chr6-113668955-38
NR28488--MA0599.1.KLF5	chr17	12318866	12318875	-	0.000	0.000	Merged-chr17-12318588-111
NR52253--MA0039.3.KLF4	chr5	113772626	113772636	+	0.000	0.000	Merged-chr5-113772716-49
NR39495--MA1107.1.KLF9	chr2	155050906	155050918	-	0.000	0.000	Merged-chr2-155050840-76
NR17390--MA0599.1.KLF5	chr13	64161686	64161695	+	0.000	0.000	Merged-chr13-64161873-63
NR61095--MA0740.1.KLF14	chr7	114276156	114276169	+	0.000	0.000	Merged-chr7-114276213-86
NR54439--MA0599.1.KLF5	chr6	21949876	21949885	-	0.000	0.000	Merged-chr6-21949884-124
NR45054--MA1107.1.KLF9	chr4	8681321	8681333	+	0.000	0.000	Merged-chr4-8681358-5
NR20999--MA1107.1.KLF9	chr14	57826338	57826350	+	0.000	0.000	Merged-chr14-57826371-66
NR43895--MA1107.1.KLF9	chr3	135581792	135581804	+	0.000	0.000	Merged-chr3-135581925-8
NR712--MA0740.1.KLF14	chr1	36603531	36603544	-	0.000	0.000	Merged-chr1-36603504-5
NR15563--MA0741.1.KLF16	chr12	110737981	110737991	-	0.000	0.000	Merged-chr12-110737948-78
NR37639--MA0599.1.KLF5	chr2	91639108	91639117	+	0.000	0.000	Merged-chr2-91639045-3
NR1158--MA0741.1.KLF16	chr1	58713087	58713097	-	0.000	0.000	Merged-chr1-58713281-1
NR34714--MA0599.1.KLF5	chr19	46039676	46039685	-	0.000	0.000	Merged-chr19-46039779-63
NR68832--MA1107.1.KLF9	chrX	48435754	48435766	-	0.000	0.000	Merged-chrX-48435827-14
NR61404--MA0039.3.KLF4	chr7	126285447	126285457	-	0.000	0.000	Merged-chr7-126285441-83
NR58485--MA0599.1.KLF5	chr7	19749761	19749770	+	0.000	0.000	Merged-chr7-19749873-53
NR39804--MA1107.1.KLF9	chr2	164403067	164403079	-	0.000	0.000	Merged-chr2-164403168-19
NR1169--MA1107.1.KLF9	chr1	58797424	58797436	+	0.000	0.000	Merged-chr1-58797535-46
NR15700--MA0742.1.Klf12	chr12	115165685	115165699	+	0.000	0.000	Merged-chr12-115165730-55
NR39984--MA0740.1.KLF14	chr2	168159010	168159023	+	0.000	0.000	Merged-chr2-168159188-34
NR46032--MA1107.1.KLF9	chr4	46138443	46138455	+	0.000	0.000	Merged-chr4-46138589-84
NR44197--MA1107.1.KLF9	chr3	143493064	143493076	+	0.000	0.000	Merged-chr3-143493127-1
NR42699--MA0599.1.KLF5	chr3	95231436	95231445	+	0.000	0.000	Merged-chr3-95231368-38
NR68592--MA0741.1.KLF16	chrX	12151842	12151852	+	0.000	0.000	Merged-chrX-12151801-24
NR55202--MA0599.1.KLF5	chr6	53986475	53986484	-	0.000	0.000	Merged-chr6-53986314-10
NR9138--MA0742.1.Klf12	chr10	121796148	121796162	+	0.000	0.000	Merged-chr10-121796258-28
NR27397--MA1107.1.KLF9	chr16	75856083	75856095	+	0.000	0.000	Merged-chr16-75856186-4
NR26728--MA1107.1.KLF9	chr16	48763307	48763319	-	0.000	0.000	Merged-chr16-48763464-5
NR64711--MA0599.1.KLF5	chr8	106935641	106935650	+	0.000	0.000	Merged-chr8-106935801-152
NR22974--MA0599.1.KLF5	chr15	25871607	25871616	-	0.000	0.000	Merged-chr15-25871746-13
NR30932--MA0599.1.KLF5	chr17	84136667	84136676	-	0.000	0.000	Merged-chr17-84136663-5
NR33981--MA1107.1.KLF9	chr19	6858312	6858324	+	0.000	0.000	Merged-chr19-6858226-46
NR66312--MA0741.1.KLF16	chr9	44379433	44379443	-	0.000	0.000	Merged-chr9-44379436-63
NR7729--MA0742.1.Klf12	chr10	81606091	81606105	+	0.000	0.000	Merged-chr10-81606133-64
NR47911--MA0599.1.KLF5	chr4	124936957	124936966	+	0.000	0.000	Merged-chr4-124937021-50
NR2833--MA0599.1.KLF5	chr1	131153166	131153175	+	0.000	0.000	Merged-chr1-131153253-37
NR33234--MA0741.1.KLF16	chr18	73703886	73703896	+	0.000	0.000	Merged-chr18-73704007-8
NR10521--MA1107.1.KLF9	chr11	49982974	49982986	+	0.000	0.000	Merged-chr11-49983180-23
NR14526--MA0742.1.Klf12	chr12	73610050	73610064	-	0.000	0.000	Merged-chr12-73609839-27
NR62518--MA0599.1.KLF5	chr8	22228790	22228799	+	0.000	0.000	Merged-chr8-22228766-14
NR64632--MA0741.1.KLF16	chr8	105605513	105605523	+	0.000	0.000	Merged-chr8-105605382-75
NR53133--MA1107.1.KLF9	chr5	134373283	134373295	+	0.000	0.000	Merged-chr5-134373166-2
NR33029--MA0741.1.KLF16	chr18	67986098	67986108	-	0.000	0.000	Merged-chr18-67985977-11
NR10727--MA1107.1.KLF9	chr11	55098011	55098023	-	0.000	0.000	Merged-chr11-55097968-86
NR63934--MA0493.1.Klf1	chr8	77383805	77383815	+	0.000	0.000	Merged-chr8-77383968-15
NR64427--MA0741.1.KLF16	chr8	95320970	95320980	+	0.000	0.000	Merged-chr8-95320775-75
NR11939--MA0599.1.KLF5	chr11	96318543	96318552	-	0.000	0.000	Merged-chr11-96318689-43
NR45166--MA1107.1.KLF9	chr4	10706829	10706841	+	0.000	0.000	Merged-chr4-10706741-1
NR48213--MA0599.1.KLF5	chr4	132768503	132768512	-	0.000	0.000	Merged-chr4-132768439-67
NR14434--MA0599.1.KLF5	chr12	69790737	69790746	-	0.000	0.000	Merged-chr12-69790971-62
NR7449--MA0741.1.KLF16	chr10	79919622	79919632	-	0.000	0.000	Merged-chr10-79919625-6
NR64236--MA0493.1.Klf1	chr8	88633489	88633499	-	0.000	0.000	Merged-chr8-88633560-31
NR29158--MA0740.1.KLF14	chr17	29347827	29347840	+	0.000	0.000	Merged-chr17-29347843-56
NR37685--MA0740.1.KLF14	chr2	92458643	92458656	+	0.000	0.000	Merged-chr2-92458693-6
NR68244--MA0741.1.KLF16	chr9	118884670	118884680	-	0.000	0.000	Merged-chr9-118884641-26
NR58091--MA0657.1.KLF13	chr7	6191495	6191512	-	0.000	0.000	Merged-chr7-6191566-11
NR53273--MA0599.1.KLF5	chr5	135689096	135689105	-	0.000	0.000	Merged-chr5-135689128-71
NR6851--MA1107.1.KLF9	chr10	62984205	62984217	+	0.000	0.000	Merged-chr10-62984405-51
NR48750--MA0741.1.KLF16	chr4	144404708	144404718	-	0.000	0.000	Merged-chr4-144404562-1
NR67818--MA0039.3.KLF4	chr9	106071861	106071871	+	0.000	0.000	Merged-chr9-106071900-22
NR1066--MA1107.1.KLF9	chr1	52800557	52800569	+	0.000	0.000	Merged-chr1-52800518-18
NR35708--MA0741.1.KLF16	chr2	23002934	23002944	+	0.000	0.000	Merged-chr2-23002862-6
NR28270--MA0741.1.KLF16	chr17	6601744	6601754	-	0.000	0.000	Merged-chr17-6601656-57
NR67748--MA0599.1.KLF5	chr9	102626231	102626240	+	0.000	0.000	Merged-chr9-102626272-120
NR36592--MA0741.1.KLF16	chr2	48950281	48950291	-	0.000	0.000	Merged-chr2-48950246-1
NR40062--MA0493.1.Klf1	chr2	169634035	169634045	+	0.000	0.000	Merged-chr2-169634008-43
NR18328--MA0599.1.KLF5	chr13	92354667	92354676	+	0.000	0.000	Merged-chr13-92354723-122
NR28336--MA0741.1.KLF16	chr17	7170098	7170108	-	0.000	0.000	Merged-chr17-7169938-73
NR39254--MA0741.1.KLF16	chr2	148637052	148637062	+	0.000	0.000	Merged-chr2-148637070-3
NR16954--MA0599.1.KLF5	chr13	49371712	49371721	+	0.000	0.000	Merged-chr13-49371654-30
NR45287--MA1107.1.KLF9	chr4	14922325	14922337	-	0.000	0.000	Merged-chr4-14922203-28
NR32771--MA0493.1.Klf1	chr18	61555163	61555173	-	0.000	0.000	Merged-chr18-61555267-68
NR21119--MA0657.1.KLF13	chr14	61556958	61556975	-	0.000	0.000	Merged-chr14-61556804-76
NR42905--MA0599.1.KLF5	chr3	101288000	101288009	-	0.000	0.000	Merged-chr3-101288021-52
NR10176--MA0039.3.KLF4	chr11	24077536	24077546	-	0.000	0.000	Merged-chr11-24077473-13
NR68101--MA0741.1.KLF16	chr9	114546941	114546951	-	0.000	0.000	Merged-chr9-114546935-29
NR54581--MA1107.1.KLF9	chr6	28421777	28421789	-	0.000	0.000	Merged-chr6-28421757-53
NR11973--MA0742.1.Klf12	chr11	96789531	96789545	-	0.000	0.000	Merged-chr11-96789293-51
NR32897--MA0599.1.KLF5	chr18	65924896	65924905	-	0.000	0.000	Merged-chr18-65924997-33
NR47442--MA0742.1.Klf12	chr4	108619854	108619868	+	0.000	0.000	Merged-chr4-108619917-75
NR42004--MA1107.1.KLF9	chr3	65974830	65974842	+	0.000	0.000	Merged-chr3-65974924-71
NR35862--MA0740.1.KLF14	chr2	27427041	27427054	-	0.000	0.000	Merged-chr2-27426949-82
NR63751--MA0599.1.KLF5	chr8	71382078	71382087	-	0.000	0.000	Merged-chr8-71381982-56
NR61159--MA0741.1.KLF16	chr7	116443469	116443479	+	0.000	0.000	Merged-chr7-116443522-66
NR66216--MA0741.1.KLF16	chr9	41105528	41105538	+	0.000	0.000	Merged-chr9-41105401-34
NR63608--MA0599.1.KLF5	chr8	70282943	70282952	+	0.000	0.000	Merged-chr8-70282994-37
NR35414--MA0657.1.KLF13	chr2	13575061	13575078	+	0.000	0.000	Merged-chr2-13575035-10
NR51001--MA0741.1.KLF16	chr5	66618860	66618870	-	0.000	0.000	Merged-chr5-66618614-86
NR10440--MA0740.1.KLF14	chr11	45944884	45944897	+	0.000	0.000	Merged-chr11-45944686-83
NR10538--MA0741.1.KLF16	chr11	50236973	50236983	+	0.000	0.000	Merged-chr11-50236980-65
NR46007--MA0741.1.KLF16	chr4	45530893	45530903	+	0.000	0.000	Merged-chr4-45530813-118
NR43207--MA0599.1.KLF5	chr3	108961731	108961740	+	0.000	0.000	Merged-chr3-108961882-10
NR24231--MA0493.1.Klf1	chr15	77406709	77406719	+	0.000	0.000	Merged-chr15-77406567-38
NR6847--MA0741.1.KLF16	chr10	62886856	62886866	-	0.000	0.000	Merged-chr10-62886738-45
NR35710--MA0599.1.KLF5	chr2	23006373	23006382	+	0.000	0.000	Merged-chr2-23006422-36
NR1039--MA0657.1.KLF13	chr1	52150102	52150119	-	0.000	0.000	Merged-chr1-52150135-5
NR11693--MA0741.1.KLF16	chr11	87404511	87404521	+	0.000	0.000	Merged-chr11-87404473-69
NR64392--MA1107.1.KLF9	chr8	94413596	94413608	+	0.000	0.000	Merged-chr8-94413719-53
NR22992--MA0599.1.KLF5	chr15	27578022	27578031	+	0.000	0.000	Merged-chr15-27578127-37
NR31426--MA0740.1.KLF14	chr18	12236553	12236566	+	0.000	0.000	Merged-chr18-12236569-102
NR29456--MA1107.1.KLF9	chr17	35823070	35823082	-	0.000	0.000	Merged-chr17-35823208-57
NR59137--MA0742.1.Klf12	chr7	34313561	34313575	+	0.000	0.000	Merged-chr7-34313409-64
NR50698--MA0741.1.KLF16	chr5	52910466	52910476	-	0.000	0.000	Merged-chr5-52910384-60
NR23579--MA0039.3.KLF4	chr15	44836445	44836455	+	0.000	0.000	Merged-chr15-44836465-32
NR50102--MA0599.1.KLF5	chr5	30814686	30814695	+	0.000	0.000	Merged-chr5-30814661-60
NR8271--MA0599.1.KLF5	chr10	98914482	98914491	+	0.000	0.000	Merged-chr10-98914755-152
NR22677--MA0741.1.KLF16	chr15	6624690	6624700	-	0.000	0.000	Merged-chr15-6625020-114
NR42689--MA1107.1.KLF9	chr3	95135829	95135841	-	0.000	0.000	Merged-chr3-95135773-59
NR58146--MA0741.1.KLF16	chr7	7130765	7130775	+	0.000	0.000	Merged-chr7-7130705-50
NR27019--MA0741.1.KLF16	chr16	59639196	59639206	+	0.000	0.000	Merged-chr16-59639250-60
NR43766--MA0493.1.Klf1	chr3	131272089	131272099	-	0.000	0.000	Merged-chr3-131271947-79
NR62660--MA1107.1.KLF9	chr8	27161530	27161542	-	0.000	0.000	Merged-chr8-27161535-3
NR67626--MA1107.1.KLF9	chr9	97310557	97310569	-	0.000	0.000	Merged-chr9-97310505-7
NR38652--MA0741.1.KLF16	chr2	128818001	128818011	+	0.000	0.000	Merged-chr2-128818111-117
NR22964--MA1107.1.KLF9	chr15	25812123	25812135	-	0.000	0.000	Merged-chr15-25812163-56
NR56737--MA0741.1.KLF16	chr6	116264123	116264133	+	0.000	0.000	Merged-chr6-116264225-57
NR54693--MA1107.1.KLF9	chr6	32342385	32342397	+	0.000	0.000	Merged-chr6-32342276-1
NR59572--MA0741.1.KLF16	chr7	48898567	48898577	+	0.000	0.000	Merged-chr7-48898692-36
NR39943--MA1107.1.KLF9	chr2	167831522	167831534	-	0.000	0.000	Merged-chr2-167831318-40
NR31044--MA0741.1.KLF16	chr17	87602383	87602393	+	0.000	0.000	Merged-chr17-87602344-31
NR29461--MA0493.1.Klf1	chr17	35823157	35823167	-	0.000	0.000	Merged-chr17-35823208-57
NR41885--MA0740.1.KLF14	chr3	61002698	61002711	+	0.000	0.000	Merged-chr3-61002853-90
NR48776--MA1107.1.KLF9	chr4	145286884	145286896	+	0.000	0.000	Merged-chr4-145286857-37
NR68829--MA0599.1.KLF5	chrX	48433738	48433747	+	0.000	0.000	Merged-chrX-48433621-61
NR61464--MA0599.1.KLF5	chr7	127233246	127233255	+	0.000	0.000	Merged-chr7-127233150-71
NR10955--MA0039.3.KLF4	chr11	61855321	61855331	+	0.000	0.000	Merged-chr11-61855241-5
NR9455--MA0599.1.KLF5	chr10	127621182	127621191	-	0.000	0.000	Merged-chr10-127621046-1
NR14433--MA1107.1.KLF9	chr12	69583025	69583037	+	0.000	0.000	Merged-chr12-69582922-61
NR12598--MA1107.1.KLF9	chr11	113612167	113612179	+	0.000	0.000	Merged-chr11-113612276-39
NR28026--MA1107.1.KLF9	chr16	94371681	94371693	-	0.000	0.000	Merged-chr16-94371721-8
NR39158--MA0741.1.KLF16	chr2	146214807	146214817	+	0.000	0.000	Merged-chr2-146214775-43
NR64174--MA0599.1.KLF5	chr8	84966250	84966259	+	0.000	0.000	Merged-chr8-84966052-54
NR55070--MA0741.1.KLF16	chr6	48676102	48676112	-	0.000	0.000	Merged-chr6-48676195-68
NR65196--MA0740.1.KLF14	chr8	122343966	122343979	-	0.000	0.000	Merged-chr8-122343961-16
NR34825--MA1107.1.KLF9	chr19	47910171	47910183	+	0.000	0.000	Merged-chr19-47910337-85
NR65580--MA0039.3.KLF4	chr9	11579251	11579261	-	0.000	0.000	Merged-chr9-11579132-23
NR12720--MA0599.1.KLF5	chr11	115765506	115765515	-	0.000	0.000	Merged-chr11-115765590-61
NR55886--MA1107.1.KLF9	chr6	87810839	87810851	+	0.000	0.000	Merged-chr6-87810946-16
NR23942--MA1107.1.KLF9	chr15	68258624	68258636	+	0.000	0.000	Merged-chr15-68258737-97
NR50303--MA0493.1.Klf1	chr5	36581992	36582002	+	0.000	0.000	Merged-chr5-36582061-78
NR29023--MA0599.1.KLF5	chr17	27325265	27325274	-	0.000	0.000	Merged-chr17-27325215-15
NR48203--MA1107.1.KLF9	chr4	132533703	132533715	-	0.000	0.000	Merged-chr4-132533524-64
NR35146--MA0599.1.KLF5	chr2	5714426	5714435	+	0.000	0.000	Merged-chr2-5714351-135
NR39487--MA0493.1.Klf1	chr2	155050841	155050851	-	0.000	0.000	Merged-chr2-155050840-76
NR7676--MA0742.1.Klf12	chr10	81357424	81357438	+	0.000	0.000	Merged-chr10-81357608-63
NR33987--MA0599.1.KLF5	chr19	6974937	6974946	-	0.000	0.000	Merged-chr19-6974819-71
NR29022--MA0742.1.Klf12	chr17	27325261	27325275	-	0.000	0.000	Merged-chr17-27325215-15
NR43183--MA0741.1.KLF16	chr3	108381763	108381773	-	0.000	0.000	Merged-chr3-108381595-4
NR57712--MA1107.1.KLF9	chr6	143065787	143065799	-	0.000	0.000	Merged-chr6-143065826-5
NR30585--MA0741.1.KLF16	chr17	73869465	73869475	+	0.000	0.000	Merged-chr17-73869364-53
NR47365--MA0599.1.KLF5	chr4	106841946	106841955	+	0.000	0.000	Merged-chr4-106841993-21
NR24459--MA1107.1.KLF9	chr15	80582927	80582939	-	0.000	0.000	Merged-chr15-80582931-41
NR41720--MA1107.1.KLF9	chr3	53259039	53259051	+	0.000	0.000	Merged-chr3-53259029-2
NR8636--MA0741.1.KLF16	chr10	110920129	110920139	+	0.000	0.000	Merged-chr10-110920143-70
NR50214--MA0599.1.KLF5	chr5	34196742	34196751	-	0.000	0.000	Merged-chr5-34196616-50
NR33247--MA0741.1.KLF16	chr18	74283089	74283099	-	0.000	0.000	Merged-chr18-74283060-15
NR6956--MA0741.1.KLF16	chr10	67891257	67891267	+	0.000	0.000	Merged-chr10-67891340-18
NR1201--MA0740.1.KLF14	chr1	59912954	59912967	-	0.000	0.000	Merged-chr1-59913244-100
NR23879--MA0740.1.KLF14	chr15	64113259	64113272	+	0.000	0.000	Merged-chr15-64113403-29
NR4610--MA0741.1.KLF16	chr1	180936917	180936927	-	0.000	0.000	Merged-chr1-180936862-28
NR21089--MA0741.1.KLF16	chr14	60705240	60705250	+	0.000	0.000	Merged-chr14-60705209-36
NR9044--MA0740.1.KLF14	chr10	118782172	118782185	-	0.000	0.000	Merged-chr10-118782211-4
NR26146--MA0741.1.KLF16	chr16	21423247	21423257	-	0.000	0.000	Merged-chr16-21423316-65
NR47542--MA0741.1.KLF16	chr4	115047844	115047854	+	0.000	0.000	Merged-chr4-115047935-22
NR4896--MA0493.1.Klf1	chr1	189500039	189500049	+	0.000	0.000	Merged-chr1-189499965-39
NR34944--MA0741.1.KLF16	chr19	57082975	57082985	-	0.000	0.000	Merged-chr19-57083093-37
NR12165--MA0599.1.KLF5	chr11	98939811	98939820	-	0.000	0.000	Merged-chr11-98939717-1
NR68528--MA0741.1.KLF16	chrX	8145805	8145815	-	0.000	0.000	Merged-chrX-8145691-86
NR45928--MA0741.1.KLF16	chr4	43875778	43875788	-	0.000	0.000	Merged-chr4-43875709-66
NR66121--MA0599.1.KLF5	chr9	35176013	35176022	+	0.000	0.000	Merged-chr9-35175859-80
NR68994--MA0742.1.Klf12	chrX	73921994	73922008	-	0.000	0.000	Merged-chrX-73921958-51
NR12832--MA0599.1.KLF5	chr11	116643517	116643526	+	0.000	0.000	Merged-chr11-116643471-18
NR26425--MA0599.1.KLF5	chr16	32593807	32593816	-	0.000	0.000	Merged-chr16-32593983-43
NR30905--MA0493.1.Klf1	chr17	83880345	83880355	-	0.000	0.000	Merged-chr17-83880471-24
NR12818--MA0740.1.KLF14	chr11	116490428	116490441	-	0.000	0.000	Merged-chr11-116490389-61
NR27841--MA0493.1.Klf1	chr16	91448277	91448287	+	0.000	0.000	Merged-chr16-91448282-13
NR61386--MA0742.1.Klf12	chr7	125603375	125603389	-	0.000	0.000	Merged-chr7-125603403-47
NR23194--MA0740.1.KLF14	chr15	35155952	35155965	-	0.000	0.000	Merged-chr15-35155762-73
NR10596--MA0740.1.KLF14	chr11	53096960	53096973	-	0.000	0.000	Merged-chr11-53097142-34
NR35934--MA0599.1.KLF5	chr2	30048877	30048886	+	0.000	0.000	Merged-chr2-30048939-51
NR9548--MA1107.1.KLF9	chr10	128646011	128646023	-	0.000	0.000	Merged-chr10-128645990-43
NR28825--MA0741.1.KLF16	chr17	23677485	23677495	+	0.000	0.000	Merged-chr17-23677473-43
NR20101--MA0742.1.Klf12	chr14	26579505	26579519	+	0.000	0.000	Merged-chr14-26579365-2
NR50120--MA0599.1.KLF5	chr5	31241308	31241317	-	0.000	0.000	Merged-chr5-31241193-89
NR6608--MA0741.1.KLF16	chr10	57486354	57486364	-	0.000	0.000	Merged-chr10-57486406-88
NR7835--MA0599.1.KLF5	chr10	84440812	84440821	-	0.000	0.000	Merged-chr10-84440807-71
NR64052--MA1107.1.KLF9	chr8	83573262	83573274	-	0.000	0.000	Merged-chr8-83573289-48
NR4657--MA0741.1.KLF16	chr1	183134609	183134619	+	0.000	0.000	Merged-chr1-183134644-18
NR39980--MA0599.1.KLF5	chr2	168154561	168154570	+	0.000	0.000	Merged-chr2-168154639-40
NR11454--MA0741.1.KLF16	chr11	78165632	78165642	+	0.000	0.000	Merged-chr11-78165557-54
NR46029--MA0742.1.Klf12	chr4	46138443	46138457	+	0.000	0.000	Merged-chr4-46138589-84
NR55210--MA1107.1.KLF9	chr6	54228990	54229002	-	0.000	0.000	Merged-chr6-54229087-24
NR753--MA0599.1.KLF5	chr1	38129662	38129671	+	0.000	0.000	Merged-chr1-38129687-97
NR68985--MA0741.1.KLF16	chrX	73880809	73880819	-	0.000	0.000	Merged-chrX-73880699-35
NR68721--MA0493.1.Klf1	chrX	36689871	36689881	+	0.000	0.000	Merged-chrX-36689951-23
NR22643--MA0741.1.KLF16	chr15	5143797	5143807	+	0.000	0.000	Merged-chr15-5143962-110
NR45059--MA1107.1.KLF9	chr4	8774984	8774996	-	0.000	0.000	Merged-chr4-8775093-51
NR13115--MA1107.1.KLF9	chr12	4841424	4841436	+	0.000	0.000	Merged-chr12-4841599-31
NR33507--MA1107.1.KLF9	chr18	82532268	82532280	-	0.000	0.000	Merged-chr18-82532131-16
NR58746--MA0740.1.KLF14	chr7	25756186	25756199	+	0.000	0.000	Merged-chr7-25756161-11
NR28945--MA0599.1.KLF5	chr17	25833058	25833067	+	0.000	0.000	Merged-chr17-25833037-57
NR51304--MA0599.1.KLF5	chr5	76543213	76543222	-	0.000	0.000	Merged-chr5-76543303-10
NR11741--MA1107.1.KLF9	chr11	88425679	88425691	-	0.000	0.000	Merged-chr11-88425684-6
NR6794--MA0741.1.KLF16	chr10	61452877	61452887	-	0.000	0.000	Merged-chr10-61452794-18
NR12277--MA0599.1.KLF5	chr11	101316301	101316310	-	0.000	0.000	Merged-chr11-101316251-71
NR65236--MA1107.1.KLF9	chr8	122576999	122577011	-	0.000	0.000	Merged-chr8-122576792-51
NR25939--MA0740.1.KLF14	chr16	14159325	14159338	+	0.000	0.000	Merged-chr16-14159517-83
NR66448--MA0599.1.KLF5	chr9	48985246	48985255	-	0.000	0.000	Merged-chr9-48985134-97
NR33324--MA0740.1.KLF14	chr18	76929990	76930003	-	0.000	0.000	Merged-chr18-76929986-57
NR67178--MA0039.3.KLF4	chr9	80313761	80313771	-	0.000	0.000	Merged-chr9-80313733-27
NR25566--MA0742.1.Klf12	chr16	5352403	5352417	-	0.000	0.000	Merged-chr16-5352310-61
NR20878--MA0657.1.KLF13	chr14	54464157	54464174	+	0.000	0.000	Merged-chr14-54464203-140
NR34843--MA1107.1.KLF9	chr19	53020216	53020228	+	0.000	0.000	Merged-chr19-53020270-32
NR48437--MA0742.1.Klf12	chr4	136021797	136021811	+	0.000	0.000	Merged-chr4-136021705-51
NR66233--MA0599.1.KLF5	chr9	42124370	42124379	+	0.000	0.000	Merged-chr9-42124176-82
NR64398--MA0599.1.KLF5	chr8	94533012	94533021	-	0.000	0.000	Merged-chr8-94533073-46
NR4243--MA0741.1.KLF16	chr1	172455586	172455596	-	0.000	0.000	Merged-chr1-172455714-32
NR26526--MA0741.1.KLF16	chr16	36828375	36828385	+	0.000	0.000	Merged-chr16-36828275-76
NR15654--MA0599.1.KLF5	chr12	112722133	112722142	-	0.000	0.000	Merged-chr12-112722334-57
NR29586--MA1107.1.KLF9	chr17	43252888	43252900	-	0.000	0.000	Merged-chr17-43252932-1
NR58266--MA0599.1.KLF5	chr7	16120203	16120212	-	0.000	0.000	Merged-chr7-16119991-49
NR5761--MA0039.3.KLF4	chr10	19188579	19188589	-	0.000	0.000	Merged-chr10-19188580-55
NR29485--MA0740.1.KLF14	chr17	35969856	35969869	-	0.000	0.000	Merged-chr17-35969818-62
NR34848--MA0741.1.KLF16	chr19	53142534	53142544	-	0.000	0.000	Merged-chr19-53142483-91
NR68571--MA0741.1.KLF16	chrX	12015295	12015305	-	0.000	0.000	Merged-chrX-12015103-56
NR62736--MA0039.3.KLF4	chr8	33897362	33897372	-	0.000	0.000	Merged-chr8-33897306-17
NR24477--MA1107.1.KLF9	chr15	81033331	81033343	+	0.000	0.000	Merged-chr15-81033220-15
NR5793--MA0740.1.KLF14	chr10	21994628	21994641	+	0.000	0.000	Merged-chr10-21994609-61
NR31391--MA0599.1.KLF5	chr18	7869137	7869146	-	0.000	0.000	Merged-chr18-7869140-116
