#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1.up.bed
NR23270--MA1107.1.KLF9	chr15	67290895	67290907	-	0.000	0.000	Merged-chr15-67291006-6
NR47040--MA0741.1.KLF16	chr4	119195348	119195358	+	0.000	0.000	Merged-chr4-119195443-60
NR17014--MA0599.1.KLF5	chr13	54590186	54590195	+	0.000	0.000	Merged-chr13-54590326-80
NR16579--MA0741.1.KLF16	chr13	36932253	36932263	+	0.000	0.000	Merged-chr13-36932203-7
NR7051--MA0599.1.KLF5	chr10	80387691	80387700	+	0.000	0.000	Merged-chr10-80387709-52
NR45155--MA0741.1.KLF16	chr4	43479612	43479622	-	0.000	0.000	Merged-chr4-43479477-7
NR62722--MA0039.3.KLF4	chr7	126230480	126230490	-	0.000	0.000	Merged-chr7-126230639-34
NR29778--MA1107.1.KLF9	chr17	65819436	65819448	+	0.000	0.000	Merged-chr17-65819307-6
NR25785--MA0740.1.KLF14	chr16	32608932	32608945	-	0.000	0.000	Merged-chr16-32609068-64
NR31583--MA0599.1.KLF5	chr18	55161851	55161860	-	0.000	0.000	Merged-chr18-55161771-19
NR64000--MA0741.1.KLF16	chr8	8685654	8685664	-	0.000	0.000	Merged-chr8-8685770-4
NR43882--MA0493.1.Klf1	chr3	146308447	146308457	+	0.000	0.000	Merged-chr3-146308303-21
NR13571--MA1107.1.KLF9	chr12	16805619	16805631	+	0.000	0.000	Merged-chr12-16805664-28
NR896--MA0742.1.Klf12	chr1	60016437	60016451	-	0.000	0.000	Merged-chr1-60016690-100
NR14783--MA0599.1.KLF5	chr12	84114567	84114576	-	0.000	0.000	Merged-chr12-84114389-28
NR68278--MA0599.1.KLF5	chr9	37613732	37613741	-	0.000	0.000	Merged-chr9-37613719-89
NR42108--MA0599.1.KLF5	chr3	96697390	96697399	-	0.000	0.000	Merged-chr3-96697439-1
NR65353--MA0599.1.KLF5	chr8	70700683	70700692	+	0.000	0.000	Merged-chr8-70700782-34
NR36769--MA0740.1.KLF14	chr2	75965079	75965092	+	0.000	0.000	Merged-chr2-75964949-43
NR52151--MA0493.1.Klf1	chr5	114639608	114639618	-	0.000	0.000	Merged-chr5-114639574-38
NR16707--MA0741.1.KLF16	chr13	42049191	42049201	-	0.000	0.000	Merged-chr13-42049130-34
NR55057--MA0039.3.KLF4	chr6	38789653	38789663	+	0.000	0.000	Merged-chr6-38789563-52
NR15165--MA0493.1.Klf1	chr12	98628096	98628106	-	0.000	0.000	Merged-chr12-98628210-48
NR16285--MA0657.1.KLF13	chr13	21222581	21222598	-	0.000	0.000	Merged-chr13-21222520-28
NR6861--MA0599.1.KLF5	chr10	77978592	77978601	+	0.000	0.000	Merged-chr10-77978614-55
NR63836--MA0599.1.KLF5	chr7	143549141	143549150	+	0.000	0.000	Merged-chr7-143549269-5
NR37627--MA0741.1.KLF16	chr2	112240503	112240513	+	0.000	0.000	Merged-chr2-112240570-1
NR5137--MA0741.1.KLF16	chr10	7780923	7780933	-	0.000	0.000	Merged-chr10-7780858-76
NR23043--MA0599.1.KLF5	chr15	58171624	58171633	+	0.000	0.000	Merged-chr15-58171434-29
NR17591--MA0741.1.KLF16	chr13	73328642	73328652	-	0.000	0.000	Merged-chr13-73328542-55
NR67286--MA0493.1.Klf1	chr8	123037169	123037179	-	0.000	0.000	Merged-chr8-123037224-33
NR887--MA0741.1.KLF16	chr1	59763503	59763513	-	0.000	0.000	Merged-chr1-59763258-134
NR58818--MA0741.1.KLF16	chr7	4777043	4777053	-	0.000	0.000	Merged-chr7-4777194-35
NR65309--MA0742.1.Klf12	chr8	70594431	70594445	+	0.000	0.000	Merged-chr8-70594498-62
NR68926--MA1107.1.KLF9	chr9	57956931	57956943	-	0.000	0.000	Merged-chr9-57956974-45
NR32891--MA1107.1.KLF9	chr19	4125963	4125975	-	0.000	0.000	Merged-chr19-4125952-62
NR66203--MA0741.1.KLF16	chr8	95349076	95349086	-	0.000	0.000	Merged-chr8-95348986-27
NR10723--MA0493.1.Klf1	chr11	69059549	69059559	-	0.000	0.000	Merged-chr11-69059699-57
NR55654--MA0599.1.KLF5	chr6	58596562	58596571	-	0.000	0.000	Merged-chr6-58596586-84
NR42452--MA0493.1.Klf1	chr3	103862695	103862705	+	0.000	0.000	Merged-chr3-103862515-1
NR7163--MA0599.1.KLF5	chr10	80755387	80755396	+	0.000	0.000	Merged-chr10-80755197-57
NR56835--MA0740.1.KLF14	chr6	108426882	108426895	-	0.000	0.000	Merged-chr6-108426934-21
NR54045--MA0741.1.KLF16	chr5	144190218	144190228	-	0.000	0.000	Merged-chr5-144190229-35
NR36231--MA0741.1.KLF16	chr2	55437050	55437060	+	0.000	0.000	Merged-chr2-55437134-25
NR45358--MA0039.3.KLF4	chr4	47001274	47001284	+	0.000	0.000	Merged-chr4-47001144-9
NR62088--MA0599.1.KLF5	chr7	110796448	110796457	-	0.000	0.000	Merged-chr7-110796429-1
NR1724--MA1107.1.KLF9	chr1	92934601	92934613	+	0.000	0.000	Merged-chr1-92934490-65
NR47338--MA0599.1.KLF5	chr4	126301158	126301167	+	0.000	0.000	Merged-chr4-126301216-32
NR49766--MA0741.1.KLF16	chr5	27791397	27791407	+	0.000	0.000	Merged-chr5-27791558-105
NR66518--MA1107.1.KLF9	chr8	106168861	106168873	-	0.000	0.000	Merged-chr8-106168973-61
NR52365--MA0741.1.KLF16	chr5	118661947	118661957	+	0.000	0.000	Merged-chr5-118661904-17
NR67900--MA0741.1.KLF16	chr9	21225125	21225135	+	0.000	0.000	Merged-chr9-21225292-34
NR70722--MA0599.1.KLF5	chr9	108263806	108263815	-	0.000	0.000	Merged-chr9-108263764-60
NR57422--MA0741.1.KLF16	chr6	124740453	124740463	-	0.000	0.000	Merged-chr6-124740500-3
NR47123--MA0599.1.KLF5	chr4	120825711	120825720	+	0.000	0.000	Merged-chr4-120825889-1
NR24903--MA0599.1.KLF5	chr15	102458964	102458973	+	0.000	0.000	Merged-chr15-102458897-76
NR60687--MA0741.1.KLF16	chr7	58569009	58569019	-	0.000	0.000	Merged-chr7-58568960-29
NR60860--MA0740.1.KLF14	chr7	65644818	65644831	+	0.000	0.000	Merged-chr7-65644925-69
NR16054--MA0599.1.KLF5	chr12	118836995	118837004	-	0.000	0.000	Merged-chr12-118836898-44
NR9486--MA0742.1.Klf12	chr11	20561486	20561500	-	0.000	0.000	Merged-chr11-20561447-13
NR9096--MA0493.1.Klf1	chr11	3167588	3167598	-	0.000	0.000	Merged-chr11-3167570-33
NR45264--MA0741.1.KLF16	chr4	45766158	45766168	-	0.000	0.000	Merged-chr4-45766216-17
NR27574--MA0740.1.KLF14	chr17	8165498	8165511	-	0.000	0.000	Merged-chr17-8165441-73
NR37008--MA0741.1.KLF16	chr2	90679336	90679346	+	0.000	0.000	Merged-chr2-90679344-61
NR54519--MA0493.1.Klf1	chr6	7844637	7844647	+	0.000	0.000	Merged-chr6-7844794-101
NR37997--MA0599.1.KLF5	chr2	121866901	121866910	-	0.000	0.000	Merged-chr2-121866868-116
NR35057--MA0741.1.KLF16	chr2	18909775	18909785	-	0.000	0.000	Merged-chr2-18909851-2
NR8686--MA1107.1.KLF9	chr10	122778137	122778149	+	0.000	0.000	Merged-chr10-122778014-1
NR40344--MA0742.1.Klf12	chr3	9500013	9500027	-	0.000	0.000	Merged-chr3-9499976-58
NR56150--MA0740.1.KLF14	chr6	86669336	86669349	+	0.000	0.000	Merged-chr6-86669328-55
NR3109--MA0741.1.KLF16	chr1	153740168	153740178	-	0.000	0.000	Merged-chr1-153740161-56
NR67182--MA0039.3.KLF4	chr8	121898639	121898649	-	0.000	0.000	Merged-chr8-121898554-47
NR55855--MA0493.1.Klf1	chr6	71440678	71440688	-	0.000	0.000	Merged-chr6-71440624-82
NR38910--MA0741.1.KLF16	chr2	150904771	150904781	+	0.000	0.000	Merged-chr2-150904585-65
NR10168--MA0493.1.Klf1	chr11	53324640	53324650	+	0.000	0.000	Merged-chr11-53324720-33
NR46961--MA0741.1.KLF16	chr4	116877377	116877387	-	0.000	0.000	Merged-chr4-116877441-82
NR55099--MA0599.1.KLF5	chr6	41553493	41553502	-	0.000	0.000	Merged-chr6-41553590-24
NR3575--MA0742.1.Klf12	chr1	164571868	164571882	-	0.000	0.000	Merged-chr1-164571989-46
NR13893--MA0039.3.KLF4	chr12	32999956	32999966	-	0.000	0.000	Merged-chr12-32999849-21
NR8328--MA1107.1.KLF9	chr10	117118448	117118460	-	0.000	0.000	Merged-chr10-117118585-40
NR25587--MA0742.1.Klf12	chr16	21787849	21787863	-	0.000	0.000	Merged-chr16-21787807-60
NR37424--MA0599.1.KLF5	chr2	103761227	103761236	-	0.000	0.000	Merged-chr2-103761224-59
NR935--MA1107.1.KLF9	chr1	62049746	62049758	+	0.000	0.000	Merged-chr1-62049803-1
NR35589--MA0599.1.KLF5	chr2	30469938	30469947	+	0.000	0.000	Merged-chr2-30470096-26
NR54741--MA0740.1.KLF14	chr6	28421776	28421789	-	0.000	0.000	Merged-chr6-28421757-53
NR18225--MA0741.1.KLF16	chr13	99781081	99781091	-	0.000	0.000	Merged-chr13-99781144-21
NR66782--MA1107.1.KLF9	chr8	115137016	115137028	-	0.000	0.000	Merged-chr8-115136921-34
NR62224--MA0741.1.KLF16	chr7	115217060	115217070	-	0.000	0.000	Merged-chr7-115217038-43
NR21718--MA0493.1.Klf1	chr14	115040850	115040860	-	0.000	0.000	Merged-chr14-115040895-2
NR11061--MA0741.1.KLF16	chr11	75571463	75571473	-	0.000	0.000	Merged-chr11-75571465-10
NR49643--MA0599.1.KLF5	chr5	24577499	24577508	-	0.000	0.000	Merged-chr5-24577562-64
NR28964--MA0742.1.Klf12	chr17	40934667	40934681	+	0.000	0.000	Merged-chr17-40934697-83
NR70167--MA0599.1.KLF5	chr9	94538121	94538130	-	0.000	0.000	Merged-chr9-94538046-220
NR7494--MA0740.1.KLF14	chr10	86021905	86021918	-	0.000	0.000	Merged-chr10-86022093-75
NR16069--MA0741.1.KLF16	chr12	119238859	119238869	-	0.000	0.000	Merged-chr12-119238922-2
NR37194--MA0741.1.KLF16	chr2	94263466	94263476	+	0.000	0.000	Merged-chr2-94263643-18
NR19922--MA0741.1.KLF16	chr14	41013865	41013875	+	0.000	0.000	Merged-chr14-41013855-53
NR32523--MA0741.1.KLF16	chr18	80697332	80697342	+	0.000	0.000	Merged-chr18-80697325-29
NR64711--MA0599.1.KLF5	chr8	40634797	40634806	-	0.000	0.000	Merged-chr8-40634821-50
NR6282--MA0039.3.KLF4	chr10	62248020	62248030	-	0.000	0.000	Merged-chr10-62247968-20
NR7187--MA0742.1.Klf12	chr10	80855218	80855232	+	0.000	0.000	Merged-chr10-80855252-46
NR193--MA0599.1.KLF5	chr1	21079256	21079265	+	0.000	0.000	Merged-chr1-21079276-92
NR71257--MA0741.1.KLF16	chr9	118678598	118678608	+	0.000	0.000	Merged-chr9-118678587-68
NR44864--MA1107.1.KLF9	chr4	33390941	33390953	+	0.000	0.000	Merged-chr4-33390737-19
NR43712--MA0741.1.KLF16	chr3	142881037	142881047	-	0.000	0.000	Merged-chr3-142881152-2
NR36691--MA1107.1.KLF9	chr2	73540603	73540615	-	0.000	0.000	Merged-chr2-73540763-38
NR35380--MA0742.1.Klf12	chr2	26445361	26445375	+	0.000	0.000	Merged-chr2-26445495-99
NR51500--MA0493.1.Klf1	chr5	99891683	99891693	+	0.000	0.000	Merged-chr5-99891648-1
NR15398--MA0493.1.Klf1	chr12	105027967	105027977	+	0.000	0.000	Merged-chr12-105027877-30
NR38957--MA0741.1.KLF16	chr2	151974370	151974380	-	0.000	0.000	Merged-chr2-151974232-5
NR10997--MA0740.1.KLF14	chr11	74838633	74838646	-	0.000	0.000	Merged-chr11-74838839-1
NR72683--MA0741.1.KLF16	chrX	152353051	152353061	-	0.000	0.000	Merged-chrX-152352945-26
NR6467--MA0741.1.KLF16	chr10	68445693	68445703	-	0.000	0.000	Merged-chr10-68445900-93
NR1378--MA0740.1.KLF14	chr1	82283347	82283360	+	0.000	0.000	Merged-chr1-82283308-57
NR1135--MA0657.1.KLF13	chr1	72225984	72226001	+	0.000	0.000	Merged-chr1-72226196-93
NR46458--MA0493.1.Klf1	chr4	101419676	101419686	-	0.000	0.000	Merged-chr4-101419713-70
NR46889--MA0657.1.KLF13	chr4	116010370	116010387	+	0.000	0.000	Merged-chr4-116010359-48
NR54788--MA0740.1.KLF14	chr6	29474062	29474075	+	0.000	0.000	Merged-chr6-29474137-48
NR30466--MA0493.1.Klf1	chr17	83918942	83918952	+	0.000	0.000	Merged-chr17-83918717-33
NR53800--MA1107.1.KLF9	chr5	140915643	140915655	+	0.000	0.000	Merged-chr5-140915429-24
NR56510--MA1107.1.KLF9	chr6	95552789	95552801	+	0.000	0.000	Merged-chr6-95552744-18
NR67980--MA0493.1.Klf1	chr9	21927594	21927604	+	0.000	0.000	Merged-chr9-21927505-18
NR39939--MA0741.1.KLF16	chr2	172501579	172501589	+	0.000	0.000	Merged-chr2-172501605-18
NR62185--MA0039.3.KLF4	chr7	114088140	114088150	+	0.000	0.000	Merged-chr7-114088152-53
NR50858--MA0493.1.Klf1	chr5	72203205	72203215	-	0.000	0.000	Merged-chr5-72203390-56
NR52713--MA0740.1.KLF14	chr5	124729789	124729802	+	0.000	0.000	Merged-chr5-124729814-15
NR15985--MA0599.1.KLF5	chr12	116467190	116467199	-	0.000	0.000	Merged-chr12-116467208-51
NR14246--MA0741.1.KLF16	chr12	55443356	55443366	-	0.000	0.000	Merged-chr12-55443297-11
NR20332--MA1107.1.KLF9	chr14	54464114	54464126	-	0.000	0.000	Merged-chr14-54464203-140
NR57928--MA0599.1.KLF5	chr6	134220566	134220575	+	0.000	0.000	Merged-chr6-134220428-49
NR69265--MA0599.1.KLF5	chr9	66834925	66834934	-	0.000	0.000	Merged-chr9-66834917-64
NR12295--MA0741.1.KLF16	chr11	102393428	102393438	-	0.000	0.000	Merged-chr11-102393451-21
NR64156--MA0599.1.KLF5	chr8	13200628	13200637	-	0.000	0.000	Merged-chr8-13200567-28
NR9776--MA1107.1.KLF9	chr11	32486697	32486709	-	0.000	0.000	Merged-chr11-32486832-15
NR6512--MA0599.1.KLF5	chr10	69571685	69571694	-	0.000	0.000	Merged-chr10-69571391-44
NR24985--MA0742.1.Klf12	chr16	3872304	3872318	+	0.000	0.000	Merged-chr16-3872425-54
NR58876--MA0740.1.KLF14	chr7	6286395	6286408	-	0.000	0.000	Merged-chr7-6286404-52
NR35261--MA1107.1.KLF9	chr2	25054332	25054344	+	0.000	0.000	Merged-chr2-25054565-53
NR32912--MA0742.1.Klf12	chr19	4269305	4269319	+	0.000	0.000	Merged-chr19-4269199-28
NR67613--MA0493.1.Klf1	chr8	128333494	128333504	-	0.000	0.000	Merged-chr8-128333532-18
NR6800--MA0741.1.KLF16	chr10	77033199	77033209	+	0.000	0.000	Merged-chr10-77033384-72
NR18461--MA1107.1.KLF9	chr13	105047442	105047454	-	0.000	0.000	Merged-chr13-105047400-59
NR30019--MA0599.1.KLF5	chr17	73304637	73304646	-	0.000	0.000	Merged-chr17-73304533-12
NR28812--MA0741.1.KLF16	chr17	35516891	35516901	+	0.000	0.000	Merged-chr17-35516869-65
NR46811--MA1107.1.KLF9	chr4	111577423	111577435	+	0.000	0.000	Merged-chr4-111577435-1
NR13558--MA1107.1.KLF9	chr12	16384356	16384368	+	0.000	0.000	Merged-chr12-16384404-18
NR2259--MA1107.1.KLF9	chr1	127380937	127380949	-	0.000	0.000	Merged-chr1-127381080-26
NR25518--MA0493.1.Klf1	chr16	19761928	19761938	+	0.000	0.000	Merged-chr16-19761931-27
NR54797--MA0657.1.KLF13	chr6	29517302	29517319	-	0.000	0.000	Merged-chr6-29517345-20
NR1070--MA0039.3.KLF4	chr1	69499064	69499074	-	0.000	0.000	Merged-chr1-69499196-51
NR48898--MA0599.1.KLF5	chr4	152212645	152212654	-	0.000	0.000	Merged-chr4-152212643-15
NR16954--MA0599.1.KLF5	chr13	52060057	52060066	+	0.000	0.000	Merged-chr13-52060042-8
NR20472--MA0599.1.KLF5	chr14	57525641	57525650	-	0.000	0.000	Merged-chr14-57525572-80
NR8365--MA0599.1.KLF5	chr10	117532277	117532286	+	0.000	0.000	Merged-chr10-117532128-28
NR42023--MA0599.1.KLF5	chr3	95687903	95687912	+	0.000	0.000	Merged-chr3-95687934-19
NR44618--MA1107.1.KLF9	chr4	15273293	15273305	+	0.000	0.000	Merged-chr4-15273435-28
NR7003--MA0740.1.KLF14	chr10	80054384	80054397	-	0.000	0.000	Merged-chr10-80054336-1
NR36445--MA1107.1.KLF9	chr2	65552058	65552070	-	0.000	0.000	Merged-chr2-65551988-12
NR55503--MA0741.1.KLF16	chr6	53986474	53986484	-	0.000	0.000	Merged-chr6-53986314-10
NR65629--MA0740.1.KLF14	chr8	77376621	77376634	+	0.000	0.000	Merged-chr8-77376569-21
NR50088--MA0493.1.Klf1	chr5	36582015	36582025	+	0.000	0.000	Merged-chr5-36582061-78
NR7296--MA0742.1.Klf12	chr10	81433019	81433033	-	0.000	0.000	Merged-chr10-81433026-44
NR60016--MA0599.1.KLF5	chr7	34313568	34313577	+	0.000	0.000	Merged-chr7-34313409-64
NR45615--MA0599.1.KLF5	chr4	57295370	57295379	+	0.000	0.000	Merged-chr4-57295265-18
NR45025--MA0741.1.KLF16	chr4	41348060	41348070	+	0.000	0.000	Merged-chr4-41348000-22
NR22425--MA0741.1.KLF16	chr15	25269715	25269725	-	0.000	0.000	Merged-chr15-25269773-79
NR50041--MA0742.1.Klf12	chr5	35757879	35757893	-	0.000	0.000	Merged-chr5-35757894-103
NR17256--MA0599.1.KLF5	chr13	59557513	59557522	-	0.000	0.000	Merged-chr13-59557232-89
NR20474--MA0741.1.KLF16	chr14	57525640	57525650	-	0.000	0.000	Merged-chr14-57525572-80
NR71334--MA0740.1.KLF14	chr9	119963473	119963486	-	0.000	0.000	Merged-chr9-119963439-34
NR61159--MA0741.1.KLF16	chr7	80192614	80192624	-	0.000	0.000	Merged-chr7-80192617-45
NR48110--MA0599.1.KLF5	chr4	137722914	137722923	+	0.000	0.000	Merged-chr4-137723012-20
NR59332--MA1107.1.KLF9	chr7	19749701	19749713	+	0.000	0.000	Merged-chr7-19749873-53
NR30498--MA0599.1.KLF5	chr17	84336153	84336162	-	0.000	0.000	Merged-chr17-84336226-16
NR20105--MA0599.1.KLF5	chr14	46832053	46832062	+	0.000	0.000	Merged-chr14-46832058-73
NR6972--MA1107.1.KLF9	chr10	79908590	79908602	+	0.000	0.000	Merged-chr10-79908801-95
NR72020--MA0599.1.KLF5	chrX	53643798	53643807	-	0.000	0.000	Merged-chrX-53643613-70
NR66812--MA0657.1.KLF13	chr8	115568529	115568546	+	0.000	0.000	Merged-chr8-115568627-19
NR64536--MA0741.1.KLF16	chr8	31031878	31031888	-	0.000	0.000	Merged-chr8-31031944-31
NR44838--MA0493.1.Klf1	chr4	33248548	33248558	+	0.000	0.000	Merged-chr4-33248647-4
NR41936--MA0741.1.KLF16	chr3	94786680	94786690	-	0.000	0.000	Merged-chr3-94786570-53
NR10773--MA0599.1.KLF5	chr11	69580361	69580370	+	0.000	0.000	Merged-chr11-69580339-58
NR59320--MA0741.1.KLF16	chr7	19665134	19665144	+	0.000	0.000	Merged-chr7-19665223-91
NR28859--MA0741.1.KLF16	chr17	35910130	35910140	+	0.000	0.000	Merged-chr17-35910117-56
NR25348--MA0742.1.Klf12	chr16	14159596	14159610	-	0.000	0.000	Merged-chr16-14159517-83
NR4896--MA0741.1.KLF16	chr1	192532340	192532350	-	0.000	0.000	Merged-chr1-192532397-12
NR25782--MA0493.1.Klf1	chr16	32516544	32516554	-	0.000	0.000	Merged-chr16-32516451-30
NR56095--MA0599.1.KLF5	chr6	85374727	85374736	+	0.000	0.000	Merged-chr6-85374701-69
NR37629--MA1107.1.KLF9	chr2	112240497	112240509	+	0.000	0.000	Merged-chr2-112240570-1
NR49303--MA0599.1.KLF5	chr5	8997237	8997246	+	0.000	0.000	Merged-chr5-8996968-123
NR9509--MA0741.1.KLF16	chr11	20631941	20631951	-	0.000	0.000	Merged-chr11-20632117-165
NR7460--MA0740.1.KLF14	chr10	85035595	85035608	-	0.000	0.000	Merged-chr10-85035484-19
NR11964--MA0741.1.KLF16	chr11	97884195	97884205	+	0.000	0.000	Merged-chr11-97884212-84
NR27958--MA0599.1.KLF5	chr17	22424057	22424066	-	0.000	0.000	Merged-chr17-22424161-65
NR31053--MA0742.1.Klf12	chr18	24653028	24653042	-	0.000	0.000	Merged-chr18-24652935-1
NR35916--MA0599.1.KLF5	chr2	36091473	36091482	+	0.000	0.000	Merged-chr2-36091401-36
NR31341--MA0493.1.Klf1	chr18	37969775	37969785	+	0.000	0.000	Merged-chr18-37969808-65
NR47433--MA0741.1.KLF16	chr4	129238987	129238997	+	0.000	0.000	Merged-chr4-129238994-27
NR42144--MA0599.1.KLF5	chr3	97767778	97767787	+	0.000	0.000	Merged-chr3-97767840-101
NR68353--MA0741.1.KLF16	chr9	41160888	41160898	-	0.000	0.000	Merged-chr9-41160864-12
NR22011--MA0741.1.KLF16	chr14	120313650	120313660	+	0.000	0.000	Merged-chr14-120313531-118
NR57153--MA0493.1.Klf1	chr6	118139189	118139199	+	0.000	0.000	Merged-chr6-118139138-58
NR70833--MA1107.1.KLF9	chr9	110449129	110449141	-	0.000	0.000	Merged-chr9-110449150-25
NR71889--MA0741.1.KLF16	chrX	38182044	38182054	-	0.000	0.000	Merged-chrX-38181994-21
NR40770--MA0599.1.KLF5	chr3	35754079	35754088	-	0.000	0.000	Merged-chr3-35754323-108
NR24--MA0599.1.KLF5	chr1	6454098	6454107	+	0.000	0.000	Merged-chr1-6454252-50
NR63952--MA0493.1.Klf1	chr8	3631084	3631094	-	0.000	0.000	Merged-chr8-3631064-68
NR45721--MA0740.1.KLF14	chr4	59805848	59805861	-	0.000	0.000	Merged-chr4-59805793-13
NR39962--MA0599.1.KLF5	chr2	173000086	173000095	-	0.000	0.000	Merged-chr2-173000238-62
NR65585--MA1107.1.KLF9	chr8	75071843	75071855	+	0.000	0.000	Merged-chr8-75071889-52
NR20331--MA0741.1.KLF16	chr14	54464115	54464125	-	0.000	0.000	Merged-chr14-54464203-140
NR51859--MA0599.1.KLF5	chr5	110176573	110176582	-	0.000	0.000	Merged-chr5-110176742-78
NR56195--MA0741.1.KLF16	chr6	87590783	87590793	+	0.000	0.000	Merged-chr6-87590737-28
NR600--MA0493.1.Klf1	chr1	40790661	40790671	+	0.000	0.000	Merged-chr1-40790646-63
NR43770--MA0740.1.KLF14	chr3	144720329	144720342	+	0.000	0.000	Merged-chr3-144720507-6
NR22625--MA0599.1.KLF5	chr15	36346327	36346336	+	0.000	0.000	Merged-chr15-36346245-49
NR66739--MA0741.1.KLF16	chr8	113669807	113669817	-	0.000	0.000	Merged-chr8-113669969-10
NR25335--MA0599.1.KLF5	chr16	13903131	13903140	-	0.000	0.000	Merged-chr16-13903124-91
NR25036--MA0740.1.KLF14	chr16	5255990	5256003	-	0.000	0.000	Merged-chr16-5255985-43
NR54354--MA0599.1.KLF5	chr5	149861700	149861709	+	0.000	0.000	Merged-chr5-149861626-19
NR37769--MA0599.1.KLF5	chr2	117120685	117120694	+	0.000	0.000	Merged-chr2-117120973-155
NR20226--MA0599.1.KLF5	chr14	52244591	52244600	-	0.000	0.000	Merged-chr14-52244514-55
NR19418--MA0599.1.KLF5	chr14	20479950	20479959	-	0.000	0.000	Merged-chr14-20479960-47
NR68962--MA1107.1.KLF9	chr9	58271310	58271322	+	0.000	0.000	Merged-chr9-58271289-37
NR40618--MA0599.1.KLF5	chr3	28781285	28781294	-	0.000	0.000	Merged-chr3-28781211-76
NR1706--MA0039.3.KLF4	chr1	92640408	92640418	+	0.000	0.000	Merged-chr1-92640529-29
NR64174--MA0599.1.KLF5	chr8	13593539	13593548	-	0.000	0.000	Merged-chr8-13593648-27
NR2597--MA0741.1.KLF16	chr1	135019083	135019093	+	0.000	0.000	Merged-chr1-135019182-17
NR53291--MA0599.1.KLF5	chr5	135064233	135064242	+	0.000	0.000	Merged-chr5-135064236-55
NR29871--MA0741.1.KLF16	chr17	69475518	69475528	-	0.000	0.000	Merged-chr17-69475612-28
NR27944--MA0493.1.Klf1	chr17	21909749	21909759	+	0.000	0.000	Merged-chr17-21909627-78
NR67846--MA0493.1.Klf1	chr9	20757384	20757394	-	0.000	0.000	Merged-chr9-20757221-14
NR66215--MA0599.1.KLF5	chr8	95369836	95369845	+	0.000	0.000	Merged-chr8-95369863-17
NR19095--MA0493.1.Klf1	chr14	6757209	6757219	+	0.000	0.000	Merged-chr14-6757064-86
NR67766--MA0599.1.KLF5	chr9	15014176	15014185	-	0.000	0.000	Merged-chr9-15014101-6
NR35132--MA0741.1.KLF16	chr2	21205620	21205630	+	0.000	0.000	Merged-chr2-21205632-118
NR49078--MA1107.1.KLF9	chr4	155306826	155306838	-	0.000	0.000	Merged-chr4-155306831-50
NR45405--MA0741.1.KLF16	chr4	47353227	47353237	-	0.000	0.000	Merged-chr4-47353168-65
NR343--MA0741.1.KLF16	chr1	34579646	34579656	+	0.000	0.000	Merged-chr1-34579703-14
NR7047--MA0599.1.KLF5	chr10	80350544	80350553	+	0.000	0.000	Merged-chr10-80350407-33
NR71866--MA0657.1.KLF13	chrX	36807836	36807853	+	0.000	0.000	Merged-chrX-36807696-3,Merged-chrX-36807988-57
NR8598--MA0599.1.KLF5	chr10	121507536	121507545	-	0.000	0.000	Merged-chr10-121507364-82
NR2277--MA1107.1.KLF9	chr1	127796453	127796465	-	0.000	0.000	Merged-chr1-127796546-56
NR10376--MA0741.1.KLF16	chr11	58960079	58960089	-	0.000	0.000	Merged-chr11-58960238-57
NR17508--MA0740.1.KLF14	chr13	70637839	70637852	+	0.000	0.000	Merged-chr13-70637852-111
NR39192--MA0599.1.KLF5	chr2	158160216	158160225	+	0.000	0.000	Merged-chr2-158160127-37
NR977--MA0740.1.KLF14	chr1	64121726	64121739	-	0.000	0.000	Merged-chr1-64121787-120
NR64374--MA0741.1.KLF16	chr8	22166304	22166314	-	0.000	0.000	Merged-chr8-22166326-62
NR6685--MA0741.1.KLF16	chr10	75517403	75517413	+	0.000	0.000	Merged-chr10-75517574-101
NR6054--MA0039.3.KLF4	chr10	58370403	58370413	+	0.000	0.000	Merged-chr10-58370499-60
NR17850--MA0742.1.Klf12	chr13	89521652	89521666	+	0.000	0.000	Merged-chr13-89521757-30
NR41926--MA1107.1.KLF9	chr3	94786402	94786414	+	0.000	0.000	Merged-chr3-94786570-53
NR72030--MA0741.1.KLF16	chrX	56346459	56346469	-	0.000	0.000	Merged-chrX-56346415-28
NR25456--MA0599.1.KLF5	chr16	17804775	17804784	+	0.000	0.000	Merged-chr16-17804658-22
NR72696--MA0741.1.KLF16	chrX	153007172	153007182	-	0.000	0.000	Merged-chrX-153007191-68
NR58229--MA1107.1.KLF9	chr6	140576331	140576343	+	0.000	0.000	Merged-chr6-140576321-13
NR20696--MA0599.1.KLF5	chr14	63943535	63943544	+	0.000	0.000	Merged-chr14-63943640-23
NR6209--MA0740.1.KLF14	chr10	61383387	61383400	+	0.000	0.000	Merged-chr10-61383375-39
NR67875--MA0740.1.KLF14	chr9	21033370	21033383	+	0.000	0.000	Merged-chr9-21033444-26
