#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR11360--MA0495.2.MAFF	chr7	117449844	117449864	-	0.000	0.000	Merged-chr7-117449738-12
NR9667--MA0591.1.Bach1::Mafk	chr5	115538906	115538920	+	0.000	0.000	Merged-chr5-115538781-31
NR10216--MA0496.2.MAFK	chr6	83428485	83428503	-	0.000	0.000	Merged-chr6-83428521-21
NR7412--MA0496.2.MAFK	chr2	165453544	165453562	+	0.000	0.000	Merged-chr2-165453384-56
NR3359--MA0501.1.MAF::NFE2	chr13	43261485	43261499	-	0.000	0.000	Merged-chr13-43261701-66
NR7633--MA0089.1.MAFG::NFE2L1	chr3	28709957	28709962	+	0.000	0.000	Merged-chr3-28710015-15
NR1859--MA0089.1.MAFG::NFE2L1	chr10	130228433	130228438	+	0.000	0.000	Merged-chr10-130228483-35
NR6213--MA0089.1.MAFG::NFE2L1	chr19	21946710	21946715	+	0.000	0.000	Merged-chr19-21946684-18
NR11423--MA0089.1.MAFG::NFE2L1	chr7	125423153	125423158	-	0.000	0.000	Merged-chr7-125423125-27
NR8754--MA0591.1.Bach1::Mafk	chr4	116053504	116053518	-	0.000	0.000	Merged-chr4-116053495-96
NR10912--MA0501.1.MAF::NFE2	chr7	30000836	30000850	-	0.000	0.000	Merged-chr7-30000834-5
NR11781--MA0591.1.Bach1::Mafk	chr8	71587146	71587160	-	0.000	0.000	Merged-chr8-71587200-14
NR4645--MA0089.1.MAFG::NFE2L1	chr15	80216733	80216738	-	0.000	0.000	Merged-chr15-80216610-25
NR181--MA0089.1.MAFG::NFE2L1	chr1	61046205	61046210	-	0.000	0.000	Merged-chr1-61046287-60
NR5950--MA0089.1.MAFG::NFE2L1	chr18	66429304	66429309	+	0.000	0.000	Merged-chr18-66429331-35
NR11362--MA0659.1.MAFG	chr7	117449844	117449864	-	0.000	0.000	Merged-chr7-117449738-12
NR7935--MA0089.1.MAFG::NFE2L1	chr3	108504044	108504049	+	0.000	0.000	Merged-chr3-108504114-26
NR10868--MA0501.1.MAF::NFE2	chr7	27357873	27357887	+	0.000	0.000	Merged-chr7-27357694-29
NR1773--MA0501.1.MAF::NFE2	chr10	122815308	122815322	+	0.000	0.000	Merged-chr10-122815337-49
NR1166--MA0089.1.MAFG::NFE2L1	chr10	12842793	12842798	+	0.000	0.000	Merged-chr10-12842715-46
NR4006--MA0591.1.Bach1::Mafk	chr14	50939153	50939167	-	0.000	0.000	Merged-chr14-50939148-9
NR9082--MA0495.2.MAFF	chr5	3358936	3358956	+	0.000	0.000	Merged-chr5-3358967-15
NR5011--MA0501.1.MAF::NFE2	chr16	52468675	52468689	-	0.000	0.000	Merged-chr16-52468577-24
NR11437--MA0591.1.Bach1::Mafk	chr7	127181061	127181075	+	0.000	0.000	Merged-chr7-127180997-43
NR8749--MA0495.2.MAFF	chr4	116018506	116018526	-	0.000	0.000	Merged-chr4-116018460-3
NR2182--MA0089.1.MAFG::NFE2L1	chr11	75962051	75962056	-	0.000	0.000	Merged-chr11-75962033-17
NR10935--MA0659.1.MAFG	chr7	35647506	35647526	-	0.000	0.000	Merged-chr7-35647371-69
NR1959--MA0089.1.MAFG::NFE2L1	chr11	32542918	32542923	-	0.000	0.000	Merged-chr11-32542755-79
NR2031--MA0591.1.Bach1::Mafk	chr11	54017771	54017785	-	0.000	0.000	Merged-chr11-54017821-14
NR5472--MA0089.1.MAFG::NFE2L1	chr17	47272503	47272508	-	0.000	0.000	Merged-chr17-47272458-17
NR1496--MA0495.2.MAFF	chr10	86727747	86727767	+	0.000	0.000	Merged-chr10-86727830-49
NR6758--MA0501.1.MAF::NFE2	chr2	61711787	61711801	-	0.000	0.000	Merged-chr2-61711829-79
NR1440--MA0089.1.MAFG::NFE2L1	chr10	80033622	80033627	+	0.000	0.000	Merged-chr10-80033369-69
NR8744--MA0496.2.MAFK	chr4	115984226	115984244	+	0.000	0.000	Merged-chr4-115984376-24
NR4845--MA0089.1.MAFG::NFE2L1	chr16	13438067	13438072	+	0.000	0.000	Merged-chr16-13438050-4
NR4770--MA0495.2.MAFF	chr15	99715149	99715169	+	0.000	0.000	Merged-chr15-99715119-21
NR1498--MA0659.1.MAFG	chr10	86727747	86727767	+	0.000	0.000	Merged-chr10-86727830-49
NR10808--MA0495.2.MAFF	chr7	16057370	16057390	-	0.000	0.000	Merged-chr7-16057177-61
NR10389--MA0659.1.MAFG	chr6	113661267	113661287	-	0.000	0.000	Merged-chr6-113661383-125
NR4065--MA0089.1.MAFG::NFE2L1	chr14	62879541	62879546	-	0.000	0.000	Merged-chr14-62879632-33
NR11434--MA0089.1.MAFG::NFE2L1	chr7	126862580	126862585	+	0.000	0.000	Merged-chr7-126862632-1
NR608--MA0089.1.MAFG::NFE2L1	chr1	151011278	151011283	-	0.000	0.000	Merged-chr1-151011231-27
NR10580--MA0089.1.MAFG::NFE2L1	chr6	136902660	136902665	-	0.000	0.000	Merged-chr6-136902691-26
NR10906--MA0496.2.MAFK	chr7	30000773	30000791	+	0.000	0.000	Merged-chr7-30000834-5
NR5652--MA0591.1.Bach1::Mafk	chr17	87561106	87561120	-	0.000	0.000	Merged-chr17-87561219-18
NR11521--MA0089.1.MAFG::NFE2L1	chr7	136254126	136254131	-	0.000	0.000	Merged-chr7-136254252-8
NR8404--MA0496.2.MAFK	chr4	7596305	7596323	+	0.000	0.000	Merged-chr4-7596402-15
NR6569--MA0496.2.MAFK	chr2	27693884	27693902	-	0.000	0.000	Merged-chr2-27693880-30
NR6200--MA0591.1.Bach1::Mafk	chr19	18583883	18583897	-	0.000	0.000	Merged-chr19-18583788-5
NR204--MA0089.1.MAFG::NFE2L1	chr1	64305754	64305759	-	0.000	0.000	Merged-chr1-64305701-25
NR9653--MA0659.1.MAFG	chr5	115312987	115313007	+	0.000	0.000	Merged-chr5-115313005-7
NR12242--MA0659.1.MAFG	chr9	32539800	32539820	-	0.000	0.000	Merged-chr9-32539747-88
NR2214--MA0496.2.MAFK	chr11	79207638	79207656	-	0.000	0.000	Merged-chr11-79207824-18
NR8874--MA0496.2.MAFK	chr4	133625796	133625814	-	0.000	0.000	Merged-chr4-133625907-62
NR3765--MA0496.2.MAFK	chr13	111265852	111265870	-	0.000	0.000	Merged-chr13-111265821-37
NR1177--MA0089.1.MAFG::NFE2L1	chr10	14058112	14058117	+	0.000	0.000	Merged-chr10-14058073-111
NR9585--MA0591.1.Bach1::Mafk	chr5	105675693	105675707	-	0.000	0.000	Merged-chr5-105675662-27
NR6929--MA0591.1.Bach1::Mafk	chr2	101886123	101886137	-	0.000	0.000	Merged-chr2-101886244-51
NR11938--MA0089.1.MAFG::NFE2L1	chr8	105991035	105991040	+	0.000	0.000	Merged-chr8-105991112-25
NR8586--MA0089.1.MAFG::NFE2L1	chr4	83234360	83234365	-	0.000	0.000	Merged-chr4-83234214-31
NR2139--MA0591.1.Bach1::Mafk	chr11	69410795	69410809	+	0.000	0.000	Merged-chr11-69410612-81
NR10004--MA0501.1.MAF::NFE2	chr6	30175562	30175576	+	0.000	0.000	Merged-chr6-30175579-9
NR810--MA0501.1.MAF::NFE2	chr1	171921518	171921532	-	0.000	0.000	Merged-chr1-171921445-86
NR4310--MA0591.1.Bach1::Mafk	chr14	121313555	121313569	-	0.000	0.000	Merged-chr14-121313397-5
NR6168--MA0501.1.MAF::NFE2	chr19	11484681	11484695	+	0.000	0.000	Merged-chr19-11484539-38
NR3625--MA0089.1.MAFG::NFE2L1	chr13	99148661	99148666	-	0.000	0.000	Merged-chr13-99148566-18
NR2205--MA0089.1.MAFG::NFE2L1	chr11	78983225	78983230	+	0.000	0.000	Merged-chr11-78982998-20
NR4632--MA0591.1.Bach1::Mafk	chr15	77877481	77877495	-	0.000	0.000	Merged-chr15-77877456-21
NR12332--MA0591.1.Bach1::Mafk	chr9	57421461	57421475	+	0.000	0.000	Merged-chr9-57421302-52
NR11043--MA0089.1.MAFG::NFE2L1	chr7	66273746	66273751	-	0.000	0.000	Merged-chr7-66273667-10
NR4629--MA0117.2.Mafb	chr15	77800921	77800932	-	0.000	0.000	Merged-chr15-77800925-65
NR3783--MA0496.2.MAFK	chr13	113322204	113322222	-	0.000	0.000	Merged-chr13-113322180-25
NR12946--MA0501.1.MAF::NFE2	chrX	75056385	75056399	+	0.000	0.000	Merged-chrX-75056362-10
NR11123--MA0496.2.MAFK	chr7	84196448	84196466	-	0.000	0.000	Merged-chr7-84196453-50
NR8460--MA0117.2.Mafb	chr4	31964112	31964123	+	0.000	0.000	Merged-chr4-31964071-76
NR4560--MA0495.2.MAFF	chr15	64041700	64041720	+	0.000	0.000	Merged-chr15-64041818-65
NR7844--MA0089.1.MAFG::NFE2L1	chr3	96198476	96198481	+	0.000	0.000	Merged-chr3-96198410-32
NR8409--MA0089.1.MAFG::NFE2L1	chr4	11026400	11026405	-	0.000	0.000	Merged-chr4-11026453-25
NR8440--MA0496.2.MAFK	chr4	20033152	20033170	-	0.000	0.000	Merged-chr4-20033263-40
NR4681--MA0495.2.MAFF	chr15	84654345	84654365	-	0.000	0.000	Merged-chr15-84654435-24
NR3927--MA0089.1.MAFG::NFE2L1	chr14	20674182	20674187	+	0.000	0.000	Merged-chr14-20674407-80
NR5504--MA0117.2.Mafb	chr17	56951086	56951097	+	0.000	0.000	Merged-chr17-56951160-8
NR1194--MA0659.1.MAFG	chr10	19718892	19718912	-	0.000	0.000	Merged-chr10-19718932-45
NR11677--MA0591.1.Bach1::Mafk	chr8	33647110	33647124	-	0.000	0.000	Merged-chr8-33647058-21
NR13000--MA0089.1.MAFG::NFE2L1	chrX	106136097	106136102	-	0.000	0.000	Merged-chrX-106135909-80
NR3020--MA0659.1.MAFG	chr12	110438524	110438544	-	0.000	0.000	Merged-chr12-110438622-2
NR2391--MA0117.2.Mafb	chr11	107693436	107693447	-	0.000	0.000	Merged-chr11-107693539-25
NR4432--MA0117.2.Mafb	chr15	36640982	36640993	+	0.000	0.000	Merged-chr15-36640954-48
NR5119--MA0501.1.MAF::NFE2	chr16	78532157	78532171	+	0.000	0.000	Merged-chr16-78532286-51
NR8758--MA0496.2.MAFK	chr4	116806480	116806498	-	0.000	0.000	Merged-chr4-116806659-9
NR7141--MA0501.1.MAF::NFE2	chr2	128465767	128465781	+	0.000	0.000	Merged-chr2-128465659-44
NR266--MA0117.2.Mafb	chr1	75168894	75168905	-	0.000	0.000	Merged-chr1-75168775-61
NR9801--MA0089.1.MAFG::NFE2L1	chr5	140622818	140622823	-	0.000	0.000	Merged-chr5-140622694-1,Merged-chr5-140622986-3
NR8465--MA0659.1.MAFG	chr4	32257761	32257781	-	0.000	0.000	Merged-chr4-32257822-1
NR3360--MA0117.2.Mafb	chr13	43555048	43555059	-	0.000	0.000	Merged-chr13-43555011-40
NR7833--MA0501.1.MAF::NFE2	chr3	95434258	95434272	-	0.000	0.000	Merged-chr3-95434415-68
NR10718--MA0089.1.MAFG::NFE2L1	chr6	144535466	144535471	+	0.000	0.000	Merged-chr6-144535420-5
NR4698--MA0591.1.Bach1::Mafk	chr15	89671285	89671299	-	0.000	0.000	Merged-chr15-89671344-3
NR4699--MA0501.1.MAF::NFE2	chr15	89671282	89671296	-	0.000	0.000	Merged-chr15-89671344-3
NR4956--MA0501.1.MAF::NFE2	chr16	44322074	44322088	-	0.000	0.000	Merged-chr16-44321913-9
NR9051--MA0591.1.Bach1::Mafk	chr4	150894697	150894711	-	0.000	0.000	Merged-chr4-150894695-19
NR12366--MA0495.2.MAFF	chr9	62425367	62425387	+	0.000	0.000	Merged-chr9-62425384-15
NR3334--MA0089.1.MAFG::NFE2L1	chr13	33957180	33957185	+	0.000	0.000	Merged-chr13-33957078-33
NR1551--MA0089.1.MAFG::NFE2L1	chr10	91270850	91270855	+	0.000	0.000	Merged-chr10-91270922-111
NR1755--MA0501.1.MAF::NFE2	chr10	120896066	120896080	+	0.000	0.000	Merged-chr10-120895921-55
NR4588--MA0501.1.MAF::NFE2	chr15	68228161	68228175	-	0.000	0.000	Merged-chr15-68228296-28
NR517--MA0089.1.MAFG::NFE2L1	chr1	133039566	133039571	+	0.000	0.000	Merged-chr1-133039631-33
NR9652--MA0591.1.Bach1::Mafk	chr5	115312990	115313004	-	0.000	0.000	Merged-chr5-115313005-7
NR7165--MA0659.1.MAFG	chr2	132051911	132051931	+	0.000	0.000	Merged-chr2-132051940-20
NR8794--MA0496.2.MAFK	chr4	121024176	121024194	+	0.000	0.000	Merged-chr4-121024111-11
NR2765--MA0591.1.Bach1::Mafk	chr12	73647925	73647939	-	0.000	0.000	Merged-chr12-73647879-51
NR12361--MA0496.2.MAFK	chr9	61708040	61708058	+	0.000	0.000	Merged-chr9-61708026-57
NR12218--MA0496.2.MAFK	chr9	21609995	21610013	+	0.000	0.000	Merged-chr9-21610100-42
NR6617--MA0659.1.MAFG	chr2	34982231	34982251	+	0.000	0.000	Merged-chr2-34982434-20
NR12245--MA0501.1.MAF::NFE2	chr9	32652416	32652430	+	0.000	0.000	Merged-chr9-32652377-47
NR4652--MA0089.1.MAFG::NFE2L1	chr15	80619972	80619977	-	0.000	0.000	Merged-chr15-80619928-23
NR1073--MA0089.1.MAFG::NFE2L1	chr1	191259313	191259318	-	0.000	0.000	Merged-chr1-191259374-46
NR10918--MA0089.1.MAFG::NFE2L1	chr7	30593276	30593281	-	0.000	0.000	Merged-chr7-30593155-28
NR2620--MA0659.1.MAFG	chr12	21437726	21437746	+	0.000	0.000	Merged-chr12-21437615-25
NR4638--MA0501.1.MAF::NFE2	chr15	78493696	78493710	-	0.000	0.000	Merged-chr15-78493760-47
NR5406--MA0117.2.Mafb	chr17	29551132	29551143	-	0.000	0.000	Merged-chr17-29551156-34
NR504--MA0659.1.MAFG	chr1	131108796	131108816	-	0.000	0.000	Merged-chr1-131108920-12
NR9221--MA0089.1.MAFG::NFE2L1	chr5	32104318	32104323	-	0.000	0.000	Merged-chr5-32104376-51
NR2536--MA0501.1.MAF::NFE2	chr11	119083924	119083938	-	0.000	0.000	Merged-chr11-119083935-60
NR726--MA0495.2.MAFF	chr1	163383763	163383783	+	0.000	0.000	Merged-chr1-163383772-21
NR1437--MA0501.1.MAF::NFE2	chr10	79798530	79798544	-	0.000	0.000	Merged-chr10-79798482-7
NR4872--MA0591.1.Bach1::Mafk	chr16	22807899	22807913	-	0.000	0.000	Merged-chr16-22807821-35
NR12013--MA0591.1.Bach1::Mafk	chr8	120563925	120563939	+	0.000	0.000	Merged-chr8-120564046-29
NR6722--MA0496.2.MAFK	chr2	52955272	52955290	+	0.000	0.000	Merged-chr2-52955279-28
NR7653--MA0089.1.MAFG::NFE2L1	chr3	37302854	37302859	+	0.000	0.000	Merged-chr3-37302900-9
NR2795--MA0089.1.MAFG::NFE2L1	chr12	79441375	79441380	-	0.000	0.000	Merged-chr12-79441349-14
NR1375--MA0089.1.MAFG::NFE2L1	chr10	66956853	66956858	+	0.000	0.000	Merged-chr10-66956931-46
NR2114--MA0089.1.MAFG::NFE2L1	chr11	64021040	64021045	-	0.000	0.000	Merged-chr11-64021089-15
NR7906--MA0496.2.MAFK	chr3	105892540	105892558	+	0.000	0.000	Merged-chr3-105892493-111
NR140--MA0591.1.Bach1::Mafk	chr1	58029745	58029759	+	0.000	0.000	Merged-chr1-58029750-23
NR1966--MA0089.1.MAFG::NFE2L1	chr11	34009464	34009469	+	0.000	0.000	Merged-chr11-34009597-4
NR6320--MA0089.1.MAFG::NFE2L1	chr19	46970217	46970222	+	0.000	0.000	Merged-chr19-46970347-33
NR10542--MA0117.2.Mafb	chr6	130538555	130538566	-	0.000	0.000	Merged-chr6-130538609-12
NR2329--MA0501.1.MAF::NFE2	chr11	96859900	96859914	+	0.000	0.000	Merged-chr11-96859766-18
NR717--MA0089.1.MAFG::NFE2L1	chr1	162557486	162557491	-	0.000	0.000	Merged-chr1-162557712-25
NR6357--MA0501.1.MAF::NFE2	chr19	53824998	53825012	+	0.000	0.000	Merged-chr19-53825131-32
NR8804--MA0495.2.MAFF	chr4	122898568	122898588	+	0.000	0.000	Merged-chr4-122898510-27
NR7088--MA0089.1.MAFG::NFE2L1	chr2	122666672	122666677	+	0.000	0.000	Merged-chr2-122666523-63
NR1359--MA0591.1.Bach1::Mafk	chr10	61648969	61648983	-	0.000	0.000	Merged-chr10-61648794-93
NR10894--MA0495.2.MAFF	chr7	29816016	29816036	-	0.000	0.000	Merged-chr7-29816029-62
NR9656--MA0496.2.MAFK	chr5	115312988	115313006	+	0.000	0.000	Merged-chr5-115313005-7
NR2982--MA0089.1.MAFG::NFE2L1	chr12	107139114	107139119	+	0.000	0.000	Merged-chr12-107139139-48
NR8392--MA0495.2.MAFF	chr4	6446815	6446835	-	0.000	0.000	Merged-chr4-6446926-20
NR4538--MA0496.2.MAFK	chr15	60141741	60141759	+	0.000	0.000	Merged-chr15-60141822-49
NR5190--MA0089.1.MAFG::NFE2L1	chr16	91562243	91562248	+	0.000	0.000	Merged-chr16-91562152-19
NR4967--MA0089.1.MAFG::NFE2L1	chr16	46001705	46001710	+	0.000	0.000	Merged-chr16-46001866-55
NR10036--MA0089.1.MAFG::NFE2L1	chr6	35133985	35133990	-	0.000	0.000	Merged-chr6-35133862-87
NR5896--MA0089.1.MAFG::NFE2L1	chr18	56451900	56451905	+	0.000	0.000	Merged-chr18-56451973-44
NR6131--MA0089.1.MAFG::NFE2L1	chr19	4269234	4269239	+	0.000	0.000	Merged-chr19-4269199-28
NR6593--MA0591.1.Bach1::Mafk	chr2	31131196	31131210	-	0.000	0.000	Merged-chr2-31131193-36
NR6548--MA0591.1.Bach1::Mafk	chr2	19415047	19415061	-	0.000	0.000	Merged-chr2-19414957-75
NR5908--MA0089.1.MAFG::NFE2L1	chr18	62163173	62163178	-	0.000	0.000	Merged-chr18-62163179-10
NR5635--MA0591.1.Bach1::Mafk	chr17	86188063	86188077	+	0.000	0.000	Merged-chr17-86187981-35
NR7962--MA0117.2.Mafb	chr3	109732611	109732622	+	0.000	0.000	Merged-chr3-109732646-37
NR10408--MA0117.2.Mafb	chr6	115838438	115838449	+	0.000	0.000	Merged-chr6-115838478-31
NR8479--MA0117.2.Mafb	chr4	33310234	33310245	-	0.000	0.000	Merged-chr4-33310385-59
NR2083--MA0117.2.Mafb	chr11	60879634	60879645	-	0.000	0.000	Merged-chr11-60879671-9
NR2734--MA0501.1.MAF::NFE2	chr12	55399024	55399038	-	0.000	0.000	Merged-chr12-55398885-58
NR4658--MA0591.1.Bach1::Mafk	chr15	81481275	81481289	+	0.000	0.000	Merged-chr15-81481205-40
NR3267--MA0117.2.Mafb	chr13	23517688	23517699	-	0.000	0.000	Merged-chr13-23517753-112
NR7138--MA0501.1.MAF::NFE2	chr2	128451814	128451828	+	0.000	0.000	Merged-chr2-128451749-44
NR2269--MA0496.2.MAFK	chr11	87074102	87074120	+	0.000	0.000	Merged-chr11-87073947-35
NR3445--MA0089.1.MAFG::NFE2L1	chr13	58157684	58157689	-	0.000	0.000	Merged-chr13-58157645-3
NR7073--MA0089.1.MAFG::NFE2L1	chr2	119034821	119034826	-	0.000	0.000	Merged-chr2-119034979-52
NR10350--MA0659.1.MAFG	chr6	108277100	108277120	+	0.000	0.000	Merged-chr6-108277136-27
NR66--MA0501.1.MAF::NFE2	chr1	36160372	36160386	-	0.000	0.000	Merged-chr1-36160446-48
NR9058--MA0089.1.MAFG::NFE2L1	chr4	152038927	152038932	-	0.000	0.000	Merged-chr4-152038898-1
NR11945--MA0089.1.MAFG::NFE2L1	chr8	107437217	107437222	-	0.000	0.000	Merged-chr8-107437181-10
NR7160--MA0089.1.MAFG::NFE2L1	chr2	132004839	132004844	+	0.000	0.000	Merged-chr2-132004928-41
NR7654--MA0501.1.MAF::NFE2	chr3	37978667	37978681	-	0.000	0.000	Merged-chr3-37978790-50
NR80--MA0659.1.MAFG	chr1	37585875	37585895	-	0.000	0.000	Merged-chr1-37586082-40
NR3144--MA0496.2.MAFK	chr12	117403965	117403983	+	0.000	0.000	Merged-chr12-117403786-38
NR9587--MA0117.2.Mafb	chr5	105732235	105732246	+	0.000	0.000	Merged-chr5-105732037-124
NR10661--MA0496.2.MAFK	chr6	142519102	142519120	-	0.000	0.000	Merged-chr6-142519262-28
NR8706--MA0495.2.MAFF	chr4	108350026	108350046	+	0.000	0.000	Merged-chr4-108350117-42
NR5577--MA0659.1.MAFG	chr17	79616755	79616775	+	0.000	0.000	Merged-chr17-79616795-12
NR5617--MA0089.1.MAFG::NFE2L1	chr17	83846446	83846451	-	0.000	0.000	Merged-chr17-83846499-25
NR6379--MA0591.1.Bach1::Mafk	chr19	56647501	56647515	-	0.000	0.000	Merged-chr19-56647541-17
NR10103--MA0591.1.Bach1::Mafk	chr6	54760020	54760034	+	0.000	0.000	Merged-chr6-54760187-57
NR3834--MA0089.1.MAFG::NFE2L1	chr13	117242155	117242160	-	0.000	0.000	Merged-chr13-117242416-107
NR9699--MA0117.2.Mafb	chr5	120621498	120621509	+	0.000	0.000	Merged-chr5-120621262-88
NR6748--MA0089.1.MAFG::NFE2L1	chr2	60204272	60204277	+	0.000	0.000	Merged-chr2-60204421-25
NR12253--MA0591.1.Bach1::Mafk	chr9	35117681	35117695	+	0.000	0.000	Merged-chr9-35117725-13
NR2708--MA0496.2.MAFK	chr12	51845105	51845123	-	0.000	0.000	Merged-chr12-51845032-54
NR2629--MA0089.1.MAFG::NFE2L1	chr12	25209010	25209015	-	0.000	0.000	Merged-chr12-25209047-25
NR876--MA0117.2.Mafb	chr1	177455720	177455731	-	0.000	0.000	Merged-chr1-177455545-12
NR8827--MA0591.1.Bach1::Mafk	chr4	124695952	124695966	+	0.000	0.000	Merged-chr4-124696004-25
NR10039--MA0591.1.Bach1::Mafk	chr6	37723511	37723525	+	0.000	0.000	Merged-chr6-37723494-25
NR9238--MA0117.2.Mafb	chr5	36845933	36845944	+	0.000	0.000	Merged-chr5-36845864-16
NR3269--MA0089.1.MAFG::NFE2L1	chr13	23556211	23556216	-	0.000	0.000	Merged-chr13-23556170-26
NR9923--MA0089.1.MAFG::NFE2L1	chr6	6577516	6577521	+	0.000	0.000	Merged-chr6-6577639-1
NR6344--MA0089.1.MAFG::NFE2L1	chr19	53424796	53424801	+	0.000	0.000	Merged-chr19-53424819-25
NR73--MA0089.1.MAFG::NFE2L1	chr1	36883862	36883867	-	0.000	0.000	Merged-chr1-36883943-16
NR3768--MA0591.1.Bach1::Mafk	chr13	112288318	112288332	+	0.000	0.000	Merged-chr13-112288360-131
NR2791--MA0089.1.MAFG::NFE2L1	chr12	78219334	78219339	+	0.000	0.000	Merged-chr12-78219327-13
NR7336--MA0501.1.MAF::NFE2	chr2	153215092	153215106	+	0.000	0.000	Merged-chr2-153215232-79
NR11769--MA0089.1.MAFG::NFE2L1	chr8	70635690	70635695	-	0.000	0.000	Merged-chr8-70635559-11
NR6615--MA0591.1.Bach1::Mafk	chr2	34982234	34982248	+	0.000	0.000	Merged-chr2-34982434-20
NR4285--MA0089.1.MAFG::NFE2L1	chr14	118930766	118930771	+	0.000	0.000	Merged-chr14-118930911-17
NR12146--MA0591.1.Bach1::Mafk	chr8	128391561	128391575	-	0.000	0.000	Merged-chr8-128391383-45
NR12811--MA0591.1.Bach1::Mafk	chr9	119982565	119982579	+	0.000	0.000	Merged-chr9-119982666-256
NR11856--MA0089.1.MAFG::NFE2L1	chr8	84664319	84664324	-	0.000	0.000	Merged-chr8-84664181-39
NR8742--MA0495.2.MAFF	chr4	115984225	115984245	-	0.000	0.000	Merged-chr4-115984376-24
NR5116--MA0117.2.Mafb	chr16	78198808	78198819	-	0.000	0.000	Merged-chr16-78198816-65
NR507--MA0496.2.MAFK	chr1	131108797	131108815	-	0.000	0.000	Merged-chr1-131108920-12
NR1182--MA0089.1.MAFG::NFE2L1	chr10	17296505	17296510	-	0.000	0.000	Merged-chr10-17296409-9
NR10919--MA0591.1.Bach1::Mafk	chr7	30593318	30593332	+	0.000	0.000	Merged-chr7-30593155-28
NR9069--MA0089.1.MAFG::NFE2L1	chr4	155207923	155207928	+	0.000	0.000	Merged-chr4-155207729-1
NR12306--MA0089.1.MAFG::NFE2L1	chr9	45247677	45247682	-	0.000	0.000	Merged-chr9-45247703-45
NR2238--MA0089.1.MAFG::NFE2L1	chr11	83629041	83629046	-	0.000	0.000	Merged-chr11-83628943-8
NR1334--MA0117.2.Mafb	chr10	54013692	54013703	-	0.000	0.000	Merged-chr10-54013658-12
NR3184--MA0501.1.MAF::NFE2	chr13	5705217	5705231	-	0.000	0.000	Merged-chr13-5705239-38
NR2181--MA0501.1.MAF::NFE2	chr11	75530549	75530563	-	0.000	0.000	Merged-chr11-75530665-33
NR2670--MA0117.2.Mafb	chr12	34333225	34333236	-	0.000	0.000	Merged-chr12-34333193-16
NR7171--MA0089.1.MAFG::NFE2L1	chr2	132497656	132497661	-	0.000	0.000	Merged-chr2-132497706-22
NR10380--MA0495.2.MAFF	chr6	113047264	113047284	+	0.000	0.000	Merged-chr6-113047446-32
NR9055--MA0501.1.MAF::NFE2	chr4	150991502	150991516	+	0.000	0.000	Merged-chr4-150991460-24
NR2189--MA0496.2.MAFK	chr11	76770742	76770760	-	0.000	0.000	Merged-chr11-76770779-7
NR12704--MA0591.1.Bach1::Mafk	chr9	110645399	110645413	-	0.000	0.000	Merged-chr9-110645405-57
NR2570--MA0495.2.MAFF	chr12	3759462	3759482	+	0.000	0.000	Merged-chr12-3759612-10
NR2095--MA0496.2.MAFK	chr11	60935554	60935572	+	0.000	0.000	Merged-chr11-60935533-50
NR10213--MA0591.1.Bach1::Mafk	chr6	83428487	83428501	-	0.000	0.000	Merged-chr6-83428521-21
NR12651--MA0117.2.Mafb	chr9	102573087	102573098	+	0.000	0.000	Merged-chr9-102573138-23
NR11676--MA0495.2.MAFF	chr8	33647107	33647127	-	0.000	0.000	Merged-chr8-33647058-21
NR10382--MA0659.1.MAFG	chr6	113047264	113047284	+	0.000	0.000	Merged-chr6-113047446-32
NR10317--MA0496.2.MAFK	chr6	99433004	99433022	-	0.000	0.000	Merged-chr6-99433049-65
NR9458--MA0089.1.MAFG::NFE2L1	chr5	92327483	92327488	-	0.000	0.000	Merged-chr5-92327493-24
NR4618--MA0591.1.Bach1::Mafk	chr15	75117650	75117664	-	0.000	0.000	Merged-chr15-75117668-42
NR10031--MA0495.2.MAFF	chr6	34869608	34869628	-	0.000	0.000	Merged-chr6-34869594-48
NR5799--MA0496.2.MAFK	chr18	32941394	32941412	+	0.000	0.000	Merged-chr18-32941218-63
NR11774--MA0496.2.MAFK	chr8	70635681	70635699	-	0.000	0.000	Merged-chr8-70635559-11
NR12419--MA0089.1.MAFG::NFE2L1	chr9	73176824	73176829	-	0.000	0.000	Merged-chr9-73176903-12
NR543--MA0496.2.MAFK	chr1	138952344	138952362	-	0.000	0.000	Merged-chr1-138952405-35
NR11189--MA0089.1.MAFG::NFE2L1	chr7	101288099	101288104	+	0.000	0.000	Merged-chr7-101288112-19
NR7775--MA0089.1.MAFG::NFE2L1	chr3	87846942	87846947	+	0.000	0.000	Merged-chr3-87846918-77
NR8685--MA0501.1.MAF::NFE2	chr4	106598585	106598599	-	0.000	0.000	Merged-chr4-106598618-21
NR3297--MA0496.2.MAFK	chr13	24515260	24515278	+	0.000	0.000	Merged-chr13-24515324-15
