#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/Prdm1KO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR5422--MA0037.3.GATA3	chr6	29279099	29279106	+	0.000	0.000	Merged-chr6-29279043-26
NR2756--MA0482.1.Gata4	chr16	50027217	50027227	+	0.000	0.000	Merged-chr16-50027269-6
NR7006--MA1104.1.GATA6	chrX	98259793	98259805	-	0.000	0.000	Merged-chrX-98259743-49
NR6496--MA0036.3.GATA2	chr8	110859814	110859824	+	0.000	0.000	Merged-chr8-110860019-49
NR1857--MA0037.3.GATA3	chr13	86659509	86659516	-	0.000	0.000	Merged-chr13-86659384-2
NR5326--MA1104.1.GATA6	chr5	143038556	143038568	-	0.000	0.000	Merged-chr5-143038769-30
NR4508--MA0140.2.GATA1::TAL1	chr3	144402361	144402378	+	0.000	0.000	Merged-chr3-144402343-18
NR3489--MA0140.2.GATA1::TAL1	chr19	46509435	46509452	-	0.000	0.000	Merged-chr19-46509464-9
NR2613--MA0482.1.Gata4	chr15	102296188	102296198	-	0.000	0.000	Merged-chr15-102296189-42
NR6353--MA0036.3.GATA2	chr8	34276125	34276135	+	0.000	0.000	Merged-chr8-34276285-23
NR5260--MA0037.3.GATA3	chr5	115532123	115532130	-	0.000	0.000	Merged-chr5-115532166-6
NR2594--MA0482.1.Gata4	chr15	100755063	100755073	-	0.000	0.000	Merged-chr15-100755115-72
NR329--MA0036.3.GATA2	chr1	133816062	133816072	+	0.000	0.000	Merged-chr1-133816158-89
NR5751--MA0036.3.GATA2	chr6	129284595	129284605	+	0.000	0.000	Merged-chr6-129284661-64
NR929--MA0482.1.Gata4	chr10	130344126	130344136	+	0.000	0.000	Merged-chr10-130344274-29
NR4683--MA0140.2.GATA1::TAL1	chr4	75278964	75278981	-	0.000	0.000	Merged-chr4-75279089-1
NR2974--MA0482.1.Gata4	chr17	44893784	44893794	-	0.000	0.000	Merged-chr17-44893726-24
NR2379--MA0035.3.Gata1	chr15	5108583	5108593	+	0.000	0.000	Merged-chr15-5108448-64
NR6053--MA0035.3.Gata1	chr7	100449171	100449181	+	0.000	0.000	Merged-chr7-100449076-60
NR1982--MA0035.3.Gata1	chr13	109262084	109262094	-	0.000	0.000	Merged-chr13-109262028-7
NR5544--MA0037.3.GATA3	chr6	82922017	82922024	+	0.000	0.000	Merged-chr6-82922037-57
NR6847--MA0035.3.Gata1	chr9	100522271	100522281	-	0.000	0.000	Merged-chr9-100522209-27
NR2438--MA1104.1.GATA6	chr15	41429626	41429638	+	0.000	0.000	Merged-chr15-41429607-8
NR210--MA0482.1.Gata4	chr1	90677875	90677885	+	0.000	0.000	Merged-chr1-90677857-31
NR1364--MA0140.2.GATA1::TAL1	chr12	35916061	35916078	-	0.000	0.000	Merged-chr12-35915902-9
NR5124--MA0140.2.GATA1::TAL1	chr5	92398400	92398417	-	0.000	0.000	Merged-chr5-92398390-31
NR4447--MA0036.3.GATA2	chr3	136531892	136531902	+	0.000	0.000	Merged-chr3-136531691-41
NR707--MA1104.1.GATA6	chr10	62984253	62984265	+	0.000	0.000	Merged-chr10-62984405-51
NR2573--MA0482.1.Gata4	chr15	97247890	97247900	-	0.000	0.000	Merged-chr15-97247725-117
NR2481--MA1104.1.GATA6	chr15	66508080	66508092	-	0.000	0.000	Merged-chr15-66508027-52
NR1198--MA0037.3.GATA3	chr11	96441665	96441672	+	0.000	0.000	Merged-chr11-96441741-50
NR4043--MA0766.1.GATA5	chr2	158666718	158666725	+	0.000	0.000	Merged-chr2-158666771-26
NR1600--MA0035.3.Gata1	chr12	118255860	118255870	-	0.000	0.000	Merged-chr12-118255780-45
NR2133--MA1104.1.GATA6	chr14	51089606	51089618	+	0.000	0.000	Merged-chr14-51089414-103
NR4091--MA0482.1.Gata4	chr2	173063423	173063433	+	0.000	0.000	Merged-chr2-173063390-29
NR1751--MA0036.3.GATA2	chr13	49188129	49188139	-	0.000	0.000	Merged-chr13-49188113-1
NR131--MA1104.1.GATA6	chr1	69513758	69513770	+	0.000	0.000	Merged-chr1-69513618-39
NR3784--MA0035.3.Gata1	chr2	103271741	103271751	-	0.000	0.000	Merged-chr2-103271548-6
NR2267--MA0766.1.GATA5	chr14	79481997	79482004	-	0.000	0.000	Merged-chr14-79481875-1
NR3550--MA0766.1.GATA5	chr2	11118948	11118955	+	0.000	0.000	Merged-chr2-11118835-29
NR2857--MA0482.1.Gata4	chr16	94374312	94374322	+	0.000	0.000	Merged-chr16-94374445-4
NR1911--MA1104.1.GATA6	chr13	94966146	94966158	-	0.000	0.000	Merged-chr13-94966148-17
NR2324--MA0035.3.Gata1	chr14	103531828	103531838	-	0.000	0.000	Merged-chr14-103532033-29
NR6601--MA0037.3.GATA3	chr9	5311522	5311529	-	0.000	0.000	Merged-chr9-5311572-34
NR5430--MA0035.3.Gata1	chr6	29279097	29279107	-	0.000	0.000	Merged-chr6-29279043-26
NR2889--MA0036.3.GATA2	chr17	7927889	7927899	+	0.000	0.000	Merged-chr17-7928003-98
NR7037--MA0482.1.Gata4	chrX	153140121	153140131	+	0.000	0.000	Merged-chrX-153140079-69
NR511--MA0037.3.GATA3	chr1	180988015	180988022	-	0.000	0.000	Merged-chr1-180987901-35
NR5682--MA0035.3.Gata1	chr6	116673514	116673524	+	0.000	0.000	Merged-chr6-116673479-1
NR1350--MA0036.3.GATA2	chr12	31997092	31997102	-	0.000	0.000	Merged-chr12-31997107-37
NR396--MA1104.1.GATA6	chr1	160195096	160195108	-	0.000	0.000	Merged-chr1-160195203-53
NR5810--MA0035.3.Gata1	chr6	141047176	141047186	-	0.000	0.000	Merged-chr6-141047196-1
NR4484--MA0482.1.Gata4	chr3	142413674	142413684	-	0.000	0.000	Merged-chr3-142413684-9
NR2778--MA1104.1.GATA6	chr16	57319937	57319949	+	0.000	0.000	Merged-chr16-57319907-20
NR4321--MA0140.2.GATA1::TAL1	chr3	101047646	101047663	-	0.000	0.000	Merged-chr3-101047810-38
NR3511--MA0035.3.Gata1	chr19	58296956	58296966	+	0.000	0.000	Merged-chr19-58296968-24
NR1209--MA1104.1.GATA6	chr11	97994750	97994762	+	0.000	0.000	Merged-chr11-97994878-44
NR3579--MA0140.2.GATA1::TAL1	chr2	18939004	18939021	-	0.000	0.000	Merged-chr2-18939077-26
NR1212--MA0035.3.Gata1	chr11	97994751	97994761	-	0.000	0.000	Merged-chr11-97994878-44
NR5613--MA0036.3.GATA2	chr6	97523194	97523204	-	0.000	0.000	Merged-chr6-97523334-26
NR4035--MA0766.1.GATA5	chr2	157131308	157131315	-	0.000	0.000	Merged-chr2-157131278-25
NR3781--MA0766.1.GATA5	chr2	102812794	102812801	+	0.000	0.000	Merged-chr2-102812992-26
NR2601--MA1104.1.GATA6	chr15	100984051	100984063	+	0.000	0.000	Merged-chr15-100983947-40
NR3455--MA0037.3.GATA3	chr19	33053337	33053344	-	0.000	0.000	Merged-chr19-33053321-32
NR2377--MA1104.1.GATA6	chr15	5108582	5108594	-	0.000	0.000	Merged-chr15-5108448-64
NR2330--MA0037.3.GATA3	chr14	105232720	105232727	-	0.000	0.000	Merged-chr14-105232653-27
NR4487--MA0035.3.Gata1	chr3	142413675	142413685	-	0.000	0.000	Merged-chr3-142413684-9
NR1980--MA1104.1.GATA6	chr13	109262083	109262095	+	0.000	0.000	Merged-chr13-109262028-7
NR994--MA0037.3.GATA3	chr11	32489306	32489313	+	0.000	0.000	Merged-chr11-32489418-40
NR5950--MA0766.1.GATA5	chr7	45510504	45510511	-	0.000	0.000	Merged-chr7-45510367-63
NR2164--MA0482.1.Gata4	chr14	56284605	56284615	+	0.000	0.000	Merged-chr14-56284559-51
NR2706--MA0482.1.Gata4	chr16	44058863	44058873	-	0.000	0.000	Merged-chr16-44058925-11
NR6175--MA0036.3.GATA2	chr7	118922808	118922818	+	0.000	0.000	Merged-chr7-118922669-15
NR2595--MA1104.1.GATA6	chr15	100755063	100755075	+	0.000	0.000	Merged-chr15-100755115-72
NR4708--MA0140.2.GATA1::TAL1	chr4	89486077	89486094	-	0.000	0.000	Merged-chr4-89486149-23
NR1443--MA0035.3.Gata1	chr12	84773166	84773176	+	0.000	0.000	Merged-chr12-84773092-54
NR1081--MA0766.1.GATA5	chr11	70653432	70653439	+	0.000	0.000	Merged-chr11-70653653-5
NR4747--MA0482.1.Gata4	chr4	106529757	106529767	-	0.000	0.000	Merged-chr4-106529868-63
NR6037--MA0035.3.Gata1	chr7	90349363	90349373	-	0.000	0.000	Merged-chr7-90349289-16
NR2975--MA1104.1.GATA6	chr17	44893784	44893796	+	0.000	0.000	Merged-chr17-44893726-24
NR3284--MA0766.1.GATA5	chr18	75419639	75419646	+	0.000	0.000	Merged-chr18-75419579-57
NR608--MA0482.1.Gata4	chr10	21186950	21186960	+	0.000	0.000	Merged-chr10-21186963-29
NR6679--MA0482.1.Gata4	chr9	41118249	41118259	-	0.000	0.000	Merged-chr9-41118206-38
NR2058--MA0035.3.Gata1	chr14	16172524	16172534	-	0.000	0.000	Merged-chr14-16172497-2
NR1135--MA0037.3.GATA3	chr11	80575801	80575808	-	0.000	0.000	Merged-chr11-80575922-30
NR5223--MA0037.3.GATA3	chr5	105244866	105244873	+	0.000	0.000	Merged-chr5-105244982-37
NR3250--MA0766.1.GATA5	chr18	61479926	61479933	-	0.000	0.000	Merged-chr18-61480035-15
NR5990--MA0140.2.GATA1::TAL1	chr7	65705261	65705278	-	0.000	0.000	Merged-chr7-65705151-59
NR6920--MA0037.3.GATA3	chr9	118686280	118686287	-	0.000	0.000	Merged-chr9-118686441-13
NR2988--MA1104.1.GATA6	chr17	47521584	47521596	+	0.000	0.000	Merged-chr17-47521683-42
NR6967--MA0037.3.GATA3	chrX	13461670	13461677	+	0.000	0.000	Merged-chrX-13461805-52
NR4269--MA0036.3.GATA2	chr3	84570696	84570706	+	0.000	0.000	Merged-chr3-84570776-21
NR5695--MA0036.3.GATA2	chr6	120799147	120799157	-	0.000	0.000	Merged-chr6-120799097-7
NR2574--MA1104.1.GATA6	chr15	97247890	97247902	+	0.000	0.000	Merged-chr15-97247725-117
NR3447--MA0037.3.GATA3	chr19	32186977	32186984	+	0.000	0.000	Merged-chr19-32186788-54
NR4203--MA0482.1.Gata4	chr3	52840429	52840439	+	0.000	0.000	Merged-chr3-52840378-53
NR3938--MA0036.3.GATA2	chr2	135966825	135966835	-	0.000	0.000	Merged-chr2-135966695-1
NR4092--MA1104.1.GATA6	chr2	173063421	173063433	-	0.000	0.000	Merged-chr2-173063390-29
NR239--MA0036.3.GATA2	chr1	97576113	97576123	+	0.000	0.000	Merged-chr1-97576212-8
NR316--MA0482.1.Gata4	chr1	130850656	130850666	+	0.000	0.000	Merged-chr1-130850632-20
NR3877--MA0035.3.Gata1	chr2	121457052	121457062	+	0.000	0.000	Merged-chr2-121457132-54
NR6268--MA0035.3.Gata1	chr7	143004939	143004949	-	0.000	0.000	Merged-chr7-143004947-1
NR5616--MA0037.3.GATA3	chr6	97523241	97523248	-	0.000	0.000	Merged-chr6-97523334-26
NR2858--MA1104.1.GATA6	chr16	94374310	94374322	-	0.000	0.000	Merged-chr16-94374445-4
NR999--MA1104.1.GATA6	chr11	43492831	43492843	-	0.000	0.000	Merged-chr11-43492848-27
NR1457--MA0140.2.GATA1::TAL1	chr12	91065612	91065629	+	0.000	0.000	Merged-chr12-91065547-31
NR747--MA0037.3.GATA3	chr10	79937304	79937311	-	0.000	0.000	Merged-chr10-79937148-47
NR1095--MA0037.3.GATA3	chr11	75169169	75169176	-	0.000	0.000	Merged-chr11-75169080-24
NR1687--MA0035.3.Gata1	chr13	24682442	24682452	-	0.000	0.000	Merged-chr13-24682422-48
NR5106--MA0037.3.GATA3	chr5	89036400	89036407	+	0.000	0.000	Merged-chr5-89036442-30
NR4581--MA0037.3.GATA3	chr4	11610149	11610156	+	0.000	0.000	Merged-chr4-11610147-18
NR3747--MA0035.3.Gata1	chr2	92192027	92192037	-	0.000	0.000	Merged-chr2-92192158-30
NR319--MA0035.3.Gata1	chr1	130850655	130850665	+	0.000	0.000	Merged-chr1-130850632-20
NR3999--MA0035.3.Gata1	chr2	150667355	150667365	-	0.000	0.000	Merged-chr2-150667676-130
NR4044--MA0035.3.Gata1	chr2	158666716	158666726	-	0.000	0.000	Merged-chr2-158666771-26
NR5860--MA0482.1.Gata4	chr7	6127302	6127312	+	0.000	0.000	Merged-chr7-6127268-44
NR3713--MA0035.3.Gata1	chr2	73313438	73313448	+	0.000	0.000	Merged-chr2-73313328-11
NR781--MA0766.1.GATA5	chr10	89326995	89327002	+	0.000	0.000	Merged-chr10-89327162-49
NR2268--MA0035.3.Gata1	chr14	79481996	79482006	+	0.000	0.000	Merged-chr14-79481875-1
NR1323--MA0766.1.GATA5	chr12	3989940	3989947	+	0.000	0.000	Merged-chr12-3989980-1
NR5231--MA0035.3.Gata1	chr5	105699708	105699718	-	0.000	0.000	Merged-chr5-105699890-8
NR3414--MA0140.2.GATA1::TAL1	chr19	21199751	21199768	-	0.000	0.000	Merged-chr19-21199898-12
NR3551--MA0035.3.Gata1	chr2	11118946	11118956	-	0.000	0.000	Merged-chr2-11118835-29
NR3450--MA0036.3.GATA2	chr19	32186975	32186985	-	0.000	0.000	Merged-chr19-32186788-54
NR5924--MA0036.3.GATA2	chr7	30280500	30280510	-	0.000	0.000	Merged-chr7-30280528-94
NR2209--MA0766.1.GATA5	chr14	65351500	65351507	-	0.000	0.000	Merged-chr14-65351604-1
NR150--MA0037.3.GATA3	chr1	74239441	74239448	+	0.000	0.000	Merged-chr1-74239577-59
NR40--MA0036.3.GATA2	chr1	35653568	35653578	-	0.000	0.000	Merged-chr1-35653441-55
NR6616--MA0482.1.Gata4	chr9	13536927	13536937	-	0.000	0.000	Merged-chr9-13536890-20
NR2436--MA0037.3.GATA3	chr15	41429629	41429636	+	0.000	0.000	Merged-chr15-41429607-8
NR2707--MA0037.3.GATA3	chr16	44294066	44294073	-	0.000	0.000	Merged-chr16-44294172-8
NR750--MA0036.3.GATA2	chr10	79937303	79937313	+	0.000	0.000	Merged-chr10-79937148-47
NR3858--MA0482.1.Gata4	chr2	118638376	118638386	+	0.000	0.000	Merged-chr2-118638272-10
NR4748--MA1104.1.GATA6	chr4	106529757	106529769	+	0.000	0.000	Merged-chr4-106529868-63
NR5804--MA0766.1.GATA5	chr6	140548054	140548061	-	0.000	0.000	Merged-chr6-140548189-34
NR53--MA0036.3.GATA2	chr1	38694229	38694239	-	0.000	0.000	Merged-chr1-38694375-50
NR4036--MA0035.3.Gata1	chr2	157131307	157131317	+	0.000	0.000	Merged-chr2-157131278-25
NR2178--MA1104.1.GATA6	chr14	60738772	60738784	+	0.000	0.000	Merged-chr14-60738625-53
NR11--MA0035.3.Gata1	chr1	9883472	9883482	-	0.000	0.000	Merged-chr1-9883358-36
NR1815--MA0036.3.GATA2	chr13	61788292	61788302	+	0.000	0.000	Merged-chr13-61788395-14
NR5427--MA0036.3.GATA2	chr6	29279097	29279107	-	0.000	0.000	Merged-chr6-29279043-26
NR5030--MA0140.2.GATA1::TAL1	chr5	38580817	38580834	-	0.000	0.000	Merged-chr5-38580877-38
NR2507--MA0482.1.Gata4	chr15	78835266	78835276	-	0.000	0.000	Merged-chr15-78835387-37
NR5071--MA0482.1.Gata4	chr5	64472608	64472618	+	0.000	0.000	Merged-chr5-64472447-77
NR1312--MA0140.2.GATA1::TAL1	chr11	117334306	117334323	-	0.000	0.000	Merged-chr11-117334271-49
NR3543--MA0035.3.Gata1	chr2	6711289	6711299	+	0.000	0.000	Merged-chr2-6711188-63
NR6866--MA0140.2.GATA1::TAL1	chr9	103449380	103449397	-	0.000	0.000	Merged-chr9-103449335-34
NR1956--MA1104.1.GATA6	chr13	108045779	108045791	-	0.000	0.000	Merged-chr13-108045887-18
NR5788--MA0036.3.GATA2	chr6	134189984	134189994	-	0.000	0.000	Merged-chr6-134189868-22
NR5865--MA0482.1.Gata4	chr7	16001893	16001903	-	0.000	0.000	Merged-chr7-16001989-41
NR4204--MA1104.1.GATA6	chr3	52840427	52840439	-	0.000	0.000	Merged-chr3-52840378-53
NR3104--MA0766.1.GATA5	chr17	80174406	80174413	-	0.000	0.000	Merged-chr17-80174428-10
NR3718--MA0035.3.Gata1	chr2	80324387	80324397	+	0.000	0.000	Merged-chr2-80324472-29
NR3268--MA0140.2.GATA1::TAL1	chr18	67212824	67212841	+	0.000	0.000	Merged-chr18-67212775-57
NR317--MA1104.1.GATA6	chr1	130850654	130850666	-	0.000	0.000	Merged-chr1-130850632-20
NR1082--MA0035.3.Gata1	chr11	70653430	70653440	-	0.000	0.000	Merged-chr11-70653653-5
NR1809--MA0482.1.Gata4	chr13	60468357	60468367	+	0.000	0.000	Merged-chr13-60468287-16
NR5560--MA0482.1.Gata4	chr6	87041202	87041212	-	0.000	0.000	Merged-chr6-87041204-35
NR1262--MA0766.1.GATA5	chr11	108910990	108910997	-	0.000	0.000	Merged-chr11-108910906-74
NR2776--MA0037.3.GATA3	chr16	57319940	57319947	+	0.000	0.000	Merged-chr16-57319907-20
NR3270--MA0140.2.GATA1::TAL1	chr18	67573579	67573596	+	0.000	0.000	Merged-chr18-67573418-8
NR4611--MA0140.2.GATA1::TAL1	chr4	40134904	40134921	+	0.000	0.000	Merged-chr4-40134878-21
NR1207--MA0037.3.GATA3	chr11	97994753	97994760	+	0.000	0.000	Merged-chr11-97994878-44
NR3413--MA0035.3.Gata1	chr19	20876096	20876106	-	0.000	0.000	Merged-chr19-20876096-16
NR1647--MA0482.1.Gata4	chr13	15759398	15759408	-	0.000	0.000	Merged-chr13-15759294-52
NR2956--MA0140.2.GATA1::TAL1	chr17	34196619	34196636	+	0.000	0.000	Merged-chr17-34196730-34
NR5940--MA0482.1.Gata4	chr7	43894806	43894816	+	0.000	0.000	Merged-chr7-43894981-37
NR1013--MA0036.3.GATA2	chr11	46389538	46389548	+	0.000	0.000	Merged-chr11-46389577-59
NR1690--MA0482.1.Gata4	chr13	30548966	30548976	+	0.000	0.000	Merged-chr13-30549048-17
NR5868--MA0035.3.Gata1	chr7	16001894	16001904	-	0.000	0.000	Merged-chr7-16001989-41
NR3251--MA0035.3.Gata1	chr18	61479925	61479935	+	0.000	0.000	Merged-chr18-61480035-15
NR5429--MA0766.1.GATA5	chr6	29279099	29279106	+	0.000	0.000	Merged-chr6-29279043-26
NR5701--MA0482.1.Gata4	chr6	122742624	122742634	+	0.000	0.000	Merged-chr6-122742614-91
NR4179--MA0036.3.GATA2	chr3	21996048	21996058	-	0.000	0.000	Merged-chr3-21996009-51
NR5005--MA0036.3.GATA2	chr5	30343455	30343465	-	0.000	0.000	Merged-chr5-30343363-21
NR3606--MA0766.1.GATA5	chr2	26753538	26753545	+	0.000	0.000	Merged-chr2-26753671-30
NR5861--MA1104.1.GATA6	chr7	6127300	6127312	-	0.000	0.000	Merged-chr7-6127268-44
NR1451--MA0482.1.Gata4	chr12	85707228	85707238	-	0.000	0.000	Merged-chr12-85707188-3
NR2851--MA0140.2.GATA1::TAL1	chr16	92801740	92801757	+	0.000	0.000	Merged-chr16-92801827-54
NR4634--MA0140.2.GATA1::TAL1	chr4	49567666	49567683	-	0.000	0.000	Merged-chr4-49567834-34
NR1559--MA0766.1.GATA5	chr12	114587399	114587406	-	0.000	0.000	Merged-chr12-114587375-26
NR6297--MA0482.1.Gata4	chr8	19703490	19703500	-	0.000	0.000	Merged-chr8-19703358-67
NR3686--MA0036.3.GATA2	chr2	58179218	58179228	+	0.000	0.000	Merged-chr2-58179178-61
NR5080--MA1104.1.GATA6	chr5	65535549	65535561	-	0.000	0.000	Merged-chr5-65535639-23
NR2593--MA0037.3.GATA3	chr15	100755066	100755073	+	0.000	0.000	Merged-chr15-100755115-72
NR1878--MA0482.1.Gata4	chr13	89539278	89539288	+	0.000	0.000	Merged-chr13-89539460-39
NR1120--MA1104.1.GATA6	chr11	77625289	77625301	-	0.000	0.000	Merged-chr11-77625263-36
NR2589--MA0482.1.Gata4	chr15	97831564	97831574	+	0.000	0.000	Merged-chr15-97831393-88
NR3144--MA0482.1.Gata4	chr18	7703683	7703693	+	0.000	0.000	Merged-chr18-7703691-3
NR2973--MA0037.3.GATA3	chr17	44893787	44893794	+	0.000	0.000	Merged-chr17-44893726-24
NR1321--MA0482.1.Gata4	chr12	3989929	3989939	+	0.000	0.000	Merged-chr12-3989980-1
NR5998--MA0036.3.GATA2	chr7	78583902	78583912	-	0.000	0.000	Merged-chr7-78583930-15
NR211--MA0036.3.GATA2	chr1	90677874	90677884	+	0.000	0.000	Merged-chr1-90677857-31
NR2006--MA1104.1.GATA6	chr13	113693114	113693126	+	0.000	0.000	Merged-chr13-113693213-1
NR3776--MA0482.1.Gata4	chr2	102812791	102812801	-	0.000	0.000	Merged-chr2-102812992-26
NR1419--MA0036.3.GATA2	chr12	76533014	76533024	+	0.000	0.000	Merged-chr12-76533132-4
NR6617--MA1104.1.GATA6	chr9	13536927	13536939	+	0.000	0.000	Merged-chr9-13536890-20
NR330--MA0766.1.GATA5	chr1	133816063	133816070	-	0.000	0.000	Merged-chr1-133816158-89
NR986--MA0036.3.GATA2	chr11	30166378	30166388	-	0.000	0.000	Merged-chr11-30166468-16
NR673--MA0035.3.Gata1	chr10	39764911	39764921	+	0.000	0.000	Merged-chr10-39764888-24
NR6620--MA0035.3.Gata1	chr9	13536928	13536938	-	0.000	0.000	Merged-chr9-13536890-20
NR1267--MA0766.1.GATA5	chr11	108911013	108911020	-	0.000	0.000	Merged-chr11-108910906-74
NR3859--MA1104.1.GATA6	chr2	118638374	118638386	-	0.000	0.000	Merged-chr2-118638272-10
NR6913--MA0140.2.GATA1::TAL1	chr9	117400585	117400602	-	0.000	0.000	Merged-chr9-117400417-34
NR3394--MA0036.3.GATA2	chr19	12805882	12805892	-	0.000	0.000	Merged-chr19-12806193-62
NR2572--MA0037.3.GATA3	chr15	97247893	97247900	+	0.000	0.000	Merged-chr15-97247725-117
NR3623--MA0035.3.Gata1	chr2	38459800	38459810	+	0.000	0.000	Merged-chr2-38459798-8
NR4248--MA0482.1.Gata4	chr3	82333843	82333853	+	0.000	0.000	Merged-chr3-82333766-35
NR1324--MA0035.3.Gata1	chr12	3989928	3989938	+	0.000	0.000	Merged-chr12-3989980-1
NR1233--MA0766.1.GATA5	chr11	100818519	100818526	+	0.000	0.000	Merged-chr11-100818640-6
NR4090--MA0037.3.GATA3	chr2	173063423	173063430	-	0.000	0.000	Merged-chr2-173063390-29
NR1889--MA0036.3.GATA2	chr13	91484440	91484450	-	0.000	0.000	Merged-chr13-91484361-55
NR1003--MA1104.1.GATA6	chr11	44469871	44469883	+	0.000	0.000	Merged-chr11-44469765-3
NR3436--MA0766.1.GATA5	chr19	29418706	29418713	-	0.000	0.000	Merged-chr19-29418635-70
NR2508--MA1104.1.GATA6	chr15	78835266	78835278	+	0.000	0.000	Merged-chr15-78835387-37
NR5250--MA0035.3.Gata1	chr5	107978337	107978347	-	0.000	0.000	Merged-chr5-107978348-39
NR1137--MA0766.1.GATA5	chr11	80575801	80575808	-	0.000	0.000	Merged-chr11-80575922-30
NR2925--MA0035.3.Gata1	chr17	17838230	17838240	+	0.000	0.000	Merged-chr17-17838305-60
NR2856--MA0037.3.GATA3	chr16	94374312	94374319	-	0.000	0.000	Merged-chr16-94374445-4
NR5866--MA1104.1.GATA6	chr7	16001893	16001905	+	0.000	0.000	Merged-chr7-16001989-41
NR1456--MA0482.1.Gata4	chr12	91065611	91065621	+	0.000	0.000	Merged-chr12-91065547-31
NR1979--MA0482.1.Gata4	chr13	109262083	109262093	-	0.000	0.000	Merged-chr13-109262028-7
NR5334--MA0766.1.GATA5	chr5	143133104	143133111	-	0.000	0.000	Merged-chr5-143133108-49
NR3373--MA0036.3.GATA2	chr19	4119834	4119844	-	0.000	0.000	Merged-chr19-4119891-46
NR3168--MA0036.3.GATA2	chr18	46013366	46013376	-	0.000	0.000	Merged-chr18-46013388-48
NR3516--MA0482.1.Gata4	chr19	59926171	59926181	+	0.000	0.000	Merged-chr19-59926305-20
NR5948--MA0035.3.Gata1	chr7	45083050	45083060	+	0.000	0.000	Merged-chr7-45083107-80
NR1363--MA0140.2.GATA1::TAL1	chr12	35712896	35712913	+	0.000	0.000	Merged-chr12-35712933-26
NR5561--MA1104.1.GATA6	chr6	87041202	87041214	+	0.000	0.000	Merged-chr6-87041204-35
NR4483--MA0037.3.GATA3	chr3	142413677	142413684	+	0.000	0.000	Merged-chr3-142413684-9
NR4451--MA0036.3.GATA2	chr3	136611952	136611962	-	0.000	0.000	Merged-chr3-136611929-48
NR5329--MA0035.3.Gata1	chr5	143038557	143038567	+	0.000	0.000	Merged-chr5-143038769-30
NR5443--MA0766.1.GATA5	chr6	31218642	31218649	+	0.000	0.000	Merged-chr6-31218507-77
NR1007--MA0766.1.GATA5	chr11	44529320	44529327	-	0.000	0.000	Merged-chr11-44529424-39
NR6925--MA0036.3.GATA2	chr9	120576585	120576595	-	0.000	0.000	Merged-chr9-120576585-14
NR1648--MA1104.1.GATA6	chr13	15759398	15759410	+	0.000	0.000	Merged-chr13-15759294-52
NR1183--MA0036.3.GATA2	chr11	88234103	88234113	+	0.000	0.000	Merged-chr11-88234236-30
NR5941--MA1104.1.GATA6	chr7	43894804	43894816	-	0.000	0.000	Merged-chr7-43894981-37
NR2890--MA0766.1.GATA5	chr17	7927890	7927897	-	0.000	0.000	Merged-chr17-7928003-98
NR7017--MA0036.3.GATA2	chrX	109114148	109114158	-	0.000	0.000	Merged-chrX-109113990-42
NR6763--MA0036.3.GATA2	chr9	77466972	77466982	+	0.000	0.000	Merged-chr9-77466988-20
NR1691--MA1104.1.GATA6	chr13	30548964	30548976	-	0.000	0.000	Merged-chr13-30549048-17
NR82--MA0766.1.GATA5	chr1	53825022	53825029	+	0.000	0.000	Merged-chr1-53824914-19
NR2885--MA0035.3.Gata1	chr17	3209753	3209763	+	0.000	0.000	Merged-chr17-3209784-17
NR6973--MA0035.3.Gata1	chrX	37110342	37110352	-	0.000	0.000	Merged-chrX-37110282-56
NR5252--MA0482.1.Gata4	chr5	107978460	107978470	-	0.000	0.000	Merged-chr5-107978348-39
NR5702--MA1104.1.GATA6	chr6	122742622	122742634	-	0.000	0.000	Merged-chr6-122742614-91
NR1200--MA1104.1.GATA6	chr11	96441662	96441674	+	0.000	0.000	Merged-chr11-96441741-50
NR214--MA0037.3.GATA3	chr1	91252306	91252313	-	0.000	0.000	Merged-chr1-91252194-19
NR5775--MA0482.1.Gata4	chr6	130342155	130342165	+	0.000	0.000	Merged-chr6-130342331-49
NR1196--MA0036.3.GATA2	chr11	95336986	95336996	-	0.000	0.000	Merged-chr11-95337203-127
NR1748--MA0766.1.GATA5	chr13	48572472	48572479	+	0.000	0.000	Merged-chr13-48572336-21
NR6991--MA0766.1.GATA5	chrX	77580110	77580117	+	0.000	0.000	Merged-chrX-77580117-37
NR616--MA0140.2.GATA1::TAL1	chr10	21268945	21268962	-	0.000	0.000	Merged-chr10-21269012-32
NR5013--MA0482.1.Gata4	chr5	32950842	32950852	+	0.000	0.000	Merged-chr5-32950856-18
NR4985--MA0037.3.GATA3	chr5	24505729	24505736	-	0.000	0.000	Merged-chr5-24505685-17
NR4682--MA0036.3.GATA2	chr4	75278973	75278983	-	0.000	0.000	Merged-chr4-75279089-1
