#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR40191--MA1107.1.KLF9	chr2	172440457	172440469	+	0.000	0.000	Merged-chr2-172440509-70
NR3206--MA0493.1.Klf1	chr1	144004216	144004226	+	0.000	0.000	Merged-chr1-144004210-81
NR64532--MA0742.1.Klf12	chr8	104042628	104042642	-	0.000	0.000	Merged-chr8-104042673-23
NR7590--MA0740.1.KLF14	chr10	80622463	80622476	+	0.000	0.000	Merged-chr10-80622471-84
NR57117--MA0493.1.Klf1	chr6	127566597	127566607	+	0.000	0.000	Merged-chr6-127566523-22
NR26438--MA0741.1.KLF16	chr16	32658892	32658902	+	0.000	0.000	Merged-chr16-32659000-27
NR31010--MA0599.1.KLF5	chr17	86969786	86969795	-	0.000	0.000	Merged-chr17-86969824-22
NR42232--MA1107.1.KLF9	chr3	79178356	79178368	+	0.000	0.000	Merged-chr3-79178280-26
NR65074--MA0740.1.KLF14	chr8	120114018	120114031	-	0.000	0.000	Merged-chr8-120114148-66
NR39926--MA0599.1.KLF5	chr2	167621618	167621627	-	0.000	0.000	Merged-chr2-167621504-22
NR34099--MA0657.1.KLF13	chr19	10577353	10577370	+	0.000	0.000	Merged-chr19-10577280-70
NR54666--MA1107.1.KLF9	chr6	31114861	31114873	+	0.000	0.000	Merged-chr6-31114957-72
NR55885--MA0741.1.KLF16	chr6	87810842	87810852	+	0.000	0.000	Merged-chr6-87810946-16
NR24758--MA0741.1.KLF16	chr15	86034253	86034263	+	0.000	0.000	Merged-chr15-86034188-82
NR11960--MA0742.1.Klf12	chr11	96777439	96777453	+	0.000	0.000	Merged-chr11-96777630-53
NR20672--MA1107.1.KLF9	chr14	48246375	48246387	+	0.000	0.000	Merged-chr14-48246381-22
NR60911--MA0599.1.KLF5	chr7	105581306	105581315	-	0.000	0.000	Merged-chr7-105581404-62
NR40039--MA1107.1.KLF9	chr2	169504318	169504330	+	0.000	0.000	Merged-chr2-169504323-1
NR57028--MA0599.1.KLF5	chr6	125378327	125378336	+	0.000	0.000	Merged-chr6-125378342-13
NR12671--MA0742.1.Klf12	chr11	115276976	115276990	+	0.000	0.000	Merged-chr11-115277112-67
NR48037--MA0740.1.KLF14	chr4	129189469	129189482	+	0.000	0.000	Merged-chr4-129189596-96
NR69162--MA0740.1.KLF14	chrX	101274115	101274128	+	0.000	0.000	Merged-chrX-101274015-74
NR32748--MA1107.1.KLF9	chr18	60844159	60844171	-	0.000	0.000	Merged-chr18-60844209-77
NR18462--MA0599.1.KLF5	chr13	96388236	96388245	+	0.000	0.000	Merged-chr13-96388323-49
NR69586--MA1107.1.KLF9	chrX	162868475	162868487	+	0.000	0.000	Merged-chrX-162868446-21
NR65769--MA0493.1.Klf1	chr9	21131300	21131310	+	0.000	0.000	Merged-chr9-21131280-55
NR47418--MA0493.1.Klf1	chr4	107923618	107923628	+	0.000	0.000	Merged-chr4-107923581-50
NR69228--MA0740.1.KLF14	chrX	107816437	107816450	+	0.000	0.000	Merged-chrX-107816203-60
NR63808--MA1107.1.KLF9	chr8	71665702	71665714	-	0.000	0.000	Merged-chr8-71665590-47
NR9543--MA1107.1.KLF9	chr10	128646001	128646013	-	0.000	0.000	Merged-chr10-128645990-43
NR56990--MA0599.1.KLF5	chr6	124965311	124965320	+	0.000	0.000	Merged-chr6-124965445-57
NR26024--MA0741.1.KLF16	chr16	17234317	17234327	-	0.000	0.000	Merged-chr16-17234262-7
NR44677--MA0740.1.KLF14	chr3	152943151	152943164	+	0.000	0.000	Merged-chr3-152943273-41
NR16800--MA0039.3.KLF4	chr13	41487198	41487208	+	0.000	0.000	Merged-chr13-41487140-66
NR61409--MA1107.1.KLF9	chr7	126369629	126369641	+	0.000	0.000	Merged-chr7-126369585-49
NR66890--MA0493.1.Klf1	chr9	65676512	65676522	-	0.000	0.000	Merged-chr9-65676476-52
NR24344--MA0741.1.KLF16	chr15	78928325	78928335	-	0.000	0.000	Merged-chr15-78928209-40
NR9086--MA0039.3.KLF4	chr10	120616923	120616933	+	0.000	0.000	Merged-chr10-120616812-55
NR16656--MA0740.1.KLF14	chr13	34149080	34149093	+	0.000	0.000	Merged-chr13-34149148-30
NR39902--MA0039.3.KLF4	chr2	167313902	167313912	+	0.000	0.000	Merged-chr2-167313855-44
NR68340--MA0741.1.KLF16	chr9	120691793	120691803	-	0.000	0.000	Merged-chr9-120691973-52
NR39912--MA0493.1.Klf1	chr2	167349612	167349622	-	0.000	0.000	Merged-chr2-167349371-94
NR28488--MA0599.1.KLF5	chr17	12318866	12318875	-	0.000	0.000	Merged-chr17-12318588-111
NR38620--MA1107.1.KLF9	chr2	128125917	128125929	-	0.000	0.000	Merged-chr2-128126014-53
NR52253--MA0039.3.KLF4	chr5	113772626	113772636	+	0.000	0.000	Merged-chr5-113772716-49
NR12361--MA0493.1.Klf1	chr11	102946880	102946890	-	0.000	0.000	Merged-chr11-102946743-33
NR24208--MA1107.1.KLF9	chr15	76879192	76879204	+	0.000	0.000	Merged-chr15-76879232-42
NR27845--MA0740.1.KLF14	chr16	91485195	91485208	-	0.000	0.000	Merged-chr16-91485256-80
NR2864--MA0742.1.Klf12	chr1	131827920	131827934	+	0.000	0.000	Merged-chr1-131828072-77
NR27098--MA0740.1.KLF14	chr16	64800651	64800664	+	0.000	0.000	Merged-chr16-64800516-42
NR61095--MA0740.1.KLF14	chr7	114276156	114276169	+	0.000	0.000	Merged-chr7-114276213-86
NR54439--MA0599.1.KLF5	chr6	21949876	21949885	-	0.000	0.000	Merged-chr6-21949884-124
NR1934--MA0039.3.KLF4	chr1	88622609	88622619	+	0.000	0.000	Merged-chr1-88622560-34
NR45054--MA1107.1.KLF9	chr4	8681321	8681333	+	0.000	0.000	Merged-chr4-8681358-5
NR13110--MA1107.1.KLF9	chr12	4595215	4595227	+	0.000	0.000	Merged-chr12-4595269-5
NR43895--MA1107.1.KLF9	chr3	135581792	135581804	+	0.000	0.000	Merged-chr3-135581925-8
NR712--MA0740.1.KLF14	chr1	36603531	36603544	-	0.000	0.000	Merged-chr1-36603504-5
NR15563--MA0741.1.KLF16	chr12	110737981	110737991	-	0.000	0.000	Merged-chr12-110737948-78
NR37639--MA0599.1.KLF5	chr2	91639108	91639117	+	0.000	0.000	Merged-chr2-91639045-3
NR1158--MA0741.1.KLF16	chr1	58713087	58713097	-	0.000	0.000	Merged-chr1-58713281-1
NR34714--MA0599.1.KLF5	chr19	46039676	46039685	-	0.000	0.000	Merged-chr19-46039779-63
NR68832--MA1107.1.KLF9	chrX	48435754	48435766	-	0.000	0.000	Merged-chrX-48435827-14
NR63733--MA0599.1.KLF5	chr8	71272541	71272550	-	0.000	0.000	Merged-chr8-71272830-80
NR15700--MA0742.1.Klf12	chr12	115165685	115165699	+	0.000	0.000	Merged-chr12-115165730-55
NR20426--MA1107.1.KLF9	chr14	41013864	41013876	+	0.000	0.000	Merged-chr14-41013855-53
NR13545--MA0493.1.Klf1	chr12	25216881	25216891	-	0.000	0.000	Merged-chr12-25216883-29
NR52017--MA0741.1.KLF16	chr5	107597691	107597701	+	0.000	0.000	Merged-chr5-107597762-77
NR46032--MA1107.1.KLF9	chr4	46138443	46138455	+	0.000	0.000	Merged-chr4-46138589-84
NR42699--MA0599.1.KLF5	chr3	95231436	95231445	+	0.000	0.000	Merged-chr3-95231368-38
NR60815--MA0741.1.KLF16	chr7	102210352	102210362	-	0.000	0.000	Merged-chr7-102210325-100
NR9138--MA0742.1.Klf12	chr10	121796148	121796162	+	0.000	0.000	Merged-chr10-121796258-28
NR27397--MA1107.1.KLF9	chr16	75856083	75856095	+	0.000	0.000	Merged-chr16-75856186-4
NR24133--MA0599.1.KLF5	chr15	76207824	76207833	+	0.000	0.000	Merged-chr15-76207708-52
NR26728--MA1107.1.KLF9	chr16	48763307	48763319	-	0.000	0.000	Merged-chr16-48763464-5
NR64711--MA0599.1.KLF5	chr8	106935641	106935650	+	0.000	0.000	Merged-chr8-106935801-152
NR22974--MA0599.1.KLF5	chr15	25871607	25871616	-	0.000	0.000	Merged-chr15-25871746-13
NR30932--MA0599.1.KLF5	chr17	84136667	84136676	-	0.000	0.000	Merged-chr17-84136663-5
NR53296--MA0740.1.KLF14	chr5	135957734	135957747	-	0.000	0.000	Merged-chr5-135957645-50
NR65147--MA0742.1.Klf12	chr8	120668216	120668230	-	0.000	0.000	Merged-chr8-120668120-83
NR66041--MA0741.1.KLF16	chr9	31211536	31211546	+	0.000	0.000	Merged-chr9-31211648-90
NR5758--MA0599.1.KLF5	chr10	19117124	19117133	+	0.000	0.000	Merged-chr10-19117189-32
NR33981--MA1107.1.KLF9	chr19	6858312	6858324	+	0.000	0.000	Merged-chr19-6858226-46
NR68296--MA0599.1.KLF5	chr9	119983793	119983802	+	0.000	0.000	Merged-chr9-119983826-11
NR66312--MA0741.1.KLF16	chr9	44379433	44379443	-	0.000	0.000	Merged-chr9-44379436-63
NR7729--MA0742.1.Klf12	chr10	81606091	81606105	+	0.000	0.000	Merged-chr10-81606133-64
NR2833--MA0599.1.KLF5	chr1	131153166	131153175	+	0.000	0.000	Merged-chr1-131153253-37
NR33234--MA0741.1.KLF16	chr18	73703886	73703896	+	0.000	0.000	Merged-chr18-73704007-8
NR10521--MA1107.1.KLF9	chr11	49982974	49982986	+	0.000	0.000	Merged-chr11-49983180-23
NR14526--MA0742.1.Klf12	chr12	73610050	73610064	-	0.000	0.000	Merged-chr12-73609839-27
NR62518--MA0599.1.KLF5	chr8	22228790	22228799	+	0.000	0.000	Merged-chr8-22228766-14
NR64632--MA0741.1.KLF16	chr8	105605513	105605523	+	0.000	0.000	Merged-chr8-105605382-75
NR1583--MA0740.1.KLF14	chr1	75317752	75317765	+	0.000	0.000	Merged-chr1-75317558-106
NR53133--MA1107.1.KLF9	chr5	134373283	134373295	+	0.000	0.000	Merged-chr5-134373166-2
NR6943--MA0741.1.KLF16	chr10	67285391	67285401	-	0.000	0.000	Merged-chr10-67285223-89
NR33029--MA0741.1.KLF16	chr18	67986098	67986108	-	0.000	0.000	Merged-chr18-67985977-11
NR10727--MA1107.1.KLF9	chr11	55098011	55098023	-	0.000	0.000	Merged-chr11-55097968-86
NR64427--MA0741.1.KLF16	chr8	95320970	95320980	+	0.000	0.000	Merged-chr8-95320775-75
NR717--MA0599.1.KLF5	chr1	36691384	36691393	+	0.000	0.000	Merged-chr1-36691498-50
NR25450--MA1107.1.KLF9	chr15	102257618	102257630	-	0.000	0.000	Merged-chr15-102257531-48
NR45166--MA1107.1.KLF9	chr4	10706829	10706841	+	0.000	0.000	Merged-chr4-10706741-1
NR9697--MA0740.1.KLF14	chr11	4637689	4637702	-	0.000	0.000	Merged-chr11-4637853-53
NR48213--MA0599.1.KLF5	chr4	132768503	132768512	-	0.000	0.000	Merged-chr4-132768439-67
NR502--MA0599.1.KLF5	chr1	24100331	24100340	+	0.000	0.000	Merged-chr1-24100239-49
NR34931--MA0741.1.KLF16	chr19	56400474	56400484	+	0.000	0.000	Merged-chr19-56400406-24
NR40057--MA1107.1.KLF9	chr2	169504474	169504486	+	0.000	0.000	Merged-chr2-169504323-1
NR31420--MA0742.1.Klf12	chr18	12168715	12168729	-	0.000	0.000	Merged-chr18-12168747-122
NR18775--MA0493.1.Klf1	chr13	104109639	104109649	+	0.000	0.000	Merged-chr13-104109580-88
NR4512--MA0657.1.KLF13	chr1	178449405	178449422	+	0.000	0.000	Merged-chr1-178449320-25
NR7449--MA0741.1.KLF16	chr10	79919622	79919632	-	0.000	0.000	Merged-chr10-79919625-6
NR11108--MA0740.1.KLF14	chr11	69323945	69323958	-	0.000	0.000	Merged-chr11-69323892-53
NR64236--MA0493.1.Klf1	chr8	88633489	88633499	-	0.000	0.000	Merged-chr8-88633560-31
NR29158--MA0740.1.KLF14	chr17	29347827	29347840	+	0.000	0.000	Merged-chr17-29347843-56
NR68244--MA0741.1.KLF16	chr9	118884670	118884680	-	0.000	0.000	Merged-chr9-118884641-26
NR62852--MA0039.3.KLF4	chr8	35651027	35651037	+	0.000	0.000	Merged-chr8-35650941-17
NR66564--MA0741.1.KLF16	chr9	55110576	55110586	+	0.000	0.000	Merged-chr9-55110680-29
NR25132--MA0740.1.KLF14	chr15	94589884	94589897	+	0.000	0.000	Merged-chr15-94589770-65
NR67748--MA0599.1.KLF5	chr9	102626231	102626240	+	0.000	0.000	Merged-chr9-102626272-120
NR6053--MA0741.1.KLF16	chr10	34207261	34207271	-	0.000	0.000	Merged-chr10-34207023-88
NR10991--MA1107.1.KLF9	chr11	62879345	62879357	+	0.000	0.000	Merged-chr11-62879529-68
NR20856--MA0740.1.KLF14	chr14	54225387	54225400	+	0.000	0.000	Merged-chr14-54225223-49
NR64013--MA0741.1.KLF16	chr8	81014977	81014987	+	0.000	0.000	Merged-chr8-81015053-72
NR56865--MA0599.1.KLF5	chr6	120364034	120364043	+	0.000	0.000	Merged-chr6-120364169-90
NR28065--MA0741.1.KLF16	chr16	95990966	95990976	+	0.000	0.000	Merged-chr16-95990846-67
NR36592--MA0741.1.KLF16	chr2	48950281	48950291	-	0.000	0.000	Merged-chr2-48950246-1
NR18328--MA0599.1.KLF5	chr13	92354667	92354676	+	0.000	0.000	Merged-chr13-92354723-122
NR61212--MA1107.1.KLF9	chr7	118740228	118740240	-	0.000	0.000	Merged-chr7-118740082-2
NR67872--MA1107.1.KLF9	chr9	106477195	106477207	-	0.000	0.000	Merged-chr9-106477001-83
NR39254--MA0741.1.KLF16	chr2	148637052	148637062	+	0.000	0.000	Merged-chr2-148637070-3
NR16954--MA0599.1.KLF5	chr13	49371712	49371721	+	0.000	0.000	Merged-chr13-49371654-30
NR33418--MA0742.1.Klf12	chr18	80200696	80200710	-	0.000	0.000	Merged-chr18-80200692-56
NR11845--MA0599.1.KLF5	chr11	94602012	94602021	+	0.000	0.000	Merged-chr11-94601858-52
NR32771--MA0493.1.Klf1	chr18	61555163	61555173	-	0.000	0.000	Merged-chr18-61555267-68
NR25438--MA0599.1.KLF5	chr15	102247244	102247253	+	0.000	0.000	Merged-chr15-102247349-1
NR60177--MA0741.1.KLF16	chr7	79592293	79592303	-	0.000	0.000	Merged-chr7-79592418-20
NR49993--MA0742.1.Klf12	chr5	25499038	25499052	-	0.000	0.000	Merged-chr5-25499095-193
NR21119--MA0657.1.KLF13	chr14	61556958	61556975	-	0.000	0.000	Merged-chr14-61556804-76
NR42905--MA0599.1.KLF5	chr3	101288000	101288009	-	0.000	0.000	Merged-chr3-101288021-52
NR68101--MA0741.1.KLF16	chr9	114546941	114546951	-	0.000	0.000	Merged-chr9-114546935-29
NR11973--MA0742.1.Klf12	chr11	96789531	96789545	-	0.000	0.000	Merged-chr11-96789293-51
NR47442--MA0742.1.Klf12	chr4	108619854	108619868	+	0.000	0.000	Merged-chr4-108619917-75
NR42004--MA1107.1.KLF9	chr3	65974830	65974842	+	0.000	0.000	Merged-chr3-65974924-71
NR58462--MA0740.1.KLF14	chr7	19404149	19404162	+	0.000	0.000	Merged-chr7-19404013-49
NR40506--MA0599.1.KLF5	chr2	180276753	180276762	+	0.000	0.000	Merged-chr2-180276597-19
NR35862--MA0740.1.KLF14	chr2	27427041	27427054	-	0.000	0.000	Merged-chr2-27426949-82
NR33288--MA0493.1.Klf1	chr18	75472068	75472078	-	0.000	0.000	Merged-chr18-75472003-6
NR61159--MA0741.1.KLF16	chr7	116443469	116443479	+	0.000	0.000	Merged-chr7-116443522-66
NR48110--MA0599.1.KLF5	chr4	129820140	129820149	-	0.000	0.000	Merged-chr4-129820380-124
NR505--MA0741.1.KLF16	chr1	24100349	24100359	+	0.000	0.000	Merged-chr1-24100239-49
NR69171--MA0599.1.KLF5	chrX	102189390	102189399	+	0.000	0.000	Merged-chrX-102189182-65
NR65106--MA1107.1.KLF9	chr8	120404059	120404071	+	0.000	0.000	Merged-chr8-120404007-24
NR66216--MA0741.1.KLF16	chr9	41105528	41105538	+	0.000	0.000	Merged-chr9-41105401-34
NR63608--MA0599.1.KLF5	chr8	70282943	70282952	+	0.000	0.000	Merged-chr8-70282994-37
NR35414--MA0657.1.KLF13	chr2	13575061	13575078	+	0.000	0.000	Merged-chr2-13575035-10
NR5016--MA0742.1.Klf12	chr1	192092698	192092712	-	0.000	0.000	Merged-chr1-192092599-105
NR10538--MA0741.1.KLF16	chr11	50236973	50236983	+	0.000	0.000	Merged-chr11-50236980-65
NR23851--MA0741.1.KLF16	chr15	61983498	61983508	-	0.000	0.000	Merged-chr15-61983458-31
NR50675--MA0599.1.KLF5	chr5	52190450	52190459	+	0.000	0.000	Merged-chr5-52190420-134
NR11693--MA0741.1.KLF16	chr11	87404511	87404521	+	0.000	0.000	Merged-chr11-87404473-69
NR9509--MA0741.1.KLF16	chr10	128211814	128211824	+	0.000	0.000	Merged-chr10-128211803-53
NR31426--MA0740.1.KLF14	chr18	12236553	12236566	+	0.000	0.000	Merged-chr18-12236569-102
NR52378--MA0741.1.KLF16	chr5	114813962	114813972	+	0.000	0.000	Merged-chr5-114813829-62
NR29456--MA1107.1.KLF9	chr17	35823070	35823082	-	0.000	0.000	Merged-chr17-35823208-57
NR11964--MA0741.1.KLF16	chr11	96777434	96777444	+	0.000	0.000	Merged-chr11-96777630-53
NR59137--MA0742.1.Klf12	chr7	34313561	34313575	+	0.000	0.000	Merged-chr7-34313409-64
NR62616--MA0493.1.Klf1	chr8	26015614	26015624	+	0.000	0.000	Merged-chr8-26015472-62
NR50698--MA0741.1.KLF16	chr5	52910466	52910476	-	0.000	0.000	Merged-chr5-52910384-60
NR50102--MA0599.1.KLF5	chr5	30814686	30814695	+	0.000	0.000	Merged-chr5-30814661-60
NR8271--MA0599.1.KLF5	chr10	98914482	98914491	+	0.000	0.000	Merged-chr10-98914755-152
NR22677--MA0741.1.KLF16	chr15	6624690	6624700	-	0.000	0.000	Merged-chr15-6625020-114
NR27019--MA0741.1.KLF16	chr16	59639196	59639206	+	0.000	0.000	Merged-chr16-59639250-60
NR38381--MA0741.1.KLF16	chr2	121296414	121296424	-	0.000	0.000	Merged-chr2-121296352-13
NR38652--MA0741.1.KLF16	chr2	128818001	128818011	+	0.000	0.000	Merged-chr2-128818111-117
NR11742--MA0599.1.KLF5	chr11	88576465	88576474	+	0.000	0.000	Merged-chr11-88576499-74
NR23006--MA0039.3.KLF4	chr15	27701620	27701630	+	0.000	0.000	Merged-chr15-27701716-1
NR22964--MA1107.1.KLF9	chr15	25812123	25812135	-	0.000	0.000	Merged-chr15-25812163-56
NR56737--MA0741.1.KLF16	chr6	116264123	116264133	+	0.000	0.000	Merged-chr6-116264225-57
NR40628--MA0742.1.Klf12	chr3	9500013	9500027	-	0.000	0.000	Merged-chr3-9499976-58
NR58695--MA0493.1.Klf1	chr7	25155909	25155919	+	0.000	0.000	Merged-chr7-25155994-40
NR54693--MA1107.1.KLF9	chr6	32342385	32342397	+	0.000	0.000	Merged-chr6-32342276-1
NR59572--MA0741.1.KLF16	chr7	48898567	48898577	+	0.000	0.000	Merged-chr7-48898692-36
NR39943--MA1107.1.KLF9	chr2	167831522	167831534	-	0.000	0.000	Merged-chr2-167831318-40
NR56061--MA0742.1.Klf12	chr6	92214732	92214746	+	0.000	0.000	Merged-chr6-92214709-73
NR29461--MA0493.1.Klf1	chr17	35823157	35823167	-	0.000	0.000	Merged-chr17-35823208-57
NR12329--MA0039.3.KLF4	chr11	102317867	102317877	+	0.000	0.000	Merged-chr11-102317551-136
NR23356--MA0740.1.KLF14	chr15	38078880	38078893	-	0.000	0.000	Merged-chr15-38078784-97
NR48776--MA1107.1.KLF9	chr4	145286884	145286896	+	0.000	0.000	Merged-chr4-145286857-37
NR1139--MA0740.1.KLF14	chr1	57995920	57995933	+	0.000	0.000	Merged-chr1-57996060-51
NR68829--MA0599.1.KLF5	chrX	48433738	48433747	+	0.000	0.000	Merged-chrX-48433621-61
NR61464--MA0599.1.KLF5	chr7	127233246	127233255	+	0.000	0.000	Merged-chr7-127233150-71
NR10955--MA0039.3.KLF4	chr11	61855321	61855331	+	0.000	0.000	Merged-chr11-61855241-5
NR14433--MA1107.1.KLF9	chr12	69583025	69583037	+	0.000	0.000	Merged-chr12-69582922-61
NR39158--MA0741.1.KLF16	chr2	146214807	146214817	+	0.000	0.000	Merged-chr2-146214775-43
NR64174--MA0599.1.KLF5	chr8	84966250	84966259	+	0.000	0.000	Merged-chr8-84966052-54
NR65196--MA0740.1.KLF14	chr8	122343966	122343979	-	0.000	0.000	Merged-chr8-122343961-16
NR55886--MA1107.1.KLF9	chr6	87810839	87810851	+	0.000	0.000	Merged-chr6-87810946-16
NR23942--MA1107.1.KLF9	chr15	68258624	68258636	+	0.000	0.000	Merged-chr15-68258737-97
NR50303--MA0493.1.Klf1	chr5	36581992	36582002	+	0.000	0.000	Merged-chr5-36582061-78
NR29023--MA0599.1.KLF5	chr17	27325265	27325274	-	0.000	0.000	Merged-chr17-27325215-15
NR26902--MA0742.1.Klf12	chr16	55895430	55895444	-	0.000	0.000	Merged-chr16-55895336-85
NR48203--MA1107.1.KLF9	chr4	132533703	132533715	-	0.000	0.000	Merged-chr4-132533524-64
NR35146--MA0599.1.KLF5	chr2	5714426	5714435	+	0.000	0.000	Merged-chr2-5714351-135
NR33987--MA0599.1.KLF5	chr19	6974937	6974946	-	0.000	0.000	Merged-chr19-6974819-71
NR29022--MA0742.1.Klf12	chr17	27325261	27325275	-	0.000	0.000	Merged-chr17-27325215-15
NR13380--MA0599.1.KLF5	chr12	17737292	17737301	+	0.000	0.000	Merged-chr12-17737331-11
NR58003--MA0741.1.KLF16	chr7	4464436	4464446	-	0.000	0.000	Merged-chr7-4464501-45
NR35971--MA0740.1.KLF14	chr2	30469931	30469944	+	0.000	0.000	Merged-chr2-30470096-26
NR68129--MA0740.1.KLF14	chr9	114731177	114731190	+	0.000	0.000	Merged-chr9-114731222-121
NR57712--MA1107.1.KLF9	chr6	143065787	143065799	-	0.000	0.000	Merged-chr6-143065826-5
NR30585--MA0741.1.KLF16	chr17	73869465	73869475	+	0.000	0.000	Merged-chr17-73869364-53
NR30856--MA0741.1.KLF16	chr17	83525780	83525790	-	0.000	0.000	Merged-chr17-83525837-4
NR20854--MA0741.1.KLF16	chr14	54225364	54225374	-	0.000	0.000	Merged-chr14-54225223-49
NR13237--MA0599.1.KLF5	chr12	12302020	12302029	+	0.000	0.000	Merged-chr12-12302009-51
NR24459--MA1107.1.KLF9	chr15	80582927	80582939	-	0.000	0.000	Merged-chr15-80582931-41
NR41720--MA1107.1.KLF9	chr3	53259039	53259051	+	0.000	0.000	Merged-chr3-53259029-2
NR8636--MA0741.1.KLF16	chr10	110920129	110920139	+	0.000	0.000	Merged-chr10-110920143-70
NR23280--MA0493.1.Klf1	chr15	36938893	36938903	+	0.000	0.000	Merged-chr15-36938734-87
NR50214--MA0599.1.KLF5	chr5	34196742	34196751	-	0.000	0.000	Merged-chr5-34196616-50
NR33247--MA0741.1.KLF16	chr18	74283089	74283099	-	0.000	0.000	Merged-chr18-74283060-15
NR30704--MA0599.1.KLF5	chr17	79355136	79355145	-	0.000	0.000	Merged-chr17-79355271-160
NR41926--MA1107.1.KLF9	chr3	61413347	61413359	+	0.000	0.000	Merged-chr3-61413459-3
NR6956--MA0741.1.KLF16	chr10	67891257	67891267	+	0.000	0.000	Merged-chr10-67891340-18
NR1201--MA0740.1.KLF14	chr1	59912954	59912967	-	0.000	0.000	Merged-chr1-59913244-100
NR7028--MA1107.1.KLF9	chr10	68908239	68908251	+	0.000	0.000	Merged-chr10-68908384-20
NR4610--MA0741.1.KLF16	chr1	180936917	180936927	-	0.000	0.000	Merged-chr1-180936862-28
NR13904--MA0599.1.KLF5	chr12	40037415	40037424	+	0.000	0.000	Merged-chr12-40037304-3
NR65143--MA0599.1.KLF5	chr8	120668178	120668187	+	0.000	0.000	Merged-chr8-120668120-83
NR21089--MA0741.1.KLF16	chr14	60705240	60705250	+	0.000	0.000	Merged-chr14-60705209-36
NR9044--MA0740.1.KLF14	chr10	118782172	118782185	-	0.000	0.000	Merged-chr10-118782211-4
NR26146--MA0741.1.KLF16	chr16	21423247	21423257	-	0.000	0.000	Merged-chr16-21423316-65
NR47542--MA0741.1.KLF16	chr4	115047844	115047854	+	0.000	0.000	Merged-chr4-115047935-22
NR4896--MA0493.1.Klf1	chr1	189500039	189500049	+	0.000	0.000	Merged-chr1-189499965-39
NR34944--MA0741.1.KLF16	chr19	57082975	57082985	-	0.000	0.000	Merged-chr19-57083093-37
NR12165--MA0599.1.KLF5	chr11	98939811	98939820	-	0.000	0.000	Merged-chr11-98939717-1
NR63289--MA1107.1.KLF9	chr8	57503828	57503840	-	0.000	0.000	Merged-chr8-57503871-22
NR68528--MA0741.1.KLF16	chrX	8145805	8145815	-	0.000	0.000	Merged-chrX-8145691-86
NR66121--MA0599.1.KLF5	chr9	35176013	35176022	+	0.000	0.000	Merged-chr9-35175859-80
NR1533--MA0599.1.KLF5	chr1	74391761	74391770	+	0.000	0.000	Merged-chr1-74391638-119
NR26425--MA0599.1.KLF5	chr16	32593807	32593816	-	0.000	0.000	Merged-chr16-32593983-43
NR30905--MA0493.1.Klf1	chr17	83880345	83880355	-	0.000	0.000	Merged-chr17-83880471-24
NR27831--MA0039.3.KLF4	chr16	91366824	91366834	+	0.000	0.000	Merged-chr16-91366873-55
NR35934--MA0599.1.KLF5	chr2	30048877	30048886	+	0.000	0.000	Merged-chr2-30048939-51
NR12445--MA0742.1.Klf12	chr11	106273029	106273043	+	0.000	0.000	Merged-chr11-106272877-78
NR9548--MA1107.1.KLF9	chr10	128646011	128646023	-	0.000	0.000	Merged-chr10-128645990-43
NR28825--MA0741.1.KLF16	chr17	23677485	23677495	+	0.000	0.000	Merged-chr17-23677473-43
NR20101--MA0742.1.Klf12	chr14	26579505	26579519	+	0.000	0.000	Merged-chr14-26579365-2
NR50120--MA0599.1.KLF5	chr5	31241308	31241317	-	0.000	0.000	Merged-chr5-31241193-89
NR6608--MA0741.1.KLF16	chr10	57486354	57486364	-	0.000	0.000	Merged-chr10-57486406-88
NR64052--MA1107.1.KLF9	chr8	83573262	83573274	-	0.000	0.000	Merged-chr8-83573289-48
NR4657--MA0741.1.KLF16	chr1	183134609	183134619	+	0.000	0.000	Merged-chr1-183134644-18
NR41832--MA1107.1.KLF9	chr3	59042502	59042514	+	0.000	0.000	Merged-chr3-59042548-4
NR1146--MA0742.1.Klf12	chr1	58304554	58304568	-	0.000	0.000	Merged-chr1-58304515-8
NR62617--MA0741.1.KLF16	chr8	26015615	26015625	+	0.000	0.000	Merged-chr8-26015472-62
NR11183--MA0741.1.KLF16	chr11	70432430	70432440	-	0.000	0.000	Merged-chr11-70432530-65
NR11454--MA0741.1.KLF16	chr11	78165632	78165642	+	0.000	0.000	Merged-chr11-78165557-54
NR46029--MA0742.1.Klf12	chr4	46138443	46138457	+	0.000	0.000	Merged-chr4-46138589-84
NR65062--MA0657.1.KLF13	chr8	119840579	119840596	+	0.000	0.000	Merged-chr8-119840588-52
NR55210--MA1107.1.KLF9	chr6	54228990	54229002	-	0.000	0.000	Merged-chr6-54229087-24
NR7221--MA0740.1.KLF14	chr10	75517436	75517449	+	0.000	0.000	Merged-chr10-75517574-101
NR2174--MA1107.1.KLF9	chr1	96570700	96570712	-	0.000	0.000	Merged-chr1-96570567-3
