#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR10723--MA0493.1.Klf1	chr11	69059549	69059559	-	0.000	0.000	Merged-chr11-69059699-57
NR33125--MA0741.1.KLF16	chr19	6400449	6400459	-	0.000	0.000	Merged-chr19-6400319-26
NR20527--MA0741.1.KLF16	chr14	57999004	57999014	-	0.000	0.000	Merged-chr14-57999124-66
NR55654--MA0599.1.KLF5	chr6	58596562	58596571	-	0.000	0.000	Merged-chr6-58596586-84
NR27026--MA0493.1.Klf1	chr16	91647765	91647775	-	0.000	0.000	Merged-chr16-91647943-8
NR42452--MA0493.1.Klf1	chr3	103862695	103862705	+	0.000	0.000	Merged-chr3-103862515-1,Merged-chr3-103862758-3
NR7163--MA0599.1.KLF5	chr10	80755387	80755396	+	0.000	0.000	Merged-chr10-80755197-57
NR63602--MA1107.1.KLF9	chr7	140116524	140116536	-	0.000	0.000	Merged-chr7-140116362-57
NR56835--MA0740.1.KLF14	chr6	108426882	108426895	-	0.000	0.000	Merged-chr6-108426934-21
NR25708--MA0740.1.KLF14	chr16	30388885	30388898	-	0.000	0.000	Merged-chr16-30388899-122
NR47481--MA0599.1.KLF5	chr4	129610115	129610124	+	0.000	0.000	Merged-chr4-129610276-24
NR36231--MA0741.1.KLF16	chr2	55437050	55437060	+	0.000	0.000	Merged-chr2-55437134-25
NR51961--MA0493.1.Klf1	chr5	112239776	112239786	-	0.000	0.000	Merged-chr5-112239781-12
NR45358--MA0039.3.KLF4	chr4	47001274	47001284	+	0.000	0.000	Merged-chr4-47001144-9
NR62088--MA0599.1.KLF5	chr7	110796448	110796457	-	0.000	0.000	Merged-chr7-110796429-1
NR1724--MA1107.1.KLF9	chr1	92934601	92934613	+	0.000	0.000	Merged-chr1-92934490-65
NR47338--MA0599.1.KLF5	chr4	126301158	126301167	+	0.000	0.000	Merged-chr4-126301216-32
NR49766--MA0741.1.KLF16	chr5	27791397	27791407	+	0.000	0.000	Merged-chr5-27791558-105
NR62367--MA0741.1.KLF16	chr7	118243718	118243728	-	0.000	0.000	Merged-chr7-118243751-117
NR66518--MA1107.1.KLF9	chr8	106168861	106168873	-	0.000	0.000	Merged-chr8-106168973-61
NR52365--MA0741.1.KLF16	chr5	118661947	118661957	+	0.000	0.000	Merged-chr5-118661904-17
NR67900--MA0741.1.KLF16	chr9	21225125	21225135	+	0.000	0.000	Merged-chr9-21225292-34
NR70722--MA0599.1.KLF5	chr9	108263806	108263815	-	0.000	0.000	Merged-chr9-108263764-60
NR52636--MA0741.1.KLF16	chr5	123974576	123974586	-	0.000	0.000	Merged-chr5-123974757-35
NR47123--MA0599.1.KLF5	chr4	120825711	120825720	+	0.000	0.000	Merged-chr4-120825889-1
NR24903--MA0599.1.KLF5	chr15	102458964	102458973	+	0.000	0.000	Merged-chr15-102458897-76
NR53922--MA0599.1.KLF5	chr5	142551085	142551094	-	0.000	0.000	Merged-chr5-142551043-31
NR2603--MA0741.1.KLF16	chr1	135105257	135105267	+	0.000	0.000	Merged-chr1-135105235-19
NR28488--MA0599.1.KLF5	chr17	31077832	31077841	-	0.000	0.000	Merged-chr17-31077750-28
NR19440--MA0599.1.KLF5	chr14	20929243	20929252	+	0.000	0.000	Merged-chr14-20929476-97
NR45264--MA0741.1.KLF16	chr4	45766158	45766168	-	0.000	0.000	Merged-chr4-45766216-17
NR63349--MA0741.1.KLF16	chr7	135716611	135716621	-	0.000	0.000	Merged-chr7-135716348-117
NR32991--MA0657.1.KLF13	chr19	5273108	5273125	-	0.000	0.000	Merged-chr19-5273188-67
NR27574--MA0740.1.KLF14	chr17	8165498	8165511	-	0.000	0.000	Merged-chr17-8165441-73
NR37008--MA0741.1.KLF16	chr2	90679336	90679346	+	0.000	0.000	Merged-chr2-90679344-61
NR37997--MA0599.1.KLF5	chr2	121866901	121866910	-	0.000	0.000	Merged-chr2-121866868-116
NR60356--MA0599.1.KLF5	chr7	45068182	45068191	-	0.000	0.000	Merged-chr7-45068056-13
NR5976--MA1107.1.KLF9	chr10	54040788	54040800	+	0.000	0.000	Merged-chr10-54040975-1
NR51729--MA0599.1.KLF5	chr5	105649550	105649559	+	0.000	0.000	Merged-chr5-105649431-102
NR8686--MA1107.1.KLF9	chr10	122778137	122778149	+	0.000	0.000	Merged-chr10-122778014-1
NR55559--MA0742.1.Klf12	chr6	54925959	54925973	+	0.000	0.000	Merged-chr6-54926058-40
NR49056--MA0493.1.Klf1	chr4	155150787	155150797	-	0.000	0.000	Merged-chr4-155150729-52
NR56150--MA0740.1.KLF14	chr6	86669336	86669349	+	0.000	0.000	Merged-chr6-86669328-55
NR55855--MA0493.1.Klf1	chr6	71440678	71440688	-	0.000	0.000	Merged-chr6-71440624-82
NR38910--MA0741.1.KLF16	chr2	150904771	150904781	+	0.000	0.000	Merged-chr2-150904585-65
NR10168--MA0493.1.Klf1	chr11	53324640	53324650	+	0.000	0.000	Merged-chr11-53324720-33
NR46961--MA0741.1.KLF16	chr4	116877377	116877387	-	0.000	0.000	Merged-chr4-116877441-82
NR41033--MA0741.1.KLF16	chr3	52677349	52677359	+	0.000	0.000	Merged-chr3-52677309-55
NR3575--MA0742.1.Klf12	chr1	164571868	164571882	-	0.000	0.000	Merged-chr1-164571989-46
NR13893--MA0039.3.KLF4	chr12	32999956	32999966	-	0.000	0.000	Merged-chr12-32999849-21
NR8328--MA1107.1.KLF9	chr10	117118448	117118460	-	0.000	0.000	Merged-chr10-117118585-40
NR25587--MA0742.1.Klf12	chr16	21787849	21787863	-	0.000	0.000	Merged-chr16-21787807-60
NR6215--MA0741.1.KLF16	chr10	61452858	61452868	-	0.000	0.000	Merged-chr10-61452794-18
NR935--MA1107.1.KLF9	chr1	62049746	62049758	+	0.000	0.000	Merged-chr1-62049803-1
NR54741--MA0740.1.KLF14	chr6	28421776	28421789	-	0.000	0.000	Merged-chr6-28421757-53
NR4264--MA0741.1.KLF16	chr1	180813601	180813611	+	0.000	0.000	Merged-chr1-180813654-113
NR62224--MA0741.1.KLF16	chr7	115217060	115217070	-	0.000	0.000	Merged-chr7-115217038-43
NR21718--MA0493.1.Klf1	chr14	115040850	115040860	-	0.000	0.000	Merged-chr14-115040895-2
NR46933--MA0599.1.KLF5	chr4	116557491	116557500	-	0.000	0.000	Merged-chr4-116557390-101
NR29590--MA1107.1.KLF9	chr17	56997325	56997337	-	0.000	0.000	Merged-chr17-56997354-48
NR50737--MA0493.1.Klf1	chr5	65850929	65850939	-	0.000	0.000	Merged-chr5-65850971-35
NR20426--MA1107.1.KLF9	chr14	55885305	55885317	-	0.000	0.000	Merged-chr14-55885410-94
NR11061--MA0741.1.KLF16	chr11	75571463	75571473	-	0.000	0.000	Merged-chr11-75571465-10
NR49643--MA0599.1.KLF5	chr5	24577499	24577508	-	0.000	0.000	Merged-chr5-24577562-64
NR28964--MA0742.1.Klf12	chr17	40934667	40934681	+	0.000	0.000	Merged-chr17-40934697-83
NR70167--MA0599.1.KLF5	chr9	94538121	94538130	-	0.000	0.000	Merged-chr9-94538046-220
NR7494--MA0740.1.KLF14	chr10	86021905	86021918	-	0.000	0.000	Merged-chr10-86022093-75
NR70843--MA0599.1.KLF5	chr9	110641166	110641175	+	0.000	0.000	Merged-chr9-110641188-21
NR37194--MA0741.1.KLF16	chr2	94263466	94263476	+	0.000	0.000	Merged-chr2-94263643-18
NR23812--MA1107.1.KLF9	chr15	80599296	80599308	-	0.000	0.000	Merged-chr15-80599512-51
NR10755--MA0599.1.KLF5	chr11	69326242	69326251	-	0.000	0.000	Merged-chr11-69326179-56
NR68863--MA0741.1.KLF16	chr9	56418263	56418273	+	0.000	0.000	Merged-chr9-56418111-4
NR32523--MA0741.1.KLF16	chr18	80697332	80697342	+	0.000	0.000	Merged-chr18-80697325-29
NR65006--MA0657.1.KLF13	chr8	60983394	60983411	-	0.000	0.000	Merged-chr8-60983374-74
NR52408--MA0657.1.KLF13	chr5	120130105	120130122	+	0.000	0.000	Merged-chr5-120130302-37
NR64711--MA0599.1.KLF5	chr8	40634797	40634806	-	0.000	0.000	Merged-chr8-40634821-50
NR6282--MA0039.3.KLF4	chr10	62248020	62248030	-	0.000	0.000	Merged-chr10-62247968-20
NR7187--MA0742.1.Klf12	chr10	80855218	80855232	+	0.000	0.000	Merged-chr10-80855252-46
NR53296--MA0740.1.KLF14	chr5	135106838	135106851	-	0.000	0.000	Merged-chr5-135106892-30
NR44864--MA1107.1.KLF9	chr4	33390941	33390953	+	0.000	0.000	Merged-chr4-33390737-19
NR5366--MA0657.1.KLF13	chr10	19591918	19591935	+	0.000	0.000	Merged-chr10-19591977-65
NR50638--MA1107.1.KLF9	chr5	64435675	64435687	+	0.000	0.000	Merged-chr5-64435633-23
NR32198--MA0493.1.Klf1	chr18	73572585	73572595	-	0.000	0.000	Merged-chr18-73572695-132
NR36691--MA1107.1.KLF9	chr2	73540603	73540615	-	0.000	0.000	Merged-chr2-73540763-38
NR35380--MA0742.1.Klf12	chr2	26445361	26445375	+	0.000	0.000	Merged-chr2-26445495-99
NR39062--MA0599.1.KLF5	chr2	154408097	154408106	-	0.000	0.000	Merged-chr2-154408006-43
NR20636--MA0741.1.KLF16	chr14	61556963	61556973	-	0.000	0.000	Merged-chr14-61556804-76
NR51500--MA0493.1.Klf1	chr5	99891683	99891693	+	0.000	0.000	Merged-chr5-99891648-1
NR65228--MA0599.1.KLF5	chr8	69996377	69996386	-	0.000	0.000	Merged-chr8-69996390-68
NR61787--MA0742.1.Klf12	chr7	101634554	101634568	-	0.000	0.000	Merged-chr7-101634721-37
NR10429--MA0741.1.KLF16	chr11	60210469	60210479	+	0.000	0.000	Merged-chr11-60210548-46
NR6467--MA0741.1.KLF16	chr10	68445693	68445703	-	0.000	0.000	Merged-chr10-68445900-93
NR34159--MA0599.1.KLF5	chr19	46573250	46573259	-	0.000	0.000	Merged-chr19-46573181-77
NR1135--MA0657.1.KLF13	chr1	72225984	72226001	+	0.000	0.000	Merged-chr1-72226196-93
NR46458--MA0493.1.Klf1	chr4	101419676	101419686	-	0.000	0.000	Merged-chr4-101419713-70
NR46889--MA0657.1.KLF13	chr4	116010370	116010387	+	0.000	0.000	Merged-chr4-116010359-48
NR49168--MA0493.1.Klf1	chr4	156197624	156197634	+	0.000	0.000	Merged-chr4-156197657-98
NR24682--MA0039.3.KLF4	chr15	98993163	98993173	+	0.000	0.000	Merged-chr15-98993334-102
NR34620--MA0599.1.KLF5	chr19	59943454	59943463	+	0.000	0.000	Merged-chr19-59943438-84
NR30466--MA0493.1.Klf1	chr17	83918942	83918952	+	0.000	0.000	Merged-chr17-83918717-33
NR53800--MA1107.1.KLF9	chr5	140915643	140915655	+	0.000	0.000	Merged-chr5-140915429-24
NR56510--MA1107.1.KLF9	chr6	95552789	95552801	+	0.000	0.000	Merged-chr6-95552744-18
NR39939--MA0741.1.KLF16	chr2	172501579	172501589	+	0.000	0.000	Merged-chr2-172501605-18
NR52713--MA0740.1.KLF14	chr5	124729789	124729802	+	0.000	0.000	Merged-chr5-124729814-15
NR34726--MA0741.1.KLF16	chr2	4652048	4652058	-	0.000	0.000	Merged-chr2-4651891-67
NR15985--MA0599.1.KLF5	chr12	116467190	116467199	-	0.000	0.000	Merged-chr12-116467208-51
NR37536--MA0599.1.KLF5	chr2	105398845	105398854	+	0.000	0.000	Merged-chr2-105398879-2
NR57077--MA0742.1.Klf12	chr6	115972936	115972950	-	0.000	0.000	Merged-chr6-115972922-11
NR37875--MA1107.1.KLF9	chr2	119189562	119189574	+	0.000	0.000	Merged-chr2-119189381-64
NR20332--MA1107.1.KLF9	chr14	54464114	54464126	-	0.000	0.000	Merged-chr14-54464203-140
NR69265--MA0599.1.KLF5	chr9	66834925	66834934	-	0.000	0.000	Merged-chr9-66834917-64
NR12295--MA0741.1.KLF16	chr11	102393428	102393438	-	0.000	0.000	Merged-chr11-102393451-21
NR42799--MA0742.1.Klf12	chr3	116487881	116487895	+	0.000	0.000	Merged-chr3-116487886-17
NR9776--MA1107.1.KLF9	chr11	32486697	32486709	-	0.000	0.000	Merged-chr11-32486832-15
NR6512--MA0599.1.KLF5	chr10	69571685	69571694	-	0.000	0.000	Merged-chr10-69571391-44
NR24985--MA0742.1.Klf12	chr16	3872304	3872318	+	0.000	0.000	Merged-chr16-3872425-54
NR33486--MA0741.1.KLF16	chr19	21785256	21785266	+	0.000	0.000	Merged-chr19-21785424-37
NR41721--MA0599.1.KLF5	chr3	89251715	89251724	-	0.000	0.000	Merged-chr3-89251546-19
NR32912--MA0742.1.Klf12	chr19	4269305	4269319	+	0.000	0.000	Merged-chr19-4269199-28
NR30019--MA0599.1.KLF5	chr17	73304637	73304646	-	0.000	0.000	Merged-chr17-73304533-12
NR36679--MA0599.1.KLF5	chr2	73470528	73470537	-	0.000	0.000	Merged-chr2-73470465-56
NR53940--MA0599.1.KLF5	chr5	142895215	142895224	-	0.000	0.000	Merged-chr5-142895252-53
NR46811--MA1107.1.KLF9	chr4	111577423	111577435	+	0.000	0.000	Merged-chr4-111577435-1
NR13121--MA0741.1.KLF16	chr11	118363506	118363516	+	0.000	0.000	Merged-chr11-118363380-26
NR10848--MA1107.1.KLF9	chr11	70239866	70239878	-	0.000	0.000	Merged-chr11-70239985-43
NR8445--MA0493.1.Klf1	chr10	118469220	118469230	-	0.000	0.000	Merged-chr10-118469177-44
NR67243--MA0740.1.KLF14	chr8	122611520	122611533	-	0.000	0.000	Merged-chr8-122611468-64
NR25518--MA0493.1.Klf1	chr16	19761928	19761938	+	0.000	0.000	Merged-chr16-19761931-27
NR54797--MA0657.1.KLF13	chr6	29517302	29517319	-	0.000	0.000	Merged-chr6-29517345-20
NR48898--MA0599.1.KLF5	chr4	152212645	152212654	-	0.000	0.000	Merged-chr4-152212643-15
NR16954--MA0599.1.KLF5	chr13	52060057	52060066	+	0.000	0.000	Merged-chr13-52060042-8
NR60374--MA0599.1.KLF5	chr7	45239137	45239146	+	0.000	0.000	Merged-chr7-45239039-65
NR42023--MA0599.1.KLF5	chr3	95687903	95687912	+	0.000	0.000	Merged-chr3-95687934-19
NR61790--MA0493.1.Klf1	chr7	101634655	101634665	+	0.000	0.000	Merged-chr7-101634721-37
NR7003--MA0740.1.KLF14	chr10	80054384	80054397	-	0.000	0.000	Merged-chr10-80054336-1
NR36445--MA1107.1.KLF9	chr2	65552058	65552070	-	0.000	0.000	Merged-chr2-65551988-12
NR37369--MA0741.1.KLF16	chr2	102400662	102400672	+	0.000	0.000	Merged-chr2-102400550-5
NR55503--MA0741.1.KLF16	chr6	53986474	53986484	-	0.000	0.000	Merged-chr6-53986314-10
NR35677--MA0039.3.KLF4	chr2	31470147	31470157	+	0.000	0.000	Merged-chr2-31470390-77
NR50088--MA0493.1.Klf1	chr5	36582015	36582025	+	0.000	0.000	Merged-chr5-36582061-78
NR7296--MA0742.1.Klf12	chr10	81433019	81433033	-	0.000	0.000	Merged-chr10-81433026-44
NR60016--MA0599.1.KLF5	chr7	34313568	34313577	+	0.000	0.000	Merged-chr7-34313409-64
NR45615--MA0599.1.KLF5	chr4	57295370	57295379	+	0.000	0.000	Merged-chr4-57295265-18
NR53552--MA0741.1.KLF16	chr5	137749330	137749340	+	0.000	0.000	Merged-chr5-137749459-31
NR51728--MA1107.1.KLF9	chr5	105649521	105649533	-	0.000	0.000	Merged-chr5-105649431-102
NR29579--MA0742.1.Klf12	chr17	56997290	56997304	-	0.000	0.000	Merged-chr17-56997354-48
NR61432--MA0493.1.Klf1	chr7	90349233	90349243	+	0.000	0.000	Merged-chr7-90349289-16
NR71334--MA0740.1.KLF14	chr9	119963473	119963486	-	0.000	0.000	Merged-chr9-119963439-34
NR61159--MA0741.1.KLF16	chr7	80192614	80192624	-	0.000	0.000	Merged-chr7-80192617-45
NR48110--MA0599.1.KLF5	chr4	137722914	137722923	+	0.000	0.000	Merged-chr4-137723012-20
NR59332--MA1107.1.KLF9	chr7	19749701	19749713	+	0.000	0.000	Merged-chr7-19749873-53
NR17932--MA0599.1.KLF5	chr13	92354667	92354676	+	0.000	0.000	Merged-chr13-92354723-122
NR46951--MA0599.1.KLF5	chr4	116807718	116807727	+	0.000	0.000	Merged-chr4-116807606-59
NR15882--MA0599.1.KLF5	chr12	113014392	113014401	-	0.000	0.000	Merged-chr12-113014523-77
NR64536--MA0741.1.KLF16	chr8	31031878	31031888	-	0.000	0.000	Merged-chr8-31031944-31
NR44838--MA0493.1.Klf1	chr4	33248548	33248558	+	0.000	0.000	Merged-chr4-33248647-4
NR1487--MA0740.1.KLF14	chr1	85703773	85703786	-	0.000	0.000	Merged-chr1-85703643-71
NR65899--MA0493.1.Klf1	chr8	84847171	84847181	+	0.000	0.000	Merged-chr8-84847115-67
NR25348--MA0742.1.Klf12	chr16	14159596	14159610	-	0.000	0.000	Merged-chr16-14159517-83
NR25782--MA0493.1.Klf1	chr16	32516544	32516554	-	0.000	0.000	Merged-chr16-32516451-30
NR56095--MA0599.1.KLF5	chr6	85374727	85374736	+	0.000	0.000	Merged-chr6-85374701-69
NR9509--MA0741.1.KLF16	chr11	20631941	20631951	-	0.000	0.000	Merged-chr11-20632117-165
NR11964--MA0741.1.KLF16	chr11	97884195	97884205	+	0.000	0.000	Merged-chr11-97884212-84
NR62824--MA0740.1.KLF14	chr7	127422084	127422097	+	0.000	0.000	Merged-chr7-127422019-53
NR69358--MA1107.1.KLF9	chr9	69455444	69455456	+	0.000	0.000	Merged-chr9-69455583-28
NR31053--MA0742.1.Klf12	chr18	24653028	24653042	-	0.000	0.000	Merged-chr18-24652935-1
NR31341--MA0493.1.Klf1	chr18	37969775	37969785	+	0.000	0.000	Merged-chr18-37969808-65
NR18573--MA1107.1.KLF9	chr13	108316274	108316286	+	0.000	0.000	Merged-chr13-108316339-65
NR47433--MA0741.1.KLF16	chr4	129238987	129238997	+	0.000	0.000	Merged-chr4-129238994-27
NR42144--MA0599.1.KLF5	chr3	97767778	97767787	+	0.000	0.000	Merged-chr3-97767840-101
NR68353--MA0741.1.KLF16	chr9	41160888	41160898	-	0.000	0.000	Merged-chr9-41160864-12
NR22011--MA0741.1.KLF16	chr14	120313650	120313660	+	0.000	0.000	Merged-chr14-120313531-118
NR57153--MA0493.1.Klf1	chr6	118139189	118139199	+	0.000	0.000	Merged-chr6-118139138-58
NR35275--MA0741.1.KLF16	chr2	25170653	25170663	-	0.000	0.000	Merged-chr2-25170502-21
NR71889--MA0741.1.KLF16	chrX	38182044	38182054	-	0.000	0.000	Merged-chrX-38181994-21
NR40770--MA0599.1.KLF5	chr3	35754079	35754088	-	0.000	0.000	Merged-chr3-35754323-108
NR63952--MA0493.1.Klf1	chr8	3631084	3631094	-	0.000	0.000	Merged-chr8-3631064-68
NR45721--MA0740.1.KLF14	chr4	59805848	59805861	-	0.000	0.000	Merged-chr4-59805793-13
NR39962--MA0599.1.KLF5	chr2	173000086	173000095	-	0.000	0.000	Merged-chr2-173000238-62
NR65585--MA1107.1.KLF9	chr8	75071843	75071855	+	0.000	0.000	Merged-chr8-75071889-52
NR20331--MA0741.1.KLF16	chr14	54464115	54464125	-	0.000	0.000	Merged-chr14-54464203-140
NR56195--MA0741.1.KLF16	chr6	87590783	87590793	+	0.000	0.000	Merged-chr6-87590737-28
NR600--MA0493.1.Klf1	chr1	40790661	40790671	+	0.000	0.000	Merged-chr1-40790646-63
NR43770--MA0740.1.KLF14	chr3	144720329	144720342	+	0.000	0.000	Merged-chr3-144720507-6
NR22625--MA0599.1.KLF5	chr15	36346327	36346336	+	0.000	0.000	Merged-chr15-36346245-49
NR10692--MA0740.1.KLF14	chr11	68432082	68432095	+	0.000	0.000	Merged-chr11-68432285-104
NR66739--MA0741.1.KLF16	chr8	113669807	113669817	-	0.000	0.000	Merged-chr8-113669969-10
NR25335--MA0599.1.KLF5	chr16	13903131	13903140	-	0.000	0.000	Merged-chr16-13903124-91
NR70376--MA0039.3.KLF4	chr9	100540495	100540505	-	0.000	0.000	Merged-chr9-100540480-23
NR25036--MA0740.1.KLF14	chr16	5255990	5256003	-	0.000	0.000	Merged-chr16-5255985-43
NR20226--MA0599.1.KLF5	chr14	52244591	52244600	-	0.000	0.000	Merged-chr14-52244514-55
NR19418--MA0599.1.KLF5	chr14	20479950	20479959	-	0.000	0.000	Merged-chr14-20479960-47
NR28445--MA0741.1.KLF16	chr17	29490700	29490710	+	0.000	0.000	Merged-chr17-29490702-78
NR20565--MA1107.1.KLF9	chr14	59397268	59397280	-	0.000	0.000	Merged-chr14-59397210-50
NR68962--MA1107.1.KLF9	chr9	58271310	58271322	+	0.000	0.000	Merged-chr9-58271289-37
NR1706--MA0039.3.KLF4	chr1	92640408	92640418	+	0.000	0.000	Merged-chr1-92640529-29
NR68829--MA0599.1.KLF5	chr9	55938125	55938134	-	0.000	0.000	Merged-chr9-55938219-68
NR64174--MA0599.1.KLF5	chr8	13593539	13593548	-	0.000	0.000	Merged-chr8-13593648-27
NR53291--MA0599.1.KLF5	chr5	135064233	135064242	+	0.000	0.000	Merged-chr5-135064236-55
NR27944--MA0493.1.Klf1	chr17	21909749	21909759	+	0.000	0.000	Merged-chr17-21909627-78
NR65467--MA0740.1.KLF14	chr8	71665701	71665714	-	0.000	0.000	Merged-chr8-71665590-47
NR67846--MA0493.1.Klf1	chr9	20757384	20757394	-	0.000	0.000	Merged-chr9-20757221-14
NR66215--MA0599.1.KLF5	chr8	95369836	95369845	+	0.000	0.000	Merged-chr8-95369863-17
NR47924--MA0740.1.KLF14	chr4	135168038	135168051	+	0.000	0.000	Merged-chr4-135168211-13
NR67766--MA0599.1.KLF5	chr9	15014176	15014185	-	0.000	0.000	Merged-chr9-15014101-6
NR49078--MA1107.1.KLF9	chr4	155306826	155306838	-	0.000	0.000	Merged-chr4-155306831-50
NR45405--MA0741.1.KLF16	chr4	47353227	47353237	-	0.000	0.000	Merged-chr4-47353168-65
NR32211--MA1107.1.KLF9	chr18	73816989	73817001	+	0.000	0.000	Merged-chr18-73816843-39
NR343--MA0741.1.KLF16	chr1	34579646	34579656	+	0.000	0.000	Merged-chr1-34579703-14
NR7047--MA0599.1.KLF5	chr10	80350544	80350553	+	0.000	0.000	Merged-chr10-80350407-33
NR71866--MA0657.1.KLF13	chrX	36807836	36807853	+	0.000	0.000	Merged-chrX-36807696-3,Merged-chrX-36807988-57
NR58740--MA0742.1.Klf12	chr7	3290413	3290427	-	0.000	0.000	Merged-chr7-3290343-35
NR2277--MA1107.1.KLF9	chr1	127796453	127796465	-	0.000	0.000	Merged-chr1-127796546-56
NR17508--MA0740.1.KLF14	chr13	70637839	70637852	+	0.000	0.000	Merged-chr13-70637852-111
NR64374--MA0741.1.KLF16	chr8	22166304	22166314	-	0.000	0.000	Merged-chr8-22166326-62
NR6054--MA0039.3.KLF4	chr10	58370403	58370413	+	0.000	0.000	Merged-chr10-58370499-60
NR34083--MA0599.1.KLF5	chr19	45575072	45575081	-	0.000	0.000	Merged-chr19-45575212-23
NR72030--MA0741.1.KLF16	chrX	56346459	56346469	-	0.000	0.000	Merged-chrX-56346415-28
NR25456--MA0599.1.KLF5	chr16	17804775	17804784	+	0.000	0.000	Merged-chr16-17804658-22
NR20696--MA0599.1.KLF5	chr14	63943535	63943544	+	0.000	0.000	Merged-chr14-63943640-23
NR6209--MA0740.1.KLF14	chr10	61383387	61383400	+	0.000	0.000	Merged-chr10-61383375-39
NR67875--MA0740.1.KLF14	chr9	21033370	21033383	+	0.000	0.000	Merged-chr9-21033444-26
NR55891--MA0493.1.Klf1	chr6	72538828	72538838	+	0.000	0.000	Merged-chr6-72538823-50
NR5315--MA0599.1.KLF5	chr10	17948165	17948174	+	0.000	0.000	Merged-chr10-17948244-7
NR49298--MA0493.1.Klf1	chr5	8660458	8660468	-	0.000	0.000	Merged-chr5-8660427-82
NR26146--MA0741.1.KLF16	chr16	45347019	45347029	-	0.000	0.000	Merged-chr16-45346908-42
NR44799--MA0740.1.KLF14	chr4	32615247	32615260	+	0.000	0.000	Merged-chr4-32615355-52
NR28157--MA0599.1.KLF5	chr17	26508549	26508558	-	0.000	0.000	Merged-chr17-26508450-149
NR11770--MA0740.1.KLF14	chr11	94716969	94716982	+	0.000	0.000	Merged-chr11-94716911-29
NR59011--MA0599.1.KLF5	chr7	16001851	16001860	-	0.000	0.000	Merged-chr7-16001989-41
NR28833--MA0599.1.KLF5	chr17	35706103	35706112	-	0.000	0.000	Merged-chr17-35706172-14
NR22512--MA1107.1.KLF9	chr15	27630740	27630752	-	0.000	0.000	Merged-chr15-27630655-61
NR42600--MA0741.1.KLF16	chr3	108401912	108401922	+	0.000	0.000	Merged-chr3-108401897-42
NR37335--MA0741.1.KLF16	chr2	102186262	102186272	+	0.000	0.000	Merged-chr2-102186171-70
NR9637--MA0039.3.KLF4	chr11	24077554	24077564	-	0.000	0.000	Merged-chr11-24077473-13
NR39840--MA1107.1.KLF9	chr2	170291893	170291905	+	0.000	0.000	Merged-chr2-170292078-34
NR27030--MA0740.1.KLF14	chr16	91688810	91688823	+	0.000	0.000	Merged-chr16-91688812-60
NR26097--MA1107.1.KLF9	chr16	44347579	44347591	-	0.000	0.000	Merged-chr16-44347473-58
NR63074--MA1107.1.KLF9	chr7	130761461	130761473	-	0.000	0.000	Merged-chr7-130761356-8
NR34731--MA1107.1.KLF9	chr2	4864573	4864585	+	0.000	0.000	Merged-chr2-4864669-14
NR613--MA1107.1.KLF9	chr1	43110778	43110790	+	0.000	0.000	Merged-chr1-43110700-26
NR15757--MA0599.1.KLF5	chr12	111810006	111810015	+	0.000	0.000	Merged-chr12-111809959-15
NR68716--MA1107.1.KLF9	chr9	51162022	51162034	-	0.000	0.000	Merged-chr9-51161990-29
NR68994--MA0742.1.Klf12	chr9	59565753	59565767	-	0.000	0.000	Merged-chr9-59565831-20
NR58224--MA0039.3.KLF4	chr6	140546158	140546168	-	0.000	0.000	Merged-chr6-140546328-39
NR37308--MA0599.1.KLF5	chr2	101991553	101991562	+	0.000	0.000	Merged-chr2-101991789-33
NR10513--MA0493.1.Klf1	chr11	61579376	61579386	-	0.000	0.000	Merged-chr11-61579224-3
NR64071--MA0599.1.KLF5	chr8	11009006	11009015	+	0.000	0.000	Merged-chr8-11009107-63
NR5874--MA0493.1.Klf1	chr10	44483241	44483251	+	0.000	0.000	Merged-chr10-44483317-39
NR41851--MA0599.1.KLF5	chr3	93506409	93506418	+	0.000	0.000	Merged-chr3-93506465-61
NR10596--MA0740.1.KLF14	chr11	63985077	63985090	+	0.000	0.000	Merged-chr11-63985076-118
NR3913--MA1107.1.KLF9	chr1	171060400	171060412	-	0.000	0.000	Merged-chr1-171060539-31
NR10867--MA0740.1.KLF14	chr11	70562979	70562992	+	0.000	0.000	Merged-chr11-70562826-54
NR35316--MA0742.1.Klf12	chr2	25395858	25395872	-	0.000	0.000	Merged-chr2-25395887-13
NR20897--MA0493.1.Klf1	chr14	70577728	70577738	+	0.000	0.000	Merged-chr14-70577863-60
NR6510--MA0740.1.KLF14	chr10	69563451	69563464	-	0.000	0.000	Merged-chr10-69563766-16
NR20626--MA0657.1.KLF13	chr14	61556958	61556975	-	0.000	0.000	Merged-chr14-61556804-76
NR67288--MA0741.1.KLF16	chr8	123065735	123065745	-	0.000	0.000	Merged-chr8-123065416-88
NR67663--MA0599.1.KLF5	chr9	4309652	4309661	-	0.000	0.000	Merged-chr9-4309732-98
