#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1.dn.bed
NR11223--MA0741.1.KLF16	chr11	78261638	78261648	-	0.000	0.000	Merged-chr11-78261664-62
NR24487--MA0741.1.KLF16	chr15	94589885	94589895	+	0.000	0.000	Merged-chr15-94589770-65
NR55067--MA0493.1.Klf1	chr6	38810071	38810081	+	0.000	0.000	Merged-chr6-38810070-95
NR42745--MA0740.1.KLF14	chr3	115692526	115692539	+	0.000	0.000	Merged-chr3-115692552-34
NR67080--MA0493.1.Klf1	chr8	120319625	120319635	-	0.000	0.000	Merged-chr8-120319667-36
NR3250--MA1107.1.KLF9	chr1	155784555	155784567	-	0.000	0.000	Merged-chr1-155784753-78
NR9777--MA0599.1.KLF5	chr11	32542890	32542899	-	0.000	0.000	Merged-chr11-32542755-79
NR17862--MA0741.1.KLF16	chr13	89739572	89739582	+	0.000	0.000	Merged-chr13-89739593-12
NR63960--MA1107.1.KLF9	chr8	4250694	4250706	+	0.000	0.000	Merged-chr8-4250741-13
NR46821--MA0599.1.KLF5	chr4	111720134	111720143	+	0.000	0.000	Merged-chr4-111720211-159
NR1057--MA1107.1.KLF9	chr1	66932105	66932117	+	0.000	0.000	Merged-chr1-66932043-30
NR33125--MA0741.1.KLF16	chr19	6400449	6400459	-	0.000	0.000	Merged-chr19-6400319-26
NR20527--MA0741.1.KLF16	chr14	57999004	57999014	-	0.000	0.000	Merged-chr14-57999124-66
NR27016--MA0039.3.KLF4	chr16	91588233	91588243	+	0.000	0.000	Merged-chr16-91588038-25
NR27015--MA0742.1.Klf12	chr16	91588231	91588245	+	0.000	0.000	Merged-chr16-91588038-25
NR27026--MA0493.1.Klf1	chr16	91647765	91647775	-	0.000	0.000	Merged-chr16-91647943-8
NR44771--MA0599.1.KLF5	chr4	32250332	32250341	-	0.000	0.000	Merged-chr4-32250559-148
NR42452--MA0493.1.Klf1	chr3	103862695	103862705	+	0.000	0.000	Merged-chr3-103862758-3
NR9419--MA0599.1.KLF5	chr11	17159263	17159272	+	0.000	0.000	Merged-chr11-17159248-29
NR63602--MA1107.1.KLF9	chr7	140116524	140116536	-	0.000	0.000	Merged-chr7-140116362-57
NR25708--MA0740.1.KLF14	chr16	30388885	30388898	-	0.000	0.000	Merged-chr16-30388899-122
NR47481--MA0599.1.KLF5	chr4	129610115	129610124	+	0.000	0.000	Merged-chr4-129610276-24
NR23486--MA0740.1.KLF14	chr15	75969089	75969102	+	0.000	0.000	Merged-chr15-75969244-47
NR41918--MA0599.1.KLF5	chr3	94758218	94758227	+	0.000	0.000	Merged-chr3-94758240-64
NR53255--MA0599.1.KLF5	chr5	134582750	134582759	-	0.000	0.000	Merged-chr5-134582735-45
NR51961--MA0493.1.Klf1	chr5	112239776	112239786	-	0.000	0.000	Merged-chr5-112239781-12
NR62367--MA0741.1.KLF16	chr7	118243718	118243728	-	0.000	0.000	Merged-chr7-118243751-117
NR36320--MA0493.1.Klf1	chr2	59882644	59882654	+	0.000	0.000	Merged-chr2-59882495-61
NR16269--MA0599.1.KLF5	chr13	20093615	20093624	-	0.000	0.000	Merged-chr13-20093624-50
NR52636--MA0741.1.KLF16	chr5	123974576	123974586	-	0.000	0.000	Merged-chr5-123974757-35
NR7830--MA0599.1.KLF5	chr10	95299983	95299992	-	0.000	0.000	Merged-chr10-95299831-73
NR40034--MA0039.3.KLF4	chr2	173659569	173659579	+	0.000	0.000	Merged-chr2-173659827-104
NR53922--MA0599.1.KLF5	chr5	142551085	142551094	-	0.000	0.000	Merged-chr5-142551043-31
NR2603--MA0741.1.KLF16	chr1	135105257	135105267	+	0.000	0.000	Merged-chr1-135105235-19
NR28488--MA0599.1.KLF5	chr17	31077832	31077841	-	0.000	0.000	Merged-chr17-31077750-28
NR19440--MA0599.1.KLF5	chr14	20929243	20929252	+	0.000	0.000	Merged-chr14-20929476-97
NR63349--MA0741.1.KLF16	chr7	135716611	135716621	-	0.000	0.000	Merged-chr7-135716348-117
NR32991--MA0657.1.KLF13	chr19	5273108	5273125	-	0.000	0.000	Merged-chr19-5273188-67
NR60356--MA0599.1.KLF5	chr7	45068182	45068191	-	0.000	0.000	Merged-chr7-45068056-13
NR5976--MA1107.1.KLF9	chr10	54040788	54040800	+	0.000	0.000	Merged-chr10-54040975-1
NR58799--MA0741.1.KLF16	chr7	4460697	4460707	+	0.000	0.000	Merged-chr7-4460679-27
NR42005--MA0599.1.KLF5	chr3	95434493	95434502	+	0.000	0.000	Merged-chr3-95434415-68
NR51729--MA0599.1.KLF5	chr5	105649550	105649559	+	0.000	0.000	Merged-chr5-105649431-102
NR22459--MA0741.1.KLF16	chr15	25884683	25884693	-	0.000	0.000	Merged-chr15-25884835-36
NR55559--MA0742.1.Klf12	chr6	54925959	54925973	+	0.000	0.000	Merged-chr6-54926058-40
NR58101--MA0740.1.KLF14	chr6	137754678	137754691	-	0.000	0.000	Merged-chr6-137754640-54
NR12728--MA0741.1.KLF16	chr11	113649510	113649520	-	0.000	0.000	Merged-chr11-113649629-54
NR49056--MA0493.1.Klf1	chr4	155150787	155150797	-	0.000	0.000	Merged-chr4-155150729-52
NR25544--MA1107.1.KLF9	chr16	20622573	20622585	-	0.000	0.000	Merged-chr16-20622479-9
NR33648--MA0741.1.KLF16	chr19	31337344	31337354	-	0.000	0.000	Merged-chr19-31337298-1
NR27538--MA0742.1.Klf12	chr17	6978843	6978857	-	0.000	0.000	Merged-chr17-6979052-61
NR41033--MA0741.1.KLF16	chr3	52677349	52677359	+	0.000	0.000	Merged-chr3-52677309-55
NR41699--MA0741.1.KLF16	chr3	88772639	88772649	+	0.000	0.000	Merged-chr3-88772617-19
NR1429--MA0741.1.KLF16	chr1	84839291	84839301	+	0.000	0.000	Merged-chr1-84839421-169
NR6215--MA0741.1.KLF16	chr10	61452858	61452868	-	0.000	0.000	Merged-chr10-61452794-18
NR17238--MA0599.1.KLF5	chr13	58443994	58444003	-	0.000	0.000	Merged-chr13-58444018-18
NR4264--MA0741.1.KLF16	chr1	180813601	180813611	+	0.000	0.000	Merged-chr1-180813654-113
NR13136--MA0740.1.KLF14	chr11	119041137	119041150	-	0.000	0.000	Merged-chr11-119041092-76
NR52790--MA0740.1.KLF14	chr5	125475822	125475835	-	0.000	0.000	Merged-chr5-125475935-61
NR46933--MA0599.1.KLF5	chr4	116557491	116557500	-	0.000	0.000	Merged-chr4-116557390-101
NR29590--MA1107.1.KLF9	chr17	56997325	56997337	-	0.000	0.000	Merged-chr17-56997354-48
NR42779--MA0493.1.Klf1	chr3	116024477	116024487	-	0.000	0.000	Merged-chr3-116024547-26
NR50737--MA0493.1.Klf1	chr5	65850929	65850939	-	0.000	0.000	Merged-chr5-65850971-35
NR20426--MA1107.1.KLF9	chr14	55885305	55885317	-	0.000	0.000	Merged-chr14-55885410-94
NR70843--MA0599.1.KLF5	chr9	110641166	110641175	+	0.000	0.000	Merged-chr9-110641188-21
NR11998--MA0741.1.KLF16	chr11	98358337	98358347	-	0.000	0.000	Merged-chr11-98358396-75
NR23812--MA1107.1.KLF9	chr15	80599296	80599308	-	0.000	0.000	Merged-chr15-80599512-51
NR10755--MA0599.1.KLF5	chr11	69326242	69326251	-	0.000	0.000	Merged-chr11-69326179-56
NR25979--MA0493.1.Klf1	chr16	38353837	38353847	+	0.000	0.000	Merged-chr16-38353945-34
NR17219--MA1107.1.KLF9	chr13	58158328	58158340	-	0.000	0.000	Merged-chr13-58158134-148
NR68863--MA0741.1.KLF16	chr9	56418263	56418273	+	0.000	0.000	Merged-chr9-56418111-4
NR35355--MA1107.1.KLF9	chr2	25983491	25983503	+	0.000	0.000	Merged-chr2-25983366-83
NR46914--MA1107.1.KLF9	chr4	116144605	116144617	-	0.000	0.000	Merged-chr4-116144473-31
NR65006--MA0657.1.KLF13	chr8	60983394	60983411	-	0.000	0.000	Merged-chr8-60983374-74
NR52408--MA0657.1.KLF13	chr5	120130105	120130122	+	0.000	0.000	Merged-chr5-120130302-37
NR53296--MA0740.1.KLF14	chr5	135106838	135106851	-	0.000	0.000	Merged-chr5-135106892-30
NR44525--MA0599.1.KLF5	chr4	11156398	11156407	-	0.000	0.000	Merged-chr4-11156378-59
NR48856--MA0039.3.KLF4	chr4	151996277	151996287	-	0.000	0.000	Merged-chr4-151996356-68
NR29199--MA0742.1.Klf12	chr17	47221305	47221319	+	0.000	0.000	Merged-chr17-47221287-27
NR33642--MA0599.1.KLF5	chr19	31337334	31337343	-	0.000	0.000	Merged-chr19-31337298-1
NR5366--MA0657.1.KLF13	chr10	19591918	19591935	+	0.000	0.000	Merged-chr10-19591977-65
NR71701--MA0740.1.KLF14	chrX	9272619	9272632	-	0.000	0.000	Merged-chrX-9272776-84
NR17100--MA0741.1.KLF16	chr13	55623008	55623018	-	0.000	0.000	Merged-chr13-55622931-60
NR50638--MA1107.1.KLF9	chr5	64435675	64435687	+	0.000	0.000	Merged-chr5-64435633-23
NR60342--MA0493.1.Klf1	chr7	45016363	45016373	-	0.000	0.000	Merged-chr7-45016248-46
NR32198--MA0493.1.Klf1	chr18	73572585	73572595	-	0.000	0.000	Merged-chr18-73572695-132
NR39062--MA0599.1.KLF5	chr2	154408097	154408106	-	0.000	0.000	Merged-chr2-154408006-43
NR33234--MA0741.1.KLF16	chr19	8757069	8757079	+	0.000	0.000	Merged-chr19-8757243-84
NR20636--MA0741.1.KLF16	chr14	61556963	61556973	-	0.000	0.000	Merged-chr14-61556804-76
NR10060--MA0740.1.KLF14	chr11	50325775	50325788	+	0.000	0.000	Merged-chr11-50325698-61
NR56944--MA0740.1.KLF14	chr6	113655252	113655265	+	0.000	0.000	Merged-chr6-113655068-39
NR65228--MA0599.1.KLF5	chr8	69996377	69996386	-	0.000	0.000	Merged-chr8-69996390-68
NR70815--MA1107.1.KLF9	chr9	110229699	110229711	-	0.000	0.000	Merged-chr9-110229688-19
NR61787--MA0742.1.Klf12	chr7	101634554	101634568	-	0.000	0.000	Merged-chr7-101634721-37
NR10429--MA0741.1.KLF16	chr11	60210469	60210479	+	0.000	0.000	Merged-chr11-60210548-46
NR64427--MA0741.1.KLF16	chr8	23237739	23237749	+	0.000	0.000	Merged-chr8-23237698-54
NR34159--MA0599.1.KLF5	chr19	46573250	46573259	-	0.000	0.000	Merged-chr19-46573181-77
NR36333--MA1107.1.KLF9	chr2	60210493	60210505	+	0.000	0.000	Merged-chr2-60210153-124
NR10278--MA0657.1.KLF13	chr11	55131241	55131258	+	0.000	0.000	Merged-chr11-55131266-10
NR33100--MA0742.1.Klf12	chr19	6236307	6236321	-	0.000	0.000	Merged-chr19-6236407-1
NR62476--MA0741.1.KLF16	chr7	119794084	119794094	-	0.000	0.000	Merged-chr7-119794114-60
NR52295--MA0599.1.KLF5	chr5	117115946	117115955	+	0.000	0.000	Merged-chr5-117115821-87
NR44120--MA0740.1.KLF14	chr3	152210452	152210465	+	0.000	0.000	Merged-chr3-152210438-105
NR64893--MA0742.1.Klf12	chr8	53639081	53639095	+	0.000	0.000	Merged-chr8-53639020-77
NR49168--MA0493.1.Klf1	chr4	156197624	156197634	+	0.000	0.000	Merged-chr4-156197657-98
NR24682--MA0039.3.KLF4	chr15	98993163	98993173	+	0.000	0.000	Merged-chr15-98993334-102
NR11038--MA1107.1.KLF9	chr11	75410434	75410446	+	0.000	0.000	Merged-chr11-75410293-22
NR34620--MA0599.1.KLF5	chr19	59943454	59943463	+	0.000	0.000	Merged-chr19-59943438-84
NR39668--MA0741.1.KLF16	chr2	167760229	167760239	+	0.000	0.000	Merged-chr2-167760188-26
NR54686--MA0742.1.Klf12	chr6	22340134	22340148	-	0.000	0.000	Merged-chr6-22340067-27
NR34726--MA0741.1.KLF16	chr2	4652048	4652058	-	0.000	0.000	Merged-chr2-4651891-67
NR37536--MA0599.1.KLF5	chr2	105398845	105398854	+	0.000	0.000	Merged-chr2-105398879-2
NR57077--MA0742.1.Klf12	chr6	115972936	115972950	-	0.000	0.000	Merged-chr6-115972922-11
NR37875--MA1107.1.KLF9	chr2	119189562	119189574	+	0.000	0.000	Merged-chr2-119189381-64
NR40284--MA0740.1.KLF14	chr2	181520309	181520322	+	0.000	0.000	Merged-chr2-181520538-61
NR66894--MA1107.1.KLF9	chr8	117052563	117052575	-	0.000	0.000	Merged-chr8-117052612-3
NR40724--MA1107.1.KLF9	chr3	32438011	32438023	-	0.000	0.000	Merged-chr3-32438051-51
NR9437--MA0599.1.KLF5	chr11	19920048	19920057	-	0.000	0.000	Merged-chr11-19920148-102
NR58382--MA0599.1.KLF5	chr6	142571414	142571423	-	0.000	0.000	Merged-chr6-142571386-44
NR42799--MA0742.1.Klf12	chr3	116487881	116487895	+	0.000	0.000	Merged-chr3-116487886-17
NR35610--MA0740.1.KLF14	chr2	30658476	30658489	-	0.000	0.000	Merged-chr2-30658589-67
NR3272--MA0657.1.KLF13	chr1	156474386	156474403	+	0.000	0.000	Merged-chr1-156474258-59
NR35708--MA0741.1.KLF16	chr2	32288143	32288153	+	0.000	0.000	Merged-chr2-32288192-62
NR33486--MA0741.1.KLF16	chr19	21785256	21785266	+	0.000	0.000	Merged-chr19-21785424-37
NR41721--MA0599.1.KLF5	chr3	89251715	89251724	-	0.000	0.000	Merged-chr3-89251546-19
NR29005--MA0599.1.KLF5	chr17	44188492	44188501	+	0.000	0.000	Merged-chr17-44188735-54
NR53479--MA0599.1.KLF5	chr5	137189636	137189645	+	0.000	0.000	Merged-chr5-137189571-38
NR44431--MA0599.1.KLF5	chr4	4793225	4793234	+	0.000	0.000	Merged-chr4-4792948-124
NR42596--MA0599.1.KLF5	chr3	108383790	108383799	-	0.000	0.000	Merged-chr3-108383794-50
NR17693--MA0039.3.KLF4	chr13	76018683	76018693	+	0.000	0.000	Merged-chr13-76018576-95
NR36679--MA0599.1.KLF5	chr2	73470528	73470537	-	0.000	0.000	Merged-chr2-73470465-56
NR53940--MA0599.1.KLF5	chr5	142895215	142895224	-	0.000	0.000	Merged-chr5-142895252-53
NR9203--MA1107.1.KLF9	chr11	4823897	4823909	+	0.000	0.000	Merged-chr11-4823993-46
NR47347--MA0599.1.KLF5	chr4	126556926	126556935	-	0.000	0.000	Merged-chr4-126557087-49
NR7368--MA1107.1.KLF9	chr10	83161887	83161899	+	0.000	0.000	Merged-chr10-83161895-41
NR13121--MA0741.1.KLF16	chr11	118363506	118363516	+	0.000	0.000	Merged-chr11-118363380-26
NR10848--MA1107.1.KLF9	chr11	70239866	70239878	-	0.000	0.000	Merged-chr11-70239985-43
NR56223--MA0742.1.Klf12	chr6	88465414	88465428	-	0.000	0.000	Merged-chr6-88465559-62
NR47686--MA1107.1.KLF9	chr4	132749052	132749064	-	0.000	0.000	Merged-chr4-132748989-25
NR8445--MA0493.1.Klf1	chr10	118469220	118469230	-	0.000	0.000	Merged-chr10-118469177-44
NR67243--MA0740.1.KLF14	chr8	122611520	122611533	-	0.000	0.000	Merged-chr8-122611468-64
NR52126--MA0741.1.KLF16	chr5	114175814	114175824	-	0.000	0.000	Merged-chr5-114175903-40
NR60374--MA0599.1.KLF5	chr7	45239137	45239146	+	0.000	0.000	Merged-chr7-45239039-65
NR12585--MA0493.1.Klf1	chr11	109611684	109611694	+	0.000	0.000	Merged-chr11-109611660-96
NR61790--MA0493.1.Klf1	chr7	101634655	101634665	+	0.000	0.000	Merged-chr7-101634721-37
NR37369--MA0741.1.KLF16	chr2	102400662	102400672	+	0.000	0.000	Merged-chr2-102400550-5
NR35677--MA0039.3.KLF4	chr2	31470147	31470157	+	0.000	0.000	Merged-chr2-31470390-77
NR39155--MA1107.1.KLF9	chr2	156878024	156878036	+	0.000	0.000	Merged-chr2-156878033-50
NR53552--MA0741.1.KLF16	chr5	137749330	137749340	+	0.000	0.000	Merged-chr5-137749459-31
NR8461--MA0741.1.KLF16	chr10	118869516	118869526	+	0.000	0.000	Merged-chr10-118869269-178
NR51728--MA1107.1.KLF9	chr5	105649521	105649533	-	0.000	0.000	Merged-chr5-105649431-102
NR29579--MA0742.1.Klf12	chr17	56997290	56997304	-	0.000	0.000	Merged-chr17-56997354-48
NR61432--MA0493.1.Klf1	chr7	90349233	90349243	+	0.000	0.000	Merged-chr7-90349289-16
NR58789--MA0493.1.Klf1	chr7	4124371	4124381	+	0.000	0.000	Merged-chr7-4124539-46
NR12218--MA0741.1.KLF16	chr11	101082555	101082565	+	0.000	0.000	Merged-chr11-101082516-61
NR17932--MA0599.1.KLF5	chr13	92354667	92354676	+	0.000	0.000	Merged-chr13-92354723-122
NR69108--MA0493.1.Klf1	chr9	62847934	62847944	-	0.000	0.000	Merged-chr9-62847920-25
NR23369--MA1107.1.KLF9	chr15	73169062	73169074	-	0.000	0.000	Merged-chr15-73169118-30
NR46951--MA0599.1.KLF5	chr4	116807718	116807727	+	0.000	0.000	Merged-chr4-116807606-59
NR10853--MA0493.1.Klf1	chr11	70410221	70410231	-	0.000	0.000	Merged-chr11-70410140-52
NR39822--MA1107.1.KLF9	chr2	170205676	170205688	-	0.000	0.000	Merged-chr2-170205615-94
NR38400--MA0741.1.KLF16	chr2	132511676	132511686	-	0.000	0.000	Merged-chr2-132511544-14
NR15882--MA0599.1.KLF5	chr12	113014392	113014401	-	0.000	0.000	Merged-chr12-113014523-77
NR29475--MA0599.1.KLF5	chr17	56009201	56009210	-	0.000	0.000	Merged-chr17-56009009-115
NR1487--MA0740.1.KLF14	chr1	85703773	85703786	-	0.000	0.000	Merged-chr1-85703643-71
NR65899--MA0493.1.Klf1	chr8	84847171	84847181	+	0.000	0.000	Merged-chr8-84847115-67
NR35710--MA0599.1.KLF5	chr2	32288336	32288345	+	0.000	0.000	Merged-chr2-32288192-62
NR25978--MA0039.3.KLF4	chr16	38353839	38353849	+	0.000	0.000	Merged-chr16-38353945-34
NR62824--MA0740.1.KLF14	chr7	127422084	127422097	+	0.000	0.000	Merged-chr7-127422019-53
NR69358--MA1107.1.KLF9	chr9	69455444	69455456	+	0.000	0.000	Merged-chr9-69455583-28
NR18573--MA1107.1.KLF9	chr13	108316274	108316286	+	0.000	0.000	Merged-chr13-108316339-65
NR22714--MA0493.1.Klf1	chr15	38452896	38452906	-	0.000	0.000	Merged-chr15-38452892-28
NR42615--MA0740.1.KLF14	chr3	108653853	108653866	+	0.000	0.000	Merged-chr3-108653855-66
NR9315--MA1107.1.KLF9	chr11	6410289	6410301	-	0.000	0.000	Merged-chr11-6410402-18
NR35275--MA0741.1.KLF16	chr2	25170653	25170663	-	0.000	0.000	Merged-chr2-25170502-21
NR44524--MA1107.1.KLF9	chr4	11076339	11076351	+	0.000	0.000	Merged-chr4-11076222-62
NR735--MA0599.1.KLF5	chr1	52500480	52500489	+	0.000	0.000	Merged-chr1-52500431-96
NR10692--MA0740.1.KLF14	chr11	68432082	68432095	+	0.000	0.000	Merged-chr11-68432285-104
NR70376--MA0039.3.KLF4	chr9	100540495	100540505	-	0.000	0.000	Merged-chr9-100540480-23
NR58695--MA0493.1.Klf1	chr6	148212166	148212176	-	0.000	0.000	Merged-chr6-148212124-77
NR28445--MA0741.1.KLF16	chr17	29490700	29490710	+	0.000	0.000	Merged-chr17-29490702-78
NR20565--MA1107.1.KLF9	chr14	59397268	59397280	-	0.000	0.000	Merged-chr14-59397210-50
NR49094--MA0741.1.KLF16	chr4	155563586	155563596	+	0.000	0.000	Merged-chr4-155563706-85
NR68829--MA0599.1.KLF5	chr9	55938125	55938134	-	0.000	0.000	Merged-chr9-55938219-68
NR46038--MA0599.1.KLF5	chr4	83324235	83324244	+	0.000	0.000	Merged-chr4-83324069-95
NR23818--MA0599.1.KLF5	chr15	80704347	80704356	+	0.000	0.000	Merged-chr15-80704480-26
NR16558--MA0741.1.KLF16	chr13	36117586	36117596	+	0.000	0.000	Merged-chr13-36117623-83
NR32470--MA0741.1.KLF16	chr18	80200699	80200709	-	0.000	0.000	Merged-chr18-80200692-56
NR65467--MA0740.1.KLF14	chr8	71665701	71665714	-	0.000	0.000	Merged-chr8-71665590-47
NR32741--MA0741.1.KLF16	chr18	84859617	84859627	+	0.000	0.000	Merged-chr18-84859622-32
NR65738--MA0740.1.KLF14	chr8	81015075	81015088	+	0.000	0.000	Merged-chr8-81015053-72
NR29023--MA0599.1.KLF5	chr17	44662289	44662298	-	0.000	0.000	Merged-chr17-44662083-35
NR47924--MA0740.1.KLF14	chr4	135168038	135168051	+	0.000	0.000	Merged-chr4-135168211-13
NR71475--MA0741.1.KLF16	chr9	122805542	122805552	+	0.000	0.000	Merged-chr9-122805643-54
NR12926--MA0599.1.KLF5	chr11	116138899	116138908	+	0.000	0.000	Merged-chr11-116138884-66
NR38195--MA1107.1.KLF9	chr2	128470342	128470354	-	0.000	0.000	Merged-chr2-128470524-44
NR32211--MA1107.1.KLF9	chr18	73816989	73817001	+	0.000	0.000	Merged-chr18-73816843-39
NR70615--MA0599.1.KLF5	chr9	106438462	106438471	+	0.000	0.000	Merged-chr9-106438400-53
NR50429--MA0599.1.KLF5	chr5	53998316	53998325	+	0.000	0.000	Merged-chr5-53998390-11
NR33772--MA0599.1.KLF5	chr19	37018706	37018715	-	0.000	0.000	Merged-chr19-37018602-32
NR12895--MA0740.1.KLF14	chr11	115999778	115999791	+	0.000	0.000	Merged-chr11-115999757-14
NR20570--MA0493.1.Klf1	chr14	59558941	59558951	-	0.000	0.000	Merged-chr14-59558966-13
NR58740--MA0742.1.Klf12	chr7	3290413	3290427	-	0.000	0.000	Merged-chr7-3290343-35
NR27855--MA0599.1.KLF5	chr17	15704866	15704875	+	0.000	0.000	Merged-chr17-15704757-20
NR53478--MA1107.1.KLF9	chr5	137116413	137116425	-	0.000	0.000	Merged-chr5-137116340-58
NR23960--MA0741.1.KLF16	chr15	82899888	82899898	-	0.000	0.000	Merged-chr15-82899938-12
NR34083--MA0599.1.KLF5	chr19	45575072	45575081	-	0.000	0.000	Merged-chr19-45575212-23
NR47007--MA0599.1.KLF5	chr4	118135096	118135105	-	0.000	0.000	Merged-chr4-118134983-71
NR10615--MA0740.1.KLF14	chr11	65807157	65807170	+	0.000	0.000	Merged-chr11-65807044-98
NR36353--MA0741.1.KLF16	chr2	60774638	60774648	-	0.000	0.000	Merged-chr2-60774747-55
NR46588--MA0493.1.Klf1	chr4	106679045	106679055	+	0.000	0.000	Merged-chr4-106678973-52
NR70621--MA0741.1.KLF16	chr9	106438519	106438529	-	0.000	0.000	Merged-chr9-106438400-53
NR28157--MA0599.1.KLF5	chr17	26508549	26508558	-	0.000	0.000	Merged-chr17-26508450-149
NR58797--MA0039.3.KLF4	chr7	4460698	4460708	+	0.000	0.000	Merged-chr7-4460679-27
NR28833--MA0599.1.KLF5	chr17	35706103	35706112	-	0.000	0.000	Merged-chr17-35706172-14
NR37606--MA0741.1.KLF16	chr2	109890949	109890959	-	0.000	0.000	Merged-chr2-109890954-88
NR27030--MA0740.1.KLF14	chr16	91688810	91688823	+	0.000	0.000	Merged-chr16-91688812-60
NR22718--MA1107.1.KLF9	chr15	38452888	38452900	-	0.000	0.000	Merged-chr15-38452892-28
NR55729--MA0039.3.KLF4	chr6	65662243	65662253	+	0.000	0.000	Merged-chr6-65662238-38
NR54108--MA0599.1.KLF5	chr5	145280541	145280550	-	0.000	0.000	Merged-chr5-145280725-65
NR63074--MA1107.1.KLF9	chr7	130761461	130761473	-	0.000	0.000	Merged-chr7-130761356-8
NR52191--MA1107.1.KLF9	chr5	114826374	114826386	+	0.000	0.000	Merged-chr5-114826460-42
NR15757--MA0599.1.KLF5	chr12	111810006	111810015	+	0.000	0.000	Merged-chr12-111809959-15
NR26979--MA1107.1.KLF9	chr16	90810567	90810579	-	0.000	0.000	Merged-chr16-90810372-70
NR23715--MA0599.1.KLF5	chr15	78928232	78928241	+	0.000	0.000	Merged-chr15-78928209-40
NR48221--MA0740.1.KLF14	chr4	139330814	139330827	+	0.000	0.000	Merged-chr4-139330878-48
NR58224--MA0039.3.KLF4	chr6	140546158	140546168	-	0.000	0.000	Merged-chr6-140546328-39
NR5874--MA0493.1.Klf1	chr10	44483241	44483251	+	0.000	0.000	Merged-chr10-44483317-39
NR47486--MA0599.1.KLF5	chr4	129640810	129640819	+	0.000	0.000	Merged-chr4-129640903-73
NR55444--MA0599.1.KLF5	chr6	52012692	52012701	+	0.000	0.000	Merged-chr6-52012652-70
NR38014--MA0740.1.KLF14	chr2	122028499	122028512	+	0.000	0.000	Merged-chr2-122028535-87
NR61218--MA0599.1.KLF5	chr7	80803304	80803313	+	0.000	0.000	Merged-chr7-80803211-85
NR10596--MA0740.1.KLF14	chr11	63985077	63985090	+	0.000	0.000	Merged-chr11-63985076-118
NR20897--MA0493.1.Klf1	chr14	70577728	70577738	+	0.000	0.000	Merged-chr14-70577863-60
NR6510--MA0740.1.KLF14	chr10	69563451	69563464	-	0.000	0.000	Merged-chr10-69563766-16
NR20626--MA0657.1.KLF13	chr14	61556958	61556975	-	0.000	0.000	Merged-chr14-61556804-76
NR60799--MA0493.1.Klf1	chr7	63987038	63987048	-	0.000	0.000	Merged-chr7-63987101-39
NR67288--MA0741.1.KLF16	chr8	123065735	123065745	-	0.000	0.000	Merged-chr8-123065416-88
NR10978--MA1107.1.KLF9	chr11	74555888	74555900	+	0.000	0.000	Merged-chr11-74556046-55
NR24017--MA0599.1.KLF5	chr15	83563550	83563559	-	0.000	0.000	Merged-chr15-83563497-129
NR16093--MA0740.1.KLF14	chr13	3478184	3478197	-	0.000	0.000	Merged-chr13-3478294-51
NR47491--MA0740.1.KLF14	chr4	129696177	129696190	+	0.000	0.000	Merged-chr4-129696167-1
NR11975--MA0599.1.KLF5	chr11	98149681	98149690	-	0.000	0.000	Merged-chr11-98149913-127
NR51877--MA0599.1.KLF5	chr5	110448820	110448829	+	0.000	0.000	Merged-chr5-110448541-117
NR67305--MA0599.1.KLF5	chr8	123411506	123411515	-	0.000	0.000	Merged-chr8-123411565-31
NR54827--MA0742.1.Klf12	chr6	29916960	29916974	-	0.000	0.000	Merged-chr6-29917052-59
NR7319--MA0741.1.KLF16	chr10	81551825	81551835	-	0.000	0.000	Merged-chr10-81551750-43
NR50101--MA1107.1.KLF9	chr5	36722771	36722783	-	0.000	0.000	Merged-chr5-36722614-37
NR29899--MA0740.1.KLF14	chr17	70990564	70990577	-	0.000	0.000	Merged-chr17-70990523-86
NR45243--MA0741.1.KLF16	chr4	45018584	45018594	-	0.000	0.000	Merged-chr4-45018744-59
NR29131--MA0742.1.Klf12	chr17	46383661	46383675	-	0.000	0.000	Merged-chr17-46383696-57
NR71029--MA0599.1.KLF5	chr9	114546944	114546953	-	0.000	0.000	Merged-chr9-114546935-29
NR52053--MA0493.1.Klf1	chr5	113842509	113842519	-	0.000	0.000	Merged-chr5-113842401-77
NR42003--MA0742.1.Klf12	chr3	95434354	95434368	-	0.000	0.000	Merged-chr3-95434415-68
NR12165--MA0741.1.KLF16	chr11	100622944	100622954	+	0.000	0.000	Merged-chr11-100622972-47
NR452--MA0741.1.KLF16	chr1	37541068	37541078	+	0.000	0.000	Merged-chr1-37541062-55
NR71552--MA0740.1.KLF14	chr9	124425710	124425723	-	0.000	0.000	Merged-chr9-124425759-16
NR53565--MA0741.1.KLF16	chr5	137786829	137786839	-	0.000	0.000	Merged-chr5-137786833-199
NR37453--MA0742.1.Klf12	chr2	104122730	104122744	-	0.000	0.000	Merged-chr2-104122905-60
