#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR1967--MA0035.3.Gata1	chr13	81794057	81794067	+	0.000	0.000	Merged-chr13-81793987-36
NR5712--MA0766.1.GATA5	chr5	120673909	120673916	-	0.000	0.000	Merged-chr5-120673784-14
NR16--MA0140.2.GATA1::TAL1	chr1	21870765	21870782	+	0.000	0.000	Merged-chr1-21870806-15
NR62--MA0035.3.Gata1	chr1	52753969	52753979	+	0.000	0.000	Merged-chr1-52754097-20
NR6541--MA0037.3.GATA3	chr7	104200115	104200122	+	0.000	0.000	Merged-chr7-104200085-28
NR2059--MA0035.3.Gata1	chr13	100576228	100576238	-	0.000	0.000	Merged-chr13-100576105-29
NR498--MA1104.1.GATA6	chr1	175631872	175631884	+	0.000	0.000	Merged-chr1-175631822-65
NR6174--MA1104.1.GATA6	chr6	130102976	130102988	-	0.000	0.000	Merged-chr6-130103023-31
NR2239--MA0766.1.GATA5	chr14	23475556	23475563	-	0.000	0.000	Merged-chr14-23475735-25
NR5811--MA0036.3.GATA2	chr6	3396126	3396136	+	0.000	0.000	Merged-chr6-3395977-4
NR2214--MA1104.1.GATA6	chr14	14019691	14019703	+	0.000	0.000	Merged-chr14-14019640-26
NR3655--MA0036.3.GATA2	chr19	25360813	25360823	+	0.000	0.000	Merged-chr19-25360847-26
NR1391--MA0035.3.Gata1	chr11	116265611	116265621	+	0.000	0.000	Merged-chr11-116265626-27
NR7538--MA0036.3.GATA2	chr9	120029831	120029841	+	0.000	0.000	Merged-chr9-120030028-3
NR5587--MA0036.3.GATA2	chr5	93093278	93093288	+	0.000	0.000	Merged-chr5-93093423-108
NR5843--MA1104.1.GATA6	chr6	38360337	38360349	-	0.000	0.000	Merged-chr6-38360325-47
NR5521--MA0482.1.Gata4	chr5	72636321	72636331	+	0.000	0.000	Merged-chr5-72636293-57
NR3841--MA0482.1.Gata4	chr2	17644733	17644743	-	0.000	0.000	Merged-chr2-17644831-25
NR3180--MA0035.3.Gata1	chr17	44893785	44893795	-	0.000	0.000	Merged-chr17-44893726-24
NR4347--MA0482.1.Gata4	chr2	150667354	150667364	-	0.000	0.000	Merged-chr2-150667676-130
NR1837--MA0035.3.Gata1	chr13	31902801	31902811	+	0.000	0.000	Merged-chr13-31902870-3
NR3621--MA0036.3.GATA2	chr19	10816013	10816023	+	0.000	0.000	Merged-chr19-10816124-38
NR6543--MA0140.2.GATA1::TAL1	chr7	104200246	104200263	+	0.000	0.000	Merged-chr7-104200085-28
NR116--MA1104.1.GATA6	chr1	74201344	74201356	-	0.000	0.000	Merged-chr1-74201398-63
NR6392--MA1104.1.GATA6	chr7	47113493	47113505	+	0.000	0.000	Merged-chr7-47113657-15
NR4778--MA1104.1.GATA6	chr3	132886773	132886785	-	0.000	0.000	Merged-chr3-132886809-16
NR5834--MA0766.1.GATA5	chr6	33051811	33051818	+	0.000	0.000	Merged-chr6-33051908-11
NR3012--MA0766.1.GATA5	chr16	93918466	93918473	-	0.000	0.000	Merged-chr16-93918388-61
NR3668--MA0036.3.GATA2	chr19	29367424	29367434	-	0.000	0.000	Merged-chr19-29367376-49
NR3355--MA0035.3.Gata1	chr18	14654056	14654066	+	0.000	0.000	Merged-chr18-14653924-40
NR7562--MA0482.1.Gata4	chr9	123931830	123931840	+	0.000	0.000	Merged-chr9-123931993-21
NR4066--MA0035.3.Gata1	chr2	91876528	91876538	+	0.000	0.000	Merged-chr2-91876592-59
NR5856--MA1104.1.GATA6	chr6	41163687	41163699	+	0.000	0.000	Merged-chr6-41163628-13
NR7613--MA0036.3.GATA2	chrX	77640426	77640436	+	0.000	0.000	Merged-chrX-77640531-25
NR1261--MA0035.3.Gata1	chr11	97810619	97810629	+	0.000	0.000	Merged-chr11-97810529-18
NR5662--MA0036.3.GATA2	chr5	105738877	105738887	+	0.000	0.000	Merged-chr5-105738785-9
NR4108--MA0482.1.Gata4	chr2	102812791	102812801	-	0.000	0.000	Merged-chr2-102812992-26
NR5457--MA0036.3.GATA2	chr5	36722517	36722527	-	0.000	0.000	Merged-chr5-36722614-37
NR3267--MA0140.2.GATA1::TAL1	chr17	72932347	72932364	-	0.000	0.000	Merged-chr17-72932443-6
NR7300--MA0035.3.Gata1	chr9	63785709	63785719	+	0.000	0.000	Merged-chr9-63785726-16
NR1032--MA0482.1.Gata4	chr11	11564366	11564376	+	0.000	0.000	Merged-chr11-11564485-53
NR1478--MA0036.3.GATA2	chr12	59055288	59055298	-	0.000	0.000	Merged-chr12-59055376-29
NR650--MA0036.3.GATA2	chr10	24593121	24593131	+	0.000	0.000	Merged-chr10-24593223-5
NR748--MA0037.3.GATA3	chr10	66956890	66956897	-	0.000	0.000	Merged-chr10-66956931-46
NR5372--MA0482.1.Gata4	chr4	156022069	156022079	+	0.000	0.000	Merged-chr4-156022073-120
NR1345--MA0766.1.GATA5	chr11	109585025	109585032	-	0.000	0.000	Merged-chr11-109585234-31
NR3819--MA0766.1.GATA5	chr2	9688420	9688427	+	0.000	0.000	Merged-chr2-9688295-16
NR1868--MA0766.1.GATA5	chr13	37760198	37760205	+	0.000	0.000	Merged-chr13-37760092-14
NR3252--MA1104.1.GATA6	chr17	64602271	64602283	+	0.000	0.000	Merged-chr17-64602197-17
NR3980--MA1104.1.GATA6	chr2	65188955	65188967	+	0.000	0.000	Merged-chr2-65189232-92
NR6529--MA0482.1.Gata4	chr7	100449172	100449182	+	0.000	0.000	Merged-chr7-100449076-60
NR2027--MA0482.1.Gata4	chr13	95697072	95697082	+	0.000	0.000	Merged-chr13-95697036-46
NR7565--MA0035.3.Gata1	chr9	123931829	123931839	+	0.000	0.000	Merged-chr9-123931993-21
NR6038--MA0036.3.GATA2	chr6	100011906	100011916	-	0.000	0.000	Merged-chr6-100011850-11
NR5885--MA0035.3.Gata1	chr6	54991439	54991449	+	0.000	0.000	Merged-chr6-54991459-9
NR72--MA0766.1.GATA5	chr1	60990423	60990430	-	0.000	0.000	Merged-chr1-60990456-63
NR7270--MA0482.1.Gata4	chr9	61681487	61681497	-	0.000	0.000	Merged-chr9-61681687-3
NR5579--MA0036.3.GATA2	chr5	92375116	92375126	+	0.000	0.000	Merged-chr5-92374946-3
NR7151--MA0035.3.Gata1	chr9	20492728	20492738	-	0.000	0.000	Merged-chr9-20492841-60
NR4962--MA0037.3.GATA3	chr4	3209834	3209841	+	0.000	0.000	Merged-chr4-3209817-19
NR7321--MA0036.3.GATA2	chr9	69073401	69073411	+	0.000	0.000	Merged-chr9-69073494-25
NR1035--MA0035.3.Gata1	chr11	11564365	11564375	+	0.000	0.000	Merged-chr11-11564485-53
NR2044--MA1104.1.GATA6	chr13	98124617	98124629	-	0.000	0.000	Merged-chr13-98124541-43
NR3741--MA1104.1.GATA6	chr19	55688657	55688669	-	0.000	0.000	Merged-chr19-55688769-29
NR1790--MA1104.1.GATA6	chr13	12412199	12412211	+	0.000	0.000	Merged-chr13-12412239-11
NR1011--MA0482.1.Gata4	chr11	3387173	3387183	-	0.000	0.000	Merged-chr11-3387260-37
NR3509--MA0035.3.Gata1	chr18	73765131	73765141	+	0.000	0.000	Merged-chr18-73765273-28
NR7650--MA0482.1.Gata4	chrX	140537799	140537809	+	0.000	0.000	Merged-chrX-140537922-35
NR1558--MA0035.3.Gata1	chr12	85818540	85818550	-	0.000	0.000	Merged-chr12-85818661-14
NR2659--MA0482.1.Gata4	chr15	88730896	88730906	-	0.000	0.000	Merged-chr15-88731051-1
NR5591--MA0140.2.GATA1::TAL1	chr5	93133498	93133515	-	0.000	0.000	Merged-chr5-93133564-50
NR2520--MA0037.3.GATA3	chr15	27725077	27725084	+	0.000	0.000	Merged-chr15-27725053-111
NR1144--MA0035.3.Gata1	chr11	58996101	58996111	-	0.000	0.000	Merged-chr11-58995988-22
NR1043--MA0036.3.GATA2	chr11	21105544	21105554	+	0.000	0.000	Merged-chr11-21105658-1
NR3942--MA0482.1.Gata4	chr2	49744822	49744832	+	0.000	0.000	Merged-chr2-49744707-28
NR5870--MA0140.2.GATA1::TAL1	chr6	49128488	49128505	-	0.000	0.000	Merged-chr6-49128471-29
NR6384--MA0037.3.GATA3	chr7	47008427	47008434	+	0.000	0.000	Merged-chr7-47008275-77
NR4975--MA0037.3.GATA3	chr4	10770164	10770171	+	0.000	0.000	Merged-chr4-10770192-53
NR3897--MA1104.1.GATA6	chr2	31082841	31082853	+	0.000	0.000	Merged-chr2-31082849-41
NR1551--MA1104.1.GATA6	chr12	84773165	84773177	-	0.000	0.000	Merged-chr12-84773092-54
NR5654--MA0036.3.GATA2	chr5	105192810	105192820	+	0.000	0.000	Merged-chr5-105192735-25
NR1165--MA0140.2.GATA1::TAL1	chr11	63148511	63148528	+	0.000	0.000	Merged-chr11-63148506-21
NR1218--MA0036.3.GATA2	chr11	83271748	83271758	+	0.000	0.000	Merged-chr11-83271704-105
NR5136--MA0035.3.Gata1	chr4	89400518	89400528	-	0.000	0.000	Merged-chr4-89400416-12
NR4627--MA0037.3.GATA3	chr3	84826241	84826248	-	0.000	0.000	Merged-chr3-84826191-13
NR6118--MA0035.3.Gata1	chr6	122557163	122557173	+	0.000	0.000	Merged-chr6-122557216-31
NR1946--MA0036.3.GATA2	chr13	74490193	74490203	+	0.000	0.000	Merged-chr13-74490220-4
NR2272--MA0140.2.GATA1::TAL1	chr14	48422200	48422217	-	0.000	0.000	Merged-chr14-48422314-53
NR7267--MA0140.2.GATA1::TAL1	chr9	61187265	61187282	+	0.000	0.000	Merged-chr9-61187199-16
NR4791--MA0766.1.GATA5	chr3	133624224	133624231	-	0.000	0.000	Merged-chr3-133624254-1
NR3979--MA0035.3.Gata1	chr2	65135718	65135728	-	0.000	0.000	Merged-chr2-65135725-7
NR3888--MA0766.1.GATA5	chr2	26753538	26753545	+	0.000	0.000	Merged-chr2-26753671-30
NR1133--MA0482.1.Gata4	chr11	57952912	57952922	-	0.000	0.000	Merged-chr11-57952769-40
NR6254--MA1104.1.GATA6	chr6	142809491	142809503	+	0.000	0.000	Merged-chr6-142809719-29
NR7310--MA0766.1.GATA5	chr9	66295134	66295141	-	0.000	0.000	Merged-chr9-66295082-25
NR6873--MA0037.3.GATA3	chr8	35650808	35650815	+	0.000	0.000	Merged-chr8-35650941-17
NR5795--MA1104.1.GATA6	chr5	148397626	148397638	-	0.000	0.000	Merged-chr5-148397526-5
NR1835--MA1104.1.GATA6	chr13	31902800	31902812	-	0.000	0.000	Merged-chr13-31902870-3
NR7599--MA0036.3.GATA2	chrX	17365318	17365328	+	0.000	0.000	Merged-chrX-17365333-21
NR1123--MA0035.3.Gata1	chr11	53656981	53656991	+	0.000	0.000	Merged-chr11-53657053-47
NR1252--MA0140.2.GATA1::TAL1	chr11	95777897	95777914	+	0.000	0.000	Merged-chr11-95777825-14
NR1274--MA0036.3.GATA2	chr11	98487788	98487798	-	0.000	0.000	Merged-chr11-98487809-30
NR7414--MA0035.3.Gata1	chr9	95836023	95836033	+	0.000	0.000	Merged-chr9-95835913-33
NR5734--MA0035.3.Gata1	chr5	123381923	123381933	-	0.000	0.000	Merged-chr5-123382042-18
NR3748--MA0036.3.GATA2	chr19	55865998	55866008	-	0.000	0.000	Merged-chr19-55866165-31
NR7642--MA0482.1.Gata4	chrX	130423162	130423172	+	0.000	0.000	Merged-chrX-130423090-12
NR3140--MA0482.1.Gata4	chr17	26240501	26240511	-	0.000	0.000	Merged-chr17-26240687-16
NR7161--MA0766.1.GATA5	chr9	31254827	31254834	+	0.000	0.000	Merged-chr9-31254853-49
NR1341--MA0035.3.Gata1	chr11	108910989	108910999	+	0.000	0.000	Merged-chr11-108910906-74
NR360--MA0766.1.GATA5	chr1	155201432	155201439	-	0.000	0.000	Merged-chr1-155201490-45
NR3867--MA0766.1.GATA5	chr2	22787295	22787302	+	0.000	0.000	Merged-chr2-22787273-9
NR6963--MA0036.3.GATA2	chr8	94969658	94969668	+	0.000	0.000	Merged-chr8-94969690-1
NR1306--MA0036.3.GATA2	chr11	101661874	101661884	-	0.000	0.000	Merged-chr11-101661964-4
NR3842--MA1104.1.GATA6	chr2	17644733	17644745	+	0.000	0.000	Merged-chr2-17644831-25
NR77--MA0766.1.GATA5	chr1	62829840	62829847	+	0.000	0.000	Merged-chr1-62829921-36
NR4348--MA1104.1.GATA6	chr2	150667354	150667366	+	0.000	0.000	Merged-chr2-150667676-130
NR1659--MA0035.3.Gata1	chr12	105722904	105722914	+	0.000	0.000	Merged-chr12-105722863-24
NR2810--MA0140.2.GATA1::TAL1	chr16	24527141	24527158	-	0.000	0.000	Merged-chr16-24527284-22
NR7358--MA0037.3.GATA3	chr9	83830019	83830026	+	0.000	0.000	Merged-chr9-83830058-10
NR740--MA0766.1.GATA5	chr10	62327715	62327722	+	0.000	0.000	Merged-chr10-62327638-49
NR5452--MA0482.1.Gata4	chr5	35771305	35771315	+	0.000	0.000	Merged-chr5-35771159-16
NR1415--MA0036.3.GATA2	chr12	25270022	25270032	-	0.000	0.000	Merged-chr12-25270049-10
NR4915--MA0140.2.GATA1::TAL1	chr3	148491490	148491507	-	0.000	0.000	Merged-chr3-148491583-74
NR1768--MA0035.3.Gata1	chr12	118439072	118439082	-	0.000	0.000	Merged-chr12-118439012-3
NR5104--MA0482.1.Gata4	chr4	71291542	71291552	+	0.000	0.000	Merged-chr4-71291736-94
NR7536--MA0035.3.Gata1	chr9	118678946	118678956	+	0.000	0.000	Merged-chr9-118679048-3
NR7164--MA0036.3.GATA2	chr9	31300706	31300716	+	0.000	0.000	Merged-chr9-31300664-3
NR4850--MA0482.1.Gata4	chr3	138334459	138334469	-	0.000	0.000	Merged-chr3-138334424-50
NR5765--MA0766.1.GATA5	chr5	137787618	137787625	+	0.000	0.000	Merged-chr5-137787536-7
NR5902--MA0037.3.GATA3	chr6	61225494	61225501	-	0.000	0.000	Merged-chr6-61225621-10
NR4109--MA1104.1.GATA6	chr2	102812791	102812803	+	0.000	0.000	Merged-chr2-102812992-26
NR3204--MA0036.3.GATA2	chr17	52064893	52064903	-	0.000	0.000	Merged-chr17-52064871-36
NR5832--MA0482.1.Gata4	chr6	33051808	33051818	-	0.000	0.000	Merged-chr6-33051908-11
NR3010--MA0482.1.Gata4	chr16	93918466	93918476	+	0.000	0.000	Merged-chr16-93918388-61
NR4630--MA0036.3.GATA2	chr3	84826240	84826250	+	0.000	0.000	Merged-chr3-84826191-13
NR987--MA0035.3.Gata1	chr10	128990354	128990364	+	0.000	0.000	Merged-chr10-128990510-111
NR1033--MA1104.1.GATA6	chr11	11564364	11564376	-	0.000	0.000	Merged-chr11-11564485-53
NR1919--MA0482.1.Gata4	chr13	64315644	64315654	-	0.000	0.000	Merged-chr13-64315696-19
NR3323--MA0766.1.GATA5	chr17	86880653	86880660	-	0.000	0.000	Merged-chr17-86880662-37
NR1372--MA0766.1.GATA5	chr11	112889838	112889845	+	0.000	0.000	Merged-chr11-112889934-3
NR5373--MA1104.1.GATA6	chr4	156022067	156022079	-	0.000	0.000	Merged-chr4-156022073-120
NR2317--MA0140.2.GATA1::TAL1	chr14	55392547	55392564	+	0.000	0.000	Merged-chr14-55392653-26
NR7228--MA0037.3.GATA3	chr9	48795326	48795333	+	0.000	0.000	Merged-chr9-48795268-19
NR6942--MA0036.3.GATA2	chr8	83715200	83715210	-	0.000	0.000	Merged-chr8-83715259-53
NR3616--MA1104.1.GATA6	chr19	4119833	4119845	+	0.000	0.000	Merged-chr19-4119891-46
NR5112--MA0766.1.GATA5	chr4	71291873	71291880	+	0.000	0.000	Merged-chr4-71291736-94
NR2124--MA0037.3.GATA3	chr13	106998846	106998853	-	0.000	0.000	Merged-chr13-106998870-40
NR2028--MA1104.1.GATA6	chr13	95697070	95697082	-	0.000	0.000	Merged-chr13-95697036-46
NR5134--MA1104.1.GATA6	chr4	89400517	89400529	+	0.000	0.000	Merged-chr4-89400416-12
NR3817--MA0482.1.Gata4	chr2	9688417	9688427	-	0.000	0.000	Merged-chr2-9688295-16
NR5107--MA0035.3.Gata1	chr4	71291541	71291551	+	0.000	0.000	Merged-chr4-71291736-94
NR1866--MA0482.1.Gata4	chr13	37760195	37760205	-	0.000	0.000	Merged-chr13-37760092-14
NR7286--MA0036.3.GATA2	chr9	62421168	62421178	-	0.000	0.000	Merged-chr9-62421317-30
NR7567--MA0766.1.GATA5	chr9	123997919	123997926	+	0.000	0.000	Merged-chr9-123997875-9
NR2820--MA0036.3.GATA2	chr16	34665812	34665822	-	0.000	0.000	Merged-chr16-34665745-9
NR690--MA0036.3.GATA2	chr10	44601677	44601687	-	0.000	0.000	Merged-chr10-44601754-5
NR7271--MA1104.1.GATA6	chr9	61681487	61681499	+	0.000	0.000	Merged-chr9-61681687-3
NR485--MA0036.3.GATA2	chr1	172526890	172526900	+	0.000	0.000	Merged-chr1-172526755-50
NR1646--MA0036.3.GATA2	chr12	103331558	103331568	+	0.000	0.000	Merged-chr12-103331678-52
NR3040--MA1104.1.GATA6	chr16	97204299	97204311	-	0.000	0.000	Merged-chr16-97204388-55
NR833--MA0482.1.Gata4	chr10	96391846	96391856	-	0.000	0.000	Merged-chr10-96391802-8
NR3013--MA0035.3.Gata1	chr16	93918465	93918475	+	0.000	0.000	Merged-chr16-93918388-61
NR4275--MA0140.2.GATA1::TAL1	chr2	132669374	132669391	-	0.000	0.000	Merged-chr2-132669439-31
NR1062--MA0035.3.Gata1	chr11	26601919	26601929	-	0.000	0.000	Merged-chr11-26601843-16
NR7220--MA0482.1.Gata4	chr9	46154656	46154666	+	0.000	0.000	Merged-chr9-46154778-41
NR5938--MA0140.2.GATA1::TAL1	chr6	82909720	82909737	+	0.000	0.000	Merged-chr6-82909675-20
NR3859--MA0766.1.GATA5	chr2	19628498	19628505	-	0.000	0.000	Merged-chr2-19628399-27
NR7651--MA1104.1.GATA6	chrX	140537797	140537809	-	0.000	0.000	Merged-chrX-140537922-35
NR3706--MA0036.3.GATA2	chr19	34640570	34640580	+	0.000	0.000	Merged-chr19-34640764-45
NR3122--MA0035.3.Gata1	chr17	18597363	18597373	+	0.000	0.000	Merged-chr17-18597509-40
NR7328--MA0766.1.GATA5	chr9	69156195	69156202	-	0.000	0.000	Merged-chr9-69156335-38
NR7295--MA0140.2.GATA1::TAL1	chr9	63759130	63759147	+	0.000	0.000	Merged-chr9-63759234-38
NR2663--MA0035.3.Gata1	chr15	88730897	88730907	-	0.000	0.000	Merged-chr15-88731051-1
NR3943--MA1104.1.GATA6	chr2	49744820	49744832	-	0.000	0.000	Merged-chr2-49744707-28
NR4816--MA0037.3.GATA3	chr3	136742960	136742967	-	0.000	0.000	Merged-chr3-136742959-57
NR4513--MA0036.3.GATA2	chr3	21939970	21939980	-	0.000	0.000	Merged-chr3-21939939-4
NR3738--MA1104.1.GATA6	chr19	53424926	53424938	+	0.000	0.000	Merged-chr19-53424819-25
NR229--MA0140.2.GATA1::TAL1	chr1	108143233	108143250	-	0.000	0.000	Merged-chr1-108143272-2
NR5967--MA0482.1.Gata4	chr6	88189799	88189809	-	0.000	0.000	Merged-chr6-88189765-31
NR2020--MA0140.2.GATA1::TAL1	chr13	95393443	95393460	+	0.000	0.000	Merged-chr13-95393533-22
NR1075--MA0035.3.Gata1	chr11	32162425	32162435	+	0.000	0.000	Merged-chr11-32162378-27
NR5434--MA0035.3.Gata1	chr5	29901929	29901939	+	0.000	0.000	Merged-chr5-29901920-39
NR6059--MA0482.1.Gata4	chr6	106981370	106981380	-	0.000	0.000	Merged-chr6-106981432-3
NR7013--MA0036.3.GATA2	chr8	114879814	114879824	-	0.000	0.000	Merged-chr8-114879936-19
NR2769--MA0037.3.GATA3	chr16	20144776	20144783	+	0.000	0.000	Merged-chr16-20144854-9
NR5128--MA0036.3.GATA2	chr4	88875959	88875969	-	0.000	0.000	Merged-chr4-88875849-45
NR878--MA0036.3.GATA2	chr10	108406936	108406946	-	0.000	0.000	Merged-chr10-108407108-16
NR6586--MA0037.3.GATA3	chr7	110204279	110204286	-	0.000	0.000	Merged-chr7-110204373-3
NR1497--MA0036.3.GATA2	chr12	70078945	70078955	-	0.000	0.000	Merged-chr12-70078875-55
NR1369--MA0482.1.Gata4	chr11	112889835	112889845	-	0.000	0.000	Merged-chr11-112889934-3
NR7546--MA0766.1.GATA5	chr9	120493245	120493252	-	0.000	0.000	Merged-chr9-120493281-1
NR7071--MA0482.1.Gata4	chr8	124520720	124520730	+	0.000	0.000	Merged-chr8-124520851-52
NR2621--MA0140.2.GATA1::TAL1	chr15	78835258	78835275	-	0.000	0.000	Merged-chr15-78835387-37
NR6172--MA0037.3.GATA3	chr6	130102978	130102985	-	0.000	0.000	Merged-chr6-130103023-31
NR7223--MA0035.3.Gata1	chr9	46154655	46154665	+	0.000	0.000	Merged-chr9-46154778-41
NR5272--MA0035.3.Gata1	chr4	133339272	133339282	+	0.000	0.000	Merged-chr4-133339340-75
NR2212--MA0037.3.GATA3	chr14	14019694	14019701	+	0.000	0.000	Merged-chr14-14019640-26
NR7403--MA0766.1.GATA5	chr9	92314083	92314090	-	0.000	0.000	Merged-chr9-92314019-19
NR1134--MA1104.1.GATA6	chr11	57952912	57952924	+	0.000	0.000	Merged-chr11-57952769-40
NR3838--MA0766.1.GATA5	chr2	13760574	13760581	+	0.000	0.000	Merged-chr2-13760550-51
NR73--MA0035.3.Gata1	chr1	60990422	60990432	+	0.000	0.000	Merged-chr1-60990456-63
NR2713--MA0766.1.GATA5	chr15	96543516	96543523	+	0.000	0.000	Merged-chr15-96543525-72
NR2703--MA0036.3.GATA2	chr15	94453054	94453064	+	0.000	0.000	Merged-chr15-94453103-20
NR7246--MA0482.1.Gata4	chr9	51020611	51020621	+	0.000	0.000	Merged-chr9-51020554-22
NR921--MA0482.1.Gata4	chr10	117861197	117861207	+	0.000	0.000	Merged-chr10-117861044-50
NR2321--MA0037.3.GATA3	chr14	57713188	57713195	+	0.000	0.000	Merged-chr14-57713043-44
NR4887--MA0036.3.GATA2	chr3	145933902	145933912	+	0.000	0.000	Merged-chr3-145933993-23
NR114--MA0037.3.GATA3	chr1	74201346	74201353	-	0.000	0.000	Merged-chr1-74201398-63
NR7626--MA0482.1.Gata4	chrX	101128632	101128642	-	0.000	0.000	Merged-chrX-101128722-47
NR4776--MA0037.3.GATA3	chr3	132886775	132886782	-	0.000	0.000	Merged-chr3-132886809-16
NR3969--MA1104.1.GATA6	chr2	60845540	60845552	+	0.000	0.000	Merged-chr2-60845573-40
NR7145--MA0766.1.GATA5	chr9	13466584	13466591	+	0.000	0.000	Merged-chr9-13466686-68
NR4550--MA0482.1.Gata4	chr3	37753351	37753361	+	0.000	0.000	Merged-chr3-37753406-27
NR820--MA0766.1.GATA5	chr10	95283594	95283601	-	0.000	0.000	Merged-chr10-95283638-28
NR5212--MA0140.2.GATA1::TAL1	chr4	106830538	106830555	-	0.000	0.000	Merged-chr4-106830452-8
NR4428--MA0037.3.GATA3	chr2	166719518	166719525	-	0.000	0.000	Merged-chr2-166719426-29
NR1301--MA0482.1.Gata4	chr11	101658281	101658291	+	0.000	0.000	Merged-chr11-101658454-78
NR1623--MA0037.3.GATA3	chr12	98247087	98247094	-	0.000	0.000	Merged-chr12-98247130-40
NR1348--MA0482.1.Gata4	chr11	109822475	109822485	+	0.000	0.000	Merged-chr11-109822566-4
NR6298--MA0140.2.GATA1::TAL1	chr7	16783612	16783629	-	0.000	0.000	Merged-chr7-16783425-42
NR1619--MA0482.1.Gata4	chr12	98215672	98215682	-	0.000	0.000	Merged-chr12-98215762-18
NR5293--MA0036.3.GATA2	chr4	145263889	145263899	-	0.000	0.000	Merged-chr4-145263821-10
NR5711--MA0037.3.GATA3	chr5	120673909	120673916	-	0.000	0.000	Merged-chr5-120673784-14
NR7500--MA1104.1.GATA6	chr9	115526271	115526283	+	0.000	0.000	Merged-chr9-115526484-32
NR2238--MA1104.1.GATA6	chr14	23475554	23475566	-	0.000	0.000	Merged-chr14-23475735-25
NR6785--MA0036.3.GATA2	chr7	143649722	143649732	+	0.000	0.000	Merged-chr7-143649559-54
NR1128--MA0036.3.GATA2	chr11	54063312	54063322	-	0.000	0.000	Merged-chr11-54063198-57
NR4808--MA0037.3.GATA3	chr3	136531893	136531900	-	0.000	0.000	Merged-chr3-136531691-41
NR2554--MA0036.3.GATA2	chr15	52570470	52570480	+	0.000	0.000	Merged-chr15-52570490-21
NR3265--MA0036.3.GATA2	chr17	71618157	71618167	+	0.000	0.000	Merged-chr17-71618121-41
NR6381--MA0766.1.GATA5	chr7	45510504	45510511	-	0.000	0.000	Merged-chr7-45510367-63
NR3342--MA0482.1.Gata4	chr18	13016561	13016571	+	0.000	0.000	Merged-chr18-13016580-10
NR4789--MA0037.3.GATA3	chr3	133624224	133624231	-	0.000	0.000	Merged-chr3-133624254-1
NR3889--MA0035.3.Gata1	chr2	26753536	26753546	-	0.000	0.000	Merged-chr2-26753671-30
NR2509--MA0037.3.GATA3	chr15	9600293	9600300	+	0.000	0.000	Merged-chr15-9600289-13
NR3179--MA0766.1.GATA5	chr17	44893787	44893794	+	0.000	0.000	Merged-chr17-44893726-24
NR5131--MA0482.1.Gata4	chr4	89044206	89044216	+	0.000	0.000	Merged-chr4-89044155-38
NR4967--MA0035.3.Gata1	chr4	3209832	3209842	-	0.000	0.000	Merged-chr4-3209817-19
NR7629--MA0035.3.Gata1	chrX	101128633	101128643	-	0.000	0.000	Merged-chrX-101128722-47
NR1295--MA0482.1.Gata4	chr11	101627409	101627419	+	0.000	0.000	Merged-chr11-101627512-104
NR4851--MA1104.1.GATA6	chr3	138334459	138334471	+	0.000	0.000	Merged-chr3-138334424-50
NR7063--MA0482.1.Gata4	chr8	122712103	122712113	+	0.000	0.000	Merged-chr8-122712057-14
NR4553--MA0035.3.Gata1	chr3	37753350	37753360	+	0.000	0.000	Merged-chr3-37753406-27
NR5925--MA0482.1.Gata4	chr6	71980503	71980513	-	0.000	0.000	Merged-chr6-71980569-75
NR6961--MA0035.3.Gata1	chr8	94240435	94240445	+	0.000	0.000	Merged-chr8-94240399-13
NR2108--MA1104.1.GATA6	chr13	105049048	105049060	+	0.000	0.000	Merged-chr13-105048907-4
NR979--MA0036.3.GATA2	chr10	127125354	127125364	+	0.000	0.000	Merged-chr10-127125484-11
NR2730--MA0035.3.Gata1	chr15	100312583	100312593	-	0.000	0.000	Merged-chr15-100312549-27
NR3534--MA1104.1.GATA6	chr18	79027924	79027936	-	0.000	0.000	Merged-chr18-79027907-21
NR5879--MA0140.2.GATA1::TAL1	chr6	54158525	54158542	-	0.000	0.000	Merged-chr6-54158471-51
NR7417--MA1104.1.GATA6	chr9	97068912	97068924	-	0.000	0.000	Merged-chr9-97068935-38
NR2111--MA0035.3.Gata1	chr13	105049049	105049059	-	0.000	0.000	Merged-chr13-105048907-4
NR6339--MA0037.3.GATA3	chr7	28867693	28867700	-	0.000	0.000	Merged-chr7-28867749-38
NR3212--MA0482.1.Gata4	chr17	52484085	52484095	-	0.000	0.000	Merged-chr17-52484066-25
NR3878--MA0482.1.Gata4	chr2	26154174	26154184	-	0.000	0.000	Merged-chr2-26154226-16
NR3120--MA1104.1.GATA6	chr17	18597362	18597374	-	0.000	0.000	Merged-chr17-18597509-40
NR5415--MA0482.1.Gata4	chr5	24505729	24505739	+	0.000	0.000	Merged-chr5-24505685-17
NR3193--MA0482.1.Gata4	chr17	49435334	49435344	+	0.000	0.000	Merged-chr17-49435295-16
