#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR9570--MA0501.1.MAF::NFE2	chr4	94603207	94603221	+	0.000	0.000	Merged-chr4-94603187-63
NR1675--MA0591.1.Bach1::Mafk	chr10	80539303	80539317	-	0.000	0.000	Merged-chr10-80539129-37
NR13135--MA0591.1.Bach1::Mafk	chr9	44716936	44716950	+	0.000	0.000	Merged-chr9-44717151-19
NR12943--MA0089.1.MAFG::NFE2L1	chr8	124347216	124347221	-	0.000	0.000	Merged-chr8-124347172-50
NR6103--MA0496.2.MAFK	chr17	83654980	83654998	-	0.000	0.000	Merged-chr17-83654883-58
NR7659--MA0089.1.MAFG::NFE2L1	chr2	135847975	135847980	-	0.000	0.000	Merged-chr2-135848156-1
NR6615--MA0089.1.MAFG::NFE2L1	chr18	73846872	73846877	+	0.000	0.000	Merged-chr18-73846935-30
NR496--MA0089.1.MAFG::NFE2L1	chr1	91086428	91086433	+	0.000	0.000	Merged-chr1-91086368-53
NR1266--MA0089.1.MAFG::NFE2L1	chr10	20281670	20281675	-	0.000	0.000	Merged-chr10-20281832-45
NR2346--MA0659.1.MAFG	chr11	87074101	87074121	+	0.000	0.000	Merged-chr11-87073947-35
NR10609--MA0591.1.Bach1::Mafk	chr5	139206884	139206898	-	0.000	0.000	Merged-chr5-139206711-28
NR910--MA0117.2.Mafb	chr1	166409889	166409900	-	0.000	0.000	Merged-chr1-166409730-81
NR3627--MA0089.1.MAFG::NFE2L1	chr13	99148661	99148666	-	0.000	0.000	Merged-chr13-99148566-18
NR4974--MA0591.1.Bach1::Mafk	chr15	83474198	83474212	+	0.000	0.000	Merged-chr15-83474258-63
NR11421--MA0089.1.MAFG::NFE2L1	chr6	122259017	122259022	-	0.000	0.000	Merged-chr6-122259137-47
NR2282--MA0089.1.MAFG::NFE2L1	chr11	62466776	62466781	+	0.000	0.000	Merged-chr11-62466803-41
NR2988--MA0089.1.MAFG::NFE2L1	chr12	107139114	107139119	+	0.000	0.000	Merged-chr12-107139139-48
NR6802--MA0089.1.MAFG::NFE2L1	chr19	21144872	21144877	-	0.000	0.000	Merged-chr19-21144812-47
NR2974--MA0501.1.MAF::NFE2	chr12	103341439	103341453	-	0.000	0.000	Merged-chr12-103341437-53
NR3026--MA0501.1.MAF::NFE2	chr12	114991122	114991136	-	0.000	0.000	Merged-chr12-114991248-55
NR5611--MA0117.2.Mafb	chr16	91448214	91448225	-	0.000	0.000	Merged-chr16-91448282-13
NR6137--MA0089.1.MAFG::NFE2L1	chr17	88123955	88123960	+	0.000	0.000	Merged-chr17-88123873-45
NR12767--MA0089.1.MAFG::NFE2L1	chr8	86052138	86052143	-	0.000	0.000	Merged-chr8-86052123-41
NR13195--MA0496.2.MAFK	chr9	72097292	72097310	-	0.000	0.000	Merged-chr9-72097262-35
NR1655--MA0089.1.MAFG::NFE2L1	chr10	75446552	75446557	-	0.000	0.000	Merged-chr10-75446685-44
NR1903--MA0496.2.MAFK	chr10	107858905	107858923	-	0.000	0.000	Merged-chr10-107858878-12
NR1779--MA0501.1.MAF::NFE2	chr10	93442283	93442297	-	0.000	0.000	Merged-chr10-93442339-20
NR5488--MA0496.2.MAFK	chr16	69946791	69946809	+	0.000	0.000	Merged-chr16-69946695-9
NR2291--MA0591.1.Bach1::Mafk	chr11	65795003	65795017	-	0.000	0.000	Merged-chr11-65794880-54
NR10391--MA0496.2.MAFK	chr5	92353779	92353797	-	0.000	0.000	Merged-chr5-92353751-46
NR7243--MA0495.2.MAFF	chr2	58107017	58107037	+	0.000	0.000	Merged-chr2-58107175-53
NR4869--MA0501.1.MAF::NFE2	chr15	65731459	65731473	-	0.000	0.000	Merged-chr15-65731476-9
NR10971--MA0659.1.MAFG	chr6	49128468	49128488	+	0.000	0.000	Merged-chr6-49128471-29
NR7798--MA0501.1.MAF::NFE2	chr2	154603871	154603885	+	0.000	0.000	Merged-chr2-154603925-61
NR4159--MA0591.1.Bach1::Mafk	chr14	46578217	46578231	-	0.000	0.000	Merged-chr14-46578431-37
NR11002--MA0496.2.MAFK	chr6	54925896	54925914	-	0.000	0.000	Merged-chr6-54926058-40
NR6363--MA0496.2.MAFK	chr18	39035418	39035436	-	0.000	0.000	Merged-chr18-39035384-28
NR779--MA0591.1.Bach1::Mafk	chr1	143985375	143985389	+	0.000	0.000	Merged-chr1-143985220-17
NR9729--MA0089.1.MAFG::NFE2L1	chr4	134124455	134124460	-	0.000	0.000	Merged-chr4-134124326-44
NR2570--MA0591.1.Bach1::Mafk	chr12	24630454	24630468	+	0.000	0.000	Merged-chr12-24630472-12
NR2333--MA0591.1.Bach1::Mafk	chr11	79611198	79611212	-	0.000	0.000	Merged-chr11-79611238-38
NR12112--MA0117.2.Mafb	chr7	97361721	97361732	-	0.000	0.000	Merged-chr7-97361642-27
NR7887--MA0591.1.Bach1::Mafk	chr2	167840482	167840496	+	0.000	0.000	Merged-chr2-167840232-36
NR7079--MA0089.1.MAFG::NFE2L1	chr2	32288078	32288083	-	0.000	0.000	Merged-chr2-32288192-62
NR8666--MA0117.2.Mafb	chr3	108444800	108444811	-	0.000	0.000	Merged-chr3-108444779-133
NR12665--MA0089.1.MAFG::NFE2L1	chr8	72354340	72354345	-	0.000	0.000	Merged-chr8-72354274-101
NR7476--MA0495.2.MAFF	chr2	103632772	103632792	-	0.000	0.000	Merged-chr2-103632734-49
NR292--MA0089.1.MAFG::NFE2L1	chr1	63730649	63730654	-	0.000	0.000	Merged-chr1-63730554-61
NR3525--MA0591.1.Bach1::Mafk	chr13	85289248	85289262	+	0.000	0.000	Merged-chr13-85289179-92
NR3121--MA0495.2.MAFF	chr13	8385605	8385625	+	0.000	0.000	Merged-chr13-8385507-1
NR10631--MA0659.1.MAFG	chr5	146655355	146655375	+	0.000	0.000	Merged-chr5-146655552-37
NR10618--MA0089.1.MAFG::NFE2L1	chr5	142929224	142929229	-	0.000	0.000	Merged-chr5-142929327-47
NR3740--MA0501.1.MAF::NFE2	chr13	109822600	109822614	-	0.000	0.000	Merged-chr13-109822486-79
NR7478--MA0659.1.MAFG	chr2	103632772	103632792	+	0.000	0.000	Merged-chr2-103632734-49
NR9627--MA0089.1.MAFG::NFE2L1	chr4	106970971	106970976	+	0.000	0.000	Merged-chr4-106970923-40
NR11634--MA0089.1.MAFG::NFE2L1	chr6	145374573	145374578	-	0.000	0.000	Merged-chr6-145374595-4
NR10214--MA0089.1.MAFG::NFE2L1	chr5	62772116	62772121	+	0.000	0.000	Merged-chr5-62772215-28
NR13566--MA0501.1.MAF::NFE2	chrX	50565332	50565346	-	0.000	0.000	Merged-chrX-50565283-19
NR8328--MA0591.1.Bach1::Mafk	chr3	58470216	58470230	-	0.000	0.000	Merged-chr3-58470222-35
NR13128--MA0089.1.MAFG::NFE2L1	chr9	42076580	42076585	+	0.000	0.000	Merged-chr9-42076417-27
NR3244--MA0659.1.MAFG	chr13	31505464	31505484	-	0.000	0.000	Merged-chr13-31505526-12
NR10527--MA0591.1.Bach1::Mafk	chr5	122949239	122949253	-	0.000	0.000	Merged-chr5-122949287-47
NR9243--MA0591.1.Bach1::Mafk	chr4	43025719	43025733	-	0.000	0.000	Merged-chr4-43025638-49
NR8018--MA0089.1.MAFG::NFE2L1	chr2	181659828	181659833	-	0.000	0.000	Merged-chr2-181659700-65
NR12677--MA0591.1.Bach1::Mafk	chr8	75084004	75084018	-	0.000	0.000	Merged-chr8-75083999-30
NR1179--MA0495.2.MAFF	chr10	12823922	12823942	-	0.000	0.000	Merged-chr10-12823956-45
NR504--MA0089.1.MAFG::NFE2L1	chr1	93507122	93507127	+	0.000	0.000	Merged-chr1-93507138-11
NR13225--MA0591.1.Bach1::Mafk	chr9	78074141	78074155	+	0.000	0.000	Merged-chr9-78074095-46
NR12085--MA0089.1.MAFG::NFE2L1	chr7	92463712	92463717	+	0.000	0.000	Merged-chr7-92463612-13
NR4934--MA0591.1.Bach1::Mafk	chr15	77807414	77807428	+	0.000	0.000	Merged-chr15-77807264-57
NR1400--MA0591.1.Bach1::Mafk	chr10	39371676	39371690	-	0.000	0.000	Merged-chr10-39371656-31
NR2418--MA0089.1.MAFG::NFE2L1	chr11	110997611	110997616	-	0.000	0.000	Merged-chr11-110997533-14
NR2984--MA0089.1.MAFG::NFE2L1	chr12	105722919	105722924	+	0.000	0.000	Merged-chr12-105722863-24
NR12265--MA0659.1.MAFG	chr7	127573108	127573128	-	0.000	0.000	Merged-chr7-127573236-53
NR3238--MA0495.2.MAFF	chr13	30748607	30748627	+	0.000	0.000	Merged-chr13-30748527-182
NR723--MA0117.2.Mafb	chr1	131200226	131200237	+	0.000	0.000	Merged-chr1-131199978-81
NR11657--MA0591.1.Bach1::Mafk	chr7	3290321	3290335	-	0.000	0.000	Merged-chr7-3290343-35
NR6839--MA0089.1.MAFG::NFE2L1	chr19	40762495	40762500	+	0.000	0.000	Merged-chr19-40762334-20
NR13328--MA0089.1.MAFG::NFE2L1	chr9	92265849	92265854	-	0.000	0.000	Merged-chr9-92266025-66
NR13704--MA0089.1.MAFG::NFE2L1	chrX	135742795	135742800	-	0.000	0.000	Merged-chrX-135742752-69
NR10515--MA0117.2.Mafb	chr5	120697034	120697045	-	0.000	0.000	Merged-chr5-120697061-40
NR6348--MA0089.1.MAFG::NFE2L1	chr18	34579007	34579012	+	0.000	0.000	Merged-chr18-34579027-17
NR617--MA0089.1.MAFG::NFE2L1	chr1	108038595	108038600	+	0.000	0.000	Merged-chr1-108038539-17
NR6435--MA0089.1.MAFG::NFE2L1	chr18	46741618	46741623	-	0.000	0.000	Merged-chr18-46741724-81
NR3736--MA0089.1.MAFG::NFE2L1	chr13	109776341	109776346	-	0.000	0.000	Merged-chr13-109776276-46
NR1937--MA0591.1.Bach1::Mafk	chr10	111957848	111957862	+	0.000	0.000	Merged-chr10-111957923-33
NR4161--MA0089.1.MAFG::NFE2L1	chr14	46578307	46578312	+	0.000	0.000	Merged-chr14-46578431-37
NR7132--MA0501.1.MAF::NFE2	chr2	46371220	46371234	-	0.000	0.000	Merged-chr2-46371309-56
NR2187--MA0591.1.Bach1::Mafk	chr11	29692909	29692923	-	0.000	0.000	Merged-chr11-29692902-6
NR4417--MA0496.2.MAFK	chr14	105177468	105177486	-	0.000	0.000	Merged-chr14-105177397-2
NR13515--MA0089.1.MAFG::NFE2L1	chrX	11653441	11653446	-	0.000	0.000	Merged-chrX-11653555-22
NR226--MA0501.1.MAF::NFE2	chr1	51509243	51509257	+	0.000	0.000	Merged-chr1-51509217-43
NR1828--MA0496.2.MAFK	chr10	99459978	99459996	+	0.000	0.000	Merged-chr10-99459996-60
NR5883--MA0089.1.MAFG::NFE2L1	chr17	36042761	36042766	-	0.000	0.000	Merged-chr17-36042760-57
NR5392--MA0089.1.MAFG::NFE2L1	chr16	55839045	55839050	-	0.000	0.000	Merged-chr16-55838869-118
NR7868--MA0089.1.MAFG::NFE2L1	chr2	163232497	163232502	-	0.000	0.000	Merged-chr2-163232321-36
NR8797--MA0089.1.MAFG::NFE2L1	chr3	131215000	131215005	-	0.000	0.000	Merged-chr3-131215009-18
NR10614--MA0089.1.MAFG::NFE2L1	chr5	140871434	140871439	+	0.000	0.000	Merged-chr5-140871418-38
NR12587--MA0089.1.MAFG::NFE2L1	chr8	57592886	57592891	+	0.000	0.000	Merged-chr8-57592904-21
NR6333--MA0089.1.MAFG::NFE2L1	chr18	32543299	32543304	-	0.000	0.000	Merged-chr18-32543284-47
NR9251--MA0659.1.MAFG	chr4	46617719	46617739	-	0.000	0.000	Merged-chr4-46617709-8
NR9909--MA0591.1.Bach1::Mafk	chr5	8075509	8075523	+	0.000	0.000	Merged-chr5-8075370-38
NR7333--MA0591.1.Bach1::Mafk	chr2	69802945	69802959	-	0.000	0.000	Merged-chr2-69803068-39
NR11520--MA0117.2.Mafb	chr6	135364620	135364631	-	0.000	0.000	Merged-chr6-135364478-50
NR10445--MA0591.1.Bach1::Mafk	chr5	100846359	100846373	-	0.000	0.000	Merged-chr5-100846236-82
NR7398--MA0117.2.Mafb	chr2	84059439	84059450	+	0.000	0.000	Merged-chr2-84059493-47
NR9704--MA0501.1.MAF::NFE2	chr4	126202726	126202740	-	0.000	0.000	Merged-chr4-126202610-98
NR9585--MA0495.2.MAFF	chr4	95765628	95765648	-	0.000	0.000	Merged-chr4-95765748-2
NR167--MA0501.1.MAF::NFE2	chr1	36264360	36264374	-	0.000	0.000	Merged-chr1-36264360-59
NR11409--MA0501.1.MAF::NFE2	chr6	119635736	119635750	-	0.000	0.000	Merged-chr6-119635924-52
NR10634--MA0496.2.MAFK	chr5	146655356	146655374	-	0.000	0.000	Merged-chr5-146655552-37
NR9525--MA0591.1.Bach1::Mafk	chr4	86712868	86712882	-	0.000	0.000	Merged-chr4-86712811-38
NR12194--MA0659.1.MAFG	chr7	111015013	111015033	-	0.000	0.000	Merged-chr7-111015040-32
NR11441--MA0089.1.MAFG::NFE2L1	chr6	125084669	125084674	+	0.000	0.000	Merged-chr6-125084626-24
NR10038--MA0501.1.MAF::NFE2	chr5	21658710	21658724	+	0.000	0.000	Merged-chr5-21658802-28
NR5517--MA0089.1.MAFG::NFE2L1	chr16	75920923	75920928	+	0.000	0.000	Merged-chr16-75921068-56
NR13239--MA0117.2.Mafb	chr9	80082605	80082616	+	0.000	0.000	Merged-chr9-80082362-35
NR9376--MA0591.1.Bach1::Mafk	chr4	62696113	62696127	-	0.000	0.000	Merged-chr4-62695960-32
NR5722--MA0591.1.Bach1::Mafk	chr17	13228715	13228729	+	0.000	0.000	Merged-chr17-13228732-1
NR8166--MA0659.1.MAFG	chr3	26667906	26667926	-	0.000	0.000	Merged-chr3-26667999-1
NR1964--MA0089.1.MAFG::NFE2L1	chr10	117629309	117629314	-	0.000	0.000	Merged-chr10-117629481-71
NR2968--MA0495.2.MAFF	chr12	103341439	103341459	+	0.000	0.000	Merged-chr12-103341437-53
NR5592--MA0089.1.MAFG::NFE2L1	chr16	87709519	87709524	+	0.000	0.000	Merged-chr16-87709397-19
NR2489--MA0591.1.Bach1::Mafk	chr12	3823696	3823710	-	0.000	0.000	Merged-chr12-3823687-29
NR2038--MA0089.1.MAFG::NFE2L1	chr10	128536488	128536493	+	0.000	0.000	Merged-chr10-128536413-59
NR13728--MA0089.1.MAFG::NFE2L1	chrX	151520616	151520621	+	0.000	0.000	Merged-chrX-151520837-93
NR2159--MA0501.1.MAF::NFE2	chr11	21102810	21102824	-	0.000	0.000	Merged-chr11-21102815-54
NR8742--MA0591.1.Bach1::Mafk	chr3	121723398	121723412	-	0.000	0.000	Merged-chr3-121723396-86
NR5335--MA0117.2.Mafb	chr16	51691084	51691095	+	0.000	0.000	Merged-chr16-51690993-50
NR9596--MA0117.2.Mafb	chr4	97831817	97831828	-	0.000	0.000	Merged-chr4-97831633-55
NR12185--MA0117.2.Mafb	chr7	110382046	110382057	+	0.000	0.000	Merged-chr7-110381862-5
NR5481--MA0495.2.MAFF	chr16	69946790	69946810	+	0.000	0.000	Merged-chr16-69946695-9
NR10670--MA0496.2.MAFK	chr5	150220633	150220651	-	0.000	0.000	Merged-chr5-150220578-7
NR5415--MA0089.1.MAFG::NFE2L1	chr16	59469922	59469927	-	0.000	0.000	Merged-chr16-59469978-46
NR3632--MA0089.1.MAFG::NFE2L1	chr13	99648028	99648033	+	0.000	0.000	Merged-chr13-99648016-28
NR5981--MA0089.1.MAFG::NFE2L1	chr17	64735586	64735591	-	0.000	0.000	Merged-chr17-64735708-22
NR12706--MA0501.1.MAF::NFE2	chr8	77482226	77482240	+	0.000	0.000	Merged-chr8-77482121-16
NR9749--MA0089.1.MAFG::NFE2L1	chr4	141148487	141148492	-	0.000	0.000	Merged-chr4-141148544-3
NR885--MA0117.2.Mafb	chr1	163910307	163910318	-	0.000	0.000	Merged-chr1-163910520-32
NR7562--MA0089.1.MAFG::NFE2L1	chr2	121442635	121442640	+	0.000	0.000	Merged-chr2-121442652-51
NR8301--MA0089.1.MAFG::NFE2L1	chr3	52791171	52791176	-	0.000	0.000	Merged-chr3-52791161-46
NR1788--MA0089.1.MAFG::NFE2L1	chr10	94917910	94917915	+	0.000	0.000	Merged-chr10-94917729-28
NR10656--MA0501.1.MAF::NFE2	chr5	149255689	149255703	+	0.000	0.000	Merged-chr5-149255735-4
NR2894--MA0659.1.MAFG	chr12	91765691	91765711	-	0.000	0.000	Merged-chr12-91765630-19
NR6357--MA0089.1.MAFG::NFE2L1	chr18	39035429	39035434	+	0.000	0.000	Merged-chr18-39035384-28
NR4574--MA0089.1.MAFG::NFE2L1	chr15	5184984	5184989	+	0.000	0.000	Merged-chr15-5185003-3
NR5468--MA0495.2.MAFF	chr16	65542404	65542424	+	0.000	0.000	Merged-chr16-65542301-4
NR6820--MA0089.1.MAFG::NFE2L1	chr19	33053369	33053374	+	0.000	0.000	Merged-chr19-33053321-32
NR10610--MA0089.1.MAFG::NFE2L1	chr5	139303792	139303797	+	0.000	0.000	Merged-chr5-139303910-62
NR5483--MA0117.2.Mafb	chr16	69946799	69946810	-	0.000	0.000	Merged-chr16-69946695-9
NR6359--MA0591.1.Bach1::Mafk	chr18	39035420	39035434	-	0.000	0.000	Merged-chr18-39035384-28
NR10964--MA0591.1.Bach1::Mafk	chr6	48860399	48860413	+	0.000	0.000	Merged-chr6-48860450-3
NR8530--MA0591.1.Bach1::Mafk	chr3	84680350	84680364	-	0.000	0.000	Merged-chr3-84680282-50
NR11644--MA0496.2.MAFK	chr6	146516343	146516361	-	0.000	0.000	Merged-chr6-146516138-30
NR2198--MA0496.2.MAFK	chr11	32561586	32561604	-	0.000	0.000	Merged-chr11-32561785-56
NR5640--MA0591.1.Bach1::Mafk	chr16	96467764	96467778	-	0.000	0.000	Merged-chr16-96467664-37
NR7551--MA0117.2.Mafb	chr2	117412275	117412286	+	0.000	0.000	Merged-chr2-117412269-30
NR13425--MA0591.1.Bach1::Mafk	chr9	108827299	108827313	+	0.000	0.000	Merged-chr9-108827209-27
NR2433--MA0117.2.Mafb	chr11	115182354	115182365	-	0.000	0.000	Merged-chr11-115182466-29
NR5628--MA0089.1.MAFG::NFE2L1	chr16	94601665	94601670	-	0.000	0.000	Merged-chr16-94601702-50
NR6251--MA0659.1.MAFG	chr18	12869310	12869330	-	0.000	0.000	Merged-chr18-12869252-13
NR7977--MA0089.1.MAFG::NFE2L1	chr2	177498231	177498236	-	0.000	0.000	Merged-chr2-177498086-85
NR3738--MA0117.2.Mafb	chr13	109822600	109822611	-	0.000	0.000	Merged-chr13-109822486-79
NR826--MA0089.1.MAFG::NFE2L1	chr1	151011278	151011283	-	0.000	0.000	Merged-chr1-151011231-27
NR11329--MA0659.1.MAFG	chr6	108477200	108477220	-	0.000	0.000	Merged-chr6-108477065-48
NR7660--MA0089.1.MAFG::NFE2L1	chr2	135848564	135848569	+	0.000	0.000	Merged-chr2-135848504-1
NR13504--MA0117.2.Mafb	chr9	122865930	122865941	-	0.000	0.000	Merged-chr9-122865982-50
NR10473--MA0591.1.Bach1::Mafk	chr5	107939728	107939742	-	0.000	0.000	Merged-chr5-107939744-2
NR5411--MA0089.1.MAFG::NFE2L1	chr16	58498647	58498652	+	0.000	0.000	Merged-chr16-58498584-48
NR8653--MA0495.2.MAFF	chr3	106449625	106449645	+	0.000	0.000	Merged-chr3-106449359-119
NR10385--MA0495.2.MAFF	chr5	92353778	92353798	+	0.000	0.000	Merged-chr5-92353751-46
NR724--MA0089.1.MAFG::NFE2L1	chr1	131204609	131204614	+	0.000	0.000	Merged-chr1-131204658-49
NR9740--MA0117.2.Mafb	chr4	136172145	136172156	-	0.000	0.000	Merged-chr4-136172134-18
NR13737--MA0089.1.MAFG::NFE2L1	chrX	153887409	153887414	-	0.000	0.000	Merged-chrX-153887517-46
NR2438--MA0117.2.Mafb	chr11	115464999	115465010	-	0.000	0.000	Merged-chr11-115464985-7
NR7799--MA0501.1.MAF::NFE2	chr2	154603904	154603918	+	0.000	0.000	Merged-chr2-154603925-61
NR5337--MA0089.1.MAFG::NFE2L1	chr16	52374354	52374359	+	0.000	0.000	Merged-chr16-52374285-15
NR2344--MA0591.1.Bach1::Mafk	chr11	87074104	87074118	+	0.000	0.000	Merged-chr11-87073947-35
NR4951--MA0501.1.MAF::NFE2	chr15	80704286	80704300	+	0.000	0.000	Merged-chr15-80704480-26
NR1280--MA0089.1.MAFG::NFE2L1	chr10	21235327	21235332	-	0.000	0.000	Merged-chr10-21235492-49
NR4004--MA0089.1.MAFG::NFE2L1	chr14	25505368	25505373	+	0.000	0.000	Merged-chr14-25505314-24
NR5800--MA0089.1.MAFG::NFE2L1	chr17	25773819	25773824	-	0.000	0.000	Merged-chr17-25773759-37
NR8637--MA0117.2.Mafb	chr3	105674845	105674856	-	0.000	0.000	Merged-chr3-105674811-23
NR12983--MA0089.1.MAFG::NFE2L1	chr8	128595102	128595107	+	0.000	0.000	Merged-chr8-128595191-53
NR8787--MA0501.1.MAF::NFE2	chr3	129590973	129590987	-	0.000	0.000	Merged-chr3-129590945-30
NR7791--MA0496.2.MAFK	chr2	152825935	152825953	+	0.000	0.000	Merged-chr2-152825903-49
NR2860--MA0591.1.Bach1::Mafk	chr12	84417262	84417276	+	0.000	0.000	Merged-chr12-84417394-49
NR12128--MA0089.1.MAFG::NFE2L1	chr7	102417552	102417557	-	0.000	0.000	Merged-chr7-102417609-26
NR5042--MA0591.1.Bach1::Mafk	chr15	96638163	96638177	-	0.000	0.000	Merged-chr15-96638375-49
NR8624--MA0501.1.MAF::NFE2	chr3	103386721	103386735	+	0.000	0.000	Merged-chr3-103386678-46
NR2353--MA0117.2.Mafb	chr11	87422942	87422953	+	0.000	0.000	Merged-chr11-87422985-71
NR4872--MA0089.1.MAFG::NFE2L1	chr15	65787159	65787164	-	0.000	0.000	Merged-chr15-65787268-60
NR8017--MA0591.1.Bach1::Mafk	chr2	181601378	181601392	-	0.000	0.000	Merged-chr2-181601291-52
NR863--MA0501.1.MAF::NFE2	chr1	160042516	160042530	-	0.000	0.000	Merged-chr1-160042538-15
NR10040--MA0496.2.MAFK	chr5	21658705	21658723	-	0.000	0.000	Merged-chr5-21658802-28
NR10387--MA0117.2.Mafb	chr5	92353787	92353798	-	0.000	0.000	Merged-chr5-92353751-46
NR5043--MA0496.2.MAFK	chr15	96638161	96638179	+	0.000	0.000	Merged-chr15-96638375-49
NR13200--MA0117.2.Mafb	chr9	73071337	73071348	-	0.000	0.000	Merged-chr9-73071283-26
NR12402--MA0089.1.MAFG::NFE2L1	chr8	18738505	18738510	+	0.000	0.000	Merged-chr8-18738622-3
NR8555--MA0495.2.MAFF	chr3	90587051	90587071	-	0.000	0.000	Merged-chr3-90587051-129
NR2371--MA0117.2.Mafb	chr11	95834510	95834521	-	0.000	0.000	Merged-chr11-95834511-50
NR3438--MA0501.1.MAF::NFE2	chr13	73690784	73690798	+	0.000	0.000	Merged-chr13-73690751-2
NR11408--MA0591.1.Bach1::Mafk	chr6	119635739	119635753	-	0.000	0.000	Merged-chr6-119635924-52
NR6553--MA0089.1.MAFG::NFE2L1	chr18	64913497	64913502	+	0.000	0.000	Merged-chr18-64913437-34
NR8914--MA0089.1.MAFG::NFE2L1	chr3	145938056	145938061	-	0.000	0.000	Merged-chr3-145938164-54
NR12704--MA0089.1.MAFG::NFE2L1	chr8	77482225	77482230	+	0.000	0.000	Merged-chr8-77482121-16
NR1268--MA0117.2.Mafb	chr10	20855280	20855291	+	0.000	0.000	Merged-chr10-20855169-17
NR1782--MA0089.1.MAFG::NFE2L1	chr10	94036294	94036299	+	0.000	0.000	Merged-chr10-94036338-4
NR13184--MA0501.1.MAF::NFE2	chr9	69440218	69440232	-	0.000	0.000	Merged-chr9-69440174-25
NR5059--MA0089.1.MAFG::NFE2L1	chr15	100060731	100060736	+	0.000	0.000	Merged-chr15-100060928-68
NR1807--MA0089.1.MAFG::NFE2L1	chr10	96602613	96602618	+	0.000	0.000	Merged-chr10-96602495-12
NR12981--MA0089.1.MAFG::NFE2L1	chr8	128363438	128363443	-	0.000	0.000	Merged-chr8-128363423-35
NR8556--MA0591.1.Bach1::Mafk	chr3	90587054	90587068	+	0.000	0.000	Merged-chr3-90587051-129
NR3161--MA0089.1.MAFG::NFE2L1	chr13	13557113	13557118	-	0.000	0.000	Merged-chr13-13557258-36
NR2970--MA0591.1.Bach1::Mafk	chr12	103341442	103341456	+	0.000	0.000	Merged-chr12-103341437-53
NR2488--MA0659.1.MAFG	chr12	3745895	3745915	+	0.000	0.000	Merged-chr12-3745858-43
NR8662--MA0496.2.MAFK	chr3	107278813	107278831	+	0.000	0.000	Merged-chr3-107279033-49
NR244--MA0496.2.MAFK	chr1	53940361	53940379	-	0.000	0.000	Merged-chr1-53940463-12
NR6566--MA0089.1.MAFG::NFE2L1	chr18	67255730	67255735	-	0.000	0.000	Merged-chr18-67255745-40
NR6942--MA0089.1.MAFG::NFE2L1	chr2	9867583	9867588	-	0.000	0.000	Merged-chr2-9867507-76
NR9748--MA0591.1.Bach1::Mafk	chr4	141060719	141060733	+	0.000	0.000	Merged-chr4-141060681-65
NR12602--MA0089.1.MAFG::NFE2L1	chr8	61425355	61425360	+	0.000	0.000	Merged-chr8-61425459-4
NR4043--MA0501.1.MAF::NFE2	chr14	32492806	32492820	-	0.000	0.000	Merged-chr14-32492758-31
NR3895--MA0501.1.MAF::NFE2	chr14	11038124	11038138	+	0.000	0.000	Merged-chr14-11038136-4
NR8130--MA0495.2.MAFF	chr3	21917647	21917667	+	0.000	0.000	Merged-chr3-21917648-70
NR2541--MA0591.1.Bach1::Mafk	chr12	17507391	17507405	-	0.000	0.000	Merged-chr12-17507357-35
NR7250--MA0496.2.MAFK	chr2	58107018	58107036	-	0.000	0.000	Merged-chr2-58107175-53
NR6955--MA0089.1.MAFG::NFE2L1	chr2	11548810	11548815	+	0.000	0.000	Merged-chr2-11548721-17
NR6840--MA0089.1.MAFG::NFE2L1	chr19	41332361	41332366	+	0.000	0.000	Merged-chr19-41332408-11
NR3880--MA0501.1.MAF::NFE2	chr14	10430914	10430928	+	0.000	0.000	Merged-chr14-10430786-8
NR9869--MA0089.1.MAFG::NFE2L1	chr4	155207955	155207960	-	0.000	0.000	Merged-chr4-155208089-31
NR8710--MA0089.1.MAFG::NFE2L1	chr3	116331916	116331921	-	0.000	0.000	Merged-chr3-116332074-27
NR2909--MA0117.2.Mafb	chr12	92882351	92882362	+	0.000	0.000	Merged-chr12-92882524-1
NR6778--MA0501.1.MAF::NFE2	chr19	14352220	14352234	+	0.000	0.000	Merged-chr19-14352313-109
NR12042--MA0495.2.MAFF	chr7	84750042	84750062	-	0.000	0.000	Merged-chr7-84750055-36
NR1625--MA0495.2.MAFF	chr10	70903743	70903763	+	0.000	0.000	Merged-chr10-70903939-1
NR4262--MA0591.1.Bach1::Mafk	chr14	73385223	73385237	+	0.000	0.000	Merged-chr14-73385032-86
NR2271--MA0496.2.MAFK	chr11	61684160	61684178	+	0.000	0.000	Merged-chr11-61684230-57
NR3304--MA0591.1.Bach1::Mafk	chr13	51651724	51651738	-	0.000	0.000	Merged-chr13-51651703-54
NR11572--MA0089.1.MAFG::NFE2L1	chr6	140819554	140819559	-	0.000	0.000	Merged-chr6-140819599-25
NR146--MA0496.2.MAFK	chr1	31616475	31616493	+	0.000	0.000	Merged-chr1-31616471-4
