#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR2552--MA0036.3.GATA2	chr13	41948366	41948376	-	0.000	0.000	Merged-chr13-41948463-1
NR8601--MA0766.1.GATA5	chr7	12987631	12987638	+	0.000	0.000	Merged-chr7-12987633-12
NR8572--MA0036.3.GATA2	chr7	6127301	6127311	+	0.000	0.000	Merged-chr7-6127268-44
NR151--MA0482.1.Gata4	chr1	37544482	37544492	+	0.000	0.000	Merged-chr1-37544454-25
NR8444--MA0482.1.Gata4	chr6	136491384	136491394	-	0.000	0.000	Merged-chr6-136491563-93
NR969--MA0035.3.Gata1	chr10	26325438	26325448	+	0.000	0.000	Merged-chr10-26325461-56
NR9155--MA0482.1.Gata4	chr8	34164660	34164670	+	0.000	0.000	Merged-chr8-34164566-26
NR5498--MA1104.1.GATA6	chr2	109608254	109608266	+	0.000	0.000	Merged-chr2-109608122-1
NR996--MA0140.2.GATA1::TAL1	chr10	33050962	33050979	+	0.000	0.000	Merged-chr10-33050860-1
NR4003--MA0766.1.GATA5	chr16	57319940	57319947	+	0.000	0.000	Merged-chr16-57319907-20
NR2313--MA0036.3.GATA2	chr12	110689849	110689859	-	0.000	0.000	Merged-chr12-110689902-59
NR8282--MA0482.1.Gata4	chr6	117932748	117932758	+	0.000	0.000	Merged-chr6-117932837-16
NR6206--MA0766.1.GATA5	chr3	81201468	81201475	-	0.000	0.000	Merged-chr3-81201582-6
NR4526--MA0766.1.GATA5	chr17	71491184	71491191	-	0.000	0.000	Merged-chr17-71491103-50
NR4869--MA0035.3.Gata1	chr18	62072966	62072976	+	0.000	0.000	Merged-chr18-62072861-2
NR8614--MA0766.1.GATA5	chr7	19332941	19332948	-	0.000	0.000	Merged-chr7-19332998-44
NR2523--MA0035.3.Gata1	chr13	31930766	31930776	-	0.000	0.000	Merged-chr13-31930856-1
NR8984--MA1104.1.GATA6	chr7	125472207	125472219	-	0.000	0.000	Merged-chr7-125472313-74
NR393--MA0035.3.Gata1	chr1	94035512	94035522	+	0.000	0.000	Merged-chr1-94035484-87
NR2151--MA0036.3.GATA2	chr12	86795964	86795974	-	0.000	0.000	Merged-chr12-86795851-62
NR5560--MA0037.3.GATA3	chr2	122125776	122125783	-	0.000	0.000	Merged-chr2-122125883-8
NR2023--MA0482.1.Gata4	chr12	52718555	52718565	+	0.000	0.000	Merged-chr12-52718662-1
NR7144--MA1104.1.GATA6	chr4	135895434	135895446	-	0.000	0.000	Merged-chr4-135895375-12
NR8200--MA0766.1.GATA5	chr6	97311130	97311137	+	0.000	0.000	Merged-chr6-97311024-32
NR8856--MA0036.3.GATA2	chr7	89841972	89841982	-	0.000	0.000	Merged-chr7-89842093-31
NR6044--MA0766.1.GATA5	chr3	51744642	51744649	-	0.000	0.000	Merged-chr3-51744632-10
NR8933--MA0482.1.Gata4	chr7	113419584	113419594	-	0.000	0.000	Merged-chr7-113419557-35
NR6777--MA0482.1.Gata4	chr4	33189443	33189453	+	0.000	0.000	Merged-chr4-33189254-36
NR7488--MA0482.1.Gata4	chr5	54098238	54098248	+	0.000	0.000	Merged-chr5-54098374-26
NR4978--MA0035.3.Gata1	chr18	84355147	84355157	-	0.000	0.000	Merged-chr18-84355361-12
NR6363--MA0482.1.Gata4	chr3	122419823	122419833	-	0.000	0.000	Merged-chr3-122419865-81
NR4016--MA0766.1.GATA5	chr16	58670210	58670217	-	0.000	0.000	Merged-chr16-58670422-58
NR5639--MA1104.1.GATA6	chr2	135966824	135966836	+	0.000	0.000	Merged-chr2-135966695-1
NR4192--MA0036.3.GATA2	chr16	95798613	95798623	+	0.000	0.000	Merged-chr16-95798581-80
NR154--MA0035.3.Gata1	chr1	37544481	37544491	+	0.000	0.000	Merged-chr1-37544454-25
NR1137--MA1104.1.GATA6	chr10	69168672	69168684	-	0.000	0.000	Merged-chr10-69168741-15
NR9819--MA0482.1.Gata4	chrX	7570948	7570958	-	0.000	0.000	Merged-chrX-7570919-6
NR6676--MA0766.1.GATA5	chr4	11610149	11610156	+	0.000	0.000	Merged-chr4-11610147-18
NR6523--MA0036.3.GATA2	chr3	143915152	143915162	-	0.000	0.000	Merged-chr3-143914964-9
NR7106--MA0482.1.Gata4	chr4	126103849	126103859	+	0.000	0.000	Merged-chr4-126103759-104
NR9881--MA0036.3.GATA2	chrX	104015322	104015332	-	0.000	0.000	Merged-chrX-104015448-5
NR2349--MA0766.1.GATA5	chr12	118836262	118836269	-	0.000	0.000	Merged-chr12-118836221-3
NR2621--MA0482.1.Gata4	chr13	66991736	66991746	-	0.000	0.000	Merged-chr13-66991703-16
NR2502--MA0035.3.Gata1	chr13	20094994	20095004	+	0.000	0.000	Merged-chr13-20095026-36
NR6632--MA0036.3.GATA2	chr3	159509171	159509181	+	0.000	0.000	Merged-chr3-159509158-33
NR8665--MA0035.3.Gata1	chr7	30280500	30280510	-	0.000	0.000	Merged-chr7-30280528-94
NR7123--MA1104.1.GATA6	chr4	130774807	130774819	-	0.000	0.000	Merged-chr4-130774769-43
NR618--MA0766.1.GATA5	chr1	143202939	143202946	+	0.000	0.000	Merged-chr1-143203062-8
NR4999--MA0036.3.GATA2	chr19	4080680	4080690	+	0.000	0.000	Merged-chr19-4080806-9
NR2719--MA0036.3.GATA2	chr13	82799161	82799171	+	0.000	0.000	Merged-chr13-82799223-1
NR7139--MA0140.2.GATA1::TAL1	chr4	134372542	134372559	+	0.000	0.000	Merged-chr4-134372505-25
NR1626--MA0037.3.GATA3	chr11	53141385	53141392	+	0.000	0.000	Merged-chr11-53141237-14
NR7119--MA0482.1.Gata4	chr4	129960258	129960268	+	0.000	0.000	Merged-chr4-129960127-71
NR8478--MA0766.1.GATA5	chr6	140308148	140308155	+	0.000	0.000	Merged-chr6-140308190-9
NR592--MA0140.2.GATA1::TAL1	chr1	138550508	138550525	-	0.000	0.000	Merged-chr1-138550461-33
NR4338--MA0035.3.Gata1	chr17	21579874	21579884	-	0.000	0.000	Merged-chr17-21579709-31
NR6773--MA1104.1.GATA6	chr4	33110180	33110192	-	0.000	0.000	Merged-chr4-33110299-20
NR999--MA0140.2.GATA1::TAL1	chr10	34297540	34297557	+	0.000	0.000	Merged-chr10-34297700-62
NR2557--MA0036.3.GATA2	chr13	45371943	45371953	-	0.000	0.000	Merged-chr13-45371918-16
NR2271--MA1104.1.GATA6	chr12	99544689	99544701	+	0.000	0.000	Merged-chr12-99544732-47
NR4104--MA0766.1.GATA5	chr16	78265278	78265285	-	0.000	0.000	Merged-chr16-78265078-57
NR9849--MA0037.3.GATA3	chrX	42343745	42343752	-	0.000	0.000	Merged-chrX-42343636-58
NR7898--MA0037.3.GATA3	chr6	24031953	24031960	-	0.000	0.000	Merged-chr6-24031822-2
NR361--MA0482.1.Gata4	chr1	88578421	88578431	-	0.000	0.000	Merged-chr1-88578300-28
NR7109--MA0035.3.Gata1	chr4	126103848	126103858	+	0.000	0.000	Merged-chr4-126103759-104
NR3660--MA0140.2.GATA1::TAL1	chr15	61438664	61438681	-	0.000	0.000	Merged-chr15-61438700-21
NR858--MA1104.1.GATA6	chr10	7178821	7178833	-	0.000	0.000	Merged-chr10-7178765-13
NR7612--MA0037.3.GATA3	chr5	92204520	92204527	+	0.000	0.000	Merged-chr5-92204715-7
NR5900--MA0036.3.GATA2	chr3	19319339	19319349	-	0.000	0.000	Merged-chr3-19319228-45
NR6120--MA1104.1.GATA6	chr3	60954282	60954294	+	0.000	0.000	Merged-chr3-60954370-10
NR9719--MA1104.1.GATA6	chr9	90301324	90301336	-	0.000	0.000	Merged-chr9-90301276-26
NR967--MA1104.1.GATA6	chr10	26325437	26325449	-	0.000	0.000	Merged-chr10-26325461-56
NR4394--MA0035.3.Gata1	chr17	35993988	35993998	+	0.000	0.000	Merged-chr17-35993975-42
NR2504--MA0482.1.Gata4	chr13	23556074	23556084	-	0.000	0.000	Merged-chr13-23556170-26
NR3930--MA0482.1.Gata4	chr16	42172734	42172744	-	0.000	0.000	Merged-chr16-42172689-43
NR3811--MA0035.3.Gata1	chr16	7419925	7419935	+	0.000	0.000	Merged-chr16-7419949-42
NR8728--MA0766.1.GATA5	chr7	58319576	58319583	-	0.000	0.000	Merged-chr7-58319604-3
NR6573--MA0482.1.Gata4	chr3	152919363	152919373	+	0.000	0.000	Merged-chr3-152919231-7
NR3792--MA0035.3.Gata1	chr16	5746817	5746827	+	0.000	0.000	Merged-chr16-5746649-1
NR2807--MA0036.3.GATA2	chr13	95524826	95524836	+	0.000	0.000	Merged-chr13-95524749-120
NR6429--MA0766.1.GATA5	chr3	133623448	133623455	-	0.000	0.000	Merged-chr3-133623556-36
NR4545--MA0482.1.Gata4	chr17	80062160	80062170	+	0.000	0.000	Merged-chr17-80062114-120
NR7207--MA0482.1.Gata4	chr4	150517582	150517592	+	0.000	0.000	Merged-chr4-150517532-35
NR8904--MA0482.1.Gata4	chr7	107788515	107788525	-	0.000	0.000	Merged-chr7-107788483-31
NR2169--MA0036.3.GATA2	chr12	89719510	89719520	-	0.000	0.000	Merged-chr12-89719457-81
NR933--MA0037.3.GATA3	chr10	21092871	21092878	-	0.000	0.000	Merged-chr10-21092817-9
NR9937--MA0037.3.GATA3	chrX	166329313	166329320	-	0.000	0.000	Merged-chrX-166329162-24
NR2498--MA0482.1.Gata4	chr13	20094995	20095005	+	0.000	0.000	Merged-chr13-20095026-36
NR167--MA0036.3.GATA2	chr1	44101606	44101616	-	0.000	0.000	Merged-chr1-44101717-6
NR1782--MA0766.1.GATA5	chr11	116782936	116782943	-	0.000	0.000	Merged-chr11-116782885-34
NR7912--MA0035.3.Gata1	chr6	29229408	29229418	-	0.000	0.000	Merged-chr6-29229534-5
NR5961--MA0035.3.Gata1	chr3	38371852	38371862	+	0.000	0.000	Merged-chr3-38371815-1
NR152--MA1104.1.GATA6	chr1	37544480	37544492	-	0.000	0.000	Merged-chr1-37544454-25
NR8537--MA0482.1.Gata4	chr6	144329733	144329743	+	0.000	0.000	Merged-chr6-144329601-7
NR8445--MA1104.1.GATA6	chr6	136491384	136491396	+	0.000	0.000	Merged-chr6-136491563-93
NR8352--MA0035.3.Gata1	chr6	128972764	128972774	-	0.000	0.000	Merged-chr6-128972909-46
NR1108--MA1104.1.GATA6	chr10	61559862	61559874	-	0.000	0.000	Merged-chr10-61559785-43
NR3062--MA0140.2.GATA1::TAL1	chr14	27562718	27562735	-	0.000	0.000	Merged-chr14-27562668-44
NR3662--MA0035.3.Gata1	chr15	62730608	62730618	-	0.000	0.000	Merged-chr15-62730717-24
NR8004--MA0035.3.Gata1	chr6	54118991	54119001	+	0.000	0.000	Merged-chr6-54119085-6
NR9427--MA0037.3.GATA3	chr8	125351842	125351849	+	0.000	0.000	Merged-chr8-125351679-18
NR7920--MA0036.3.GATA2	chr6	31033453	31033463	+	0.000	0.000	Merged-chr6-31033300-19
NR8426--MA0036.3.GATA2	chr6	134189984	134189994	-	0.000	0.000	Merged-chr6-134189868-22
NR1565--MA0037.3.GATA3	chr11	22813645	22813652	+	0.000	0.000	Merged-chr11-22813643-1
NR8140--MA1104.1.GATA6	chr6	70805650	70805662	-	0.000	0.000	Merged-chr6-70805784-73
NR9852--MA0036.3.GATA2	chrX	42343744	42343754	+	0.000	0.000	Merged-chrX-42343636-58
NR4396--MA0482.1.Gata4	chr17	36020625	36020635	-	0.000	0.000	Merged-chr17-36020745-74
NR5448--MA0037.3.GATA3	chr2	92192029	92192036	+	0.000	0.000	Merged-chr2-92192158-30
NR261--MA0037.3.GATA3	chr1	66987717	66987724	-	0.000	0.000	Merged-chr1-66987794-41
NR3768--MA0037.3.GATA3	chr15	103339526	103339533	-	0.000	0.000	Merged-chr15-103339534-3
NR1127--MA0140.2.GATA1::TAL1	chr10	68119447	68119464	+	0.000	0.000	Merged-chr10-68119461-23
NR7925--MA0035.3.Gata1	chr6	34129482	34129492	-	0.000	0.000	Merged-chr6-34129458-5
NR8934--MA1104.1.GATA6	chr7	113419584	113419596	+	0.000	0.000	Merged-chr7-113419557-35
NR6364--MA1104.1.GATA6	chr3	122419823	122419835	+	0.000	0.000	Merged-chr3-122419865-81
NR6236--MA0036.3.GATA2	chr3	84461169	84461179	-	0.000	0.000	Merged-chr3-84461060-54
NR9483--MA0037.3.GATA3	chr9	13536930	13536937	+	0.000	0.000	Merged-chr9-13536890-20
NR265--MA0766.1.GATA5	chr1	66987717	66987724	-	0.000	0.000	Merged-chr1-66987794-41
NR9340--MA0037.3.GATA3	chr8	107164414	107164421	-	0.000	0.000	Merged-chr8-107164486-19
NR5573--MA0035.3.Gata1	chr2	122668168	122668178	-	0.000	0.000	Merged-chr2-122668057-9
NR5743--MA0036.3.GATA2	chr2	150748923	150748933	-	0.000	0.000	Merged-chr2-150749158-47
NR4004--MA0035.3.Gata1	chr16	57319938	57319948	-	0.000	0.000	Merged-chr16-57319907-20
NR2622--MA1104.1.GATA6	chr13	66991736	66991748	+	0.000	0.000	Merged-chr13-66991703-16
NR6207--MA0035.3.Gata1	chr3	81201467	81201477	+	0.000	0.000	Merged-chr3-81201582-6
NR4527--MA0035.3.Gata1	chr17	71491183	71491193	+	0.000	0.000	Merged-chr17-71491103-50
NR8615--MA0035.3.Gata1	chr7	19332940	19332950	+	0.000	0.000	Merged-chr7-19332998-44
NR3999--MA0037.3.GATA3	chr16	57319940	57319947	+	0.000	0.000	Merged-chr16-57319907-20
NR8319--MA0766.1.GATA5	chr6	124750614	124750621	+	0.000	0.000	Merged-chr6-124750623-14
NR5009--MA0482.1.Gata4	chr19	6015318	6015328	+	0.000	0.000	Merged-chr19-6015500-73
NR9940--MA0036.3.GATA2	chrX	166329312	166329322	+	0.000	0.000	Merged-chrX-166329162-24
NR4688--MA0766.1.GATA5	chr18	21122265	21122272	-	0.000	0.000	Merged-chr18-21122105-31
NR6045--MA0035.3.Gata1	chr3	51744641	51744651	+	0.000	0.000	Merged-chr3-51744632-10
NR616--MA0482.1.Gata4	chr1	143202936	143202946	-	0.000	0.000	Merged-chr1-143203062-8
NR3901--MA0482.1.Gata4	chr16	30252200	30252210	-	0.000	0.000	Merged-chr16-30252274-42
NR4017--MA0035.3.Gata1	chr16	58670209	58670219	+	0.000	0.000	Merged-chr16-58670422-58
NR1557--MA0037.3.GATA3	chr11	21103248	21103255	-	0.000	0.000	Merged-chr11-21103382-12
NR6467--MA0036.3.GATA2	chr3	136611952	136611962	-	0.000	0.000	Merged-chr3-136611929-48
NR6273--MA0482.1.Gata4	chr3	96580269	96580279	+	0.000	0.000	Merged-chr3-96580278-43
NR8480--MA0037.3.GATA3	chr6	140308227	140308234	-	0.000	0.000	Merged-chr6-140308190-9
NR362--MA1104.1.GATA6	chr1	88578421	88578433	+	0.000	0.000	Merged-chr1-88578300-28
NR9430--MA0036.3.GATA2	chr8	125351840	125351850	-	0.000	0.000	Merged-chr8-125351679-18
NR4168--MA0036.3.GATA2	chr16	91413417	91413427	-	0.000	0.000	Merged-chr16-91413429-37
NR1905--MA0036.3.GATA2	chr12	28735564	28735574	-	0.000	0.000	Merged-chr12-28735423-1
NR7402--MA0036.3.GATA2	chr5	29200062	29200072	+	0.000	0.000	Merged-chr5-29200032-4
NR5451--MA0036.3.GATA2	chr2	92192027	92192037	-	0.000	0.000	Merged-chr2-92192158-30
NR3771--MA0036.3.GATA2	chr15	103339525	103339535	+	0.000	0.000	Merged-chr15-103339534-3
NR6832--MA0037.3.GATA3	chr4	53384822	53384829	-	0.000	0.000	Merged-chr4-53384912-31
NR8350--MA1104.1.GATA6	chr6	128972763	128972775	+	0.000	0.000	Merged-chr6-128972909-46
NR7983--MA0482.1.Gata4	chr6	49983945	49983955	+	0.000	0.000	Merged-chr6-49983913-9
NR8668--MA1104.1.GATA6	chr7	30373719	30373731	+	0.000	0.000	Merged-chr7-30373731-40
NR6670--MA0037.3.GATA3	chr4	11404221	11404228	-	0.000	0.000	Merged-chr4-11404244-13
NR6574--MA1104.1.GATA6	chr3	152919361	152919373	-	0.000	0.000	Merged-chr3-152919231-7
NR5496--MA0037.3.GATA3	chr2	109608257	109608264	+	0.000	0.000	Merged-chr2-109608122-1
NR1903--MA1104.1.GATA6	chr12	28735563	28735575	+	0.000	0.000	Merged-chr12-28735423-1
NR9855--MA0037.3.GATA3	chrX	42511293	42511300	+	0.000	0.000	Merged-chrX-42511352-16
NR8479--MA0035.3.Gata1	chr6	140308146	140308156	-	0.000	0.000	Merged-chr6-140308190-9
NR5060--MA0766.1.GATA5	chr19	32998972	32998979	+	0.000	0.000	Merged-chr19-32999080-29
NR5321--MA0036.3.GATA2	chr2	59469817	59469827	+	0.000	0.000	Merged-chr2-59469655-1
NR7208--MA1104.1.GATA6	chr4	150517580	150517592	-	0.000	0.000	Merged-chr4-150517532-35
NR8726--MA0482.1.Gata4	chr7	58319576	58319586	+	0.000	0.000	Merged-chr7-58319604-3
NR1714--MA0035.3.Gata1	chr11	90488275	90488285	+	0.000	0.000	Merged-chr11-90488376-19
NR4105--MA0035.3.Gata1	chr16	78265277	78265287	+	0.000	0.000	Merged-chr16-78265078-57
NR2518--MA1104.1.GATA6	chr13	30742667	30742679	+	0.000	0.000	Merged-chr13-30742638-44
NR7211--MA0035.3.Gata1	chr4	150517581	150517591	+	0.000	0.000	Merged-chr4-150517532-35
NR2499--MA1104.1.GATA6	chr13	20094993	20095005	-	0.000	0.000	Merged-chr13-20095026-36
NR3545--MA0036.3.GATA2	chr15	36440113	36440123	-	0.000	0.000	Merged-chr15-36440213-15
NR1671--MA0482.1.Gata4	chr11	70240049	70240059	+	0.000	0.000	Merged-chr11-70239985-43
NR8538--MA1104.1.GATA6	chr6	144329731	144329743	-	0.000	0.000	Merged-chr6-144329601-7
NR1850--MA1104.1.GATA6	chr12	16185621	16185633	-	0.000	0.000	Merged-chr12-16185844-40
NR3755--MA0035.3.Gata1	chr15	100041054	100041064	-	0.000	0.000	Merged-chr15-100041039-1
NR1135--MA0037.3.GATA3	chr10	69168674	69168681	-	0.000	0.000	Merged-chr10-69168741-15
NR9161--MA0766.1.GATA5	chr8	35250947	35250954	-	0.000	0.000	Merged-chr8-35250826-10
NR5663--MA0482.1.Gata4	chr2	140051793	140051803	-	0.000	0.000	Merged-chr2-140051762-17
NR1560--MA0036.3.GATA2	chr11	21103247	21103257	+	0.000	0.000	Merged-chr11-21103382-12
NR3593--MA0035.3.Gata1	chr15	43869842	43869852	+	0.000	0.000	Merged-chr15-43869939-26
NR4397--MA1104.1.GATA6	chr17	36020625	36020637	+	0.000	0.000	Merged-chr17-36020745-74
NR9812--MA0766.1.GATA5	chrX	7421269	7421276	+	0.000	0.000	Merged-chrX-7421154-31
NR2599--MA0766.1.GATA5	chr13	61996743	61996750	-	0.000	0.000	Merged-chr13-61996796-15
NR9783--MA0036.3.GATA2	chr9	116138612	116138622	+	0.000	0.000	Merged-chr9-116138726-20
NR7790--MA0035.3.Gata1	chr5	149392279	149392289	-	0.000	0.000	Merged-chr5-149392157-30
NR5002--MA0140.2.GATA1::TAL1	chr19	4080682	4080699	+	0.000	0.000	Merged-chr19-4080806-9
NR1564--MA0140.2.GATA1::TAL1	chr11	21167122	21167139	+	0.000	0.000	Merged-chr11-21166963-42
NR5324--MA0140.2.GATA1::TAL1	chr2	59474550	59474567	-	0.000	0.000	Merged-chr2-59474458-28
NR4730--MA0037.3.GATA3	chr18	39091413	39091420	+	0.000	0.000	Merged-chr18-39091619-9
NR3652--MA1104.1.GATA6	chr15	60112100	60112112	-	0.000	0.000	Merged-chr15-60111990-62
NR1793--MA0482.1.Gata4	chr12	3441670	3441680	+	0.000	0.000	Merged-chr12-3441534-29
NR9706--MA0036.3.GATA2	chr9	86579814	86579824	+	0.000	0.000	Merged-chr9-86579809-9
NR2299--MA0482.1.Gata4	chr12	107362204	107362214	-	0.000	0.000	Merged-chr12-107362270-34
NR4733--MA0140.2.GATA1::TAL1	chr18	39091402	39091419	-	0.000	0.000	Merged-chr18-39091619-9
NR4041--MA0482.1.Gata4	chr16	64766975	64766985	+	0.000	0.000	Merged-chr16-64766994-6
NR2308--MA0035.3.Gata1	chr12	108763691	108763701	-	0.000	0.000	Merged-chr12-108763648-15
NR1692--MA0766.1.GATA5	chr11	80068121	80068128	-	0.000	0.000	Merged-chr11-80068268-1
NR1963--MA0766.1.GATA5	chr12	40427691	40427698	+	0.000	0.000	Merged-chr12-40427719-34
NR2536--MA0482.1.Gata4	chr13	36886172	36886182	-	0.000	0.000	Merged-chr13-36886287-43
NR5642--MA0482.1.Gata4	chr2	135966847	135966857	+	0.000	0.000	Merged-chr2-135966695-1
NR1615--MA0766.1.GATA5	chr11	46389539	46389546	-	0.000	0.000	Merged-chr11-46389577-59
NR8212--MA1104.1.GATA6	chr6	99220739	99220751	-	0.000	0.000	Merged-chr6-99220619-12
NR4468--MA0482.1.Gata4	chr17	62784084	62784094	+	0.000	0.000	Merged-chr17-62784192-42
NR5151--MA0036.3.GATA2	chr2	15090643	15090653	+	0.000	0.000	Merged-chr2-15090616-14
NR6675--MA0037.3.GATA3	chr4	11610149	11610156	+	0.000	0.000	Merged-chr4-11610147-18
NR4054--MA0482.1.Gata4	chr16	65448997	65449007	-	0.000	0.000	Merged-chr16-65448972-5
NR4325--MA0482.1.Gata4	chr17	17838231	17838241	+	0.000	0.000	Merged-chr17-17838305-60
NR856--MA0037.3.GATA3	chr10	7178823	7178830	-	0.000	0.000	Merged-chr10-7178765-13
NR9717--MA0037.3.GATA3	chr9	90301326	90301333	-	0.000	0.000	Merged-chr9-90301276-26
NR6114--MA0482.1.Gata4	chr3	60954220	60954230	-	0.000	0.000	Merged-chr3-60954370-10
NR3898--MA0036.3.GATA2	chr16	29856392	29856402	+	0.000	0.000	Merged-chr16-29856280-19
NR8838--MA0140.2.GATA1::TAL1	chr7	82834504	82834521	+	0.000	0.000	Merged-chr7-82834673-11
NR1900--MA0482.1.Gata4	chr12	28735552	28735562	-	0.000	0.000	Merged-chr12-28735423-1
NR6274--MA1104.1.GATA6	chr3	96580267	96580279	-	0.000	0.000	Merged-chr3-96580278-43
NR7147--MA0037.3.GATA3	chr4	136180265	136180272	+	0.000	0.000	Merged-chr4-136180395-76
NR4686--MA0482.1.Gata4	chr18	21122265	21122275	+	0.000	0.000	Merged-chr18-21122105-31
NR5640--MA0036.3.GATA2	chr2	135966825	135966835	-	0.000	0.000	Merged-chr2-135966695-1
NR4071--MA0037.3.GATA3	chr16	66086702	66086709	-	0.000	0.000	Merged-chr16-66086640-17
NR7399--MA0037.3.GATA3	chr5	29200063	29200070	-	0.000	0.000	Merged-chr5-29200032-4
NR7843--MA0036.3.GATA2	chr6	8365059	8365069	+	0.000	0.000	Merged-chr6-8365103-3
NR1947--MA0482.1.Gata4	chr12	37101493	37101503	-	0.000	0.000	Merged-chr12-37101524-1
NR2539--MA0035.3.Gata1	chr13	36886173	36886183	-	0.000	0.000	Merged-chr13-36886287-43
NR9367--MA0140.2.GATA1::TAL1	chr8	109750692	109750709	-	0.000	0.000	Merged-chr8-109750822-50
NR8216--MA0766.1.GATA5	chr6	99220741	99220748	-	0.000	0.000	Merged-chr6-99220619-12
NR9710--MA0140.2.GATA1::TAL1	chr9	87027721	87027738	-	0.000	0.000	Merged-chr9-87027785-39
NR9371--MA0766.1.GATA5	chr8	111566113	111566120	-	0.000	0.000	Merged-chr8-111566005-2
NR5231--MA0035.3.Gata1	chr2	35445343	35445353	+	0.000	0.000	Merged-chr2-35445506-29
NR978--MA0037.3.GATA3	chr10	28674113	28674120	+	0.000	0.000	Merged-chr10-28674060-27
NR5005--MA0140.2.GATA1::TAL1	chr19	5348972	5348989	+	0.000	0.000	Merged-chr19-5349151-26
NR4479--MA0036.3.GATA2	chr17	64208601	64208611	-	0.000	0.000	Merged-chr17-64208497-3
NR3931--MA0035.3.Gata1	chr16	42172735	42172745	-	0.000	0.000	Merged-chr16-42172689-43
NR4556--MA0482.1.Gata4	chr17	80419076	80419086	+	0.000	0.000	Merged-chr17-80418993-27
NR6117--MA0035.3.Gata1	chr3	60954221	60954231	-	0.000	0.000	Merged-chr3-60954370-10
NR9223--MA0035.3.Gata1	chr8	54436802	54436812	+	0.000	0.000	Merged-chr8-54436651-1
NR146--MA0482.1.Gata4	chr1	36920487	36920497	+	0.000	0.000	Merged-chr1-36920402-81
NR1751--MA0482.1.Gata4	chr11	106057070	106057080	+	0.000	0.000	Merged-chr11-106057103-42
NR5557--MA0036.3.GATA2	chr2	121457052	121457062	+	0.000	0.000	Merged-chr2-121457132-54
NR6539--MA0036.3.GATA2	chr3	146127389	146127399	+	0.000	0.000	Merged-chr3-146127552-12
NR1697--MA0140.2.GATA1::TAL1	chr11	81613360	81613377	+	0.000	0.000	Merged-chr11-81613412-31
NR5143--MA0036.3.GATA2	chr2	13132684	13132694	-	0.000	0.000	Merged-chr2-13132891-60
NR8727--MA1104.1.GATA6	chr7	58319574	58319586	-	0.000	0.000	Merged-chr7-58319604-3
NR8932--MA0037.3.GATA3	chr7	113419587	113419594	+	0.000	0.000	Merged-chr7-113419557-35
NR6776--MA0037.3.GATA3	chr4	33189443	33189450	-	0.000	0.000	Merged-chr4-33189254-36
NR7532--MA0482.1.Gata4	chr5	64519185	64519195	-	0.000	0.000	Merged-chr5-64519093-9
NR6362--MA0037.3.GATA3	chr3	122419826	122419833	+	0.000	0.000	Merged-chr3-122419865-81
NR6358--MA0482.1.Gata4	chr3	121444112	121444122	+	0.000	0.000	Merged-chr3-121444097-11
NR9345--MA0035.3.Gata1	chr8	107164413	107164423	+	0.000	0.000	Merged-chr8-107164486-19
NR9720--MA0036.3.GATA2	chr9	90301325	90301335	+	0.000	0.000	Merged-chr9-90301276-26
NR149--MA0035.3.Gata1	chr1	36920486	36920496	+	0.000	0.000	Merged-chr1-36920402-81
NR5664--MA1104.1.GATA6	chr2	140051793	140051805	+	0.000	0.000	Merged-chr2-140051762-17
NR8326--MA1104.1.GATA6	chr6	126849234	126849246	+	0.000	0.000	Merged-chr6-126849069-62
NR9767--MA0036.3.GATA2	chr9	112174908	112174918	-	0.000	0.000	Merged-chr9-112174843-101
NR7105--MA0037.3.GATA3	chr4	126103849	126103856	-	0.000	0.000	Merged-chr4-126103759-104
NR6119--MA0482.1.Gata4	chr3	60954282	60954292	-	0.000	0.000	Merged-chr3-60954370-10
NR7155--MA0035.3.Gata1	chr4	140815639	140815649	+	0.000	0.000	Merged-chr4-140815831-84
NR2620--MA0037.3.GATA3	chr13	66991739	66991746	+	0.000	0.000	Merged-chr13-66991703-16
NR3976--MA0140.2.GATA1::TAL1	chr16	49962625	49962642	-	0.000	0.000	Merged-chr16-49962562-39
NR5061--MA0035.3.Gata1	chr19	32998970	32998980	-	0.000	0.000	Merged-chr19-32999080-29
NR1794--MA1104.1.GATA6	chr12	3441668	3441680	-	0.000	0.000	Merged-chr12-3441534-29
NR3547--MA0140.2.GATA1::TAL1	chr15	36440104	36440121	-	0.000	0.000	Merged-chr15-36440213-15
NR9899--MA0766.1.GATA5	chrX	114474363	114474370	+	0.000	0.000	Merged-chrX-114474330-36
NR6768--MA1104.1.GATA6	chr4	32615367	32615379	-	0.000	0.000	Merged-chr4-32615355-52
NR2537--MA1104.1.GATA6	chr13	36886172	36886184	+	0.000	0.000	Merged-chr13-36886287-43
NR6098--MA0036.3.GATA2	chr3	60408699	60408709	+	0.000	0.000	Merged-chr3-60408838-69
