#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1.up.bed
NR6193--MA0591.1.Bach1::Mafk	chr17	18462876	18462890	-	0.000	0.000	Merged-chr17-18462916-14
NR980--MA0117.2.Mafb	chr1	167296085	167296096	+	0.000	0.000	Merged-chr1-167296095-13
NR3582--MA0089.1.MAFG::NFE2L1	chr13	13564505	13564510	-	0.000	0.000	Merged-chr13-13564699-51
NR5280--MA0591.1.Bach1::Mafk	chr15	72908852	72908866	+	0.000	0.000	Merged-chr15-72908989-3
NR6785--MA0501.1.MAF::NFE2	chr18	39031391	39031405	-	0.000	0.000	Merged-chr18-39031215-33
NR4591--MA0117.2.Mafb	chr14	52553468	52553479	+	0.000	0.000	Merged-chr14-52553618-9
NR6943--MA0591.1.Bach1::Mafk	chr18	67301726	67301740	+	0.000	0.000	Merged-chr18-67301646-31
NR7726--MA0089.1.MAFG::NFE2L1	chr2	52891300	52891305	-	0.000	0.000	Merged-chr2-52891472-34
NR499--MA0496.2.MAFK	chr1	92119342	92119360	+	0.000	0.000	Merged-chr1-92119439-48
NR750--MA0591.1.Bach1::Mafk	chr1	136346239	136346253	+	0.000	0.000	Merged-chr1-136346026-74
NR12069--MA0089.1.MAFG::NFE2L1	chr6	108426895	108426900	+	0.000	0.000	Merged-chr6-108426934-21
NR1824--MA0089.1.MAFG::NFE2L1	chr10	89487168	89487173	+	0.000	0.000	Merged-chr10-89487316-19
NR7063--MA0591.1.Bach1::Mafk	chr18	80619710	80619724	+	0.000	0.000	Merged-chr18-80619586-33
NR7610--MA0117.2.Mafb	chr2	32921209	32921220	-	0.000	0.000	Merged-chr2-32921398-14
NR8485--MA0117.2.Mafb	chr2	152029510	152029521	+	0.000	0.000	Merged-chr2-152029501-52
NR3731--MA0591.1.Bach1::Mafk	chr13	44260149	44260163	+	0.000	0.000	Merged-chr13-44260111-9
NR949--MA0117.2.Mafb	chr1	163910307	163910318	-	0.000	0.000	Merged-chr1-163910520-32
NR10967--MA0496.2.MAFK	chr5	68033469	68033487	+	0.000	0.000	Merged-chr5-68033501-23
NR14308--MA0117.2.Mafb	chr9	52356768	52356779	+	0.000	0.000	Merged-chr9-52356728-32
NR6794--MA0591.1.Bach1::Mafk	chr18	43477803	43477817	-	0.000	0.000	Merged-chr18-43477812-17
NR7813--MA0089.1.MAFG::NFE2L1	chr2	65422048	65422053	+	0.000	0.000	Merged-chr2-65422005-11
NR7604--MA0495.2.MAFF	chr2	32181554	32181574	+	0.000	0.000	Merged-chr2-32181600-13
NR7322--MA0089.1.MAFG::NFE2L1	chr19	36364984	36364989	-	0.000	0.000	Merged-chr19-36364955-22
NR13952--MA0089.1.MAFG::NFE2L1	chr8	117395282	117395287	-	0.000	0.000	Merged-chr8-117395323-13
NR3831--MA0495.2.MAFF	chr13	58206782	58206802	+	0.000	0.000	Merged-chr13-58206802-1
NR3203--MA0089.1.MAFG::NFE2L1	chr12	91009109	91009114	-	0.000	0.000	Merged-chr12-91009085-35
NR11195--MA0117.2.Mafb	chr5	106982741	106982752	+	0.000	0.000	Merged-chr5-106982609-23
NR3023--MA0591.1.Bach1::Mafk	chr12	52644365	52644379	+	0.000	0.000	Merged-chr12-52644289-23
NR14353--MA0659.1.MAFG	chr9	62425367	62425387	-	0.000	0.000	Merged-chr9-62425384-15
NR6608--MA0089.1.MAFG::NFE2L1	chr17	88511407	88511412	-	0.000	0.000	Merged-chr17-88511397-31
NR7599--MA0496.2.MAFK	chr2	31172200	31172218	+	0.000	0.000	Merged-chr2-31172206-22
NR2965--MA0495.2.MAFF	chr12	36474437	36474457	-	0.000	0.000	Merged-chr12-36474390-19
NR489--MA0089.1.MAFG::NFE2L1	chr1	92051561	92051566	-	0.000	0.000	Merged-chr1-92051444-84
NR5378--MA0089.1.MAFG::NFE2L1	chr15	86054364	86054369	-	0.000	0.000	Merged-chr15-86054318-51
NR5754--MA0089.1.MAFG::NFE2L1	chr16	49016785	49016790	+	0.000	0.000	Merged-chr16-49016858-18
NR13357--MA0117.2.Mafb	chr7	144907945	144907956	+	0.000	0.000	Merged-chr7-144908072-14
NR5263--MA0089.1.MAFG::NFE2L1	chr15	65810926	65810931	-	0.000	0.000	Merged-chr15-65810890-18
NR159--MA0496.2.MAFK	chr1	40086087	40086105	+	0.000	0.000	Merged-chr1-40085963-65
NR5574--MA0659.1.MAFG	chr16	23274635	23274655	-	0.000	0.000	Merged-chr16-23274580-84
NR7248--MA0089.1.MAFG::NFE2L1	chr19	21547767	21547772	+	0.000	0.000	Merged-chr19-21547622-17
NR14494--MA0501.1.MAF::NFE2	chr9	86373334	86373348	+	0.000	0.000	Merged-chr9-86373415-51
NR5969--MA0089.1.MAFG::NFE2L1	chr16	87394136	87394141	-	0.000	0.000	Merged-chr16-87394132-33
NR3129--MA0089.1.MAFG::NFE2L1	chr12	76950450	76950455	+	0.000	0.000	Merged-chr12-76950525-26
NR11095--MA0495.2.MAFF	chr5	98016905	98016925	+	0.000	0.000	Merged-chr5-98016849-63
NR1868--MA0117.2.Mafb	chr10	94919750	94919761	+	0.000	0.000	Merged-chr10-94919760-32
NR1727--MA0496.2.MAFK	chr10	79937281	79937299	+	0.000	0.000	Merged-chr10-79937148-47
NR5773--MA0496.2.MAFK	chr16	50737728	50737746	-	0.000	0.000	Merged-chr16-50737708-13
NR2368--MA0591.1.Bach1::Mafk	chr11	51264661	51264675	+	0.000	0.000	Merged-chr11-51264498-29
NR6563--MA0501.1.MAF::NFE2	chr17	80933610	80933624	-	0.000	0.000	Merged-chr17-80933774-41
NR14114--MA0495.2.MAFF	chr9	14248437	14248457	-	0.000	0.000	Merged-chr9-14248366-20
NR8806--MA0495.2.MAFF	chr3	18243867	18243887	-	0.000	0.000	Merged-chr3-18243680-52
NR1436--MA0501.1.MAF::NFE2	chr10	28695161	28695175	-	0.000	0.000	Merged-chr10-28695198-52
NR9409--MA0501.1.MAF::NFE2	chr3	121874818	121874832	+	0.000	0.000	Merged-chr3-121874730-10
NR7335--MA0089.1.MAFG::NFE2L1	chr19	41378507	41378512	+	0.000	0.000	Merged-chr19-41378616-18
NR494--MA0591.1.Bach1::Mafk	chr1	92119344	92119358	+	0.000	0.000	Merged-chr1-92119439-48
NR11125--MA0089.1.MAFG::NFE2L1	chr5	100912444	100912449	-	0.000	0.000	Merged-chr5-100912544-49
NR5189--MA0089.1.MAFG::NFE2L1	chr15	55097473	55097478	-	0.000	0.000	Merged-chr15-55097336-26
NR10982--MA0501.1.MAF::NFE2	chr5	73199814	73199828	-	0.000	0.000	Merged-chr5-73199876-43
NR2003--MA0591.1.Bach1::Mafk	chr10	118172625	118172639	+	0.000	0.000	Merged-chr10-118172658-46
NR10070--MA0591.1.Bach1::Mafk	chr4	86750829	86750843	-	0.000	0.000	Merged-chr4-86750730-34
NR1553--MA0495.2.MAFF	chr10	53346649	53346669	+	0.000	0.000	Merged-chr10-53346835-25
NR12968--MA0591.1.Bach1::Mafk	chr7	101027761	101027775	+	0.000	0.000	Merged-chr7-101027827-19
NR1648--MA0089.1.MAFG::NFE2L1	chr10	67891428	67891433	-	0.000	0.000	Merged-chr10-67891340-18
NR13185--MA0089.1.MAFG::NFE2L1	chr7	125512077	125512082	-	0.000	0.000	Merged-chr7-125512112-4
NR11733--MA0591.1.Bach1::Mafk	chr6	54107480	54107494	-	0.000	0.000	Merged-chr6-54107486-10
NR13561--MA0089.1.MAFG::NFE2L1	chr8	64935230	64935235	+	0.000	0.000	Merged-chr8-64935114-22
NR14897--MA0496.2.MAFK	chrX	71468814	71468832	-	0.000	0.000	Merged-chrX-71468864-48
NR3562--MA0591.1.Bach1::Mafk	chr13	9882506	9882520	+	0.000	0.000	Merged-chr13-9882509-19
NR15055--MA0089.1.MAFG::NFE2L1	chrX	151096280	151096285	+	0.000	0.000	Merged-chrX-151096457-56
NR8060--MA0117.2.Mafb	chr2	104095846	104095857	-	0.000	0.000	Merged-chr2-104095908-22
NR9495--MA0089.1.MAFG::NFE2L1	chr3	132684128	132684133	-	0.000	0.000	Merged-chr3-132684136-80
NR9285--MA0501.1.MAF::NFE2	chr3	105763612	105763626	+	0.000	0.000	Merged-chr3-105763665-52
NR4209--MA0496.2.MAFK	chr13	112466860	112466878	+	0.000	0.000	Merged-chr13-112466730-20
NR6808--MA0089.1.MAFG::NFE2L1	chr18	46013384	46013389	-	0.000	0.000	Merged-chr18-46013388-48
NR11059--MA0496.2.MAFK	chr5	92375102	92375120	+	0.000	0.000	Merged-chr5-92374946-3
NR730--MA0591.1.Bach1::Mafk	chr1	133146151	133146165	-	0.000	0.000	Merged-chr1-133146237-29
NR9986--MA0591.1.Bach1::Mafk	chr4	62502309	62502323	-	0.000	0.000	Merged-chr4-62502251-45
NR11652--MA0117.2.Mafb	chr6	34869617	34869628	-	0.000	0.000	Merged-chr6-34869594-48
NR4805--MA0495.2.MAFF	chr14	86239027	86239047	+	0.000	0.000	Merged-chr14-86238911-3
NR9103--MA0089.1.MAFG::NFE2L1	chr3	84395281	84395286	-	0.000	0.000	Merged-chr3-84395228-27
NR11238--MA0089.1.MAFG::NFE2L1	chr5	112275279	112275284	+	0.000	0.000	Merged-chr5-112275327-24
NR424--MA0495.2.MAFF	chr1	85250857	85250877	+	0.000	0.000	Merged-chr1-85250842-29
NR4046--MA0591.1.Bach1::Mafk	chr13	96487438	96487452	-	0.000	0.000	Merged-chr13-96487488-44
NR10384--MA0089.1.MAFG::NFE2L1	chr4	130292523	130292528	+	0.000	0.000	Merged-chr4-130292538-17
NR6970--MA0089.1.MAFG::NFE2L1	chr18	69346309	69346314	+	0.000	0.000	Merged-chr18-69346424-51
NR13702--MA0501.1.MAF::NFE2	chr8	81769257	81769271	+	0.000	0.000	Merged-chr8-81769276-10
NR10760--MA0089.1.MAFG::NFE2L1	chr5	30240764	30240769	-	0.000	0.000	Merged-chr5-30240775-35
NR4047--MA0501.1.MAF::NFE2	chr13	96487435	96487449	-	0.000	0.000	Merged-chr13-96487488-44
NR9477--MA0117.2.Mafb	chr3	130832127	130832138	-	0.000	0.000	Merged-chr3-130832005-7
NR1658--MA0117.2.Mafb	chr10	71362053	71362064	+	0.000	0.000	Merged-chr10-71362071-33
NR7412--MA0495.2.MAFF	chr19	56822157	56822177	-	0.000	0.000	Merged-chr19-56822073-89
NR6409--MA0117.2.Mafb	chr17	53658757	53658768	+	0.000	0.000	Merged-chr17-53658882-10
NR11600--MA0501.1.MAF::NFE2	chr6	28928148	28928162	+	0.000	0.000	Merged-chr6-28928131-16
NR8088--MA0089.1.MAFG::NFE2L1	chr2	112367902	112367907	+	0.000	0.000	Merged-chr2-112367834-78
NR11325--MA0089.1.MAFG::NFE2L1	chr5	130088240	130088245	-	0.000	0.000	Merged-chr5-130088239-22
NR7044--MA0089.1.MAFG::NFE2L1	chr18	79263189	79263194	+	0.000	0.000	Merged-chr18-79263255-24
NR12818--MA0591.1.Bach1::Mafk	chr7	75118135	75118149	-	0.000	0.000	Merged-chr7-75118252-11
NR5765--MA0089.1.MAFG::NFE2L1	chr16	50736973	50736978	-	0.000	0.000	Merged-chr16-50736996-81
NR13044--MA0117.2.Mafb	chr7	110061589	110061600	-	0.000	0.000	Merged-chr7-110061592-78
NR3736--MA0501.1.MAF::NFE2	chr13	44260146	44260160	-	0.000	0.000	Merged-chr13-44260111-9
NR12630--MA0089.1.MAFG::NFE2L1	chr7	27553147	27553152	-	0.000	0.000	Merged-chr7-27553175-53
NR4807--MA0659.1.MAFG	chr14	86239027	86239047	+	0.000	0.000	Merged-chr14-86238911-3
NR9029--MA0089.1.MAFG::NFE2L1	chr3	67374055	67374060	-	0.000	0.000	Merged-chr3-67374115-44
NR6673--MA0117.2.Mafb	chr18	12876634	12876645	+	0.000	0.000	Merged-chr18-12876665-8
NR12070--MA0591.1.Bach1::Mafk	chr6	108477012	108477026	-	0.000	0.000	Merged-chr6-108477065-48
NR12494--MA0501.1.MAF::NFE2	chr6	145677663	145677677	-	0.000	0.000	Merged-chr6-145677669-10
NR1357--MA0089.1.MAFG::NFE2L1	chr10	17296505	17296510	-	0.000	0.000	Merged-chr10-17296409-9
NR4432--MA0089.1.MAFG::NFE2L1	chr14	27390787	27390792	-	0.000	0.000	Merged-chr14-27390836-41
NR5317--MA0496.2.MAFK	chr15	76908068	76908086	+	0.000	0.000	Merged-chr15-76908278-27
NR6417--MA0089.1.MAFG::NFE2L1	chr17	55976400	55976405	+	0.000	0.000	Merged-chr17-55976480-32
NR1676--MA0117.2.Mafb	chr10	75222782	75222793	+	0.000	0.000	Merged-chr10-75222686-51
NR1068--MA0089.1.MAFG::NFE2L1	chr1	179578778	179578783	-	0.000	0.000	Merged-chr1-179578897-31
NR2312--MA0495.2.MAFF	chr11	43362487	43362507	-	0.000	0.000	Merged-chr11-43362318-2,Merged-chr11-43362621-15
NR11717--MA0501.1.MAF::NFE2	chr6	52825699	52825713	+	0.000	0.000	Merged-chr6-52825813-18
NR3263--MA0591.1.Bach1::Mafk	chr12	98470495	98470509	+	0.000	0.000	Merged-chr12-98470416-8
NR13482--MA0501.1.MAF::NFE2	chr8	34083508	34083522	+	0.000	0.000	Merged-chr8-34083686-45
NR5904--MA0495.2.MAFF	chr16	75903184	75903204	+	0.000	0.000	Merged-chr16-75903251-33
NR9283--MA0495.2.MAFF	chr3	105763606	105763626	-	0.000	0.000	Merged-chr3-105763665-52
NR14472--MA0496.2.MAFK	chr9	83564271	83564289	+	0.000	0.000	Merged-chr9-83564254-44
NR6089--MA0496.2.MAFK	chr16	96358153	96358171	+	0.000	0.000	Merged-chr16-96358039-35
NR8947--MA0117.2.Mafb	chr3	54592452	54592463	+	0.000	0.000	Merged-chr3-54592638-50
NR12948--MA0591.1.Bach1::Mafk	chr7	97041455	97041469	-	0.000	0.000	Merged-chr7-97041400-3
NR14246--MA0117.2.Mafb	chr9	44094143	44094154	-	0.000	0.000	Merged-chr9-44094242-12
NR6013--MA0089.1.MAFG::NFE2L1	chr16	91413521	91413526	+	0.000	0.000	Merged-chr16-91413429-37
NR11539--MA0495.2.MAFF	chr6	15163978	15163998	+	0.000	0.000	Merged-chr6-15163954-12
NR1671--MA0501.1.MAF::NFE2	chr10	74925393	74925407	+	0.000	0.000	Merged-chr10-74925508-12
NR4613--MA0501.1.MAF::NFE2	chr14	55062970	55062984	-	0.000	0.000	Merged-chr14-55062835-18
NR14137--MA0089.1.MAFG::NFE2L1	chr9	20765514	20765519	+	0.000	0.000	Merged-chr9-20765445-35
NR3305--MA0591.1.Bach1::Mafk	chr12	102652298	102652312	+	0.000	0.000	Merged-chr12-102652464-144
NR4445--MA0089.1.MAFG::NFE2L1	chr14	30153151	30153156	+	0.000	0.000	Merged-chr14-30153038-10
NR8859--MA0591.1.Bach1::Mafk	chr3	30951781	30951795	-	0.000	0.000	Merged-chr3-30951872-12
NR10346--MA0501.1.MAF::NFE2	chr4	124695955	124695969	+	0.000	0.000	Merged-chr4-124696004-25
NR7179--MA0496.2.MAFK	chr19	8997797	8997815	-	0.000	0.000	Merged-chr19-8997882-60
NR14600--MA0659.1.MAFG	chr9	102587546	102587566	-	0.000	0.000	Merged-chr9-102587549-11
NR3301--MA0659.1.MAFG	chr12	102588572	102588592	-	0.000	0.000	Merged-chr12-102588735-27
NR5133--MA0591.1.Bach1::Mafk	chr15	41612395	41612409	+	0.000	0.000	Merged-chr15-41612397-47
NR7768--MA0659.1.MAFG	chr2	59338605	59338625	+	0.000	0.000	Merged-chr2-59338660-28
NR8449--MA0501.1.MAF::NFE2	chr2	147744124	147744138	+	0.000	0.000	Merged-chr2-147744071-13
NR3729--MA0495.2.MAFF	chr13	44260146	44260166	+	0.000	0.000	Merged-chr13-44260111-9
NR5777--MA0591.1.Bach1::Mafk	chr16	51878446	51878460	+	0.000	0.000	Merged-chr16-51878445-21
NR12082--MA0496.2.MAFK	chr6	108895317	108895335	-	0.000	0.000	Merged-chr6-108895381-27
NR13498--MA0089.1.MAFG::NFE2L1	chr8	36993537	36993542	+	0.000	0.000	Merged-chr8-36993607-79
NR12078--MA0089.1.MAFG::NFE2L1	chr6	108895319	108895324	-	0.000	0.000	Merged-chr6-108895381-27
NR7244--MA0089.1.MAFG::NFE2L1	chr19	21144874	21144879	+	0.000	0.000	Merged-chr19-21144812-47
NR13820--MA0591.1.Bach1::Mafk	chr8	95878773	95878787	-	0.000	0.000	Merged-chr8-95878841-5
NR6881--MA0089.1.MAFG::NFE2L1	chr18	60715011	60715016	+	0.000	0.000	Merged-chr18-60715083-31
NR12830--MA0089.1.MAFG::NFE2L1	chr7	75634281	75634286	+	0.000	0.000	Merged-chr7-75634334-7
NR4149--MA0117.2.Mafb	chr13	108498728	108498739	+	0.000	0.000	Merged-chr13-108498755-24
NR8530--MA0501.1.MAF::NFE2	chr2	157338818	157338832	+	0.000	0.000	Merged-chr2-157338784-9
NR2556--MA0659.1.MAFG	chr11	79207637	79207657	+	0.000	0.000	Merged-chr11-79207824-18
NR11675--MA0117.2.Mafb	chr6	41527379	41527390	+	0.000	0.000	Merged-chr6-41527380-17
NR1415--MA0591.1.Bach1::Mafk	chr10	25457377	25457391	-	0.000	0.000	Merged-chr10-25457296-47
NR12165--MA0089.1.MAFG::NFE2L1	chr6	117431693	117431698	+	0.000	0.000	Merged-chr6-117431708-65
NR2467--MA0501.1.MAF::NFE2	chr11	62280809	62280823	+	0.000	0.000	Merged-chr11-62280813-1
NR4256--MA0089.1.MAFG::NFE2L1	chr13	114895891	114895896	+	0.000	0.000	Merged-chr13-114896013-49
NR2202--MA0117.2.Mafb	chr11	11774967	11774978	-	0.000	0.000	Merged-chr11-11775045-14
NR4393--MA0591.1.Bach1::Mafk	chr14	21032477	21032491	-	0.000	0.000	Merged-chr14-21032326-46
NR1737--MA0591.1.Bach1::Mafk	chr10	80539303	80539317	-	0.000	0.000	Merged-chr10-80539129-37
NR1777--MA0496.2.MAFK	chr10	85128228	85128246	-	0.000	0.000	Merged-chr10-85128174-62
NR7431--MA0501.1.MAF::NFE2	chr19	57825910	57825924	+	0.000	0.000	Merged-chr19-57825652-23
NR1301--MA0501.1.MAF::NFE2	chr10	7826314	7826328	-	0.000	0.000	Merged-chr10-7826287-40
NR8966--MA0089.1.MAFG::NFE2L1	chr3	58583003	58583008	-	0.000	0.000	Merged-chr3-58583098-16
NR3747--MA0495.2.MAFF	chr13	44819586	44819606	-	0.000	0.000	Merged-chr13-44819494-25
NR12065--MA0501.1.MAF::NFE2	chr6	108313278	108313292	-	0.000	0.000	Merged-chr6-108313223-10
NR13325--MA0501.1.MAF::NFE2	chr7	140329874	140329888	-	0.000	0.000	Merged-chr7-140329792-16
NR2197--MA0089.1.MAFG::NFE2L1	chr11	11546007	11546012	+	0.000	0.000	Merged-chr11-11546059-6
NR3507--MA0117.2.Mafb	chr12	119219309	119219320	-	0.000	0.000	Merged-chr12-119219166-1
NR1110--MA0496.2.MAFK	chr1	182224036	182224054	-	0.000	0.000	Merged-chr1-182224037-19
NR7770--MA0496.2.MAFK	chr2	59338606	59338624	+	0.000	0.000	Merged-chr2-59338660-28
NR10906--MA0495.2.MAFF	chr5	58084183	58084203	-	0.000	0.000	Merged-chr5-58084122-29
NR12756--MA0117.2.Mafb	chr7	58500903	58500914	+	0.000	0.000	Merged-chr7-58501010-19
NR4558--MA0089.1.MAFG::NFE2L1	chr14	47189498	47189503	-	0.000	0.000	Merged-chr14-47189272-67
NR11552--MA0496.2.MAFK	chr6	15726620	15726638	+	0.000	0.000	Merged-chr6-15726718-35
NR9279--MA0495.2.MAFF	chr3	104963531	104963551	+	0.000	0.000	Merged-chr3-104963538-12
NR470--MA0089.1.MAFG::NFE2L1	chr1	91024146	91024151	+	0.000	0.000	Merged-chr1-91024136-16
NR9191--MA0117.2.Mafb	chr3	93506451	93506462	-	0.000	0.000	Merged-chr3-93506465-61
NR6218--MA0591.1.Bach1::Mafk	chr17	24960716	24960730	+	0.000	0.000	Merged-chr17-24960702-61
NR9397--MA0117.2.Mafb	chr3	121105070	121105081	-	0.000	0.000	Merged-chr3-121105161-35
NR10709--MA0089.1.MAFG::NFE2L1	chr5	20845378	20845383	+	0.000	0.000	Merged-chr5-20845245-18
NR10480--MA0496.2.MAFK	chr4	144916722	144916740	-	0.000	0.000	Merged-chr4-144916675-7
NR3619--MA0117.2.Mafb	chr13	23517688	23517699	-	0.000	0.000	Merged-chr13-23517753-112
NR14337--MA0089.1.MAFG::NFE2L1	chr9	61216311	61216316	+	0.000	0.000	Merged-chr9-61216256-31
NR5689--MA0089.1.MAFG::NFE2L1	chr16	38017281	38017286	-	0.000	0.000	Merged-chr16-38017190-20
NR1949--MA0501.1.MAF::NFE2	chr10	111234630	111234644	+	0.000	0.000	Merged-chr10-111234457-79
NR181--MA0089.1.MAFG::NFE2L1	chr1	43500382	43500387	+	0.000	0.000	Merged-chr1-43500582-54
NR3075--MA0496.2.MAFK	chr12	69402917	69402935	-	0.000	0.000	Merged-chr12-69402921-11
NR7437--MA0659.1.MAFG	chr19	58051237	58051257	-	0.000	0.000	Merged-chr19-58051277-2
NR3110--MA0089.1.MAFG::NFE2L1	chr12	73648002	73648007	+	0.000	0.000	Merged-chr12-73647879-51
NR5026--MA0501.1.MAF::NFE2	chr15	6500959	6500973	-	0.000	0.000	Merged-chr15-6501118-14
NR3020--MA0501.1.MAF::NFE2	chr12	52382984	52382998	-	0.000	0.000	Merged-chr12-52383146-23
NR2460--MA0591.1.Bach1::Mafk	chr11	62185078	62185092	-	0.000	0.000	Merged-chr11-62185170-13
NR12973--MA0591.1.Bach1::Mafk	chr7	101422837	101422851	+	0.000	0.000	Merged-chr7-101422737-10
NR9311--MA0501.1.MAF::NFE2	chr3	108767543	108767557	-	0.000	0.000	Merged-chr3-108767545-22
NR216--MA0117.2.Mafb	chr1	53776809	53776820	+	0.000	0.000	Merged-chr1-53776706-48
NR11349--MA0089.1.MAFG::NFE2L1	chr5	134282694	134282699	+	0.000	0.000	Merged-chr5-134282688-60
NR10305--MA0089.1.MAFG::NFE2L1	chr4	119872589	119872594	+	0.000	0.000	Merged-chr4-119872530-6
NR10482--MA0591.1.Bach1::Mafk	chr4	144996074	144996088	-	0.000	0.000	Merged-chr4-144996009-47
NR7444--MA0089.1.MAFG::NFE2L1	chr19	58850844	58850849	+	0.000	0.000	Merged-chr19-58850860-26
NR9215--MA0501.1.MAF::NFE2	chr3	95664227	95664241	-	0.000	0.000	Merged-chr3-95664146-32
NR13928--MA0591.1.Bach1::Mafk	chr8	115227107	115227121	+	0.000	0.000	Merged-chr8-115227272-68
NR10609--MA0501.1.MAF::NFE2	chr5	3152198	3152212	-	0.000	0.000	Merged-chr5-3152340-60
NR12698--MA0501.1.MAF::NFE2	chr7	49335179	49335193	+	0.000	0.000	Merged-chr7-49335315-27
NR483--MA0089.1.MAFG::NFE2L1	chr1	91909076	91909081	+	0.000	0.000	Merged-chr1-91909100-9
NR6869--MA0501.1.MAF::NFE2	chr18	58561051	58561065	+	0.000	0.000	Merged-chr18-58561117-18
NR3412--MA0089.1.MAFG::NFE2L1	chr12	112862042	112862047	-	0.000	0.000	Merged-chr12-112862043-16
NR4745--MA0659.1.MAFG	chr14	73472443	73472463	-	0.000	0.000	Merged-chr14-73472602-8
NR1438--MA0591.1.Bach1::Mafk	chr10	30329068	30329082	-	0.000	0.000	Merged-chr10-30328899-1
NR5060--MA0117.2.Mafb	chr15	12375922	12375933	+	0.000	0.000	Merged-chr15-12375841-43
NR1468--MA0089.1.MAFG::NFE2L1	chr10	39412910	39412915	+	0.000	0.000	Merged-chr10-39413111-35
NR6702--MA0089.1.MAFG::NFE2L1	chr18	23754575	23754580	+	0.000	0.000	Merged-chr18-23754514-42
NR13782--MA0501.1.MAF::NFE2	chr8	91545802	91545816	-	0.000	0.000	Merged-chr8-91545805-43
NR8956--MA0501.1.MAF::NFE2	chr3	58416389	58416403	-	0.000	0.000	Merged-chr3-58416636-56
NR2569--MA0501.1.MAF::NFE2	chr11	80505141	80505155	+	0.000	0.000	Merged-chr11-80505144-23
NR219--MA0089.1.MAFG::NFE2L1	chr1	54492655	54492660	-	0.000	0.000	Merged-chr1-54492864-67
NR3829--MA0089.1.MAFG::NFE2L1	chr13	58012224	58012229	-	0.000	0.000	Merged-chr13-58012302-19
NR4197--MA0495.2.MAFF	chr13	112385233	112385253	-	0.000	0.000	Merged-chr13-112385232-32
NR6994--MA0591.1.Bach1::Mafk	chr18	73643376	73643390	-	0.000	0.000	Merged-chr18-73643262-33
NR2104--MA0117.2.Mafb	chr10	127324442	127324453	+	0.000	0.000	Merged-chr10-127324653-45
NR492--MA0495.2.MAFF	chr1	92119341	92119361	-	0.000	0.000	Merged-chr1-92119439-48
NR13781--MA0591.1.Bach1::Mafk	chr8	91545805	91545819	-	0.000	0.000	Merged-chr8-91545805-43
NR7549--MA0117.2.Mafb	chr2	19634169	19634180	-	0.000	0.000	Merged-chr2-19634112-21
NR11290--MA0591.1.Bach1::Mafk	chr5	120503177	120503191	-	0.000	0.000	Merged-chr5-120503408-50
NR11649--MA0501.1.MAF::NFE2	chr6	33004675	33004689	+	0.000	0.000	Merged-chr6-33004502-19
NR3557--MA0501.1.MAF::NFE2	chr13	8995339	8995353	+	0.000	0.000	Merged-chr13-8995380-1
NR7053--MA0089.1.MAFG::NFE2L1	chr18	80455661	80455666	-	0.000	0.000	Merged-chr18-80455760-29
NR7949--MA0591.1.Bach1::Mafk	chr2	84727357	84727371	+	0.000	0.000	Merged-chr2-84727435-53
NR9722--MA0496.2.MAFK	chr3	157884229	157884247	+	0.000	0.000	Merged-chr3-157884103-23
NR244--MA0501.1.MAF::NFE2	chr1	58315777	58315791	-	0.000	0.000	Merged-chr1-58315756-13
NR9993--MA0659.1.MAFG	chr4	62739893	62739913	+	0.000	0.000	Merged-chr4-62739923-10
NR14414--MA0591.1.Bach1::Mafk	chr9	77954691	77954705	-	0.000	0.000	Merged-chr9-77954587-30
NR6743--MA0501.1.MAF::NFE2	chr18	31628593	31628607	+	0.000	0.000	Merged-chr18-31628663-46
NR590--MA0496.2.MAFK	chr1	106187696	106187714	+	0.000	0.000	Merged-chr1-106187715-26
NR3555--MA0495.2.MAFF	chr13	8995333	8995353	+	0.000	0.000	Merged-chr13-8995380-1
NR6715--MA0089.1.MAFG::NFE2L1	chr18	23845166	23845171	+	0.000	0.000	Merged-chr18-23845063-50
NR13501--MA0591.1.Bach1::Mafk	chr8	39045551	39045565	-	0.000	0.000	Merged-chr8-39045547-88
NR12478--MA0089.1.MAFG::NFE2L1	chr6	144804582	144804587	-	0.000	0.000	Merged-chr6-144804553-29
NR14415--MA0501.1.MAF::NFE2	chr9	77954688	77954702	-	0.000	0.000	Merged-chr9-77954587-30
NR14133--MA0089.1.MAFG::NFE2L1	chr9	15584518	15584523	-	0.000	0.000	Merged-chr9-15584561-2
NR6600--MA0089.1.MAFG::NFE2L1	chr17	88195463	88195468	-	0.000	0.000	Merged-chr17-88195444-8
NR309--MA0501.1.MAF::NFE2	chr1	72449910	72449924	+	0.000	0.000	Merged-chr1-72450027-13
NR1742--MA0089.1.MAFG::NFE2L1	chr10	80999949	80999954	-	0.000	0.000	Merged-chr10-81000017-24
NR11228--MA0117.2.Mafb	chr5	111057263	111057274	+	0.000	0.000	Merged-chr5-111057385-10
