#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR8802--MA0501.1.MAF::NFE2	chr4	122872095	122872109	+	0.000	0.000	Merged-chr4-122872187-66
NR7735--MA0089.1.MAFG::NFE2L1	chr3	78890009	78890014	+	0.000	0.000	Merged-chr3-78890015-28
NR11901--MA0089.1.MAFG::NFE2L1	chr8	94836191	94836196	+	0.000	0.000	Merged-chr8-94836236-13
NR4819--MA0591.1.Bach1::Mafk	chr16	4469922	4469936	-	0.000	0.000	Merged-chr16-4469915-27
NR2762--MA0089.1.MAFG::NFE2L1	chr12	72748555	72748560	+	0.000	0.000	Merged-chr12-72748579-13
NR9066--MA0591.1.Bach1::Mafk	chr4	154944473	154944487	-	0.000	0.000	Merged-chr4-154944295-57
NR12194--MA0496.2.MAFK	chr9	15530006	15530024	-	0.000	0.000	Merged-chr9-15530031-64
NR2977--MA0089.1.MAFG::NFE2L1	chr12	105962864	105962869	-	0.000	0.000	Merged-chr12-105963076-63
NR2202--MA0117.2.Mafb	chr11	78328346	78328357	-	0.000	0.000	Merged-chr11-78328473-53
NR1571--MA0496.2.MAFK	chr10	93069518	93069536	-	0.000	0.000	Merged-chr10-93069523-27
NR3753--MA0117.2.Mafb	chr13	110683202	110683213	-	0.000	0.000	Merged-chr13-110683272-3
NR5185--MA0089.1.MAFG::NFE2L1	chr16	91366733	91366738	-	0.000	0.000	Merged-chr16-91366873-55
NR8475--MA0591.1.Bach1::Mafk	chr4	32906829	32906843	+	0.000	0.000	Merged-chr4-32906813-40
NR5250--MA0496.2.MAFK	chr16	95893657	95893675	-	0.000	0.000	Merged-chr16-95893684-47
NR4297--MA0501.1.MAF::NFE2	chr14	120572328	120572342	-	0.000	0.000	Merged-chr14-120572441-59
NR7239--MA0501.1.MAF::NFE2	chr2	144352565	144352579	+	0.000	0.000	Merged-chr2-144352435-1
NR1898--MA0496.2.MAFK	chr11	5691284	5691302	+	0.000	0.000	Merged-chr11-5691114-14
NR9391--MA0089.1.MAFG::NFE2L1	chr5	77367924	77367929	-	0.000	0.000	Merged-chr5-77367800-15
NR5915--MA0117.2.Mafb	chr18	63708707	63708718	-	0.000	0.000	Merged-chr18-63708781-66
NR2197--MA0089.1.MAFG::NFE2L1	chr11	77446737	77446742	-	0.000	0.000	Merged-chr11-77446738-31
NR3993--MA0089.1.MAFG::NFE2L1	chr14	46578307	46578312	+	0.000	0.000	Merged-chr14-46578431-37
NR1153--MA0089.1.MAFG::NFE2L1	chr10	7826372	7826377	+	0.000	0.000	Merged-chr10-7826287-40
NR411--MA0591.1.Bach1::Mafk	chr1	107590015	107590029	-	0.000	0.000	Merged-chr1-107590197-16
NR2102--MA0495.2.MAFF	chr11	62185075	62185095	+	0.000	0.000	Merged-chr11-62185170-13
NR12779--MA0591.1.Bach1::Mafk	chr9	118196753	118196767	+	0.000	0.000	Merged-chr9-118196833-13
NR3630--MA0496.2.MAFK	chr13	99412995	99413013	-	0.000	0.000	Merged-chr13-99412830-24
NR5689--MA0089.1.MAFG::NFE2L1	chr17	94341816	94341821	+	0.000	0.000	Merged-chr17-94341834-1
NR9503--MA0089.1.MAFG::NFE2L1	chr5	96879054	96879059	-	0.000	0.000	Merged-chr5-96879087-37
NR11664--MA0496.2.MAFK	chr8	25263219	25263237	-	0.000	0.000	Merged-chr8-25263139-17
NR442--MA0496.2.MAFK	chr1	120245347	120245365	-	0.000	0.000	Merged-chr1-120245236-2
NR8711--MA0591.1.Bach1::Mafk	chr4	108826234	108826248	+	0.000	0.000	Merged-chr4-108826101-25
NR4044--MA0496.2.MAFK	chr14	59087336	59087354	-	0.000	0.000	Merged-chr14-59087274-14
NR10482--MA0591.1.Bach1::Mafk	chr6	125541049	125541063	-	0.000	0.000	Merged-chr6-125540912-17
NR8212--MA0501.1.MAF::NFE2	chr3	143426667	143426681	+	0.000	0.000	Merged-chr3-143426791-9
NR4848--MA0659.1.MAFG	chr16	14237421	14237441	+	0.000	0.000	Merged-chr16-14237452-27
NR5906--MA0591.1.Bach1::Mafk	chr18	61643908	61643922	+	0.000	0.000	Merged-chr18-61643847-38
NR2225--MA0659.1.MAFG	chr11	80301633	80301653	+	0.000	0.000	Merged-chr11-80301422-73
NR12028--MA0591.1.Bach1::Mafk	chr8	122461265	122461279	-	0.000	0.000	Merged-chr8-122461195-3
NR10830--MA0495.2.MAFF	chr7	19086152	19086172	+	0.000	0.000	Merged-chr7-19086207-16
NR3415--MA0591.1.Bach1::Mafk	chr13	51970334	51970348	+	0.000	0.000	Merged-chr13-51970284-43
NR627--MA0501.1.MAF::NFE2	chr1	152817556	152817570	+	0.000	0.000	Merged-chr1-152817500-27
NR9939--MA0117.2.Mafb	chr6	7844690	7844701	-	0.000	0.000	Merged-chr6-7844794-101
NR13007--MA0501.1.MAF::NFE2	chrX	113005490	113005504	+	0.000	0.000	Merged-chrX-113005437-15
NR2565--MA0117.2.Mafb	chr12	3279301	3279312	+	0.000	0.000	Merged-chr12-3279263-17
NR6470--MA0496.2.MAFK	chr2	8628740	8628758	-	0.000	0.000	Merged-chr2-8628681-1
NR9025--MA0089.1.MAFG::NFE2L1	chr4	147960391	147960396	+	0.000	0.000	Merged-chr4-147960404-28
NR11536--MA0089.1.MAFG::NFE2L1	chr7	139303602	139303607	+	0.000	0.000	Merged-chr7-139303502-36
NR6702--MA0089.1.MAFG::NFE2L1	chr2	52938351	52938356	-	0.000	0.000	Merged-chr2-52938398-15
NR2397--MA0089.1.MAFG::NFE2L1	chr11	108098444	108098449	+	0.000	0.000	Merged-chr11-108098538-36
NR5255--MA0496.2.MAFK	chr16	96358153	96358171	+	0.000	0.000	Merged-chr16-96358039-35
NR7857--MA0501.1.MAF::NFE2	chr3	100421769	100421783	+	0.000	0.000	Merged-chr3-100421832-10
NR10832--MA0659.1.MAFG	chr7	19086152	19086172	+	0.000	0.000	Merged-chr7-19086207-16
NR1727--MA0501.1.MAF::NFE2	chr10	117676279	117676293	-	0.000	0.000	Merged-chr10-117676030-42
NR10393--MA0089.1.MAFG::NFE2L1	chr6	114445149	114445154	-	0.000	0.000	Merged-chr6-114445139-32
NR7560--MA0496.2.MAFK	chr2	181307397	181307415	+	0.000	0.000	Merged-chr2-181307341-24
NR12424--MA0501.1.MAF::NFE2	chr9	75209435	75209449	-	0.000	0.000	Merged-chr9-75209368-16
NR7681--MA0501.1.MAF::NFE2	chr3	55652421	55652435	-	0.000	0.000	Merged-chr3-55652514-31
NR11689--MA0117.2.Mafb	chr8	34208232	34208243	-	0.000	0.000	Merged-chr8-34208072-51
NR1279--MA0089.1.MAFG::NFE2L1	chr10	39241944	39241949	-	0.000	0.000	Merged-chr10-39242080-33
NR3991--MA0089.1.MAFG::NFE2L1	chr14	45041195	45041200	-	0.000	0.000	Merged-chr14-45041159-62
NR700--MA0659.1.MAFG	chr1	160247412	160247432	+	0.000	0.000	Merged-chr1-160247316-67
NR1455--MA0501.1.MAF::NFE2	chr10	81407756	81407770	+	0.000	0.000	Merged-chr10-81407786-38
NR4069--MA0117.2.Mafb	chr14	64434220	64434231	+	0.000	0.000	Merged-chr14-64434245-45
NR11549--MA0089.1.MAFG::NFE2L1	chr7	140324409	140324414	-	0.000	0.000	Merged-chr7-140324353-33
NR10129--MA0089.1.MAFG::NFE2L1	chr6	59209386	59209391	-	0.000	0.000	Merged-chr6-59209207-107
NR148--MA0501.1.MAF::NFE2	chr1	58742703	58742717	+	0.000	0.000	Merged-chr1-58742743-31
NR2476--MA0659.1.MAFG	chr11	115172976	115172996	+	0.000	0.000	Merged-chr11-115173098-6
NR11595--MA0117.2.Mafb	chr8	3587663	3587674	-	0.000	0.000	Merged-chr8-3587694-26
NR4737--MA0591.1.Bach1::Mafk	chr15	94404187	94404201	+	0.000	0.000	Merged-chr15-94404282-43
NR2786--MA0089.1.MAFG::NFE2L1	chr12	77130286	77130291	-	0.000	0.000	Merged-chr12-77130151-1
NR2483--MA0591.1.Bach1::Mafk	chr11	115403736	115403750	+	0.000	0.000	Merged-chr11-115403849-52
NR372--MA0591.1.Bach1::Mafk	chr1	105292045	105292059	-	0.000	0.000	Merged-chr1-105291975-13
NR10278--MA0501.1.MAF::NFE2	chr6	92067252	92067266	-	0.000	0.000	Merged-chr6-92067361-32
NR7355--MA0089.1.MAFG::NFE2L1	chr2	155382161	155382166	+	0.000	0.000	Merged-chr2-155382008-76
NR9971--MA0591.1.Bach1::Mafk	chr6	15790150	15790164	-	0.000	0.000	Merged-chr6-15790243-42
NR2910--MA0117.2.Mafb	chr12	98901219	98901230	+	0.000	0.000	Merged-chr12-98901139-88
NR8660--MA0089.1.MAFG::NFE2L1	chr4	99929763	99929768	+	0.000	0.000	Merged-chr4-99929700-86
NR12450--MA0089.1.MAFG::NFE2L1	chr9	78401566	78401571	+	0.000	0.000	Merged-chr9-78401745-13
NR3438--MA0591.1.Bach1::Mafk	chr13	56476973	56476987	+	0.000	0.000	Merged-chr13-56477022-46
NR9716--MA0089.1.MAFG::NFE2L1	chr5	122380010	122380015	-	0.000	0.000	Merged-chr5-122379949-17
NR2203--MA0591.1.Bach1::Mafk	chr11	78328340	78328354	+	0.000	0.000	Merged-chr11-78328473-53
NR12457--MA0659.1.MAFG	chr9	78593280	78593300	+	0.000	0.000	Merged-chr9-78593326-11
NR9225--MA0089.1.MAFG::NFE2L1	chr5	34761724	34761729	+	0.000	0.000	Merged-chr5-34761763-63
NR2525--MA0591.1.Bach1::Mafk	chr11	118000750	118000764	-	0.000	0.000	Merged-chr11-118000770-19
NR6522--MA0591.1.Bach1::Mafk	chr2	18065447	18065461	+	0.000	0.000	Merged-chr2-18065467-13
NR2904--MA0495.2.MAFF	chr12	98674814	98674834	+	0.000	0.000	Merged-chr12-98674935-52
NR9601--MA0089.1.MAFG::NFE2L1	chr5	107754956	107754961	-	0.000	0.000	Merged-chr5-107754930-37
NR5533--MA0501.1.MAF::NFE2	chr17	71192185	71192199	-	0.000	0.000	Merged-chr17-71192022-46
NR10510--MA0659.1.MAFG	chr6	127265242	127265262	-	0.000	0.000	Merged-chr6-127265230-18
NR4252--MA0089.1.MAFG::NFE2L1	chr14	116210381	116210386	+	0.000	0.000	Merged-chr14-116210530-30
NR2609--MA0089.1.MAFG::NFE2L1	chr12	17511194	17511199	-	0.000	0.000	Merged-chr12-17511273-48
NR6249--MA0117.2.Mafb	chr19	32406945	32406956	-	0.000	0.000	Merged-chr19-32406889-30
NR2693--MA0496.2.MAFK	chr12	41044929	41044947	-	0.000	0.000	Merged-chr12-41044922-24
NR4949--MA0496.2.MAFK	chr16	43303489	43303507	-	0.000	0.000	Merged-chr16-43303663-37
NR4958--MA0089.1.MAFG::NFE2L1	chr16	44778878	44778883	-	0.000	0.000	Merged-chr16-44778885-37
NR2899--MA0496.2.MAFK	chr12	98249881	98249899	+	0.000	0.000	Merged-chr12-98249926-13
NR7444--MA0496.2.MAFK	chr2	168540123	168540141	+	0.000	0.000	Merged-chr2-168539977-33
NR6704--MA0495.2.MAFF	chr2	52938453	52938473	-	0.000	0.000	Merged-chr2-52938398-15
NR265--MA0591.1.Bach1::Mafk	chr1	74854905	74854919	+	0.000	0.000	Merged-chr1-74854969-34
NR5545--MA0591.1.Bach1::Mafk	chr17	73263285	73263299	-	0.000	0.000	Merged-chr17-73263273-50
NR8107--MA0089.1.MAFG::NFE2L1	chr3	133563707	133563712	-	0.000	0.000	Merged-chr3-133563771-42
NR10826--MA0591.1.Bach1::Mafk	chr7	17135449	17135463	-	0.000	0.000	Merged-chr7-17135418-14
NR13008--MA0591.1.Bach1::Mafk	chrX	113075049	113075063	+	0.000	0.000	Merged-chrX-113075086-29
NR12463--MA0089.1.MAFG::NFE2L1	chr9	78641501	78641506	+	0.000	0.000	Merged-chr9-78641526-12
NR5083--MA0117.2.Mafb	chr16	70421351	70421362	+	0.000	0.000	Merged-chr16-70421204-38
NR9354--MA0501.1.MAF::NFE2	chr5	73199814	73199828	-	0.000	0.000	Merged-chr5-73199876-43
NR116--MA0496.2.MAFK	chr1	43474710	43474728	-	0.000	0.000	Merged-chr1-43474630-75
NR2280--MA0089.1.MAFG::NFE2L1	chr11	88011852	88011857	+	0.000	0.000	Merged-chr11-88011784-26
NR13028--MA0089.1.MAFG::NFE2L1	chrX	159910901	159910906	-	0.000	0.000	Merged-chrX-159910945-21
NR3210--MA0496.2.MAFK	chr13	9082704	9082722	+	0.000	0.000	Merged-chr13-9082570-19
NR2288--MA0501.1.MAF::NFE2	chr11	90576723	90576737	+	0.000	0.000	Merged-chr11-90576690-20
NR7118--MA0495.2.MAFF	chr2	128335844	128335864	+	0.000	0.000	Merged-chr2-128335870-5
NR3011--MA0591.1.Bach1::Mafk	chr12	110210332	110210346	+	0.000	0.000	Merged-chr12-110210281-21
NR918--MA0495.2.MAFF	chr1	181866628	181866648	-	0.000	0.000	Merged-chr1-181866572-42
NR1653--MA0089.1.MAFG::NFE2L1	chr10	107946511	107946516	+	0.000	0.000	Merged-chr10-107946593-22
NR11044--MA0501.1.MAF::NFE2	chr7	67390931	67390945	+	0.000	0.000	Merged-chr7-67390968-9
NR9680--MA0659.1.MAFG	chr5	118269183	118269203	-	0.000	0.000	Merged-chr5-118269215-26
NR5281--MA0089.1.MAFG::NFE2L1	chr17	3079458	3079463	-	0.000	0.000	Merged-chr17-3079530-45
NR4212--MA0501.1.MAF::NFE2	chr14	103469658	103469672	-	0.000	0.000	Merged-chr14-103469586-86
NR2250--MA0496.2.MAFK	chr11	85324147	85324165	-	0.000	0.000	Merged-chr11-85324179-42
NR5842--MA0496.2.MAFK	chr18	43492937	43492955	+	0.000	0.000	Merged-chr18-43493033-11
NR4116--MA0501.1.MAF::NFE2	chr14	71120624	71120638	-	0.000	0.000	Merged-chr14-71120653-22
NR9425--MA0089.1.MAFG::NFE2L1	chr5	89147056	89147061	+	0.000	0.000	Merged-chr5-89147319-60
NR2271--MA0591.1.Bach1::Mafk	chr11	87240404	87240418	+	0.000	0.000	Merged-chr11-87240422-3
NR7151--MA0089.1.MAFG::NFE2L1	chr2	130664563	130664568	+	0.000	0.000	Merged-chr2-130664423-57
NR3002--MA0117.2.Mafb	chr12	108453596	108453607	-	0.000	0.000	Merged-chr12-108453818-55
NR5287--MA0496.2.MAFK	chr17	5303510	5303528	-	0.000	0.000	Merged-chr17-5303448-46
NR6308--MA0591.1.Bach1::Mafk	chr19	44267095	44267109	+	0.000	0.000	Merged-chr19-44267087-85
NR2802--MA0501.1.MAF::NFE2	chr12	81845112	81845126	-	0.000	0.000	Merged-chr12-81845150-28
NR6813--MA0089.1.MAFG::NFE2L1	chr2	70844981	70844986	+	0.000	0.000	Merged-chr2-70845075-67
NR3481--MA0117.2.Mafb	chr13	69821588	69821599	+	0.000	0.000	Merged-chr13-69821460-47
NR7702--MA0659.1.MAFG	chr3	61344268	61344288	+	0.000	0.000	Merged-chr3-61344207-16
NR12446--MA0496.2.MAFK	chr9	78039249	78039267	+	0.000	0.000	Merged-chr9-78039218-36
NR1464--MA0089.1.MAFG::NFE2L1	chr10	82053794	82053799	+	0.000	0.000	Merged-chr10-82053844-6
NR3463--MA0591.1.Bach1::Mafk	chr13	65240741	65240755	+	0.000	0.000	Merged-chr13-65240700-1
NR5883--MA0495.2.MAFF	chr18	55107147	55107167	-	0.000	0.000	Merged-chr18-55107186-34
NR3329--MA0117.2.Mafb	chr13	32982872	32982883	+	0.000	0.000	Merged-chr13-32982935-23
NR86--MA0591.1.Bach1::Mafk	chr1	38884011	38884025	-	0.000	0.000	Merged-chr1-38884000-31
NR706--MA0089.1.MAFG::NFE2L1	chr1	161894385	161894390	-	0.000	0.000	Merged-chr1-161894254-19
NR4869--MA0089.1.MAFG::NFE2L1	chr16	22387806	22387811	+	0.000	0.000	Merged-chr16-22387915-21
NR10250--MA0591.1.Bach1::Mafk	chr6	88718181	88718195	+	0.000	0.000	Merged-chr6-88718305-41
NR2029--MA0089.1.MAFG::NFE2L1	chr11	53128732	53128737	+	0.000	0.000	Merged-chr11-53128879-36
NR8497--MA0089.1.MAFG::NFE2L1	chr4	45342165	45342170	-	0.000	0.000	Merged-chr4-45342285-81
NR12287--MA0089.1.MAFG::NFE2L1	chr9	43545304	43545309	+	0.000	0.000	Merged-chr9-43545263-46
NR6900--MA0089.1.MAFG::NFE2L1	chr2	92434122	92434127	+	0.000	0.000	Merged-chr2-92434096-58
NR4378--MA0089.1.MAFG::NFE2L1	chr15	10723496	10723501	+	0.000	0.000	Merged-chr15-10723648-41
NR1175--MA0089.1.MAFG::NFE2L1	chr10	14040896	14040901	-	0.000	0.000	Merged-chr10-14040919-9
NR290--MA0089.1.MAFG::NFE2L1	chr1	83006403	83006408	+	0.000	0.000	Merged-chr1-83006483-46
NR1185--MA0117.2.Mafb	chr10	17920071	17920082	-	0.000	0.000	Merged-chr10-17920210-30
NR7396--MA0591.1.Bach1::Mafk	chr2	163155372	163155386	-	0.000	0.000	Merged-chr2-163155228-25
NR11099--MA0591.1.Bach1::Mafk	chr7	79392569	79392583	-	0.000	0.000	Merged-chr7-79392504-115
NR6248--MA0089.1.MAFG::NFE2L1	chr19	32292612	32292617	+	0.000	0.000	Merged-chr19-32292783-63
NR8737--MA0591.1.Bach1::Mafk	chr4	114908909	114908923	-	0.000	0.000	Merged-chr4-114908814-141
NR5885--MA0659.1.MAFG	chr18	55107147	55107167	-	0.000	0.000	Merged-chr18-55107186-34
NR1895--MA0591.1.Bach1::Mafk	chr11	5691286	5691300	-	0.000	0.000	Merged-chr11-5691114-14
NR4269--MA0591.1.Bach1::Mafk	chr14	118796411	118796425	+	0.000	0.000	Merged-chr14-118796395-16
NR9034--MA0089.1.MAFG::NFE2L1	chr4	148742849	148742854	-	0.000	0.000	Merged-chr4-148742861-33
NR11054--MA0089.1.MAFG::NFE2L1	chr7	72270218	72270223	-	0.000	0.000	Merged-chr7-72270231-51
NR7116--MA0591.1.Bach1::Mafk	chr2	128117910	128117924	+	0.000	0.000	Merged-chr2-128117807-36
NR5867--MA0117.2.Mafb	chr18	50016872	50016883	+	0.000	0.000	Merged-chr18-50017066-69
NR12576--MA0496.2.MAFK	chr9	89674247	89674265	+	0.000	0.000	Merged-chr9-89674293-39
NR113--MA0089.1.MAFG::NFE2L1	chr1	43474650	43474655	-	0.000	0.000	Merged-chr1-43474630-75
NR9327--MA0659.1.MAFG	chr5	67404581	67404601	-	0.000	0.000	Merged-chr5-67404737-28
NR5767--MA0495.2.MAFF	chr18	23754629	23754649	-	0.000	0.000	Merged-chr18-23754514-42
NR1288--MA0089.1.MAFG::NFE2L1	chr10	39522263	39522268	-	0.000	0.000	Merged-chr10-39522157-23
NR13011--MA0089.1.MAFG::NFE2L1	chrX	135753065	135753070	+	0.000	0.000	Merged-chrX-135752954-36
NR183--MA0591.1.Bach1::Mafk	chr1	61151394	61151408	+	0.000	0.000	Merged-chr1-61151289-6
NR9460--MA0591.1.Bach1::Mafk	chr5	92348953	92348967	+	0.000	0.000	Merged-chr5-92348973-52
NR6468--MA0501.1.MAF::NFE2	chr2	8628739	8628753	-	0.000	0.000	Merged-chr2-8628681-1
NR415--MA0089.1.MAFG::NFE2L1	chr1	108038595	108038600	+	0.000	0.000	Merged-chr1-108038539-17
NR8490--MA0501.1.MAF::NFE2	chr4	41569531	41569545	+	0.000	0.000	Merged-chr4-41569502-63
NR2605--MA0089.1.MAFG::NFE2L1	chr12	17373772	17373777	+	0.000	0.000	Merged-chr12-17373480-96
NR5998--MA0089.1.MAFG::NFE2L1	chr18	74789551	74789556	-	0.000	0.000	Merged-chr18-74789604-25
NR3249--MA0659.1.MAFG	chr13	20139977	20139997	+	0.000	0.000	Merged-chr13-20140166-30
NR981--MA0089.1.MAFG::NFE2L1	chr1	186676320	186676325	+	0.000	0.000	Merged-chr1-186676331-13
NR10081--MA0591.1.Bach1::Mafk	chr6	51592879	51592893	-	0.000	0.000	Merged-chr6-51593053-1
NR10729--MA0089.1.MAFG::NFE2L1	chr6	145374573	145374578	-	0.000	0.000	Merged-chr6-145374595-4
NR8492--MA0117.2.Mafb	chr4	42965604	42965615	+	0.000	0.000	Merged-chr4-42965581-38
NR8940--MA0659.1.MAFG	chr4	142153734	142153754	+	0.000	0.000	Merged-chr4-142153700-30
NR8483--MA0591.1.Bach1::Mafk	chr4	40285609	40285623	-	0.000	0.000	Merged-chr4-40285687-24
NR6196--MA0501.1.MAF::NFE2	chr19	17256650	17256664	+	0.000	0.000	Merged-chr19-17256835-48
NR2201--MA0089.1.MAFG::NFE2L1	chr11	77816249	77816254	+	0.000	0.000	Merged-chr11-77816156-19
NR4567--MA0117.2.Mafb	chr15	64173598	64173609	-	0.000	0.000	Merged-chr15-64173635-34
NR8472--MA0496.2.MAFK	chr4	32425704	32425722	+	0.000	0.000	Merged-chr4-32425710-19
NR6159--MA0089.1.MAFG::NFE2L1	chr19	9939003	9939008	-	0.000	0.000	Merged-chr19-9938920-69
NR10314--MA0659.1.MAFG	chr6	99420832	99420852	-	0.000	0.000	Merged-chr6-99420809-31
NR721--MA0496.2.MAFK	chr1	162773893	162773911	-	0.000	0.000	Merged-chr1-162773825-31
NR11745--MA0089.1.MAFG::NFE2L1	chr8	68218573	68218578	+	0.000	0.000	Merged-chr8-68218689-19
NR6044--MA0089.1.MAFG::NFE2L1	chr18	80642635	80642640	+	0.000	0.000	Merged-chr18-80642669-13
NR8922--MA0117.2.Mafb	chr4	139579225	139579236	+	0.000	0.000	Merged-chr4-139579133-70
NR9353--MA0591.1.Bach1::Mafk	chr5	73199817	73199831	-	0.000	0.000	Merged-chr5-73199876-43
NR6872--MA0117.2.Mafb	chr2	84059439	84059450	+	0.000	0.000	Merged-chr2-84059493-47
NR9997--MA0591.1.Bach1::Mafk	chr6	29272554	29272568	-	0.000	0.000	Merged-chr6-29272695-53
NR4765--MA0591.1.Bach1::Mafk	chr15	98631600	98631614	+	0.000	0.000	Merged-chr15-98631640-23
NR9825--MA0089.1.MAFG::NFE2L1	chr5	143561770	143561775	-	0.000	0.000	Merged-chr5-143561800-6
NR4947--MA0501.1.MAF::NFE2	chr16	43303488	43303502	-	0.000	0.000	Merged-chr16-43303663-37
NR9370--MA0495.2.MAFF	chr5	74471049	74471069	+	0.000	0.000	Merged-chr5-74471085-11
NR5202--MA0089.1.MAFG::NFE2L1	chr16	93153374	93153379	-	0.000	0.000	Merged-chr16-93153200-34
NR13006--MA0117.2.Mafb	chrX	113005444	113005455	-	0.000	0.000	Merged-chrX-113005437-15
NR4476--MA0089.1.MAFG::NFE2L1	chr15	50674472	50674477	+	0.000	0.000	Merged-chr15-50674419-23
NR698--MA0501.1.MAF::NFE2	chr1	159812892	159812906	+	0.000	0.000	Merged-chr1-159812982-41
NR3432--MA0089.1.MAFG::NFE2L1	chr13	55421291	55421296	-	0.000	0.000	Merged-chr13-55421370-39
NR6873--MA0501.1.MAF::NFE2	chr2	84059439	84059453	-	0.000	0.000	Merged-chr2-84059493-47
NR3395--MA0495.2.MAFF	chr13	49294318	49294338	+	0.000	0.000	Merged-chr13-49294257-17
NR10560--MA0117.2.Mafb	chr6	134615230	134615241	-	0.000	0.000	Merged-chr6-134615220-54
NR12816--MA0117.2.Mafb	chr9	120116469	120116480	+	0.000	0.000	Merged-chr9-120116499-4
NR6837--MA0089.1.MAFG::NFE2L1	chr2	77170545	77170550	-	0.000	0.000	Merged-chr2-77170403-78
NR7821--MA0496.2.MAFK	chr3	93444321	93444339	+	0.000	0.000	Merged-chr3-93444465-128
NR12767--MA0501.1.MAF::NFE2	chr9	117215559	117215573	+	0.000	0.000	Merged-chr9-117215431-1
NR2790--MA0591.1.Bach1::Mafk	chr12	77781560	77781574	-	0.000	0.000	Merged-chr12-77781498-27
NR9372--MA0659.1.MAFG	chr5	74471049	74471069	+	0.000	0.000	Merged-chr5-74471085-11
NR6433--MA0089.1.MAFG::NFE2L1	chr19	61227073	61227078	+	0.000	0.000	Merged-chr19-61226965-155
NR11643--MA0089.1.MAFG::NFE2L1	chr8	18564900	18564905	-	0.000	0.000	Merged-chr8-18564769-25
NR11829--MA0501.1.MAF::NFE2	chr8	79150699	79150713	+	0.000	0.000	Merged-chr8-79150775-36
NR3737--MA0501.1.MAF::NFE2	chr13	109822600	109822614	-	0.000	0.000	Merged-chr13-109822486-79
NR719--MA0591.1.Bach1::Mafk	chr1	162773895	162773909	+	0.000	0.000	Merged-chr1-162773825-31
NR5102--MA0117.2.Mafb	chr16	76202324	76202335	-	0.000	0.000	Merged-chr16-76202306-30
NR3936--MA0089.1.MAFG::NFE2L1	chr14	25379039	25379044	-	0.000	0.000	Merged-chr14-25379059-15
NR2516--MA0089.1.MAFG::NFE2L1	chr11	117092973	117092978	+	0.000	0.000	Merged-chr11-117092893-43
NR7564--MA0089.1.MAFG::NFE2L1	chr2	181659828	181659833	-	0.000	0.000	Merged-chr2-181659700-65
NR328--MA0501.1.MAF::NFE2	chr1	88497495	88497509	-	0.000	0.000	Merged-chr1-88497619-10
NR12828--MA0495.2.MAFF	chr9	122014387	122014407	+	0.000	0.000	Merged-chr9-122014430-33
NR4615--MA0591.1.Bach1::Mafk	chr15	74679317	74679331	+	0.000	0.000	Merged-chr15-74679277-14
NR11718--MA0501.1.MAF::NFE2	chr8	53630782	53630796	-	0.000	0.000	Merged-chr8-53630787-29
NR10715--MA0501.1.MAF::NFE2	chr6	144332479	144332493	-	0.000	0.000	Merged-chr6-144332292-25
NR12019--MA0089.1.MAFG::NFE2L1	chr8	120832256	120832261	-	0.000	0.000	Merged-chr8-120832220-19
NR137--MA0089.1.MAFG::NFE2L1	chr1	55215700	55215705	-	0.000	0.000	Merged-chr1-55215600-38
NR1428--MA0501.1.MAF::NFE2	chr10	76802327	76802341	-	0.000	0.000	Merged-chr10-76802342-40
NR646--MA0495.2.MAFF	chr1	155029375	155029395	+	0.000	0.000	Merged-chr1-155029443-27
NR2954--MA0496.2.MAFK	chr12	102588573	102588591	-	0.000	0.000	Merged-chr12-102588735-27
NR4035--MA0659.1.MAFG	chr14	55899936	55899956	+	0.000	0.000	Merged-chr14-55900148-63
NR2297--MA0591.1.Bach1::Mafk	chr11	94253921	94253935	+	0.000	0.000	Merged-chr11-94253783-2
NR8803--MA0501.1.MAF::NFE2	chr4	122872092	122872106	-	0.000	0.000	Merged-chr4-122872187-66
NR12181--MA0089.1.MAFG::NFE2L1	chr9	14548227	14548232	+	0.000	0.000	Merged-chr9-14548192-17
NR8550--MA0591.1.Bach1::Mafk	chr4	62739896	62739910	+	0.000	0.000	Merged-chr4-62739923-10
NR11958--MA0089.1.MAFG::NFE2L1	chr8	111527429	111527434	-	0.000	0.000	Merged-chr8-111527388-53
NR2017--MA0591.1.Bach1::Mafk	chr11	50422011	50422025	-	0.000	0.000	Merged-chr11-50422088-24
NR10276--MA0591.1.Bach1::Mafk	chr6	91713071	91713085	-	0.000	0.000	Merged-chr6-91712946-25
NR1284--MA0089.1.MAFG::NFE2L1	chr10	39458912	39458917	+	0.000	0.000	Merged-chr10-39458935-16
NR6658--MA0591.1.Bach1::Mafk	chr2	45023958	45023972	+	0.000	0.000	Merged-chr2-45024097-31
NR143--MA0591.1.Bach1::Mafk	chr1	58304611	58304625	-	0.000	0.000	Merged-chr1-58304515-8
NR2972--MA0496.2.MAFK	chr12	105068987	105069005	+	0.000	0.000	Merged-chr12-105069151-33
