#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/Prdm1KO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR6423--MA0684.1.RUNX3	chr4	82365251	82365260	+	0.000	0.000	Merged-chr4-82365199-20
NR3169--MA0002.2.RUNX1	chr15	3234367	3234377	+	0.000	0.000	Merged-chr15-3234376-31
NR6751--MA0002.2.RUNX1	chr4	149469735	149469745	+	0.000	0.000	Merged-chr4-149469788-41
NR1174--MA0511.2.RUNX2	chr10	110742072	110742080	+	0.000	0.000	Merged-chr10-110742149-12
NR6880--MA0684.1.RUNX3	chr5	23387127	23387136	+	0.000	0.000	Merged-chr5-23387051-61
NR3377--MA0511.2.RUNX2	chr15	78564142	78564150	-	0.000	0.000	Merged-chr15-78564204-56
NR4723--MA0002.2.RUNX1	chr19	12518019	12518029	-	0.000	0.000	Merged-chr19-12518208-28
NR2772--MA0002.2.RUNX1	chr14	18665825	18665835	-	0.000	0.000	Merged-chr14-18665788-60
NR1697--MA0511.2.RUNX2	chr11	106961728	106961736	+	0.000	0.000	Merged-chr11-106961822-47
NR3278--MA0002.2.RUNX1	chr15	50667820	50667830	-	0.000	0.000	Merged-chr15-50667671-62
NR6384--MA0002.2.RUNX1	chr4	62480527	62480537	+	0.000	0.000	Merged-chr4-62480522-129
NR4918--MA0684.1.RUNX3	chr19	57411968	57411977	-	0.000	0.000	Merged-chr19-57412064-43
NR664--MA0511.2.RUNX2	chr1	180432050	180432058	-	0.000	0.000	Merged-chr1-180432015-44
NR9046--MA0002.2.RUNX1	chr8	128725017	128725027	+	0.000	0.000	Merged-chr8-128725018-21
NR2301--MA0684.1.RUNX3	chr13	9107230	9107239	-	0.000	0.000	Merged-chr13-9107382-45
NR4931--MA0511.2.RUNX2	chr19	60681736	60681744	+	0.000	0.000	Merged-chr19-60681647-27
NR294--MA0002.2.RUNX1	chr1	90050934	90050944	+	0.000	0.000	Merged-chr1-90050823-1
NR9717--MA0684.1.RUNX3	chrX	100476580	100476589	-	0.000	0.000	Merged-chrX-100476611-55
NR4290--MA0002.2.RUNX1	chr17	88429221	88429231	+	0.000	0.000	Merged-chr17-88429158-10
NR4561--MA0002.2.RUNX1	chr18	70611285	70611295	+	0.000	0.000	Merged-chr18-70611498-71
NR4085--MA0002.2.RUNX1	chr17	44893814	44893824	+	0.000	0.000	Merged-chr17-44893726-24
NR1206--MA0511.2.RUNX2	chr10	117652226	117652234	+	0.000	0.000	Merged-chr10-117652105-48
NR3059--MA0684.1.RUNX3	chr14	87452282	87452291	-	0.000	0.000	Merged-chr14-87452152-30
NR151--MA0002.2.RUNX1	chr1	58739668	58739678	+	0.000	0.000	Merged-chr1-58739567-20
NR422--MA0002.2.RUNX1	chr1	131200182	131200192	+	0.000	0.000	Merged-chr1-131199978-81
NR6764--MA0002.2.RUNX1	chr4	150570003	150570013	+	0.000	0.000	Merged-chr4-150570161-6
NR568--MA0511.2.RUNX2	chr1	164414033	164414041	-	0.000	0.000	Merged-chr1-164413844-41
NR4879--MA0002.2.RUNX1	chr19	56296979	56296989	-	0.000	0.000	Merged-chr19-56296867-29
NR3409--MA0511.2.RUNX2	chr15	83076039	83076047	+	0.000	0.000	Merged-chr15-83076168-47
NR6720--MA0511.2.RUNX2	chr4	145275112	145275120	+	0.000	0.000	Merged-chr4-145275096-39
NR1458--MA0511.2.RUNX2	chr11	54802018	54802026	+	0.000	0.000	Merged-chr11-54802192-79
NR822--MA0684.1.RUNX3	chr10	19718826	19718835	+	0.000	0.000	Merged-chr10-19718932-45
NR4736--MA0002.2.RUNX1	chr19	16029381	16029391	+	0.000	0.000	Merged-chr19-16029300-45
NR2785--MA0002.2.RUNX1	chr14	21525921	21525931	+	0.000	0.000	Merged-chr14-21525854-33
NR869--MA0684.1.RUNX3	chr10	37322607	37322616	+	0.000	0.000	Merged-chr10-37322524-10
NR8553--MA0002.2.RUNX1	chr7	142372096	142372106	+	0.000	0.000	Merged-chr7-142372112-49
NR1931--MA0002.2.RUNX1	chr12	52503970	52503980	+	0.000	0.000	Merged-chr12-52504054-125
NR6939--MA0002.2.RUNX1	chr5	36574382	36574392	-	0.000	0.000	Merged-chr5-36574492-52
NR2371--MA0002.2.RUNX1	chr13	31179579	31179589	+	0.000	0.000	Merged-chr13-31179647-13
NR2166--MA0002.2.RUNX1	chr12	112976384	112976394	-	0.000	0.000	Merged-chr12-112976486-72
NR8490--MA0511.2.RUNX2	chr7	132824524	132824532	+	0.000	0.000	Merged-chr7-132824609-20
NR2023--MA0002.2.RUNX1	chr12	85686568	85686578	+	0.000	0.000	Merged-chr12-85686710-55
NR3548--MA0684.1.RUNX3	chr16	10979593	10979602	-	0.000	0.000	Merged-chr16-10979660-46
NR978--MA0684.1.RUNX3	chr10	68454829	68454838	-	0.000	0.000	Merged-chr10-68454782-5
NR8457--MA0002.2.RUNX1	chr7	127376117	127376127	-	0.000	0.000	Merged-chr7-127375955-65
NR706--MA0002.2.RUNX1	chr1	189085445	189085455	-	0.000	0.000	Merged-chr1-189085418-26
NR4431--MA0002.2.RUNX1	chr18	49721779	49721789	-	0.000	0.000	Merged-chr18-49721855-41
NR4702--MA0002.2.RUNX1	chr19	8519019	8519029	-	0.000	0.000	Merged-chr19-8519085-2
NR835--MA0684.1.RUNX3	chr10	21791241	21791250	-	0.000	0.000	Merged-chr10-21791159-10
NR6511--MA0684.1.RUNX3	chr4	99829122	99829131	+	0.000	0.000	Merged-chr4-99829355-64
NR914--MA0511.2.RUNX2	chr10	50903133	50903141	+	0.000	0.000	Merged-chr10-50902980-2
NR3008--MA0511.2.RUNX2	chr14	75445437	75445445	-	0.000	0.000	Merged-chr14-75445480-94
NR3386--MA0684.1.RUNX3	chr15	79740888	79740897	-	0.000	0.000	Merged-chr15-79740875-4
NR1106--MA0684.1.RUNX3	chr10	93225946	93225955	-	0.000	0.000	Merged-chr10-93225944-30
NR8837--MA0002.2.RUNX1	chr8	95878859	95878869	-	0.000	0.000	Merged-chr8-95878841-5
NR4064--MA0002.2.RUNX1	chr17	37270589	37270599	+	0.000	0.000	Merged-chr17-37270620-122
NR2926--MA0002.2.RUNX1	chr14	61698837	61698847	+	0.000	0.000	Merged-chr14-61698789-31
NR944--MA0684.1.RUNX3	chr10	60381313	60381322	-	0.000	0.000	Merged-chr10-60381393-83
NR130--MA0002.2.RUNX1	chr1	54854607	54854617	-	0.000	0.000	Merged-chr1-54854501-39
NR1801--MA0002.2.RUNX1	chr11	120981052	120981062	+	0.000	0.000	Merged-chr11-120981125-9
NR276--MA0511.2.RUNX2	chr1	86005772	86005780	+	0.000	0.000	Merged-chr1-86005917-70
NR4587--MA0002.2.RUNX1	chr18	75392593	75392603	-	0.000	0.000	Merged-chr18-75392555-48
NR5175--MA0684.1.RUNX3	chr2	72590113	72590122	-	0.000	0.000	Merged-chr2-72590175-15
NR4858--MA0002.2.RUNX1	chr19	55261679	55261689	+	0.000	0.000	Merged-chr19-55261616-5
NR3018--MA0002.2.RUNX1	chr14	75787126	75787136	-	0.000	0.000	Merged-chr14-75786967-70
NR4050--MA0684.1.RUNX3	chr17	34210706	34210715	-	0.000	0.000	Merged-chr17-34210763-36
NR8360--MA0511.2.RUNX2	chr7	110376355	110376363	-	0.000	0.000	Merged-chr7-110376386-11
NR6680--MA0511.2.RUNX2	chr4	136266856	136266864	-	0.000	0.000	Merged-chr4-136266898-41
NR4715--MA0002.2.RUNX1	chr19	10980003	10980013	-	0.000	0.000	Merged-chr19-10979908-59
NR2707--MA0684.1.RUNX3	chr13	112133929	112133938	-	0.000	0.000	Merged-chr13-112133906-22
NR55--MA0511.2.RUNX2	chr1	30872798	30872806	+	0.000	0.000	Merged-chr1-30872998-5
NR2244--MA0511.2.RUNX2	chr12	116467216	116467224	-	0.000	0.000	Merged-chr12-116467208-51
NR305--MA0002.2.RUNX1	chr1	91908146	91908156	+	0.000	0.000	Merged-chr1-91908187-5
NR3226--MA0511.2.RUNX2	chr15	31166832	31166840	-	0.000	0.000	Merged-chr15-31166801-87
NR163--MA0684.1.RUNX3	chr1	60569475	60569484	-	0.000	0.000	Merged-chr1-60569405-18
NR6110--MA0684.1.RUNX3	chr3	142674814	142674823	-	0.000	0.000	Merged-chr3-142674758-15
NR1119--MA0684.1.RUNX3	chr10	94334100	94334109	-	0.000	0.000	Merged-chr10-94333972-2
NR4553--MA0002.2.RUNX1	chr18	70462823	70462833	+	0.000	0.000	Merged-chr18-70462917-22
NR4077--MA0002.2.RUNX1	chr17	44458079	44458089	-	0.000	0.000	Merged-chr17-44458009-9
NR9610--MA0002.2.RUNX1	chr9	122233149	122233159	-	0.000	0.000	Merged-chr9-122233247-97
NR143--MA0002.2.RUNX1	chr1	55630383	55630393	+	0.000	0.000	Merged-chr1-55630357-14
NR8707--MA0002.2.RUNX1	chr8	46152861	46152871	+	0.000	0.000	Merged-chr8-46152787-8
NR494--MA0511.2.RUNX2	chr1	151096213	151096221	+	0.000	0.000	Merged-chr1-151096153-39
NR2525--MA0002.2.RUNX1	chr13	75738963	75738973	-	0.000	0.000	Merged-chr13-75739041-26
NR9769--MA0511.2.RUNX2	chrX	159828383	159828391	+	0.000	0.000	Merged-chrX-159828290-35
NR8022--MA0002.2.RUNX1	chr7	24407323	24407333	-	0.000	0.000	Merged-chr7-24407263-37
NR6613--MA0002.2.RUNX1	chr4	122944767	122944777	-	0.000	0.000	Merged-chr4-122944625-18
NR6137--MA0002.2.RUNX1	chr3	145538076	145538086	-	0.000	0.000	Merged-chr3-145538069-30
NR2383--MA0684.1.RUNX3	chr13	33072026	33072035	-	0.000	0.000	Merged-chr13-33072044-31
NR9399--MA0002.2.RUNX1	chr9	88530306	88530316	-	0.000	0.000	Merged-chr9-88530379-19
NR2925--MA0684.1.RUNX3	chr14	61339544	61339553	-	0.000	0.000	Merged-chr14-61339598-17
NR4043--MA0002.2.RUNX1	chr17	32676437	32676447	+	0.000	0.000	Merged-chr17-32676385-17
NR2363--MA0002.2.RUNX1	chr13	30154464	30154474	-	0.000	0.000	Merged-chr13-30154580-19
NR3017--MA0684.1.RUNX3	chr14	75769438	75769447	+	0.000	0.000	Merged-chr14-75769501-48
NR299--MA0002.2.RUNX1	chr1	91144886	91144896	-	0.000	0.000	Merged-chr1-91145038-11
NR4714--MA0684.1.RUNX3	chr19	10880209	10880218	-	0.000	0.000	Merged-chr19-10880366-39
NR6517--MA0002.2.RUNX1	chr4	101250496	101250506	-	0.000	0.000	Merged-chr4-101250420-26
NR304--MA0684.1.RUNX3	chr1	91755271	91755280	-	0.000	0.000	Merged-chr1-91755348-8
NR7357--MA0684.1.RUNX3	chr5	143038779	143038788	-	0.000	0.000	Merged-chr5-143038769-30
NR2144--MA0684.1.RUNX3	chr12	108798955	108798964	+	0.000	0.000	Merged-chr12-108799055-2
NR4218--MA0002.2.RUNX1	chr17	78352741	78352751	+	0.000	0.000	Merged-chr17-78352623-8
NR8035--MA0002.2.RUNX1	chr7	27591624	27591634	+	0.000	0.000	Merged-chr7-27591935-152
NR8591--MA0511.2.RUNX2	chr8	4608984	4608992	+	0.000	0.000	Merged-chr8-4608994-5
NR413--MA0684.1.RUNX3	chr1	130549398	130549407	+	0.000	0.000	Merged-chr1-130549409-15
NR536--MA0002.2.RUNX1	chr1	157412539	157412549	-	0.000	0.000	Merged-chr1-157412445-85
NR8558--MA0002.2.RUNX1	chr7	143005003	143005013	-	0.000	0.000	Merged-chr7-143004947-1
NR5137--MA0511.2.RUNX2	chr2	65414268	65414276	-	0.000	0.000	Merged-chr2-65414267-82
NR3186--MA0511.2.RUNX2	chr15	9575030	9575038	-	0.000	0.000	Merged-chr15-9575046-48
NR6563--MA0511.2.RUNX2	chr4	108832959	108832967	+	0.000	0.000	Merged-chr4-108833099-2
NR2376--MA0002.2.RUNX1	chr13	32833463	32833473	+	0.000	0.000	Merged-chr13-32833384-31
NR2918--MA0002.2.RUNX1	chr14	60736917	60736927	+	0.000	0.000	Merged-chr14-60736893-73
NR4012--MA0511.2.RUNX2	chr17	28007314	28007322	-	0.000	0.000	Merged-chr17-28007418-17
NR9398--MA0684.1.RUNX3	chr9	88366544	88366553	+	0.000	0.000	Merged-chr9-88366454-19
NR4932--MA0684.1.RUNX3	chr19	60681736	60681745	+	0.000	0.000	Merged-chr19-60681647-27
NR8938--MA0002.2.RUNX1	chr8	119784332	119784342	+	0.000	0.000	Merged-chr8-119784383-58
NR996--MA0511.2.RUNX2	chr10	74823621	74823629	-	0.000	0.000	Merged-chr10-74823662-27
NR6721--MA0684.1.RUNX3	chr4	145275112	145275121	+	0.000	0.000	Merged-chr4-145275096-39
NR8253--MA0002.2.RUNX1	chr7	90138313	90138323	+	0.000	0.000	Merged-chr7-90138521-54
NR853--MA0511.2.RUNX2	chr10	26562870	26562878	-	0.000	0.000	Merged-chr10-26563078-18
NR4022--MA0002.2.RUNX1	chr17	29494497	29494507	-	0.000	0.000	Merged-chr17-29494430-50
NR377--MA0511.2.RUNX2	chr1	125441364	125441372	-	0.000	0.000	Merged-chr1-125441635-68
NR3218--MA0511.2.RUNX2	chr15	28081354	28081362	+	0.000	0.000	Merged-chr15-28081319-36
NR2137--MA0002.2.RUNX1	chr12	107982497	107982507	-	0.000	0.000	Merged-chr12-107982520-41
NR6225--MA0002.2.RUNX1	chr4	9135917	9135927	+	0.000	0.000	Merged-chr4-9136012-29
NR2742--MA0684.1.RUNX3	chr13	119706666	119706675	-	0.000	0.000	Merged-chr13-119706684-31
NR234--MA0511.2.RUNX2	chr1	78537715	78537723	+	0.000	0.000	Merged-chr1-78537773-101
NR6748--MA0002.2.RUNX1	chr4	148683727	148683737	+	0.000	0.000	Merged-chr4-148683681-71
NR6877--MA0684.1.RUNX3	chr5	22740148	22740157	+	0.000	0.000	Merged-chr5-22740212-9
NR4449--MA0002.2.RUNX1	chr18	53176420	53176430	-	0.000	0.000	Merged-chr18-53176658-113
NR2498--MA0002.2.RUNX1	chr13	63552696	63552706	-	0.000	0.000	Merged-chr13-63552773-18
NR2769--MA0002.2.RUNX1	chr14	16173513	16173523	-	0.000	0.000	Merged-chr14-16173543-50
NR3800--MA0002.2.RUNX1	chr16	76249601	76249611	-	0.000	0.000	Merged-chr16-76249767-78
NR4783--MA0684.1.RUNX3	chr19	32275218	32275227	+	0.000	0.000	Merged-chr19-32275425-90
NR4306--MA0002.2.RUNX1	chr18	6106732	6106742	-	0.000	0.000	Merged-chr18-6106813-28
NR8000--MA0684.1.RUNX3	chr7	16119861	16119870	+	0.000	0.000	Merged-chr7-16119991-49
NR8937--MA0684.1.RUNX3	chr8	119605005	119605014	+	0.000	0.000	Merged-chr8-119605101-59
NR4514--MA0511.2.RUNX2	chr18	65297352	65297360	+	0.000	0.000	Merged-chr18-65297305-30
NR6638--MA0684.1.RUNX3	chr4	132040469	132040478	+	0.000	0.000	Merged-chr4-132040319-80
NR2136--MA0684.1.RUNX3	chr12	107721105	107721114	-	0.000	0.000	Merged-chr12-107721179-46
NR2407--MA0684.1.RUNX3	chr13	38503624	38503633	+	0.000	0.000	Merged-chr13-38503650-43
NR6717--MA0511.2.RUNX2	chr4	145099991	145099999	+	0.000	0.000	Merged-chr4-145100023-41
NR8898--MA0002.2.RUNX1	chr8	114815564	114815574	-	0.000	0.000	Merged-chr8-114815485-46
NR8503--MA0002.2.RUNX1	chr7	136255792	136255802	+	0.000	0.000	Merged-chr7-136255803-24
NR8027--MA0002.2.RUNX1	chr7	25082729	25082739	+	0.000	0.000	Merged-chr7-25082743-14
NR2593--MA0684.1.RUNX3	chr13	94177382	94177391	-	0.000	0.000	Merged-chr13-94177315-11
NR9009--MA0002.2.RUNX1	chr8	126420986	126420996	+	0.000	0.000	Merged-chr8-126420997-20
NR213--MA0511.2.RUNX2	chr1	71594452	71594460	+	0.000	0.000	Merged-chr1-71594444-22
NR9217--MA0511.2.RUNX2	chr9	56104474	56104482	+	0.000	0.000	Merged-chr9-56104454-58
NR6604--MA0684.1.RUNX3	chr4	121231419	121231428	+	0.000	0.000	Merged-chr4-121231330-50
NR2102--MA0684.1.RUNX3	chr12	100895669	100895678	-	0.000	0.000	Merged-chr12-100895499-71
NR4527--MA0511.2.RUNX2	chr18	65691625	65691633	+	0.000	0.000	Merged-chr18-65691617-34
NR4091--MA0002.2.RUNX1	chr17	45581645	45581655	-	0.000	0.000	Merged-chr17-45581656-48
NR1100--MA0002.2.RUNX1	chr10	93191225	93191235	+	0.000	0.000	Merged-chr10-93191041-25
NR6979--MA0002.2.RUNX1	chr5	57857537	57857547	+	0.000	0.000	Merged-chr5-57857424-31
NR1007--MA0511.2.RUNX2	chr10	76355126	76355134	+	0.000	0.000	Merged-chr10-76355086-35
NR6713--MA0684.1.RUNX3	chr4	144996003	144996012	+	0.000	0.000	Merged-chr4-144996009-47
NR6565--MA0002.2.RUNX1	chr4	109136982	109136992	-	0.000	0.000	Merged-chr4-109136872-28
NR2006--MA0684.1.RUNX3	chr12	82394383	82394392	+	0.000	0.000	Merged-chr12-82394298-69
NR6316--MA0511.2.RUNX2	chr4	46754923	46754931	-	0.000	0.000	Merged-chr4-46754989-10
NR6151--MA0002.2.RUNX1	chr3	148510625	148510635	-	0.000	0.000	Merged-chr3-148510691-67
NR160--MA0511.2.RUNX2	chr1	60569476	60569484	-	0.000	0.000	Merged-chr1-60569405-18
NR226--MA0511.2.RUNX2	chr1	74398244	74398252	+	0.000	0.000	Merged-chr1-74398237-10
NR4537--MA0002.2.RUNX1	chr18	66519420	66519430	+	0.000	0.000	Merged-chr18-66519602-50
NR7643--MA0002.2.RUNX1	chr6	88906961	88906971	+	0.000	0.000	Merged-chr6-88906937-14
NR8083--MA0002.2.RUNX1	chr7	45069789	45069799	+	0.000	0.000	Merged-chr7-45069861-43
NR6617--MA0684.1.RUNX3	chr4	123416433	123416442	-	0.000	0.000	Merged-chr4-123416422-1
NR4395--MA0684.1.RUNX3	chr18	37814060	37814069	-	0.000	0.000	Merged-chr18-37813954-31
NR4123--MA0002.2.RUNX1	chr17	51906663	51906673	+	0.000	0.000	Merged-chr17-51906510-37
NR4789--MA0002.2.RUNX1	chr19	34299341	34299351	+	0.000	0.000	Merged-chr19-34299504-34
NR2172--MA0002.2.RUNX1	chr12	114093907	114093917	+	0.000	0.000	Merged-chr12-114094020-26
NR5820--MA0002.2.RUNX1	chr3	83080983	83080993	+	0.000	0.000	Merged-chr3-83080875-43
NR8211--MA0002.2.RUNX1	chr7	80410400	80410410	+	0.000	0.000	Merged-chr7-80410451-25
NR2572--MA0684.1.RUNX3	chr13	89889237	89889246	+	0.000	0.000	Merged-chr13-89889254-28
NR4375--MA0002.2.RUNX1	chr18	32945732	32945742	-	0.000	0.000	Merged-chr18-32945625-57
NR4646--MA0002.2.RUNX1	chr18	82751303	82751313	-	0.000	0.000	Merged-chr18-82751310-32
NR7752--MA0002.2.RUNX1	chr6	119159740	119159750	-	0.000	0.000	Merged-chr6-119159656-11
NR2651--MA0511.2.RUNX2	chr13	102665855	102665863	+	0.000	0.000	Merged-chr13-102665756-69
NR4232--MA0002.2.RUNX1	chr17	80441972	80441982	+	0.000	0.000	Merged-chr17-80441791-30
NR2618--MA0002.2.RUNX1	chr13	98692165	98692175	-	0.000	0.000	Merged-chr13-98692096-35
NR5724--MA0002.2.RUNX1	chr3	41032261	41032271	+	0.000	0.000	Merged-chr3-41032256-9
NR8929--MA0684.1.RUNX3	chr8	117776364	117776373	-	0.000	0.000	Merged-chr8-117776265-26
NR8942--MA0511.2.RUNX2	chr8	120378091	120378099	-	0.000	0.000	Merged-chr8-120377963-10
NR9177--MA0511.2.RUNX2	chr9	44515670	44515678	+	0.000	0.000	Merged-chr9-44515753-69
NR2826--MA0511.2.RUNX2	chr14	31761937	31761945	-	0.000	0.000	Merged-chr14-31761933-17
NR4013--MA0684.1.RUNX3	chr17	28007313	28007322	-	0.000	0.000	Merged-chr17-28007418-17
NR2185--MA0002.2.RUNX1	chr12	114804595	114804605	+	0.000	0.000	Merged-chr12-114804708-39
NR1701--MA0511.2.RUNX2	chr11	107451279	107451287	+	0.000	0.000	Merged-chr11-107451487-58
NR6273--MA0002.2.RUNX1	chr4	40172600	40172610	+	0.000	0.000	Merged-chr4-40172628-23
NR1997--MA0002.2.RUNX1	chr12	80069269	80069279	+	0.000	0.000	Merged-chr12-80069261-23
NR4388--MA0002.2.RUNX1	chr18	36701976	36701986	+	0.000	0.000	Merged-chr18-36701992-26
NR3534--MA0002.2.RUNX1	chr16	4736363	4736373	-	0.000	0.000	Merged-chr16-4736414-28
NR1583--MA0002.2.RUNX1	chr11	79670751	79670761	-	0.000	0.000	Merged-chr11-79670763-15
NR3934--MA0684.1.RUNX3	chr17	6782895	6782904	+	0.000	0.000	Merged-chr17-6782813-110
NR8128--MA0002.2.RUNX1	chr7	63999431	63999441	+	0.000	0.000	Merged-chr7-63999373-46
NR1711--MA0002.2.RUNX1	chr11	107693457	107693467	-	0.000	0.000	Merged-chr11-107693539-25
NR728--MA0511.2.RUNX2	chr1	191486721	191486729	-	0.000	0.000	Merged-chr1-191486758-12
NR8257--MA0684.1.RUNX3	chr7	90476342	90476351	-	0.000	0.000	Merged-chr7-90476243-63
NR3372--MA0002.2.RUNX1	chr15	77798820	77798830	+	0.000	0.000	Merged-chr15-77798919-52
NR9140--MA0002.2.RUNX1	chr9	32592158	32592168	+	0.000	0.000	Merged-chr9-32592064-58
NR8065--MA0511.2.RUNX2	chr7	37977884	37977892	-	0.000	0.000	Merged-chr7-37977957-29
NR5008--MA0684.1.RUNX3	chr2	25620565	25620574	-	0.000	0.000	Merged-chr2-25620603-21
NR4754--MA0684.1.RUNX3	chr19	24221442	24221451	+	0.000	0.000	Merged-chr19-24221416-9
NR1820--MA0002.2.RUNX1	chr12	8660063	8660073	-	0.000	0.000	Merged-chr12-8659979-34
NR566--MA0511.2.RUNX2	chr1	164316867	164316875	+	0.000	0.000	Merged-chr1-164316890-23
NR9663--MA0002.2.RUNX1	chrX	52760335	52760345	-	0.000	0.000	Merged-chrX-52760494-47
NR2869--MA0684.1.RUNX3	chr14	47172266	47172275	+	0.000	0.000	Merged-chr14-47172360-33
NR4086--MA0511.2.RUNX2	chr17	45120173	45120181	-	0.000	0.000	Merged-chr17-45119999-67
NR1029--MA0684.1.RUNX3	chr10	80271339	80271348	-	0.000	0.000	Merged-chr10-80271512-28
NR4192--MA0002.2.RUNX1	chr17	71662806	71662816	-	0.000	0.000	Merged-chr17-71662918-53
NR8223--MA0684.1.RUNX3	chr7	80919434	80919443	+	0.000	0.000	Merged-chr7-80919490-53
NR1724--MA0002.2.RUNX1	chr11	109271740	109271750	-	0.000	0.000	Merged-chr11-109271620-15
NR199--MA0511.2.RUNX2	chr1	67181367	67181375	+	0.000	0.000	Merged-chr1-67181322-10
NR3590--MA0002.2.RUNX1	chr16	18377256	18377266	+	0.000	0.000	Merged-chr16-18377300-20
NR1853--MA0684.1.RUNX3	chr12	17726603	17726612	+	0.000	0.000	Merged-chr12-17726607-38
NR5892--MA0511.2.RUNX2	chr3	97076620	97076628	-	0.000	0.000	Merged-chr3-97076384-70
NR8283--MA0511.2.RUNX2	chr7	99003412	99003420	+	0.000	0.000	Merged-chr7-99003498-20
NR8554--MA0511.2.RUNX2	chr7	142393441	142393449	-	0.000	0.000	Merged-chr7-142393362-24
NR4367--MA0002.2.RUNX1	chr18	32192319	32192329	+	0.000	0.000	Merged-chr18-32192400-28
NR2359--MA0684.1.RUNX3	chr13	29855584	29855593	+	0.000	0.000	Merged-chr13-29855504-46
NR5670--MA0684.1.RUNX3	chr3	21965700	21965709	+	0.000	0.000	Merged-chr3-21965803-23
NR4052--MA0511.2.RUNX2	chr17	34299542	34299550	+	0.000	0.000	Merged-chr17-34299510-15
NR4118--MA0511.2.RUNX2	chr17	50678090	50678098	-	0.000	0.000	Merged-chr17-50678198-44
NR6299--MA0002.2.RUNX1	chr4	44962502	44962512	-	0.000	0.000	Merged-chr4-44962580-14
NR3149--MA0511.2.RUNX2	chr14	122063903	122063911	+	0.000	0.000	Merged-chr14-122063804-67
NR4019--MA0002.2.RUNX1	chr17	29003948	29003958	-	0.000	0.000	Merged-chr17-29004081-17
NR5650--MA0002.2.RUNX1	chr3	9867587	9867597	-	0.000	0.000	Merged-chr3-9867662-24
NR8855--MA0684.1.RUNX3	chr8	106713047	106713056	+	0.000	0.000	Merged-chr8-106712935-6
NR3913--MA0684.1.RUNX3	chr17	5107994	5108003	-	0.000	0.000	Merged-chr17-5107865-36
NR8041--MA0002.2.RUNX1	chr7	28820844	28820854	+	0.000	0.000	Merged-chr7-28820769-1
NR6033--MA0684.1.RUNX3	chr3	130932422	130932431	+	0.000	0.000	Merged-chr3-130932446-30
NR8458--MA0511.2.RUNX2	chr7	128158951	128158959	-	0.000	0.000	Merged-chr7-128158931-27
NR6556--MA0684.1.RUNX3	chr4	107006388	107006397	-	0.000	0.000	Merged-chr4-107006366-21
NR4062--MA0002.2.RUNX1	chr17	37246796	37246806	+	0.000	0.000	Merged-chr17-37246933-26
NR4955--MA0511.2.RUNX2	chr2	11193006	11193014	-	0.000	0.000	Merged-chr2-11193016-102
NR4479--MA0511.2.RUNX2	chr18	56459018	56459026	+	0.000	0.000	Merged-chr18-56459089-42
NR6413--MA0684.1.RUNX3	chr4	70307384	70307393	+	0.000	0.000	Merged-chr4-70307334-49
NR2404--MA0511.2.RUNX2	chr13	38050154	38050162	-	0.000	0.000	Merged-chr13-38050052-14
NR7691--MA0002.2.RUNX1	chr6	99910122	99910132	-	0.000	0.000	Merged-chr6-99910177-32
NR6887--MA0511.2.RUNX2	chr5	24321039	24321047	+	0.000	0.000	Merged-chr5-24321116-3
NR118--MA0684.1.RUNX3	chr1	53774180	53774189	+	0.000	0.000	Merged-chr1-53774073-61
NR890--MA0002.2.RUNX1	chr10	39600324	39600334	-	0.000	0.000	Merged-chr10-39600436-54
NR2385--MA0511.2.RUNX2	chr13	34914838	34914846	-	0.000	0.000	Merged-chr13-34914852-26
NR8468--MA0002.2.RUNX1	chr7	131540095	131540105	+	0.000	0.000	Merged-chr7-131540239-21
NR1780--MA0002.2.RUNX1	chr11	117332366	117332376	-	0.000	0.000	Merged-chr11-117332378-39
NR9771--MA0684.1.RUNX3	chrX	159828383	159828392	+	0.000	0.000	Merged-chrX-159828290-35
NR2286--MA0002.2.RUNX1	chr13	4942589	4942599	+	0.000	0.000	Merged-chr13-4942811-70
NR4859--MA0511.2.RUNX2	chr19	55263227	55263235	+	0.000	0.000	Merged-chr19-55263325-12
NR3019--MA0511.2.RUNX2	chr14	75892373	75892381	-	0.000	0.000	Merged-chr14-75892464-20
NR7866--MA0002.2.RUNX1	chr6	134014621	134014631	+	0.000	0.000	Merged-chr6-134014705-25
NR2494--MA0511.2.RUNX2	chr13	63411080	63411088	-	0.000	0.000	Merged-chr13-63411317-71
NR7600--MA0684.1.RUNX3	chr6	82922027	82922036	-	0.000	0.000	Merged-chr6-82922037-57
NR2338--MA0684.1.RUNX3	chr13	21750443	21750452	-	0.000	0.000	Merged-chr13-21750455-56
NR9403--MA0002.2.RUNX1	chr9	89842670	89842680	-	0.000	0.000	Merged-chr9-89842601-13
NR7452--MA0002.2.RUNX1	chr6	28878170	28878180	-	0.000	0.000	Merged-chr6-28878211-33
NR5772--MA0002.2.RUNX1	chr3	60496530	60496540	+	0.000	0.000	Merged-chr3-60496424-34
