#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR8938--MA0482.1.Gata4	chr7	113572975	113572985	-	0.000	0.000	Merged-chr7-113573033-33
NR6321--MA0482.1.Gata4	chr3	115693560	115693570	+	0.000	0.000	Merged-chr3-115693579-13
NR7006--MA1104.1.GATA6	chr4	95197263	95197275	+	0.000	0.000	Merged-chr4-95197383-10
NR6183--MA0035.3.Gata1	chr3	75696299	75696309	-	0.000	0.000	Merged-chr3-75696372-7
NR2807--MA0036.3.GATA2	chr13	95524826	95524836	+	0.000	0.000	Merged-chr13-95524749-120
NR8304--MA0036.3.GATA2	chr6	122804673	122804683	+	0.000	0.000	Merged-chr6-122804652-39
NR2316--MA1104.1.GATA6	chr12	110751025	110751037	-	0.000	0.000	Merged-chr12-110751101-46
NR9762--MA0037.3.GATA3	chr9	110461309	110461316	-	0.000	0.000	Merged-chr9-110461339-53
NR8776--MA0482.1.Gata4	chr7	72314635	72314645	+	0.000	0.000	Merged-chr7-72314558-78
NR6429--MA0766.1.GATA5	chr3	133623448	133623455	-	0.000	0.000	Merged-chr3-133623556-36
NR8904--MA0482.1.Gata4	chr7	107788515	107788525	-	0.000	0.000	Merged-chr7-107788483-31
NR1740--MA0482.1.Gata4	chr11	101627409	101627419	+	0.000	0.000	Merged-chr11-101627512-104
NR5783--MA0037.3.GATA3	chr2	165639608	165639615	+	0.000	0.000	Merged-chr2-165639505-4
NR1621--MA0035.3.Gata1	chr11	49085121	49085131	-	0.000	0.000	Merged-chr11-49085061-48
NR8793--MA1104.1.GATA6	chr7	75486296	75486308	-	0.000	0.000	Merged-chr7-75486326-35
NR2498--MA0482.1.Gata4	chr13	20094995	20095005	+	0.000	0.000	Merged-chr13-20095026-36
NR8189--MA0036.3.GATA2	chr6	91125078	91125088	-	0.000	0.000	Merged-chr6-91125010-35
NR7912--MA0035.3.Gata1	chr6	29229408	29229418	-	0.000	0.000	Merged-chr6-29229534-5
NR152--MA1104.1.GATA6	chr1	37544480	37544492	-	0.000	0.000	Merged-chr1-37544454-25
NR8445--MA1104.1.GATA6	chr6	136491384	136491396	+	0.000	0.000	Merged-chr6-136491563-93
NR8352--MA0035.3.Gata1	chr6	128972764	128972774	-	0.000	0.000	Merged-chr6-128972909-46
NR1108--MA1104.1.GATA6	chr10	61559862	61559874	-	0.000	0.000	Merged-chr10-61559785-43
NR3662--MA0035.3.Gata1	chr15	62730608	62730618	-	0.000	0.000	Merged-chr15-62730717-24
NR9013--MA1104.1.GATA6	chr7	135598687	135598699	+	0.000	0.000	Merged-chr7-135598633-32
NR6324--MA0035.3.Gata1	chr3	115693559	115693569	+	0.000	0.000	Merged-chr3-115693579-13
NR4373--MA0035.3.Gata1	chr17	32350600	32350610	+	0.000	0.000	Merged-chr17-32350599-47
NR9852--MA0036.3.GATA2	chrX	42343744	42343754	+	0.000	0.000	Merged-chrX-42343636-58
NR7999--MA0037.3.GATA3	chr6	54088251	54088258	+	0.000	0.000	Merged-chr6-54088359-21
NR4396--MA0482.1.Gata4	chr17	36020625	36020635	-	0.000	0.000	Merged-chr17-36020745-74
NR261--MA0037.3.GATA3	chr1	66987717	66987724	-	0.000	0.000	Merged-chr1-66987794-41
NR3768--MA0037.3.GATA3	chr15	103339526	103339533	-	0.000	0.000	Merged-chr15-103339534-3
NR7925--MA0035.3.Gata1	chr6	34129482	34129492	-	0.000	0.000	Merged-chr6-34129458-5
NR8545--MA0766.1.GATA5	chr6	144573071	144573078	+	0.000	0.000	Merged-chr6-144572880-43
NR4780--MA0037.3.GATA3	chr18	50014639	50014646	+	0.000	0.000	Merged-chr18-50014584-52
NR7713--MA0037.3.GATA3	chr5	123749486	123749493	+	0.000	0.000	Merged-chr5-123749470-86
NR8373--MA0036.3.GATA2	chr6	130078305	130078315	+	0.000	0.000	Merged-chr6-130078295-22
NR1490--MA0766.1.GATA5	chr10	127135640	127135647	-	0.000	0.000	Merged-chr10-127135675-65
NR9026--MA0037.3.GATA3	chr7	140207133	140207140	-	0.000	0.000	Merged-chr7-140207191-19
NR3693--MA0766.1.GATA5	chr15	78495178	78495185	+	0.000	0.000	Merged-chr15-78495177-43
NR9483--MA0037.3.GATA3	chr9	13536930	13536937	+	0.000	0.000	Merged-chr9-13536890-20
NR654--MA1104.1.GATA6	chr1	151009413	151009425	-	0.000	0.000	Merged-chr1-151009545-50
NR265--MA0766.1.GATA5	chr1	66987717	66987724	-	0.000	0.000	Merged-chr1-66987794-41
NR3540--MA0036.3.GATA2	chr15	36364104	36364114	+	0.000	0.000	Merged-chr15-36364170-51
NR6254--MA0140.2.GATA1::TAL1	chr3	89187839	89187856	-	0.000	0.000	Merged-chr3-89188181-94
NR8354--MA0482.1.Gata4	chr6	129210606	129210616	-	0.000	0.000	Merged-chr6-129210550-50
NR5573--MA0035.3.Gata1	chr2	122668168	122668178	-	0.000	0.000	Merged-chr2-122668057-9
NR2622--MA1104.1.GATA6	chr13	66991736	66991748	+	0.000	0.000	Merged-chr13-66991703-16
NR8001--MA0766.1.GATA5	chr6	54088251	54088258	+	0.000	0.000	Merged-chr6-54088359-21
NR8667--MA0766.1.GATA5	chr7	30333117	30333124	+	0.000	0.000	Merged-chr7-30333026-1
NR8615--MA0035.3.Gata1	chr7	19332940	19332950	+	0.000	0.000	Merged-chr7-19332998-44
NR1451--MA0035.3.Gata1	chr10	122578485	122578495	+	0.000	0.000	Merged-chr10-122578660-68
NR4779--MA0035.3.Gata1	chr18	49982267	49982277	+	0.000	0.000	Merged-chr18-49982392-61
NR6045--MA0035.3.Gata1	chr3	51744641	51744651	+	0.000	0.000	Merged-chr3-51744632-10
NR7861--MA0482.1.Gata4	chr6	12785362	12785372	+	0.000	0.000	Merged-chr6-12785179-11
NR1557--MA0037.3.GATA3	chr11	21103248	21103255	-	0.000	0.000	Merged-chr11-21103382-12
NR4787--MA0036.3.GATA2	chr18	50028361	50028371	-	0.000	0.000	Merged-chr18-50028414-49
NR9844--MA0036.3.GATA2	chrX	23673358	23673368	+	0.000	0.000	Merged-chrX-23673581-22
NR7760--MA0766.1.GATA5	chr5	139483517	139483524	-	0.000	0.000	Merged-chr5-139483495-36
NR5127--MA0140.2.GATA1::TAL1	chr2	11211985	11212002	-	0.000	0.000	Merged-chr2-11212152-38
NR2345--MA0036.3.GATA2	chr12	118255860	118255870	-	0.000	0.000	Merged-chr12-118255780-45
NR3771--MA0036.3.GATA2	chr15	103339525	103339535	+	0.000	0.000	Merged-chr15-103339534-3
NR3822--MA1104.1.GATA6	chr16	10732544	10732556	-	0.000	0.000	Merged-chr16-10732689-38
NR4328--MA1104.1.GATA6	chr17	18558830	18558842	+	0.000	0.000	Merged-chr17-18558777-104
NR8350--MA1104.1.GATA6	chr6	128972763	128972775	+	0.000	0.000	Merged-chr6-128972909-46
NR4386--MA0036.3.GATA2	chr17	35910099	35910109	+	0.000	0.000	Merged-chr17-35910117-56
NR8668--MA1104.1.GATA6	chr7	30373719	30373731	+	0.000	0.000	Merged-chr7-30373731-40
NR3902--MA0140.2.GATA1::TAL1	chr16	32108048	32108065	-	0.000	0.000	Merged-chr16-32108013-65
NR1682--MA0035.3.Gata1	chr11	75282788	75282798	+	0.000	0.000	Merged-chr11-75282753-54
NR4734--MA0482.1.Gata4	chr18	39145588	39145598	-	0.000	0.000	Merged-chr18-39145494-15
NR4429--MA0140.2.GATA1::TAL1	chr17	51904162	51904179	-	0.000	0.000	Merged-chr17-51904088-32
NR9855--MA0037.3.GATA3	chrX	42511293	42511300	+	0.000	0.000	Merged-chrX-42511352-16
NR6252--MA0482.1.Gata4	chr3	89187847	89187857	-	0.000	0.000	Merged-chr3-89188181-94
NR5060--MA0766.1.GATA5	chr19	32998972	32998979	+	0.000	0.000	Merged-chr19-32999080-29
NR1741--MA1104.1.GATA6	chr11	101627407	101627419	-	0.000	0.000	Merged-chr11-101627512-104
NR2518--MA1104.1.GATA6	chr13	30742667	30742679	+	0.000	0.000	Merged-chr13-30742638-44
NR2499--MA1104.1.GATA6	chr13	20094993	20095005	-	0.000	0.000	Merged-chr13-20095026-36
NR8697--MA0035.3.Gata1	chr7	45083050	45083060	+	0.000	0.000	Merged-chr7-45083107-80
NR3755--MA0035.3.Gata1	chr15	100041054	100041064	-	0.000	0.000	Merged-chr15-100041039-1
NR6988--MA0140.2.GATA1::TAL1	chr4	89044138	89044155	+	0.000	0.000	Merged-chr4-89044155-38
NR5663--MA0482.1.Gata4	chr2	140051793	140051803	-	0.000	0.000	Merged-chr2-140051762-17
NR1560--MA0036.3.GATA2	chr11	21103247	21103257	+	0.000	0.000	Merged-chr11-21103382-12
NR6255--MA0035.3.Gata1	chr3	89872406	89872416	-	0.000	0.000	Merged-chr3-89872416-43
NR4397--MA1104.1.GATA6	chr17	36020625	36020637	+	0.000	0.000	Merged-chr17-36020745-74
NR2155--MA0140.2.GATA1::TAL1	chr12	86860228	86860245	+	0.000	0.000	Merged-chr12-86860262-64
NR1564--MA0140.2.GATA1::TAL1	chr11	21167122	21167139	+	0.000	0.000	Merged-chr11-21166963-42
NR9807--MA0035.3.Gata1	chr9	123928902	123928912	+	0.000	0.000	Merged-chr9-123928756-104
NR4730--MA0037.3.GATA3	chr18	39091413	39091420	+	0.000	0.000	Merged-chr18-39091619-9
NR3652--MA1104.1.GATA6	chr15	60112100	60112112	-	0.000	0.000	Merged-chr15-60111990-62
NR1793--MA0482.1.Gata4	chr12	3441670	3441680	+	0.000	0.000	Merged-chr12-3441534-29
NR4733--MA0140.2.GATA1::TAL1	chr18	39091402	39091419	-	0.000	0.000	Merged-chr18-39091619-9
NR8543--MA0482.1.Gata4	chr6	144573068	144573078	-	0.000	0.000	Merged-chr6-144572880-43
NR1692--MA0766.1.GATA5	chr11	80068121	80068128	-	0.000	0.000	Merged-chr11-80068268-1
NR8355--MA1104.1.GATA6	chr6	129210606	129210618	+	0.000	0.000	Merged-chr6-129210550-50
NR5642--MA0482.1.Gata4	chr2	135966847	135966857	+	0.000	0.000	Merged-chr2-135966695-1
NR5550--MA1104.1.GATA6	chr2	119742114	119742126	+	0.000	0.000	Merged-chr2-119742331-93
NR1063--MA0036.3.GATA2	chr10	53889744	53889754	+	0.000	0.000	Merged-chr10-53889619-14
NR1615--MA0766.1.GATA5	chr11	46389539	46389546	-	0.000	0.000	Merged-chr11-46389577-59
NR5151--MA0036.3.GATA2	chr2	15090643	15090653	+	0.000	0.000	Merged-chr2-15090616-14
NR3752--MA0766.1.GATA5	chr15	97790278	97790285	+	0.000	0.000	Merged-chr15-97790248-21
NR2696--MA0037.3.GATA3	chr13	81659056	81659063	+	0.000	0.000	Merged-chr13-81658891-4
NR442--MA0037.3.GATA3	chr1	105803095	105803102	+	0.000	0.000	Merged-chr1-105803155-19
NR7862--MA1104.1.GATA6	chr6	12785360	12785372	-	0.000	0.000	Merged-chr6-12785179-11
NR4357--MA0036.3.GATA2	chr17	27323302	27323312	+	0.000	0.000	Merged-chr17-27323176-36
NR1680--MA1104.1.GATA6	chr11	75282787	75282799	-	0.000	0.000	Merged-chr11-75282753-54
NR2824--MA0037.3.GATA3	chr13	100576090	100576097	+	0.000	0.000	Merged-chr13-100576105-29
NR3898--MA0036.3.GATA2	chr16	29856392	29856402	+	0.000	0.000	Merged-chr16-29856280-19
NR7147--MA0037.3.GATA3	chr4	136180265	136180272	+	0.000	0.000	Merged-chr4-136180395-76
NR9743--MA0482.1.Gata4	chr9	94660053	94660063	-	0.000	0.000	Merged-chr9-94659852-5
NR5640--MA0036.3.GATA2	chr2	135966825	135966835	-	0.000	0.000	Merged-chr2-135966695-1
NR4071--MA0037.3.GATA3	chr16	66086702	66086709	-	0.000	0.000	Merged-chr16-66086640-17
NR7004--MA0037.3.GATA3	chr4	95197266	95197273	+	0.000	0.000	Merged-chr4-95197383-10
NR7843--MA0036.3.GATA2	chr6	8365059	8365069	+	0.000	0.000	Merged-chr6-8365103-3
NR1491--MA0035.3.Gata1	chr10	127135639	127135649	+	0.000	0.000	Merged-chr10-127135675-65
NR1947--MA0482.1.Gata4	chr12	37101493	37101503	-	0.000	0.000	Merged-chr12-37101524-1
NR2901--MA0036.3.GATA2	chr13	113023933	113023943	+	0.000	0.000	Merged-chr13-113023939-34
NR3407--MA0036.3.GATA2	chr14	121995695	121995705	-	0.000	0.000	Merged-chr14-121995600-7
NR7234--MA0766.1.GATA5	chr4	156022069	156022076	-	0.000	0.000	Merged-chr4-156022073-120
NR3864--MA0036.3.GATA2	chr16	24826502	24826512	+	0.000	0.000	Merged-chr16-24826564-20
NR9710--MA0140.2.GATA1::TAL1	chr9	87027721	87027738	-	0.000	0.000	Merged-chr9-87027785-39
NR1313--MA0036.3.GATA2	chr10	99393612	99393622	-	0.000	0.000	Merged-chr10-99393384-65
NR5231--MA0035.3.Gata1	chr2	35445343	35445353	+	0.000	0.000	Merged-chr2-35445506-29
NR7779--MA0037.3.GATA3	chr5	149255637	149255644	-	0.000	0.000	Merged-chr5-149255735-4
NR5005--MA0140.2.GATA1::TAL1	chr19	5348972	5348989	+	0.000	0.000	Merged-chr19-5349151-26
NR9894--MA0766.1.GATA5	chrX	109113829	109113836	-	0.000	0.000	Merged-chrX-109113990-42
NR4973--MA0140.2.GATA1::TAL1	chr18	82513708	82513725	-	0.000	0.000	Merged-chr18-82513500-48
NR8733--MA0140.2.GATA1::TAL1	chr7	58741233	58741250	-	0.000	0.000	Merged-chr7-58741027-24
NR9480--MA0766.1.GATA5	chr9	13466584	13466591	+	0.000	0.000	Merged-chr9-13466686-68
NR8695--MA1104.1.GATA6	chr7	45083049	45083061	-	0.000	0.000	Merged-chr7-45083107-80
NR4479--MA0036.3.GATA2	chr17	64208601	64208611	-	0.000	0.000	Merged-chr17-64208497-3
NR9223--MA0035.3.Gata1	chr8	54436802	54436812	+	0.000	0.000	Merged-chr8-54436651-1
NR9122--MA0036.3.GATA2	chr8	25654135	25654145	+	0.000	0.000	Merged-chr8-25654088-45
NR1751--MA0482.1.Gata4	chr11	106057070	106057080	+	0.000	0.000	Merged-chr11-106057103-42
NR6268--MA0036.3.GATA2	chr3	93607807	93607817	-	0.000	0.000	Merged-chr3-93607971-30
NR1697--MA0140.2.GATA1::TAL1	chr11	81613360	81613377	+	0.000	0.000	Merged-chr11-81613412-31
NR970--MA0482.1.Gata4	chr10	26494573	26494583	-	0.000	0.000	Merged-chr10-26494616-56
NR8057--MA0036.3.GATA2	chr6	58832866	58832876	+	0.000	0.000	Merged-chr6-58832889-39
NR5082--MA0035.3.Gata1	chr19	42166222	42166232	-	0.000	0.000	Merged-chr19-42166251-13
NR1512--MA0482.1.Gata4	chr11	4804255	4804265	+	0.000	0.000	Merged-chr11-4804243-58
NR4569--MA0482.1.Gata4	chr17	84061871	84061881	+	0.000	0.000	Merged-chr17-84061758-18
NR9170--MA0035.3.Gata1	chr8	36194319	36194329	+	0.000	0.000	Merged-chr8-36194183-57
NR7761--MA0035.3.Gata1	chr5	139483516	139483526	+	0.000	0.000	Merged-chr5-139483495-36
NR7532--MA0482.1.Gata4	chr5	64519185	64519195	-	0.000	0.000	Merged-chr5-64519093-9
NR3691--MA0766.1.GATA5	chr15	77816369	77816376	-	0.000	0.000	Merged-chr15-77816334-52
NR5664--MA1104.1.GATA6	chr2	140051793	140051805	+	0.000	0.000	Merged-chr2-140051762-17
NR8326--MA1104.1.GATA6	chr6	126849234	126849246	+	0.000	0.000	Merged-chr6-126849069-62
NR8713--MA0140.2.GATA1::TAL1	chr7	48795300	48795317	-	0.000	0.000	Merged-chr7-48795353-37
NR652--MA0037.3.GATA3	chr1	151009415	151009422	-	0.000	0.000	Merged-chr1-151009545-50
NR3200--MA0766.1.GATA5	chr14	73123964	73123971	+	0.000	0.000	Merged-chr14-73124034-46
NR3452--MA0766.1.GATA5	chr15	8280450	8280457	-	0.000	0.000	Merged-chr15-8280344-8
NR2620--MA0037.3.GATA3	chr13	66991739	66991746	+	0.000	0.000	Merged-chr13-66991703-16
NR5061--MA0035.3.Gata1	chr19	32998970	32998980	-	0.000	0.000	Merged-chr19-32999080-29
NR7782--MA0036.3.GATA2	chr5	149255636	149255646	+	0.000	0.000	Merged-chr5-149255735-4
NR1794--MA1104.1.GATA6	chr12	3441668	3441680	-	0.000	0.000	Merged-chr12-3441534-29
NR1676--MA0766.1.GATA5	chr11	70594812	70594819	-	0.000	0.000	Merged-chr11-70594778-39
NR8544--MA1104.1.GATA6	chr6	144573068	144573080	+	0.000	0.000	Merged-chr6-144572880-43
NR9889--MA0036.3.GATA2	chrX	107088383	107088393	+	0.000	0.000	Merged-chrX-107088422-23
NR2266--MA1104.1.GATA6	chr12	98247085	98247097	-	0.000	0.000	Merged-chr12-98247130-40
NR6098--MA0036.3.GATA2	chr3	60408699	60408709	+	0.000	0.000	Merged-chr3-60408838-69
NR2885--MA0037.3.GATA3	chr13	110790486	110790493	+	0.000	0.000	Merged-chr13-110790449-2
NR3665--MA0035.3.Gata1	chr15	64031987	64031997	+	0.000	0.000	Merged-chr15-64031961-34
NR3293--MA0036.3.GATA2	chr14	100283701	100283711	+	0.000	0.000	Merged-chr14-100283659-2
NR1935--MA1104.1.GATA6	chr12	36057886	36057898	-	0.000	0.000	Merged-chr12-36057875-8
NR3820--MA0037.3.GATA3	chr16	10732546	10732553	-	0.000	0.000	Merged-chr16-10732689-38
NR3182--MA1104.1.GATA6	chr14	66218978	66218990	-	0.000	0.000	Merged-chr14-66218968-32
NR9589--MA0035.3.Gata1	chr9	48538518	48538528	-	0.000	0.000	Merged-chr9-48538454-59
NR6188--MA0482.1.Gata4	chr3	79664920	79664930	+	0.000	0.000	Merged-chr3-79664975-26
NR1722--MA0482.1.Gata4	chr11	97994750	97994760	-	0.000	0.000	Merged-chr11-97994878-44
NR9759--MA0036.3.GATA2	chr9	107986401	107986411	+	0.000	0.000	Merged-chr9-107986494-4
NR1517--MA0482.1.Gata4	chr11	6528673	6528683	-	0.000	0.000	Merged-chr11-6528717-51
NR5270--MA0140.2.GATA1::TAL1	chr2	49773297	49773314	-	0.000	0.000	Merged-chr2-49773140-2
NR8666--MA0037.3.GATA3	chr7	30333117	30333124	+	0.000	0.000	Merged-chr7-30333026-1
NR3858--MA0766.1.GATA5	chr16	23274763	23274770	-	0.000	0.000	Merged-chr16-23274580-84
NR6320--MA0037.3.GATA3	chr3	115693560	115693567	-	0.000	0.000	Merged-chr3-115693579-13
NR1897--MA0036.3.GATA2	chr12	28589597	28589607	+	0.000	0.000	Merged-chr12-28589573-34
NR3173--MA0766.1.GATA5	chr14	60131692	60131699	-	0.000	0.000	Merged-chr14-60131750-51
NR3121--MA0035.3.Gata1	chr14	45155708	45155718	-	0.000	0.000	Merged-chr14-45155731-26
NR1693--MA0035.3.Gata1	chr11	80068120	80068130	+	0.000	0.000	Merged-chr11-80068268-1
NR1193--MA0482.1.Gata4	chr10	80610416	80610426	+	0.000	0.000	Merged-chr10-80610277-9
NR7426--MA0036.3.GATA2	chr5	37083246	37083256	+	0.000	0.000	Merged-chr5-37083387-28
NR1616--MA0035.3.Gata1	chr11	46389538	46389548	+	0.000	0.000	Merged-chr11-46389577-59
NR3753--MA0035.3.Gata1	chr15	97790276	97790286	-	0.000	0.000	Merged-chr15-97790248-21
NR2497--MA0037.3.GATA3	chr13	20094995	20095002	-	0.000	0.000	Merged-chr13-20095026-36
NR9911--MA0482.1.Gata4	chrX	137019421	137019431	-	0.000	0.000	Merged-chrX-137019593-29
NR9435--MA0482.1.Gata4	chr8	127589470	127589480	+	0.000	0.000	Merged-chr8-127589399-43
NR1123--MA0140.2.GATA1::TAL1	chr10	67097003	67097020	-	0.000	0.000	Merged-chr10-67096873-126
NR1752--MA1104.1.GATA6	chr11	106057068	106057080	-	0.000	0.000	Merged-chr11-106057103-42
NR7806--MA0036.3.GATA2	chr5	150593212	150593222	+	0.000	0.000	Merged-chr5-150593583-231
NR9815--MA0482.1.Gata4	chrX	7566383	7566393	+	0.000	0.000	Merged-chrX-7566514-6
NR9401--MA0482.1.Gata4	chr8	120537476	120537486	-	0.000	0.000	Merged-chr8-120537413-55
NR9948--MA0035.3.Gata1	chrX	169979119	169979129	-	0.000	0.000	Merged-chrX-169979163-27
NR4395--MA0037.3.GATA3	chr17	36020628	36020635	+	0.000	0.000	Merged-chr17-36020745-74
NR3189--MA0036.3.GATA2	chr14	66241476	66241486	+	0.000	0.000	Merged-chr14-66241484-22
NR7533--MA1104.1.GATA6	chr5	64519185	64519197	+	0.000	0.000	Merged-chr5-64519093-9
NR7235--MA0035.3.Gata1	chr4	156022068	156022078	+	0.000	0.000	Merged-chr4-156022073-120
NR4775--MA0037.3.GATA3	chr18	49982268	49982275	-	0.000	0.000	Merged-chr18-49982392-61
NR9491--MA0482.1.Gata4	chr9	14276154	14276164	-	0.000	0.000	Merged-chr9-14276046-105
NR5183--MA0036.3.GATA2	chr2	17644734	17644744	-	0.000	0.000	Merged-chr2-17644831-25
NR3650--MA0037.3.GATA3	chr15	60112102	60112109	-	0.000	0.000	Merged-chr15-60111990-62
NR7928--MA0036.3.GATA2	chr6	34364727	34364737	-	0.000	0.000	Merged-chr6-34364838-25
NR5228--MA0140.2.GATA1::TAL1	chr2	34961754	34961771	-	0.000	0.000	Merged-chr2-34961693-34
NR5787--MA0140.2.GATA1::TAL1	chr2	165639597	165639614	-	0.000	0.000	Merged-chr2-165639505-4
NR8353--MA0037.3.GATA3	chr6	129210609	129210616	+	0.000	0.000	Merged-chr6-129210550-50
NR9404--MA0035.3.Gata1	chr8	120537477	120537487	-	0.000	0.000	Merged-chr8-120537413-55
NR8349--MA0482.1.Gata4	chr6	128972763	128972773	-	0.000	0.000	Merged-chr6-128972909-46
NR1727--MA0482.1.Gata4	chr11	98497545	98497555	+	0.000	0.000	Merged-chr11-98497586-22
NR9632--MA0482.1.Gata4	chr9	78024981	78024991	+	0.000	0.000	Merged-chr9-78024957-31
NR8187--MA0482.1.Gata4	chr6	91125077	91125087	-	0.000	0.000	Merged-chr6-91125010-35
NR4732--MA0766.1.GATA5	chr18	39091413	39091420	+	0.000	0.000	Merged-chr18-39091619-9
NR7860--MA0037.3.GATA3	chr6	12785362	12785369	-	0.000	0.000	Merged-chr6-12785179-11
NR6925--MA0036.3.GATA2	chr4	75278973	75278983	-	0.000	0.000	Merged-chr4-75279089-1
NR5066--MA0036.3.GATA2	chr19	33053336	33053346	+	0.000	0.000	Merged-chr19-33053321-32
NR7694--MA0482.1.Gata4	chr5	118069582	118069592	-	0.000	0.000	Merged-chr5-118069472-39
NR3001--MA0766.1.GATA5	chr14	14019694	14019701	+	0.000	0.000	Merged-chr14-14019640-26
NR7846--MA0035.3.Gata1	chr6	8365160	8365170	+	0.000	0.000	Merged-chr6-8365103-3
NR7755--MA0766.1.GATA5	chr5	137787618	137787625	+	0.000	0.000	Merged-chr5-137787536-7
NR1629--MA0036.3.GATA2	chr11	53141383	53141393	-	0.000	0.000	Merged-chr11-53141237-14
NR6872--MA0036.3.GATA2	chr4	59190871	59190881	-	0.000	0.000	Merged-chr4-59190847-19
NR1021--MA0482.1.Gata4	chr10	39909004	39909014	-	0.000	0.000	Merged-chr10-39908965-34
NR3453--MA0035.3.Gata1	chr15	8280449	8280459	+	0.000	0.000	Merged-chr15-8280344-8
NR5313--MA0766.1.GATA5	chr2	58137935	58137942	+	0.000	0.000	Merged-chr2-58137903-53
NR3091--MA0766.1.GATA5	chr14	40927279	40927286	+	0.000	0.000	Merged-chr14-40927194-29
NR9016--MA0035.3.Gata1	chr7	135598688	135598698	-	0.000	0.000	Merged-chr7-135598633-32
NR9936--MA0140.2.GATA1::TAL1	chrX	164318731	164318748	+	0.000	0.000	Merged-chrX-164318746-35
NR1748--MA0766.1.GATA5	chr11	104609421	104609428	+	0.000	0.000	Merged-chr11-104609685-47
NR6189--MA1104.1.GATA6	chr3	79664918	79664930	-	0.000	0.000	Merged-chr3-79664975-26
NR1723--MA1104.1.GATA6	chr11	97994750	97994762	+	0.000	0.000	Merged-chr11-97994878-44
NR1518--MA1104.1.GATA6	chr11	6528673	6528685	+	0.000	0.000	Merged-chr11-6528717-51
NR1677--MA0035.3.Gata1	chr11	70594811	70594821	+	0.000	0.000	Merged-chr11-70594778-39
NR891--MA0036.3.GATA2	chr10	13999025	13999035	-	0.000	0.000	Merged-chr10-13999186-36
NR8990--MA0482.1.Gata4	chr7	127144582	127144592	+	0.000	0.000	Merged-chr7-127144596-50
NR1448--MA0482.1.Gata4	chr10	122578486	122578496	+	0.000	0.000	Merged-chr10-122578660-68
NR7149--MA0766.1.GATA5	chr4	136180265	136180272	+	0.000	0.000	Merged-chr4-136180395-76
NR3636--MA0036.3.GATA2	chr15	53267117	53267127	-	0.000	0.000	Merged-chr15-53267286-91
NR8703--MA0766.1.GATA5	chr7	45526451	45526458	-	0.000	0.000	Merged-chr7-45526317-62
NR9799--MA0036.3.GATA2	chr9	123087720	123087730	-	0.000	0.000	Merged-chr9-123087769-13
NR7899--MA1104.1.GATA6	chr6	24031951	24031963	-	0.000	0.000	Merged-chr6-24031822-2
NR1066--MA0036.3.GATA2	chr10	54032772	54032782	+	0.000	0.000	Merged-chr10-54032709-48
NR9436--MA1104.1.GATA6	chr8	127589468	127589480	-	0.000	0.000	Merged-chr8-127589399-43
NR8270--MA0766.1.GATA5	chr6	115768349	115768356	-	0.000	0.000	Merged-chr6-115768473-6
NR5026--MA0482.1.Gata4	chr19	12026835	12026845	-	0.000	0.000	Merged-chr19-12026851-22
NR4332--MA0037.3.GATA3	chr17	18718469	18718476	+	0.000	0.000	Merged-chr17-18718477-13
NR657--MA0035.3.Gata1	chr1	151009414	151009424	+	0.000	0.000	Merged-chr1-151009545-50
NR9893--MA1104.1.GATA6	chrX	109113827	109113839	-	0.000	0.000	Merged-chrX-109113990-42
NR761--MA0036.3.GATA2	chr1	172526890	172526900	+	0.000	0.000	Merged-chr1-172526755-50
NR5549--MA0482.1.Gata4	chr2	119742114	119742124	-	0.000	0.000	Merged-chr2-119742331-93
NR1799--MA0035.3.Gata1	chr12	4572125	4572135	-	0.000	0.000	Merged-chr12-4572121-7
NR9816--MA1104.1.GATA6	chrX	7566381	7566393	-	0.000	0.000	Merged-chrX-7566514-6
NR6765--MA0766.1.GATA5	chr4	32291747	32291754	+	0.000	0.000	Merged-chr4-32291576-26
NR2625--MA0035.3.Gata1	chr13	66991737	66991747	-	0.000	0.000	Merged-chr13-66991703-16
NR5662--MA0037.3.GATA3	chr2	140051796	140051803	+	0.000	0.000	Merged-chr2-140051762-17
NR9402--MA1104.1.GATA6	chr8	120537476	120537488	+	0.000	0.000	Merged-chr8-120537413-55
NR7543--MA0482.1.Gata4	chr5	65867408	65867418	+	0.000	0.000	Merged-chr5-65867573-52
NR6084--MA0140.2.GATA1::TAL1	chr3	58622621	58622638	+	0.000	0.000	Merged-chr3-58622670-34
NR1540--MA1104.1.GATA6	chr11	11564364	11564376	-	0.000	0.000	Merged-chr11-11564485-53
NR1207--MA0036.3.GATA2	chr10	82811967	82811977	+	0.000	0.000	Merged-chr10-82812084-42
NR3174--MA0035.3.Gata1	chr14	60131691	60131701	+	0.000	0.000	Merged-chr14-60131750-51
NR1679--MA0482.1.Gata4	chr11	75282789	75282799	+	0.000	0.000	Merged-chr11-75282753-54
