#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR2772--MA0002.2.RUNX1	chr13	93175820	93175830	-	0.000	0.000	Merged-chr13-93175751-12
NR6483--MA0511.2.RUNX2	chr3	144354995	144355003	+	0.000	0.000	Merged-chr3-144355213-9
NR4499--MA0002.2.RUNX1	chr17	88599092	88599102	+	0.000	0.000	Merged-chr17-88599180-35
NR2153--MA0002.2.RUNX1	chr12	85127124	85127134	-	0.000	0.000	Merged-chr12-85127239-15
NR442--MA0684.1.RUNX3	chr1	128358878	128358887	-	0.000	0.000	Merged-chr1-128359360-82
NR2947--MA0002.2.RUNX1	chr14	7913994	7914004	+	0.000	0.000	Merged-chr14-7914040-29
NR6559--MA0002.2.RUNX1	chr3	153411515	153411525	+	0.000	0.000	Merged-chr3-153411590-2
NR280--MA0684.1.RUNX3	chr1	82839797	82839806	+	0.000	0.000	Merged-chr1-82839592-65
NR1458--MA0511.2.RUNX2	chr10	128637208	128637216	-	0.000	0.000	Merged-chr10-128637070-78
NR822--MA0684.1.RUNX3	chr1	191480307	191480316	-	0.000	0.000	Merged-chr1-191480137-17
NR4835--MA0511.2.RUNX2	chr18	80612197	80612205	+	0.000	0.000	Merged-chr18-80611991-79
NR617--MA0684.1.RUNX3	chr1	161976647	161976656	-	0.000	0.000	Merged-chr1-161976505-45
NR8696--MA0002.2.RUNX1	chr7	71242729	71242739	+	0.000	0.000	Merged-chr7-71242656-21
NR4613--MA0684.1.RUNX3	chr18	37877745	37877754	-	0.000	0.000	Merged-chr18-37877604-30
NR7004--MA0684.1.RUNX3	chr4	123416433	123416442	-	0.000	0.000	Merged-chr4-123416422-1
NR154--MA0511.2.RUNX2	chr1	54279845	54279853	-	0.000	0.000	Merged-chr1-54279813-25
NR598--MA0684.1.RUNX3	chr1	159911214	159911223	-	0.000	0.000	Merged-chr1-159911218-36
NR7064--MA0511.2.RUNX2	chr4	134642024	134642032	+	0.000	0.000	Merged-chr4-134642170-32
NR2122--MA0511.2.RUNX2	chr12	76853983	76853991	-	0.000	0.000	Merged-chr12-76853895-20
NR2894--MA0002.2.RUNX1	chr13	112388364	112388374	+	0.000	0.000	Merged-chr13-112388467-40
NR4530--MA0511.2.RUNX2	chr18	11883343	11883351	-	0.000	0.000	Merged-chr18-11883419-27
NR312--MA0684.1.RUNX3	chr1	89090406	89090415	+	0.000	0.000	Merged-chr1-89090487-27
NR9538--MA0511.2.RUNX2	chr9	14568450	14568458	+	0.000	0.000	Merged-chr9-14568666-36
NR7365--MA0684.1.RUNX3	chr5	52126037	52126046	-	0.000	0.000	Merged-chr5-52126006-25
NR120--MA0511.2.RUNX2	chr1	43207414	43207422	+	0.000	0.000	Merged-chr1-43207362-30
NR9124--MA0511.2.RUNX2	chr8	9811411	9811419	+	0.000	0.000	Merged-chr8-9811294-16
NR6240--MA0684.1.RUNX3	chr3	101884383	101884392	+	0.000	0.000	Merged-chr3-101884248-30
NR1249--MA0684.1.RUNX3	chr10	91167021	91167030	+	0.000	0.000	Merged-chr10-91167120-36
NR8665--MA0511.2.RUNX2	chr7	63999433	63999441	-	0.000	0.000	Merged-chr7-63999373-46
NR4749--MA0002.2.RUNX1	chr18	67464728	67464738	+	0.000	0.000	Merged-chr18-67464848-45
NR2798--MA0002.2.RUNX1	chr13	97694850	97694860	-	0.000	0.000	Merged-chr13-97694845-1
NR421--MA0684.1.RUNX3	chr1	125441363	125441372	-	0.000	0.000	Merged-chr1-125441635-68
NR8251--MA0511.2.RUNX2	chr6	118621848	118621856	-	0.000	0.000	Merged-chr6-118621968-6
NR8152--MA0002.2.RUNX1	chr6	97806975	97806985	-	0.000	0.000	Merged-chr6-97807026-80
NR4940--MA0684.1.RUNX3	chr19	16029382	16029391	-	0.000	0.000	Merged-chr19-16029300-45
NR2241--MA0002.2.RUNX1	chr12	98453479	98453489	-	0.000	0.000	Merged-chr12-98453618-41
NR2512--MA0002.2.RUNX1	chr13	30192029	30192039	+	0.000	0.000	Merged-chr13-30192249-19
NR530--MA0684.1.RUNX3	chr1	144283483	144283492	+	0.000	0.000	Merged-chr1-144283563-68
NR9485--MA0511.2.RUNX2	chr8	125871176	125871184	+	0.000	0.000	Merged-chr8-125871015-13
NR177--MA0002.2.RUNX1	chr1	60343583	60343593	+	0.000	0.000	Merged-chr1-60343430-63
NR4321--MA0684.1.RUNX3	chr17	51732852	51732861	+	0.000	0.000	Merged-chr17-51732863-12
NR8631--MA0511.2.RUNX2	chr7	51621951	51621959	+	0.000	0.000	Merged-chr7-51621902-16
NR2493--MA0002.2.RUNX1	chr13	24866804	24866814	-	0.000	0.000	Merged-chr13-24866887-32
NR6951--MA0511.2.RUNX2	chr4	109274054	109274062	-	0.000	0.000	Merged-chr4-109273984-17
NR10166--MA0511.2.RUNX2	chrX	85839395	85839403	+	0.000	0.000	Merged-chrX-85839388-40
NR99--MA0002.2.RUNX1	chr1	38597955	38597965	+	0.000	0.000	Merged-chr1-38597807-10
NR8261--MA0002.2.RUNX1	chr6	119509052	119509062	+	0.000	0.000	Merged-chr6-119509030-36
NR8056--MA0002.2.RUNX1	chr6	72566266	72566276	-	0.000	0.000	Merged-chr6-72566205-29
NR305--MA0002.2.RUNX1	chr1	87187128	87187138	+	0.000	0.000	Merged-chr1-87187094-21
NR2893--MA0684.1.RUNX3	chr13	112133859	112133868	+	0.000	0.000	Merged-chr13-112133906-22
NR163--MA0684.1.RUNX3	chr1	54647525	54647534	-	0.000	0.000	Merged-chr1-54647549-11
NR4652--MA0511.2.RUNX2	chr18	49721779	49721787	+	0.000	0.000	Merged-chr18-49721855-41
NR2972--MA0511.2.RUNX2	chr14	20025508	20025516	+	0.000	0.000	Merged-chr14-20025381-48
NR557--MA0002.2.RUNX1	chr1	152369329	152369339	-	0.000	0.000	Merged-chr1-152369531-31
NR2750--MA0684.1.RUNX3	chr13	89889237	89889246	+	0.000	0.000	Merged-chr13-89889254-28
NR7295--MA0511.2.RUNX2	chr5	25092799	25092807	+	0.000	0.000	Merged-chr5-25092896-11
NR209--MA0002.2.RUNX1	chr1	66279438	66279448	+	0.000	0.000	Merged-chr1-66279555-43
NR6342--MA0002.2.RUNX1	chr3	122287419	122287429	-	0.000	0.000	Merged-chr3-122287361-48
NR4186--MA0002.2.RUNX1	chr17	23797593	23797603	-	0.000	0.000	Merged-chr17-23797661-48
NR6693--MA0511.2.RUNX2	chr4	40172494	40172502	+	0.000	0.000	Merged-chr4-40172628-23
NR6964--MA0511.2.RUNX2	chr4	116053543	116053551	-	0.000	0.000	Merged-chr4-116053495-96
NR7119--MA0002.2.RUNX1	chr4	144916650	144916660	-	0.000	0.000	Merged-chr4-144916675-7
NR252--MA0002.2.RUNX1	chr1	78537715	78537725	-	0.000	0.000	Merged-chr1-78537773-101
NR1800--MA0684.1.RUNX3	chr11	102739354	102739363	+	0.000	0.000	Merged-chr11-102739455-28
NR9971--MA0002.2.RUNX1	chr9	115088522	115088532	-	0.000	0.000	Merged-chr9-115088492-13
NR7519--MA0684.1.RUNX3	chr5	100466876	100466885	+	0.000	0.000	Merged-chr5-100466890-43
NR669--MA0511.2.RUNX2	chr1	166153509	166153517	-	0.000	0.000	Merged-chr1-166153550-30
NR652--MA0684.1.RUNX3	chr1	165154336	165154345	+	0.000	0.000	Merged-chr1-165154267-24
NR6451--MA0002.2.RUNX1	chr3	142183720	142183730	+	0.000	0.000	Merged-chr3-142183834-1
NR6246--MA0002.2.RUNX1	chr3	103466208	103466218	-	0.000	0.000	Merged-chr3-103466121-19
NR98--MA0684.1.RUNX3	chr1	38557783	38557792	+	0.000	0.000	Merged-chr1-38557840-50
NR8753--MA0511.2.RUNX2	chr7	84681780	84681788	+	0.000	0.000	Merged-chr7-84681796-26
NR4837--MA0002.2.RUNX1	chr18	80670770	80670780	-	0.000	0.000	Merged-chr18-80670695-6
NR6868--MA0511.2.RUNX2	chr4	95778035	95778043	+	0.000	0.000	Merged-chr4-95778146-34
NR5992--MA0002.2.RUNX1	chr3	36689069	36689079	-	0.000	0.000	Merged-chr3-36689235-10
NR8383--MA0002.2.RUNX1	chr6	133206197	133206207	+	0.000	0.000	Merged-chr6-133206224-36
NR2620--MA0684.1.RUNX3	chr13	55255486	55255495	-	0.000	0.000	Merged-chr13-55255412-37
NR4423--MA0002.2.RUNX1	chr17	78087125	78087135	-	0.000	0.000	Merged-chr17-78087139-42
NR1397--MA0511.2.RUNX2	chr10	118714234	118714242	+	0.000	0.000	Merged-chr10-118714396-52
NR490--MA0684.1.RUNX3	chr1	136568883	136568892	-	0.000	0.000	Merged-chr1-136568866-12
NR6725--MA0511.2.RUNX2	chr4	46479220	46479228	+	0.000	0.000	Merged-chr4-46479311-23
NR4774--MA0511.2.RUNX2	chr18	70544482	70544490	+	0.000	0.000	Merged-chr18-70544560-36
NR8511--MA0002.2.RUNX1	chr6	148961433	148961443	+	0.000	0.000	Merged-chr6-148961537-19
NR7009--MA0684.1.RUNX3	chr4	124695932	124695941	-	0.000	0.000	Merged-chr4-124696004-25
NR1870--MA0002.2.RUNX1	chr11	114945334	114945344	-	0.000	0.000	Merged-chr11-114945333-7
NR4532--MA0002.2.RUNX1	chr18	11883341	11883351	+	0.000	0.000	Merged-chr18-11883419-27
NR9269--MA0002.2.RUNX1	chr8	69176673	69176683	-	0.000	0.000	Merged-chr8-69176623-23
NR4056--MA0002.2.RUNX1	chr16	91917803	91917813	+	0.000	0.000	Merged-chr16-91917917-41
NR6341--MA0684.1.RUNX3	chr3	122202354	122202363	+	0.000	0.000	Merged-chr3-122202498-54
NR9398--MA0684.1.RUNX3	chr8	115045818	115045827	+	0.000	0.000	Merged-chr8-115045943-98
NR4727--MA0684.1.RUNX3	chr18	65297352	65297361	+	0.000	0.000	Merged-chr18-65297305-30
NR2110--MA0684.1.RUNX3	chr12	75479887	75479896	-	0.000	0.000	Merged-chr12-75479901-16
NR2233--MA0002.2.RUNX1	chr12	98212586	98212596	+	0.000	0.000	Merged-chr12-98212636-31
NR8815--MA0684.1.RUNX3	chr7	99794243	99794252	-	0.000	0.000	Merged-chr7-99794311-17
NR169--MA0002.2.RUNX1	chr1	55630383	55630393	+	0.000	0.000	Merged-chr1-55630357-14
NR6050--MA0002.2.RUNX1	chr3	60496530	60496540	+	0.000	0.000	Merged-chr3-60496424-34
NR4313--MA0684.1.RUNX3	chr17	50416226	50416235	+	0.000	0.000	Merged-chr17-50416293-2
NR2091--MA0684.1.RUNX3	chr12	70999749	70999758	-	0.000	0.000	Merged-chr12-70999631-61
NR4121--MA0511.2.RUNX2	chr17	7164085	7164093	-	0.000	0.000	Merged-chr17-7164154-31
NR4836--MA0684.1.RUNX3	chr18	80612197	80612206	+	0.000	0.000	Merged-chr18-80611991-79
NR582--MA0511.2.RUNX2	chr1	156615521	156615529	-	0.000	0.000	Merged-chr1-156615670-66
NR4688--MA0002.2.RUNX1	chr18	56459018	56459028	-	0.000	0.000	Merged-chr18-56459089-42
NR7079--MA0002.2.RUNX1	chr4	136570152	136570162	+	0.000	0.000	Merged-chr4-136570246-39
NR2137--MA0002.2.RUNX1	chr12	80273204	80273214	-	0.000	0.000	Merged-chr12-80273315-49
NR2964--MA0511.2.RUNX2	chr14	15273276	15273284	-	0.000	0.000	Merged-chr14-15273135-43
NR6768--MA0684.1.RUNX3	chr4	57091492	57091501	+	0.000	0.000	Merged-chr4-57091525-28
NR549--MA0002.2.RUNX1	chr1	151245253	151245263	+	0.000	0.000	Merged-chr1-151245323-7
NR8527--MA0511.2.RUNX2	chr7	12949616	12949624	-	0.000	0.000	Merged-chr7-12949725-56
NR9238--MA0511.2.RUNX2	chr8	57638075	57638083	-	0.000	0.000	Merged-chr8-57637972-56
NR6748--MA0002.2.RUNX1	chr4	53826422	53826432	+	0.000	0.000	Merged-chr4-53826364-82
NR3672--MA0002.2.RUNX1	chr15	94478962	94478972	-	0.000	0.000	Merged-chr15-94478905-44
NR4134--MA0511.2.RUNX2	chr17	8195732	8195740	-	0.000	0.000	Merged-chr17-8195901-46
NR2232--MA0684.1.RUNX3	chr12	98212468	98212477	-	0.000	0.000	Merged-chr12-98212636-31
NR5461--MA0002.2.RUNX1	chr2	76220913	76220923	-	0.000	0.000	Merged-chr2-76220899-10
NR5368--MA0511.2.RUNX2	chr2	59716628	59716636	-	0.000	0.000	Merged-chr2-59716624-17
NR1230--MA0002.2.RUNX1	chr10	88346741	88346751	+	0.000	0.000	Merged-chr10-88346697-18
NR2484--MA0684.1.RUNX3	chr13	23531168	23531177	+	0.000	0.000	Merged-chr13-23531231-137
NR10058--MA0684.1.RUNX3	chrX	7618418	7618427	+	0.000	0.000	Merged-chrX-7618327-48
NR4958--MA0684.1.RUNX3	chr19	21104865	21104874	-	0.000	0.000	Merged-chr19-21104768-51
NR3890--MA0002.2.RUNX1	chr16	45724350	45724360	-	0.000	0.000	Merged-chr16-45724443-44
NR2987--MA0002.2.RUNX1	chr14	21750404	21750414	-	0.000	0.000	Merged-chr14-21750492-17
NR4352--MA0511.2.RUNX2	chr17	62784252	62784260	+	0.000	0.000	Merged-chr17-62784192-42
NR2467--MA0511.2.RUNX2	chr13	21160944	21160952	+	0.000	0.000	Merged-chr13-21161115-55
NR2368--MA0002.2.RUNX1	chr12	115359119	115359129	+	0.000	0.000	Merged-chr12-115359237-46
NR8407--MA0002.2.RUNX1	chr6	136854829	136854839	-	0.000	0.000	Merged-chr6-136854628-21
NR4190--MA0511.2.RUNX2	chr17	24687236	24687244	-	0.000	0.000	Merged-chr17-24687301-48
NR2781--MA0511.2.RUNX2	chr13	94177383	94177391	-	0.000	0.000	Merged-chr13-94177315-11
NR8807--MA0684.1.RUNX3	chr7	98728800	98728809	+	0.000	0.000	Merged-chr7-98728750-2
NR366--MA0002.2.RUNX1	chr1	98022055	98022065	-	0.000	0.000	Merged-chr1-98022036-10
NR9247--MA0684.1.RUNX3	chr8	61561437	61561446	+	0.000	0.000	Merged-chr8-61561458-9
NR988--MA0511.2.RUNX2	chr10	37207077	37207085	-	0.000	0.000	Merged-chr10-37207171-14
NR10084--MA0511.2.RUNX2	chrX	37141941	37141949	-	0.000	0.000	Merged-chrX-37141960-22
NR5016--MA0684.1.RUNX3	chr19	36083078	36083087	-	0.000	0.000	Merged-chr19-36083098-3
NR2477--MA0002.2.RUNX1	chr13	22049920	22049930	-	0.000	0.000	Merged-chr13-22049966-26
NR889--MA0002.2.RUNX1	chr10	10355793	10355803	-	0.000	0.000	Merged-chr10-10355826-16
NR4828--MA0684.1.RUNX3	chr18	79284477	79284486	+	0.000	0.000	Merged-chr18-79284521-10
NR7027--MA0511.2.RUNX2	chr4	129525572	129525580	+	0.000	0.000	Merged-chr4-129525565-21
NR160--MA0511.2.RUNX2	chr1	54647526	54647534	-	0.000	0.000	Merged-chr1-54647549-11
NR5840--MA0684.1.RUNX3	chr2	169360519	169360528	+	0.000	0.000	Merged-chr2-169360551-6
NR2586--MA0002.2.RUNX1	chr13	48528485	48528495	+	0.000	0.000	Merged-chr13-48528650-27
NR5963--MA0002.2.RUNX1	chr3	21996140	21996150	+	0.000	0.000	Merged-chr3-21996009-51
NR2271--MA0511.2.RUNX2	chr12	100988529	100988537	+	0.000	0.000	Merged-chr12-100988724-71
NR127--MA0002.2.RUNX1	chr1	43768755	43768765	+	0.000	0.000	Merged-chr1-43768657-50
NR1461--MA0002.2.RUNX1	chr10	128716497	128716507	-	0.000	0.000	Merged-chr10-128716299-65
NR4474--MA0511.2.RUNX2	chr17	86038397	86038405	+	0.000	0.000	Merged-chr17-86038391-20
NR1590--MA0684.1.RUNX3	chr11	46380384	46380393	+	0.000	0.000	Merged-chr11-46380322-60
NR2572--MA0684.1.RUNX3	chr13	41774152	41774161	-	0.000	0.000	Merged-chr13-41774048-23
NR7900--MA0684.1.RUNX3	chr6	37355544	37355553	-	0.000	0.000	Merged-chr6-37355580-18
NR6726--MA0684.1.RUNX3	chr4	46479220	46479229	+	0.000	0.000	Merged-chr4-46479311-23
NR6849--MA0002.2.RUNX1	chr4	89487212	89487222	-	0.000	0.000	Merged-chr4-89487235-21
NR1222--MA0002.2.RUNX1	chr10	86794910	86794920	+	0.000	0.000	Merged-chr10-86794881-42
NR6706--MA0002.2.RUNX1	chr4	41507050	41507060	+	0.000	0.000	Merged-chr4-41507096-33
NR888--MA0684.1.RUNX3	chr10	10307521	10307530	-	0.000	0.000	Merged-chr10-10307543-35
NR4506--MA0511.2.RUNX2	chr17	93158628	93158636	-	0.000	0.000	Merged-chr17-93158612-24
NR3981--MA0511.2.RUNX2	chr16	72663827	72663835	+	0.000	0.000	Merged-chr16-72663616-18
NR4407--MA0002.2.RUNX1	chr17	73142214	73142224	+	0.000	0.000	Merged-chr17-73142383-41
NR6709--MA0511.2.RUNX2	chr4	42945478	42945486	-	0.000	0.000	Merged-chr4-42945382-5
NR8224--MA0002.2.RUNX1	chr6	113749280	113749290	-	0.000	0.000	Merged-chr6-113749254-13
NR2393--MA0511.2.RUNX2	chr12	117586386	117586394	-	0.000	0.000	Merged-chr12-117586270-30
NR1460--MA0684.1.RUNX3	chr10	128637207	128637216	-	0.000	0.000	Merged-chr10-128637070-78
NR6796--MA0002.2.RUNX1	chr4	63307487	63307497	-	0.000	0.000	Merged-chr4-63307606-15
NR4788--MA0684.1.RUNX3	chr18	73648551	73648560	+	0.000	0.000	Merged-chr18-73648637-9
NR7179--MA0684.1.RUNX3	chr4	150915455	150915464	-	0.000	0.000	Merged-chr4-150915440-35
NR2508--MA0684.1.RUNX3	chr13	29855584	29855593	+	0.000	0.000	Merged-chr13-29855504-46
NR106--MA0002.2.RUNX1	chr1	39896692	39896702	+	0.000	0.000	Merged-chr1-39896761-43
NR3027--MA0511.2.RUNX2	chr14	33323058	33323066	-	0.000	0.000	Merged-chr14-33322921-30
NR7874--MA0002.2.RUNX1	chr6	22330736	22330746	+	0.000	0.000	Merged-chr6-22330722-48
NR1840--MA0684.1.RUNX3	chr11	109445751	109445760	-	0.000	0.000	Merged-chr11-109445792-26
NR2568--MA0511.2.RUNX2	chr13	41615012	41615020	-	0.000	0.000	Merged-chr13-41614922-33
NR4105--MA0511.2.RUNX2	chr17	5108051	5108059	+	0.000	0.000	Merged-chr17-5107865-36
NR9934--MA0002.2.RUNX1	chr9	110458146	110458156	+	0.000	0.000	Merged-chr9-110458141-15
NR7983--MA0002.2.RUNX1	chr6	56568985	56568995	+	0.000	0.000	Merged-chr6-56568855-65
NR5161--MA0002.2.RUNX1	chr2	5061502	5061512	-	0.000	0.000	Merged-chr2-5061621-34
NR2184--MA0684.1.RUNX3	chr12	89479239	89479248	-	0.000	0.000	Merged-chr12-89479308-33
NR9520--MA0002.2.RUNX1	chr9	7510086	7510096	+	0.000	0.000	Merged-chr9-7510063-49
NR2849--MA0002.2.RUNX1	chr13	104288312	104288322	+	0.000	0.000	Merged-chr13-104288179-50
NR5911--MA0511.2.RUNX2	chr3	9863249	9863257	-	0.000	0.000	Merged-chr3-9863342-50
NR1724--MA0002.2.RUNX1	chr11	80484434	80484444	+	0.000	0.000	Merged-chr11-80484398-4
NR7049--MA0684.1.RUNX3	chr4	133169898	133169907	+	0.000	0.000	Merged-chr4-133169752-57
NR10108--MA0511.2.RUNX2	chrX	50930494	50930502	+	0.000	0.000	Merged-chrX-50930584-22
NR5541--MA0002.2.RUNX1	chr2	103652249	103652259	+	0.000	0.000	Merged-chr2-103652335-51
NR8869--MA0002.2.RUNX1	chr7	112180308	112180318	+	0.000	0.000	Merged-chr7-112180328-30
NR327--MA0511.2.RUNX2	chr1	92371736	92371744	+	0.000	0.000	Merged-chr1-92371802-28
NR4638--MA0002.2.RUNX1	chr18	39758461	39758471	-	0.000	0.000	Merged-chr18-39758407-11
NR1710--MA0684.1.RUNX3	chr11	77519247	77519256	-	0.000	0.000	Merged-chr11-77519189-54
NR1833--MA0002.2.RUNX1	chr11	108039327	108039337	+	0.000	0.000	Merged-chr11-108039286-20
NR1691--MA0684.1.RUNX3	chr11	75269497	75269506	+	0.000	0.000	Merged-chr11-75269578-15
NR6033--MA0684.1.RUNX3	chr3	54353429	54353438	+	0.000	0.000	Merged-chr3-54353382-25
NR1962--MA0684.1.RUNX3	chr12	16532566	16532575	+	0.000	0.000	Merged-chr12-16532570-85
NR3494--MA0002.2.RUNX1	chr15	51871270	51871280	-	0.000	0.000	Merged-chr15-51871210-28
NR8978--MA0002.2.RUNX1	chr7	127148403	127148413	-	0.000	0.000	Merged-chr7-127148384-5
NR4432--MA0511.2.RUNX2	chr17	79394210	79394218	-	0.000	0.000	Merged-chr17-79394145-31
NR214--MA0684.1.RUNX3	chr1	66896356	66896365	-	0.000	0.000	Merged-chr1-66896467-67
NR3351--MA0002.2.RUNX1	chr15	3290531	3290541	+	0.000	0.000	Merged-chr15-3290686-29
NR1942--MA0002.2.RUNX1	chr12	8847368	8847378	+	0.000	0.000	Merged-chr12-8847092-48
NR2448--MA0002.2.RUNX1	chr13	12575254	12575264	-	0.000	0.000	Merged-chr13-12575154-46
NR9642--MA0002.2.RUNX1	chr9	50966404	50966414	+	0.000	0.000	Merged-chr9-50966454-25
NR8838--MA0511.2.RUNX2	chr7	105633724	105633732	-	0.000	0.000	Merged-chr7-105633562-65
NR2034--MA0002.2.RUNX1	chr12	40016980	40016990	+	0.000	0.000	Merged-chr12-40017136-45
NR6887--MA0511.2.RUNX2	chr4	99829122	99829130	+	0.000	0.000	Merged-chr4-99829355-64
NR3860--MA0684.1.RUNX3	chr16	42907566	42907575	-	0.000	0.000	Merged-chr16-42907502-34
NR4588--MA0511.2.RUNX2	chr18	32352881	32352889	-	0.000	0.000	Merged-chr18-32352849-42
NR3983--MA0002.2.RUNX1	chr16	72679264	72679274	+	0.000	0.000	Merged-chr16-72679259-14
NR4095--MA0684.1.RUNX3	chr16	97326252	97326261	+	0.000	0.000	Merged-chr16-97326270-33
NR7595--MA0002.2.RUNX1	chr5	111059192	111059202	-	0.000	0.000	Merged-chr5-111059205-94
NR7200--MA0002.2.RUNX1	chr4	154935888	154935898	-	0.000	0.000	Merged-chr4-154936025-18
NR1832--MA0684.1.RUNX3	chr11	108036817	108036826	+	0.000	0.000	Merged-chr11-108036756-13
NR6026--MA0002.2.RUNX1	chr3	52470056	52470066	+	0.000	0.000	Merged-chr3-52470194-16
NR9403--MA0002.2.RUNX1	chr8	115531345	115531355	-	0.000	0.000	Merged-chr8-115531430-21
NR5920--MA0684.1.RUNX3	chr3	10205275	10205284	-	0.000	0.000	Merged-chr3-10205429-92
NR2080--MA0511.2.RUNX2	chr12	69539513	69539521	+	0.000	0.000	Merged-chr12-69539558-45
NR8163--MA0002.2.RUNX1	chr6	99388827	99388837	-	0.000	0.000	Merged-chr6-99389059-78
NR4184--MA0002.2.RUNX1	chr17	23617238	23617248	+	0.000	0.000	Merged-chr17-23617236-49
NR6486--MA0511.2.RUNX2	chr3	144411167	144411175	-	0.000	0.000	Merged-chr3-144411311-32
NR4584--MA0684.1.RUNX3	chr18	32149483	32149492	-	0.000	0.000	Merged-chr18-32149405-13
NR1650--MA0002.2.RUNX1	chr11	62494961	62494971	-	0.000	0.000	Merged-chr11-62495019-47
NR6387--MA0002.2.RUNX1	chr3	131154699	131154709	+	0.000	0.000	Merged-chr3-131154725-13
NR6658--MA0002.2.RUNX1	chr4	24537174	24537184	-	0.000	0.000	Merged-chr4-24537174-7
NR2304--MA0684.1.RUNX3	chr12	107721105	107721114	-	0.000	0.000	Merged-chr12-107721179-46
NR8689--MA0511.2.RUNX2	chr7	67911936	67911944	+	0.000	0.000	Merged-chr7-67912081-16
NR2427--MA0002.2.RUNX1	chr13	6688963	6688973	+	0.000	0.000	Merged-chr13-6689153-22
NR7213--MA0002.2.RUNX1	chr5	5755246	5755256	-	0.000	0.000	Merged-chr5-5755163-14
NR445--MA0684.1.RUNX3	chr1	128399307	128399316	+	0.000	0.000	Merged-chr1-128399248-36
NR3919--MA0002.2.RUNX1	chr16	51807559	51807569	-	0.000	0.000	Merged-chr16-51807556-50
NR1697--MA0002.2.RUNX1	chr11	76217698	76217708	-	0.000	0.000	Merged-chr11-76217513-52
NR1968--MA0002.2.RUNX1	chr12	16901153	16901163	-	0.000	0.000	Merged-chr12-16901091-18
NR4088--MA0002.2.RUNX1	chr16	97111599	97111609	-	0.000	0.000	Merged-chr16-97111615-1
NR3982--MA0684.1.RUNX3	chr16	72663827	72663836	+	0.000	0.000	Merged-chr16-72663616-18
NR5741--MA0511.2.RUNX2	chr2	154558866	154558874	-	0.000	0.000	Merged-chr2-154558771-46
NR5371--MA0002.2.RUNX1	chr2	59716653	59716663	+	0.000	0.000	Merged-chr2-59716624-17
NR1954--MA0684.1.RUNX3	chr12	16165140	16165149	+	0.000	0.000	Merged-chr12-16165159-14
NR4197--MA0002.2.RUNX1	chr17	25829009	25829019	+	0.000	0.000	Merged-chr17-25828970-38
NR157--MA0511.2.RUNX2	chr1	54421901	54421909	+	0.000	0.000	Merged-chr1-54421982-33
NR8926--MA0511.2.RUNX2	chr7	118232820	118232828	+	0.000	0.000	Merged-chr7-118232958-8
NR1540--MA0684.1.RUNX3	chr11	21690733	21690742	-	0.000	0.000	Merged-chr11-21690668-23
NR1729--MA0002.2.RUNX1	chr11	81613444	81613454	+	0.000	0.000	Merged-chr11-81613412-31
NR3965--MA0511.2.RUNX2	chr16	66013800	66013808	-	0.000	0.000	Merged-chr16-66013877-5
NR7431--MA0002.2.RUNX1	chr5	73340417	73340427	+	0.000	0.000	Merged-chr5-73340408-13
NR2169--MA0002.2.RUNX1	chr12	86974783	86974793	+	0.000	0.000	Merged-chr12-86974683-22
NR4676--MA0511.2.RUNX2	chr18	55681639	55681647	+	0.000	0.000	Merged-chr18-55681578-17
NR7782--MA0511.2.RUNX2	chr5	142938526	142938534	+	0.000	0.000	Merged-chr5-142938564-20
NR5817--MA0002.2.RUNX1	chr2	166549238	166549248	-	0.000	0.000	Merged-chr2-166549284-30
NR9363--MA0002.2.RUNX1	chr8	105516026	105516036	-	0.000	0.000	Merged-chr8-105516067-32
NR1920--MA0684.1.RUNX3	chr11	120981053	120981062	-	0.000	0.000	Merged-chr11-120981125-9
NR3452--MA0002.2.RUNX1	chr15	37644430	37644440	+	0.000	0.000	Merged-chr15-37644500-63
NR7910--MA0511.2.RUNX2	chr6	39347440	39347448	+	0.000	0.000	Merged-chr6-39347435-5
NR1838--MA0002.2.RUNX1	chr11	109369295	109369305	-	0.000	0.000	Merged-chr11-109369318-57
NR6514--MA0684.1.RUNX3	chr3	146045006	146045015	-	0.000	0.000	Merged-chr3-146045142-29
NR1153--MA0002.2.RUNX1	chr10	75591634	75591644	+	0.000	0.000	Merged-chr10-75591802-53
NR3290--MA0002.2.RUNX1	chr14	115040559	115040569	+	0.000	0.000	Merged-chr14-115040570-12
NR3356--MA0002.2.RUNX1	chr15	5108552	5108562	+	0.000	0.000	Merged-chr15-5108448-64
NR6018--MA0002.2.RUNX1	chr3	51495781	51495791	+	0.000	0.000	Merged-chr3-51495816-13
NR1947--MA0002.2.RUNX1	chr12	11178964	11178974	+	0.000	0.000	Merged-chr12-11178887-31
NR8254--MA0511.2.RUNX2	chr6	119159740	119159748	+	0.000	0.000	Merged-chr6-119159656-11
NR2535--MA0684.1.RUNX3	chr13	34914837	34914846	-	0.000	0.000	Merged-chr13-34914852-26
