#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR29837--MA0742.1.Klf12	chr18	56621014	56621028	-	0.000	0.000	Merged-chr18-56620960-32
NR61508--MA0493.1.Klf1	chr8	84203582	84203592	+	0.000	0.000	Merged-chr8-84203798-52
NR63629--MA0742.1.Klf12	chr9	31280525	31280539	+	0.000	0.000	Merged-chr9-31280621-156
NR65769--MA0493.1.Klf1	chr9	104373476	104373486	-	0.000	0.000	Merged-chr9-104373447-21
NR9204--MA0599.1.KLF5	chr11	23498019	23498028	+	0.000	0.000	Merged-chr11-23497943-92
NR54316--MA0741.1.KLF16	chr6	134348938	134348948	+	0.000	0.000	Merged-chr6-134348726-53
NR33610--MA0493.1.Klf1	chr2	29622613	29622623	-	0.000	0.000	Merged-chr2-29622559-44
NR39245--MA0493.1.Klf1	chr3	69156742	69156752	-	0.000	0.000	Merged-chr3-69156652-55
NR63808--MA1107.1.KLF9	chr9	37236218	37236230	-	0.000	0.000	Merged-chr9-37236124-32
NR34280--MA0741.1.KLF16	chr2	57117666	57117676	+	0.000	0.000	Merged-chr2-57117653-11
NR49766--MA0741.1.KLF16	chr5	122850146	122850156	+	0.000	0.000	Merged-chr5-122850180-68
NR59637--MA0493.1.Klf1	chr7	141414154	141414164	-	0.000	0.000	Merged-chr7-141414217-79
NR48744--MA0039.3.KLF4	chr5	100079135	100079145	+	0.000	0.000	Merged-chr5-100079287-27
NR48754--MA0493.1.Klf1	chr5	100498683	100498693	+	0.000	0.000	Merged-chr5-100498698-59
NR26401--MA1107.1.KLF9	chr17	24251398	24251410	+	0.000	0.000	Merged-chr17-24251490-51
NR9859--MA0740.1.KLF14	chr11	54936433	54936446	-	0.000	0.000	Merged-chr11-54936551-30
NR15939--MA1107.1.KLF9	chr13	34046644	34046656	+	0.000	0.000	Merged-chr13-34046570-24
NR14191--MA0657.1.KLF13	chr12	81845121	81845138	-	0.000	0.000	Merged-chr12-81845150-28
NR39156--MA0599.1.KLF5	chr3	65974831	65974840	+	0.000	0.000	Merged-chr3-65974924-71
NR27574--MA0740.1.KLF14	chr17	47508092	47508105	+	0.000	0.000	Merged-chr17-47508113-61
NR58133--MA0741.1.KLF16	chr7	109741759	109741769	+	0.000	0.000	Merged-chr7-109741680-86
NR17327--MA0493.1.Klf1	chr13	91267411	91267421	+	0.000	0.000	Merged-chr13-91267603-15
NR3238--MA0599.1.KLF5	chr1	164503615	164503624	-	0.000	0.000	Merged-chr1-164503488-46
NR37096--MA1107.1.KLF9	chr2	155050906	155050918	-	0.000	0.000	Merged-chr2-155050840-76
NR17514--MA0741.1.KLF16	chr13	97235268	97235278	+	0.000	0.000	Merged-chr13-97235164-28
NR60480--MA1107.1.KLF9	chr8	35495557	35495569	-	0.000	0.000	Merged-chr8-35495610-146
NR55855--MA0493.1.Klf1	chr7	25395748	25395758	-	0.000	0.000	Merged-chr7-25395796-56
NR5618--MA1107.1.KLF9	chr10	57532586	57532598	-	0.000	0.000	Merged-chr10-57532411-52
NR68156--MA1107.1.KLF9	chrX	160138408	160138420	+	0.000	0.000	Merged-chrX-160138243-80
NR26756--MA0599.1.KLF5	chr17	29490596	29490605	-	0.000	0.000	Merged-chr17-29490702-78
NR48307--MA0599.1.KLF5	chr5	88676185	88676194	-	0.000	0.000	Merged-chr5-88676360-5
NR26752--MA0741.1.KLF16	chr17	29345513	29345523	+	0.000	0.000	Merged-chr17-29345464-1
NR29251--MA0599.1.KLF5	chr18	25487032	25487041	-	0.000	0.000	Merged-chr18-25487147-80
NR6681--MA0742.1.Klf12	chr10	80848766	80848780	+	0.000	0.000	Merged-chr10-80848752-35
NR21718--MA0493.1.Klf1	chr15	58823642	58823652	-	0.000	0.000	Merged-chr15-58823489-98
NR21095--MA1107.1.KLF9	chr15	9189908	9189920	+	0.000	0.000	Merged-chr15-9190055-23
NR60273--MA0741.1.KLF16	chr8	23208427	23208437	+	0.000	0.000	Merged-chr8-23208260-108
NR52017--MA0741.1.KLF16	chr6	47740031	47740041	+	0.000	0.000	Merged-chr6-47740033-80
NR16255--MA0493.1.Klf1	chr13	45391532	45391542	-	0.000	0.000	Merged-chr13-45391616-45
NR31671--MA0039.3.KLF4	chr19	23135582	23135592	+	0.000	0.000	Merged-chr19-23135579-121
NR52856--MA0740.1.KLF14	chr6	85374804	85374817	-	0.000	0.000	Merged-chr6-85374701-69
NR60815--MA0741.1.KLF16	chr8	61606944	61606954	+	0.000	0.000	Merged-chr8-61607091-30
NR47467--MA0741.1.KLF16	chr5	36713405	36713415	-	0.000	0.000	Merged-chr5-36713262-67
NR13330--MA0493.1.Klf1	chr12	25439018	25439028	-	0.000	0.000	Merged-chr12-25438792-86
NR50066--MA0741.1.KLF16	chr5	129715475	129715485	-	0.000	0.000	Merged-chr5-129715582-48
NR50337--MA0741.1.KLF16	chr5	134932338	134932348	-	0.000	0.000	Merged-chr5-134932473-29
NR16175--MA0599.1.KLF5	chr13	43215721	43215730	+	0.000	0.000	Merged-chr13-43215803-84
NR50662--MA0657.1.KLF13	chr5	139252267	139252284	-	0.000	0.000	Merged-chr5-139252654-135
NR58385--MA0741.1.KLF16	chr7	115217070	115217080	-	0.000	0.000	Merged-chr7-115217038-43
NR13250--MA0599.1.KLF5	chr12	20990399	20990408	+	0.000	0.000	Merged-chr12-20990440-63
NR37704--MA0740.1.KLF14	chr2	167349390	167349403	-	0.000	0.000	Merged-chr2-167349371-94
NR58457--MA1107.1.KLF9	chr7	117428993	117429005	-	0.000	0.000	Merged-chr7-117429043-56
NR51492--MA0741.1.KLF16	chr6	13069828	13069838	+	0.000	0.000	Merged-chr6-13070052-121
NR68018--MA0493.1.Klf1	chrX	152327577	152327587	+	0.000	0.000	Merged-chrX-152327497-47
NR721--MA0657.1.KLF13	chr1	55052745	55052762	-	0.000	0.000	Merged-chr1-55052728-71
NR22279--MA1107.1.KLF9	chr15	78851933	78851945	-	0.000	0.000	Merged-chr15-78851956-26
NR19552--MA0599.1.KLF5	chr14	57890316	57890325	+	0.000	0.000	Merged-chr14-57890199-76
NR174--MA1107.1.KLF9	chr1	21271714	21271726	+	0.000	0.000	Merged-chr1-21271606-40
NR31449--MA0599.1.KLF5	chr19	10525249	10525258	-	0.000	0.000	Merged-chr19-10525471-98
NR22064--MA1107.1.KLF9	chr15	76069494	76069506	-	0.000	0.000	Merged-chr15-76069606-72
NR37625--MA0493.1.Klf1	chr2	166620686	166620696	-	0.000	0.000	Merged-chr2-166620624-54
NR41482--MA0039.3.KLF4	chr3	143379405	143379415	+	0.000	0.000	Merged-chr3-143379316-24
NR23866--MA0740.1.KLF14	chr16	18348187	18348200	-	0.000	0.000	Merged-chr16-18348236-26
NR4121--MA0741.1.KLF16	chr1	184737943	184737953	+	0.000	0.000	Merged-chr1-184738115-15
NR1649--MA0740.1.KLF14	chr1	93512060	93512073	-	0.000	0.000	Merged-chr1-93512028-56
NR4787--MA0741.1.KLF16	chr10	4432427	4432437	+	0.000	0.000	Merged-chr10-4432497-94
NR53800--MA1107.1.KLF9	chr6	119749279	119749291	+	0.000	0.000	Merged-chr6-119749325-22
NR11584--MA0741.1.KLF16	chr11	97018708	97018718	-	0.000	0.000	Merged-chr11-97018776-25
NR841--MA1107.1.KLF9	chr1	60569422	60569434	+	0.000	0.000	Merged-chr1-60569405-18
NR28703--MA0599.1.KLF5	chr17	85800116	85800125	-	0.000	0.000	Merged-chr17-85800006-20
NR68268--MA1107.1.KLF9	chrX	169973435	169973447	+	0.000	0.000	Merged-chrX-169973362-71
NR2089--MA0740.1.KLF14	chr1	128103318	128103331	-	0.000	0.000	Merged-chr1-128103135-101
NR55851--MA0741.1.KLF16	chr7	25316870	25316880	+	0.000	0.000	Merged-chr7-25316715-33
NR18550--MA0039.3.KLF4	chr14	7818950	7818960	-	0.000	0.000	Merged-chr14-7819138-4
NR18560--MA0493.1.Klf1	chr14	7929181	7929191	-	0.000	0.000	Merged-chr14-7929252-11
NR13441--MA0039.3.KLF4	chr12	33220641	33220651	-	0.000	0.000	Merged-chr12-33220672-27
NR30171--MA0599.1.KLF5	chr18	65928622	65928631	-	0.000	0.000	Merged-chr18-65928532-5
NR582--MA0741.1.KLF16	chr1	44101592	44101602	+	0.000	0.000	Merged-chr1-44101717-6
NR55917--MA0741.1.KLF16	chr7	27361437	27361447	+	0.000	0.000	Merged-chr7-27361571-54
NR22274--MA0039.3.KLF4	chr15	78851933	78851943	-	0.000	0.000	Merged-chr15-78851956-26
NR54317--MA1107.1.KLF9	chr6	134348937	134348949	+	0.000	0.000	Merged-chr6-134348726-53
NR52819--MA0599.1.KLF5	chr6	83775797	83775806	+	0.000	0.000	Merged-chr6-83775739-91
NR43693--MA0741.1.KLF16	chr4	88031865	88031875	+	0.000	0.000	Merged-chr4-88031691-64
NR40079--MA0740.1.KLF14	chr3	100922368	100922381	+	0.000	0.000	Merged-chr3-100922271-56
NR53273--MA0599.1.KLF5	chr6	99666814	99666823	+	0.000	0.000	Merged-chr6-99666817-4
NR42390--MA0599.1.KLF5	chr4	11007763	11007772	+	0.000	0.000	Merged-chr4-11007928-2
NR44646--MA0599.1.KLF5	chr4	123904941	123904950	+	0.000	0.000	Merged-chr4-123904987-55
NR65572--MA0493.1.Klf1	chr9	99469927	99469937	+	0.000	0.000	Merged-chr9-99469936-29
NR67828--MA0493.1.Klf1	chrX	122397403	122397413	+	0.000	0.000	Merged-chrX-122397290-44
NR56945--MA0493.1.Klf1	chr7	64161052	64161062	-	0.000	0.000	Merged-chr7-64160970-41
NR15412--MA0599.1.KLF5	chr12	116048008	116048017	-	0.000	0.000	Merged-chr12-116048086-1
NR48096--MA0493.1.Klf1	chr5	74195192	74195202	-	0.000	0.000	Merged-chr5-74195264-55
NR44770--MA1107.1.KLF9	chr4	126533530	126533542	-	0.000	0.000	Merged-chr4-126533428-35
NR18461--MA1107.1.KLF9	chr13	119736899	119736911	+	0.000	0.000	Merged-chr13-119737127-30
NR61168--MA0742.1.Klf12	chr8	71660718	71660732	-	0.000	0.000	Merged-chr8-71660864-27
NR21310--MA1107.1.KLF9	chr15	30662274	30662286	-	0.000	0.000	Merged-chr15-30662184-17
NR56650--MA0599.1.KLF5	chr7	46100601	46100610	+	0.000	0.000	Merged-chr7-46100790-26
NR59360--MA0599.1.KLF5	chr7	135716631	135716640	-	0.000	0.000	Merged-chr7-135716348-117
NR49527--MA0741.1.KLF16	chr5	117069439	117069449	-	0.000	0.000	Merged-chr5-117069414-24
NR60374--MA0599.1.KLF5	chr8	27159400	27159409	+	0.000	0.000	Merged-chr8-27159514-57
NR16178--MA0741.1.KLF16	chr13	43215723	43215733	+	0.000	0.000	Merged-chr13-43215803-84
NR7035--MA0741.1.KLF16	chr10	86021907	86021917	-	0.000	0.000	Merged-chr10-86022093-75
NR42023--MA0599.1.KLF5	chr3	153944707	153944716	-	0.000	0.000	Merged-chr3-153944513-90
NR29047--MA0741.1.KLF16	chr18	5591812	5591822	-	0.000	0.000	Merged-chr18-5591959-116
NR16622--MA0740.1.KLF14	chr13	55593045	55593058	-	0.000	0.000	Merged-chr13-55593149-43
NR3256--MA0599.1.KLF5	chr1	165091986	165091995	+	0.000	0.000	Merged-chr1-165091937-36
NR21465--MA0742.1.Klf12	chr15	38078879	38078893	-	0.000	0.000	Merged-chr15-38078784-97
NR29886--MA0740.1.KLF14	chr18	60560702	60560715	+	0.000	0.000	Merged-chr18-60560900-69
NR62865--MA0742.1.Klf12	chr8	122769454	122769468	-	0.000	0.000	Merged-chr8-122769435-21
NR34812--MA0493.1.Klf1	chr2	73540605	73540615	-	0.000	0.000	Merged-chr2-73540763-38
NR21059--MA0039.3.KLF4	chr15	6622779	6622789	-	0.000	0.000	Merged-chr15-6622657-10
NR14769--MA0741.1.KLF16	chr12	103103784	103103794	-	0.000	0.000	Merged-chr12-103103779-12
NR22154--MA0741.1.KLF16	chr15	76698126	76698136	+	0.000	0.000	Merged-chr15-76698046-57
NR59208--MA0599.1.KLF5	chr7	131542790	131542799	+	0.000	0.000	Merged-chr7-131542725-30
NR66150--MA0741.1.KLF16	chr9	110732746	110732756	-	0.000	0.000	Merged-chr9-110732795-38
NR57914--MA0493.1.Klf1	chr7	102100316	102100326	+	0.000	0.000	Merged-chr7-102100187-36
NR48325--MA0599.1.KLF5	chr5	88764994	88765003	+	0.000	0.000	Merged-chr5-88764989-68
NR58289--MA0741.1.KLF16	chr7	113369450	113369460	-	0.000	0.000	Merged-chr7-113369471-104
NR55793--MA0599.1.KLF5	chr7	25082747	25082756	-	0.000	0.000	Merged-chr7-25082743-14
NR32178--MA0742.1.Klf12	chr19	43571202	43571216	+	0.000	0.000	Merged-chr19-43571259-40
NR234--MA0741.1.KLF16	chr1	24100391	24100401	+	0.000	0.000	Merged-chr1-24100239-49
NR6633--MA0599.1.KLF5	chr10	80658964	80658973	+	0.000	0.000	Merged-chr10-80658824-84
NR50745--MA0039.3.KLF4	chr5	140389320	140389330	+	0.000	0.000	Merged-chr5-140389352-56
NR15882--MA0599.1.KLF5	chr13	28959737	28959746	-	0.000	0.000	Merged-chr13-28959721-31
NR27146--MA0039.3.KLF4	chr17	35222661	35222671	-	0.000	0.000	Merged-chr17-35222576-28
NR50675--MA0599.1.KLF5	chr5	139372037	139372046	-	0.000	0.000	Merged-chr5-139372178-54
NR61897--MA1107.1.KLF9	chr8	94876325	94876337	+	0.000	0.000	Merged-chr8-94876401-60
NR44758--MA0599.1.KLF5	chr4	126260942	126260951	-	0.000	0.000	Merged-chr4-126260949-19
NR53170--MA0599.1.KLF5	chr6	95718858	95718867	-	0.000	0.000	Merged-chr6-95718685-98
NR55426--MA0599.1.KLF5	chr7	16295782	16295791	+	0.000	0.000	Merged-chr7-16295835-16
NR11693--MA0741.1.KLF16	chr11	98022668	98022678	+	0.000	0.000	Merged-chr11-98022652-17
NR38706--MA0493.1.Klf1	chr3	34019906	34019916	-	0.000	0.000	Merged-chr3-34020074-110
NR29117--MA0599.1.KLF5	chr18	12741276	12741285	-	0.000	0.000	Merged-chr18-12741436-88
NR30264--MA1107.1.KLF9	chr18	67768650	67768662	-	0.000	0.000	Merged-chr18-67768535-29
NR11964--MA0741.1.KLF16	chr11	102087631	102087641	+	0.000	0.000	Merged-chr11-102087650-67
NR4621--MA0657.1.KLF13	chr1	193146632	193146649	-	0.000	0.000	Merged-chr1-193146532-29
NR9206--MA0740.1.KLF14	chr11	23498124	23498137	+	0.000	0.000	Merged-chr11-23497943-92
NR5631--MA0039.3.KLF4	chr10	58480172	58480182	-	0.000	0.000	Merged-chr10-58480234-23
NR50317--MA0599.1.KLF5	chr5	134688992	134689001	+	0.000	0.000	Merged-chr5-134688853-79
NR5641--MA0493.1.Klf1	chr10	58812542	58812552	-	0.000	0.000	Merged-chr10-58812517-33
NR36307--MA0493.1.Klf1	chr2	132180653	132180663	+	0.000	0.000	Merged-chr2-132180846-32
NR19650--MA0493.1.Klf1	chr14	61172797	61172807	-	0.000	0.000	Merged-chr14-61173036-86
NR64249--MA1107.1.KLF9	chr9	55938123	55938135	-	0.000	0.000	Merged-chr9-55938219-68
NR24530--MA0740.1.KLF14	chr16	49699192	49699205	-	0.000	0.000	Merged-chr16-49699249-55
NR42615--MA0740.1.KLF14	chr4	40143382	40143395	+	0.000	0.000	Merged-chr4-40143231-72
NR40393--MA0740.1.KLF14	chr3	108284061	108284074	-	0.000	0.000	Merged-chr3-108284126-29
NR59472--MA0599.1.KLF5	chr7	139295866	139295875	-	0.000	0.000	Merged-chr7-139295944-32
NR57153--MA0493.1.Klf1	chr7	78597950	78597960	-	0.000	0.000	Merged-chr7-78597862-108
NR51653--MA0599.1.KLF5	chr6	28410194	28410203	-	0.000	0.000	Merged-chr6-28410269-14
NR40770--MA0599.1.KLF5	chr3	122984572	122984581	+	0.000	0.000	Merged-chr3-122984427-120
NR24338--MA1107.1.KLF9	chr16	36041237	36041249	-	0.000	0.000	Merged-chr16-36041234-57
NR486--MA0741.1.KLF16	chr1	39950308	39950318	-	0.000	0.000	Merged-chr1-39950256-21
NR27048--MA1107.1.KLF9	chr17	34196857	34196869	+	0.000	0.000	Merged-chr17-34196730-34
NR65031--MA0599.1.KLF5	chr9	77456725	77456734	+	0.000	0.000	Merged-chr9-77456588-28
NR38607--MA1107.1.KLF9	chr3	22115517	22115529	+	0.000	0.000	Merged-chr3-22115498-23
NR5744--MA0742.1.Klf12	chr10	60831618	60831632	-	0.000	0.000	Merged-chr10-60831602-50
NR8113--MA0741.1.KLF16	chr10	119218836	119218846	-	0.000	0.000	Merged-chr10-119218704-23
NR56743--MA1107.1.KLF9	chr7	49494867	49494879	-	0.000	0.000	Merged-chr7-49494921-17
NR38923--MA0741.1.KLF16	chr3	51552966	51552976	-	0.000	0.000	Merged-chr3-51553157-56
NR37624--MA0039.3.KLF4	chr2	166620684	166620694	-	0.000	0.000	Merged-chr2-166620624-54
NR17278--MA0742.1.Klf12	chr13	89521652	89521666	+	0.000	0.000	Merged-chr13-89521757-30
NR43408--MA0493.1.Klf1	chr4	62634180	62634190	-	0.000	0.000	Merged-chr4-62634288-50
NR26751--MA0493.1.Klf1	chr17	29345512	29345522	+	0.000	0.000	Merged-chr17-29345464-1
NR17162--MA0599.1.KLF5	chr13	81657956	81657965	-	0.000	0.000	Merged-chr13-81657975-90
NR15847--MA0741.1.KLF16	chr13	24831543	24831553	+	0.000	0.000	Merged-chr13-24831601-67
NR57892--MA0741.1.KLF16	chr7	101466457	101466467	-	0.000	0.000	Merged-chr7-101466620-78
NR10656--MA0742.1.Klf12	chr11	74830016	74830030	+	0.000	0.000	Merged-chr11-74829938-1
NR11550--MA0741.1.KLF16	chr11	96824275	96824285	+	0.000	0.000	Merged-chr11-96824192-47
NR9455--MA0599.1.KLF5	chr11	43362634	43362643	+	0.000	0.000	Merged-chr11-43362621-15
NR22292--MA0039.3.KLF4	chr15	79071969	79071979	-	0.000	0.000	Merged-chr15-79071846-7
NR50581--MA0599.1.KLF5	chr5	137749330	137749339	+	0.000	0.000	Merged-chr5-137749459-31
NR39158--MA0741.1.KLF16	chr3	65974831	65974841	+	0.000	0.000	Merged-chr3-65974924-71
NR12044--MA0599.1.KLF5	chr11	103016992	103017001	+	0.000	0.000	Merged-chr11-103017025-48
NR11670--MA0657.1.KLF13	chr11	97884463	97884480	+	0.000	0.000	Merged-chr11-97884212-84
NR37478--MA0741.1.KLF16	chr2	163750289	163750299	+	0.000	0.000	Merged-chr2-163750187-67
NR34610--MA1107.1.KLF9	chr2	70425765	70425777	+	0.000	0.000	Merged-chr2-70425902-24
NR35146--MA0599.1.KLF5	chr2	90847086	90847095	+	0.000	0.000	Merged-chr2-90847182-63
NR16170--MA0493.1.Klf1	chr13	43215662	43215672	+	0.000	0.000	Merged-chr13-43215803-84
NR17984--MA0741.1.KLF16	chr13	107890587	107890597	+	0.000	0.000	Merged-chr13-107890491-165
NR8841--MA0741.1.KLF16	chr11	4186700	4186710	-	0.000	0.000	Merged-chr11-4186832-60
NR15975--MA1107.1.KLF9	chr13	34163286	34163298	-	0.000	0.000	Merged-chr13-34163217-77
NR50421--MA0742.1.Klf12	chr5	135669956	135669970	+	0.000	0.000	Merged-chr5-135669926-12
NR16090--MA0599.1.KLF5	chr13	38527975	38527984	-	0.000	0.000	Merged-chr13-38527849-1
NR48093--MA0740.1.KLF14	chr5	74195189	74195202	-	0.000	0.000	Merged-chr5-74195264-55
NR20854--MA0741.1.KLF16	chr14	120910823	120910833	+	0.000	0.000	Merged-chr14-120911089-102
NR53900--MA0740.1.KLF14	chr6	122486175	122486188	-	0.000	0.000	Merged-chr6-122486268-46
NR32417--MA1107.1.KLF9	chr19	46970295	46970307	+	0.000	0.000	Merged-chr19-46970347-33
NR51110--MA0741.1.KLF16	chr5	146867617	146867627	+	0.000	0.000	Merged-chr5-146867667-49
NR33629--MA0599.1.KLF5	chr2	29820464	29820473	+	0.000	0.000	Merged-chr2-29820454-25
NR19682--MA0599.1.KLF5	chr14	61685083	61685092	+	0.000	0.000	Merged-chr14-61685114-25
NR59584--MA0599.1.KLF5	chr7	141123028	141123037	+	0.000	0.000	Merged-chr7-141123234-59
NR23486--MA0493.1.Klf1	chr16	3872304	3872314	+	0.000	0.000	Merged-chr16-3872425-54
NR875--MA0742.1.Klf12	chr1	64121725	64121739	-	0.000	0.000	Merged-chr1-64121787-120
NR33367--MA0657.1.KLF13	chr2	25262587	25262604	-	0.000	0.000	Merged-chr2-25262737-80
NR44880--MA0741.1.KLF16	chr4	129189476	129189486	+	0.000	0.000	Merged-chr4-129189596-96
NR19404--MA0493.1.Klf1	chr14	54449119	54449129	+	0.000	0.000	Merged-chr14-54449223-32
NR31264--MA0740.1.KLF14	chr19	5964208	5964221	+	0.000	0.000	Merged-chr19-5964165-54
NR55881--MA0039.3.KLF4	chr7	25782158	25782168	+	0.000	0.000	Merged-chr7-25781953-85
NR63984--MA0599.1.KLF5	chr9	44526739	44526748	+	0.000	0.000	Merged-chr9-44526635-59
NR8025--MA0599.1.KLF5	chr10	118002221	118002230	+	0.000	0.000	Merged-chr10-118002133-33
NR59565--MA1107.1.KLF9	chr7	140908802	140908814	-	0.000	0.000	Merged-chr7-140908830-38
NR24195--MA0741.1.KLF16	chr16	31664099	31664109	-	0.000	0.000	Merged-chr16-31663921-80
NR57815--MA0741.1.KLF16	chr7	99980482	99980492	-	0.000	0.000	Merged-chr7-99980241-66
NR13209--MA1107.1.KLF9	chr12	16805623	16805635	+	0.000	0.000	Merged-chr12-16805664-28
NR67568--MA0742.1.Klf12	chrX	74429021	74429035	+	0.000	0.000	Merged-chrX-74429212-105
NR59350--MA1107.1.KLF9	chr7	135669476	135669488	+	0.000	0.000	Merged-chr7-135669447-32
NR52067--MA0599.1.KLF5	chr6	48086674	48086683	+	0.000	0.000	Merged-chr6-48086485-91
NR20462--MA1107.1.KLF9	chr14	101640482	101640494	+	0.000	0.000	Merged-chr14-101640435-68
NR27696--MA0740.1.KLF14	chr17	50292853	50292866	+	0.000	0.000	Merged-chr17-50292906-47
NR63411--MA0599.1.KLF5	chr9	15550947	15550956	-	0.000	0.000	Merged-chr9-15550755-58
NR12912--MA0493.1.Klf1	chr11	120672978	120672988	+	0.000	0.000	Merged-chr11-120673192-70
NR46489--MA1107.1.KLF9	chr4	154207385	154207397	-	0.000	0.000	Merged-chr4-154207507-28
NR54447--MA1107.1.KLF9	chr6	137541352	137541364	-	0.000	0.000	Merged-chr6-137541549-52
NR24384--MA0599.1.KLF5	chr16	37385055	37385064	-	0.000	0.000	Merged-chr16-37384954-25
NR8790--MA0740.1.KLF14	chr11	3289481	3289494	-	0.000	0.000	Merged-chr11-3289490-8
NR29215--MA0493.1.Klf1	chr18	23803948	23803958	-	0.000	0.000	Merged-chr18-23803965-77
NR58889--MA0740.1.KLF14	chr7	126884733	126884746	-	0.000	0.000	Merged-chr7-126884820-52
NR16497--MA0493.1.Klf1	chr13	52929727	52929737	+	0.000	0.000	Merged-chr13-52929606-61
NR57833--MA1107.1.KLF9	chr7	100591231	100591243	-	0.000	0.000	Merged-chr7-100591140-72
NR66327--MA0599.1.KLF5	chr9	114731117	114731126	-	0.000	0.000	Merged-chr9-114731222-121
NR56099--MA0741.1.KLF16	chr7	29783999	29784009	+	0.000	0.000	Merged-chr7-29784146-39
NR56272--MA0740.1.KLF14	chr7	35056702	35056715	-	0.000	0.000	Merged-chr7-35056859-1
NR1872--MA1107.1.KLF9	chr1	118628005	118628017	+	0.000	0.000	Merged-chr1-118628003-42
NR47486--MA0599.1.KLF5	chr5	36945268	36945277	-	0.000	0.000	Merged-chr5-36945334-10
NR58121--MA0742.1.Klf12	chr7	109703627	109703641	+	0.000	0.000	Merged-chr7-109703745-52
NR38724--MA0493.1.Klf1	chr3	35754079	35754089	-	0.000	0.000	Merged-chr3-35754323-108
NR27841--MA0493.1.Klf1	chr17	56627042	56627052	-	0.000	0.000	Merged-chr17-56627075-72
NR37432--MA1107.1.KLF9	chr2	163102215	163102227	-	0.000	0.000	Merged-chr2-163102101-1
NR47208--MA0493.1.Klf1	chr5	30240774	30240784	-	0.000	0.000	Merged-chr5-30240775-35
NR38827--MA0741.1.KLF16	chr3	40540669	40540679	+	0.000	0.000	Merged-chr3-40540904-52
NR22732--MA0493.1.Klf1	chr15	86067661	86067671	-	0.000	0.000	Merged-chr15-86067664-48
NR61003--MA0599.1.KLF5	chr8	70477026	70477035	-	0.000	0.000	Merged-chr8-70476979-59
NR63499--MA0039.3.KLF4	chr9	21411744	21411754	-	0.000	0.000	Merged-chr9-21411941-54
NR31121--MA0740.1.KLF14	chr19	4169516	4169529	+	0.000	0.000	Merged-chr19-4169695-50
NR35033--MA1107.1.KLF9	chr2	83625381	83625393	-	0.000	0.000	Merged-chr2-83625624-59
NR18618--MA0741.1.KLF16	chr14	16249532	16249542	-	0.000	0.000	Merged-chr14-16249561-61
NR62554--MA0599.1.KLF5	chr8	117256804	117256813	+	0.000	0.000	Merged-chr8-117256752-70
NR55425--MA1107.1.KLF9	chr7	16295761	16295773	+	0.000	0.000	Merged-chr7-16295835-16
NR16667--MA0741.1.KLF16	chr13	56522655	56522665	-	0.000	0.000	Merged-chr13-56522495-59
NR16600--MA0493.1.Klf1	chr13	55327834	55327844	+	0.000	0.000	Merged-chr13-55327829-51
NR56502--MA0493.1.Klf1	chr7	45016363	45016373	-	0.000	0.000	Merged-chr7-45016248-46
NR22643--MA0599.1.KLF5	chr15	84988063	84988072	+	0.000	0.000	Merged-chr15-84988046-80
NR32374--MA0741.1.KLF16	chr19	46396883	46396893	+	0.000	0.000	Merged-chr19-46396928-40
NR8217--MA0493.1.Klf1	chr10	121420249	121420259	-	0.000	0.000	Merged-chr10-121420246-43
NR38410--MA1107.1.KLF9	chr3	8667338	8667350	+	0.000	0.000	Merged-chr3-8667385-80
NR40093--MA1107.1.KLF9	chr3	101066374	101066386	-	0.000	0.000	Merged-chr3-101066330-34
NR41160--MA0039.3.KLF4	chr3	133406338	133406348	-	0.000	0.000	Merged-chr3-133406363-24
NR452--MA0741.1.KLF16	chr1	39702701	39702711	-	0.000	0.000	Merged-chr1-39702774-23
NR62320--MA1107.1.KLF9	chr8	110929498	110929510	-	0.000	0.000	Merged-chr8-110929357-31
NR22438--MA0741.1.KLF16	chr15	80930415	80930425	-	0.000	0.000	Merged-chr15-80930587-88
NR19775--MA1107.1.KLF9	chr14	65343871	65343883	-	0.000	0.000	Merged-chr14-65343819-62
NR6978--MA0599.1.KLF5	chr10	85379135	85379144	-	0.000	0.000	Merged-chr10-85379202-1
NR61562--MA0493.1.Klf1	chr8	84857024	84857034	-	0.000	0.000	Merged-chr8-84857067-41
NR52925--MA0039.3.KLF4	chr6	86645288	86645298	-	0.000	0.000	Merged-chr6-86645182-42
NR33085--MA0741.1.KLF16	chr2	11416283	11416293	+	0.000	0.000	Merged-chr2-11416392-15
NR54568--MA1107.1.KLF9	chr6	140657714	140657726	+	0.000	0.000	Merged-chr6-140657459-39
NR6763--MA0599.1.KLF5	chr10	81378514	81378523	+	0.000	0.000	Merged-chr10-81378614-74
NR5408--MA1107.1.KLF9	chr10	41477859	41477871	-	0.000	0.000	Merged-chr10-41478018-1
NR61243--MA0742.1.Klf12	chr8	72400468	72400482	+	0.000	0.000	Merged-chr8-72400536-10
