#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR7228--MA0036.3.GATA2	chr4	154965101	154965111	+	0.000	0.000	Merged-chr4-154964941-1
NR8664--MA0766.1.GATA5	chr7	30280502	30280509	+	0.000	0.000	Merged-chr7-30280528-94
NR6779--MA0766.1.GATA5	chr4	33189443	33189450	-	0.000	0.000	Merged-chr4-33189254-36
NR2538--MA0036.3.GATA2	chr13	36886173	36886183	-	0.000	0.000	Merged-chr13-36886287-43
NR9939--MA1104.1.GATA6	chrX	166329311	166329323	-	0.000	0.000	Merged-chrX-166329162-24
NR1206--MA1104.1.GATA6	chr10	82811966	82811978	-	0.000	0.000	Merged-chr10-82812084-42
NR5048--MA0766.1.GATA5	chr19	29367426	29367433	+	0.000	0.000	Merged-chr19-29367376-49
NR2265--MA0037.3.GATA3	chr12	98247087	98247094	-	0.000	0.000	Merged-chr12-98247130-40
NR8973--MA0035.3.Gata1	chr7	119894979	119894989	-	0.000	0.000	Merged-chr7-119895039-1
NR8699--MA0037.3.GATA3	chr7	45526451	45526458	-	0.000	0.000	Merged-chr7-45526317-62
NR5638--MA0482.1.Gata4	chr2	135966824	135966834	-	0.000	0.000	Merged-chr2-135966695-1
NR998--MA0035.3.Gata1	chr10	34117969	34117979	+	0.000	0.000	Merged-chr10-34117997-36
NR6674--MA0035.3.Gata1	chr4	11404220	11404230	+	0.000	0.000	Merged-chr4-11404244-13
NR4789--MA0035.3.Gata1	chr18	50028361	50028371	-	0.000	0.000	Merged-chr18-50028414-49
NR1934--MA0037.3.GATA3	chr12	36057888	36057895	-	0.000	0.000	Merged-chr12-36057875-8
NR1545--MA0140.2.GATA1::TAL1	chr11	14111008	14111025	+	0.000	0.000	Merged-chr11-14111026-9
NR3499--MA1104.1.GATA6	chr15	25269748	25269760	+	0.000	0.000	Merged-chr15-25269773-79
NR4555--MA0766.1.GATA5	chr17	80323832	80323839	-	0.000	0.000	Merged-chr17-80323753-51
NR145--MA0766.1.GATA5	chr1	36272853	36272860	-	0.000	0.000	Merged-chr1-36272682-8
NR9886--MA0037.3.GATA3	chrX	107088384	107088391	-	0.000	0.000	Merged-chrX-107088422-23
NR693--MA0035.3.Gata1	chr1	160195097	160195107	+	0.000	0.000	Merged-chr1-160195203-53
NR8986--MA0035.3.Gata1	chr7	125472208	125472218	+	0.000	0.000	Merged-chr7-125472313-74
NR4782--MA1104.1.GATA6	chr18	50014636	50014648	+	0.000	0.000	Merged-chr18-50014584-52
NR5195--MA0035.3.Gata1	chr2	20969347	20969357	-	0.000	0.000	Merged-chr2-20969092-180
NR7045--MA0036.3.GATA2	chr4	101217307	101217317	-	0.000	0.000	Merged-chr4-101217167-64
NR3290--MA0037.3.GATA3	chr14	100283702	100283709	-	0.000	0.000	Merged-chr14-100283659-2
NR5416--MA1104.1.GATA6	chr2	84241284	84241296	-	0.000	0.000	Merged-chr2-84241339-6
NR2560--MA0036.3.GATA2	chr13	49188129	49188139	-	0.000	0.000	Merged-chr13-49188113-1
NR7715--MA0037.3.GATA3	chr5	129524686	129524693	+	0.000	0.000	Merged-chr5-129524684-34
NR9028--MA1104.1.GATA6	chr7	140207131	140207143	-	0.000	0.000	Merged-chr7-140207191-19
NR8994--MA0036.3.GATA2	chr7	127288040	127288050	-	0.000	0.000	Merged-chr7-127288112-51
NR353--MA0036.3.GATA2	chr1	87878050	87878060	+	0.000	0.000	Merged-chr1-87877929-42
NR148--MA0036.3.GATA2	chr1	36920486	36920496	+	0.000	0.000	Merged-chr1-36920402-81
NR2836--MA0035.3.Gata1	chr13	101702250	101702260	-	0.000	0.000	Merged-chr13-101702260-81
NR9408--MA1104.1.GATA6	chr8	122951686	122951698	+	0.000	0.000	Merged-chr8-122951774-1
NR1817--MA1104.1.GATA6	chr12	12172554	12172566	-	0.000	0.000	Merged-chr12-12172464-29
NR5092--MA1104.1.GATA6	chr19	53185682	53185694	-	0.000	0.000	Merged-chr19-53185705-40
NR1894--MA0037.3.GATA3	chr12	28589598	28589605	-	0.000	0.000	Merged-chr12-28589573-34
NR2573--MA0036.3.GATA2	chr13	52922196	52922206	-	0.000	0.000	Merged-chr13-52922066-27
NR1820--MA0035.3.Gata1	chr12	12172555	12172565	+	0.000	0.000	Merged-chr12-12172464-29
NR3160--MA0037.3.GATA3	chr14	60072723	60072730	-	0.000	0.000	Merged-chr14-60072713-24
NR9594--MA0037.3.GATA3	chr9	53271837	53271844	-	0.000	0.000	Merged-chr9-53271662-13
NR857--MA0482.1.Gata4	chr10	7178823	7178833	+	0.000	0.000	Merged-chr10-7178765-13
NR2302--MA0482.1.Gata4	chr12	107729452	107729462	+	0.000	0.000	Merged-chr12-107729406-18
NR7566--MA0037.3.GATA3	chr5	71903684	71903691	-	0.000	0.000	Merged-chr5-71903621-28
NR2825--MA0482.1.Gata4	chr13	100576087	100576097	-	0.000	0.000	Merged-chr13-100576105-29
NR8255--MA0766.1.GATA5	chr6	108168408	108168415	+	0.000	0.000	Merged-chr6-108168461-115
NR889--MA0036.3.GATA2	chr10	13993678	13993688	+	0.000	0.000	Merged-chr10-13993632-56
NR1655--MA0037.3.GATA3	chr11	64037641	64037648	+	0.000	0.000	Merged-chr11-64037767-32
NR695--MA0482.1.Gata4	chr1	161309589	161309599	+	0.000	0.000	Merged-chr1-161309457-43
NR966--MA0482.1.Gata4	chr10	26325439	26325449	+	0.000	0.000	Merged-chr10-26325461-56
NR7423--MA0037.3.GATA3	chr5	37083247	37083254	-	0.000	0.000	Merged-chr5-37083387-28
NR1559--MA1104.1.GATA6	chr11	21103246	21103258	-	0.000	0.000	Merged-chr11-21103382-12
NR4572--MA0035.3.Gata1	chr17	85170944	85170954	+	0.000	0.000	Merged-chr17-85170912-29
NR4367--MA0035.3.Gata1	chr17	31210485	31210495	+	0.000	0.000	Merged-chr17-31210494-9
NR7714--MA0140.2.GATA1::TAL1	chr5	124633588	124633605	-	0.000	0.000	Merged-chr5-124633654-10
NR1493--MA0037.3.GATA3	chr10	128990355	128990362	-	0.000	0.000	Merged-chr10-128990510-111
NR5325--MA0482.1.Gata4	chr2	60418235	60418245	-	0.000	0.000	Merged-chr2-60418304-27
NR7803--MA0037.3.GATA3	chr5	150593213	150593220	-	0.000	0.000	Merged-chr5-150593583-231
NR661--MA0482.1.Gata4	chr1	151973291	151973301	-	0.000	0.000	Merged-chr1-151973357-25
NR769--MA0766.1.GATA5	chr1	174635512	174635519	-	0.000	0.000	Merged-chr1-174635411-1
NR2305--MA0035.3.Gata1	chr12	107729451	107729461	+	0.000	0.000	Merged-chr12-107729406-18
NR6512--MA0482.1.Gata4	chr3	142560551	142560561	+	0.000	0.000	Merged-chr3-142560586-84
NR8572--MA0036.3.GATA2	chr7	6127301	6127311	+	0.000	0.000	Merged-chr7-6127268-44
NR8843--MA0036.3.GATA2	chr7	88206900	88206910	-	0.000	0.000	Merged-chr7-88206806-101
NR151--MA0482.1.Gata4	chr1	37544482	37544492	+	0.000	0.000	Merged-chr1-37544454-25
NR8920--MA0482.1.Gata4	chr7	110625215	110625225	-	0.000	0.000	Merged-chr7-110625167-10
NR2828--MA0035.3.Gata1	chr13	100576088	100576098	-	0.000	0.000	Merged-chr13-100576105-29
NR8444--MA0482.1.Gata4	chr6	136491384	136491394	-	0.000	0.000	Merged-chr6-136491563-93
NR969--MA0035.3.Gata1	chr10	26325438	26325448	+	0.000	0.000	Merged-chr10-26325461-56
NR5498--MA1104.1.GATA6	chr2	109608254	109608266	+	0.000	0.000	Merged-chr2-109608122-1
NR4003--MA0766.1.GATA5	chr16	57319940	57319947	+	0.000	0.000	Merged-chr16-57319907-20
NR6800--MA1104.1.GATA6	chr4	43973611	43973623	-	0.000	0.000	Merged-chr4-43973629-28
NR5180--MA0037.3.GATA3	chr2	17644736	17644743	+	0.000	0.000	Merged-chr2-17644831-25
NR9012--MA0482.1.Gata4	chr7	135598687	135598697	-	0.000	0.000	Merged-chr7-135598633-32
NR2313--MA0036.3.GATA2	chr12	110689849	110689859	-	0.000	0.000	Merged-chr12-110689902-59
NR8282--MA0482.1.Gata4	chr6	117932748	117932758	+	0.000	0.000	Merged-chr6-117932837-16
NR2523--MA0035.3.Gata1	chr13	31930766	31930776	-	0.000	0.000	Merged-chr13-31930856-1
NR691--MA1104.1.GATA6	chr1	160195096	160195108	-	0.000	0.000	Merged-chr1-160195203-53
NR8984--MA1104.1.GATA6	chr7	125472207	125472219	-	0.000	0.000	Merged-chr7-125472313-74
NR393--MA0035.3.Gata1	chr1	94035512	94035522	+	0.000	0.000	Merged-chr1-94035484-87
NR4778--MA0766.1.GATA5	chr18	49982268	49982275	-	0.000	0.000	Merged-chr18-49982392-61
NR2023--MA0482.1.Gata4	chr12	52718555	52718565	+	0.000	0.000	Merged-chr12-52718436-2,Merged-chr12-52718662-1
NR8200--MA0766.1.GATA5	chr6	97311130	97311137	+	0.000	0.000	Merged-chr6-97311024-32
NR8856--MA0036.3.GATA2	chr7	89841972	89841982	-	0.000	0.000	Merged-chr7-89842093-31
NR6777--MA0482.1.Gata4	chr4	33189443	33189453	+	0.000	0.000	Merged-chr4-33189254-36
NR7488--MA0482.1.Gata4	chr5	54098238	54098248	+	0.000	0.000	Merged-chr5-54098374-26
NR6363--MA0482.1.Gata4	chr3	122419823	122419833	-	0.000	0.000	Merged-chr3-122419865-81
NR4016--MA0766.1.GATA5	chr16	58670210	58670217	-	0.000	0.000	Merged-chr16-58670422-58
NR5990--MA0035.3.Gata1	chr3	41107781	41107791	+	0.000	0.000	Merged-chr3-41107952-27
NR5639--MA1104.1.GATA6	chr2	135966824	135966836	+	0.000	0.000	Merged-chr2-135966695-1
NR723--MA1104.1.GATA6	chr1	165985894	165985906	+	0.000	0.000	Merged-chr1-165985990-54
NR8381--MA0035.3.Gata1	chr6	130102977	130102987	+	0.000	0.000	Merged-chr6-130103023-31
NR154--MA0035.3.Gata1	chr1	37544481	37544491	+	0.000	0.000	Merged-chr1-37544454-25
NR5050--MA0037.3.GATA3	chr19	31210684	31210691	-	0.000	0.000	Merged-chr19-31210653-54
NR9819--MA0482.1.Gata4	chrX	7570948	7570958	-	0.000	0.000	Merged-chrX-7570919-6
NR2834--MA1104.1.GATA6	chr13	101702249	101702261	+	0.000	0.000	Merged-chr13-101702260-81
NR6291--MA0140.2.GATA1::TAL1	chr3	105815405	105815422	-	0.000	0.000	Merged-chr3-105815563-53
NR6676--MA0766.1.GATA5	chr4	11610149	11610156	+	0.000	0.000	Merged-chr4-11610147-18
NR9730--MA0035.3.Gata1	chr9	92274453	92274463	+	0.000	0.000	Merged-chr9-92274591-56
NR9390--MA0037.3.GATA3	chr8	117548685	117548692	-	0.000	0.000	Merged-chr8-117548585-70
NR653--MA0482.1.Gata4	chr1	151009415	151009425	+	0.000	0.000	Merged-chr1-151009545-50
NR8285--MA0035.3.Gata1	chr6	118167290	118167300	-	0.000	0.000	Merged-chr6-118167184-65
NR8184--MA0036.3.GATA2	chr6	88378909	88378919	-	0.000	0.000	Merged-chr6-88379095-25
NR7601--MA0036.3.GATA2	chr5	89036398	89036408	-	0.000	0.000	Merged-chr5-89036442-30
NR2349--MA0766.1.GATA5	chr12	118836262	118836269	-	0.000	0.000	Merged-chr12-118836221-3
NR2621--MA0482.1.Gata4	chr13	66991736	66991746	-	0.000	0.000	Merged-chr13-66991703-16
NR2502--MA0035.3.Gata1	chr13	20094994	20095004	+	0.000	0.000	Merged-chr13-20095026-36
NR9836--MA0037.3.GATA3	chrX	17365319	17365326	-	0.000	0.000	Merged-chrX-17365333-21
NR8665--MA0035.3.Gata1	chr7	30280500	30280510	-	0.000	0.000	Merged-chr7-30280528-94
NR4553--MA0482.1.Gata4	chr17	80323832	80323842	+	0.000	0.000	Merged-chr17-80323753-51
NR5063--MA0037.3.GATA3	chr19	33053337	33053344	-	0.000	0.000	Merged-chr19-33053321-32
NR7123--MA1104.1.GATA6	chr4	130774807	130774819	-	0.000	0.000	Merged-chr4-130774769-43
NR618--MA0766.1.GATA5	chr1	143202939	143202946	+	0.000	0.000	Merged-chr1-143203062-8
NR4999--MA0036.3.GATA2	chr19	4080680	4080690	+	0.000	0.000	Merged-chr19-4080806-9
NR2719--MA0036.3.GATA2	chr13	82799161	82799171	+	0.000	0.000	Merged-chr13-82799223-1
NR7139--MA0140.2.GATA1::TAL1	chr4	134372542	134372559	+	0.000	0.000	Merged-chr4-134372505-25
NR1626--MA0037.3.GATA3	chr11	53141385	53141392	+	0.000	0.000	Merged-chr11-53141237-14
NR7119--MA0482.1.Gata4	chr4	129960258	129960268	+	0.000	0.000	Merged-chr4-129960127-71
NR8478--MA0766.1.GATA5	chr6	140308148	140308155	+	0.000	0.000	Merged-chr6-140308190-9
NR592--MA0140.2.GATA1::TAL1	chr1	138550508	138550525	-	0.000	0.000	Merged-chr1-138550461-33
NR5635--MA0140.2.GATA1::TAL1	chr2	135848602	135848619	+	0.000	0.000	Merged-chr2-135848504-1
NR5049--MA0035.3.Gata1	chr19	29367424	29367434	-	0.000	0.000	Merged-chr19-29367376-49
NR8360--MA0035.3.Gata1	chr6	129284595	129284605	+	0.000	0.000	Merged-chr6-129284661-64
NR8698--MA0140.2.GATA1::TAL1	chr7	45083052	45083069	+	0.000	0.000	Merged-chr7-45083107-80
NR3048--MA1104.1.GATA6	chr14	23475554	23475566	-	0.000	0.000	Merged-chr14-23475735-25
NR9849--MA0037.3.GATA3	chrX	42343745	42343752	-	0.000	0.000	Merged-chrX-42343636-58
NR702--MA0037.3.GATA3	chr1	161794946	161794953	-	0.000	0.000	Merged-chr1-161794797-65
NR361--MA0482.1.Gata4	chr1	88578421	88578431	-	0.000	0.000	Merged-chr1-88578300-28
NR3660--MA0140.2.GATA1::TAL1	chr15	61438664	61438681	-	0.000	0.000	Merged-chr15-61438700-21
NR9892--MA0037.3.GATA3	chrX	109113829	109113836	-	0.000	0.000	Merged-chrX-109113990-42
NR858--MA1104.1.GATA6	chr10	7178821	7178833	-	0.000	0.000	Merged-chr10-7178765-13
NR7612--MA0037.3.GATA3	chr5	92204520	92204527	+	0.000	0.000	Merged-chr5-92204715-7
NR5900--MA0036.3.GATA2	chr3	19319339	19319349	-	0.000	0.000	Merged-chr3-19319228-45
NR2303--MA1104.1.GATA6	chr12	107729450	107729462	-	0.000	0.000	Merged-chr12-107729406-18
NR3633--MA0037.3.GATA3	chr15	53267119	53267126	+	0.000	0.000	Merged-chr15-53267286-91
NR4208--MA0035.3.Gata1	chr16	97204300	97204310	+	0.000	0.000	Merged-chr16-97204388-55
NR6668--MA0766.1.GATA5	chr4	10770164	10770171	+	0.000	0.000	Merged-chr4-10770192-53
NR696--MA1104.1.GATA6	chr1	161309587	161309599	-	0.000	0.000	Merged-chr1-161309457-43
NR967--MA1104.1.GATA6	chr10	26325437	26325449	-	0.000	0.000	Merged-chr10-26325461-56
NR2899--MA0482.1.Gata4	chr13	113023934	113023944	+	0.000	0.000	Merged-chr13-113023939-34
NR2504--MA0482.1.Gata4	chr13	23556074	23556084	-	0.000	0.000	Merged-chr13-23556170-26
NR8938--MA0482.1.Gata4	chr7	113572975	113572985	-	0.000	0.000	Merged-chr7-113573033-33
NR8728--MA0766.1.GATA5	chr7	58319576	58319583	-	0.000	0.000	Merged-chr7-58319604-3
NR3792--MA0035.3.Gata1	chr16	5746817	5746827	+	0.000	0.000	Merged-chr16-5746649-1
NR2807--MA0036.3.GATA2	chr13	95524826	95524836	+	0.000	0.000	Merged-chr13-95524749-120
NR8304--MA0036.3.GATA2	chr6	122804673	122804683	+	0.000	0.000	Merged-chr6-122804652-39
NR2316--MA1104.1.GATA6	chr12	110751025	110751037	-	0.000	0.000	Merged-chr12-110751101-46
NR3917--MA0140.2.GATA1::TAL1	chr16	38653601	38653618	+	0.000	0.000	Merged-chr16-38653657-58
NR9762--MA0037.3.GATA3	chr9	110461309	110461316	-	0.000	0.000	Merged-chr9-110461339-53
NR662--MA1104.1.GATA6	chr1	151973291	151973303	+	0.000	0.000	Merged-chr1-151973357-25
NR6429--MA0766.1.GATA5	chr3	133623448	133623455	-	0.000	0.000	Merged-chr3-133623556-36
NR4545--MA0482.1.Gata4	chr17	80062160	80062170	+	0.000	0.000	Merged-chr17-80062114-120
NR7207--MA0482.1.Gata4	chr4	150517582	150517592	+	0.000	0.000	Merged-chr4-150517532-35
NR8904--MA0482.1.Gata4	chr7	107788515	107788525	-	0.000	0.000	Merged-chr7-107788483-31
NR2169--MA0036.3.GATA2	chr12	89719510	89719520	-	0.000	0.000	Merged-chr12-89719457-81
NR1621--MA0035.3.Gata1	chr11	49085121	49085131	-	0.000	0.000	Merged-chr11-49085061-48
NR8793--MA1104.1.GATA6	chr7	75486296	75486308	-	0.000	0.000	Merged-chr7-75486326-35
NR9937--MA0037.3.GATA3	chrX	166329313	166329320	-	0.000	0.000	Merged-chrX-166329162-24
NR6513--MA1104.1.GATA6	chr3	142560549	142560561	-	0.000	0.000	Merged-chr3-142560586-84
NR2498--MA0482.1.Gata4	chr13	20094995	20095005	+	0.000	0.000	Merged-chr13-20095026-36
NR167--MA0036.3.GATA2	chr1	44101606	44101616	-	0.000	0.000	Merged-chr1-44101717-6
NR8189--MA0036.3.GATA2	chr6	91125078	91125088	-	0.000	0.000	Merged-chr6-91125010-35
NR1782--MA0766.1.GATA5	chr11	116782936	116782943	-	0.000	0.000	Merged-chr11-116782885-34
NR152--MA1104.1.GATA6	chr1	37544480	37544492	-	0.000	0.000	Merged-chr1-37544454-25
NR8537--MA0482.1.Gata4	chr6	144329733	144329743	+	0.000	0.000	Merged-chr6-144329601-7
NR8445--MA1104.1.GATA6	chr6	136491384	136491396	+	0.000	0.000	Merged-chr6-136491563-93
NR767--MA0482.1.Gata4	chr1	174635512	174635522	+	0.000	0.000	Merged-chr1-174635411-1
NR3062--MA0140.2.GATA1::TAL1	chr14	27562718	27562735	-	0.000	0.000	Merged-chr14-27562668-44
NR9013--MA1104.1.GATA6	chr7	135598687	135598699	+	0.000	0.000	Merged-chr7-135598633-32
NR7920--MA0036.3.GATA2	chr6	31033453	31033463	+	0.000	0.000	Merged-chr6-31033300-19
NR1565--MA0037.3.GATA3	chr11	22813645	22813652	+	0.000	0.000	Merged-chr11-22813643-1
NR8140--MA1104.1.GATA6	chr6	70805650	70805662	-	0.000	0.000	Merged-chr6-70805784-73
NR9852--MA0036.3.GATA2	chrX	42343744	42343754	+	0.000	0.000	Merged-chrX-42343636-58
NR7999--MA0037.3.GATA3	chr6	54088251	54088258	+	0.000	0.000	Merged-chr6-54088359-21
NR2515--MA0036.3.GATA2	chr13	29756229	29756239	-	0.000	0.000	Merged-chr13-29756237-14
NR4396--MA0482.1.Gata4	chr17	36020625	36020635	-	0.000	0.000	Merged-chr17-36020745-74
NR3768--MA0037.3.GATA3	chr15	103339526	103339533	-	0.000	0.000	Merged-chr15-103339534-3
NR8545--MA0766.1.GATA5	chr6	144573071	144573078	+	0.000	0.000	Merged-chr6-144572880-43
NR4780--MA0037.3.GATA3	chr18	50014639	50014646	+	0.000	0.000	Merged-chr18-50014584-52
NR7713--MA0037.3.GATA3	chr5	123749486	123749493	+	0.000	0.000	Merged-chr5-123749470-86
NR6364--MA1104.1.GATA6	chr3	122419823	122419835	+	0.000	0.000	Merged-chr3-122419865-81
NR6236--MA0036.3.GATA2	chr3	84461169	84461179	-	0.000	0.000	Merged-chr3-84461060-54
NR1490--MA0766.1.GATA5	chr10	127135640	127135647	-	0.000	0.000	Merged-chr10-127135675-65
NR9026--MA0037.3.GATA3	chr7	140207133	140207140	-	0.000	0.000	Merged-chr7-140207191-19
NR3693--MA0766.1.GATA5	chr15	78495178	78495185	+	0.000	0.000	Merged-chr15-78495177-43
NR9483--MA0037.3.GATA3	chr9	13536930	13536937	+	0.000	0.000	Merged-chr9-13536890-20
NR654--MA1104.1.GATA6	chr1	151009413	151009425	-	0.000	0.000	Merged-chr1-151009545-50
NR6254--MA0140.2.GATA1::TAL1	chr3	89187839	89187856	-	0.000	0.000	Merged-chr3-89188181-94
NR8354--MA0482.1.Gata4	chr6	129210606	129210616	-	0.000	0.000	Merged-chr6-129210550-50
NR5573--MA0035.3.Gata1	chr2	122668168	122668178	-	0.000	0.000	Merged-chr2-122668057-9
NR5743--MA0036.3.GATA2	chr2	150748923	150748933	-	0.000	0.000	Merged-chr2-150749158-47
NR4004--MA0035.3.Gata1	chr16	57319938	57319948	-	0.000	0.000	Merged-chr16-57319907-20
NR2622--MA1104.1.GATA6	chr13	66991736	66991748	+	0.000	0.000	Merged-chr13-66991703-16
NR5090--MA0037.3.GATA3	chr19	53185684	53185691	-	0.000	0.000	Merged-chr19-53185705-40
NR4554--MA1104.1.GATA6	chr17	80323830	80323842	-	0.000	0.000	Merged-chr17-80323753-51
NR8001--MA0766.1.GATA5	chr6	54088251	54088258	+	0.000	0.000	Merged-chr6-54088359-21
NR8667--MA0766.1.GATA5	chr7	30333117	30333124	+	0.000	0.000	Merged-chr7-30333026-1
NR1451--MA0035.3.Gata1	chr10	122578485	122578495	+	0.000	0.000	Merged-chr10-122578660-68
NR3999--MA0037.3.GATA3	chr16	57319940	57319947	+	0.000	0.000	Merged-chr16-57319907-20
NR4779--MA0035.3.Gata1	chr18	49982267	49982277	+	0.000	0.000	Merged-chr18-49982392-61
NR5009--MA0482.1.Gata4	chr19	6015318	6015328	+	0.000	0.000	Merged-chr19-6015500-73
NR9940--MA0036.3.GATA2	chrX	166329312	166329322	+	0.000	0.000	Merged-chrX-166329162-24
NR4688--MA0766.1.GATA5	chr18	21122265	21122272	-	0.000	0.000	Merged-chr18-21122105-31
NR7861--MA0482.1.Gata4	chr6	12785362	12785372	+	0.000	0.000	Merged-chr6-12785179-11
NR616--MA0482.1.Gata4	chr1	143202936	143202946	-	0.000	0.000	Merged-chr1-143203062-8
NR4017--MA0035.3.Gata1	chr16	58670209	58670219	+	0.000	0.000	Merged-chr16-58670422-58
NR1557--MA0037.3.GATA3	chr11	21103248	21103255	-	0.000	0.000	Merged-chr11-21103382-12
NR4787--MA0036.3.GATA2	chr18	50028361	50028371	-	0.000	0.000	Merged-chr18-50028414-49
NR9844--MA0036.3.GATA2	chrX	23673358	23673368	+	0.000	0.000	Merged-chrX-23673581-22
NR1602--MA0482.1.Gata4	chr11	33932387	33932397	-	0.000	0.000	Merged-chr11-33932389-100
NR8480--MA0037.3.GATA3	chr6	140308227	140308234	-	0.000	0.000	Merged-chr6-140308190-9
NR362--MA1104.1.GATA6	chr1	88578421	88578433	+	0.000	0.000	Merged-chr1-88578300-28
NR4168--MA0036.3.GATA2	chr16	91413417	91413427	-	0.000	0.000	Merged-chr16-91413429-37
NR7760--MA0766.1.GATA5	chr5	139483517	139483524	-	0.000	0.000	Merged-chr5-139483495-36
NR3991--MA0482.1.Gata4	chr16	55907184	55907194	-	0.000	0.000	Merged-chr16-55907118-61
NR2345--MA0036.3.GATA2	chr12	118255860	118255870	-	0.000	0.000	Merged-chr12-118255780-45
NR3771--MA0036.3.GATA2	chr15	103339525	103339535	+	0.000	0.000	Merged-chr15-103339534-3
NR3822--MA1104.1.GATA6	chr16	10732544	10732556	-	0.000	0.000	Merged-chr16-10732689-38
NR4328--MA1104.1.GATA6	chr17	18558830	18558842	+	0.000	0.000	Merged-chr17-18558777-104
NR3162--MA0766.1.GATA5	chr14	60072723	60072730	-	0.000	0.000	Merged-chr14-60072713-24
NR7983--MA0482.1.Gata4	chr6	49983945	49983955	+	0.000	0.000	Merged-chr6-49983913-9
NR1600--MA0036.3.GATA2	chr11	32162425	32162435	+	0.000	0.000	Merged-chr11-32162378-27
NR4386--MA0036.3.GATA2	chr17	35910099	35910109	+	0.000	0.000	Merged-chr17-35910117-56
NR8668--MA1104.1.GATA6	chr7	30373719	30373731	+	0.000	0.000	Merged-chr7-30373731-40
NR1682--MA0035.3.Gata1	chr11	75282788	75282798	+	0.000	0.000	Merged-chr11-75282753-54
NR4734--MA0482.1.Gata4	chr18	39145588	39145598	-	0.000	0.000	Merged-chr18-39145494-15
NR6670--MA0037.3.GATA3	chr4	11404221	11404228	-	0.000	0.000	Merged-chr4-11404244-13
NR4429--MA0140.2.GATA1::TAL1	chr17	51904162	51904179	-	0.000	0.000	Merged-chr17-51904088-32
NR5496--MA0037.3.GATA3	chr2	109608257	109608264	+	0.000	0.000	Merged-chr2-109608122-1
NR1605--MA0035.3.Gata1	chr11	33932388	33932398	-	0.000	0.000	Merged-chr11-33932389-100
NR9855--MA0037.3.GATA3	chrX	42511293	42511300	+	0.000	0.000	Merged-chrX-42511352-16
NR6252--MA0482.1.Gata4	chr3	89187847	89187857	-	0.000	0.000	Merged-chr3-89188181-94
NR8479--MA0035.3.Gata1	chr6	140308146	140308156	-	0.000	0.000	Merged-chr6-140308190-9
NR5060--MA0766.1.GATA5	chr19	32998972	32998979	+	0.000	0.000	Merged-chr19-32999080-29
NR5321--MA0036.3.GATA2	chr2	59469817	59469827	+	0.000	0.000	Merged-chr2-59469655-1
NR8659--MA0766.1.GATA5	chr7	30099623	30099630	+	0.000	0.000	Merged-chr7-30099514-26
NR7208--MA1104.1.GATA6	chr4	150517580	150517592	-	0.000	0.000	Merged-chr4-150517532-35
NR8726--MA0482.1.Gata4	chr7	58319576	58319586	+	0.000	0.000	Merged-chr7-58319604-3
NR1714--MA0035.3.Gata1	chr11	90488275	90488285	+	0.000	0.000	Merged-chr11-90488376-19
NR2518--MA1104.1.GATA6	chr13	30742667	30742679	+	0.000	0.000	Merged-chr13-30742638-44
NR7211--MA0035.3.Gata1	chr4	150517581	150517591	+	0.000	0.000	Merged-chr4-150517532-35
NR2499--MA1104.1.GATA6	chr13	20094993	20095005	-	0.000	0.000	Merged-chr13-20095026-36
NR8538--MA1104.1.GATA6	chr6	144329731	144329743	-	0.000	0.000	Merged-chr6-144329601-7
NR8697--MA0035.3.Gata1	chr7	45083050	45083060	+	0.000	0.000	Merged-chr7-45083107-80
NR3755--MA0035.3.Gata1	chr15	100041054	100041064	-	0.000	0.000	Merged-chr15-100041039-1
NR369--MA0036.3.GATA2	chr1	91099024	91099034	+	0.000	0.000	Merged-chr1-91099031-34
NR6326--MA0766.1.GATA5	chr3	115729287	115729294	-	0.000	0.000	Merged-chr3-115729400-55
NR6669--MA0035.3.Gata1	chr4	10770162	10770172	-	0.000	0.000	Merged-chr4-10770192-53
NR6988--MA0140.2.GATA1::TAL1	chr4	89044138	89044155	+	0.000	0.000	Merged-chr4-89044155-38
NR5663--MA0482.1.Gata4	chr2	140051793	140051803	-	0.000	0.000	Merged-chr2-140051762-17
NR1560--MA0036.3.GATA2	chr11	21103247	21103257	+	0.000	0.000	Merged-chr11-21103382-12
NR3593--MA0035.3.Gata1	chr15	43869842	43869852	+	0.000	0.000	Merged-chr15-43869939-26
NR6255--MA0035.3.Gata1	chr3	89872406	89872416	-	0.000	0.000	Merged-chr3-89872416-43
NR4397--MA1104.1.GATA6	chr17	36020625	36020637	+	0.000	0.000	Merged-chr17-36020745-74
NR2599--MA0766.1.GATA5	chr13	61996743	61996750	-	0.000	0.000	Merged-chr13-61996796-15
NR2155--MA0140.2.GATA1::TAL1	chr12	86860228	86860245	+	0.000	0.000	Merged-chr12-86860262-64
NR7790--MA0035.3.Gata1	chr5	149392279	149392289	-	0.000	0.000	Merged-chr5-149392157-30
