#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
NR44677--MA0740.1.KLF14	chr3	152943151	152943164	+	0.000	0.000	Merged-chr3-152943273-41
NR16800--MA0039.3.KLF4	chr13	41487198	41487208	+	0.000	0.000	Merged-chr13-41487140-66
NR36240--MA0599.1.KLF5	chr2	34938758	34938767	-	0.000	0.000	Merged-chr2-34938971-69
NR66890--MA0493.1.Klf1	chr9	65676512	65676522	-	0.000	0.000	Merged-chr9-65676476-52
NR24344--MA0741.1.KLF16	chr15	78928325	78928335	-	0.000	0.000	Merged-chr15-78928209-40
NR9086--MA0039.3.KLF4	chr10	120616923	120616933	+	0.000	0.000	Merged-chr10-120616812-55
NR16656--MA0740.1.KLF14	chr13	34149080	34149093	+	0.000	0.000	Merged-chr13-34149148-30
NR58130--MA1107.1.KLF9	chr7	6383276	6383288	-	0.000	0.000	Merged-chr7-6383352-66
NR5094--MA1107.1.KLF9	chr1	193349928	193349940	-	0.000	0.000	Merged-chr1-193349952-15
NR68340--MA0741.1.KLF16	chr9	120691793	120691803	-	0.000	0.000	Merged-chr9-120691973-52
NR24615--MA0741.1.KLF16	chr15	83122211	83122221	+	0.000	0.000	Merged-chr15-83122079-5
NR39912--MA0493.1.Klf1	chr2	167349612	167349622	-	0.000	0.000	Merged-chr2-167349371-94
NR54797--MA0599.1.KLF5	chr6	38254301	38254310	-	0.000	0.000	Merged-chr6-38254248-53
NR38620--MA1107.1.KLF9	chr2	128125917	128125929	-	0.000	0.000	Merged-chr2-128126014-53
NR16936--MA0599.1.KLF5	chr13	48842400	48842409	-	0.000	0.000	Merged-chr13-48842323-16
NR12361--MA0493.1.Klf1	chr11	102946880	102946890	-	0.000	0.000	Merged-chr11-102946743-33
NR45535--MA0741.1.KLF16	chr4	32387963	32387973	+	0.000	0.000	Merged-chr4-32387941-10
NR24208--MA1107.1.KLF9	chr15	76879192	76879204	+	0.000	0.000	Merged-chr15-76879232-42
NR33511--MA1107.1.KLF9	chr18	82812532	82812544	-	0.000	0.000	Merged-chr18-82812542-35
NR27845--MA0740.1.KLF14	chr16	91485195	91485208	-	0.000	0.000	Merged-chr16-91485256-80
NR2864--MA0742.1.Klf12	chr1	131827920	131827934	+	0.000	0.000	Merged-chr1-131828072-77
NR27098--MA0740.1.KLF14	chr16	64800651	64800664	+	0.000	0.000	Merged-chr16-64800516-42
NR14537--MA0599.1.KLF5	chr12	73647844	73647853	-	0.000	0.000	Merged-chr12-73647879-51
NR1934--MA0039.3.KLF4	chr1	88622609	88622619	+	0.000	0.000	Merged-chr1-88622560-34
NR13110--MA1107.1.KLF9	chr12	4595215	4595227	+	0.000	0.000	Merged-chr12-4595269-5
NR3677--MA0740.1.KLF14	chr1	156474387	156474400	+	0.000	0.000	Merged-chr1-156474258-59
NR56519--MA0741.1.KLF16	chr6	108783059	108783069	-	0.000	0.000	Merged-chr6-108783235-52
NR47682--MA0493.1.Klf1	chr4	119195366	119195376	+	0.000	0.000	Merged-chr4-119195443-60
NR32879--MA0599.1.KLF5	chr18	65430790	65430799	+	0.000	0.000	Merged-chr18-65430843-87
NR63733--MA0599.1.KLF5	chr8	71272541	71272550	-	0.000	0.000	Merged-chr8-71272830-80
NR6215--MA0741.1.KLF16	chr10	40301610	40301620	+	0.000	0.000	Merged-chr10-40301581-108
NR21810--MA0741.1.KLF16	chr14	98169361	98169371	+	0.000	0.000	Merged-chr14-98169356-45
NR20426--MA1107.1.KLF9	chr14	41013864	41013876	+	0.000	0.000	Merged-chr14-41013855-53
NR13545--MA0493.1.Klf1	chr12	25216881	25216891	-	0.000	0.000	Merged-chr12-25216883-29
NR52017--MA0741.1.KLF16	chr5	107597691	107597701	+	0.000	0.000	Merged-chr5-107597762-77
NR24348--MA0599.1.KLF5	chr15	78935234	78935243	+	0.000	0.000	Merged-chr15-78935090-51
NR60815--MA0741.1.KLF16	chr7	102210352	102210362	-	0.000	0.000	Merged-chr7-102210325-100
NR10540--MA0599.1.KLF5	chr11	50388467	50388476	-	0.000	0.000	Merged-chr11-50388359-2
NR24133--MA0599.1.KLF5	chr15	76207824	76207833	+	0.000	0.000	Merged-chr15-76207708-52
NR64035--MA0599.1.KLF5	chr8	82402589	82402598	-	0.000	0.000	Merged-chr8-82402722-77
NR24472--MA1107.1.KLF9	chr15	80722063	80722075	-	0.000	0.000	Merged-chr15-80722026-5
NR53296--MA0740.1.KLF14	chr5	135957734	135957747	-	0.000	0.000	Merged-chr5-135957645-50
NR30572--MA0741.1.KLF16	chr17	73273827	73273837	+	0.000	0.000	Merged-chr17-73273981-22
NR65147--MA0742.1.Klf12	chr8	120668216	120668230	-	0.000	0.000	Merged-chr8-120668120-83
NR66041--MA0741.1.KLF16	chr9	31211536	31211546	+	0.000	0.000	Merged-chr9-31211648-90
NR5758--MA0599.1.KLF5	chr10	19117124	19117133	+	0.000	0.000	Merged-chr10-19117189-32
NR68296--MA0599.1.KLF5	chr9	119983793	119983802	+	0.000	0.000	Merged-chr9-119983826-11
NR53714--MA0741.1.KLF16	chr5	143315434	143315444	+	0.000	0.000	Merged-chr5-143315545-3
NR1583--MA0740.1.KLF14	chr1	75317752	75317765	+	0.000	0.000	Merged-chr1-75317558-106
NR6943--MA0741.1.KLF16	chr10	67285391	67285401	-	0.000	0.000	Merged-chr10-67285223-89
NR18477--MA0741.1.KLF16	chr13	97406646	97406656	+	0.000	0.000	Merged-chr13-97406780-35
NR717--MA0599.1.KLF5	chr1	36691384	36691393	+	0.000	0.000	Merged-chr1-36691498-50
NR25450--MA1107.1.KLF9	chr15	102257618	102257630	-	0.000	0.000	Merged-chr15-102257531-48
NR24692--MA0493.1.Klf1	chr15	84663178	84663188	-	0.000	0.000	Merged-chr15-84663201-26
NR9697--MA0740.1.KLF14	chr11	4637689	4637702	-	0.000	0.000	Merged-chr11-4637853-53
NR68062--MA1107.1.KLF9	chr9	112186614	112186626	+	0.000	0.000	Merged-chr9-112186441-37
NR32785--MA0599.1.KLF5	chr18	61911597	61911606	-	0.000	0.000	Merged-chr18-61911637-53
NR502--MA0599.1.KLF5	chr1	24100331	24100340	+	0.000	0.000	Merged-chr1-24100239-49
NR34931--MA0741.1.KLF16	chr19	56400474	56400484	+	0.000	0.000	Merged-chr19-56400406-24
NR40057--MA1107.1.KLF9	chr2	169504474	169504486	+	0.000	0.000	Merged-chr2-169504323-1
NR24182--MA0741.1.KLF16	chr15	76698125	76698135	+	0.000	0.000	Merged-chr15-76698046-57
NR31420--MA0742.1.Klf12	chr18	12168715	12168729	-	0.000	0.000	Merged-chr18-12168747-122
NR65040--MA0740.1.KLF14	chr8	119344371	119344384	-	0.000	0.000	Merged-chr8-119344551-61
NR21315--MA0740.1.KLF14	chr14	70635879	70635892	+	0.000	0.000	Merged-chr14-70635949-38
NR18775--MA0493.1.Klf1	chr13	104109639	104109649	+	0.000	0.000	Merged-chr13-104109580-88
NR49088--MA0599.1.KLF5	chr4	152178079	152178088	-	0.000	0.000	Merged-chr4-152178295-75
NR4512--MA0657.1.KLF13	chr1	178449405	178449422	+	0.000	0.000	Merged-chr1-178449320-25
NR30251--MA0493.1.Klf1	chr17	65558470	65558480	-	0.000	0.000	Merged-chr17-65558424-20
NR9517--MA0493.1.Klf1	chr10	128270504	128270514	-	0.000	0.000	Merged-chr10-128270552-51
NR11108--MA0740.1.KLF14	chr11	69323945	69323958	-	0.000	0.000	Merged-chr11-69323892-53
NR24519--MA0741.1.KLF16	chr15	81481234	81481244	-	0.000	0.000	Merged-chr15-81481205-40
NR45915--MA0741.1.KLF16	chr4	43499671	43499681	-	0.000	0.000	Merged-chr4-43499565-45
NR66293--MA0741.1.KLF16	chr9	44305642	44305652	+	0.000	0.000	Merged-chr9-44305753-50
NR53695--MA0741.1.KLF16	chr5	142909261	142909271	-	0.000	0.000	Merged-chr5-142909413-47
NR62852--MA0039.3.KLF4	chr8	35651027	35651037	+	0.000	0.000	Merged-chr8-35650941-17
NR57027--MA1107.1.KLF9	chr6	125355263	125355275	-	0.000	0.000	Merged-chr6-125355418-28
NR66564--MA0741.1.KLF16	chr9	55110576	55110586	+	0.000	0.000	Merged-chr9-55110680-29
NR48750--MA0741.1.KLF16	chr4	144404708	144404718	-	0.000	0.000	Merged-chr4-144404799-3
NR67828--MA0493.1.Klf1	chr9	106199277	106199287	-	0.000	0.000	Merged-chr9-106199274-52
NR25132--MA0740.1.KLF14	chr15	94589884	94589897	+	0.000	0.000	Merged-chr15-94589770-65
NR56189--MA0599.1.KLF5	chr6	97294088	97294097	-	0.000	0.000	Merged-chr6-97294114-106
NR6053--MA0741.1.KLF16	chr10	34207261	34207271	-	0.000	0.000	Merged-chr10-34207023-88
NR63119--MA0742.1.Klf12	chr8	46617374	46617388	-	0.000	0.000	Merged-chr8-46617433-87
NR47141--MA0599.1.KLF5	chr4	95052668	95052677	-	0.000	0.000	Merged-chr4-95052595-139
NR10991--MA1107.1.KLF9	chr11	62879345	62879357	+	0.000	0.000	Merged-chr11-62879529-68
NR20856--MA0740.1.KLF14	chr14	54225387	54225400	+	0.000	0.000	Merged-chr14-54225223-49
NR64013--MA0741.1.KLF16	chr8	81014977	81014987	+	0.000	0.000	Merged-chr8-81015053-72
NR38814--MA0741.1.KLF16	chr2	132512642	132512652	-	0.000	0.000	Merged-chr2-132512511-69
NR56865--MA0599.1.KLF5	chr6	120364034	120364043	+	0.000	0.000	Merged-chr6-120364169-90
NR28065--MA0741.1.KLF16	chr16	95990966	95990976	+	0.000	0.000	Merged-chr16-95990846-67
NR61212--MA1107.1.KLF9	chr7	118740228	118740240	-	0.000	0.000	Merged-chr7-118740082-2
NR52486--MA0039.3.KLF4	chr5	118465283	118465293	-	0.000	0.000	Merged-chr5-118465239-56
NR67872--MA1107.1.KLF9	chr9	106477195	106477207	-	0.000	0.000	Merged-chr9-106477001-83
NR21296--MA0740.1.KLF14	chr14	70520456	70520469	-	0.000	0.000	Merged-chr14-70520372-68
NR60382--MA0741.1.KLF16	chr7	84149144	84149154	-	0.000	0.000	Merged-chr7-84149073-24
NR33418--MA0742.1.Klf12	chr18	80200696	80200710	-	0.000	0.000	Merged-chr18-80200692-56
NR34312--MA0741.1.KLF16	chr19	29325370	29325380	+	0.000	0.000	Merged-chr19-29325284-39
NR11845--MA0599.1.KLF5	chr11	94602012	94602021	+	0.000	0.000	Merged-chr11-94601858-52
NR25438--MA0599.1.KLF5	chr15	102247244	102247253	+	0.000	0.000	Merged-chr15-102247349-1
NR60177--MA0741.1.KLF16	chr7	79592293	79592303	-	0.000	0.000	Merged-chr7-79592418-20
NR49993--MA0742.1.Klf12	chr5	25499038	25499052	-	0.000	0.000	Merged-chr5-25499095-193
NR11630--MA0599.1.KLF5	chr11	83302820	83302829	+	0.000	0.000	Merged-chr11-83302766-59
NR14498--MA0741.1.KLF16	chr12	72014611	72014621	+	0.000	0.000	Merged-chr12-72014638-4
NR25223--MA0599.1.KLF5	chr15	98181301	98181310	+	0.000	0.000	Merged-chr15-98181409-51
NR68496--MA0741.1.KLF16	chrX	7586650	7586660	-	0.000	0.000	Merged-chrX-7586610-10
NR53281--MA0741.1.KLF16	chr5	135744288	135744298	+	0.000	0.000	Merged-chr5-135744270-59
NR58462--MA0740.1.KLF14	chr7	19404149	19404162	+	0.000	0.000	Merged-chr7-19404013-49
NR40506--MA0599.1.KLF5	chr2	180276753	180276762	+	0.000	0.000	Merged-chr2-180276597-19
NR33288--MA0493.1.Klf1	chr18	75472068	75472078	-	0.000	0.000	Merged-chr18-75472003-6
NR68717--MA0599.1.KLF5	chrX	36598159	36598168	+	0.000	0.000	Merged-chrX-36598230-66
NR48110--MA0599.1.KLF5	chr4	129820140	129820149	-	0.000	0.000	Merged-chr4-129820380-124
NR505--MA0741.1.KLF16	chr1	24100349	24100359	+	0.000	0.000	Merged-chr1-24100239-49
NR69171--MA0599.1.KLF5	chrX	102189390	102189399	+	0.000	0.000	Merged-chrX-102189182-65
NR65106--MA1107.1.KLF9	chr8	120404059	120404071	+	0.000	0.000	Merged-chr8-120404007-24
NR5016--MA0742.1.Klf12	chr1	192092698	192092712	-	0.000	0.000	Merged-chr1-192092599-105
NR23851--MA0741.1.KLF16	chr15	61983498	61983508	-	0.000	0.000	Merged-chr15-61983458-31
NR52173--MA1107.1.KLF9	chr5	112273911	112273923	+	0.000	0.000	Merged-chr5-112273853-3
NR50675--MA0599.1.KLF5	chr5	52190450	52190459	+	0.000	0.000	Merged-chr5-52190420-134
NR3904--MA1107.1.KLF9	chr1	164366697	164366709	-	0.000	0.000	Merged-chr1-164366862-30
NR9509--MA0741.1.KLF16	chr10	128211814	128211824	+	0.000	0.000	Merged-chr10-128211803-53
NR39777--MA0741.1.KLF16	chr2	163472702	163472712	-	0.000	0.000	Merged-chr2-163472521-59
NR52378--MA0741.1.KLF16	chr5	114813962	114813972	+	0.000	0.000	Merged-chr5-114813829-62
NR11964--MA0741.1.KLF16	chr11	96777434	96777444	+	0.000	0.000	Merged-chr11-96777630-53
NR22714--MA0493.1.Klf1	chr15	10714725	10714735	-	0.000	0.000	Merged-chr15-10714882-50
NR62616--MA0493.1.Klf1	chr8	26015614	26015624	+	0.000	0.000	Merged-chr8-26015472-62
NR40094--MA0599.1.KLF5	chr2	170206042	170206051	-	0.000	0.000	Merged-chr2-170206161-1
NR32883--MA0493.1.Klf1	chr18	65430850	65430860	+	0.000	0.000	Merged-chr18-65430843-87
NR38607--MA1107.1.KLF9	chr2	128061296	128061308	+	0.000	0.000	Merged-chr2-128061246-44
NR56195--MA0741.1.KLF16	chr6	97300929	97300939	-	0.000	0.000	Merged-chr6-97300820-20
NR38381--MA0741.1.KLF16	chr2	121296414	121296424	-	0.000	0.000	Merged-chr2-121296352-13
NR11742--MA0599.1.KLF5	chr11	88576465	88576474	+	0.000	0.000	Merged-chr11-88576499-74
NR23006--MA0039.3.KLF4	chr15	27701620	27701630	+	0.000	0.000	Merged-chr15-27701716-1
NR40628--MA0742.1.Klf12	chr3	9500013	9500027	-	0.000	0.000	Merged-chr3-9499976-58
NR58695--MA0493.1.Klf1	chr7	25155909	25155919	+	0.000	0.000	Merged-chr7-25155994-40
NR56061--MA0742.1.Klf12	chr6	92214732	92214746	+	0.000	0.000	Merged-chr6-92214709-73
NR4482--MA0741.1.KLF16	chr1	177442139	177442149	-	0.000	0.000	Merged-chr1-177442185-139
NR12329--MA0039.3.KLF4	chr11	102317867	102317877	+	0.000	0.000	Merged-chr11-102317551-136
NR23356--MA0740.1.KLF14	chr15	38078880	38078893	-	0.000	0.000	Merged-chr15-38078784-97
NR26494--MA0741.1.KLF16	chr16	34690563	34690573	-	0.000	0.000	Merged-chr16-34690700-62
NR1139--MA0740.1.KLF14	chr1	57995920	57995933	+	0.000	0.000	Merged-chr1-57996060-51
NR8243--MA1107.1.KLF9	chr10	97160936	97160948	+	0.000	0.000	Merged-chr10-97161137-2
NR62237--MA0741.1.KLF16	chr8	11009758	11009768	+	0.000	0.000	Merged-chr8-11009747-8
NR23818--MA0599.1.KLF5	chr15	60132908	60132917	-	0.000	0.000	Merged-chr15-60132913-50
NR5086--MA0493.1.Klf1	chr1	193189572	193189582	+	0.000	0.000	Merged-chr1-193189573-66
NR2868--MA0741.1.KLF16	chr1	131910351	131910361	-	0.000	0.000	Merged-chr1-131910348-5
NR26902--MA0742.1.Klf12	chr16	55895430	55895444	-	0.000	0.000	Merged-chr16-55895336-85
NR53390--MA0741.1.KLF16	chr5	137510645	137510655	+	0.000	0.000	Merged-chr5-137510550-66
NR47924--MA0740.1.KLF14	chr4	126046993	126047006	+	0.000	0.000	Merged-chr4-126047082-53
NR13380--MA0599.1.KLF5	chr12	17737292	17737301	+	0.000	0.000	Merged-chr12-17737331-11
NR58003--MA0741.1.KLF16	chr7	4464436	4464446	-	0.000	0.000	Merged-chr7-4464501-45
NR35971--MA0740.1.KLF14	chr2	30469931	30469944	+	0.000	0.000	Merged-chr2-30470096-26
NR68129--MA0740.1.KLF14	chr9	114731177	114731190	+	0.000	0.000	Merged-chr9-114731222-121
NR64841--MA0599.1.KLF5	chr8	111393734	111393743	-	0.000	0.000	Merged-chr8-111393745-41
NR30856--MA0741.1.KLF16	chr17	83525780	83525790	-	0.000	0.000	Merged-chr17-83525837-4
NR20854--MA0741.1.KLF16	chr14	54225364	54225374	-	0.000	0.000	Merged-chr14-54225223-49
NR66893--MA0740.1.KLF14	chr9	65908957	65908970	-	0.000	0.000	Merged-chr9-65909052-64
NR13237--MA0599.1.KLF5	chr12	12302020	12302029	+	0.000	0.000	Merged-chr12-12302009-51
NR34163--MA0493.1.Klf1	chr19	14641675	14641685	+	0.000	0.000	Merged-chr19-14641589-4
NR27855--MA0599.1.KLF5	chr16	91547049	91547058	-	0.000	0.000	Merged-chr16-91546772-86
NR23280--MA0493.1.Klf1	chr15	36938893	36938903	+	0.000	0.000	Merged-chr15-36938734-87
NR64374--MA0741.1.KLF16	chr8	93810534	93810544	+	0.000	0.000	Merged-chr8-93810346-59
NR6685--MA0741.1.KLF16	chr10	59702458	59702468	-	0.000	0.000	Merged-chr10-59702548-66
NR30704--MA0599.1.KLF5	chr17	79355136	79355145	-	0.000	0.000	Merged-chr17-79355271-160
NR41926--MA1107.1.KLF9	chr3	61413347	61413359	+	0.000	0.000	Merged-chr3-61413459-3
NR7028--MA1107.1.KLF9	chr10	68908239	68908251	+	0.000	0.000	Merged-chr10-68908384-20
NR13904--MA0599.1.KLF5	chr12	40037415	40037424	+	0.000	0.000	Merged-chr12-40037304-3
NR65143--MA0599.1.KLF5	chr8	120668178	120668187	+	0.000	0.000	Merged-chr8-120668120-83
NR59565--MA1107.1.KLF9	chr7	48137254	48137266	-	0.000	0.000	Merged-chr7-48137318-1
NR40187--MA1107.1.KLF9	chr2	172392452	172392464	-	0.000	0.000	Merged-chr2-172392373-19
NR39379--MA1107.1.KLF9	chr2	152197553	152197565	+	0.000	0.000	Merged-chr2-152197442-27
NR24737--MA0741.1.KLF16	chr15	85735368	85735378	-	0.000	0.000	Merged-chr15-85735483-51
NR63289--MA1107.1.KLF9	chr8	57503828	57503840	-	0.000	0.000	Merged-chr8-57503871-22
NR57157--MA1107.1.KLF9	chr6	128839162	128839174	+	0.000	0.000	Merged-chr6-128839257-138
NR38490--MA0741.1.KLF16	chr2	125135989	125135999	-	0.000	0.000	Merged-chr2-125136116-38
NR15757--MA0599.1.KLF5	chr12	118836995	118837004	-	0.000	0.000	Merged-chr12-118836898-44
NR48887--MA0740.1.KLF14	chr4	148160082	148160095	+	0.000	0.000	Merged-chr4-148160107-67
NR1533--MA0599.1.KLF5	chr1	74391761	74391770	+	0.000	0.000	Merged-chr1-74391638-119
NR43106--MA0741.1.KLF16	chr3	105825735	105825745	+	0.000	0.000	Merged-chr3-105825792-34
NR834--MA0740.1.KLF14	chr1	39949395	39949408	-	0.000	0.000	Merged-chr1-39949345-35
NR43431--MA0657.1.KLF13	chr3	121370592	121370609	-	0.000	0.000	Merged-chr3-121370505-2
NR27831--MA0039.3.KLF4	chr16	91366824	91366834	+	0.000	0.000	Merged-chr16-91366873-55
NR3031--MA0742.1.Klf12	chr1	136234166	136234180	-	0.000	0.000	Merged-chr1-136234299-43
NR12445--MA0742.1.Klf12	chr11	106273029	106273043	+	0.000	0.000	Merged-chr11-106272877-78
NR4591--MA0741.1.KLF16	chr1	180548105	180548115	-	0.000	0.000	Merged-chr1-180548194-33
NR38827--MA0741.1.KLF16	chr2	132687118	132687128	+	0.000	0.000	Merged-chr2-132687004-41
NR41832--MA1107.1.KLF9	chr3	59042502	59042514	+	0.000	0.000	Merged-chr3-59042548-4
NR51947--MA0039.3.KLF4	chr5	105004711	105004721	-	0.000	0.000	Merged-chr5-105004765-44
NR1146--MA0742.1.Klf12	chr1	58304554	58304568	-	0.000	0.000	Merged-chr1-58304515-8
NR62617--MA0741.1.KLF16	chr8	26015615	26015625	+	0.000	0.000	Merged-chr8-26015472-62
NR11183--MA0741.1.KLF16	chr11	70432430	70432440	-	0.000	0.000	Merged-chr11-70432530-65
NR5099--MA1107.1.KLF9	chr1	193349938	193349950	-	0.000	0.000	Merged-chr1-193349952-15
NR65062--MA0657.1.KLF13	chr8	119840579	119840596	+	0.000	0.000	Merged-chr8-119840588-52
NR7221--MA0740.1.KLF14	chr10	75517436	75517449	+	0.000	0.000	Merged-chr10-75517574-101
NR2174--MA1107.1.KLF9	chr1	96570700	96570712	-	0.000	0.000	Merged-chr1-96570567-3
NR53712--MA0599.1.KLF5	chr5	143315434	143315443	+	0.000	0.000	Merged-chr5-143315545-3
NR9736--MA0742.1.Klf12	chr11	5444995	5445009	+	0.000	0.000	Merged-chr11-5444767-95
NR14685--MA0599.1.KLF5	chr12	80109118	80109127	+	0.000	0.000	Merged-chr12-80109164-14
NR39506--MA0740.1.KLF14	chr2	156007961	156007974	-	0.000	0.000	Merged-chr2-156008083-48
NR17260--MA0493.1.Klf1	chr13	59585302	59585312	-	0.000	0.000	Merged-chr13-59585318-80
NR8217--MA0493.1.Klf1	chr10	96609765	96609775	+	0.000	0.000	Merged-chr10-96609713-52
NR59471--MA1107.1.KLF9	chr7	45643819	45643831	-	0.000	0.000	Merged-chr7-45643762-54
NR14407--MA0493.1.Klf1	chr12	69361568	69361578	+	0.000	0.000	Merged-chr12-69361444-60
NR18900--MA1107.1.KLF9	chr13	107700677	107700689	-	0.000	0.000	Merged-chr13-107700458-32
NR60146--MA0599.1.KLF5	chr7	78881820	78881829	-	0.000	0.000	Merged-chr7-78881919-4
NR50894--MA0493.1.Klf1	chr5	64764567	64764577	-	0.000	0.000	Merged-chr5-64764597-23
NR11617--MA0599.1.KLF5	chr11	82908270	82908279	+	0.000	0.000	Merged-chr11-82908298-45
NR40299--MA1107.1.KLF9	chr2	174312434	174312446	-	0.000	0.000	Merged-chr2-174312342-26
NR35307--MA0741.1.KLF16	chr2	11100445	11100455	-	0.000	0.000	Merged-chr2-11100320-38
NR43087--MA0741.1.KLF16	chr3	105704891	105704901	+	0.000	0.000	Merged-chr3-105704887-86
NR32739--MA0039.3.KLF4	chr18	60805991	60806001	-	0.000	0.000	Merged-chr18-60805828-10
NR34719--MA0599.1.KLF5	chr19	46056539	46056548	-	0.000	0.000	Merged-chr19-46056669-79
NR64278--MA0741.1.KLF16	chr8	91134003	91134013	+	0.000	0.000	Merged-chr8-91133941-78
NR12062--MA0599.1.KLF5	chr11	97883660	97883669	+	0.000	0.000	Merged-chr11-97883682-8
NR48166--MA0742.1.Klf12	chr4	131843422	131843436	-	0.000	0.000	Merged-chr4-131843494-43
NR67860--MA0741.1.KLF16	chr9	106453798	106453808	-	0.000	0.000	Merged-chr9-106453760-51
NR47678--MA0493.1.Klf1	chr4	119195281	119195291	+	0.000	0.000	Merged-chr4-119195443-60
NR17704--MA0599.1.KLF5	chr13	74166993	74167002	+	0.000	0.000	Merged-chr13-74166987-58
NR49997--MA0741.1.KLF16	chr5	25499054	25499064	+	0.000	0.000	Merged-chr5-25499095-193
NR62598--MA0741.1.KLF16	chr8	25597511	25597521	+	0.000	0.000	Merged-chr8-25597379-88
NR29380--MA1107.1.KLF9	chr17	34912152	34912164	+	0.000	0.000	Merged-chr17-34912198-43
NR37759--MA1107.1.KLF9	chr2	94273450	94273462	+	0.000	0.000	Merged-chr2-94273480-55
NR9051--MA0742.1.Klf12	chr10	118813764	118813778	-	0.000	0.000	Merged-chr10-118813922-11
NR24138--MA0599.1.KLF5	chr15	76232953	76232962	+	0.000	0.000	Merged-chr15-76232681-58
NR47383--MA0599.1.KLF5	chr4	106932816	106932825	-	0.000	0.000	Merged-chr4-106932798-2
NR60220--MA0740.1.KLF14	chr7	80123326	80123339	+	0.000	0.000	Merged-chr7-80123359-34
NR39861--MA0742.1.Klf12	chr2	165982651	165982665	+	0.000	0.000	Merged-chr2-165982856-79
NR69610--MA0599.1.KLF5	chrX	163958155	163958164	+	0.000	0.000	Merged-chrX-163958225-138
NR40011--MA0740.1.KLF14	chr2	168904367	168904380	+	0.000	0.000	Merged-chr2-168904404-53
NR53151--MA0741.1.KLF16	chr5	134540089	134540099	-	0.000	0.000	Merged-chr5-134540113-16
NR39927--MA0742.1.Klf12	chr2	167632158	167632172	+	0.000	0.000	Merged-chr2-167632036-61
NR12688--MA0741.1.KLF16	chr11	115475638	115475648	-	0.000	0.000	Merged-chr11-115475686-55
NR33432--MA0599.1.KLF5	chr18	80280515	80280524	-	0.000	0.000	Merged-chr18-80280568-28
NR66686--MA0741.1.KLF16	chr9	59680127	59680137	-	0.000	0.000	Merged-chr9-59680091-31
NR66957--MA0741.1.KLF16	chr9	70542742	70542752	-	0.000	0.000	Merged-chr9-70542837-79
NR69077--MA0741.1.KLF16	chrX	94122670	94122680	+	0.000	0.000	Merged-chrX-94122642-128
NR38665--MA0741.1.KLF16	chr2	129065934	129065944	-	0.000	0.000	Merged-chr2-129066183-78
NR650--MA0599.1.KLF5	chr1	34462941	34462950	+	0.000	0.000	Merged-chr1-34462977-38
NR54000--MA0493.1.Klf1	chr6	3399473	3399483	-	0.000	0.000	Merged-chr6-3399502-52
NR16838--MA0599.1.KLF5	chr13	43261561	43261570	+	0.000	0.000	Merged-chr13-43261701-66
NR20356--MA0599.1.KLF5	chr14	34549254	34549263	+	0.000	0.000	Merged-chr14-34549308-78
NR23721--MA0741.1.KLF16	chr15	57912421	57912431	-	0.000	0.000	Merged-chr15-57912529-99
NR51808--MA0741.1.KLF16	chr5	100039958	100039968	+	0.000	0.000	Merged-chr5-100039874-12
NR10105--MA0740.1.KLF14	chr11	22782984	22782997	-	0.000	0.000	Merged-chr11-22782908-24
NR8588--MA1107.1.KLF9	chr10	108161940	108161952	+	0.000	0.000	Merged-chr10-108162135-108
NR31328--MA0741.1.KLF16	chr18	5591812	5591822	-	0.000	0.000	Merged-chr18-5591959-116
NR52085--MA0599.1.KLF5	chr5	110176867	110176876	+	0.000	0.000	Merged-chr5-110176742-78
NR40872--MA1107.1.KLF9	chr3	21991928	21991940	+	0.000	0.000	Merged-chr3-21992010-59
NR21446--MA0657.1.KLF13	chr14	75845210	75845227	+	0.000	0.000	Merged-chr14-75845337-99
NR34434--MA0741.1.KLF16	chr19	36409555	36409565	-	0.000	0.000	Merged-chr19-36409790-61
NR42961--MA0741.1.KLF16	chr3	103058218	103058228	-	0.000	0.000	Merged-chr3-103058357-51
NR47698--MA0741.1.KLF16	chr4	119539627	119539637	-	0.000	0.000	Merged-chr4-119539828-119
NR13795--MA0039.3.KLF4	chr12	34990657	34990667	-	0.000	0.000	Merged-chr12-34990480-50
NR60472--MA0740.1.KLF14	chr7	89404329	89404342	+	0.000	0.000	Merged-chr7-89404144-109
NR59010--MA1107.1.KLF9	chr7	30333140	30333152	-	0.000	0.000	Merged-chr7-30333026-1
NR35007--MA0493.1.Klf1	chr19	60183110	60183120	+	0.000	0.000	Merged-chr19-60182957-49
NR68223--MA0741.1.KLF16	chr9	118669776	118669786	+	0.000	0.000	Merged-chr9-118669839-33
NR37450--MA1107.1.KLF9	chr2	80581213	80581225	-	0.000	0.000	Merged-chr2-80581097-101
NR19948--MA0741.1.KLF16	chr14	20674310	20674320	+	0.000	0.000	Merged-chr14-20674407-80
NR3931--MA1107.1.KLF9	chr1	165174115	165174127	-	0.000	0.000	Merged-chr1-165174283-37
