#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR3129--MA0089.1.MAFG::NFE2L1	chr13	30154492	30154497	-	0.000	0.000	Merged-chr13-30154580-19
NR1792--MA0659.1.MAFG	chr11	19993172	19993192	+	0.000	0.000	Merged-chr11-19993082-47
NR10426--MA0495.2.MAFF	chr7	12955034	12955054	+	0.000	0.000	Merged-chr7-12955055-4
NR3505--MA0089.1.MAFG::NFE2L1	chr13	104914807	104914812	-	0.000	0.000	Merged-chr13-104914750-21
NR7278--MA0591.1.Bach1::Mafk	chr2	166607154	166607168	+	0.000	0.000	Merged-chr2-166607083-27
NR6394--MA0089.1.MAFG::NFE2L1	chr2	25620559	25620564	-	0.000	0.000	Merged-chr2-25620603-21
NR5097--MA0496.2.MAFK	chr17	10840175	10840193	-	0.000	0.000	Merged-chr17-10840429-74
NR8569--MA0501.1.MAF::NFE2	chr4	125114801	125114815	-	0.000	0.000	Merged-chr4-125114884-30
NR6687--MA0591.1.Bach1::Mafk	chr2	90752575	90752589	-	0.000	0.000	Merged-chr2-90752646-2
NR11880--MA0117.2.Mafb	chr9	43096440	43096451	+	0.000	0.000	Merged-chr9-43096353-58
NR129--MA0501.1.MAF::NFE2	chr1	40413232	40413246	+	0.000	0.000	Merged-chr1-40413198-41
NR8193--MA0591.1.Bach1::Mafk	chr4	40285609	40285623	-	0.000	0.000	Merged-chr4-40285687-24
NR11197--MA0501.1.MAF::NFE2	chr8	8695508	8695522	-	0.000	0.000	Merged-chr8-8695569-9
NR7220--MA0089.1.MAFG::NFE2L1	chr2	157567399	157567404	-	0.000	0.000	Merged-chr2-157567456-9
NR6304--MA0501.1.MAF::NFE2	chr2	3810525	3810539	-	0.000	0.000	Merged-chr2-3810542-48
NR7390--MA0501.1.MAF::NFE2	chr2	173386021	173386035	+	0.000	0.000	Merged-chr2-173385876-50
NR8621--MA0591.1.Bach1::Mafk	chr4	133804502	133804516	+	0.000	0.000	Merged-chr4-133804584-15
NR10450--MA0117.2.Mafb	chr7	16119878	16119889	-	0.000	0.000	Merged-chr7-16119991-49
NR6506--MA0089.1.MAFG::NFE2L1	chr2	48315504	48315509	-	0.000	0.000	Merged-chr2-48315490-45
NR9014--MA0495.2.MAFF	chr5	36996669	36996689	-	0.000	0.000	Merged-chr5-36996710-15
NR5388--MA0591.1.Bach1::Mafk	chr17	73806531	73806545	-	0.000	0.000	Merged-chr17-73806429-20
NR9813--MA0591.1.Bach1::Mafk	chr6	71125153	71125167	+	0.000	0.000	Merged-chr6-71125305-30
NR4797--MA0591.1.Bach1::Mafk	chr16	50201784	50201798	-	0.000	0.000	Merged-chr16-50201808-40
NR2929--MA0496.2.MAFK	chr12	112956087	112956105	-	0.000	0.000	Merged-chr12-112956111-20
NR11803--MA0089.1.MAFG::NFE2L1	chr9	14071962	14071967	+	0.000	0.000	Merged-chr9-14072005-21
NR7085--MA0495.2.MAFF	chr2	145804907	145804927	-	0.000	0.000	Merged-chr2-145804796-32
NR12089--MA0501.1.MAF::NFE2	chr9	80057832	80057846	+	0.000	0.000	Merged-chr9-80057847-17
NR6543--MA0117.2.Mafb	chr2	52955271	52955282	+	0.000	0.000	Merged-chr2-52955279-28
NR2173--MA0089.1.MAFG::NFE2L1	chr11	87853247	87853252	-	0.000	0.000	Merged-chr11-87853280-46
NR9920--MA0117.2.Mafb	chr6	97447139	97447150	-	0.000	0.000	Merged-chr6-97447180-22
NR7971--MA0501.1.MAF::NFE2	chr3	142533316	142533330	+	0.000	0.000	Merged-chr3-142533345-44
NR9797--MA0496.2.MAFK	chr6	67668205	67668223	-	0.000	0.000	Merged-chr6-67668321-12
NR2088--MA0495.2.MAFF	chr11	75878752	75878772	-	0.000	0.000	Merged-chr11-75878686-10
NR560--MA0659.1.MAFG	chr1	139179652	139179672	+	0.000	0.000	Merged-chr1-139179531-1
NR1419--MA0495.2.MAFF	chr10	86727747	86727767	+	0.000	0.000	Merged-chr10-86727830-49
NR10309--MA0089.1.MAFG::NFE2L1	chr6	143366044	143366049	+	0.000	0.000	Merged-chr6-143366035-15
NR534--MA0501.1.MAF::NFE2	chr1	136255309	136255323	-	0.000	0.000	Merged-chr1-136255292-47
NR9270--MA0501.1.MAF::NFE2	chr5	105511166	105511180	-	0.000	0.000	Merged-chr5-105511271-25
NR3057--MA0495.2.MAFF	chr13	6626710	6626730	-	0.000	0.000	Merged-chr13-6626818-32
NR4621--MA0089.1.MAFG::NFE2L1	chr16	13160421	13160426	+	0.000	0.000	Merged-chr16-13160327-31
NR10713--MA0591.1.Bach1::Mafk	chr7	80889940	80889954	-	0.000	0.000	Merged-chr7-80889840-60
NR5550--MA0089.1.MAFG::NFE2L1	chr18	4295229	4295234	+	0.000	0.000	Merged-chr18-4295238-102
NR7770--MA0495.2.MAFF	chr3	101245331	101245351	-	0.000	0.000	Merged-chr3-101245474-18
NR9318--MA0089.1.MAFG::NFE2L1	chr5	110650402	110650407	-	0.000	0.000	Merged-chr5-110650328-3
NR1517--MA0496.2.MAFK	chr10	99162369	99162387	-	0.000	0.000	Merged-chr10-99162155-24
NR3907--MA0089.1.MAFG::NFE2L1	chr14	69805329	69805334	-	0.000	0.000	Merged-chr14-69805276-121
NR8955--MA0089.1.MAFG::NFE2L1	chr5	23787615	23787620	+	0.000	0.000	Merged-chr5-23787783-52
NR2220--MA0591.1.Bach1::Mafk	chr11	94521297	94521311	+	0.000	0.000	Merged-chr11-94521402-11
NR3777--MA0591.1.Bach1::Mafk	chr14	46578217	46578231	-	0.000	0.000	Merged-chr14-46578431-37
NR3416--MA0089.1.MAFG::NFE2L1	chr13	95517981	95517986	-	0.000	0.000	Merged-chr13-95518086-22
NR9884--MA0089.1.MAFG::NFE2L1	chr6	90370355	90370360	+	0.000	0.000	Merged-chr6-90370434-4
NR6555--MA0495.2.MAFF	chr2	57362605	57362625	+	0.000	0.000	Merged-chr2-57362654-19
NR1478--MA0591.1.Bach1::Mafk	chr10	95442381	95442395	+	0.000	0.000	Merged-chr10-95442476-5
NR6340--MA0495.2.MAFF	chr2	12406862	12406882	-	0.000	0.000	Merged-chr2-12406910-25
NR3982--MA0089.1.MAFG::NFE2L1	chr14	79249189	79249194	+	0.000	0.000	Merged-chr14-79249040-19
NR7891--MA0495.2.MAFF	chr3	129421935	129421955	-	0.000	0.000	Merged-chr3-129421994-33
NR11905--MA0591.1.Bach1::Mafk	chr9	50525770	50525784	+	0.000	0.000	Merged-chr9-50525750-20
NR7137--MA0501.1.MAF::NFE2	chr2	150582221	150582235	-	0.000	0.000	Merged-chr2-150582331-12
NR4697--MA0496.2.MAFK	chr16	24854664	24854682	-	0.000	0.000	Merged-chr16-24854563-13
NR12187--MA0117.2.Mafb	chr9	93131711	93131722	+	0.000	0.000	Merged-chr9-93131866-17
NR2083--MA0496.2.MAFK	chr11	74973440	74973458	-	0.000	0.000	Merged-chr11-74973432-13
NR4339--MA0496.2.MAFK	chr15	64041701	64041719	+	0.000	0.000	Merged-chr15-64041818-65
NR1848--MA0089.1.MAFG::NFE2L1	chr11	34049147	34049152	-	0.000	0.000	Merged-chr11-34049016-54
NR11189--MA0496.2.MAFK	chr7	144857373	144857391	+	0.000	0.000	Merged-chr7-144857340-18
NR2393--MA0591.1.Bach1::Mafk	chr11	115172979	115172993	-	0.000	0.000	Merged-chr11-115173098-6
NR4432--MA0089.1.MAFG::NFE2L1	chr15	81254513	81254518	+	0.000	0.000	Merged-chr15-81254471-25
NR6153--MA0591.1.Bach1::Mafk	chr19	43631009	43631023	-	0.000	0.000	Merged-chr19-43631033-31
NR11519--MA0591.1.Bach1::Mafk	chr8	105852065	105852079	-	0.000	0.000	Merged-chr8-105851882-54
NR1535--MA0496.2.MAFK	chr10	105229293	105229311	+	0.000	0.000	Merged-chr10-105229362-2
NR9755--MA0501.1.MAF::NFE2	chr6	54972260	54972274	+	0.000	0.000	Merged-chr6-54972195-1
NR298--MA0089.1.MAFG::NFE2L1	chr1	83006403	83006408	+	0.000	0.000	Merged-chr1-83006483-46
NR6983--MA0089.1.MAFG::NFE2L1	chr2	132497709	132497714	-	0.000	0.000	Merged-chr2-132497706-22
NR559--MA0591.1.Bach1::Mafk	chr1	139179655	139179669	-	0.000	0.000	Merged-chr1-139179531-1
NR2689--MA0501.1.MAF::NFE2	chr12	75905548	75905562	-	0.000	0.000	Merged-chr12-75905530-21
NR3625--MA0501.1.MAF::NFE2	chr13	114886703	114886717	-	0.000	0.000	Merged-chr13-114886782-3
NR8497--MA0496.2.MAFK	chr4	116018507	116018525	-	0.000	0.000	Merged-chr4-116018460-3
NR2645--MA0117.2.Mafb	chr12	54369486	54369497	-	0.000	0.000	Merged-chr12-54369471-30
NR11330--MA0117.2.Mafb	chr8	68674248	68674259	-	0.000	0.000	Merged-chr8-68674402-29
NR2672--MA0591.1.Bach1::Mafk	chr12	70913623	70913637	-	0.000	0.000	Merged-chr12-70913651-14
NR6550--MA0496.2.MAFK	chr2	52955272	52955290	+	0.000	0.000	Merged-chr2-52955279-28
NR9173--MA0659.1.MAFG	chr5	92353778	92353798	+	0.000	0.000	Merged-chr5-92353751-46
NR10457--MA0591.1.Bach1::Mafk	chr7	16343738	16343752	+	0.000	0.000	Merged-chr7-16343810-22
NR1000--MA0117.2.Mafb	chr1	194600216	194600227	+	0.000	0.000	Merged-chr1-194600218-2
NR12199--MA0495.2.MAFF	chr9	95151979	95151999	+	0.000	0.000	Merged-chr9-95151869-50
NR8036--MA0496.2.MAFK	chr3	146784423	146784441	+	0.000	0.000	Merged-chr3-146784453-8
NR8641--MA0501.1.MAF::NFE2	chr4	135664668	135664682	-	0.000	0.000	Merged-chr4-135664760-27
NR9303--MA0089.1.MAFG::NFE2L1	chr5	107777610	107777615	+	0.000	0.000	Merged-chr5-107777420-29
NR4517--MA0501.1.MAF::NFE2	chr15	96520618	96520632	-	0.000	0.000	Merged-chr15-96520737-46
NR4469--MA0496.2.MAFK	chr15	85469118	85469136	-	0.000	0.000	Merged-chr15-85469002-5
NR2511--MA0501.1.MAF::NFE2	chr12	12278422	12278436	-	0.000	0.000	Merged-chr12-12278395-37
NR2675--MA0089.1.MAFG::NFE2L1	chr12	70999533	70999538	+	0.000	0.000	Merged-chr12-70999631-61
NR8802--MA0501.1.MAF::NFE2	chr4	148774920	148774934	-	0.000	0.000	Merged-chr4-148774974-1
NR5040--MA0495.2.MAFF	chr16	96912137	96912157	+	0.000	0.000	Merged-chr16-96912143-1
NR8632--MA0495.2.MAFF	chr4	134963141	134963161	+	0.000	0.000	Merged-chr4-134963297-19
NR201--MA0501.1.MAF::NFE2	chr1	58857059	58857073	+	0.000	0.000	Merged-chr1-58857046-16
NR12569--MA0089.1.MAFG::NFE2L1	chrX	162888460	162888465	-	0.000	0.000	Merged-chrX-162888353-56
NR105--MA0501.1.MAF::NFE2	chr1	37585875	37585889	-	0.000	0.000	Merged-chr1-37586082-40
NR11901--MA0089.1.MAFG::NFE2L1	chr9	49489263	49489268	+	0.000	0.000	Merged-chr9-49489147-43
NR3691--MA0089.1.MAFG::NFE2L1	chr14	16313612	16313617	-	0.000	0.000	Merged-chr14-16313482-17
NR7903--MA0591.1.Bach1::Mafk	chr3	131169289	131169303	+	0.000	0.000	Merged-chr3-131169425-15
NR4747--MA0089.1.MAFG::NFE2L1	chr16	37036512	37036517	+	0.000	0.000	Merged-chr16-37036331-23
NR1415--MA0591.1.Bach1::Mafk	chr10	85829474	85829488	-	0.000	0.000	Merged-chr10-85829298-76
NR9066--MA0591.1.Bach1::Mafk	chr5	64580285	64580299	-	0.000	0.000	Merged-chr5-64580190-8
NR11928--MA0591.1.Bach1::Mafk	chr9	55410490	55410504	+	0.000	0.000	Merged-chr9-55410514-19
NR3970--MA0496.2.MAFK	chr14	78273821	78273839	-	0.000	0.000	Merged-chr14-78273841-14
NR5051--MA0659.1.MAFG	chr16	97442080	97442100	-	0.000	0.000	Merged-chr16-97442198-19
NR1974--MA0591.1.Bach1::Mafk	chr11	61602966	61602980	-	0.000	0.000	Merged-chr11-61602995-47
NR5492--MA0501.1.MAF::NFE2	chr17	86850856	86850870	+	0.000	0.000	Merged-chr17-86850931-27
NR3612--MA0496.2.MAFK	chr13	113322204	113322222	+	0.000	0.000	Merged-chr13-113322180-25
NR9731--MA0591.1.Bach1::Mafk	chr6	53498059	53498073	+	0.000	0.000	Merged-chr6-53498072-40
NR12050--MA0089.1.MAFG::NFE2L1	chr9	69987729	69987734	-	0.000	0.000	Merged-chr9-69987848-24
NR10462--MA0496.2.MAFK	chr7	16343736	16343754	-	0.000	0.000	Merged-chr7-16343810-22
NR12178--MA0591.1.Bach1::Mafk	chr9	92602543	92602557	+	0.000	0.000	Merged-chr9-92602445-4
NR2205--MA0495.2.MAFF	chr11	94370921	94370941	+	0.000	0.000	Merged-chr11-94371007-27
NR7240--MA0591.1.Bach1::Mafk	chr2	160598000	160598014	-	0.000	0.000	Merged-chr2-160598055-31
NR232--MA0495.2.MAFF	chr1	69350804	69350824	+	0.000	0.000	Merged-chr1-69350970-27
NR10160--MA0659.1.MAFG	chr6	128345840	128345860	-	0.000	0.000	Merged-chr6-128345779-18
NR12065--MA0501.1.MAF::NFE2	chr9	75209435	75209449	-	0.000	0.000	Merged-chr9-75209368-16
NR9391--MA0089.1.MAFG::NFE2L1	chr5	122994649	122994654	+	0.000	0.000	Merged-chr5-122994726-55
NR5585--MA0591.1.Bach1::Mafk	chr18	13013827	13013841	-	0.000	0.000	Merged-chr18-13013955-24
NR1110--MA0496.2.MAFK	chr10	26325617	26325635	-	0.000	0.000	Merged-chr10-26325461-56
NR4113--MA0591.1.Bach1::Mafk	chr14	122013946	122013960	+	0.000	0.000	Merged-chr14-122013771-38
NR12372--MA0591.1.Bach1::Mafk	chr9	120501309	120501323	-	0.000	0.000	Merged-chr9-120501413-5
NR3859--MA0495.2.MAFF	chr14	62879719	62879739	-	0.000	0.000	Merged-chr14-62879632-33
NR961--MA0089.1.MAFG::NFE2L1	chr1	191152565	191152570	-	0.000	0.000	Merged-chr1-191152485-1
NR5487--MA0089.1.MAFG::NFE2L1	chr17	86495938	86495943	-	0.000	0.000	Merged-chr17-86495952-1
NR1731--MA0089.1.MAFG::NFE2L1	chr11	3129057	3129062	+	0.000	0.000	Merged-chr11-3128962-6
NR1795--MA0496.2.MAFK	chr11	19993173	19993191	-	0.000	0.000	Merged-chr11-19993082-47
NR11781--MA0591.1.Bach1::Mafk	chr8	128606617	128606631	-	0.000	0.000	Merged-chr8-128606814-16
NR3098--MA0495.2.MAFF	chr13	20133960	20133980	-	0.000	0.000	Merged-chr13-20133930-14
NR5189--MA0501.1.MAF::NFE2	chr17	31075523	31075537	-	0.000	0.000	Merged-chr17-31075672-30
NR1946--MA0089.1.MAFG::NFE2L1	chr11	55197806	55197811	+	0.000	0.000	Merged-chr11-55197770-39
NR1079--MA0089.1.MAFG::NFE2L1	chr10	21964430	21964435	+	0.000	0.000	Merged-chr10-21964511-16
NR12063--MA0089.1.MAFG::NFE2L1	chr9	74975993	74975998	+	0.000	0.000	Merged-chr9-74976047-58
NR789--MA0117.2.Mafb	chr1	177455720	177455731	-	0.000	0.000	Merged-chr1-177455545-12
NR5083--MA0089.1.MAFG::NFE2L1	chr17	7939793	7939798	-	0.000	0.000	Merged-chr17-7939764-45
NR6139--MA0089.1.MAFG::NFE2L1	chr19	41483223	41483228	-	0.000	0.000	Merged-chr19-41483233-3
NR10482--MA0591.1.Bach1::Mafk	chr7	19359994	19360008	-	0.000	0.000	Merged-chr7-19359775-64
NR562--MA0501.1.MAF::NFE2	chr1	139179652	139179666	-	0.000	0.000	Merged-chr1-139179531-1
NR7636--MA0496.2.MAFK	chr3	82333594	82333612	+	0.000	0.000	Merged-chr3-82333766-35
NR1166--MA0089.1.MAFG::NFE2L1	chr10	40688489	40688494	-	0.000	0.000	Merged-chr10-40688620-20
NR5712--MA0495.2.MAFF	chr18	53951275	53951295	-	0.000	0.000	Merged-chr18-53951279-47
NR5022--MA0496.2.MAFK	chr16	95893615	95893633	+	0.000	0.000	Merged-chr16-95893684-47
NR2095--MA0089.1.MAFG::NFE2L1	chr11	76823839	76823844	-	0.000	0.000	Merged-chr11-76823820-9
NR5174--MA0501.1.MAF::NFE2	chr17	28193757	28193771	-	0.000	0.000	Merged-chr17-28193674-11
NR10380--MA0089.1.MAFG::NFE2L1	chr6	147240428	147240433	-	0.000	0.000	Merged-chr6-147240489-23
NR6110--MA0501.1.MAF::NFE2	chr19	33429569	33429583	-	0.000	0.000	Merged-chr19-33429713-40
NR5962--MA0501.1.MAF::NFE2	chr19	5724827	5724841	+	0.000	0.000	Merged-chr19-5724698-18
NR8647--MA0591.1.Bach1::Mafk	chr4	135988293	135988307	-	0.000	0.000	Merged-chr4-135988265-18
NR1240--MA0496.2.MAFK	chr10	58383471	58383489	-	0.000	0.000	Merged-chr10-58383440-43
NR3422--MA0117.2.Mafb	chr13	96511379	96511390	+	0.000	0.000	Merged-chr13-96511466-3
NR6014--MA0501.1.MAF::NFE2	chr19	14503996	14504010	-	0.000	0.000	Merged-chr19-14504107-29
NR8951--MA0089.1.MAFG::NFE2L1	chr5	20931603	20931608	+	0.000	0.000	Merged-chr5-20931511-6
NR7110--MA0117.2.Mafb	chr2	148408360	148408371	-	0.000	0.000	Merged-chr2-148408263-26
NR6112--MA0496.2.MAFK	chr19	33429570	33429588	-	0.000	0.000	Merged-chr19-33429713-40
NR4543--MA0089.1.MAFG::NFE2L1	chr15	100060731	100060736	+	0.000	0.000	Merged-chr15-100060928-68
NR3266--MA0591.1.Bach1::Mafk	chr13	52915692	52915706	+	0.000	0.000	Merged-chr13-52915528-4
NR7696--MA0501.1.MAF::NFE2	chr3	89872363	89872377	-	0.000	0.000	Merged-chr3-89872416-43
NR1844--MA0089.1.MAFG::NFE2L1	chr11	32769024	32769029	-	0.000	0.000	Merged-chr11-32769022-47
NR7263--MA0591.1.Bach1::Mafk	chr2	164938922	164938936	+	0.000	0.000	Merged-chr2-164938958-38
NR219--MA0089.1.MAFG::NFE2L1	chr1	62829929	62829934	-	0.000	0.000	Merged-chr1-62829921-36
NR2409--MA0089.1.MAFG::NFE2L1	chr11	116413961	116413966	+	0.000	0.000	Merged-chr11-116413777-2
NR5049--MA0591.1.Bach1::Mafk	chr16	97442083	97442097	-	0.000	0.000	Merged-chr16-97442198-19
NR346--MA0117.2.Mafb	chr1	89093918	89093929	+	0.000	0.000	Merged-chr1-89093874-9
NR11623--MA0089.1.MAFG::NFE2L1	chr8	119718079	119718084	-	0.000	0.000	Merged-chr8-119718036-2
NR7775--MA0496.2.MAFK	chr3	101494039	101494057	+	0.000	0.000	Merged-chr3-101494196-55
NR9881--MA0659.1.MAFG	chr6	89553500	89553520	-	0.000	0.000	Merged-chr6-89553469-23
NR12470--MA0659.1.MAFG	chrX	75764606	75764626	-	0.000	0.000	Merged-chrX-75764478-65
NR3427--MA0659.1.MAFG	chr13	96697952	96697972	+	0.000	0.000	Merged-chr13-96698036-39
NR6628--MA0089.1.MAFG::NFE2L1	chr2	75683096	75683101	+	0.000	0.000	Merged-chr2-75683146-50
NR11245--MA0591.1.Bach1::Mafk	chr8	22537100	22537114	+	0.000	0.000	Merged-chr8-22537059-19
NR10418--MA0089.1.MAFG::NFE2L1	chr7	4836448	4836453	+	0.000	0.000	Merged-chr7-4836481-36
NR4845--MA0089.1.MAFG::NFE2L1	chr16	57423180	57423185	+	0.000	0.000	Merged-chr16-57423352-49
NR10646--MA0501.1.MAF::NFE2	chr7	72270220	72270234	-	0.000	0.000	Merged-chr7-72270231-51
NR7627--MA0591.1.Bach1::Mafk	chr3	79336211	79336225	-	0.000	0.000	Merged-chr3-79336264-23
NR4295--MA0496.2.MAFK	chr15	59650976	59650994	+	0.000	0.000	Merged-chr15-59650805-18
NR1917--MA0495.2.MAFF	chr11	51264658	51264678	+	0.000	0.000	Merged-chr11-51264498-29
NR2577--MA0495.2.MAFF	chr12	32203873	32203893	-	0.000	0.000	Merged-chr12-32203958-35
NR3409--MA0117.2.Mafb	chr13	93340894	93340905	+	0.000	0.000	Merged-chr13-93341062-38
NR1012--MA0496.2.MAFK	chr10	3238613	3238631	-	0.000	0.000	Merged-chr10-3238463-21
NR6119--MA0117.2.Mafb	chr19	36348902	36348913	+	0.000	0.000	Merged-chr19-36348792-148
NR4604--MA0496.2.MAFK	chr16	5013316	5013334	-	0.000	0.000	Merged-chr16-5013441-63
NR3159--MA0591.1.Bach1::Mafk	chr13	36368339	36368353	-	0.000	0.000	Merged-chr13-36368196-54
NR68--MA0089.1.MAFG::NFE2L1	chr1	23917818	23917823	+	0.000	0.000	Merged-chr1-23917708-15
NR11473--MA0501.1.MAF::NFE2	chr8	94134737	94134751	-	0.000	0.000	Merged-chr8-94134861-17
NR2483--MA0591.1.Bach1::Mafk	chr12	3823696	3823710	-	0.000	0.000	Merged-chr12-3823687-29
NR1697--MA0496.2.MAFK	chr10	128008239	128008257	+	0.000	0.000	Merged-chr10-128008437-23
NR2246--MA0591.1.Bach1::Mafk	chr11	99132536	99132550	+	0.000	0.000	Merged-chr11-99132520-18
NR1742--MA0089.1.MAFG::NFE2L1	chr11	4206035	4206040	+	0.000	0.000	Merged-chr11-4206247-48
NR5548--MA0501.1.MAF::NFE2	chr18	4292134	4292148	-	0.000	0.000	Merged-chr18-4292169-11
NR12313--MA0501.1.MAF::NFE2	chr9	115710166	115710180	-	0.000	0.000	Merged-chr9-115710325-23
NR8573--MA0501.1.MAF::NFE2	chr4	126181272	126181286	+	0.000	0.000	Merged-chr4-126181413-29
NR6471--MA0501.1.MAF::NFE2	chr2	35447547	35447561	+	0.000	0.000	Merged-chr2-35447488-46
NR1171--MA0117.2.Mafb	chr10	41615688	41615699	+	0.000	0.000	Merged-chr10-41615681-31
NR11495--MA0495.2.MAFF	chr8	95833277	95833297	-	0.000	0.000	Merged-chr8-95833320-2
NR10547--MA0591.1.Bach1::Mafk	chr7	44344736	44344750	-	0.000	0.000	Merged-chr7-44344765-20
NR1177--MA0089.1.MAFG::NFE2L1	chr10	43520027	43520032	+	0.000	0.000	Merged-chr10-43520023-14
NR10510--MA0659.1.MAFG	chr7	27402831	27402851	-	0.000	0.000	Merged-chr7-27402873-8
NR12161--MA0089.1.MAFG::NFE2L1	chr9	89874684	89874689	-	0.000	0.000	Merged-chr9-89874599-29
NR3174--MA0501.1.MAF::NFE2	chr13	37759948	37759962	+	0.000	0.000	Merged-chr13-37760092-14
NR9176--MA0496.2.MAFK	chr5	92353779	92353797	-	0.000	0.000	Merged-chr5-92353751-46
NR10056--MA0495.2.MAFF	chr6	116136313	116136333	+	0.000	0.000	Merged-chr6-116136227-16
NR7109--MA0495.2.MAFF	chr2	148408351	148408371	+	0.000	0.000	Merged-chr2-148408263-26
NR10027--MA0089.1.MAFG::NFE2L1	chr6	114644708	114644713	-	0.000	0.000	Merged-chr6-114644613-24
NR2332--MA0501.1.MAF::NFE2	chr11	109124536	109124550	-	0.000	0.000	Merged-chr11-109124612-1
NR7444--MA0496.2.MAFK	chr2	178058596	178058614	+	0.000	0.000	Merged-chr2-178058461-43
NR2376--MA0591.1.Bach1::Mafk	chr11	113684019	113684033	-	0.000	0.000	Merged-chr11-113684068-98
NR494--MA0089.1.MAFG::NFE2L1	chr1	128771028	128771033	+	0.000	0.000	Merged-chr1-128770934-28
NR10837--MA0659.1.MAFG	chr7	104465137	104465157	+	0.000	0.000	Merged-chr7-104465292-53
NR5177--MA0117.2.Mafb	chr17	28701337	28701348	-	0.000	0.000	Merged-chr17-28701389-22
NR11291--MA0659.1.MAFG	chr8	46654767	46654787	+	0.000	0.000	Merged-chr8-46654782-26
NR3877--MA0496.2.MAFK	chr14	64884952	64884970	+	0.000	0.000	Merged-chr14-64885056-34
NR5983--MA0659.1.MAFG	chr19	8997796	8997816	+	0.000	0.000	Merged-chr19-8997882-60
NR11497--MA0659.1.MAFG	chr8	95833277	95833297	+	0.000	0.000	Merged-chr8-95833320-2
NR4663--MA0495.2.MAFF	chr16	22794955	22794975	-	0.000	0.000	Merged-chr16-22794765-7
NR3249--MA0089.1.MAFG::NFE2L1	chr13	49270737	49270742	-	0.000	0.000	Merged-chr13-49270675-31
NR5410--MA0659.1.MAFG	chr17	74802962	74802982	-	0.000	0.000	Merged-chr17-74802991-25
NR1395--MA0117.2.Mafb	chr10	84631346	84631357	+	0.000	0.000	Merged-chr10-84631477-12
NR3134--MA0089.1.MAFG::NFE2L1	chr13	30831528	30831533	-	0.000	0.000	Merged-chr13-30831512-31
NR7695--MA0591.1.Bach1::Mafk	chr3	89872366	89872380	-	0.000	0.000	Merged-chr3-89872416-43
NR5750--MA0117.2.Mafb	chr18	61626449	61626460	-	0.000	0.000	Merged-chr18-61626581-16
NR102--MA0089.1.MAFG::NFE2L1	chr1	37300231	37300236	-	0.000	0.000	Merged-chr1-37300017-82
NR9783--MA0659.1.MAFG	chr6	65765317	65765337	-	0.000	0.000	Merged-chr6-65765316-29
NR7118--MA0495.2.MAFF	chr2	148537465	148537485	-	0.000	0.000	Merged-chr2-148537326-5
NR5824--MA0591.1.Bach1::Mafk	chr18	75139774	75139788	-	0.000	0.000	Merged-chr18-75139954-8
NR9821--MA0591.1.Bach1::Mafk	chr6	72601931	72601945	-	0.000	0.000	Merged-chr6-72601954-26
NR8454--MA0495.2.MAFF	chr4	108350026	108350046	+	0.000	0.000	Merged-chr4-108350117-42
NR5054--MA0496.2.MAFK	chr16	97442081	97442099	-	0.000	0.000	Merged-chr16-97442198-19
NR4307--MA0659.1.MAFG	chr15	61541265	61541285	+	0.000	0.000	Merged-chr15-61541070-57
NR8599--MA0089.1.MAFG::NFE2L1	chr4	129960294	129960299	+	0.000	0.000	Merged-chr4-129960127-71
NR9338--MA0089.1.MAFG::NFE2L1	chr5	114618880	114618885	-	0.000	0.000	Merged-chr5-114618965-1
NR8572--MA0117.2.Mafb	chr4	126181275	126181286	-	0.000	0.000	Merged-chr4-126181413-29
NR8429--MA0117.2.Mafb	chr4	106281429	106281440	+	0.000	0.000	Merged-chr4-106281606-32
NR2016--MA0089.1.MAFG::NFE2L1	chr11	69063596	69063601	+	0.000	0.000	Merged-chr11-69063631-1
NR12354--MA0117.2.Mafb	chr9	118519336	118519347	+	0.000	0.000	Merged-chr9-118519152-31
NR1055--MA0117.2.Mafb	chr10	19215058	19215069	+	0.000	0.000	Merged-chr10-19215120-16
NR11044--MA0501.1.MAF::NFE2	chr7	126725174	126725188	-	0.000	0.000	Merged-chr7-126725257-13
NR1937--MA0117.2.Mafb	chr11	54105171	54105182	+	0.000	0.000	Merged-chr11-54105258-8
NR10491--MA0089.1.MAFG::NFE2L1	chr7	24413798	24413803	-	0.000	0.000	Merged-chr7-24413787-50
NR10896--MA0501.1.MAF::NFE2	chr7	112130767	112130781	+	0.000	0.000	Merged-chr7-112130852-17
NR3184--MA0591.1.Bach1::Mafk	chr13	41249758	41249772	-	0.000	0.000	Merged-chr13-41249879-71
NR5987--MA0089.1.MAFG::NFE2L1	chr19	9065996	9066001	+	0.000	0.000	Merged-chr19-9066188-87
NR3147--MA0089.1.MAFG::NFE2L1	chr13	32899367	32899372	-	0.000	0.000	Merged-chr13-32899314-35
NR3523--MA0089.1.MAFG::NFE2L1	chr13	107866816	107866821	+	0.000	0.000	Merged-chr13-107866970-30
