#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/Bcl6KO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR4821--MA0089.1.MAFG::NFE2L1	chr17	36121480	36121485	+	0.000	0.000	Merged-chr17-36121498-70
NR1575--MA0501.1.MAF::NFE2	chr10	128589732	128589746	-	0.000	0.000	Merged-chr10-128589966-64
NR11327--MA0591.1.Bach1::Mafk	chrX	142737932	142737946	-	0.000	0.000	Merged-chrX-142737886-3
NR10659--MA0496.2.MAFK	chr9	15530006	15530024	-	0.000	0.000	Merged-chr9-15530031-64
NR4395--MA0117.2.Mafb	chr16	50201970	50201981	+	0.000	0.000	Merged-chr16-50201808-40
NR7640--MA0496.2.MAFK	chr4	109476592	109476610	+	0.000	0.000	Merged-chr4-109476466-95
NR6711--MA0591.1.Bach1::Mafk	chr3	28402383	28402397	+	0.000	0.000	Merged-chr3-28402386-46
NR9130--MA0591.1.Bach1::Mafk	chr6	117431670	117431684	+	0.000	0.000	Merged-chr6-117431708-65
NR4183--MA0495.2.MAFF	chr15	96520618	96520638	+	0.000	0.000	Merged-chr15-96520737-46
NR10295--MA0089.1.MAFG::NFE2L1	chr8	85555384	85555389	+	0.000	0.000	Merged-chr8-85555240-122
NR319--MA0659.1.MAFG	chr1	106187695	106187715	+	0.000	0.000	Merged-chr1-106187715-26
NR9372--MA0501.1.MAF::NFE2	chr6	144332479	144332493	-	0.000	0.000	Merged-chr6-144332292-25
NR3993--MA0495.2.MAFF	chr15	57906811	57906831	+	0.000	0.000	Merged-chr15-57906740-47
NR9795--MA0089.1.MAFG::NFE2L1	chr7	99027423	99027428	+	0.000	0.000	Merged-chr7-99027397-37
NR8375--MA0089.1.MAFG::NFE2L1	chr5	112154089	112154094	+	0.000	0.000	Merged-chr5-112153883-38
NR10886--MA0089.1.MAFG::NFE2L1	chr9	83557064	83557069	+	0.000	0.000	Merged-chr9-83557221-1
NR3403--MA0501.1.MAF::NFE2	chr14	25640608	25640622	-	0.000	0.000	Merged-chr14-25640736-54
NR5492--MA0501.1.MAF::NFE2	chr19	17385636	17385650	+	0.000	0.000	Merged-chr19-17385602-21
NR9840--MA0117.2.Mafb	chr7	105752276	105752287	+	0.000	0.000	Merged-chr7-105752191-52
NR4393--MA0501.1.MAF::NFE2	chr16	49952135	49952149	+	0.000	0.000	Merged-chr16-49952137-20
NR11336--MA0089.1.MAFG::NFE2L1	chrX	155338360	155338365	+	0.000	0.000	Merged-chrX-155338312-80
NR9261--MA0501.1.MAF::NFE2	chr6	134189751	134189765	+	0.000	0.000	Merged-chr6-134189868-22
NR6692--MA0089.1.MAFG::NFE2L1	chr3	19707067	19707072	-	0.000	0.000	Merged-chr3-19706982-40
NR5272--MA0089.1.MAFG::NFE2L1	chr18	66502138	66502143	+	0.000	0.000	Merged-chr18-66502099-22
NR3724--MA0496.2.MAFK	chr14	105177468	105177486	+	0.000	0.000	Merged-chr14-105177397-2
NR4672--MA0591.1.Bach1::Mafk	chr17	6816535	6816549	+	0.000	0.000	Merged-chr17-6816445-30
NR57--MA0089.1.MAFG::NFE2L1	chr1	34478905	34478910	+	0.000	0.000	Merged-chr1-34479093-40
NR6213--MA0089.1.MAFG::NFE2L1	chr2	119675577	119675582	+	0.000	0.000	Merged-chr2-119675748-1
NR7320--MA0501.1.MAF::NFE2	chr4	3660106	3660120	-	0.000	0.000	Merged-chr4-3660095-25
NR321--MA0496.2.MAFK	chr1	106187696	106187714	+	0.000	0.000	Merged-chr1-106187715-26
NR9--MA0117.2.Mafb	chr1	13616201	13616212	-	0.000	0.000	Merged-chr1-13616116-19
NR1545--MA0591.1.Bach1::Mafk	chr10	127041924	127041938	-	0.000	0.000	Merged-chr10-127041778-74
NR10218--MA0089.1.MAFG::NFE2L1	chr8	68627407	68627412	+	0.000	0.000	Merged-chr8-68627437-32
NR3225--MA0089.1.MAFG::NFE2L1	chr13	108316171	108316176	-	0.000	0.000	Merged-chr13-108316339-65
NR5181--MA0659.1.MAFG	chr18	43492936	43492956	-	0.000	0.000	Merged-chr18-43493033-11
NR2460--MA0591.1.Bach1::Mafk	chr12	84218907	84218921	+	0.000	0.000	Merged-chr12-84218783-53
NR3801--MA0591.1.Bach1::Mafk	chr14	121710375	121710389	-	0.000	0.000	Merged-chr14-121710333-21
NR6515--MA0089.1.MAFG::NFE2L1	chr2	165890407	165890412	-	0.000	0.000	Merged-chr2-165890606-34
NR10013--MA0501.1.MAF::NFE2	chr7	132765331	132765345	-	0.000	0.000	Merged-chr7-132765248-56
NR772--MA0089.1.MAFG::NFE2L1	chr1	185193693	185193698	-	0.000	0.000	Merged-chr1-185193700-43
NR7204--MA0117.2.Mafb	chr3	146150303	146150314	+	0.000	0.000	Merged-chr3-146150347-97
NR3422--MA0117.2.Mafb	chr14	31556160	31556171	-	0.000	0.000	Merged-chr14-31556211-33
NR5011--MA0501.1.MAF::NFE2	chr17	85023743	85023757	+	0.000	0.000	Merged-chr17-85023702-53
NR4832--MA0089.1.MAFG::NFE2L1	chr17	43017558	43017563	-	0.000	0.000	Merged-chr17-43017530-9
NR10091--MA0089.1.MAFG::NFE2L1	chr8	3467455	3467460	-	0.000	0.000	Merged-chr8-3467584-41
NR9240--MA0591.1.Bach1::Mafk	chr6	129533741	129533755	+	0.000	0.000	Merged-chr6-129533929-3
NR6470--MA0496.2.MAFK	chr2	158701694	158701712	+	0.000	0.000	Merged-chr2-158701741-16
NR2888--MA0089.1.MAFG::NFE2L1	chr13	42051673	42051678	+	0.000	0.000	Merged-chr13-42051680-16
NR6672--MA0591.1.Bach1::Mafk	chr3	9466074	9466088	-	0.000	0.000	Merged-chr3-9466321-50
NR6797--MA0496.2.MAFK	chr3	65516067	65516085	+	0.000	0.000	Merged-chr3-65515971-28
NR4758--MA0089.1.MAFG::NFE2L1	chr17	28701353	28701358	+	0.000	0.000	Merged-chr17-28701389-22
NR2975--MA0089.1.MAFG::NFE2L1	chr13	63541683	63541688	+	0.000	0.000	Merged-chr13-63541673-31
NR3714--MA0089.1.MAFG::NFE2L1	chr14	103469264	103469269	-	0.000	0.000	Merged-chr14-103469232-2
NR10393--MA0089.1.MAFG::NFE2L1	chr8	111527342	111527347	-	0.000	0.000	Merged-chr8-111527388-53
NR2484--MA0089.1.MAFG::NFE2L1	chr12	85969735	85969740	-	0.000	0.000	Merged-chr12-85969907-52
NR9841--MA0591.1.Bach1::Mafk	chr7	105752279	105752293	-	0.000	0.000	Merged-chr7-105752191-52
NR1923--MA0117.2.Mafb	chr11	83427350	83427361	-	0.000	0.000	Merged-chr11-83427228-21
NR10909--MA0089.1.MAFG::NFE2L1	chr9	89874684	89874689	-	0.000	0.000	Merged-chr9-89874599-29
NR4845--MA0089.1.MAFG::NFE2L1	chr17	46378795	46378800	+	0.000	0.000	Merged-chr17-46378659-16
NR1368--MA0117.2.Mafb	chr10	94689338	94689349	-	0.000	0.000	Merged-chr10-94689288-1
NR9928--MA0496.2.MAFK	chr7	118104854	118104872	+	0.000	0.000	Merged-chr7-118104738-1,Merged-chr7-118105003-9
NR1712--MA0501.1.MAF::NFE2	chr11	43748001	43748015	-	0.000	0.000	Merged-chr11-43747947-60
NR8688--MA0089.1.MAFG::NFE2L1	chr6	6192572	6192577	-	0.000	0.000	Merged-chr6-6192506-8
NR7644--MA0089.1.MAFG::NFE2L1	chr4	110020531	110020536	-	0.000	0.000	Merged-chr4-110020467-31
NR11022--MA0117.2.Mafb	chr9	109894887	109894898	-	0.000	0.000	Merged-chr9-109894933-27
NR6600--MA0089.1.MAFG::NFE2L1	chr2	174614085	174614090	-	0.000	0.000	Merged-chr2-174613856-91
NR3315--MA0117.2.Mafb	chr13	113869654	113869665	+	0.000	0.000	Merged-chr13-113869470-43
NR5860--MA0495.2.MAFF	chr2	52319424	52319444	-	0.000	0.000	Merged-chr2-52319482-58
NR5081--MA0089.1.MAFG::NFE2L1	chr18	10532602	10532607	+	0.000	0.000	Merged-chr18-10532827-93
NR10291--MA0089.1.MAFG::NFE2L1	chr8	84737906	84737911	+	0.000	0.000	Merged-chr8-84737825-38
NR1344--MA0501.1.MAF::NFE2	chr10	93069523	93069537	+	0.000	0.000	Merged-chr10-93069523-27
NR6280--MA0117.2.Mafb	chr2	131254122	131254133	-	0.000	0.000	Merged-chr2-131254013-54
NR2203--MA0591.1.Bach1::Mafk	chr11	121354430	121354444	-	0.000	0.000	Merged-chr11-121354241-105
NR479--MA0495.2.MAFF	chr1	143628927	143628947	-	0.000	0.000	Merged-chr1-143628948-7
NR5497--MA0496.2.MAFK	chr19	18766586	18766604	+	0.000	0.000	Merged-chr19-18766611-24
NR5276--MA0501.1.MAF::NFE2	chr18	67301729	67301743	+	0.000	0.000	Merged-chr18-67301646-31
NR4273--MA0501.1.MAF::NFE2	chr16	14237421	14237435	-	0.000	0.000	Merged-chr16-14237452-27
NR1269--MA0591.1.Bach1::Mafk	chr10	82354287	82354301	-	0.000	0.000	Merged-chr10-82354419-73
NR3431--MA0501.1.MAF::NFE2	chr14	34615333	34615347	-	0.000	0.000	Merged-chr14-34615266-19
NR11103--MA0501.1.MAF::NFE2	chr9	121985255	121985269	+	0.000	0.000	Merged-chr9-121985208-26
NR11249--MA0495.2.MAFF	chrX	102187270	102187290	+	0.000	0.000	Merged-chrX-102187389-30
NR10100--MA0501.1.MAF::NFE2	chr8	11452839	11452853	-	0.000	0.000	Merged-chr8-11452787-41
NR9626--MA0501.1.MAF::NFE2	chr7	51892736	51892750	+	0.000	0.000	Merged-chr7-51892724-31
NR8769--MA0117.2.Mafb	chr6	31803430	31803441	+	0.000	0.000	Merged-chr6-31803356-16
NR4669--MA0089.1.MAFG::NFE2L1	chr17	6658959	6658964	-	0.000	0.000	Merged-chr17-6658937-44
NR5598--MA0089.1.MAFG::NFE2L1	chr19	45006390	45006395	-	0.000	0.000	Merged-chr19-45006531-66
NR4632--MA0591.1.Bach1::Mafk	chr16	95893659	95893673	+	0.000	0.000	Merged-chr16-95893684-47
NR1843--MA0659.1.MAFG	chr11	69332063	69332083	+	0.000	0.000	Merged-chr11-69332186-23
NR10152--MA0501.1.MAF::NFE2	chr8	36165143	36165157	-	0.000	0.000	Merged-chr8-36165125-29
NR11059--MA0501.1.MAF::NFE2	chr9	115710166	115710180	-	0.000	0.000	Merged-chr9-115710325-23
NR3557--MA0117.2.Mafb	chr14	64434220	64434231	+	0.000	0.000	Merged-chr14-64434245-45
NR8255--MA0501.1.MAF::NFE2	chr5	92118033	92118047	-	0.000	0.000	Merged-chr5-92118046-23
NR6934--MA0117.2.Mafb	chr3	103927761	103927772	-	0.000	0.000	Merged-chr3-103927636-31
NR4919--MA0501.1.MAF::NFE2	chr17	70748095	70748109	+	0.000	0.000	Merged-chr17-70748240-30
NR6055--MA0495.2.MAFF	chr2	104561558	104561578	-	0.000	0.000	Merged-chr2-104561694-40
NR7017--MA0659.1.MAFG	chr3	115731077	115731097	-	0.000	0.000	Merged-chr3-115730795-45
NR603--MA0501.1.MAF::NFE2	chr1	162207443	162207457	+	0.000	0.000	Merged-chr1-162207431-48
NR6511--MA0089.1.MAFG::NFE2L1	chr2	164911807	164911812	+	0.000	0.000	Merged-chr2-164911678-153
NR8484--MA0089.1.MAFG::NFE2L1	chr5	124233201	124233206	-	0.000	0.000	Merged-chr5-124233258-22
NR7064--MA0089.1.MAFG::NFE2L1	chr3	123316216	123316221	-	0.000	0.000	Merged-chr3-123316213-21
NR5281--MA0089.1.MAFG::NFE2L1	chr18	67441275	67441280	+	0.000	0.000	Merged-chr18-67441262-43
NR5215--MA0501.1.MAF::NFE2	chr18	56399868	56399882	+	0.000	0.000	Merged-chr18-56399965-54
NR9425--MA0089.1.MAFG::NFE2L1	chr6	146825143	146825148	-	0.000	0.000	Merged-chr6-146825178-25
NR4567--MA0089.1.MAFG::NFE2L1	chr16	90475859	90475864	+	0.000	0.000	Merged-chr16-90475942-51
NR4904--MA0501.1.MAF::NFE2	chr17	65826440	65826454	+	0.000	0.000	Merged-chr17-65826425-32
NR7695--MA0496.2.MAFK	chr4	120815812	120815830	+	0.000	0.000	Merged-chr4-120815867-58
NR1091--MA0659.1.MAFG	chr10	53346649	53346669	+	0.000	0.000	Merged-chr10-53346835-25
NR4808--MA0501.1.MAF::NFE2	chr17	35301916	35301930	-	0.000	0.000	Merged-chr17-35301957-54
NR1973--MA0659.1.MAFG	chr11	90576717	90576737	+	0.000	0.000	Merged-chr11-90576690-20
NR115--MA0591.1.Bach1::Mafk	chr1	52066892	52066906	-	0.000	0.000	Merged-chr1-52066714-41
NR10721--MA0591.1.Bach1::Mafk	chr9	40479550	40479564	+	0.000	0.000	Merged-chr9-40479469-25
NR8458--MA0591.1.Bach1::Mafk	chr5	120587743	120587757	+	0.000	0.000	Merged-chr5-120587610-9
NR3114--MA0117.2.Mafb	chr13	95419599	95419610	-	0.000	0.000	Merged-chr13-95419619-28
NR7375--MA0117.2.Mafb	chr4	24569382	24569393	-	0.000	0.000	Merged-chr4-24569297-30
NR2595--MA0496.2.MAFK	chr12	104210044	104210062	+	0.000	0.000	Merged-chr12-104209958-42
NR9322--MA0117.2.Mafb	chr6	142451427	142451438	-	0.000	0.000	Merged-chr6-142451587-10
NR7668--MA0089.1.MAFG::NFE2L1	chr4	117124564	117124569	+	0.000	0.000	Merged-chr4-117124661-56
NR4419--MA0117.2.Mafb	chr16	52292840	52292851	-	0.000	0.000	Merged-chr16-52292729-42
NR3045--MA0089.1.MAFG::NFE2L1	chr13	81657864	81657869	-	0.000	0.000	Merged-chr13-81657975-90
NR8960--MA0089.1.MAFG::NFE2L1	chr6	91706372	91706377	-	0.000	0.000	Merged-chr6-91706219-53
NR2904--MA0496.2.MAFK	chr13	45623885	45623903	-	0.000	0.000	Merged-chr13-45624002-39
NR8093--MA0089.1.MAFG::NFE2L1	chr5	30647920	30647925	-	0.000	0.000	Merged-chr5-30648005-55
NR5524--MA0501.1.MAF::NFE2	chr19	29641283	29641297	-	0.000	0.000	Merged-chr19-29641308-66
NR2914--MA0591.1.Bach1::Mafk	chr13	48516055	48516069	+	0.000	0.000	Merged-chr13-48516187-54
NR1895--MA0591.1.Bach1::Mafk	chr11	77484090	77484104	+	0.000	0.000	Merged-chr11-77483872-51
NR7393--MA0117.2.Mafb	chr4	33588318	33588329	-	0.000	0.000	Merged-chr4-33588346-4
NR9410--MA0089.1.MAFG::NFE2L1	chr6	146387218	146387223	+	0.000	0.000	Merged-chr6-146387186-17
NR9617--MA0501.1.MAF::NFE2	chr7	49093858	49093872	-	0.000	0.000	Merged-chr7-49093959-29
NR4677--MA0495.2.MAFF	chr17	7931730	7931750	-	0.000	0.000	Merged-chr17-7931540-55
NR7438--MA0591.1.Bach1::Mafk	chr4	49567752	49567766	+	0.000	0.000	Merged-chr4-49567834-34
NR8362--MA0117.2.Mafb	chr5	107718219	107718230	+	0.000	0.000	Merged-chr5-107718117-32
NR10652--MA0495.2.MAFF	chr9	15530005	15530025	+	0.000	0.000	Merged-chr9-15530031-64
NR10858--MA0495.2.MAFF	chr9	79792865	79792885	-	0.000	0.000	Merged-chr9-79792846-1
NR10465--MA0591.1.Bach1::Mafk	chr8	119437046	119437060	-	0.000	0.000	Merged-chr8-119437136-21
NR4573--MA0501.1.MAF::NFE2	chr16	91366694	91366708	-	0.000	0.000	Merged-chr16-91366873-55
NR4654--MA0496.2.MAFK	chr17	5126120	5126138	+	0.000	0.000	Merged-chr17-5126157-22
NR5612--MA0591.1.Bach1::Mafk	chr19	53020224	53020238	-	0.000	0.000	Merged-chr19-53020270-32
NR8771--MA0089.1.MAFG::NFE2L1	chr6	34029420	34029425	+	0.000	0.000	Merged-chr6-34029485-50
NR9334--MA0495.2.MAFF	chr6	142877322	142877342	-	0.000	0.000	Merged-chr6-142877386-8
NR732--MA0117.2.Mafb	chr1	180987726	180987737	-	0.000	0.000	Merged-chr1-180987901-35
NR3957--MA0591.1.Bach1::Mafk	chr15	41612395	41612409	+	0.000	0.000	Merged-chr15-41612397-47
NR10654--MA0659.1.MAFG	chr9	15530005	15530025	+	0.000	0.000	Merged-chr9-15530031-64
NR9867--MA0591.1.Bach1::Mafk	chr7	110237663	110237677	-	0.000	0.000	Merged-chr7-110237722-33
NR9493--MA0501.1.MAF::NFE2	chr7	16314093	16314107	+	0.000	0.000	Merged-chr7-16314036-50
NR77--MA0089.1.MAFG::NFE2L1	chr1	39559237	39559242	+	0.000	0.000	Merged-chr1-39559167-24
NR7597--MA0496.2.MAFK	chr4	103203369	103203387	+	0.000	0.000	Merged-chr4-103203272-1
NR990--MA0495.2.MAFF	chr10	21395711	21395731	-	0.000	0.000	Merged-chr10-21395563-5
NR3710--MA0659.1.MAFG	chr14	103363482	103363502	+	0.000	0.000	Merged-chr14-103363341-36
NR1875--MA0659.1.MAFG	chr11	74848109	74848129	-	0.000	0.000	Merged-chr11-74848149-19
NR7906--MA0496.2.MAFK	chr4	149403198	149403216	-	0.000	0.000	Merged-chr4-149403248-29
NR9638--MA0089.1.MAFG::NFE2L1	chr7	63855469	63855474	+	0.000	0.000	Merged-chr7-63855466-25
NR1745--MA0591.1.Bach1::Mafk	chr11	50422011	50422025	-	0.000	0.000	Merged-chr11-50422088-24
NR9523--MA0089.1.MAFG::NFE2L1	chr7	24413798	24413803	-	0.000	0.000	Merged-chr7-24413787-50
NR9502--MA0591.1.Bach1::Mafk	chr7	17135449	17135463	-	0.000	0.000	Merged-chr7-17135418-14
NR7740--MA0089.1.MAFG::NFE2L1	chr4	127319880	127319885	+	0.000	0.000	Merged-chr4-127319840-19
NR4550--MA0089.1.MAFG::NFE2L1	chr16	84800308	84800313	+	0.000	0.000	Merged-chr16-84800124-30
NR8911--MA0591.1.Bach1::Mafk	chr6	72881455	72881469	-	0.000	0.000	Merged-chr6-72881581-61
NR903--MA0501.1.MAF::NFE2	chr1	193337427	193337441	-	0.000	0.000	Merged-chr1-193337231-35
NR2416--MA0089.1.MAFG::NFE2L1	chr12	76950450	76950455	+	0.000	0.000	Merged-chr12-76950525-26
NR992--MA0659.1.MAFG	chr10	21395711	21395731	+	0.000	0.000	Merged-chr10-21395563-5
NR9797--MA0117.2.Mafb	chr7	99546274	99546285	-	0.000	0.000	Merged-chr7-99546388-26
NR1186--MA0089.1.MAFG::NFE2L1	chr10	75037062	75037067	-	0.000	0.000	Merged-chr10-75037125-47
NR4473--MA0117.2.Mafb	chr16	59599428	59599439	-	0.000	0.000	Merged-chr16-59599519-3
NR3283--MA0495.2.MAFF	chr13	112287331	112287351	+	0.000	0.000	Merged-chr13-112287336-21
NR616--MA0117.2.Mafb	chr1	163910307	163910318	-	0.000	0.000	Merged-chr1-163910520-32
NR3249--MA0117.2.Mafb	chr13	109822600	109822611	-	0.000	0.000	Merged-chr13-109822486-79
NR9003--MA0495.2.MAFF	chr6	99420832	99420852	+	0.000	0.000	Merged-chr6-99420809-31
NR1660--MA0117.2.Mafb	chr11	11774967	11774978	-	0.000	0.000	Merged-chr11-11775045-14
NR9271--MA0501.1.MAF::NFE2	chr6	136551141	136551155	+	0.000	0.000	Merged-chr6-136551186-18
NR677--MA0591.1.Bach1::Mafk	chr1	172289024	172289038	+	0.000	0.000	Merged-chr1-172289073-4
NR2918--MA0496.2.MAFK	chr13	48516053	48516071	-	0.000	0.000	Merged-chr13-48516187-54
NR62--MA0089.1.MAFG::NFE2L1	chr1	36273513	36273518	+	0.000	0.000	Merged-chr1-36273311-46
NR7968--MA0089.1.MAFG::NFE2L1	chr5	3509670	3509675	-	0.000	0.000	Merged-chr5-3509650-29
NR1489--MA0591.1.Bach1::Mafk	chr10	116746641	116746655	+	0.000	0.000	Merged-chr10-116746686-40
NR5249--MA0591.1.Bach1::Mafk	chr18	63692318	63692332	-	0.000	0.000	Merged-chr18-63692384-62
NR11267--MA0089.1.MAFG::NFE2L1	chrX	104760581	104760586	+	0.000	0.000	Merged-chrX-104760741-26
NR9009--MA0591.1.Bach1::Mafk	chr6	99435317	99435331	+	0.000	0.000	Merged-chr6-99435291-39
NR8768--MA0501.1.MAF::NFE2	chr6	31803378	31803392	+	0.000	0.000	Merged-chr6-31803356-16
NR3101--MA0591.1.Bach1::Mafk	chr13	91206401	91206415	-	0.000	0.000	Merged-chr13-91206410-21
NR9838--MA0089.1.MAFG::NFE2L1	chr7	105515188	105515193	-	0.000	0.000	Merged-chr7-105515349-32
NR2077--MA0495.2.MAFF	chr11	106994504	106994524	+	0.000	0.000	Merged-chr11-106994404-9
NR9347--MA0089.1.MAFG::NFE2L1	chr6	143690392	143690397	+	0.000	0.000	Merged-chr6-143690441-8
NR4865--MA0089.1.MAFG::NFE2L1	chr17	50185721	50185726	-	0.000	0.000	Merged-chr17-50185897-34
NR7073--MA0089.1.MAFG::NFE2L1	chr3	126831607	126831612	-	0.000	0.000	Merged-chr3-126831628-17
NR10350--MA0659.1.MAFG	chr8	95887900	95887920	-	0.000	0.000	Merged-chr8-95888021-125
NR4374--MA0089.1.MAFG::NFE2L1	chr16	44778878	44778883	-	0.000	0.000	Merged-chr16-44778885-37
NR3274--MA0591.1.Bach1::Mafk	chr13	110842274	110842288	-	0.000	0.000	Merged-chr13-110842123-42
NR10149--MA0089.1.MAFG::NFE2L1	chr8	35850382	35850387	-	0.000	0.000	Merged-chr8-35850559-28
NR7119--MA0591.1.Bach1::Mafk	chr3	135604828	135604842	+	0.000	0.000	Merged-chr3-135604723-37
NR7160--MA0089.1.MAFG::NFE2L1	chr3	141862847	141862852	-	0.000	0.000	Merged-chr3-141862875-43
NR10146--MA0591.1.Bach1::Mafk	chr8	34173432	34173446	-	0.000	0.000	Merged-chr8-34173383-21
NR2410--MA0117.2.Mafb	chr12	76191124	76191135	-	0.000	0.000	Merged-chr12-76191112-17
NR2818--MA0089.1.MAFG::NFE2L1	chr13	20140037	20140042	+	0.000	0.000	Merged-chr13-20140166-30
NR1524--MA0501.1.MAF::NFE2	chr10	121316217	121316231	-	0.000	0.000	Merged-chr10-121316401-59
NR5713--MA0501.1.MAF::NFE2	chr2	9946990	9947004	-	0.000	0.000	Merged-chr2-9946908-17
NR3316--MA0591.1.Bach1::Mafk	chr13	114304854	114304868	+	0.000	0.000	Merged-chr13-114304908-17
NR4917--MA0659.1.MAFG	chr17	70707334	70707354	+	0.000	0.000	Merged-chr17-70707362-50
NR6057--MA0591.1.Bach1::Mafk	chr2	104561561	104561575	-	0.000	0.000	Merged-chr2-104561694-40
NR6400--MA0591.1.Bach1::Mafk	chr2	152105475	152105489	+	0.000	0.000	Merged-chr2-152105524-67
NR4387--MA0089.1.MAFG::NFE2L1	chr16	49766652	49766657	+	0.000	0.000	Merged-chr16-49766510-39
NR5004--MA0659.1.MAFG	chr17	84633515	84633535	+	0.000	0.000	Merged-chr17-84633706-27
NR4763--MA0089.1.MAFG::NFE2L1	chr17	29262165	29262170	+	0.000	0.000	Merged-chr17-29262154-17
NR5570--MA0496.2.MAFK	chr19	37673596	37673614	-	0.000	0.000	Merged-chr19-37673644-14
NR9785--MA0591.1.Bach1::Mafk	chr7	96914249	96914263	-	0.000	0.000	Merged-chr7-96914274-42
NR8907--MA0089.1.MAFG::NFE2L1	chr6	72601835	72601840	-	0.000	0.000	Merged-chr6-72601954-26
NR7249--MA0591.1.Bach1::Mafk	chr3	152315821	152315835	+	0.000	0.000	Merged-chr3-152315823-29
NR1399--MA0089.1.MAFG::NFE2L1	chr10	96549860	96549865	-	0.000	0.000	Merged-chr10-96549665-1
NR1341--MA0591.1.Bach1::Mafk	chr10	93069520	93069534	-	0.000	0.000	Merged-chr10-93069523-27
NR4487--MA0117.2.Mafb	chr16	70421351	70421362	+	0.000	0.000	Merged-chr16-70421204-38
NR879--MA0495.2.MAFF	chr1	191739577	191739597	-	0.000	0.000	Merged-chr1-191739403-4
NR1343--MA0659.1.MAFG	chr10	93069517	93069537	-	0.000	0.000	Merged-chr10-93069523-27
NR8618--MA0089.1.MAFG::NFE2L1	chr5	146897093	146897098	-	0.000	0.000	Merged-chr5-146897155-34
NR6496--MA0501.1.MAF::NFE2	chr2	163155369	163155383	-	0.000	0.000	Merged-chr2-163155228-25
NR1141--MA0501.1.MAF::NFE2	chr10	59965032	59965046	+	0.000	0.000	Merged-chr10-59964870-60
NR73--MA0089.1.MAFG::NFE2L1	chr1	37311283	37311288	-	0.000	0.000	Merged-chr1-37311111-21
NR5920--MA0495.2.MAFF	chr2	65182839	65182859	+	0.000	0.000	Merged-chr2-65182800-62
NR2867--MA0117.2.Mafb	chr13	36513353	36513364	-	0.000	0.000	Merged-chr13-36513295-29
NR100--MA0591.1.Bach1::Mafk	chr1	44119978	44119992	+	0.000	0.000	Merged-chr1-44119962-5
NR1654--MA0496.2.MAFK	chr11	11497908	11497926	+	0.000	0.000	Merged-chr11-11498094-24
NR11128--MA0501.1.MAF::NFE2	chrX	9254021	9254035	-	0.000	0.000	Merged-chrX-9254140-30
NR3292--MA0496.2.MAFK	chr13	112287332	112287350	-	0.000	0.000	Merged-chr13-112287336-21
NR9230--MA0089.1.MAFG::NFE2L1	chr6	128803270	128803275	+	0.000	0.000	Merged-chr6-128803141-52
NR4372--MA0089.1.MAFG::NFE2L1	chr16	44362215	44362220	-	0.000	0.000	Merged-chr16-44362356-45
NR4499--MA0495.2.MAFF	chr16	75903184	75903204	+	0.000	0.000	Merged-chr16-75903251-33
NR3149--MA0496.2.MAFK	chr13	99412995	99413013	+	0.000	0.000	Merged-chr13-99412830-24
NR1556--MA0591.1.Bach1::Mafk	chr10	127744986	127745000	+	0.000	0.000	Merged-chr10-127744856-26
NR1673--MA0089.1.MAFG::NFE2L1	chr11	22782950	22782955	-	0.000	0.000	Merged-chr11-22782908-24
NR5262--MA0495.2.MAFF	chr18	65207395	65207415	-	0.000	0.000	Merged-chr18-65207601-18
NR3384--MA0591.1.Bach1::Mafk	chr14	18271108	18271122	-	0.000	0.000	Merged-chr14-18271014-66
NR4850--MA0659.1.MAFG	chr17	47189996	47190016	+	0.000	0.000	Merged-chr17-47189896-43
NR4096--MA0089.1.MAFG::NFE2L1	chr15	78457452	78457457	+	0.000	0.000	Merged-chr15-78457531-6
NR1337--MA0495.2.MAFF	chr10	93069517	93069537	+	0.000	0.000	Merged-chr10-93069523-27
NR5022--MA0117.2.Mafb	chr17	86162127	86162138	+	0.000	0.000	Merged-chr17-86162077-29
NR10738--MA0089.1.MAFG::NFE2L1	chr9	44582570	44582575	-	0.000	0.000	Merged-chr9-44582588-15
NR326--MA0659.1.MAFG	chr1	106268517	106268537	-	0.000	0.000	Merged-chr1-106268464-31
NR8895--MA0591.1.Bach1::Mafk	chr6	70714458	70714472	+	0.000	0.000	Merged-chr6-70714490-34
NR451--MA0117.2.Mafb	chr1	138299735	138299746	+	0.000	0.000	Merged-chr1-138299764-45
NR7588--MA0089.1.MAFG::NFE2L1	chr4	102675174	102675179	-	0.000	0.000	Merged-chr4-102675232-10
NR4136--MA0496.2.MAFK	chr15	83455766	83455784	+	0.000	0.000	Merged-chr15-83455870-33
NR10693--MA0501.1.MAF::NFE2	chr9	32901654	32901668	+	0.000	0.000	Merged-chr9-32901528-39
NR7473--MA0089.1.MAFG::NFE2L1	chr4	59225036	59225041	-	0.000	0.000	Merged-chr4-59225002-19
NR2404--MA0496.2.MAFK	chr12	73610977	73610995	-	0.000	0.000	Merged-chr12-73611155-79
