#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/Bcl6KO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR85--MA0495.2.MAFF	chr1	40515361	40515381	-	0.000	0.000	Merged-chr1-40515347-62
NR5915--MA0659.1.MAFG	chr2	65044576	65044596	-	0.000	0.000	Merged-chr2-65044504-13
NR3627--MA0591.1.Bach1::Mafk	chr14	75045413	75045427	+	0.000	0.000	Merged-chr14-75045381-29
NR11149--MA0089.1.MAFG::NFE2L1	chrX	23673304	23673309	-	0.000	0.000	Merged-chrX-23673581-22
NR5015--MA0117.2.Mafb	chr17	86063701	86063712	-	0.000	0.000	Merged-chr17-86063661-27
NR9484--MA0496.2.MAFK	chr7	16057371	16057389	-	0.000	0.000	Merged-chr7-16057177-61
NR2386--MA0089.1.MAFG::NFE2L1	chr12	71015954	71015959	-	0.000	0.000	Merged-chr12-71015954-124
NR8861--MA0591.1.Bach1::Mafk	chr6	59412976	59412990	+	0.000	0.000	Merged-chr6-59413143-3
NR2006--MA0591.1.Bach1::Mafk	chr11	97728509	97728523	-	0.000	0.000	Merged-chr11-97728662-57
NR7752--MA0496.2.MAFK	chr4	129575382	129575400	-	0.000	0.000	Merged-chr4-129575376-54
NR9934--MA0117.2.Mafb	chr7	118141524	118141535	+	0.000	0.000	Merged-chr7-118141478-27
NR3242--MA0501.1.MAF::NFE2	chr13	109229957	109229971	-	0.000	0.000	Merged-chr13-109230040-126
NR4747--MA0089.1.MAFG::NFE2L1	chr17	26240656	26240661	+	0.000	0.000	Merged-chr17-26240687-16
NR7665--MA0659.1.MAFG	chr4	116677954	116677974	+	0.000	0.000	Merged-chr4-116678042-15
NR2467--MA0501.1.MAF::NFE2	chr12	84926802	84926816	-	0.000	0.000	Merged-chr12-84926670-1
NR4256--MA0089.1.MAFG::NFE2L1	chr16	10976318	10976323	+	0.000	0.000	Merged-chr16-10976349-23
NR3212--MA0089.1.MAFG::NFE2L1	chr13	107568392	107568397	-	0.000	0.000	Merged-chr13-107568405-110
NR5185--MA0089.1.MAFG::NFE2L1	chr18	46013384	46013389	-	0.000	0.000	Merged-chr18-46013388-48
NR10139--MA0501.1.MAF::NFE2	chr8	34083554	34083568	-	0.000	0.000	Merged-chr8-34083686-45
NR7335--MA0501.1.MAF::NFE2	chr4	6934947	6934961	+	0.000	0.000	Merged-chr4-6934910-50
NR874--MA0089.1.MAFG::NFE2L1	chr1	191417259	191417264	-	0.000	0.000	Merged-chr1-191417250-5
NR5763--MA0089.1.MAFG::NFE2L1	chr2	25111518	25111523	+	0.000	0.000	Merged-chr2-25111409-51
NR10629--MA0591.1.Bach1::Mafk	chr8	128606617	128606631	-	0.000	0.000	Merged-chr8-128606814-16
NR1192--MA0501.1.MAF::NFE2	chr10	75492242	75492256	-	0.000	0.000	Merged-chr10-75492121-22
NR8486--MA0501.1.MAF::NFE2	chr5	124637466	124637480	-	0.000	0.000	Merged-chr5-124637524-49
NR11127--MA0501.1.MAF::NFE2	chrX	9139672	9139686	-	0.000	0.000	Merged-chrX-9139636-53
NR2181--MA0591.1.Bach1::Mafk	chr11	119083927	119083941	-	0.000	0.000	Merged-chr11-119083935-60
NR11208--MA0495.2.MAFF	chrX	75764228	75764248	+	0.000	0.000	Merged-chrX-75764478-65
NR5487--MA0089.1.MAFG::NFE2L1	chr19	16255497	16255502	+	0.000	0.000	Merged-chr19-16255427-25
NR9955--MA0495.2.MAFF	chr7	120851826	120851846	-	0.000	0.000	Merged-chr7-120851847-38
NR2660--MA0089.1.MAFG::NFE2L1	chr12	112702470	112702475	+	0.000	0.000	Merged-chr12-112702539-19
NR9397--MA0117.2.Mafb	chr6	145417535	145417546	+	0.000	0.000	Merged-chr6-145417723-108
NR7848--MA0089.1.MAFG::NFE2L1	chr4	145263661	145263666	-	0.000	0.000	Merged-chr4-145263821-10
NR6428--MA0089.1.MAFG::NFE2L1	chr2	154732874	154732879	+	0.000	0.000	Merged-chr2-154732933-29
NR5689--MA0496.2.MAFK	chr2	6733576	6733594	+	0.000	0.000	Merged-chr2-6733505-17
NR181--MA0089.1.MAFG::NFE2L1	chr1	64305747	64305752	-	0.000	0.000	Merged-chr1-64305701-25
NR9946--MA0591.1.Bach1::Mafk	chr7	119861791	119861805	+	0.000	0.000	Merged-chr7-119861539-102
NR8488--MA0089.1.MAFG::NFE2L1	chr5	129501376	129501381	-	0.000	0.000	Merged-chr5-129501358-95
NR5595--MA0496.2.MAFK	chr19	44554325	44554343	+	0.000	0.000	Merged-chr19-44554365-6
NR8212--MA0501.1.MAF::NFE2	chr5	73286703	73286717	+	0.000	0.000	Merged-chr5-73286597-55
NR10495--MA0089.1.MAFG::NFE2L1	chr8	120716594	120716599	+	0.000	0.000	Merged-chr8-120716591-36
NR11234--MA0089.1.MAFG::NFE2L1	chrX	96025992	96025997	-	0.000	0.000	Merged-chrX-96026030-41
NR10801--MA0501.1.MAF::NFE2	chr9	65541879	65541893	+	0.000	0.000	Merged-chr9-65541837-66
NR2095--MA0089.1.MAFG::NFE2L1	chr11	108068696	108068701	-	0.000	0.000	Merged-chr11-108068595-28
NR863--MA0591.1.Bach1::Mafk	chr1	191026180	191026194	-	0.000	0.000	Merged-chr1-191026100-72
NR3304--MA0495.2.MAFF	chr13	113322300	113322320	+	0.000	0.000	Merged-chr13-113322180-25
NR8614--MA0496.2.MAFK	chr5	146655356	146655374	+	0.000	0.000	Merged-chr5-146655552-37
NR2937--MA0501.1.MAF::NFE2	chr13	52807789	52807803	+	0.000	0.000	Merged-chr13-52807824-44
NR9805--MA0089.1.MAFG::NFE2L1	chr7	101663808	101663813	-	0.000	0.000	Merged-chr7-101663802-50
NR7350--MA0495.2.MAFF	chr4	11960986	11961006	-	0.000	0.000	Merged-chr4-11960864-24
NR1240--MA0496.2.MAFK	chr10	79937281	79937299	-	0.000	0.000	Merged-chr10-79937148-47
NR2791--MA0496.2.MAFK	chr13	12210427	12210445	-	0.000	0.000	Merged-chr13-12210470-24
NR9724--MA0117.2.Mafb	chr7	80410467	80410478	+	0.000	0.000	Merged-chr7-80410451-25
NR9880--MA0089.1.MAFG::NFE2L1	chr7	113378193	113378198	+	0.000	0.000	Merged-chr7-113378054-39
NR2424--MA0496.2.MAFK	chr12	77074835	77074853	+	0.000	0.000	Merged-chr12-77074794-6
NR4967--MA0495.2.MAFF	chr17	80520738	80520758	+	0.000	0.000	Merged-chr17-80520754-23
NR3402--MA0496.2.MAFK	chr14	25161758	25161776	-	0.000	0.000	Merged-chr14-25161984-35
NR5963--MA0089.1.MAFG::NFE2L1	chr2	75683096	75683101	+	0.000	0.000	Merged-chr2-75683146-50
NR9093--MA0659.1.MAFG	chr6	113661267	113661287	-	0.000	0.000	Merged-chr6-113661383-125
NR8171--MA0089.1.MAFG::NFE2L1	chr5	62756293	62756298	+	0.000	0.000	Merged-chr5-62756252-19
NR6950--MA0501.1.MAF::NFE2	chr3	106449625	106449639	-	0.000	0.000	Merged-chr3-106449359-119
NR6892--MA0089.1.MAFG::NFE2L1	chr3	95758669	95758674	-	0.000	0.000	Merged-chr3-95758685-49
NR3588--MA0591.1.Bach1::Mafk	chr14	69780556	69780570	+	0.000	0.000	Merged-chr14-69780583-19
NR1823--MA0501.1.MAF::NFE2	chr11	65795000	65795014	-	0.000	0.000	Merged-chr11-65794880-54
NR8773--MA0117.2.Mafb	chr6	34869617	34869628	-	0.000	0.000	Merged-chr6-34869594-48
NR9091--MA0591.1.Bach1::Mafk	chr6	113604748	113604762	-	0.000	0.000	Merged-chr6-113604881-80
NR1805--MA0495.2.MAFF	chr11	61660916	61660936	+	0.000	0.000	Merged-chr11-61660971-31
NR9075--MA0117.2.Mafb	chr6	108313278	108313289	+	0.000	0.000	Merged-chr6-108313223-10
NR294--MA0089.1.MAFG::NFE2L1	chr1	94056132	94056137	-	0.000	0.000	Merged-chr1-94056150-27
NR2860--MA0089.1.MAFG::NFE2L1	chr13	33957180	33957185	+	0.000	0.000	Merged-chr13-33957078-33
NR8777--MA0591.1.Bach1::Mafk	chr6	37046546	37046560	-	0.000	0.000	Merged-chr6-37046555-33
NR2005--MA0089.1.MAFG::NFE2L1	chr11	97728459	97728464	-	0.000	0.000	Merged-chr11-97728662-57
NR9212--MA0089.1.MAFG::NFE2L1	chr6	127617460	127617465	+	0.000	0.000	Merged-chr6-127617353-34
NR4354--MA0089.1.MAFG::NFE2L1	chr16	38239768	38239773	-	0.000	0.000	Merged-chr16-38239886-27
NR1702--MA0495.2.MAFF	chr11	43729108	43729128	+	0.000	0.000	Merged-chr11-43729040-41
NR4962--MA0496.2.MAFK	chr17	80139918	80139936	-	0.000	0.000	Merged-chr17-80140059-47
NR7746--MA0501.1.MAF::NFE2	chr4	129565429	129565443	-	0.000	0.000	Merged-chr4-129565342-28
NR5801--MA0591.1.Bach1::Mafk	chr2	31811073	31811087	-	0.000	0.000	Merged-chr2-31810978-70
NR10695--MA0089.1.MAFG::NFE2L1	chr9	33080437	33080442	+	0.000	0.000	Merged-chr9-33080507-34
NR9672--MA0501.1.MAF::NFE2	chr7	67444617	67444631	+	0.000	0.000	Merged-chr7-67444614-20
NR10014--MA0089.1.MAFG::NFE2L1	chr7	132772572	132772577	+	0.000	0.000	Merged-chr7-132772585-7
NR9629--MA0089.1.MAFG::NFE2L1	chr7	51917018	51917023	-	0.000	0.000	Merged-chr7-51916961-18
NR1800--MA0496.2.MAFK	chr11	60935532	60935550	+	0.000	0.000	Merged-chr11-60935533-50
NR5385--MA0496.2.MAFK	chr18	84159132	84159150	-	0.000	0.000	Merged-chr18-84159275-32
NR8477--MA0501.1.MAF::NFE2	chr5	123524157	123524171	+	0.000	0.000	Merged-chr5-123524243-58
NR4656--MA0089.1.MAFG::NFE2L1	chr17	5138740	5138745	-	0.000	0.000	Merged-chr17-5138884-51
NR11145--MA0089.1.MAFG::NFE2L1	chrX	20817213	20817218	-	0.000	0.000	Merged-chrX-20817186-39
NR5018--MA0496.2.MAFK	chr17	86063693	86063711	+	0.000	0.000	Merged-chr17-86063661-27
NR1720--MA0495.2.MAFF	chr11	46454724	46454744	-	0.000	0.000	Merged-chr11-46454823-30
NR4430--MA0495.2.MAFF	chr16	52468520	52468540	+	0.000	0.000	Merged-chr16-52468577-24
NR7480--MA0591.1.Bach1::Mafk	chr4	62502309	62502323	-	0.000	0.000	Merged-chr4-62502251-45
NR1030--MA0496.2.MAFK	chr10	28684202	28684220	-	0.000	0.000	Merged-chr10-28684367-6
NR7332--MA0496.2.MAFK	chr4	6446816	6446834	-	0.000	0.000	Merged-chr4-6446926-20
NR7946--MA0089.1.MAFG::NFE2L1	chr4	156164669	156164674	-	0.000	0.000	Merged-chr4-156164564-8
NR1668--MA0089.1.MAFG::NFE2L1	chr11	19998095	19998100	-	0.000	0.000	Merged-chr11-19998211-11
NR2429--MA0496.2.MAFK	chr12	77085411	77085429	-	0.000	0.000	Merged-chr12-77085387-48
NR9561--MA0501.1.MAF::NFE2	chr7	30432018	30432032	+	0.000	0.000	Merged-chr7-30431947-18
NR163--MA0659.1.MAFG	chr1	60875485	60875505	+	0.000	0.000	Merged-chr1-60875356-55
NR414--MA0591.1.Bach1::Mafk	chr1	133146151	133146165	-	0.000	0.000	Merged-chr1-133146237-29
NR7657--MA0089.1.MAFG::NFE2L1	chr4	116018290	116018295	-	0.000	0.000	Merged-chr4-116018460-3
NR1264--MA0089.1.MAFG::NFE2L1	chr10	81505459	81505464	-	0.000	0.000	Merged-chr10-81505422-22
NR5918--MA0496.2.MAFK	chr2	65134009	65134027	+	0.000	0.000	Merged-chr2-65133825-19
NR1785--MA0591.1.Bach1::Mafk	chr11	57951761	57951775	-	0.000	0.000	Merged-chr11-57951726-64
NR7253--MA0089.1.MAFG::NFE2L1	chr3	152920566	152920571	-	0.000	0.000	Merged-chr3-152920565-52
NR3510--MA0089.1.MAFG::NFE2L1	chr14	57729882	57729887	+	0.000	0.000	Merged-chr14-57729995-40
NR1077--MA0591.1.Bach1::Mafk	chr10	43998659	43998673	-	0.000	0.000	Merged-chr10-43998525-49
NR4775--MA0495.2.MAFF	chr17	32067706	32067726	+	0.000	0.000	Merged-chr17-32067769-19
NR10056--MA0501.1.MAF::NFE2	chr7	142056810	142056824	+	0.000	0.000	Merged-chr7-142056944-50
NR9258--MA0501.1.MAF::NFE2	chr6	134045651	134045665	+	0.000	0.000	Merged-chr6-134045527-34
NR3342--MA0117.2.Mafb	chr13	119649580	119649591	-	0.000	0.000	Merged-chr13-119649440-22
NR9156--MA0591.1.Bach1::Mafk	chr6	119522084	119522098	+	0.000	0.000	Merged-chr6-119522115-45
NR6424--MA0089.1.MAFG::NFE2L1	chr2	154603870	154603875	+	0.000	0.000	Merged-chr2-154603925-61
NR5502--MA0591.1.Bach1::Mafk	chr19	21785907	21785921	-	0.000	0.000	Merged-chr19-21785964-7
NR4265--MA0089.1.MAFG::NFE2L1	chr16	11502729	11502734	-	0.000	0.000	Merged-chr16-11502658-14
NR9478--MA0591.1.Bach1::Mafk	chr7	16057373	16057387	+	0.000	0.000	Merged-chr7-16057177-61
NR11258--MA0495.2.MAFF	chrX	103621838	103621858	+	0.000	0.000	Merged-chrX-103621915-2
NR5269--MA0496.2.MAFK	chr18	65695412	65695430	+	0.000	0.000	Merged-chr18-65695559-29
NR4150--MA0089.1.MAFG::NFE2L1	chr15	89128414	89128419	-	0.000	0.000	Merged-chr15-89128599-54
NR9416--MA0659.1.MAFG	chr6	146516327	146516347	-	0.000	0.000	Merged-chr6-146516138-30
NR4911--MA0591.1.Bach1::Mafk	chr17	66101702	66101716	-	0.000	0.000	Merged-chr17-66101673-100
NR11157--MA0659.1.MAFG	chrX	37141975	37141995	-	0.000	0.000	Merged-chrX-37141960-22
NR9147--MA0501.1.MAF::NFE2	chr6	118099638	118099652	+	0.000	0.000	Merged-chr6-118099551-27
NR2110--MA0501.1.MAF::NFE2	chr11	109434793	109434807	-	0.000	0.000	Merged-chr11-109434619-26
NR3523--MA0089.1.MAFG::NFE2L1	chr14	60129741	60129746	+	0.000	0.000	Merged-chr14-60129717-50
NR9991--MA0089.1.MAFG::NFE2L1	chr7	128062740	128062745	-	0.000	0.000	Merged-chr7-128062681-13
NR5872--MA0089.1.MAFG::NFE2L1	chr2	52891300	52891305	-	0.000	0.000	Merged-chr2-52891472-34
NR10293--MA0591.1.Bach1::Mafk	chr8	84908546	84908560	-	0.000	0.000	Merged-chr8-84908616-54
NR8080--MA0089.1.MAFG::NFE2L1	chr5	24842607	24842612	+	0.000	0.000	Merged-chr5-24842624-94
NR1680--MA0591.1.Bach1::Mafk	chr11	29692909	29692923	-	0.000	0.000	Merged-chr11-29692902-6
NR437--MA0591.1.Bach1::Mafk	chr1	136458835	136458849	+	0.000	0.000	Merged-chr1-136458989-12
NR5583--MA0089.1.MAFG::NFE2L1	chr19	41769188	41769193	+	0.000	0.000	Merged-chr19-41769129-25
NR10190--MA0496.2.MAFK	chr8	49946938	49946956	+	0.000	0.000	Merged-chr8-49947112-22
NR86--MA0591.1.Bach1::Mafk	chr1	40515364	40515378	+	0.000	0.000	Merged-chr1-40515347-62
NR5092--MA0089.1.MAFG::NFE2L1	chr18	14717515	14717520	+	0.000	0.000	Merged-chr18-14717418-17
NR8307--MA0089.1.MAFG::NFE2L1	chr5	100070460	100070465	+	0.000	0.000	Merged-chr5-100070344-29
NR11248--MA0591.1.Bach1::Mafk	chrX	102061034	102061048	-	0.000	0.000	Merged-chrX-102061073-12
NR4005--MA0501.1.MAF::NFE2	chr15	59520694	59520708	-	0.000	0.000	Merged-chr15-59520520-55
NR10250--MA0591.1.Bach1::Mafk	chr8	75084004	75084018	-	0.000	0.000	Merged-chr8-75083999-30
NR7077--MA0089.1.MAFG::NFE2L1	chr3	127892031	127892036	-	0.000	0.000	Merged-chr3-127892051-37
NR6632--MA0591.1.Bach1::Mafk	chr2	178520490	178520504	-	0.000	0.000	Merged-chr2-178520326-2,Merged-chr2-178520656-2
NR4754--MA0089.1.MAFG::NFE2L1	chr17	28007370	28007375	+	0.000	0.000	Merged-chr17-28007418-17
NR5634--MA0117.2.Mafb	chr19	57073254	57073265	-	0.000	0.000	Merged-chr19-57073198-53
NR6786--MA0501.1.MAF::NFE2	chr3	60516468	60516482	+	0.000	0.000	Merged-chr3-60516379-60
NR954--MA0495.2.MAFF	chr10	17550179	17550199	+	0.000	0.000	Merged-chr10-17550297-37
NR4089--MA0089.1.MAFG::NFE2L1	chr15	76199519	76199524	+	0.000	0.000	Merged-chr15-76199609-68
NR2163--MA0117.2.Mafb	chr11	117240461	117240472	-	0.000	0.000	Merged-chr11-117240511-15
NR2001--MA0089.1.MAFG::NFE2L1	chr11	97246738	97246743	-	0.000	0.000	Merged-chr11-97246717-13
NR6771--MA0501.1.MAF::NFE2	chr3	59081063	59081077	+	0.000	0.000	Merged-chr3-59081244-57
NR6440--MA0591.1.Bach1::Mafk	chr2	156196651	156196665	-	0.000	0.000	Merged-chr2-156196758-68
NR8205--MA0089.1.MAFG::NFE2L1	chr5	67260613	67260618	-	0.000	0.000	Merged-chr5-67260794-69
NR4795--MA0117.2.Mafb	chr17	33555493	33555504	-	0.000	0.000	Merged-chr17-33555665-46
NR5440--MA0495.2.MAFF	chr19	9033451	9033471	-	0.000	0.000	Merged-chr19-9033588-10
NR10212--MA0089.1.MAFG::NFE2L1	chr8	68420019	68420024	-	0.000	0.000	Merged-chr8-68420195-2
NR9327--MA0659.1.MAFG	chr6	142519101	142519121	-	0.000	0.000	Merged-chr6-142519262-28
NR1512--MA0117.2.Mafb	chr10	118628170	118628181	-	0.000	0.000	Merged-chr10-118628235-24
NR11072--MA0117.2.Mafb	chr9	118519336	118519347	+	0.000	0.000	Merged-chr9-118519152-31
NR5217--MA0089.1.MAFG::NFE2L1	chr18	56435951	56435956	+	0.000	0.000	Merged-chr18-56435913-30
NR1372--MA0501.1.MAF::NFE2	chr10	94919750	94919764	-	0.000	0.000	Merged-chr10-94919760-32
NR10079--MA0591.1.Bach1::Mafk	chr7	144181113	144181127	-	0.000	0.000	Merged-chr7-144181072-30
NR1664--MA0089.1.MAFG::NFE2L1	chr11	17159088	17159093	+	0.000	0.000	Merged-chr11-17159248-29
NR853--MA0501.1.MAF::NFE2	chr1	189973258	189973272	-	0.000	0.000	Merged-chr1-189973185-50
NR8380--MA0117.2.Mafb	chr5	112343031	112343042	-	0.000	0.000	Merged-chr5-112343084-79
NR1295--MA0496.2.MAFK	chr10	86727748	86727766	-	0.000	0.000	Merged-chr10-86727830-49
NR3649--MA0089.1.MAFG::NFE2L1	chr14	79522562	79522567	-	0.000	0.000	Merged-chr14-79522469-3
NR8407--MA0501.1.MAF::NFE2	chr5	115312987	115313001	-	0.000	0.000	Merged-chr5-115313005-7
NR7404--MA0501.1.MAF::NFE2	chr4	43427723	43427737	-	0.000	0.000	Merged-chr4-43427780-35
NR10518--MA0495.2.MAFF	chr8	122299743	122299763	-	0.000	0.000	Merged-chr8-122299759-10
NR1375--MA0089.1.MAFG::NFE2L1	chr10	95194223	95194228	+	0.000	0.000	Merged-chr10-95194130-23
NR10081--MA0591.1.Bach1::Mafk	chr7	144204288	144204302	+	0.000	0.000	Merged-chr7-144204152-1
NR6857--MA0495.2.MAFF	chr3	89872363	89872383	-	0.000	0.000	Merged-chr3-89872416-43
NR6977--MA0591.1.Bach1::Mafk	chr3	108653935	108653949	+	0.000	0.000	Merged-chr3-108653855-66
NR5028--MA0089.1.MAFG::NFE2L1	chr17	86937939	86937944	-	0.000	0.000	Merged-chr17-86937929-29
NR8103--MA0089.1.MAFG::NFE2L1	chr5	32104318	32104323	-	0.000	0.000	Merged-chr5-32104376-51
NR9544--MA0496.2.MAFK	chr7	27357868	27357886	-	0.000	0.000	Merged-chr7-27357694-29
NR3621--MA0089.1.MAFG::NFE2L1	chr14	73244425	73244430	+	0.000	0.000	Merged-chr14-73244258-38
NR4190--MA0501.1.MAF::NFE2	chr15	97361207	97361221	+	0.000	0.000	Merged-chr15-97361236-9
NR2018--MA0496.2.MAFK	chr11	99562666	99562684	+	0.000	0.000	Merged-chr11-99562680-10
NR5317--MA0659.1.MAFG	chr18	75541109	75541129	+	0.000	0.000	Merged-chr18-75541168-25
NR10536--MA0495.2.MAFF	chr8	122533215	122533235	+	0.000	0.000	Merged-chr8-122533289-14
NR9569--MA0659.1.MAFG	chr7	35647506	35647526	+	0.000	0.000	Merged-chr7-35647371-69
NR428--MA0089.1.MAFG::NFE2L1	chr1	133788047	133788052	-	0.000	0.000	Merged-chr1-133787965-48
NR166--MA0496.2.MAFK	chr1	60875486	60875504	-	0.000	0.000	Merged-chr1-60875356-55
NR4947--MA0501.1.MAF::NFE2	chr17	74802999	74803013	-	0.000	0.000	Merged-chr17-74802991-25
NR7551--MA0089.1.MAFG::NFE2L1	chr4	95195096	95195101	+	0.000	0.000	Merged-chr4-95194969-49
NR10296--MA0591.1.Bach1::Mafk	chr8	85700230	85700244	+	0.000	0.000	Merged-chr8-85700310-4
NR3395--MA0495.2.MAFF	chr14	25161757	25161777	+	0.000	0.000	Merged-chr14-25161984-35
NR8116--MA0089.1.MAFG::NFE2L1	chr5	35176589	35176594	+	0.000	0.000	Merged-chr5-35176446-65
NR400--MA0089.1.MAFG::NFE2L1	chr1	131092540	131092545	+	0.000	0.000	Merged-chr1-131092399-2
NR4563--MA0089.1.MAFG::NFE2L1	chr16	90276921	90276926	+	0.000	0.000	Merged-chr16-90277146-33
NR3143--MA0089.1.MAFG::NFE2L1	chr13	99148661	99148666	-	0.000	0.000	Merged-chr13-99148566-18
NR590--MA0089.1.MAFG::NFE2L1	chr1	160309213	160309218	-	0.000	0.000	Merged-chr1-160309184-36
NR1864--MA0089.1.MAFG::NFE2L1	chr11	72207276	72207281	-	0.000	0.000	Merged-chr11-72207242-88
NR10761--MA0501.1.MAF::NFE2	chr9	53346548	53346562	+	0.000	0.000	Merged-chr9-53346409-3
NR5504--MA0089.1.MAFG::NFE2L1	chr19	23447456	23447461	+	0.000	0.000	Merged-chr19-23447568-37
NR1199--MA0089.1.MAFG::NFE2L1	chr10	76542916	76542921	+	0.000	0.000	Merged-chr10-76543066-52
NR516--MA0495.2.MAFF	chr1	151613432	151613452	+	0.000	0.000	Merged-chr1-151613371-29
NR956--MA0591.1.Bach1::Mafk	chr10	17550182	17550196	-	0.000	0.000	Merged-chr10-17550297-37
NR3934--MA0117.2.Mafb	chr15	36243769	36243780	-	0.000	0.000	Merged-chr15-36243882-12
NR6039--MA0501.1.MAF::NFE2	chr2	101678621	101678635	+	0.000	0.000	Merged-chr2-101678794-92
NR2862--MA0117.2.Mafb	chr13	34187617	34187628	+	0.000	0.000	Merged-chr13-34187711-22
NR7974--MA0495.2.MAFF	chr5	8075506	8075526	-	0.000	0.000	Merged-chr5-8075370-38
NR9810--MA0089.1.MAFG::NFE2L1	chr7	102417552	102417557	-	0.000	0.000	Merged-chr7-102417609-26
NR7401--MA0495.2.MAFF	chr4	43427723	43427743	-	0.000	0.000	Merged-chr4-43427780-35
NR3532--MA0089.1.MAFG::NFE2L1	chr14	60744650	60744655	-	0.000	0.000	Merged-chr14-60744715-28
NR534--MA0495.2.MAFF	chr1	153304719	153304739	-	0.000	0.000	Merged-chr1-153304811-42
NR628--MA0089.1.MAFG::NFE2L1	chr1	165722907	165722912	-	0.000	0.000	Merged-chr1-165722797-48
NR7815--MA0501.1.MAF::NFE2	chr4	138972266	138972280	-	0.000	0.000	Merged-chr4-138972320-2
NR137--MA0089.1.MAFG::NFE2L1	chr1	58726024	58726029	-	0.000	0.000	Merged-chr1-58726093-26
NR5026--MA0089.1.MAFG::NFE2L1	chr17	86495938	86495943	-	0.000	0.000	Merged-chr17-86495952-1
NR513--MA0089.1.MAFG::NFE2L1	chr1	151083978	151083983	+	0.000	0.000	Merged-chr1-151084034-24
NR7728--MA0495.2.MAFF	chr4	126094347	126094367	-	0.000	0.000	Merged-chr4-126094420-1
NR4777--MA0501.1.MAF::NFE2	chr17	32067712	32067726	+	0.000	0.000	Merged-chr17-32067769-19
NR10282--MA0501.1.MAF::NFE2	chr8	83740255	83740269	+	0.000	0.000	Merged-chr8-83740218-49
NR4469--MA0117.2.Mafb	chr16	59452089	59452100	-	0.000	0.000	Merged-chr16-59451982-14
NR2297--MA0591.1.Bach1::Mafk	chr12	33176090	33176104	-	0.000	0.000	Merged-chr12-33175990-46
NR6450--MA0495.2.MAFF	chr2	157131378	157131398	-	0.000	0.000	Merged-chr2-157131278-25
NR3050--MA0496.2.MAFK	chr13	83318569	83318587	-	0.000	0.000	Merged-chr13-83318611-6
NR1384--MA0591.1.Bach1::Mafk	chr10	96231456	96231470	-	0.000	0.000	Merged-chr10-96231519-16
NR7957--MA0591.1.Bach1::Mafk	chr5	3358939	3358953	-	0.000	0.000	Merged-chr5-3358967-15
NR406--MA0117.2.Mafb	chr1	131200226	131200237	+	0.000	0.000	Merged-chr1-131199978-81
NR10347--MA0501.1.MAF::NFE2	chr8	95713541	95713555	-	0.000	0.000	Merged-chr8-95713709-35
NR4272--MA0089.1.MAFG::NFE2L1	chr16	13845253	13845258	+	0.000	0.000	Merged-chr16-13845150-21
NR3167--MA0591.1.Bach1::Mafk	chr13	101702335	101702349	-	0.000	0.000	Merged-chr13-101702260-81
NR5776--MA0496.2.MAFK	chr2	27693884	27693902	-	0.000	0.000	Merged-chr2-27693880-30
NR10538--MA0089.1.MAFG::NFE2L1	chr8	122704736	122704741	+	0.000	0.000	Merged-chr8-122704840-25
NR5441--MA0501.1.MAF::NFE2	chr19	9116429	9116443	+	0.000	0.000	Merged-chr19-9116540-6
NR2254--MA0591.1.Bach1::Mafk	chr12	15832872	15832886	+	0.000	0.000	Merged-chr12-15832829-25
NR10914--MA0089.1.MAFG::NFE2L1	chr9	90233979	90233984	-	0.000	0.000	Merged-chr9-90234090-24
NR7914--MA0591.1.Bach1::Mafk	chr4	149979902	149979916	+	0.000	0.000	Merged-chr4-149980058-32
NR2422--MA0495.2.MAFF	chr12	77074834	77074854	-	0.000	0.000	Merged-chr12-77074794-6
NR6452--MA0659.1.MAFG	chr2	157131378	157131398	-	0.000	0.000	Merged-chr2-157131278-25
NR526--MA0089.1.MAFG::NFE2L1	chr1	153085500	153085505	-	0.000	0.000	Merged-chr1-153085366-59
NR424--MA0117.2.Mafb	chr1	133690098	133690109	+	0.000	0.000	Merged-chr1-133690070-61
NR11212--MA0659.1.MAFG	chrX	75764228	75764248	-	0.000	0.000	Merged-chrX-75764478-65
NR2534--MA0495.2.MAFF	chr12	99572116	99572136	+	0.000	0.000	Merged-chr12-99572243-31
NR946--MA0501.1.MAF::NFE2	chr10	12929398	12929412	-	0.000	0.000	Merged-chr10-12929241-10
NR3732--MA0089.1.MAFG::NFE2L1	chr14	105895101	105895106	-	0.000	0.000	Merged-chr14-105895286-34
NR8954--MA0117.2.Mafb	chr6	90746481	90746492	+	0.000	0.000	Merged-chr6-90746372-25
NR3241--MA0089.1.MAFG::NFE2L1	chr13	109229960	109229965	-	0.000	0.000	Merged-chr13-109230040-126
NR4579--MA0496.2.MAFK	chr16	91545686	91545704	-	0.000	0.000	Merged-chr16-91545855-29
NR2196--MA0501.1.MAF::NFE2	chr11	120632966	120632980	-	0.000	0.000	Merged-chr11-120632981-1
NR10252--MA0659.1.MAFG	chr8	75084001	75084021	-	0.000	0.000	Merged-chr8-75083999-30
