#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/Bcl6KO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR41106--MA0039.3.KLF4	chr4	89487230	89487240	-	0.000	0.000	Merged-chr4-89487235-21
NR9777--MA0599.1.KLF5	chr11	77793424	77793433	+	0.000	0.000	Merged-chr11-77793381-46
NR17862--MA0741.1.KLF16	chr14	31684575	31684585	-	0.000	0.000	Merged-chr14-31684671-64
NR53605--MA0741.1.KLF16	chr7	45136134	45136144	+	0.000	0.000	Merged-chr7-45136227-69
NR3154--MA0740.1.KLF14	chr1	172548935	172548948	-	0.000	0.000	Merged-chr1-172548815-47
NR40500--MA1107.1.KLF9	chr4	46508193	46508205	-	0.000	0.000	Merged-chr4-46508172-31
NR51383--MA0741.1.KLF16	chr6	134830123	134830133	+	0.000	0.000	Merged-chr6-134830106-68
NR50625--MA0493.1.Klf1	chr6	115774517	115774527	-	0.000	0.000	Merged-chr6-115774516-41
NR56035--MA0039.3.KLF4	chr7	131551615	131551625	+	0.000	0.000	Merged-chr7-131551773-18
NR10643--MA0599.1.KLF5	chr11	98022668	98022677	+	0.000	0.000	Merged-chr11-98022652-17
NR43593--MA0742.1.Klf12	chr4	152297152	152297166	-	0.000	0.000	Merged-chr4-152297190-61
NR30359--MA0599.1.KLF5	chr19	41981145	41981154	-	0.000	0.000	Merged-chr19-41981286-107
NR53255--MA0599.1.KLF5	chr7	31028804	31028813	+	0.000	0.000	Merged-chr7-31028766-21
NR46126--MA1107.1.KLF9	chr5	112273917	112273929	+	0.000	0.000	Merged-chr5-112273853-3
NR42372--MA0599.1.KLF5	chr4	133673295	133673304	-	0.000	0.000	Merged-chr4-133673209-1,Merged-chr4-133673416-1
NR31775--MA0493.1.Klf1	chr2	30587394	30587404	-	0.000	0.000	Merged-chr2-30587397-33
NR49100--MA0741.1.KLF16	chr6	48676104	48676114	-	0.000	0.000	Merged-chr6-48676195-68
NR20882--MA0039.3.KLF4	chr15	76087446	76087456	-	0.000	0.000	Merged-chr15-76087465-11
NR13559--MA0599.1.KLF5	chr12	91590159	91590168	+	0.000	0.000	Merged-chr12-91590241-81
NR39288--MA0741.1.KLF16	chr3	146784382	146784392	+	0.000	0.000	Merged-chr3-146784453-8
NR31695--MA0599.1.KLF5	chr2	29870439	29870448	+	0.000	0.000	Merged-chr2-29870260-12
NR64805--MA0599.1.KLF5	chrX	142681687	142681696	+	0.000	0.000	Merged-chrX-142681485-86
NR17675--MA0039.3.KLF4	chr14	25522575	25522585	+	0.000	0.000	Merged-chr14-25522595-18
NR55420--MA1107.1.KLF9	chr7	118533054	118533066	+	0.000	0.000	Merged-chr7-118533138-91
NR40044--MA0493.1.Klf1	chr4	32588339	32588349	+	0.000	0.000	Merged-chr4-32588213-76
NR23459--MA0493.1.Klf1	chr16	44337718	44337728	-	0.000	0.000	Merged-chr16-44337753-20
NR14895--MA0599.1.KLF5	chr13	23621732	23621741	+	0.000	0.000	Merged-chr13-23621734-164
NR22393--MA0741.1.KLF16	chr15	102279428	102279438	-	0.000	0.000	Merged-chr15-102279513-54
NR32000--MA0741.1.KLF16	chr2	33431333	33431343	+	0.000	0.000	Merged-chr2-33431387-53
NR7140--MA0742.1.Klf12	chr10	116930684	116930698	+	0.000	0.000	Merged-chr10-116930621-65
NR11907--MA0493.1.Klf1	chr11	119943039	119943049	-	0.000	0.000	Merged-chr11-119943000-66
NR36785--MA1107.1.KLF9	chr3	52297552	52297564	-	0.000	0.000	Merged-chr3-52297502-16
NR40926--MA0493.1.Klf1	chr4	82513341	82513351	-	0.000	0.000	Merged-chr4-82513258-36
NR40175--MA0740.1.KLF14	chr4	40876896	40876909	-	0.000	0.000	Merged-chr4-40876932-30
NR53227--MA1107.1.KLF9	chr7	30626218	30626230	+	0.000	0.000	Merged-chr7-30626131-41
NR14402--MA0493.1.Klf1	chr12	112950576	112950586	+	0.000	0.000	Merged-chr12-112950560-44
NR46131--MA0493.1.Klf1	chr5	112274129	112274139	-	0.000	0.000	Merged-chr5-112274120-60
NR6072--MA1107.1.KLF9	chr10	80701941	80701953	-	0.000	0.000	Merged-chr10-80701879-14
NR59529--MA1107.1.KLF9	chr8	117950948	117950960	-	0.000	0.000	Merged-chr8-117950899-2
NR25587--MA0742.1.Klf12	chr17	29393796	29393810	-	0.000	0.000	Merged-chr17-29393996-77
NR37424--MA0599.1.KLF5	chr3	89963216	89963225	-	0.000	0.000	Merged-chr3-89963361-50
NR46390--MA1107.1.KLF9	chr5	115126940	115126952	-	0.000	0.000	Merged-chr5-115126925-31
NR15239--MA0657.1.KLF13	chr13	43261468	43261485	+	0.000	0.000	Merged-chr13-43261701-66
NR9174--MA0740.1.KLF14	chr11	62574427	62574440	+	0.000	0.000	Merged-chr11-62574522-33
NR4535--MA0741.1.KLF16	chr10	21882294	21882304	-	0.000	0.000	Merged-chr10-21882316-52
NR58270--MA0599.1.KLF5	chr8	77367344	77367353	-	0.000	0.000	Merged-chr8-77367221-20
NR23409--MA0740.1.KLF14	chr16	38376672	38376685	-	0.000	0.000	Merged-chr16-38376762-46
NR52888--MA0741.1.KLF16	chr7	27258717	27258727	-	0.000	0.000	Merged-chr7-27258672-61
NR51181--MA0039.3.KLF4	chr6	128962291	128962301	+	0.000	0.000	Merged-chr6-128962247-24
NR7494--MA0740.1.KLF14	chr10	122778137	122778150	+	0.000	0.000	Merged-chr10-122778014-1
NR21977--MA1107.1.KLF9	chr15	97498663	97498675	+	0.000	0.000	Merged-chr15-97498535-14
NR35016--MA0599.1.KLF5	chr2	155236560	155236569	-	0.000	0.000	Merged-chr2-155236613-57
NR58251--MA1107.1.KLF9	chr8	75071845	75071857	+	0.000	0.000	Merged-chr8-75071889-52
NR24472--MA1107.1.KLF9	chr16	96341324	96341336	+	0.000	0.000	Merged-chr16-96341450-15
NR60547--MA0039.3.KLF4	chr9	22475668	22475678	+	0.000	0.000	Merged-chr9-22475755-58
NR19847--MA0493.1.Klf1	chr15	3174252	3174262	-	0.000	0.000	Merged-chr15-3174330-41
NR63055--MA0657.1.KLF13	chr9	114487593	114487610	+	0.000	0.000	Merged-chr9-114487695-30
NR61970--MA0741.1.KLF16	chr9	78489205	78489215	+	0.000	0.000	Merged-chr9-78489122-54
NR43441--MA0741.1.KLF16	chr4	150894772	150894782	+	0.000	0.000	Merged-chr4-150894695-19
NR18555--MA1107.1.KLF9	chr14	61718608	61718620	+	0.000	0.000	Merged-chr14-61718483-1
NR56959--MA0599.1.KLF5	chr8	14996108	14996117	-	0.000	0.000	Merged-chr8-14996187-57
NR60342--MA0493.1.Klf1	chr9	15516312	15516322	-	0.000	0.000	Merged-chr9-15516458-66
NR27725--MA0599.1.KLF5	chr18	23803963	23803972	-	0.000	0.000	Merged-chr18-23803965-77
NR40076--MA0599.1.KLF5	chr4	32983356	32983365	-	0.000	0.000	Merged-chr4-32983316-76
NR61018--MA0740.1.KLF14	chr9	44965749	44965762	-	0.000	0.000	Merged-chr9-44965601-47
NR54345--MA0599.1.KLF5	chr7	80919521	80919530	-	0.000	0.000	Merged-chr7-80919490-53
NR36340--MA0741.1.KLF16	chr3	10351480	10351490	-	0.000	0.000	Merged-chr3-10351318-69
NR43748--MA0493.1.Klf1	chr4	155067018	155067028	+	0.000	0.000	Merged-chr4-155066874-90
NR12393--MA0599.1.KLF5	chr12	25216881	25216890	-	0.000	0.000	Merged-chr12-25216883-29
NR9697--MA0740.1.KLF14	chr11	76184408	76184421	-	0.000	0.000	Merged-chr11-76184587-9
NR17359--MA0599.1.KLF5	chr13	119690256	119690265	+	0.000	0.000	Merged-chr13-119690439-73
NR13806--MA0741.1.KLF16	chr12	101897307	101897317	-	0.000	0.000	Merged-chr12-101897238-43
NR29658--MA0493.1.Klf1	chr19	7295136	7295146	-	0.000	0.000	Merged-chr19-7295405-60
NR12115--MA0493.1.Klf1	chr12	4065643	4065653	+	0.000	0.000	Merged-chr12-4065716-30
NR40057--MA1107.1.KLF9	chr4	32768169	32768181	-	0.000	0.000	Merged-chr4-32768214-30
NR1831--MA0039.3.KLF4	chr1	126571672	126571682	-	0.000	0.000	Merged-chr1-126571804-7
NR41134--MA0493.1.Klf1	chr4	95188385	95188395	-	0.000	0.000	Merged-chr4-95188222-47
NR28366--MA1107.1.KLF9	chr18	60560702	60560714	+	0.000	0.000	Merged-chr18-60560900-69
NR60449--MA1107.1.KLF9	chr9	21546483	21546495	-	0.000	0.000	Merged-chr9-21546518-115
NR24724--MA0741.1.KLF16	chr17	6978846	6978856	-	0.000	0.000	Merged-chr17-6979052-61
NR1761--MA0599.1.KLF5	chr1	120073818	120073827	-	0.000	0.000	Merged-chr1-120073802-51
NR32775--MA0741.1.KLF16	chr2	73436010	73436020	-	0.000	0.000	Merged-chr2-73436074-14
NR2142--MA0039.3.KLF4	chr1	135154643	135154653	+	0.000	0.000	Merged-chr1-135154581-28
NR27683--MA0740.1.KLF14	chr18	20946543	20946556	+	0.000	0.000	Merged-chr18-20946448-65
NR23042--MA1107.1.KLF9	chr16	23375105	23375117	+	0.000	0.000	Merged-chr16-23375120-32
NR8901--MA1107.1.KLF9	chr11	55098011	55098023	-	0.000	0.000	Merged-chr11-55097968-86
NR53695--MA0741.1.KLF16	chr7	45814546	45814556	-	0.000	0.000	Merged-chr7-45814403-76
NR41936--MA0599.1.KLF5	chr4	126301131	126301140	+	0.000	0.000	Merged-chr4-126301216-32
NR32551--MA1107.1.KLF9	chr2	65237882	65237894	+	0.000	0.000	Merged-chr2-65237970-5
NR46144--MA1107.1.KLF9	chr5	112274144	112274156	-	0.000	0.000	Merged-chr5-112274120-60
NR10867--MA0599.1.KLF5	chr11	101119882	101119891	-	0.000	0.000	Merged-chr11-101119908-69
NR919--MA0741.1.KLF16	chr1	66897061	66897071	+	0.000	0.000	Merged-chr1-66897217-4
NR33183--MA0740.1.KLF14	chr2	91236985	91236998	+	0.000	0.000	Merged-chr2-91237090-79
NR6053--MA0741.1.KLF16	chr10	80656530	80656540	-	0.000	0.000	Merged-chr10-80656566-55
NR10991--MA1107.1.KLF9	chr11	102993052	102993064	-	0.000	0.000	Merged-chr11-102993120-14
NR20856--MA0740.1.KLF14	chr15	75909645	75909658	-	0.000	0.000	Merged-chr15-75909516-94
NR4373--MA0741.1.KLF16	chr10	13553064	13553074	-	0.000	0.000	Merged-chr10-13553137-58
NR59360--MA0599.1.KLF5	chr8	114815527	114815536	+	0.000	0.000	Merged-chr8-114815485-46
NR2945--MA0599.1.KLF5	chr1	166409838	166409847	-	0.000	0.000	Merged-chr1-166409730-81
NR42238--MA0599.1.KLF5	chr4	132345353	132345362	+	0.000	0.000	Merged-chr4-132345366-82
NR41804--MA0657.1.KLF13	chr4	122886094	122886111	-	0.000	0.000	Merged-chr4-122886088-92
NR60382--MA0741.1.KLF16	chr9	21167775	21167785	+	0.000	0.000	Merged-chr9-21167831-1
NR23458--MA0039.3.KLF4	chr16	44337716	44337726	-	0.000	0.000	Merged-chr16-44337753-20
NR44438--MA0740.1.KLF14	chr5	34369813	34369826	-	0.000	0.000	Merged-chr5-34369838-94
NR18309--MA1107.1.KLF9	chr14	54686690	54686702	+	0.000	0.000	Merged-chr14-54686537-116
NR29372--MA0657.1.KLF13	chr19	3943430	3943447	-	0.000	0.000	Merged-chr19-3943382-37
NR26178--MA0493.1.Klf1	chr17	45573315	45573325	+	0.000	0.000	Merged-chr17-45573400-189
NR22513--MA0599.1.KLF5	chr16	4074961	4074970	+	0.000	0.000	Merged-chr16-4075088-14
NR19760--MA0741.1.KLF16	chr14	121937736	121937746	-	0.000	0.000	Merged-chr14-121937853-17
NR60448--MA0741.1.KLF16	chr9	21546509	21546519	-	0.000	0.000	Merged-chr9-21546518-115
NR42758--MA0740.1.KLF14	chr4	138102601	138102614	-	0.000	0.000	Merged-chr4-138102623-11
NR21069--MA0493.1.Klf1	chr15	78923755	78923765	-	0.000	0.000	Merged-chr15-78923681-44
NR14769--MA0741.1.KLF16	chr13	14064748	14064758	+	0.000	0.000	Merged-chr13-14064853-34
NR10186--MA0493.1.Klf1	chr11	87756741	87756751	-	0.000	0.000	Merged-chr11-87756738-13
NR45025--MA0741.1.KLF16	chr5	66150087	66150097	+	0.000	0.000	Merged-chr5-66150234-1
NR43550--MA0741.1.KLF16	chr4	152179241	152179251	-	0.000	0.000	Merged-chr4-152179169-26
NR40506--MA0599.1.KLF5	chr4	46535312	46535321	-	0.000	0.000	Merged-chr4-46535515-159
NR58789--MA0493.1.Klf1	chr8	95002018	95002028	-	0.000	0.000	Merged-chr8-95001890-40
NR48110--MA0599.1.KLF5	chr5	146912620	146912629	+	0.000	0.000	Merged-chr5-146912476-8
NR61352--MA0599.1.KLF5	chr9	58253195	58253204	-	0.000	0.000	Merged-chr9-58253274-50
NR28600--MA0599.1.KLF5	chr18	67212685	67212694	+	0.000	0.000	Merged-chr18-67212775-57
NR24446--MA0493.1.Klf1	chr16	95860799	95860809	+	0.000	0.000	Merged-chr16-95860989-42
NR15800--MA0741.1.KLF16	chr13	63431426	63431436	+	0.000	0.000	Merged-chr13-63431477-108
NR61279--MA0657.1.KLF13	chr9	56950865	56950882	-	0.000	0.000	Merged-chr9-56950936-57
NR34037--MA1107.1.KLF9	chr2	127131580	127131592	-	0.000	0.000	Merged-chr2-127131488-25
NR64265--MA0741.1.KLF16	chrX	56598212	56598222	-	0.000	0.000	Merged-chrX-56598063-61
NR13563--MA0493.1.Klf1	chr12	91684570	91684580	-	0.000	0.000	Merged-chr12-91684536-24
NR11817--MA1107.1.KLF9	chr11	119047566	119047578	+	0.000	0.000	Merged-chr11-119047449-6
NR13373--MA0741.1.KLF16	chr12	84408453	84408463	+	0.000	0.000	Merged-chr12-84408533-142
NR4230--MA0741.1.KLF16	chr10	7780923	7780933	-	0.000	0.000	Merged-chr10-7780858-76
NR7015--MA0493.1.Klf1	chr10	112001540	112001550	+	0.000	0.000	Merged-chr10-112001683-11
NR31729--MA0741.1.KLF16	chr2	30178516	30178526	-	0.000	0.000	Merged-chr2-30178500-45
NR59239--MA0740.1.KLF14	chr8	111145677	111145690	+	0.000	0.000	Merged-chr8-111145545-75
NR4225--MA0599.1.KLF5	chr10	7780909	7780918	-	0.000	0.000	Merged-chr10-7780858-76
NR26746--MA1107.1.KLF9	chr17	65954080	65954092	-	0.000	0.000	Merged-chr17-65954196-36
NR13689--MA0599.1.KLF5	chr12	99548547	99548556	-	0.000	0.000	Merged-chr12-99548576-10
NR44543--MA0599.1.KLF5	chr5	36582016	36582025	+	0.000	0.000	Merged-chr5-36582061-78
NR27958--MA0599.1.KLF5	chr18	35740221	35740230	-	0.000	0.000	Merged-chr18-35740183-57
NR61539--MA1107.1.KLF9	chr9	64936724	64936736	+	0.000	0.000	Merged-chr9-64936635-11
NR58812--MA0599.1.KLF5	chr8	95320970	95320979	+	0.000	0.000	Merged-chr8-95320775-75
NR14084--MA0741.1.KLF16	chr12	107976919	107976929	+	0.000	0.000	Merged-chr12-107976814-14
NR34051--MA0493.1.Klf1	chr2	127319253	127319263	-	0.000	0.000	Merged-chr2-127319189-56
NR2616--MA0741.1.KLF16	chr1	156522461	156522471	-	0.000	0.000	Merged-chr1-156522298-40
NR39080--MA0599.1.KLF5	chr3	139042557	139042566	+	0.000	0.000	Merged-chr3-139042568-80
NR7817--MA0599.1.KLF5	chr10	130282226	130282235	+	0.000	0.000	Merged-chr10-130282161-2
NR40540--MA0741.1.KLF16	chr4	47091977	47091987	-	0.000	0.000	Merged-chr4-47092153-114
NR22677--MA0741.1.KLF16	chr16	10835431	10835441	-	0.000	0.000	Merged-chr16-10835288-65
NR13116--MA0599.1.KLF5	chr12	73746282	73746291	-	0.000	0.000	Merged-chr12-73746193-23
NR61584--MA0740.1.KLF14	chr9	65587081	65587094	+	0.000	0.000	Merged-chr9-65587090-27
NR600--MA0493.1.Klf1	chr1	52011443	52011453	-	0.000	0.000	Merged-chr1-52011364-58
NR43597--MA0741.1.KLF16	chr4	152297142	152297152	-	0.000	0.000	Merged-chr4-152297190-61
NR31252--MA0599.1.KLF5	chr2	10374053	10374062	+	0.000	0.000	Merged-chr2-10373891-14
NR10124--MA0741.1.KLF16	chr11	85407806	85407816	+	0.000	0.000	Merged-chr11-85407928-27
NR37634--MA0493.1.Klf1	chr3	96220933	96220943	-	0.000	0.000	Merged-chr3-96221095-34
NR22814--MA0742.1.Klf12	chr16	15984636	15984650	-	0.000	0.000	Merged-chr16-15984577-12
NR58808--MA0657.1.KLF13	chr8	95320968	95320985	+	0.000	0.000	Merged-chr8-95320775-75
NR33834--MA0740.1.KLF14	chr2	120850545	120850558	-	0.000	0.000	Merged-chr2-120850426-67
NR59843--MA0741.1.KLF16	chr8	122712170	122712180	-	0.000	0.000	Merged-chr8-122712057-14
NR49094--MA0741.1.KLF16	chr6	48676098	48676108	-	0.000	0.000	Merged-chr6-48676195-68
NR58480--MA0493.1.Klf1	chr8	84664140	84664150	-	0.000	0.000	Merged-chr8-84664181-39
NR15049--MA0493.1.Klf1	chr13	34002811	34002821	-	0.000	0.000	Merged-chr13-34002683-127,Merged-chr13-34003004-3
NR26671--MA0599.1.KLF5	chr17	64332279	64332288	-	0.000	0.000	Merged-chr17-64332180-104
NR12259--MA0599.1.KLF5	chr12	13508950	13508959	-	0.000	0.000	Merged-chr12-13508859-14
NR4211--MA0493.1.Klf1	chr10	5824255	5824265	+	0.000	0.000	Merged-chr10-5824355-123
NR41954--MA0599.1.KLF5	chr4	126556926	126556935	-	0.000	0.000	Merged-chr4-126557087-49
NR16829--MA0741.1.KLF16	chr13	107940504	107940514	+	0.000	0.000	Merged-chr13-107940409-34
NR1421--MA0599.1.KLF5	chr1	91145206	91145215	+	0.000	0.000	Merged-chr1-91145038-11
NR55341--MA0741.1.KLF16	chr7	116336460	116336470	+	0.000	0.000	Merged-chr7-116336352-38
NR17349--MA1107.1.KLF9	chr13	119616989	119617001	-	0.000	0.000	Merged-chr13-119616717-94
NR2296--MA0599.1.KLF5	chr1	143202477	143202486	-	0.000	0.000	Merged-chr1-143202432-31
NR46705--MA0599.1.KLF5	chr5	122354541	122354550	-	0.000	0.000	Merged-chr5-122354420-69
NR24263--MA0599.1.KLF5	chr16	93711912	93711921	+	0.000	0.000	Merged-chr16-93711802-127
NR15636--MA0599.1.KLF5	chr13	56522377	56522386	-	0.000	0.000	Merged-chr13-56522495-59
NR8841--MA0741.1.KLF16	chr11	54205591	54205601	+	0.000	0.000	Merged-chr11-54205523-3
NR27715--MA0740.1.KLF14	chr18	23803945	23803958	-	0.000	0.000	Merged-chr18-23803965-77
NR62728--MA0493.1.Klf1	chr9	106685821	106685831	+	0.000	0.000	Merged-chr9-106685635-87
NR8636--MA0741.1.KLF16	chr11	49177886	49177896	-	0.000	0.000	Merged-chr11-49177868-11
NR5673--MA0599.1.KLF5	chr10	77606569	77606578	+	0.000	0.000	Merged-chr10-77606503-166
NR13022--MA0599.1.KLF5	chr12	70937781	70937790	+	0.000	0.000	Merged-chr12-70937913-56
NR6685--MA0741.1.KLF16	chr10	98776412	98776422	-	0.000	0.000	Merged-chr10-98776574-38
NR33572--MA0657.1.KLF13	chr2	114566902	114566919	+	0.000	0.000	Merged-chr2-114567021-7
NR56118--MA0741.1.KLF16	chr7	132804183	132804193	-	0.000	0.000	Merged-chr7-132804206-45
NR45991--MA0599.1.KLF5	chr5	107987176	107987185	+	0.000	0.000	Merged-chr5-107987053-156
NR56957--MA0740.1.KLF14	chr8	14996105	14996118	-	0.000	0.000	Merged-chr8-14996187-57
NR10615--MA0740.1.KLF14	chr11	97883659	97883672	+	0.000	0.000	Merged-chr11-97883682-8
NR54475--MA0599.1.KLF5	chr7	90130136	90130145	-	0.000	0.000	Merged-chr7-90130067-126
NR56584--MA0742.1.Klf12	chr7	141562092	141562106	+	0.000	0.000	Merged-chr7-141562329-80
NR9076--MA0741.1.KLF16	chr11	60115376	60115386	+	0.000	0.000	Merged-chr11-60115208-93
NR33753--MA1107.1.KLF9	chr2	119189562	119189574	+	0.000	0.000	Merged-chr2-119189381-64
NR21262--MA0740.1.KLF14	chr15	81510679	81510692	-	0.000	0.000	Merged-chr15-81510764-17
NR49888--MA0741.1.KLF16	chr6	87590783	87590793	+	0.000	0.000	Merged-chr6-87590737-28
NR18934--MA0740.1.KLF14	chr14	75064698	75064711	+	0.000	0.000	Merged-chr14-75064758-13
NR49298--MA0493.1.Klf1	chr6	54849700	54849710	-	0.000	0.000	Merged-chr6-54849565-61
NR52931--MA0740.1.KLF14	chr7	27508260	27508273	-	0.000	0.000	Merged-chr7-27508351-96
NR28833--MA0599.1.KLF5	chr18	74431505	74431514	+	0.000	0.000	Merged-chr18-74431355-25
NR12165--MA0599.1.KLF5	chr12	8771789	8771798	-	0.000	0.000	Merged-chr12-8771692-58
NR60880--MA0742.1.Klf12	chr9	42264294	42264308	+	0.000	0.000	Merged-chr9-42264244-61
NR29799--MA0657.1.KLF13	chr19	10577353	10577370	+	0.000	0.000	Merged-chr19-10577280-70
NR55739--MA0493.1.Klf1	chr7	126369629	126369639	+	0.000	0.000	Merged-chr7-126369585-49
NR35081--MA0740.1.KLF14	chr2	156863096	156863109	+	0.000	0.000	Merged-chr2-156863102-107
NR1613--MA0493.1.Klf1	chr1	105663812	105663822	-	0.000	0.000	Merged-chr1-105663837-98
NR30442--MA0741.1.KLF16	chr19	44146473	44146483	+	0.000	0.000	Merged-chr19-44146311-57
NR43311--MA0741.1.KLF16	chr4	149166790	149166800	+	0.000	0.000	Merged-chr4-149166901-79
NR64071--MA0599.1.KLF5	chrX	35897858	35897867	-	0.000	0.000	Merged-chrX-35898149-82
NR17040--MA1107.1.KLF9	chr13	111796783	111796795	-	0.000	0.000	Merged-chr13-111796973-104
NR8574--MA0039.3.KLF4	chr11	46454879	46454889	-	0.000	0.000	Merged-chr11-46454823-30
NR59785--MA0493.1.Klf1	chr8	122432955	122432965	+	0.000	0.000	Merged-chr8-122432955-76
NR59681--MA0741.1.KLF16	chr8	120532559	120532569	-	0.000	0.000	Merged-chr8-120532679-9
NR10719--MA0493.1.Klf1	chr11	98942067	98942077	-	0.000	0.000	Merged-chr11-98942196-71
NR61557--MA1107.1.KLF9	chr9	65188850	65188862	-	0.000	0.000	Merged-chr9-65188751-4
NR12445--MA0742.1.Klf12	chr12	28649570	28649584	+	0.000	0.000	Merged-chr12-28649710-52
NR28805--MA1107.1.KLF9	chr18	73765199	73765211	+	0.000	0.000	Merged-chr18-73765273-28
NR61342--MA1107.1.KLF9	chr9	57956933	57956945	-	0.000	0.000	Merged-chr9-57956974-45
NR62671--MA0657.1.KLF13	chr9	106429375	106429392	-	0.000	0.000	Merged-chr9-106429526-66
NR7620--MA0599.1.KLF5	chr10	127211640	127211649	-	0.000	0.000	Merged-chr10-127211540-55
NR5301--MA0493.1.Klf1	chr10	67285392	67285402	-	0.000	0.000	Merged-chr10-67285223-89
NR42--MA0599.1.KLF5	chr1	7455104	7455113	+	0.000	0.000	Merged-chr1-7455103-17
NR34050--MA0039.3.KLF4	chr2	127319251	127319261	-	0.000	0.000	Merged-chr2-127319189-56
NR29980--MA0741.1.KLF16	chr19	21647341	21647351	-	0.000	0.000	Merged-chr19-21647449-23
NR8011--MA0493.1.Klf1	chr11	6546800	6546810	-	0.000	0.000	Merged-chr11-6546769-84
NR25433--MA0493.1.Klf1	chr17	27652187	27652197	-	0.000	0.000	Merged-chr17-27652291-8
NR39809--MA0741.1.KLF16	chr4	8535632	8535642	-	0.000	0.000	Merged-chr4-8535765-85
NR28278--MA0599.1.KLF5	chr18	53817619	53817628	+	0.000	0.000	Merged-chr18-53817599-8
NR34862--MA0599.1.KLF5	chr2	152360542	152360551	+	0.000	0.000	Merged-chr2-152360534-43
NR39828--MA0599.1.KLF5	chr4	8906860	8906869	+	0.000	0.000	Merged-chr4-8906961-41
NR52935--MA0493.1.Klf1	chr7	27508263	27508273	-	0.000	0.000	Merged-chr7-27508351-96
NR14377--MA0742.1.Klf12	chr12	112743579	112743593	-	0.000	0.000	Merged-chr12-112743369-41
NR843--MA0657.1.KLF13	chr1	61030625	61030642	+	0.000	0.000	Merged-chr1-61030719-23
NR15542--MA0741.1.KLF16	chr13	54622019	54622029	+	0.000	0.000	Merged-chr13-54621890-59
NR52855--MA0599.1.KLF5	chr7	25774458	25774467	-	0.000	0.000	Merged-chr7-25774614-28
NR2384--MA0039.3.KLF4	chr1	151083944	151083954	-	0.000	0.000	Merged-chr1-151084034-24
NR41851--MA0740.1.KLF14	chr4	123664888	123664901	+	0.000	0.000	Merged-chr4-123664748-62
NR18599--MA0741.1.KLF16	chr14	62873110	62873120	+	0.000	0.000	Merged-chr14-62873140-26
NR45511--MA1107.1.KLF9	chr5	92245641	92245653	+	0.000	0.000	Merged-chr5-92245649-42
NR36795--MA0493.1.Klf1	chr3	52411391	52411401	+	0.000	0.000	Merged-chr3-52411505-53
NR9153--MA0740.1.KLF14	chr11	61762148	61762161	-	0.000	0.000	Merged-chr11-61762062-61
NR46386--MA1107.1.KLF9	chr5	115126932	115126944	-	0.000	0.000	Merged-chr5-115126925-31
NR26255--MA0741.1.KLF16	chr17	46870985	46870995	-	0.000	0.000	Merged-chr17-46871157-2
NR52293--MA0740.1.KLF14	chr7	4996243	4996256	-	0.000	0.000	Merged-chr7-4996162-39
NR31686--MA0493.1.Klf1	chr2	29849975	29849985	+	0.000	0.000	Merged-chr2-29850143-19
NR4355--MA0599.1.KLF5	chr10	12964270	12964279	+	0.000	0.000	Merged-chr10-12964276-93
NR24477--MA1107.1.KLF9	chr16	96341334	96341346	+	0.000	0.000	Merged-chr16-96341450-15
NR19278--MA0740.1.KLF14	chr14	101640482	101640495	+	0.000	0.000	Merged-chr14-101640435-68
NR53151--MA0741.1.KLF16	chr7	29906105	29906115	-	0.000	0.000	Merged-chr7-29906235-59
NR36357--MA0599.1.KLF5	chr3	14641715	14641724	+	0.000	0.000	Merged-chr3-14641669-50
NR11881--MA0599.1.KLF5	chr11	119524630	119524639	+	0.000	0.000	Merged-chr11-119524712-24
NR22863--MA0740.1.KLF14	chr16	17759623	17759636	+	0.000	0.000	Merged-chr16-17759655-55
NR3568--MA0039.3.KLF4	chr1	182540374	182540384	+	0.000	0.000	Merged-chr1-182540440-3
NR56614--MA0493.1.Klf1	chr7	142354081	142354091	+	0.000	0.000	Merged-chr7-142354183-49
NR58159--MA0741.1.KLF16	chr8	71725715	71725725	-	0.000	0.000	Merged-chr8-71725669-40
NR48996--MA0740.1.KLF14	chr6	47740030	47740043	+	0.000	0.000	Merged-chr6-47740033-80
NR61029--MA0741.1.KLF16	chr9	45062966	45062976	-	0.000	0.000	Merged-chr9-45062852-37
NR61354--MA0657.1.KLF13	chr9	58253238	58253255	-	0.000	0.000	Merged-chr9-58253274-50
NR3498--MA0599.1.KLF5	chr1	181022349	181022358	-	0.000	0.000	Merged-chr1-181022473-37
NR39814--MA0493.1.Klf1	chr4	8774988	8774998	-	0.000	0.000	Merged-chr4-8775093-51
NR28360--MA0740.1.KLF14	chr18	60560702	60560715	+	0.000	0.000	Merged-chr18-60560900-69
NR23098--MA0740.1.KLF14	chr16	27389040	27389053	-	0.000	0.000	Merged-chr16-27388647-132
NR41806--MA0741.1.KLF16	chr4	122886099	122886109	-	0.000	0.000	Merged-chr4-122886088-92
NR51210--MA0599.1.KLF5	chr6	129255079	129255088	+	0.000	0.000	Merged-chr6-129255226-26
