#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR36240--MA0599.1.KLF5	chr2	34938758	34938767	-	0.000	0.000	Merged-chr2-34938971-69
NR66890--MA0493.1.Klf1	chr9	65676512	65676522	-	0.000	0.000	Merged-chr9-65676476-52
NR24344--MA0741.1.KLF16	chr15	78928325	78928335	-	0.000	0.000	Merged-chr15-78928209-40
NR9086--MA0039.3.KLF4	chr10	120616923	120616933	+	0.000	0.000	Merged-chr10-120616812-55
NR58130--MA1107.1.KLF9	chr7	6383276	6383288	-	0.000	0.000	Merged-chr7-6383352-66
NR5094--MA1107.1.KLF9	chr1	193349928	193349940	-	0.000	0.000	Merged-chr1-193349952-15
NR39902--MA0039.3.KLF4	chr2	167313902	167313912	+	0.000	0.000	Merged-chr2-167313855-44
NR54797--MA0599.1.KLF5	chr6	38254301	38254310	-	0.000	0.000	Merged-chr6-38254248-53
NR38620--MA1107.1.KLF9	chr2	128125917	128125929	-	0.000	0.000	Merged-chr2-128126014-53
NR12361--MA0493.1.Klf1	chr11	102946880	102946890	-	0.000	0.000	Merged-chr11-102946743-33
NR45535--MA0741.1.KLF16	chr4	32387963	32387973	+	0.000	0.000	Merged-chr4-32387941-10
NR24208--MA1107.1.KLF9	chr15	76879192	76879204	+	0.000	0.000	Merged-chr15-76879232-42
NR33511--MA1107.1.KLF9	chr18	82812532	82812544	-	0.000	0.000	Merged-chr18-82812542-35
NR17390--MA0599.1.KLF5	chr13	64161686	64161695	+	0.000	0.000	Merged-chr13-64161873-63
NR27845--MA0740.1.KLF14	chr16	91485195	91485208	-	0.000	0.000	Merged-chr16-91485256-80
NR2864--MA0742.1.Klf12	chr1	131827920	131827934	+	0.000	0.000	Merged-chr1-131828072-77
NR27098--MA0740.1.KLF14	chr16	64800651	64800664	+	0.000	0.000	Merged-chr16-64800516-42
NR1934--MA0039.3.KLF4	chr1	88622609	88622619	+	0.000	0.000	Merged-chr1-88622560-34
NR45054--MA1107.1.KLF9	chr4	8681321	8681333	+	0.000	0.000	Merged-chr4-8681358-5
NR20999--MA1107.1.KLF9	chr14	57826338	57826350	+	0.000	0.000	Merged-chr14-57826371-66
NR15563--MA0741.1.KLF16	chr12	110737981	110737991	-	0.000	0.000	Merged-chr12-110737948-78
NR1158--MA0741.1.KLF16	chr1	58713087	58713097	-	0.000	0.000	Merged-chr1-58713281-1
NR47682--MA0493.1.Klf1	chr4	119195366	119195376	+	0.000	0.000	Merged-chr4-119195443-60
NR32879--MA0599.1.KLF5	chr18	65430790	65430799	+	0.000	0.000	Merged-chr18-65430843-87
NR68832--MA1107.1.KLF9	chrX	48435754	48435766	-	0.000	0.000	Merged-chrX-48435827-14
NR63733--MA0599.1.KLF5	chr8	71272541	71272550	-	0.000	0.000	Merged-chr8-71272830-80
NR6215--MA0741.1.KLF16	chr10	40301610	40301620	+	0.000	0.000	Merged-chr10-40301581-108
NR1169--MA1107.1.KLF9	chr1	58797424	58797436	+	0.000	0.000	Merged-chr1-58797535-46
NR15700--MA0742.1.Klf12	chr12	115165685	115165699	+	0.000	0.000	Merged-chr12-115165730-55
NR13545--MA0493.1.Klf1	chr12	25216881	25216891	-	0.000	0.000	Merged-chr12-25216883-29
NR52017--MA0741.1.KLF16	chr5	107597691	107597701	+	0.000	0.000	Merged-chr5-107597762-77
NR42699--MA0599.1.KLF5	chr3	95231436	95231445	+	0.000	0.000	Merged-chr3-95231368-38
NR24348--MA0599.1.KLF5	chr15	78935234	78935243	+	0.000	0.000	Merged-chr15-78935090-51
NR60815--MA0741.1.KLF16	chr7	102210352	102210362	-	0.000	0.000	Merged-chr7-102210325-100
NR27397--MA1107.1.KLF9	chr16	75856083	75856095	+	0.000	0.000	Merged-chr16-75856186-4
NR64035--MA0599.1.KLF5	chr8	82402589	82402598	-	0.000	0.000	Merged-chr8-82402722-77
NR22974--MA0599.1.KLF5	chr15	25871607	25871616	-	0.000	0.000	Merged-chr15-25871746-13
NR53296--MA0740.1.KLF14	chr5	135957734	135957747	-	0.000	0.000	Merged-chr5-135957645-50
NR30572--MA0741.1.KLF16	chr17	73273827	73273837	+	0.000	0.000	Merged-chr17-73273981-22
NR66041--MA0741.1.KLF16	chr9	31211536	31211546	+	0.000	0.000	Merged-chr9-31211648-90
NR33981--MA1107.1.KLF9	chr19	6858312	6858324	+	0.000	0.000	Merged-chr19-6858226-46
NR68296--MA0599.1.KLF5	chr9	119983793	119983802	+	0.000	0.000	Merged-chr9-119983826-11
NR53714--MA0741.1.KLF16	chr5	143315434	143315444	+	0.000	0.000	Merged-chr5-143315545-3
NR47911--MA0599.1.KLF5	chr4	124936957	124936966	+	0.000	0.000	Merged-chr4-124937021-50
NR10521--MA1107.1.KLF9	chr11	49982974	49982986	+	0.000	0.000	Merged-chr11-49983180-23
NR1583--MA0740.1.KLF14	chr1	75317752	75317765	+	0.000	0.000	Merged-chr1-75317558-106
NR6943--MA0741.1.KLF16	chr10	67285391	67285401	-	0.000	0.000	Merged-chr10-67285223-89
NR11939--MA0599.1.KLF5	chr11	96318543	96318552	-	0.000	0.000	Merged-chr11-96318689-43
NR18477--MA0741.1.KLF16	chr13	97406646	97406656	+	0.000	0.000	Merged-chr13-97406780-35
NR717--MA0599.1.KLF5	chr1	36691384	36691393	+	0.000	0.000	Merged-chr1-36691498-50
NR24692--MA0493.1.Klf1	chr15	84663178	84663188	-	0.000	0.000	Merged-chr15-84663201-26
NR32785--MA0599.1.KLF5	chr18	61911597	61911606	-	0.000	0.000	Merged-chr18-61911637-53
NR34931--MA0741.1.KLF16	chr19	56400474	56400484	+	0.000	0.000	Merged-chr19-56400406-24
NR40057--MA1107.1.KLF9	chr2	169504474	169504486	+	0.000	0.000	Merged-chr2-169504323-1
NR65040--MA0740.1.KLF14	chr8	119344371	119344384	-	0.000	0.000	Merged-chr8-119344551-61
NR21315--MA0740.1.KLF14	chr14	70635879	70635892	+	0.000	0.000	Merged-chr14-70635949-38
NR18775--MA0493.1.Klf1	chr13	104109639	104109649	+	0.000	0.000	Merged-chr13-104109580-88
NR4512--MA0657.1.KLF13	chr1	178449405	178449422	+	0.000	0.000	Merged-chr1-178449320-25
NR30251--MA0493.1.Klf1	chr17	65558470	65558480	-	0.000	0.000	Merged-chr17-65558424-20
NR7449--MA0741.1.KLF16	chr10	79919622	79919632	-	0.000	0.000	Merged-chr10-79919625-6
NR9517--MA0493.1.Klf1	chr10	128270504	128270514	-	0.000	0.000	Merged-chr10-128270552-51
NR11108--MA0740.1.KLF14	chr11	69323945	69323958	-	0.000	0.000	Merged-chr11-69323892-53
NR24519--MA0741.1.KLF16	chr15	81481234	81481244	-	0.000	0.000	Merged-chr15-81481205-40
NR45915--MA0741.1.KLF16	chr4	43499671	43499681	-	0.000	0.000	Merged-chr4-43499565-45
NR66293--MA0741.1.KLF16	chr9	44305642	44305652	+	0.000	0.000	Merged-chr9-44305753-50
NR62852--MA0039.3.KLF4	chr8	35651027	35651037	+	0.000	0.000	Merged-chr8-35650941-17
NR57027--MA1107.1.KLF9	chr6	125355263	125355275	-	0.000	0.000	Merged-chr6-125355418-28
NR53273--MA0599.1.KLF5	chr5	135689096	135689105	-	0.000	0.000	Merged-chr5-135689128-71
NR66564--MA0741.1.KLF16	chr9	55110576	55110586	+	0.000	0.000	Merged-chr9-55110680-29
NR48750--MA0741.1.KLF16	chr4	144404708	144404718	-	0.000	0.000	Merged-chr4-144404799-3
NR1066--MA1107.1.KLF9	chr1	52800557	52800569	+	0.000	0.000	Merged-chr1-52800518-18
NR67828--MA0493.1.Klf1	chr9	106199277	106199287	-	0.000	0.000	Merged-chr9-106199274-52
NR25132--MA0740.1.KLF14	chr15	94589884	94589897	+	0.000	0.000	Merged-chr15-94589770-65
NR56189--MA0599.1.KLF5	chr6	97294088	97294097	-	0.000	0.000	Merged-chr6-97294114-106
NR67748--MA0599.1.KLF5	chr9	102626231	102626240	+	0.000	0.000	Merged-chr9-102626272-120
NR47141--MA0599.1.KLF5	chr4	95052668	95052677	-	0.000	0.000	Merged-chr4-95052595-139
NR10991--MA1107.1.KLF9	chr11	62879345	62879357	+	0.000	0.000	Merged-chr11-62879529-68
NR20856--MA0740.1.KLF14	chr14	54225387	54225400	+	0.000	0.000	Merged-chr14-54225223-49
NR64013--MA0741.1.KLF16	chr8	81014977	81014987	+	0.000	0.000	Merged-chr8-81015053-72
NR38814--MA0741.1.KLF16	chr2	132512642	132512652	-	0.000	0.000	Merged-chr2-132512511-69
NR18328--MA0599.1.KLF5	chr13	92354667	92354676	+	0.000	0.000	Merged-chr13-92354723-122
NR61212--MA1107.1.KLF9	chr7	118740228	118740240	-	0.000	0.000	Merged-chr7-118740082-2
NR52486--MA0039.3.KLF4	chr5	118465283	118465293	-	0.000	0.000	Merged-chr5-118465239-56
NR67872--MA1107.1.KLF9	chr9	106477195	106477207	-	0.000	0.000	Merged-chr9-106477001-83
NR16954--MA0599.1.KLF5	chr13	49371712	49371721	+	0.000	0.000	Merged-chr13-49371654-30
NR33418--MA0742.1.Klf12	chr18	80200696	80200710	-	0.000	0.000	Merged-chr18-80200692-56
NR34312--MA0741.1.KLF16	chr19	29325370	29325380	+	0.000	0.000	Merged-chr19-29325284-39
NR11845--MA0599.1.KLF5	chr11	94602012	94602021	+	0.000	0.000	Merged-chr11-94601858-52
NR25438--MA0599.1.KLF5	chr15	102247244	102247253	+	0.000	0.000	Merged-chr15-102247349-1
NR49993--MA0742.1.Klf12	chr5	25499038	25499052	-	0.000	0.000	Merged-chr5-25499095-193
NR11630--MA0599.1.KLF5	chr11	83302820	83302829	+	0.000	0.000	Merged-chr11-83302766-59
NR21119--MA0657.1.KLF13	chr14	61556958	61556975	-	0.000	0.000	Merged-chr14-61556804-76
NR25223--MA0599.1.KLF5	chr15	98181301	98181310	+	0.000	0.000	Merged-chr15-98181409-51
NR68496--MA0741.1.KLF16	chrX	7586650	7586660	-	0.000	0.000	Merged-chrX-7586610-10
NR42905--MA0599.1.KLF5	chr3	101288000	101288009	-	0.000	0.000	Merged-chr3-101288021-52
NR10176--MA0039.3.KLF4	chr11	24077536	24077546	-	0.000	0.000	Merged-chr11-24077473-13
NR68101--MA0741.1.KLF16	chr9	114546941	114546951	-	0.000	0.000	Merged-chr9-114546935-29
NR53281--MA0741.1.KLF16	chr5	135744288	135744298	+	0.000	0.000	Merged-chr5-135744270-59
NR11973--MA0742.1.Klf12	chr11	96789531	96789545	-	0.000	0.000	Merged-chr11-96789293-51
NR58462--MA0740.1.KLF14	chr7	19404149	19404162	+	0.000	0.000	Merged-chr7-19404013-49
NR40506--MA0599.1.KLF5	chr2	180276753	180276762	+	0.000	0.000	Merged-chr2-180276597-19
NR63751--MA0599.1.KLF5	chr8	71382078	71382087	-	0.000	0.000	Merged-chr8-71381982-56
NR48110--MA0599.1.KLF5	chr4	129820140	129820149	-	0.000	0.000	Merged-chr4-129820380-124
NR69171--MA0599.1.KLF5	chrX	102189390	102189399	+	0.000	0.000	Merged-chrX-102189182-65
NR65106--MA1107.1.KLF9	chr8	120404059	120404071	+	0.000	0.000	Merged-chr8-120404007-24
NR35414--MA0657.1.KLF13	chr2	13575061	13575078	+	0.000	0.000	Merged-chr2-13575035-10
NR5016--MA0742.1.Klf12	chr1	192092698	192092712	-	0.000	0.000	Merged-chr1-192092599-105
NR23851--MA0741.1.KLF16	chr15	61983498	61983508	-	0.000	0.000	Merged-chr15-61983458-31
NR52173--MA1107.1.KLF9	chr5	112273911	112273923	+	0.000	0.000	Merged-chr5-112273853-3
NR50675--MA0599.1.KLF5	chr5	52190450	52190459	+	0.000	0.000	Merged-chr5-52190420-134
NR3904--MA1107.1.KLF9	chr1	164366697	164366709	-	0.000	0.000	Merged-chr1-164366862-30
NR1039--MA0657.1.KLF13	chr1	52150102	52150119	-	0.000	0.000	Merged-chr1-52150135-5
NR64392--MA1107.1.KLF9	chr8	94413596	94413608	+	0.000	0.000	Merged-chr8-94413719-53
NR9509--MA0741.1.KLF16	chr10	128211814	128211824	+	0.000	0.000	Merged-chr10-128211803-53
NR39777--MA0741.1.KLF16	chr2	163472702	163472712	-	0.000	0.000	Merged-chr2-163472521-59
NR22992--MA0599.1.KLF5	chr15	27578022	27578031	+	0.000	0.000	Merged-chr15-27578127-37
NR29456--MA1107.1.KLF9	chr17	35823070	35823082	-	0.000	0.000	Merged-chr17-35823208-57
NR22714--MA0493.1.Klf1	chr15	10714725	10714735	-	0.000	0.000	Merged-chr15-10714882-50
NR62616--MA0493.1.Klf1	chr8	26015614	26015624	+	0.000	0.000	Merged-chr8-26015472-62
NR8271--MA0599.1.KLF5	chr10	98914482	98914491	+	0.000	0.000	Merged-chr10-98914755-152
NR40094--MA0599.1.KLF5	chr2	170206042	170206051	-	0.000	0.000	Merged-chr2-170206161-1
NR42689--MA1107.1.KLF9	chr3	95135829	95135841	-	0.000	0.000	Merged-chr3-95135773-59
NR27019--MA0741.1.KLF16	chr16	59639196	59639206	+	0.000	0.000	Merged-chr16-59639250-60
NR43766--MA0493.1.Klf1	chr3	131272089	131272099	-	0.000	0.000	Merged-chr3-131271947-79
NR32883--MA0493.1.Klf1	chr18	65430850	65430860	+	0.000	0.000	Merged-chr18-65430843-87
NR38607--MA1107.1.KLF9	chr2	128061296	128061308	+	0.000	0.000	Merged-chr2-128061246-44
NR56195--MA0741.1.KLF16	chr6	97300929	97300939	-	0.000	0.000	Merged-chr6-97300820-20
NR67626--MA1107.1.KLF9	chr9	97310557	97310569	-	0.000	0.000	Merged-chr9-97310505-7
NR23006--MA0039.3.KLF4	chr15	27701620	27701630	+	0.000	0.000	Merged-chr15-27701716-1
NR58695--MA0493.1.Klf1	chr7	25155909	25155919	+	0.000	0.000	Merged-chr7-25155994-40
NR39943--MA1107.1.KLF9	chr2	167831522	167831534	-	0.000	0.000	Merged-chr2-167831318-40
NR56061--MA0742.1.Klf12	chr6	92214732	92214746	+	0.000	0.000	Merged-chr6-92214709-73
NR29461--MA0493.1.Klf1	chr17	35823157	35823167	-	0.000	0.000	Merged-chr17-35823208-57
NR12329--MA0039.3.KLF4	chr11	102317867	102317877	+	0.000	0.000	Merged-chr11-102317551-136
NR1139--MA0740.1.KLF14	chr1	57995920	57995933	+	0.000	0.000	Merged-chr1-57996060-51
NR68829--MA0599.1.KLF5	chrX	48433738	48433747	+	0.000	0.000	Merged-chrX-48433621-61
NR8243--MA1107.1.KLF9	chr10	97160936	97160948	+	0.000	0.000	Merged-chr10-97161137-2
NR23818--MA0599.1.KLF5	chr15	60132908	60132917	-	0.000	0.000	Merged-chr15-60132913-50
NR61464--MA0599.1.KLF5	chr7	127233246	127233255	+	0.000	0.000	Merged-chr7-127233150-71
NR9455--MA0599.1.KLF5	chr10	127621182	127621191	-	0.000	0.000	Merged-chr10-127621046-1
NR55070--MA0741.1.KLF16	chr6	48676102	48676112	-	0.000	0.000	Merged-chr6-48676195-68
NR34825--MA1107.1.KLF9	chr19	47910171	47910183	+	0.000	0.000	Merged-chr19-47910337-85
NR65580--MA0039.3.KLF4	chr9	11579251	11579261	-	0.000	0.000	Merged-chr9-11579132-23
NR5086--MA0493.1.Klf1	chr1	193189572	193189582	+	0.000	0.000	Merged-chr1-193189573-66
NR12720--MA0599.1.KLF5	chr11	115765506	115765515	-	0.000	0.000	Merged-chr11-115765590-61
NR2868--MA0741.1.KLF16	chr1	131910351	131910361	-	0.000	0.000	Merged-chr1-131910348-5
NR23942--MA1107.1.KLF9	chr15	68258624	68258636	+	0.000	0.000	Merged-chr15-68258737-97
NR50303--MA0493.1.Klf1	chr5	36581992	36582002	+	0.000	0.000	Merged-chr5-36582061-78
NR29023--MA0599.1.KLF5	chr17	27325265	27325274	-	0.000	0.000	Merged-chr17-27325215-15
NR47924--MA0740.1.KLF14	chr4	126046993	126047006	+	0.000	0.000	Merged-chr4-126047082-53
NR33987--MA0599.1.KLF5	chr19	6974937	6974946	-	0.000	0.000	Merged-chr19-6974819-71
NR29022--MA0742.1.Klf12	chr17	27325261	27325275	-	0.000	0.000	Merged-chr17-27325215-15
NR35971--MA0740.1.KLF14	chr2	30469931	30469944	+	0.000	0.000	Merged-chr2-30470096-26
NR64841--MA0599.1.KLF5	chr8	111393734	111393743	-	0.000	0.000	Merged-chr8-111393745-41
NR30585--MA0741.1.KLF16	chr17	73869465	73869475	+	0.000	0.000	Merged-chr17-73869364-53
NR30856--MA0741.1.KLF16	chr17	83525780	83525790	-	0.000	0.000	Merged-chr17-83525837-4
NR20854--MA0741.1.KLF16	chr14	54225364	54225374	-	0.000	0.000	Merged-chr14-54225223-49
NR66893--MA0740.1.KLF14	chr9	65908957	65908970	-	0.000	0.000	Merged-chr9-65909052-64
NR24459--MA1107.1.KLF9	chr15	80582927	80582939	-	0.000	0.000	Merged-chr15-80582931-41
NR27855--MA0599.1.KLF5	chr16	91547049	91547058	-	0.000	0.000	Merged-chr16-91546772-86
NR23280--MA0493.1.Klf1	chr15	36938893	36938903	+	0.000	0.000	Merged-chr15-36938734-87
NR50214--MA0599.1.KLF5	chr5	34196742	34196751	-	0.000	0.000	Merged-chr5-34196616-50
NR6685--MA0741.1.KLF16	chr10	59702458	59702468	-	0.000	0.000	Merged-chr10-59702548-66
NR41926--MA1107.1.KLF9	chr3	61413347	61413359	+	0.000	0.000	Merged-chr3-61413459-3
NR13904--MA0599.1.KLF5	chr12	40037415	40037424	+	0.000	0.000	Merged-chr12-40037304-3
NR34944--MA0741.1.KLF16	chr19	57082975	57082985	-	0.000	0.000	Merged-chr19-57083093-37
NR68528--MA0741.1.KLF16	chrX	8145805	8145815	-	0.000	0.000	Merged-chrX-8145691-86
NR48887--MA0740.1.KLF14	chr4	148160082	148160095	+	0.000	0.000	Merged-chr4-148160107-67
NR43106--MA0741.1.KLF16	chr3	105825735	105825745	+	0.000	0.000	Merged-chr3-105825792-34
NR834--MA0740.1.KLF14	chr1	39949395	39949408	-	0.000	0.000	Merged-chr1-39949345-35
NR27831--MA0039.3.KLF4	chr16	91366824	91366834	+	0.000	0.000	Merged-chr16-91366873-55
NR27841--MA0493.1.Klf1	chr16	91448277	91448287	+	0.000	0.000	Merged-chr16-91448282-13
NR61386--MA0742.1.Klf12	chr7	125603375	125603389	-	0.000	0.000	Merged-chr7-125603403-47
NR12445--MA0742.1.Klf12	chr11	106273029	106273043	+	0.000	0.000	Merged-chr11-106272877-78
NR38827--MA0741.1.KLF16	chr2	132687118	132687128	+	0.000	0.000	Merged-chr2-132687004-41
NR64052--MA1107.1.KLF9	chr8	83573262	83573274	-	0.000	0.000	Merged-chr8-83573289-48
NR51947--MA0039.3.KLF4	chr5	105004711	105004721	-	0.000	0.000	Merged-chr5-105004765-44
NR1146--MA0742.1.Klf12	chr1	58304554	58304568	-	0.000	0.000	Merged-chr1-58304515-8
NR62617--MA0741.1.KLF16	chr8	26015615	26015625	+	0.000	0.000	Merged-chr8-26015472-62
NR11183--MA0741.1.KLF16	chr11	70432430	70432440	-	0.000	0.000	Merged-chr11-70432530-65
NR5099--MA1107.1.KLF9	chr1	193349938	193349950	-	0.000	0.000	Merged-chr1-193349952-15
NR65062--MA0657.1.KLF13	chr8	119840579	119840596	+	0.000	0.000	Merged-chr8-119840588-52
NR2174--MA1107.1.KLF9	chr1	96570700	96570712	-	0.000	0.000	Merged-chr1-96570567-3
NR53712--MA0599.1.KLF5	chr5	143315434	143315443	+	0.000	0.000	Merged-chr5-143315545-3
NR14685--MA0599.1.KLF5	chr12	80109118	80109127	+	0.000	0.000	Merged-chr12-80109164-14
NR39506--MA0740.1.KLF14	chr2	156007961	156007974	-	0.000	0.000	Merged-chr2-156008083-48
NR68985--MA0741.1.KLF16	chrX	73880809	73880819	-	0.000	0.000	Merged-chrX-73880699-35
NR8217--MA0493.1.Klf1	chr10	96609765	96609775	+	0.000	0.000	Merged-chr10-96609713-52
NR59471--MA1107.1.KLF9	chr7	45643819	45643831	-	0.000	0.000	Merged-chr7-45643762-54
NR60146--MA0599.1.KLF5	chr7	78881820	78881829	-	0.000	0.000	Merged-chr7-78881919-4
NR40299--MA1107.1.KLF9	chr2	174312434	174312446	-	0.000	0.000	Merged-chr2-174312342-26
NR43087--MA0741.1.KLF16	chr3	105704891	105704901	+	0.000	0.000	Merged-chr3-105704887-86
NR28945--MA0599.1.KLF5	chr17	25833058	25833067	+	0.000	0.000	Merged-chr17-25833037-57
NR51304--MA0599.1.KLF5	chr5	76543213	76543222	-	0.000	0.000	Merged-chr5-76543303-10
NR32739--MA0039.3.KLF4	chr18	60805991	60806001	-	0.000	0.000	Merged-chr18-60805828-10
NR34719--MA0599.1.KLF5	chr19	46056539	46056548	-	0.000	0.000	Merged-chr19-46056669-79
NR6794--MA0741.1.KLF16	chr10	61452877	61452887	-	0.000	0.000	Merged-chr10-61452794-18
NR66448--MA0599.1.KLF5	chr9	48985246	48985255	-	0.000	0.000	Merged-chr9-48985134-97
NR12062--MA0599.1.KLF5	chr11	97883660	97883669	+	0.000	0.000	Merged-chr11-97883682-8
NR48166--MA0742.1.Klf12	chr4	131843422	131843436	-	0.000	0.000	Merged-chr4-131843494-43
NR34843--MA1107.1.KLF9	chr19	53020216	53020228	+	0.000	0.000	Merged-chr19-53020270-32
NR66233--MA0599.1.KLF5	chr9	42124370	42124379	+	0.000	0.000	Merged-chr9-42124176-82
NR67860--MA0741.1.KLF16	chr9	106453798	106453808	-	0.000	0.000	Merged-chr9-106453760-51
NR64398--MA0599.1.KLF5	chr8	94533012	94533021	-	0.000	0.000	Merged-chr8-94533073-46
NR47678--MA0493.1.Klf1	chr4	119195281	119195291	+	0.000	0.000	Merged-chr4-119195443-60
NR17704--MA0599.1.KLF5	chr13	74166993	74167002	+	0.000	0.000	Merged-chr13-74166987-58
NR49997--MA0741.1.KLF16	chr5	25499054	25499064	+	0.000	0.000	Merged-chr5-25499095-193
NR62598--MA0741.1.KLF16	chr8	25597511	25597521	+	0.000	0.000	Merged-chr8-25597379-88
NR29380--MA1107.1.KLF9	chr17	34912152	34912164	+	0.000	0.000	Merged-chr17-34912198-43
NR9051--MA0742.1.Klf12	chr10	118813764	118813778	-	0.000	0.000	Merged-chr10-118813922-11
NR47383--MA0599.1.KLF5	chr4	106932816	106932825	-	0.000	0.000	Merged-chr4-106932798-2
NR60220--MA0740.1.KLF14	chr7	80123326	80123339	+	0.000	0.000	Merged-chr7-80123359-34
NR62736--MA0039.3.KLF4	chr8	33897362	33897372	-	0.000	0.000	Merged-chr8-33897306-17
NR69610--MA0599.1.KLF5	chrX	163958155	163958164	+	0.000	0.000	Merged-chrX-163958225-138
NR40011--MA0740.1.KLF14	chr2	168904367	168904380	+	0.000	0.000	Merged-chr2-168904404-53
NR12688--MA0741.1.KLF16	chr11	115475638	115475648	-	0.000	0.000	Merged-chr11-115475686-55
NR33432--MA0599.1.KLF5	chr18	80280515	80280524	-	0.000	0.000	Merged-chr18-80280568-28
NR12710--MA1107.1.KLF9	chr11	115603722	115603734	-	0.000	0.000	Merged-chr11-115603871-66
NR63446--MA0742.1.Klf12	chr8	64872035	64872049	-	0.000	0.000	Merged-chr8-64871934-64
NR33781--MA0740.1.KLF14	chr19	4097058	4097071	+	0.000	0.000	Merged-chr19-4097209-78
NR47907--MA0599.1.KLF5	chr4	124751528	124751537	-	0.000	0.000	Merged-chr4-124751555-48
NR38665--MA0741.1.KLF16	chr2	129065934	129065944	-	0.000	0.000	Merged-chr2-129066183-78
NR54000--MA0493.1.Klf1	chr6	3399473	3399483	-	0.000	0.000	Merged-chr6-3399502-52
NR20356--MA0599.1.KLF5	chr14	34549254	34549263	+	0.000	0.000	Merged-chr14-34549308-78
NR23721--MA0741.1.KLF16	chr15	57912421	57912431	-	0.000	0.000	Merged-chr15-57912529-99
NR10105--MA0740.1.KLF14	chr11	22782984	22782997	-	0.000	0.000	Merged-chr11-22782908-24
NR8588--MA1107.1.KLF9	chr10	108161940	108161952	+	0.000	0.000	Merged-chr10-108162135-108
NR40872--MA1107.1.KLF9	chr3	21991928	21991940	+	0.000	0.000	Merged-chr3-21992010-59
NR21446--MA0657.1.KLF13	chr14	75845210	75845227	+	0.000	0.000	Merged-chr14-75845337-99
NR34434--MA0741.1.KLF16	chr19	36409555	36409565	-	0.000	0.000	Merged-chr19-36409790-61
NR42961--MA0741.1.KLF16	chr3	103058218	103058228	-	0.000	0.000	Merged-chr3-103058357-51
NR24432--MA0741.1.KLF16	chr15	80083395	80083405	+	0.000	0.000	Merged-chr15-80083424-61
NR47698--MA0741.1.KLF16	chr4	119539627	119539637	-	0.000	0.000	Merged-chr4-119539828-119
NR60299--MA0741.1.KLF16	chr7	80919520	80919530	-	0.000	0.000	Merged-chr7-80919490-53
NR59010--MA1107.1.KLF9	chr7	30333140	30333152	-	0.000	0.000	Merged-chr7-30333026-1
NR58242--MA0039.3.KLF4	chr7	16001849	16001859	-	0.000	0.000	Merged-chr7-16001989-41
NR35007--MA0493.1.Klf1	chr19	60183110	60183120	+	0.000	0.000	Merged-chr19-60182957-49
NR37450--MA1107.1.KLF9	chr2	80581213	80581225	-	0.000	0.000	Merged-chr2-80581097-101
NR19948--MA0741.1.KLF16	chr14	20674310	20674320	+	0.000	0.000	Merged-chr14-20674407-80
NR22547--MA0741.1.KLF16	chr14	122066420	122066430	-	0.000	0.000	Merged-chr14-122066525-42
NR3931--MA1107.1.KLF9	chr1	165174115	165174127	-	0.000	0.000	Merged-chr1-165174283-37
NR18476--MA0599.1.KLF5	chr13	97406646	97406655	+	0.000	0.000	Merged-chr13-97406780-35
NR56059--MA0493.1.Klf1	chr6	92214131	92214141	-	0.000	0.000	Merged-chr6-92214194-3
NR60592--MA0039.3.KLF4	chr7	92637102	92637112	-	0.000	0.000	Merged-chr7-92637112-64
NR10996--MA1107.1.KLF9	chr11	63922428	63922440	-	0.000	0.000	Merged-chr11-63922281-53
NR48377--MA0740.1.KLF14	chr4	135198110	135198123	+	0.000	0.000	Merged-chr4-135197991-22
NR53269--MA0599.1.KLF5	chr5	135689002	135689011	-	0.000	0.000	Merged-chr5-135689128-71
NR55443--MA1107.1.KLF9	chr6	67295127	67295139	-	0.000	0.000	Merged-chr6-67295032-2
NR33433--MA0740.1.KLF14	chr18	80492506	80492519	+	0.000	0.000	Merged-chr18-80492606-36
NR53730--MA0599.1.KLF5	chr5	143731621	143731630	-	0.000	0.000	Merged-chr5-143731621-1
NR28315--MA0741.1.KLF16	chr17	6978846	6978856	-	0.000	0.000	Merged-chr17-6979052-61
NR38643--MA1107.1.KLF9	chr2	128698317	128698329	+	0.000	0.000	Merged-chr2-128698451-42
NR15717--MA0741.1.KLF16	chr12	117447358	117447368	-	0.000	0.000	Merged-chr12-117447459-59
NR47137--MA0599.1.KLF5	chr4	94978997	94979006	+	0.000	0.000	Merged-chr4-94979011-66
NR41755--MA0740.1.KLF14	chr3	55743869	55743882	-	0.000	0.000	Merged-chr3-55744037-44
NR24917--MA0599.1.KLF5	chr15	89476348	89476357	-	0.000	0.000	Merged-chr15-89476313-64
NR33997--MA0742.1.Klf12	chr19	6992586	6992600	+	0.000	0.000	Merged-chr19-6992689-50
NR5999--MA1107.1.KLF9	chr10	30618172	30618184	+	0.000	0.000	Merged-chr10-30618352-61
NR25371--MA0599.1.KLF5	chr15	101145623	101145632	+	0.000	0.000	Merged-chr15-101145704-46
