#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR8319--MA0766.1.GATA5	chr6	124750614	124750621	+	0.000	0.000	Merged-chr6-124750623-14
NR5009--MA0482.1.Gata4	chr19	6015318	6015328	+	0.000	0.000	Merged-chr19-6015500-73
NR9940--MA0036.3.GATA2	chrX	166329312	166329322	+	0.000	0.000	Merged-chrX-166329162-24
NR4688--MA0766.1.GATA5	chr18	21122265	21122272	-	0.000	0.000	Merged-chr18-21122105-31
NR616--MA0482.1.Gata4	chr1	143202936	143202946	-	0.000	0.000	Merged-chr1-143203062-8
NR3901--MA0482.1.Gata4	chr16	30252200	30252210	-	0.000	0.000	Merged-chr16-30252274-42
NR4017--MA0035.3.Gata1	chr16	58670209	58670219	+	0.000	0.000	Merged-chr16-58670422-58
NR6467--MA0036.3.GATA2	chr3	136611952	136611962	-	0.000	0.000	Merged-chr3-136611929-48
NR6273--MA0482.1.Gata4	chr3	96580269	96580279	+	0.000	0.000	Merged-chr3-96580278-43
NR1602--MA0482.1.Gata4	chr11	33932387	33932397	-	0.000	0.000	Merged-chr11-33932389-100
NR8480--MA0037.3.GATA3	chr6	140308227	140308234	-	0.000	0.000	Merged-chr6-140308190-9
NR362--MA1104.1.GATA6	chr1	88578421	88578433	+	0.000	0.000	Merged-chr1-88578300-28
NR9430--MA0036.3.GATA2	chr8	125351840	125351850	-	0.000	0.000	Merged-chr8-125351679-18
NR4168--MA0036.3.GATA2	chr16	91413417	91413427	-	0.000	0.000	Merged-chr16-91413429-37
NR3991--MA0482.1.Gata4	chr16	55907184	55907194	-	0.000	0.000	Merged-chr16-55907118-61
NR1905--MA0036.3.GATA2	chr12	28735564	28735574	-	0.000	0.000	Merged-chr12-28735423-1
NR7402--MA0036.3.GATA2	chr5	29200062	29200072	+	0.000	0.000	Merged-chr5-29200032-4
NR5451--MA0036.3.GATA2	chr2	92192027	92192037	-	0.000	0.000	Merged-chr2-92192158-30
NR3162--MA0766.1.GATA5	chr14	60072723	60072730	-	0.000	0.000	Merged-chr14-60072713-24
NR6832--MA0037.3.GATA3	chr4	53384822	53384829	-	0.000	0.000	Merged-chr4-53384912-31
NR9791--MA0036.3.GATA2	chr9	120493244	120493254	+	0.000	0.000	Merged-chr9-120493281-1
NR7983--MA0482.1.Gata4	chr6	49983945	49983955	+	0.000	0.000	Merged-chr6-49983913-9
NR1600--MA0036.3.GATA2	chr11	32162425	32162435	+	0.000	0.000	Merged-chr11-32162378-27
NR6670--MA0037.3.GATA3	chr4	11404221	11404228	-	0.000	0.000	Merged-chr4-11404244-13
NR6574--MA1104.1.GATA6	chr3	152919361	152919373	-	0.000	0.000	Merged-chr3-152919231-7
NR5496--MA0037.3.GATA3	chr2	109608257	109608264	+	0.000	0.000	Merged-chr2-109608122-1
NR1903--MA1104.1.GATA6	chr12	28735563	28735575	+	0.000	0.000	Merged-chr12-28735423-1
NR1605--MA0035.3.Gata1	chr11	33932388	33932398	-	0.000	0.000	Merged-chr11-33932389-100
NR8479--MA0035.3.Gata1	chr6	140308146	140308156	-	0.000	0.000	Merged-chr6-140308190-9
NR5321--MA0036.3.GATA2	chr2	59469817	59469827	+	0.000	0.000	Merged-chr2-59469655-1
NR8659--MA0766.1.GATA5	chr7	30099623	30099630	+	0.000	0.000	Merged-chr7-30099514-26
NR7208--MA1104.1.GATA6	chr4	150517580	150517592	-	0.000	0.000	Merged-chr4-150517532-35
NR8726--MA0482.1.Gata4	chr7	58319576	58319586	+	0.000	0.000	Merged-chr7-58319604-3
NR1714--MA0035.3.Gata1	chr11	90488275	90488285	+	0.000	0.000	Merged-chr11-90488376-19
NR4105--MA0035.3.Gata1	chr16	78265277	78265287	+	0.000	0.000	Merged-chr16-78265078-57
NR7211--MA0035.3.Gata1	chr4	150517581	150517591	+	0.000	0.000	Merged-chr4-150517532-35
NR3545--MA0036.3.GATA2	chr15	36440113	36440123	-	0.000	0.000	Merged-chr15-36440213-15
NR1671--MA0482.1.Gata4	chr11	70240049	70240059	+	0.000	0.000	Merged-chr11-70239985-43
NR8538--MA1104.1.GATA6	chr6	144329731	144329743	-	0.000	0.000	Merged-chr6-144329601-7
NR1850--MA1104.1.GATA6	chr12	16185621	16185633	-	0.000	0.000	Merged-chr12-16185844-40
NR8220--MA0037.3.GATA3	chr6	100011908	100011915	+	0.000	0.000	Merged-chr6-100011850-11
NR199--MA0035.3.Gata1	chr1	59173178	59173188	-	0.000	0.000	Merged-chr1-59173225-2
NR369--MA0036.3.GATA2	chr1	91099024	91099034	+	0.000	0.000	Merged-chr1-91099031-34
NR1135--MA0037.3.GATA3	chr10	69168674	69168681	-	0.000	0.000	Merged-chr10-69168741-15
NR6326--MA0766.1.GATA5	chr3	115729287	115729294	-	0.000	0.000	Merged-chr3-115729400-55
NR9161--MA0766.1.GATA5	chr8	35250947	35250954	-	0.000	0.000	Merged-chr8-35250826-10
NR6669--MA0035.3.Gata1	chr4	10770162	10770172	-	0.000	0.000	Merged-chr4-10770192-53
NR3593--MA0035.3.Gata1	chr15	43869842	43869852	+	0.000	0.000	Merged-chr15-43869939-26
NR9812--MA0766.1.GATA5	chrX	7421269	7421276	+	0.000	0.000	Merged-chrX-7421154-31
NR2599--MA0766.1.GATA5	chr13	61996743	61996750	-	0.000	0.000	Merged-chr13-61996796-15
NR9783--MA0036.3.GATA2	chr9	116138612	116138622	+	0.000	0.000	Merged-chr9-116138726-20
NR7790--MA0035.3.Gata1	chr5	149392279	149392289	-	0.000	0.000	Merged-chr5-149392157-30
NR5002--MA0140.2.GATA1::TAL1	chr19	4080682	4080699	+	0.000	0.000	Merged-chr19-4080806-9
NR5324--MA0140.2.GATA1::TAL1	chr2	59474550	59474567	-	0.000	0.000	Merged-chr2-59474458-28
NR9706--MA0036.3.GATA2	chr9	86579814	86579824	+	0.000	0.000	Merged-chr9-86579809-9
NR2299--MA0482.1.Gata4	chr12	107362204	107362214	-	0.000	0.000	Merged-chr12-107362270-34
NR4041--MA0482.1.Gata4	chr16	64766975	64766985	+	0.000	0.000	Merged-chr16-64766994-6
NR2308--MA0035.3.Gata1	chr12	108763691	108763701	-	0.000	0.000	Merged-chr12-108763648-15
NR1963--MA0766.1.GATA5	chr12	40427691	40427698	+	0.000	0.000	Merged-chr12-40427719-34
NR1758--MA0766.1.GATA5	chr11	106430743	106430750	-	0.000	0.000	Merged-chr11-106430638-37
NR2536--MA0482.1.Gata4	chr13	36886172	36886182	-	0.000	0.000	Merged-chr13-36886287-43
NR9392--MA0766.1.GATA5	chr8	117548685	117548692	-	0.000	0.000	Merged-chr8-117548585-70
NR8212--MA1104.1.GATA6	chr6	99220739	99220751	-	0.000	0.000	Merged-chr6-99220619-12
NR4468--MA0482.1.Gata4	chr17	62784084	62784094	+	0.000	0.000	Merged-chr17-62784192-42
NR6675--MA0037.3.GATA3	chr4	11610149	11610156	+	0.000	0.000	Merged-chr4-11610147-18
NR4054--MA0482.1.Gata4	chr16	65448997	65449007	-	0.000	0.000	Merged-chr16-65448972-5
NR4325--MA0482.1.Gata4	chr17	17838231	17838241	+	0.000	0.000	Merged-chr17-17838305-60
NR5106--MA0037.3.GATA3	chr19	60838027	60838034	+	0.000	0.000	Merged-chr19-60837918-27
NR856--MA0037.3.GATA3	chr10	7178823	7178830	-	0.000	0.000	Merged-chr10-7178765-13
NR5326--MA0036.3.GATA2	chr2	60418236	60418246	-	0.000	0.000	Merged-chr2-60418304-27
NR9717--MA0037.3.GATA3	chr9	90301326	90301333	-	0.000	0.000	Merged-chr9-90301276-26
NR1772--MA0482.1.Gata4	chr11	113788693	113788703	+	0.000	0.000	Merged-chr11-113788685-32
NR9414--MA0036.3.GATA2	chr8	124520719	124520729	+	0.000	0.000	Merged-chr8-124520851-52
NR6114--MA0482.1.Gata4	chr3	60954220	60954230	-	0.000	0.000	Merged-chr3-60954370-10
NR694--MA0037.3.GATA3	chr1	161309589	161309596	-	0.000	0.000	Merged-chr1-161309457-43
NR8838--MA0140.2.GATA1::TAL1	chr7	82834504	82834521	+	0.000	0.000	Merged-chr7-82834673-11
NR5741--MA0035.3.Gata1	chr2	150667355	150667365	-	0.000	0.000	Merged-chr2-150667676-130
NR1900--MA0482.1.Gata4	chr12	28735552	28735562	-	0.000	0.000	Merged-chr12-28735423-1
NR6274--MA1104.1.GATA6	chr3	96580267	96580279	-	0.000	0.000	Merged-chr3-96580278-43
NR4686--MA0482.1.Gata4	chr18	21122265	21122275	+	0.000	0.000	Merged-chr18-21122105-31
NR1603--MA1104.1.GATA6	chr11	33932387	33932399	+	0.000	0.000	Merged-chr11-33932389-100
NR7399--MA0037.3.GATA3	chr5	29200063	29200070	-	0.000	0.000	Merged-chr5-29200032-4
NR8359--MA0766.1.GATA5	chr6	129284596	129284603	-	0.000	0.000	Merged-chr6-129284661-64
NR2539--MA0035.3.Gata1	chr13	36886173	36886183	-	0.000	0.000	Merged-chr13-36886287-43
NR3992--MA1104.1.GATA6	chr16	55907184	55907196	+	0.000	0.000	Merged-chr16-55907118-61
NR3694--MA0035.3.Gata1	chr15	79927797	79927807	-	0.000	0.000	Merged-chr15-79927783-58
NR660--MA0037.3.GATA3	chr1	151973294	151973301	+	0.000	0.000	Merged-chr1-151973357-25
NR9367--MA0140.2.GATA1::TAL1	chr8	109750692	109750709	-	0.000	0.000	Merged-chr8-109750822-50
NR8216--MA0766.1.GATA5	chr6	99220741	99220748	-	0.000	0.000	Merged-chr6-99220619-12
NR9371--MA0766.1.GATA5	chr8	111566113	111566120	-	0.000	0.000	Merged-chr8-111566005-2
NR978--MA0037.3.GATA3	chr10	28674113	28674120	+	0.000	0.000	Merged-chr10-28674060-27
NR6159--MA0036.3.GATA2	chr3	68967472	68967482	-	0.000	0.000	Merged-chr3-68967303-47
NR3931--MA0035.3.Gata1	chr16	42172735	42172745	-	0.000	0.000	Merged-chr16-42172689-43
NR4556--MA0482.1.Gata4	chr17	80419076	80419086	+	0.000	0.000	Merged-chr17-80418993-27
NR6117--MA0035.3.Gata1	chr3	60954221	60954231	-	0.000	0.000	Merged-chr3-60954370-10
NR146--MA0482.1.Gata4	chr1	36920487	36920497	+	0.000	0.000	Merged-chr1-36920402-81
NR5557--MA0036.3.GATA2	chr2	121457052	121457062	+	0.000	0.000	Merged-chr2-121457132-54
NR6539--MA0036.3.GATA2	chr3	146127389	146127399	+	0.000	0.000	Merged-chr3-146127552-12
NR9916--MA0036.3.GATA2	chrX	140537798	140537808	+	0.000	0.000	Merged-chrX-140537922-35
NR5143--MA0036.3.GATA2	chr2	13132684	13132694	-	0.000	0.000	Merged-chr2-13132891-60
NR8727--MA1104.1.GATA6	chr7	58319574	58319586	-	0.000	0.000	Merged-chr7-58319604-3
NR1384--MA0482.1.Gata4	chr10	108333780	108333790	+	0.000	0.000	Merged-chr10-108333731-6
NR9493--MA0766.1.GATA5	chr9	15064301	15064308	-	0.000	0.000	Merged-chr9-15064298-12
NR8932--MA0037.3.GATA3	chr7	113419587	113419594	+	0.000	0.000	Merged-chr7-113419557-35
NR6776--MA0037.3.GATA3	chr4	33189443	33189450	-	0.000	0.000	Merged-chr4-33189254-36
NR6362--MA0037.3.GATA3	chr3	122419826	122419833	+	0.000	0.000	Merged-chr3-122419865-81
NR6358--MA0482.1.Gata4	chr3	121444112	121444122	+	0.000	0.000	Merged-chr3-121444097-11
NR9345--MA0035.3.Gata1	chr8	107164413	107164423	+	0.000	0.000	Merged-chr8-107164486-19
NR9720--MA0036.3.GATA2	chr9	90301325	90301335	+	0.000	0.000	Merged-chr9-90301276-26
NR149--MA0035.3.Gata1	chr1	36920486	36920496	+	0.000	0.000	Merged-chr1-36920402-81
NR9767--MA0036.3.GATA2	chr9	112174908	112174918	-	0.000	0.000	Merged-chr9-112174843-101
NR7105--MA0037.3.GATA3	chr4	126103849	126103856	-	0.000	0.000	Merged-chr4-126103759-104
NR6119--MA0482.1.Gata4	chr3	60954282	60954292	-	0.000	0.000	Merged-chr3-60954370-10
NR7155--MA0035.3.Gata1	chr4	140815639	140815649	+	0.000	0.000	Merged-chr4-140815831-84
NR3976--MA0140.2.GATA1::TAL1	chr16	49962625	49962642	-	0.000	0.000	Merged-chr16-49962562-39
NR4552--MA0037.3.GATA3	chr17	80323832	80323839	-	0.000	0.000	Merged-chr17-80323753-51
NR8365--MA0482.1.Gata4	chr6	129680395	129680405	+	0.000	0.000	Merged-chr6-129680529-50
NR710--MA0482.1.Gata4	chr1	164366711	164366721	+	0.000	0.000	Merged-chr1-164366862-30
NR3547--MA0140.2.GATA1::TAL1	chr15	36440104	36440121	-	0.000	0.000	Merged-chr15-36440213-15
NR9899--MA0766.1.GATA5	chrX	114474363	114474370	+	0.000	0.000	Merged-chrX-114474330-36
NR6768--MA1104.1.GATA6	chr4	32615367	32615379	-	0.000	0.000	Merged-chr4-32615355-52
NR2537--MA1104.1.GATA6	chr13	36886172	36886184	+	0.000	0.000	Merged-chr13-36886287-43
NR8007--MA0035.3.Gata1	chr6	54119122	54119132	+	0.000	0.000	Merged-chr6-54119085-6
NR360--MA0037.3.GATA3	chr1	88578424	88578431	+	0.000	0.000	Merged-chr1-88578300-28
NR4469--MA1104.1.GATA6	chr17	62784082	62784094	-	0.000	0.000	Merged-chr17-62784192-42
NR6290--MA0140.2.GATA1::TAL1	chr3	103378212	103378229	-	0.000	0.000	Merged-chr3-103378248-34
NR4055--MA1104.1.GATA6	chr16	65448997	65449009	+	0.000	0.000	Merged-chr16-65448972-5
NR4326--MA1104.1.GATA6	chr17	17838229	17838241	-	0.000	0.000	Merged-chr17-17838305-60
NR9727--MA0482.1.Gata4	chr9	92274454	92274464	+	0.000	0.000	Merged-chr9-92274591-56
NR9813--MA0035.3.Gata1	chrX	7421267	7421277	-	0.000	0.000	Merged-chrX-7421154-31
NR1773--MA1104.1.GATA6	chr11	113788691	113788703	-	0.000	0.000	Merged-chr11-113788685-32
NR6115--MA1104.1.GATA6	chr3	60954220	60954232	+	0.000	0.000	Merged-chr3-60954370-10
NR4687--MA1104.1.GATA6	chr18	21122263	21122275	-	0.000	0.000	Merged-chr18-21122105-31
NR3848--MA0036.3.GATA2	chr16	18075422	18075432	-	0.000	0.000	Merged-chr16-18075425-17
NR6572--MA0037.3.GATA3	chr3	152919363	152919370	-	0.000	0.000	Merged-chr3-152919231-7
NR1278--MA0036.3.GATA2	chr10	96201432	96201442	-	0.000	0.000	Merged-chr10-96201472-66
NR3686--MA0036.3.GATA2	chr15	76231137	76231147	-	0.000	0.000	Merged-chr15-76231095-16
NR1878--MA0482.1.Gata4	chr12	25013045	25013055	+	0.000	0.000	Merged-chr12-25013214-16
NR2100--MA0140.2.GATA1::TAL1	chr12	72461799	72461816	+	0.000	0.000	Merged-chr12-72461937-61
NR7569--MA0036.3.GATA2	chr5	71903683	71903693	+	0.000	0.000	Merged-chr5-71903621-28
NR5899--MA0766.1.GATA5	chr3	19305553	19305560	-	0.000	0.000	Merged-chr3-19305697-23
NR1759--MA0035.3.Gata1	chr11	106430742	106430752	+	0.000	0.000	Merged-chr11-106430638-37
NR8600--MA0036.3.GATA2	chr7	12987629	12987639	-	0.000	0.000	Merged-chr7-12987633-12
NR3144--MA0482.1.Gata4	chr14	54197801	54197811	+	0.000	0.000	Merged-chr14-54197805-29
NR24--MA0036.3.GATA2	chr1	6453562	6453572	-	0.000	0.000	Merged-chr1-6453471-6
NR8862--MA0766.1.GATA5	chr7	92420482	92420489	-	0.000	0.000	Merged-chr7-92420666-38
NR9910--MA0140.2.GATA1::TAL1	chrX	136993116	136993133	-	0.000	0.000	Merged-chrX-136993018-95
NR8536--MA0037.3.GATA3	chr6	144329733	144329740	-	0.000	0.000	Merged-chr6-144329601-7
NR147--MA1104.1.GATA6	chr1	36920485	36920497	-	0.000	0.000	Merged-chr1-36920402-81
NR8118--MA0482.1.Gata4	chr6	67184853	67184863	-	0.000	0.000	Merged-chr6-67184785-39
NR7121--MA0036.3.GATA2	chr4	129960257	129960267	+	0.000	0.000	Merged-chr4-129960127-71
NR1385--MA1104.1.GATA6	chr10	108333778	108333790	-	0.000	0.000	Merged-chr10-108333731-6
NR9796--MA0482.1.Gata4	chr9	123021045	123021055	-	0.000	0.000	Merged-chr9-123021299-81
NR6184--MA1104.1.GATA6	chr3	76001492	76001504	+	0.000	0.000	Merged-chr3-76001329-21
NR720--MA0140.2.GATA1::TAL1	chr1	164972974	164972991	+	0.000	0.000	Merged-chr1-164973033-32
NR5601--MA1104.1.GATA6	chr2	132292253	132292265	+	0.000	0.000	Merged-chr2-132292299-25
NR1738--MA0035.3.Gata1	chr11	100545860	100545870	+	0.000	0.000	Merged-chr11-100545700-39
NR4129--MA0035.3.Gata1	chr16	85172248	85172258	+	0.000	0.000	Merged-chr16-85172081-1
NR6359--MA1104.1.GATA6	chr3	121444110	121444122	-	0.000	0.000	Merged-chr3-121444097-11
NR9372--MA0035.3.Gata1	chr8	111566112	111566122	+	0.000	0.000	Merged-chr8-111566005-2
NR3646--MA0482.1.Gata4	chr15	59010878	59010888	+	0.000	0.000	Merged-chr15-59010782-34
NR3554--MA1104.1.GATA6	chr15	40131078	40131090	-	0.000	0.000	Merged-chr15-40131241-26
NR7764--MA0140.2.GATA1::TAL1	chr5	140702194	140702211	+	0.000	0.000	Merged-chr5-140702131-51
NR5563--MA0036.3.GATA2	chr2	122125775	122125785	+	0.000	0.000	Merged-chr2-122125883-8
NR8005--MA1104.1.GATA6	chr6	54119121	54119133	-	0.000	0.000	Merged-chr6-54119085-6
NR1599--MA0482.1.Gata4	chr11	32162426	32162436	+	0.000	0.000	Merged-chr11-32162378-27
NR7776--MA0766.1.GATA5	chr5	148596595	148596602	-	0.000	0.000	Merged-chr5-148596681-29
NR1112--MA1104.1.GATA6	chr10	62665829	62665841	+	0.000	0.000	Merged-chr10-62665963-7
NR3059--MA0036.3.GATA2	chr14	27562727	27562737	-	0.000	0.000	Merged-chr14-27562668-44
NR1661--MA0482.1.Gata4	chr11	66906108	66906118	-	0.000	0.000	Merged-chr11-66906049-23
NR5839--MA0035.3.Gata1	chr2	179369438	179369448	-	0.000	0.000	Merged-chr2-179369287-1
NR2167--MA0482.1.Gata4	chr12	89719509	89719519	-	0.000	0.000	Merged-chr12-89719457-81
NR8210--MA0037.3.GATA3	chr6	99220741	99220748	-	0.000	0.000	Merged-chr6-99220619-12
NR561--MA0766.1.GATA5	chr1	130838475	130838482	+	0.000	0.000	Merged-chr1-130838519-27
NR6325--MA0037.3.GATA3	chr3	115729287	115729294	-	0.000	0.000	Merged-chr3-115729400-55
NR74--MA0482.1.Gata4	chr1	14514550	14514560	-	0.000	0.000	Merged-chr1-14514684-1
NR5104--MA1104.1.GATA6	chr19	58376991	58377003	+	0.000	0.000	Merged-chr19-58376963-7
NR5008--MA0037.3.GATA3	chr19	6015318	6015325	-	0.000	0.000	Merged-chr19-6015500-73
NR9494--MA0035.3.Gata1	chr9	15064300	15064310	+	0.000	0.000	Merged-chr9-15064298-12
NR711--MA1104.1.GATA6	chr1	164366709	164366721	-	0.000	0.000	Merged-chr1-164366862-30
NR413--MA0035.3.Gata1	chr1	94803981	94803991	+	0.000	0.000	Merged-chr1-94803919-2
NR7789--MA0766.1.GATA5	chr5	149392281	149392288	+	0.000	0.000	Merged-chr5-149392157-30
NR615--MA0037.3.GATA3	chr1	143202939	143202946	+	0.000	0.000	Merged-chr1-143203062-8
NR8637--MA0037.3.GATA3	chr7	24451980	24451987	+	0.000	0.000	Merged-chr7-24452185-33
NR312--MA0036.3.GATA2	chr1	79684258	79684268	+	0.000	0.000	Merged-chr1-79684355-13
NR665--MA0035.3.Gata1	chr1	151973292	151973302	-	0.000	0.000	Merged-chr1-151973357-25
NR6272--MA0037.3.GATA3	chr3	96580269	96580276	-	0.000	0.000	Merged-chr3-96580278-43
NR8475--MA0037.3.GATA3	chr6	140308148	140308155	+	0.000	0.000	Merged-chr6-140308190-9
NR3386--MA0036.3.GATA2	chr14	118796305	118796315	+	0.000	0.000	Merged-chr14-118796395-16
NR5051--MA1104.1.GATA6	chr19	31210682	31210694	-	0.000	0.000	Merged-chr19-31210653-54
NR1849--MA0482.1.Gata4	chr12	16185623	16185633	+	0.000	0.000	Merged-chr12-16185844-40
NR2421--MA0037.3.GATA3	chr13	8457034	8457041	-	0.000	0.000	Merged-chr13-8457184-81
NR1706--MA0482.1.Gata4	chr11	88455551	88455561	+	0.000	0.000	Merged-chr11-88455545-42
NR9391--MA1104.1.GATA6	chr8	117548683	117548695	-	0.000	0.000	Merged-chr8-117548585-70
NR9728--MA1104.1.GATA6	chr9	92274452	92274464	-	0.000	0.000	Merged-chr9-92274591-56
NR7111--MA1104.1.GATA6	chr4	126677480	126677492	+	0.000	0.000	Merged-chr4-126677717-65
NR6445--MA0140.2.GATA1::TAL1	chr3	135513419	135513436	-	0.000	0.000	Merged-chr3-135513515-51
NR8762--MA0035.3.Gata1	chr7	67672916	67672926	-	0.000	0.000	Merged-chr7-67672812-28
NR9592--MA0482.1.Gata4	chr9	50841521	50841531	+	0.000	0.000	Merged-chr9-50841386-17
NR9787--MA0140.2.GATA1::TAL1	chr9	117653905	117653922	+	0.000	0.000	Merged-chr9-117653773-19
NR7615--MA0036.3.GATA2	chr5	92204518	92204528	-	0.000	0.000	Merged-chr5-92204715-7
NR7600--MA1104.1.GATA6	chr5	89036397	89036409	+	0.000	0.000	Merged-chr5-89036442-30
NR3779--MA0036.3.GATA2	chr16	4762247	4762257	-	0.000	0.000	Merged-chr16-4762365-8
NR2960--MA0035.3.Gata1	chr14	8255425	8255435	+	0.000	0.000	Merged-chr14-8255378-13
NR5417--MA0035.3.Gata1	chr2	84241285	84241295	+	0.000	0.000	Merged-chr2-84241339-6
NR1879--MA1104.1.GATA6	chr12	25013043	25013055	-	0.000	0.000	Merged-chr12-25013214-16
NR8725--MA0037.3.GATA3	chr7	58319576	58319583	-	0.000	0.000	Merged-chr7-58319604-3
NR1707--MA0140.2.GATA1::TAL1	chr11	88455552	88455569	+	0.000	0.000	Merged-chr11-88455545-42
NR9395--MA0766.1.GATA5	chr8	117801966	117801973	+	0.000	0.000	Merged-chr8-117802067-74
NR9000--MA0766.1.GATA5	chr7	130774092	130774099	+	0.000	0.000	Merged-chr7-130774226-12
NR2450--MA0035.3.Gata1	chr13	14119712	14119722	-	0.000	0.000	Merged-chr13-14119585-9
NR5011--MA0036.3.GATA2	chr19	6015317	6015327	+	0.000	0.000	Merged-chr19-6015500-73
NR1446--MA0036.3.GATA2	chr10	122054863	122054873	+	0.000	0.000	Merged-chr10-122054760-22
NR8119--MA1104.1.GATA6	chr6	67184853	67184865	+	0.000	0.000	Merged-chr6-67184785-39
NR8921--MA0766.1.GATA5	chr7	110625218	110625225	+	0.000	0.000	Merged-chr7-110625167-10
NR5016--MA0035.3.Gata1	chr19	8019877	8019887	+	0.000	0.000	Merged-chr19-8019847-106
NR5837--MA1104.1.GATA6	chr2	179369437	179369449	+	0.000	0.000	Merged-chr2-179369287-1
NR7400--MA0482.1.Gata4	chr5	29200063	29200073	+	0.000	0.000	Merged-chr5-29200032-4
NR4194--MA0140.2.GATA1::TAL1	chr16	95798615	95798632	+	0.000	0.000	Merged-chr16-95798581-80
NR5234--MA0035.3.Gata1	chr2	39325860	39325870	-	0.000	0.000	Merged-chr2-39325876-70
NR3739--MA0482.1.Gata4	chr15	94235270	94235280	-	0.000	0.000	Merged-chr15-94235397-15
NR411--MA1104.1.GATA6	chr1	94803980	94803992	-	0.000	0.000	Merged-chr1-94803919-2
NR2298--MA0037.3.GATA3	chr12	107362207	107362214	+	0.000	0.000	Merged-chr12-107362270-34
NR3248--MA0036.3.GATA2	chr14	87439912	87439922	+	0.000	0.000	Merged-chr14-87439901-5
NR3054--MA0482.1.Gata4	chr14	27384254	27384264	+	0.000	0.000	Merged-chr14-27384235-54
NR934--MA1104.1.GATA6	chr10	21092869	21092881	-	0.000	0.000	Merged-chr10-21092817-9
NR8863--MA0035.3.Gata1	chr7	92420481	92420491	+	0.000	0.000	Merged-chr7-92420666-38
NR365--MA0035.3.Gata1	chr1	88578422	88578432	-	0.000	0.000	Merged-chr1-88578300-28
NR5191--MA0482.1.Gata4	chr2	20969346	20969356	-	0.000	0.000	Merged-chr2-20969092-180
NR7689--MA0035.3.Gata1	chr5	112271064	112271074	+	0.000	0.000	Merged-chr5-112271148-61
NR6887--MA0766.1.GATA5	chr4	63405247	63405254	-	0.000	0.000	Merged-chr4-63405214-23
NR7919--MA0140.2.GATA1::TAL1	chr6	30592068	30592085	+	0.000	0.000	Merged-chr6-30592201-27
NR3163--MA0482.1.Gata4	chr14	60118305	60118315	+	0.000	0.000	Merged-chr14-60118138-14
NR1662--MA1104.1.GATA6	chr11	66906108	66906120	+	0.000	0.000	Merged-chr11-66906049-23
NR8512--MA0140.2.GATA1::TAL1	chr6	142567587	142567604	+	0.000	0.000	Merged-chr6-142567710-6
NR4467--MA0037.3.GATA3	chr17	62784084	62784091	-	0.000	0.000	Merged-chr17-62784192-42
NR9276--MA0140.2.GATA1::TAL1	chr8	79375076	79375093	+	0.000	0.000	Merged-chr8-79375141-3
NR75--MA1104.1.GATA6	chr1	14514550	14514562	+	0.000	0.000	Merged-chr1-14514684-1
NR2171--MA0035.3.Gata1	chr12	89719510	89719520	-	0.000	0.000	Merged-chr12-89719457-81
NR1933--MA0037.3.GATA3	chr12	36019796	36019803	+	0.000	0.000	Merged-chr12-36019766-41
NR3543--MA0482.1.Gata4	chr15	36440112	36440122	-	0.000	0.000	Merged-chr15-36440213-15
NR8760--MA1104.1.GATA6	chr7	67672915	67672927	+	0.000	0.000	Merged-chr7-67672812-28
NR134--MA0036.3.GATA2	chr1	35653568	35653578	-	0.000	0.000	Merged-chr1-35653441-55
NR8913--MA0766.1.GATA5	chr7	110265937	110265944	+	0.000	0.000	Merged-chr7-110265938-33
NR1771--MA0037.3.GATA3	chr11	113788693	113788700	-	0.000	0.000	Merged-chr11-113788685-32
NR4411--MA0766.1.GATA5	chr17	42782413	42782420	+	0.000	0.000	Merged-chr17-42782364-40
NR9409--MA0036.3.GATA2	chr8	122951687	122951697	-	0.000	0.000	Merged-chr8-122951774-1
NR4685--MA0037.3.GATA3	chr18	21122265	21122272	-	0.000	0.000	Merged-chr18-21122105-31
NR6410--MA0482.1.Gata4	chr3	131134104	131134114	-	0.000	0.000	Merged-chr3-131134204-2
NR5093--MA0036.3.GATA2	chr19	53185683	53185693	+	0.000	0.000	Merged-chr19-53185705-40
NR2102--MA0036.3.GATA2	chr12	73598432	73598442	+	0.000	0.000	Merged-chr12-73598343-51
NR3166--MA0035.3.Gata1	chr14	60118304	60118314	+	0.000	0.000	Merged-chr14-60118138-14
NR2293--MA0035.3.Gata1	chr12	105722904	105722914	+	0.000	0.000	Merged-chr12-105722863-24
NR7777--MA0035.3.Gata1	chr5	148596594	148596604	+	0.000	0.000	Merged-chr5-148596681-29
NR562--MA0035.3.Gata1	chr1	130838473	130838483	-	0.000	0.000	Merged-chr1-130838519-27
