#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR1384--MA0482.1.Gata4	chr10	108333780	108333790	+	0.000	0.000	Merged-chr10-108333731-6
NR8057--MA0036.3.GATA2	chr6	58832866	58832876	+	0.000	0.000	Merged-chr6-58832889-39
NR5082--MA0035.3.Gata1	chr19	42166222	42166232	-	0.000	0.000	Merged-chr19-42166251-13
NR9493--MA0766.1.GATA5	chr9	15064301	15064308	-	0.000	0.000	Merged-chr9-15064298-12
NR1512--MA0482.1.Gata4	chr11	4804255	4804265	+	0.000	0.000	Merged-chr11-4804243-58
NR4569--MA0482.1.Gata4	chr17	84061871	84061881	+	0.000	0.000	Merged-chr17-84061758-18
NR9170--MA0035.3.Gata1	chr8	36194319	36194329	+	0.000	0.000	Merged-chr8-36194183-57
NR7761--MA0035.3.Gata1	chr5	139483516	139483526	+	0.000	0.000	Merged-chr5-139483495-36
NR3691--MA0766.1.GATA5	chr15	77816369	77816376	-	0.000	0.000	Merged-chr15-77816334-52
NR8713--MA0140.2.GATA1::TAL1	chr7	48795300	48795317	-	0.000	0.000	Merged-chr7-48795353-37
NR652--MA0037.3.GATA3	chr1	151009415	151009422	-	0.000	0.000	Merged-chr1-151009545-50
NR3200--MA0766.1.GATA5	chr14	73123964	73123971	+	0.000	0.000	Merged-chr14-73124034-46
NR3452--MA0766.1.GATA5	chr15	8280450	8280457	-	0.000	0.000	Merged-chr15-8280344-8
NR4552--MA0037.3.GATA3	chr17	80323832	80323839	-	0.000	0.000	Merged-chr17-80323753-51
NR7782--MA0036.3.GATA2	chr5	149255636	149255646	+	0.000	0.000	Merged-chr5-149255735-4
NR1676--MA0766.1.GATA5	chr11	70594812	70594819	-	0.000	0.000	Merged-chr11-70594778-39
NR8365--MA0482.1.Gata4	chr6	129680395	129680405	+	0.000	0.000	Merged-chr6-129680529-50
NR8544--MA1104.1.GATA6	chr6	144573068	144573080	+	0.000	0.000	Merged-chr6-144572880-43
NR710--MA0482.1.Gata4	chr1	164366711	164366721	+	0.000	0.000	Merged-chr1-164366862-30
NR9889--MA0036.3.GATA2	chrX	107088383	107088393	+	0.000	0.000	Merged-chrX-107088422-23
NR2266--MA1104.1.GATA6	chr12	98247085	98247097	-	0.000	0.000	Merged-chr12-98247130-40
NR2885--MA0037.3.GATA3	chr13	110790486	110790493	+	0.000	0.000	Merged-chr13-110790449-2
NR3665--MA0035.3.Gata1	chr15	64031987	64031997	+	0.000	0.000	Merged-chr15-64031961-34
NR9727--MA0482.1.Gata4	chr9	92274454	92274464	+	0.000	0.000	Merged-chr9-92274591-56
NR3820--MA0037.3.GATA3	chr16	10732546	10732553	-	0.000	0.000	Merged-chr16-10732689-38
NR3182--MA1104.1.GATA6	chr14	66218978	66218990	-	0.000	0.000	Merged-chr14-66218968-32
NR1773--MA1104.1.GATA6	chr11	113788691	113788703	-	0.000	0.000	Merged-chr11-113788685-32
NR6188--MA0482.1.Gata4	chr3	79664920	79664930	+	0.000	0.000	Merged-chr3-79664975-26
NR9759--MA0036.3.GATA2	chr9	107986401	107986411	+	0.000	0.000	Merged-chr9-107986494-4
NR1517--MA0482.1.Gata4	chr11	6528673	6528683	-	0.000	0.000	Merged-chr11-6528717-51
NR5270--MA0140.2.GATA1::TAL1	chr2	49773297	49773314	-	0.000	0.000	Merged-chr2-49773140-2
NR8666--MA0037.3.GATA3	chr7	30333117	30333124	+	0.000	0.000	Merged-chr7-30333026-1
NR6320--MA0037.3.GATA3	chr3	115693560	115693567	-	0.000	0.000	Merged-chr3-115693579-13
NR3848--MA0036.3.GATA2	chr16	18075422	18075432	-	0.000	0.000	Merged-chr16-18075425-17
NR3173--MA0766.1.GATA5	chr14	60131692	60131699	-	0.000	0.000	Merged-chr14-60131750-51
NR3121--MA0035.3.Gata1	chr14	45155708	45155718	-	0.000	0.000	Merged-chr14-45155731-26
NR1759--MA0035.3.Gata1	chr11	106430742	106430752	+	0.000	0.000	Merged-chr11-106430638-37
NR1193--MA0482.1.Gata4	chr10	80610416	80610426	+	0.000	0.000	Merged-chr10-80610277-9
NR7426--MA0036.3.GATA2	chr5	37083246	37083256	+	0.000	0.000	Merged-chr5-37083387-28
NR24--MA0036.3.GATA2	chr1	6453562	6453572	-	0.000	0.000	Merged-chr1-6453471-6
NR8862--MA0766.1.GATA5	chr7	92420482	92420489	-	0.000	0.000	Merged-chr7-92420666-38
NR3753--MA0035.3.Gata1	chr15	97790276	97790286	-	0.000	0.000	Merged-chr15-97790248-21
NR9911--MA0482.1.Gata4	chrX	137019421	137019431	-	0.000	0.000	Merged-chrX-137019593-29
NR7806--MA0036.3.GATA2	chr5	150593212	150593222	+	0.000	0.000	Merged-chr5-150593583-231
NR8118--MA0482.1.Gata4	chr6	67184853	67184863	-	0.000	0.000	Merged-chr6-67184785-39
NR1385--MA1104.1.GATA6	chr10	108333778	108333790	-	0.000	0.000	Merged-chr10-108333731-6
NR9796--MA0482.1.Gata4	chr9	123021045	123021055	-	0.000	0.000	Merged-chr9-123021299-81
NR9401--MA0482.1.Gata4	chr8	120537476	120537486	-	0.000	0.000	Merged-chr8-120537413-55
NR6184--MA1104.1.GATA6	chr3	76001492	76001504	+	0.000	0.000	Merged-chr3-76001329-21
NR720--MA0140.2.GATA1::TAL1	chr1	164972974	164972991	+	0.000	0.000	Merged-chr1-164973033-32
NR3189--MA0036.3.GATA2	chr14	66241476	66241486	+	0.000	0.000	Merged-chr14-66241484-22
NR4129--MA0035.3.Gata1	chr16	85172248	85172258	+	0.000	0.000	Merged-chr16-85172081-1
NR7235--MA0035.3.Gata1	chr4	156022068	156022078	+	0.000	0.000	Merged-chr4-156022073-120
NR4775--MA0037.3.GATA3	chr18	49982268	49982275	-	0.000	0.000	Merged-chr18-49982392-61
NR9491--MA0482.1.Gata4	chr9	14276154	14276164	-	0.000	0.000	Merged-chr9-14276046-105
NR5183--MA0036.3.GATA2	chr2	17644734	17644744	-	0.000	0.000	Merged-chr2-17644831-25
NR3554--MA1104.1.GATA6	chr15	40131078	40131090	-	0.000	0.000	Merged-chr15-40131241-26
NR7764--MA0140.2.GATA1::TAL1	chr5	140702194	140702211	+	0.000	0.000	Merged-chr5-140702131-51
NR5228--MA0140.2.GATA1::TAL1	chr2	34961754	34961771	-	0.000	0.000	Merged-chr2-34961693-34
NR5787--MA0140.2.GATA1::TAL1	chr2	165639597	165639614	-	0.000	0.000	Merged-chr2-165639505-4
NR1599--MA0482.1.Gata4	chr11	32162426	32162436	+	0.000	0.000	Merged-chr11-32162378-27
NR7776--MA0766.1.GATA5	chr5	148596595	148596602	-	0.000	0.000	Merged-chr5-148596681-29
NR1112--MA1104.1.GATA6	chr10	62665829	62665841	+	0.000	0.000	Merged-chr10-62665963-7
NR8353--MA0037.3.GATA3	chr6	129210609	129210616	+	0.000	0.000	Merged-chr6-129210550-50
NR9404--MA0035.3.Gata1	chr8	120537477	120537487	-	0.000	0.000	Merged-chr8-120537413-55
NR1661--MA0482.1.Gata4	chr11	66906108	66906118	-	0.000	0.000	Merged-chr11-66906049-23
NR5839--MA0035.3.Gata1	chr2	179369438	179369448	-	0.000	0.000	Merged-chr2-179369287-1
NR6325--MA0037.3.GATA3	chr3	115729287	115729294	-	0.000	0.000	Merged-chr3-115729400-55
NR8187--MA0482.1.Gata4	chr6	91125077	91125087	-	0.000	0.000	Merged-chr6-91125010-35
NR5104--MA1104.1.GATA6	chr19	58376991	58377003	+	0.000	0.000	Merged-chr19-58376963-7
NR9494--MA0035.3.Gata1	chr9	15064300	15064310	+	0.000	0.000	Merged-chr9-15064298-12
NR711--MA1104.1.GATA6	chr1	164366709	164366721	-	0.000	0.000	Merged-chr1-164366862-30
NR7860--MA0037.3.GATA3	chr6	12785362	12785369	-	0.000	0.000	Merged-chr6-12785179-11
NR6925--MA0036.3.GATA2	chr4	75278973	75278983	-	0.000	0.000	Merged-chr4-75279089-1
NR665--MA0035.3.Gata1	chr1	151973292	151973302	-	0.000	0.000	Merged-chr1-151973357-25
NR5066--MA0036.3.GATA2	chr19	33053336	33053346	+	0.000	0.000	Merged-chr19-33053321-32
NR3001--MA0766.1.GATA5	chr14	14019694	14019701	+	0.000	0.000	Merged-chr14-14019640-26
NR5051--MA1104.1.GATA6	chr19	31210682	31210694	-	0.000	0.000	Merged-chr19-31210653-54
NR7755--MA0766.1.GATA5	chr5	137787618	137787625	+	0.000	0.000	Merged-chr5-137787536-7
NR2421--MA0037.3.GATA3	chr13	8457034	8457041	-	0.000	0.000	Merged-chr13-8457184-81
NR9391--MA1104.1.GATA6	chr8	117548683	117548695	-	0.000	0.000	Merged-chr8-117548585-70
NR9728--MA1104.1.GATA6	chr9	92274452	92274464	-	0.000	0.000	Merged-chr9-92274591-56
NR7111--MA1104.1.GATA6	chr4	126677480	126677492	+	0.000	0.000	Merged-chr4-126677717-65
NR6872--MA0036.3.GATA2	chr4	59190871	59190881	-	0.000	0.000	Merged-chr4-59190847-19
NR3453--MA0035.3.Gata1	chr15	8280449	8280459	+	0.000	0.000	Merged-chr15-8280344-8
NR5313--MA0766.1.GATA5	chr2	58137935	58137942	+	0.000	0.000	Merged-chr2-58137903-53
NR9016--MA0035.3.Gata1	chr7	135598688	135598698	-	0.000	0.000	Merged-chr7-135598633-32
NR9936--MA0140.2.GATA1::TAL1	chrX	164318731	164318748	+	0.000	0.000	Merged-chrX-164318746-35
NR8762--MA0035.3.Gata1	chr7	67672916	67672926	-	0.000	0.000	Merged-chr7-67672812-28
NR6189--MA1104.1.GATA6	chr3	79664918	79664930	-	0.000	0.000	Merged-chr3-79664975-26
NR1518--MA1104.1.GATA6	chr11	6528673	6528685	+	0.000	0.000	Merged-chr11-6528717-51
NR1677--MA0035.3.Gata1	chr11	70594811	70594821	+	0.000	0.000	Merged-chr11-70594778-39
NR1448--MA0482.1.Gata4	chr10	122578486	122578496	+	0.000	0.000	Merged-chr10-122578660-68
NR7600--MA1104.1.GATA6	chr5	89036397	89036409	+	0.000	0.000	Merged-chr5-89036442-30
NR3636--MA0036.3.GATA2	chr15	53267117	53267127	-	0.000	0.000	Merged-chr15-53267286-91
NR8703--MA0766.1.GATA5	chr7	45526451	45526458	-	0.000	0.000	Merged-chr7-45526317-62
NR9799--MA0036.3.GATA2	chr9	123087720	123087730	-	0.000	0.000	Merged-chr9-123087769-13
NR1066--MA0036.3.GATA2	chr10	54032772	54032782	+	0.000	0.000	Merged-chr10-54032709-48
NR5026--MA0482.1.Gata4	chr19	12026835	12026845	-	0.000	0.000	Merged-chr19-12026851-22
NR4332--MA0037.3.GATA3	chr17	18718469	18718476	+	0.000	0.000	Merged-chr17-18718477-13
NR657--MA0035.3.Gata1	chr1	151009414	151009424	+	0.000	0.000	Merged-chr1-151009545-50
NR9893--MA1104.1.GATA6	chrX	109113827	109113839	-	0.000	0.000	Merged-chrX-109113990-42
NR761--MA0036.3.GATA2	chr1	172526890	172526900	+	0.000	0.000	Merged-chr1-172526755-50
NR5549--MA0482.1.Gata4	chr2	119742114	119742124	-	0.000	0.000	Merged-chr2-119742331-93
NR8119--MA1104.1.GATA6	chr6	67184853	67184865	+	0.000	0.000	Merged-chr6-67184785-39
NR1799--MA0035.3.Gata1	chr12	4572125	4572135	-	0.000	0.000	Merged-chr12-4572121-7
NR8921--MA0766.1.GATA5	chr7	110625218	110625225	+	0.000	0.000	Merged-chr7-110625167-10
NR6765--MA0766.1.GATA5	chr4	32291747	32291754	+	0.000	0.000	Merged-chr4-32291576-26
NR9402--MA1104.1.GATA6	chr8	120537476	120537488	+	0.000	0.000	Merged-chr8-120537413-55
NR7543--MA0482.1.Gata4	chr5	65867408	65867418	+	0.000	0.000	Merged-chr5-65867573-52
NR5837--MA1104.1.GATA6	chr2	179369437	179369449	+	0.000	0.000	Merged-chr2-179369287-1
NR1540--MA1104.1.GATA6	chr11	11564364	11564376	-	0.000	0.000	Merged-chr11-11564485-53
NR3174--MA0035.3.Gata1	chr14	60131691	60131701	+	0.000	0.000	Merged-chr14-60131750-51
NR1679--MA0482.1.Gata4	chr11	75282789	75282799	+	0.000	0.000	Merged-chr11-75282753-54
NR2904--MA0036.3.GATA2	chr13	113580115	113580125	-	0.000	0.000	Merged-chr13-113580257-62
NR3697--MA0035.3.Gata1	chr15	80590804	80590814	-	0.000	0.000	Merged-chr15-80590747-44
NR9169--MA0766.1.GATA5	chr8	36194320	36194327	-	0.000	0.000	Merged-chr8-36194183-57
NR8340--MA0035.3.Gata1	chr6	127474042	127474052	-	0.000	0.000	Merged-chr6-127474146-19
NR8542--MA0037.3.GATA3	chr6	144573071	144573078	+	0.000	0.000	Merged-chr6-144572880-43
NR3248--MA0036.3.GATA2	chr14	87439912	87439922	+	0.000	0.000	Merged-chr14-87439901-5
NR2700--MA0035.3.Gata1	chr13	81659054	81659064	-	0.000	0.000	Merged-chr13-81658891-4
NR8863--MA0035.3.Gata1	chr7	92420481	92420491	+	0.000	0.000	Merged-chr7-92420666-38
NR5191--MA0482.1.Gata4	chr2	20969346	20969356	-	0.000	0.000	Merged-chr2-20969092-180
NR7689--MA0035.3.Gata1	chr5	112271064	112271074	+	0.000	0.000	Merged-chr5-112271148-61
NR7919--MA0140.2.GATA1::TAL1	chr6	30592068	30592085	+	0.000	0.000	Merged-chr6-30592201-27
NR1668--MA0140.2.GATA1::TAL1	chr11	68768348	68768365	-	0.000	0.000	Merged-chr11-68768507-16
NR797--MA0766.1.GATA5	chr1	180364121	180364128	-	0.000	0.000	Merged-chr1-180364196-41
NR3163--MA0482.1.Gata4	chr14	60118305	60118315	+	0.000	0.000	Merged-chr14-60118138-14
NR4783--MA0036.3.GATA2	chr18	50014637	50014647	-	0.000	0.000	Merged-chr18-50014584-52
NR1662--MA1104.1.GATA6	chr11	66906108	66906120	+	0.000	0.000	Merged-chr11-66906049-23
NR3690--MA0037.3.GATA3	chr15	77816369	77816376	-	0.000	0.000	Merged-chr15-77816334-52
NR1933--MA0037.3.GATA3	chr12	36019796	36019803	+	0.000	0.000	Merged-chr12-36019766-41
NR8188--MA1104.1.GATA6	chr6	91125077	91125089	+	0.000	0.000	Merged-chr6-91125010-35
NR9029--MA0036.3.GATA2	chr7	140207132	140207142	+	0.000	0.000	Merged-chr7-140207191-19
NR8760--MA1104.1.GATA6	chr7	67672915	67672927	+	0.000	0.000	Merged-chr7-67672812-28
NR5255--MA0036.3.GATA2	chr2	45972083	45972093	+	0.000	0.000	Merged-chr2-45972102-2
NR3180--MA0037.3.GATA3	chr14	66218980	66218987	-	0.000	0.000	Merged-chr14-66218968-32
NR8913--MA0766.1.GATA5	chr7	110265937	110265944	+	0.000	0.000	Merged-chr7-110265938-33
NR1771--MA0037.3.GATA3	chr11	113788693	113788700	-	0.000	0.000	Merged-chr11-113788685-32
NR9742--MA0037.3.GATA3	chr9	94660056	94660063	+	0.000	0.000	Merged-chr9-94659852-5
NR5093--MA0036.3.GATA2	chr19	53185683	53185693	+	0.000	0.000	Merged-chr19-53185705-40
NR1029--MA0035.3.Gata1	chr10	43758227	43758237	+	0.000	0.000	Merged-chr10-43758318-11
NR3166--MA0035.3.Gata1	chr14	60118304	60118314	+	0.000	0.000	Merged-chr14-60118138-14
NR6474--MA0037.3.GATA3	chr3	136742960	136742967	-	0.000	0.000	Merged-chr3-136742959-57
NR2887--MA0766.1.GATA5	chr13	110790486	110790493	+	0.000	0.000	Merged-chr13-110790449-2
NR2293--MA0035.3.Gata1	chr12	105722904	105722914	+	0.000	0.000	Merged-chr12-105722863-24
NR7777--MA0035.3.Gata1	chr5	148596594	148596604	+	0.000	0.000	Merged-chr5-148596681-29
NR2540--MA0482.1.Gata4	chr13	37537938	37537948	+	0.000	0.000	Merged-chr13-37538007-40
NR9386--MA0140.2.GATA1::TAL1	chr8	114879805	114879822	-	0.000	0.000	Merged-chr8-114879936-19
