#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR10011--MA0742.1.Klf12	chr11	49244240	49244254	-	0.000	0.000	Merged-chr11-49244035-93
NR29591--MA0599.1.KLF5	chr17	57080112	57080121	-	0.000	0.000	Merged-chr17-57080070-15
NR23270--MA1107.1.KLF9	chr15	67290895	67290907	-	0.000	0.000	Merged-chr15-67291006-6
NR17014--MA0599.1.KLF5	chr13	54590186	54590195	+	0.000	0.000	Merged-chr13-54590326-80
NR68897--MA0741.1.KLF16	chr9	57633795	57633805	+	0.000	0.000	Merged-chr9-57633729-59
NR7051--MA0599.1.KLF5	chr10	80387691	80387700	+	0.000	0.000	Merged-chr10-80387709-52
NR45155--MA0741.1.KLF16	chr4	43479612	43479622	-	0.000	0.000	Merged-chr4-43479477-7
NR28903--MA1107.1.KLF9	chr17	36020880	36020892	-	0.000	0.000	Merged-chr17-36020745-74
NR62722--MA0039.3.KLF4	chr7	126230480	126230490	-	0.000	0.000	Merged-chr7-126230639-34
NR29778--MA1107.1.KLF9	chr17	65819436	65819448	+	0.000	0.000	Merged-chr17-65819307-6
NR25785--MA0740.1.KLF14	chr16	32608932	32608945	-	0.000	0.000	Merged-chr16-32609068-64
NR29900--MA0599.1.KLF5	chr17	70990567	70990576	-	0.000	0.000	Merged-chr17-70990523-86
NR25746--MA0493.1.Klf1	chr16	31429647	31429657	-	0.000	0.000	Merged-chr16-31429450-123
NR41795--MA0741.1.KLF16	chr3	90052823	90052833	-	0.000	0.000	Merged-chr3-90052542-109
NR64000--MA0741.1.KLF16	chr8	8685654	8685664	-	0.000	0.000	Merged-chr8-8685770-4
NR13571--MA1107.1.KLF9	chr12	16805619	16805631	+	0.000	0.000	Merged-chr12-16805664-28
NR28241--MA0493.1.Klf1	chr17	27564908	27564918	-	0.000	0.000	Merged-chr17-27564806-2,Merged-chr17-27565038-1
NR14783--MA0599.1.KLF5	chr12	84114567	84114576	-	0.000	0.000	Merged-chr12-84114389-28
NR34005--MA0039.3.KLF4	chr19	43809536	43809546	+	0.000	0.000	Merged-chr19-43809499-23
NR68278--MA0599.1.KLF5	chr9	37613732	37613741	-	0.000	0.000	Merged-chr9-37613719-89
NR10788--MA0657.1.KLF13	chr11	69834201	69834218	-	0.000	0.000	Merged-chr11-69834211-15
NR42108--MA0599.1.KLF5	chr3	96697390	96697399	-	0.000	0.000	Merged-chr3-96697439-1
NR36769--MA0740.1.KLF14	chr2	75965079	75965092	+	0.000	0.000	Merged-chr2-75964949-43
NR52151--MA0493.1.Klf1	chr5	114639608	114639618	-	0.000	0.000	Merged-chr5-114639574-38
NR34694--MA0741.1.KLF16	chr2	3475131	3475141	-	0.000	0.000	Merged-chr2-3474992-83
NR55057--MA0039.3.KLF4	chr6	38789653	38789663	+	0.000	0.000	Merged-chr6-38789563-52
NR15165--MA0493.1.Klf1	chr12	98628096	98628106	-	0.000	0.000	Merged-chr12-98628210-48
NR16285--MA0657.1.KLF13	chr13	21222581	21222598	-	0.000	0.000	Merged-chr13-21222520-28
NR6861--MA0599.1.KLF5	chr10	77978592	77978601	+	0.000	0.000	Merged-chr10-77978614-55
NR67080--MA0493.1.Klf1	chr8	120319625	120319635	-	0.000	0.000	Merged-chr8-120319667-36
NR63836--MA0599.1.KLF5	chr7	143549141	143549150	+	0.000	0.000	Merged-chr7-143549269-5
NR37627--MA0741.1.KLF16	chr2	112240503	112240513	+	0.000	0.000	Merged-chr2-112240570-1
NR5137--MA0741.1.KLF16	chr10	7780923	7780933	-	0.000	0.000	Merged-chr10-7780858-76
NR23043--MA0599.1.KLF5	chr15	58171624	58171633	+	0.000	0.000	Merged-chr15-58171434-29
NR17591--MA0741.1.KLF16	chr13	73328642	73328652	-	0.000	0.000	Merged-chr13-73328542-55
NR63960--MA1107.1.KLF9	chr8	4250694	4250706	+	0.000	0.000	Merged-chr8-4250741-13
NR887--MA0741.1.KLF16	chr1	59763503	59763513	-	0.000	0.000	Merged-chr1-59763258-134
NR58818--MA0741.1.KLF16	chr7	4777043	4777053	-	0.000	0.000	Merged-chr7-4777194-35
NR65309--MA0742.1.Klf12	chr8	70594431	70594445	+	0.000	0.000	Merged-chr8-70594498-62
NR68926--MA1107.1.KLF9	chr9	57956931	57956943	-	0.000	0.000	Merged-chr9-57956974-45
NR32891--MA1107.1.KLF9	chr19	4125963	4125975	-	0.000	0.000	Merged-chr19-4125952-62
NR66203--MA0741.1.KLF16	chr8	95349076	95349086	-	0.000	0.000	Merged-chr8-95348986-27
NR10723--MA0493.1.Klf1	chr11	69059549	69059559	-	0.000	0.000	Merged-chr11-69059699-57
NR33125--MA0741.1.KLF16	chr19	6400449	6400459	-	0.000	0.000	Merged-chr19-6400319-26
NR20527--MA0741.1.KLF16	chr14	57999004	57999014	-	0.000	0.000	Merged-chr14-57999124-66
NR55654--MA0599.1.KLF5	chr6	58596562	58596571	-	0.000	0.000	Merged-chr6-58596586-84
NR27026--MA0493.1.Klf1	chr16	91647765	91647775	-	0.000	0.000	Merged-chr16-91647943-8
NR7163--MA0599.1.KLF5	chr10	80755387	80755396	+	0.000	0.000	Merged-chr10-80755197-57
NR9419--MA0599.1.KLF5	chr11	17159263	17159272	+	0.000	0.000	Merged-chr11-17159248-29
NR63602--MA1107.1.KLF9	chr7	140116524	140116536	-	0.000	0.000	Merged-chr7-140116362-57
NR56835--MA0740.1.KLF14	chr6	108426882	108426895	-	0.000	0.000	Merged-chr6-108426934-21
NR23486--MA0740.1.KLF14	chr15	75969089	75969102	+	0.000	0.000	Merged-chr15-75969244-47
NR54045--MA0741.1.KLF16	chr5	144190218	144190228	-	0.000	0.000	Merged-chr5-144190229-35
NR36231--MA0741.1.KLF16	chr2	55437050	55437060	+	0.000	0.000	Merged-chr2-55437134-25
NR45358--MA0039.3.KLF4	chr4	47001274	47001284	+	0.000	0.000	Merged-chr4-47001144-9
NR1724--MA1107.1.KLF9	chr1	92934601	92934613	+	0.000	0.000	Merged-chr1-92934490-65
NR47338--MA0599.1.KLF5	chr4	126301158	126301167	+	0.000	0.000	Merged-chr4-126301216-32
NR49766--MA0741.1.KLF16	chr5	27791397	27791407	+	0.000	0.000	Merged-chr5-27791558-105
NR66518--MA1107.1.KLF9	chr8	106168861	106168873	-	0.000	0.000	Merged-chr8-106168973-61
NR52365--MA0741.1.KLF16	chr5	118661947	118661957	+	0.000	0.000	Merged-chr5-118661904-17
NR67900--MA0741.1.KLF16	chr9	21225125	21225135	+	0.000	0.000	Merged-chr9-21225292-34
NR16269--MA0599.1.KLF5	chr13	20093615	20093624	-	0.000	0.000	Merged-chr13-20093624-50
NR52636--MA0741.1.KLF16	chr5	123974576	123974586	-	0.000	0.000	Merged-chr5-123974757-35
NR57422--MA0741.1.KLF16	chr6	124740453	124740463	-	0.000	0.000	Merged-chr6-124740500-3
NR24903--MA0599.1.KLF5	chr15	102458964	102458973	+	0.000	0.000	Merged-chr15-102458897-76
NR60687--MA0741.1.KLF16	chr7	58569009	58569019	-	0.000	0.000	Merged-chr7-58568960-29
NR60860--MA0740.1.KLF14	chr7	65644818	65644831	+	0.000	0.000	Merged-chr7-65644925-69
NR16054--MA0599.1.KLF5	chr12	118836995	118837004	-	0.000	0.000	Merged-chr12-118836898-44
NR53922--MA0599.1.KLF5	chr5	142551085	142551094	-	0.000	0.000	Merged-chr5-142551043-31
NR9096--MA0493.1.Klf1	chr11	3167588	3167598	-	0.000	0.000	Merged-chr11-3167570-33
NR45264--MA0741.1.KLF16	chr4	45766158	45766168	-	0.000	0.000	Merged-chr4-45766216-17
NR63349--MA0741.1.KLF16	chr7	135716611	135716621	-	0.000	0.000	Merged-chr7-135716348-117
NR32991--MA0657.1.KLF13	chr19	5273108	5273125	-	0.000	0.000	Merged-chr19-5273188-67
NR27574--MA0740.1.KLF14	chr17	8165498	8165511	-	0.000	0.000	Merged-chr17-8165441-73
NR42005--MA0599.1.KLF5	chr3	95434493	95434502	+	0.000	0.000	Merged-chr3-95434415-68
NR35057--MA0741.1.KLF16	chr2	18909775	18909785	-	0.000	0.000	Merged-chr2-18909851-2
NR8686--MA1107.1.KLF9	chr10	122778137	122778149	+	0.000	0.000	Merged-chr10-122778014-1
NR49056--MA0493.1.Klf1	chr4	155150787	155150797	-	0.000	0.000	Merged-chr4-155150729-52
NR40344--MA0742.1.Klf12	chr3	9500013	9500027	-	0.000	0.000	Merged-chr3-9499976-58
NR56150--MA0740.1.KLF14	chr6	86669336	86669349	+	0.000	0.000	Merged-chr6-86669328-55
NR3109--MA0741.1.KLF16	chr1	153740168	153740178	-	0.000	0.000	Merged-chr1-153740161-56
NR67182--MA0039.3.KLF4	chr8	121898639	121898649	-	0.000	0.000	Merged-chr8-121898554-47
NR55855--MA0493.1.Klf1	chr6	71440678	71440688	-	0.000	0.000	Merged-chr6-71440624-82
NR38910--MA0741.1.KLF16	chr2	150904771	150904781	+	0.000	0.000	Merged-chr2-150904585-65
NR25544--MA1107.1.KLF9	chr16	20622573	20622585	-	0.000	0.000	Merged-chr16-20622479-9
NR10168--MA0493.1.Klf1	chr11	53324640	53324650	+	0.000	0.000	Merged-chr11-53324720-33
NR46961--MA0741.1.KLF16	chr4	116877377	116877387	-	0.000	0.000	Merged-chr4-116877441-82
NR55099--MA0599.1.KLF5	chr6	41553493	41553502	-	0.000	0.000	Merged-chr6-41553590-24
NR3575--MA0742.1.Klf12	chr1	164571868	164571882	-	0.000	0.000	Merged-chr1-164571989-46
NR13893--MA0039.3.KLF4	chr12	32999956	32999966	-	0.000	0.000	Merged-chr12-32999849-21
NR8328--MA1107.1.KLF9	chr10	117118448	117118460	-	0.000	0.000	Merged-chr10-117118585-40
NR25587--MA0742.1.Klf12	chr16	21787849	21787863	-	0.000	0.000	Merged-chr16-21787807-60
NR37424--MA0599.1.KLF5	chr2	103761227	103761236	-	0.000	0.000	Merged-chr2-103761224-59
NR935--MA1107.1.KLF9	chr1	62049746	62049758	+	0.000	0.000	Merged-chr1-62049803-1
NR54741--MA0740.1.KLF14	chr6	28421776	28421789	-	0.000	0.000	Merged-chr6-28421757-53
NR66782--MA1107.1.KLF9	chr8	115137016	115137028	-	0.000	0.000	Merged-chr8-115136921-34
NR52790--MA0740.1.KLF14	chr5	125475822	125475835	-	0.000	0.000	Merged-chr5-125475935-61
NR62224--MA0741.1.KLF16	chr7	115217060	115217070	-	0.000	0.000	Merged-chr7-115217038-43
NR21718--MA0493.1.Klf1	chr14	115040850	115040860	-	0.000	0.000	Merged-chr14-115040895-2
NR46933--MA0599.1.KLF5	chr4	116557491	116557500	-	0.000	0.000	Merged-chr4-116557390-101
NR29590--MA1107.1.KLF9	chr17	56997325	56997337	-	0.000	0.000	Merged-chr17-56997354-48
NR50737--MA0493.1.Klf1	chr5	65850929	65850939	-	0.000	0.000	Merged-chr5-65850971-35
NR11061--MA0741.1.KLF16	chr11	75571463	75571473	-	0.000	0.000	Merged-chr11-75571465-10
NR49643--MA0599.1.KLF5	chr5	24577499	24577508	-	0.000	0.000	Merged-chr5-24577562-64
NR70167--MA0599.1.KLF5	chr9	94538121	94538130	-	0.000	0.000	Merged-chr9-94538046-220
NR7494--MA0740.1.KLF14	chr10	86021905	86021918	-	0.000	0.000	Merged-chr10-86022093-75
NR16069--MA0741.1.KLF16	chr12	119238859	119238869	-	0.000	0.000	Merged-chr12-119238922-2
NR37194--MA0741.1.KLF16	chr2	94263466	94263476	+	0.000	0.000	Merged-chr2-94263643-18
NR11998--MA0741.1.KLF16	chr11	98358337	98358347	-	0.000	0.000	Merged-chr11-98358396-75
NR10755--MA0599.1.KLF5	chr11	69326242	69326251	-	0.000	0.000	Merged-chr11-69326179-56
NR19922--MA0741.1.KLF16	chr14	41013865	41013875	+	0.000	0.000	Merged-chr14-41013855-53
NR32523--MA0741.1.KLF16	chr18	80697332	80697342	+	0.000	0.000	Merged-chr18-80697325-29
NR65006--MA0657.1.KLF13	chr8	60983394	60983411	-	0.000	0.000	Merged-chr8-60983374-74
NR52408--MA0657.1.KLF13	chr5	120130105	120130122	+	0.000	0.000	Merged-chr5-120130302-37
NR64711--MA0599.1.KLF5	chr8	40634797	40634806	-	0.000	0.000	Merged-chr8-40634821-50
NR6282--MA0039.3.KLF4	chr10	62248020	62248030	-	0.000	0.000	Merged-chr10-62247968-20
NR7187--MA0742.1.Klf12	chr10	80855218	80855232	+	0.000	0.000	Merged-chr10-80855252-46
NR193--MA0599.1.KLF5	chr1	21079256	21079265	+	0.000	0.000	Merged-chr1-21079276-92
NR44864--MA1107.1.KLF9	chr4	33390941	33390953	+	0.000	0.000	Merged-chr4-33390737-19
NR5366--MA0657.1.KLF13	chr10	19591918	19591935	+	0.000	0.000	Merged-chr10-19591977-65
NR50638--MA1107.1.KLF9	chr5	64435675	64435687	+	0.000	0.000	Merged-chr5-64435633-23
NR60342--MA0493.1.Klf1	chr7	45016363	45016373	-	0.000	0.000	Merged-chr7-45016248-46
NR43712--MA0741.1.KLF16	chr3	142881037	142881047	-	0.000	0.000	Merged-chr3-142881152-2
NR32198--MA0493.1.Klf1	chr18	73572585	73572595	-	0.000	0.000	Merged-chr18-73572695-132
NR36691--MA1107.1.KLF9	chr2	73540603	73540615	-	0.000	0.000	Merged-chr2-73540763-38
NR35380--MA0742.1.Klf12	chr2	26445361	26445375	+	0.000	0.000	Merged-chr2-26445495-99
NR33234--MA0741.1.KLF16	chr19	8757069	8757079	+	0.000	0.000	Merged-chr19-8757243-84
NR51500--MA0493.1.Klf1	chr5	99891683	99891693	+	0.000	0.000	Merged-chr5-99891648-1
NR15398--MA0493.1.Klf1	chr12	105027967	105027977	+	0.000	0.000	Merged-chr12-105027877-30
NR56944--MA0740.1.KLF14	chr6	113655252	113655265	+	0.000	0.000	Merged-chr6-113655068-39
NR10997--MA0740.1.KLF14	chr11	74838633	74838646	-	0.000	0.000	Merged-chr11-74838839-1
NR6467--MA0741.1.KLF16	chr10	68445693	68445703	-	0.000	0.000	Merged-chr10-68445900-93
NR1378--MA0740.1.KLF14	chr1	82283347	82283360	+	0.000	0.000	Merged-chr1-82283308-57
NR1135--MA0657.1.KLF13	chr1	72225984	72226001	+	0.000	0.000	Merged-chr1-72226196-93
NR46458--MA0493.1.Klf1	chr4	101419676	101419686	-	0.000	0.000	Merged-chr4-101419713-70
NR52295--MA0599.1.KLF5	chr5	117115946	117115955	+	0.000	0.000	Merged-chr5-117115821-87
NR44120--MA0740.1.KLF14	chr3	152210452	152210465	+	0.000	0.000	Merged-chr3-152210438-105
NR49168--MA0493.1.Klf1	chr4	156197624	156197634	+	0.000	0.000	Merged-chr4-156197657-98
NR24682--MA0039.3.KLF4	chr15	98993163	98993173	+	0.000	0.000	Merged-chr15-98993334-102
NR11038--MA1107.1.KLF9	chr11	75410434	75410446	+	0.000	0.000	Merged-chr11-75410293-22
NR30466--MA0493.1.Klf1	chr17	83918942	83918952	+	0.000	0.000	Merged-chr17-83918717-33
NR53800--MA1107.1.KLF9	chr5	140915643	140915655	+	0.000	0.000	Merged-chr5-140915429-24
NR39668--MA0741.1.KLF16	chr2	167760229	167760239	+	0.000	0.000	Merged-chr2-167760188-26
NR56510--MA1107.1.KLF9	chr6	95552789	95552801	+	0.000	0.000	Merged-chr6-95552744-18
NR39939--MA0741.1.KLF16	chr2	172501579	172501589	+	0.000	0.000	Merged-chr2-172501605-18
NR62185--MA0039.3.KLF4	chr7	114088140	114088150	+	0.000	0.000	Merged-chr7-114088152-53
NR50858--MA0493.1.Klf1	chr5	72203205	72203215	-	0.000	0.000	Merged-chr5-72203390-56
NR52713--MA0740.1.KLF14	chr5	124729789	124729802	+	0.000	0.000	Merged-chr5-124729814-15
NR34726--MA0741.1.KLF16	chr2	4652048	4652058	-	0.000	0.000	Merged-chr2-4651891-67
NR15985--MA0599.1.KLF5	chr12	116467190	116467199	-	0.000	0.000	Merged-chr12-116467208-51
NR37536--MA0599.1.KLF5	chr2	105398845	105398854	+	0.000	0.000	Merged-chr2-105398879-2
NR57077--MA0742.1.Klf12	chr6	115972936	115972950	-	0.000	0.000	Merged-chr6-115972922-11
NR37875--MA1107.1.KLF9	chr2	119189562	119189574	+	0.000	0.000	Merged-chr2-119189381-64
NR14246--MA0741.1.KLF16	chr12	55443356	55443366	-	0.000	0.000	Merged-chr12-55443297-11
NR20332--MA1107.1.KLF9	chr14	54464114	54464126	-	0.000	0.000	Merged-chr14-54464203-140
NR69265--MA0599.1.KLF5	chr9	66834925	66834934	-	0.000	0.000	Merged-chr9-66834917-64
NR12295--MA0741.1.KLF16	chr11	102393428	102393438	-	0.000	0.000	Merged-chr11-102393451-21
NR64156--MA0599.1.KLF5	chr8	13200628	13200637	-	0.000	0.000	Merged-chr8-13200567-28
NR9776--MA1107.1.KLF9	chr11	32486697	32486709	-	0.000	0.000	Merged-chr11-32486832-15
NR6512--MA0599.1.KLF5	chr10	69571685	69571694	-	0.000	0.000	Merged-chr10-69571391-44
NR24985--MA0742.1.Klf12	chr16	3872304	3872318	+	0.000	0.000	Merged-chr16-3872425-54
NR35610--MA0740.1.KLF14	chr2	30658476	30658489	-	0.000	0.000	Merged-chr2-30658589-67
NR58876--MA0740.1.KLF14	chr7	6286395	6286408	-	0.000	0.000	Merged-chr7-6286404-52
NR3272--MA0657.1.KLF13	chr1	156474386	156474403	+	0.000	0.000	Merged-chr1-156474258-59
NR41721--MA0599.1.KLF5	chr3	89251715	89251724	-	0.000	0.000	Merged-chr3-89251546-19
NR32912--MA0742.1.Klf12	chr19	4269305	4269319	+	0.000	0.000	Merged-chr19-4269199-28
NR44431--MA0599.1.KLF5	chr4	4793225	4793234	+	0.000	0.000	Merged-chr4-4792948-124
NR67613--MA0493.1.Klf1	chr8	128333494	128333504	-	0.000	0.000	Merged-chr8-128333532-18
NR6800--MA0741.1.KLF16	chr10	77033199	77033209	+	0.000	0.000	Merged-chr10-77033384-72
NR18461--MA1107.1.KLF9	chr13	105047442	105047454	-	0.000	0.000	Merged-chr13-105047400-59
NR30019--MA0599.1.KLF5	chr17	73304637	73304646	-	0.000	0.000	Merged-chr17-73304533-12
NR53940--MA0599.1.KLF5	chr5	142895215	142895224	-	0.000	0.000	Merged-chr5-142895252-53
NR46811--MA1107.1.KLF9	chr4	111577423	111577435	+	0.000	0.000	Merged-chr4-111577435-1
NR13121--MA0741.1.KLF16	chr11	118363506	118363516	+	0.000	0.000	Merged-chr11-118363380-26
NR10848--MA1107.1.KLF9	chr11	70239866	70239878	-	0.000	0.000	Merged-chr11-70239985-43
NR8445--MA0493.1.Klf1	chr10	118469220	118469230	-	0.000	0.000	Merged-chr10-118469177-44
NR67243--MA0740.1.KLF14	chr8	122611520	122611533	-	0.000	0.000	Merged-chr8-122611468-64
NR13558--MA1107.1.KLF9	chr12	16384356	16384368	+	0.000	0.000	Merged-chr12-16384404-18
NR2259--MA1107.1.KLF9	chr1	127380937	127380949	-	0.000	0.000	Merged-chr1-127381080-26
NR54797--MA0657.1.KLF13	chr6	29517302	29517319	-	0.000	0.000	Merged-chr6-29517345-20
NR1070--MA0039.3.KLF4	chr1	69499064	69499074	-	0.000	0.000	Merged-chr1-69499196-51
NR48898--MA0599.1.KLF5	chr4	152212645	152212654	-	0.000	0.000	Merged-chr4-152212643-15
NR16954--MA0599.1.KLF5	chr13	52060057	52060066	+	0.000	0.000	Merged-chr13-52060042-8
NR60374--MA0599.1.KLF5	chr7	45239137	45239146	+	0.000	0.000	Merged-chr7-45239039-65
NR8365--MA0599.1.KLF5	chr10	117532277	117532286	+	0.000	0.000	Merged-chr10-117532128-28
NR42023--MA0599.1.KLF5	chr3	95687903	95687912	+	0.000	0.000	Merged-chr3-95687934-19
NR7003--MA0740.1.KLF14	chr10	80054384	80054397	-	0.000	0.000	Merged-chr10-80054336-1
NR36445--MA1107.1.KLF9	chr2	65552058	65552070	-	0.000	0.000	Merged-chr2-65551988-12
NR55503--MA0741.1.KLF16	chr6	53986474	53986484	-	0.000	0.000	Merged-chr6-53986314-10
NR65629--MA0740.1.KLF14	chr8	77376621	77376634	+	0.000	0.000	Merged-chr8-77376569-21
NR35677--MA0039.3.KLF4	chr2	31470147	31470157	+	0.000	0.000	Merged-chr2-31470390-77
NR7296--MA0742.1.Klf12	chr10	81433019	81433033	-	0.000	0.000	Merged-chr10-81433026-44
NR60016--MA0599.1.KLF5	chr7	34313568	34313577	+	0.000	0.000	Merged-chr7-34313409-64
NR45615--MA0599.1.KLF5	chr4	57295370	57295379	+	0.000	0.000	Merged-chr4-57295265-18
NR53552--MA0741.1.KLF16	chr5	137749330	137749340	+	0.000	0.000	Merged-chr5-137749459-31
NR22425--MA0741.1.KLF16	chr15	25269715	25269725	-	0.000	0.000	Merged-chr15-25269773-79
NR29579--MA0742.1.Klf12	chr17	56997290	56997304	-	0.000	0.000	Merged-chr17-56997354-48
NR58789--MA0493.1.Klf1	chr7	4124371	4124381	+	0.000	0.000	Merged-chr7-4124539-46
NR17256--MA0599.1.KLF5	chr13	59557513	59557522	-	0.000	0.000	Merged-chr13-59557232-89
NR61159--MA0741.1.KLF16	chr7	80192614	80192624	-	0.000	0.000	Merged-chr7-80192617-45
NR48110--MA0599.1.KLF5	chr4	137722914	137722923	+	0.000	0.000	Merged-chr4-137723012-20
NR59332--MA1107.1.KLF9	chr7	19749701	19749713	+	0.000	0.000	Merged-chr7-19749873-53
NR20105--MA0599.1.KLF5	chr14	46832053	46832062	+	0.000	0.000	Merged-chr14-46832058-73
NR46951--MA0599.1.KLF5	chr4	116807718	116807727	+	0.000	0.000	Merged-chr4-116807606-59
NR6972--MA1107.1.KLF9	chr10	79908590	79908602	+	0.000	0.000	Merged-chr10-79908801-95
NR72020--MA0599.1.KLF5	chrX	53643798	53643807	-	0.000	0.000	Merged-chrX-53643613-70
NR66812--MA0657.1.KLF13	chr8	115568529	115568546	+	0.000	0.000	Merged-chr8-115568627-19
NR64536--MA0741.1.KLF16	chr8	31031878	31031888	-	0.000	0.000	Merged-chr8-31031944-31
NR44838--MA0493.1.Klf1	chr4	33248548	33248558	+	0.000	0.000	Merged-chr4-33248647-4
NR41936--MA0741.1.KLF16	chr3	94786680	94786690	-	0.000	0.000	Merged-chr3-94786570-53
NR1487--MA0740.1.KLF14	chr1	85703773	85703786	-	0.000	0.000	Merged-chr1-85703643-71
NR10773--MA0599.1.KLF5	chr11	69580361	69580370	+	0.000	0.000	Merged-chr11-69580339-58
NR59320--MA0741.1.KLF16	chr7	19665134	19665144	+	0.000	0.000	Merged-chr7-19665223-91
NR25348--MA0742.1.Klf12	chr16	14159596	14159610	-	0.000	0.000	Merged-chr16-14159517-83
NR4896--MA0741.1.KLF16	chr1	192532340	192532350	-	0.000	0.000	Merged-chr1-192532397-12
NR25782--MA0493.1.Klf1	chr16	32516544	32516554	-	0.000	0.000	Merged-chr16-32516451-30
NR56095--MA0599.1.KLF5	chr6	85374727	85374736	+	0.000	0.000	Merged-chr6-85374701-69
NR37629--MA1107.1.KLF9	chr2	112240497	112240509	+	0.000	0.000	Merged-chr2-112240570-1
NR49303--MA0599.1.KLF5	chr5	8997237	8997246	+	0.000	0.000	Merged-chr5-8996968-123
NR9509--MA0741.1.KLF16	chr11	20631941	20631951	-	0.000	0.000	Merged-chr11-20632117-165
NR11964--MA0741.1.KLF16	chr11	97884195	97884205	+	0.000	0.000	Merged-chr11-97884212-84
NR62824--MA0740.1.KLF14	chr7	127422084	127422097	+	0.000	0.000	Merged-chr7-127422019-53
NR31053--MA0742.1.Klf12	chr18	24653028	24653042	-	0.000	0.000	Merged-chr18-24652935-1
NR35916--MA0599.1.KLF5	chr2	36091473	36091482	+	0.000	0.000	Merged-chr2-36091401-36
NR31341--MA0493.1.Klf1	chr18	37969775	37969785	+	0.000	0.000	Merged-chr18-37969808-65
NR47433--MA0741.1.KLF16	chr4	129238987	129238997	+	0.000	0.000	Merged-chr4-129238994-27
NR22714--MA0493.1.Klf1	chr15	38452896	38452906	-	0.000	0.000	Merged-chr15-38452892-28
NR42144--MA0599.1.KLF5	chr3	97767778	97767787	+	0.000	0.000	Merged-chr3-97767840-101
NR42615--MA0740.1.KLF14	chr3	108653853	108653866	+	0.000	0.000	Merged-chr3-108653855-66
NR68353--MA0741.1.KLF16	chr9	41160888	41160898	-	0.000	0.000	Merged-chr9-41160864-12
NR57153--MA0493.1.Klf1	chr6	118139189	118139199	+	0.000	0.000	Merged-chr6-118139138-58
NR71889--MA0741.1.KLF16	chrX	38182044	38182054	-	0.000	0.000	Merged-chrX-38181994-21
NR40770--MA0599.1.KLF5	chr3	35754079	35754088	-	0.000	0.000	Merged-chr3-35754323-108
NR24--MA0599.1.KLF5	chr1	6454098	6454107	+	0.000	0.000	Merged-chr1-6454252-50
NR45721--MA0740.1.KLF14	chr4	59805848	59805861	-	0.000	0.000	Merged-chr4-59805793-13
NR65585--MA1107.1.KLF9	chr8	75071843	75071855	+	0.000	0.000	Merged-chr8-75071889-52
NR20331--MA0741.1.KLF16	chr14	54464115	54464125	-	0.000	0.000	Merged-chr14-54464203-140
NR51859--MA0599.1.KLF5	chr5	110176573	110176582	-	0.000	0.000	Merged-chr5-110176742-78
NR56195--MA0741.1.KLF16	chr6	87590783	87590793	+	0.000	0.000	Merged-chr6-87590737-28
NR600--MA0493.1.Klf1	chr1	40790661	40790671	+	0.000	0.000	Merged-chr1-40790646-63
NR43770--MA0740.1.KLF14	chr3	144720329	144720342	+	0.000	0.000	Merged-chr3-144720507-6
NR22625--MA0599.1.KLF5	chr15	36346327	36346336	+	0.000	0.000	Merged-chr15-36346245-49
NR10692--MA0740.1.KLF14	chr11	68432082	68432095	+	0.000	0.000	Merged-chr11-68432285-104
NR66739--MA0741.1.KLF16	chr8	113669807	113669817	-	0.000	0.000	Merged-chr8-113669969-10
NR25335--MA0599.1.KLF5	chr16	13903131	13903140	-	0.000	0.000	Merged-chr16-13903124-91
NR70376--MA0039.3.KLF4	chr9	100540495	100540505	-	0.000	0.000	Merged-chr9-100540480-23
NR25036--MA0740.1.KLF14	chr16	5255990	5256003	-	0.000	0.000	Merged-chr16-5255985-43
NR54354--MA0599.1.KLF5	chr5	149861700	149861709	+	0.000	0.000	Merged-chr5-149861626-19
NR20226--MA0599.1.KLF5	chr14	52244591	52244600	-	0.000	0.000	Merged-chr14-52244514-55
NR19418--MA0599.1.KLF5	chr14	20479950	20479959	-	0.000	0.000	Merged-chr14-20479960-47
NR28445--MA0741.1.KLF16	chr17	29490700	29490710	+	0.000	0.000	Merged-chr17-29490702-78
NR68962--MA1107.1.KLF9	chr9	58271310	58271322	+	0.000	0.000	Merged-chr9-58271289-37
NR40618--MA0599.1.KLF5	chr3	28781285	28781294	-	0.000	0.000	Merged-chr3-28781211-76
NR1706--MA0039.3.KLF4	chr1	92640408	92640418	+	0.000	0.000	Merged-chr1-92640529-29
NR68829--MA0599.1.KLF5	chr9	55938125	55938134	-	0.000	0.000	Merged-chr9-55938219-68
NR64174--MA0599.1.KLF5	chr8	13593539	13593548	-	0.000	0.000	Merged-chr8-13593648-27
NR2597--MA0741.1.KLF16	chr1	135019083	135019093	+	0.000	0.000	Merged-chr1-135019182-17
NR53291--MA0599.1.KLF5	chr5	135064233	135064242	+	0.000	0.000	Merged-chr5-135064236-55
NR67846--MA0493.1.Klf1	chr9	20757384	20757394	-	0.000	0.000	Merged-chr9-20757221-14
