#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR21404--MA1107.1.KLF9	chr14	105232610	105232622	-	0.000	0.000	Merged-chr14-105232653-27
NR450--MA0657.1.KLF13	chr1	37884694	37884711	+	0.000	0.000	Merged-chr1-37884608-6
NR30389--MA0742.1.Klf12	chr18	20946557	20946571	+	0.000	0.000	Merged-chr18-20946448-65
NR27510--MA0599.1.KLF5	chr17	24707718	24707727	-	0.000	0.000	Merged-chr17-24707755-49
NR65228--MA0599.1.KLF5	chr8	123949401	123949410	-	0.000	0.000	Merged-chr8-123949484-73
NR6467--MA0741.1.KLF16	chr10	77264472	77264482	+	0.000	0.000	Merged-chr10-77264465-20
NR20231--MA0742.1.Klf12	chr14	54554345	54554359	-	0.000	0.000	Merged-chr14-54554312-80
NR44192--MA0039.3.KLF4	chr4	11769336	11769346	+	0.000	0.000	Merged-chr4-11769375-29
NR54122--MA0740.1.KLF14	chr6	50596970	50596983	+	0.000	0.000	Merged-chr6-50596805-84
NR5524--MA1107.1.KLF9	chr10	39732078	39732090	+	0.000	0.000	Merged-chr10-39732105-199
NR9795--MA0599.1.KLF5	chr11	52046654	52046663	+	0.000	0.000	Merged-chr11-52046638-57
NR62201--MA0657.1.KLF13	chr8	3515351	3515368	-	0.000	0.000	Merged-chr8-3515428-24
NR2712--MA0741.1.KLF16	chr1	151764471	151764481	-	0.000	0.000	Merged-chr1-151764343-19
NR15850--MA0493.1.Klf1	chr12	113059110	113059120	+	0.000	0.000	Merged-chr12-113059214-12
NR47--MA0741.1.KLF16	chr1	9848216	9848226	-	0.000	0.000	Merged-chr1-9848247-58
NR35280--MA0599.1.KLF5	chr2	32535274	32535283	+	0.000	0.000	Merged-chr2-32535268-83
NR39710--MA1107.1.KLF9	chr2	174533126	174533138	+	0.000	0.000	Merged-chr2-174532982-23
NR28909--MA0599.1.KLF5	chr17	55959464	55959473	+	0.000	0.000	Merged-chr17-55959368-72
NR29158--MA0740.1.KLF14	chr17	64332012	64332025	+	0.000	0.000	Merged-chr17-64332180-104
NR70073--MA0599.1.KLF5	chrX	101429419	101429428	+	0.000	0.000	Merged-chrX-101429503-77
NR55672--MA0599.1.KLF5	chr6	116682496	116682505	-	0.000	0.000	Merged-chr6-116682504-22
NR33167--MA0493.1.Klf1	chr19	23273968	23273978	+	0.000	0.000	Merged-chr19-23273759-64
NR19427--MA0740.1.KLF14	chr14	12284256	12284269	-	0.000	0.000	Merged-chr14-12284486-97
NR56063--MA0493.1.Klf1	chr6	125191794	125191804	-	0.000	0.000	Merged-chr6-125191910-87
NR29056--MA0742.1.Klf12	chr17	57264406	57264420	-	0.000	0.000	Merged-chr17-57264332-13
NR6512--MA0599.1.KLF5	chr10	78169838	78169847	-	0.000	0.000	Merged-chr10-78169866-58
NR66835--MA0741.1.KLF16	chr9	64281513	64281523	-	0.000	0.000	Merged-chr9-64281696-49
NR9561--MA1107.1.KLF9	chr11	43703694	43703706	+	0.000	0.000	Merged-chr11-43703862-10
NR50726--MA0742.1.Klf12	chr5	108629783	108629797	+	0.000	0.000	Merged-chr5-108629492-113
NR20888--MA0741.1.KLF16	chr14	75064735	75064745	+	0.000	0.000	Merged-chr14-75064758-13
NR648--MA0741.1.KLF16	chr1	46852857	46852867	+	0.000	0.000	Merged-chr1-46852788-5
NR1742--MA1107.1.KLF9	chr1	105663810	105663822	-	0.000	0.000	Merged-chr1-105663837-98
NR57909--MA1107.1.KLF9	chr7	16891717	16891729	+	0.000	0.000	Merged-chr7-16891959-60
NR66079--MA0039.3.KLF4	chr9	40455371	40455381	-	0.000	0.000	Merged-chr9-40455611-102
NR39254--MA0741.1.KLF16	chr2	166713900	166713910	-	0.000	0.000	Merged-chr2-166713802-88
NR35109--MA1107.1.KLF9	chr2	29827293	29827305	+	0.000	0.000	Merged-chr2-29827185-59
NR69913--MA1107.1.KLF9	chrX	73915084	73915096	+	0.000	0.000	Merged-chrX-73915089-47
NR39374--MA0657.1.KLF13	chr2	168451128	168451145	+	0.000	0.000	Merged-chr2-168451122-14
NR55085--MA0740.1.KLF14	chr6	97473509	97473522	-	0.000	0.000	Merged-chr6-97473618-39
NR50446--MA0741.1.KLF16	chr5	100570821	100570831	+	0.000	0.000	Merged-chr5-100570837-10
NR2759--MA0741.1.KLF16	chr1	153320184	153320194	-	0.000	0.000	Merged-chr1-153320307-48
NR55356--MA0740.1.KLF14	chr6	108630897	108630910	+	0.000	0.000	Merged-chr6-108631007-44
NR46284--MA0599.1.KLF5	chr4	117289613	117289622	+	0.000	0.000	Merged-chr4-117289417-85
NR24571--MA0742.1.Klf12	chr15	102116081	102116095	-	0.000	0.000	Merged-chr15-102115992-43
NR57914--MA0493.1.Klf1	chr7	16891758	16891768	+	0.000	0.000	Merged-chr7-16891959-60
NR63435--MA0657.1.KLF13	chr8	71367447	71367464	+	0.000	0.000	Merged-chr8-71367350-68
NR51513--MA1107.1.KLF9	chr5	123150865	123150877	-	0.000	0.000	Merged-chr5-123150677-160
NR20105--MA0599.1.KLF5	chr14	52304850	52304859	+	0.000	0.000	Merged-chr14-52304982-66
NR9343--MA0599.1.KLF5	chr11	22843176	22843185	+	0.000	0.000	Merged-chr11-22843280-35
NR43001--MA0599.1.KLF5	chr3	135438375	135438384	-	0.000	0.000	Merged-chr3-135438319-11
NR63947--MA1107.1.KLF9	chr8	86746118	86746130	-	0.000	0.000	Merged-chr8-86745959-100
NR61279--MA0657.1.KLF13	chr7	127393812	127393829	-	0.000	0.000	Merged-chr7-127393642-77
NR30283--MA0599.1.KLF5	chr18	6310321	6310330	-	0.000	0.000	Merged-chr18-6310381-25
NR32539--MA0599.1.KLF5	chr19	4269306	4269315	+	0.000	0.000	Merged-chr19-4269199-28
NR28490--MA0740.1.KLF14	chr17	44569345	44569358	+	0.000	0.000	Merged-chr17-44569444-63
NR50675--MA0599.1.KLF5	chr5	107437891	107437900	-	0.000	0.000	Merged-chr5-107438056-55
NR61897--MA1107.1.KLF9	chr7	140908800	140908812	-	0.000	0.000	Merged-chr7-140908830-38
NR13373--MA0741.1.KLF16	chr12	4817514	4817524	+	0.000	0.000	Merged-chr12-4817506-66
NR62585--MA0741.1.KLF16	chr8	25059796	25059806	+	0.000	0.000	Merged-chr8-25059963-13
NR46256--MA1107.1.KLF9	chr4	116806620	116806632	+	0.000	0.000	Merged-chr4-116806659-9
NR39365--MA0039.3.KLF4	chr2	167996216	167996226	+	0.000	0.000	Merged-chr2-167996083-9
NR46932--MA1107.1.KLF9	chr4	132946596	132946608	-	0.000	0.000	Merged-chr4-132946711-2
NR10799--MA0742.1.Klf12	chr11	76184656	76184670	-	0.000	0.000	Merged-chr11-76184587-9
NR38706--MA0493.1.Klf1	chr2	155811963	155811973	+	0.000	0.000	Merged-chr2-155812086-49
NR5561--MA0599.1.KLF5	chr10	41476319	41476328	-	0.000	0.000	Merged-chr10-41476446-34
NR38411--MA0599.1.KLF5	chr2	150570423	150570432	+	0.000	0.000	Merged-chr2-150570310-66
NR39643--MA0742.1.Klf12	chr2	173659684	173659698	+	0.000	0.000	Merged-chr2-173659827-104
NR38750--MA1107.1.KLF9	chr2	156730763	156730775	+	0.000	0.000	Merged-chr2-156730705-70
NR65111--MA0493.1.Klf1	chr8	122611553	122611563	-	0.000	0.000	Merged-chr8-122611468-64
NR35275--MA0741.1.KLF16	chr2	32535098	32535108	+	0.000	0.000	Merged-chr2-32535268-83
NR58117--MA1107.1.KLF9	chr7	24369909	24369921	-	0.000	0.000	Merged-chr7-24370030-56
NR51992--MA1107.1.KLF9	chr5	134507454	134507466	-	0.000	0.000	Merged-chr5-134507549-21
NR12372--MA0740.1.KLF14	chr11	106536355	106536368	+	0.000	0.000	Merged-chr11-106536245-61
NR42811--MA0599.1.KLF5	chr3	131272108	131272117	+	0.000	0.000	Merged-chr3-131271947-79
NR22916--MA0740.1.KLF14	chr15	66899018	66899031	-	0.000	0.000	Merged-chr15-66899064-14
NR33847--MA1107.1.KLF9	chr19	47068447	47068459	+	0.000	0.000	Merged-chr19-47068180-121
NR45521--MA0599.1.KLF5	chr4	88935582	88935591	+	0.000	0.000	Merged-chr4-88935517-14
NR5542--MA1107.1.KLF9	chr10	40349117	40349129	-	0.000	0.000	Merged-chr10-40349174-117
NR28801--MA0493.1.Klf1	chr17	49968565	49968575	-	0.000	0.000	Merged-chr17-49968692-61
NR11742--MA0599.1.KLF5	chr11	97404657	97404666	-	0.000	0.000	Merged-chr11-97404596-19
NR51524--MA0741.1.KLF16	chr5	123683474	123683484	+	0.000	0.000	Merged-chr5-123683382-5
NR10963--MA0740.1.KLF14	chr11	78343483	78343496	+	0.000	0.000	Merged-chr11-78343551-35
NR35412--MA0742.1.Klf12	chr2	34945650	34945664	+	0.000	0.000	Merged-chr2-34945759-18
NR12709--MA0740.1.KLF14	chr11	114479019	114479032	-	0.000	0.000	Merged-chr11-114478882-8
NR20592--MA0742.1.Klf12	chr14	65113862	65113876	-	0.000	0.000	Merged-chr14-65113927-33
NR36972--MA0741.1.KLF16	chr2	106194374	106194384	+	0.000	0.000	Merged-chr2-106194531-13
NR56061--MA0742.1.Klf12	chr6	125191790	125191804	-	0.000	0.000	Merged-chr6-125191910-87
NR18238--MA0741.1.KLF16	chr13	98737376	98737386	+	0.000	0.000	Merged-chr13-98737529-22
NR35010--MA0039.3.KLF4	chr2	27438501	27438511	+	0.000	0.000	Merged-chr2-27438518-5
NR27062--MA0493.1.Klf1	chr17	8306074	8306084	+	0.000	0.000	Merged-chr17-8305975-23
NR31678--MA0740.1.KLF14	chr18	74294917	74294930	+	0.000	0.000	Merged-chr18-74294799-40
NR70764--MA0741.1.KLF16	chrY	90800454	90800464	-	0.000	0.000	Merged-chrY-90800606-25
NR1501--MA0493.1.Klf1	chr1	88267859	88267869	+	0.000	0.000	Merged-chr1-88267879-42
NR39158--MA0741.1.KLF16	chr2	165285778	165285788	+	0.000	0.000	Merged-chr2-165285935-14
NR55070--MA0741.1.KLF16	chr6	97300931	97300941	-	0.000	0.000	Merged-chr6-97300820-20
NR66769--MA1107.1.KLF9	chr9	62838557	62838569	+	0.000	0.000	Merged-chr9-62838773-60
NR14639--MA1107.1.KLF9	chr12	82226793	82226805	-	0.000	0.000	Merged-chr12-82226802-5
NR32741--MA0741.1.KLF16	chr19	6341122	6341132	+	0.000	0.000	Merged-chr19-6341115-68
NR30117--MA0493.1.Klf1	chr17	88511234	88511244	+	0.000	0.000	Merged-chr17-88511397-31
NR51168--MA0039.3.KLF4	chr5	115341214	115341224	-	0.000	0.000	Merged-chr5-115341130-65
NR29023--MA0599.1.KLF5	chr17	56958275	56958284	+	0.000	0.000	Merged-chr17-56958229-22
NR50509--MA0493.1.Klf1	chr5	103439281	103439291	+	0.000	0.000	Merged-chr5-103439387-46
NR35485--MA1107.1.KLF9	chr2	35690018	35690030	+	0.000	0.000	Merged-chr2-35690128-14
NR29022--MA0742.1.Klf12	chr17	56958285	56958299	+	0.000	0.000	Merged-chr17-56958229-22
NR36697--MA0599.1.KLF5	chr2	93192533	93192542	+	0.000	0.000	Merged-chr2-93192660-66
NR18346--MA0599.1.KLF5	chr13	100730977	100730986	-	0.000	0.000	Merged-chr13-100730869-60
NR24459--MA1107.1.KLF9	chr15	100495159	100495171	-	0.000	0.000	Merged-chr15-100495239-52
NR32417--MA1107.1.KLF9	chr18	89159653	89159665	-	0.000	0.000	Merged-chr18-89159613-61
NR17389--MA0657.1.KLF13	chr13	64161739	64161756	-	0.000	0.000	Merged-chr13-64161873-63
NR66650--MA0657.1.KLF13	chr9	59750868	59750885	-	0.000	0.000	Merged-chr9-59751057-119
NR12024--MA0740.1.KLF14	chr11	101119874	101119887	-	0.000	0.000	Merged-chr11-101119908-69
NR33968--MA1107.1.KLF9	chr19	53390713	53390725	-	0.000	0.000	Merged-chr19-53390523-85
NR45928--MA0493.1.Klf1	chr4	106678992	106679002	-	0.000	0.000	Merged-chr4-106678973-52
NR59100--MA0493.1.Klf1	chr7	48132275	48132285	+	0.000	0.000	Merged-chr7-48132201-46
NR45937--MA0742.1.Klf12	chr4	106935040	106935054	-	0.000	0.000	Merged-chr4-106934885-1
NR57265--MA0493.1.Klf1	chr6	146776840	146776850	-	0.000	0.000	Merged-chr6-146776808-33
NR11863--MA0599.1.KLF5	chr11	98588261	98588270	+	0.000	0.000	Merged-chr11-98588289-18
NR1201--MA0740.1.KLF14	chr1	74505953	74505966	+	0.000	0.000	Merged-chr1-74506129-86
NR28302--MA0741.1.KLF16	chr17	35870472	35870482	-	0.000	0.000	Merged-chr17-35870412-57
NR25456--MA0599.1.KLF5	chr16	35770343	35770352	+	0.000	0.000	Merged-chr16-35770327-38
NR33414--MA0599.1.KLF5	chr19	36384690	36384699	+	0.000	0.000	Merged-chr19-36384536-37
NR44636--MA1107.1.KLF9	chr4	42949696	42949708	+	0.000	0.000	Merged-chr4-42949963-85
NR28031--MA0493.1.Klf1	chr17	32201282	32201292	-	0.000	0.000	Merged-chr17-32201258-15
NR65697--MA1107.1.KLF9	chr9	21172628	21172640	-	0.000	0.000	Merged-chr9-21172499-22
NR33984--MA0742.1.Klf12	chr19	53479904	53479918	-	0.000	0.000	Merged-chr19-53479762-36
NR65143--MA0599.1.KLF5	chr8	122870562	122870571	-	0.000	0.000	Merged-chr8-122870569-43
NR46588--MA0493.1.Klf1	chr4	125066609	125066619	+	0.000	0.000	Merged-chr4-125066684-58
NR54260--MA0599.1.KLF5	chr6	54848657	54848666	+	0.000	0.000	Merged-chr6-54848722-11
NR14779--MA0599.1.KLF5	chr12	86795938	86795947	-	0.000	0.000	Merged-chr12-86795851-62
NR64150--MA0039.3.KLF4	chr8	94454238	94454248	-	0.000	0.000	Merged-chr8-94454274-59
NR12165--MA0599.1.KLF5	chr11	102556167	102556176	+	0.000	0.000	Merged-chr11-102556174-73
NR65124--MA1107.1.KLF9	chr8	122712181	122712193	-	0.000	0.000	Merged-chr8-122712057-14
NR19521--MA0741.1.KLF16	chr14	20023918	20023928	-	0.000	0.000	Merged-chr14-20024041-29
NR37606--MA0741.1.KLF16	chr2	127335974	127335984	+	0.000	0.000	Merged-chr2-127336140-52
NR45386--MA0741.1.KLF16	chr4	83486255	83486265	-	0.000	0.000	Merged-chr4-83486310-129
NR55739--MA0493.1.Klf1	chr6	118167302	118167312	-	0.000	0.000	Merged-chr6-118167184-65
NR35132--MA0493.1.Klf1	chr2	30078180	30078190	+	0.000	0.000	Merged-chr2-30077913-94
NR44846--MA0039.3.KLF4	chr4	46635542	46635552	-	0.000	0.000	Merged-chr4-46635507-41
NR35267--MA0599.1.KLF5	chr2	32381918	32381927	+	0.000	0.000	Merged-chr2-32381893-56
NR10791--MA0599.1.KLF5	chr11	75769481	75769490	-	0.000	0.000	Merged-chr11-75769458-27
NR49401--MA0493.1.Klf1	chr5	52142060	52142070	-	0.000	0.000	Merged-chr5-52142110-48
NR61840--MA0741.1.KLF16	chr7	139973292	139973302	-	0.000	0.000	Merged-chr7-139973198-14
NR48048--MA0741.1.KLF16	chr4	150894754	150894764	+	0.000	0.000	Merged-chr4-150894695-19
NR58375--MA0657.1.KLF13	chr7	27487086	27487103	-	0.000	0.000	Merged-chr7-27487024-65
NR37308--MA0599.1.KLF5	chr2	119157054	119157063	-	0.000	0.000	Merged-chr2-119156876-75
NR41165--MA1107.1.KLF9	chr3	84772123	84772135	-	0.000	0.000	Merged-chr3-84772067-31
NR15685--MA0741.1.KLF16	chr12	110857410	110857420	-	0.000	0.000	Merged-chr12-110857404-28
NR58787--MA0742.1.Klf12	chr7	38094553	38094567	+	0.000	0.000	Merged-chr7-38094543-44
NR27841--MA0493.1.Klf1	chr17	28648728	28648738	+	0.000	0.000	Merged-chr17-28648765-16
NR23194--MA0740.1.KLF14	chr15	76818178	76818191	+	0.000	0.000	Merged-chr15-76818018-57
NR6813--MA0741.1.KLF16	chr10	80622464	80622474	+	0.000	0.000	Merged-chr10-80622471-84
NR20887--MA0039.3.KLF4	chr14	75064736	75064746	+	0.000	0.000	Merged-chr14-75064758-13
NR6510--MA0740.1.KLF14	chr10	78169835	78169848	-	0.000	0.000	Merged-chr10-78169866-58
NR70727--MA0599.1.KLF5	chrY	1116319	1116328	-	0.000	0.000	Merged-chrY-1116441-17
NR21932--MA0741.1.KLF16	chr15	3264550	3264560	-	0.000	0.000	Merged-chr15-3264546-21
NR10424--MA0599.1.KLF5	chr11	69401435	69401444	+	0.000	0.000	Merged-chr11-69401473-44
NR42--MA0599.1.KLF5	chr1	9848211	9848220	-	0.000	0.000	Merged-chr1-9848247-58
NR36030--MA0599.1.KLF5	chr2	65196077	65196086	-	0.000	0.000	Merged-chr2-65195826-52
NR7048--MA0741.1.KLF16	chr10	82856363	82856373	-	0.000	0.000	Merged-chr10-82856367-8
NR11975--MA0599.1.KLF5	chr11	100619233	100619242	+	0.000	0.000	Merged-chr11-100619121-2
NR28133--MA0039.3.KLF4	chr17	33998962	33998972	-	0.000	0.000	Merged-chr17-33999093-34
NR27609--MA0599.1.KLF5	chr17	26414768	26414777	+	0.000	0.000	Merged-chr17-26414868-28
NR959--MA0599.1.KLF5	chr1	64121729	64121738	-	0.000	0.000	Merged-chr1-64121787-120
NR56967--MA1107.1.KLF9	chr6	142884340	142884352	+	0.000	0.000	Merged-chr6-142884312-23
NR6843--MA0493.1.Klf1	chr10	80668811	80668821	+	0.000	0.000	Merged-chr10-80668783-8
NR44086--MA0493.1.Klf1	chr4	6472884	6472894	-	0.000	0.000	Merged-chr4-6472958-17
NR15542--MA0741.1.KLF16	chr12	108646573	108646583	-	0.000	0.000	Merged-chr12-108646363-75
NR27517--MA0742.1.Klf12	chr17	24804283	24804297	-	0.000	0.000	Merged-chr17-24804401-35
NR38413--MA0741.1.KLF16	chr2	150570423	150570433	+	0.000	0.000	Merged-chr2-150570310-66
NR15813--MA0741.1.KLF16	chr12	112674803	112674813	-	0.000	0.000	Merged-chr12-112674699-146
NR49791--MA0599.1.KLF5	chr5	74068435	74068444	-	0.000	0.000	Merged-chr5-74068600-91
NR8804--MA0599.1.KLF5	chr10	128035583	128035592	+	0.000	0.000	Merged-chr10-128035577-52
NR13693--MA0493.1.Klf1	chr12	25247232	25247242	-	0.000	0.000	Merged-chr12-25247115-16
NR63523--MA0599.1.KLF5	chr8	72169419	72169428	+	0.000	0.000	Merged-chr8-72169499-55
NR62203--MA0741.1.KLF16	chr8	3515356	3515366	-	0.000	0.000	Merged-chr8-3515428-24
NR49126--MA0741.1.KLF16	chr5	35105751	35105761	+	0.000	0.000	Merged-chr5-35105769-58
NR39963--MA0740.1.KLF14	chr2	181601306	181601319	-	0.000	0.000	Merged-chr2-181601291-52
NR9847--MA0657.1.KLF13	chr11	53636296	53636313	-	0.000	0.000	Merged-chr11-53636381-3
NR37173--MA0741.1.KLF16	chr2	116893949	116893959	+	0.000	0.000	Merged-chr2-116894094-31
NR24003--MA0493.1.Klf1	chr15	93275328	93275338	+	0.000	0.000	Merged-chr15-93275409-98
NR63504--MA1107.1.KLF9	chr8	71668273	71668285	-	0.000	0.000	Merged-chr8-71668308-31
NR52621--MA1107.1.KLF9	chr5	140999420	140999432	-	0.000	0.000	Merged-chr5-140999389-30
NR66900--MA0599.1.KLF5	chr9	65587088	65587097	+	0.000	0.000	Merged-chr9-65587090-27
NR2358--MA0741.1.KLF16	chr1	136119935	136119945	-	0.000	0.000	Merged-chr1-136119986-9
NR19630--MA0741.1.KLF16	chr14	25842081	25842091	-	0.000	0.000	Merged-chr14-25842298-78
NR8481--MA0493.1.Klf1	chr10	121476469	121476479	+	0.000	0.000	Merged-chr10-121476337-119
NR25544--MA0039.3.KLF4	chr16	38353839	38353849	+	0.000	0.000	Merged-chr16-38353945-34
NR14541--MA0740.1.KLF14	chr12	79006882	79006895	+	0.000	0.000	Merged-chr12-79007002-75
NR37412--MA0740.1.KLF14	chr2	120850545	120850558	-	0.000	0.000	Merged-chr2-120850426-67
NR63900--MA0741.1.KLF16	chr8	84982856	84982866	-	0.000	0.000	Merged-chr8-84982804-9
NR27952--MA0741.1.KLF16	chr17	29841932	29841942	-	0.000	0.000	Merged-chr17-29841943-28
NR11881--MA0599.1.KLF5	chr11	98786607	98786616	-	0.000	0.000	Merged-chr11-98786782-44
NR5859--MA0740.1.KLF14	chr10	59702456	59702469	-	0.000	0.000	Merged-chr10-59702548-66
NR35559--MA0741.1.KLF16	chr2	43737934	43737944	-	0.000	0.000	Merged-chr2-43737811-44
NR29013--MA1107.1.KLF9	chr17	56904952	56904964	+	0.000	0.000	Merged-chr17-56905051-10
NR38737--MA1107.1.KLF9	chr2	156196677	156196689	-	0.000	0.000	Merged-chr2-156196758-68
NR6964--MA0493.1.Klf1	chr10	81401939	81401949	-	0.000	0.000	Merged-chr10-81401925-26
NR6651--MA0741.1.KLF16	chr10	79996446	79996456	-	0.000	0.000	Merged-chr10-79996471-52
NR60052--MA0599.1.KLF5	chr7	97598761	97598770	-	0.000	0.000	Merged-chr7-97598749-18
NR35154--MA0742.1.Klf12	chr2	30286407	30286421	-	0.000	0.000	Merged-chr2-30286345-59
NR14582--MA0599.1.KLF5	chr12	80168260	80168269	-	0.000	0.000	Merged-chr12-80168403-35
NR5539--MA0599.1.KLF5	chr10	40349119	40349128	-	0.000	0.000	Merged-chr10-40349174-117
NR14519--MA0493.1.Klf1	chr12	77130758	77130768	+	0.000	0.000	Merged-chr12-77130787-68
NR10408--MA0741.1.KLF16	chr11	69266484	69266494	+	0.000	0.000	Merged-chr11-69266485-18
NR15169--MA0039.3.KLF4	chr12	101075372	101075382	+	0.000	0.000	Merged-chr12-101075229-34
NR24482--MA0493.1.Klf1	chr15	100665100	100665110	+	0.000	0.000	Merged-chr15-100665160-50
NR32575--MA0599.1.KLF5	chr19	4397150	4397159	+	0.000	0.000	Merged-chr19-4397378-102
NR43797--MA1107.1.KLF9	chr3	152897339	152897351	+	0.000	0.000	Merged-chr3-152897397-8
NR12389--MA0599.1.KLF5	chr11	106961922	106961931	-	0.000	0.000	Merged-chr11-106961822-47
NR35285--MA0599.1.KLF5	chr2	32601575	32601584	+	0.000	0.000	Merged-chr2-32601597-23
NR16819--MA1107.1.KLF9	chr13	43560360	43560372	+	0.000	0.000	Merged-chr13-43560201-73
NR47032--MA0741.1.KLF16	chr4	134000953	134000963	-	0.000	0.000	Merged-chr4-134000910-52
NR24432--MA0741.1.KLF16	chr15	100304703	100304713	+	0.000	0.000	Merged-chr15-100304601-63
NR33991--MA0493.1.Klf1	chr19	53760461	53760471	-	0.000	0.000	Merged-chr19-53760542-10
NR34705--MA0741.1.KLF16	chr2	18057000	18057010	-	0.000	0.000	Merged-chr2-18057041-114
NR55677--MA0599.1.KLF5	chr6	116682513	116682522	-	0.000	0.000	Merged-chr6-116682504-22
NR57851--MA1107.1.KLF9	chr7	16310233	16310245	+	0.000	0.000	Merged-chr7-16310124-145
NR40729--MA1107.1.KLF9	chr3	59120254	59120266	-	0.000	0.000	Merged-chr3-59120352-78
NR61236--MA0599.1.KLF5	chr7	127091182	127091191	-	0.000	0.000	Merged-chr7-127091307-65
NR20596--MA0741.1.KLF16	chr14	65113865	65113875	-	0.000	0.000	Merged-chr14-65113927-33
NR356--MA0741.1.KLF16	chr1	36471532	36471542	-	0.000	0.000	Merged-chr1-36471708-91
NR41511--MA0599.1.KLF5	chr3	95053792	95053801	-	0.000	0.000	Merged-chr3-95053912-21
NR45884--MA0742.1.Klf12	chr4	105316976	105316990	-	0.000	0.000	Merged-chr4-105316897-22
NR3912--MA0741.1.KLF16	chr1	180813681	180813691	+	0.000	0.000	Merged-chr1-180813654-113
NR10562--MA0740.1.KLF14	chr11	70970126	70970139	-	0.000	0.000	Merged-chr11-70970318-94
NR56033--MA0740.1.KLF14	chr6	124931197	124931210	+	0.000	0.000	Merged-chr6-124931294-106
NR14783--MA0493.1.Klf1	chr12	86800994	86801004	-	0.000	0.000	Merged-chr12-86801088-15
NR13152--MA0599.1.KLF5	chr11	119856864	119856873	+	0.000	0.000	Merged-chr11-119856710-37
NR13100--MA0741.1.KLF16	chr11	119083771	119083781	-	0.000	0.000	Merged-chr11-119083935-60
NR28018--MA0493.1.Klf1	chr17	31789591	31789601	-	0.000	0.000	Merged-chr17-31789470-34
NR41924--MA0742.1.Klf12	chr3	102996011	102996025	-	0.000	0.000	Merged-chr3-102995869-67
NR1066--MA0039.3.KLF4	chr1	69499064	69499074	-	0.000	0.000	Merged-chr1-69499196-51
NR23178--MA0599.1.KLF5	chr15	76671556	76671565	+	0.000	0.000	Merged-chr15-76671670-56
NR37348--MA0741.1.KLF16	chr2	119477738	119477748	+	0.000	0.000	Merged-chr2-119477609-138
NR22133--MA0741.1.KLF16	chr15	25900763	25900773	-	0.000	0.000	Merged-chr15-25900715-20
NR45004--MA0741.1.KLF16	chr4	55532680	55532690	-	0.000	0.000	Merged-chr4-55532798-90
NR20182--MA0741.1.KLF16	chr14	54146703	54146713	+	0.000	0.000	Merged-chr14-54146707-32
NR17722--MA0599.1.KLF5	chr13	83524494	83524503	+	0.000	0.000	Merged-chr13-83524292-48
NR28944--MA1107.1.KLF9	chr17	56350989	56351001	-	0.000	0.000	Merged-chr17-56350875-30
NR21516--MA0039.3.KLF4	chr14	115371380	115371390	-	0.000	0.000	Merged-chr14-115371480-14
NR66763--MA0740.1.KLF14	chr9	62838557	62838570	+	0.000	0.000	Merged-chr9-62838773-60
NR12962--MA0599.1.KLF5	chr11	117654794	117654803	-	0.000	0.000	Merged-chr11-117654640-95
NR41373--MA0741.1.KLF16	chr3	90476287	90476297	-	0.000	0.000	Merged-chr3-90476088-51
NR51499--MA0740.1.KLF14	chr5	123125788	123125801	-	0.000	0.000	Merged-chr5-123125822-30
NR49451--MA0599.1.KLF5	chr5	53605582	53605591	-	0.000	0.000	Merged-chr5-53605625-25
NR6629--MA0599.1.KLF5	chr10	79916960	79916969	-	0.000	0.000	Merged-chr10-79917123-49
NR51509--MA1107.1.KLF9	chr5	123132734	123132746	+	0.000	0.000	Merged-chr5-123132654-50
NR33442--MA0657.1.KLF13	chr19	37174839	37174856	-	0.000	0.000	Merged-chr19-37174871-73
NR48798--MA0742.1.Klf12	chr5	24393590	24393604	+	0.000	0.000	Merged-chr5-24393621-16
NR9339--MA0599.1.KLF5	chr11	22617724	22617733	+	0.000	0.000	Merged-chr11-22617699-33
NR28567--MA0741.1.KLF16	chr17	45574154	45574164	-	0.000	0.000	Merged-chr17-45574239-12
NR63522--MA1107.1.KLF9	chr8	72169382	72169394	+	0.000	0.000	Merged-chr8-72169499-55
NR1737--MA0740.1.KLF14	chr1	105663809	105663822	-	0.000	0.000	Merged-chr1-105663837-98
NR47113--MA0039.3.KLF4	chr4	135103930	135103940	-	0.000	0.000	Merged-chr4-135104073-17
NR9463--MA1107.1.KLF9	chr11	32582960	32582972	+	0.000	0.000	Merged-chr11-32583029-49
NR22782--MA0599.1.KLF5	chr15	60187588	60187597	+	0.000	0.000	Merged-chr15-60187458-69
NR46247--MA0742.1.Klf12	chr4	116701024	116701038	-	0.000	0.000	Merged-chr4-116701085-12
NR54774--MA0742.1.Klf12	chr6	86472447	86472461	-	0.000	0.000	Merged-chr6-86472482-99
NR69118--MA0742.1.Klf12	chr9	119982587	119982601	-	0.000	0.000	Merged-chr9-119982666-256
